sequence,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFylBzhBGjB3nBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFRhBSnBTjBUmBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFfmB0hBxiBCoBFq?BzrB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFzgBfnBxiBCoBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFXiBTjBmlBcsB6r?BFqB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhF0hBTjBmlBSsBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Je3AJvhFTjBlmBcsBRqBmp?BCsB
LSIJTZO,O,O,O,X,X,X,X
LSIJTOZ,O,O,X,X,X,X,X
LSIJZTO,O,O,O,X,X,X,X
LSIJZOT,O,O,O,X,X,X,X
LSIJOTZ,X,O,O,X,X,X,X
LSIJOZT,X,O,O,X,X,X,X
LSIZTJO,O,O,O,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X
LSIZJTO,O,O,O,X,X,X,X
LSIZJOT,O,O,O,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,X
LSIZOJT,O,O,O,X,X,X,X
LSIOTJZ,X,O,O,X,X,O,X
LSIOTZJ,X,O,O,X,X,X,X
LSIOJTZ,X,O,O,X,X,X,X
LSIOJZT,X,O,O,X,X,X,X
LSIOZTJ,X,O,O,X,X,X,X
LSIOZJT,X,O,O,X,X,X,X
LSJTIZO,O,O,O,X,X,X,X
LSJTIOZ,O,O,X,X,X,X,X
LSJTZIO,O,O,O,X,X,X,X
LSJTZOI,O,O,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,X,X
LSJTOZI,O,O,O,X,X,X,X
LSJITZO,O,O,O,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X
LSJIZTO,O,O,O,X,X,X,X
LSJIZOT,O,O,O,X,X,X,X
LSJIOTZ,X,O,O,X,X,X,X
LSJIOZT,X,O,O,X,X,X,X
LSJZTIO,O,O,O,O,X,X,X
LSJZTOI,O,O,X,O,X,X,X
LSJZITO,O,O,O,O,X,X,X
LSJZIOT,O,O,O,O,X,X,X
LSJZOTI,O,O,O,O,X,O,X
LSJZOIT,O,O,O,O,X,X,X
LSJOTIZ,O,O,O,X,X,X,X
LSJOTZI,O,O,O,X,X,X,X
LSJOITZ,X,O,O,X,X,X,X
LSJOIZT,X,O,O,X,X,X,X
LSJOZTI,X,O,O,X,X,O,X
LSJOZIT,X,O,O,X,X,X,X
LSZTIJO,O,O,O,O,X,X,X
LSZTIOJ,O,O,X,O,X,X,X
LSZTJIO,O,O,O,O,X,X,X
LSZTJOI,O,O,X,O,X,X,X
LSZTOIJ,O,O,X,O,X,X,X
LSZTOJI,O,O,X,O,X,X,X
LSZITJO,O,O,O,O,X,X,X
LSZITOJ,O,O,X,O,X,X,X
LSZIJTO,O,O,O,O,X,X,X
LSZIJOT,O,O,O,O,X,X,X
LSZIOTJ,O,O,X,O,X,X,X
LSZIOJT,O,O,O,O,X,X,X
LSZJTIO,O,O,O,O,X,X,X
LSZJTOI,O,O,X,O,X,X,X
LSZJITO,O,O,O,O,X,X,X
LSZJIOT,O,O,O,O,X,X,X
LSZJOTI,O,O,O,O,X,O,X
LSZJOIT,O,O,O,O,X,X,X
LSZOTIJ,O,O,O,O,X,X,X
LSZOTJI,O,O,O,O,X,X,X
LSZOITJ,O,O,O,O,X,X,X
LSZOIJT,O,O,O,O,X,X,X
LSZOJTI,O,O,O,O,X,O,X
LSZOJIT,O,O,O,O,X,X,X
LSOTIJZ,O,O,O,X,X,O,X
LSOTIZJ,O,O,O,X,X,X,X
LSOTJIZ,O,O,O,X,X,O,X
LSOTJZI,O,O,O,X,X,O,X
LSOTZIJ,O,O,O,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X
LSOITJZ,X,O,O,X,X,O,X
LSOITZJ,X,O,O,X,X,X,X
LSOIJTZ,X,O,O,X,X,X,X
LSOIJZT,X,O,O,X,X,X,X
LSOIZTJ,X,O,O,X,X,X,X
LSOIZJT,X,O,O,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X
LSOJTZI,O,O,O,X,X,X,X
LSOJITZ,X,O,O,X,X,X,X
LSOJIZT,X,O,O,X,X,X,X
LSOJZTI,X,O,O,X,X,O,X
LSOJZIT,X,O,O,X,X,X,X
LSOZTIJ,X,O,O,X,X,X,X
LSOZTJI,X,O,O,X,X,X,X
LSOZITJ,X,O,O,X,X,X,X
LSOZIJT,X,O,O,X,X,X,X
LSOZJTI,X,O,O,X,X,O,X
LSOZJIT,X,O,O,X,X,X,X
LZTIJSO,O,X,O,O,O,O,X
LZTIJOS,O,O,O,O,O,O,X
LZTISJO,O,X,O,O,O,X,X
LZTISOJ,O,X,O,O,O,X,O
LZTIOJS,O,O,O,O,O,O,X
LZTIOSJ,O,X,O,O,O,X,O
LZTJISO,O,X,O,O,O,O,X
LZTJIOS,O,O,O,O,O,O,X
LZTJSIO,O,X,O,O,O,O,X
LZTJSOI,O,X,O,O,O,O,X
LZTJOIS,O,O,O,O,O,O,X
LZTJOSI,O,O,O,O,O,O,X
LZTSIJO,O,X,O,O,O,X,X
LZTSIOJ,O,X,O,O,O,X,X
LZTSJIO,O,X,O,O,O,X,X
LZTSJOI,O,X,O,O,O,X,X
LZTSOIJ,O,X,O,O,O,X,O
LZTSOJI,O,X,O,O,O,X,X
LZTOIJS,O,O,O,O,O,O,X
LZTOISJ,O,X,O,O,O,X,O
LZTOJIS,O,O,O,O,O,O,X
LZTOJSI,O,O,O,O,O,O,X
LZTOSIJ,O,X,O,O,O,X,O
LZTOSJI,O,X,O,O,O,X,X
LZITJSO,O,X,O,O,O,O,X
LZITJOS,O,O,O,O,O,O,X
LZITSJO,O,X,O,O,O,X,X
LZITSOJ,O,X,O,O,O,X,O
LZITOJS,O,O,O,O,O,O,X
LZITOSJ,X,X,O,O,O,X,O
LZIJTSO,O,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X
LZIJSTO,O,X,O,O,X,X,X
LZIJSOT,O,O,O,O,O,X,X
LZIJOTS,O,O,X,X,X,O,X
LZIJOST,O,O,O,O,O,X,X
LZISTJO,O,X,O,O,X,X,X
LZISTOJ,O,X,X,O,X,X,O
LZISJTO,O,X,O,O,X,X,X
LZISJOT,O,O,O,O,O,X,X
LZISOTJ,O,X,X,O,X,X,O
LZISOJT,O,O,O,O,O,X,X
LZIOTJS,O,O,O,X,O,O,X
LZIOTSJ,X,X,O,X,O,X,O
LZIOJTS,O,O,X,X,X,O,X
LZIOJST,O,O,O,O,O,X,X
LZIOSTJ,O,X,O,O,X,X,O
LZIOSJT,O,O,O,O,O,X,X
LZJTISO,O,X,X,O,X,X,X
LZJTIOS,O,O,X,O,X,X,X
LZJTSIO,O,X,X,O,X,X,X
LZJTSOI,O,X,X,O,X,X,X
LZJTOIS,O,O,X,O,X,O,X
LZJTOSI,O,O,X,O,X,O,X
LZJITSO,O,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X
LZJISTO,O,X,O,O,X,X,X
LZJISOT,O,O,O,O,O,X,X
LZJIOTS,O,O,X,X,X,O,X
LZJIOST,O,O,O,O,O,X,X
LZJSTIO,O,O,O,O,X,X,X
LZJSTOI,O,O,X,O,X,X,X
LZJSITO,O,O,O,O,X,X,X
LZJSIOT,O,O,O,O,O,X,X
LZJSOTI,O,O,O,O,O,O,X
LZJSOIT,O,O,O,O,O,X,X
LZJOTIS,O,O,X,X,X,O,X
LZJOTSI,O,O,X,O,X,O,X
LZJOITS,O,O,X,X,X,O,X
LZJOIST,O,O,O,O,O,X,X
LZJOSTI,O,O,O,O,O,O,X
LZJOSIT,O,O,O,O,O,X,X
LZSTIJO,O,O,O,O,O,X,X
LZSTIOJ,O,O,X,O,O,X,X
LZSTJIO,O,O,O,O,O,X,X
LZSTJOI,O,O,X,O,O,X,X
LZSTOIJ,O,O,X,O,O,X,X
LZSTOJI,O,O,X,O,O,X,X
LZSITJO,O,O,O,O,X,X,X
LZSITOJ,O,O,X,O,X,X,X
LZSIJTO,O,O,O,O,X,X,X
LZSIJOT,O,O,O,O,O,X,X
LZSIOTJ,O,O,X,O,X,X,X
LZSIOJT,O,O,O,O,O,X,X
LZSJTIO,O,O,O,O,X,X,X
LZSJTOI,O,O,X,O,X,X,X
LZSJITO,O,O,O,O,X,X,X
LZSJIOT,O,O,O,O,O,X,X
LZSJOTI,O,O,O,O,O,O,X
LZSJOIT,O,O,O,O,O,X,X
LZSOTIJ,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,X,X
LZSOITJ,O,O,O,O,X,X,X
LZSOIJT,O,O,O,O,O,X,X
LZSOJTI,O,O,O,O,O,O,X
LZSOJIT,O,O,O,O,O,X,X
LZOTIJS,O,O,O,O,O,O,X
LZOTISJ,O,X,O,O,O,X,O
LZOTJIS,O,O,O,O,O,O,X
LZOTJSI,O,O,O,O,O,O,X
LZOTSIJ,O,X,O,O,O,X,O
LZOTSJI,O,X,O,O,O,X,X
LZOITJS,O,O,O,X,O,O,X
LZOITSJ,X,X,O,X,O,X,O
LZOIJTS,O,O,X,X,X,O,X
LZOIJST,O,O,O,O,O,X,X
LZOISTJ,O,X,O,O,X,X,O
LZOISJT,O,O,O,O,O,X,X
LZOJTIS,O,O,X,X,X,O,X
LZOJTSI,O,O,X,O,X,O,X
LZOJITS,O,O,X,X,X,O,X
LZOJIST,O,O,O,O,O,X,X
LZOJSTI,O,O,O,O,O,O,X
LZOJSIT,O,O,O,O,O,X,X
LZOSTIJ,O,O,O,O,O,X,X
LZOSTJI,O,O,O,O,O,X,X
LZOSITJ,O,O,O,O,X,X,X
LZOSIJT,O,O,O,O,O,X,X
LZOSJTI,O,O,O,O,O,O,X
LZOSJIT,O,O,O,O,O,X,X
LOTIJSZ,X,X,O,X,X,O,X
LOTIJZS,X,X,O,O,O,O,X
LOTISJZ,X,X,O,X,X,O,X
LOTISZJ,X,X,O,X,X,X,X
LOTIZJS,X,X,O,O,O,O,X
LOTIZSJ,X,X,O,O,O,X,X
LOTJISZ,X,X,O,X,X,O,X
LOTJIZS,X,X,O,O,O,O,X
LOTJSIZ,X,O,O,X,X,O,X
LOTJSZI,X,O,O,O,X,O,X
LOTJZIS,X,O,O,O,O,O,X
LOTJZSI,X,O,O,O,O,O,X
LOTSIJZ,X,O,O,X,X,O,X
LOTSIZJ,X,O,O,X,X,X,X
LOTSJIZ,X,O,O,X,X,O,X
LOTSJZI,X,O,O,O,X,O,X
LOTSZIJ,X,O,O,O,X,X,X
LOTSZJI,X,O,O,O,X,X,X
LOTZIJS,X,O,O,O,O,O,X
LOTZISJ,X,O,O,O,O,X,X
LOTZJIS,X,O,O,O,O,O,X
LOTZJSI,X,O,O,O,O,O,X
LOTZSIJ,X,O,O,O,O,X,X
LOTZSJI,X,O,O,O,O,X,X
LOITJSZ,X,X,O,X,X,O,X
LOITJZS,X,X,O,X,O,O,X
LOITSJZ,X,X,O,X,X,O,X
LOITSZJ,X,X,O,X,X,X,X
LOITZJS,X,X,O,X,O,O,X
LOITZSJ,X,X,O,X,O,X,X
LOIJTSZ,X,X,O,X,X,O,X
LOIJTZS,X,X,O,X,X,O,X
LOIJSTZ,X,X,O,X,X,X,X
LOIJSZT,X,X,O,X,X,X,X
LOIJZTS,X,X,X,X,X,O,X
LOIJZST,X,X,O,X,O,X,X
LOISTJZ,X,X,O,X,X,O,X
LOISTZJ,X,X,O,X,X,X,X
LOISJTZ,X,X,O,X,X,X,X
LOISJZT,X,X,O,X,X,X,X
LOISZTJ,X,X,O,X,X,X,O
LOISZJT,X,X,O,X,X,X,X
LOIZTJS,X,X,O,X,O,O,X
LOIZTSJ,X,X,O,X,O,X,O
LOIZJTS,X,X,X,X,X,O,X
LOIZJST,X,X,O,X,O,X,X
LOIZSTJ,X,X,O,X,X,X,O
LOIZSJT,X,X,O,X,O,X,X
LOJTISZ,X,X,O,X,X,O,X
LOJTIZS,X,X,O,X,X,O,X
LOJTSIZ,X,X,O,X,X,O,X
LOJTSZI,X,X,O,X,X,O,X
LOJTZIS,X,X,O,X,X,O,X
LOJTZSI,X,X,O,X,X,O,X
LOJITSZ,X,X,O,X,X,O,X
LOJITZS,X,X,O,X,X,O,X
LOJISTZ,X,X,O,X,X,X,X
LOJISZT,X,X,O,X,X,X,X
LOJIZTS,X,X,X,X,X,O,X
LOJIZST,X,X,O,X,O,X,X
LOJSTIZ,X,O,O,X,X,X,X
LOJSTZI,X,O,O,X,X,X,X
LOJSITZ,X,O,O,X,X,X,X
LOJSIZT,X,O,O,X,X,X,X
LOJSZTI,X,O,O,X,X,O,X
LOJSZIT,X,O,O,X,X,X,X
LOJZTIS,X,O,X,X,X,O,X
LOJZTSI,X,O,X,O,X,O,X
LOJZITS,X,O,X,X,X,O,X
LOJZIST,X,O,O,O,O,X,X
LOJZSTI,X,O,O,O,O,O,X
LOJZSIT,X,O,O,O,O,X,X
LOSTIJZ,X,O,O,X,X,O,X
LOSTIZJ,X,O,O,X,X,X,X
LOSTJIZ,X,O,O,X,X,O,X
LOSTJZI,X,O,O,X,X,O,X
LOSTZIJ,X,O,O,X,X,X,X
LOSTZJI,X,O,O,X,X,X,X
LOSITJZ,X,O,O,X,X,O,X
LOSITZJ,X,O,O,X,X,X,X
LOSIJTZ,X,O,O,X,X,X,X
LOSIJZT,X,O,O,X,X,X,X
LOSIZTJ,X,O,O,X,X,X,X
LOSIZJT,X,O,O,X,X,X,X
LOSJTIZ,X,O,O,X,X,X,X
LOSJTZI,X,O,O,X,X,X,X
LOSJITZ,X,O,O,X,X,X,X
LOSJIZT,X,O,O,X,X,X,X
LOSJZTI,X,O,O,X,X,O,X
LOSJZIT,X,O,O,X,X,X,X
LOSZTIJ,X,O,O,X,X,X,X
LOSZTJI,X,O,O,X,X,X,X
LOSZITJ,X,O,O,X,X,X,X
LOSZIJT,X,O,O,X,X,X,X
LOSZJTI,X,O,O,X,X,O,X
LOSZJIT,X,O,O,X,X,X,X
LOZTIJS,X,O,O,O,O,O,X
LOZTISJ,X,X,O,O,O,X,O
LOZTJIS,X,O,O,O,O,O,X
LOZTJSI,X,O,O,O,O,O,X
LOZTSIJ,X,X,O,O,O,X,O
LOZTSJI,X,X,O,O,O,X,X
LOZITJS,X,O,O,X,O,O,X
LOZITSJ,X,X,O,X,O,X,O
LOZIJTS,X,O,X,X,X,O,X
LOZIJST,X,O,O,O,O,X,X
LOZISTJ,X,X,O,O,X,X,O
LOZISJT,X,O,O,O,O,X,X
LOZJTIS,X,O,X,X,X,O,X
LOZJTSI,X,O,X,O,X,O,X
LOZJITS,X,O,X,X,X,O,X
LOZJIST,X,O,O,O,O,X,X
LOZJSTI,X,O,O,O,O,O,X
LOZJSIT,X,O,O,O,O,X,X
LOZSTIJ,X,O,O,O,O,X,X
LOZSTJI,X,O,O,O,O,X,X
LOZSITJ,X,O,O,O,X,X,X
LOZSIJT,X,O,O,O,O,X,X
LOZSJTI,X,O,O,O,O,O,X
LOZSJIT,X,O,O,O,O,X,X
JTILSZO,O,X,O,X,X,O,X
JTILSOZ,O,X,O,X,X,O,X
JTILZSO,O,X,O,O,O,O,X
JTILZOS,O,X,O,O,O,O,X
JTILOSZ,O,X,O,X,X,O,X
JTILOZS,O,X,O,O,O,O,X
JTISLZO,O,O,O,X,X,O,X
JTISLOZ,O,O,O,X,X,O,X
JTISZLO,O,O,O,X,O,O,X
JTISZOL,O,O,O,X,O,O,X
JTISOLZ,O,O,O,X,X,O,X
JTISOZL,O,O,O,X,O,O,X
JTIZLSO,O,O,X,O,O,O,X
JTIZLOS,O,O,X,O,O,O,X
JTIZSLO,O,O,X,O,O,O,X
JTIZSOL,O,O,X,O,O,O,X
JTIZOLS,O,O,X,O,O,O,X
JTIZOSL,O,O,X,O,O,O,X
JTIOLSZ,O,X,O,X,X,O,X
JTIOLZS,O,X,O,O,O,O,X
JTIOSLZ,O,O,O,X,X,O,X
JTIOSZL,O,O,O,X,O,O,X
JTIOZLS,O,O,X,O,O,O,X
JTIOZSL,O,O,X,O,O,O,X
JTLISZO,O,X,O,X,X,O,X
JTLISOZ,O,X,O,X,X,O,X
JTLIZSO,O,X,O,O,O,O,X
JTLIZOS,O,X,O,O,O,O,X
JTLIOSZ,O,X,O,X,X,O,X
JTLIOZS,O,X,O,O,O,O,X
JTLSIZO,O,O,O,X,X,O,X
JTLSIOZ,O,O,O,X,X,O,X
JTLSZIO,O,O,O,O,X,O,X
JTLSZOI,O,O,O,O,X,O,X
JTLSOIZ,O,O,O,X,X,O,X
JTLSOZI,O,O,O,O,X,O,X
JTLZISO,O,O,O,O,O,O,X
JTLZIOS,O,O,O,O,O,O,X
JTLZSIO,O,O,O,O,O,O,X
JTLZSOI,O,O,O,O,O,O,X
JTLZOIS,O,O,O,O,O,O,X
JTLZOSI,O,O,O,O,O,O,X
JTLOISZ,O,X,O,X,X,O,X
JTLOIZS,O,X,O,O,O,O,X
JTLOSIZ,O,O,O,X,X,O,X
JTLOSZI,O,O,O,O,X,O,X
JTLOZIS,O,O,O,O,O,O,X
JTLOZSI,O,O,O,O,O,O,X
JTSILZO,O,O,O,X,X,O,X
JTSILOZ,O,O,O,X,X,O,X
JTSIZLO,O,O,O,X,O,O,X
JTSIZOL,O,O,O,X,O,O,X
JTSIOLZ,O,O,O,X,X,O,X
JTSIOZL,O,O,O,X,O,O,X
JTSLIZO,O,O,O,X,X,O,X
JTSLIOZ,O,O,O,X,X,O,X
JTSLZIO,O,O,O,O,X,O,X
JTSLZOI,O,O,O,O,X,O,X
JTSLOIZ,O,O,O,X,X,O,X
JTSLOZI,O,O,O,O,X,O,X
JTSZILO,O,O,O,O,O,O,X
JTSZIOL,O,O,O,O,O,O,X
JTSZLIO,O,O,O,O,O,O,X
JTSZLOI,O,O,O,O,O,O,X
JTSZOIL,O,O,O,O,O,O,X
JTSZOLI,O,O,O,O,O,O,X
JTSOILZ,O,O,O,X,X,O,X
JTSOIZL,O,O,O,X,O,O,X
JTSOLIZ,O,O,O,X,X,O,X
JTSOLZI,O,O,O,O,X,O,X
JTSOZIL,O,O,O,O,O,O,X
JTSOZLI,O,O,O,O,O,O,X
JTZILSO,O,O,X,O,O,O,X
JTZILOS,O,O,X,O,O,O,X
JTZISLO,O,O,X,O,O,O,X
JTZISOL,O,O,X,O,O,O,X
JTZIOLS,O,O,X,O,O,O,X
JTZIOSL,O,O,X,O,O,O,X
JTZLISO,O,O,O,O,O,O,X
JTZLIOS,O,O,O,O,O,O,X
JTZLSIO,O,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,O,X
JTZLOIS,O,O,O,O,O,O,X
JTZLOSI,O,O,O,O,O,O,X
JTZSILO,O,O,O,O,O,O,X
JTZSIOL,O,O,O,O,O,O,X
JTZSLIO,O,O,O,O,O,O,X
JTZSLOI,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,O,O,X
JTZSOLI,O,O,O,O,O,O,X
JTZOILS,O,O,X,O,O,O,X
JTZOISL,O,O,X,O,O,O,X
JTZOLIS,O,O,O,O,O,O,X
JTZOLSI,O,O,O,O,O,O,X
JTZOSIL,O,O,O,O,O,O,X
JTZOSLI,O,O,O,O,O,O,X
JTOILSZ,O,X,O,X,X,O,X
JTOILZS,O,X,O,O,O,O,X
JTOISLZ,O,O,O,X,X,O,X
JTOISZL,O,O,O,X,O,O,X
JTOIZLS,O,O,X,O,O,O,X
JTOIZSL,O,O,X,O,O,O,X
JTOLISZ,O,X,O,X,X,O,X
JTOLIZS,O,X,O,O,O,O,X
JTOLSIZ,O,O,O,X,X,O,X
JTOLSZI,O,O,O,O,X,O,X
JTOLZIS,O,O,O,O,O,O,X
JTOLZSI,O,O,O,O,O,O,X
JTOSILZ,O,O,O,X,X,O,X
JTOSIZL,O,O,O,X,O,O,X
JTOSLIZ,O,O,O,X,X,O,X
JTOSLZI,O,O,O,O,X,O,X
JTOSZIL,O,O,O,O,O,O,X
JTOSZLI,O,O,O,O,O,O,X
JTOZILS,O,O,X,O,O,O,X
JTOZISL,O,O,X,O,O,O,X
JTOZLIS,O,O,O,O,O,O,X
JTOZLSI,O,O,O,O,O,O,X
JTOZSIL,O,O,O,O,O,O,X
JTOZSLI,O,O,O,O,O,O,X
JITLSZO,O,X,X,X,X,O,X
JITLSOZ,O,X,X,X,X,O,X
JITLZSO,O,X,X,X,O,O,X
JITLZOS,O,X,X,X,O,O,X
JITLOSZ,O,X,X,X,X,O,X
JITLOZS,O,X,X,X,O,O,X
JITSLZO,O,X,X,X,X,O,X
JITSLOZ,O,X,X,X,X,O,X
JITSZLO,O,X,X,X,O,O,X
JITSZOL,O,X,X,X,O,O,X
JITSOLZ,O,X,X,X,X,O,X
JITSOZL,O,X,X,X,O,O,X
JITZLSO,O,X,X,X,O,O,X
JITZLOS,O,X,X,X,O,O,X
JITZSLO,O,X,X,X,O,O,X
JITZSOL,O,X,X,X,O,O,X
JITZOLS,O,X,X,X,O,O,X
JITZOSL,O,X,X,X,O,O,X
JITOLSZ,O,X,X,X,X,O,X
JITOLZS,O,X,X,X,O,O,X
JITOSLZ,O,X,X,X,X,O,X
JITOSZL,O,X,X,X,O,O,X
JITOZLS,O,X,X,X,O,O,X
JITOZSL,O,X,X,X,O,O,X
JILTSZO,O,X,O,X,X,O,X
JILTSOZ,O,X,X,X,X,O,X
JILTZSO,O,X,X,X,X,O,X
JILTZOS,O,X,X,X,X,O,X
JILTOSZ,O,X,O,X,X,O,X
JILTOZS,O,X,X,X,X,O,X
JILSTZO,O,X,O,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X
JILSZTO,O,X,O,X,X,X,X
JILSZOT,O,X,O,X,X,X,X
JILSOTZ,X,X,O,X,X,X,X
JILSOZT,X,X,O,X,X,X,X
JILZTSO,O,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X
JILZSTO,O,X,O,O,X,X,X
JILZSOT,O,X,O,O,O,X,X
JILZOTS,O,X,X,X,X,O,X
JILZOST,O,X,O,O,O,X,X
JILOTSZ,X,X,O,X,X,O,X
JILOTZS,X,X,X,X,X,O,X
JILOSTZ,X,X,O,X,X,X,X
JILOSZT,X,X,O,X,X,X,X
JILOZTS,X,X,X,X,X,O,X
JILOZST,X,X,O,X,O,X,X
JISTLZO,O,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X
JISTZLO,O,X,X,X,X,X,X
JISTZOL,O,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X
JISTOZL,O,X,X,X,X,X,X
JISLTZO,O,O,O,X,X,X,X
JISLTOZ,O,O,X,X,X,X,X
JISLZTO,O,O,O,X,X,X,X
JISLZOT,O,O,O,X,X,X,X
JISLOTZ,X,O,O,X,X,X,X
JISLOZT,X,O,O,X,X,X,X
JISZTLO,O,O,O,X,X,X,X
JISZTOL,O,O,X,X,O,X,O
JISZLTO,O,O,O,X,X,X,X
JISZLOT,O,O,O,X,O,X,X
JISZOTL,O,O,X,X,O,X,O
JISZOLT,O,O,O,X,O,X,X
JISOTLZ,O,X,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X
JISOLTZ,X,O,O,X,X,X,X
JISOLZT,X,O,O,X,X,X,X
JISOZTL,O,O,O,X,O,X,O
JISOZLT,O,O,O,X,O,X,X
JIZTLSO,O,X,X,X,O,X,X
JIZTLOS,O,O,X,X,O,X,X
JIZTSLO,O,X,X,X,O,X,X
JIZTSOL,O,X,X,X,O,X,O
JIZTOLS,O,O,X,X,O,X,X
JIZTOSL,O,X,X,X,O,X,O
JIZLTSO,O,X,X,X,X,X,X
JIZLTOS,O,O,X,X,X,X,X
JIZLSTO,O,X,X,O,X,X,X
JIZLSOT,O,O,X,O,O,X,X
JIZLOTS,O,O,X,X,X,O,X
JIZLOST,O,O,X,O,O,X,X
JIZSTLO,O,O,X,X,X,X,X
JIZSTOL,O,O,X,O,O,X,O
JIZSLTO,O,O,X,O,X,X,X
JIZSLOT,O,O,X,O,O,X,X
JIZSOTL,O,O,X,O,O,X,O
JIZSOLT,O,O,X,O,O,X,X
JIZOTLS,O,O,X,X,O,X,X
JIZOTSL,O,X,X,X,O,X,O
JIZOLTS,O,O,X,X,X,O,X
JIZOLST,O,O,X,O,O,X,X
JIZOSTL,O,O,X,O,O,X,O
JIZOSLT,O,O,X,O,O,X,X
JIOTLSZ,O,X,X,X,X,O,X
JIOTLZS,O,X,X,X,O,O,X
JIOTSLZ,O,X,X,X,X,O,X
JIOTSZL,O,X,X,X,O,O,X
JIOTZLS,O,X,X,X,O,O,X
JIOTZSL,O,X,X,X,O,O,X
JIOLTSZ,X,X,O,X,X,O,X
JIOLTZS,X,X,X,X,X,O,X
JIOLSTZ,X,X,O,X,X,X,X
JIOLSZT,X,X,O,X,X,X,X
JIOLZTS,X,X,X,X,X,O,X
JIOLZST,X,X,O,X,O,X,X
JIOSTLZ,O,X,X,X,X,X,X
JIOSTZL,O,X,X,X,X,X,X
JIOSLTZ,X,O,O,X,X,X,X
JIOSLZT,X,O,O,X,X,X,X
JIOSZTL,O,O,O,X,O,X,O
JIOSZLT,O,O,O,X,O,X,X
JIOZTLS,O,O,X,X,O,X,X
JIOZTSL,X,X,X,X,O,X,O
JIOZLTS,O,O,X,X,X,O,X
JIOZLST,O,O,X,X,O,X,X
JIOZSTL,O,O,X,X,O,X,O
JIOZSLT,O,O,X,X,O,X,X
JLTISZO,O,X,O,X,X,O,X
JLTISOZ,O,X,O,X,X,O,X
JLTIZSO,O,X,O,O,X,O,X
JLTIZOS,O,X,O,O,X,O,X
JLTIOSZ,O,X,O,X,X,O,X
JLTIOZS,O,X,O,O,X,O,X
JLTSIZO,O,X,O,X,X,O,X
JLTSIOZ,O,X,O,X,X,O,X
JLTSZIO,O,X,O,O,X,O,X
JLTSZOI,O,X,O,O,X,O,X
JLTSOIZ,O,X,O,X,X,O,X
JLTSOZI,O,X,O,O,X,O,X
JLTZISO,O,X,O,O,X,O,X
JLTZIOS,O,X,O,O,X,O,X
JLTZSIO,O,X,O,O,X,O,X
JLTZSOI,O,X,O,O,X,O,X
JLTZOIS,O,X,O,O,X,O,X
JLTZOSI,O,X,O,O,X,O,X
JLTOISZ,O,X,O,X,X,O,X
JLTOIZS,O,X,O,O,X,O,X
JLTOSIZ,O,X,O,X,X,O,X
JLTOSZI,O,X,O,O,X,O,X
JLTOZIS,O,X,O,O,X,O,X
JLTOZSI,O,X,O,O,X,O,X
JLITSZO,O,X,O,X,X,O,X
JLITSOZ,O,X,O,X,X,O,X
JLITZSO,O,X,O,X,X,O,X
JLITZOS,O,X,O,X,X,O,X
JLITOSZ,O,X,O,X,X,O,X
JLITOZS,O,X,O,X,X,O,X
JLISTZO,O,X,O,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X
JLISZTO,O,X,O,X,X,X,X
JLISZOT,O,X,O,X,X,X,X
JLISOTZ,X,X,O,X,X,X,X
JLISOZT,X,X,O,X,X,X,X
JLIZTSO,O,X,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X
JLIZSTO,O,X,O,O,X,X,X
JLIZSOT,O,X,O,O,O,X,X
JLIZOTS,O,X,X,X,X,O,X
JLIZOST,O,X,O,O,O,X,X
JLIOTSZ,X,X,O,X,X,O,X
JLIOTZS,X,X,O,X,X,O,X
JLIOSTZ,X,X,O,X,X,X,X
JLIOSZT,X,X,O,X,X,X,X
JLIOZTS,X,X,X,X,X,O,X
JLIOZST,X,X,O,X,O,X,X
JLSTIZO,O,O,O,X,X,X,X
JLSTIOZ,O,O,X,X,X,X,X
JLSTZIO,O,O,O,X,X,X,X
JLSTZOI,O,O,X,X,X,X,X
