sequence,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFylBzhBGjB3nBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFRhBSnBTjBUmBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFfmB0hBxiBCoBFq?BzrB,v115@HhB8HeA8GeD8AeB8BeC8Jem/IvhFzgBfnBxiBCoBFq?B0rB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhFXiBTjBmlBcsB6r?BFqB,v115@HhB8HeA8GeD8AeB8BeC8Jex/IvhF0hBTjBmlBSsBFq?BXsB,v115@HhB8HeA8GeD8AeB8BeC8Je3AJvhFTjBlmBcsBRqBmp?BCsB
SIZLOTJ,O,O,X,X,X,X,O
SIZLOJT,O,O,O,X,O,X,X
SIZJTLO,O,O,O,X,X,X,X
SIZJTOL,O,O,X,X,O,X,O
SIZJLTO,O,O,O,X,X,X,X
SIZJLOT,O,O,O,X,O,X,X
SIZJOTL,O,O,X,X,O,X,O
SIZJOLT,O,O,O,X,O,X,X
SIZOTLJ,O,O,X,X,O,X,O
SIZOTJL,O,O,X,X,O,X,O
SIZOLTJ,O,O,X,X,X,X,O
SIZOLJT,O,O,X,X,O,X,X
SIZOJTL,O,O,X,X,O,X,O
SIZOJLT,O,O,O,X,O,X,X
SIOTLJZ,O,O,X,X,X,O,X
SIOTLZJ,O,O,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,O,X
SIOTJZL,O,O,X,X,O,O,X
SIOTZLJ,O,O,X,X,O,X,O
SIOTZJL,O,O,X,X,O,X,O
SIOLTJZ,X,O,O,X,X,O,X
SIOLTZJ,X,O,O,X,X,X,X
SIOLJTZ,X,O,O,X,X,X,X
SIOLJZT,X,O,O,X,X,X,X
SIOLZTJ,X,O,O,X,X,X,O
SIOLZJT,X,O,O,X,X,X,X
SIOJTLZ,O,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X
SIOJLTZ,X,O,O,X,X,X,X
SIOJLZT,X,O,O,X,X,X,X
SIOJZTL,O,O,O,X,O,X,O
SIOJZLT,O,O,O,X,O,X,X
SIOZTLJ,O,O,X,X,O,X,O
SIOZTJL,O,O,O,X,O,X,O
SIOZLTJ,O,O,O,X,X,X,O
SIOZLJT,O,O,O,X,O,X,X
SIOZJTL,O,O,O,X,O,X,O
SIOZJLT,O,O,O,X,O,X,X
SLTIJZO,O,O,O,X,X,O,X
SLTIJOZ,O,O,O,X,X,O,X
SLTIZJO,O,O,O,X,X,X,X
SLTIZOJ,O,O,O,X,X,X,X
SLTIOJZ,O,O,O,X,X,O,X
SLTIOZJ,O,O,O,X,X,X,X
SLTJIZO,O,O,O,X,X,O,X
SLTJIOZ,O,O,O,X,X,O,X
SLTJZIO,O,O,O,O,X,O,X
SLTJZOI,O,O,O,O,X,O,X
SLTJOIZ,O,O,O,X,X,O,X
SLTJOZI,O,O,O,O,X,O,X
SLTZIJO,O,O,O,O,X,X,X
SLTZIOJ,O,O,O,O,X,X,X
SLTZJIO,O,O,O,O,X,X,X
SLTZJOI,O,O,O,O,X,X,X
SLTZOIJ,O,O,O,O,X,X,X
SLTZOJI,O,O,O,O,X,X,X
SLTOIJZ,O,O,O,X,X,O,X
SLTOIZJ,O,O,O,X,X,X,X
SLTOJIZ,O,O,O,X,X,O,X
SLTOJZI,O,O,O,O,X,O,X
SLTOZIJ,O,O,O,O,X,X,X
SLTOZJI,O,O,O,O,X,X,X
SLITJZO,O,O,O,X,X,O,X
SLITJOZ,O,O,O,X,X,O,X
SLITZJO,O,O,O,X,X,X,X
SLITZOJ,O,O,O,X,X,X,X
SLITOJZ,O,O,O,X,X,O,X
SLITOZJ,O,O,O,X,X,X,X
SLIJTZO,O,O,O,X,X,X,X
SLIJTOZ,O,O,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X
SLIJZOT,O,O,O,X,X,X,X
SLIJOTZ,X,O,O,X,X,X,X
SLIJOZT,X,O,O,X,X,X,X
SLIZTJO,O,O,O,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X
SLIOTJZ,X,O,O,X,X,O,X
SLIOTZJ,X,O,O,X,X,X,X
SLIOJTZ,X,O,O,X,X,X,X
SLIOJZT,X,O,O,X,X,X,X
SLIOZTJ,X,O,O,X,X,X,X
SLIOZJT,X,O,O,X,X,X,X
SLJTIZO,O,O,O,X,X,X,X
SLJTIOZ,O,O,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,X
SLJTZOI,O,O,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X
SLJITZO,O,O,O,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X
SLJIZOT,O,O,O,X,X,X,X
SLJIOTZ,X,O,O,X,X,X,X
SLJIOZT,X,O,O,X,X,X,X
SLJZTIO,O,O,O,O,X,X,X
SLJZTOI,O,O,X,O,X,X,X
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,O,O,O,X,X,X
SLJZOTI,O,O,O,O,X,O,X
SLJZOIT,O,O,O,O,X,X,X
SLJOTIZ,O,O,O,X,X,X,X
SLJOTZI,O,O,O,X,X,X,X
SLJOITZ,X,O,O,X,X,X,X
SLJOIZT,X,O,O,X,X,X,X
SLJOZTI,X,O,O,X,X,O,X
SLJOZIT,X,O,O,X,X,X,X
SLZTIJO,O,O,O,O,X,X,X
SLZTIOJ,O,O,X,O,X,X,X
SLZTJIO,O,O,O,O,X,X,X
SLZTJOI,O,O,X,O,X,X,X
SLZTOIJ,O,O,X,O,X,X,X
SLZTOJI,O,O,X,O,X,X,X
SLZITJO,O,O,O,O,X,X,X
SLZITOJ,O,O,X,O,X,X,X
SLZIJTO,O,O,O,O,X,X,X
SLZIJOT,O,O,O,O,X,X,X
SLZIOTJ,O,O,X,O,X,X,X
SLZIOJT,O,O,O,O,X,X,X
SLZJTIO,O,O,O,O,X,X,X
SLZJTOI,O,O,X,O,X,X,X
SLZJITO,O,O,O,O,X,X,X
SLZJIOT,O,O,O,O,X,X,X
SLZJOTI,O,O,O,O,X,O,X
SLZJOIT,O,O,O,O,X,X,X
SLZOTIJ,O,O,O,O,X,X,X
SLZOTJI,O,O,O,O,X,X,X
SLZOITJ,O,O,O,O,X,X,X
SLZOIJT,O,O,O,O,X,X,X
SLZOJTI,O,O,O,O,X,O,X
SLZOJIT,O,O,O,O,X,X,X
SLOTIJZ,O,O,O,X,X,O,X
SLOTIZJ,O,O,O,X,X,X,X
SLOTJIZ,O,O,O,X,X,O,X
SLOTJZI,O,O,O,X,X,O,X
SLOTZIJ,O,O,O,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X
SLOITJZ,X,O,O,X,X,O,X
SLOITZJ,X,O,O,X,X,X,X
SLOIJTZ,X,O,O,X,X,X,X
SLOIJZT,X,O,O,X,X,X,X
SLOIZTJ,X,O,O,X,X,X,X
SLOIZJT,X,O,O,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,X
SLOJTZI,O,O,O,X,X,X,X
SLOJITZ,X,O,O,X,X,X,X
SLOJIZT,X,O,O,X,X,X,X
SLOJZTI,X,O,O,X,X,O,X
SLOJZIT,X,O,O,X,X,X,X
SLOZTIJ,X,O,O,X,X,X,X
SLOZTJI,X,O,O,X,X,X,X
SLOZITJ,X,O,O,X,X,X,X
SLOZIJT,X,O,O,X,X,X,X
SLOZJTI,X,O,O,X,X,O,X
SLOZJIT,X,O,O,X,X,X,X
SJTILZO,O,O,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X
SJTIZLO,O,O,X,X,X,X,X
SJTIZOL,O,O,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X,X
SJTLIZO,O,O,O,X,X,X,X
SJTLIOZ,O,O,X,X,X,X,X
SJTLZIO,O,O,O,X,X,X,X
SJTLZOI,O,O,X,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X
SJTLOZI,O,O,O,X,X,X,X
SJTZILO,O,O,O,X,X,X,X
SJTZIOL,O,O,X,X,X,X,X
SJTZLIO,O,O,O,X,X,X,X
SJTZLOI,O,O,X,X,X,X,X
SJTZOIL,O,O,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X
SJTOILZ,O,O,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X
SJTOLIZ,O,O,O,X,X,X,X
SJTOLZI,O,O,O,X,X,X,X
SJTOZIL,O,O,O,X,X,X,X
SJTOZLI,O,O,O,X,X,X,X
SJITLZO,O,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X
SJITZLO,O,X,X,X,X,X,X
SJITZOL,O,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,X
SJILTZO,O,O,O,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X
SJILZTO,O,O,O,X,X,X,X
SJILZOT,O,O,O,X,X,X,X
SJILOTZ,X,O,O,X,X,X,X
SJILOZT,X,O,O,X,X,X,X
SJIZTLO,O,O,O,X,X,X,X
SJIZTOL,O,O,X,X,O,X,X
SJIZLTO,O,O,O,X,X,X,X
SJIZLOT,O,O,O,X,O,X,X
SJIZOTL,O,O,X,X,O,X,X
SJIZOLT,O,O,O,X,O,X,X
SJIOTLZ,O,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X
SJIOLTZ,X,O,O,X,X,X,X
SJIOLZT,X,O,O,X,X,X,X
SJIOZTL,O,O,O,X,O,X,X
SJIOZLT,O,O,O,X,O,X,X
SJLTIZO,O,O,O,X,X,X,X
SJLTIOZ,O,O,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,X
SJLTZOI,O,O,X,X,X,X,X
SJLTOIZ,O,O,O,X,X,X,X
SJLTOZI,O,O,O,X,X,X,X
SJLITZO,O,O,O,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X
SJLIZTO,O,O,O,X,X,X,X
SJLIZOT,O,O,O,X,X,X,X
SJLIOTZ,X,O,O,X,X,X,X
SJLIOZT,X,O,O,X,X,X,X
SJLZTIO,O,O,O,O,X,X,X
SJLZTOI,O,O,X,O,X,X,X
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,O,O,O,X,X,X
SJLZOTI,O,O,O,O,X,O,X
SJLZOIT,O,O,O,O,X,X,X
SJLOTIZ,O,O,O,X,X,X,X
SJLOTZI,O,O,O,X,X,X,X
SJLOITZ,X,O,O,X,X,X,X
SJLOIZT,X,O,O,X,X,X,X
SJLOZTI,X,O,O,X,X,O,X
SJLOZIT,X,O,O,X,X,X,X
SJZTILO,O,O,O,X,X,X,X
SJZTIOL,O,O,X,O,O,X,X
SJZTLIO,O,O,O,O,X,X,X
SJZTLOI,O,O,X,O,X,X,X
SJZTOIL,O,O,X,O,O,X,X
SJZTOLI,O,O,X,O,O,X,X
SJZITLO,O,O,O,X,X,X,X
SJZITOL,O,O,X,O,O,X,X
SJZILTO,O,O,O,O,X,X,X
SJZILOT,O,O,O,O,O,X,X
SJZIOTL,O,O,X,O,O,X,X
SJZIOLT,O,O,O,O,O,X,X
SJZLTIO,O,O,O,O,X,X,X
SJZLTOI,O,O,X,O,X,X,X
SJZLITO,O,O,O,O,X,X,X
SJZLIOT,O,O,O,O,O,X,X
SJZLOTI,O,O,O,O,O,O,X
SJZLOIT,O,O,O,O,O,X,X
SJZOTIL,O,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,X,X
SJZOITL,O,O,O,O,O,X,X
SJZOILT,O,O,O,O,O,X,X
SJZOLTI,O,O,O,O,O,O,X
SJZOLIT,O,O,O,O,O,X,X
SJOTILZ,O,O,X,X,X,X,X
SJOTIZL,O,O,X,X,X,X,X
SJOTLIZ,O,O,O,X,X,X,X
SJOTLZI,O,O,O,X,X,X,X
SJOTZIL,O,O,O,X,X,X,X
SJOTZLI,O,O,O,X,X,X,X
SJOITLZ,O,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X
SJOILTZ,X,O,O,X,X,X,X
SJOILZT,X,O,O,X,X,X,X
SJOIZTL,O,O,O,X,O,X,X
SJOIZLT,O,O,O,X,O,X,X
SJOLTIZ,O,O,O,X,X,X,X
SJOLTZI,O,O,O,X,X,X,X
SJOLITZ,X,O,O,X,X,X,X
SJOLIZT,X,O,O,X,X,X,X
SJOLZTI,X,O,O,X,X,O,X
SJOLZIT,X,O,O,X,X,X,X
SJOZTIL,O,O,O,X,O,X,X
SJOZTLI,O,O,O,X,O,X,X
SJOZITL,O,O,O,X,O,X,X
SJOZILT,O,O,O,X,O,X,X
SJOZLTI,O,O,O,X,O,O,X
SJOZLIT,O,O,O,X,O,X,X
SZTILJO,O,O,X,O,O,X,X
SZTILOJ,O,O,X,O,O,X,O
SZTIJLO,O,O,O,O,O,X,X
SZTIJOL,O,O,X,O,O,X,O
SZTIOLJ,O,O,X,O,O,X,O
SZTIOJL,O,O,X,O,O,X,O
SZTLIJO,O,O,O,O,O,X,X
SZTLIOJ,O,O,X,O,O,X,X
SZTLJIO,O,O,O,O,O,X,X
SZTLJOI,O,O,X,O,O,X,X
SZTLOIJ,O,O,X,O,O,X,O
SZTLOJI,O,O,X,O,O,X,X
SZTJILO,O,O,O,O,O,X,X
SZTJIOL,O,O,X,O,O,X,X
SZTJLIO,O,O,O,O,O,X,X
SZTJLOI,O,O,X,O,O,X,X
SZTJOIL,O,O,X,O,O,X,O
SZTJOLI,O,O,X,O,O,X,X
SZTOILJ,O,O,X,O,O,X,O
SZTOIJL,O,O,X,O,O,X,O
SZTOLIJ,O,O,X,O,O,X,O
SZTOLJI,O,O,X,O,O,X,X
SZTOJIL,O,O,X,O,O,X,O
SZTOJLI,O,O,X,O,O,X,X
SZITLJO,O,O,X,O,O,X,X
SZITLOJ,O,O,X,O,O,X,O
SZITJLO,O,O,O,O,O,X,X
SZITJOL,O,O,X,O,O,X,O
SZITOLJ,O,O,X,O,O,X,O
SZITOJL,O,O,X,O,O,X,O
SZILTJO,O,O,O,O,X,X,X
SZILTOJ,O,O,X,O,X,X,O
SZILJTO,O,O,O,O,X,X,X
SZILJOT,O,O,O,O,O,X,X
SZILOTJ,O,O,X,O,X,X,O
SZILOJT,O,O,O,O,O,X,X
SZIJTLO,O,O,O,O,X,X,X
SZIJTOL,O,O,X,O,O,X,O
SZIJLTO,O,O,O,O,X,X,X
SZIJLOT,O,O,O,O,O,X,X
SZIJOTL,O,O,X,O,O,X,O
SZIJOLT,O,O,O,O,O,X,X
SZIOTLJ,O,O,X,O,O,X,O
SZIOTJL,O,O,X,O,O,X,O
SZIOLTJ,O,O,X,O,X,X,O
SZIOLJT,O,O,X,O,O,X,X
SZIOJTL,O,O,X,O,O,X,O
SZIOJLT,O,O,O,O,O,X,X
SZLTIJO,O,O,O,O,O,X,X
SZLTIOJ,O,O,X,O,O,X,X
SZLTJIO,O,O,O,O,O,X,X
SZLTJOI,O,O,X,O,O,X,X
SZLTOIJ,O,O,X,O,O,X,X
SZLTOJI,O,O,X,O,O,X,X
SZLITJO,O,O,O,O,X,X,X
SZLITOJ,O,O,X,O,X,X,X
SZLIJTO,O,O,O,O,X,X,X
SZLIJOT,O,O,O,O,O,X,X
SZLIOTJ,O,O,X,O,X,X,X
SZLIOJT,O,O,O,O,O,X,X
SZLJTIO,O,O,O,O,X,X,X
SZLJTOI,O,O,X,O,X,X,X
SZLJITO,O,O,O,O,X,X,X
SZLJIOT,O,O,O,O,O,X,X
SZLJOTI,O,O,O,O,O,X,X
SZLJOIT,O,O,O,O,O,X,X
SZLOTIJ,O,O,O,O,O,X,X
SZLOTJI,O,O,O,O,O,X,X
SZLOITJ,O,O,O,O,X,X,X
SZLOIJT,O,O,O,O,O,X,X
SZLOJTI,O,O,O,O,O,X,X
SZLOJIT,O,O,O,O,O,X,X
SZJTILO,O,O,O,O,O,X,X
SZJTIOL,O,O,X,O,O,X,X
SZJTLIO,O,O,O,O,O,X,X
SZJTLOI,O,O,X,O,O,X,X
SZJTOIL,O,O,X,O,O,X,X
SZJTOLI,O,O,X,O,O,X,X
SZJITLO,O,O,O,O,X,X,X
SZJITOL,O,O,X,O,O,X,X
SZJILTO,O,O,O,O,X,X,X
SZJILOT,O,O,O,O,O,X,X
SZJIOTL,O,O,X,O,O,X,X
SZJIOLT,O,O,O,O,O,X,X
SZJLTIO,O,O,O,O,X,X,X
SZJLTOI,O,O,X,O,X,X,X
SZJLITO,O,O,O,O,X,X,X
SZJLIOT,O,O,O,O,O,X,X
SZJLOTI,O,O,O,O,O,X,X
SZJLOIT,O,O,O,O,O,X,X
SZJOTIL,O,O,O,O,O,X,X
SZJOTLI,O,O,O,O,O,X,X
SZJOITL,O,O,O,O,O,X,X
SZJOILT,O,O,O,O,O,X,X
SZJOLTI,O,O,O,O,O,X,X
SZJOLIT,O,O,O,O,O,X,X
SZOTILJ,O,O,X,O,O,X,O
SZOTIJL,O,O,O,O,O,X,O
SZOTLIJ,O,O,O,O,O,X,O
SZOTLJI,O,O,O,O,O,X,X
SZOTJIL,O,O,O,O,O,X,O
SZOTJLI,O,O,O,O,O,X,X
SZOITLJ,O,O,X,O,O,X,O
SZOITJL,O,O,O,O,O,X,O
SZOILTJ,O,O,O,O,X,X,O
SZOILJT,O,O,O,O,O,X,X
SZOIJTL,O,O,O,O,O,X,O
SZOIJLT,O,O,O,O,O,X,X
SZOLTIJ,O,O,O,O,O,X,X
SZOLTJI,O,O,O,O,O,X,X
SZOLITJ,O,O,O,O,X,X,X
SZOLIJT,O,O,O,O,O,X,X
SZOLJTI,O,O,O,O,O,X,X
SZOLJIT,O,O,O,O,O,X,X
SZOJTIL,O,O,O,O,O,X,X
SZOJTLI,O,O,O,O,O,X,X
SZOJITL,O,O,O,O,O,X,X
SZOJILT,O,O,O,O,O,X,X
SZOJLTI,O,O,O,O,O,X,X
SZOJLIT,O,O,O,O,O,X,X
SOTILJZ,O,O,O,X,X,O,X
SOTILZJ,O,O,O,X,X,X,X
SOTIJLZ,O,O,O,X,X,O,X
SOTIJZL,O,O,O,X,O,O,X
SOTIZLJ,O,O,O,X,O,X,X
SOTIZJL,O,O,O,X,O,X,X
SOTLIJZ,O,O,O,X,X,O,X
SOTLIZJ,O,O,O,X,X,X,X
SOTLJIZ,O,O,O,X,X,O,X
SOTLJZI,O,O,O,X,X,O,X
SOTLZIJ,O,O,O,X,X,X,X
SOTLZJI,O,O,O,X,X,X,X
SOTJILZ,O,O,O,X,X,O,X
SOTJIZL,O,O,O,X,O,O,X
SOTJLIZ,O,O,O,X,X,O,X
SOTJLZI,O,O,O,X,X,O,X
SOTJZIL,O,O,O,X,O,O,X
SOTJZLI,O,O,O,X,O,O,X
SOTZILJ,O,O,O,X,O,X,X
SOTZIJL,O,O,O,X,O,X,X
SOTZLIJ,O,O,O,X,O,X,X
SOTZLJI,O,O,O,X,O,X,X
SOTZJIL,O,O,O,X,O,X,X
SOTZJLI,O,O,O,X,O,X,X
SOITLJZ,O,O,X,X,X,O,X
SOITLZJ,O,O,X,X,X,X,X
SOITJLZ,O,O,X,X,X,O,X
SOITJZL,O,O,X,X,O,O,X
SOITZLJ,O,O,X,X,O,X,O
SOITZJL,O,O,X,X,O,X,O
SOILTJZ,X,O,O,X,X,O,X
SOILTZJ,X,O,O,X,X,X,X
SOILJTZ,X,O,O,X,X,X,X
SOILJZT,X,O,O,X,X,X,X
SOILZTJ,X,O,O,X,X,X,O
SOILZJT,X,O,O,X,X,X,X
SOIJTLZ,O,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,X
SOIJLTZ,X,O,O,X,X,X,X
SOIJLZT,X,O,O,X,X,X,X
SOIJZTL,O,O,O,X,O,X,O
SOIJZLT,O,O,O,X,O,X,X
SOIZTLJ,O,O,X,X,O,X,O
SOIZTJL,O,O,O,X,O,X,O
SOIZLTJ,O,O,O,X,X,X,O
SOIZLJT,O,O,O,X,O,X,X
SOIZJTL,O,O,O,X,O,X,O
SOIZJLT,O,O,O,X,O,X,X
SOLTIJZ,O,O,O,X,X,O,X
SOLTIZJ,O,O,O,X,X,X,X
SOLTJIZ,O,O,O,X,X,O,X
SOLTJZI,O,O,O,X,X,O,X
SOLTZIJ,O,O,O,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X
SOLITJZ,X,O,O,X,X,O,X
SOLITZJ,X,O,O,X,X,X,X
SOLIJTZ,X,O,O,X,X,X,X
SOLIJZT,X,O,O,X,X,X,X
SOLIZTJ,X,O,O,X,X,X,X
SOLIZJT,X,O,O,X,X,X,X
SOLJTIZ,O,O,O,X,X,X,X
SOLJTZI,O,O,O,X,X,X,X
SOLJITZ,X,O,O,X,X,X,X
SOLJIZT,X,O,O,X,X,X,X
SOLJZTI,X,O,O,X,X,O,X
SOLJZIT,X,O,O,X,X,X,X
SOLZTIJ,X,O,O,X,X,X,X
SOLZTJI,X,O,O,X,X,X,X
SOLZITJ,X,O,O,X,X,X,X
SOLZIJT,X,O,O,X,X,X,X
SOLZJTI,X,O,O,X,X,O,X
SOLZJIT,X,O,O,X,X,X,X
SOJTILZ,O,O,X,X,X,X,X
SOJTIZL,O,O,X,X,X,X,X
SOJTLIZ,O,O,O,X,X,X,X
SOJTLZI,O,O,O,X,X,X,X
SOJTZIL,O,O,O,X,X,X,X
SOJTZLI,O,O,O,X,X,X,X
SOJITLZ,O,X,X,X,X,X,X
SOJITZL,O,X,X,X,X,X,X
SOJILTZ,X,O,O,X,X,X,X
SOJILZT,X,O,O,X,X,X,X
SOJIZTL,O,O,O,X,O,X,X
SOJIZLT,O,O,O,X,O,X,X
SOJLTIZ,O,O,O,X,X,X,X
SOJLTZI,O,O,O,X,X,X,X
SOJLITZ,X,O,O,X,X,X,X
SOJLIZT,X,O,O,X,X,X,X
SOJLZTI,X,O,O,X,X,O,X
SOJLZIT,X,O,O,X,X,X,X
SOJZTIL,O,O,O,X,O,X,X
SOJZTLI,O,O,O,X,O,X,X
SOJZITL,O,O,O,X,O,X,X
SOJZILT,O,O,O,X,O,X,X
SOJZLTI,O,O,O,X,O,O,X
SOJZLIT,O,O,O,X,O,X,X
SOZTILJ,O,O,X,X,O,X,O
SOZTIJL,O,O,O,X,O,X,O
SOZTLIJ,O,O,O,X,O,X,O
SOZTLJI,O,O,O,X,O,X,X
SOZTJIL,O,O,O,X,O,X,O
SOZTJLI,O,O,O,X,O,X,X
SOZITLJ,O,O,X,X,O,X,O
SOZITJL,O,O,O,X,O,X,O
SOZILTJ,O,O,O,X,X,X,O
SOZILJT,O,O,O,X,O,X,X
SOZIJTL,O,O,O,X,O,X,O
SOZIJLT,O,O,O,X,O,X,X
SOZLTIJ,O,O,O,X,O,X,X
SOZLTJI,O,O,O,X,O,X,X
SOZLITJ,O,O,O,X,X,X,X
SOZLIJT,O,O,O,X,O,X,X
SOZLJTI,O,O,O,X,O,X,X
SOZLJIT,O,O,O,X,O,X,X
SOZJTIL,O,O,O,X,O,X,X
SOZJTLI,O,O,O,X,O,X,X
SOZJITL,O,O,O,X,O,X,X
SOZJILT,O,O,O,X,O,X,X
SOZJLTI,O,O,O,X,O,X,X
SOZJLIT,O,O,O,X,O,X,X
ZTILJSO,O,O,X,O,O,O,X
ZTILJOS,O,O,X,O,O,O,X
ZTILSJO,O,O,X,O,O,X,X
ZTILSOJ,O,O,X,O,O,X,O
ZTILOJS,O,O,X,O,O,O,X
ZTILOSJ,O,O,X,O,O,X,O
ZTIJLSO,O,O,X,O,O,O,X
ZTIJLOS,O,O,X,O,O,O,X
ZTIJSLO,O,O,X,O,O,O,X
ZTIJSOL,O,O,X,O,O,O,O
ZTIJOLS,O,O,X,O,O,O,X
ZTIJOSL,O,O,X,O,O,O,O
ZTISLJO,O,O,X,O,O,X,X
ZTISLOJ,O,O,X,O,O,X,O
ZTISJLO,O,O,X,O,O,X,X
ZTISJOL,O,O,X,O,O,X,O
ZTISOLJ,O,O,X,O,O,X,O
ZTISOJL,O,O,X,O,O,X,O
ZTIOLJS,O,O,X,O,O,O,X
ZTIOLSJ,O,O,X,O,O,X,O
ZTIOJLS,O,O,X,O,O,O,X
ZTIOJSL,O,O,X,O,O,O,O
ZTIOSLJ,O,O,X,O,O,X,O
ZTIOSJL,O,O,X,O,O,X,O
ZTLIJSO,O,O,O,O,O,O,X
ZTLIJOS,O,O,O,O,O,O,X
ZTLISJO,O,O,O,O,O,X,X
ZTLISOJ,O,O,O,O,O,X,O
ZTLIOJS,O,O,O,O,O,O,X
ZTLIOSJ,O,O,O,O,O,X,O
ZTLJISO,O,O,O,O,O,O,X
ZTLJIOS,O,O,O,O,O,O,X
ZTLJSIO,O,O,O,O,O,O,X
ZTLJSOI,O,O,O,O,O,O,X
ZTLJOIS,O,O,O,O,O,O,X
ZTLJOSI,O,O,O,O,O,O,X
ZTLSIJO,O,O,O,O,O,X,X
ZTLSIOJ,O,O,O,O,O,X,X
ZTLSJIO,O,O,O,O,O,X,X
ZTLSJOI,O,O,O,O,O,X,X
ZTLSOIJ,O,O,O,O,O,X,O
ZTLSOJI,O,O,O,O,O,X,X
ZTLOIJS,O,O,O,O,O,O,X
ZTLOISJ,O,O,O,O,O,X,O
ZTLOJIS,O,O,O,O,O,O,X
ZTLOJSI,O,O,O,O,O,O,X
ZTLOSIJ,O,O,O,O,O,X,O
ZTLOSJI,O,O,O,O,O,X,X
ZTJILSO,O,O,X,O,O,O,X
ZTJILOS,O,O,X,O,O,O,X
ZTJISLO,O,O,X,O,O,O,X
ZTJISOL,O,O,X,O,O,O,O
ZTJIOLS,O,O,X,O,O,O,X
ZTJIOSL,O,O,X,O,O,O,O
ZTJLISO,O,O,O,O,O,O,X
ZTJLIOS,O,O,O,O,O,O,X
ZTJLSIO,O,O,O,O,O,O,X
ZTJLSOI,O,O,O,O,O,O,X
ZTJLOIS,O,O,O,O,O,O,X
ZTJLOSI,O,O,O,O,O,O,X
ZTJSILO,O,O,O,O,O,O,X
ZTJSIOL,O,O,O,O,O,O,X
ZTJSLIO,O,O,O,O,O,O,X
ZTJSLOI,O,O,O,O,O,O,X
ZTJSOIL,O,O,O,O,O,O,O
ZTJSOLI,O,O,O,O,O,O,X
ZTJOILS,O,O,X,O,O,O,X
ZTJOISL,O,O,X,O,O,O,O
ZTJOLIS,O,O,O,O,O,O,X
ZTJOLSI,O,O,O,O,O,O,X
ZTJOSIL,O,O,O,O,O,O,O
ZTJOSLI,O,O,O,O,O,O,X
ZTSILJO,O,O,O,O,O,X,X
ZTSILOJ,O,O,O,O,O,X,O
ZTSIJLO,O,O,O,O,O,X,X
ZTSIJOL,O,O,O,O,O,X,O
ZTSIOLJ,O,O,X,O,O,X,O
ZTSIOJL,O,O,O,O,O,X,O
ZTSLIJO,O,O,O,O,O,X,X
ZTSLIOJ,O,O,O,O,O,X,X
ZTSLJIO,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,O,X,X
ZTSLOIJ,O,O,O,O,O,X,O
ZTSLOJI,O,O,O,O,O,X,X
ZTSJILO,O,O,O,O,O,X,X
ZTSJIOL,O,O,O,O,O,X,X
ZTSJLIO,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,O,X,X
ZTSJOIL,O,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,O,X,X
ZTSOILJ,O,O,O,O,O,X,O
ZTSOIJL,O,O,O,O,O,X,O
ZTSOLIJ,O,O,O,O,O,X,O
ZTSOLJI,O,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,O,X,O
ZTSOJLI,O,O,O,O,O,X,X
