sequence,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBfnBxiBu?sBctBFrB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBTjBilBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFfnBTjBilBW?tBFrB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFXhBxiBCnBT?oBmqB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFxhB6oB3lBc?rBTnBetB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBilBUnBT?oBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBGjBRnBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFRhB+oBfrB0?mBlnBzsB
JZSTLIO,O,O,O,O,O,O,X,O
JZSTLOI,O,O,O,O,O,O,X,O
JZSTOIL,O,O,X,O,O,X,X,O
JZSTOLI,O,O,O,O,O,O,X,O
JZSITLO,O,O,X,O,O,X,X,O
JZSITOL,O,O,X,O,O,X,X,O
JZSILTO,O,O,X,O,O,X,X,O
JZSILOT,O,O,X,O,O,X,X,O
JZSIOTL,O,O,X,O,O,X,X,O
JZSIOLT,O,O,X,O,O,X,X,O
JZSLTIO,O,O,X,O,O,X,X,O
JZSLTOI,O,O,X,O,O,X,X,O
JZSLITO,O,O,X,O,O,X,X,O
JZSLIOT,O,O,X,O,O,X,X,O
JZSLOTI,O,O,O,O,O,O,X,O
JZSLOIT,O,O,X,O,O,X,X,O
JZSOTIL,O,O,X,O,O,X,X,O
JZSOTLI,O,O,O,O,O,O,X,O
JZSOITL,O,O,X,O,O,X,X,O
JZSOILT,O,O,X,O,O,X,X,O
JZSOLTI,O,O,O,O,O,O,X,O
JZSOLIT,O,O,X,O,O,X,X,O
JZOTILS,O,X,O,O,O,O,X,X
JZOTISL,O,O,X,O,O,X,X,X
JZOTLIS,O,O,O,O,O,O,X,X
JZOTLSI,O,O,O,O,O,O,X,X
JZOTSIL,O,O,X,O,O,X,X,X
JZOTSLI,O,O,O,O,O,O,X,X
JZOITLS,X,X,O,O,O,O,X,X
JZOITSL,X,X,X,O,O,X,X,X
JZOILTS,X,X,O,O,O,O,X,X
JZOILST,O,X,X,O,O,X,X,X
JZOISTL,O,O,X,O,O,X,X,X
JZOISLT,O,O,X,O,O,X,X,X
JZOLTIS,O,X,O,O,O,O,X,X
JZOLTSI,O,X,O,O,O,O,X,X
JZOLITS,X,X,O,O,O,O,X,X
JZOLIST,O,O,X,O,O,X,X,X
JZOLSTI,O,O,O,O,O,O,X,X
JZOLSIT,O,O,X,O,O,X,X,X
JZOSTIL,O,O,X,O,O,X,X,X
JZOSTLI,O,O,O,O,O,O,X,X
JZOSITL,O,O,X,O,O,X,X,X
JZOSILT,O,O,X,O,O,X,X,X
JZOSLTI,O,O,O,O,O,O,X,X
JZOSLIT,O,O,X,O,O,X,X,X
JOTILSZ,X,X,O,O,O,X,X,X
JOTILZS,X,X,O,O,O,O,X,X
JOTISLZ,X,X,O,O,O,X,X,X
JOTISZL,X,X,X,O,O,X,X,X
JOTIZLS,X,X,O,O,O,X,X,X
JOTIZSL,X,X,X,O,O,X,X,X
JOTLISZ,X,X,O,O,O,X,X,X
JOTLIZS,X,X,O,O,O,O,X,X
JOTLSIZ,X,X,O,O,O,X,X,X
JOTLSZI,X,X,O,O,O,X,X,O
JOTLZIS,X,X,O,O,O,O,X,X
JOTLZSI,X,X,O,O,O,O,X,X
JOTSILZ,X,X,O,O,O,X,X,X
JOTSIZL,X,X,X,O,O,X,X,X
JOTSLIZ,X,X,O,O,O,X,X,X
JOTSLZI,X,X,O,O,O,X,X,O
JOTSZIL,X,X,X,O,O,X,X,O
JOTSZLI,X,X,O,O,O,X,X,O
JOTZILS,X,X,O,O,O,O,X,X
JOTZISL,X,X,X,O,O,X,X,X
JOTZLIS,X,X,O,O,O,O,X,X
JOTZLSI,X,X,O,O,O,O,X,X
JOTZSIL,X,X,X,O,O,X,X,X
JOTZSLI,X,X,O,O,O,O,X,X
JOITLSZ,X,X,O,O,O,X,X,X
JOITLZS,X,X,O,O,O,O,X,X
JOITSLZ,X,X,O,O,O,X,X,X
JOITSZL,X,X,X,O,O,X,X,X
JOITZLS,X,X,O,O,O,X,X,X
JOITZSL,X,X,X,O,O,X,X,X
JOILTSZ,X,X,O,O,O,X,X,X
JOILTZS,X,X,O,O,O,X,X,X
JOILSTZ,X,X,O,O,O,X,X,X
JOILSZT,X,X,X,O,O,X,X,X
JOILZTS,X,X,O,O,O,X,X,X
JOILZST,X,X,X,O,O,X,X,X
JOISTLZ,X,X,O,O,O,X,X,X
JOISTZL,X,X,X,O,O,X,X,X
JOISLTZ,X,X,O,O,O,X,X,X
JOISLZT,X,X,X,O,O,X,X,X
JOISZTL,X,X,X,O,O,X,X,X
JOISZLT,X,X,X,X,O,X,X,X
JOIZTLS,X,X,O,O,O,X,X,X
JOIZTSL,X,X,X,O,O,X,X,X
JOIZLTS,X,X,O,O,O,X,X,X
JOIZLST,X,X,X,O,O,X,X,X
JOIZSTL,X,X,X,O,O,X,X,X
JOIZSLT,X,X,X,X,O,X,X,X
JOLTISZ,X,X,O,O,O,X,X,X
JOLTIZS,X,X,O,O,O,X,X,X
JOLTSIZ,X,X,O,O,O,X,X,X
JOLTSZI,X,X,O,O,O,X,X,O
JOLTZIS,X,X,O,O,O,X,X,X
JOLTZSI,X,X,O,O,O,X,X,X
JOLITSZ,X,X,O,O,O,X,X,X
JOLITZS,X,X,O,O,O,X,X,X
JOLISTZ,X,X,O,O,O,X,X,X
JOLISZT,X,X,X,O,O,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X
JOLIZST,X,X,X,O,O,X,X,X
JOLSTIZ,X,X,O,O,O,X,X,X
JOLSTZI,X,X,O,O,O,X,X,O
JOLSITZ,X,X,O,O,O,X,X,X
JOLSIZT,X,X,X,O,O,X,X,O
JOLSZTI,X,X,O,O,O,X,X,O
JOLSZIT,X,X,X,O,O,X,X,O
JOLZTIS,X,X,O,O,O,O,X,X
JOLZTSI,X,X,O,O,O,O,X,X
JOLZITS,X,X,O,O,O,O,X,X
JOLZIST,X,X,X,O,O,X,X,X
JOLZSTI,X,X,O,O,O,O,X,X
JOLZSIT,X,X,X,O,O,X,X,X
JOSTILZ,X,X,O,O,O,X,X,X
JOSTIZL,X,X,X,O,O,X,X,X
JOSTLIZ,X,X,O,O,O,X,X,X
JOSTLZI,X,X,O,O,O,X,X,O
JOSTZIL,X,X,X,O,O,X,X,O
JOSTZLI,X,X,O,O,O,X,X,O
JOSITLZ,X,X,O,O,O,X,X,X
JOSITZL,X,X,X,O,O,X,X,X
JOSILTZ,X,X,O,O,O,X,X,X
JOSILZT,X,X,X,O,O,X,X,O
JOSIZTL,X,X,X,O,O,X,X,O
JOSIZLT,X,X,X,X,O,X,X,O
JOSLTIZ,X,X,O,O,O,X,X,X
JOSLTZI,X,X,O,O,O,X,X,O
JOSLITZ,X,X,O,O,O,X,X,X
JOSLIZT,X,X,X,O,O,X,X,O
JOSLZTI,X,X,O,O,O,X,X,O
JOSLZIT,X,X,X,O,O,X,X,O
JOSZTIL,X,X,X,O,O,X,X,O
JOSZTLI,X,X,O,O,O,X,X,O
JOSZITL,X,X,X,O,O,X,X,O
JOSZILT,X,X,X,O,O,X,X,O
JOSZLTI,X,X,O,O,O,X,X,O
JOSZLIT,X,X,X,O,O,X,X,O
JOZTILS,X,X,O,O,O,O,X,X
JOZTISL,X,X,X,O,O,X,X,X
JOZTLIS,X,X,O,O,O,O,X,X
JOZTLSI,X,X,O,O,O,O,X,X
JOZTSIL,X,X,X,O,O,X,X,X
JOZTSLI,X,X,O,O,O,O,X,X
JOZITLS,X,X,O,O,O,O,X,X
JOZITSL,X,X,X,O,O,X,X,X
JOZILTS,X,X,O,O,O,O,X,X
JOZILST,X,X,X,O,O,X,X,X
JOZISTL,X,X,X,O,O,X,X,X
JOZISLT,X,X,X,O,O,X,X,X
JOZLTIS,X,X,O,O,O,O,X,X
JOZLTSI,X,X,O,O,O,O,X,X
JOZLITS,X,X,O,O,O,O,X,X
JOZLIST,X,X,X,O,O,X,X,X
JOZLSTI,X,X,O,O,O,O,X,X
JOZLSIT,X,X,X,O,O,X,X,X
JOZSTIL,X,X,X,O,O,X,X,X
JOZSTLI,X,X,O,O,O,O,X,X
JOZSITL,X,X,X,O,O,X,X,X
JOZSILT,X,X,X,O,O,X,X,X
JOZSLTI,X,X,O,O,O,O,X,X
JOZSLIT,X,X,X,O,O,X,X,X
STILJZO,X,O,O,X,O,X,O,O
STILJOZ,O,O,O,X,O,X,O,X
STILZJO,O,O,O,X,O,O,O,O
STILZOJ,O,O,X,X,O,O,O,X
STILOJZ,O,O,O,X,X,X,O,X
STILOZJ,O,O,X,X,X,O,O,X
STIJLZO,X,O,O,X,O,X,O,O
STIJLOZ,O,O,O,X,O,X,O,X
STIJZLO,X,O,X,X,O,X,O,O
STIJZOL,X,O,X,X,O,X,O,O
STIJOLZ,O,O,O,X,O,X,O,X
STIJOZL,X,O,X,X,O,X,O,X
STIZLJO,O,O,X,X,O,X,O,O
STIZLOJ,O,O,X,X,O,X,O,X
STIZJLO,O,O,X,X,O,X,O,O
STIZJOL,O,O,X,X,O,X,O,O
STIZOLJ,O,O,X,X,O,X,O,X
STIZOJL,O,O,X,X,O,X,O,X
STIOLJZ,O,O,X,X,X,X,O,X
STIOLZJ,O,O,X,X,X,O,O,X
STIOJLZ,O,O,X,X,O,X,O,X
STIOJZL,X,O,X,X,O,X,O,X
STIOZLJ,O,O,X,X,O,X,O,X
STIOZJL,O,O,X,X,O,X,O,X
STLIJZO,X,O,O,O,O,X,O,O
STLIJOZ,O,O,O,O,O,X,O,X
STLIZJO,O,O,O,O,O,O,O,O
STLIZOJ,O,O,X,O,O,O,O,X
STLIOJZ,O,O,O,O,X,X,O,X
STLIOZJ,O,O,X,O,X,O,O,X
STLJIZO,X,O,O,O,O,X,O,O
STLJIOZ,O,O,O,O,O,X,O,X
STLJZIO,O,O,O,O,O,X,O,O
STLJZOI,O,O,O,O,O,X,O,O
STLJOIZ,O,O,O,O,O,X,O,X
STLJOZI,O,O,O,O,O,X,O,O
STLZIJO,O,O,O,O,O,O,O,O
STLZIOJ,O,O,X,O,O,O,O,X
STLZJIO,O,O,O,O,O,O,O,O
STLZJOI,O,O,O,O,O,O,O,O
STLZOIJ,O,O,X,O,O,O,O,X
STLZOJI,O,O,X,O,O,O,O,X
STLOIJZ,O,O,O,O,X,X,O,X
STLOIZJ,O,O,X,O,X,O,O,X
STLOJIZ,O,O,O,O,O,X,O,X
STLOJZI,O,O,O,O,O,X,O,X
STLOZIJ,O,O,X,O,O,O,O,X
STLOZJI,O,O,X,O,O,O,O,X
STJILZO,X,O,O,X,O,X,O,O
STJILOZ,O,O,O,X,O,X,O,X
STJIZLO,X,O,X,X,O,X,O,O
STJIZOL,X,O,X,X,O,X,O,O
STJIOLZ,O,O,O,X,O,X,O,X
STJIOZL,X,O,X,X,O,X,O,X
STJLIZO,X,O,O,X,O,X,O,O
STJLIOZ,O,O,O,X,O,X,O,X
STJLZIO,O,O,O,X,O,X,O,O
STJLZOI,O,O,O,X,O,X,O,O
STJLOIZ,O,O,O,X,O,X,O,X
STJLOZI,O,O,O,X,O,X,O,O
STJZILO,O,O,X,X,O,X,O,O
STJZIOL,O,O,X,X,O,X,O,O
STJZLIO,O,O,O,X,O,X,O,O
STJZLOI,O,O,O,X,O,X,O,O
STJZOIL,O,O,X,X,O,X,O,O
STJZOLI,O,O,O,X,O,X,O,O
STJOILZ,O,O,O,X,O,X,O,X
STJOIZL,X,O,X,X,O,X,O,X
STJOLIZ,O,O,O,X,O,X,O,X
STJOLZI,O,O,O,X,O,X,O,O
STJOZIL,O,O,X,X,O,X,O,O
STJOZLI,O,O,O,X,O,X,O,O
STZILJO,O,O,X,X,O,X,O,O
STZILOJ,O,O,X,X,O,X,O,X
STZIJLO,O,O,X,X,O,X,O,O
STZIJOL,O,O,X,X,O,X,O,O
STZIOLJ,O,O,X,X,O,X,O,X
STZIOJL,O,O,X,X,O,X,O,X
STZLIJO,O,O,O,O,O,O,O,O
STZLIOJ,O,O,X,O,O,O,O,X
STZLJIO,O,O,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O,O,O
STZLOIJ,O,O,X,O,O,O,O,X
STZLOJI,O,O,X,O,O,O,O,X
STZJILO,O,O,X,X,O,X,O,O
STZJIOL,O,O,X,X,O,X,O,O
STZJLIO,O,O,O,X,O,O,O,O
STZJLOI,O,O,O,X,O,O,O,O
STZJOIL,O,O,X,X,O,X,O,O
STZJOLI,O,O,O,X,O,O,O,O
STZOILJ,O,O,X,O,O,X,O,X
STZOIJL,O,O,X,X,O,X,O,X
STZOLIJ,O,O,X,O,O,O,O,X
STZOLJI,O,O,X,O,O,O,O,X
STZOJIL,O,O,X,X,O,X,O,X
STZOJLI,O,O,X,X,O,O,O,X
STOILJZ,O,O,X,O,X,X,O,X
STOILZJ,O,O,X,O,X,O,O,X
STOIJLZ,O,O,X,X,O,X,O,X
STOIJZL,X,O,X,X,O,X,O,X
STOIZLJ,O,O,X,X,O,X,O,X
STOIZJL,O,O,X,X,O,X,O,X
STOLIJZ,O,O,O,O,X,X,O,X
STOLIZJ,O,O,X,O,X,O,O,X
STOLJIZ,O,O,O,O,O,X,O,X
STOLJZI,O,O,O,O,O,X,O,X
STOLZIJ,O,O,X,O,O,O,O,X
STOLZJI,O,O,X,O,O,O,O,X
STOJILZ,O,O,O,X,O,X,O,X
STOJIZL,X,O,X,X,O,X,O,X
STOJLIZ,O,O,O,X,O,X,O,X
STOJLZI,O,O,O,X,O,X,O,X
STOJZIL,O,O,X,X,O,X,O,X
STOJZLI,O,O,O,X,O,X,O,X
STOZILJ,O,O,X,X,O,X,O,X
STOZIJL,O,O,X,X,O,X,O,X
STOZLIJ,O,O,X,X,O,O,O,X
STOZLJI,O,O,X,X,O,O,O,X
STOZJIL,O,O,X,X,O,X,O,X
STOZJLI,O,O,X,X,O,O,O,X
SITLJZO,X,O,O,X,O,X,O,O
SITLJOZ,O,O,O,X,O,X,O,X
SITLZJO,O,O,O,X,O,O,O,O
SITLZOJ,O,O,X,X,O,O,O,X
SITLOJZ,O,O,O,X,X,X,O,X
SITLOZJ,O,O,X,X,X,O,O,X
SITJLZO,X,O,O,X,O,X,O,O
SITJLOZ,O,O,O,X,O,X,O,X
SITJZLO,X,O,X,X,O,X,O,O
SITJZOL,X,O,X,X,O,X,O,O
SITJOLZ,O,O,O,X,O,X,O,X
SITJOZL,X,O,X,X,O,X,O,X
SITZLJO,O,O,X,X,O,X,O,O
SITZLOJ,O,O,X,X,O,X,O,X
SITZJLO,O,O,X,X,O,X,O,O
SITZJOL,O,O,X,X,O,X,O,O
SITZOLJ,O,O,X,X,O,X,O,X
SITZOJL,O,O,X,X,O,X,O,X
SITOLJZ,O,O,X,X,X,X,O,X
SITOLZJ,O,O,X,X,X,O,O,X
SITOJLZ,O,O,X,X,O,X,O,X
SITOJZL,X,O,X,X,O,X,O,X
SITOZLJ,O,O,X,X,O,X,O,X
SITOZJL,O,O,X,X,O,X,O,X
SILTJZO,X,O,X,X,O,X,O,O
SILTJOZ,O,O,X,X,O,X,O,X
SILTZJO,O,O,X,X,O,X,O,O
SILTZOJ,O,O,X,X,O,X,O,X
SILTOJZ,O,O,X,X,X,X,O,X
SILTOZJ,O,O,X,X,X,X,O,X
SILJTZO,X,X,O,X,O,X,O,O
SILJTOZ,O,X,O,X,O,X,O,X
SILJZTO,X,O,X,X,X,X,O,O
SILJZOT,X,O,X,X,X,X,X,O
SILJOTZ,X,X,O,X,O,X,O,X
SILJOZT,X,O,X,X,X,X,X,O
SILZTJO,O,O,X,X,X,X,O,O
SILZTOJ,O,O,X,X,X,X,O,X
SILZJTO,O,O,X,X,X,X,O,O
SILZJOT,O,O,X,X,X,X,X,O
SILZOTJ,O,O,X,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,O
SILOTJZ,O,O,X,X,X,X,O,X
SILOTZJ,O,O,X,X,X,X,O,X
SILOJTZ,X,X,X,X,X,X,O,X
SILOJZT,X,O,X,X,X,X,X,O
SILOZTJ,X,O,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,O
SIJTLZO,X,O,O,X,O,X,O,O
SIJTLOZ,O,O,O,X,O,X,O,X
SIJTZLO,X,O,X,X,O,X,O,O
SIJTZOL,X,O,X,X,O,X,O,O
SIJTOLZ,O,O,O,X,O,X,O,X
SIJTOZL,X,O,X,X,O,X,O,X
SIJLTZO,X,X,O,X,O,X,O,O
SIJLTOZ,O,X,O,X,O,X,O,X
SIJLZTO,X,O,X,X,X,X,O,O
SIJLZOT,X,O,X,X,X,X,X,O
SIJLOTZ,X,X,O,X,O,X,O,X
SIJLOZT,X,O,X,X,X,X,X,O
SIJZTLO,X,X,X,X,X,X,O,O
SIJZTOL,X,O,X,X,X,X,O,O
SIJZLTO,X,X,X,X,X,X,O,O
SIJZLOT,X,O,X,X,X,X,X,O
SIJZOTL,X,O,X,X,X,X,X,O
SIJZOLT,X,O,X,X,X,X,X,O
SIJOTLZ,X,O,O,X,O,X,O,X
SIJOTZL,X,O,X,X,O,X,O,X
SIJOLTZ,X,X,O,X,O,X,O,X
SIJOLZT,X,O,X,X,X,X,X,O
SIJOZTL,X,O,X,X,X,X,X,O
SIJOZLT,X,O,X,X,X,X,X,O
SIZTLJO,O,O,X,X,X,X,O,O
SIZTLOJ,O,O,X,X,X,X,O,X
SIZTJLO,O,O,X,X,X,X,O,O
SIZTJOL,O,O,X,X,X,X,O,O
SIZTOLJ,O,O,X,X,X,X,O,X
SIZTOJL,O,O,X,X,X,X,O,X
SIZLTJO,O,O,X,X,X,X,O,O
SIZLTOJ,O,O,X,X,X,X,O,X
SIZLJTO,O,O,X,X,X,X,O,O
SIZLJOT,O,O,X,X,X,X,X,O
SIZLOTJ,O,O,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,O
SIZJTLO,O,O,X,X,X,X,O,O
SIZJTOL,O,O,X,X,X,X,O,O
SIZJLTO,O,O,X,X,X,X,O,O
SIZJLOT,O,O,X,X,X,X,X,O
SIZJOTL,O,O,X,X,X,X,X,O
SIZJOLT,O,O,X,X,X,X,X,O
SIZOTLJ,O,O,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,O
SIZOJTL,X,O,X,X,X,X,X,O
SIZOJLT,X,O,X,X,X,X,X,O
SIOTLJZ,O,O,X,X,X,X,O,X
SIOTLZJ,O,O,X,X,X,O,O,X
SIOTJLZ,O,O,X,X,O,X,O,X
SIOTJZL,X,O,X,X,O,X,O,X
SIOTZLJ,O,O,X,X,O,X,O,X
SIOTZJL,X,O,X,X,O,X,O,X
SIOLTJZ,O,O,X,X,X,X,O,X
SIOLTZJ,O,O,X,X,X,X,O,X
SIOLJTZ,X,X,X,X,X,X,O,X
SIOLJZT,X,O,X,X,X,X,X,O
SIOLZTJ,X,O,X,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,O
SIOJTLZ,X,O,X,X,O,X,O,X
SIOJTZL,X,O,X,X,O,X,O,X
SIOJLTZ,X,X,X,X,O,X,O,X
SIOJLZT,X,O,X,X,X,X,X,O
SIOJZTL,X,O,X,X,X,X,X,O
SIOJZLT,X,O,X,X,X,X,X,O
SIOZTLJ,X,O,X,X,X,X,X,X
SIOZTJL,X,O,X,X,X,X,X,X
SIOZLTJ,X,O,X,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,O
SIOZJTL,X,O,X,X,X,X,X,O
SIOZJLT,X,O,X,X,X,X,X,O
SLTIJZO,X,O,O,O,O,X,O,O
SLTIJOZ,O,O,O,O,O,X,O,X
SLTIZJO,O,O,O,O,O,X,O,O
SLTIZOJ,O,O,X,O,O,X,O,X
SLTIOJZ,O,O,O,O,X,X,O,X
SLTIOZJ,O,O,X,O,X,X,O,X
SLTJIZO,X,O,O,O,O,X,O,O
SLTJIOZ,O,O,O,O,O,X,O,X
SLTJZIO,O,O,O,O,O,X,O,O
SLTJZOI,O,O,O,O,O,X,O,O
SLTJOIZ,O,O,O,O,O,X,O,X
SLTJOZI,O,O,O,O,O,X,O,O
SLTZIJO,O,O,O,O,O,X,O,O
SLTZIOJ,O,O,X,O,O,X,O,X
SLTZJIO,O,O,O,O,O,X,O,O
SLTZJOI,O,O,O,O,O,X,O,O
SLTZOIJ,O,O,X,O,O,X,O,X
SLTZOJI,O,O,X,O,O,X,O,X
SLTOIJZ,O,O,O,O,X,X,O,X
SLTOIZJ,O,O,X,O,X,X,O,X
SLTOJIZ,O,O,O,O,O,X,O,X
SLTOJZI,O,O,O,O,O,X,O,X
SLTOZIJ,O,O,X,O,O,X,O,X
SLTOZJI,O,O,X,O,O,X,O,X
SLITJZO,X,O,X,O,O,X,O,O
SLITJOZ,O,O,X,O,O,X,O,X
SLITZJO,O,O,X,O,O,X,O,O
SLITZOJ,O,O,X,O,O,X,O,X
SLITOJZ,O,O,X,O,X,X,O,X
SLITOZJ,O,O,X,O,X,X,O,X
SLIJTZO,X,X,O,O,O,X,O,O
SLIJTOZ,O,X,O,O,O,X,O,X
SLIJZTO,X,O,X,O,X,X,O,O
SLIJZOT,X,O,X,O,X,X,X,O
SLIJOTZ,X,X,O,O,O,X,O,X
SLIJOZT,X,O,X,O,X,X,X,O
SLIZTJO,O,O,X,O,X,X,O,O
SLIZTOJ,O,O,X,O,X,X,O,X
SLIZJTO,O,O,X,O,X,X,O,O
SLIZJOT,O,O,X,O,X,X,X,O
SLIZOTJ,O,O,X,O,X,X,X,X
SLIZOJT,X,O,X,O,X,X,X,O
SLIOTJZ,O,O,X,O,X,X,O,X
SLIOTZJ,O,O,X,O,X,X,O,X
SLIOJTZ,X,X,X,O,X,X,O,X
SLIOJZT,X,O,X,O,X,X,X,O
SLIOZTJ,X,O,X,O,X,X,X,X
SLIOZJT,X,O,X,O,X,X,X,O
SLJTIZO,X,X,O,O,O,X,O,O
SLJTIOZ,O,X,O,O,O,X,O,X
SLJTZIO,O,X,O,O,O,X,O,O
SLJTZOI,O,X,O,O,O,X,O,O
SLJTOIZ,O,X,O,O,O,X,O,X
SLJTOZI,O,X,O,O,O,X,O,O
SLJITZO,X,X,O,O,O,X,O,O
SLJITOZ,O,X,O,O,O,X,O,X
SLJIZTO,X,O,X,O,X,X,O,O
SLJIZOT,X,O,X,O,X,X,X,O
SLJIOTZ,X,X,O,O,O,X,O,X
SLJIOZT,X,O,X,O,X,X,X,O
SLJZTIO,O,O,X,O,O,X,O,O
SLJZTOI,O,O,X,O,O,X,O,O
SLJZITO,O,O,X,O,O,X,O,O
SLJZIOT,O,O,X,O,O,X,X,O
SLJZOTI,O,O,O,O,O,X,X,O
SLJZOIT,O,O,X,O,O,X,X,O
SLJOTIZ,X,X,O,O,O,X,O,X
SLJOTZI,X,X,O,O,O,X,O,O
SLJOITZ,X,X,O,O,O,X,O,X
SLJOIZT,X,O,X,O,O,X,X,O
SLJOZTI,X,O,O,O,O,X,X,O
SLJOZIT,X,O,X,O,O,X,X,O
SLZTIJO,O,O,X,O,O,X,O,O
SLZTIOJ,O,O,X,O,O,X,O,X
SLZTJIO,O,O,X,O,O,X,O,O
SLZTJOI,O,O,X,O,O,X,O,O
SLZTOIJ,O,O,X,O,O,X,O,X
SLZTOJI,O,O,X,O,O,X,O,X
SLZITJO,O,O,X,O,O,X,O,O
SLZITOJ,O,O,X,O,O,X,O,X
SLZIJTO,O,O,X,O,O,X,O,O
SLZIJOT,O,O,X,O,O,X,X,O
SLZIOTJ,O,O,X,O,O,X,X,X
SLZIOJT,X,O,X,O,X,X,X,O
SLZJTIO,O,O,X,O,O,X,O,O
SLZJTOI,O,O,X,O,O,X,O,O
SLZJITO,O,O,X,O,O,X,O,O
SLZJIOT,O,O,X,O,O,X,X,O
SLZJOTI,O,O,O,O,O,O,X,O
SLZJOIT,O,O,X,O,O,X,X,O
SLZOTIJ,O,O,X,O,O,X,X,X
SLZOTJI,O,O,X,O,O,X,X,X
SLZOITJ,O,O,X,O,O,X,X,X
SLZOIJT,X,O,X,O,X,X,X,O
SLZOJTI,O,O,X,O,O,O,X,O
SLZOJIT,O,O,X,O,O,X,X,O
SLOTIJZ,O,O,X,O,X,X,O,X
SLOTIZJ,O,O,X,O,X,X,O,X
SLOTJIZ,O,O,X,O,O,X,O,X
SLOTJZI,O,O,X,O,O,X,O,X
SLOTZIJ,O,O,X,O,O,X,O,X
SLOTZJI,O,O,X,O,O,X,O,X
SLOITJZ,O,O,X,O,X,X,O,X
SLOITZJ,O,O,X,O,X,X,O,X
SLOIJTZ,X,X,X,O,X,X,O,X
SLOIJZT,X,O,X,O,X,X,X,O
SLOIZTJ,X,O,X,O,X,X,X,X
SLOIZJT,X,O,X,O,X,X,X,O
SLOJTIZ,X,X,O,O,O,X,O,X
SLOJTZI,X,X,O,O,O,X,O,O
SLOJITZ,X,X,O,O,O,X,O,X
SLOJIZT,X,O,X,O,X,X,X,O
SLOJZTI,X,O,O,O,O,X,X,O
SLOJZIT,X,O,X,O,X,X,X,O
SLOZTIJ,O,O,X,O,X,X,X,X
SLOZTJI,O,O,X,O,X,X,X,X
SLOZITJ,O,O,X,O,X,X,X,X
SLOZIJT,X,O,X,O,X,X,X,O
SLOZJTI,O,O,X,O,X,O,X,O
SLOZJIT,O,O,X,O,X,X,X,O
SJTILZO,X,O,O,O,O,X,O,O
SJTILOZ,O,O,O,O,O,X,O,X
SJTIZLO,X,O,X,O,O,X,O,O
SJTIZOL,X,O,X,O,O,X,O,O
SJTIOLZ,O,O,O,O,O,X,O,X
SJTIOZL,X,O,X,O,O,X,O,X
SJTLIZO,X,O,O,O,O,X,O,O
SJTLIOZ,O,O,O,O,O,X,O,X
SJTLZIO,O,O,O,O,O,X,O,O
SJTLZOI,O,O,O,O,O,X,O,O
SJTLOIZ,O,O,O,O,O,X,O,X
SJTLOZI,O,O,O,O,O,X,O,O
SJTZILO,O,O,X,O,O,X,O,O
SJTZIOL,O,O,X,O,O,X,O,O
SJTZLIO,O,O,O,O,O,X,O,O
SJTZLOI,O,O,O,O,O,X,O,O
SJTZOIL,O,O,X,O,O,X,O,O
SJTZOLI,O,O,O,O,O,X,O,O
SJTOILZ,O,O,O,O,O,X,O,X
SJTOIZL,X,O,X,O,O,X,O,X
SJTOLIZ,O,O,O,O,O,X,O,X
SJTOLZI,O,O,O,O,O,X,O,O
SJTOZIL,O,O,X,O,O,X,O,O
SJTOZLI,O,O,O,O,O,X,O,O
SJITLZO,X,O,O,O,O,X,O,O
SJITLOZ,O,O,O,O,O,X,O,X
SJITZLO,X,O,X,O,O,X,O,O
SJITZOL,X,O,X,O,O,X,O,O
SJITOLZ,O,O,O,O,O,X,O,X
SJITOZL,X,O,X,O,O,X,O,X
SJILTZO,X,X,O,O,O,X,O,O
SJILTOZ,O,X,O,O,O,X,O,X
SJILZTO,X,O,X,O,X,X,O,O
SJILZOT,X,O,X,O,X,X,X,O
SJILOTZ,X,X,O,O,O,X,O,X
SJILOZT,X,O,X,O,X,X,X,O
SJIZTLO,X,X,X,O,X,X,O,O
SJIZTOL,X,O,X,O,X,X,O,O
SJIZLTO,X,X,X,O,X,X,O,O
SJIZLOT,X,O,X,O,X,X,X,O
SJIZOTL,X,O,X,O,X,X,X,O
SJIZOLT,X,O,X,O,X,X,X,O
SJIOTLZ,X,O,O,O,O,X,O,X
SJIOTZL,X,O,X,O,O,X,O,X
