sequence,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhB0mB6sBlp?B2wB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFxgBymB0lB+sBlp?B3rB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBamBUiBWsBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF2lBRhBfsB6sBlp?BUrB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhBKrBGnBlp?BUsB,v115@EhC8HeB8HeC8AeB8DeB8Je2EJvhFRgBUiBfrB6rBlp?BTsB,v115@EhC8HeB8HeC8AeB8DeB8JeOEJvhFXgBlhBUmBTnBCq?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFmgBqmB/nB0lBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFigBfrBxmBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeRAJvhFUiBypBGrBTsB/p?BFrB,v115@EhC8HeB8HeC8AeB8DeB8Jel/IvhFclB/pBxmBGrBTs?BirB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBxmBarBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeSFJvhF/pBxmBmkBlmBUr?BTsB
ITJOLSZ,O,X,O,O,X,O,O,X,X,X,X,O,X
ITJOLZS,O,X,O,O,X,O,O,X,X,X,X,X,X
ITJOSLZ,O,O,O,O,X,O,O,O,O,X,X,O,X
ITJOSZL,O,O,O,O,X,O,O,O,O,X,X,O,X
ITJOZLS,X,O,O,O,X,O,O,X,X,X,X,X,X
ITJOZSL,O,O,O,O,X,O,O,O,X,X,X,O,X
ITSLJZO,O,X,O,X,X,O,X,O,O,X,X,X,X
ITSLJOZ,O,X,O,O,O,O,X,O,O,X,X,X,X
ITSLZJO,X,X,O,X,O,O,X,O,X,X,X,X,X
ITSLZOJ,O,X,O,X,O,O,X,O,O,X,X,X,X
ITSLOJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
ITSLOZJ,O,X,O,X,O,O,X,O,O,X,X,X,X
ITSJLZO,O,X,O,X,X,O,X,O,O,X,X,X,X
ITSJLOZ,O,X,O,O,X,O,X,O,O,X,X,O,X
ITSJZLO,O,X,O,X,X,O,X,O,O,X,X,X,X
ITSJZOL,O,X,O,O,X,O,X,O,O,X,X,O,X
ITSJOLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
ITSJOZL,O,X,O,O,X,O,X,O,O,X,X,O,X
ITSZLJO,X,X,O,X,X,O,X,O,X,X,X,X,X
ITSZLOJ,X,X,O,X,X,O,X,O,O,X,X,X,X
ITSZJLO,X,X,O,X,X,O,X,O,X,X,X,X,X
ITSZJOL,X,X,O,O,X,O,X,O,X,X,X,X,X
ITSZOLJ,O,X,O,X,O,O,X,O,O,X,X,X,X
ITSZOJL,O,X,O,O,X,O,X,O,X,X,X,X,X
ITSOLJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
ITSOLZJ,O,X,O,X,O,O,X,O,O,X,X,X,X
ITSOJLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
ITSOJZL,O,X,O,O,X,O,X,O,O,X,X,O,X
ITSOZLJ,O,X,O,X,O,O,X,O,O,X,X,X,X
ITSOZJL,O,X,O,O,X,O,X,O,X,X,X,X,X
ITZLJSO,X,O,X,O,X,X,O,X,X,X,X,X,X
ITZLJOS,X,O,X,O,X,X,X,X,X,X,X,X,X
ITZLSJO,X,X,X,O,O,X,O,O,X,X,X,X,X
ITZLSOJ,X,O,X,O,O,X,X,O,X,X,X,X,X
ITZLOJS,X,O,X,O,X,X,X,X,X,X,X,X,X
ITZLOSJ,X,O,X,O,O,X,X,O,X,X,X,X,X
ITZJLSO,X,O,O,O,O,X,O,X,X,X,X,X,X
ITZJLOS,X,O,O,O,O,X,X,X,X,X,X,X,X
ITZJSLO,X,O,O,O,X,X,O,O,X,X,X,X,X
ITZJSOL,X,O,O,O,X,X,O,O,X,X,X,X,X
ITZJOLS,X,O,O,O,O,X,X,X,X,X,X,X,X
ITZJOSL,X,O,O,O,X,X,O,O,X,X,X,X,X
ITZSLJO,X,X,O,O,X,X,O,O,X,X,X,X,X
ITZSLOJ,X,O,O,O,X,X,X,O,X,X,X,X,X
ITZSJLO,X,O,O,O,X,X,O,O,X,X,X,X,X
ITZSJOL,X,O,O,O,X,X,O,O,X,X,X,X,X
ITZSOLJ,X,O,O,O,X,X,X,O,X,X,X,X,X
ITZSOJL,X,O,O,O,X,X,O,O,X,X,X,X,X
ITZOLJS,X,O,X,O,X,X,X,X,X,X,X,X,X
ITZOLSJ,X,O,X,O,O,X,X,O,X,X,X,X,X
ITZOJLS,X,O,O,O,O,X,X,X,X,X,X,X,X
ITZOJSL,X,O,O,O,X,X,O,O,X,X,X,X,X
ITZOSLJ,X,O,O,O,X,X,X,O,X,X,X,X,X
ITZOSJL,X,O,O,O,X,X,O,O,X,X,X,X,X
ITOLJSZ,O,X,O,O,X,X,O,X,X,X,X,X,X
ITOLJZS,O,X,O,X,X,O,O,X,X,X,X,X,X
ITOLSJZ,O,X,O,O,O,X,O,O,O,X,X,X,X
ITOLSZJ,O,X,O,O,O,X,O,O,O,X,X,X,X
ITOLZJS,X,X,X,O,X,O,O,X,X,X,X,X,X
ITOLZSJ,X,X,X,O,O,O,O,O,X,X,X,X,X
ITOJLSZ,O,X,O,O,X,O,O,X,X,X,X,O,X
ITOJLZS,O,X,O,O,X,O,O,X,X,X,X,X,X
ITOJSLZ,O,O,O,O,X,O,O,O,O,X,X,O,X
ITOJSZL,O,O,O,O,X,O,O,O,O,X,X,O,X
ITOJZLS,X,O,O,O,X,O,O,X,X,X,X,X,X
ITOJZSL,O,O,O,O,X,O,O,O,X,X,X,O,X
ITOSLJZ,O,X,O,O,O,O,O,O,O,X,X,X,X
ITOSLZJ,O,X,O,X,O,O,O,O,O,X,X,X,X
ITOSJLZ,O,X,O,O,O,O,O,O,O,X,X,O,X
ITOSJZL,O,X,O,O,X,O,O,O,O,X,X,O,X
ITOSZLJ,O,X,O,X,O,O,O,O,O,X,X,X,X
ITOSZJL,O,X,O,O,X,O,O,O,X,X,X,X,X
ITOZLJS,X,O,X,O,X,O,O,X,X,X,X,X,X
ITOZLSJ,X,O,X,O,O,O,O,O,X,X,X,X,X
ITOZJLS,X,O,O,O,O,O,O,X,X,X,X,X,X
ITOZJSL,X,O,O,O,X,O,O,O,X,X,X,X,X
ITOZSLJ,X,O,O,O,X,O,O,O,X,X,X,X,X
ITOZSJL,X,O,O,O,X,O,O,O,X,X,X,X,X
ILTJSZO,O,X,O,O,X,X,O,X,X,X,X,X,X
ILTJSOZ,O,X,O,O,X,X,O,X,X,X,X,X,X
ILTJZSO,O,X,O,X,X,O,O,X,X,X,X,X,X
ILTJZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
ILTJOSZ,O,X,O,O,X,X,O,X,X,X,X,X,X
ILTJOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
ILTSJZO,O,X,O,O,X,X,O,O,X,X,X,X,X
ILTSJOZ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILTSZJO,X,X,O,O,O,X,O,O,X,X,X,X,X
ILTSZOJ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILTSOJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILTSOZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILTZJSO,X,X,X,O,X,O,O,X,X,X,X,X,X
ILTZJOS,X,X,X,O,X,X,O,X,X,X,X,X,X
ILTZSJO,X,X,X,O,O,O,O,O,X,X,X,X,X
ILTZSOJ,X,X,X,O,O,O,O,O,X,X,X,X,X
ILTZOJS,X,X,X,O,X,X,O,X,X,X,X,X,X
ILTZOSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
ILTOJSZ,O,X,O,O,X,X,O,X,X,X,X,X,X
ILTOJZS,O,X,O,X,X,X,O,X,X,X,X,X,X
ILTOSJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILTOSZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILTOZJS,X,X,X,O,X,X,O,X,X,X,X,X,X
ILTOZSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
ILJTSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJTSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJTZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJTZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJTOSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJTOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJSTZO,O,X,O,O,X,X,O,X,X,X,X,X,X
ILJSTOZ,O,X,O,O,O,X,O,X,X,X,X,X,X
ILJSZTO,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJSZOT,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJSOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJSOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ILJZTSO,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJZTOS,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJZSTO,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJZSOT,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILJZOST,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILJOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILJOSTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
ILJOSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ILJOZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILJOZST,X,X,O,X,X,X,O,X,X,X,X,X,X
ILSTJZO,O,X,O,O,X,X,O,O,X,X,X,X,X
ILSTJOZ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSTZJO,X,X,O,O,O,X,O,O,X,X,X,X,X
ILSTZOJ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSTOJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSTOZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSJTZO,O,X,O,O,X,X,O,O,X,X,X,X,X
ILSJTOZ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSJZTO,O,X,O,X,X,X,O,O,X,X,X,X,X
ILSJZOT,O,X,O,X,X,X,O,O,X,X,X,X,X
ILSJOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
ILSJOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ILSZTJO,X,X,O,O,O,X,O,O,X,X,X,X,X
ILSZTOJ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSZJTO,X,X,O,X,O,X,O,O,X,X,X,X,X
ILSZJOT,X,X,O,X,X,X,O,O,X,X,X,X,X
ILSZOTJ,X,X,X,X,O,X,O,O,X,X,X,X,X
ILSZOJT,X,X,X,X,X,X,O,O,X,X,X,X,X
ILSOTJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSOTZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
ILSOJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
ILSOJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ILSOZTJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ILSOZJT,X,X,X,X,X,X,O,O,X,X,X,X,X
ILZTJSO,X,X,X,O,X,O,O,X,X,X,X,X,X
ILZTJOS,X,X,X,O,X,X,O,X,X,X,X,X,X
ILZTSJO,X,X,X,O,O,O,O,O,X,X,X,X,X
ILZTSOJ,X,X,X,O,O,O,O,O,X,X,X,X,X
ILZTOJS,X,X,X,O,X,X,O,X,X,X,X,X,X
ILZTOSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
ILZJTSO,X,X,O,O,X,X,O,X,X,X,X,X,X
ILZJTOS,X,X,X,O,X,X,O,X,X,X,X,X,X
ILZJSTO,O,X,O,O,O,X,O,X,X,X,X,X,X
ILZJSOT,X,X,O,O,X,X,O,X,X,X,X,X,X
ILZJOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILZJOST,X,X,O,X,X,X,O,X,X,X,X,X,X
ILZSTJO,X,X,O,O,O,O,O,O,X,X,X,X,X
ILZSTOJ,O,X,O,O,O,O,O,O,X,X,X,X,X
ILZSJTO,X,X,O,O,O,X,O,O,X,X,X,X,X
ILZSJOT,X,X,O,O,X,X,O,O,X,X,X,X,X
ILZSOTJ,X,X,X,O,O,X,O,O,X,X,X,X,X
ILZSOJT,X,X,X,O,X,X,O,O,X,X,X,X,X
ILZOTJS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILZOTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILZOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILZOJST,X,X,X,X,X,X,O,X,X,X,X,X,X
ILZOSTJ,X,X,X,X,O,X,O,X,X,X,X,X,X
ILZOSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOTJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOTJZS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOTSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOTSZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOTZJS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOTZSJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOJTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
ILOJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
ILOJSTZ,O,X,O,X,X,X,O,X,X,O,X,X,X
ILOJSZT,X,X,O,X,X,X,O,X,X,O,X,X,X
ILOJZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
ILOJZST,X,X,O,X,X,X,O,X,X,O,X,X,X
ILOSTJZ,O,X,O,O,O,X,O,X,X,X,X,X,X
ILOSTZJ,O,X,O,O,O,X,O,X,X,X,X,X,X
ILOSJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
ILOSJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ILOSZTJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOSZJT,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOZTJS,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOZTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOZJTS,X,X,X,X,X,X,O,X,X,O,X,X,X
ILOZJST,X,X,X,X,X,X,O,X,X,O,X,X,X
ILOZSTJ,X,X,X,X,X,X,O,X,X,X,X,X,X
ILOZSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
IJTLSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJTLSOZ,O,X,O,X,X,X,O,X,X,X,X,O,X
IJTLZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJTLZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
IJTLOSZ,O,X,O,X,X,X,O,X,X,X,X,O,X
IJTLOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
IJTSLZO,O,O,O,X,X,X,X,O,O,X,X,X,X
IJTSLOZ,O,O,O,X,X,X,X,O,O,X,X,O,X
IJTSZLO,O,O,O,X,X,X,X,O,O,X,X,X,X
IJTSZOL,O,O,O,X,X,X,X,O,O,X,X,O,X
IJTSOLZ,O,O,O,X,X,X,X,O,O,X,X,O,X
IJTSOZL,O,O,O,X,X,X,X,O,O,X,X,O,X
IJTZLSO,X,O,O,X,X,X,O,X,X,X,X,X,X
IJTZLOS,X,O,O,X,X,X,X,X,X,X,X,X,X
IJTZSLO,O,O,O,X,X,X,O,O,X,X,X,X,X
IJTZSOL,O,O,O,X,X,X,O,O,X,X,X,O,X
IJTZOLS,X,O,O,X,X,X,X,X,X,X,X,X,X
IJTZOSL,O,O,O,X,X,X,O,O,X,X,X,O,X
IJTOLSZ,O,X,O,X,X,X,O,X,X,X,X,O,X
IJTOLZS,O,X,O,X,X,X,O,X,X,X,X,X,X
IJTOSLZ,O,O,O,X,X,X,O,O,O,X,X,O,X
IJTOSZL,O,O,O,X,X,X,O,O,O,X,X,O,X
IJTOZLS,X,O,O,X,X,X,O,X,X,X,X,X,X
IJTOZSL,O,O,O,X,X,X,O,O,X,X,X,O,X
IJLTSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLTSOZ,O,X,O,X,X,X,O,X,X,X,X,O,X
IJLTZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLTZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLTOSZ,O,X,O,X,X,X,O,X,X,X,X,O,X
IJLTOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLSTZO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLSTOZ,O,X,O,X,X,X,O,X,X,X,X,O,X
IJLSZTO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLSZOT,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLSOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLSOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJLZTSO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLZTOS,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLZSTO,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLZSOT,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
IJLZOST,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
IJLOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
IJLOSTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
IJLOSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJLOZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
IJLOZST,X,X,O,X,X,X,O,X,X,X,X,X,X
IJSTLZO,O,O,O,X,X,X,X,O,O,X,X,X,X
IJSTLOZ,O,O,O,X,X,X,X,O,O,X,X,O,X
IJSTZLO,O,O,O,X,X,X,X,O,O,X,X,X,X
IJSTZOL,O,O,O,X,X,X,X,O,O,X,X,O,X
IJSTOLZ,O,O,O,X,X,X,X,O,O,X,X,O,X
IJSTOZL,O,O,O,X,X,X,X,O,O,X,X,O,X
IJSLTZO,O,O,O,X,X,X,O,O,O,X,X,X,X
IJSLTOZ,O,O,O,X,X,X,O,O,O,X,X,O,X
IJSLZTO,O,O,O,X,X,X,O,O,O,X,X,X,X
IJSLZOT,O,O,O,X,X,X,O,O,X,X,X,X,X
IJSLOTZ,O,O,O,X,X,X,O,X,O,X,X,X,X
IJSLOZT,X,O,O,X,X,X,O,X,X,X,X,X,X
IJSZTLO,O,O,O,X,X,X,O,O,O,X,X,X,X
IJSZTOL,O,O,O,X,X,X,O,O,O,X,X,O,X
IJSZLTO,O,O,O,X,X,X,O,O,O,X,X,X,X
IJSZLOT,X,O,O,X,X,X,X,O,X,X,X,X,X
IJSZOTL,O,O,O,X,X,X,O,X,X,X,X,X,X
IJSZOLT,X,O,O,X,X,X,X,X,X,X,X,X,X
IJSOTLZ,O,X,O,X,X,X,O,X,O,X,X,O,X
IJSOTZL,O,X,O,X,X,X,O,X,O,X,X,O,X
IJSOLTZ,X,X,O,X,X,X,O,X,O,X,X,X,X
IJSOLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJSOZTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IJSOZLT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJZTLSO,X,O,O,X,X,X,O,X,X,X,X,X,X
IJZTLOS,X,O,O,X,X,X,X,X,X,X,X,X,X
IJZTSLO,O,O,O,X,X,X,O,O,X,X,X,X,X
IJZTSOL,O,O,O,X,X,X,O,O,X,X,X,O,X
IJZTOLS,X,O,O,X,X,X,X,X,X,X,X,X,X
IJZTOSL,O,O,O,X,X,X,O,O,X,X,X,O,X
IJZLTSO,X,O,O,X,X,X,O,X,X,X,X,X,X
IJZLTOS,X,O,O,X,X,X,O,X,X,X,X,X,X
IJZLSTO,O,O,O,X,X,X,O,X,X,X,X,X,X
IJZLSOT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJZLOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
IJZLOST,X,X,O,X,X,X,O,X,X,X,X,X,X
IJZSTLO,O,O,O,X,X,X,O,O,X,X,X,X,X
IJZSTOL,O,O,O,X,X,X,O,O,X,X,X,O,X
IJZSLTO,O,O,O,X,X,X,O,O,X,X,X,X,X
IJZSLOT,X,O,O,X,X,X,X,O,X,X,X,X,X
IJZSOTL,O,O,O,X,X,X,O,X,X,X,X,X,X
IJZSOLT,X,O,O,X,X,X,X,X,X,X,X,X,X
IJZOTLS,X,O,O,X,X,X,O,X,X,X,X,X,X
IJZOTSL,X,O,O,X,X,X,O,X,X,X,X,X,X
IJZOLTS,X,O,X,X,X,X,O,X,X,X,X,X,X
IJZOLST,X,X,O,X,X,X,O,X,X,X,X,X,X
IJZOSTL,O,X,O,X,X,X,O,X,X,X,X,X,X
IJZOSLT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOTLSZ,X,X,O,X,X,X,O,X,X,X,X,O,X
IJOTLZS,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOTSLZ,X,X,O,X,X,X,O,X,X,X,X,O,X
IJOTSZL,X,X,O,X,X,X,O,X,X,X,X,O,X
IJOTZLS,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOTZSL,X,X,O,X,X,X,O,X,X,X,X,O,X
IJOLTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOLTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOLSTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOLSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOLZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOLZST,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOSTLZ,X,X,O,X,X,X,O,X,X,X,X,O,X
IJOSTZL,X,X,O,X,X,X,O,X,X,X,X,O,X
IJOSLTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOSLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOSZTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOSZLT,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOZTLS,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOZTSL,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOZLTS,X,X,X,X,X,X,O,X,X,X,X,X,X
IJOZLST,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOZSTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IJOZSLT,X,X,O,X,X,X,O,X,X,X,X,X,X
ISTLJZO,O,X,O,X,X,O,X,O,O,X,X,X,X
ISTLJOZ,O,X,O,O,O,O,X,O,O,X,X,X,X
ISTLZJO,X,X,O,X,O,O,X,O,X,X,X,X,X
ISTLZOJ,O,X,O,X,O,O,X,O,O,X,X,X,X
ISTLOJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
ISTLOZJ,O,X,O,X,O,O,X,O,O,X,X,X,X
ISTJLZO,O,X,O,X,X,O,X,O,O,X,X,X,X
ISTJLOZ,O,X,O,O,X,O,X,O,O,X,X,O,X
ISTJZLO,O,X,O,X,X,O,X,O,O,X,X,X,X
ISTJZOL,O,X,O,O,X,O,X,O,O,X,X,O,X
ISTJOLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
ISTJOZL,O,X,O,O,X,O,X,O,O,X,X,O,X
ISTZLJO,X,X,O,X,X,O,X,O,X,X,X,X,X
ISTZLOJ,X,X,O,X,X,O,X,O,O,X,X,X,X
ISTZJLO,X,X,O,X,X,O,X,O,X,X,X,X,X
ISTZJOL,X,X,O,O,X,O,X,O,X,X,X,X,X
ISTZOLJ,O,X,O,X,O,O,X,O,O,X,O,X,X
ISTZOJL,O,X,O,O,X,O,X,O,X,X,O,X,X
ISTOLJZ,O,X,O,O,O,O,X,O,O,X,X,X,X
ISTOLZJ,O,X,O,X,O,O,X,O,O,X,O,X,X
ISTOJLZ,O,X,O,O,O,O,X,O,O,X,X,O,X
ISTOJZL,O,X,O,O,X,O,X,O,O,X,O,O,X
ISTOZLJ,O,X,O,X,O,O,X,O,O,X,O,X,X
ISTOZJL,O,X,O,O,X,O,X,O,X,X,O,X,X
ISLTJZO,O,X,O,X,X,O,O,O,O,X,X,X,X
ISLTJOZ,O,X,O,O,O,O,O,O,O,X,X,X,X
ISLTZJO,X,X,O,X,O,O,O,O,X,X,X,X,X
ISLTZOJ,O,X,O,X,O,O,O,O,O,X,X,X,X
ISLTOJZ,O,X,O,O,O,O,O,O,O,X,X,X,X
ISLTOZJ,O,X,O,X,O,O,O,O,O,X,X,X,X
ISLJTZO,O,X,O,X,X,X,O,O,O,X,X,X,X
ISLJTOZ,O,X,O,X,O,X,O,O,O,X,X,X,X
ISLJZTO,O,X,O,X,X,X,O,O,O,X,X,X,X
ISLJZOT,O,X,O,X,X,X,O,O,X,X,X,X,X
ISLJOTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
ISLJOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ISLZTJO,X,X,O,X,O,O,O,O,X,X,X,X,O
ISLZTOJ,O,X,O,X,O,O,O,O,O,X,X,X,O
ISLZJTO,X,X,O,X,O,X,O,O,X,X,X,X,O
ISLZJOT,X,X,O,X,X,X,O,O,X,X,X,X,O
ISLZOTJ,X,X,X,X,O,X,O,O,X,X,X,X,O
ISLZOJT,X,X,X,X,X,X,O,O,X,X,X,X,O
ISLOTJZ,O,X,O,X,O,X,O,O,O,X,X,X,O
ISLOTZJ,O,X,O,X,O,X,O,O,O,X,X,X,O
ISLOJTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
ISLOJZT,X,X,O,X,X,X,O,X,X,X,X,X,O
ISLOZTJ,X,X,X,X,X,X,O,O,X,X,X,X,O
ISLOZJT,X,X,X,X,X,X,O,O,X,X,X,X,O
ISJTLZO,O,X,O,X,X,X,X,O,O,X,X,X,X
ISJTLOZ,O,X,O,O,X,X,X,O,O,X,X,O,X
ISJTZLO,O,X,O,X,X,X,X,O,O,X,X,X,X
ISJTZOL,O,X,O,O,X,X,X,O,O,X,X,O,X
ISJTOLZ,O,X,O,O,O,X,X,O,O,X,X,O,X
ISJTOZL,O,X,O,O,X,X,X,O,O,X,X,O,X
ISJLTZO,O,X,O,X,X,X,O,O,O,X,X,X,X
ISJLTOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
ISJLZTO,O,X,O,X,X,X,O,O,O,X,X,X,X
ISJLZOT,O,X,O,X,X,X,O,O,X,X,X,X,X
ISJLOTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
ISJLOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
ISJZTLO,O,X,O,X,X,X,O,O,O,X,X,X,X
ISJZTOL,O,X,O,X,X,X,O,O,O,X,X,O,X
ISJZLTO,O,X,O,X,X,X,O,O,O,X,X,X,X
ISJZLOT,X,X,O,X,X,X,X,O,X,X,X,X,X
ISJZOTL,O,X,O,X,X,X,O,X,X,X,X,X,X
ISJZOLT,X,X,O,X,X,X,X,X,X,X,X,X,X
ISJOTLZ,O,X,O,X,X,X,O,X,O,X,X,O,X
ISJOTZL,O,X,O,X,X,X,O,X,O,X,X,O,X
ISJOLTZ,X,X,O,X,X,X,O,X,O,X,X,X,X
ISJOLZT,X,X,O,X,X,X,O,X,X,X,X,X,X
