sequence,v115@KhB8GeB8EeF8CeB8JeOEJvhF8kBRhBSnBTjBlrB3sB,v115@KhB8GeB8EeF8CeB8Je2EJvhFRhBSnBTjB3kB0rBlsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBRhBGjB1rB8sBXsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBxiB/sBFoB0rB,v115@KhB8GeB8EeF8CeB8Jei/IvhFRhBGjB3kBznBlrBUsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBCjBTkBXoBlrBUsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBcoBxrBXsBlsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhB3iBcoBTkB1rBSxB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBTkBFnBXoB0rBCtB
IJSZLTO,O,X,X,X,O,O,O,X,X
IJSZLOT,O,O,X,O,O,O,O,X,X
IJSZOTL,O,X,X,X,X,X,X,X,X
IJSZOLT,O,O,X,X,X,X,X,X,X
IJSOTLZ,X,X,X,X,O,O,X,X,X
IJSOTZL,X,X,X,X,O,X,X,X,X
IJSOLTZ,X,X,X,O,O,O,X,X,X
IJSOLZT,O,X,X,O,O,O,X,X,X
IJSOZTL,O,X,X,X,X,X,X,X,X
IJSOZLT,O,X,X,X,O,O,X,X,X
IJZTLSO,O,O,O,X,X,X,O,O,X
IJZTLOS,O,O,O,X,X,X,O,O,X
IJZTSLO,O,O,O,X,X,O,X,O,X
IJZTSOL,O,O,X,X,X,X,X,O,O
IJZTOLS,O,O,O,X,X,X,X,X,O
IJZTOSL,O,O,X,X,X,X,X,O,O
IJZLTSO,O,O,O,X,X,X,O,X,X
IJZLTOS,O,O,O,X,X,X,O,X,X
IJZLSTO,O,X,X,O,X,X,O,X,X
IJZLSOT,O,O,O,O,X,X,O,X,X
IJZLOTS,X,O,O,X,X,X,O,X,X
IJZLOST,X,O,O,O,X,X,O,X,X
IJZSTLO,O,O,X,O,X,X,X,X,X
IJZSTOL,O,O,X,O,X,X,X,X,X
IJZSLTO,O,X,X,O,O,O,O,X,X
IJZSLOT,O,O,O,O,O,O,O,X,X
IJZSOTL,O,X,X,X,X,X,X,X,X
IJZSOLT,O,O,X,O,X,X,X,X,X
IJZOTLS,O,O,X,X,X,X,X,X,O
IJZOTSL,O,O,X,X,X,X,X,X,O
IJZOLTS,X,O,O,X,X,X,O,X,O
IJZOLST,X,O,O,X,X,X,O,X,X
IJZOSTL,O,X,X,X,X,X,X,X,O
IJZOSLT,O,O,X,X,X,X,X,X,X
IJOTLSZ,X,O,X,X,O,O,X,X,X
IJOTLZS,X,O,X,X,X,X,X,O,X
IJOTSLZ,X,O,X,X,O,O,X,X,X
IJOTSZL,X,X,X,X,O,O,X,O,X
IJOTZLS,X,O,X,X,X,X,X,O,O
IJOTZSL,X,O,X,X,O,O,X,O,O
IJOLTSZ,X,X,O,X,X,O,X,X,X
IJOLTZS,X,X,O,X,X,X,O,O,X
IJOLSTZ,X,X,O,X,O,O,X,X,X
IJOLSZT,X,X,O,X,O,O,O,X,X
IJOLZTS,X,X,O,X,X,X,O,X,O
IJOLZST,X,X,O,X,X,X,O,X,X
IJOSTLZ,X,X,X,X,O,O,X,X,X
IJOSTZL,X,X,X,X,O,O,X,O,X
IJOSLTZ,X,X,X,X,O,O,X,X,X
IJOSLZT,X,X,X,X,O,O,X,X,X
IJOSZTL,X,X,X,X,X,X,X,X,O
IJOSZLT,X,X,X,X,O,O,X,X,X
IJOZTLS,X,O,X,X,X,X,X,O,O
IJOZTSL,X,O,X,X,X,O,X,O,O
IJOZLTS,X,O,X,X,X,X,O,X,O
IJOZLST,X,O,X,X,X,X,O,X,X
IJOZSTL,X,X,X,X,X,X,X,X,O
IJOZSLT,X,O,X,X,O,O,X,X,X
ISTLJZO,O,X,X,O,O,O,X,X,X
ISTLJOZ,O,O,O,O,O,O,X,X,X
ISTLZJO,O,X,O,O,O,O,X,X,X
ISTLZOJ,O,X,O,O,O,O,X,X,X
ISTLOJZ,O,O,O,O,O,O,X,X,X
ISTLOZJ,O,X,O,O,O,O,X,X,X
ISTJLZO,O,X,X,O,O,O,X,X,X
ISTJLOZ,O,O,O,O,O,O,X,X,X
ISTJZLO,O,X,X,O,O,O,X,O,X
ISTJZOL,O,X,X,X,X,X,X,O,X
ISTJOLZ,O,O,X,O,O,O,X,X,X
ISTJOZL,O,X,X,X,O,O,X,X,X
ISTZLJO,O,X,O,O,O,O,X,O,X
ISTZLOJ,O,X,O,O,O,O,X,O,X
ISTZJLO,O,X,O,O,O,O,X,O,X
ISTZJOL,O,X,X,X,X,X,X,O,X
ISTZOLJ,O,X,X,X,O,O,X,O,X
ISTZOJL,O,X,X,X,O,O,X,O,X
ISTOLJZ,O,O,X,O,O,O,X,X,X
ISTOLZJ,O,X,X,O,O,O,X,X,X
ISTOJLZ,O,O,X,O,O,O,X,X,X
ISTOJZL,O,X,X,X,O,O,X,O,O
ISTOZLJ,O,X,X,X,O,O,X,O,X
ISTOZJL,O,X,X,X,O,O,X,O,X
ISLTJZO,X,X,X,O,O,O,X,X,X
ISLTJOZ,X,X,O,O,O,O,X,X,X
ISLTZJO,O,X,O,O,O,O,X,X,X
ISLTZOJ,O,X,O,O,O,O,X,X,X
ISLTOJZ,X,X,O,O,O,O,X,X,X
ISLTOZJ,O,X,O,O,O,O,X,X,X
ISLJTZO,X,X,X,O,O,O,X,X,X
ISLJTOZ,X,X,X,O,O,O,X,X,X
ISLJZTO,O,X,X,X,O,O,O,X,X
ISLJZOT,O,X,X,O,O,O,O,X,X
ISLJOTZ,X,X,O,O,O,O,X,X,X
ISLJOZT,O,X,O,O,O,O,O,X,X
ISLZTJO,O,X,X,X,O,X,O,X,X
ISLZTOJ,O,X,X,X,O,X,O,X,X
ISLZJTO,O,X,X,X,O,O,O,X,X
ISLZJOT,O,X,O,O,O,O,O,X,X
ISLZOTJ,O,X,X,X,X,X,O,X,X
ISLZOJT,O,X,O,O,O,O,O,X,X
ISLOTJZ,X,X,O,O,O,O,X,X,X
ISLOTZJ,O,X,O,O,O,O,X,X,X
ISLOJTZ,X,X,O,O,O,O,X,X,X
ISLOJZT,O,X,O,O,O,O,O,X,X
ISLOZTJ,O,X,X,X,X,X,O,X,X
ISLOZJT,O,X,O,O,O,O,O,X,X
ISJTLZO,X,X,X,O,O,O,X,X,X
ISJTLOZ,X,O,X,O,O,O,X,X,X
ISJTZLO,X,X,X,O,O,O,X,O,X
ISJTZOL,X,X,X,X,X,X,X,O,X
ISJTOLZ,X,O,X,O,O,O,X,X,X
ISJTOZL,X,X,X,X,O,X,X,X,X
ISJLTZO,X,X,X,O,O,O,X,X,X
ISJLTOZ,X,X,X,O,O,O,X,X,X
ISJLZTO,O,X,X,X,O,O,O,X,X
ISJLZOT,O,X,X,O,O,O,O,X,X
ISJLOTZ,X,X,O,O,O,O,X,X,X
ISJLOZT,O,X,O,O,O,O,O,X,X
ISJZTLO,O,O,X,X,X,X,X,X,X
ISJZTOL,O,O,X,X,X,X,X,X,X
ISJZLTO,O,X,X,X,O,O,O,X,X
ISJZLOT,O,O,X,O,O,O,O,X,X
ISJZOTL,O,X,X,X,X,X,X,X,X
ISJZOLT,O,O,X,X,X,X,X,X,X
ISJOTLZ,X,X,X,X,O,O,X,X,X
ISJOTZL,X,X,X,X,O,X,X,X,X
ISJOLTZ,X,X,X,O,O,O,X,X,X
ISJOLZT,O,X,X,O,O,O,X,X,X
ISJOZTL,O,X,X,X,X,X,X,X,X
ISJOZLT,O,X,X,X,O,O,X,X,X
ISZTLJO,O,O,X,X,O,X,X,X,X
ISZTLOJ,O,O,X,X,O,X,X,X,O
ISZTJLO,O,O,X,X,O,X,X,X,X
ISZTJOL,O,O,X,X,X,X,X,X,O
ISZTOLJ,O,O,X,X,O,X,X,X,O
ISZTOJL,O,O,X,X,O,X,X,X,O
ISZLTJO,O,X,X,X,O,X,O,X,X
ISZLTOJ,O,X,X,X,O,X,O,X,X
ISZLJTO,O,X,X,X,O,O,O,X,X
ISZLJOT,O,O,O,O,O,O,O,X,X
ISZLOTJ,O,X,X,X,X,X,O,X,X
ISZLOJT,O,O,O,O,O,O,O,X,X
ISZJTLO,O,O,X,X,X,X,X,X,X
ISZJTOL,O,O,X,X,X,X,X,X,X
ISZJLTO,O,X,X,X,O,O,O,X,X
ISZJLOT,O,O,O,O,O,O,O,X,X
ISZJOTL,O,X,X,X,X,X,X,X,X
ISZJOLT,O,O,X,X,X,X,X,X,X
ISZOTLJ,O,X,X,X,X,X,X,X,O
ISZOTJL,O,X,X,X,X,X,X,X,O
ISZOLTJ,O,X,X,X,X,X,X,X,X
ISZOLJT,O,O,X,X,O,O,X,X,X
ISZOJTL,O,X,X,X,X,X,X,X,O
ISZOJLT,O,O,X,X,O,O,X,X,X
ISOTLJZ,O,X,X,X,O,O,X,X,X
ISOTLZJ,O,X,X,X,O,O,X,X,X
ISOTJLZ,O,X,X,X,O,O,X,X,X
ISOTJZL,O,X,X,X,O,O,X,O,O
ISOTZLJ,O,X,X,X,O,O,X,O,X
ISOTZJL,O,X,X,X,O,O,X,O,X
ISOLTJZ,X,X,X,O,O,O,X,X,X
ISOLTZJ,O,X,X,X,O,O,X,X,X
ISOLJTZ,X,X,X,O,O,O,X,X,X
ISOLJZT,O,X,X,O,O,O,X,X,X
ISOLZTJ,O,X,X,X,X,X,X,X,X
ISOLZJT,O,X,X,O,O,O,X,X,X
ISOJTLZ,X,X,X,X,O,O,X,X,X
ISOJTZL,X,X,X,X,O,O,X,O,O
ISOJLTZ,X,X,X,O,O,O,X,X,X
ISOJLZT,O,X,X,O,O,O,X,X,X
ISOJZTL,O,X,X,X,X,X,X,X,O
ISOJZLT,O,X,X,X,O,O,X,X,X
ISOZTLJ,O,X,X,X,X,X,X,X,O
ISOZTJL,O,X,X,X,X,X,X,X,O
ISOZLTJ,O,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,O,O,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X,O
ISOZJLT,O,X,X,X,O,O,X,X,X
IZTLJSO,O,O,O,X,X,X,O,O,X
IZTLJOS,O,O,O,X,X,X,O,O,X
IZTLSJO,O,O,O,X,X,X,O,O,X
IZTLSOJ,O,O,O,X,X,X,O,O,O
IZTLOJS,O,O,O,X,X,X,O,O,O
IZTLOSJ,O,O,O,X,X,X,O,O,O
IZTJLSO,O,O,O,X,X,X,O,O,X
IZTJLOS,O,O,O,X,X,X,O,O,X
IZTJSLO,O,O,O,X,O,O,X,O,X
IZTJSOL,O,O,X,X,X,X,X,O,O
IZTJOLS,O,O,O,X,X,X,X,O,O
IZTJOSL,O,O,X,X,X,X,X,O,O
IZTSLJO,O,O,O,X,O,O,X,O,X
IZTSLOJ,O,O,O,X,O,O,X,O,O
IZTSJLO,O,O,O,X,O,O,X,O,X
IZTSJOL,O,O,X,X,X,X,X,O,O
IZTSOLJ,O,O,X,X,O,O,X,O,O
IZTSOJL,O,O,X,X,O,O,X,O,O
IZTOLJS,O,O,O,X,X,X,X,O,O
IZTOLSJ,O,O,O,X,X,X,X,O,O
IZTOJLS,O,O,O,X,X,X,X,O,O
IZTOJSL,O,O,X,X,O,O,X,O,O
IZTOSLJ,O,O,X,X,O,O,X,O,O
IZTOSJL,O,O,X,X,O,O,X,O,O
IZLTJSO,O,O,O,X,X,X,O,X,X
IZLTJOS,O,O,O,X,X,X,O,X,X
IZLTSJO,O,O,O,X,X,X,O,X,X
IZLTSOJ,O,O,O,X,X,X,O,X,O
IZLTOJS,O,O,O,X,X,X,O,X,O
IZLTOSJ,O,O,O,X,X,X,O,X,O
IZLJTSO,O,O,O,X,X,X,O,X,X
IZLJTOS,O,O,O,X,X,X,O,X,X
IZLJSTO,O,X,X,O,X,X,O,X,X
IZLJSOT,O,O,O,O,X,X,O,X,X
IZLJOTS,X,O,O,X,X,X,O,X,X
IZLJOST,X,O,O,O,X,X,O,X,X
IZLSTJO,O,X,X,O,X,X,O,X,X
IZLSTOJ,O,X,X,O,X,X,O,X,X
IZLSJTO,O,X,X,O,X,X,O,X,X
IZLSJOT,O,O,O,O,X,X,O,X,X
IZLSOTJ,O,X,X,O,X,X,O,X,X
IZLSOJT,O,O,O,O,X,X,O,X,X
IZLOTJS,X,O,O,X,X,X,O,X,O
IZLOTSJ,X,X,O,X,X,X,O,X,O
IZLOJTS,X,O,O,X,X,X,O,X,O
IZLOJST,X,O,O,O,X,X,O,X,X
IZLOSTJ,X,X,X,O,X,X,O,X,X
IZLOSJT,X,O,O,O,X,X,O,X,X
IZJTLSO,O,O,O,X,X,X,O,O,X
IZJTLOS,O,O,O,X,X,X,O,O,X
IZJTSLO,O,O,O,X,X,O,X,O,X
IZJTSOL,O,O,X,X,X,X,X,O,O
IZJTOLS,O,O,O,X,X,X,X,X,O
IZJTOSL,O,O,X,X,X,X,X,O,O
IZJLTSO,O,O,O,X,X,X,O,X,X
IZJLTOS,O,O,O,X,X,X,O,X,X
IZJLSTO,O,X,X,O,X,X,O,X,X
IZJLSOT,O,O,O,O,X,X,O,X,X
IZJLOTS,X,O,O,X,X,X,O,X,X
IZJLOST,X,O,O,O,X,X,O,X,X
IZJSTLO,O,O,X,O,X,X,X,X,X
IZJSTOL,O,O,X,O,X,X,X,X,X
IZJSLTO,O,X,X,O,O,O,O,X,X
IZJSLOT,O,O,O,O,O,O,O,X,X
IZJSOTL,O,X,X,X,X,X,X,X,X
IZJSOLT,O,O,X,O,X,X,X,X,X
IZJOTLS,O,O,X,X,X,X,X,X,O
IZJOTSL,O,O,X,X,X,X,X,X,O
IZJOLTS,X,O,O,X,X,X,O,X,O
IZJOLST,X,O,O,X,X,X,O,X,X
IZJOSTL,O,X,X,X,X,X,X,X,O
IZJOSLT,O,O,X,X,X,X,X,X,X
IZSTLJO,O,O,X,O,O,X,X,X,X
IZSTLOJ,O,O,X,O,O,X,X,X,O
IZSTJLO,O,O,X,O,O,X,X,X,X
IZSTJOL,O,O,X,O,X,X,X,X,O
IZSTOLJ,O,O,X,O,O,X,X,X,O
IZSTOJL,O,O,X,O,O,X,X,X,O
IZSLTJO,O,X,X,O,O,X,O,X,X
IZSLTOJ,O,X,X,O,O,X,O,X,X
IZSLJTO,O,X,X,O,O,O,O,X,X
IZSLJOT,O,O,O,O,O,O,O,X,X
IZSLOTJ,O,X,X,O,X,X,O,X,X
IZSLOJT,O,O,O,O,O,O,O,X,X
IZSJTLO,O,O,X,O,X,X,X,X,X
IZSJTOL,O,O,X,O,X,X,X,X,X
IZSJLTO,O,X,X,O,O,O,O,X,X
IZSJLOT,O,O,O,O,O,O,O,X,X
IZSJOTL,O,X,X,X,X,X,X,X,X
IZSJOLT,O,O,X,O,X,X,X,X,X
IZSOTLJ,O,X,X,X,X,X,X,X,O
IZSOTJL,O,X,X,X,X,X,X,X,O
IZSOLTJ,O,X,X,O,X,X,X,X,X
IZSOLJT,O,O,X,O,O,O,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X,O
IZSOJLT,O,O,X,O,O,O,X,X,X
IZOTLJS,O,O,X,X,X,X,X,O,O
IZOTLSJ,O,O,X,X,X,X,X,O,O
IZOTJLS,O,O,X,X,X,X,X,O,O
IZOTJSL,O,O,X,X,X,O,X,O,O
IZOTSLJ,O,O,X,X,X,O,X,O,O
IZOTSJL,O,O,X,X,X,O,X,O,O
IZOLTJS,X,O,O,X,X,X,O,X,O
IZOLTSJ,X,X,X,X,X,X,O,X,O
IZOLJTS,X,O,O,X,X,X,O,X,O
IZOLJST,X,O,O,X,X,X,O,X,X
IZOLSTJ,X,X,X,X,X,X,O,X,X
IZOLSJT,X,O,O,X,X,X,O,X,X
IZOJTLS,O,O,X,X,X,X,X,O,O
IZOJTSL,O,O,X,X,X,O,X,O,O
IZOJLTS,X,O,O,X,X,X,O,X,O
IZOJLST,X,O,O,X,X,X,O,X,X
IZOJSTL,O,X,X,X,X,X,X,X,O
IZOJSLT,O,O,X,X,O,O,X,X,X
IZOSTLJ,O,X,X,X,X,X,X,X,O
IZOSTJL,O,X,X,X,X,X,X,X,O
IZOSLTJ,O,X,X,X,X,X,X,X,X
IZOSLJT,O,O,X,X,O,O,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,O
IZOSJLT,O,O,X,X,O,O,X,X,X
IOTLJSZ,X,O,O,X,O,O,X,O,X
IOTLJZS,O,O,O,X,X,X,X,O,X
IOTLSJZ,X,O,O,X,O,O,X,O,X
IOTLSZJ,O,X,O,X,O,O,X,O,X
IOTLZJS,O,O,O,X,X,X,X,O,X
IOTLZSJ,O,X,O,X,X,X,X,O,X
IOTJLSZ,X,O,O,X,O,O,X,O,X
IOTJLZS,O,O,O,X,X,X,X,O,X
IOTJSLZ,X,O,X,X,O,O,X,X,X
IOTJSZL,X,X,X,X,O,O,X,O,X
IOTJZLS,O,O,X,X,X,X,X,O,O
IOTJZSL,O,O,X,X,O,O,X,O,O
IOTSLJZ,O,O,X,X,O,O,X,X,X
IOTSLZJ,O,X,X,X,O,O,X,X,X
IOTSJLZ,O,O,X,X,O,O,X,X,X
IOTSJZL,O,X,X,X,O,O,X,O,X
IOTSZLJ,O,X,X,X,O,O,X,O,X
IOTSZJL,O,X,X,X,O,O,X,O,X
IOTZLJS,O,O,O,X,X,X,X,O,O
IOTZLSJ,O,O,O,X,X,X,X,O,O
IOTZJLS,O,O,O,X,X,X,X,O,O
IOTZJSL,O,O,X,X,O,O,X,O,O
IOTZSLJ,O,O,X,X,O,O,X,O,O
IOTZSJL,O,O,X,X,O,O,X,O,O
IOLTJSZ,X,X,O,X,X,O,X,X,X
IOLTJZS,X,X,O,X,X,X,O,O,X
IOLTSJZ,X,X,O,X,X,O,X,X,X
IOLTSZJ,X,X,O,X,X,O,X,X,X
IOLTZJS,X,X,O,X,X,X,O,O,X
IOLTZSJ,X,X,O,X,X,X,O,O,X
IOLJTSZ,X,X,O,X,X,O,X,X,X
IOLJTZS,X,X,O,X,X,X,O,O,X
IOLJSTZ,X,X,O,X,O,O,X,X,X
IOLJSZT,X,X,O,X,O,O,O,X,X
IOLJZTS,X,X,O,X,X,X,O,X,O
IOLJZST,X,X,O,X,X,X,O,X,X
IOLSTJZ,X,X,O,X,O,O,X,X,X
IOLSTZJ,X,X,O,X,X,X,X,X,X
IOLSJTZ,X,X,O,X,O,O,X,X,X
IOLSJZT,X,X,O,X,O,O,O,X,X
IOLSZTJ,X,X,X,X,X,X,O,X,X
IOLSZJT,X,X,O,X,O,O,O,X,X
IOLZTJS,X,X,O,X,X,X,O,X,O
IOLZTSJ,X,X,O,X,X,X,O,X,O
IOLZJTS,X,X,O,X,X,X,O,X,O
IOLZJST,X,X,O,X,X,X,O,X,X
IOLZSTJ,X,X,X,X,X,X,O,X,X
IOLZSJT,X,X,O,X,X,X,O,X,X
IOJTLSZ,X,O,X,X,O,O,X,O,X
IOJTLZS,X,O,X,X,X,X,X,O,X
IOJTSLZ,X,O,X,X,O,O,X,X,X
IOJTSZL,X,X,X,X,O,O,X,O,X
IOJTZLS,X,O,X,X,X,X,X,O,O
IOJTZSL,X,O,X,X,O,O,X,O,O
IOJLTSZ,X,X,O,X,X,O,X,X,X
IOJLTZS,X,X,O,X,X,X,O,O,X
IOJLSTZ,X,X,O,X,O,O,X,X,X
IOJLSZT,X,X,O,X,O,O,O,X,X
IOJLZTS,X,X,O,X,X,X,O,X,O
IOJLZST,X,X,O,X,X,X,O,X,X
IOJSTLZ,X,X,X,X,O,O,X,X,X
IOJSTZL,X,X,X,X,O,O,X,O,O
IOJSLTZ,X,X,X,X,O,O,X,X,X
IOJSLZT,X,X,X,X,O,O,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,O
IOJSZLT,X,X,X,X,O,O,X,X,X
IOJZTLS,X,O,X,X,X,X,X,O,O
IOJZTSL,X,O,X,X,X,O,X,O,O
IOJZLTS,X,O,X,X,X,X,O,X,O
IOJZLST,X,O,X,X,X,X,O,X,X
IOJZSTL,X,X,X,X,X,X,X,X,O
IOJZSLT,X,O,X,X,O,O,X,X,X
IOSTLJZ,O,X,X,X,O,O,X,X,X
IOSTLZJ,O,X,X,X,O,O,X,X,X
IOSTJLZ,O,X,X,X,O,O,X,X,X
IOSTJZL,O,X,X,X,O,O,X,O,O
IOSTZLJ,O,X,X,X,O,O,X,O,X
IOSTZJL,O,X,X,X,O,O,X,O,X
IOSLTJZ,X,X,X,X,O,O,X,X,X
IOSLTZJ,O,X,X,X,O,O,X,X,X
IOSLJTZ,X,X,X,X,O,O,X,X,X
IOSLJZT,O,X,X,X,O,O,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,O,O,X,X,X
IOSJTLZ,X,X,X,X,O,O,X,X,X
IOSJTZL,X,X,X,X,O,O,X,O,O
IOSJLTZ,X,X,X,X,O,O,X,X,X
IOSJLZT,O,X,X,X,O,O,X,X,X
IOSJZTL,O,X,X,X,X,X,X,X,O
IOSJZLT,O,X,X,X,O,O,X,X,X
IOSZTLJ,O,X,X,X,X,X,X,X,O
IOSZTJL,O,X,X,X,X,X,X,X,O
IOSZLTJ,O,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,O,O,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X,O
IOSZJLT,O,X,X,X,O,O,X,X,X
IOZTLJS,O,O,X,X,X,X,X,O,O
IOZTLSJ,O,O,X,X,X,X,X,O,O
IOZTJLS,O,O,X,X,X,X,X,O,O
IOZTJSL,O,O,X,X,X,O,X,O,O
IOZTSLJ,O,O,X,X,X,O,X,O,O
IOZTSJL,O,O,X,X,X,O,X,O,O
IOZLTJS,X,O,O,X,X,X,O,X,O
IOZLTSJ,X,X,X,X,X,X,O,X,O
IOZLJTS,X,O,O,X,X,X,O,X,O
IOZLJST,X,O,O,X,X,X,O,X,X
IOZLSTJ,X,X,X,X,X,X,O,X,X
IOZLSJT,X,O,O,X,X,X,O,X,X
IOZJTLS,O,O,X,X,X,X,X,O,O
IOZJTSL,O,O,X,X,X,O,X,O,O
IOZJLTS,X,O,O,X,X,X,O,X,O
IOZJLST,X,O,O,X,X,X,O,X,X
IOZJSTL,O,X,X,X,X,X,X,X,O
IOZJSLT,O,O,X,X,O,O,X,X,X
IOZSTLJ,O,X,X,X,X,X,X,X,O
IOZSTJL,O,X,X,X,X,X,X,X,O
IOZSLTJ,O,X,X,X,X,X,X,X,X
IOZSLJT,O,O,X,X,O,O,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,O
IOZSJLT,O,O,X,X,O,O,X,X,X
LTIJSZO,X,X,X,O,O,O,X,O,X
LTIJSOZ,X,O,O,O,O,O,X,X,X
LTIJZSO,O,X,O,X,X,X,O,O,X
LTIJZOS,O,O,O,X,X,X,O,O,X
LTIJOSZ,X,O,O,O,X,X,X,O,X
LTIJOZS,O,O,O,X,X,X,O,O,X
LTISJZO,X,X,X,O,O,O,X,O,X
LTISJOZ,X,O,O,O,O,O,X,X,X
LTISZJO,O,X,O,O,O,O,X,O,X
LTISZOJ,O,X,O,O,O,O,X,O,X
LTISOJZ,X,O,O,O,O,O,X,O,X
LTISOZJ,O,X,O,O,O,O,X,O,X
LTIZJSO,O,X,O,X,X,X,O,O,X
LTIZJOS,O,O,O,X,X,X,O,O,X
LTIZSJO,O,X,O,O,X,X,O,O,X
LTIZSOJ,O,X,O,O,X,X,O,O,X
LTIZOJS,O,O,O,X,X,X,O,O,X
LTIZOSJ,O,X,O,O,X,X,O,O,X
LTIOJSZ,X,O,O,O,O,O,X,O,X
LTIOJZS,O,O,O,X,X,X,O,O,X
LTIOSJZ,X,O,O,O,O,O,X,O,X
LTIOSZJ,O,X,O,O,O,O,X,O,X
LTIOZJS,O,O,O,X,X,X,O,O,X
LTIOZSJ,O,X,O,O,X,X,O,O,X
LTJISZO,X,X,X,O,O,O,X,O,X
LTJISOZ,X,O,O,O,O,O,X,X,X
LTJIZSO,O,X,O,X,X,X,O,O,X
LTJIZOS,O,O,O,X,X,X,O,O,X
LTJIOSZ,X,O,O,O,X,X,X,O,X
LTJIOZS,O,O,O,X,X,X,O,O,X
LTJSIZO,X,X,X,O,O,O,X,O,X
LTJSIOZ,X,O,O,O,O,O,X,X,X
LTJSZIO,X,X,X,O,O,O,X,O,X
LTJSZOI,X,X,X,O,X,X,X,O,X
LTJSOIZ,X,O,O,O,O,O,X,X,X
LTJSOZI,X,O,X,O,X,X,X,X,X
LTJZISO,O,O,O,X,X,X,O,O,X
LTJZIOS,O,O,O,X,X,X,O,O,X
LTJZSIO,O,O,O,O,X,X,X,O,X
LTJZSOI,O,O,O,O,X,X,X,O,X
LTJZOIS,O,O,O,X,X,X,O,O,X
LTJZOSI,O,O,O,O,X,X,X,O,X
LTJOISZ,X,O,O,O,X,X,X,O,X
LTJOIZS,O,O,O,X,X,X,O,O,X
LTJOSIZ,X,O,O,O,X,X,X,O,X
LTJOSZI,X,O,X,O,X,X,X,O,X
LTJOZIS,O,O,O,X,X,X,O,O,X
LTJOZSI,O,O,O,O,X,X,X,O,X
LTSIJZO,O,X,X,O,O,O,X,O,X
LTSIJOZ,O,O,O,O,O,O,X,X,X
LTSIZJO,O,X,O,O,O,O,X,O,X
LTSIZOJ,O,X,O,O,O,O,X,O,X
LTSIOJZ,O,O,O,O,O,O,X,O,X
LTSIOZJ,O,X,O,O,O,O,X,O,X
LTSJIZO,O,X,X,O,O,O,X,O,X
LTSJIOZ,O,O,O,O,O,O,X,X,X
LTSJZIO,O,X,X,O,O,O,X,O,X
LTSJZOI,O,X,X,O,X,X,X,O,X
LTSJOIZ,O,O,O,O,O,O,X,X,X
LTSJOZI,O,O,X,O,O,O,X,X,X
LTSZIJO,O,X,O,O,O,O,X,O,X
LTSZIOJ,O,X,O,O,O,O,X,O,X
LTSZJIO,O,X,O,O,O,O,X,O,X
LTSZJOI,O,X,O,O,X,X,X,O,X
LTSZOIJ,O,X,O,O,O,O,X,O,X
LTSZOJI,O,X,O,O,O,O,X,O,X
LTSOIJZ,O,O,O,O,O,O,X,O,X
LTSOIZJ,O,X,O,O,O,O,X,O,X
LTSOJIZ,O,O,O,O,O,O,X,O,X
LTSOJZI,O,O,X,O,O,O,X,O,X
LTSOZIJ,O,X,O,O,O,O,X,O,X
LTSOZJI,O,X,O,O,O,O,X,O,X
LTZIJSO,O,O,O,X,X,X,O,O,X
LTZIJOS,O,O,O,X,X,X,O,O,X
LTZISJO,O,O,O,O,X,X,O,O,X
LTZISOJ,O,O,O,O,X,X,O,O,X
LTZIOJS,O,O,O,X,X,X,O,O,X
LTZIOSJ,O,O,O,O,X,X,O,O,X
LTZJISO,O,O,O,X,X,X,O,O,X
LTZJIOS,O,O,O,X,X,X,O,O,X
LTZJSIO,O,O,O,O,X,X,X,O,X
LTZJSOI,O,O,O,O,X,X,X,O,X
LTZJOIS,O,O,O,X,X,X,O,O,X
LTZJOSI,O,O,O,O,X,X,X,O,X
LTZSIJO,O,O,O,O,X,X,X,O,X
LTZSIOJ,O,O,O,O,X,X,X,O,X
LTZSJIO,O,O,O,O,X,X,X,O,X
LTZSJOI,O,O,O,O,X,X,X,O,X
LTZSOIJ,O,O,O,O,X,X,X,O,X
LTZSOJI,O,O,O,O,X,X,X,O,X
LTZOIJS,O,O,O,X,X,X,O,O,X
LTZOISJ,O,O,O,O,X,X,O,O,X
LTZOJIS,O,O,O,X,X,X,O,O,X
LTZOJSI,O,O,O,O,X,X,X,O,X
LTZOSIJ,O,O,O,O,X,X,X,O,X
LTZOSJI,O,O,O,O,X,X,X,O,X
LTOIJSZ,X,O,O,O,O,O,X,O,X
LTOIJZS,O,O,O,X,X,X,O,O,X
LTOISJZ,X,O,O,O,O,O,X,O,X
