sequence,v115@KhB8GeB8EeF8CeB8JeOEJvhF8kBRhBSnBTjBlrB3sB,v115@KhB8GeB8EeF8CeB8Je2EJvhFRhBSnBTjB3kB0rBlsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBRhBGjB1rB8sBXsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBxiB/sBFoB0rB,v115@KhB8GeB8EeF8CeB8Jei/IvhFRhBGjB3kBznBlrBUsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBCjBTkBXoBlrBUsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBcoBxrBXsBlsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhB3iBcoBTkB1rBSxB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBTkBFnBXoB0rBCtB
LOTZJSI,O,O,O,O,X,X,X,O,X
LOTZSIJ,O,O,O,O,X,X,X,O,X
LOTZSJI,O,O,O,O,X,X,X,O,X
LOITJSZ,X,X,O,O,X,O,X,X,X
LOITJZS,X,X,O,X,X,X,O,O,X
LOITSJZ,X,X,O,O,X,O,X,X,X
LOITSZJ,X,X,O,O,X,O,X,X,X
LOITZJS,X,X,O,X,X,X,O,O,X
LOITZSJ,X,X,O,O,X,X,O,O,X
LOIJTSZ,X,X,O,X,X,O,X,X,X
LOIJTZS,X,X,O,X,X,X,O,O,X
LOIJSTZ,X,X,O,O,O,O,X,X,X
LOIJSZT,X,X,O,O,O,O,O,X,X
LOIJZTS,X,X,O,X,X,X,O,X,O
LOIJZST,X,X,O,O,X,X,O,X,X
LOISTJZ,X,X,O,O,O,O,X,X,X
LOISTZJ,X,X,O,O,X,X,X,X,X
LOISJTZ,X,X,O,O,O,O,X,X,X
LOISJZT,X,X,O,O,O,O,O,X,X
LOISZTJ,X,X,X,X,X,X,O,X,X
LOISZJT,X,X,O,O,O,O,O,X,X
LOIZTJS,X,X,O,X,X,X,O,X,O
LOIZTSJ,X,X,O,X,X,X,O,X,O
LOIZJTS,X,X,O,X,X,X,O,X,O
LOIZJST,X,X,O,O,X,X,O,X,X
LOIZSTJ,X,X,X,O,X,X,O,X,X
LOIZSJT,X,X,O,O,X,X,O,X,X
LOJTISZ,X,O,O,O,O,O,X,O,X
LOJTIZS,X,O,O,X,X,X,O,O,X
LOJTSIZ,X,O,O,O,O,O,X,O,X
LOJTSZI,X,O,X,O,O,O,X,O,X
LOJTZIS,X,O,O,X,X,X,O,O,X
LOJTZSI,X,O,O,O,X,X,X,O,X
LOJITSZ,X,X,O,X,X,O,X,X,X
LOJITZS,X,X,O,X,X,X,O,O,X
LOJISTZ,X,X,O,O,O,O,X,X,X
LOJISZT,X,X,O,O,O,O,O,X,X
LOJIZTS,X,X,O,X,X,X,O,X,O
LOJIZST,X,X,O,O,X,X,O,X,X
LOJSTIZ,X,X,O,O,O,O,X,X,X
LOJSTZI,X,X,X,O,O,O,X,X,O
LOJSITZ,X,X,O,O,O,O,X,X,X
LOJSIZT,X,X,O,O,O,O,O,X,X
LOJSZTI,X,X,O,O,O,O,X,X,O
LOJSZIT,X,X,O,O,O,O,O,X,X
LOJZTIS,X,O,O,X,X,X,O,O,O
LOJZTSI,X,O,O,O,X,X,X,O,O
LOJZITS,X,O,O,X,X,X,O,X,O
LOJZIST,X,O,O,O,X,X,O,X,X
LOJZSTI,X,O,O,O,X,X,X,X,O
LOJZSIT,X,O,O,O,X,X,O,X,X
LOSTIJZ,O,X,O,O,O,O,X,X,X
LOSTIZJ,O,X,O,O,O,O,X,X,X
LOSTJIZ,O,X,O,O,O,O,X,X,X
LOSTJZI,O,X,X,O,O,O,X,X,O
LOSTZIJ,O,X,O,O,O,O,X,X,X
LOSTZJI,O,X,O,O,O,O,X,X,X
LOSITJZ,X,X,O,O,O,O,X,X,X
LOSITZJ,O,X,O,O,O,O,X,X,X
LOSIJTZ,X,X,O,O,O,O,X,X,X
LOSIJZT,O,X,O,O,O,O,O,X,X
LOSIZTJ,O,X,X,X,X,X,O,X,X
LOSIZJT,O,X,O,O,O,O,O,X,X
LOSJTIZ,X,X,O,O,O,O,X,X,X
LOSJTZI,X,X,X,O,O,O,X,X,O
LOSJITZ,X,X,O,O,O,O,X,X,X
LOSJIZT,O,X,O,O,O,O,O,X,X
LOSJZTI,O,X,O,O,O,O,X,X,O
LOSJZIT,O,X,O,O,O,O,O,X,X
LOSZTIJ,O,X,O,O,O,O,X,X,O
LOSZTJI,O,X,O,O,O,O,X,X,O
LOSZITJ,O,X,X,O,X,X,O,X,X
LOSZIJT,O,X,O,O,O,O,O,X,X
LOSZJTI,O,X,O,O,O,O,X,X,O
LOSZJIT,O,X,O,O,O,O,O,X,X
LOZTIJS,O,O,O,X,X,X,O,O,O
LOZTISJ,O,O,O,O,X,X,O,O,O
LOZTJIS,O,O,O,X,X,X,O,O,O
LOZTJSI,O,O,O,O,X,X,X,O,O
LOZTSIJ,O,O,O,O,X,X,X,O,O
LOZTSJI,O,O,O,O,X,X,X,O,O
LOZITJS,X,O,O,X,X,X,O,X,O
LOZITSJ,X,X,O,X,X,X,O,X,O
LOZIJTS,X,O,O,X,X,X,O,X,O
LOZIJST,X,O,O,O,X,X,O,X,X
LOZISTJ,X,X,X,O,X,X,O,X,X
LOZISJT,X,O,O,O,X,X,O,X,X
LOZJTIS,O,O,O,X,X,X,O,O,O
LOZJTSI,O,O,O,O,X,X,X,O,O
LOZJITS,X,O,O,X,X,X,O,X,O
LOZJIST,X,O,O,O,X,X,O,X,X
LOZJSTI,O,O,O,O,X,X,X,X,O
LOZJSIT,O,O,O,O,X,X,O,X,X
LOZSTIJ,O,X,O,O,X,X,X,X,O
LOZSTJI,O,X,O,O,X,X,X,X,O
LOZSITJ,O,X,X,O,X,X,O,X,X
LOZSIJT,O,O,O,O,X,X,O,X,X
LOZSJTI,O,O,O,O,X,X,X,X,O
LOZSJIT,O,O,O,O,X,X,O,X,X
JTILSZO,X,X,X,O,O,O,X,O,X
JTILSOZ,X,O,O,O,O,O,X,X,X
JTILZSO,O,X,O,X,X,X,O,O,X
JTILZOS,O,O,O,X,X,X,O,O,X
JTILOSZ,X,O,O,O,X,X,X,X,X
JTILOZS,O,O,O,X,X,X,O,O,X
JTISLZO,X,X,X,O,O,O,X,X,X
JTISLOZ,X,O,O,O,O,O,X,X,X
JTISZLO,X,X,X,O,O,O,X,O,X
JTISZOL,X,X,X,X,X,X,X,O,X
JTISOLZ,X,O,X,O,O,O,X,X,X
JTISOZL,X,X,X,X,O,O,X,X,X
JTIZLSO,O,O,O,X,X,X,O,O,X
JTIZLOS,O,O,O,X,X,X,O,O,X
JTIZSLO,O,O,O,X,O,O,X,O,X
JTIZSOL,O,O,X,X,X,X,X,O,X
JTIZOLS,O,O,O,X,X,X,X,O,X
JTIZOSL,O,O,X,X,X,X,X,O,X
JTIOLSZ,X,O,O,X,O,O,X,X,X
JTIOLZS,O,O,O,X,X,X,X,O,X
JTIOSLZ,X,O,X,X,O,O,X,X,X
JTIOSZL,X,X,X,X,O,O,X,O,X
JTIOZLS,O,O,X,X,X,X,X,O,X
JTIOZSL,O,O,X,X,O,O,X,O,X
JTLISZO,X,X,X,O,O,O,X,O,X
JTLISOZ,X,O,O,O,O,O,X,X,X
JTLIZSO,O,X,O,X,X,X,O,O,X
JTLIZOS,O,O,O,X,X,X,O,O,X
JTLIOSZ,X,O,O,O,X,X,X,O,X
JTLIOZS,O,O,O,X,X,X,O,O,X
JTLSIZO,X,X,X,O,O,O,X,O,X
JTLSIOZ,X,O,O,O,O,O,X,X,X
JTLSZIO,X,X,X,O,O,O,X,O,X
JTLSZOI,X,X,X,O,X,X,X,O,X
JTLSOIZ,X,O,O,O,O,O,X,X,X
JTLSOZI,X,O,X,O,X,X,X,X,X
JTLZISO,O,O,O,X,X,X,O,O,X
JTLZIOS,O,O,O,X,X,X,O,O,X
JTLZSIO,O,O,O,O,X,X,X,O,X
JTLZSOI,O,O,O,O,X,X,X,O,X
JTLZOIS,O,O,O,X,X,X,O,O,X
JTLZOSI,O,O,O,O,X,X,X,O,X
JTLOISZ,X,O,O,O,X,X,X,O,X
JTLOIZS,O,O,O,X,X,X,O,O,X
JTLOSIZ,X,O,O,O,X,X,X,O,X
JTLOSZI,X,O,X,O,X,X,X,O,X
JTLOZIS,O,O,O,X,X,X,O,O,X
JTLOZSI,O,O,O,O,X,X,X,O,X
JTSILZO,O,X,X,O,O,O,X,X,X
JTSILOZ,O,O,O,O,O,O,X,X,X
JTSIZLO,O,X,X,O,O,O,X,O,X
JTSIZOL,O,X,X,X,X,X,X,O,X
JTSIOLZ,O,O,X,O,O,O,X,X,X
JTSIOZL,O,X,X,X,O,O,X,X,X
JTSLIZO,O,X,X,O,O,O,X,O,X
JTSLIOZ,O,O,O,O,O,O,X,X,X
JTSLZIO,O,X,X,O,O,O,X,O,X
JTSLZOI,O,X,X,O,X,X,X,O,X
JTSLOIZ,O,O,O,O,O,O,X,X,X
JTSLOZI,O,O,X,O,O,O,X,X,X
JTSZILO,O,O,X,O,O,O,X,O,X
JTSZIOL,O,O,X,X,X,X,X,O,X
JTSZLIO,O,O,X,O,O,O,X,O,X
JTSZLOI,O,O,X,O,X,X,X,O,X
JTSZOIL,O,O,X,X,X,X,X,O,X
JTSZOLI,O,O,X,X,X,X,X,X,X
JTSOILZ,O,O,X,O,O,O,X,X,X
JTSOIZL,O,X,X,X,O,O,X,X,X
JTSOLIZ,O,O,X,O,O,O,X,X,X
JTSOLZI,O,O,X,O,O,O,X,X,X
JTSOZIL,O,O,X,X,O,O,X,X,X
JTSOZLI,O,O,X,X,O,O,X,X,X
JTZILSO,O,O,O,X,X,X,O,O,X
JTZILOS,O,O,O,X,X,X,O,O,X
JTZISLO,O,O,O,X,O,O,X,O,X
JTZISOL,O,O,X,X,X,X,X,O,X
JTZIOLS,O,O,O,X,X,X,X,O,X
JTZIOSL,O,O,X,X,X,X,X,O,X
JTZLISO,O,O,O,X,X,X,O,O,X
JTZLIOS,O,O,O,X,X,X,O,O,X
JTZLSIO,O,O,O,O,X,X,X,O,X
JTZLSOI,O,O,O,O,X,X,X,O,X
JTZLOIS,O,O,O,X,X,X,O,O,X
JTZLOSI,O,O,O,O,X,X,X,O,X
JTZSILO,O,O,O,O,O,O,X,O,X
JTZSIOL,O,O,X,O,X,X,X,O,X
JTZSLIO,O,O,O,O,O,O,X,O,X
JTZSLOI,O,O,O,O,X,X,X,O,X
JTZSOIL,O,O,X,O,X,X,X,O,X
JTZSOLI,O,O,X,O,X,X,X,O,X
JTZOILS,O,O,O,X,X,X,X,O,X
JTZOISL,O,O,X,X,X,X,X,O,X
JTZOLIS,O,O,O,X,X,X,X,O,X
JTZOLSI,O,O,O,X,X,X,X,O,X
JTZOSIL,O,O,X,X,X,X,X,O,X
JTZOSLI,O,O,X,X,X,X,X,O,X
JTOILSZ,X,O,O,X,O,O,X,O,X
JTOILZS,O,O,O,X,X,X,X,O,X
JTOISLZ,X,O,X,X,O,O,X,X,X
JTOISZL,X,X,X,X,O,O,X,O,X
JTOIZLS,O,O,X,X,X,X,X,O,X
JTOIZSL,O,O,X,X,O,O,X,O,X
JTOLISZ,X,O,O,X,O,O,X,O,X
JTOLIZS,O,O,O,X,X,X,X,O,X
JTOLSIZ,X,O,O,X,O,O,X,O,X
JTOLSZI,X,O,X,X,O,O,X,O,X
JTOLZIS,O,O,O,X,X,X,X,O,X
JTOLZSI,O,O,X,X,X,X,X,O,X
JTOSILZ,O,O,X,X,O,O,X,X,X
JTOSIZL,O,X,X,X,O,O,X,O,X
JTOSLIZ,O,O,X,X,O,O,X,O,X
JTOSLZI,O,O,X,X,O,O,X,O,X
JTOSZIL,O,O,X,X,O,O,X,O,X
JTOSZLI,O,O,X,X,O,O,X,O,X
JTOZILS,O,O,X,X,X,X,X,O,X
JTOZISL,O,O,X,X,O,O,X,O,X
JTOZLIS,O,O,X,X,X,X,X,O,X
JTOZLSI,O,O,X,X,X,X,X,O,X
JTOZSIL,O,O,X,X,O,O,X,O,X
JTOZSLI,O,O,X,X,O,O,X,O,X
JITLSZO,X,X,X,X,O,O,X,O,X
JITLSOZ,X,O,O,X,O,O,X,X,X
JITLZSO,O,X,O,X,X,X,O,O,X
JITLZOS,O,O,O,X,X,X,O,O,X
JITLOSZ,X,O,O,X,X,X,X,X,X
JITLOZS,O,O,O,X,X,X,O,O,X
JITSLZO,X,X,X,X,O,O,X,X,X
JITSLOZ,X,O,O,X,O,O,X,X,X
JITSZLO,X,X,X,X,O,O,X,O,X
JITSZOL,X,X,X,X,X,X,X,O,X
JITSOLZ,X,O,X,X,O,O,X,X,X
JITSOZL,X,X,X,X,O,O,X,X,X
JITZLSO,O,O,O,X,X,X,O,O,X
JITZLOS,O,O,O,X,X,X,O,O,X
JITZSLO,O,O,O,X,O,O,X,O,X
JITZSOL,O,O,X,X,X,X,X,O,X
JITZOLS,O,O,O,X,X,X,X,O,X
JITZOSL,O,O,X,X,X,X,X,O,X
JITOLSZ,X,O,O,X,O,O,X,X,X
JITOLZS,O,O,O,X,X,X,X,O,X
JITOSLZ,X,O,X,X,O,O,X,X,X
JITOSZL,X,X,X,X,O,O,X,O,X
JITOZLS,O,O,X,X,X,X,X,O,X
JITOZSL,O,O,X,X,O,O,X,O,X
JILTSZO,X,X,X,X,X,O,X,X,X
JILTSOZ,X,O,O,X,X,O,X,X,X
JILTZSO,X,X,O,X,X,X,O,O,X
JILTZOS,X,O,O,X,X,X,O,X,X
JILTOSZ,X,O,O,X,X,X,X,X,X
JILTOZS,X,O,O,X,X,X,O,X,X
JILSTZO,X,X,X,O,O,O,X,X,X
JILSTOZ,X,X,X,O,O,O,X,X,X
JILSZTO,X,X,X,X,O,O,O,X,X
JILSZOT,X,X,X,O,O,O,O,X,X
JILSOTZ,X,X,O,O,O,O,X,X,X
JILSOZT,X,X,O,O,O,O,O,X,X
JILZTSO,X,O,O,X,X,X,O,X,X
JILZTOS,X,O,O,X,X,X,O,X,X
JILZSTO,X,X,X,O,X,X,O,X,X
JILZSOT,X,O,O,O,X,X,O,X,X
JILZOTS,X,O,O,X,X,X,O,X,X
JILZOST,X,O,O,O,X,X,O,X,X
JILOTSZ,X,X,O,X,X,X,X,X,X
JILOTZS,X,X,O,X,X,X,O,X,X
JILOSTZ,X,X,O,O,X,X,X,X,X
JILOSZT,X,X,O,O,X,X,O,X,X
JILOZTS,X,X,O,X,X,X,O,X,X
JILOZST,X,X,O,O,X,X,O,X,X
JISTLZO,X,X,X,O,O,O,X,X,X
JISTLOZ,X,O,X,O,O,O,X,X,X
JISTZLO,X,X,X,O,O,O,X,O,X
JISTZOL,X,X,X,X,X,X,X,O,X
JISTOLZ,X,O,X,O,O,O,X,X,X
JISTOZL,X,X,X,X,O,X,X,X,X
JISLTZO,X,X,X,O,O,O,X,X,X
JISLTOZ,X,X,X,O,O,O,X,X,X
JISLZTO,O,X,X,X,O,O,O,X,X
JISLZOT,O,X,X,O,O,O,O,X,X
JISLOTZ,X,X,O,O,O,O,X,X,X
JISLOZT,O,X,O,O,O,O,O,X,X
JISZTLO,O,O,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,X,X
JISZLTO,O,X,X,X,O,O,O,X,X
JISZLOT,O,O,X,O,O,O,O,X,X
JISZOTL,O,X,X,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,O,O,X,X,X
JISOTZL,X,X,X,X,O,X,X,X,X
JISOLTZ,X,X,X,O,O,O,X,X,X
JISOLZT,O,X,X,O,O,O,X,X,X
JISOZTL,O,X,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,O,O,X,X,X
JIZTLSO,O,O,O,X,X,X,O,O,X
JIZTLOS,O,O,O,X,X,X,O,O,X
JIZTSLO,O,O,O,X,X,O,X,O,X
JIZTSOL,O,O,X,X,X,X,X,O,O
JIZTOLS,O,O,O,X,X,X,X,X,O
JIZTOSL,O,O,X,X,X,X,X,O,O
JIZLTSO,O,O,O,X,X,X,O,X,X
JIZLTOS,O,O,O,X,X,X,O,X,X
JIZLSTO,O,X,X,O,X,X,O,X,X
JIZLSOT,O,O,O,O,X,X,O,X,X
JIZLOTS,X,O,O,X,X,X,O,X,X
JIZLOST,X,O,O,O,X,X,O,X,X
JIZSTLO,O,O,X,O,X,X,X,X,X
JIZSTOL,O,O,X,O,X,X,X,X,X
JIZSLTO,O,X,X,O,O,O,O,X,X
JIZSLOT,O,O,O,O,O,O,O,X,X
JIZSOTL,O,X,X,X,X,X,X,X,X
JIZSOLT,O,O,X,O,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,X,O
JIZOTSL,O,O,X,X,X,X,X,X,O
JIZOLTS,X,O,O,X,X,X,O,X,O
JIZOLST,X,O,O,X,X,X,O,X,X
JIZOSTL,O,X,X,X,X,X,X,X,O
JIZOSLT,O,O,X,X,X,X,X,X,X
JIOTLSZ,X,O,X,X,O,O,X,X,X
JIOTLZS,X,O,X,X,X,X,X,O,X
JIOTSLZ,X,O,X,X,O,O,X,X,X
JIOTSZL,X,X,X,X,O,O,X,O,X
JIOTZLS,X,O,X,X,X,X,X,O,O
JIOTZSL,X,O,X,X,O,O,X,O,O
JIOLTSZ,X,X,O,X,X,O,X,X,X
JIOLTZS,X,X,O,X,X,X,O,O,X
JIOLSTZ,X,X,O,X,O,O,X,X,X
JIOLSZT,X,X,O,X,O,O,O,X,X
JIOLZTS,X,X,O,X,X,X,O,X,O
JIOLZST,X,X,O,X,X,X,O,X,X
JIOSTLZ,X,X,X,X,O,O,X,X,X
JIOSTZL,X,X,X,X,O,O,X,O,X
JIOSLTZ,X,X,X,X,O,O,X,X,X
JIOSLZT,X,X,X,X,O,O,X,X,X
JIOSZTL,X,X,X,X,X,X,X,X,O
JIOSZLT,X,X,X,X,O,O,X,X,X
JIOZTLS,X,O,X,X,X,X,X,O,O
JIOZTSL,X,O,X,X,X,O,X,O,O
JIOZLTS,X,O,X,X,X,X,O,X,O
JIOZLST,X,O,X,X,X,X,O,X,X
JIOZSTL,X,X,X,X,X,X,X,X,O
JIOZSLT,X,O,X,X,O,O,X,X,X
JLTISZO,X,X,X,O,O,O,X,O,X
JLTISOZ,X,O,O,O,O,O,X,X,X
JLTIZSO,X,X,O,X,X,X,O,O,X
JLTIZOS,X,O,O,X,X,X,O,O,X
JLTIOSZ,X,O,O,O,X,X,X,X,X
JLTIOZS,X,O,O,X,X,X,O,O,X
JLTSIZO,X,X,X,O,O,O,X,O,X
JLTSIOZ,X,O,O,O,O,O,X,X,X
JLTSZIO,X,X,X,O,O,O,X,O,X
JLTSZOI,X,X,X,O,X,X,X,O,X
JLTSOIZ,X,O,O,O,O,O,X,X,X
JLTSOZI,X,O,X,O,X,X,X,X,X
JLTZISO,X,O,O,X,X,X,O,O,X
JLTZIOS,X,O,O,X,X,X,O,O,X
JLTZSIO,X,O,O,O,X,X,X,O,X
JLTZSOI,X,O,O,O,X,X,X,O,X
JLTZOIS,X,O,O,X,X,X,O,O,X
JLTZOSI,X,O,O,O,X,X,X,O,X
JLTOISZ,X,O,O,O,X,X,X,X,X
JLTOIZS,X,O,O,X,X,X,O,O,X
JLTOSIZ,X,O,O,O,X,X,X,X,X
JLTOSZI,X,O,X,O,X,X,X,X,X
JLTOZIS,X,O,O,X,X,X,O,O,X
JLTOZSI,X,O,O,O,X,X,X,O,X
JLITSZO,X,X,X,X,X,O,X,X,X
JLITSOZ,X,O,O,X,X,O,X,X,X
JLITZSO,X,X,O,X,X,X,O,O,X
JLITZOS,X,O,O,X,X,X,O,X,X
JLITOSZ,X,O,O,X,X,X,X,X,X
JLITOZS,X,O,O,X,X,X,O,X,X
JLISTZO,X,X,X,O,O,O,X,X,X
JLISTOZ,X,X,X,O,O,O,X,X,X
JLISZTO,X,X,X,X,O,O,O,X,X
JLISZOT,X,X,X,O,O,O,O,X,X
JLISOTZ,X,X,O,O,O,O,X,X,X
JLISOZT,X,X,O,O,O,O,O,X,X
JLIZTSO,X,O,O,X,X,X,O,X,X
JLIZTOS,X,O,O,X,X,X,O,X,X
JLIZSTO,X,X,X,O,X,X,O,X,X
JLIZSOT,X,O,O,O,X,X,O,X,X
JLIZOTS,X,O,O,X,X,X,O,X,X
JLIZOST,X,O,O,O,X,X,O,X,X
JLIOTSZ,X,X,O,X,X,X,X,X,X
JLIOTZS,X,X,O,X,X,X,O,X,X
JLIOSTZ,X,X,O,O,X,X,X,X,X
JLIOSZT,X,X,O,O,X,X,O,X,X
JLIOZTS,X,X,O,X,X,X,O,X,X
JLIOZST,X,X,O,O,X,X,O,X,X
JLSTIZO,X,X,X,O,O,O,X,X,X
JLSTIOZ,X,X,O,O,O,O,X,X,X
JLSTZIO,X,X,X,O,O,O,X,X,X
JLSTZOI,X,X,X,O,X,X,X,X,X
JLSTOIZ,X,X,O,O,O,O,X,X,X
JLSTOZI,X,X,X,O,O,X,X,X,X
JLSITZO,X,X,X,O,O,O,X,X,X
JLSITOZ,X,X,X,O,O,O,X,X,X
JLSIZTO,X,X,X,X,O,O,O,X,X
JLSIZOT,X,X,X,O,O,O,O,X,X
JLSIOTZ,X,X,O,O,O,O,X,X,X
JLSIOZT,X,X,O,O,O,O,O,X,X
JLSZTIO,X,X,O,O,O,O,X,X,X
JLSZTOI,X,X,O,O,X,X,X,X,X
JLSZITO,X,X,X,O,O,O,O,X,X
JLSZIOT,X,X,O,O,O,O,O,X,X
JLSZOTI,X,X,O,O,O,X,X,X,X
JLSZOIT,X,X,O,O,O,X,O,X,X
JLSOTIZ,X,X,O,O,O,O,X,X,X
JLSOTZI,X,X,X,O,O,X,X,X,X
JLSOITZ,X,X,O,O,O,O,X,X,X
JLSOIZT,X,X,O,O,O,O,O,X,X
JLSOZTI,X,X,O,O,O,X,X,X,X
JLSOZIT,X,X,O,O,O,X,O,X,X
JLZTISO,X,O,O,X,X,X,O,O,X
JLZTIOS,X,O,O,X,X,X,O,O,X
JLZTSIO,X,O,O,O,X,X,X,O,X
JLZTSOI,X,O,O,O,X,X,X,O,X
JLZTOIS,X,O,O,X,X,X,O,O,X
JLZTOSI,X,O,O,O,X,X,X,O,X
JLZITSO,X,O,O,X,X,X,O,X,X
JLZITOS,X,O,O,X,X,X,O,X,X
JLZISTO,X,X,X,O,X,X,O,X,X
JLZISOT,X,O,O,O,X,X,O,X,X
JLZIOTS,X,O,O,X,X,X,O,X,X
JLZIOST,X,O,O,O,X,X,O,X,X
JLZSTIO,X,X,O,O,X,X,X,X,X
JLZSTOI,X,X,O,O,X,X,X,X,X
JLZSITO,X,X,X,O,X,X,O,X,X
JLZSIOT,X,O,O,O,X,X,O,X,X
JLZSOTI,X,O,O,O,X,X,X,X,X
JLZSOIT,X,O,O,O,X,X,O,X,X
JLZOTIS,X,O,O,X,X,X,O,X,X
JLZOTSI,X,O,O,O,X,X,X,X,X
JLZOITS,X,O,O,X,X,X,O,X,X
JLZOIST,X,O,O,O,X,X,O,X,X
JLZOSTI,X,O,O,O,X,X,X,X,X
JLZOSIT,X,O,O,O,X,X,O,X,X
JLOTISZ,X,O,O,O,O,X,X,X,X
JLOTIZS,X,O,O,X,X,X,O,X,X
JLOTSIZ,X,O,O,O,O,X,X,X,X
JLOTSZI,X,O,X,O,O,X,X,X,X
JLOTZIS,X,O,O,X,X,X,O,X,X
JLOTZSI,X,O,O,O,X,X,X,X,X
JLOITSZ,X,X,O,X,X,X,X,X,X
JLOITZS,X,X,O,X,X,X,O,X,X
JLOISTZ,X,X,O,O,O,X,X,X,X
JLOISZT,X,X,O,O,O,X,O,X,X
JLOIZTS,X,X,O,X,X,X,O,X,X
JLOIZST,X,X,O,O,X,X,O,X,X
JLOSTIZ,X,X,O,O,O,X,X,X,X
JLOSTZI,X,X,X,O,O,X,X,X,X
JLOSITZ,X,X,O,O,O,X,X,X,X
JLOSIZT,X,X,O,O,O,X,O,X,X
JLOSZTI,X,X,O,O,O,X,X,X,X
JLOSZIT,X,X,O,O,O,X,O,X,X
JLOZTIS,X,O,O,X,X,X,O,X,X
JLOZTSI,X,O,O,O,X,X,X,X,X
JLOZITS,X,O,O,X,X,X,O,X,X
JLOZIST,X,O,O,O,X,X,O,X,X
JLOZSTI,X,O,O,O,X,X,X,X,X
JLOZSIT,X,O,O,O,X,X,O,X,X
JSTILZO,O,X,X,O,O,O,X,X,X
JSTILOZ,O,O,O,O,O,O,X,X,X
JSTIZLO,O,X,X,O,O,O,X,O,X
JSTIZOL,O,X,X,X,X,X,X,O,X
JSTIOLZ,O,O,X,O,O,O,X,X,X
JSTIOZL,O,X,X,X,O,O,X,X,X
JSTLIZO,O,X,X,O,O,O,X,O,X
JSTLIOZ,O,O,O,O,O,O,X,X,X
JSTLZIO,O,X,X,O,O,O,X,O,X
JSTLZOI,O,X,X,O,X,X,X,O,X
JSTLOIZ,O,O,O,O,O,O,X,X,X
JSTLOZI,O,O,X,O,O,O,X,X,X
JSTZILO,O,O,X,O,O,O,X,O,X
JSTZIOL,O,O,X,X,X,X,X,O,X
JSTZLIO,O,O,X,O,O,O,X,O,X
JSTZLOI,O,O,X,O,X,X,X,O,X
JSTZOIL,O,O,X,X,X,X,X,O,X
JSTZOLI,O,O,X,X,X,X,X,X,X
JSTOILZ,O,O,X,O,O,O,X,X,X
JSTOIZL,O,X,X,X,O,O,X,X,O
JSTOLIZ,O,O,X,O,O,O,X,X,X
JSTOLZI,O,O,X,O,O,O,X,X,O
JSTOZIL,O,O,X,X,O,O,X,X,O
JSTOZLI,O,O,X,X,O,O,X,X,O
JSITLZO,X,X,X,O,O,O,X,X,X
JSITLOZ,X,O,X,O,O,O,X,X,X
JSITZLO,X,X,X,O,O,O,X,O,X
JSITZOL,X,X,X,X,X,X,X,O,X
JSITOLZ,X,O,X,O,O,O,X,X,X
JSITOZL,X,X,X,X,O,X,X,X,X
JSILTZO,X,X,X,O,O,O,X,X,X
JSILTOZ,X,X,X,O,O,O,X,X,X
JSILZTO,O,X,X,X,O,O,O,X,X
JSILZOT,O,X,X,O,O,O,O,X,X
JSILOTZ,X,X,O,O,O,O,X,X,X
JSILOZT,O,X,O,O,O,O,O,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,X,X
JSIZLTO,O,X,X,X,O,O,O,X,X
JSIZLOT,O,O,X,O,O,O,O,X,X
JSIZOTL,O,X,X,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,O,O,X,X,X
JSIOTZL,X,X,X,X,O,X,X,X,X
JSIOLTZ,X,X,X,O,O,O,X,X,X
JSIOLZT,O,X,X,O,O,O,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,O,O,X,X,X
JSLTIZO,X,X,X,O,O,O,X,X,X
JSLTIOZ,X,X,O,O,O,O,X,X,X
JSLTZIO,X,X,X,O,O,O,X,X,X
JSLTZOI,X,X,X,O,X,X,X,X,X
JSLTOIZ,X,X,O,O,O,O,X,X,X
JSLTOZI,X,X,X,O,O,O,X,X,X
JSLITZO,X,X,X,O,O,O,X,X,X
JSLITOZ,X,X,X,O,O,O,X,X,X
JSLIZTO,O,X,X,X,O,O,O,X,X
JSLIZOT,O,X,X,O,O,O,O,X,X
JSLIOTZ,X,X,O,O,O,O,X,X,X
JSLIOZT,O,X,O,O,O,O,O,X,X
JSLZTIO,O,X,O,O,O,O,X,X,X
JSLZTOI,O,X,O,O,X,X,X,X,X
JSLZITO,O,X,X,O,O,O,O,X,X
JSLZIOT,O,X,O,O,O,O,O,X,X
JSLZOTI,O,X,O,O,O,X,X,X,X
JSLZOIT,O,X,O,O,O,X,O,X,X
