sequence,v115@PhC8HeC8BeF8JeT/IvhF/lBxiBimB1sBGmBUqB,v115@PhC8HeC8BeF8Je/EJvhFUgBxiBimB1sBGmBTqB,v115@PhC8HeC8BeF8Je2EJvhFXhBxiB1rB0nBClBTqB,v115@PhC8HeC8BeF8Je/EJvhFFgBSmBxiB0nB2rBTqB,v115@PhC8HeC8BeF8JeaGJvhFumBcnBxkBlkBXoBTqB,v115@PhC8HeC8BeF8Je2EJvhFRgBzlBCnBFnBXoBUqB,v115@PhC8HeC8BeF8Je/EJvhFRgBmlBCnBUnBFoBTqB,v115@PhC8HeC8BeF8JeeGJvhFxkBFnB0kBCnBXoBTqB
JTZSOLI,O,X,O,X,X,X,X,X
JTZOILS,O,X,O,X,O,O,X,X
JTZOISL,O,X,O,X,X,X,X,X
JTZOLIS,O,X,O,X,O,O,X,X
JTZOLSI,O,X,O,X,X,O,X,X
JTZOSIL,O,X,O,X,X,X,X,X
JTZOSLI,O,X,O,X,X,X,X,X
JTOILSZ,X,O,X,X,X,O,X,O
JTOILZS,O,X,X,X,O,O,X,O
JTOISLZ,X,O,X,X,X,X,X,O
JTOISZL,X,O,O,X,X,X,X,O
JTOIZLS,O,X,O,X,O,X,X,O
JTOIZSL,O,X,O,X,X,X,X,O
JTOLISZ,X,O,X,X,X,O,X,X
JTOLIZS,O,X,X,X,O,O,X,X
JTOLSIZ,X,O,X,X,X,O,X,X
JTOLSZI,X,O,O,X,X,O,X,X
JTOLZIS,O,X,O,X,O,O,X,X
JTOLZSI,O,X,O,X,X,O,X,X
JTOSILZ,X,O,X,X,X,X,X,X
JTOSIZL,X,O,O,X,X,X,X,X
JTOSLIZ,X,O,X,X,X,X,X,X
JTOSLZI,X,O,O,X,X,X,X,X
JTOSZIL,X,O,O,X,X,X,X,X
JTOSZLI,X,O,O,X,X,X,X,X
JTOZILS,O,X,O,X,O,X,X,X
JTOZISL,O,X,O,X,X,X,X,X
JTOZLIS,O,X,O,X,O,X,X,X
JTOZLSI,O,X,O,X,X,X,X,X
JTOZSIL,O,X,O,X,X,X,X,X
JTOZSLI,O,X,O,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,O
JITLSOZ,X,O,X,X,X,X,X,O
JITLZSO,O,X,X,X,O,X,X,O
JITLZOS,O,X,X,X,O,X,X,O
JITLOSZ,X,O,X,X,X,X,X,O
JITLOZS,O,X,X,X,X,X,X,O
JITSLZO,X,O,X,X,X,X,X,O
JITSLOZ,X,O,X,X,X,X,X,O
JITSZLO,X,O,O,X,X,X,X,O
JITSZOL,X,X,O,X,X,X,X,O
JITSOLZ,X,O,X,X,X,X,X,O
JITSOZL,X,O,X,X,X,X,X,O
JITZLSO,O,X,O,X,O,X,X,O
JITZLOS,O,X,X,X,O,X,X,O
JITZSLO,O,X,O,X,X,X,X,O
JITZSOL,O,X,O,X,X,X,X,O
JITZOLS,O,X,X,X,X,O,X,O
JITZOSL,O,X,O,X,X,X,X,O
JITOLSZ,X,O,X,X,X,O,X,O
JITOLZS,O,X,X,X,X,O,X,O
JITOSLZ,X,O,X,X,X,X,X,O
JITOSZL,X,O,X,X,X,X,X,O
JITOZLS,O,X,X,X,X,X,X,O
JITOZSL,O,X,X,X,X,X,X,O
JILTSZO,X,X,X,X,X,X,X,O
JILTSOZ,X,X,X,X,X,X,X,O
JILTZSO,X,X,X,X,O,X,X,O
JILTZOS,X,X,X,X,O,X,X,O
JILTOSZ,X,X,X,X,X,X,X,O
JILTOZS,X,X,X,X,X,X,X,O
JILSTZO,X,X,X,X,X,X,O,X
JILSTOZ,X,X,X,X,X,X,O,X
JILSZTO,X,X,X,X,O,X,O,X
JILSZOT,X,X,X,X,O,X,O,X
JILSOTZ,X,X,X,X,X,X,O,X
JILSOZT,X,X,X,X,X,X,O,X
JILZTSO,X,X,O,X,O,X,X,X
JILZTOS,X,X,X,X,O,X,X,X
JILZSTO,X,X,X,X,O,X,X,X
JILZSOT,X,X,X,X,O,X,X,X
JILZOTS,X,X,X,X,O,O,X,X
JILZOST,X,X,X,X,O,O,X,X
JILOTSZ,X,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,O,O,X,X
JILOSTZ,X,X,X,X,X,O,X,X
JILOSZT,X,X,X,X,O,O,X,X
JILOZTS,X,X,X,X,O,O,X,X
JILOZST,X,X,X,X,O,O,X,X
JISTLZO,X,O,X,X,X,X,O,O
JISTLOZ,X,O,X,X,X,X,O,O
JISTZLO,X,O,X,X,X,X,X,O
JISTZOL,X,X,X,X,X,X,X,O
JISTOLZ,X,O,X,X,X,X,X,O
JISTOZL,X,O,X,X,X,X,X,O
JISLTZO,X,X,X,X,X,X,O,X
JISLTOZ,X,X,X,X,X,X,O,X
JISLZTO,X,X,X,X,O,X,O,X
JISLZOT,X,X,X,X,O,X,O,X
JISLOTZ,X,X,X,X,X,X,O,X
JISLOZT,X,X,X,X,X,X,O,X
JISZTLO,X,O,O,X,X,X,X,X
JISZTOL,X,X,O,X,X,X,X,X
JISZLTO,X,X,X,X,O,X,O,X
JISZLOT,X,X,X,X,O,X,O,X
JISZOTL,X,X,X,O,X,X,X,X
JISZOLT,X,X,X,O,X,O,X,X
JISOTLZ,X,O,X,X,X,X,X,X
JISOTZL,X,O,X,O,X,X,X,X
JISOLTZ,X,X,X,X,X,O,O,X
JISOLZT,X,X,X,X,X,O,O,X
JISOZTL,X,O,X,O,X,X,X,X
JISOZLT,X,X,X,O,X,X,X,X
JIZTLSO,O,X,O,X,O,X,X,O
JIZTLOS,O,X,X,X,O,X,X,O
JIZTSLO,O,X,O,X,X,X,X,O
JIZTSOL,O,X,O,X,X,X,X,O
JIZTOLS,O,X,O,X,X,O,X,O
JIZTOSL,O,X,O,X,X,X,X,O
JIZLTSO,X,X,O,X,O,X,X,X
JIZLTOS,X,X,X,X,O,X,X,X
JIZLSTO,X,X,X,X,O,X,X,X
JIZLSOT,X,X,X,X,O,X,X,X
JIZLOTS,X,X,X,X,O,O,X,X
JIZLOST,X,X,X,X,O,O,X,X
JIZSTLO,O,X,O,X,X,X,X,X
JIZSTOL,O,X,O,X,X,X,X,X
JIZSLTO,X,X,X,X,O,X,X,X
JIZSLOT,X,X,X,X,O,X,X,X
JIZSOTL,O,X,X,O,X,X,X,X
JIZSOLT,X,X,X,O,X,O,X,X
JIZOTLS,O,X,X,X,O,O,X,X
JIZOTSL,O,X,O,X,X,X,X,X
JIZOLTS,X,X,X,X,O,O,X,X
JIZOLST,X,X,X,O,O,O,X,X
JIZOSTL,O,X,X,O,X,X,X,X
JIZOSLT,X,X,X,O,O,O,X,X
JIOTLSZ,X,O,X,X,X,O,X,O
JIOTLZS,O,X,X,X,O,O,X,O
JIOTSLZ,X,O,X,X,X,X,X,O
JIOTSZL,X,O,X,X,X,X,X,O
JIOTZLS,O,X,X,X,O,X,X,O
JIOTZSL,O,X,X,X,X,X,X,O
JIOLTSZ,X,X,X,X,X,O,X,X
JIOLTZS,X,X,X,X,O,O,X,X
JIOLSTZ,X,X,X,X,X,O,X,X
JIOLSZT,X,X,X,X,O,O,X,X
JIOLZTS,X,X,X,X,O,O,X,X
JIOLZST,X,X,X,X,O,O,X,X
JIOSTLZ,X,O,X,X,X,X,X,X
JIOSTZL,X,O,X,O,X,X,X,X
JIOSLTZ,X,X,X,X,X,O,X,X
JIOSLZT,X,X,X,X,O,O,X,X
JIOSZTL,X,O,X,O,X,X,X,X
JIOSZLT,X,X,X,O,O,X,X,X
JIOZTLS,O,X,X,X,O,O,X,X
JIOZTSL,O,X,O,X,X,X,X,X
JIOZLTS,X,X,X,X,O,O,X,X
JIOZLST,X,X,X,O,O,O,X,X
JIOZSTL,O,X,X,O,X,X,X,X
JIOZSLT,X,X,X,O,O,O,X,X
JLTISZO,X,X,X,X,X,X,X,O
JLTISOZ,X,X,X,X,X,X,X,O
JLTIZSO,X,X,X,X,O,X,X,O
JLTIZOS,X,X,X,X,O,X,X,O
JLTIOSZ,X,X,X,X,X,X,X,O
JLTIOZS,X,X,X,X,X,X,X,O
JLTSIZO,X,X,X,X,X,X,O,X
JLTSIOZ,X,X,X,X,X,X,O,X
JLTSZIO,X,X,O,X,X,X,O,X
JLTSZOI,X,X,O,X,X,X,O,X
JLTSOIZ,X,X,X,X,X,X,O,X
JLTSOZI,X,X,X,X,X,X,O,X
JLTZISO,X,X,O,X,O,X,X,X
JLTZIOS,X,X,X,X,O,X,X,X
JLTZSIO,X,X,O,X,X,X,X,X
JLTZSOI,X,X,O,X,X,X,X,X
JLTZOIS,X,X,X,X,O,O,X,X
JLTZOSI,X,X,X,X,X,O,X,X
JLTOISZ,X,X,X,X,X,O,X,X
JLTOIZS,X,X,X,X,O,O,X,X
JLTOSIZ,X,X,X,X,X,O,X,X
JLTOSZI,X,X,X,X,X,O,X,X
JLTOZIS,X,X,X,X,O,O,X,X
JLTOZSI,X,X,X,X,X,O,X,X
JLITSZO,X,X,X,X,X,X,X,O
JLITSOZ,X,X,X,X,X,X,X,O
JLITZSO,X,X,X,X,O,X,X,O
JLITZOS,X,X,X,X,O,X,X,O
JLITOSZ,X,X,X,X,X,X,X,O
JLITOZS,X,X,X,X,X,X,X,O
JLISTZO,X,X,X,X,X,X,O,X
JLISTOZ,X,X,X,X,X,X,O,X
JLISZTO,X,X,X,X,O,X,O,X
JLISZOT,X,X,X,X,O,X,O,X
JLISOTZ,X,X,X,X,X,X,O,X
JLISOZT,X,X,X,X,X,X,O,X
JLIZTSO,X,X,O,X,O,X,X,X
JLIZTOS,X,X,X,X,O,X,X,X
JLIZSTO,X,X,X,X,O,X,X,X
JLIZSOT,X,X,X,X,O,X,X,X
JLIZOTS,X,X,X,X,O,O,X,X
JLIZOST,X,X,X,X,O,O,X,X
JLIOTSZ,X,X,X,X,X,O,X,X
JLIOTZS,X,X,X,X,O,O,X,X
JLIOSTZ,X,X,X,X,X,O,X,X
JLIOSZT,X,X,X,X,O,O,X,X
JLIOZTS,X,X,X,X,O,O,X,X
JLIOZST,X,X,X,X,O,O,X,X
JLSTIZO,X,X,X,X,X,X,O,X
JLSTIOZ,X,X,X,X,X,X,O,X
JLSTZIO,X,X,X,X,X,X,O,X
JLSTZOI,X,X,X,X,X,X,O,X
JLSTOIZ,X,X,X,X,X,X,O,X
JLSTOZI,X,X,X,X,X,X,O,X
JLSITZO,X,X,X,X,X,X,O,X
JLSITOZ,X,X,X,X,X,X,O,X
JLSIZTO,X,X,X,X,O,X,O,X
JLSIZOT,X,X,X,X,O,X,O,X
JLSIOTZ,X,X,X,X,X,X,O,X
JLSIOZT,X,X,X,X,X,X,O,X
JLSZTIO,X,X,X,X,X,X,O,X
JLSZTOI,X,X,X,X,X,X,O,X
JLSZITO,X,X,X,X,O,X,O,X
JLSZIOT,X,X,X,X,O,X,O,X
JLSZOTI,X,X,X,X,X,O,O,X
JLSZOIT,X,X,X,X,O,O,O,X
JLSOTIZ,X,X,X,X,X,O,O,X
JLSOTZI,X,X,X,X,X,O,O,X
JLSOITZ,X,X,X,X,X,O,O,X
JLSOIZT,X,X,X,X,O,O,O,X
JLSOZTI,X,X,X,X,X,O,O,X
JLSOZIT,X,X,X,X,O,O,O,X
JLZTISO,X,X,O,X,O,X,X,X
JLZTIOS,X,X,X,X,O,X,X,X
JLZTSIO,X,X,O,X,X,X,X,X
JLZTSOI,X,X,O,X,X,X,X,X
JLZTOIS,X,X,X,X,O,O,X,X
JLZTOSI,X,X,X,X,X,O,X,X
JLZITSO,X,X,O,X,O,X,X,X
JLZITOS,X,X,X,X,O,X,X,X
JLZISTO,X,X,X,X,O,X,X,X
JLZISOT,X,X,X,X,O,X,X,X
JLZIOTS,X,X,X,X,O,O,X,X
JLZIOST,X,X,X,X,O,O,X,X
JLZSTIO,X,X,X,X,X,X,O,X
JLZSTOI,X,X,X,X,X,X,O,X
JLZSITO,X,X,X,X,O,X,O,X
JLZSIOT,X,X,X,X,O,X,O,X
JLZSOTI,X,X,X,X,X,O,O,X
JLZSOIT,X,X,X,X,O,O,O,X
JLZOTIS,X,X,X,X,O,O,X,X
JLZOTSI,X,X,X,X,X,O,X,X
JLZOITS,X,X,X,X,O,O,X,X
JLZOIST,X,X,X,X,O,O,X,X
JLZOSTI,X,X,X,X,X,O,X,X
JLZOSIT,X,X,X,X,O,O,X,X
JLOTISZ,X,X,X,X,X,O,X,X
JLOTIZS,X,X,X,X,O,O,X,X
JLOTSIZ,X,X,X,X,X,O,O,X
JLOTSZI,X,X,X,X,X,O,O,X
JLOTZIS,X,X,X,X,O,O,X,X
JLOTZSI,X,X,X,X,X,O,X,X
JLOITSZ,X,X,X,X,X,O,X,X
JLOITZS,X,X,X,X,O,O,X,X
JLOISTZ,X,X,X,X,X,O,O,X
JLOISZT,X,X,X,X,O,O,O,X
JLOIZTS,X,X,X,X,O,O,X,X
JLOIZST,X,X,X,X,O,O,X,X
JLOSTIZ,X,X,X,X,X,O,O,X
JLOSTZI,X,X,X,X,X,O,O,X
JLOSITZ,X,X,X,X,X,O,O,X
JLOSIZT,X,X,X,X,O,O,O,X
JLOSZTI,X,X,X,X,X,O,O,X
JLOSZIT,X,X,X,X,O,O,O,X
JLOZTIS,X,X,X,X,O,O,X,X
JLOZTSI,X,X,X,X,X,O,X,X
JLOZITS,X,X,X,X,O,O,X,X
JLOZIST,X,X,X,X,O,O,X,X
JLOZSTI,X,X,X,X,X,O,O,X
JLOZSIT,X,X,X,X,O,O,O,X
JSTILZO,X,O,X,X,X,X,O,O
JSTILOZ,X,O,X,X,X,X,O,O
JSTIZLO,X,O,O,X,X,X,X,O
JSTIZOL,X,X,O,X,X,X,X,O
JSTIOLZ,X,O,X,X,X,X,X,O
JSTIOZL,X,O,X,X,X,X,X,O
JSTLIZO,X,O,X,X,X,X,O,X
JSTLIOZ,X,O,X,X,X,X,O,X
JSTLZIO,X,O,O,X,X,X,O,X
JSTLZOI,X,O,O,X,X,X,O,X
JSTLOIZ,X,O,X,X,X,X,O,X
JSTLOZI,X,O,X,X,X,X,O,X
JSTZILO,X,O,O,X,X,X,X,X
JSTZIOL,X,X,O,X,X,X,X,X
JSTZLIO,X,O,O,X,X,X,X,X
JSTZLOI,X,O,O,X,X,X,X,X
JSTZOIL,X,X,O,X,X,X,X,X
JSTZOLI,X,X,O,X,X,X,X,X
JSTOILZ,X,O,X,X,X,X,X,X
JSTOIZL,X,O,X,X,X,X,X,X
JSTOLIZ,X,O,X,X,X,X,X,X
JSTOLZI,X,O,X,X,X,X,X,X
JSTOZIL,X,O,O,X,X,X,X,X
JSTOZLI,X,O,O,X,X,X,X,X
JSITLZO,X,O,X,X,X,X,O,O
JSITLOZ,X,O,X,X,X,X,O,O
JSITZLO,X,O,X,X,X,X,X,O
JSITZOL,X,X,X,X,X,X,X,O
JSITOLZ,X,O,X,X,X,X,X,O
JSITOZL,X,O,X,X,X,X,X,O
JSILTZO,X,X,X,X,X,X,O,X
JSILTOZ,X,X,X,X,X,X,O,X
JSILZTO,X,X,X,X,O,X,O,X
JSILZOT,X,X,X,X,O,X,O,X
JSILOTZ,X,X,X,X,X,X,O,X
JSILOZT,X,X,X,X,X,X,O,X
JSIZTLO,X,O,O,X,X,X,X,X
JSIZTOL,X,X,O,X,X,X,X,X
JSIZLTO,X,X,X,X,O,X,O,X
JSIZLOT,X,X,X,X,O,X,O,X
JSIZOTL,X,X,X,O,X,X,X,X
JSIZOLT,X,X,X,O,X,O,X,X
JSIOTLZ,X,O,X,X,X,X,O,X
JSIOTZL,X,O,X,O,X,X,X,X
JSIOLTZ,X,X,X,X,X,O,O,X
JSIOLZT,X,X,X,X,X,O,O,X
JSIOZTL,X,O,X,O,X,X,X,X
JSIOZLT,X,X,X,O,X,X,O,X
JSLTIZO,X,X,X,X,X,X,O,X
JSLTIOZ,X,X,X,X,X,X,O,X
JSLTZIO,X,X,X,X,X,X,O,X
JSLTZOI,X,X,X,X,X,X,O,X
JSLTOIZ,X,X,X,X,X,X,O,X
JSLTOZI,X,X,X,X,X,X,O,X
JSLITZO,X,X,X,X,X,X,O,X
JSLITOZ,X,X,X,X,X,X,O,X
JSLIZTO,X,X,X,X,O,X,O,X
JSLIZOT,X,X,X,X,O,X,O,X
JSLIOTZ,X,X,X,X,X,X,O,X
JSLIOZT,X,X,X,X,X,X,O,X
JSLZTIO,X,X,X,X,X,X,O,X
JSLZTOI,X,X,X,X,X,X,O,X
JSLZITO,X,X,X,X,O,X,O,X
JSLZIOT,X,X,X,X,O,X,O,X
JSLZOTI,X,X,X,X,X,O,O,X
JSLZOIT,X,X,X,X,O,O,O,X
JSLOTIZ,X,X,X,X,X,O,O,X
JSLOTZI,X,X,X,X,X,O,O,X
JSLOITZ,X,X,X,X,X,O,O,X
JSLOIZT,X,X,X,X,O,O,O,X
JSLOZTI,X,X,X,X,X,O,O,X
JSLOZIT,X,X,X,X,O,O,O,X
JSZTILO,X,O,O,X,X,X,X,X
JSZTIOL,X,X,O,X,X,X,X,X
JSZTLIO,X,O,O,X,X,X,X,X
JSZTLOI,X,O,O,X,X,X,X,X
JSZTOIL,X,X,O,X,X,X,X,X
JSZTOLI,X,X,O,X,X,X,X,X
JSZITLO,X,O,O,X,X,X,X,X
JSZITOL,X,X,O,X,X,X,X,X
JSZILTO,X,X,X,X,O,X,O,X
JSZILOT,X,X,X,X,O,X,O,X
JSZIOTL,X,X,X,O,X,X,X,X
JSZIOLT,X,X,X,O,X,O,X,X
JSZLTIO,X,X,X,X,X,X,O,X
JSZLTOI,X,X,X,X,X,X,O,X
JSZLITO,X,X,X,X,O,X,O,X
JSZLIOT,X,X,X,X,O,X,O,X
JSZLOTI,X,X,X,X,X,O,O,X
JSZLOIT,X,X,X,X,O,O,O,X
JSZOTIL,X,X,X,O,X,X,X,X
JSZOTLI,X,X,X,O,X,X,X,X
JSZOITL,X,X,X,O,X,X,X,X
JSZOILT,X,X,X,O,O,O,X,X
JSZOLTI,X,X,X,O,X,O,X,X
JSZOLIT,X,X,X,O,O,O,X,X
JSOTILZ,X,O,X,X,X,X,O,X
JSOTIZL,X,O,X,O,X,X,X,X
JSOTLIZ,X,O,X,X,X,X,O,X
JSOTLZI,X,O,X,O,X,X,O,X
JSOTZIL,X,O,X,O,X,X,X,X
JSOTZLI,X,O,X,O,X,X,X,X
JSOITLZ,X,O,X,X,X,X,O,X
JSOITZL,X,O,X,O,X,X,X,X
JSOILTZ,X,X,X,X,X,O,O,X
JSOILZT,X,X,X,X,O,O,O,X
JSOIZTL,X,O,X,O,X,X,X,X
JSOIZLT,X,X,X,O,O,X,O,X
JSOLTIZ,X,X,X,X,X,O,O,X
JSOLTZI,X,X,X,O,X,O,O,X
JSOLITZ,X,X,X,X,X,O,O,X
JSOLIZT,X,X,X,X,O,O,O,X
JSOLZTI,X,X,X,O,X,O,O,X
JSOLZIT,X,X,X,O,O,O,O,X
JSOZTIL,X,O,X,O,X,X,X,X
JSOZTLI,X,O,X,O,X,X,X,X
JSOZITL,X,O,X,O,X,X,X,X
JSOZILT,X,X,X,O,O,X,O,X
JSOZLTI,X,X,X,O,X,X,O,X
JSOZLIT,X,X,X,O,O,X,O,X
JZTILSO,O,X,O,X,O,X,X,O
JZTILOS,O,X,X,X,O,X,X,O
JZTISLO,O,X,O,X,X,X,X,O
JZTISOL,O,X,O,X,X,X,X,O
JZTIOLS,O,X,O,X,X,O,X,O
JZTIOSL,O,X,O,X,X,X,X,O
JZTLISO,O,X,O,X,O,X,X,X
JZTLIOS,O,X,X,X,O,X,X,X
JZTLSIO,O,X,O,X,X,X,X,X
JZTLSOI,O,X,O,X,X,X,X,X
JZTLOIS,O,X,X,X,O,O,X,X
JZTLOSI,O,X,X,X,X,O,X,X
JZTSILO,O,X,O,X,X,X,X,X
JZTSIOL,O,X,O,X,X,X,X,X
JZTSLIO,O,X,O,X,X,X,X,X
JZTSLOI,O,X,O,X,X,X,X,X
JZTSOIL,O,X,O,X,X,X,X,X
JZTSOLI,O,X,O,X,X,X,X,X
JZTOILS,O,X,O,X,O,O,X,X
JZTOISL,O,X,O,X,X,X,X,X
JZTOLIS,O,X,O,X,O,O,X,X
JZTOLSI,O,X,O,X,X,O,X,X
JZTOSIL,O,X,O,X,X,X,X,X
JZTOSLI,O,X,O,X,X,X,X,X
JZITLSO,O,X,O,X,O,X,X,O
JZITLOS,O,X,X,X,O,X,X,O
JZITSLO,O,X,O,X,X,X,X,O
JZITSOL,O,X,O,X,X,X,X,O
JZITOLS,O,X,O,X,X,O,X,O
JZITOSL,O,X,O,X,X,X,X,O
JZILTSO,X,X,O,X,O,X,X,X
JZILTOS,X,X,X,X,O,X,X,X
JZILSTO,X,X,X,X,O,X,X,X
JZILSOT,X,X,X,X,O,X,X,X
JZILOTS,X,X,X,X,O,O,X,X
JZILOST,X,X,X,X,O,O,X,X
JZISTLO,O,X,O,X,X,X,X,X
JZISTOL,O,X,O,X,X,X,X,X
JZISLTO,X,X,X,X,O,X,X,X
JZISLOT,X,X,X,X,O,X,X,X
JZISOTL,O,X,X,O,X,X,X,X
JZISOLT,X,X,X,O,X,O,X,X
JZIOTLS,O,X,X,X,O,O,X,X
JZIOTSL,O,X,O,X,X,X,X,X
JZIOLTS,X,X,X,X,O,O,X,X
JZIOLST,X,X,X,O,O,O,X,X
JZIOSTL,O,X,X,O,X,X,X,X
JZIOSLT,X,X,X,O,O,O,X,X
JZLTISO,X,X,O,X,O,X,X,X
JZLTIOS,X,X,X,X,O,X,X,X
JZLTSIO,X,X,O,X,X,X,X,X
JZLTSOI,X,X,O,X,X,X,X,X
JZLTOIS,X,X,X,X,O,O,X,X
JZLTOSI,X,X,X,X,X,O,X,X
JZLITSO,X,X,O,X,O,X,X,X
JZLITOS,X,X,X,X,O,X,X,X
JZLISTO,X,X,X,X,O,X,X,X
JZLISOT,X,X,X,X,O,X,X,X
JZLIOTS,X,X,X,X,O,O,X,X
JZLIOST,X,X,X,X,O,O,X,X
JZLSTIO,X,X,X,X,X,X,O,X
JZLSTOI,X,X,X,X,X,X,O,X
JZLSITO,X,X,X,X,O,X,O,X
JZLSIOT,X,X,X,X,O,X,O,X
JZLSOTI,X,X,X,X,X,O,O,X
JZLSOIT,X,X,X,X,O,O,O,X
JZLOTIS,X,X,X,X,O,O,X,X
JZLOTSI,X,X,X,X,X,O,X,X
JZLOITS,X,X,X,X,O,O,X,X
JZLOIST,X,X,X,X,O,O,X,X
JZLOSTI,X,X,X,X,X,O,X,X
JZLOSIT,X,X,X,X,O,O,X,X
JZSTILO,O,X,O,X,X,X,X,X
JZSTIOL,O,X,O,X,X,X,X,X
JZSTLIO,O,X,O,X,X,X,X,X
JZSTLOI,O,X,O,X,X,X,X,X
JZSTOIL,O,X,O,X,X,X,X,X
JZSTOLI,O,X,O,X,X,X,X,X
JZSITLO,O,X,O,X,X,X,X,X
JZSITOL,O,X,O,X,X,X,X,X
JZSILTO,X,X,X,X,O,X,O,X
JZSILOT,X,X,X,X,O,X,O,X
JZSIOTL,O,X,X,O,X,X,X,X
JZSIOLT,X,X,X,O,X,O,X,X
JZSLTIO,X,X,X,X,X,X,O,X
JZSLTOI,X,X,X,X,X,X,O,X
JZSLITO,X,X,X,X,O,X,O,X
JZSLIOT,X,X,X,X,O,X,O,X
JZSLOTI,X,X,X,X,X,O,O,X
JZSLOIT,X,X,X,X,O,O,O,X
JZSOTIL,O,X,X,O,X,X,X,X
JZSOTLI,O,X,X,O,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X
JZSOILT,X,X,X,O,O,O,X,X
JZSOLTI,X,X,X,O,X,O,X,X
JZSOLIT,X,X,X,O,O,O,X,X
JZOTILS,O,X,X,X,O,O,X,X
JZOTISL,O,X,O,X,X,X,X,X
JZOTLIS,O,X,X,X,O,O,X,X
JZOTLSI,O,X,X,X,X,O,X,X
JZOTSIL,O,X,O,X,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X,X
JZOITLS,O,X,X,X,O,O,X,X
JZOITSL,O,X,O,X,X,X,X,X
JZOILTS,X,X,X,X,O,O,X,X
JZOILST,X,X,X,O,O,O,X,X
JZOISTL,O,X,X,O,X,X,X,X
JZOISLT,X,X,X,O,O,O,X,X
JZOLTIS,X,X,X,X,O,O,X,X
JZOLTSI,X,X,X,X,X,O,X,X
JZOLITS,X,X,X,X,O,O,X,X
JZOLIST,X,X,X,O,O,O,X,X
JZOLSTI,X,X,X,O,X,O,X,X
JZOLSIT,X,X,X,O,O,O,X,X
JZOSTIL,O,X,X,O,X,X,X,X
JZOSTLI,O,X,X,O,X,X,X,X
JZOSITL,O,X,X,O,X,X,X,X
JZOSILT,X,X,X,O,O,O,X,X
JZOSLTI,X,X,X,O,X,O,X,X
JZOSLIT,X,X,X,O,O,O,X,X
JOTILSZ,X,O,X,X,X,O,X,O
JOTILZS,O,X,X,X,O,O,X,O
JOTISLZ,X,O,X,X,X,X,X,O
JOTISZL,X,O,O,X,X,X,X,O
JOTIZLS,O,X,O,X,O,X,X,O
JOTIZSL,O,X,O,X,X,X,X,O
JOTLISZ,X,O,X,X,X,O,X,X
JOTLIZS,O,X,X,X,O,O,X,X
JOTLSIZ,X,O,X,X,X,O,O,X
JOTLSZI,X,O,O,X,X,O,O,X
JOTLZIS,O,X,O,X,O,O,X,X
JOTLZSI,O,X,O,X,X,O,X,X
JOTSILZ,X,O,X,X,X,X,O,X
JOTSIZL,X,O,O,X,X,X,X,X
JOTSLIZ,X,O,X,X,X,X,O,X
JOTSLZI,X,O,O,X,X,X,O,X
JOTSZIL,X,O,O,X,X,X,X,X
JOTSZLI,X,O,O,X,X,X,X,X
JOTZILS,O,X,O,X,O,X,X,X
JOTZISL,O,X,O,X,X,X,X,X
JOTZLIS,O,X,O,X,O,X,X,X
JOTZLSI,O,X,O,X,X,X,X,X
JOTZSIL,O,X,O,X,X,X,X,X
JOTZSLI,O,X,O,X,X,X,X,X
JOITLSZ,X,O,X,X,X,O,X,O
JOITLZS,O,X,X,X,O,O,X,O
JOITSLZ,X,O,X,X,X,X,X,O
JOITSZL,X,O,O,X,X,X,X,O
JOITZLS,O,X,O,X,O,X,X,O
JOITZSL,O,X,O,X,X,X,X,O
JOILTSZ,X,X,X,X,X,O,X,X
JOILTZS,X,X,X,X,O,O,X,X
JOILSTZ,X,X,X,X,X,O,O,X
JOILSZT,X,X,X,X,O,O,O,X
JOILZTS,X,X,X,X,O,O,X,X
JOILZST,X,X,X,X,O,O,X,X
JOISTLZ,X,O,X,X,X,X,O,X
JOISTZL,X,O,O,O,X,X,X,X
JOISLTZ,X,X,X,X,X,O,O,X
JOISLZT,X,X,X,X,O,O,O,X
JOISZTL,X,O,X,O,X,X,X,X
JOISZLT,X,X,X,O,O,X,O,X
JOIZTLS,O,X,X,X,O,O,X,X
JOIZTSL,O,X,O,X,X,X,X,X
JOIZLTS,X,X,X,X,O,O,X,X
JOIZLST,X,X,X,O,O,O,X,X
JOIZSTL,O,X,X,O,X,X,X,X
JOIZSLT,X,X,X,O,O,O,X,X
JOLTISZ,X,X,X,X,X,O,X,X
JOLTIZS,X,X,X,X,O,O,X,X
JOLTSIZ,X,X,X,X,X,O,O,X
JOLTSZI,X,X,O,X,X,O,O,X
JOLTZIS,X,X,O,X,O,O,X,X
JOLTZSI,X,X,O,X,X,O,X,X
JOLITSZ,X,X,X,X,X,O,X,X
JOLITZS,X,X,X,X,O,O,X,X
JOLISTZ,X,X,X,X,X,O,O,X
JOLISZT,X,X,X,X,O,O,O,X
JOLIZTS,X,X,X,X,O,O,X,X
JOLIZST,X,X,X,X,O,O,X,X
JOLSTIZ,X,X,X,X,X,O,O,X
JOLSTZI,X,X,O,O,X,O,O,X
JOLSITZ,X,X,X,X,X,O,O,X
JOLSIZT,X,X,X,X,O,O,O,X
JOLSZTI,X,X,X,O,X,O,O,X
