sequence,v115@+gA8IeA8IeB8FeA8AeC8BeD8JeZEJvhFCiBTjBllB0?nBmlB3rB,v115@+gA8IeA8IeB8FeA8AeC8BeD8JeZEJvhF/lBamBTjB+?rB0sBFsB,v115@+gA8IeA8IeB8FeA8AeC8BeD8JeZEJvhF/lBFhBSoBU?nBmnBTrB,v115@+gA8IeA8IeB8FeA8AeC8BeD8JeZEJvhF/lBzhBunBc?oBlrBarB,v115@+gA8IeA8IeB8FeA8AeC8BeD8JeZEJvhFmgBzhB0lBC?oBFoB3rB,v115@+gA8IeA8IeB8FeA8AeC8BeD8JeZEJvhFTgBUiBGjBy?sBFrB/rB
ZJTOSLI,X,O,X,O,X,X
ZJITLSO,X,X,X,O,O,O
ZJITLOS,O,X,X,O,X,O
ZJITSLO,X,O,X,O,X,X
ZJITSOL,X,O,X,O,X,X
ZJITOLS,O,X,X,O,X,O
ZJITOSL,X,O,X,O,X,X
ZJILTSO,X,X,X,O,O,O
ZJILTOS,O,X,X,O,X,O
ZJILSTO,O,O,O,O,O,X
ZJILSOT,O,O,X,X,O,X
ZJILOTS,O,X,X,X,X,O
ZJILOST,O,O,X,X,O,X
ZJISTLO,O,O,O,O,O,X
ZJISTOL,O,O,X,O,O,X
ZJISLTO,O,O,O,O,O,X
ZJISLOT,O,O,X,X,O,X
ZJISOTL,O,O,X,O,O,X
ZJISOLT,O,O,X,X,O,X
ZJIOTLS,O,X,X,O,X,O
ZJIOTSL,X,O,X,O,X,X
ZJIOLTS,O,X,X,X,X,O
ZJIOLST,O,O,X,X,O,X
ZJIOSTL,O,O,X,O,X,X
ZJIOSLT,O,O,X,X,X,X
ZJLTISO,X,X,X,O,O,O
ZJLTIOS,O,X,X,O,X,O
ZJLTSIO,X,X,X,O,O,X
ZJLTSOI,X,X,X,O,O,X
ZJLTOIS,O,X,X,O,X,O
ZJLTOSI,X,X,X,O,X,X
ZJLITSO,X,X,X,O,O,O
ZJLITOS,O,X,X,O,X,O
ZJLISTO,O,O,O,O,O,X
ZJLISOT,O,O,X,X,O,X
ZJLIOTS,O,X,X,X,X,O
ZJLIOST,O,O,X,X,O,X
ZJLSTIO,O,O,O,O,O,X
ZJLSTOI,O,O,X,O,O,X
ZJLSITO,O,O,O,O,O,X
ZJLSIOT,O,O,X,X,O,X
ZJLSOTI,O,O,X,X,O,X
ZJLSOIT,O,O,X,X,O,X
ZJLOTIS,O,X,X,X,X,O
ZJLOTSI,X,X,X,X,X,X
ZJLOITS,O,X,X,X,X,O
ZJLOIST,O,O,X,X,O,X
ZJLOSTI,O,O,X,X,O,X
ZJLOSIT,O,O,X,X,O,X
ZJSTILO,O,O,O,O,O,X
ZJSTIOL,O,O,X,O,O,X
ZJSTLIO,O,O,O,O,O,X
ZJSTLOI,O,O,X,O,O,X
ZJSTOIL,O,O,X,O,O,X
ZJSTOLI,O,O,X,O,O,X
ZJSITLO,O,O,O,O,O,X
ZJSITOL,O,O,X,O,O,X
ZJSILTO,O,O,O,O,O,X
ZJSILOT,O,O,X,X,O,X
ZJSIOTL,O,O,X,O,O,X
ZJSIOLT,O,O,X,X,O,X
ZJSLTIO,O,O,O,O,O,X
ZJSLTOI,O,O,X,O,O,X
ZJSLITO,O,O,O,O,O,X
ZJSLIOT,O,O,X,X,O,X
ZJSLOTI,O,O,X,X,O,X
ZJSLOIT,O,O,X,X,O,X
ZJSOTIL,O,O,X,O,O,X
ZJSOTLI,O,O,X,O,O,X
ZJSOITL,O,O,X,O,O,X
ZJSOILT,O,O,X,X,O,X
ZJSOLTI,O,O,X,X,O,X
ZJSOLIT,O,O,X,X,O,X
ZJOTILS,O,X,X,O,X,O
ZJOTISL,X,O,X,O,X,X
ZJOTLIS,O,X,X,O,X,O
ZJOTLSI,X,X,X,O,X,X
ZJOTSIL,X,O,X,O,X,X
ZJOTSLI,X,O,X,O,X,X
ZJOITLS,O,X,X,O,X,O
ZJOITSL,X,O,X,O,X,X
ZJOILTS,O,X,X,X,X,O
ZJOILST,O,O,X,X,O,X
ZJOISTL,O,O,X,O,X,X
ZJOISLT,O,O,X,X,X,X
ZJOLTIS,O,X,X,X,X,O
ZJOLTSI,X,X,X,X,X,X
ZJOLITS,O,X,X,X,X,O
ZJOLIST,O,O,X,X,O,X
ZJOLSTI,O,O,X,X,O,X
ZJOLSIT,O,O,X,X,O,X
ZJOSTIL,O,O,X,O,X,X
ZJOSTLI,O,O,X,O,X,X
ZJOSITL,O,O,X,O,X,X
ZJOSILT,O,O,X,X,X,X
ZJOSLTI,O,O,X,X,X,X
ZJOSLIT,O,O,X,X,X,X
ZSTILJO,O,X,O,O,O,X
ZSTILOJ,O,X,O,O,O,X
ZSTIJLO,O,O,O,O,O,X
ZSTIJOL,O,O,X,O,O,X
ZSTIOLJ,O,X,O,O,O,X
ZSTIOJL,O,O,X,O,O,X
ZSTLIJO,O,X,O,O,O,X
ZSTLIOJ,O,X,O,O,O,X
ZSTLJIO,O,X,O,O,O,X
ZSTLJOI,O,X,X,O,O,X
ZSTLOIJ,O,X,O,O,O,X
ZSTLOJI,O,X,X,O,O,X
ZSTJILO,O,O,O,O,O,X
ZSTJIOL,O,O,X,O,O,X
ZSTJLIO,O,O,O,O,O,X
ZSTJLOI,O,O,X,O,O,X
ZSTJOIL,O,O,X,O,O,X
ZSTJOLI,O,O,X,O,O,X
ZSTOILJ,O,X,O,O,O,X
ZSTOIJL,O,O,X,O,O,X
ZSTOLIJ,O,X,O,O,O,X
ZSTOLJI,O,X,X,O,O,X
ZSTOJIL,O,O,X,O,O,X
ZSTOJLI,O,O,X,O,O,X
ZSITLJO,O,X,O,O,O,X
ZSITLOJ,O,X,O,O,O,X
ZSITJLO,O,O,O,O,O,X
ZSITJOL,O,O,X,O,O,X
ZSITOLJ,O,X,O,O,O,X
ZSITOJL,O,O,X,O,O,X
ZSILTJO,O,X,O,O,O,X
ZSILTOJ,O,X,O,O,O,X
ZSILJTO,O,O,O,O,O,X
ZSILJOT,O,O,X,X,O,X
ZSILOTJ,O,X,O,X,O,X
ZSILOJT,O,O,O,X,O,X
ZSIJTLO,O,O,O,O,O,X
ZSIJTOL,O,O,X,O,O,X
ZSIJLTO,O,O,O,O,O,X
ZSIJLOT,O,O,X,X,O,X
ZSIJOTL,O,O,X,O,O,X
ZSIJOLT,O,O,X,X,O,X
ZSIOTLJ,O,X,O,O,O,X
ZSIOTJL,O,O,O,O,O,X
ZSIOLTJ,O,X,O,X,O,X
ZSIOLJT,O,O,O,X,O,X
ZSIOJTL,O,O,O,O,O,X
ZSIOJLT,O,O,O,X,O,X
ZSLTIJO,O,X,O,O,O,X
ZSLTIOJ,O,X,O,O,O,X
ZSLTJIO,O,X,O,O,O,X
ZSLTJOI,O,X,X,O,O,X
ZSLTOIJ,O,X,O,O,O,X
ZSLTOJI,O,X,X,O,O,X
ZSLITJO,O,X,O,O,O,X
ZSLITOJ,O,X,O,O,O,X
ZSLIJTO,O,O,O,O,O,X
ZSLIJOT,O,O,X,X,O,X
ZSLIOTJ,O,X,O,X,O,X
ZSLIOJT,O,O,O,X,O,X
ZSLJTIO,O,O,O,O,O,X
ZSLJTOI,O,O,X,O,O,X
ZSLJITO,O,O,O,O,O,X
ZSLJIOT,O,O,X,X,O,X
ZSLJOTI,O,O,X,X,O,X
ZSLJOIT,O,O,X,X,O,X
ZSLOTIJ,O,X,O,X,O,X
ZSLOTJI,O,X,O,X,O,X
ZSLOITJ,O,X,O,X,O,X
ZSLOIJT,O,O,O,X,O,X
ZSLOJTI,O,O,O,X,O,X
ZSLOJIT,O,O,O,X,O,X
ZSJTILO,O,O,O,O,O,X
ZSJTIOL,O,O,X,O,O,X
ZSJTLIO,O,O,O,O,O,X
ZSJTLOI,O,O,X,O,O,X
ZSJTOIL,O,O,X,O,O,X
ZSJTOLI,O,O,X,O,O,X
ZSJITLO,O,O,O,O,O,X
ZSJITOL,O,O,X,O,O,X
ZSJILTO,O,O,O,O,O,X
ZSJILOT,O,O,X,X,O,X
ZSJIOTL,O,O,X,O,O,X
ZSJIOLT,O,O,X,X,O,X
ZSJLTIO,O,O,O,O,O,X
ZSJLTOI,O,O,X,O,O,X
ZSJLITO,O,O,O,O,O,X
ZSJLIOT,O,O,X,X,O,X
ZSJLOTI,O,O,X,X,O,X
ZSJLOIT,O,O,X,X,O,X
ZSJOTIL,O,O,X,O,O,X
ZSJOTLI,O,O,X,O,O,X
ZSJOITL,O,O,X,O,O,X
ZSJOILT,O,O,X,X,O,X
ZSJOLTI,O,O,X,X,O,X
ZSJOLIT,O,O,X,X,O,X
ZSOTILJ,O,X,O,O,O,X
ZSOTIJL,O,O,O,O,O,X
ZSOTLIJ,O,X,O,O,O,X
ZSOTLJI,O,X,O,O,O,X
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,X
ZSOITLJ,O,X,O,O,O,X
ZSOITJL,O,O,O,O,O,X
ZSOILTJ,O,X,O,X,O,X
ZSOILJT,O,O,O,X,O,X
ZSOIJTL,O,O,O,O,O,X
ZSOIJLT,O,O,O,X,O,X
ZSOLTIJ,O,X,O,X,O,X
ZSOLTJI,O,X,O,X,O,X
ZSOLITJ,O,X,O,X,O,X
ZSOLIJT,O,O,O,X,O,X
ZSOLJTI,O,O,O,X,O,X
ZSOLJIT,O,O,O,X,O,X
ZSOJTIL,O,O,O,O,O,X
ZSOJTLI,O,O,O,O,O,X
ZSOJITL,O,O,O,O,O,X
ZSOJILT,O,O,O,X,O,X
ZSOJLTI,O,O,O,X,O,X
ZSOJLIT,O,O,O,X,O,X
ZOTILJS,O,X,X,O,X,O
ZOTILSJ,O,X,O,O,X,O
ZOTIJLS,O,X,X,O,X,O
ZOTIJSL,X,O,X,O,X,X
ZOTISLJ,O,X,O,O,X,X
ZOTISJL,O,O,O,O,X,X
ZOTLIJS,O,X,X,O,X,O
ZOTLISJ,O,X,O,O,X,O
ZOTLJIS,O,X,X,O,X,O
ZOTLJSI,X,X,X,O,X,X
ZOTLSIJ,O,X,O,O,X,X
ZOTLSJI,O,X,O,O,X,X
ZOTJILS,O,X,X,O,X,O
ZOTJISL,X,O,X,O,X,X
ZOTJLIS,O,X,X,O,X,O
ZOTJLSI,X,X,X,O,X,X
ZOTJSIL,X,O,X,O,X,X
ZOTJSLI,X,O,X,O,X,X
ZOTSILJ,O,X,O,O,X,X
ZOTSIJL,O,O,O,O,X,X
ZOTSLIJ,O,X,O,O,X,X
ZOTSLJI,O,X,O,O,X,X
ZOTSJIL,O,O,O,O,X,X
ZOTSJLI,O,O,O,O,X,X
ZOITLJS,O,X,X,O,X,O
ZOITLSJ,O,X,O,O,X,O
ZOITJLS,O,X,X,O,X,O
ZOITJSL,X,O,X,O,X,X
ZOITSLJ,O,X,O,O,X,X
ZOITSJL,O,O,O,O,X,X
ZOILTJS,O,X,X,X,X,O
ZOILTSJ,O,X,O,X,X,O
ZOILJTS,O,X,X,X,X,O
ZOILJST,O,O,O,X,O,X
ZOILSTJ,O,X,O,X,O,X
ZOILSJT,O,O,O,X,O,X
ZOIJTLS,O,X,X,O,X,O
ZOIJTSL,X,O,X,O,X,X
ZOIJLTS,O,X,X,X,X,O
ZOIJLST,O,O,O,X,O,X
ZOIJSTL,O,O,O,O,X,X
ZOIJSLT,O,O,O,X,X,X
ZOISTLJ,O,X,O,O,O,X
ZOISTJL,O,O,O,O,O,X
ZOISLTJ,O,X,O,X,O,X
ZOISLJT,O,O,O,X,O,X
ZOISJTL,O,O,O,O,O,X
ZOISJLT,O,O,O,X,O,X
ZOLTIJS,O,X,X,X,X,O
ZOLTISJ,O,X,O,X,X,O
ZOLTJIS,O,X,X,X,X,O
ZOLTJSI,X,X,X,X,X,X
ZOLTSIJ,O,X,O,X,X,X
ZOLTSJI,O,X,O,X,X,X
ZOLITJS,O,X,X,X,X,O
ZOLITSJ,O,X,O,X,X,O
ZOLIJTS,O,X,X,X,X,O
ZOLIJST,O,O,O,X,O,X
ZOLISTJ,O,X,O,X,O,X
ZOLISJT,O,O,O,X,O,X
ZOLJTIS,O,X,X,X,X,O
ZOLJTSI,X,X,X,X,X,X
ZOLJITS,O,X,X,X,X,O
ZOLJIST,O,O,O,X,O,X
ZOLJSTI,O,O,O,X,O,X
ZOLJSIT,O,O,O,X,O,X
ZOLSTIJ,O,X,O,X,O,X
ZOLSTJI,O,X,O,X,O,X
ZOLSITJ,O,X,O,X,O,X
ZOLSIJT,O,O,O,X,O,X
ZOLSJTI,O,O,O,X,O,X
ZOLSJIT,O,O,O,X,O,X
ZOJTILS,O,X,X,O,X,O
ZOJTISL,X,O,X,O,X,X
ZOJTLIS,O,X,X,O,X,O
ZOJTLSI,X,X,X,O,X,X
ZOJTSIL,X,O,X,O,X,X
ZOJTSLI,X,O,X,O,X,X
ZOJITLS,O,X,X,O,X,O
ZOJITSL,X,O,X,O,X,X
ZOJILTS,O,X,X,X,X,O
ZOJILST,O,O,O,X,O,X
ZOJISTL,O,O,O,O,X,X
ZOJISLT,O,O,O,X,X,X
ZOJLTIS,O,X,X,X,X,O
ZOJLTSI,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,O
ZOJLIST,O,O,O,X,O,X
ZOJLSTI,O,O,O,X,O,X
ZOJLSIT,O,O,O,X,O,X
ZOJSTIL,O,O,O,O,X,X
ZOJSTLI,O,O,O,O,X,X
ZOJSITL,O,O,O,O,X,X
ZOJSILT,O,O,O,X,X,X
ZOJSLTI,O,O,O,X,X,X
ZOJSLIT,O,O,O,X,X,X
ZOSTILJ,O,X,O,O,O,X
ZOSTIJL,O,O,O,O,O,X
ZOSTLIJ,O,X,O,O,O,X
ZOSTLJI,O,X,O,O,O,X
ZOSTJIL,O,O,O,O,O,X
ZOSTJLI,O,O,O,O,O,X
ZOSITLJ,O,X,O,O,O,X
ZOSITJL,O,O,O,O,O,X
ZOSILTJ,O,X,O,X,O,X
ZOSILJT,O,O,O,X,O,X
ZOSIJTL,O,O,O,O,O,X
ZOSIJLT,O,O,O,X,O,X
ZOSLTIJ,O,X,O,X,O,X
ZOSLTJI,O,X,O,X,O,X
ZOSLITJ,O,X,O,X,O,X
ZOSLIJT,O,O,O,X,O,X
ZOSLJTI,O,O,O,X,O,X
ZOSLJIT,O,O,O,X,O,X
ZOSJTIL,O,O,O,O,O,X
ZOSJTLI,O,O,O,O,O,X
ZOSJITL,O,O,O,O,O,X
ZOSJILT,O,O,O,X,O,X
ZOSJLTI,O,O,O,X,O,X
ZOSJLIT,O,O,O,X,O,X
OTILJSZ,X,X,X,X,X,O
OTILJZS,X,X,X,X,X,O
OTILSJZ,X,X,O,X,X,O
OTILSZJ,X,X,O,O,X,O
OTILZJS,O,X,X,O,X,O
OTILZSJ,O,X,O,O,X,O
OTIJLSZ,X,X,X,X,X,O
OTIJLZS,X,X,X,X,X,O
OTIJSLZ,X,O,X,X,X,O
OTIJSZL,X,O,X,O,X,X
OTIJZLS,O,X,X,O,X,O
OTIJZSL,X,O,X,O,X,X
OTISLJZ,X,O,O,X,X,O
OTISLZJ,O,X,O,O,X,O
OTISJLZ,X,O,O,X,X,O
OTISJZL,X,O,O,O,X,X
OTISZLJ,O,X,O,O,X,X
OTISZJL,O,O,O,O,X,X
OTIZLJS,O,X,X,O,X,O
OTIZLSJ,O,X,O,O,X,O
OTIZJLS,O,X,X,O,X,O
OTIZJSL,X,O,X,O,X,X
OTIZSLJ,O,X,O,O,X,X
OTIZSJL,O,O,O,O,X,X
OTLIJSZ,X,X,X,X,X,O
OTLIJZS,X,X,X,X,X,O
OTLISJZ,X,X,O,X,X,O
OTLISZJ,X,X,O,O,X,O
OTLIZJS,O,X,X,O,X,O
OTLIZSJ,O,X,O,O,X,O
OTLJISZ,X,X,X,X,X,O
OTLJIZS,X,X,X,X,X,O
OTLJSIZ,X,X,X,X,X,O
OTLJSZI,X,X,X,X,X,X
OTLJZIS,X,X,X,X,X,O
OTLJZSI,X,X,X,X,X,X
OTLSIJZ,X,X,O,X,X,O
OTLSIZJ,X,X,O,O,X,O
OTLSJIZ,X,X,O,X,X,O
OTLSJZI,X,X,O,X,X,X
OTLSZIJ,X,X,O,O,X,X
OTLSZJI,X,X,O,O,X,X
OTLZIJS,O,X,X,O,X,O
OTLZISJ,O,X,O,O,X,O
OTLZJIS,O,X,X,O,X,O
OTLZJSI,X,X,X,O,X,X
OTLZSIJ,O,X,O,O,X,X
OTLZSJI,X,X,O,O,X,X
OTJILSZ,X,X,X,X,X,O
OTJILZS,X,X,X,X,X,O
OTJISLZ,X,O,X,X,X,O
OTJISZL,X,O,X,O,X,X
OTJIZLS,O,X,X,O,X,O
OTJIZSL,X,O,X,O,X,X
OTJLISZ,X,X,X,X,X,O
OTJLIZS,X,X,X,X,X,O
OTJLSIZ,X,X,X,X,X,O
OTJLSZI,X,X,X,X,X,X
OTJLZIS,X,X,X,X,X,O
OTJLZSI,X,X,X,X,X,X
OTJSILZ,X,O,X,X,X,O
OTJSIZL,X,O,X,O,X,X
OTJSLIZ,X,O,X,X,X,O
OTJSLZI,X,O,X,X,X,X
OTJSZIL,X,O,X,O,X,X
OTJSZLI,X,O,X,O,X,X
OTJZILS,O,X,X,O,X,O
OTJZISL,X,O,X,O,X,X
OTJZLIS,O,X,X,O,X,O
OTJZLSI,X,X,X,O,X,X
OTJZSIL,X,O,X,O,X,X
OTJZSLI,X,O,X,O,X,X
OTSILJZ,X,O,O,X,X,O
OTSILZJ,O,X,O,O,X,O
OTSIJLZ,X,O,O,X,X,O
OTSIJZL,X,O,O,O,X,X
OTSIZLJ,O,X,O,O,X,X
OTSIZJL,O,O,O,O,X,X
OTSLIJZ,X,O,O,X,X,O
OTSLIZJ,O,X,O,O,X,O
OTSLJIZ,X,O,O,X,X,O
OTSLJZI,X,O,O,X,X,X
OTSLZIJ,O,X,O,O,X,X
OTSLZJI,O,X,O,O,X,X
OTSJILZ,X,O,O,X,X,O
OTSJIZL,X,O,O,O,X,X
OTSJLIZ,X,O,O,X,X,O
OTSJLZI,X,O,O,X,X,X
OTSJZIL,X,O,O,O,X,X
OTSJZLI,X,O,O,O,X,X
OTSZILJ,O,X,O,O,X,X
OTSZIJL,O,O,O,O,X,X
OTSZLIJ,O,X,O,O,X,X
OTSZLJI,O,X,O,O,X,X
OTSZJIL,O,O,O,O,X,X
OTSZJLI,O,O,O,O,X,X
OTZILJS,O,X,X,O,X,O
OTZILSJ,O,X,O,O,X,O
OTZIJLS,O,X,X,O,X,O
OTZIJSL,X,O,X,O,X,X
OTZISLJ,O,X,O,O,X,X
OTZISJL,O,O,O,O,X,X
OTZLIJS,O,X,X,O,X,O
OTZLISJ,O,X,O,O,X,O
OTZLJIS,O,X,X,O,X,O
OTZLJSI,X,X,X,O,X,X
OTZLSIJ,O,X,O,O,X,X
OTZLSJI,O,X,O,O,X,X
OTZJILS,O,X,X,O,X,O
OTZJISL,X,O,X,O,X,X
OTZJLIS,O,X,X,O,X,O
OTZJLSI,X,X,X,O,X,X
OTZJSIL,X,O,X,O,X,X
OTZJSLI,X,O,X,O,X,X
OTZSILJ,O,X,O,O,X,X
OTZSIJL,O,O,O,O,X,X
OTZSLIJ,O,X,O,O,X,X
OTZSLJI,O,X,O,O,X,X
OTZSJIL,O,O,O,O,X,X
OTZSJLI,O,O,O,O,X,X
OITLJSZ,X,X,X,X,X,O
OITLJZS,X,X,X,X,X,O
OITLSJZ,X,X,O,X,X,O
OITLSZJ,X,X,O,O,X,O
OITLZJS,O,X,X,O,X,O
OITLZSJ,O,X,O,O,X,O
OITJLSZ,X,X,X,X,X,O
OITJLZS,X,X,X,X,X,O
OITJSLZ,X,O,X,X,X,O
OITJSZL,X,O,X,O,X,X
OITJZLS,O,X,X,O,X,O
OITJZSL,X,O,X,O,X,X
OITSLJZ,X,O,O,X,X,O
OITSLZJ,O,X,O,O,X,O
OITSJLZ,X,O,O,X,X,O
OITSJZL,X,O,O,O,X,X
OITSZLJ,O,X,O,O,X,X
OITSZJL,O,O,O,O,X,X
OITZLJS,O,X,X,O,X,O
OITZLSJ,O,X,O,O,X,O
OITZJLS,O,X,X,O,X,O
OITZJSL,X,O,X,O,X,X
OITZSLJ,O,X,O,O,X,X
OITZSJL,O,O,O,O,X,X
OILTJSZ,X,X,X,X,X,O
OILTJZS,X,X,X,X,X,O
OILTSJZ,X,X,O,X,X,O
OILTSZJ,X,X,O,X,X,O
OILTZJS,O,X,X,X,X,O
OILTZSJ,O,X,O,X,X,O
OILJTSZ,X,X,X,X,X,O
OILJTZS,X,X,X,X,X,O
OILJSTZ,X,O,O,X,X,O
OILJSZT,X,O,O,X,X,X
OILJZTS,X,X,X,X,X,O
OILJZST,X,O,O,X,X,X
OILSTJZ,X,O,O,X,X,O
OILSTZJ,X,X,O,X,O,O
OILSJTZ,X,O,O,X,X,O
OILSJZT,X,O,O,X,O,X
OILSZTJ,X,X,O,X,O,X
OILSZJT,X,O,O,X,O,X
OILZTJS,O,X,X,X,X,O
OILZTSJ,O,X,O,X,X,O
OILZJTS,O,X,X,X,X,O
OILZJST,O,O,O,X,O,X
OILZSTJ,O,X,O,X,O,X
OILZSJT,O,O,O,X,O,X
OIJTLSZ,X,X,X,X,X,O
OIJTLZS,X,X,X,X,X,O
OIJTSLZ,X,O,X,X,X,O
OIJTSZL,X,O,X,X,X,X
OIJTZLS,O,X,X,X,X,O
OIJTZSL,X,O,X,X,X,X
OIJLTSZ,X,X,X,X,X,O
OIJLTZS,X,X,X,X,X,O
OIJLSTZ,X,O,O,X,X,O
OIJLSZT,X,O,O,X,X,X
OIJLZTS,X,X,X,X,X,O
OIJLZST,X,O,O,X,X,X
OIJSTLZ,X,O,O,X,X,O
OIJSTZL,X,O,O,X,X,X
OIJSLTZ,X,O,O,X,X,O
OIJSLZT,X,O,O,X,X,X
OIJSZTL,X,O,O,X,X,X
OIJSZLT,X,O,O,X,X,X
OIJZTLS,O,X,X,X,X,O
OIJZTSL,X,O,X,X,X,X
OIJZLTS,O,X,X,X,X,O
OIJZLST,O,O,O,X,X,X
OIJZSTL,O,O,O,X,X,X
OIJZSLT,O,O,O,X,X,X
OISTLJZ,X,O,O,X,X,O
OISTLZJ,O,X,O,O,O,O
OISTJLZ,X,O,O,X,X,O
OISTJZL,X,O,O,O,X,X
OISTZLJ,O,X,O,O,O,X
OISTZJL,O,O,O,O,O,X
OISLTJZ,X,O,O,X,X,O
OISLTZJ,O,X,O,X,O,O
OISLJTZ,X,O,O,X,X,O
OISLJZT,X,O,O,X,O,X
OISLZTJ,O,X,O,X,O,X
OISLZJT,O,O,O,X,O,X
OISJTLZ,X,O,O,X,X,O
OISJTZL,X,O,O,X,X,X
OISJLTZ,X,O,O,X,X,O
OISJLZT,X,O,O,X,O,X
OISJZTL,X,O,O,X,O,X
OISJZLT,X,O,O,X,O,X
OISZTLJ,O,X,O,O,O,X
OISZTJL,O,O,O,O,O,X
OISZLTJ,O,X,O,X,O,X
OISZLJT,O,O,O,X,O,X
OISZJTL,O,O,O,O,O,X
OISZJLT,O,O,O,X,O,X
OIZTLJS,O,X,X,O,X,O
OIZTLSJ,O,X,O,O,X,O
OIZTJLS,O,X,X,O,X,O
OIZTJSL,X,O,X,O,X,X
OIZTSLJ,O,X,O,O,X,X
OIZTSJL,O,O,O,O,X,X
OIZLTJS,O,X,X,X,X,O
OIZLTSJ,O,X,O,X,X,O
OIZLJTS,O,X,X,X,X,O
OIZLJST,O,O,O,X,O,X
OIZLSTJ,O,X,O,X,O,X
OIZLSJT,O,O,O,X,O,X
OIZJTLS,O,X,X,O,X,O
OIZJTSL,X,O,X,O,X,X
OIZJLTS,O,X,X,X,X,O
OIZJLST,O,O,O,X,O,X
OIZJSTL,O,O,O,O,X,X
OIZJSLT,O,O,O,X,X,X
OIZSTLJ,O,X,O,O,O,X
OIZSTJL,O,O,O,O,O,X
OIZSLTJ,O,X,O,X,O,X
OIZSLJT,O,O,O,X,O,X
OIZSJTL,O,O,O,O,O,X
OIZSJLT,O,O,O,X,O,X
OLTIJSZ,X,X,X,X,X,O
OLTIJZS,X,X,X,X,X,O
OLTISJZ,X,X,O,X,X,O
OLTISZJ,X,X,O,X,X,O
OLTIZJS,O,X,X,X,X,O
OLTIZSJ,O,X,O,X,X,O
OLTJISZ,X,X,X,X,X,O
OLTJIZS,X,X,X,X,X,O
OLTJSIZ,X,X,X,X,X,O
OLTJSZI,X,X,X,X,X,X
OLTJZIS,X,X,X,X,X,O
OLTJZSI,X,X,X,X,X,X
OLTSIJZ,X,X,O,X,X,O
OLTSIZJ,X,X,O,X,X,O
OLTSJIZ,X,X,O,X,X,O
OLTSJZI,X,X,O,X,X,X
OLTSZIJ,X,X,O,X,X,X
OLTSZJI,X,X,O,X,X,X
OLTZIJS,O,X,X,X,X,O
OLTZISJ,O,X,O,X,X,O
OLTZJIS,O,X,X,X,X,O
OLTZJSI,X,X,X,X,X,X
OLTZSIJ,O,X,O,X,X,X
OLTZSJI,X,X,O,X,X,X
OLITJSZ,X,X,X,X,X,O
OLITJZS,X,X,X,X,X,O
OLITSJZ,X,X,O,X,X,O
OLITSZJ,X,X,O,X,X,O
OLITZJS,O,X,X,X,X,O
OLITZSJ,O,X,O,X,X,O
OLIJTSZ,X,X,X,X,X,O
OLIJTZS,X,X,X,X,X,O
OLIJSTZ,X,O,O,X,X,O
OLIJSZT,X,O,O,X,X,X
OLIJZTS,X,X,X,X,X,O
OLIJZST,X,O,O,X,X,X
OLISTJZ,X,O,O,X,X,O
OLISTZJ,X,X,O,X,O,O
OLISJTZ,X,O,O,X,X,O
OLISJZT,X,O,O,X,O,X
OLISZTJ,X,X,O,X,O,X
OLISZJT,X,O,O,X,O,X
OLIZTJS,O,X,X,X,X,O
OLIZTSJ,O,X,O,X,X,O
OLIZJTS,O,X,X,X,X,O
OLIZJST,O,O,O,X,O,X
OLIZSTJ,O,X,O,X,O,X
OLIZSJT,O,O,O,X,O,X
OLJTISZ,X,X,X,X,X,O
OLJTIZS,X,X,X,X,X,O
OLJTSIZ,X,X,X,X,X,O
OLJTSZI,X,X,X,X,X,X
OLJTZIS,X,X,X,X,X,O
OLJTZSI,X,X,X,X,X,X
OLJITSZ,X,X,X,X,X,O
OLJITZS,X,X,X,X,X,O
OLJISTZ,X,O,O,X,X,O
OLJISZT,X,O,O,X,X,X
OLJIZTS,X,X,X,X,X,O
OLJIZST,X,O,O,X,X,X
OLJSTIZ,X,O,O,X,X,O
OLJSTZI,X,O,O,X,X,X
OLJSITZ,X,O,O,X,X,O
OLJSIZT,X,O,O,X,X,X
OLJSZTI,X,O,O,X,X,X
OLJSZIT,X,O,O,X,X,X
OLJZTIS,X,X,X,X,X,O
OLJZTSI,X,X,X,X,X,X
OLJZITS,X,X,X,X,X,O
OLJZIST,X,O,O,X,X,X
OLJZSTI,X,O,O,X,X,X
OLJZSIT,X,O,O,X,X,X
OLSTIJZ,X,O,O,X,X,O
OLSTIZJ,X,X,O,X,O,O
OLSTJIZ,X,O,O,X,X,O
OLSTJZI,X,O,O,X,X,X
OLSTZIJ,X,X,O,X,O,X
OLSTZJI,X,X,O,X,O,X
OLSITJZ,X,O,O,X,X,O
OLSITZJ,X,X,O,X,O,O
OLSIJTZ,X,O,O,X,X,O
OLSIJZT,X,O,O,X,O,X
OLSIZTJ,X,X,O,X,O,X
OLSIZJT,X,O,O,X,O,X
OLSJTIZ,X,O,O,X,X,O
OLSJTZI,X,O,O,X,X,X
OLSJITZ,X,O,O,X,X,O
OLSJIZT,X,O,O,X,O,X
OLSJZTI,X,O,O,X,O,X
OLSJZIT,X,O,O,X,O,X
OLSZTIJ,X,X,O,X,O,X
OLSZTJI,X,X,O,X,O,X
OLSZITJ,X,X,O,X,O,X
OLSZIJT,X,O,O,X,O,X
