sequence,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBFiB6oB8?qB+rBzsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBGjB6?rBVtBzqB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiBTjB0?lBWtBSwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBFjBT?mBStBWwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gB8nB+oBl?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFXiB8nB+oBl?lBTrBCrB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF8nB+oBllB3?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiB8nB+?oB6qBTrB
LIOJTZS,O,O,O,O,O,O,X,O
LIOJSTZ,O,O,O,O,O,X,X,O
LIOJSZT,O,O,O,O,O,X,X,O
LIOJZTS,O,O,O,O,O,O,X,O
LIOJZST,O,O,O,O,O,O,X,O
LIOSTJZ,O,O,O,O,O,X,X,O
LIOSTZJ,O,O,X,O,X,X,X,X
LIOSJTZ,O,O,O,O,O,X,X,O
LIOSJZT,O,O,O,O,O,X,X,O
LIOSZTJ,O,O,O,O,X,X,X,X
LIOSZJT,O,O,O,X,X,X,X,X
LIOZTJS,O,O,O,O,X,X,X,O
LIOZTSJ,O,O,O,O,X,X,X,X
LIOZJTS,O,O,O,O,X,X,X,O
LIOZJST,O,O,O,O,X,X,X,O
LIOZSTJ,O,O,O,O,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X,X
LJTISZO,O,O,O,O,X,X,O,O
LJTISOZ,X,O,O,O,X,X,X,X
LJTIZSO,O,O,O,O,X,O,O,O
LJTIZOS,O,O,O,O,X,X,X,O
LJTIOSZ,O,O,O,O,X,X,X,O
LJTIOZS,O,O,O,O,X,X,X,O
LJTSIZO,O,O,O,O,X,X,O,O
LJTSIOZ,X,O,O,O,X,X,X,X
LJTSZIO,O,O,O,O,X,X,O,O
LJTSZOI,O,O,O,O,X,X,X,O
LJTSOIZ,X,O,O,O,X,X,X,X
LJTSOZI,X,O,O,O,X,X,X,X
LJTZISO,O,O,O,O,X,O,O,O
LJTZIOS,O,O,O,O,X,X,X,O
LJTZSIO,O,O,O,O,X,O,O,O
LJTZSOI,O,O,O,O,X,X,X,O
LJTZOIS,O,O,O,O,X,X,X,O
LJTZOSI,O,O,O,O,X,X,X,O
LJTOISZ,O,O,O,O,X,X,X,O
LJTOIZS,O,O,O,O,X,X,X,O
LJTOSIZ,O,O,O,O,X,X,X,O
LJTOSZI,O,O,O,O,X,X,X,O
LJTOZIS,O,O,O,O,X,X,X,O
LJTOZSI,O,O,O,O,X,X,X,O
LJITSZO,O,O,O,O,X,X,O,O
LJITSOZ,X,O,O,O,X,X,X,X
LJITZSO,O,O,O,O,X,O,O,O
LJITZOS,O,O,O,O,X,X,X,O
LJITOSZ,O,O,O,O,X,X,X,O
LJITOZS,O,O,O,O,X,X,X,O
LJISTZO,O,O,O,O,X,X,O,O
LJISTOZ,X,O,O,O,X,X,X,X
LJISZTO,O,O,O,O,X,X,O,O
LJISZOT,O,X,O,O,X,X,X,O
LJISOTZ,X,X,O,O,X,X,X,O
LJISOZT,X,X,O,O,X,X,X,O
LJIZTSO,O,O,O,O,X,O,O,O
LJIZTOS,O,O,O,O,X,X,X,O
LJIZSTO,O,O,O,O,X,O,O,O
LJIZSOT,O,X,O,O,X,O,X,O
LJIZOTS,O,X,O,O,O,O,X,O
LJIZOST,O,X,O,O,O,O,X,O
LJIOTSZ,O,X,O,O,O,X,X,O
LJIOTZS,O,X,O,O,O,O,X,O
LJIOSTZ,O,X,O,O,O,X,X,O
LJIOSZT,O,X,O,O,O,X,X,O
LJIOZTS,O,X,O,O,O,O,X,O
LJIOZST,O,X,O,O,O,O,X,O
LJSTIZO,O,O,O,O,X,X,O,O
LJSTIOZ,X,O,O,O,X,X,X,X
LJSTZIO,O,O,O,O,X,X,O,O
LJSTZOI,O,O,O,O,X,X,X,O
LJSTOIZ,X,O,O,O,X,X,X,X
LJSTOZI,X,O,O,O,X,X,X,X
LJSITZO,O,O,O,O,X,X,O,O
LJSITOZ,X,O,O,O,X,X,X,X
LJSIZTO,O,O,O,O,X,X,O,O
LJSIZOT,O,X,O,O,X,X,X,O
LJSIOTZ,X,X,O,O,X,X,X,O
LJSIOZT,X,X,O,O,X,X,X,O
LJSZTIO,O,O,O,O,X,X,O,O
LJSZTOI,O,O,O,O,X,X,X,O
LJSZITO,O,O,O,O,X,X,O,O
LJSZIOT,O,X,O,O,X,X,X,O
LJSZOTI,O,X,O,O,X,X,X,O
LJSZOIT,O,X,O,O,X,X,X,O
LJSOTIZ,X,X,O,O,X,X,X,O
LJSOTZI,X,X,O,O,X,X,X,O
LJSOITZ,X,X,O,O,X,X,X,O
LJSOIZT,X,X,O,O,X,X,X,O
LJSOZTI,X,X,O,O,X,X,X,O
LJSOZIT,X,X,O,O,X,X,X,O
LJZTISO,O,O,O,O,X,O,O,O
LJZTIOS,O,O,O,O,X,X,X,O
LJZTSIO,O,O,O,O,X,O,O,O
LJZTSOI,O,O,O,O,X,X,X,O
LJZTOIS,O,O,O,O,X,X,X,O
LJZTOSI,O,O,O,O,X,X,X,O
LJZITSO,O,O,O,O,X,O,O,O
LJZITOS,O,O,O,O,X,X,X,O
LJZISTO,O,O,O,O,X,O,O,O
LJZISOT,O,X,O,O,X,O,X,O
LJZIOTS,O,X,O,O,O,O,X,O
LJZIOST,O,X,O,O,O,O,X,O
LJZSTIO,O,O,O,O,X,O,O,O
LJZSTOI,O,O,O,O,X,X,X,O
LJZSITO,O,O,O,O,X,O,O,O
LJZSIOT,O,X,O,O,X,O,X,O
LJZSOTI,O,X,O,O,X,O,X,O
LJZSOIT,O,X,O,O,X,O,X,O
LJZOTIS,O,X,O,O,O,O,X,O
LJZOTSI,O,X,O,O,O,O,X,O
LJZOITS,O,X,O,O,O,O,X,O
LJZOIST,O,X,O,O,O,O,X,O
LJZOSTI,O,X,O,O,O,O,X,O
LJZOSIT,O,X,O,O,O,O,X,O
LJOTISZ,O,X,O,O,O,X,X,O
LJOTIZS,O,X,O,O,O,O,X,O
LJOTSIZ,O,X,O,O,O,X,X,O
LJOTSZI,O,X,O,O,O,X,X,O
LJOTZIS,O,X,O,O,O,O,X,O
LJOTZSI,O,X,O,O,O,O,X,O
LJOITSZ,O,X,O,O,O,X,X,O
LJOITZS,O,X,O,O,O,O,X,O
LJOISTZ,O,X,O,O,O,X,X,O
LJOISZT,O,X,O,O,O,X,X,O
LJOIZTS,O,X,O,O,O,O,X,O
LJOIZST,O,X,O,O,O,O,X,O
LJOSTIZ,O,X,O,O,O,X,X,O
LJOSTZI,O,X,O,O,O,X,X,O
LJOSITZ,O,X,O,O,O,X,X,O
LJOSIZT,O,X,O,O,O,X,X,O
LJOSZTI,O,X,O,O,O,X,X,O
LJOSZIT,O,X,O,O,O,X,X,O
LJOZTIS,O,X,O,O,O,O,X,O
LJOZTSI,O,X,O,O,O,O,X,O
LJOZITS,O,X,O,O,O,O,X,O
LJOZIST,O,X,O,O,O,O,X,O
LJOZSTI,O,X,O,O,O,O,X,O
LJOZSIT,O,X,O,O,O,O,X,O
LSTIJZO,O,O,O,O,X,X,O,O
LSTIJOZ,X,O,O,O,X,X,X,X
LSTIZJO,O,O,O,O,X,X,X,X
LSTIZOJ,X,O,O,O,X,X,X,X
LSTIOJZ,X,O,O,O,X,X,X,X
LSTIOZJ,X,O,X,O,X,X,X,X
LSTJIZO,O,O,O,O,X,X,O,O
LSTJIOZ,X,O,O,O,X,X,X,X
LSTJZIO,O,O,O,O,X,X,O,O
LSTJZOI,O,O,O,O,X,X,X,O
LSTJOIZ,X,O,O,O,X,X,X,X
LSTJOZI,X,O,O,O,X,X,X,X
LSTZIJO,O,O,O,O,X,X,X,X
LSTZIOJ,X,O,O,O,X,X,X,X
LSTZJIO,O,O,O,O,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X
LSTZOIJ,X,O,O,O,X,X,X,X
LSTZOJI,X,O,O,X,X,X,X,X
LSTOIJZ,X,O,O,O,X,X,X,X
LSTOIZJ,X,O,X,O,X,X,X,X
LSTOJIZ,X,O,O,O,X,X,X,X
LSTOJZI,X,O,O,O,X,X,X,X
LSTOZIJ,X,O,X,O,X,X,X,X
LSTOZJI,X,O,X,X,X,X,X,X
LSITJZO,O,O,O,O,X,X,O,O
LSITJOZ,X,O,O,O,X,X,X,X
LSITZJO,O,O,O,O,X,X,X,X
LSITZOJ,X,O,O,O,X,X,X,X
LSITOJZ,X,O,O,O,X,X,X,X
LSITOZJ,X,O,X,O,X,X,X,X
LSIJTZO,O,O,O,O,X,X,O,O
LSIJTOZ,X,O,O,O,X,X,X,X
LSIJZTO,O,O,O,O,X,X,O,O
LSIJZOT,O,X,O,O,X,X,X,O
LSIJOTZ,X,X,O,O,X,X,X,O
LSIJOZT,X,X,O,O,X,X,X,O
LSIZTJO,O,O,O,O,X,X,X,X
LSIZTOJ,X,O,O,O,X,X,X,X
LSIZJTO,O,O,O,O,X,X,X,X
LSIZJOT,O,X,O,O,X,X,X,X
LSIZOTJ,O,O,O,O,X,X,X,X
LSIZOJT,O,X,O,X,X,X,X,X
LSIOTJZ,X,O,O,O,X,X,X,O
LSIOTZJ,O,O,X,O,X,X,X,X
LSIOJTZ,X,X,O,O,X,X,X,O
LSIOJZT,O,X,O,O,X,X,X,O
LSIOZTJ,O,O,O,O,X,X,X,X
LSIOZJT,O,X,O,X,X,X,X,X
LSJTIZO,O,O,O,O,X,X,O,O
LSJTIOZ,X,O,O,O,X,X,X,X
LSJTZIO,O,O,O,O,X,X,O,O
LSJTZOI,O,O,O,O,X,X,X,O
LSJTOIZ,X,O,O,O,X,X,X,X
LSJTOZI,X,O,O,O,X,X,X,X
LSJITZO,O,O,O,O,X,X,O,O
LSJITOZ,X,O,O,O,X,X,X,X
LSJIZTO,O,O,O,O,X,X,O,O
LSJIZOT,O,X,O,O,X,X,X,O
LSJIOTZ,X,X,O,O,X,X,X,O
LSJIOZT,X,X,O,O,X,X,X,O
LSJZTIO,O,O,O,O,X,X,O,O
LSJZTOI,O,O,O,O,X,X,X,O
LSJZITO,O,O,O,O,X,X,O,O
LSJZIOT,O,X,O,O,X,X,X,O
LSJZOTI,O,X,O,O,X,X,X,O
LSJZOIT,O,X,O,O,X,X,X,O
LSJOTIZ,X,X,O,O,X,X,X,O
LSJOTZI,X,X,O,O,X,X,X,O
LSJOITZ,X,X,O,O,X,X,X,O
LSJOIZT,X,X,O,O,X,X,X,O
LSJOZTI,X,X,O,O,X,X,X,O
LSJOZIT,X,X,O,O,X,X,X,O
LSZTIJO,O,O,O,O,X,X,X,X
LSZTIOJ,X,O,O,O,X,X,X,X
LSZTJIO,O,O,O,O,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,X
LSZTOIJ,X,O,O,O,X,X,X,X
LSZTOJI,X,O,O,X,X,X,X,X
LSZITJO,O,O,O,O,X,X,X,X
LSZITOJ,X,O,O,O,X,X,X,X
LSZIJTO,O,O,O,O,X,X,X,X
LSZIJOT,O,X,O,O,X,X,X,X
LSZIOTJ,O,O,O,O,X,X,X,X
LSZIOJT,O,X,O,X,X,X,X,X
LSZJTIO,O,O,O,O,X,X,X,X
LSZJTOI,O,O,O,O,X,X,X,X
LSZJITO,O,O,O,O,X,X,X,X
LSZJIOT,O,X,O,O,X,X,X,X
LSZJOTI,O,X,O,O,X,X,X,X
LSZJOIT,O,X,O,O,X,X,X,X
LSZOTIJ,O,O,O,O,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X,X
LSZOITJ,O,O,O,O,X,X,X,X
LSZOIJT,O,X,O,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X,X
LSZOJIT,O,X,O,X,X,X,X,X
LSOTIJZ,X,O,O,O,X,X,X,O
LSOTIZJ,O,O,X,O,X,X,X,X
LSOTJIZ,X,O,O,O,X,X,X,O
LSOTJZI,X,O,O,O,X,X,X,O
LSOTZIJ,O,O,X,O,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X
LSOITJZ,X,O,O,O,X,X,X,O
LSOITZJ,O,O,X,O,X,X,X,X
LSOIJTZ,X,X,O,O,X,X,X,O
LSOIJZT,O,X,O,O,X,X,X,O
LSOIZTJ,O,O,O,O,X,X,X,X
LSOIZJT,O,X,O,X,X,X,X,X
LSOJTIZ,X,X,O,O,X,X,X,O
LSOJTZI,X,X,O,O,X,X,X,O
LSOJITZ,X,X,O,O,X,X,X,O
LSOJIZT,O,X,O,O,X,X,X,O
LSOJZTI,O,X,O,O,X,X,X,O
LSOJZIT,O,X,O,O,X,X,X,O
LSOZTIJ,O,O,O,O,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X,X
LSOZITJ,O,O,O,O,X,X,X,X
LSOZIJT,O,X,O,X,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X,X
LSOZJIT,O,X,O,X,X,X,X,X
LZTIJSO,O,O,O,O,X,X,X,O
LZTIJOS,O,O,O,O,X,X,X,O
LZTISJO,O,O,O,O,X,X,X,X
LZTISOJ,X,O,O,O,X,X,X,X
LZTIOJS,X,O,O,O,X,X,X,X
LZTIOSJ,X,O,O,O,X,X,X,X
LZTJISO,O,O,O,O,X,X,X,O
LZTJIOS,O,O,O,O,X,X,X,O
LZTJSIO,O,O,O,O,X,X,X,O
LZTJSOI,O,O,O,O,X,X,X,O
LZTJOIS,O,O,O,O,X,X,X,O
LZTJOSI,O,O,O,O,X,X,X,O
LZTSIJO,O,O,O,O,X,X,X,X
LZTSIOJ,X,O,O,O,X,X,X,X
LZTSJIO,O,O,O,O,X,X,X,X
LZTSJOI,O,O,O,O,X,X,X,X
LZTSOIJ,X,O,O,O,X,X,X,X
LZTSOJI,X,O,O,X,X,X,X,X
LZTOIJS,X,O,O,O,X,X,X,X
LZTOISJ,X,O,O,O,X,X,X,X
LZTOJIS,X,O,O,O,X,X,X,X
LZTOJSI,X,O,O,O,X,X,X,X
LZTOSIJ,X,O,O,O,X,X,X,X
LZTOSJI,X,O,O,X,X,X,X,X
LZITJSO,O,O,O,O,X,X,X,O
LZITJOS,O,O,O,O,X,X,X,O
LZITSJO,O,O,O,O,X,X,X,X
LZITSOJ,X,O,O,O,X,X,X,X
LZITOJS,X,O,O,O,X,X,X,X
LZITOSJ,X,O,O,O,X,X,X,X
LZIJTSO,O,O,O,O,X,X,X,O
LZIJTOS,O,O,O,O,X,X,X,O
LZIJSTO,O,O,O,O,X,X,X,O
LZIJSOT,O,X,O,O,X,X,X,O
LZIJOTS,O,X,O,O,X,X,X,O
LZIJOST,O,X,O,O,X,X,X,O
LZISTJO,O,O,O,O,X,X,X,X
LZISTOJ,X,O,O,O,X,X,X,X
LZISJTO,O,O,O,O,X,X,X,X
LZISJOT,O,X,O,O,X,X,X,X
LZISOTJ,O,O,O,O,X,X,X,X
LZISOJT,O,X,O,X,X,X,X,X
LZIOTJS,O,O,O,O,X,X,X,O
LZIOTSJ,O,O,O,O,X,X,X,X
LZIOJTS,O,X,O,O,X,X,X,O
LZIOJST,O,X,O,O,X,X,X,O
LZIOSTJ,O,O,O,O,X,X,X,X
LZIOSJT,O,X,O,X,X,X,X,X
LZJTISO,O,O,O,O,X,X,X,O
LZJTIOS,O,O,O,O,X,X,X,O
LZJTSIO,O,O,O,O,X,X,X,O
LZJTSOI,O,O,O,O,X,X,X,O
LZJTOIS,O,O,O,O,X,X,X,O
LZJTOSI,O,O,O,O,X,X,X,O
LZJITSO,O,O,O,O,X,X,X,O
LZJITOS,O,O,O,O,X,X,X,O
LZJISTO,O,O,O,O,X,X,X,O
LZJISOT,O,X,O,O,X,X,X,O
LZJIOTS,O,X,O,O,X,X,X,O
LZJIOST,O,X,O,O,X,X,X,O
LZJSTIO,O,O,O,O,X,X,X,O
LZJSTOI,O,O,O,O,X,X,X,O
LZJSITO,O,O,O,O,X,X,X,O
LZJSIOT,O,X,O,O,X,X,X,O
LZJSOTI,O,X,O,O,X,X,X,O
LZJSOIT,O,X,O,O,X,X,X,O
LZJOTIS,O,X,O,O,X,X,X,O
LZJOTSI,O,X,O,O,X,X,X,O
LZJOITS,O,X,O,O,X,X,X,O
LZJOIST,O,X,O,O,X,X,X,O
LZJOSTI,O,X,O,O,X,X,X,O
LZJOSIT,O,X,O,O,X,X,X,O
LZSTIJO,O,O,O,O,X,X,X,X
LZSTIOJ,X,O,O,O,X,X,X,X
LZSTJIO,O,O,O,O,X,X,X,X
LZSTJOI,O,O,O,O,X,X,X,X
LZSTOIJ,X,O,O,O,X,X,X,X
LZSTOJI,X,O,O,X,X,X,X,X
LZSITJO,O,O,O,O,X,X,X,X
LZSITOJ,X,O,O,O,X,X,X,X
LZSIJTO,O,O,O,O,X,X,X,X
LZSIJOT,O,X,O,O,X,X,X,X
LZSIOTJ,O,O,O,O,X,X,X,X
LZSIOJT,O,X,O,X,X,X,X,X
LZSJTIO,O,O,O,O,X,X,X,X
LZSJTOI,O,O,O,O,X,X,X,X
LZSJITO,O,O,O,O,X,X,X,X
LZSJIOT,O,X,O,O,X,X,X,X
LZSJOTI,O,X,O,O,X,X,X,X
LZSJOIT,O,X,O,O,X,X,X,X
LZSOTIJ,O,O,O,O,X,X,X,X
LZSOTJI,O,O,O,X,X,X,X,X
LZSOITJ,O,O,O,O,X,X,X,X
LZSOIJT,O,X,O,X,X,X,X,X
LZSOJTI,O,X,O,X,X,X,X,X
LZSOJIT,O,X,O,X,X,X,X,X
LZOTIJS,O,O,O,O,X,X,X,O
LZOTISJ,O,O,O,O,X,X,X,X
LZOTJIS,O,O,O,O,X,X,X,O
LZOTJSI,O,O,O,O,X,X,X,O
LZOTSIJ,O,O,O,O,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X
LZOITJS,O,O,O,O,X,X,X,O
LZOITSJ,O,O,O,O,X,X,X,X
LZOIJTS,O,X,O,O,X,X,X,O
LZOIJST,O,X,O,O,X,X,X,O
LZOISTJ,O,O,O,O,X,X,X,X
LZOISJT,O,X,O,X,X,X,X,X
LZOJTIS,O,X,O,O,X,X,X,O
LZOJTSI,O,X,O,O,X,X,X,O
LZOJITS,O,X,O,O,X,X,X,O
LZOJIST,O,X,O,O,X,X,X,O
LZOJSTI,O,X,O,O,X,X,X,O
LZOJSIT,O,X,O,O,X,X,X,O
LZOSTIJ,O,O,O,O,X,X,X,X
LZOSTJI,O,O,O,X,X,X,X,X
LZOSITJ,O,O,O,O,X,X,X,X
LZOSIJT,O,X,O,X,X,X,X,X
LZOSJTI,O,X,O,X,X,X,X,X
LZOSJIT,O,X,O,X,X,X,X,X
LOTIJSZ,O,O,X,O,O,X,X,O
LOTIJZS,O,O,X,O,O,O,X,O
LOTISJZ,O,O,X,O,O,X,X,O
LOTISZJ,O,O,X,O,X,X,X,X
LOTIZJS,O,O,X,O,X,X,X,O
LOTIZSJ,O,O,X,O,X,X,X,X
LOTJISZ,O,O,X,O,O,X,X,O
LOTJIZS,O,O,X,O,O,O,X,O
LOTJSIZ,O,O,X,O,O,X,X,O
LOTJSZI,O,O,X,O,O,X,X,O
LOTJZIS,O,O,X,O,O,O,X,O
LOTJZSI,O,O,X,O,O,O,X,O
LOTSIJZ,O,O,X,O,O,X,X,O
LOTSIZJ,O,O,X,O,X,X,X,X
LOTSJIZ,O,O,X,O,O,X,X,O
LOTSJZI,O,O,X,O,O,X,X,O
LOTSZIJ,O,O,X,O,X,X,X,X
LOTSZJI,O,O,X,X,X,X,X,X
LOTZIJS,O,O,X,O,X,X,X,O
LOTZISJ,O,O,X,O,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,O
LOTZJSI,O,O,X,O,X,X,X,O
LOTZSIJ,O,O,X,O,X,X,X,X
LOTZSJI,O,O,X,X,X,X,X,X
LOITJSZ,O,O,X,O,O,X,X,O
LOITJZS,O,O,X,O,O,O,X,O
LOITSJZ,O,O,X,O,O,X,X,O
LOITSZJ,O,O,X,O,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,O
LOITZSJ,O,O,X,O,X,X,X,X
LOIJTSZ,O,O,O,O,O,X,X,O
LOIJTZS,O,O,O,O,O,O,X,O
LOIJSTZ,O,O,O,O,O,X,X,O
LOIJSZT,O,O,O,O,O,X,X,O
LOIJZTS,O,O,O,O,O,O,X,O
LOIJZST,O,O,O,O,O,O,X,O
LOISTJZ,O,O,O,O,O,X,X,O
LOISTZJ,O,O,X,O,X,X,X,X
LOISJTZ,O,O,O,O,O,X,X,O
LOISJZT,O,O,O,O,O,X,X,O
LOISZTJ,O,O,O,O,X,X,X,X
LOISZJT,O,O,O,X,X,X,X,X
LOIZTJS,O,O,O,O,X,X,X,O
LOIZTSJ,O,O,O,O,X,X,X,X
LOIZJTS,O,O,O,O,X,X,X,O
LOIZJST,O,O,O,O,X,X,X,O
LOIZSTJ,O,O,O,O,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X
LOJTISZ,O,O,O,O,O,X,X,O
LOJTIZS,O,O,O,O,O,O,X,O
LOJTSIZ,O,O,O,O,O,X,X,O
LOJTSZI,O,O,O,O,O,X,X,O
LOJTZIS,O,O,O,O,O,O,X,O
LOJTZSI,O,O,O,O,O,O,X,O
LOJITSZ,O,O,O,O,O,X,X,O
LOJITZS,O,O,O,O,O,O,X,O
LOJISTZ,O,O,O,O,O,X,X,O
LOJISZT,O,O,O,O,O,X,X,O
LOJIZTS,O,O,O,O,O,O,X,O
LOJIZST,O,O,O,O,O,O,X,O
LOJSTIZ,O,O,O,O,O,X,X,O
LOJSTZI,O,O,O,O,O,X,X,O
LOJSITZ,O,O,O,O,O,X,X,O
LOJSIZT,O,O,O,O,O,X,X,O
LOJSZTI,O,O,O,O,O,X,X,O
LOJSZIT,O,O,O,O,O,X,X,O
LOJZTIS,O,O,O,O,O,O,X,O
LOJZTSI,O,O,O,O,O,O,X,O
LOJZITS,O,O,O,O,O,O,X,O
LOJZIST,O,O,O,O,O,O,X,O
LOJZSTI,O,O,O,O,O,O,X,O
LOJZSIT,O,O,O,O,O,O,X,O
LOSTIJZ,O,O,O,O,O,X,X,O
LOSTIZJ,O,O,X,O,X,X,X,X
LOSTJIZ,O,O,O,O,O,X,X,O
LOSTJZI,O,O,O,O,O,X,X,O
LOSTZIJ,O,O,X,O,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X
LOSITJZ,O,O,O,O,O,X,X,O
LOSITZJ,O,O,X,O,X,X,X,X
LOSIJTZ,O,O,O,O,O,X,X,O
LOSIJZT,O,O,O,O,O,X,X,O
LOSIZTJ,O,O,O,O,X,X,X,X
LOSIZJT,O,O,O,X,X,X,X,X
LOSJTIZ,O,O,O,O,O,X,X,O
LOSJTZI,O,O,O,O,O,X,X,O
LOSJITZ,O,O,O,O,O,X,X,O
LOSJIZT,O,O,O,O,O,X,X,O
LOSJZTI,O,O,O,O,O,X,X,O
LOSJZIT,O,O,O,O,O,X,X,O
LOSZTIJ,O,O,O,O,X,X,X,X
LOSZTJI,O,O,O,X,X,X,X,X
LOSZITJ,O,O,O,O,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X
LOSZJTI,O,O,O,X,X,X,X,X
LOSZJIT,O,O,O,X,X,X,X,X
LOZTIJS,O,O,O,O,X,X,X,O
LOZTISJ,O,O,O,O,X,X,X,X
LOZTJIS,O,O,O,O,X,X,X,O
LOZTJSI,O,O,O,O,X,X,X,O
LOZTSIJ,O,O,O,O,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X,X
LOZITJS,O,O,O,O,X,X,X,O
LOZITSJ,O,O,O,O,X,X,X,X
LOZIJTS,O,O,O,O,X,X,X,O
LOZIJST,O,O,O,O,X,X,X,O
LOZISTJ,O,O,O,O,X,X,X,X
LOZISJT,O,O,O,X,X,X,X,X
LOZJTIS,O,O,O,O,X,X,X,O
LOZJTSI,O,O,O,O,X,X,X,O
LOZJITS,O,O,O,O,X,X,X,O
LOZJIST,O,O,O,O,X,X,X,O
LOZJSTI,O,O,O,O,X,X,X,O
LOZJSIT,O,O,O,O,X,X,X,O
LOZSTIJ,O,O,O,O,X,X,X,X
LOZSTJI,O,O,O,X,X,X,X,X
LOZSITJ,O,O,O,O,X,X,X,X
LOZSIJT,O,O,O,X,X,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X
LOZSJIT,O,O,O,X,X,X,X,X
JTILSZO,O,O,O,O,X,X,O,O
JTILSOZ,X,O,O,O,X,X,X,X
JTILZSO,O,O,O,O,X,O,O,O
JTILZOS,O,O,O,O,X,X,X,O
JTILOSZ,O,O,O,O,X,X,X,O
JTILOZS,O,O,O,O,X,X,X,O
JTISLZO,O,O,O,O,X,X,O,X
JTISLOZ,X,O,O,O,X,X,X,X
JTISZLO,O,O,O,O,X,O,O,X
JTISZOL,O,O,O,O,X,O,O,X
JTISOLZ,O,O,O,X,X,X,X,X
JTISOZL,O,O,O,X,X,X,O,X
JTIZLSO,O,O,O,O,X,O,O,O
JTIZLOS,O,O,O,O,X,X,X,O
JTIZSLO,O,O,O,O,X,O,O,O
JTIZSOL,O,O,O,O,X,O,O,O
JTIZOLS,O,O,O,X,O,O,X,O
JTIZOSL,O,O,O,O,O,O,O,O
JTIOLSZ,O,O,O,O,O,X,X,X
JTIOLZS,O,O,O,O,O,O,X,O
JTIOSLZ,O,O,O,O,O,X,X,X
JTIOSZL,O,O,O,O,O,O,O,O
JTIOZLS,O,O,O,O,O,O,X,O
JTIOZSL,O,O,O,O,O,O,O,O
JTLISZO,O,O,O,O,X,X,O,O
JTLISOZ,X,O,O,O,X,X,X,X
JTLIZSO,O,O,O,O,X,O,O,O
JTLIZOS,O,O,O,O,X,X,X,O
JTLIOSZ,O,O,O,O,X,X,X,O
JTLIOZS,O,O,O,O,X,X,X,O
JTLSIZO,O,O,O,O,X,X,O,O
JTLSIOZ,X,O,O,O,X,X,X,X
JTLSZIO,O,O,O,O,X,X,O,O
JTLSZOI,O,O,O,O,X,X,X,O
JTLSOIZ,X,O,O,O,X,X,X,X
JTLSOZI,X,O,O,O,X,X,X,X
JTLZISO,O,O,O,O,X,O,O,O
JTLZIOS,O,O,O,O,X,X,X,O
JTLZSIO,O,O,O,O,X,O,O,O
JTLZSOI,O,O,O,O,X,X,X,O
JTLZOIS,O,O,O,O,X,X,X,O
JTLZOSI,O,O,O,O,X,X,X,O
JTLOISZ,O,O,O,O,X,X,X,O
JTLOIZS,O,O,O,O,X,X,X,O
JTLOSIZ,O,O,O,O,X,X,X,O
JTLOSZI,O,O,O,O,X,X,X,O
JTLOZIS,O,O,O,O,X,X,X,O
JTLOZSI,O,O,O,O,X,X,X,O
JTSILZO,O,O,O,O,X,X,O,X
JTSILOZ,X,O,O,O,X,X,X,X
JTSIZLO,O,O,O,O,X,O,O,X
JTSIZOL,O,O,O,O,X,O,O,X
JTSIOLZ,O,O,O,X,X,X,X,X
JTSIOZL,O,O,O,X,X,X,O,X
JTSLIZO,O,O,O,O,X,X,O,X
JTSLIOZ,X,O,O,O,X,X,X,X
JTSLZIO,O,O,O,O,X,X,O,X
JTSLZOI,O,O,O,O,X,X,X,X
JTSLOIZ,X,O,O,O,X,X,X,X
JTSLOZI,X,O,O,O,X,X,X,X
JTSZILO,O,O,O,O,X,O,O,X
JTSZIOL,O,O,O,O,X,O,O,X
JTSZLIO,O,O,O,O,X,O,O,X
JTSZLOI,O,O,O,O,X,X,X,X
JTSZOIL,O,O,O,O,X,O,O,X
JTSZOLI,O,O,O,X,X,X,X,X
JTSOILZ,O,O,O,X,X,X,X,X
