sequence,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBFiB6oB8?qB+rBzsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBGjB6?rBVtBzqB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiBTjB0?lBWtBSwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gBUiBFjBT?mBStBWwB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF3gB8nB+oBl?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFXiB8nB+oBl?lBTrBCrB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhF8nB+oBllB3?mBzqBCsB,v115@+gB8HeA8IeB8CeA8DeB8CeD8JeZEJvhFFhBXiB8nB+?oB6qBTrB
ZLSIJTO,O,O,O,O,X,X,X,X
ZLSIJOT,O,X,O,O,X,X,X,X
ZLSIOTJ,O,O,O,O,X,X,X,X
ZLSIOJT,O,X,O,X,X,X,X,X
ZLSJTIO,O,O,O,O,X,X,X,X
ZLSJTOI,O,O,O,O,X,X,X,X
ZLSJITO,O,O,O,O,X,X,X,X
ZLSJIOT,O,X,O,O,X,X,X,X
ZLSJOTI,O,X,O,O,X,X,X,X
ZLSJOIT,O,X,O,O,X,X,X,X
ZLSOTIJ,O,O,O,O,X,X,X,X
ZLSOTJI,O,O,O,X,X,X,X,X
ZLSOITJ,O,O,O,O,X,X,X,X
ZLSOIJT,O,X,O,X,X,X,X,X
ZLSOJTI,O,X,O,X,X,X,X,X
ZLSOJIT,O,X,O,X,X,X,X,X
ZLOTIJS,O,O,O,O,X,X,X,O
ZLOTISJ,O,O,O,O,X,X,X,X
ZLOTJIS,O,O,O,O,X,X,X,O
ZLOTJSI,O,O,O,O,X,X,X,O
ZLOTSIJ,O,O,O,O,X,X,X,X
ZLOTSJI,O,O,O,X,X,X,X,X
ZLOITJS,O,O,O,O,X,X,X,O
ZLOITSJ,O,O,O,O,X,X,X,X
ZLOIJTS,O,X,O,O,X,X,X,O
ZLOIJST,O,X,O,O,X,X,X,O
ZLOISTJ,O,O,O,O,X,X,X,X
ZLOISJT,O,X,O,X,X,X,X,X
ZLOJTIS,O,X,O,O,X,X,X,O
ZLOJTSI,O,X,O,O,X,X,X,O
ZLOJITS,O,X,O,O,X,X,X,O
ZLOJIST,O,X,O,O,X,X,X,O
ZLOJSTI,O,X,O,O,X,X,X,O
ZLOJSIT,O,X,O,O,X,X,X,O
ZLOSTIJ,O,O,O,O,X,X,X,X
ZLOSTJI,O,O,O,X,X,X,X,X
ZLOSITJ,O,O,O,O,X,X,X,X
ZLOSIJT,O,X,O,X,X,X,X,X
ZLOSJTI,O,X,O,X,X,X,X,X
ZLOSJIT,O,X,O,X,X,X,X,X
ZJTILSO,O,O,O,O,X,O,O,O
ZJTILOS,O,O,O,O,X,X,X,O
ZJTISLO,O,O,O,O,X,O,O,O
ZJTISOL,O,O,O,O,X,O,O,O
ZJTIOLS,O,O,O,X,O,O,X,O
ZJTIOSL,O,O,O,O,O,O,O,O
ZJTLISO,O,O,O,O,X,O,O,O
ZJTLIOS,O,O,O,O,X,X,X,O
ZJTLSIO,O,O,O,O,X,O,O,O
ZJTLSOI,O,O,O,O,X,X,X,O
ZJTLOIS,O,O,O,O,X,X,X,O
ZJTLOSI,O,O,O,O,X,X,X,O
ZJTSILO,O,O,O,O,X,O,O,O
ZJTSIOL,O,O,O,O,X,O,O,O
ZJTSLIO,O,O,O,O,X,O,O,O
ZJTSLOI,O,O,O,O,X,X,X,O
ZJTSOIL,O,O,O,O,X,O,O,O
ZJTSOLI,O,O,O,X,X,O,X,O
ZJTOILS,O,O,O,X,O,O,X,O
ZJTOISL,O,O,O,O,O,O,O,O
ZJTOLIS,O,O,O,X,O,O,X,O
ZJTOLSI,O,O,O,X,O,O,X,O
ZJTOSIL,O,O,O,O,O,O,O,O
ZJTOSLI,O,O,O,X,O,O,X,O
ZJITLSO,O,O,O,O,X,O,O,O
ZJITLOS,O,O,O,O,X,X,X,O
ZJITSLO,O,O,O,O,X,O,O,O
ZJITSOL,O,O,O,O,X,O,O,O
ZJITOLS,O,O,O,X,O,O,X,O
ZJITOSL,O,O,O,O,O,O,O,O
ZJILTSO,O,O,O,O,X,O,O,O
ZJILTOS,O,O,O,O,X,X,X,O
ZJILSTO,O,O,O,O,X,O,O,O
ZJILSOT,O,X,O,O,X,O,X,O
ZJILOTS,O,X,O,O,O,O,X,O
ZJILOST,O,X,O,O,O,O,X,O
ZJISTLO,O,O,O,O,X,O,O,O
ZJISTOL,O,O,O,O,X,O,O,O
ZJISLTO,O,X,O,O,X,O,O,O
ZJISLOT,O,X,O,O,X,O,X,O
ZJISOTL,O,X,O,O,O,O,O,O
ZJISOLT,O,X,O,O,O,O,X,O
ZJIOTLS,O,O,O,O,O,O,X,O
ZJIOTSL,O,O,O,O,O,O,O,O
ZJIOLTS,O,X,O,O,O,O,X,O
ZJIOLST,O,X,O,O,O,O,X,O
ZJIOSTL,O,O,O,O,O,O,O,O
ZJIOSLT,O,X,O,O,O,O,X,O
ZJLTISO,O,O,O,O,X,O,O,O
ZJLTIOS,O,O,O,O,X,X,X,O
ZJLTSIO,O,O,O,O,X,O,O,O
ZJLTSOI,O,O,O,O,X,X,X,O
ZJLTOIS,O,O,O,O,X,X,X,O
ZJLTOSI,O,O,O,O,X,X,X,O
ZJLITSO,O,O,O,O,X,O,O,O
ZJLITOS,O,O,O,O,X,X,X,O
ZJLISTO,O,O,O,O,X,O,O,O
ZJLISOT,O,X,O,O,X,O,X,O
ZJLIOTS,O,X,O,O,O,O,X,O
ZJLIOST,O,X,O,O,O,O,X,O
ZJLSTIO,O,O,O,O,X,O,O,O
ZJLSTOI,O,O,O,O,X,X,X,O
ZJLSITO,O,O,O,O,X,O,O,O
ZJLSIOT,O,X,O,O,X,O,X,O
ZJLSOTI,O,X,O,O,X,O,X,O
ZJLSOIT,O,X,O,O,X,O,X,O
ZJLOTIS,O,X,O,O,O,O,X,O
ZJLOTSI,O,X,O,O,O,O,X,O
ZJLOITS,O,X,O,O,O,O,X,O
ZJLOIST,O,X,O,O,O,O,X,O
ZJLOSTI,O,X,O,O,O,O,X,O
ZJLOSIT,O,X,O,O,O,O,X,O
ZJSTILO,O,O,O,O,X,O,O,O
ZJSTIOL,O,O,O,O,X,O,O,O
ZJSTLIO,O,O,O,O,X,O,O,O
ZJSTLOI,O,X,O,O,X,X,X,O
ZJSTOIL,O,O,O,O,X,O,O,O
ZJSTOLI,O,X,O,X,X,O,X,O
ZJSITLO,O,O,O,O,X,O,O,O
ZJSITOL,O,O,O,O,X,O,O,O
ZJSILTO,O,X,O,O,X,O,O,O
ZJSILOT,O,X,O,O,X,O,X,O
ZJSIOTL,O,X,O,O,O,O,O,O
ZJSIOLT,O,X,O,O,O,O,X,O
ZJSLTIO,O,X,O,O,X,O,O,O
ZJSLTOI,O,X,O,O,X,X,X,O
ZJSLITO,O,X,O,O,X,O,O,O
ZJSLIOT,O,X,O,O,X,O,X,O
ZJSLOTI,O,X,O,O,X,O,X,O
ZJSLOIT,O,X,O,O,X,O,X,O
ZJSOTIL,O,X,O,O,O,O,O,O
ZJSOTLI,O,X,O,X,O,O,X,O
ZJSOITL,O,X,O,O,O,O,O,O
ZJSOILT,O,X,O,O,O,O,X,O
ZJSOLTI,O,X,O,O,O,O,X,O
ZJSOLIT,O,X,O,O,O,O,X,O
ZJOTILS,O,O,O,O,O,O,X,O
ZJOTISL,O,O,O,O,O,O,O,O
ZJOTLIS,O,O,O,O,O,O,X,O
ZJOTLSI,O,O,O,O,O,O,X,O
ZJOTSIL,O,O,O,O,O,O,O,O
ZJOTSLI,O,O,O,O,O,O,X,O
ZJOITLS,O,O,O,O,O,O,X,O
ZJOITSL,O,O,O,O,O,O,O,O
ZJOILTS,O,X,O,O,O,O,X,O
ZJOILST,O,X,O,O,O,O,X,O
ZJOISTL,O,O,O,O,O,O,O,O
ZJOISLT,O,X,O,O,O,O,X,O
ZJOLTIS,O,X,O,O,O,O,X,O
ZJOLTSI,O,X,O,O,O,O,X,O
ZJOLITS,O,X,O,O,O,O,X,O
ZJOLIST,O,X,O,O,O,O,X,O
ZJOLSTI,O,X,O,O,O,O,X,O
ZJOLSIT,O,X,O,O,O,O,X,O
ZJOSTIL,O,O,O,O,O,O,O,O
ZJOSTLI,O,O,O,O,O,O,X,O
ZJOSITL,O,O,O,O,O,O,O,O
ZJOSILT,O,X,O,O,O,O,X,O
ZJOSLTI,O,X,O,O,O,O,X,O
ZJOSLIT,O,X,O,O,O,O,X,O
ZSTILJO,O,O,O,O,X,X,X,X
ZSTILOJ,X,O,X,O,X,X,X,X
ZSTIJLO,O,O,O,O,X,X,O,X
ZSTIJOL,O,O,O,O,X,X,O,X
ZSTIOLJ,O,O,X,O,X,X,X,X
ZSTIOJL,O,O,O,O,X,X,X,X
ZSTLIJO,O,O,O,O,X,X,X,X
ZSTLIOJ,X,O,X,O,X,X,X,X
ZSTLJIO,O,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,X,X,X,X,X
ZSTLOIJ,X,O,X,O,X,X,X,X
ZSTLOJI,X,O,X,X,X,X,X,X
ZSTJILO,O,O,O,O,X,X,O,X
ZSTJIOL,O,O,O,O,X,X,O,X
ZSTJLIO,O,O,O,O,X,X,O,X
ZSTJLOI,O,O,O,X,X,X,X,X
ZSTJOIL,O,O,O,O,X,X,O,X
ZSTJOLI,O,O,O,X,X,X,X,X
ZSTOILJ,O,O,X,O,X,X,X,X
ZSTOIJL,O,O,O,O,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,X,X
ZSTOLJI,O,O,X,X,X,X,X,X
ZSTOJIL,O,O,O,X,X,X,X,X
ZSTOJLI,O,O,O,X,X,X,X,X
ZSITLJO,O,O,O,O,X,X,X,X
ZSITLOJ,X,O,X,O,X,X,X,X
ZSITJLO,O,O,O,O,X,X,O,X
ZSITJOL,O,O,O,O,X,X,O,X
ZSITOLJ,O,O,X,O,X,X,X,X
ZSITOJL,O,O,O,O,X,X,X,X
ZSILTJO,O,O,O,O,X,X,X,X
ZSILTOJ,X,O,O,O,X,X,X,X
ZSILJTO,O,O,O,O,X,X,X,X
ZSILJOT,O,X,O,O,X,X,X,X
ZSILOTJ,O,O,O,O,X,X,X,X
ZSILOJT,O,X,O,X,X,X,X,X
ZSIJTLO,O,O,O,O,X,X,O,X
ZSIJTOL,O,O,O,O,X,X,O,X
ZSIJLTO,O,X,O,O,X,X,O,X
ZSIJLOT,O,X,O,O,X,X,X,X
ZSIJOTL,O,X,O,O,X,X,O,X
ZSIJOLT,O,X,O,O,X,X,X,X
ZSIOTLJ,O,O,X,O,X,X,X,X
ZSIOTJL,O,O,O,O,X,X,X,X
ZSIOLTJ,O,O,X,O,X,X,X,X
ZSIOLJT,O,X,X,X,X,X,X,X
ZSIOJTL,O,O,O,X,X,X,X,X
ZSIOJLT,O,X,O,X,X,X,X,X
ZSLTIJO,O,O,O,O,X,X,X,X
ZSLTIOJ,X,O,O,O,X,X,X,X
ZSLTJIO,O,O,O,O,X,X,X,X
ZSLTJOI,O,O,O,O,X,X,X,X
ZSLTOIJ,X,O,O,O,X,X,X,X
ZSLTOJI,X,O,O,X,X,X,X,X
ZSLITJO,O,O,O,O,X,X,X,X
ZSLITOJ,X,O,O,O,X,X,X,X
ZSLIJTO,O,O,O,O,X,X,X,X
ZSLIJOT,O,X,O,O,X,X,X,X
ZSLIOTJ,O,O,O,O,X,X,X,X
ZSLIOJT,O,X,O,X,X,X,X,X
ZSLJTIO,O,O,O,O,X,X,X,X
ZSLJTOI,O,O,O,O,X,X,X,X
ZSLJITO,O,O,O,O,X,X,X,X
ZSLJIOT,O,X,O,O,X,X,X,X
ZSLJOTI,O,X,O,O,X,X,X,X
ZSLJOIT,O,X,O,O,X,X,X,X
ZSLOTIJ,O,O,O,O,X,X,X,X
ZSLOTJI,O,O,O,X,X,X,X,X
ZSLOITJ,O,O,O,O,X,X,X,X
ZSLOIJT,O,X,O,X,X,X,X,X
ZSLOJTI,O,X,O,X,X,X,X,X
ZSLOJIT,O,X,O,X,X,X,X,X
ZSJTILO,O,O,O,O,X,X,O,X
ZSJTIOL,O,O,O,O,X,X,O,X
ZSJTLIO,O,O,O,O,X,X,O,X
ZSJTLOI,O,X,O,O,X,X,X,X
ZSJTOIL,O,O,O,O,X,X,O,X
ZSJTOLI,O,X,O,X,X,X,X,X
ZSJITLO,O,O,O,O,X,X,O,X
ZSJITOL,O,O,O,O,X,X,O,X
ZSJILTO,O,X,O,O,X,X,O,X
ZSJILOT,O,X,O,O,X,X,X,X
ZSJIOTL,O,X,O,O,X,X,O,X
ZSJIOLT,O,X,O,O,X,X,X,X
ZSJLTIO,O,X,O,O,X,X,O,X
ZSJLTOI,O,X,O,O,X,X,X,X
ZSJLITO,O,X,O,O,X,X,O,X
ZSJLIOT,O,X,O,O,X,X,X,X
ZSJLOTI,O,X,O,O,X,X,X,X
ZSJLOIT,O,X,O,O,X,X,X,X
ZSJOTIL,O,X,O,O,X,X,O,X
ZSJOTLI,O,X,O,X,X,X,X,X
ZSJOITL,O,X,O,O,X,X,O,X
ZSJOILT,O,X,O,O,X,X,X,X
ZSJOLTI,O,X,O,O,X,X,X,X
ZSJOLIT,O,X,O,O,X,X,X,X
ZSOTILJ,O,O,X,O,X,X,X,X
ZSOTIJL,O,O,O,O,X,X,X,X
ZSOTLIJ,O,O,X,X,X,X,X,X
ZSOTLJI,O,O,X,X,X,X,X,X
ZSOTJIL,O,O,O,X,X,X,X,X
ZSOTJLI,O,O,O,X,X,X,X,X
ZSOITLJ,O,O,X,O,X,X,X,X
ZSOITJL,O,O,O,O,X,X,X,X
ZSOILTJ,O,O,X,O,X,X,X,X
ZSOILJT,O,X,X,X,X,X,X,X
ZSOIJTL,O,O,O,X,X,X,X,X
ZSOIJLT,O,X,O,X,X,X,X,X
ZSOLTIJ,O,O,X,O,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,X
ZSOLITJ,O,O,X,O,X,X,X,X
ZSOLIJT,O,X,X,X,X,X,X,X
ZSOLJTI,O,X,X,X,X,X,X,X
ZSOLJIT,O,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,X,X,X,X,X
ZSOJTLI,O,O,O,X,X,X,X,X
ZSOJITL,O,O,O,X,X,X,X,X
ZSOJILT,O,X,O,X,X,X,X,X
ZSOJLTI,O,X,O,X,X,X,X,X
ZSOJLIT,O,X,O,X,X,X,X,X
ZOTILJS,O,O,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,O,O,X,O
ZOTIJSL,O,O,O,O,O,O,X,O
ZOTISLJ,O,O,X,O,X,X,X,X
ZOTISJL,O,O,O,O,O,X,X,X
ZOTLIJS,O,O,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X
ZOTLJIS,O,O,X,X,X,X,X,X
ZOTLJSI,O,O,X,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,X
ZOTJILS,O,O,O,X,O,O,X,O
ZOTJISL,O,O,O,O,O,O,X,O
ZOTJLIS,O,O,O,X,O,O,X,O
ZOTJLSI,O,O,O,X,O,O,X,O
ZOTJSIL,O,O,O,O,O,O,X,O
ZOTJSLI,O,O,O,X,O,O,X,O
ZOTSILJ,O,O,X,O,X,X,X,X
ZOTSIJL,O,O,O,O,O,X,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X
ZOTSLJI,O,O,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,O,X,X,X
ZOTSJLI,O,O,O,X,O,X,X,X
ZOITLJS,O,O,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X
ZOITJLS,O,O,O,X,O,O,X,O
ZOITJSL,O,O,O,O,O,O,X,O
ZOITSLJ,O,O,X,O,X,X,X,X
ZOITSJL,O,O,O,O,O,X,X,X
ZOILTJS,O,O,O,O,X,X,X,X
ZOILTSJ,O,O,O,O,X,X,X,X
ZOILJTS,O,O,O,O,X,X,X,X
ZOILJST,O,O,O,O,X,X,X,X
ZOILSTJ,O,O,O,O,X,X,X,X
ZOILSJT,O,O,O,X,X,X,X,X
ZOIJTLS,O,O,O,X,O,O,X,O
ZOIJTSL,O,O,O,O,O,O,X,O
ZOIJLTS,O,X,O,O,O,O,X,O
ZOIJLST,O,X,O,O,O,O,X,O
ZOIJSTL,O,O,O,O,O,O,X,O
ZOIJSLT,O,X,O,O,O,O,X,O
ZOISTLJ,O,O,X,O,X,X,X,X
ZOISTJL,O,O,O,O,O,X,X,X
ZOISLTJ,O,O,X,O,X,X,X,X
ZOISLJT,O,X,X,X,X,X,X,X
ZOISJTL,O,O,O,X,O,X,X,X
ZOISJLT,O,X,O,X,O,X,X,X
ZOLTIJS,O,O,O,O,X,X,X,X
ZOLTISJ,O,O,O,O,X,X,X,X
ZOLTJIS,O,O,O,O,X,X,X,X
ZOLTJSI,O,O,O,O,X,X,X,X
ZOLTSIJ,O,O,O,O,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,X,X
ZOLITJS,O,O,O,O,X,X,X,X
ZOLITSJ,O,O,O,O,X,X,X,X
ZOLIJTS,O,O,O,O,X,X,X,X
ZOLIJST,O,O,O,O,X,X,X,X
ZOLISTJ,O,O,O,O,X,X,X,X
ZOLISJT,O,O,O,X,X,X,X,X
ZOLJTIS,O,O,O,O,X,X,X,X
ZOLJTSI,O,O,O,O,X,X,X,X
ZOLJITS,O,O,O,O,X,X,X,X
ZOLJIST,O,O,O,O,X,X,X,X
ZOLJSTI,O,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,O,X,X,X,X
ZOLSTIJ,O,O,O,O,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,X,X
ZOLSITJ,O,O,O,O,X,X,X,X
ZOLSIJT,O,O,O,X,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X,X
ZOJTILS,O,O,O,X,O,O,X,O
ZOJTISL,O,O,O,O,O,O,X,O
ZOJTLIS,O,O,O,X,O,O,X,O
ZOJTLSI,O,O,O,X,O,O,X,O
ZOJTSIL,O,O,O,O,O,O,X,O
ZOJTSLI,O,O,O,X,O,O,X,O
ZOJITLS,O,O,O,X,O,O,X,O
ZOJITSL,O,O,O,O,O,O,X,O
ZOJILTS,O,X,O,O,O,O,X,O
ZOJILST,O,X,O,O,O,O,X,O
ZOJISTL,O,O,O,O,O,O,X,O
ZOJISLT,O,X,O,O,O,O,X,O
ZOJLTIS,O,X,O,O,O,O,X,O
ZOJLTSI,O,X,O,O,O,O,X,O
ZOJLITS,O,X,O,O,O,O,X,O
ZOJLIST,O,X,O,O,O,O,X,O
ZOJLSTI,O,X,O,O,O,O,X,O
ZOJLSIT,O,X,O,O,O,O,X,O
ZOJSTIL,O,O,O,O,O,O,X,O
ZOJSTLI,O,O,O,X,O,O,X,O
ZOJSITL,O,O,O,O,O,O,X,O
ZOJSILT,O,X,O,O,O,O,X,O
ZOJSLTI,O,X,O,O,O,O,X,O
ZOJSLIT,O,X,O,O,O,O,X,O
ZOSTILJ,O,O,X,O,X,X,X,X
ZOSTIJL,O,O,O,O,O,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,X
ZOSTLJI,O,O,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,O,X,X,X
ZOSTJLI,O,O,O,X,O,X,X,X
ZOSITLJ,O,O,X,O,X,X,X,X
ZOSITJL,O,O,O,O,O,X,X,X
ZOSILTJ,O,O,X,O,X,X,X,X
ZOSILJT,O,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,O,X,X,X
ZOSIJLT,O,X,O,X,O,X,X,X
ZOSLTIJ,O,O,X,O,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,X
ZOSLITJ,O,O,X,O,X,X,X,X
ZOSLIJT,O,X,X,X,X,X,X,X
ZOSLJTI,O,X,X,X,X,X,X,X
ZOSLJIT,O,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,X,O,X,X,X
ZOSJTLI,O,O,O,X,O,X,X,X
ZOSJITL,O,O,O,X,O,X,X,X
ZOSJILT,O,X,O,X,O,X,X,X
ZOSJLTI,O,X,O,X,O,X,X,X
ZOSJLIT,O,X,O,X,O,X,X,X
OTILJSZ,O,O,X,X,O,X,X,X
OTILJZS,O,O,X,X,O,O,X,O
OTILSJZ,O,O,X,X,O,X,X,X
OTILSZJ,O,O,X,X,X,X,X,X
OTILZJS,O,O,X,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,X
OTIJLSZ,O,O,X,X,O,X,X,X
OTIJLZS,O,O,X,X,O,O,X,O
OTIJSLZ,O,O,X,X,O,X,X,X
OTIJSZL,O,O,X,X,O,O,O,O
OTIJZLS,O,O,X,X,O,O,X,O
OTIJZSL,O,O,X,X,O,O,O,O
OTISLJZ,O,O,X,X,O,X,X,X
OTISLZJ,O,O,X,X,X,X,X,X
OTISJLZ,O,O,X,X,O,X,X,X
OTISJZL,O,O,X,X,O,O,O,O
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,X,X,O,X,X,X
OTIZLJS,O,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X
OTIZJLS,O,O,X,X,O,O,X,O
OTIZJSL,O,O,X,X,O,O,X,O
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,O,X,X,O,X,X,X
OTLIJSZ,O,O,X,X,O,X,X,X
OTLIJZS,O,O,X,X,O,O,X,O
OTLISJZ,O,O,X,X,O,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X
OTLJISZ,O,O,X,X,O,X,X,X
OTLJIZS,O,O,X,X,O,O,X,O
OTLJSIZ,O,O,X,X,O,X,X,X
OTLJSZI,O,O,X,X,O,X,X,X
OTLJZIS,O,O,X,X,O,O,X,O
OTLJZSI,O,O,X,X,O,O,X,O
OTLSIJZ,O,O,X,X,O,X,X,X
OTLSIZJ,O,O,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,O,X,X,X
OTLSJZI,O,O,X,X,O,X,X,X
OTLSZIJ,O,O,X,X,X,X,X,X
OTLSZJI,O,O,X,X,X,X,X,X
OTLZIJS,O,O,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X
OTLZJIS,O,O,X,X,X,X,X,X
OTLZJSI,O,O,X,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X,X
OTJILSZ,O,O,X,X,O,X,X,X
OTJILZS,O,O,X,X,O,O,X,O
OTJISLZ,O,O,X,X,O,X,X,X
OTJISZL,O,O,X,X,O,O,O,O
OTJIZLS,O,O,X,X,O,O,X,O
OTJIZSL,O,O,X,X,O,O,O,O
OTJLISZ,O,O,X,X,O,X,X,X
OTJLIZS,O,O,X,X,O,O,X,O
OTJLSIZ,O,O,X,X,O,X,X,X
OTJLSZI,O,O,X,X,O,X,X,X
OTJLZIS,O,O,X,X,O,O,X,O
OTJLZSI,O,O,X,X,O,O,X,O
OTJSILZ,O,O,X,X,O,X,X,X
OTJSIZL,O,O,X,X,O,O,O,O
OTJSLIZ,O,O,X,X,O,X,X,X
OTJSLZI,O,O,X,X,O,X,X,X
OTJSZIL,O,O,X,X,O,O,O,O
OTJSZLI,O,O,X,X,O,O,X,O
OTJZILS,O,O,X,X,O,O,X,O
OTJZISL,O,O,X,X,O,O,O,O
OTJZLIS,O,O,X,X,O,O,X,O
OTJZLSI,O,O,X,X,O,O,X,O
OTJZSIL,O,O,X,X,O,O,O,O
OTJZSLI,O,O,X,X,O,O,X,O
OTSILJZ,O,O,X,X,O,X,X,X
OTSILZJ,O,O,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,O,X,X,X
OTSIJZL,O,O,X,X,O,O,O,O
OTSIZLJ,O,O,X,X,X,X,X,X
OTSIZJL,O,O,X,X,O,X,X,X
OTSLIJZ,O,O,X,X,O,X,X,X
OTSLIZJ,O,O,X,X,X,X,X,X
OTSLJIZ,O,O,X,X,O,X,X,X
OTSLJZI,O,O,X,X,O,X,X,X
OTSLZIJ,O,O,X,X,X,X,X,X
OTSLZJI,O,O,X,X,X,X,X,X
OTSJILZ,O,O,X,X,O,X,X,X
OTSJIZL,O,O,X,X,O,O,O,O
OTSJLIZ,O,O,X,X,O,X,X,X
OTSJLZI,O,O,X,X,O,X,X,X
OTSJZIL,O,O,X,X,O,O,O,O
OTSJZLI,O,O,X,X,O,O,X,O
OTSZILJ,O,O,X,X,X,X,X,X
OTSZIJL,O,O,X,X,O,X,X,X
OTSZLIJ,O,O,X,X,X,X,X,X
OTSZLJI,O,O,X,X,X,X,X,X
OTSZJIL,O,O,X,X,O,X,X,X
OTSZJLI,O,O,X,X,O,X,X,X
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X,X
OTZIJLS,O,O,X,X,O,O,X,O
OTZIJSL,O,O,X,X,O,O,X,O
OTZISLJ,O,O,X,X,X,X,X,X
OTZISJL,O,O,X,X,O,X,X,X
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X
OTZLJIS,O,O,X,X,X,X,X,X
OTZLJSI,O,O,X,X,X,X,X,X
OTZLSIJ,O,O,X,X,X,X,X,X
OTZLSJI,O,O,X,X,X,X,X,X
OTZJILS,O,O,X,X,O,O,X,O
OTZJISL,O,O,X,X,O,O,X,O
OTZJLIS,O,O,X,X,O,O,X,O
OTZJLSI,O,O,X,X,O,O,X,O
OTZJSIL,O,O,X,X,O,O,X,O
OTZJSLI,O,O,X,X,O,O,X,O
OTZSILJ,O,O,X,X,X,X,X,X
OTZSIJL,O,O,X,X,O,X,X,X
OTZSLIJ,O,O,X,X,X,X,X,X
OTZSLJI,O,O,X,X,X,X,X,X
OTZSJIL,O,O,X,X,O,X,X,X
OTZSJLI,O,O,X,X,O,X,X,X
OITLJSZ,O,O,X,X,O,X,X,X
OITLJZS,O,O,X,X,O,O,X,O
OITLSJZ,O,O,X,X,O,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,O,O,X,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,X
OITJLSZ,O,O,X,X,O,X,X,X
OITJLZS,O,O,X,X,O,O,X,O
OITJSLZ,O,O,X,X,O,X,X,X
OITJSZL,O,O,X,X,O,O,O,O
OITJZLS,O,O,X,X,O,O,X,O
OITJZSL,O,O,X,X,O,O,O,O
OITSLJZ,O,O,X,X,O,X,X,X
OITSLZJ,O,O,X,X,X,X,X,X
OITSJLZ,O,O,X,X,O,X,X,X
OITSJZL,O,O,X,X,O,O,O,O
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,X,X,O,X,X,X
OITZLJS,O,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X
OITZJLS,O,O,X,X,O,O,X,O
OITZJSL,O,O,X,X,O,O,X,O
OITZSLJ,O,O,X,X,X,X,X,X
OITZSJL,O,O,X,X,O,X,X,X
OILTJSZ,O,O,X,O,O,X,X,O
OILTJZS,O,O,X,O,O,O,X,O
OILTSJZ,O,O,X,O,O,X,X,O
OILTSZJ,O,O,X,O,X,X,X,X
OILTZJS,O,O,X,O,X,X,X,O
OILTZSJ,O,O,X,O,X,X,X,X
OILJTSZ,O,O,O,O,O,X,X,O
OILJTZS,O,O,O,O,O,O,X,O
