sequence,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFUgBFhB6nB3?mBzpBWwB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFFgB0hB6nB3?lBWvBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFGgB6nB8pBl?mB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8Jei/IvhFclBxhB/rBG?nBTpB1vB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFclB6nBlmBu?pB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhF6nB0lBlmBX?lBTrBxuB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhFxgB6nBlmB3?pBUrBTqB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JexAJvhF6nBTlB0pBX?rBOpBlrB
JTLSIOZ,O,O,X,X,X,X,X,X
JTLSZIO,O,O,X,X,O,X,O,X
JTLSZOI,O,O,X,X,X,X,O,X
JTLSOIZ,O,O,X,X,X,X,X,X
JTLSOZI,O,O,X,X,X,X,X,X
JTLZISO,O,O,O,X,X,O,O,X
JTLZIOS,O,O,X,X,X,O,X,X
JTLZSIO,O,O,O,X,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X,X
JTLZOIS,O,O,X,X,X,X,X,X
JTLZOSI,X,O,X,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,X,X
JTLOIZS,X,O,X,X,X,O,X,X
JTLOSIZ,X,O,X,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X,X
JTLOZIS,X,O,X,X,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X,X
JTSILZO,O,O,O,O,O,O,X,X
JTSILOZ,O,O,X,X,X,X,X,X
JTSIZLO,O,O,O,O,O,O,X,X
JTSIZOL,O,O,O,O,X,X,X,X
JTSIOLZ,O,O,X,O,X,X,X,X
JTSIOZL,O,O,X,O,X,X,X,X
JTSLIZO,O,O,O,O,O,O,X,X
JTSLIOZ,O,O,X,X,X,X,X,X
JTSLZIO,O,O,X,O,O,X,O,X
JTSLZOI,O,O,X,O,X,X,O,X
JTSLOIZ,O,O,X,X,X,X,X,X
JTSLOZI,O,O,X,X,X,X,X,X
JTSZILO,O,O,X,O,O,X,O,X
JTSZIOL,O,O,X,O,X,X,O,X
JTSZLIO,O,O,X,O,O,X,O,X
JTSZLOI,O,O,X,O,X,X,O,X
JTSZOIL,O,O,X,O,X,X,O,X
JTSZOLI,O,O,X,O,X,X,O,X
JTSOILZ,O,O,X,O,X,X,X,X
JTSOIZL,O,O,X,O,X,X,X,X
JTSOLIZ,O,O,X,O,X,X,X,X
JTSOLZI,O,O,X,O,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X
JTZILSO,O,O,O,X,X,O,O,X
JTZILOS,O,O,X,X,X,O,X,X
JTZISLO,O,O,O,X,X,O,O,X
JTZISOL,O,O,O,X,X,X,O,X
JTZIOLS,O,O,X,X,X,O,X,X
JTZIOSL,X,O,X,X,X,X,X,X
JTZLISO,O,O,O,X,X,O,O,X
JTZLIOS,O,O,X,X,X,O,X,X
JTZLSIO,O,O,O,O,X,X,X,X
JTZLSOI,O,O,O,O,X,X,X,X
JTZLOIS,O,O,X,X,X,X,X,X
JTZLOSI,X,O,X,X,X,X,X,X
JTZSILO,O,O,O,O,X,X,X,X
JTZSIOL,O,O,O,O,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X
JTZSLOI,O,O,O,O,X,X,X,X
JTZSOIL,O,O,O,O,X,X,X,X
JTZSOLI,O,O,O,O,X,X,X,X
JTZOILS,O,O,X,X,X,X,X,X
JTZOISL,X,O,X,X,X,X,X,X
JTZOLIS,O,O,X,X,X,X,X,X
JTZOLSI,X,O,X,X,X,X,X,X
JTZOSIL,X,O,X,X,X,X,X,X
JTZOSLI,X,O,X,X,X,X,X,X
JTOILSZ,X,O,X,X,X,X,X,X
JTOILZS,X,O,X,X,X,O,X,X
JTOISLZ,X,O,X,O,X,X,X,X
JTOISZL,X,O,X,O,X,X,X,X
JTOIZLS,X,O,X,X,X,O,X,X
JTOIZSL,X,O,X,X,X,X,X,X
JTOLISZ,X,O,X,X,X,X,X,X
JTOLIZS,X,O,X,X,X,O,X,X
JTOLSIZ,X,O,X,X,X,X,X,X
JTOLSZI,X,O,X,X,X,X,X,X
JTOLZIS,X,O,X,X,X,X,X,X
JTOLZSI,X,O,X,X,X,X,X,X
JTOSILZ,X,O,X,O,X,X,X,X
JTOSIZL,X,O,X,O,X,X,X,X
JTOSLIZ,X,O,X,O,X,X,X,X
JTOSLZI,X,O,X,O,X,X,X,X
JTOSZIL,X,O,X,O,X,X,X,X
JTOSZLI,X,O,X,O,X,X,X,X
JTOZILS,X,O,X,X,X,X,X,X
JTOZISL,X,O,X,X,X,X,X,X
JTOZLIS,X,O,X,X,X,X,X,X
JTOZLSI,X,O,X,X,X,X,X,X
JTOZSIL,X,O,X,X,X,X,X,X
JTOZSLI,X,O,X,X,X,X,X,X
JITLSZO,O,O,O,X,O,O,X,X
JITLSOZ,O,O,X,X,X,X,X,X
JITLZSO,O,O,O,X,X,O,X,X
JITLZOS,O,O,X,X,X,O,X,X
JITLOSZ,X,O,X,X,X,X,X,X
JITLOZS,X,O,X,X,X,O,X,X
JITSLZO,O,O,O,O,O,O,X,X
JITSLOZ,O,O,X,X,X,X,X,X
JITSZLO,O,O,O,O,O,O,X,X
JITSZOL,O,O,O,O,X,X,X,X
JITSOLZ,O,O,X,O,X,X,X,X
JITSOZL,O,O,X,O,X,X,X,X
JITZLSO,O,O,O,X,X,O,X,X
JITZLOS,O,O,X,X,X,O,X,X
JITZSLO,O,O,O,X,X,O,X,X
JITZSOL,O,O,O,X,X,X,X,X
JITZOLS,O,O,X,X,X,O,X,X
JITZOSL,X,O,X,X,X,X,X,X
JITOLSZ,X,O,X,X,X,X,X,X
JITOLZS,X,O,X,X,X,O,X,X
JITOSLZ,X,O,X,O,X,X,X,X
JITOSZL,X,O,X,O,X,X,X,X
JITOZLS,X,O,X,X,X,O,X,X
JITOZSL,X,O,X,X,X,X,X,X
JILTSZO,O,O,O,X,O,O,X,X
JILTSOZ,O,O,X,X,X,X,X,X
JILTZSO,O,O,O,X,X,O,X,X
JILTZOS,O,O,X,X,X,O,X,X
JILTOSZ,X,O,X,X,X,X,X,X
JILTOZS,X,O,X,X,X,O,X,X
JILSTZO,O,O,O,O,O,O,X,X
JILSTOZ,O,O,X,X,X,X,X,X
JILSZTO,O,O,O,X,O,O,O,X
JILSZOT,O,O,O,X,X,X,X,X
JILSOTZ,O,O,X,O,X,X,X,X
JILSOZT,O,O,X,X,X,X,X,X
JILZTSO,O,O,O,X,X,O,X,X
JILZTOS,O,O,X,X,X,O,X,X
JILZSTO,O,O,O,X,X,O,X,X
JILZSOT,O,O,O,X,X,X,X,X
JILZOTS,O,O,X,X,X,O,X,X
JILZOST,O,O,O,X,X,X,X,X
JILOTSZ,O,O,X,X,X,X,X,X
JILOTZS,O,O,X,X,X,O,X,X
JILOSTZ,O,O,X,O,X,X,X,X
JILOSZT,O,O,X,X,X,X,X,X
JILOZTS,O,O,X,X,X,O,X,X
JILOZST,O,O,O,X,X,X,X,X
JISTLZO,O,O,O,O,O,O,X,X
JISTLOZ,O,O,X,X,X,X,X,X
JISTZLO,O,O,O,O,O,O,X,X
JISTZOL,O,O,O,O,X,X,X,X
JISTOLZ,O,O,X,O,X,X,X,X
JISTOZL,O,O,X,O,X,X,X,X
JISLTZO,O,O,O,O,O,O,X,X
JISLTOZ,O,O,X,X,X,X,X,X
JISLZTO,O,O,O,X,O,O,O,X
JISLZOT,O,O,O,X,X,X,X,X
JISLOTZ,O,O,X,O,X,X,X,X
JISLOZT,O,O,X,X,X,X,X,X
JISZTLO,O,O,O,O,O,O,O,X
JISZTOL,O,O,O,O,X,X,O,X
JISZLTO,O,O,O,X,O,O,O,X
JISZLOT,O,O,O,X,X,X,X,X
JISZOTL,O,O,O,O,X,X,X,X
JISZOLT,O,O,O,X,X,X,X,X
JISOTLZ,O,O,X,O,X,X,X,X
JISOTZL,O,O,X,O,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X,X
JISOLZT,O,O,X,X,X,X,X,X
JISOZTL,O,O,X,O,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X
JIZTLSO,O,O,O,X,X,O,X,X
JIZTLOS,O,O,X,X,X,O,X,X
JIZTSLO,O,O,O,X,X,O,X,X
JIZTSOL,O,O,O,X,X,X,X,X
JIZTOLS,O,O,X,X,X,O,X,X
JIZTOSL,X,O,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,O,X,X
JIZLTOS,O,O,X,X,X,O,X,X
JIZLSTO,O,O,O,X,X,O,X,X
JIZLSOT,O,O,O,X,X,X,X,X
JIZLOTS,O,O,X,X,X,O,X,X
JIZLOST,O,O,O,X,X,X,X,X
JIZSTLO,O,O,O,O,X,O,X,X
JIZSTOL,O,O,O,O,X,X,X,X
JIZSLTO,O,O,O,X,X,O,X,X
JIZSLOT,O,O,O,X,X,X,X,X
JIZSOTL,O,O,O,O,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X,X
JIZOTLS,O,O,X,X,X,O,X,X
JIZOTSL,O,O,X,X,X,X,X,X
JIZOLTS,O,O,X,X,X,O,X,X
JIZOLST,O,O,O,X,X,X,X,X
JIZOSTL,O,O,O,O,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X
JIOTLSZ,O,O,X,X,X,X,X,X
JIOTLZS,O,O,X,X,X,O,X,X
JIOTSLZ,O,O,X,O,X,X,X,X
JIOTSZL,O,O,X,O,X,X,X,X
JIOTZLS,O,O,X,X,X,O,X,X
JIOTZSL,O,O,X,X,X,X,X,X
JIOLTSZ,O,O,X,X,X,X,X,X
JIOLTZS,O,O,X,X,X,O,X,X
JIOLSTZ,O,O,X,O,X,X,X,X
JIOLSZT,O,O,X,X,X,X,X,X
JIOLZTS,O,O,X,X,X,O,X,X
JIOLZST,O,O,O,X,X,X,X,X
JIOSTLZ,O,O,X,O,X,X,X,X
JIOSTZL,O,O,X,O,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X,X
JIOSLZT,O,O,X,X,X,X,X,X
JIOSZTL,O,O,X,O,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X
JIOZTLS,O,O,X,X,X,O,X,X
JIOZTSL,O,O,X,X,X,X,X,X
JIOZLTS,O,O,X,X,X,O,X,X
JIOZLST,O,O,O,X,X,X,X,X
JIOZSTL,O,O,O,O,X,X,X,X
JIOZSLT,O,O,O,X,X,X,X,X
JLTISZO,O,O,O,X,O,O,X,X
JLTISOZ,O,O,X,X,X,X,X,X
JLTIZSO,O,O,O,X,X,O,X,X
JLTIZOS,O,O,X,X,X,O,X,X
JLTIOSZ,X,O,X,X,X,X,X,X
JLTIOZS,X,O,X,X,X,O,X,X
JLTSIZO,O,O,O,X,O,O,X,X
JLTSIOZ,O,O,X,X,X,X,X,X
JLTSZIO,O,O,X,X,O,X,O,X
JLTSZOI,O,O,X,X,X,X,O,X
JLTSOIZ,O,O,X,X,X,X,X,X
JLTSOZI,O,O,X,X,X,X,X,X
JLTZISO,O,O,O,X,X,O,O,X
JLTZIOS,O,O,X,X,X,O,X,X
JLTZSIO,O,O,O,X,X,X,X,X
JLTZSOI,O,O,O,X,X,X,X,X
JLTZOIS,O,O,X,X,X,X,X,X
JLTZOSI,X,O,X,X,X,X,X,X
JLTOISZ,X,O,X,X,X,X,X,X
JLTOIZS,X,O,X,X,X,O,X,X
JLTOSIZ,X,O,X,X,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X,X
JLTOZIS,X,O,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X
JLITSZO,O,O,O,X,O,O,X,X
JLITSOZ,O,O,X,X,X,X,X,X
JLITZSO,O,O,O,X,X,O,X,X
JLITZOS,O,O,X,X,X,O,X,X
JLITOSZ,X,O,X,X,X,X,X,X
JLITOZS,X,O,X,X,X,O,X,X
JLISTZO,O,O,O,O,O,O,X,X
JLISTOZ,O,O,X,X,X,X,X,X
JLISZTO,O,O,O,X,O,O,O,X
JLISZOT,O,O,O,X,X,X,X,X
JLISOTZ,O,O,X,O,X,X,X,X
JLISOZT,O,O,X,X,X,X,X,X
JLIZTSO,O,O,O,X,X,O,X,X
JLIZTOS,O,O,X,X,X,O,X,X
JLIZSTO,O,O,O,X,X,O,X,X
JLIZSOT,O,O,O,X,X,X,X,X
JLIZOTS,O,O,X,X,X,O,X,X
JLIZOST,O,O,O,X,X,X,X,X
JLIOTSZ,O,O,X,X,X,X,X,X
JLIOTZS,O,O,X,X,X,O,X,X
JLIOSTZ,O,O,X,O,X,X,X,X
JLIOSZT,O,O,X,X,X,X,X,X
JLIOZTS,O,O,X,X,X,O,X,X
JLIOZST,O,O,O,X,X,X,X,X
JLSTIZO,O,O,O,O,O,O,X,X
JLSTIOZ,O,O,X,X,X,X,X,X
JLSTZIO,O,O,X,O,O,X,O,X
JLSTZOI,O,O,X,O,X,X,O,X
JLSTOIZ,O,O,X,X,X,X,X,X
JLSTOZI,O,O,X,X,X,X,X,X
JLSITZO,O,O,O,O,O,O,X,X
JLSITOZ,O,O,X,X,X,X,X,X
JLSIZTO,O,O,O,X,O,O,O,X
JLSIZOT,O,O,O,X,X,X,X,X
JLSIOTZ,O,O,X,O,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,X
JLSZTIO,O,O,O,X,O,X,O,X
JLSZTOI,O,O,O,X,X,X,O,X
JLSZITO,O,O,O,X,O,X,O,X
JLSZIOT,O,O,O,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,O,O
JLSZOIT,O,O,O,X,X,X,X,O
JLSOTIZ,O,O,X,O,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,X
JLSOZTI,O,O,X,X,X,X,O,X
JLSOZIT,O,O,X,X,X,X,X,X
JLZTISO,O,O,O,X,X,O,O,X
JLZTIOS,O,O,X,X,X,O,X,X
JLZTSIO,O,O,O,X,X,X,X,X
JLZTSOI,O,O,O,X,X,X,X,X
JLZTOIS,O,O,X,X,X,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X
JLZITSO,O,O,O,X,X,O,X,X
JLZITOS,O,O,X,X,X,O,X,X
JLZISTO,O,O,O,X,X,O,X,X
JLZISOT,O,O,O,X,X,X,X,X
JLZIOTS,O,O,X,X,X,O,X,X
JLZIOST,O,O,O,X,X,X,X,X
JLZSTIO,O,O,O,X,X,X,O,X
JLZSTOI,O,O,O,X,X,X,O,X
JLZSITO,O,O,O,X,X,X,O,X
JLZSIOT,O,O,O,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,O,O
JLZSOIT,O,O,O,X,X,X,X,O
JLZOTIS,O,O,X,X,X,X,X,X
JLZOTSI,O,O,X,X,X,X,X,X
JLZOITS,O,O,X,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,O
JLZOSIT,O,O,O,X,X,X,X,O
JLOTISZ,O,O,X,X,X,X,X,X
JLOTIZS,O,O,X,X,X,O,X,X
JLOTSIZ,O,O,X,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X
JLOTZIS,O,O,X,X,X,X,X,X
JLOTZSI,O,O,X,X,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X,X
JLOITZS,O,O,X,X,X,O,X,X
JLOISTZ,O,O,X,O,X,X,X,X
JLOISZT,O,O,X,X,X,X,X,X
JLOIZTS,O,O,X,X,X,O,X,X
JLOIZST,O,O,O,X,X,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X
JLOSITZ,O,O,X,O,X,X,X,X
JLOSIZT,O,O,X,X,X,X,X,X
JLOSZTI,O,O,X,X,X,X,O,X
JLOSZIT,O,O,X,X,X,X,X,X
JLOZTIS,O,O,X,X,X,X,X,X
JLOZTSI,O,O,X,X,X,X,X,X
JLOZITS,O,O,X,X,X,X,X,X
JLOZIST,O,O,O,X,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X,X
JSTILZO,O,O,O,O,O,O,X,X
JSTILOZ,O,O,X,X,X,X,X,X
JSTIZLO,O,O,O,O,O,O,X,X
JSTIZOL,O,O,O,O,X,X,X,X
JSTIOLZ,O,O,X,O,X,X,X,X
JSTIOZL,O,O,X,O,X,X,X,X
JSTLIZO,O,O,O,O,O,O,X,X
JSTLIOZ,O,O,X,X,X,X,X,X
JSTLZIO,O,O,X,O,O,X,O,X
JSTLZOI,O,O,X,O,X,X,O,X
JSTLOIZ,O,O,X,X,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X,X
JSTZILO,O,O,X,O,O,X,O,X
JSTZIOL,O,O,X,O,X,X,O,X
JSTZLIO,O,O,X,O,O,X,O,X
JSTZLOI,O,O,X,O,X,X,O,X
JSTZOIL,O,O,X,O,X,X,O,X
JSTZOLI,O,O,X,O,X,X,O,X
JSTOILZ,O,O,X,O,X,X,X,X
JSTOIZL,O,O,X,O,X,X,X,X
JSTOLIZ,O,O,X,O,X,X,X,X
JSTOLZI,O,O,X,O,X,X,X,X
JSTOZIL,O,O,X,O,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X
JSITLZO,O,O,O,O,O,O,X,X
JSITLOZ,O,O,X,X,X,X,X,X
JSITZLO,O,O,O,O,O,O,X,X
JSITZOL,O,O,O,O,X,X,X,X
JSITOLZ,O,O,X,O,X,X,X,X
JSITOZL,O,O,X,O,X,X,X,X
JSILTZO,O,O,O,O,O,O,X,X
JSILTOZ,O,O,X,X,X,X,X,X
JSILZTO,O,O,O,X,O,O,O,X
JSILZOT,O,O,O,X,X,X,X,X
JSILOTZ,O,O,X,O,X,X,X,X
JSILOZT,O,O,X,X,X,X,X,X
JSIZTLO,O,O,O,O,O,O,O,X
JSIZTOL,O,O,O,O,X,X,O,X
JSIZLTO,O,O,O,X,O,O,O,X
JSIZLOT,O,O,O,X,X,X,X,X
JSIZOTL,O,O,O,O,X,X,X,X
JSIZOLT,O,O,O,X,X,X,X,X
JSIOTLZ,O,O,X,O,X,X,X,X
JSIOTZL,O,O,X,O,X,X,X,X
JSIOLTZ,O,O,X,O,X,X,X,X
JSIOLZT,O,O,X,X,X,X,X,X
JSIOZTL,O,O,X,O,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X,X
JSLTIZO,O,O,O,O,O,O,X,X
JSLTIOZ,O,O,X,X,X,X,X,X
JSLTZIO,O,O,X,O,O,X,O,X
JSLTZOI,O,O,X,O,X,X,O,X
JSLTOIZ,O,O,X,X,X,X,X,X
JSLTOZI,O,O,X,X,X,X,X,X
JSLITZO,O,O,O,O,O,O,X,X
JSLITOZ,O,O,X,X,X,X,X,X
JSLIZTO,O,O,O,X,O,O,O,X
JSLIZOT,O,O,O,X,X,X,X,X
JSLIOTZ,O,O,X,O,X,X,X,X
JSLIOZT,O,O,X,X,X,X,X,X
JSLZTIO,O,O,O,X,O,X,O,X
JSLZTOI,O,O,O,X,X,X,O,X
JSLZITO,O,O,O,X,O,X,O,X
JSLZIOT,O,O,O,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,O,O
JSLZOIT,O,O,O,X,X,X,X,O
JSLOTIZ,O,O,X,O,X,X,X,X
JSLOTZI,O,O,X,O,X,X,X,X
JSLOITZ,O,O,X,O,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,X
JSLOZTI,O,O,X,X,X,X,O,X
JSLOZIT,O,O,X,X,X,X,X,X
JSZTILO,O,O,O,O,O,X,O,X
JSZTIOL,O,O,O,O,X,X,O,X
JSZTLIO,O,O,O,O,O,X,O,X
JSZTLOI,O,O,O,O,X,X,O,X
JSZTOIL,O,O,O,O,X,X,O,X
JSZTOLI,O,O,O,O,X,X,O,X
JSZITLO,O,O,O,O,O,X,O,X
JSZITOL,O,O,O,O,X,X,O,X
JSZILTO,O,O,O,X,O,X,O,X
JSZILOT,O,O,O,X,X,X,X,X
JSZIOTL,O,O,O,O,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X,X
JSZLTIO,O,O,O,X,O,X,O,X
JSZLTOI,O,O,O,X,X,X,O,X
JSZLITO,O,O,O,X,O,X,O,X
JSZLIOT,O,O,O,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,O,O
JSZLOIT,O,O,O,X,X,X,X,O
JSZOTIL,O,O,O,O,X,X,O,X
JSZOTLI,O,O,O,O,X,X,O,X
JSZOITL,O,O,O,O,X,X,X,X
JSZOILT,O,O,O,X,X,X,X,O
JSZOLTI,O,O,O,X,X,X,O,O
JSZOLIT,O,O,O,X,X,X,X,O
JSOTILZ,O,O,X,O,X,X,X,X
JSOTIZL,O,O,X,O,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X
JSOTZIL,O,O,X,O,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X
JSOITZL,O,O,X,O,X,X,X,X
JSOILTZ,O,O,X,O,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,X
JSOLTZI,O,O,X,O,X,X,X,X
JSOLITZ,O,O,X,O,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,X,O,X
JSOLZIT,O,O,X,X,X,X,X,X
JSOZTIL,O,O,X,O,X,X,O,X
JSOZTLI,O,O,X,O,X,X,O,X
JSOZITL,O,O,X,O,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,O,X
JSOZLIT,O,O,X,X,X,X,X,X
JZTILSO,O,O,O,X,X,O,O,X
JZTILOS,O,O,X,X,X,O,X,X
JZTISLO,O,O,O,X,X,O,O,X
JZTISOL,O,O,O,X,X,X,O,X
JZTIOLS,O,O,X,X,X,O,X,X
JZTIOSL,X,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,O,O,X
JZTLIOS,O,O,X,X,X,O,X,X
JZTLSIO,O,O,O,X,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,X
JZTLOSI,X,O,X,X,X,X,X,X
JZTSILO,O,O,O,X,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X,X
JZTSOIL,O,O,O,X,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X,X
JZTOILS,O,O,X,X,X,X,X,X
JZTOISL,X,O,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X
JZTOLSI,X,O,X,X,X,X,X,X
JZTOSIL,X,O,X,X,X,X,X,X
JZTOSLI,X,O,X,X,X,X,X,X
JZITLSO,O,O,O,X,X,O,X,X
JZITLOS,O,O,X,X,X,O,X,X
JZITSLO,O,O,O,X,X,O,X,X
JZITSOL,O,O,O,X,X,X,X,X
JZITOLS,O,O,X,X,X,O,X,X
JZITOSL,X,O,X,X,X,X,X,X
JZILTSO,O,O,O,X,X,O,X,X
JZILTOS,O,O,X,X,X,O,X,X
JZILSTO,O,O,O,X,X,O,X,X
JZILSOT,O,O,O,X,X,X,X,X
JZILOTS,O,O,X,X,X,O,X,X
JZILOST,O,O,O,X,X,X,X,X
JZISTLO,O,O,O,O,X,O,X,X
JZISTOL,O,O,O,O,X,X,X,X
JZISLTO,O,O,O,X,X,O,X,X
JZISLOT,O,O,O,X,X,X,X,X
JZISOTL,O,O,O,O,X,X,X,X
JZISOLT,O,O,O,X,X,X,X,X
JZIOTLS,O,O,X,X,X,O,X,X
JZIOTSL,O,O,X,X,X,X,X,X
JZIOLTS,O,O,X,X,X,O,X,X
JZIOLST,O,O,O,X,X,X,X,X
JZIOSTL,O,O,O,O,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X,X
JZLTISO,O,O,O,X,X,O,O,X
JZLTIOS,O,O,X,X,X,O,X,X
JZLTSIO,O,O,O,X,X,X,X,X
JZLTSOI,O,O,O,X,X,X,X,X
JZLTOIS,O,O,X,X,X,X,X,X
JZLTOSI,X,O,X,X,X,X,X,X
JZLITSO,O,O,O,X,X,O,X,X
JZLITOS,O,O,X,X,X,O,X,X
JZLISTO,O,O,O,X,X,O,X,X
JZLISOT,O,O,O,X,X,X,X,X
JZLIOTS,O,O,X,X,X,O,X,X
JZLIOST,O,O,O,X,X,X,X,X
JZLSTIO,O,O,O,X,X,X,O,X
JZLSTOI,O,O,O,X,X,X,O,X
JZLSITO,O,O,O,X,X,X,O,X
JZLSIOT,O,O,O,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,O,O
JZLSOIT,O,O,O,X,X,X,X,O
JZLOTIS,O,O,X,X,X,X,X,X
JZLOTSI,O,O,X,X,X,X,X,X
JZLOITS,O,O,X,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,O
JZLOSIT,O,O,O,X,X,X,X,O
JZSTILO,O,O,O,O,X,X,O,X
JZSTIOL,O,O,O,O,X,X,O,X
JZSTLIO,O,O,O,O,X,X,O,X
JZSTLOI,O,O,O,O,X,X,O,X
JZSTOIL,O,O,O,O,X,X,O,X
JZSTOLI,O,O,O,O,X,X,O,X
JZSITLO,O,O,O,O,X,X,O,X
JZSITOL,O,O,O,O,X,X,O,X
JZSILTO,O,O,O,X,X,X,O,X
JZSILOT,O,O,O,X,X,X,X,X
JZSIOTL,O,O,O,O,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X,X
JZSLTIO,O,O,O,X,X,X,O,X
JZSLTOI,O,O,O,X,X,X,O,X
JZSLITO,O,O,O,X,X,X,O,X
JZSLIOT,O,O,O,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,O,O
JZSLOIT,O,O,O,X,X,X,X,O
JZSOTIL,O,O,O,O,X,X,O,X
JZSOTLI,O,O,O,O,X,X,O,X
JZSOITL,O,O,O,O,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,O
JZSOLTI,O,O,O,X,X,X,O,O
JZSOLIT,O,O,O,X,X,X,X,O
JZOTILS,O,O,X,X,X,X,X,X
JZOTISL,O,O,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X
JZOTLSI,O,O,X,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X
JZOILTS,O,O,X,X,X,X,X,X
JZOILST,O,O,O,X,X,X,X,X
JZOISTL,O,O,O,O,X,X,X,X
JZOISLT,O,O,O,X,X,X,X,X
JZOLTIS,O,O,X,X,X,X,X,X
JZOLTSI,O,O,X,X,X,X,X,X
JZOLITS,O,O,X,X,X,X,X,X
JZOLIST,O,O,O,X,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X,O
JZOLSIT,O,O,O,X,X,X,X,O
JZOSTIL,O,O,O,O,X,X,X,X
JZOSTLI,O,O,O,O,X,X,X,X
JZOSITL,O,O,O,O,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,O
JZOSLTI,O,O,O,X,X,X,X,O
JZOSLIT,O,O,O,X,X,X,X,O
JOTILSZ,O,O,X,X,X,X,X,X
JOTILZS,O,O,X,X,X,O,X,X
