sequence,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lBzhBaoB5oB+s?BlrB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFmhBziB5oBCmB0r?BlsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF6mBmiB5oBzlB0n?BVxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF0hBliB5oBzlBys?BWxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFVmBUiBaoB5oBGr?BTsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFlhBaoB5oBzlB8r?B+sB,v115@9gB8HeA8IeC8GeE8CeA8KeVFJvhFUhBanBziB5oBGr?B3sB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lB+mBiiB5oBzn?BVxB
LIOSTJZ,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,X,X,X
LIOSJTZ,X,X,X,O,O,X,X,X
LIOSJZT,X,X,X,O,X,O,X,X
LIOSZTJ,X,X,X,O,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,X
LIOZJTS,X,X,X,X,O,X,X,X
LIOZJST,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,X,X,X
LIOZSJT,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,O,O,X,X,X
LJTISOZ,X,O,X,X,X,X,X,X
LJTIZSO,O,X,X,O,O,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,O,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X
LJTSIZO,X,X,X,O,O,X,X,X
LJTSIOZ,X,O,X,X,X,X,X,X
LJTSZIO,X,X,X,O,O,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X
LJTSOIZ,X,O,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X
LJTZISO,O,X,X,O,O,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X
LJTZSIO,O,X,X,O,O,X,X,X
LJTZSOI,O,X,X,X,X,X,X,X
LJTZOIS,O,X,X,X,X,X,X,X
LJTZOSI,O,X,X,X,X,X,X,X
LJTOISZ,X,O,X,O,X,X,X,X
LJTOIZS,O,X,X,O,X,X,X,X
LJTOSIZ,X,O,X,O,X,X,X,X
LJTOSZI,X,X,X,O,X,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X
LJITSZO,X,X,X,O,O,X,X,X
LJITSOZ,X,O,X,X,X,X,X,X
LJITZSO,O,X,X,O,O,X,X,X
LJITZOS,O,X,X,X,X,X,X,X
LJITOSZ,X,O,X,O,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,X
LJISTZO,X,X,X,O,O,X,X,X
LJISTOZ,X,O,X,X,X,X,X,X
LJISZTO,O,O,X,O,X,O,X,X
LJISZOT,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,O,X,X
LJIZTSO,O,O,X,O,X,O,X,X
LJIZTOS,O,O,X,X,X,X,X,X
LJIZSTO,O,O,X,O,X,O,X,X
LJIZSOT,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,O,X,X
LJIZOST,X,X,X,X,X,O,X,X
LJIOTSZ,X,X,X,O,X,X,X,X
LJIOTZS,X,X,X,O,X,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,O,X,O,X,X
LJIOZTS,X,X,X,O,X,O,X,X
LJIOZST,X,X,X,O,X,O,X,X
LJSTIZO,X,X,X,O,O,X,X,X
LJSTIOZ,X,O,X,X,X,X,X,X
LJSTZIO,X,X,X,O,O,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,O,O,X,X,X
LJSITOZ,X,O,X,X,X,X,X,X
LJSIZTO,O,O,X,O,X,O,X,X
LJSIZOT,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,O,X,X
LJSZTIO,O,O,X,O,X,O,X,X
LJSZTOI,O,O,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,O,X,X
LJSZIOT,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,O,X,X
LJSOZTI,X,X,X,X,X,O,X,X
LJSOZIT,X,X,X,X,X,O,X,X
LJZTISO,O,O,X,O,X,O,X,X
LJZTIOS,O,O,X,X,X,X,X,X
LJZTSIO,O,O,X,O,X,O,X,X
LJZTSOI,O,O,X,X,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X
LJZTOSI,O,O,X,X,X,X,X,X
LJZITSO,O,O,X,O,X,O,X,X
LJZITOS,O,O,X,X,X,X,X,X
LJZISTO,O,O,X,O,X,O,X,X
LJZISOT,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,O,X,X
LJZIOST,X,X,X,X,X,O,X,X
LJZSTIO,O,O,X,O,X,O,X,X
LJZSTOI,O,O,X,X,X,X,X,X
LJZSITO,O,O,X,O,X,O,X,X
LJZSIOT,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,O,X,X
LJZOTSI,X,X,X,X,X,O,X,X
LJZOITS,X,X,X,X,X,O,X,X
LJZOIST,X,X,X,X,X,O,X,X
LJZOSTI,X,X,X,X,X,O,X,X
LJZOSIT,X,X,X,X,X,O,X,X
LJOTISZ,X,X,X,O,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X
LJOTSIZ,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,O,X,X,X,X
LJOTZIS,X,X,X,O,X,X,X,X
LJOTZSI,X,X,X,O,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,O,X,O,X,X
LJOIZTS,X,X,X,O,X,O,X,X
LJOIZST,X,X,X,O,X,O,X,X
LJOSTIZ,X,X,X,O,X,X,X,X
LJOSTZI,X,X,X,O,X,X,X,X
LJOSITZ,X,X,X,O,X,X,X,X
LJOSIZT,X,X,X,O,X,O,X,X
LJOSZTI,X,X,X,O,X,O,X,X
LJOSZIT,X,X,X,O,X,O,X,X
LJOZTIS,X,X,X,O,X,O,X,X
LJOZTSI,X,X,X,O,X,O,X,X
LJOZITS,X,X,X,O,X,O,X,X
LJOZIST,X,X,X,O,X,O,X,X
LJOZSTI,X,X,X,O,X,O,X,X
LJOZSIT,X,X,X,O,X,O,X,X
LSTIJZO,X,X,X,X,X,X,X,X
LSTIJOZ,X,O,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,O,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X
LSTIOZJ,X,X,X,O,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X
LSTJIOZ,X,O,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X
LSTJOIZ,X,O,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,O,X,X,X,X
LSTZJIO,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,X,X,X
LSTOIZJ,X,X,X,O,X,X,X,X
LSTOJIZ,X,O,X,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,O,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X
LSITJOZ,X,O,X,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,O,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X,X
LSITOZJ,X,X,X,O,X,X,X,X
LSIJTZO,X,X,X,O,O,X,X,X
LSIJTOZ,X,O,X,X,X,X,X,X
LSIJZTO,O,O,X,O,X,O,X,X
LSIJZOT,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,O,X,X
LSIZTJO,X,O,X,X,X,X,X,X
LSIZTOJ,X,O,X,O,X,X,X,X
LSIZJTO,O,O,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,O,X,X,X,X
LSIOJTZ,X,X,X,O,O,X,X,X
LSIOJZT,X,X,X,O,X,O,X,X
LSIOZTJ,X,X,X,O,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X,X
LSJTIZO,X,X,X,O,O,X,X,X
LSJTIOZ,X,O,X,X,X,X,X,X
LSJTZIO,X,X,X,O,O,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X
LSJTOIZ,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,O,O,X,X,X
LSJITOZ,X,O,X,X,X,X,X,X
LSJIZTO,O,O,X,O,X,O,X,X
LSJIZOT,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,O,X,X
LSJZTIO,O,O,X,O,X,O,X,X
LSJZTOI,O,O,X,X,X,X,X,X
LSJZITO,O,O,X,O,X,O,X,X
LSJZIOT,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X
LSJOIZT,X,X,X,X,X,O,X,X
LSJOZTI,X,X,X,X,X,O,X,X
LSJOZIT,X,X,X,X,X,O,X,X
LSZTIJO,X,O,X,X,X,X,X,X
LSZTIOJ,X,O,X,O,X,X,X,X
LSZTJIO,X,O,X,X,X,X,X,X
LSZTJOI,X,O,X,X,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,X,X
LSZTOJI,X,O,X,X,X,X,X,X
LSZITJO,X,O,X,X,X,X,X,X
LSZITOJ,X,O,X,O,X,X,X,X
LSZIJTO,O,O,X,X,X,X,X,X
LSZIJOT,X,X,X,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,X
LSZJIOT,X,X,X,X,X,X,X,X
LSZJOTI,X,X,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,X,X,X
LSZOITJ,X,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,X,X,X,X
LSZOJTI,X,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,O,X,X,X,X
LSOTJIZ,X,X,X,X,X,X,X,X
LSOTJZI,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,O,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X
LSOITZJ,X,X,X,O,X,X,X,X
LSOIJTZ,X,X,X,O,O,X,X,X
LSOIJZT,X,X,X,O,X,O,X,X
LSOIZTJ,X,X,X,O,X,X,X,X
LSOIZJT,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,X,O,O,X,X,X
LSOJTZI,X,X,X,O,O,X,X,X
LSOJITZ,X,X,X,O,O,X,X,X
LSOJIZT,X,X,X,O,X,O,X,X
LSOJZTI,X,X,X,O,X,O,X,X
LSOJZIT,X,X,X,O,X,O,X,X
LSOZTIJ,X,X,X,O,X,X,X,X
LSOZTJI,X,X,X,X,X,X,X,X
LSOZITJ,X,X,X,O,X,X,X,X
LSOZIJT,X,X,X,X,X,X,X,X
LSOZJTI,X,X,X,X,X,X,X,X
LSOZJIT,X,X,X,X,X,X,X,X
LZTIJSO,X,O,X,X,X,X,X,X
LZTIJOS,X,O,X,X,X,X,X,X
LZTISJO,X,O,X,X,X,X,X,X
LZTISOJ,X,O,X,O,X,X,X,X
LZTIOJS,X,O,X,X,X,X,X,X
LZTIOSJ,X,O,X,X,X,X,X,X
LZTJISO,X,O,X,X,X,X,X,X
LZTJIOS,X,O,X,X,X,X,X,X
LZTJSIO,X,O,X,X,X,X,X,X
LZTJSOI,X,O,X,X,X,X,X,X
LZTJOIS,X,O,X,X,X,X,X,X
LZTJOSI,X,O,X,X,X,X,X,X
LZTSIJO,X,O,X,X,X,X,X,X
LZTSIOJ,X,O,X,O,X,X,X,X
LZTSJIO,X,O,X,X,X,X,X,X
LZTSJOI,X,O,X,X,X,X,X,X
LZTSOIJ,X,O,X,X,X,X,X,X
LZTSOJI,X,O,X,X,X,X,X,X
LZTOIJS,X,O,X,X,X,X,X,X
LZTOISJ,X,O,X,X,X,X,X,X
LZTOJIS,X,O,X,X,X,X,X,X
LZTOJSI,X,O,X,X,X,X,X,X
LZTOSIJ,X,O,X,X,X,X,X,X
LZTOSJI,X,O,X,X,X,X,X,X
LZITJSO,X,O,X,X,X,X,X,X
LZITJOS,X,O,X,X,X,X,X,X
LZITSJO,X,O,X,X,X,X,X,X
LZITSOJ,X,O,X,O,X,X,X,X
LZITOJS,X,O,X,X,X,X,X,X
LZITOSJ,X,O,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X
LZIJSTO,O,O,X,X,X,X,X,X
LZIJSOT,X,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,X,X
LZISTJO,X,O,X,X,X,X,X,X
LZISTOJ,X,O,X,O,X,X,X,X
LZISJTO,O,O,X,X,X,X,X,X
LZISJOT,X,X,X,X,X,X,X,X
LZISOTJ,X,X,X,X,X,X,X,X
LZISOJT,X,X,X,X,X,X,X,X
LZIOTJS,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,X,X
LZIOJST,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X
LZIOSJT,X,X,X,X,X,X,X,X
LZJTISO,O,O,X,X,X,X,X,X
LZJTIOS,O,O,X,X,X,X,X,X
LZJTSIO,O,O,X,X,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X,X
LZJTOIS,O,O,X,X,X,X,X,X
LZJTOSI,O,O,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X
LZJISTO,O,O,X,X,X,X,X,X
LZJISOT,X,X,X,X,X,X,X,X
LZJIOTS,X,X,X,X,X,X,X,X
LZJIOST,X,X,X,X,X,X,X,X
LZJSTIO,O,O,X,X,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X
LZJSIOT,X,X,X,X,X,X,X,X
LZJSOTI,X,X,X,X,X,X,X,X
LZJSOIT,X,X,X,X,X,X,X,X
LZJOTIS,X,X,X,X,X,X,X,X
LZJOTSI,X,X,X,X,X,X,X,X
LZJOITS,X,X,X,X,X,X,X,X
LZJOIST,X,X,X,X,X,X,X,X
LZJOSTI,X,X,X,X,X,X,X,X
LZJOSIT,X,X,X,X,X,X,X,X
LZSTIJO,X,O,X,X,X,X,X,X
LZSTIOJ,X,O,X,O,X,X,X,X
LZSTJIO,X,O,X,X,X,X,X,X
LZSTJOI,X,O,X,X,X,X,X,X
LZSTOIJ,X,O,X,X,X,X,X,X
LZSTOJI,X,O,X,X,X,X,X,X
LZSITJO,X,O,X,X,X,X,X,X
LZSITOJ,X,O,X,O,X,X,X,X
LZSIJTO,O,O,X,X,X,X,X,X
LZSIJOT,X,X,X,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,X,X,X
LZSIOJT,X,X,X,X,X,X,X,X
LZSJTIO,O,O,X,X,X,X,X,X
LZSJTOI,O,O,X,X,X,X,X,X
LZSJITO,O,O,X,X,X,X,X,X
LZSJIOT,X,X,X,X,X,X,X,X
LZSJOTI,X,X,X,X,X,X,X,X
LZSJOIT,X,X,X,X,X,X,X,X
LZSOTIJ,X,X,X,X,X,X,X,X
LZSOTJI,X,X,X,X,X,X,X,X
LZSOITJ,X,X,X,X,X,X,X,X
LZSOIJT,X,X,X,X,X,X,X,X
LZSOJTI,X,X,X,X,X,X,X,X
LZSOJIT,X,X,X,X,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X,X
LZOTISJ,X,X,X,X,X,X,X,X
LZOTJIS,X,X,X,X,X,X,X,X
LZOTJSI,X,X,X,X,X,X,X,X
LZOTSIJ,X,X,X,X,X,X,X,X
LZOTSJI,X,X,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X,X,X
LZOIJST,X,X,X,X,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X,X
LZOISJT,X,X,X,X,X,X,X,X
LZOJTIS,X,X,X,X,X,X,X,X
LZOJTSI,X,X,X,X,X,X,X,X
LZOJITS,X,X,X,X,X,X,X,X
LZOJIST,X,X,X,X,X,X,X,X
LZOJSTI,X,X,X,X,X,X,X,X
LZOJSIT,X,X,X,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X,X
LZOSTJI,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X,X
LZOSIJT,X,X,X,X,X,X,X,X
LZOSJTI,X,X,X,X,X,X,X,X
LZOSJIT,X,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,X
LOTIJZS,X,X,X,X,X,X,X,X
LOTISJZ,X,X,X,X,X,X,X,X
LOTISZJ,X,X,X,O,X,X,X,X
LOTIZJS,X,X,X,X,X,X,X,X
LOTIZSJ,X,X,X,O,X,X,X,X
LOTJISZ,X,X,X,X,X,X,X,X
LOTJIZS,X,X,X,X,X,X,X,X
LOTJSIZ,X,X,X,X,X,X,X,X
LOTJSZI,X,X,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,X,X,X
LOTJZSI,X,X,X,X,X,X,X,X
LOTSIJZ,X,X,X,X,X,X,X,X
LOTSIZJ,X,X,X,O,X,X,X,X
LOTSJIZ,X,X,X,X,X,X,X,X
LOTSJZI,X,X,X,X,X,X,X,X
LOTSZIJ,X,X,X,O,X,X,X,X
LOTSZJI,X,X,X,X,X,X,X,X
LOTZIJS,X,X,X,X,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X
LOTZJIS,X,X,X,X,X,X,X,X
LOTZJSI,X,X,X,X,X,X,X,X
LOTZSIJ,X,X,X,O,X,X,X,X
LOTZSJI,X,X,X,X,X,X,X,X
LOITJSZ,X,X,X,X,X,X,X,X
LOITJZS,X,X,X,X,X,X,X,X
LOITSJZ,X,X,X,X,X,X,X,X
LOITSZJ,X,X,X,O,X,X,X,X
LOITZJS,X,X,X,X,X,X,X,X
LOITZSJ,X,X,X,O,X,X,X,X
LOIJTSZ,X,X,X,O,O,X,X,X
LOIJTZS,X,X,X,O,O,X,X,X
LOIJSTZ,X,X,X,O,O,X,X,X
LOIJSZT,X,X,X,O,X,O,X,X
LOIJZTS,X,X,X,O,O,O,X,X
LOIJZST,X,X,X,O,X,O,X,X
LOISTJZ,X,X,X,X,X,X,X,X
LOISTZJ,X,X,X,O,X,X,X,X
LOISJTZ,X,X,X,O,O,X,X,X
LOISJZT,X,X,X,O,X,O,X,X
LOISZTJ,X,X,X,O,X,X,X,X
LOISZJT,X,X,X,X,X,X,X,X
LOIZTJS,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,X,O,X,X,X,X
LOIZJTS,X,X,X,X,O,X,X,X
LOIZJST,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,O,X,X,X,X
LOIZSJT,X,X,X,X,X,X,X,X
LOJTISZ,X,X,X,O,O,X,X,X
LOJTIZS,X,X,X,O,O,X,X,X
LOJTSIZ,X,X,X,O,O,X,X,X
LOJTSZI,X,X,X,O,O,X,X,X
LOJTZIS,X,X,X,O,O,X,X,X
LOJTZSI,X,X,X,O,O,X,X,X
LOJITSZ,X,X,X,O,O,X,X,X
LOJITZS,X,X,X,O,O,X,X,X
LOJISTZ,X,X,X,O,O,X,X,X
LOJISZT,X,X,X,O,X,O,X,X
LOJIZTS,X,X,X,O,O,O,X,X
LOJIZST,X,X,X,O,X,O,X,X
LOJSTIZ,X,X,X,O,O,X,X,X
LOJSTZI,X,X,X,O,O,X,X,X
LOJSITZ,X,X,X,O,O,X,X,X
LOJSIZT,X,X,X,O,X,O,X,X
LOJSZTI,X,X,X,O,X,O,X,X
LOJSZIT,X,X,X,O,X,O,X,X
LOJZTIS,X,X,X,O,O,O,X,X
LOJZTSI,X,X,X,O,O,O,X,X
LOJZITS,X,X,X,O,O,O,X,X
LOJZIST,X,X,X,O,X,O,X,X
LOJZSTI,X,X,X,O,X,O,X,X
LOJZSIT,X,X,X,O,X,O,X,X
LOSTIJZ,X,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,O,X,X,X,X
LOSTJIZ,X,X,X,X,X,X,X,X
LOSTJZI,X,X,X,X,X,X,X,X
LOSTZIJ,X,X,X,O,X,X,X,X
LOSTZJI,X,X,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,X
LOSITZJ,X,X,X,O,X,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,X
LOSIJZT,X,X,X,O,X,O,X,X
LOSIZTJ,X,X,X,O,X,X,X,X
LOSIZJT,X,X,X,X,X,X,X,X
LOSJTIZ,X,X,X,O,O,X,X,X
LOSJTZI,X,X,X,O,O,X,X,X
LOSJITZ,X,X,X,O,O,X,X,X
LOSJIZT,X,X,X,O,X,O,X,X
LOSJZTI,X,X,X,O,X,O,X,X
LOSJZIT,X,X,X,O,X,O,X,X
LOSZTIJ,X,X,X,O,X,X,X,X
LOSZTJI,X,X,X,X,X,X,X,X
LOSZITJ,X,X,X,O,X,X,X,X
LOSZIJT,X,X,X,X,X,X,X,X
LOSZJTI,X,X,X,X,X,X,X,X
LOSZJIT,X,X,X,X,X,X,X,X
LOZTIJS,X,X,X,X,X,X,X,X
LOZTISJ,X,X,X,O,X,X,X,X
LOZTJIS,X,X,X,X,X,X,X,X
LOZTJSI,X,X,X,X,X,X,X,X
LOZTSIJ,X,X,X,O,X,X,X,X
LOZTSJI,X,X,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X
LOZITSJ,X,X,X,O,X,X,X,X
LOZIJTS,X,X,X,X,O,X,X,X
LOZIJST,X,X,X,X,X,X,X,X
LOZISTJ,X,X,X,O,X,X,X,X
LOZISJT,X,X,X,X,X,X,X,X
LOZJTIS,X,X,X,X,O,X,X,X
LOZJTSI,X,X,X,X,O,X,X,X
LOZJITS,X,X,X,X,O,X,X,X
LOZJIST,X,X,X,X,X,X,X,X
LOZJSTI,X,X,X,X,X,X,X,X
LOZJSIT,X,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,O,X,X,X,X
LOZSTJI,X,X,X,X,X,X,X,X
LOZSITJ,X,X,X,O,X,X,X,X
LOZSIJT,X,X,X,X,X,X,X,X
LOZSJTI,X,X,X,X,X,X,X,X
LOZSJIT,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,O,X,X,X
JTILSOZ,X,X,X,X,X,X,X,X
JTILZSO,O,X,X,X,O,X,X,X
JTILZOS,O,X,X,X,X,X,X,X
JTILOSZ,X,X,X,X,X,X,X,X
JTILOZS,O,X,X,X,X,X,X,X
JTISLZO,X,X,X,X,O,X,O,X
JTISLOZ,X,X,X,X,X,X,O,X
JTISZLO,X,X,X,X,O,X,O,X
JTISZOL,X,X,X,X,X,X,O,X
JTISOLZ,X,X,X,X,O,X,O,X
JTISOZL,X,X,X,X,O,X,O,X
JTIZLSO,O,X,X,X,O,X,O,X
JTIZLOS,O,X,X,X,X,X,X,X
JTIZSLO,O,X,X,X,O,X,O,X
JTIZSOL,O,X,X,X,X,X,O,X
JTIZOLS,O,X,X,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,X,O,X,X,X
JTIOLZS,O,X,X,X,O,X,X,X
JTIOSLZ,X,X,X,X,O,X,X,X
JTIOSZL,X,X,X,X,O,X,X,X
JTIOZLS,O,X,X,X,O,X,X,X
JTIOZSL,O,X,X,X,O,X,X,X
JTLISZO,X,X,X,X,O,X,X,X
JTLISOZ,X,X,X,X,X,X,X,X
JTLIZSO,O,X,X,X,O,X,X,X
JTLIZOS,O,X,X,X,X,X,X,X
JTLIOSZ,X,X,X,X,X,X,X,X
JTLIOZS,O,X,X,X,X,X,X,X
JTLSIZO,X,X,X,X,O,X,X,X
JTLSIOZ,X,X,X,X,X,X,X,X
JTLSZIO,X,X,X,X,O,X,X,X
JTLSZOI,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X,X,X
JTLSOZI,X,X,X,X,X,X,X,X
JTLZISO,O,X,X,X,O,X,X,X
JTLZIOS,O,X,X,X,X,X,X,X
JTLZSIO,O,X,X,X,O,X,X,X
JTLZSOI,O,X,X,X,X,X,X,X
JTLZOIS,O,X,X,X,X,X,X,X
JTLZOSI,O,X,X,X,X,X,X,X
JTLOISZ,X,X,X,X,X,X,X,X
JTLOIZS,O,X,X,X,X,X,X,X
JTLOSIZ,X,X,X,X,X,X,X,X
JTLOSZI,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,X,X,X,X,X
JTLOZSI,O,X,X,X,X,X,X,X
JTSILZO,X,X,X,X,O,X,O,X
JTSILOZ,X,X,X,X,X,X,O,X
JTSIZLO,X,X,X,X,O,X,O,X
JTSIZOL,X,X,X,X,X,X,O,X
JTSIOLZ,X,X,X,X,O,X,O,X
JTSIOZL,X,X,X,X,O,X,O,X
JTSLIZO,X,X,X,X,O,X,O,X
JTSLIOZ,X,X,X,X,X,X,O,X
JTSLZIO,X,X,X,X,O,X,O,X
JTSLZOI,X,X,X,X,X,X,O,X
JTSLOIZ,X,X,X,X,X,X,O,X
JTSLOZI,X,X,X,X,X,X,O,X
JTSZILO,X,X,X,X,O,X,O,X
JTSZIOL,X,X,X,X,X,X,O,X
JTSZLIO,X,X,X,X,O,X,O,X
JTSZLOI,X,X,X,X,X,X,O,X
JTSZOIL,X,X,X,X,X,X,O,X
JTSZOLI,X,X,X,X,X,X,O,X
JTSOILZ,X,X,X,X,O,X,O,X
JTSOIZL,X,X,X,X,O,X,O,X
JTSOLIZ,X,X,X,X,O,X,O,X
JTSOLZI,X,X,X,X,O,X,O,X
JTSOZIL,X,X,X,X,O,X,O,X
JTSOZLI,X,X,X,X,O,X,O,X
JTZILSO,O,X,X,X,O,X,O,X
JTZILOS,O,X,X,X,X,X,X,X
