sequence,v115@GhA8IeA8BeB8AeA8CeD8DeC8Jem/IvhFfmB0hBliBT?kBysBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeOEJvhF8kBfmBlhBa?oBTnBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeKEJvhFzfBfmB0hBm?iB1sBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeKEJvhFzfBfmBlhBc?nBeoBRwB,v115@GhA8IeA8BeB8AeA8CeD8DeC8Jex/IvhFOmBVnBaoBT?kBXsB0qB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JeOEJvhF8kBRiBFmBy?sBXsBzqB,v115@GhA8IeA8BeB8AeA8CeD8DeC8JecGJvhFxkBmnBTkB3?nBlqBywB
LSITJOZ,O,X,O,O,O,X,X
LSITZJO,O,O,O,X,X,X,X
LSITZOJ,O,O,O,X,X,X,X
LSITOJZ,O,O,O,O,O,X,X
LSITOZJ,O,O,O,X,O,X,X
LSIJTZO,O,O,O,O,X,X,X
LSIJTOZ,O,X,O,O,X,X,X
LSIJZTO,O,O,O,O,X,X,X
LSIJZOT,O,O,O,O,X,X,X
LSIJOTZ,O,X,O,O,X,X,X
LSIJOZT,O,X,O,O,X,X,X
LSIZTJO,O,O,O,X,X,X,X
LSIZTOJ,O,O,O,X,X,X,X
LSIZJTO,O,O,O,O,X,X,X
LSIZJOT,O,O,O,O,X,X,X
LSIZOTJ,O,O,O,X,X,X,X
LSIZOJT,O,O,O,O,X,X,X
LSIOTJZ,O,O,O,O,O,X,X
LSIOTZJ,O,O,O,X,O,X,X
LSIOJTZ,O,O,O,O,O,X,X
LSIOJZT,O,O,O,O,X,X,X
LSIOZTJ,O,O,O,X,O,X,X
LSIOZJT,O,O,O,O,X,X,X
LSJTIZO,O,X,O,O,X,X,X
LSJTIOZ,X,X,O,O,O,X,X
LSJTZIO,O,O,O,O,X,X,X
LSJTZOI,O,O,O,O,O,X,X
LSJTOIZ,O,X,O,O,O,X,X
LSJTOZI,O,X,O,O,O,X,X
LSJITZO,O,O,O,O,X,X,X
LSJITOZ,O,X,O,O,X,X,X
LSJIZTO,O,O,O,O,X,X,X
LSJIZOT,O,O,O,O,X,X,X
LSJIOTZ,O,X,O,O,X,X,X
LSJIOZT,O,X,O,O,X,X,X
LSJZTIO,O,O,O,O,X,X,X
LSJZTOI,O,O,O,O,X,X,X
LSJZITO,O,O,X,O,X,X,X
LSJZIOT,X,O,X,O,X,X,X
LSJZOTI,O,O,O,O,X,X,X
LSJZOIT,O,O,X,O,X,X,X
LSJOTIZ,O,X,O,O,O,X,X
LSJOTZI,O,X,O,O,O,X,X
LSJOITZ,O,X,O,O,O,X,X
LSJOIZT,O,X,O,O,X,X,X
LSJOZTI,O,X,O,O,X,X,X
LSJOZIT,O,X,X,O,X,X,X
LSZTIJO,O,O,O,X,X,X,X
LSZTIOJ,O,O,O,X,X,X,X
LSZTJIO,O,O,O,X,X,O,X
LSZTJOI,O,O,O,X,O,O,X
LSZTOIJ,O,O,O,X,O,X,X
LSZTOJI,O,O,O,X,O,X,X
LSZITJO,O,O,O,X,X,X,X
LSZITOJ,O,O,O,X,X,X,X
LSZIJTO,O,O,O,O,X,X,X
LSZIJOT,X,O,O,O,X,X,X
LSZIOTJ,O,O,O,X,X,X,X
LSZIOJT,O,O,O,O,X,X,X
LSZJTIO,O,O,O,O,X,O,X
LSZJTOI,O,O,O,O,X,O,X
LSZJITO,O,O,X,O,X,X,X
LSZJIOT,X,O,X,O,X,X,X
LSZJOTI,O,O,O,O,X,X,X
LSZJOIT,O,O,X,O,X,X,X
LSZOTIJ,O,O,O,X,O,X,X
LSZOTJI,O,O,O,X,O,X,X
LSZOITJ,O,O,O,X,O,X,X
LSZOIJT,O,O,O,O,X,X,X
LSZOJTI,O,O,O,O,X,X,X
LSZOJIT,O,O,X,O,X,X,X
LSOTIJZ,O,X,O,O,O,X,X
LSOTIZJ,O,O,O,X,O,X,X
LSOTJIZ,O,X,O,O,O,X,X
LSOTJZI,O,O,O,O,O,X,X
LSOTZIJ,O,O,O,X,O,X,X
LSOTZJI,O,O,O,X,O,X,X
LSOITJZ,O,X,O,O,O,X,X
LSOITZJ,O,O,O,X,O,X,X
LSOIJTZ,O,X,O,O,O,X,X
LSOIJZT,O,X,O,O,X,X,X
LSOIZTJ,O,O,O,X,O,X,X
LSOIZJT,O,O,O,O,X,X,X
LSOJTIZ,O,X,O,O,O,X,X
LSOJTZI,O,O,O,O,O,X,X
LSOJITZ,O,X,O,O,O,X,X
LSOJIZT,O,X,O,O,X,X,X
LSOJZTI,O,O,O,O,X,X,X
LSOJZIT,O,O,X,O,X,X,X
LSOZTIJ,O,O,O,X,O,X,X
LSOZTJI,O,O,O,X,O,X,X
LSOZITJ,O,O,O,X,O,X,X
LSOZIJT,O,O,O,O,X,X,X
LSOZJTI,O,O,O,O,X,X,X
LSOZJIT,O,O,X,O,X,X,X
LZTIJSO,X,O,X,X,X,O,X
LZTIJOS,X,X,X,X,X,X,X
LZTISJO,X,O,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X
LZTIOJS,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,X,X,X,X
LZTJISO,X,O,X,X,X,O,X
LZTJIOS,X,X,X,X,X,X,X
LZTJSIO,O,O,O,X,X,O,X
LZTJSOI,O,O,O,X,X,O,X
LZTJOIS,X,X,X,X,X,X,X
LZTJOSI,X,X,O,X,X,O,X
LZTSIJO,O,O,O,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X
LZTSJIO,O,O,O,X,X,O,X
LZTSJOI,O,O,O,X,X,O,X
LZTSOIJ,O,X,O,X,X,X,X
LZTSOJI,O,O,O,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X
LZTOISJ,X,X,X,X,X,X,X
LZTOJIS,X,X,X,X,X,X,X
LZTOJSI,O,X,O,X,X,O,X
LZTOSIJ,O,X,O,X,X,X,X
LZTOSJI,O,X,O,X,X,X,X
LZITJSO,X,O,O,X,X,O,X
LZITJOS,X,X,O,X,X,X,X
LZITSJO,X,O,O,X,X,X,X
LZITSOJ,X,O,O,X,X,X,X
LZITOJS,X,X,O,X,X,X,X
LZITOSJ,X,X,O,X,X,X,X
LZIJTSO,X,O,X,O,X,O,X
LZIJTOS,X,X,X,O,X,X,X
LZIJSTO,X,O,X,O,X,X,X
LZIJSOT,X,O,X,O,X,X,O
LZIJOTS,X,O,X,O,X,X,X
LZIJOST,X,O,X,O,X,X,O
LZISTJO,X,O,O,X,X,X,X
LZISTOJ,X,O,O,X,X,X,X
LZISJTO,X,O,O,O,X,X,X
LZISJOT,X,O,O,O,X,X,X
LZISOTJ,X,O,O,X,X,X,X
LZISOJT,X,O,O,O,X,X,X
LZIOTJS,X,O,O,X,X,X,X
LZIOTSJ,X,O,O,X,X,X,X
LZIOJTS,X,O,X,O,X,X,X
LZIOJST,X,O,X,O,X,X,X
LZIOSTJ,X,O,O,X,X,X,X
LZIOSJT,X,O,O,O,X,X,X
LZJTISO,X,O,X,X,X,O,X
LZJTIOS,X,X,X,X,X,X,X
LZJTSIO,O,O,X,O,X,O,X
LZJTSOI,O,O,X,O,X,O,X
LZJTOIS,X,X,X,X,X,X,X
LZJTOSI,X,X,X,O,X,O,X
LZJITSO,X,O,X,O,X,O,X
LZJITOS,X,X,X,O,X,X,X
LZJISTO,X,O,X,O,X,X,X
LZJISOT,X,O,X,O,X,X,O
LZJIOTS,X,O,X,O,X,X,X
LZJIOST,X,O,X,O,X,X,O
LZJSTIO,O,O,X,O,X,O,X
LZJSTOI,O,O,X,O,X,O,X
LZJSITO,O,O,X,O,X,X,X
LZJSIOT,X,O,X,O,X,X,X
LZJSOTI,O,O,X,O,X,X,X
LZJSOIT,X,O,X,O,X,X,X
LZJOTIS,X,X,X,X,X,X,X
LZJOTSI,X,O,X,O,X,O,X
LZJOITS,X,X,X,O,X,X,X
LZJOIST,X,O,X,O,X,X,X
LZJOSTI,X,O,X,O,X,X,X
LZJOSIT,X,O,X,O,X,X,X
LZSTIJO,O,O,O,X,X,X,X
LZSTIOJ,O,O,O,X,X,X,X
LZSTJIO,O,O,O,X,X,O,X
LZSTJOI,O,O,O,X,O,O,X
LZSTOIJ,O,O,O,X,O,X,X
LZSTOJI,O,O,O,X,O,X,X
LZSITJO,O,O,O,X,X,X,X
LZSITOJ,O,O,O,X,X,X,X
LZSIJTO,O,O,O,O,X,X,X
LZSIJOT,X,O,O,O,X,X,X
LZSIOTJ,O,O,O,X,X,X,X
LZSIOJT,O,O,O,O,X,X,X
LZSJTIO,O,O,O,O,X,O,X
LZSJTOI,O,O,O,O,X,O,X
LZSJITO,O,O,X,O,X,X,X
LZSJIOT,X,O,X,O,X,X,X
LZSJOTI,O,O,O,O,X,X,X
LZSJOIT,O,O,X,O,X,X,X
LZSOTIJ,O,O,O,X,O,X,X
LZSOTJI,O,O,O,X,O,X,X
LZSOITJ,O,O,O,X,O,X,X
LZSOIJT,O,O,O,O,X,X,X
LZSOJTI,O,O,O,O,X,X,X
LZSOJIT,O,O,X,O,X,X,X
LZOTIJS,X,X,X,X,X,X,X
LZOTISJ,X,X,X,X,X,X,X
LZOTJIS,X,X,X,X,X,X,X
LZOTJSI,O,O,O,X,X,O,X
LZOTSIJ,O,O,O,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X
LZOITJS,X,X,O,X,X,X,X
LZOITSJ,X,X,O,X,X,X,X
LZOIJTS,X,X,X,O,X,X,X
LZOIJST,X,O,X,O,X,X,X
LZOISTJ,X,O,O,X,O,X,X
LZOISJT,X,O,O,O,X,X,X
LZOJTIS,X,X,X,X,X,X,X
LZOJTSI,O,O,X,O,X,O,X
LZOJITS,X,X,X,O,X,X,X
LZOJIST,X,O,X,O,X,X,X
LZOJSTI,O,O,X,O,X,X,X
LZOJSIT,O,O,X,O,X,X,X
LZOSTIJ,O,O,O,X,O,X,X
LZOSTJI,O,O,O,X,O,X,X
LZOSITJ,O,O,O,X,O,X,X
LZOSIJT,O,O,O,O,X,X,X
LZOSJTI,O,O,O,O,X,X,X
LZOSJIT,O,O,X,O,X,X,X
LOTIJSZ,O,X,O,O,X,X,X
LOTIJZS,X,X,O,O,X,X,X
LOTISJZ,O,X,O,O,O,X,X
LOTISZJ,O,X,O,X,O,X,X
LOTIZJS,X,X,O,X,X,X,X
LOTIZSJ,X,X,O,X,X,X,X
LOTJISZ,O,X,O,O,X,X,X
LOTJIZS,X,X,X,O,X,X,X
LOTJSIZ,O,X,O,O,X,X,X
LOTJSZI,O,X,O,O,X,X,X
LOTJZIS,X,X,X,X,X,X,X
LOTJZSI,O,X,O,O,X,X,X
LOTSIJZ,O,X,O,O,O,X,X
LOTSIZJ,O,O,O,X,O,X,X
LOTSJIZ,O,X,O,O,O,X,X
LOTSJZI,O,O,O,O,O,X,X
LOTSZIJ,O,O,O,X,O,X,X
LOTSZJI,O,O,O,X,O,X,X
LOTZIJS,X,X,X,X,X,X,X
LOTZISJ,X,X,X,X,X,X,X
LOTZJIS,X,X,X,X,X,X,X
LOTZJSI,O,O,O,X,X,O,X
LOTZSIJ,O,O,O,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X
LOITJSZ,O,X,O,O,X,X,X
LOITJZS,O,X,O,O,X,X,X
LOITSJZ,O,X,O,O,O,X,X
LOITSZJ,O,X,O,X,O,X,X
LOITZJS,O,X,O,X,X,X,X
LOITZSJ,O,X,O,X,X,X,X
LOIJTSZ,O,X,O,O,X,X,X
LOIJTZS,O,X,O,O,X,X,X
LOIJSTZ,O,X,O,O,O,X,X
LOIJSZT,O,X,O,O,X,X,X
LOIJZTS,O,X,X,O,X,X,X
LOIJZST,O,X,X,O,X,X,X
LOISTJZ,O,X,O,O,O,X,X
LOISTZJ,O,O,O,X,O,X,X
LOISJTZ,O,X,O,O,O,X,X
LOISJZT,O,X,O,O,X,X,X
LOISZTJ,O,O,O,X,O,X,X
LOISZJT,O,O,O,O,X,X,X
LOIZTJS,O,X,O,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X
LOIZJTS,O,X,X,O,X,X,X
LOIZJST,O,O,X,O,X,X,X
LOIZSTJ,O,O,O,X,O,X,X
LOIZSJT,O,O,O,O,X,X,X
LOJTISZ,O,X,O,O,X,X,X
LOJTIZS,X,X,X,O,X,X,X
LOJTSIZ,O,X,O,O,X,X,X
LOJTSZI,O,X,O,O,X,X,X
LOJTZIS,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X
LOJITSZ,O,X,O,O,X,X,X
LOJITZS,O,X,O,O,X,X,X
LOJISTZ,O,X,O,O,O,X,X
LOJISZT,O,X,O,O,X,X,X
LOJIZTS,O,X,X,O,X,X,X
LOJIZST,O,X,X,O,X,X,X
LOJSTIZ,O,X,O,O,O,X,X
LOJSTZI,O,O,O,O,O,X,X
LOJSITZ,O,X,O,O,O,X,X
LOJSIZT,O,X,O,O,X,X,X
LOJSZTI,O,O,O,O,X,X,X
LOJSZIT,O,O,X,O,X,X,X
LOJZTIS,X,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X
LOJZITS,X,X,X,O,X,X,X
LOJZIST,X,O,X,O,X,X,X
LOJZSTI,O,O,X,O,X,X,X
LOJZSIT,O,O,X,O,X,X,X
LOSTIJZ,O,X,O,O,O,X,X
LOSTIZJ,O,O,O,X,O,X,X
LOSTJIZ,O,X,O,O,O,X,X
LOSTJZI,O,O,O,O,O,X,X
LOSTZIJ,O,O,O,X,O,X,X
LOSTZJI,O,O,O,X,O,X,X
LOSITJZ,O,X,O,O,O,X,X
LOSITZJ,O,O,O,X,O,X,X
LOSIJTZ,O,X,O,O,O,X,X
LOSIJZT,O,X,O,O,X,X,X
LOSIZTJ,O,O,O,X,O,X,X
LOSIZJT,O,O,O,O,X,X,X
LOSJTIZ,O,X,O,O,O,X,X
LOSJTZI,O,O,O,O,O,X,X
LOSJITZ,O,X,O,O,O,X,X
LOSJIZT,O,X,O,O,X,X,X
LOSJZTI,O,O,O,O,X,X,X
LOSJZIT,O,O,X,O,X,X,X
LOSZTIJ,O,O,O,X,O,X,X
LOSZTJI,O,O,O,X,O,X,X
LOSZITJ,O,O,O,X,O,X,X
LOSZIJT,O,O,O,O,X,X,X
LOSZJTI,O,O,O,O,X,X,X
LOSZJIT,O,O,X,O,X,X,X
LOZTIJS,X,X,X,X,X,X,X
LOZTISJ,X,X,X,X,X,X,X
LOZTJIS,X,X,X,X,X,X,X
LOZTJSI,O,O,O,X,X,O,X
LOZTSIJ,O,O,O,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X
LOZITJS,X,X,O,X,X,X,X
LOZITSJ,X,X,O,X,X,X,X
LOZIJTS,X,X,X,O,X,X,X
LOZIJST,X,O,X,O,X,X,X
LOZISTJ,X,O,O,X,O,X,X
LOZISJT,X,O,O,O,X,X,X
LOZJTIS,X,X,X,X,X,X,X
LOZJTSI,O,O,X,O,X,O,X
LOZJITS,X,X,X,O,X,X,X
LOZJIST,X,O,X,O,X,X,X
LOZJSTI,O,O,X,O,X,X,X
LOZJSIT,O,O,X,O,X,X,X
LOZSTIJ,O,O,O,X,O,X,X
LOZSTJI,O,O,O,X,O,X,X
LOZSITJ,O,O,O,X,O,X,X
LOZSIJT,O,O,O,O,X,X,X
LOZSJTI,O,O,O,O,X,X,X
LOZSJIT,O,O,X,O,X,X,X
JTILSZO,O,X,O,O,X,X,X
JTILSOZ,O,X,O,O,X,X,X
JTILZSO,O,X,X,O,X,X,X
JTILZOS,X,X,X,O,X,X,X
JTILOSZ,O,X,O,O,X,X,X
JTILOZS,X,X,X,O,X,X,X
JTISLZO,O,X,O,O,X,X,X
JTISLOZ,O,X,O,O,X,X,X
JTISZLO,O,X,O,O,X,X,X
JTISZOL,O,X,X,O,X,X,X
JTISOLZ,X,X,X,X,X,X,X
JTISOZL,X,X,X,X,X,X,X
JTIZLSO,X,X,X,O,X,X,X
JTIZLOS,X,X,X,O,X,X,X
JTIZSLO,X,X,X,O,X,X,X
JTIZSOL,X,X,X,O,X,X,O
JTIZOLS,X,X,X,X,X,X,X
JTIZOSL,X,X,X,X,X,X,O
JTIOLSZ,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,X
JTIOSZL,X,X,X,X,X,X,X
JTIOZLS,X,X,X,X,X,X,X
JTIOZSL,X,X,X,X,X,X,X
JTLISZO,O,X,O,O,X,X,X
JTLISOZ,X,X,O,O,X,X,X
JTLIZSO,X,X,X,O,X,X,X
JTLIZOS,X,X,X,O,X,X,X
JTLIOSZ,X,X,O,O,X,X,X
JTLIOZS,X,X,X,O,X,X,X
JTLSIZO,O,X,O,O,X,X,X
JTLSIOZ,X,X,O,O,X,X,X
JTLSZIO,O,X,O,O,X,X,X
JTLSZOI,O,X,O,O,X,X,X
JTLSOIZ,X,X,O,O,X,X,X
JTLSOZI,O,X,O,O,X,X,X
JTLZISO,X,X,X,X,X,O,X
JTLZIOS,X,X,X,X,X,X,X
JTLZSIO,O,X,O,O,X,O,X
JTLZSOI,O,X,O,O,X,O,X
JTLZOIS,X,X,X,X,X,X,X
JTLZOSI,X,X,O,O,X,O,X
JTLOISZ,X,X,O,O,X,X,X
JTLOIZS,X,X,X,O,X,X,X
JTLOSIZ,X,X,O,O,X,X,X
JTLOSZI,O,X,O,O,X,X,X
JTLOZIS,X,X,X,X,X,X,X
JTLOZSI,X,X,O,O,X,X,X
JTSILZO,O,X,O,O,X,X,X
JTSILOZ,O,X,O,O,X,X,X
JTSIZLO,O,X,O,O,X,X,X
JTSIZOL,O,X,X,O,X,X,X
JTSIOLZ,X,X,X,X,X,X,X
JTSIOZL,X,X,X,X,X,X,X
JTSLIZO,O,X,O,O,X,X,X
JTSLIOZ,X,X,O,O,X,X,X
JTSLZIO,O,X,O,O,X,X,X
JTSLZOI,O,X,O,O,X,X,X
JTSLOIZ,X,X,O,O,X,X,X
JTSLOZI,O,X,O,O,X,X,X
JTSZILO,O,X,O,O,X,X,X
JTSZIOL,O,X,X,X,X,X,X
JTSZLIO,O,X,O,O,X,X,X
JTSZLOI,O,X,O,O,X,X,X
JTSZOIL,O,X,X,X,X,X,X
JTSZOLI,O,X,O,O,X,X,X
JTSOILZ,X,X,X,X,X,X,X
JTSOIZL,X,X,X,X,X,X,X
JTSOLIZ,X,X,O,X,X,X,X
JTSOLZI,X,X,O,X,X,X,X
JTSOZIL,X,X,X,X,X,X,X
JTSOZLI,X,X,O,X,X,X,X
JTZILSO,X,X,X,X,X,O,X
JTZILOS,X,X,X,X,X,X,X
JTZISLO,X,X,X,X,X,X,X
JTZISOL,X,X,X,X,X,X,O
JTZIOLS,X,X,X,X,X,X,X
JTZIOSL,X,X,X,X,X,X,O
JTZLISO,X,X,X,X,X,O,X
JTZLIOS,X,X,X,X,X,X,X
JTZLSIO,X,X,O,O,X,O,X
JTZLSOI,X,X,O,O,X,O,X
JTZLOIS,X,X,X,X,X,X,X
JTZLOSI,X,X,O,O,X,O,X
JTZSILO,X,X,O,O,X,X,X
JTZSIOL,X,X,X,X,X,X,X
JTZSLIO,X,X,O,O,X,O,X
JTZSLOI,X,X,O,O,X,O,X
JTZSOIL,X,X,X,X,X,X,X
JTZSOLI,X,X,O,O,X,X,X
JTZOILS,X,X,X,X,X,X,X
JTZOISL,X,X,X,X,X,X,X
JTZOLIS,X,X,X,X,X,X,X
JTZOLSI,X,X,X,X,X,O,X
JTZOSIL,X,X,X,X,X,X,X
JTZOSLI,X,X,X,X,X,X,X
JTOILSZ,X,X,X,X,X,X,X
JTOILZS,X,X,X,X,X,X,X
JTOISLZ,X,X,X,X,X,X,X
JTOISZL,X,X,X,X,X,X,X
JTOIZLS,X,X,X,X,X,X,X
JTOIZSL,X,X,X,X,X,X,X
JTOLISZ,X,X,O,X,X,X,X
JTOLIZS,X,X,X,X,X,X,X
JTOLSIZ,X,X,O,X,X,X,X
JTOLSZI,X,X,O,X,X,X,X
JTOLZIS,X,X,X,X,X,X,X
JTOLZSI,X,X,O,X,X,X,X
JTOSILZ,X,X,X,X,X,X,X
JTOSIZL,X,X,X,X,X,X,X
JTOSLIZ,X,X,O,X,X,X,X
JTOSLZI,X,X,O,X,X,X,X
JTOSZIL,X,X,X,X,X,X,X
JTOSZLI,X,X,O,X,X,X,X
JTOZILS,X,X,X,X,X,X,X
JTOZISL,X,X,X,X,X,X,X
JTOZLIS,X,X,X,X,X,X,X
JTOZLSI,X,X,X,X,X,X,X
JTOZSIL,X,X,X,X,X,X,X
JTOZSLI,X,X,X,X,X,X,X
JITLSZO,O,X,O,O,X,X,X
JITLSOZ,O,X,O,O,X,X,X
JITLZSO,O,X,O,O,X,X,X
JITLZOS,X,X,O,O,X,X,X
JITLOSZ,O,X,O,O,X,X,X
JITLOZS,X,X,O,O,X,X,X
JITSLZO,O,X,O,O,X,X,X
JITSLOZ,O,X,O,O,X,X,X
JITSZLO,O,X,O,O,X,X,X
JITSZOL,O,X,O,O,X,X,X
JITSOLZ,X,X,O,X,X,X,X
JITSOZL,X,X,O,X,X,X,X
JITZLSO,X,X,O,O,X,X,X
JITZLOS,X,X,O,O,X,X,X
JITZSLO,X,X,O,O,X,X,X
JITZSOL,X,X,O,O,X,X,O
JITZOLS,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,X,X,O
JITOLSZ,X,X,O,X,X,X,X
JITOLZS,X,X,O,X,X,X,X
JITOSLZ,X,X,O,X,X,X,X
JITOSZL,X,X,O,X,X,X,X
JITOZLS,X,X,X,X,X,X,X
JITOZSL,X,X,X,X,X,X,X
JILTSZO,O,X,O,O,X,X,X
JILTSOZ,O,X,O,O,X,X,X
JILTZSO,O,X,O,O,X,X,X
JILTZOS,X,X,O,O,X,X,X
JILTOSZ,O,X,O,O,X,X,X
JILTOZS,O,X,O,O,X,X,X
JILSTZO,O,O,O,O,X,X,X
JILSTOZ,O,X,O,O,X,X,X
JILSZTO,O,O,O,O,X,X,X
JILSZOT,O,O,O,O,X,X,X
JILSOTZ,O,X,O,O,X,X,X
JILSOZT,O,X,O,O,X,X,X
JILZTSO,O,O,X,O,X,X,X
JILZTOS,X,X,X,O,X,X,X
JILZSTO,O,O,X,O,X,X,X
JILZSOT,O,O,X,O,X,X,O
JILZOTS,X,X,X,O,X,X,X
JILZOST,X,O,X,O,X,X,O
JILOTSZ,O,X,O,O,X,X,X
JILOTZS,O,X,O,O,X,X,X
JILOSTZ,O,X,O,O,X,X,X
JILOSZT,O,X,O,O,X,X,X
JILOZTS,O,X,X,O,X,X,X
JILOZST,O,X,X,O,X,X,X
JISTLZO,O,O,O,O,X,X,X
JISTLOZ,O,X,O,O,X,X,X
JISTZLO,O,O,O,O,X,X,X
JISTZOL,O,O,O,O,X,X,X
JISTOLZ,X,O,O,X,X,X,X
JISTOZL,X,O,O,X,X,X,X
JISLTZO,O,O,O,O,X,X,X
JISLTOZ,O,X,O,O,X,X,X
JISLZTO,O,O,O,O,X,X,X
JISLZOT,O,O,O,O,X,X,X
JISLOTZ,O,X,O,O,X,X,X
JISLOZT,O,X,O,O,X,X,X
JISZTLO,O,O,O,O,X,X,X
JISZTOL,O,O,O,O,X,X,O
JISZLTO,O,O,O,O,X,X,X
JISZLOT,O,O,O,O,X,X,O
JISZOTL,O,O,X,O,X,X,O
JISZOLT,O,O,X,O,X,X,O
JISOTLZ,O,O,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X
JISOLZT,O,O,X,O,X,X,X
JISOZTL,O,O,X,O,X,X,X
JISOZLT,O,O,X,O,X,X,X
JIZTLSO,X,O,X,O,X,X,X
JIZTLOS,X,X,X,O,X,X,X
JIZTSLO,X,O,X,O,X,X,X
JIZTSOL,X,O,X,O,X,X,O
JIZTOLS,X,O,X,X,X,X,X
JIZTOSL,X,O,X,X,X,X,O
JIZLTSO,O,O,X,O,X,X,X
JIZLTOS,X,X,X,O,X,X,X
JIZLSTO,O,O,X,O,X,X,X
JIZLSOT,O,O,X,O,X,X,O
JIZLOTS,X,O,X,O,X,X,X
JIZLOST,X,O,X,O,X,X,O
JIZSTLO,O,O,X,O,X,X,X
JIZSTOL,O,O,X,O,X,X,O
JIZSLTO,O,O,X,O,X,X,X
JIZSLOT,O,O,X,O,X,X,O
JIZSOTL,O,O,X,O,X,X,O
JIZSOLT,O,O,X,O,X,X,O
JIZOTLS,X,O,X,X,X,X,X
JIZOTSL,X,O,X,X,X,X,O
JIZOLTS,X,O,X,O,X,X,X
JIZOLST,X,O,X,O,X,X,O
JIZOSTL,X,O,X,O,X,X,O
JIZOSLT,X,O,X,O,X,X,O
JIOTLSZ,O,X,X,X,X,X,X
JIOTLZS,O,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X
JIOTSZL,O,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,O,X,X,X
JIOLTZS,O,X,X,O,X,X,X
JIOLSTZ,O,O,X,O,X,X,X
JIOLSZT,O,O,X,O,X,X,X
JIOLZTS,O,O,X,O,X,X,X
JIOLZST,O,O,X,O,X,X,X
JIOSTLZ,O,O,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X
JIOSLZT,O,O,X,O,X,X,X
JIOSZTL,O,O,X,O,X,X,X
JIOSZLT,O,O,X,O,X,X,X
JIOZTLS,X,O,X,X,X,X,X
JIOZTSL,X,O,X,X,X,X,O
JIOZLTS,O,O,X,O,X,X,X
JIOZLST,O,O,X,O,X,X,O
JIOZSTL,O,O,X,O,X,X,O
JIOZSLT,O,O,X,O,X,X,O
JLTISZO,O,X,O,O,X,X,X
JLTISOZ,X,X,O,O,X,X,X
JLTIZSO,X,X,X,O,X,X,X
JLTIZOS,X,X,X,O,X,X,X
JLTIOSZ,X,X,O,O,X,X,X
JLTIOZS,X,X,X,O,X,X,X
JLTSIZO,O,X,O,O,X,X,X
JLTSIOZ,X,X,O,O,X,X,X
JLTSZIO,O,X,O,O,X,X,X
JLTSZOI,O,X,O,O,X,X,X
JLTSOIZ,O,X,O,O,X,X,X
JLTSOZI,O,X,O,O,X,X,X
JLTZISO,X,X,X,X,X,O,X
JLTZIOS,X,X,X,X,X,X,X
JLTZSIO,O,X,O,O,X,O,X
JLTZSOI,O,X,O,O,X,O,X
JLTZOIS,X,X,X,X,X,X,X
JLTZOSI,X,X,O,O,X,O,X
JLTOISZ,O,X,O,O,X,X,X
JLTOIZS,X,X,X,O,X,X,X
JLTOSIZ,O,X,O,O,X,X,X
JLTOSZI,O,X,O,O,X,X,X
JLTOZIS,X,X,X,X,X,X,X
JLTOZSI,O,X,O,O,X,X,X
JLITSZO,O,X,O,O,X,X,X
JLITSOZ,O,X,O,O,X,X,X
JLITZSO,O,X,O,O,X,X,X
JLITZOS,X,X,O,O,X,X,X
JLITOSZ,O,X,O,O,X,X,X
JLITOZS,X,X,O,O,X,X,X
JLISTZO,O,O,O,O,X,X,X
JLISTOZ,O,X,O,O,X,X,X
JLISZTO,O,O,O,O,X,X,X
JLISZOT,O,O,O,O,X,X,X
JLISOTZ,O,X,O,O,X,X,X
JLISOZT,O,X,O,O,X,X,X
JLIZTSO,O,O,X,O,X,X,X
JLIZTOS,X,X,X,O,X,X,X
JLIZSTO,O,O,X,O,X,X,X
JLIZSOT,O,O,X,O,X,X,O
JLIZOTS,X,X,X,O,X,X,X
JLIZOST,X,O,X,O,X,X,O
JLIOTSZ,O,X,O,O,X,X,X
JLIOTZS,X,X,O,O,X,X,X
JLIOSTZ,O,X,O,O,X,X,X
JLIOSZT,O,X,O,O,X,X,X
