sequence,v115@RhC8AeA8AeA8CeG8MeT/IvhF/lBFhB8mB5nB6tBOtB,v115@RhC8AeA8AeA8CeG8MeT/IvhF/lBRhBGjBlmBCtBUtB,v115@RhC8AeA8AeA8CeG8MeT/IvhFxgB8mBCjBllBGtBXtB,v115@RhC8AeA8AeA8CeG8MeT/IvhFxgB8mBWoBllBXoBSyB,v115@RhC8AeA8AeA8CeG8MeT/IvhF/lBRhBSoBlmBUoBWyB
OISTZJL,O,X,X,X,O
OISLTJZ,X,O,X,X,X
OISLTZJ,O,O,X,X,X
OISLJTZ,X,O,X,X,X
OISLJZT,O,O,X,X,X
OISLZTJ,O,X,X,X,X
OISLZJT,O,O,X,X,X
OISJTLZ,X,X,X,X,O
OISJTZL,X,X,X,X,O
OISJLTZ,X,O,X,X,O
OISJLZT,O,O,X,X,X
OISJZTL,O,X,X,X,X
OISJZLT,O,X,X,X,X
OISZTLJ,O,X,X,X,X
OISZTJL,O,X,X,X,X
OISZLTJ,O,X,X,X,X
OISZLJT,O,O,X,X,X
OISZJTL,O,X,X,X,X
OISZJLT,O,X,X,X,X
OIZTLJS,X,X,O,O,X
OIZTLSJ,O,X,X,O,X
OIZTJLS,X,X,O,O,X
OIZTJSL,X,X,O,X,X
OIZTSLJ,O,X,X,O,X
OIZTSJL,O,X,O,X,X
OIZLTJS,X,X,X,O,X
OIZLTSJ,O,X,X,O,X
OIZLJTS,X,X,O,O,X
OIZLJST,O,X,O,X,X
OIZLSTJ,O,X,X,X,X
OIZLSJT,O,X,X,X,X
OIZJTLS,X,X,O,X,X
OIZJTSL,X,X,O,X,X
OIZJLTS,X,X,O,X,X
OIZJLST,O,X,O,X,X
OIZJSTL,O,X,X,X,X
OIZJSLT,O,X,O,X,X
OIZSTLJ,O,X,X,X,X
OIZSTJL,O,X,X,X,X
OIZSLTJ,O,X,X,X,X
OIZSLJT,O,X,X,X,X
OIZSJTL,O,X,X,X,X
OIZSJLT,O,X,O,X,X
OLTIJSZ,X,O,X,X,X
OLTIJZS,X,X,X,O,X
OLTISJZ,X,O,X,X,X
OLTISZJ,O,O,X,X,X
OLTIZJS,X,X,X,O,X
OLTIZSJ,O,X,X,O,X
OLTJISZ,X,O,X,X,O
OLTJIZS,X,X,O,O,X
OLTJSIZ,X,O,X,X,O
OLTJSZI,X,O,O,O,O
OLTJZIS,X,X,O,O,X
OLTJZSI,X,O,O,O,O
OLTSIJZ,X,O,X,X,O
OLTSIZJ,O,O,X,X,X
OLTSJIZ,X,O,X,X,O
OLTSJZI,X,O,X,O,O
OLTSZIJ,O,O,X,O,X
OLTSZJI,O,O,X,O,X
OLTZIJS,X,X,O,O,X
OLTZISJ,O,X,X,O,X
OLTZJIS,X,X,O,O,X
OLTZJSI,X,O,O,O,X
OLTZSIJ,O,O,X,O,X
OLTZSJI,O,O,X,O,X
OLITJSZ,X,O,X,X,X
OLITJZS,X,X,X,O,X
OLITSJZ,X,O,X,X,X
OLITSZJ,O,O,X,X,X
OLITZJS,X,X,X,O,X
OLITZSJ,O,X,X,O,X
OLIJTSZ,X,O,X,X,X
OLIJTZS,X,X,X,O,X
OLIJSTZ,X,O,X,X,X
OLIJSZT,O,O,X,X,X
OLIJZTS,X,X,X,O,X
OLIJZST,O,X,X,X,X
OLISTJZ,X,O,X,X,X
OLISTZJ,O,O,X,X,X
OLISJTZ,X,O,X,X,X
OLISJZT,O,O,X,X,X
OLISZTJ,O,X,X,X,X
OLISZJT,O,O,X,X,X
OLIZTJS,X,X,X,O,X
OLIZTSJ,O,X,X,O,X
OLIZJTS,X,X,X,O,X
OLIZJST,O,X,X,X,X
OLIZSTJ,O,X,X,X,X
OLIZSJT,O,X,X,X,X
OLJTISZ,X,O,X,X,O
OLJTIZS,X,X,O,O,X
OLJTSIZ,X,O,X,X,O
OLJTSZI,X,O,O,O,O
OLJTZIS,X,X,O,O,X
OLJTZSI,X,O,O,O,O
OLJITSZ,X,O,X,X,O
OLJITZS,X,X,O,O,X
OLJISTZ,X,O,X,X,O
OLJISZT,O,O,X,X,X
OLJIZTS,X,X,O,O,X
OLJIZST,O,X,O,X,X
OLJSTIZ,X,O,X,X,O
OLJSTZI,X,O,O,O,O
OLJSITZ,X,O,X,X,O
OLJSIZT,O,O,X,X,X
OLJSZTI,O,O,O,O,O
OLJSZIT,O,O,O,X,X
OLJZTIS,X,X,O,O,X
OLJZTSI,X,O,O,O,O
OLJZITS,X,X,O,O,X
OLJZIST,O,X,O,X,X
OLJZSTI,O,O,O,O,O
OLJZSIT,O,O,O,X,X
OLSTIJZ,X,O,X,X,O
OLSTIZJ,O,O,X,X,X
OLSTJIZ,X,O,X,X,O
OLSTJZI,X,O,X,O,O
OLSTZIJ,O,O,X,O,X
OLSTZJI,O,O,X,O,X
OLSITJZ,X,O,X,X,X
OLSITZJ,O,O,X,X,X
OLSIJTZ,X,O,X,X,X
OLSIJZT,O,O,X,X,X
OLSIZTJ,O,X,X,X,X
OLSIZJT,O,O,X,X,X
OLSJTIZ,X,O,X,X,O
OLSJTZI,X,O,X,O,O
OLSJITZ,X,O,X,X,O
OLSJIZT,O,O,X,X,X
OLSJZTI,O,O,X,O,O
OLSJZIT,O,O,X,X,X
OLSZTIJ,O,O,X,O,X
OLSZTJI,O,O,X,O,X
OLSZITJ,O,X,X,X,X
OLSZIJT,O,O,X,X,X
OLSZJTI,O,O,X,O,X
OLSZJIT,O,O,X,X,X
OLZTIJS,X,X,O,O,X
OLZTISJ,O,X,X,O,X
OLZTJIS,X,X,O,O,X
OLZTJSI,X,O,O,O,X
OLZTSIJ,O,O,X,O,X
OLZTSJI,O,O,X,O,X
OLZITJS,X,X,X,O,X
OLZITSJ,O,X,X,O,X
OLZIJTS,X,X,O,O,X
OLZIJST,O,X,O,X,X
OLZISTJ,O,X,X,X,X
OLZISJT,O,X,X,X,X
OLZJTIS,X,X,O,O,X
OLZJTSI,X,O,O,O,X
OLZJITS,X,X,O,O,X
OLZJIST,O,X,O,X,X
OLZJSTI,O,O,O,O,X
OLZJSIT,O,O,O,X,X
OLZSTIJ,O,O,X,O,X
OLZSTJI,O,O,X,O,X
OLZSITJ,O,X,X,X,X
OLZSIJT,O,O,X,X,X
OLZSJTI,O,O,X,O,X
OLZSJIT,O,O,X,X,X
OJTILSZ,X,X,X,X,O
OJTILZS,X,X,O,X,X
OJTISLZ,X,X,X,X,O
OJTISZL,X,X,X,X,O
OJTIZLS,X,X,O,X,X
OJTIZSL,X,X,O,X,X
OJTLISZ,X,O,X,X,O
OJTLIZS,X,X,O,O,X
OJTLSIZ,X,O,X,X,O
OJTLSZI,X,O,O,O,O
OJTLZIS,X,X,O,O,X
OJTLZSI,X,O,O,O,O
OJTSILZ,X,O,X,X,O
OJTSIZL,X,X,X,X,O
OJTSLIZ,X,O,X,X,O
OJTSLZI,X,O,O,X,O
OJTSZIL,X,X,O,X,O
OJTSZLI,X,X,O,X,O
OJTZILS,X,X,O,O,X
OJTZISL,X,X,O,X,X
OJTZLIS,X,X,O,O,X
OJTZLSI,X,X,O,O,O
OJTZSIL,X,X,O,X,O
OJTZSLI,X,X,O,X,O
OJITLSZ,X,X,X,X,O
OJITLZS,X,X,O,X,X
OJITSLZ,X,X,X,X,O
OJITSZL,X,X,X,X,O
OJITZLS,X,X,O,X,X
OJITZSL,X,X,O,X,X
OJILTSZ,X,X,X,X,O
OJILTZS,X,X,O,X,X
OJILSTZ,X,X,X,X,O
OJILSZT,O,X,X,X,X
OJILZTS,X,X,O,X,X
OJILZST,O,X,O,X,X
OJISTLZ,X,X,X,X,O
OJISTZL,X,X,X,X,O
OJISLTZ,X,X,X,X,O
OJISLZT,O,X,X,X,X
OJISZTL,O,X,X,X,X
OJISZLT,O,X,X,X,X
OJIZTLS,X,X,O,X,X
OJIZTSL,X,X,O,X,X
OJIZLTS,X,X,O,X,X
OJIZLST,O,X,O,X,X
OJIZSTL,O,X,X,X,X
OJIZSLT,O,X,O,X,X
OJLTISZ,X,O,X,X,O
OJLTIZS,X,X,O,O,X
OJLTSIZ,X,O,X,X,O
OJLTSZI,X,O,O,O,O
OJLTZIS,X,X,O,O,X
OJLTZSI,X,O,O,O,O
OJLITSZ,X,O,X,X,O
OJLITZS,X,X,O,O,X
OJLISTZ,X,O,X,X,O
OJLISZT,O,O,X,X,X
OJLIZTS,X,X,O,O,X
OJLIZST,O,X,O,X,X
OJLSTIZ,X,O,X,X,O
OJLSTZI,X,O,O,O,O
OJLSITZ,X,O,X,X,O
OJLSIZT,O,O,X,X,X
OJLSZTI,O,O,O,O,O
OJLSZIT,O,O,O,X,X
OJLZTIS,X,X,O,O,X
OJLZTSI,X,O,O,O,O
OJLZITS,X,X,O,O,X
OJLZIST,O,X,O,X,X
OJLZSTI,O,O,O,O,O
OJLZSIT,O,O,O,X,X
OJSTILZ,X,O,X,X,O
OJSTIZL,X,X,X,X,O
OJSTLIZ,X,O,X,X,O
OJSTLZI,X,O,O,X,O
OJSTZIL,X,X,O,X,O
OJSTZLI,X,X,O,X,O
OJSITLZ,X,X,X,X,O
OJSITZL,X,X,X,X,O
OJSILTZ,X,O,X,X,O
OJSILZT,O,O,X,X,X
OJSIZTL,O,X,X,X,X
OJSIZLT,O,X,X,X,X
OJSLTIZ,X,O,X,X,O
OJSLTZI,X,O,O,X,O
OJSLITZ,X,O,X,X,O
OJSLIZT,O,O,X,X,X
OJSLZTI,O,O,O,X,O
OJSLZIT,O,O,O,X,X
OJSZTIL,O,X,O,X,O
OJSZTLI,O,X,O,X,O
OJSZITL,O,X,X,X,X
OJSZILT,O,X,O,X,X
OJSZLTI,O,X,O,X,O
OJSZLIT,O,X,O,X,X
OJZTILS,X,X,O,O,X
OJZTISL,X,X,O,X,X
OJZTLIS,X,X,O,O,X
OJZTLSI,X,X,O,O,O
OJZTSIL,X,X,O,X,O
OJZTSLI,X,X,O,X,O
OJZITLS,X,X,O,X,X
OJZITSL,X,X,O,X,X
OJZILTS,X,X,O,X,X
OJZILST,O,X,O,X,X
OJZISTL,O,X,X,X,X
OJZISLT,O,X,O,X,X
OJZLTIS,X,X,O,O,X
OJZLTSI,X,X,O,O,O
OJZLITS,X,X,O,O,X
OJZLIST,O,X,O,X,X
OJZLSTI,O,X,O,O,O
OJZLSIT,O,X,O,X,X
OJZSTIL,O,X,O,X,O
OJZSTLI,O,X,O,X,O
OJZSITL,O,X,X,X,X
OJZSILT,O,X,O,X,X
OJZSLTI,O,X,O,X,O
OJZSLIT,O,X,O,X,X
OSTILJZ,X,O,X,X,O
OSTILZJ,O,O,X,X,X
OSTIJLZ,X,O,X,X,O
OSTIJZL,X,X,X,X,O
OSTIZLJ,O,O,X,X,X
OSTIZJL,O,X,X,X,O
OSTLIJZ,X,O,X,X,O
OSTLIZJ,O,O,X,X,X
OSTLJIZ,X,O,X,X,O
OSTLJZI,X,O,X,O,O
OSTLZIJ,O,O,X,O,X
OSTLZJI,O,O,X,O,X
OSTJILZ,X,O,X,X,O
OSTJIZL,X,X,X,X,O
OSTJLIZ,X,O,X,X,O
OSTJLZI,X,O,O,X,O
OSTJZIL,X,X,O,X,O
OSTJZLI,X,X,O,X,O
OSTZILJ,O,O,X,O,X
OSTZIJL,O,X,O,X,O
OSTZLIJ,O,O,X,O,X
OSTZLJI,O,O,X,O,X
OSTZJIL,O,X,O,X,O
OSTZJLI,O,X,O,X,O
OSITLJZ,X,O,X,X,O
OSITLZJ,O,O,X,X,X
OSITJLZ,X,O,X,X,O
OSITJZL,X,X,X,X,O
OSITZLJ,O,O,X,X,X
OSITZJL,O,X,X,X,O
OSILTJZ,X,O,X,X,X
OSILTZJ,O,O,X,X,X
OSILJTZ,X,O,X,X,X
OSILJZT,O,O,X,X,X
OSILZTJ,O,X,X,X,X
OSILZJT,O,O,X,X,X
OSIJTLZ,X,X,X,X,O
OSIJTZL,X,X,X,X,O
OSIJLTZ,X,O,X,X,O
OSIJLZT,O,O,X,X,X
OSIJZTL,O,X,X,X,X
OSIJZLT,O,X,X,X,X
OSIZTLJ,O,X,X,X,X
OSIZTJL,O,X,X,X,X
OSIZLTJ,O,X,X,X,X
OSIZLJT,O,O,X,X,X
OSIZJTL,O,X,X,X,X
OSIZJLT,O,X,X,X,X
OSLTIJZ,X,O,X,X,O
OSLTIZJ,O,O,X,X,X
OSLTJIZ,X,O,X,X,O
OSLTJZI,X,O,X,O,O
OSLTZIJ,O,O,X,O,X
OSLTZJI,O,O,X,O,X
OSLITJZ,X,O,X,X,X
OSLITZJ,O,O,X,X,X
OSLIJTZ,X,O,X,X,X
OSLIJZT,O,O,X,X,X
OSLIZTJ,O,X,X,X,X
OSLIZJT,O,O,X,X,X
OSLJTIZ,X,O,X,X,O
OSLJTZI,X,O,X,O,O
OSLJITZ,X,O,X,X,O
OSLJIZT,O,O,X,X,X
OSLJZTI,O,O,X,O,O
OSLJZIT,O,O,X,X,X
OSLZTIJ,O,O,X,O,X
OSLZTJI,O,O,X,O,X
OSLZITJ,O,X,X,X,X
OSLZIJT,O,O,X,X,X
OSLZJTI,O,O,X,O,X
OSLZJIT,O,O,X,X,X
OSJTILZ,X,O,X,X,O
OSJTIZL,X,X,X,X,O
OSJTLIZ,X,O,X,X,O
OSJTLZI,X,O,O,X,O
OSJTZIL,X,X,O,X,O
OSJTZLI,X,X,O,X,O
OSJITLZ,X,X,X,X,O
OSJITZL,X,X,X,X,O
OSJILTZ,X,O,X,X,O
OSJILZT,O,O,X,X,X
OSJIZTL,O,X,X,X,X
OSJIZLT,O,X,X,X,X
OSJLTIZ,X,O,X,X,O
OSJLTZI,X,O,O,X,O
OSJLITZ,X,O,X,X,O
OSJLIZT,O,O,X,X,X
OSJLZTI,O,O,O,X,O
OSJLZIT,O,O,O,X,X
OSJZTIL,O,X,O,X,O
OSJZTLI,O,X,O,X,O
OSJZITL,O,X,X,X,X
OSJZILT,O,X,O,X,X
OSJZLTI,O,X,O,X,O
OSJZLIT,O,X,O,X,X
OSZTILJ,O,O,X,O,X
OSZTIJL,O,X,O,X,O
OSZTLIJ,O,O,X,O,X
OSZTLJI,O,O,X,O,X
OSZTJIL,O,X,O,X,O
OSZTJLI,O,X,O,X,O
OSZITLJ,O,X,X,X,X
OSZITJL,O,X,X,X,X
OSZILTJ,O,X,X,X,X
OSZILJT,O,O,X,X,X
OSZIJTL,O,X,X,X,X
OSZIJLT,O,X,O,X,X
OSZLTIJ,O,O,X,O,X
OSZLTJI,O,O,X,O,X
OSZLITJ,O,X,X,X,X
OSZLIJT,O,O,X,X,X
OSZLJTI,O,O,X,O,X
OSZLJIT,O,O,X,X,X
OSZJTIL,O,X,O,X,O
OSZJTLI,O,X,O,X,O
OSZJITL,O,X,X,X,X
OSZJILT,O,X,O,X,X
OSZJLTI,O,X,O,X,O
OSZJLIT,O,X,O,X,X
OZTILJS,X,X,O,O,X
OZTILSJ,O,X,X,O,X
OZTIJLS,X,X,O,O,X
OZTIJSL,X,X,O,X,X
OZTISLJ,O,X,X,O,X
OZTISJL,O,X,O,X,X
OZTLIJS,X,X,O,O,X
OZTLISJ,O,X,X,O,X
OZTLJIS,X,X,O,O,X
OZTLJSI,X,O,O,O,X
OZTLSIJ,O,O,X,O,X
OZTLSJI,O,O,X,O,X
OZTJILS,X,X,O,O,X
OZTJISL,X,X,O,X,X
OZTJLIS,X,X,O,O,X
OZTJLSI,X,X,O,O,O
OZTJSIL,X,X,O,X,O
OZTJSLI,X,X,O,X,O
OZTSILJ,O,O,X,O,X
OZTSIJL,O,X,O,X,O
OZTSLIJ,O,O,X,O,X
OZTSLJI,O,O,X,O,X
OZTSJIL,O,X,O,X,O
OZTSJLI,O,X,O,X,O
OZITLJS,X,X,O,O,X
OZITLSJ,O,X,X,O,X
OZITJLS,X,X,O,O,X
OZITJSL,X,X,O,X,X
OZITSLJ,O,X,X,O,X
OZITSJL,O,X,O,X,X
OZILTJS,X,X,X,O,X
OZILTSJ,O,X,X,O,X
OZILJTS,X,X,O,O,X
OZILJST,O,X,O,X,X
OZILSTJ,O,X,X,X,X
OZILSJT,O,X,X,X,X
OZIJTLS,X,X,O,X,X
OZIJTSL,X,X,O,X,X
OZIJLTS,X,X,O,X,X
OZIJLST,O,X,O,X,X
OZIJSTL,O,X,X,X,X
OZIJSLT,O,X,O,X,X
OZISTLJ,O,X,X,X,X
OZISTJL,O,X,X,X,X
OZISLTJ,O,X,X,X,X
OZISLJT,O,X,X,X,X
OZISJTL,O,X,X,X,X
OZISJLT,O,X,O,X,X
OZLTIJS,X,X,O,O,X
OZLTISJ,O,X,X,O,X
OZLTJIS,X,X,O,O,X
OZLTJSI,X,O,O,O,X
OZLTSIJ,O,O,X,O,X
OZLTSJI,O,O,X,O,X
OZLITJS,X,X,X,O,X
OZLITSJ,O,X,X,O,X
OZLIJTS,X,X,O,O,X
OZLIJST,O,X,O,X,X
OZLISTJ,O,X,X,X,X
OZLISJT,O,X,X,X,X
OZLJTIS,X,X,O,O,X
OZLJTSI,X,O,O,O,X
OZLJITS,X,X,O,O,X
OZLJIST,O,X,O,X,X
OZLJSTI,O,O,O,O,X
OZLJSIT,O,O,O,X,X
OZLSTIJ,O,O,X,O,X
OZLSTJI,O,O,X,O,X
OZLSITJ,O,X,X,X,X
OZLSIJT,O,O,X,X,X
OZLSJTI,O,O,X,O,X
OZLSJIT,O,O,X,X,X
OZJTILS,X,X,O,O,X
OZJTISL,X,X,O,X,X
OZJTLIS,X,X,O,O,X
OZJTLSI,X,X,O,O,O
OZJTSIL,X,X,O,X,O
OZJTSLI,X,X,O,X,O
OZJITLS,X,X,O,X,X
OZJITSL,X,X,O,X,X
OZJILTS,X,X,O,X,X
OZJILST,O,X,O,X,X
OZJISTL,O,X,X,X,X
OZJISLT,O,X,O,X,X
OZJLTIS,X,X,O,O,X
OZJLTSI,X,X,O,O,O
OZJLITS,X,X,O,O,X
OZJLIST,O,X,O,X,X
OZJLSTI,O,X,O,O,O
OZJLSIT,O,X,O,X,X
OZJSTIL,O,X,O,X,O
OZJSTLI,O,X,O,X,O
OZJSITL,O,X,X,X,X
OZJSILT,O,X,O,X,X
OZJSLTI,O,X,O,X,O
OZJSLIT,O,X,O,X,X
OZSTILJ,O,O,X,O,X
OZSTIJL,O,X,O,X,O
OZSTLIJ,O,O,X,O,X
OZSTLJI,O,O,X,O,X
OZSTJIL,O,X,O,X,O
OZSTJLI,O,X,O,X,O
OZSITLJ,O,X,X,X,X
OZSITJL,O,X,X,X,X
OZSILTJ,O,X,X,X,X
OZSILJT,O,O,X,X,X
OZSIJTL,O,X,X,X,X
OZSIJLT,O,X,O,X,X
OZSLTIJ,O,O,X,O,X
OZSLTJI,O,O,X,O,X
OZSLITJ,O,X,X,X,X
OZSLIJT,O,O,X,X,X
OZSLJTI,O,O,X,O,X
OZSLJIT,O,O,X,X,X
OZSJTIL,O,X,O,X,O
OZSJTLI,O,X,O,X,O
OZSJITL,O,X,X,X,X
OZSJILT,O,X,O,X,X
OZSJLTI,O,X,O,X,O
OZSJLIT,O,X,O,X,X
