sequence,v115@FhB8HeC8HeC8DeD8Jei/IvhFGhBTiBfqBUrBRsBlqB,v115@FhB8HeC8HeC8DeD8JeT/IvhF0gBqnBVqB3mBmmBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRhBqnB8rB3qBFrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFigBGiBfrBUqBRsBlrB,v115@FhB8HeC8HeC8DeD8JeT/IvhFCiBXlB2rB0nBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFcmBenBqnBXlBllBxvB,v115@FhB8HeC8HeC8DeD8JeT/IvhFelBRmB1sBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Je2EJvhFRmB1sBzkBCnB3qBUrB,v115@FhB8HeC8HeC8DeD8Jei/IvhFfqBxlB0nBuqBFnBTrB
LZSOJTI,X,X,O,X,O,O,X,X,X
LZSOJIT,X,X,O,O,O,O,X,X,O
LZOTIJS,X,O,X,O,O,X,X,X,X
LZOTISJ,X,O,X,X,X,X,X,X,X
LZOTJIS,X,O,O,X,O,X,X,X,X
LZOTJSI,X,X,O,X,O,X,X,X,X
LZOTSIJ,X,O,X,O,X,X,X,X,O
LZOTSJI,X,X,O,X,X,X,X,X,X
LZOITJS,X,O,X,O,O,X,X,X,X
LZOITSJ,X,O,X,X,X,X,X,X,X
LZOIJTS,X,X,O,O,O,O,X,X,X
LZOIJST,X,X,O,O,O,O,X,X,X
LZOISTJ,X,X,X,O,X,X,X,X,O
LZOISJT,X,X,O,O,O,O,X,X,O
LZOJTIS,X,X,O,X,O,O,X,X,X
LZOJTSI,X,X,O,X,O,O,X,X,X
LZOJITS,X,X,O,O,O,O,X,X,X
LZOJIST,X,X,O,O,O,O,X,X,X
LZOJSTI,X,X,O,X,O,O,X,X,X
LZOJSIT,X,X,O,O,O,O,X,X,O
LZOSTIJ,X,X,X,O,X,X,X,X,O
LZOSTJI,X,X,O,X,X,X,X,X,X
LZOSITJ,X,X,X,O,X,X,X,X,O
LZOSIJT,X,X,O,O,O,O,X,X,O
LZOSJTI,X,X,O,X,O,O,X,X,X
LZOSJIT,X,X,O,O,O,O,X,X,O
LOTIJSZ,X,O,X,X,X,O,O,X,X
LOTIJZS,X,O,X,X,X,O,O,X,X
LOTISJZ,X,O,X,X,X,O,X,X,X
LOTISZJ,X,O,X,X,X,X,X,X,X
LOTIZJS,X,O,X,X,X,X,X,X,X
LOTIZSJ,X,O,X,X,X,X,X,X,X
LOTJISZ,X,O,X,X,X,O,O,X,X
LOTJIZS,X,O,X,X,X,O,O,X,X
LOTJSIZ,X,X,X,X,X,X,O,X,X
LOTJSZI,X,X,O,X,X,O,X,X,X
LOTJZIS,X,O,O,X,X,O,X,X,X
LOTJZSI,X,X,O,X,X,O,X,X,X
LOTSIJZ,X,O,X,X,X,O,O,X,X
LOTSIZJ,X,O,X,X,X,X,X,X,O
LOTSJIZ,X,X,X,X,X,X,O,X,X
LOTSJZI,X,X,O,X,X,O,X,X,X
LOTSZIJ,X,O,X,X,X,X,X,X,O
LOTSZJI,X,X,O,X,X,X,X,X,X
LOTZIJS,X,O,X,X,X,X,X,X,X
LOTZISJ,X,O,X,X,X,X,X,X,X
LOTZJIS,X,O,O,X,X,X,X,X,X
LOTZJSI,X,X,O,X,X,X,X,X,X
LOTZSIJ,X,O,X,X,X,X,X,X,O
LOTZSJI,X,X,O,X,X,X,X,X,X
LOITJSZ,O,O,X,X,X,O,X,X,X
LOITJZS,O,O,X,X,X,O,X,X,X
LOITSJZ,O,O,X,X,X,O,X,X,X
LOITSZJ,O,O,X,X,X,X,X,X,X
LOITZJS,O,O,X,X,X,X,X,X,X
LOITZSJ,X,O,X,X,X,X,X,X,X
LOIJTSZ,O,O,X,X,X,O,X,X,X
LOIJTZS,O,O,X,X,X,O,X,X,X
LOIJSTZ,O,X,X,X,X,O,X,X,X
LOIJSZT,O,X,O,X,X,O,X,X,X
LOIJZTS,O,X,O,O,X,O,X,X,X
LOIJZST,O,X,O,O,X,O,X,X,X
LOISTJZ,O,O,X,X,X,O,X,X,X
LOISTZJ,O,O,X,X,X,X,X,X,O
LOISJTZ,O,X,X,X,X,O,X,X,X
LOISJZT,O,X,O,X,X,O,X,X,O
LOISZTJ,O,X,X,X,X,X,X,X,O
LOISZJT,O,X,O,X,O,O,X,X,O
LOIZTJS,O,O,X,O,O,X,X,X,X
LOIZTSJ,X,O,X,X,X,X,X,X,X
LOIZJTS,O,X,O,O,O,O,X,X,X
LOIZJST,O,X,O,O,O,O,X,X,X
LOIZSTJ,O,X,X,O,X,X,X,X,O
LOIZSJT,O,X,O,O,O,O,X,X,O
LOJTISZ,X,O,X,X,X,O,O,X,X
LOJTIZS,X,O,X,X,X,O,O,X,X
LOJTSIZ,X,X,X,X,X,X,O,X,X
LOJTSZI,X,X,O,X,X,O,X,X,X
LOJTZIS,X,O,O,X,X,O,X,X,X
LOJTZSI,X,X,O,X,X,O,X,X,X
LOJITSZ,X,O,X,X,X,O,X,X,X
LOJITZS,X,O,X,X,X,O,X,X,X
LOJISTZ,X,X,X,X,X,O,X,X,X
LOJISZT,X,X,O,X,X,O,X,X,X
LOJIZTS,X,X,O,X,X,O,X,X,X
LOJIZST,X,X,O,X,X,O,X,X,X
LOJSTIZ,X,X,X,X,X,X,O,X,X
LOJSTZI,X,X,O,X,X,O,X,X,X
LOJSITZ,X,X,X,X,X,O,X,X,X
LOJSIZT,X,X,O,X,X,O,X,X,O
LOJSZTI,X,X,O,X,X,O,X,X,X
LOJSZIT,X,X,O,X,X,O,X,X,O
LOJZTIS,X,X,O,X,X,O,X,X,X
LOJZTSI,X,X,O,X,X,O,X,X,X
LOJZITS,X,X,O,X,X,O,X,X,X
LOJZIST,X,X,O,X,X,O,X,X,X
LOJZSTI,X,X,O,X,X,O,X,X,X
LOJZSIT,X,X,O,X,X,O,X,X,O
LOSTIJZ,X,O,X,X,X,O,O,X,X
LOSTIZJ,X,O,X,X,X,X,X,X,O
LOSTJIZ,X,X,X,X,X,X,O,X,X
LOSTJZI,X,X,O,X,X,O,X,X,X
LOSTZIJ,X,O,X,X,X,X,X,X,O
LOSTZJI,X,X,O,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,O,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X,O
LOSIJTZ,O,X,X,X,X,O,X,X,X
LOSIJZT,O,X,O,X,X,O,X,X,O
LOSIZTJ,O,X,X,X,X,X,X,X,O
LOSIZJT,O,X,O,X,O,O,X,X,O
LOSJTIZ,X,X,X,X,X,X,O,X,X
LOSJTZI,X,X,O,X,X,O,X,X,X
LOSJITZ,X,X,X,X,X,O,X,X,X
LOSJIZT,X,X,O,X,X,O,X,X,O
LOSJZTI,X,X,O,X,X,O,X,X,X
LOSJZIT,X,X,O,X,X,O,X,X,O
LOSZTIJ,X,X,X,X,X,X,X,X,O
LOSZTJI,X,X,O,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X,X,O
LOSZIJT,X,X,O,X,O,O,X,X,O
LOSZJTI,X,X,O,X,O,O,X,X,X
LOSZJIT,X,X,O,X,O,O,X,X,O
LOZTIJS,X,O,X,O,O,X,X,X,X
LOZTISJ,X,O,X,X,X,X,X,X,X
LOZTJIS,X,O,O,X,O,X,X,X,X
LOZTJSI,X,X,O,X,O,X,X,X,X
LOZTSIJ,X,O,X,O,X,X,X,X,O
LOZTSJI,X,X,O,X,X,X,X,X,X
LOZITJS,X,O,X,O,O,X,X,X,X
LOZITSJ,X,O,X,X,X,X,X,X,X
LOZIJTS,X,X,O,O,O,O,X,X,X
LOZIJST,X,X,O,O,O,O,X,X,X
LOZISTJ,X,X,X,O,X,X,X,X,O
LOZISJT,X,X,O,O,O,O,X,X,O
LOZJTIS,X,X,O,X,O,O,X,X,X
LOZJTSI,X,X,O,X,O,O,X,X,X
LOZJITS,X,X,O,O,O,O,X,X,X
LOZJIST,X,X,O,O,O,O,X,X,X
LOZJSTI,X,X,O,X,O,O,X,X,X
LOZJSIT,X,X,O,O,O,O,X,X,O
LOZSTIJ,X,X,X,O,X,X,X,X,O
LOZSTJI,X,X,O,X,X,X,X,X,X
LOZSITJ,X,X,X,O,X,X,X,X,O
LOZSIJT,X,X,O,O,O,O,X,X,O
LOZSJTI,X,X,O,X,O,O,X,X,X
LOZSJIT,X,X,O,O,O,O,X,X,O
JTILSZO,X,X,X,X,X,X,X,O,X
JTILSOZ,X,X,X,X,X,X,X,O,X
JTILZSO,X,X,X,X,X,X,X,O,X
JTILZOS,X,X,X,X,X,X,X,O,X
JTILOSZ,X,X,X,X,X,X,O,O,X
JTILOZS,X,X,X,X,X,X,O,O,X
JTISLZO,X,X,X,X,X,X,X,O,X
JTISLOZ,X,X,X,X,X,X,O,O,X
JTISZLO,X,X,X,X,X,X,X,O,X
JTISZOL,X,X,X,X,X,X,O,O,X
JTISOLZ,X,X,X,X,X,X,O,O,X
JTISOZL,X,X,X,X,X,X,O,O,X
JTIZLSO,X,X,X,X,X,X,X,O,X
JTIZLOS,X,X,X,X,X,X,X,O,X
JTIZSLO,X,X,X,X,X,X,X,O,X
JTIZSOL,X,X,X,X,X,X,X,O,X
JTIZOLS,X,X,X,X,X,X,O,O,X
JTIZOSL,X,X,X,X,X,X,O,O,X
JTIOLSZ,X,X,X,X,X,X,O,O,X
JTIOLZS,X,X,X,X,X,X,O,O,X
JTIOSLZ,X,X,X,X,X,X,O,O,X
JTIOSZL,X,X,X,X,X,X,O,O,X
JTIOZLS,X,X,X,X,X,X,O,O,X
JTIOZSL,X,X,X,X,X,X,O,O,X
JTLISZO,X,O,X,X,X,X,X,O,X
JTLISOZ,X,O,X,X,X,X,X,O,X
JTLIZSO,X,O,X,X,X,X,X,O,X
JTLIZOS,X,O,X,X,X,X,X,O,X
JTLIOSZ,X,O,X,X,X,X,O,O,X
JTLIOZS,X,O,X,X,X,X,O,O,X
JTLSIZO,X,X,X,X,X,X,X,O,X
JTLSIOZ,X,X,X,X,X,X,O,O,X
JTLSZIO,X,X,O,X,X,X,X,X,X
JTLSZOI,X,X,O,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X,O,X,X
JTLSOZI,X,X,O,X,X,X,X,X,X
JTLZISO,X,O,X,X,X,X,X,X,X
JTLZIOS,X,O,O,X,X,X,X,X,X
JTLZSIO,X,X,O,X,X,X,X,X,X
JTLZSOI,X,X,O,X,X,X,X,X,X
JTLZOIS,X,O,O,X,X,X,X,X,X
JTLZOSI,X,X,O,X,X,X,X,X,X
JTLOISZ,X,O,X,X,X,X,O,X,X
JTLOIZS,X,O,X,X,X,X,O,X,X
JTLOSIZ,X,X,X,X,X,X,O,X,X
JTLOSZI,X,X,O,X,X,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X,X,X
JTLOZSI,X,X,O,X,X,X,X,X,X
JTSILZO,X,X,X,X,X,X,X,O,X
JTSILOZ,X,X,X,X,X,X,O,O,X
JTSIZLO,X,X,X,X,X,X,X,O,X
JTSIZOL,X,X,X,X,X,X,O,O,X
JTSIOLZ,X,X,X,X,X,X,O,O,X
JTSIOZL,X,X,X,X,X,X,O,O,X
JTSLIZO,X,X,X,X,X,X,X,O,X
JTSLIOZ,X,X,X,X,X,X,O,O,X
JTSLZIO,X,X,O,X,X,X,X,X,X
JTSLZOI,X,X,O,X,X,X,X,X,X
JTSLOIZ,X,X,X,X,X,X,O,X,X
JTSLOZI,X,X,O,X,X,X,X,X,X
JTSZILO,X,X,X,X,X,X,X,O,X
JTSZIOL,X,X,X,X,X,X,O,O,X
JTSZLIO,X,X,O,X,X,X,X,X,X
JTSZLOI,X,X,O,X,X,X,X,X,X
JTSZOIL,X,X,X,X,X,X,O,X,X
JTSZOLI,X,X,O,X,X,X,X,X,X
JTSOILZ,X,X,X,X,X,X,O,O,X
JTSOIZL,X,X,X,X,X,X,O,O,X
JTSOLIZ,X,X,X,X,X,X,O,X,X
JTSOLZI,X,X,O,X,X,X,X,X,X
JTSOZIL,X,X,X,X,X,X,O,X,X
JTSOZLI,X,X,O,X,X,X,X,X,X
JTZILSO,X,O,X,X,X,X,X,O,X
JTZILOS,X,O,X,X,X,X,X,O,X
JTZISLO,X,O,X,X,X,X,X,O,X
JTZISOL,X,O,X,X,X,X,X,O,X
JTZIOLS,X,O,X,X,X,X,O,O,X
JTZIOSL,X,O,X,X,X,X,O,O,X
JTZLISO,X,O,X,X,X,X,X,X,X
JTZLIOS,X,O,O,X,X,X,X,X,X
JTZLSIO,X,X,O,X,X,X,X,X,X
JTZLSOI,X,X,O,X,X,X,X,X,X
JTZLOIS,X,O,O,X,X,X,X,X,X
JTZLOSI,X,X,O,X,X,X,X,X,X
JTZSILO,X,X,X,X,X,X,X,O,X
JTZSIOL,X,X,X,X,X,X,O,O,X
JTZSLIO,X,X,O,X,X,X,X,X,X
JTZSLOI,X,X,O,X,X,X,X,X,X
JTZSOIL,X,X,X,X,X,X,O,X,X
JTZSOLI,X,X,O,X,X,X,X,X,X
JTZOILS,X,O,X,X,X,X,O,X,X
JTZOISL,X,O,X,X,X,X,O,X,X
JTZOLIS,X,O,O,X,X,X,X,X,X
JTZOLSI,X,X,O,X,X,X,X,X,X
JTZOSIL,X,X,X,X,X,X,O,X,X
JTZOSLI,X,X,O,X,X,X,X,X,X
JTOILSZ,X,X,X,X,X,X,O,O,X
JTOILZS,X,X,X,X,X,X,O,O,X
JTOISLZ,X,X,X,X,X,X,O,O,X
JTOISZL,X,X,X,X,X,X,O,O,X
JTOIZLS,X,X,X,X,X,X,O,O,X
JTOIZSL,X,X,X,X,X,X,O,O,X
JTOLISZ,X,O,X,X,X,X,O,X,X
JTOLIZS,X,O,X,X,X,X,O,X,X
JTOLSIZ,X,X,X,X,X,X,O,X,X
JTOLSZI,X,X,O,X,X,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X,X,X
JTOLZSI,X,X,O,X,X,X,X,X,X
JTOSILZ,X,X,X,X,X,X,O,O,X
JTOSIZL,X,X,X,X,X,X,O,O,X
JTOSLIZ,X,X,X,X,X,X,O,X,X
JTOSLZI,X,X,O,X,X,X,X,X,X
JTOSZIL,X,X,X,X,X,X,O,X,X
JTOSZLI,X,X,O,X,X,X,X,X,X
JTOZILS,X,O,X,X,X,X,O,X,X
JTOZISL,X,O,X,X,X,X,O,X,X
JTOZLIS,X,O,O,X,X,X,X,X,X
JTOZLSI,X,X,O,X,X,X,X,X,X
JTOZSIL,X,X,X,X,X,X,O,X,X
JTOZSLI,X,X,O,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,O,X
JITLSOZ,X,O,X,X,X,X,X,O,X
JITLZSO,X,O,X,X,X,X,X,O,X
JITLZOS,X,O,X,X,X,X,X,O,X
JITLOSZ,O,O,X,X,X,X,O,O,X
JITLOZS,O,O,X,X,X,X,O,O,X
JITSLZO,X,O,X,X,X,X,X,O,X
JITSLOZ,O,O,X,X,X,X,O,O,X
JITSZLO,X,O,X,X,X,X,X,O,X
JITSZOL,X,O,X,X,X,X,O,O,X
JITSOLZ,O,O,X,X,X,X,O,O,X
JITSOZL,X,O,X,X,X,X,O,O,X
JITZLSO,X,O,X,X,X,X,X,O,X
JITZLOS,O,O,X,O,X,X,X,O,X
JITZSLO,O,O,X,O,X,X,X,O,X
JITZSOL,O,O,X,O,X,X,X,O,X
JITZOLS,O,O,X,O,X,X,O,O,X
JITZOSL,O,O,X,O,X,X,O,O,X
JITOLSZ,O,O,X,X,X,X,O,O,X
JITOLZS,O,O,X,X,X,X,O,O,X
JITOSLZ,O,O,X,X,X,X,O,O,X
JITOSZL,X,O,X,X,X,X,O,O,X
JITOZLS,O,O,X,O,X,X,O,O,X
JITOZSL,O,O,X,O,X,X,O,O,X
JILTSZO,X,O,X,X,X,O,X,X,X
JILTSOZ,X,O,X,X,X,O,X,X,X
JILTZSO,X,O,X,X,X,O,X,X,X
JILTZOS,X,O,X,X,X,O,X,X,X
JILTOSZ,O,O,X,X,X,O,X,X,X
JILTOZS,O,O,X,X,X,O,X,X,X
JILSTZO,X,O,X,X,X,O,X,X,X
JILSTOZ,O,O,X,X,X,O,X,X,X
JILSZTO,O,X,O,X,X,O,X,X,X
JILSZOT,O,X,O,X,X,O,X,X,X
JILSOTZ,O,X,X,X,X,O,X,X,X
JILSOZT,O,X,O,X,X,O,X,X,X
JILZTSO,X,X,X,X,X,O,X,X,X
JILZTOS,O,X,O,O,X,O,X,X,X
JILZSTO,O,X,O,O,X,O,X,X,X
JILZSOT,O,X,O,O,X,O,X,X,X
JILZOTS,O,X,O,O,X,O,X,X,X
JILZOST,O,X,O,O,X,O,X,X,X
JILOTSZ,O,O,X,X,X,O,X,X,X
JILOTZS,O,O,X,X,X,O,X,X,X
JILOSTZ,O,X,X,X,X,O,X,X,X
JILOSZT,O,X,O,X,X,O,X,X,X
JILOZTS,O,X,O,O,X,O,X,X,X
JILOZST,O,X,O,O,X,O,X,X,X
JISTLZO,X,O,X,X,X,X,X,O,X
JISTLOZ,O,O,X,X,X,X,O,O,X
JISTZLO,X,O,X,X,X,X,X,O,X
JISTZOL,X,O,X,X,X,X,O,O,X
JISTOLZ,O,O,X,X,X,X,O,O,X
JISTOZL,X,O,X,X,X,X,O,O,X
JISLTZO,X,O,X,X,X,O,X,X,X
JISLTOZ,O,O,X,X,X,O,X,X,X
JISLZTO,O,X,O,X,X,O,X,X,X
JISLZOT,O,X,O,X,X,O,X,X,X
JISLOTZ,O,X,X,X,X,O,X,X,X
JISLOZT,O,X,O,X,X,O,X,X,X
JISZTLO,O,X,X,O,O,X,X,X,X
JISZTOL,O,X,X,O,O,X,X,X,X
JISZLTO,O,X,O,O,O,X,X,X,X
JISZLOT,O,X,O,O,O,X,X,X,X
JISZOTL,O,X,X,O,O,X,X,X,X
JISZOLT,O,X,O,O,O,X,X,X,X
JISOTLZ,O,X,X,X,X,X,O,X,X
JISOTZL,X,X,X,X,X,X,O,X,X
JISOLTZ,O,X,X,X,X,O,X,X,X
JISOLZT,O,X,O,X,X,O,X,X,X
JISOZTL,O,X,X,O,O,X,X,X,X
JISOZLT,O,X,O,O,O,X,X,X,X
JIZTLSO,X,X,X,X,O,X,X,X,X
JIZTLOS,O,X,X,O,O,X,X,X,X
JIZTSLO,O,X,X,O,O,X,X,X,X
JIZTSOL,O,X,X,O,O,X,X,X,X
JIZTOLS,O,X,X,O,O,X,X,X,X
JIZTOSL,O,X,X,O,O,X,X,X,X
JIZLTSO,X,X,X,X,O,X,X,X,X
JIZLTOS,O,X,O,O,O,X,X,X,X
JIZLSTO,O,X,O,O,O,X,X,X,X
JIZLSOT,O,X,O,O,O,X,X,X,X
JIZLOTS,O,X,O,O,O,X,X,X,X
JIZLOST,O,X,O,O,O,X,X,X,X
JIZSTLO,O,X,X,O,O,X,X,X,X
JIZSTOL,O,X,X,O,O,X,X,X,X
JIZSLTO,O,X,O,O,O,X,X,X,X
JIZSLOT,O,X,O,O,O,X,X,X,X
JIZSOTL,O,X,X,O,O,X,X,X,X
JIZSOLT,O,X,O,O,O,X,X,X,X
JIZOTLS,O,X,X,O,O,X,X,X,X
JIZOTSL,O,X,X,O,O,X,X,X,X
JIZOLTS,O,X,O,O,O,X,X,X,X
JIZOLST,O,X,O,O,O,X,X,X,X
JIZOSTL,O,X,X,O,O,X,X,X,X
JIZOSLT,O,X,O,O,O,X,X,X,X
JIOTLSZ,O,O,X,X,X,X,O,X,X
JIOTLZS,O,O,X,X,X,X,O,X,X
JIOTSLZ,O,O,X,X,X,X,O,X,X
JIOTSZL,X,O,X,X,X,X,O,X,X
JIOTZLS,O,O,X,O,X,X,O,X,X
JIOTZSL,O,O,X,O,X,X,O,X,X
JIOLTSZ,O,O,X,X,X,O,X,X,X
JIOLTZS,O,O,X,X,X,O,X,X,X
JIOLSTZ,O,X,X,X,X,O,X,X,X
JIOLSZT,O,X,O,X,X,O,X,X,X
JIOLZTS,O,X,O,O,X,O,X,X,X
JIOLZST,O,X,O,O,X,O,X,X,X
JIOSTLZ,O,X,X,X,X,X,O,X,X
JIOSTZL,X,X,X,X,X,X,O,X,X
JIOSLTZ,O,X,X,X,X,O,X,X,X
JIOSLZT,O,X,O,X,X,O,X,X,X
JIOSZTL,O,X,X,O,O,X,X,X,X
JIOSZLT,O,X,O,O,O,X,X,X,X
JIOZTLS,O,X,X,O,O,X,X,X,X
JIOZTSL,O,X,X,O,O,X,X,X,X
JIOZLTS,O,X,O,O,O,X,X,X,X
JIOZLST,O,X,O,O,O,X,X,X,X
JIOZSTL,O,X,X,O,O,X,X,X,X
JIOZSLT,O,X,O,O,O,X,X,X,X
JLTISZO,X,O,X,X,X,O,X,O,X
JLTISOZ,X,O,X,X,X,O,X,O,X
JLTIZSO,X,O,X,X,X,O,X,O,X
JLTIZOS,X,O,X,X,X,O,X,O,X
JLTIOSZ,X,O,X,X,X,O,O,O,X
JLTIOZS,X,O,X,X,X,O,O,O,X
JLTSIZO,X,X,X,X,X,X,X,O,X
JLTSIOZ,X,X,X,X,X,X,O,O,X
JLTSZIO,X,X,O,X,X,X,X,X,X
JLTSZOI,X,X,O,X,X,O,X,X,X
JLTSOIZ,X,X,X,X,X,X,O,X,X
JLTSOZI,X,X,O,X,X,O,X,X,X
JLTZISO,X,O,X,X,X,O,X,X,X
JLTZIOS,X,O,O,X,X,O,X,X,X
JLTZSIO,X,X,O,X,X,X,X,X,X
JLTZSOI,X,X,O,X,X,O,X,X,X
JLTZOIS,X,O,O,X,X,O,X,X,X
JLTZOSI,X,X,O,X,X,O,X,X,X
JLTOISZ,X,O,X,X,X,O,O,X,X
JLTOIZS,X,O,X,X,X,O,O,X,X
JLTOSIZ,X,X,X,X,X,X,O,X,X
JLTOSZI,X,X,O,X,X,O,X,X,X
JLTOZIS,X,O,O,X,X,O,X,X,X
JLTOZSI,X,X,O,X,X,O,X,X,X
JLITSZO,X,O,X,X,X,O,X,X,X
JLITSOZ,X,O,X,X,X,O,X,X,X
JLITZSO,X,O,X,X,X,O,X,X,X
JLITZOS,X,O,X,X,X,O,X,X,X
JLITOSZ,O,O,X,X,X,O,X,X,X
JLITOZS,O,O,X,X,X,O,X,X,X
JLISTZO,X,O,X,X,X,O,X,X,X
JLISTOZ,O,O,X,X,X,O,X,X,X
JLISZTO,O,X,O,X,X,O,X,X,X
JLISZOT,O,X,O,X,X,O,X,X,X
JLISOTZ,O,X,X,X,X,O,X,X,X
JLISOZT,O,X,O,X,X,O,X,X,X
JLIZTSO,X,X,X,X,X,O,X,X,X
JLIZTOS,O,X,O,X,X,O,X,X,X
JLIZSTO,X,X,O,X,X,O,X,X,X
JLIZSOT,O,X,O,X,X,O,X,X,X
JLIZOTS,O,X,O,X,X,O,X,X,X
JLIZOST,O,X,O,X,X,O,X,X,X
JLIOTSZ,O,O,X,X,X,O,X,X,X
JLIOTZS,O,O,X,X,X,O,X,X,X
JLIOSTZ,O,X,X,X,X,O,X,X,X
JLIOSZT,O,X,O,X,X,O,X,X,X
JLIOZTS,O,X,O,X,X,O,X,X,X
JLIOZST,O,X,O,X,X,O,X,X,X
JLSTIZO,X,X,X,X,X,X,X,O,X
JLSTIOZ,X,X,X,X,X,X,O,O,X
JLSTZIO,X,X,O,X,X,X,X,X,X
JLSTZOI,X,X,O,X,X,O,X,X,X
JLSTOIZ,X,X,X,X,X,X,O,X,X
JLSTOZI,X,X,O,X,X,O,X,X,X
JLSITZO,X,X,X,X,X,O,X,X,X
JLSITOZ,O,X,X,X,X,O,X,X,X
JLSIZTO,O,X,O,X,X,O,X,X,O
JLSIZOT,O,X,O,X,X,O,X,X,O
JLSIOTZ,O,X,X,X,X,O,X,X,X
JLSIOZT,O,X,O,X,X,O,X,X,X
JLSZTIO,X,X,O,X,X,X,X,X,X
JLSZTOI,X,X,O,X,X,O,X,X,X
JLSZITO,X,X,O,X,X,O,X,X,O
JLSZIOT,X,X,O,X,X,O,X,X,O
JLSZOTI,X,X,O,X,X,O,X,X,X
JLSZOIT,X,X,O,X,X,O,X,X,O
JLSOTIZ,X,X,X,X,X,X,O,X,X
JLSOTZI,X,X,O,X,X,O,X,X,X
JLSOITZ,X,X,X,X,X,O,X,X,X
JLSOIZT,X,X,O,X,X,O,X,X,O
JLSOZTI,X,X,O,X,X,O,X,X,X
JLSOZIT,X,X,O,X,X,O,X,X,O
JLZTISO,X,X,X,X,X,O,X,X,X
JLZTIOS,X,X,O,X,X,O,X,X,X
JLZTSIO,X,X,O,X,X,X,X,X,X
JLZTSOI,X,X,O,X,X,O,X,X,X
JLZTOIS,X,X,O,X,X,O,X,X,X
JLZTOSI,X,X,O,X,X,O,X,X,X
JLZITSO,X,X,X,X,X,O,X,X,X
JLZITOS,X,X,O,X,X,O,X,X,X
JLZISTO,X,X,O,X,X,O,X,X,X
JLZISOT,X,X,O,X,X,O,X,X,X
JLZIOTS,X,X,O,X,X,O,X,X,X
JLZIOST,X,X,O,X,X,O,X,X,X
JLZSTIO,X,X,O,X,X,X,X,X,X
JLZSTOI,X,X,O,X,X,O,X,X,X
JLZSITO,X,X,O,X,X,O,X,X,O
JLZSIOT,X,X,O,X,X,O,X,X,O
JLZSOTI,X,X,O,X,X,O,X,X,X
JLZSOIT,X,X,O,X,X,O,X,X,O
JLZOTIS,X,X,O,X,X,O,X,X,X
JLZOTSI,X,X,O,X,X,O,X,X,X
JLZOITS,X,X,O,X,X,O,X,X,X
JLZOIST,X,X,O,X,X,O,X,X,X
JLZOSTI,X,X,O,X,X,O,X,X,X
JLZOSIT,X,X,O,X,X,O,X,X,O
JLOTISZ,X,O,X,X,X,O,O,X,X
JLOTIZS,X,O,X,X,X,O,O,X,X
JLOTSIZ,X,X,X,X,X,X,O,X,X
JLOTSZI,X,X,O,X,X,O,X,X,X
JLOTZIS,X,O,O,X,X,O,X,X,X
JLOTZSI,X,X,O,X,X,O,X,X,X
JLOITSZ,X,O,X,X,X,O,X,X,X
JLOITZS,X,O,X,X,X,O,X,X,X
JLOISTZ,X,X,X,X,X,O,X,X,X
JLOISZT,X,X,O,X,X,O,X,X,X
JLOIZTS,X,X,O,X,X,O,X,X,X
JLOIZST,X,X,O,X,X,O,X,X,X
JLOSTIZ,X,X,X,X,X,X,O,X,X
JLOSTZI,X,X,O,X,X,O,X,X,X
JLOSITZ,X,X,X,X,X,O,X,X,X
JLOSIZT,X,X,O,X,X,O,X,X,O
JLOSZTI,X,X,O,X,X,O,X,X,X
JLOSZIT,X,X,O,X,X,O,X,X,O
JLOZTIS,X,X,O,X,X,O,X,X,X
JLOZTSI,X,X,O,X,X,O,X,X,X
JLOZITS,X,X,O,X,X,O,X,X,X
JLOZIST,X,X,O,X,X,O,X,X,X
JLOZSTI,X,X,O,X,X,O,X,X,X
JLOZSIT,X,X,O,X,X,O,X,X,O
JSTILZO,X,X,X,X,X,X,X,O,X
JSTILOZ,X,X,X,X,X,X,O,O,X
JSTIZLO,X,X,X,X,X,X,X,O,X
JSTIZOL,X,X,X,X,X,X,O,O,X
JSTIOLZ,X,X,X,X,X,X,O,O,X
JSTIOZL,X,X,X,X,X,X,O,O,X
JSTLIZO,X,X,X,X,X,X,X,O,X
JSTLIOZ,X,X,X,X,X,X,O,O,X
JSTLZIO,X,X,O,X,X,X,X,X,X
JSTLZOI,X,X,O,X,X,X,X,X,X
JSTLOIZ,X,X,X,X,X,X,O,X,X
JSTLOZI,X,X,O,X,X,X,X,X,X
JSTZILO,X,X,X,X,X,X,X,O,X
JSTZIOL,X,X,X,X,X,X,O,O,X
JSTZLIO,X,X,O,X,X,X,X,X,X
JSTZLOI,X,X,O,X,X,X,X,X,X
JSTZOIL,X,X,X,X,X,X,O,X,X
JSTZOLI,X,X,O,X,X,X,X,X,X
JSTOILZ,X,X,X,X,X,X,O,O,X
