sequence,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFFiBTjB?GmBUrBisB3qB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFFiBTjB?GmB3qBisBUrB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFzgB+mB?iiBcoB1vBXsB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFamBfnB?TjB+qB0nB1wB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFiiBcoB?+qBTmBXsBFrB,v115@+gB8HeB8DeA8CeB8FeA8AeA8EeC8JeZEJvhFWmBiiB?coB3qBFsBTrB
JSOTZIL,X,X,X,O,O,X
JSOTZLI,X,X,X,O,O,X
JSOITLZ,X,O,X,O,X,X
JSOITZL,X,X,X,O,O,X
JSOILTZ,X,O,X,X,X,X
JSOILZT,X,O,X,X,O,X
JSOIZTL,X,X,X,X,O,X
JSOIZLT,X,O,X,X,O,X
JSOLTIZ,X,O,X,X,X,X
JSOLTZI,X,O,X,X,X,X
JSOLITZ,X,O,X,X,X,X
JSOLIZT,X,O,X,X,O,X
JSOLZTI,X,O,X,X,O,X
JSOLZIT,X,O,X,X,O,X
JSOZTIL,X,X,X,X,O,X
JSOZTLI,X,X,X,X,O,X
JSOZITL,X,X,X,X,O,X
JSOZILT,X,O,X,X,O,X
JSOZLTI,X,O,X,X,O,X
JSOZLIT,X,O,X,X,O,X
JZTILSO,O,X,O,O,O,O
JZTILOS,O,X,O,O,X,X
JZTISLO,X,X,O,O,O,O
JZTISOL,X,X,O,O,O,O
JZTIOLS,O,X,O,O,X,X
JZTIOSL,X,X,O,O,X,X
JZTLISO,O,X,O,O,O,O
JZTLIOS,O,X,O,O,X,X
JZTLSIO,O,X,O,O,O,O
JZTLSOI,O,X,O,O,O,O
JZTLOIS,O,X,O,O,X,X
JZTLOSI,O,X,O,O,X,X
JZTSILO,X,X,O,O,O,O
JZTSIOL,X,X,O,O,O,O
JZTSLIO,X,X,O,O,O,O
JZTSLOI,X,X,O,O,O,O
JZTSOIL,X,X,O,O,O,O
JZTSOLI,X,X,O,O,O,O
JZTOILS,O,X,O,O,X,X
JZTOISL,X,X,O,O,X,X
JZTOLIS,O,X,O,O,X,X
JZTOLSI,O,X,O,O,X,X
JZTOSIL,X,X,O,O,X,X
JZTOSLI,X,X,O,O,X,X
JZITLSO,O,X,O,O,O,O
JZITLOS,O,X,O,O,X,X
JZITSLO,X,X,O,O,O,O
JZITSOL,X,X,O,O,O,O
JZITOLS,O,X,O,O,X,X
JZITOSL,X,X,O,O,X,X
JZILTSO,O,X,O,X,O,O
JZILTOS,O,X,O,X,X,X
JZILSTO,O,X,X,X,O,X
JZILSOT,O,X,X,X,O,X
JZILOTS,O,X,X,X,X,X
JZILOST,O,X,X,X,O,X
JZISTLO,X,X,X,X,O,O
JZISTOL,X,X,X,X,O,O
JZISLTO,O,X,X,X,O,X
JZISLOT,O,X,X,X,O,X
JZISOTL,X,X,X,X,O,X
JZISOLT,O,X,X,X,O,X
JZIOTLS,O,X,X,O,X,X
JZIOTSL,X,X,X,O,X,X
JZIOLTS,O,X,X,X,X,X
JZIOLST,O,X,X,X,O,X
JZIOSTL,X,X,X,X,O,X
JZIOSLT,O,X,X,X,O,X
JZLTISO,O,X,O,X,O,O
JZLTIOS,O,X,O,X,X,X
JZLTSIO,O,X,O,X,O,O
JZLTSOI,O,X,O,X,O,O
JZLTOIS,O,X,O,X,X,X
JZLTOSI,O,X,O,X,X,X
JZLITSO,O,X,O,X,O,O
JZLITOS,O,X,O,X,X,X
JZLISTO,O,X,X,X,O,X
JZLISOT,O,X,X,X,O,X
JZLIOTS,O,X,X,X,X,X
JZLIOST,O,X,X,X,O,X
JZLSTIO,O,X,X,X,O,X
JZLSTOI,O,X,X,X,O,X
JZLSITO,O,X,X,X,O,X
JZLSIOT,O,X,X,X,O,X
JZLSOTI,O,X,X,X,O,X
JZLSOIT,O,X,X,X,O,X
JZLOTIS,O,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X
JZLOITS,O,X,X,X,X,X
JZLOIST,O,X,X,X,O,X
JZLOSTI,O,X,X,X,O,X
JZLOSIT,O,X,X,X,O,X
JZSTILO,X,X,X,X,O,O
JZSTIOL,X,X,X,X,O,O
JZSTLIO,X,X,X,X,O,O
JZSTLOI,X,X,X,X,O,O
JZSTOIL,X,X,X,X,O,O
JZSTOLI,X,X,X,X,O,O
JZSITLO,X,X,X,X,O,O
JZSITOL,X,X,X,X,O,O
JZSILTO,O,X,X,X,O,X
JZSILOT,O,X,X,X,O,X
JZSIOTL,X,X,X,X,O,X
JZSIOLT,O,X,X,X,O,X
JZSLTIO,O,X,X,X,O,X
JZSLTOI,O,X,X,X,O,X
JZSLITO,O,X,X,X,O,X
JZSLIOT,O,X,X,X,O,X
JZSLOTI,O,X,X,X,O,X
JZSLOIT,O,X,X,X,O,X
JZSOTIL,X,X,X,X,O,X
JZSOTLI,X,X,X,X,O,X
JZSOITL,X,X,X,X,O,X
JZSOILT,O,X,X,X,O,X
JZSOLTI,O,X,X,X,O,X
JZSOLIT,O,X,X,X,O,X
JZOTILS,O,X,X,O,X,X
JZOTISL,X,X,X,O,X,X
JZOTLIS,O,X,X,O,X,X
JZOTLSI,O,X,X,O,X,X
JZOTSIL,X,X,X,O,X,X
JZOTSLI,X,X,X,O,X,X
JZOITLS,O,X,X,O,X,X
JZOITSL,X,X,X,O,X,X
JZOILTS,O,X,X,X,X,X
JZOILST,O,X,X,X,O,X
JZOISTL,X,X,X,X,O,X
JZOISLT,O,X,X,X,O,X
JZOLTIS,O,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X
JZOLITS,O,X,X,X,X,X
JZOLIST,O,X,X,X,O,X
JZOLSTI,O,X,X,X,O,X
JZOLSIT,O,X,X,X,O,X
JZOSTIL,X,X,X,X,O,X
JZOSTLI,X,X,X,X,O,X
JZOSITL,X,X,X,X,O,X
JZOSILT,O,X,X,X,O,X
JZOSLTI,O,X,X,X,O,X
JZOSLIT,O,X,X,X,O,X
JOTILSZ,X,O,X,O,X,X
JOTILZS,O,X,X,O,X,X
JOTISLZ,X,X,X,O,X,X
JOTISZL,X,X,X,O,X,X
JOTIZLS,X,X,X,O,X,X
JOTIZSL,X,X,X,O,X,X
JOTLISZ,X,O,X,O,X,X
JOTLIZS,O,X,X,O,X,X
JOTLSIZ,X,O,X,O,X,X
JOTLSZI,X,O,X,O,X,X
JOTLZIS,O,X,X,O,X,X
JOTLZSI,O,X,X,O,X,X
JOTSILZ,X,X,X,O,X,X
JOTSIZL,X,X,X,O,X,X
JOTSLIZ,X,X,X,O,X,X
JOTSLZI,X,X,X,O,X,X
JOTSZIL,X,X,X,O,X,X
JOTSZLI,X,X,X,O,X,X
JOTZILS,X,X,X,O,X,X
JOTZISL,X,X,X,O,X,X
JOTZLIS,X,X,X,O,X,X
JOTZLSI,X,X,X,O,X,X
JOTZSIL,X,X,X,O,X,X
JOTZSLI,X,X,X,O,X,X
JOITLSZ,X,O,X,O,X,X
JOITLZS,O,X,X,O,X,X
JOITSLZ,X,X,X,O,X,X
JOITSZL,X,X,X,O,X,X
JOITZLS,X,X,X,O,X,X
JOITZSL,X,X,X,O,X,X
JOILTSZ,X,O,X,O,X,X
JOILTZS,O,X,X,O,X,X
JOILSTZ,X,O,X,X,X,X
JOILSZT,X,O,X,X,X,X
JOILZTS,O,X,X,X,X,X
JOILZST,O,X,X,X,X,X
JOISTLZ,X,O,X,O,X,X
JOISTZL,X,X,X,O,O,X
JOISLTZ,X,O,X,X,X,X
JOISLZT,X,O,X,X,O,X
JOISZTL,X,X,X,X,O,X
JOISZLT,X,O,X,X,O,X
JOIZTLS,O,X,X,O,X,X
JOIZTSL,X,X,X,O,X,X
JOIZLTS,O,X,X,X,X,X
JOIZLST,O,X,X,X,O,X
JOIZSTL,X,X,X,X,O,X
JOIZSLT,O,X,X,X,O,X
JOLTISZ,X,O,X,O,X,X
JOLTIZS,O,X,X,O,X,X
JOLTSIZ,X,O,X,O,X,X
JOLTSZI,X,O,X,O,X,X
JOLTZIS,O,X,X,O,X,X
JOLTZSI,O,X,X,O,X,X
JOLITSZ,X,O,X,O,X,X
JOLITZS,O,X,X,O,X,X
JOLISTZ,X,O,X,X,X,X
JOLISZT,X,O,X,X,X,X
JOLIZTS,O,X,X,X,X,X
JOLIZST,O,X,X,X,X,X
JOLSTIZ,X,O,X,X,X,X
JOLSTZI,X,O,X,X,X,X
JOLSITZ,X,O,X,X,X,X
JOLSIZT,X,O,X,X,X,X
JOLSZTI,X,O,X,X,X,X
JOLSZIT,X,O,X,X,X,X
JOLZTIS,O,X,X,X,X,X
JOLZTSI,O,X,X,X,X,X
JOLZITS,O,X,X,X,X,X
JOLZIST,O,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X
JOLZSIT,O,X,X,X,X,X
JOSTILZ,X,O,X,O,X,X
JOSTIZL,X,X,X,O,O,X
JOSTLIZ,X,O,X,O,X,X
JOSTLZI,X,O,X,O,X,X
JOSTZIL,X,X,X,O,O,X
JOSTZLI,X,X,X,O,O,X
JOSITLZ,X,O,X,O,X,X
JOSITZL,X,X,X,O,O,X
JOSILTZ,X,O,X,X,X,X
JOSILZT,X,O,X,X,O,X
JOSIZTL,X,X,X,X,O,X
JOSIZLT,X,O,X,X,O,X
JOSLTIZ,X,O,X,X,X,X
JOSLTZI,X,O,X,X,X,X
JOSLITZ,X,O,X,X,X,X
JOSLIZT,X,O,X,X,O,X
JOSLZTI,X,O,X,X,O,X
JOSLZIT,X,O,X,X,O,X
JOSZTIL,X,X,X,X,O,X
JOSZTLI,X,X,X,X,O,X
JOSZITL,X,X,X,X,O,X
JOSZILT,X,O,X,X,O,X
JOSZLTI,X,O,X,X,O,X
JOSZLIT,X,O,X,X,O,X
JOZTILS,O,X,X,O,X,X
JOZTISL,X,X,X,O,X,X
JOZTLIS,O,X,X,O,X,X
JOZTLSI,O,X,X,O,X,X
JOZTSIL,X,X,X,O,X,X
JOZTSLI,X,X,X,O,X,X
JOZITLS,O,X,X,O,X,X
JOZITSL,X,X,X,O,X,X
JOZILTS,O,X,X,X,X,X
JOZILST,O,X,X,X,O,X
JOZISTL,X,X,X,X,O,X
JOZISLT,O,X,X,X,O,X
JOZLTIS,O,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X
JOZLITS,O,X,X,X,X,X
JOZLIST,O,X,X,X,O,X
JOZLSTI,O,X,X,X,O,X
JOZLSIT,O,X,X,X,O,X
JOZSTIL,X,X,X,X,O,X
JOZSTLI,X,X,X,X,O,X
JOZSITL,X,X,X,X,O,X
JOZSILT,O,X,X,X,O,X
JOZSLTI,O,X,X,X,O,X
JOZSLIT,O,X,X,X,O,X
STILJZO,X,O,O,O,X,O
STILJOZ,X,O,O,O,X,X
STILZJO,O,O,O,X,X,O
STILZOJ,O,O,O,X,X,O
STILOJZ,X,O,O,O,X,X
STILOZJ,O,O,O,X,X,X
STIJLZO,X,O,O,O,X,O
STIJLOZ,X,O,O,O,X,X
STIJZLO,X,X,O,O,O,O
STIJZOL,X,X,O,O,O,O
STIJOLZ,X,O,O,O,X,X
STIJOZL,X,X,O,O,O,O
STIZLJO,X,X,O,X,O,O
STIZLOJ,X,X,O,X,X,O
STIZJLO,X,X,O,O,O,O
STIZJOL,X,X,O,O,O,O
STIZOLJ,X,X,O,X,X,O
STIZOJL,X,X,O,O,X,O
STIOLJZ,X,O,O,O,X,X
STIOLZJ,O,O,O,X,X,X
STIOJLZ,X,O,O,O,X,X
STIOJZL,X,X,O,O,X,O
STIOZLJ,X,X,O,X,X,O
STIOZJL,X,X,O,O,X,O
STLIJZO,X,O,O,O,X,O
STLIJOZ,X,O,O,O,X,X
STLIZJO,O,O,O,X,X,O
STLIZOJ,O,O,O,X,X,O
STLIOJZ,X,O,O,O,X,X
STLIOZJ,O,O,O,X,X,X
STLJIZO,X,O,O,O,X,O
STLJIOZ,X,O,O,O,X,X
STLJZIO,X,O,O,O,X,O
STLJZOI,X,O,O,O,X,O
STLJOIZ,X,O,O,O,X,X
STLJOZI,X,O,O,O,X,X
STLZIJO,O,O,O,X,X,O
STLZIOJ,O,O,O,X,X,O
STLZJIO,O,O,O,X,X,O
STLZJOI,O,O,O,X,X,O
STLZOIJ,O,O,O,X,X,O
STLZOJI,O,O,O,X,X,O
STLOIJZ,X,O,O,O,X,X
STLOIZJ,O,O,O,X,X,X
STLOJIZ,X,O,O,O,X,X
STLOJZI,X,O,O,O,X,X
STLOZIJ,O,O,O,X,X,X
STLOZJI,O,O,O,X,X,X
STJILZO,X,O,O,O,X,O
STJILOZ,X,O,O,O,X,X
STJIZLO,X,X,O,O,O,O
STJIZOL,X,X,O,O,O,O
STJIOLZ,X,O,O,O,X,X
STJIOZL,X,X,O,O,O,O
STJLIZO,X,O,O,O,X,O
STJLIOZ,X,O,O,O,X,X
STJLZIO,X,O,O,O,X,O
STJLZOI,X,O,O,O,X,O
STJLOIZ,X,O,O,O,X,X
STJLOZI,X,O,O,O,X,X
STJZILO,X,X,O,O,O,O
STJZIOL,X,X,O,O,O,O
STJZLIO,X,X,O,O,O,O
STJZLOI,X,X,O,O,O,O
STJZOIL,X,X,O,O,O,O
STJZOLI,X,X,O,O,O,O
STJOILZ,X,O,O,O,X,X
STJOIZL,X,X,O,O,O,O
STJOLIZ,X,O,O,O,X,X
STJOLZI,X,O,O,O,X,X
STJOZIL,X,X,O,O,O,O
STJOZLI,X,X,O,O,O,O
STZILJO,X,X,O,X,O,O
STZILOJ,X,X,O,X,X,O
STZIJLO,X,X,O,O,O,O
STZIJOL,X,X,O,O,O,O
STZIOLJ,X,X,O,X,X,O
STZIOJL,X,X,O,O,X,O
STZLIJO,X,X,O,X,O,O
STZLIOJ,X,X,O,X,X,O
STZLJIO,X,X,O,X,O,O
STZLJOI,X,X,O,X,O,O
STZLOIJ,X,X,O,X,X,O
STZLOJI,X,X,O,X,X,O
STZJILO,X,X,O,O,O,O
STZJIOL,X,X,O,O,O,O
STZJLIO,X,X,O,O,O,O
STZJLOI,X,X,O,O,O,O
STZJOIL,X,X,O,O,O,O
STZJOLI,X,X,O,O,O,O
STZOILJ,X,X,O,X,X,O
STZOIJL,X,X,O,O,X,O
STZOLIJ,X,X,O,X,X,O
STZOLJI,X,X,O,X,X,O
STZOJIL,X,X,O,O,X,O
STZOJLI,X,X,O,O,X,O
STOILJZ,X,O,O,O,X,X
STOILZJ,O,O,O,X,X,X
STOIJLZ,X,O,O,O,X,X
STOIJZL,X,X,O,O,X,O
STOIZLJ,X,X,O,X,X,O
STOIZJL,X,X,O,O,X,O
STOLIJZ,X,O,O,O,X,X
STOLIZJ,O,O,O,X,X,X
STOLJIZ,X,O,O,O,X,X
STOLJZI,X,O,O,O,X,X
STOLZIJ,O,O,O,X,X,X
STOLZJI,O,O,O,X,X,X
STOJILZ,X,O,O,O,X,X
STOJIZL,X,X,O,O,X,O
STOJLIZ,X,O,O,O,X,X
STOJLZI,X,O,O,O,X,X
STOJZIL,X,X,O,O,X,O
STOJZLI,X,X,O,O,X,O
STOZILJ,X,X,O,X,X,O
STOZIJL,X,X,O,O,X,O
STOZLIJ,X,X,O,X,X,O
STOZLJI,X,X,O,X,X,O
STOZJIL,X,X,O,O,X,O
STOZJLI,X,X,O,O,X,O
SITLJZO,X,O,O,O,X,O
SITLJOZ,X,O,O,O,X,X
SITLZJO,O,O,O,X,X,O
SITLZOJ,O,O,O,X,X,O
SITLOJZ,X,O,O,O,X,X
SITLOZJ,O,O,O,X,X,X
SITJLZO,X,O,O,O,X,O
SITJLOZ,X,O,O,O,X,X
SITJZLO,X,X,O,O,O,O
SITJZOL,X,X,O,O,O,O
SITJOLZ,X,O,O,O,X,X
SITJOZL,X,X,O,O,O,O
SITZLJO,X,X,O,X,O,O
SITZLOJ,X,X,O,X,X,O
SITZJLO,X,X,O,O,O,O
SITZJOL,X,X,O,O,O,O
SITZOLJ,X,X,O,X,X,O
SITZOJL,X,X,O,O,X,O
SITOLJZ,X,O,O,O,X,X
SITOLZJ,O,O,O,X,X,X
SITOJLZ,X,O,O,O,X,X
SITOJZL,X,X,O,O,X,O
SITOZLJ,X,X,O,X,X,O
SITOZJL,X,X,O,O,X,O
SILTJZO,X,O,X,X,X,O
SILTJOZ,X,O,X,X,X,X
SILTZJO,O,O,X,X,X,O
SILTZOJ,O,O,X,X,X,O
SILTOJZ,X,O,X,X,X,X
SILTOZJ,O,O,X,X,X,X
SILJTZO,X,O,X,X,X,X
SILJTOZ,X,O,X,X,X,X
SILJZTO,X,O,X,X,O,X
SILJZOT,X,O,X,X,O,X
SILJOTZ,X,O,X,X,X,X
SILJOZT,X,O,X,X,O,X
SILZTJO,O,O,X,X,O,O
SILZTOJ,O,O,X,X,X,O
SILZJTO,O,O,X,X,O,X
SILZJOT,O,O,X,X,O,X
SILZOTJ,O,O,X,X,X,X
SILZOJT,O,O,X,X,O,X
SILOTJZ,X,O,X,X,X,X
SILOTZJ,O,O,X,X,X,X
SILOJTZ,X,O,X,X,X,X
SILOJZT,X,O,X,X,X,X
SILOZTJ,O,O,X,X,X,X
SILOZJT,O,O,X,X,X,X
SIJTLZO,X,O,X,O,X,O
SIJTLOZ,X,O,X,O,X,X
SIJTZLO,X,X,X,O,O,O
SIJTZOL,X,X,X,O,O,O
SIJTOLZ,X,O,X,O,X,X
SIJTOZL,X,X,X,O,O,O
SIJLTZO,X,O,X,X,X,X
SIJLTOZ,X,O,X,X,X,X
SIJLZTO,X,O,X,X,O,X
SIJLZOT,X,O,X,X,O,X
SIJLOTZ,X,O,X,X,X,X
SIJLOZT,X,O,X,X,O,X
SIJZTLO,X,X,X,X,O,O
SIJZTOL,X,X,X,X,O,O
SIJZLTO,X,O,X,X,O,X
SIJZLOT,X,O,X,X,O,X
SIJZOTL,X,X,X,X,O,X
SIJZOLT,X,O,X,X,O,X
SIJOTLZ,X,O,X,O,X,X
SIJOTZL,X,X,X,O,O,X
SIJOLTZ,X,O,X,X,X,X
SIJOLZT,X,O,X,X,O,X
SIJOZTL,X,X,X,X,O,X
SIJOZLT,X,O,X,X,O,X
SIZTLJO,X,X,O,X,O,O
SIZTLOJ,X,X,O,X,X,O
SIZTJLO,X,X,O,X,O,O
SIZTJOL,X,X,O,X,O,O
SIZTOLJ,X,X,O,X,X,O
SIZTOJL,X,X,O,X,X,O
SIZLTJO,O,O,O,X,O,O
SIZLTOJ,O,O,O,X,X,O
SIZLJTO,O,O,X,X,O,X
SIZLJOT,O,O,X,X,O,X
SIZLOTJ,O,O,X,X,X,X
SIZLOJT,O,O,X,X,O,X
SIZJTLO,X,X,X,X,O,O
SIZJTOL,X,X,X,X,O,O
SIZJLTO,O,O,X,X,O,X
SIZJLOT,O,O,X,X,O,X
SIZJOTL,X,X,X,X,O,X
SIZJOLT,O,O,X,X,O,X
SIZOTLJ,X,X,X,X,X,O
SIZOTJL,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,X,X
SIZOLJT,O,O,X,X,O,X
SIZOJTL,X,X,X,X,O,X
SIZOJLT,O,O,X,X,O,X
SIOTLJZ,X,O,X,O,X,X
SIOTLZJ,O,O,X,X,X,X
SIOTJLZ,X,O,X,O,X,X
SIOTJZL,X,X,X,O,X,O
SIOTZLJ,X,X,X,X,X,O
SIOTZJL,X,X,X,O,X,O
SIOLTJZ,X,O,X,X,X,X
SIOLTZJ,O,O,X,X,X,X
SIOLJTZ,X,O,X,X,X,X
SIOLJZT,X,O,X,X,X,X
SIOLZTJ,O,O,X,X,X,X
SIOLZJT,O,O,X,X,X,X
SIOJTLZ,X,O,X,O,X,X
SIOJTZL,X,X,X,O,O,X
SIOJLTZ,X,O,X,X,X,X
SIOJLZT,X,O,X,X,O,X
SIOJZTL,X,X,X,X,O,X
SIOJZLT,X,O,X,X,O,X
SIOZTLJ,X,X,X,X,X,O
SIOZTJL,X,X,X,X,X,O
SIOZLTJ,O,O,X,X,X,X
SIOZLJT,O,O,X,X,O,X
SIOZJTL,X,X,X,X,O,X
SIOZJLT,O,O,X,X,O,X
SLTIJZO,X,O,X,X,X,O
SLTIJOZ,X,O,X,X,X,X
SLTIZJO,O,O,X,X,X,O
SLTIZOJ,O,O,X,X,X,O
SLTIOJZ,X,O,X,X,X,X
SLTIOZJ,O,O,X,X,X,X
SLTJIZO,X,O,X,X,X,O
SLTJIOZ,X,O,X,X,X,X
SLTJZIO,X,O,X,X,X,O
SLTJZOI,X,O,X,X,X,O
SLTJOIZ,X,O,X,X,X,X
SLTJOZI,X,O,X,X,X,X
SLTZIJO,O,O,X,X,X,O
SLTZIOJ,O,O,X,X,X,O
SLTZJIO,O,O,X,X,X,O
SLTZJOI,O,O,X,X,X,O
SLTZOIJ,O,O,X,X,X,O
SLTZOJI,O,O,X,X,X,O
SLTOIJZ,X,O,X,X,X,X
SLTOIZJ,O,O,X,X,X,X
SLTOJIZ,X,O,X,X,X,X
SLTOJZI,X,O,X,X,X,X
SLTOZIJ,O,O,X,X,X,X
SLTOZJI,O,O,X,X,X,X
SLITJZO,X,O,X,X,X,O
SLITJOZ,X,O,X,X,X,X
SLITZJO,O,O,X,X,X,O
SLITZOJ,O,O,X,X,X,O
SLITOJZ,X,O,X,X,X,X
SLITOZJ,O,O,X,X,X,X
SLIJTZO,X,O,X,X,X,X
SLIJTOZ,X,O,X,X,X,X
SLIJZTO,X,O,X,X,O,X
SLIJZOT,X,O,X,X,O,X
SLIJOTZ,X,O,X,X,X,X
SLIJOZT,X,O,X,X,O,X
SLIZTJO,O,O,X,X,O,O
SLIZTOJ,O,O,X,X,X,O
SLIZJTO,O,O,X,X,O,X
SLIZJOT,O,O,X,X,O,X
SLIZOTJ,O,O,X,X,X,X
SLIZOJT,O,O,X,X,O,X
SLIOTJZ,X,O,X,X,X,X
SLIOTZJ,O,O,X,X,X,X
SLIOJTZ,X,O,X,X,X,X
SLIOJZT,X,O,X,X,X,X
SLIOZTJ,O,O,X,X,X,X
SLIOZJT,O,O,X,X,X,X
SLJTIZO,X,O,X,X,X,X
SLJTIOZ,X,O,X,X,X,X
SLJTZIO,X,O,X,X,X,X
SLJTZOI,X,O,X,X,X,X
SLJTOIZ,X,O,X,X,X,X
SLJTOZI,X,O,X,X,X,X
SLJITZO,X,O,X,X,X,X
SLJITOZ,X,O,X,X,X,X
SLJIZTO,X,O,X,X,O,X
SLJIZOT,X,O,X,X,O,X
SLJIOTZ,X,O,X,X,X,X
SLJIOZT,X,O,X,X,O,X
SLJZTIO,X,O,X,X,O,X
SLJZTOI,X,O,X,X,O,X
SLJZITO,X,O,X,X,O,X
SLJZIOT,X,O,X,X,O,X
SLJZOTI,X,O,X,X,O,X
SLJZOIT,X,O,X,X,O,X
SLJOTIZ,X,O,X,X,X,X
SLJOTZI,X,O,X,X,X,X
SLJOITZ,X,O,X,X,X,X
SLJOIZT,X,O,X,X,O,X
SLJOZTI,X,O,X,X,O,X
SLJOZIT,X,O,X,X,O,X
SLZTIJO,O,O,X,X,O,O
SLZTIOJ,O,O,X,X,X,O
SLZTJIO,O,O,X,X,O,O
SLZTJOI,O,O,X,X,O,O
SLZTOIJ,O,O,X,X,X,O
SLZTOJI,O,O,X,X,X,O
SLZITJO,O,O,X,X,O,O
SLZITOJ,O,O,X,X,X,O
SLZIJTO,O,O,X,X,O,X
SLZIJOT,O,O,X,X,O,X
SLZIOTJ,O,O,X,X,X,X
SLZIOJT,O,O,X,X,O,X
SLZJTIO,O,O,X,X,O,X
SLZJTOI,O,O,X,X,O,X
SLZJITO,O,O,X,X,O,X
SLZJIOT,O,O,X,X,O,X
SLZJOTI,O,O,X,X,O,X
SLZJOIT,O,O,X,X,O,X
SLZOTIJ,O,O,X,X,X,X
SLZOTJI,O,O,X,X,X,X
SLZOITJ,O,O,X,X,X,X
SLZOIJT,O,O,X,X,O,X
SLZOJTI,O,O,X,X,O,X
SLZOJIT,O,O,X,X,O,X
SLOTIJZ,X,O,X,X,X,X
SLOTIZJ,O,O,X,X,X,X
SLOTJIZ,X,O,X,X,X,X
SLOTJZI,X,O,X,X,X,X
SLOTZIJ,O,O,X,X,X,X
SLOTZJI,O,O,X,X,X,X
SLOITJZ,X,O,X,X,X,X
SLOITZJ,O,O,X,X,X,X
SLOIJTZ,X,O,X,X,X,X
SLOIJZT,X,O,X,X,X,X
SLOIZTJ,O,O,X,X,X,X
SLOIZJT,O,O,X,X,X,X
SLOJTIZ,X,O,X,X,X,X
SLOJTZI,X,O,X,X,X,X
SLOJITZ,X,O,X,X,X,X
SLOJIZT,X,O,X,X,X,X
SLOJZTI,X,O,X,X,X,X
SLOJZIT,X,O,X,X,X,X
SLOZTIJ,O,O,X,X,X,X
SLOZTJI,O,O,X,X,X,X
SLOZITJ,O,O,X,X,X,X
SLOZIJT,O,O,X,X,X,X
SLOZJTI,O,O,X,X,X,X
SLOZJIT,O,O,X,X,X,X
SJTILZO,X,O,X,O,X,O
SJTILOZ,X,O,X,O,X,X
SJTIZLO,X,X,X,O,O,O
SJTIZOL,X,X,X,O,O,O
SJTIOLZ,X,O,X,O,X,X
SJTIOZL,X,X,X,O,O,O
SJTLIZO,X,O,X,O,X,O
SJTLIOZ,X,O,X,O,X,X
SJTLZIO,X,O,X,O,X,O
SJTLZOI,X,O,X,O,X,O
SJTLOIZ,X,O,X,O,X,X
SJTLOZI,X,O,X,O,X,X
SJTZILO,X,X,X,O,O,O
SJTZIOL,X,X,X,O,O,O
SJTZLIO,X,X,X,O,O,O
SJTZLOI,X,X,X,O,O,O
SJTZOIL,X,X,X,O,O,O
SJTZOLI,X,X,X,O,O,O
SJTOILZ,X,O,X,O,X,X
SJTOIZL,X,X,X,O,O,O
SJTOLIZ,X,O,X,O,X,X
SJTOLZI,X,O,X,O,X,X
SJTOZIL,X,X,X,O,O,O
SJTOZLI,X,X,X,O,O,O
SJITLZO,X,O,X,O,X,O
SJITLOZ,X,O,X,O,X,X
SJITZLO,X,X,X,O,O,O
SJITZOL,X,X,X,O,O,O
SJITOLZ,X,O,X,O,X,X
SJITOZL,X,X,X,O,O,O
SJILTZO,X,O,X,X,X,X
SJILTOZ,X,O,X,X,X,X
SJILZTO,X,O,X,X,O,X
SJILZOT,X,O,X,X,O,X
SJILOTZ,X,O,X,X,X,X
SJILOZT,X,O,X,X,O,X
SJIZTLO,X,X,X,X,O,O
SJIZTOL,X,X,X,X,O,O
SJIZLTO,X,O,X,X,O,X
SJIZLOT,X,O,X,X,O,X
SJIZOTL,X,X,X,X,O,X
SJIZOLT,X,O,X,X,O,X
SJIOTLZ,X,O,X,O,X,X
SJIOTZL,X,X,X,O,O,X
SJIOLTZ,X,O,X,X,X,X
SJIOLZT,X,O,X,X,O,X
SJIOZTL,X,X,X,X,O,X
SJIOZLT,X,O,X,X,O,X
SJLTIZO,X,O,X,X,X,X
SJLTIOZ,X,O,X,X,X,X
SJLTZIO,X,O,X,X,X,X
SJLTZOI,X,O,X,X,X,X
SJLTOIZ,X,O,X,X,X,X
SJLTOZI,X,O,X,X,X,X
SJLITZO,X,O,X,X,X,X
SJLITOZ,X,O,X,X,X,X
SJLIZTO,X,O,X,X,O,X
SJLIZOT,X,O,X,X,O,X
SJLIOTZ,X,O,X,X,X,X
SJLIOZT,X,O,X,X,O,X
SJLZTIO,X,O,X,X,O,X
SJLZTOI,X,O,X,X,O,X
SJLZITO,X,O,X,X,O,X
SJLZIOT,X,O,X,X,O,X
SJLZOTI,X,O,X,X,O,X
SJLZOIT,X,O,X,X,O,X
SJLOTIZ,X,O,X,X,X,X
SJLOTZI,X,O,X,X,X,X
SJLOITZ,X,O,X,X,X,X
SJLOIZT,X,O,X,X,O,X
