sequence,v115@QhA8DeF8BeC8CeB8Jei/IvhFzgBUiBFjBxpB3pBWxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBFiBXjBKpBzkBWxB,v115@QhA8DeF8BeC8CeB8JeZEJvhFzfBWmBFjBCqB/sB0rB,v115@QhA8DeF8BeC8CeB8JezAJvhFCiBXjBxpBOpB8pBVxB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBzhBFjB2pB3pBSxB,v115@QhA8DeF8BeC8CeB8JeZEJvhF8lBzhBXjBupBFlBSxB,v115@QhA8DeF8BeC8CeB8Jez/IvhFWmBFjBxpBKpB/sB0rB,v115@QhA8DeF8BeC8CeB8Je2EJvhFRgBFjB3lBTpBCsBUsB,v115@QhA8DeF8BeC8CeB8Jex/IvhF8lBCiBXjBmkBTpBVxB
LTSJOIZ,X,X,O,X,X,X,X,X,X
LTSJOZI,X,O,X,X,X,X,X,X,X
LTSZIJO,X,O,X,X,X,X,X,X,X
LTSZIOJ,X,O,X,X,X,X,X,X,X
LTSZJIO,X,O,X,X,X,X,X,X,X
LTSZJOI,X,O,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,X,X,X,X,X,X
LTSZOJI,X,O,X,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,X,X,X,O,X
LTSOIZJ,X,O,O,X,X,X,X,O,X
LTSOJIZ,X,X,O,X,X,X,X,O,X
LTSOJZI,X,O,X,X,X,X,X,O,X
LTSOZIJ,X,O,X,X,X,X,X,O,X
LTSOZJI,X,O,X,X,X,X,X,O,X
LTZIJSO,X,O,O,X,X,X,X,X,X
LTZIJOS,X,X,O,X,X,X,X,X,X
LTZISJO,O,O,O,X,X,X,X,X,X
LTZISOJ,O,O,O,X,X,X,X,X,X
LTZIOJS,X,O,O,X,O,X,X,X,X
LTZIOSJ,O,O,O,X,X,X,X,X,X
LTZJISO,X,O,O,X,O,X,X,X,X
LTZJIOS,X,X,O,X,O,X,X,X,X
LTZJSIO,X,O,X,X,O,X,X,X,X
LTZJSOI,X,O,X,X,O,X,X,X,X
LTZJOIS,X,O,O,X,O,X,X,X,X
LTZJOSI,X,O,X,X,O,X,X,X,X
LTZSIJO,X,O,X,X,X,X,X,X,X
LTZSIOJ,X,O,X,X,X,X,X,X,X
LTZSJIO,X,O,X,X,X,X,X,X,X
LTZSJOI,X,O,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,X,X,X,X,X
LTZSOJI,X,O,X,X,X,X,X,X,X
LTZOIJS,X,O,O,X,O,X,X,X,X
LTZOISJ,O,O,O,X,X,X,X,X,X
LTZOJIS,X,O,O,X,O,X,X,X,X
LTZOJSI,X,O,X,X,O,X,X,X,X
LTZOSIJ,X,O,X,X,X,X,X,X,X
LTZOSJI,X,O,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,X,X
LTOIJZS,O,X,O,X,X,X,X,X,X
LTOISJZ,O,X,O,X,X,X,X,X,X
LTOISZJ,O,O,O,X,X,X,X,X,X
LTOIZJS,X,O,O,X,X,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X,X,X
LTOJISZ,X,X,O,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,X,X,X,O,X
LTOJSZI,X,O,X,X,X,X,X,O,X
LTOJZIS,X,O,O,X,O,X,X,X,X
LTOJZSI,X,O,X,X,O,X,X,X,X
LTOSIJZ,X,X,O,X,X,X,X,O,X
LTOSIZJ,X,O,O,X,X,X,X,O,X
LTOSJIZ,X,X,O,X,X,X,X,O,X
LTOSJZI,X,O,X,X,X,X,X,O,X
LTOSZIJ,X,O,X,X,X,X,X,O,X
LTOSZJI,X,O,X,X,X,X,X,O,X
LTOZIJS,X,O,O,X,O,X,X,X,X
LTOZISJ,O,O,O,X,X,X,X,X,X
LTOZJIS,X,O,O,X,O,X,X,X,X
LTOZJSI,X,O,X,X,O,X,X,X,X
LTOZSIJ,X,O,X,X,X,X,X,X,X
LTOZSJI,X,O,X,X,X,X,X,X,X
LITJSZO,O,X,O,O,X,X,O,X,X
LITJSOZ,O,X,O,O,X,X,O,X,X
LITJZSO,O,X,O,O,X,X,O,X,X
LITJZOS,O,X,O,O,X,X,O,X,X
LITJOSZ,O,X,O,O,X,X,O,X,X
LITJOZS,O,X,O,O,X,X,O,X,X
LITSJZO,O,X,O,O,X,X,O,X,X
LITSJOZ,O,X,O,O,X,X,O,X,X
LITSZJO,O,O,O,O,X,X,O,X,X
LITSZOJ,O,O,O,O,X,X,O,X,X
LITSOJZ,O,X,O,O,X,X,O,X,X
LITSOZJ,O,O,O,O,X,X,O,X,X
LITZJSO,X,O,O,O,X,X,O,X,X
LITZJOS,X,X,O,O,X,X,O,X,X
LITZSJO,X,O,O,O,X,X,O,X,X
LITZSOJ,X,O,O,O,X,X,O,X,X
LITZOJS,X,O,O,O,X,X,O,X,X
LITZOSJ,X,O,O,O,X,X,O,X,X
LITOJSZ,O,X,O,O,X,X,O,X,X
LITOJZS,O,X,O,O,X,X,O,X,X
LITOSJZ,O,X,O,O,X,X,O,X,X
LITOSZJ,O,O,O,O,X,X,O,X,X
LITOZJS,X,O,O,O,X,X,O,X,X
LITOZSJ,X,O,O,O,X,X,O,X,X
LIJTSZO,O,X,O,X,X,X,O,X,X
LIJTSOZ,O,X,O,X,X,X,O,X,X
LIJTZSO,O,X,O,X,X,X,O,X,X
LIJTZOS,O,X,O,X,X,X,O,X,X
LIJTOSZ,O,X,O,X,X,X,O,X,X
LIJTOZS,O,X,O,X,X,X,O,X,X
LIJSTZO,O,X,O,X,X,X,O,X,X
LIJSTOZ,O,X,O,X,X,X,O,X,X
LIJSZTO,O,X,O,X,X,X,O,X,X
LIJSZOT,O,X,O,X,X,O,O,X,X
LIJSOTZ,O,X,O,X,X,X,O,X,X
LIJSOZT,O,X,O,X,X,O,O,X,X
LIJZTSO,O,X,O,X,X,X,O,X,X
LIJZTOS,O,X,O,X,X,X,O,X,X
LIJZSTO,O,X,O,X,X,X,O,X,X
LIJZSOT,O,X,O,X,X,O,O,X,X
LIJZOTS,O,X,O,X,X,X,O,X,X
LIJZOST,O,X,O,X,X,O,O,X,X
LIJOTSZ,O,X,O,X,X,X,O,X,X
LIJOTZS,O,X,O,X,X,X,O,X,X
LIJOSTZ,O,X,O,X,X,X,O,X,X
LIJOSZT,O,X,O,X,X,O,O,X,X
LIJOZTS,O,X,O,X,X,X,O,X,X
LIJOZST,O,X,O,X,X,O,O,X,X
LISTJZO,O,X,O,X,X,X,O,X,X
LISTJOZ,O,X,O,X,X,X,O,X,X
LISTZJO,O,O,O,X,X,X,O,X,X
LISTZOJ,O,O,O,X,X,X,O,X,X
LISTOJZ,O,X,O,X,X,X,O,X,X
LISTOZJ,O,O,O,X,X,X,O,X,X
LISJTZO,O,X,O,X,X,X,O,X,X
LISJTOZ,O,X,O,X,X,X,O,X,X
LISJZTO,O,X,O,X,X,X,O,X,X
LISJZOT,O,X,O,X,X,O,O,X,X
LISJOTZ,O,X,O,X,X,X,O,X,X
LISJOZT,O,X,O,X,X,O,O,X,X
LISZTJO,O,O,O,X,X,X,O,X,X
LISZTOJ,O,O,O,X,X,X,O,X,X
LISZJTO,O,O,O,X,X,X,O,X,X
LISZJOT,O,X,O,O,X,O,O,X,X
LISZOTJ,O,O,O,O,X,X,O,X,X
LISZOJT,O,O,O,O,X,O,O,X,X
LISOTJZ,O,X,O,O,X,X,O,X,X
LISOTZJ,O,O,O,O,X,X,O,X,X
LISOJTZ,O,X,O,X,X,X,O,X,X
LISOJZT,O,X,O,X,X,O,O,X,X
LISOZTJ,O,O,O,O,X,X,O,X,X
LISOZJT,O,O,O,O,X,O,O,X,X
LIZTJSO,X,O,O,O,X,X,O,X,X
LIZTJOS,X,X,O,O,X,X,O,X,X
LIZTSJO,X,O,O,O,X,X,O,X,X
LIZTSOJ,X,O,O,O,X,X,O,X,X
LIZTOJS,X,O,O,O,X,X,O,X,X
LIZTOSJ,X,O,O,O,X,X,O,X,X
LIZJTSO,X,O,O,O,X,X,O,X,X
LIZJTOS,X,X,O,O,X,X,O,X,X
LIZJSTO,X,O,O,X,X,X,O,X,X
LIZJSOT,X,X,O,O,X,O,O,X,X
LIZJOTS,X,X,O,O,X,X,O,X,X
LIZJOST,X,X,O,O,X,O,O,X,X
LIZSTJO,X,O,O,X,X,X,O,X,X
LIZSTOJ,X,O,O,X,X,X,O,X,X
LIZSJTO,X,O,O,X,X,X,O,X,X
LIZSJOT,X,X,O,O,X,O,O,X,X
LIZSOTJ,X,O,O,O,X,X,O,X,X
LIZSOJT,X,O,O,O,X,O,O,X,X
LIZOTJS,X,O,O,O,X,X,O,X,X
LIZOTSJ,X,O,O,O,X,X,O,X,X
LIZOJTS,X,O,O,O,X,X,O,X,X
LIZOJST,X,O,O,O,X,O,O,X,X
LIZOSTJ,X,O,O,O,X,X,O,X,X
LIZOSJT,X,O,O,O,X,O,O,X,X
LIOTJSZ,O,X,O,O,X,X,O,X,X
LIOTJZS,O,X,O,O,X,X,O,X,X
LIOTSJZ,O,X,O,O,X,X,O,X,X
LIOTSZJ,O,O,O,O,X,X,O,X,X
LIOTZJS,X,O,O,O,X,X,O,X,X
LIOTZSJ,X,O,O,O,X,X,O,X,X
LIOJTSZ,O,X,O,X,X,X,O,X,X
LIOJTZS,O,X,O,X,X,X,O,X,X
LIOJSTZ,O,X,O,X,X,X,O,X,X
LIOJSZT,O,X,O,X,X,O,O,X,X
LIOJZTS,O,X,O,X,X,X,O,X,X
LIOJZST,O,X,O,X,X,O,O,X,X
LIOSTJZ,O,X,O,O,X,X,O,X,X
LIOSTZJ,O,O,O,O,X,X,O,X,X
LIOSJTZ,O,X,O,X,X,X,O,X,X
LIOSJZT,O,X,O,X,X,O,O,X,X
LIOSZTJ,O,O,O,O,X,X,O,X,X
LIOSZJT,O,O,O,O,X,O,O,X,X
LIOZTJS,X,O,O,O,X,X,O,X,X
LIOZTSJ,X,O,O,O,X,X,O,X,X
LIOZJTS,X,O,O,O,X,X,O,X,X
LIOZJST,X,O,O,O,X,O,O,X,X
LIOZSTJ,X,O,O,O,X,X,O,X,X
LIOZSJT,X,O,O,O,X,O,O,X,X
LJTISZO,X,X,O,X,X,X,O,X,X
LJTISOZ,X,X,O,X,X,X,O,X,X
LJTIZSO,X,X,O,X,X,X,O,X,X
LJTIZOS,X,X,O,X,X,X,O,X,X
LJTIOSZ,X,X,O,X,X,X,O,X,X
LJTIOZS,X,X,O,X,X,X,O,X,X
LJTSIZO,X,X,O,X,X,X,X,X,X
LJTSIOZ,X,X,O,X,X,X,X,X,X
LJTSZIO,X,O,X,X,X,X,X,X,X
LJTSZOI,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,O,X,X,X,X,X,X
LJTSOZI,X,O,X,X,X,X,X,X,X
LJTZISO,X,O,O,X,O,X,X,X,X
LJTZIOS,X,X,O,X,O,X,X,X,X
LJTZSIO,X,O,X,X,O,X,X,X,X
LJTZSOI,X,O,X,X,O,X,X,X,X
LJTZOIS,X,O,O,X,O,X,X,X,X
LJTZOSI,X,O,X,X,O,X,X,X,X
LJTOISZ,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,O,X,O,X,X,X,X
LJTOZSI,X,O,X,X,O,X,X,X,X
LJITSZO,X,X,O,X,X,X,O,X,X
LJITSOZ,X,X,O,X,X,X,O,X,X
LJITZSO,X,X,O,X,X,X,O,X,X
LJITZOS,X,X,O,X,X,X,O,X,X
LJITOSZ,X,X,O,X,X,X,O,X,X
LJITOZS,X,X,O,X,X,X,O,X,X
LJISTZO,X,X,O,X,X,X,O,X,X
LJISTOZ,X,X,O,X,X,X,O,X,X
LJISZTO,X,X,O,X,X,X,O,X,X
LJISZOT,X,X,O,X,X,O,O,X,X
LJISOTZ,X,X,O,X,X,X,O,X,X
LJISOZT,X,X,O,X,X,O,O,X,X
LJIZTSO,X,X,O,X,X,X,O,X,X
LJIZTOS,X,X,O,X,X,X,O,X,X
LJIZSTO,X,X,O,X,X,X,O,X,X
LJIZSOT,X,X,O,X,X,O,O,X,X
LJIZOTS,X,X,O,X,X,X,O,X,X
LJIZOST,X,X,O,X,X,O,O,X,X
LJIOTSZ,X,X,O,X,X,X,O,X,X
LJIOTZS,X,X,O,X,X,X,O,X,X
LJIOSTZ,X,X,O,X,X,X,O,X,X
LJIOSZT,X,X,O,X,X,O,O,X,X
LJIOZTS,X,X,O,X,X,X,O,X,X
LJIOZST,X,X,O,X,X,O,O,X,X
LJSTIZO,X,X,O,X,X,X,X,X,X
LJSTIOZ,X,X,O,X,X,X,X,X,X
LJSTZIO,X,O,X,X,X,X,X,X,X
LJSTZOI,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,X,X,X,X,X,X
LJSTOZI,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,O,X,X,X,X,X,X
LJSITOZ,X,X,O,X,X,X,X,X,X
LJSIZTO,X,X,O,X,X,X,X,X,X
LJSIZOT,X,X,O,X,X,O,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,O,X,X,X
LJSZTIO,X,O,X,X,X,X,X,X,X
LJSZTOI,X,O,X,X,X,X,X,X,X
LJSZITO,X,O,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,X,O,X,X,X
LJSZOTI,X,O,X,X,X,X,X,X,X
LJSZOIT,X,O,X,X,X,O,X,X,X
LJSOTIZ,X,X,O,X,X,X,X,X,X
LJSOTZI,X,O,X,X,X,X,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X
LJSOIZT,X,X,O,X,X,O,X,X,X
LJSOZTI,X,O,X,X,X,X,X,X,X
LJSOZIT,X,O,X,X,X,O,X,X,X
LJZTISO,X,O,O,X,O,X,X,X,X
LJZTIOS,X,X,O,X,O,X,X,X,X
LJZTSIO,X,O,X,X,O,X,X,X,X
LJZTSOI,X,O,X,X,O,X,X,X,X
LJZTOIS,X,O,O,X,O,X,X,X,X
LJZTOSI,X,O,X,X,O,X,X,X,X
LJZITSO,X,O,O,X,O,X,X,X,X
LJZITOS,X,X,O,X,O,X,X,X,X
LJZISTO,X,O,O,X,O,X,X,X,X
LJZISOT,X,X,O,X,O,O,X,X,X
LJZIOTS,X,X,O,X,O,X,X,X,X
LJZIOST,X,X,O,X,O,O,X,X,X
LJZSTIO,X,O,X,X,O,X,X,X,X
LJZSTOI,X,O,X,X,O,X,X,X,X
LJZSITO,X,O,X,X,O,X,X,X,X
LJZSIOT,X,X,X,X,O,O,X,X,X
LJZSOTI,X,O,X,X,O,X,X,X,X
LJZSOIT,X,O,X,X,O,O,X,X,X
LJZOTIS,X,O,O,X,O,X,X,X,X
LJZOTSI,X,O,X,X,O,X,X,X,X
LJZOITS,X,O,O,X,O,X,X,X,X
LJZOIST,X,O,O,X,O,O,X,X,X
LJZOSTI,X,O,X,X,O,X,X,X,X
LJZOSIT,X,O,X,X,O,O,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,X
LJOTSZI,X,O,X,X,X,X,X,X,X
LJOTZIS,X,O,O,X,O,X,X,X,X
LJOTZSI,X,O,X,X,O,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,X,X,X,X
LJOISZT,X,X,O,X,X,O,X,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X
LJOIZST,X,X,O,X,X,O,X,X,X
LJOSTIZ,X,X,O,X,X,X,X,X,X
LJOSTZI,X,O,X,X,X,X,X,X,X
LJOSITZ,X,X,O,X,X,X,X,X,X
LJOSIZT,X,X,O,X,X,O,X,X,X
LJOSZTI,X,O,X,X,X,X,X,X,X
LJOSZIT,X,O,X,X,X,O,X,X,X
LJOZTIS,X,O,O,X,O,X,X,X,X
LJOZTSI,X,O,X,X,O,X,X,X,X
LJOZITS,X,O,O,X,O,X,X,X,X
LJOZIST,X,O,O,X,X,O,X,X,X
LJOZSTI,X,O,X,X,O,X,X,X,X
LJOZSIT,X,O,X,X,O,O,X,X,X
LSTIJZO,X,X,O,X,X,X,X,X,X
LSTIJOZ,X,X,O,X,X,X,X,X,X
LSTIZJO,X,O,O,X,X,X,X,X,X
LSTIZOJ,X,O,O,X,X,X,X,X,X
LSTIOJZ,X,X,O,X,X,X,X,X,X
LSTIOZJ,X,O,O,X,X,X,X,X,X
LSTJIZO,X,X,O,X,X,X,X,X,X
LSTJIOZ,X,X,O,X,X,X,X,X,X
LSTJZIO,X,O,X,X,X,X,X,X,X
LSTJZOI,X,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,O,X,X,X,X,X,X
LSTJOZI,X,O,X,X,X,X,X,X,X
LSTZIJO,X,O,X,X,X,X,X,X,X
LSTZIOJ,X,O,X,X,X,X,X,X,X
LSTZJIO,X,O,X,X,X,X,X,X,X
LSTZJOI,X,O,X,X,X,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,X,X,X
LSTZOJI,X,O,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,X,X,O,X
LSTOIZJ,X,O,O,X,X,X,X,O,X
LSTOJIZ,X,X,O,X,X,X,X,O,X
LSTOJZI,X,O,X,X,X,X,X,O,X
LSTOZIJ,X,O,X,X,X,X,X,O,X
LSTOZJI,X,O,X,X,X,X,X,O,X
LSITJZO,X,X,O,X,X,X,X,X,X
LSITJOZ,X,X,O,X,X,X,X,X,X
LSITZJO,X,O,O,X,X,X,X,X,X
LSITZOJ,X,O,O,X,X,X,X,X,X
LSITOJZ,X,X,O,X,X,X,X,X,X
LSITOZJ,X,O,O,X,X,X,X,X,X
LSIJTZO,X,X,O,X,X,X,X,X,X
LSIJTOZ,X,X,O,X,X,X,X,X,X
LSIJZTO,X,X,O,X,X,X,X,X,X
LSIJZOT,X,X,O,X,X,O,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,O,X,X,O,X,X,X
LSIZTJO,X,O,O,X,X,X,X,X,X
LSIZTOJ,X,O,O,X,X,X,X,X,X
LSIZJTO,X,O,O,X,X,X,X,X,X
LSIZJOT,X,X,O,O,X,O,X,X,X
LSIZOTJ,X,O,O,O,X,X,X,X,X
LSIZOJT,X,O,O,O,X,O,X,X,X
LSIOTJZ,X,X,O,O,X,X,X,X,X
LSIOTZJ,X,O,O,O,X,X,X,X,X
LSIOJTZ,X,X,O,X,X,X,X,X,X
LSIOJZT,X,X,O,X,X,O,X,X,X
LSIOZTJ,X,O,O,O,X,X,X,X,X
LSIOZJT,X,O,O,O,X,O,X,X,X
LSJTIZO,X,X,O,X,X,X,X,X,X
LSJTIOZ,X,X,O,X,X,X,X,X,X
LSJTZIO,X,O,X,X,X,X,X,X,X
LSJTZOI,X,O,X,X,X,X,X,X,X
LSJTOIZ,X,X,O,X,X,X,X,X,X
LSJTOZI,X,O,X,X,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,X,X,X
LSJITOZ,X,X,O,X,X,X,X,X,X
LSJIZTO,X,X,O,X,X,X,X,X,X
LSJIZOT,X,X,O,X,X,O,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,O,X,X,O,X,X,X
LSJZTIO,X,O,X,X,X,X,X,X,X
LSJZTOI,X,O,X,X,X,X,X,X,X
LSJZITO,X,O,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,X,O,X,X,X
LSJZOTI,X,O,X,X,X,X,X,X,X
LSJZOIT,X,O,X,X,X,O,X,X,X
LSJOTIZ,X,X,O,X,X,X,X,X,X
LSJOTZI,X,O,X,X,X,X,X,X,X
LSJOITZ,X,X,O,X,X,X,X,X,X
LSJOIZT,X,X,O,X,X,O,X,X,X
LSJOZTI,X,O,X,X,X,X,X,X,X
LSJOZIT,X,O,X,X,X,O,X,X,X
LSZTIJO,X,O,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,X,X,X,X,X,X
LSZTJIO,X,O,X,X,X,X,X,X,X
LSZTJOI,X,O,X,X,X,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,X,X,X
LSZTOJI,X,O,X,X,X,X,X,X,X
LSZITJO,X,O,X,X,X,X,X,X,X
LSZITOJ,X,O,X,X,X,X,X,X,X
LSZIJTO,X,O,X,X,X,X,X,X,X
LSZIJOT,X,X,X,X,X,O,X,X,X
LSZIOTJ,X,O,X,X,X,X,X,X,X
LSZIOJT,X,O,X,X,X,O,X,X,X
LSZJTIO,X,O,X,X,X,X,X,X,X
LSZJTOI,X,O,X,X,X,X,X,X,X
LSZJITO,X,O,X,X,X,X,X,X,X
LSZJIOT,X,X,X,X,X,O,X,X,X
LSZJOTI,X,O,X,X,X,X,X,X,X
LSZJOIT,X,O,X,X,X,O,X,X,X
LSZOTIJ,X,O,X,X,X,X,X,X,X
LSZOTJI,X,O,X,X,X,X,X,X,X
LSZOITJ,X,O,X,X,X,X,X,X,X
LSZOIJT,X,O,X,X,X,O,X,X,X
LSZOJTI,X,O,X,X,X,X,X,X,O
LSZOJIT,X,O,X,X,X,O,X,X,O
LSOTIJZ,X,X,O,X,X,X,X,O,X
LSOTIZJ,X,O,O,X,X,X,X,O,X
LSOTJIZ,X,X,O,X,X,X,X,O,X
LSOTJZI,X,O,X,X,X,X,X,O,X
LSOTZIJ,X,O,X,X,X,X,X,O,X
LSOTZJI,X,O,X,X,X,X,X,O,X
LSOITJZ,X,X,O,O,X,X,X,O,X
LSOITZJ,X,O,O,O,X,X,X,O,X
LSOIJTZ,X,X,O,X,X,X,X,O,X
LSOIJZT,X,X,O,X,X,O,X,O,X
LSOIZTJ,X,O,O,O,X,X,X,O,X
LSOIZJT,X,O,O,O,X,O,X,O,X
LSOJTIZ,X,X,O,X,X,X,X,O,X
LSOJTZI,X,O,X,X,X,X,X,O,X
LSOJITZ,X,X,O,X,X,X,X,O,X
LSOJIZT,X,X,O,X,X,O,X,O,X
LSOJZTI,X,O,X,X,X,X,X,O,O
LSOJZIT,X,O,X,X,X,O,X,O,O
LSOZTIJ,X,O,X,X,X,X,X,O,X
LSOZTJI,X,O,X,X,X,X,X,O,X
LSOZITJ,X,O,X,X,X,X,X,O,X
LSOZIJT,X,O,X,X,X,O,X,O,X
LSOZJTI,X,O,X,X,X,X,X,O,O
LSOZJIT,X,O,X,X,X,O,X,O,O
LZTIJSO,X,O,O,X,X,X,X,X,X
LZTIJOS,X,X,O,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,X,X,X
LZTISOJ,O,O,O,X,X,X,X,X,X
LZTIOJS,X,O,O,X,O,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,X,X,X
LZTJISO,X,O,O,X,O,X,X,X,X
LZTJIOS,X,X,O,X,O,X,X,X,X
LZTJSIO,X,O,X,X,O,X,X,X,X
LZTJSOI,X,O,X,X,O,X,X,X,X
LZTJOIS,X,O,O,X,O,X,X,X,X
LZTJOSI,X,O,X,X,O,X,X,X,X
LZTSIJO,X,O,X,X,X,X,X,X,X
LZTSIOJ,X,O,X,X,X,X,X,X,X
LZTSJIO,X,O,X,X,X,X,X,X,X
LZTSJOI,X,O,X,X,X,X,X,X,X
LZTSOIJ,X,O,X,X,X,X,X,X,X
LZTSOJI,X,O,X,X,X,X,X,X,X
LZTOIJS,X,O,O,X,O,X,X,X,X
LZTOISJ,O,O,O,X,X,X,X,X,X
LZTOJIS,X,O,O,X,O,X,X,X,X
LZTOJSI,X,O,X,X,O,X,X,X,X
LZTOSIJ,X,O,X,X,X,X,X,X,X
LZTOSJI,X,O,X,X,X,X,X,X,X
LZITJSO,X,O,O,X,X,X,X,X,X
LZITJOS,X,X,O,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,X,X,X,X
LZITSOJ,O,O,O,X,X,X,X,X,X
LZITOJS,X,O,O,X,O,X,X,X,X
LZITOSJ,O,O,O,X,X,X,X,X,X
LZIJTSO,X,O,O,X,X,X,X,X,X
LZIJTOS,X,X,O,X,X,X,X,X,X
LZIJSTO,X,O,O,X,X,X,X,X,X
LZIJSOT,X,X,O,X,X,O,X,X,X
LZIJOTS,X,X,O,X,X,X,X,X,X
LZIJOST,X,X,O,X,X,O,X,X,X
LZISTJO,O,O,O,X,X,X,X,X,X
LZISTOJ,O,O,O,X,X,X,X,X,X
LZISJTO,O,O,O,X,X,X,X,X,X
LZISJOT,O,X,O,X,X,O,X,X,X
LZISOTJ,O,O,O,X,X,X,X,X,X
LZISOJT,O,O,O,X,X,O,X,X,X
LZIOTJS,X,O,O,X,O,X,X,X,X
LZIOTSJ,O,O,O,X,X,X,X,X,X
LZIOJTS,X,O,O,X,X,X,X,X,X
LZIOJST,X,O,O,X,X,O,X,X,X
LZIOSTJ,O,O,O,X,X,X,X,X,X
LZIOSJT,O,O,O,X,X,O,X,X,X
LZJTISO,X,O,O,X,O,X,X,X,X
LZJTIOS,X,X,O,X,O,X,X,X,X
LZJTSIO,X,O,X,X,O,X,X,X,X
LZJTSOI,X,O,X,X,O,X,X,X,X
LZJTOIS,X,O,O,X,O,X,X,X,X
LZJTOSI,X,O,X,X,O,X,X,X,X
LZJITSO,X,O,O,X,O,X,X,X,X
LZJITOS,X,X,O,X,O,X,X,X,X
LZJISTO,X,O,O,X,O,X,X,X,X
LZJISOT,X,X,O,X,O,O,X,X,X
LZJIOTS,X,X,O,X,O,X,X,X,X
LZJIOST,X,X,O,X,O,O,X,X,X
LZJSTIO,X,O,X,X,O,X,X,X,X
LZJSTOI,X,O,X,X,O,X,X,X,X
LZJSITO,X,O,X,X,O,X,X,X,X
LZJSIOT,X,X,X,X,O,O,X,X,X
LZJSOTI,X,O,X,X,O,X,X,X,X
LZJSOIT,X,O,X,X,O,O,X,X,X
LZJOTIS,X,O,O,X,O,X,X,X,X
LZJOTSI,X,O,X,X,O,X,X,X,X
LZJOITS,X,O,O,X,O,X,X,X,X
LZJOIST,X,O,O,X,O,O,X,X,X
LZJOSTI,X,O,X,X,O,X,X,X,X
LZJOSIT,X,O,X,X,O,O,X,X,X
LZSTIJO,X,O,X,X,X,X,X,X,X
LZSTIOJ,X,O,X,X,X,X,X,X,X
LZSTJIO,X,O,X,X,X,X,X,X,X
LZSTJOI,X,O,X,X,X,X,X,X,X
LZSTOIJ,X,O,X,X,X,X,X,X,X
LZSTOJI,X,O,X,X,X,X,X,X,X
LZSITJO,X,O,X,X,X,X,X,X,X
LZSITOJ,X,O,X,X,X,X,X,X,X
LZSIJTO,X,O,X,X,X,X,X,X,X
LZSIJOT,X,X,X,X,X,O,X,X,X
LZSIOTJ,X,O,X,X,X,X,X,X,X
LZSIOJT,X,O,X,X,X,O,X,X,X
LZSJTIO,X,O,X,X,X,X,X,X,X
LZSJTOI,X,O,X,X,X,X,X,X,X
LZSJITO,X,O,X,X,X,X,X,X,X
LZSJIOT,X,X,X,X,X,O,X,X,X
LZSJOTI,X,O,X,X,X,X,X,X,X
LZSJOIT,X,O,X,X,X,O,X,X,X
LZSOTIJ,X,O,X,X,X,X,X,X,X
LZSOTJI,X,O,X,X,X,X,X,X,X
LZSOITJ,X,O,X,X,X,X,X,X,X
LZSOIJT,X,O,X,X,X,O,X,X,X
LZSOJTI,X,O,X,X,X,X,X,X,O
LZSOJIT,X,O,X,X,X,O,X,X,O
LZOTIJS,X,O,O,X,O,X,X,X,X
LZOTISJ,O,O,O,X,X,X,X,X,X
LZOTJIS,X,O,O,X,O,X,X,X,X
LZOTJSI,X,O,X,X,O,X,X,X,X
