sequence,v115@PhB8GeD8BeB8AeD8Je2EJvhFRgBzhBCjB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhFigBWnBxiB3lB0pBlrB,v115@PhB8GeD8BeB8AeD8JeT/IvhF8lBWnBxiBypBlrBXqB,v115@PhB8GeD8BeB8AeD8JeiAJvhFWnBxiBTkB3lBlrB0pB,v115@PhB8GeD8BeB8AeD8Jex/IvhFlhBCjBTkBmlB8rBXqB,v115@PhB8GeD8BeB8AeD8JeXAJvhFxiB2pBzlBFnB6rB0pB,v115@PhB8GeD8BeB8AeD8JeKFJvhFxiBTkBFmBXnB0pBGrB
LSIZTJO,O,O,X,X,O,X,X
LSIZTOJ,O,O,X,X,O,X,O
LSIZJTO,O,O,X,X,O,X,X
LSIZJOT,O,O,X,X,O,X,X
LSIZOTJ,O,O,X,X,O,X,O
LSIZOJT,O,O,X,X,O,X,X
LSIOTJZ,O,X,O,O,O,X,O
LSIOTZJ,O,X,O,O,O,X,O
LSIOJTZ,O,X,O,X,O,X,O
LSIOJZT,X,O,X,X,O,X,X
LSIOZTJ,X,O,X,X,O,X,O
LSIOZJT,X,O,X,X,O,X,X
LSJTIZO,O,O,O,O,O,X,X
LSJTIOZ,O,O,O,O,X,X,O
LSJTZIO,O,O,O,O,O,X,X
LSJTZOI,O,O,O,O,O,X,X
LSJTOIZ,O,O,O,O,O,X,O
LSJTOZI,O,O,O,O,O,X,O
LSJITZO,O,O,O,X,O,X,X
LSJITOZ,O,X,O,X,X,X,O
LSJIZTO,O,O,X,X,O,X,X
LSJIZOT,X,O,X,X,O,X,X
LSJIOTZ,O,X,O,X,O,X,O
LSJIOZT,X,O,X,X,O,X,X
LSJZTIO,O,O,X,X,O,X,X
LSJZTOI,O,O,X,X,O,X,X
LSJZITO,O,O,X,X,O,X,X
LSJZIOT,O,O,X,X,O,X,X
LSJZOTI,O,O,X,X,O,X,X
LSJZOIT,O,O,X,X,O,X,X
LSJOTIZ,O,X,O,O,O,X,O
LSJOTZI,O,X,O,O,O,X,O
LSJOITZ,O,X,O,X,O,X,O
LSJOIZT,X,O,X,X,O,X,X
LSJOZTI,X,O,X,X,O,X,X
LSJOZIT,X,O,X,X,O,X,X
LSZTIJO,O,O,O,O,O,X,X
LSZTIOJ,O,O,O,O,O,X,O
LSZTJIO,O,O,O,O,O,X,X
LSZTJOI,O,O,O,O,O,X,X
LSZTOIJ,O,O,O,O,O,X,O
LSZTOJI,O,O,O,O,O,X,O
LSZITJO,O,O,X,X,O,X,X
LSZITOJ,O,O,X,X,O,X,O
LSZIJTO,O,O,X,X,O,X,X
LSZIJOT,O,O,X,X,O,X,X
LSZIOTJ,O,O,X,X,O,X,O
LSZIOJT,O,O,X,X,O,X,X
LSZJTIO,O,O,X,X,O,X,X
LSZJTOI,O,O,X,X,O,X,X
LSZJITO,O,O,X,X,O,X,X
LSZJIOT,O,O,X,X,O,X,X
LSZJOTI,O,O,X,X,O,X,X
LSZJOIT,O,O,X,X,O,X,X
LSZOTIJ,O,O,O,O,O,X,O
LSZOTJI,O,O,O,O,O,X,O
LSZOITJ,O,O,X,X,O,X,O
LSZOIJT,O,O,X,X,O,X,X
LSZOJTI,O,O,X,X,O,X,X
LSZOJIT,O,O,X,X,O,X,X
LSOTIJZ,O,O,O,O,O,X,O
LSOTIZJ,O,O,O,O,O,X,O
LSOTJIZ,O,O,O,O,O,X,O
LSOTJZI,O,O,O,O,O,X,O
LSOTZIJ,O,O,O,O,O,X,O
LSOTZJI,O,O,O,O,O,X,O
LSOITJZ,O,X,O,O,O,X,O
LSOITZJ,O,X,O,O,O,X,O
LSOIJTZ,O,X,O,X,O,X,O
LSOIJZT,X,O,X,X,O,X,X
LSOIZTJ,X,O,X,X,O,X,O
LSOIZJT,X,O,X,X,O,X,X
LSOJTIZ,O,X,O,O,O,X,O
LSOJTZI,O,X,O,O,O,X,O
LSOJITZ,O,X,O,X,O,X,O
LSOJIZT,X,O,X,X,O,X,X
LSOJZTI,X,O,X,X,O,X,X
LSOJZIT,X,O,X,X,O,X,X
LSOZTIJ,O,O,O,O,O,X,O
LSOZTJI,O,O,O,O,O,X,O
LSOZITJ,O,O,X,X,O,X,O
LSOZIJT,O,O,X,X,O,X,X
LSOZJTI,O,O,X,X,O,X,X
LSOZJIT,O,O,X,X,O,X,X
LZTIJSO,O,O,O,X,O,X,X
LZTIJOS,O,O,O,X,O,X,X
LZTISJO,O,O,O,X,O,X,X
LZTISOJ,O,O,O,X,O,X,X
LZTIOJS,O,O,O,X,O,X,X
LZTIOSJ,O,O,O,X,O,X,X
LZTJISO,O,O,O,X,O,X,X
LZTJIOS,O,O,O,X,O,X,X
LZTJSIO,O,O,O,X,O,X,X
LZTJSOI,O,O,O,X,O,X,X
LZTJOIS,O,O,O,X,O,X,X
LZTJOSI,O,O,O,X,O,X,X
LZTSIJO,O,O,O,X,O,X,X
LZTSIOJ,O,O,O,X,O,X,O
LZTSJIO,O,O,O,X,O,X,X
LZTSJOI,O,O,O,X,O,X,X
LZTSOIJ,O,O,O,X,O,X,O
LZTSOJI,O,O,O,X,O,X,O
LZTOIJS,O,O,O,X,O,X,X
LZTOISJ,O,O,O,X,O,X,X
LZTOJIS,O,O,O,X,O,X,X
LZTOJSI,O,O,O,X,O,X,X
LZTOSIJ,O,O,O,X,O,X,O
LZTOSJI,O,O,O,X,O,X,O
LZITJSO,O,O,O,X,O,X,X
LZITJOS,O,O,O,X,O,X,X
LZITSJO,O,O,O,X,O,X,X
LZITSOJ,O,O,O,X,O,X,X
LZITOJS,O,O,O,X,O,X,X
LZITOSJ,O,O,O,X,O,X,X
LZIJTSO,O,X,O,X,O,X,X
LZIJTOS,O,X,O,X,O,X,X
LZIJSTO,O,O,X,X,O,X,X
LZIJSOT,O,O,X,X,O,X,X
LZIJOTS,O,X,O,X,O,X,X
LZIJOST,O,O,X,X,O,X,X
LZISTJO,O,O,X,X,O,X,X
LZISTOJ,O,O,X,X,O,X,O
LZISJTO,O,O,X,X,O,X,X
LZISJOT,O,O,X,X,O,X,X
LZISOTJ,O,O,X,X,O,X,O
LZISOJT,O,O,X,X,O,X,X
LZIOTJS,X,O,O,X,O,X,X
LZIOTSJ,X,O,O,X,O,X,X
LZIOJTS,X,X,O,X,O,X,X
LZIOJST,X,O,X,X,O,X,X
LZIOSTJ,X,O,X,X,O,X,O
LZIOSJT,X,O,X,X,O,X,X
LZJTISO,O,X,O,X,O,X,X
LZJTIOS,O,X,O,X,O,X,X
LZJTSIO,O,X,O,X,O,X,X
LZJTSOI,O,X,O,X,O,X,X
LZJTOIS,O,X,O,X,O,X,X
LZJTOSI,O,X,O,X,O,X,X
LZJITSO,O,X,O,X,O,X,X
LZJITOS,O,X,O,X,O,X,X
LZJISTO,O,O,X,X,O,X,X
LZJISOT,O,O,X,X,O,X,X
LZJIOTS,O,X,O,X,O,X,X
LZJIOST,O,O,X,X,O,X,X
LZJSTIO,O,O,X,X,O,X,X
LZJSTOI,O,O,X,X,O,X,X
LZJSITO,O,O,X,X,O,X,X
LZJSIOT,O,O,X,X,O,X,X
LZJSOTI,O,O,X,X,O,X,X
LZJSOIT,O,O,X,X,O,X,X
LZJOTIS,O,X,O,X,O,X,X
LZJOTSI,O,X,O,X,O,X,X
LZJOITS,O,X,O,X,O,X,X
LZJOIST,O,O,X,X,O,X,X
LZJOSTI,O,O,X,X,O,X,X
LZJOSIT,O,O,X,X,O,X,X
LZSTIJO,O,O,O,X,O,X,X
LZSTIOJ,O,O,O,X,O,X,O
LZSTJIO,O,O,O,X,O,X,X
LZSTJOI,O,O,O,X,O,X,X
LZSTOIJ,O,O,O,X,O,X,O
LZSTOJI,O,O,O,X,O,X,O
LZSITJO,O,O,X,X,O,X,X
LZSITOJ,O,O,X,X,O,X,O
LZSIJTO,O,O,X,X,O,X,X
LZSIJOT,O,O,X,X,O,X,X
LZSIOTJ,O,O,X,X,O,X,O
LZSIOJT,O,O,X,X,O,X,X
LZSJTIO,O,O,X,X,O,X,X
LZSJTOI,O,O,X,X,O,X,X
LZSJITO,O,O,X,X,O,X,X
LZSJIOT,O,O,X,X,O,X,X
LZSJOTI,O,O,X,X,O,X,X
LZSJOIT,O,O,X,X,O,X,X
LZSOTIJ,O,O,O,X,O,X,O
LZSOTJI,O,O,O,X,O,X,O
LZSOITJ,O,O,X,X,O,X,O
LZSOIJT,O,O,X,X,O,X,X
LZSOJTI,O,O,X,X,O,X,X
LZSOJIT,O,O,X,X,O,X,X
LZOTIJS,O,O,O,X,O,X,X
LZOTISJ,O,O,O,X,O,X,X
LZOTJIS,O,O,O,X,O,X,X
LZOTJSI,O,O,O,X,O,X,X
LZOTSIJ,O,O,O,X,O,X,O
LZOTSJI,O,O,O,X,O,X,O
LZOITJS,X,O,O,X,O,X,X
LZOITSJ,X,O,O,X,O,X,X
LZOIJTS,X,X,O,X,O,X,X
LZOIJST,X,O,X,X,O,X,X
LZOISTJ,X,O,X,X,O,X,O
LZOISJT,X,O,X,X,O,X,X
LZOJTIS,O,X,O,X,O,X,X
LZOJTSI,O,X,O,X,O,X,X
LZOJITS,O,X,O,X,O,X,X
LZOJIST,O,O,X,X,O,X,X
LZOJSTI,O,O,X,X,O,X,X
LZOJSIT,O,O,X,X,O,X,X
LZOSTIJ,O,O,O,X,O,X,O
LZOSTJI,O,O,O,X,O,X,O
LZOSITJ,O,O,X,X,O,X,O
LZOSIJT,O,O,X,X,O,X,X
LZOSJTI,O,O,X,X,O,X,X
LZOSJIT,O,O,X,X,O,X,X
LOTIJSZ,X,X,O,O,X,O,X
LOTIJZS,X,X,O,X,O,X,X
LOTISJZ,O,X,O,O,X,O,O
LOTISZJ,O,X,O,O,X,X,O
LOTIZJS,O,X,O,X,O,X,X
LOTIZSJ,O,X,O,X,O,X,X
LOTJISZ,X,X,O,O,X,O,X
LOTJIZS,X,X,O,X,O,X,X
LOTJSIZ,O,X,O,O,X,O,O
LOTJSZI,O,X,O,O,X,O,O
LOTJZIS,O,X,O,X,O,X,X
LOTJZSI,O,X,O,X,O,X,X
LOTSIJZ,O,X,O,O,X,O,O
LOTSIZJ,O,X,O,O,X,X,O
LOTSJIZ,O,X,O,O,X,O,O
LOTSJZI,O,X,O,O,X,O,O
LOTSZIJ,O,X,O,O,X,X,O
LOTSZJI,O,X,O,O,X,X,O
LOTZIJS,O,X,O,X,O,X,X
LOTZISJ,O,X,O,X,O,X,X
LOTZJIS,O,X,O,X,O,X,X
LOTZJSI,O,X,O,X,O,X,X
LOTZSIJ,O,X,O,X,O,X,O
LOTZSJI,O,X,O,X,O,X,O
LOITJSZ,X,X,O,O,X,X,X
LOITJZS,X,X,O,X,O,X,X
LOITSJZ,X,X,O,O,X,X,O
LOITSZJ,X,X,O,O,X,X,O
LOITZJS,X,X,O,X,O,X,X
LOITZSJ,X,X,O,X,O,X,X
LOIJTSZ,X,X,O,X,X,X,X
LOIJTZS,X,X,O,X,O,X,X
LOIJSTZ,X,X,O,X,X,X,O
LOIJSZT,X,X,X,X,O,X,X
LOIJZTS,X,X,O,X,O,X,X
LOIJZST,X,X,X,X,O,X,X
LOISTJZ,X,X,O,X,X,X,O
LOISTZJ,X,X,O,X,X,X,O
LOISJTZ,X,X,O,X,X,X,O
LOISJZT,X,X,X,X,O,X,X
LOISZTJ,X,X,X,X,O,X,O
LOISZJT,X,X,X,X,O,X,X
LOIZTJS,X,X,O,X,O,X,X
LOIZTSJ,X,X,O,X,O,X,X
LOIZJTS,X,X,O,X,O,X,X
LOIZJST,X,X,X,X,O,X,X
LOIZSTJ,X,X,X,X,O,X,O
LOIZSJT,X,X,X,X,O,X,X
LOJTISZ,X,X,O,X,X,O,X
LOJTIZS,X,X,O,X,O,X,X
LOJTSIZ,X,X,O,X,X,O,O
LOJTSZI,X,X,O,X,X,O,O
LOJTZIS,X,X,O,X,O,X,X
LOJTZSI,X,X,O,X,O,X,X
LOJITSZ,X,X,O,X,X,X,X
LOJITZS,X,X,O,X,O,X,X
LOJISTZ,X,X,O,X,X,X,O
LOJISZT,X,X,X,X,O,X,X
LOJIZTS,X,X,O,X,O,X,X
LOJIZST,X,X,X,X,O,X,X
LOJSTIZ,X,X,O,X,O,O,O
LOJSTZI,X,X,O,X,O,O,O
LOJSITZ,X,X,O,X,O,X,O
LOJSIZT,X,X,X,X,O,X,X
LOJSZTI,X,X,X,X,O,X,X
LOJSZIT,X,X,X,X,O,X,X
LOJZTIS,X,X,O,X,O,X,X
LOJZTSI,X,X,O,X,O,X,X
LOJZITS,X,X,O,X,O,X,X
LOJZIST,X,X,X,X,O,X,X
LOJZSTI,X,X,X,X,O,X,X
LOJZSIT,X,X,X,X,O,X,X
LOSTIJZ,O,X,O,O,O,O,O
LOSTIZJ,O,X,O,O,O,X,O
LOSTJIZ,O,X,O,O,O,O,O
LOSTJZI,O,X,O,O,O,O,O
LOSTZIJ,O,X,O,O,O,X,O
LOSTZJI,O,X,O,O,O,X,O
LOSITJZ,O,X,O,O,O,X,O
LOSITZJ,O,X,O,O,O,X,O
LOSIJTZ,O,X,O,X,O,X,O
LOSIJZT,X,X,X,X,O,X,X
LOSIZTJ,X,X,X,X,O,X,O
LOSIZJT,X,X,X,X,O,X,X
LOSJTIZ,O,X,O,O,O,O,O
LOSJTZI,O,X,O,O,O,O,O
LOSJITZ,O,X,O,X,O,X,O
LOSJIZT,X,X,X,X,O,X,X
LOSJZTI,X,X,X,X,O,X,X
LOSJZIT,X,X,X,X,O,X,X
LOSZTIJ,O,X,O,O,O,X,O
LOSZTJI,O,X,O,O,O,X,O
LOSZITJ,O,X,X,X,O,X,O
LOSZIJT,O,X,X,X,O,X,X
LOSZJTI,O,X,X,X,O,X,X
LOSZJIT,O,X,X,X,O,X,X
LOZTIJS,O,X,O,X,O,X,X
LOZTISJ,O,X,O,X,O,X,X
LOZTJIS,O,X,O,X,O,X,X
LOZTJSI,O,X,O,X,O,X,X
LOZTSIJ,O,X,O,X,O,X,O
LOZTSJI,O,X,O,X,O,X,O
LOZITJS,X,X,O,X,O,X,X
LOZITSJ,X,X,O,X,O,X,X
LOZIJTS,X,X,O,X,O,X,X
LOZIJST,X,X,X,X,O,X,X
LOZISTJ,X,X,X,X,O,X,O
LOZISJT,X,X,X,X,O,X,X
LOZJTIS,O,X,O,X,O,X,X
LOZJTSI,O,X,O,X,O,X,X
LOZJITS,O,X,O,X,O,X,X
LOZJIST,O,X,X,X,O,X,X
LOZJSTI,O,X,X,X,O,X,X
LOZJSIT,O,X,X,X,O,X,X
LOZSTIJ,O,X,O,X,O,X,O
LOZSTJI,O,X,O,X,O,X,O
LOZSITJ,O,X,X,X,O,X,O
LOZSIJT,O,X,X,X,O,X,X
LOZSJTI,O,X,X,X,O,X,X
LOZSJIT,O,X,X,X,O,X,X
JTILSZO,X,O,O,O,X,X,X
JTILSOZ,X,O,O,O,X,X,X
JTILZSO,X,O,O,X,O,X,X
JTILZOS,X,O,O,X,O,X,X
JTILOSZ,X,X,O,O,X,O,X
JTILOZS,X,X,O,X,X,X,X
JTISLZO,X,O,O,O,X,X,X
JTISLOZ,X,O,O,O,X,X,X
JTISZLO,X,O,O,O,X,X,X
JTISZOL,X,O,X,O,X,X,X
JTISOLZ,X,O,X,O,X,O,X
JTISOZL,X,O,X,O,X,O,X
JTIZLSO,X,O,O,X,O,X,X
JTIZLOS,X,O,O,X,O,X,X
JTIZSLO,X,O,O,O,O,X,X
JTIZSOL,X,O,X,O,X,X,X
JTIZOLS,X,O,O,X,O,X,X
JTIZOSL,X,O,X,O,X,O,X
JTIOLSZ,X,X,O,O,X,O,X
JTIOLZS,X,X,O,X,X,X,X
JTIOSLZ,X,O,X,O,X,O,X
JTIOSZL,X,O,X,O,X,O,X
JTIOZLS,X,O,O,X,X,X,X
JTIOZSL,X,O,X,O,X,O,X
JTLISZO,X,O,O,O,X,X,X
JTLISOZ,X,O,O,O,X,X,X
JTLIZSO,X,O,O,X,O,X,X
JTLIZOS,X,O,O,X,O,X,X
JTLIOSZ,X,X,O,O,X,O,X
JTLIOZS,X,X,O,X,X,X,X
JTLSIZO,O,O,O,O,O,X,X
JTLSIOZ,O,O,O,O,X,X,O
JTLSZIO,O,O,O,O,O,X,X
JTLSZOI,O,O,O,O,O,X,X
JTLSOIZ,O,O,O,O,O,X,O
JTLSOZI,O,O,O,O,O,X,O
JTLZISO,O,O,O,X,O,X,X
JTLZIOS,O,O,O,X,O,X,X
JTLZSIO,O,O,O,X,O,X,X
JTLZSOI,O,O,O,X,O,X,X
JTLZOIS,O,O,O,X,O,X,X
JTLZOSI,O,O,O,X,O,X,X
JTLOISZ,X,X,O,O,X,O,X
JTLOIZS,X,X,O,X,O,X,X
JTLOSIZ,O,X,O,O,X,O,O
JTLOSZI,O,X,O,O,X,O,O
JTLOZIS,O,X,O,X,O,X,X
JTLOZSI,O,X,O,X,O,X,X
JTSILZO,O,O,O,O,O,X,X
JTSILOZ,O,O,O,O,X,X,O
JTSIZLO,O,O,O,O,O,X,X
JTSIZOL,O,O,X,O,O,X,X
JTSIOLZ,O,O,X,O,X,O,O
JTSIOZL,O,O,X,O,X,O,X
JTSLIZO,O,O,O,O,O,X,X
JTSLIOZ,O,O,O,O,X,X,O
JTSLZIO,O,O,O,O,O,X,X
JTSLZOI,O,O,O,O,O,X,X
JTSLOIZ,O,O,O,O,O,X,O
JTSLOZI,O,O,O,O,O,X,O
JTSZILO,O,O,O,O,O,X,X
JTSZIOL,O,O,X,O,O,X,X
JTSZLIO,O,O,O,O,O,X,X
JTSZLOI,O,O,O,O,O,X,X
JTSZOIL,O,O,X,O,O,X,X
JTSZOLI,O,O,X,O,O,X,X
JTSOILZ,O,O,X,O,O,O,O
JTSOIZL,O,O,X,O,O,O,X
JTSOLIZ,O,O,X,O,O,O,O
JTSOLZI,O,O,X,O,O,O,O
JTSOZIL,O,O,X,O,O,O,X
JTSOZLI,O,O,X,O,O,O,X
JTZILSO,O,O,O,X,O,X,X
JTZILOS,O,O,O,X,O,X,X
JTZISLO,O,O,O,O,O,X,X
JTZISOL,O,O,X,O,O,X,X
JTZIOLS,O,O,O,X,O,X,X
JTZIOSL,O,O,X,O,O,O,X
JTZLISO,O,O,O,X,O,X,X
JTZLIOS,O,O,O,X,O,X,X
JTZLSIO,O,O,O,X,O,X,X
JTZLSOI,O,O,O,X,O,X,X
JTZLOIS,O,O,O,X,O,X,X
JTZLOSI,O,O,O,X,O,X,X
JTZSILO,O,O,O,O,O,X,X
JTZSIOL,O,O,X,O,O,X,X
JTZSLIO,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,O,X,X
JTZSOIL,O,O,X,O,O,X,X
JTZSOLI,O,O,X,O,O,X,X
JTZOILS,O,O,O,X,O,X,X
JTZOISL,O,O,X,O,O,O,X
JTZOLIS,O,O,O,X,O,X,X
JTZOLSI,O,O,O,X,O,X,X
JTZOSIL,O,O,X,O,O,O,X
JTZOSLI,O,O,X,O,O,O,X
JTOILSZ,X,X,O,O,X,O,X
JTOILZS,X,X,O,X,O,X,X
JTOISLZ,X,O,X,O,X,O,X
JTOISZL,X,O,X,O,X,O,X
JTOIZLS,X,O,O,X,O,X,X
JTOIZSL,X,O,X,O,O,O,X
JTOLISZ,X,X,O,O,X,O,X
JTOLIZS,X,X,O,X,O,X,X
JTOLSIZ,O,X,O,O,X,O,O
JTOLSZI,O,X,O,O,X,O,O
JTOLZIS,O,X,O,X,O,X,X
JTOLZSI,O,X,O,X,O,X,X
JTOSILZ,O,O,X,O,X,O,O
JTOSIZL,O,O,X,O,X,O,X
JTOSLIZ,O,O,X,O,X,O,O
JTOSLZI,O,O,X,O,X,O,O
JTOSZIL,O,O,X,O,X,O,X
JTOSZLI,O,O,X,O,X,O,X
JTOZILS,O,O,O,X,O,X,X
JTOZISL,O,O,X,O,O,O,X
JTOZLIS,O,O,O,X,O,X,X
JTOZLSI,O,O,O,X,O,X,X
JTOZSIL,O,O,X,O,O,O,X
JTOZSLI,O,O,X,O,O,O,X
JITLSZO,X,O,O,O,X,X,X
JITLSOZ,X,O,O,O,X,X,X
JITLZSO,X,O,O,X,O,X,X
JITLZOS,X,O,O,X,O,X,X
JITLOSZ,X,X,O,O,X,O,X
JITLOZS,X,X,O,X,X,X,X
JITSLZO,X,O,O,O,X,X,X
JITSLOZ,X,O,O,O,X,X,X
JITSZLO,X,O,O,O,X,X,X
JITSZOL,X,O,X,O,X,X,X
JITSOLZ,X,O,X,O,X,O,X
JITSOZL,X,O,X,O,X,O,X
JITZLSO,X,O,O,X,O,X,X
JITZLOS,X,O,O,X,O,X,X
JITZSLO,X,O,O,O,O,X,X
JITZSOL,X,O,X,O,X,X,X
JITZOLS,X,O,O,X,O,X,X
JITZOSL,X,O,X,O,X,O,X
JITOLSZ,X,X,O,O,X,O,X
JITOLZS,X,X,O,X,X,X,X
JITOSLZ,X,O,X,O,X,O,X
JITOSZL,X,O,X,O,X,O,X
JITOZLS,X,O,O,X,X,X,X
JITOZSL,X,O,X,O,X,O,X
JILTSZO,X,X,O,X,X,X,X
JILTSOZ,X,X,O,X,X,X,X
JILTZSO,X,X,O,X,O,X,X
JILTZOS,X,X,O,X,O,X,X
JILTOSZ,X,X,O,X,X,O,X
JILTOZS,X,X,O,X,X,X,X
JILSTZO,X,O,O,X,O,X,X
JILSTOZ,X,X,O,X,X,X,O
JILSZTO,X,O,X,X,O,X,X
JILSZOT,X,O,X,X,O,X,X
JILSOTZ,X,X,O,X,O,X,O
JILSOZT,X,O,X,X,O,X,X
JILZTSO,X,X,O,X,O,X,X
JILZTOS,X,X,O,X,O,X,X
JILZSTO,X,O,X,X,O,X,X
JILZSOT,X,O,X,X,O,X,X
JILZOTS,X,X,O,X,O,X,X
JILZOST,X,O,X,X,O,X,X
JILOTSZ,X,X,O,X,X,X,X
JILOTZS,X,X,O,X,O,X,X
JILOSTZ,X,X,O,X,X,X,O
JILOSZT,X,X,X,X,O,X,X
JILOZTS,X,X,O,X,O,X,X
JILOZST,X,X,X,X,O,X,X
JISTLZO,X,O,X,X,O,X,X
JISTLOZ,X,X,X,X,X,X,O
JISTZLO,X,O,X,X,O,X,X
JISTZOL,X,O,X,X,O,X,X
JISTOLZ,X,X,X,X,X,O,O
JISTOZL,X,X,X,X,X,O,X
JISLTZO,X,O,O,X,O,X,X
JISLTOZ,X,X,O,X,X,X,O
JISLZTO,X,O,X,X,O,X,X
JISLZOT,X,O,X,X,O,X,X
JISLOTZ,X,X,O,X,O,X,O
JISLOZT,X,O,X,X,O,X,X
JISZTLO,X,O,X,X,O,X,X
JISZTOL,X,O,X,X,O,X,X
JISZLTO,X,O,X,X,O,X,X
JISZLOT,X,O,X,X,O,X,X
JISZOTL,X,O,X,X,O,X,X
JISZOLT,X,O,X,X,O,X,X
JISOTLZ,X,X,X,X,O,O,O
JISOTZL,X,X,X,X,O,O,X
JISOLTZ,X,X,X,X,O,X,O
JISOLZT,X,O,X,X,O,X,X
JISOZTL,X,O,X,X,O,X,X
JISOZLT,X,O,X,X,O,X,X
JIZTLSO,X,O,X,X,O,X,X
JIZTLOS,X,O,X,X,O,X,X
JIZTSLO,X,O,X,X,O,X,X
JIZTSOL,X,O,X,X,O,X,X
JIZTOLS,X,O,X,X,O,X,X
JIZTOSL,X,O,X,X,O,O,X
JIZLTSO,X,X,O,X,O,X,X
JIZLTOS,X,X,O,X,O,X,X
JIZLSTO,X,O,X,X,O,X,X
JIZLSOT,X,O,X,X,O,X,X
JIZLOTS,X,X,O,X,O,X,X
JIZLOST,X,O,X,X,O,X,X
JIZSTLO,X,O,X,X,O,X,X
JIZSTOL,X,O,X,X,O,X,X
JIZSLTO,X,O,X,X,O,X,X
JIZSLOT,X,O,X,X,O,X,X
JIZSOTL,X,O,X,X,O,X,X
JIZSOLT,X,O,X,X,O,X,X
JIZOTLS,X,O,X,X,O,X,X
JIZOTSL,X,O,X,X,O,X,X
JIZOLTS,X,X,X,X,O,X,X
JIZOLST,X,O,X,X,O,X,X
JIZOSTL,X,O,X,X,O,X,X
JIZOSLT,X,O,X,X,O,X,X
JIOTLSZ,X,X,X,O,X,O,X
JIOTLZS,X,X,X,X,O,X,X
JIOTSLZ,X,X,X,O,X,O,X
JIOTSZL,X,X,X,O,X,O,X
JIOTZLS,X,X,X,X,O,X,X
JIOTZSL,X,X,X,O,O,O,X
JIOLTSZ,X,X,O,X,X,X,X
JIOLTZS,X,X,O,X,O,X,X
JIOLSTZ,X,X,O,X,X,X,O
JIOLSZT,X,X,X,X,O,X,X
JIOLZTS,X,X,O,X,O,X,X
JIOLZST,X,X,X,X,O,X,X
JIOSTLZ,X,X,X,X,X,O,O
JIOSTZL,X,X,X,X,X,O,X
JIOSLTZ,X,X,X,X,X,X,O
JIOSLZT,X,O,X,X,O,X,X
JIOSZTL,X,O,X,X,O,X,X
JIOSZLT,X,O,X,X,O,X,X
JIOZTLS,X,X,X,X,O,X,X
JIOZTSL,X,O,X,X,O,X,X
JIOZLTS,X,X,X,X,O,X,X
JIOZLST,X,O,X,X,O,X,X
JIOZSTL,X,O,X,X,O,X,X
JIOZSLT,X,O,X,X,O,X,X
JLTISZO,X,X,O,X,X,X,X
JLTISOZ,X,X,O,X,X,X,X
JLTIZSO,X,X,O,X,O,X,X
JLTIZOS,X,X,O,X,O,X,X
JLTIOSZ,X,X,O,X,X,O,X
JLTIOZS,X,X,O,X,X,X,X
JLTSIZO,O,X,O,X,O,X,X
JLTSIOZ,O,X,O,X,X,X,O
JLTSZIO,O,X,O,X,O,X,X
JLTSZOI,O,X,O,X,O,X,X
JLTSOIZ,O,X,O,X,O,X,O
JLTSOZI,O,X,O,X,O,X,O
JLTZISO,O,X,O,X,O,X,X
JLTZIOS,O,X,O,X,O,X,X
JLTZSIO,O,X,O,X,O,X,X
JLTZSOI,O,X,O,X,O,X,X
JLTZOIS,O,X,O,X,O,X,X
JLTZOSI,O,X,O,X,O,X,X
JLTOISZ,X,X,O,X,X,O,X
JLTOIZS,X,X,O,X,O,X,X
JLTOSIZ,O,X,O,X,X,O,O
JLTOSZI,O,X,O,X,X,O,O
JLTOZIS,O,X,O,X,O,X,X
JLTOZSI,O,X,O,X,O,X,X
JLITSZO,X,X,O,X,X,X,X
JLITSOZ,X,X,O,X,X,X,X
JLITZSO,X,X,O,X,O,X,X
JLITZOS,X,X,O,X,O,X,X
JLITOSZ,X,X,O,X,X,O,X
JLITOZS,X,X,O,X,X,X,X
JLISTZO,X,O,O,X,O,X,X
JLISTOZ,X,X,O,X,X,X,O
JLISZTO,X,O,X,X,O,X,X
JLISZOT,X,O,X,X,O,X,X
JLISOTZ,X,X,O,X,O,X,O
JLISOZT,X,O,X,X,O,X,X
JLIZTSO,X,X,O,X,O,X,X
JLIZTOS,X,X,O,X,O,X,X
JLIZSTO,X,O,X,X,O,X,X
JLIZSOT,X,O,X,X,O,X,X
JLIZOTS,X,X,O,X,O,X,X
JLIZOST,X,O,X,X,O,X,X
JLIOTSZ,X,X,O,X,X,X,X
JLIOTZS,X,X,O,X,O,X,X
JLIOSTZ,X,X,O,X,X,X,O
JLIOSZT,X,X,X,X,O,X,X
JLIOZTS,X,X,O,X,O,X,X
JLIOZST,X,X,X,X,O,X,X
JLSTIZO,O,O,O,X,O,X,X
JLSTIOZ,O,X,O,X,X,X,O
JLSTZIO,O,O,O,X,O,X,X
JLSTZOI,O,O,O,X,O,X,X
JLSTOIZ,O,X,O,X,O,X,O
JLSTOZI,O,X,O,X,O,X,O
JLSITZO,O,O,O,X,O,X,X
JLSITOZ,O,X,O,X,X,X,O
JLSIZTO,O,O,X,X,O,X,X
JLSIZOT,X,O,X,X,O,X,X
JLSIOTZ,O,X,O,X,O,X,O
JLSIOZT,X,O,X,X,O,X,X
