sequence,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFukBclBThBi?iBlrB3sB,v115@GhA8GeC8CeA8EeA8AeD8CeB8Jex/IvhFThBiiBOpBX?lB0rBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFWlBThBiiBX?lB0rBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFGgB0hBzkB/?rBlsBisB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFGgB0hBzkB/?rBisBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8Jex/IvhFiiBOpBXlBT?mBlsB0rB
ZJOILTS,O,O,O,X,X,X
ZJOILST,O,O,O,X,X,X
ZJOISTL,O,O,X,X,X,X
ZJOISLT,O,O,O,X,X,X
ZJOLTIS,O,O,O,X,X,X
ZJOLTSI,O,O,X,X,X,X
ZJOLITS,O,O,O,X,X,X
ZJOLIST,O,O,O,X,X,X
ZJOLSTI,O,O,X,X,X,X
ZJOLSIT,O,O,O,X,X,X
ZJOSTIL,O,O,X,X,X,X
ZJOSTLI,O,O,X,X,X,X
ZJOSITL,O,O,X,X,X,X
ZJOSILT,O,O,O,X,X,X
ZJOSLTI,O,O,X,X,X,X
ZJOSLIT,O,O,O,X,X,X
ZSTILJO,O,O,X,X,X,X
ZSTILOJ,O,O,X,X,X,X
ZSTIJLO,O,O,X,X,X,X
ZSTIJOL,O,O,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X
ZSTIOJL,O,O,X,O,O,X
ZSTLIJO,O,O,X,X,X,X
ZSTLIOJ,O,O,X,X,X,X
ZSTLJIO,O,O,X,X,X,O
ZSTLJOI,O,O,X,X,X,O
ZSTLOIJ,O,O,X,X,X,X
ZSTLOJI,O,O,X,X,X,O
ZSTJILO,O,O,X,X,X,O
ZSTJIOL,O,O,X,X,X,O
ZSTJLIO,O,O,X,X,X,O
ZSTJLOI,O,O,X,X,X,O
ZSTJOIL,O,O,X,X,X,O
ZSTJOLI,O,O,X,X,X,O
ZSTOILJ,O,O,X,X,X,X
ZSTOIJL,O,O,X,O,O,X
ZSTOLIJ,O,O,X,X,X,X
ZSTOLJI,O,O,X,X,X,O
ZSTOJIL,O,O,X,O,O,O
ZSTOJLI,O,O,X,X,X,O
ZSITLJO,O,O,X,X,X,X
ZSITLOJ,O,O,X,X,X,X
ZSITJLO,O,O,X,X,X,X
ZSITJOL,O,O,X,X,X,X
ZSITOLJ,O,O,X,X,X,X
ZSITOJL,O,O,X,O,O,X
ZSILTJO,O,O,X,X,X,X
ZSILTOJ,O,O,X,X,O,X
ZSILJTO,O,O,X,X,X,X
ZSILJOT,O,O,O,X,O,X
ZSILOTJ,O,O,X,X,O,X
ZSILOJT,O,O,O,O,O,X
ZSIJTLO,O,O,X,X,X,X
ZSIJTOL,O,O,X,X,X,X
ZSIJLTO,O,O,X,X,X,X
ZSIJLOT,O,O,O,X,X,X
ZSIJOTL,O,O,X,O,O,X
ZSIJOLT,O,O,O,O,O,X
ZSIOTLJ,O,O,X,X,X,X
ZSIOTJL,O,X,X,O,O,X
ZSIOLTJ,O,O,X,X,O,X
ZSIOLJT,O,O,O,O,O,X
ZSIOJTL,O,O,X,O,O,X
ZSIOJLT,O,O,O,O,O,X
ZSLTIJO,O,O,X,X,X,X
ZSLTIOJ,O,O,X,X,O,X
ZSLTJIO,O,O,X,X,X,O
ZSLTJOI,O,O,X,X,X,O
ZSLTOIJ,O,O,X,X,O,X
ZSLTOJI,O,O,X,X,O,O
ZSLITJO,O,O,X,X,X,X
ZSLITOJ,O,O,X,X,O,X
ZSLIJTO,O,O,X,X,X,X
ZSLIJOT,O,O,O,X,O,X
ZSLIOTJ,O,O,X,X,O,X
ZSLIOJT,O,O,O,O,O,X
ZSLJTIO,O,O,X,X,X,O
ZSLJTOI,O,O,X,X,X,O
ZSLJITO,O,O,X,X,X,O
ZSLJIOT,O,O,O,X,O,X
ZSLJOTI,O,O,X,X,O,X
ZSLJOIT,O,O,O,X,O,X
ZSLOTIJ,O,O,X,X,O,X
ZSLOTJI,O,O,X,X,O,X
ZSLOITJ,O,O,X,X,O,X
ZSLOIJT,O,O,O,O,O,X
ZSLOJTI,O,O,X,X,O,X
ZSLOJIT,O,O,O,O,O,X
ZSJTILO,O,O,X,X,X,O
ZSJTIOL,O,O,X,X,X,O
ZSJTLIO,O,O,X,X,X,O
ZSJTLOI,O,O,X,X,X,O
ZSJTOIL,O,O,X,X,X,O
ZSJTOLI,O,O,X,X,X,O
ZSJITLO,O,O,X,X,X,O
ZSJITOL,O,O,X,X,X,O
ZSJILTO,O,O,X,X,X,O
ZSJILOT,O,O,O,X,X,X
ZSJIOTL,O,O,X,O,O,X
ZSJIOLT,O,O,O,O,O,X
ZSJLTIO,O,O,X,X,X,O
ZSJLTOI,O,O,X,X,X,O
ZSJLITO,O,O,X,X,X,O
ZSJLIOT,O,O,O,X,X,X
ZSJLOTI,O,O,X,X,X,X
ZSJLOIT,O,O,O,X,X,X
ZSJOTIL,O,O,X,O,O,X
ZSJOTLI,O,O,X,X,X,X
ZSJOITL,O,O,X,O,O,X
ZSJOILT,O,O,O,O,O,X
ZSJOLTI,O,O,X,X,X,X
ZSJOLIT,O,O,O,O,O,X
ZSOTILJ,O,O,X,X,X,X
ZSOTIJL,O,X,X,O,O,X
ZSOTLIJ,O,O,X,X,X,X
ZSOTLJI,O,O,X,X,X,X
ZSOTJIL,O,O,X,O,O,X
ZSOTJLI,O,O,X,X,X,X
ZSOITLJ,O,O,X,X,X,X
ZSOITJL,O,X,X,O,O,X
ZSOILTJ,O,O,X,X,O,X
ZSOILJT,O,O,O,O,O,X
ZSOIJTL,O,O,X,O,O,X
ZSOIJLT,O,O,O,O,O,X
ZSOLTIJ,O,O,X,X,O,X
ZSOLTJI,O,O,X,X,O,X
ZSOLITJ,O,O,X,X,O,X
ZSOLIJT,O,O,O,O,O,X
ZSOLJTI,O,O,X,X,O,X
ZSOLJIT,O,O,O,O,O,X
ZSOJTIL,O,O,X,O,O,X
ZSOJTLI,O,O,X,X,X,X
ZSOJITL,O,O,X,O,O,X
ZSOJILT,O,O,O,O,O,X
ZSOJLTI,O,O,X,X,O,X
ZSOJLIT,O,O,O,O,O,X
ZOTILJS,O,X,O,X,X,X
ZOTILSJ,O,X,X,X,X,X
ZOTIJLS,O,X,O,X,X,X
ZOTIJSL,O,X,X,O,X,X
ZOTISLJ,O,X,X,O,X,X
ZOTISJL,O,X,X,O,X,X
ZOTLIJS,O,X,O,X,X,X
ZOTLISJ,O,X,X,X,X,X
ZOTLJIS,O,O,O,X,X,X
ZOTLJSI,O,O,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X
ZOTLSJI,O,O,X,X,X,X
ZOTJILS,O,O,O,X,X,X
ZOTJISL,O,X,X,O,X,X
ZOTJLIS,O,O,O,X,X,X
ZOTJLSI,O,O,X,X,X,X
ZOTJSIL,O,O,X,O,X,X
ZOTJSLI,O,O,X,O,X,X
ZOTSILJ,O,O,X,O,X,X
ZOTSIJL,O,X,X,O,X,X
ZOTSLIJ,O,O,X,O,X,X
ZOTSLJI,O,O,X,O,X,X
ZOTSJIL,O,O,X,O,X,X
ZOTSJLI,O,O,X,O,X,X
ZOITLJS,O,X,O,X,X,X
ZOITLSJ,O,X,X,X,X,X
ZOITJLS,O,X,O,X,X,X
ZOITJSL,O,X,X,O,X,X
ZOITSLJ,O,X,X,O,X,X
ZOITSJL,O,X,X,O,X,X
ZOILTJS,O,X,O,X,X,X
ZOILTSJ,O,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X
ZOILJST,O,O,O,X,O,X
ZOILSTJ,O,O,X,X,O,X
ZOILSJT,O,O,O,X,O,X
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,O,X,X,O,X,X
ZOIJLTS,O,O,O,X,X,X
ZOIJLST,O,O,O,X,O,X
ZOIJSTL,O,O,X,O,O,X
ZOIJSLT,O,O,O,O,O,X
ZOISTLJ,O,O,X,X,X,X
ZOISTJL,O,X,X,O,O,X
ZOISLTJ,O,O,X,X,O,X
ZOISLJT,O,O,O,O,O,X
ZOISJTL,O,O,X,O,O,X
ZOISJLT,O,O,O,O,O,X
ZOLTIJS,O,X,O,X,X,X
ZOLTISJ,O,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,X
ZOLTJSI,O,O,X,X,X,X
ZOLTSIJ,O,O,X,X,X,X
ZOLTSJI,O,O,X,X,X,X
ZOLITJS,O,X,O,X,X,X
ZOLITSJ,O,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X
ZOLIJST,O,O,O,X,O,X
ZOLISTJ,O,O,X,X,O,X
ZOLISJT,O,O,O,X,O,X
ZOLJTIS,O,O,O,X,X,X
ZOLJTSI,O,O,X,X,X,X
ZOLJITS,O,O,O,X,X,X
ZOLJIST,O,O,O,X,O,X
ZOLJSTI,O,O,X,X,O,X
ZOLJSIT,O,O,O,X,O,X
ZOLSTIJ,O,O,X,X,O,X
ZOLSTJI,O,O,X,X,O,X
ZOLSITJ,O,O,X,X,O,X
ZOLSIJT,O,O,O,X,O,X
ZOLSJTI,O,O,X,X,O,X
ZOLSJIT,O,O,O,X,O,X
ZOJTILS,O,O,O,X,X,X
ZOJTISL,O,X,X,O,X,X
ZOJTLIS,O,O,O,X,X,X
ZOJTLSI,O,O,X,X,X,X
ZOJTSIL,O,O,X,O,X,X
ZOJTSLI,O,O,X,O,X,X
ZOJITLS,O,O,O,X,X,X
ZOJITSL,O,X,X,O,X,X
ZOJILTS,O,O,O,X,X,X
ZOJILST,O,O,O,X,O,X
ZOJISTL,O,O,X,O,O,X
ZOJISLT,O,O,O,O,O,X
ZOJLTIS,O,O,O,X,X,X
ZOJLTSI,O,O,X,X,X,X
ZOJLITS,O,O,O,X,X,X
ZOJLIST,O,O,O,X,O,X
ZOJLSTI,O,O,X,X,O,X
ZOJLSIT,O,O,O,X,O,X
ZOJSTIL,O,O,X,O,O,X
ZOJSTLI,O,O,X,X,X,X
ZOJSITL,O,O,X,O,O,X
ZOJSILT,O,O,O,O,O,X
ZOJSLTI,O,O,X,X,O,X
ZOJSLIT,O,O,O,O,O,X
ZOSTILJ,O,O,X,X,X,X
ZOSTIJL,O,X,X,O,O,X
ZOSTLIJ,O,O,X,X,X,X
ZOSTLJI,O,O,X,X,X,X
ZOSTJIL,O,O,X,O,O,X
ZOSTJLI,O,O,X,X,X,X
ZOSITLJ,O,O,X,X,X,X
ZOSITJL,O,X,X,O,O,X
ZOSILTJ,O,O,X,X,O,X
ZOSILJT,O,O,O,O,O,X
ZOSIJTL,O,O,X,O,O,X
ZOSIJLT,O,O,O,O,O,X
ZOSLTIJ,O,O,X,X,O,X
ZOSLTJI,O,O,X,X,O,X
ZOSLITJ,O,O,X,X,O,X
ZOSLIJT,O,O,O,O,O,X
ZOSLJTI,O,O,X,X,O,X
ZOSLJIT,O,O,O,O,O,X
ZOSJTIL,O,O,X,O,O,X
ZOSJTLI,O,O,X,X,X,X
ZOSJITL,O,O,X,O,O,X
ZOSJILT,O,O,O,O,O,X
ZOSJLTI,O,O,X,X,O,X
ZOSJLIT,O,O,O,O,O,X
OTILJSZ,X,X,X,O,O,O
OTILJZS,O,X,O,X,X,X
OTILSJZ,X,X,X,O,O,O
OTILSZJ,O,X,X,O,O,X
OTILZJS,O,X,X,X,X,X
OTILZSJ,O,X,X,X,X,X
OTIJLSZ,X,X,X,O,O,O
OTIJLZS,O,X,O,X,X,X
OTIJSLZ,X,X,X,O,O,O
OTIJSZL,X,X,X,O,O,O
OTIJZLS,O,X,O,X,X,X
OTIJZSL,O,X,O,O,X,X
OTISLJZ,X,X,X,O,O,O
OTISLZJ,O,X,X,O,O,X
OTISJLZ,X,X,X,O,O,O
OTISJZL,X,X,X,O,O,O
OTISZLJ,O,X,X,O,X,X
OTISZJL,O,X,X,O,O,X
OTIZLJS,O,X,O,X,X,X
OTIZLSJ,O,X,O,X,X,X
OTIZJLS,O,X,O,X,X,X
OTIZJSL,O,X,O,O,X,X
OTIZSLJ,O,X,O,O,X,X
OTIZSJL,O,X,O,O,X,X
OTLIJSZ,X,X,X,O,O,O
OTLIJZS,O,X,O,X,X,X
OTLISJZ,X,X,X,O,O,O
OTLISZJ,O,X,X,O,O,X
OTLIZJS,O,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,X
OTLJISZ,X,X,X,O,O,O
OTLJIZS,O,X,O,X,X,X
OTLJSIZ,X,O,X,O,O,O
OTLJSZI,X,O,X,O,O,O
OTLJZIS,O,X,O,X,X,X
OTLJZSI,O,X,O,X,X,O
OTLSIJZ,X,X,X,O,O,O
OTLSIZJ,O,O,X,O,O,X
OTLSJIZ,X,O,X,O,O,O
OTLSJZI,X,O,X,O,O,O
OTLSZIJ,O,O,X,O,O,X
OTLSZJI,O,O,X,O,O,O
OTLZIJS,O,X,X,X,X,X
OTLZISJ,O,X,X,X,X,X
OTLZJIS,O,X,X,X,X,X
OTLZJSI,O,X,X,X,X,O
OTLZSIJ,O,X,X,X,X,X
OTLZSJI,O,X,X,X,X,O
OTJILSZ,X,X,X,O,O,O
OTJILZS,O,X,O,X,X,X
OTJISLZ,X,X,X,O,O,O
OTJISZL,X,X,X,O,O,O
OTJIZLS,O,O,O,X,X,X
OTJIZSL,O,O,O,O,X,X
OTJLISZ,X,X,X,O,O,O
OTJLIZS,O,X,O,X,X,X
OTJLSIZ,X,O,X,O,O,O
OTJLSZI,X,O,X,O,O,O
OTJLZIS,O,X,O,X,X,X
OTJLZSI,O,X,O,X,X,O
OTJSILZ,X,O,X,O,O,O
OTJSIZL,X,O,X,O,O,O
OTJSLIZ,X,O,X,O,O,O
OTJSLZI,X,O,X,O,O,O
OTJSZIL,X,O,X,O,O,O
OTJSZLI,X,O,X,O,X,O
OTJZILS,O,O,O,X,X,X
OTJZISL,O,O,O,O,X,X
OTJZLIS,O,O,O,X,X,X
OTJZLSI,O,O,O,X,X,O
OTJZSIL,O,O,O,O,X,O
OTJZSLI,O,O,O,O,X,O
OTSILJZ,X,X,X,O,O,O
OTSILZJ,O,O,X,O,O,X
OTSIJLZ,X,X,X,O,O,O
OTSIJZL,X,X,X,O,O,O
OTSIZLJ,O,O,X,O,X,X
OTSIZJL,O,O,X,O,O,X
OTSLIJZ,X,X,X,O,O,O
OTSLIZJ,O,O,X,O,O,X
OTSLJIZ,X,O,X,O,O,O
OTSLJZI,X,O,X,O,O,O
OTSLZIJ,O,O,X,O,O,X
OTSLZJI,O,O,X,O,O,O
OTSJILZ,X,O,X,O,O,O
OTSJIZL,X,O,X,O,O,O
OTSJLIZ,X,O,X,O,O,O
OTSJLZI,X,O,X,O,O,O
OTSJZIL,X,O,X,O,O,O
OTSJZLI,X,O,X,O,X,O
OTSZILJ,O,O,X,O,X,X
OTSZIJL,O,O,X,O,O,X
OTSZLIJ,O,O,X,O,X,X
OTSZLJI,O,O,X,O,X,O
OTSZJIL,O,O,X,O,O,O
OTSZJLI,O,O,X,O,X,O
OTZILJS,O,O,O,X,X,X
OTZILSJ,O,O,O,X,X,X
OTZIJLS,O,O,O,X,X,X
OTZIJSL,O,O,O,O,X,X
OTZISLJ,O,O,O,O,X,X
OTZISJL,O,O,O,O,X,X
OTZLIJS,O,O,O,X,X,X
OTZLISJ,O,O,O,X,X,X
OTZLJIS,O,O,O,X,X,X
OTZLJSI,O,O,O,X,X,O
OTZLSIJ,O,O,O,X,X,X
OTZLSJI,O,O,O,X,X,O
OTZJILS,O,O,O,X,X,X
OTZJISL,O,O,O,O,X,X
OTZJLIS,O,O,O,X,X,X
OTZJLSI,O,O,O,X,X,O
OTZJSIL,O,O,O,O,X,O
OTZJSLI,O,O,O,O,X,O
OTZSILJ,O,O,O,O,X,X
OTZSIJL,O,O,O,O,X,X
OTZSLIJ,O,O,O,O,X,X
OTZSLJI,O,O,O,O,X,O
OTZSJIL,O,O,O,O,X,O
OTZSJLI,O,O,O,O,X,O
OITLJSZ,X,X,X,O,O,X
OITLJZS,O,X,O,X,X,X
OITLSJZ,X,X,X,O,O,X
OITLSZJ,O,X,X,O,O,X
OITLZJS,O,X,X,X,X,X
OITLZSJ,O,X,X,X,X,X
OITJLSZ,X,X,X,O,O,X
OITJLZS,O,X,O,X,X,X
OITJSLZ,X,X,X,O,O,X
OITJSZL,X,X,X,O,O,X
OITJZLS,O,X,O,X,X,X
OITJZSL,O,X,O,O,X,X
OITSLJZ,X,X,X,O,O,X
OITSLZJ,O,X,X,O,O,X
OITSJLZ,X,X,X,O,O,X
OITSJZL,X,X,X,O,O,X
OITSZLJ,O,X,X,O,X,X
OITSZJL,O,X,X,O,O,X
OITZLJS,O,X,O,X,X,X
OITZLSJ,O,X,O,X,X,X
OITZJLS,O,X,O,X,X,X
OITZJSL,O,X,O,O,X,X
OITZSLJ,O,X,O,O,X,X
OITZSJL,O,X,O,O,X,X
OILTJSZ,X,X,X,O,O,X
OILTJZS,O,X,O,X,X,X
OILTSJZ,X,X,X,O,O,X
OILTSZJ,O,X,X,O,O,X
OILTZJS,O,X,X,X,X,X
OILTZSJ,O,X,X,X,X,X
OILJTSZ,X,X,X,O,O,X
OILJTZS,X,X,O,X,X,X
OILJSTZ,X,X,X,X,O,X
OILJSZT,X,X,X,O,O,X
OILJZTS,X,X,O,X,X,X
OILJZST,X,X,O,X,O,X
OILSTJZ,O,X,X,X,O,X
OILSTZJ,O,X,X,X,O,X
OILSJTZ,X,X,X,X,O,X
OILSJZT,X,X,X,O,O,X
OILSZTJ,O,X,X,X,O,X
OILSZJT,O,X,X,O,O,X
OILZTJS,O,X,O,X,X,X
OILZTSJ,O,X,X,X,X,X
OILZJTS,O,X,O,X,X,X
OILZJST,O,X,O,X,O,X
OILZSTJ,O,X,X,X,O,X
OILZSJT,O,X,O,X,O,X
OIJTLSZ,X,X,X,O,O,X
OIJTLZS,X,X,O,X,X,X
OIJTSLZ,X,X,X,O,O,X
OIJTSZL,X,X,X,O,O,X
OIJTZLS,X,X,O,X,X,X
OIJTZSL,X,X,O,O,X,X
OIJLTSZ,X,X,X,O,O,X
OIJLTZS,X,X,O,X,X,X
OIJLSTZ,X,X,X,X,O,X
OIJLSZT,X,X,X,O,O,X
OIJLZTS,X,X,O,X,X,X
OIJLZST,X,X,O,X,O,X
OIJSTLZ,X,X,X,O,O,X
OIJSTZL,X,X,X,O,O,X
OIJSLTZ,X,X,X,X,O,X
OIJSLZT,X,X,X,O,O,X
OIJSZTL,X,X,X,O,O,X
OIJSZLT,X,X,X,O,O,X
OIJZTLS,X,X,O,X,X,X
OIJZTSL,X,X,X,O,X,X
OIJZLTS,X,X,O,X,X,X
OIJZLST,X,X,O,X,O,X
OIJZSTL,X,X,X,O,O,X
OIJZSLT,X,X,O,O,O,X
OISTLJZ,O,X,X,O,O,X
OISTLZJ,O,X,X,O,O,X
OISTJLZ,O,X,X,O,O,X
OISTJZL,O,X,X,O,O,X
OISTZLJ,O,X,X,O,X,X
OISTZJL,O,X,X,O,O,X
OISLTJZ,O,X,X,X,O,X
OISLTZJ,O,X,X,X,O,X
OISLJTZ,X,X,X,X,O,X
OISLJZT,X,X,X,O,O,X
OISLZTJ,O,X,X,X,O,X
OISLZJT,O,X,X,O,O,X
OISJTLZ,X,X,X,O,O,X
OISJTZL,X,X,X,O,O,X
OISJLTZ,X,X,X,X,O,X
OISJLZT,X,X,X,O,O,X
OISJZTL,X,X,X,O,O,X
OISJZLT,X,X,X,O,O,X
OISZTLJ,O,X,X,X,X,X
OISZTJL,O,X,X,O,O,X
OISZLTJ,O,X,X,X,O,X
OISZLJT,O,X,X,O,O,X
OISZJTL,O,X,X,O,O,X
OISZJLT,O,X,X,O,O,X
OIZTLJS,O,X,O,X,X,X
OIZTLSJ,O,X,X,X,X,X
OIZTJLS,O,X,O,X,X,X
OIZTJSL,O,X,X,O,X,X
OIZTSLJ,O,X,X,O,X,X
OIZTSJL,O,X,X,O,X,X
OIZLTJS,O,X,O,X,X,X
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,O,X,O,X,X,X
OIZLJST,O,X,O,X,O,X
OIZLSTJ,O,X,X,X,O,X
OIZLSJT,O,X,O,X,O,X
OIZJTLS,O,X,O,X,X,X
OIZJTSL,O,X,X,O,X,X
OIZJLTS,O,X,O,X,X,X
OIZJLST,O,X,O,X,O,X
OIZJSTL,O,X,X,O,O,X
OIZJSLT,O,X,O,O,O,X
OIZSTLJ,O,X,X,X,X,X
OIZSTJL,O,X,X,O,O,X
OIZSLTJ,O,X,X,X,O,X
OIZSLJT,O,X,O,O,O,X
OIZSJTL,O,X,X,O,O,X
OIZSJLT,O,X,O,O,O,X
OLTIJSZ,X,X,X,O,O,O
OLTIJZS,O,X,O,X,X,X
OLTISJZ,X,X,X,O,O,O
OLTISZJ,O,X,X,O,O,X
OLTIZJS,O,X,X,X,X,X
OLTIZSJ,O,X,X,X,X,X
OLTJISZ,X,X,X,O,O,O
OLTJIZS,O,X,O,X,X,X
OLTJSIZ,X,O,X,O,O,O
OLTJSZI,X,O,X,O,O,O
OLTJZIS,O,X,O,X,X,X
OLTJZSI,O,X,O,X,X,O
OLTSIJZ,X,X,X,O,O,O
OLTSIZJ,O,O,X,O,O,X
OLTSJIZ,X,O,X,O,O,O
OLTSJZI,X,O,X,O,O,O
OLTSZIJ,O,O,X,O,O,X
OLTSZJI,O,O,X,O,O,O
OLTZIJS,O,X,X,X,X,X
OLTZISJ,O,X,X,X,X,X
OLTZJIS,O,X,X,X,X,X
OLTZJSI,O,X,X,X,X,O
OLTZSIJ,O,X,X,X,X,X
OLTZSJI,O,X,X,X,X,O
OLITJSZ,X,X,X,O,O,X
OLITJZS,O,X,O,X,X,X
OLITSJZ,X,X,X,O,O,X
OLITSZJ,O,X,X,O,O,X
OLITZJS,O,X,X,X,X,X
OLITZSJ,O,X,X,X,X,X
OLIJTSZ,X,X,X,O,O,X
OLIJTZS,X,X,O,X,X,X
OLIJSTZ,X,X,X,X,O,X
OLIJSZT,X,X,X,O,O,X
OLIJZTS,X,X,O,X,X,X
OLIJZST,X,X,O,X,O,X
OLISTJZ,O,X,X,X,O,X
OLISTZJ,O,X,X,X,O,X
OLISJTZ,X,X,X,X,O,X
OLISJZT,X,X,X,O,O,X
OLISZTJ,O,X,X,X,O,X
OLISZJT,O,X,X,O,O,X
OLIZTJS,O,X,O,X,X,X
OLIZTSJ,O,X,X,X,X,X
OLIZJTS,O,X,O,X,X,X
OLIZJST,O,X,O,X,O,X
OLIZSTJ,O,X,X,X,O,X
OLIZSJT,O,X,O,X,O,X
OLJTISZ,X,X,X,O,O,O
OLJTIZS,X,X,O,X,X,X
OLJTSIZ,X,O,X,O,O,O
OLJTSZI,X,O,X,O,O,O
OLJTZIS,X,X,O,X,X,X
OLJTZSI,X,X,O,X,X,O
OLJITSZ,X,X,X,O,O,X
OLJITZS,X,X,O,X,X,X
OLJISTZ,X,X,X,X,O,X
OLJISZT,X,X,X,O,O,X
OLJIZTS,X,O,O,X,X,X
OLJIZST,X,O,O,X,O,X
OLJSTIZ,X,O,X,X,O,O
OLJSTZI,X,O,X,X,O,O
OLJSITZ,X,O,X,X,O,O
OLJSIZT,X,O,X,O,O,X
OLJSZTI,X,O,X,X,O,X
OLJSZIT,X,O,X,O,O,X
OLJZTIS,X,O,O,X,X,X
OLJZTSI,X,O,X,X,X,X
OLJZITS,X,O,O,X,X,X
OLJZIST,X,O,O,X,O,X
OLJZSTI,X,O,X,X,O,X
OLJZSIT,X,O,O,X,O,X
OLSTIJZ,O,X,X,X,O,O
OLSTIZJ,O,O,X,X,O,X
OLSTJIZ,O,O,X,X,O,O
OLSTJZI,O,O,X,X,O,O
OLSTZIJ,O,O,X,X,O,X
OLSTZJI,O,O,X,X,O,O
OLSITJZ,O,X,X,X,O,X
OLSITZJ,O,O,X,X,O,X
OLSIJTZ,X,X,X,X,O,X
OLSIJZT,X,X,X,O,O,X
OLSIZTJ,O,O,X,X,O,X
OLSIZJT,O,O,X,O,O,X
OLSJTIZ,X,O,X,X,O,O
OLSJTZI,X,O,X,X,O,O
OLSJITZ,X,O,X,X,O,O
OLSJIZT,X,O,X,O,O,X
OLSJZTI,X,O,X,X,O,X
OLSJZIT,X,O,X,O,O,X
OLSZTIJ,O,O,X,X,O,X
OLSZTJI,O,O,X,X,O,X
OLSZITJ,O,O,X,X,O,X
OLSZIJT,O,O,X,O,O,X
OLSZJTI,O,O,X,X,O,X
OLSZJIT,O,O,X,O,O,X
OLZTIJS,O,X,O,X,X,X
OLZTISJ,O,X,X,X,X,X
OLZTJIS,O,O,O,X,X,X
OLZTJSI,O,O,X,X,X,X
OLZTSIJ,O,O,X,X,X,X
OLZTSJI,O,O,X,X,X,X
OLZITJS,O,X,O,X,X,X
OLZITSJ,O,X,X,X,X,X
OLZIJTS,O,O,O,X,X,X
OLZIJST,O,O,O,X,O,X
OLZISTJ,O,O,X,X,O,X
OLZISJT,O,O,O,X,O,X
OLZJTIS,O,O,O,X,X,X
OLZJTSI,O,O,X,X,X,X
OLZJITS,O,O,O,X,X,X
OLZJIST,O,O,O,X,O,X
OLZJSTI,O,O,X,X,O,X
OLZJSIT,O,O,O,X,O,X
OLZSTIJ,O,O,X,X,O,X
OLZSTJI,O,O,X,X,O,X
OLZSITJ,O,O,X,X,O,X
OLZSIJT,O,O,O,X,O,X
OLZSJTI,O,O,X,X,O,X
OLZSJIT,O,O,O,X,O,X
OJTILSZ,X,X,X,O,O,O
OJTILZS,X,X,O,X,X,X
OJTISLZ,X,X,X,O,O,O
OJTISZL,X,X,X,O,O,O
OJTIZLS,X,O,O,X,X,X
OJTIZSL,X,O,O,O,X,X
OJTLISZ,X,X,X,O,O,O
OJTLIZS,X,X,O,X,X,X
OJTLSIZ,X,O,X,O,O,O
OJTLSZI,X,O,X,O,O,O
OJTLZIS,X,X,O,X,X,X
OJTLZSI,X,X,O,X,X,O
OJTSILZ,X,O,X,O,O,O
OJTSIZL,X,O,X,O,O,O
OJTSLIZ,X,O,X,O,O,O
OJTSLZI,X,O,X,O,O,O
OJTSZIL,X,O,X,O,O,O
OJTSZLI,X,O,X,O,X,O
OJTZILS,X,O,O,X,X,X
OJTZISL,X,O,O,O,X,X
OJTZLIS,X,O,O,X,X,X
OJTZLSI,X,O,O,X,X,O
OJTZSIL,X,O,O,O,X,O
OJTZSLI,X,O,O,O,X,O
OJITLSZ,X,X,X,O,O,X
OJITLZS,X,X,O,X,X,X
OJITSLZ,X,X,X,O,O,X
OJITSZL,X,X,X,O,O,X
OJITZLS,X,O,O,X,X,X
OJITZSL,X,O,O,O,X,X
OJILTSZ,X,X,X,O,O,X
OJILTZS,X,X,O,X,X,X
OJILSTZ,X,X,X,X,O,X
OJILSZT,X,X,X,O,O,X
OJILZTS,X,O,O,X,X,X
OJILZST,X,O,O,X,O,X
OJISTLZ,X,X,X,O,O,X
OJISTZL,X,X,X,O,O,X
OJISLTZ,X,X,X,X,O,X
OJISLZT,X,X,X,O,O,X
OJISZTL,X,X,X,O,O,X
OJISZLT,X,X,X,O,O,X
OJIZTLS,X,O,O,X,X,X
OJIZTSL,X,X,X,O,X,X
OJIZLTS,X,O,O,X,X,X
OJIZLST,X,O,O,X,O,X
OJIZSTL,X,X,X,O,O,X
OJIZSLT,X,O,O,O,O,X
OJLTISZ,X,X,X,O,O,O
OJLTIZS,X,X,O,X,X,X
OJLTSIZ,X,O,X,O,O,O
OJLTSZI,X,O,X,O,O,O
OJLTZIS,X,X,O,X,X,X
OJLTZSI,X,X,O,X,X,O
OJLITSZ,X,X,X,O,O,X
OJLITZS,X,X,O,X,X,X
OJLISTZ,X,X,X,X,O,X
OJLISZT,X,X,X,O,O,X
