sequence,v115@FhA8IeA8AeA8FeB8AeD8BeC8KeT/IvhFmgB5oBXlBF?nBCnBUrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8KeT/IvhFumBcnB5oBX?lBKrBlqB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Ke2EJvhFlhBcnB5oB3?lBClBTrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Ke/EJvhFalBzgBcnB5?oBFrBurB,v115@FhA8IeA8AeA8FeB8AeD8BeC8KezAJvhFCiB5oBmkBX?nBlkBUrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Kei/IvhF3gBTiB5oBW?qBlrBcrB
JZLTSOI,O,O,X,X,X,X
JZLTOIS,X,O,X,X,X,O
JZLTOSI,X,O,X,X,X,X
JZLITSO,O,O,O,X,X,O
JZLITOS,X,O,X,X,X,O
JZLISTO,O,O,O,X,O,X
JZLISOT,O,O,X,X,O,X
JZLIOTS,X,O,O,X,X,O
JZLIOST,X,O,O,X,O,X
JZLSTIO,O,O,O,X,O,X
JZLSTOI,O,O,X,X,O,X
JZLSITO,O,O,O,X,O,X
JZLSIOT,O,O,X,X,O,X
JZLSOTI,O,O,X,X,O,X
JZLSOIT,O,O,X,X,O,X
JZLOTIS,X,O,O,X,X,O
JZLOTSI,X,O,O,X,X,X
JZLOITS,X,O,O,X,X,O
JZLOIST,X,O,O,X,O,X
JZLOSTI,X,O,O,X,O,X
JZLOSIT,X,O,O,X,O,X
JZSTILO,O,X,O,O,O,X
JZSTIOL,O,X,O,O,O,X
JZSTLIO,O,X,O,O,O,X
JZSTLOI,O,X,X,O,O,X
JZSTOIL,O,X,O,O,O,X
JZSTOLI,O,X,X,O,O,X
JZSITLO,O,X,O,O,O,X
JZSITOL,O,X,O,O,O,X
JZSILTO,O,O,O,O,O,X
JZSILOT,O,O,X,X,O,X
JZSIOTL,O,X,O,X,O,X
JZSIOLT,O,O,O,X,O,X
JZSLTIO,O,O,O,O,O,X
JZSLTOI,O,O,X,O,O,X
JZSLITO,O,O,O,O,O,X
JZSLIOT,O,O,X,X,O,X
JZSLOTI,O,O,X,X,O,X
JZSLOIT,O,O,X,X,O,X
JZSOTIL,O,X,O,X,O,X
JZSOTLI,O,X,O,X,O,X
JZSOITL,O,X,O,X,O,X
JZSOILT,O,O,O,X,O,X
JZSOLTI,O,O,O,X,O,X
JZSOLIT,O,O,O,X,O,X
JZOTILS,X,O,O,X,X,O
JZOTISL,O,X,O,X,O,O
JZOTLIS,X,O,O,X,X,O
JZOTLSI,X,O,O,X,X,X
JZOTSIL,O,X,O,X,O,X
JZOTSLI,O,X,O,X,O,X
JZOITLS,X,O,O,X,X,O
JZOITSL,O,X,O,X,O,O
JZOILTS,X,O,O,X,X,O
JZOILST,X,O,O,X,O,X
JZOISTL,O,X,O,X,O,X
JZOISLT,O,O,O,X,O,X
JZOLTIS,X,O,O,X,X,O
JZOLTSI,X,O,O,X,X,X
JZOLITS,X,O,O,X,X,O
JZOLIST,X,O,O,X,O,X
JZOLSTI,X,O,O,X,O,X
JZOLSIT,X,O,O,X,O,X
JZOSTIL,O,X,O,X,O,X
JZOSTLI,O,X,O,X,O,X
JZOSITL,O,X,O,X,O,X
JZOSILT,O,O,O,X,O,X
JZOSLTI,O,O,O,X,O,X
JZOSLIT,O,O,O,X,O,X
JOTILSZ,X,X,X,X,X,O
JOTILZS,X,X,X,X,X,O
JOTISLZ,O,X,X,X,X,O
JOTISZL,O,X,O,X,X,O
JOTIZLS,X,X,O,X,X,O
JOTIZSL,X,X,O,X,X,O
JOTLISZ,X,X,X,X,X,O
JOTLIZS,X,X,X,X,X,O
JOTLSIZ,X,X,X,X,X,O
JOTLSZI,X,X,X,X,X,X
JOTLZIS,X,X,X,X,X,O
JOTLZSI,X,X,X,X,X,X
JOTSILZ,O,X,X,X,X,O
JOTSIZL,O,X,O,X,X,O
JOTSLIZ,O,X,X,X,X,O
JOTSLZI,X,X,X,X,X,X
JOTSZIL,O,X,O,X,X,X
JOTSZLI,X,X,O,X,X,X
JOTZILS,X,X,O,X,X,O
JOTZISL,X,X,O,X,X,O
JOTZLIS,X,X,O,X,X,O
JOTZLSI,X,X,O,X,X,X
JOTZSIL,X,X,O,X,X,X
JOTZSLI,X,X,O,X,X,X
JOITLSZ,X,X,X,X,X,O
JOITLZS,X,X,X,X,X,O
JOITSLZ,O,X,X,X,X,O
JOITSZL,O,X,O,X,X,O
JOITZLS,X,X,O,X,X,O
JOITZSL,X,X,O,X,X,O
JOILTSZ,X,X,X,X,X,O
JOILTZS,X,X,X,X,X,O
JOILSTZ,X,X,X,X,X,O
JOILSZT,X,O,O,X,X,X
JOILZTS,X,O,O,X,X,O
JOILZST,X,O,O,X,X,X
JOISTLZ,O,X,X,X,X,O
JOISTZL,O,X,O,X,X,O
JOISLTZ,O,X,X,X,X,O
JOISLZT,O,O,O,X,O,X
JOISZTL,O,X,O,X,O,X
JOISZLT,O,O,O,X,O,X
JOIZTLS,X,O,O,X,X,O
JOIZTSL,X,X,O,X,O,O
JOIZLTS,X,O,O,X,X,O
JOIZLST,X,O,O,X,O,X
JOIZSTL,X,X,O,X,O,X
JOIZSLT,X,O,O,X,O,X
JOLTISZ,X,X,X,X,X,O
JOLTIZS,X,X,X,X,X,O
JOLTSIZ,X,X,X,X,X,O
JOLTSZI,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,O
JOLTZSI,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,O
JOLITZS,X,X,X,X,X,O
JOLISTZ,X,X,X,X,X,O
JOLISZT,X,O,O,X,X,X
JOLIZTS,X,O,O,X,X,O
JOLIZST,X,O,O,X,X,X
JOLSTIZ,X,X,X,X,X,O
JOLSTZI,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,O
JOLSIZT,X,O,O,X,X,X
JOLSZTI,X,O,O,X,X,X
JOLSZIT,X,O,O,X,X,X
JOLZTIS,X,O,O,X,X,O
JOLZTSI,X,O,O,X,X,X
JOLZITS,X,O,O,X,X,O
JOLZIST,X,O,O,X,X,X
JOLZSTI,X,O,O,X,X,X
JOLZSIT,X,O,O,X,X,X
JOSTILZ,O,X,X,X,X,O
JOSTIZL,O,X,O,X,X,O
JOSTLIZ,O,X,X,X,X,O
JOSTLZI,X,X,X,X,X,X
JOSTZIL,O,X,O,X,X,X
JOSTZLI,O,X,O,X,X,X
JOSITLZ,O,X,X,X,X,O
JOSITZL,O,X,O,X,X,O
JOSILTZ,O,X,X,X,X,O
JOSILZT,O,O,O,X,O,X
JOSIZTL,O,X,O,X,O,X
JOSIZLT,O,O,O,X,O,X
JOSLTIZ,O,X,X,X,X,O
JOSLTZI,X,X,X,X,X,X
JOSLITZ,O,X,X,X,X,O
JOSLIZT,O,O,O,X,O,X
JOSLZTI,O,O,O,X,O,X
JOSLZIT,O,O,O,X,O,X
JOSZTIL,O,X,O,X,O,X
JOSZTLI,O,X,O,X,O,X
JOSZITL,O,X,O,X,O,X
JOSZILT,O,O,O,X,O,X
JOSZLTI,O,O,O,X,O,X
JOSZLIT,O,O,O,X,O,X
JOZTILS,X,O,O,X,X,O
JOZTISL,X,X,O,X,O,O
JOZTLIS,X,O,O,X,X,O
JOZTLSI,X,O,O,X,X,X
JOZTSIL,X,X,O,X,O,X
JOZTSLI,X,X,O,X,O,X
JOZITLS,X,O,O,X,X,O
JOZITSL,X,X,O,X,O,O
JOZILTS,X,O,O,X,X,O
JOZILST,X,O,O,X,O,X
JOZISTL,X,X,O,X,O,X
JOZISLT,X,O,O,X,O,X
JOZLTIS,X,O,O,X,X,O
JOZLTSI,X,O,O,X,X,X
JOZLITS,X,O,O,X,X,O
JOZLIST,X,O,O,X,O,X
JOZLSTI,X,O,O,X,O,X
JOZLSIT,X,O,O,X,O,X
JOZSTIL,X,X,O,X,O,X
JOZSTLI,X,X,O,X,O,X
JOZSITL,X,X,O,X,O,X
JOZSILT,X,O,O,X,O,X
JOZSLTI,X,O,O,X,O,X
JOZSLIT,X,O,O,X,O,X
STILJZO,X,X,X,O,O,O
STILJOZ,O,X,X,O,X,O
STILZJO,X,O,X,O,X,X
STILZOJ,X,O,X,O,X,X
STILOJZ,O,X,X,O,X,O
STILOZJ,X,O,X,O,X,X
STIJLZO,X,X,X,O,O,O
STIJLOZ,O,X,X,O,X,O
STIJZLO,O,X,O,O,O,O
STIJZOL,O,X,O,O,O,O
STIJOLZ,O,X,X,O,X,O
STIJOZL,O,X,X,O,X,O
STIZLJO,O,O,O,O,O,X
STIZLOJ,O,O,X,O,O,X
STIZJLO,O,X,O,O,O,X
STIZJOL,O,X,O,O,O,X
STIZOLJ,O,O,X,O,O,X
STIZOJL,O,X,O,O,O,X
STIOLJZ,O,X,X,O,X,O
STIOLZJ,X,O,X,O,X,X
STIOJLZ,O,X,X,O,X,O
STIOJZL,O,X,X,O,X,O
STIOZLJ,O,O,X,O,X,X
STIOZJL,O,X,X,O,X,X
STLIJZO,X,X,X,O,O,O
STLIJOZ,O,X,X,O,X,O
STLIZJO,X,O,X,O,X,X
STLIZOJ,X,O,X,O,X,X
STLIOJZ,O,X,X,O,X,O
STLIOZJ,X,O,X,O,X,X
STLJIZO,X,X,X,O,O,O
STLJIOZ,O,X,X,O,X,O
STLJZIO,X,X,X,O,O,X
STLJZOI,X,X,X,O,O,X
STLJOIZ,O,X,X,O,X,O
STLJOZI,X,X,X,O,X,X
STLZIJO,X,O,X,O,X,X
STLZIOJ,X,O,X,O,X,X
STLZJIO,X,O,X,O,X,X
STLZJOI,X,O,X,O,X,X
STLZOIJ,X,O,X,O,X,X
STLZOJI,X,O,X,O,X,X
STLOIJZ,O,X,X,O,X,O
STLOIZJ,X,O,X,O,X,X
STLOJIZ,O,X,X,O,X,O
STLOJZI,X,X,X,O,X,X
STLOZIJ,X,O,X,O,X,X
STLOZJI,X,O,X,O,X,X
STJILZO,X,X,X,O,O,O
STJILOZ,O,X,X,O,X,O
STJIZLO,O,X,O,O,O,O
STJIZOL,O,X,O,O,O,O
STJIOLZ,O,X,X,O,X,O
STJIOZL,O,X,X,O,X,O
STJLIZO,X,X,X,O,O,O
STJLIOZ,O,X,X,O,X,O
STJLZIO,X,X,X,O,O,X
STJLZOI,X,X,X,O,O,X
STJLOIZ,O,X,X,O,X,O
STJLOZI,X,X,X,O,X,X
STJZILO,O,X,O,O,O,X
STJZIOL,O,X,O,O,O,X
STJZLIO,O,X,O,O,O,X
STJZLOI,O,X,X,O,O,X
STJZOIL,O,X,O,O,O,X
STJZOLI,O,X,X,O,O,X
STJOILZ,O,X,X,O,X,O
STJOIZL,O,X,X,O,X,O
STJOLIZ,O,X,X,O,X,O
STJOLZI,X,X,X,O,X,X
STJOZIL,O,X,X,O,X,X
STJOZLI,O,X,X,O,X,X
STZILJO,O,O,O,O,O,X
STZILOJ,O,O,X,O,O,X
STZIJLO,O,X,O,O,O,X
STZIJOL,O,X,O,O,O,X
STZIOLJ,O,O,X,O,O,X
STZIOJL,O,X,O,O,O,X
STZLIJO,O,O,O,O,O,X
STZLIOJ,O,O,X,O,O,X
STZLJIO,O,O,O,O,O,X
STZLJOI,O,O,X,O,O,X
STZLOIJ,O,O,X,O,O,X
STZLOJI,O,O,X,O,O,X
STZJILO,O,X,O,O,O,X
STZJIOL,O,X,O,O,O,X
STZJLIO,O,X,O,O,O,X
STZJLOI,O,X,X,O,O,X
STZJOIL,O,X,O,O,O,X
STZJOLI,O,X,X,O,O,X
STZOILJ,O,O,X,O,O,X
STZOIJL,O,X,O,O,O,X
STZOLIJ,O,O,X,O,O,X
STZOLJI,O,O,X,O,O,X
STZOJIL,O,X,O,O,O,X
STZOJLI,O,X,X,O,O,X
STOILJZ,O,X,X,O,X,O
STOILZJ,X,O,X,O,X,X
STOIJLZ,O,X,X,O,X,O
STOIJZL,O,X,X,O,X,O
STOIZLJ,O,O,X,O,X,X
STOIZJL,O,X,X,O,X,X
STOLIJZ,O,X,X,O,X,O
STOLIZJ,X,O,X,O,X,X
STOLJIZ,O,X,X,O,X,O
STOLJZI,X,X,X,O,X,X
STOLZIJ,X,O,X,O,X,X
STOLZJI,X,O,X,O,X,X
STOJILZ,O,X,X,O,X,O
STOJIZL,O,X,X,O,X,O
STOJLIZ,O,X,X,O,X,O
STOJLZI,X,X,X,O,X,X
STOJZIL,O,X,X,O,X,X
STOJZLI,O,X,X,O,X,X
STOZILJ,O,O,X,O,X,X
STOZIJL,O,X,X,O,X,X
STOZLIJ,O,O,X,O,X,X
STOZLJI,O,O,X,O,X,X
STOZJIL,O,X,X,O,X,X
STOZJLI,O,X,X,O,X,X
SITLJZO,X,X,X,O,O,O
SITLJOZ,O,X,X,O,X,O
SITLZJO,X,O,X,O,X,X
SITLZOJ,X,O,X,O,X,X
SITLOJZ,O,X,X,O,X,O
SITLOZJ,X,O,X,O,X,X
SITJLZO,X,X,X,O,O,O
SITJLOZ,O,X,X,O,X,O
SITJZLO,O,X,O,O,O,O
SITJZOL,O,X,O,O,O,O
SITJOLZ,O,X,X,O,X,O
SITJOZL,O,X,X,O,X,O
SITZLJO,O,O,O,O,O,X
SITZLOJ,O,O,X,O,O,X
SITZJLO,O,X,O,O,O,X
SITZJOL,O,X,O,O,O,X
SITZOLJ,O,O,X,O,O,X
SITZOJL,O,X,O,O,O,X
SITOLJZ,O,X,X,O,X,O
SITOLZJ,X,O,X,O,X,X
SITOJLZ,O,X,X,O,X,O
SITOJZL,O,X,X,O,X,O
SITOZLJ,O,O,X,O,X,X
SITOZJL,O,X,X,O,X,X
SILTJZO,X,X,X,O,O,O
SILTJOZ,O,X,X,O,X,O
SILTZJO,X,O,X,O,X,X
SILTZOJ,X,O,X,O,X,X
SILTOJZ,O,X,X,O,X,O
SILTOZJ,X,O,X,O,X,X
SILJTZO,X,X,X,O,O,O
SILJTOZ,O,X,X,O,X,O
SILJZTO,O,O,O,O,O,X
SILJZOT,O,O,X,X,O,X
SILJOTZ,O,X,X,X,X,O
SILJOZT,O,O,X,X,O,X
SILZTJO,O,O,O,O,O,X
SILZTOJ,O,O,X,O,O,X
SILZJTO,O,O,O,O,O,X
SILZJOT,O,O,X,X,O,X
SILZOTJ,O,O,X,O,O,X
SILZOJT,O,O,X,X,O,X
SILOTJZ,O,X,X,O,X,O
SILOTZJ,X,O,X,O,X,X
SILOJTZ,O,X,X,X,X,O
SILOJZT,O,O,X,X,O,X
SILOZTJ,O,O,X,O,X,X
SILOZJT,O,O,X,X,X,X
SIJTLZO,X,X,X,O,O,O
SIJTLOZ,O,X,X,O,X,O
SIJTZLO,O,X,O,O,O,O
SIJTZOL,O,X,O,O,O,O
SIJTOLZ,O,X,X,O,X,O
SIJTOZL,O,X,X,O,X,O
SIJLTZO,X,X,X,O,O,O
SIJLTOZ,O,X,X,O,X,O
SIJLZTO,O,O,O,O,O,X
SIJLZOT,O,O,X,X,O,X
SIJLOTZ,O,X,X,X,X,O
SIJLOZT,O,O,X,X,O,X
SIJZTLO,O,X,O,O,O,X
SIJZTOL,O,X,O,O,O,X
SIJZLTO,O,O,O,O,O,X
SIJZLOT,O,O,X,X,O,X
SIJZOTL,O,X,O,X,O,X
SIJZOLT,O,O,O,X,O,X
SIJOTLZ,O,X,X,X,X,O
SIJOTZL,O,X,O,X,X,O
SIJOLTZ,O,X,X,X,X,O
SIJOLZT,O,O,O,X,O,X
SIJOZTL,O,X,O,X,O,X
SIJOZLT,O,O,O,X,O,X
SIZTLJO,O,O,O,O,O,X
SIZTLOJ,O,O,X,O,O,X
SIZTJLO,O,X,O,O,O,X
SIZTJOL,O,X,O,O,O,X
SIZTOLJ,O,O,X,O,O,X
SIZTOJL,O,X,O,O,O,X
SIZLTJO,O,O,O,O,O,X
SIZLTOJ,O,O,X,O,O,X
SIZLJTO,O,O,O,O,O,X
SIZLJOT,O,O,X,X,O,X
SIZLOTJ,O,O,X,O,O,X
SIZLOJT,O,O,X,X,O,X
SIZJTLO,O,X,O,O,O,X
SIZJTOL,O,X,O,O,O,X
SIZJLTO,O,O,O,O,O,X
SIZJLOT,O,O,X,X,O,X
SIZJOTL,O,X,O,X,O,X
SIZJOLT,O,O,O,X,O,X
SIZOTLJ,O,O,O,O,O,X
SIZOTJL,O,X,O,O,O,X
SIZOLTJ,O,O,O,O,O,X
SIZOLJT,O,O,O,X,O,X
SIZOJTL,O,X,O,X,O,X
SIZOJLT,O,O,O,X,O,X
SIOTLJZ,O,X,X,O,X,O
SIOTLZJ,X,O,X,O,X,X
SIOTJLZ,O,X,X,O,X,O
SIOTJZL,O,X,O,O,X,O
SIOTZLJ,O,O,O,O,X,X
SIOTZJL,O,X,O,O,X,X
SIOLTJZ,O,X,X,O,X,O
SIOLTZJ,X,O,X,O,X,X
SIOLJTZ,O,X,X,X,X,O
SIOLJZT,O,O,O,X,O,X
SIOLZTJ,O,O,O,O,X,X
SIOLZJT,O,O,O,X,X,X
SIOJTLZ,O,X,X,X,X,O
SIOJTZL,O,X,O,X,X,O
SIOJLTZ,O,X,X,X,X,O
SIOJLZT,O,O,O,X,O,X
SIOJZTL,O,X,O,X,O,X
SIOJZLT,O,O,O,X,O,X
SIOZTLJ,O,O,O,O,O,X
SIOZTJL,O,X,O,O,O,X
SIOZLTJ,O,O,O,O,O,X
SIOZLJT,O,O,O,X,O,X
SIOZJTL,O,X,O,X,O,X
SIOZJLT,O,O,O,X,O,X
SLTIJZO,X,X,X,O,O,O
SLTIJOZ,O,X,X,O,X,O
SLTIZJO,X,O,X,O,X,X
SLTIZOJ,X,O,X,O,X,X
SLTIOJZ,O,X,X,O,X,O
SLTIOZJ,X,O,X,O,X,X
SLTJIZO,X,X,X,O,O,O
SLTJIOZ,O,X,X,O,X,O
SLTJZIO,X,X,X,O,O,X
SLTJZOI,X,X,X,O,O,X
SLTJOIZ,O,X,X,O,X,O
SLTJOZI,X,X,X,O,X,X
SLTZIJO,X,O,X,O,X,X
SLTZIOJ,X,O,X,O,X,X
SLTZJIO,X,O,X,O,X,X
SLTZJOI,X,O,X,O,X,X
SLTZOIJ,X,O,X,O,X,X
SLTZOJI,X,O,X,O,X,X
SLTOIJZ,O,X,X,O,X,O
SLTOIZJ,X,O,X,O,X,X
SLTOJIZ,O,X,X,O,X,O
SLTOJZI,X,X,X,O,X,X
SLTOZIJ,X,O,X,O,X,X
SLTOZJI,X,O,X,O,X,X
SLITJZO,X,X,X,O,O,O
SLITJOZ,O,X,X,O,X,O
SLITZJO,X,O,X,O,X,X
SLITZOJ,X,O,X,O,X,X
SLITOJZ,O,X,X,O,X,O
SLITOZJ,X,O,X,O,X,X
SLIJTZO,X,X,X,O,O,O
SLIJTOZ,O,X,X,O,X,O
SLIJZTO,O,O,O,O,O,X
SLIJZOT,O,O,X,X,O,X
SLIJOTZ,O,X,X,X,X,O
SLIJOZT,O,O,X,X,O,X
SLIZTJO,O,O,O,O,O,X
SLIZTOJ,O,O,X,O,O,X
SLIZJTO,O,O,O,O,O,X
SLIZJOT,O,O,X,X,O,X
SLIZOTJ,O,O,X,O,O,X
SLIZOJT,O,O,X,X,O,X
SLIOTJZ,O,X,X,O,X,O
SLIOTZJ,X,O,X,O,X,X
SLIOJTZ,O,X,X,X,X,O
SLIOJZT,O,O,X,X,O,X
SLIOZTJ,O,O,X,O,X,X
SLIOZJT,O,O,X,X,X,X
SLJTIZO,X,X,X,O,O,O
SLJTIOZ,O,X,X,O,X,O
SLJTZIO,X,X,X,O,O,X
SLJTZOI,X,X,X,O,O,X
SLJTOIZ,O,X,X,O,X,O
SLJTOZI,X,X,X,O,X,X
SLJITZO,X,X,X,O,O,O
SLJITOZ,O,X,X,O,X,O
SLJIZTO,O,O,O,O,O,X
SLJIZOT,O,O,X,X,O,X
SLJIOTZ,O,X,X,X,X,O
SLJIOZT,O,O,X,X,O,X
SLJZTIO,O,O,O,O,O,X
SLJZTOI,O,O,X,O,O,X
SLJZITO,O,O,O,O,O,X
SLJZIOT,O,O,X,X,O,X
SLJZOTI,O,O,X,X,O,X
SLJZOIT,O,O,X,X,O,X
SLJOTIZ,O,X,X,X,X,O
SLJOTZI,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,O
SLJOIZT,O,O,X,X,O,X
SLJOZTI,O,O,X,X,O,X
SLJOZIT,O,O,X,X,O,X
SLZTIJO,O,O,O,O,O,X
SLZTIOJ,O,O,X,O,O,X
SLZTJIO,O,O,O,O,O,X
SLZTJOI,O,O,X,O,O,X
SLZTOIJ,O,O,X,O,O,X
SLZTOJI,O,O,X,O,O,X
SLZITJO,O,O,O,O,O,X
SLZITOJ,O,O,X,O,O,X
SLZIJTO,O,O,O,O,O,X
SLZIJOT,O,O,X,X,O,X
SLZIOTJ,O,O,X,O,O,X
SLZIOJT,O,O,X,X,O,X
SLZJTIO,O,O,O,O,O,X
SLZJTOI,O,O,X,O,O,X
SLZJITO,O,O,O,O,O,X
SLZJIOT,O,O,X,X,O,X
SLZJOTI,O,O,X,X,O,X
SLZJOIT,O,O,X,X,O,X
SLZOTIJ,O,O,X,O,O,X
SLZOTJI,O,O,X,O,O,X
SLZOITJ,O,O,X,O,O,X
SLZOIJT,O,O,X,X,O,X
SLZOJTI,O,O,X,X,O,X
SLZOJIT,O,O,X,X,O,X
SLOTIJZ,O,X,X,O,X,O
SLOTIZJ,X,O,X,O,X,X
SLOTJIZ,O,X,X,O,X,O
SLOTJZI,X,X,X,O,X,X
SLOTZIJ,X,O,X,O,X,X
SLOTZJI,X,O,X,O,X,X
SLOITJZ,O,X,X,O,X,O
SLOITZJ,X,O,X,O,X,X
SLOIJTZ,O,X,X,X,X,O
SLOIJZT,O,O,X,X,O,X
SLOIZTJ,O,O,X,O,X,X
SLOIZJT,O,O,X,X,X,X
SLOJTIZ,O,X,X,X,X,O
SLOJTZI,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,O
SLOJIZT,O,O,X,X,O,X
SLOJZTI,O,O,X,X,O,X
SLOJZIT,O,O,X,X,O,X
SLOZTIJ,O,O,X,O,X,X
SLOZTJI,O,O,X,O,X,X
SLOZITJ,O,O,X,O,X,X
SLOZIJT,O,O,X,X,X,X
SLOZJTI,O,O,X,X,X,X
SLOZJIT,O,O,X,X,X,X
SJTILZO,X,X,X,O,O,O
SJTILOZ,O,X,X,O,X,O
SJTIZLO,O,X,O,O,O,O
SJTIZOL,O,X,O,O,O,O
SJTIOLZ,O,X,X,O,X,O
SJTIOZL,O,X,X,O,X,O
SJTLIZO,X,X,X,O,O,O
SJTLIOZ,O,X,X,O,X,O
SJTLZIO,X,X,X,O,O,X
SJTLZOI,X,X,X,O,O,X
SJTLOIZ,O,X,X,O,X,O
SJTLOZI,X,X,X,O,X,X
SJTZILO,O,X,O,O,O,X
SJTZIOL,O,X,O,O,O,X
SJTZLIO,O,X,O,O,O,X
SJTZLOI,O,X,X,O,O,X
SJTZOIL,O,X,O,O,O,X
SJTZOLI,O,X,X,O,O,X
SJTOILZ,O,X,X,O,X,O
SJTOIZL,O,X,X,O,X,O
SJTOLIZ,O,X,X,O,X,O
SJTOLZI,X,X,X,O,X,X
SJTOZIL,O,X,X,O,X,X
SJTOZLI,O,X,X,O,X,X
SJITLZO,X,X,X,O,O,O
SJITLOZ,O,X,X,O,X,O
SJITZLO,O,X,O,O,O,O
SJITZOL,O,X,O,O,O,O
SJITOLZ,O,X,X,O,X,O
SJITOZL,O,X,X,O,X,O
SJILTZO,X,X,X,O,O,O
SJILTOZ,O,X,X,O,X,O
SJILZTO,O,O,O,O,O,X
SJILZOT,O,O,X,X,O,X
SJILOTZ,O,X,X,X,X,O
SJILOZT,O,O,X,X,O,X
SJIZTLO,O,X,O,O,O,X
SJIZTOL,O,X,O,O,O,X
SJIZLTO,O,O,O,O,O,X
SJIZLOT,O,O,X,X,O,X
SJIZOTL,O,X,O,X,O,X
SJIZOLT,O,O,O,X,O,X
SJIOTLZ,O,X,X,X,X,O
SJIOTZL,O,X,O,X,X,O
SJIOLTZ,O,X,X,X,X,O
SJIOLZT,O,O,O,X,O,X
SJIOZTL,O,X,O,X,O,X
SJIOZLT,O,O,O,X,O,X
SJLTIZO,X,X,X,O,O,O
SJLTIOZ,O,X,X,O,X,O
SJLTZIO,X,X,X,O,O,X
SJLTZOI,X,X,X,O,O,X
SJLTOIZ,O,X,X,O,X,O
SJLTOZI,X,X,X,O,X,X
SJLITZO,X,X,X,O,O,O
SJLITOZ,O,X,X,O,X,O
SJLIZTO,O,O,O,O,O,X
SJLIZOT,O,O,X,X,O,X
SJLIOTZ,O,X,X,X,X,O
SJLIOZT,O,O,X,X,O,X
SJLZTIO,O,O,O,O,O,X
SJLZTOI,O,O,X,O,O,X
SJLZITO,O,O,O,O,O,X
SJLZIOT,O,O,X,X,O,X
SJLZOTI,O,O,X,X,O,X
SJLZOIT,O,O,X,X,O,X
SJLOTIZ,O,X,X,X,X,O
SJLOTZI,X,X,X,X,X,X
SJLOITZ,O,X,X,X,X,O
SJLOIZT,O,O,X,X,O,X
SJLOZTI,O,O,X,X,O,X
SJLOZIT,O,O,X,X,O,X
SJZTILO,O,X,O,O,O,X
SJZTIOL,O,X,O,O,O,X
SJZTLIO,O,X,O,O,O,X
SJZTLOI,O,X,X,O,O,X
SJZTOIL,O,X,O,O,O,X
SJZTOLI,O,X,X,O,O,X
SJZITLO,O,X,O,O,O,X
SJZITOL,O,X,O,O,O,X
SJZILTO,O,O,O,O,O,X
SJZILOT,O,O,X,X,O,X
SJZIOTL,O,X,O,X,O,X
SJZIOLT,O,O,O,X,O,X
SJZLTIO,O,O,O,O,O,X
SJZLTOI,O,O,X,O,O,X
SJZLITO,O,O,O,O,O,X
SJZLIOT,O,O,X,X,O,X
SJZLOTI,O,O,X,X,O,X
SJZLOIT,O,O,X,X,O,X
SJZOTIL,O,X,O,X,O,X
SJZOTLI,O,X,O,X,O,X
SJZOITL,O,X,O,X,O,X
SJZOILT,O,O,O,X,O,X
SJZOLTI,O,O,O,X,O,X
SJZOLIT,O,O,O,X,O,X
SJOTILZ,O,X,X,X,X,O
SJOTIZL,O,X,O,X,X,O
SJOTLIZ,O,X,X,X,X,O
SJOTLZI,X,X,X,X,X,X
SJOTZIL,O,X,O,X,X,X
SJOTZLI,O,X,O,X,X,X
SJOITLZ,O,X,X,X,X,O
SJOITZL,O,X,O,X,X,O
SJOILTZ,O,X,X,X,X,O
SJOILZT,O,O,O,X,O,X
SJOIZTL,O,X,O,X,O,X
SJOIZLT,O,O,O,X,O,X
SJOLTIZ,O,X,X,X,X,O
SJOLTZI,X,X,X,X,X,X
SJOLITZ,O,X,X,X,X,O
SJOLIZT,O,O,O,X,O,X
SJOLZTI,O,O,O,X,O,X
SJOLZIT,O,O,O,X,O,X
SJOZTIL,O,X,O,X,O,X
SJOZTLI,O,X,O,X,O,X
SJOZITL,O,X,O,X,O,X
SJOZILT,O,O,O,X,O,X
SJOZLTI,O,O,O,X,O,X
SJOZLIT,O,O,O,X,O,X
SZTILJO,O,O,O,O,O,X
SZTILOJ,O,O,X,O,O,X
SZTIJLO,O,X,O,O,O,X
SZTIJOL,O,X,O,O,O,X
SZTIOLJ,O,O,X,O,O,X
SZTIOJL,O,X,O,O,O,X
SZTLIJO,O,O,O,O,O,X
SZTLIOJ,O,O,X,O,O,X
SZTLJIO,O,O,O,O,O,X
SZTLJOI,O,O,X,O,O,X
SZTLOIJ,O,O,X,O,O,X
SZTLOJI,O,O,X,O,O,X
SZTJILO,O,X,O,O,O,X
SZTJIOL,O,X,O,O,O,X
SZTJLIO,O,X,O,O,O,X
SZTJLOI,O,X,X,O,O,X
SZTJOIL,O,X,O,O,O,X
SZTJOLI,O,X,X,O,O,X
SZTOILJ,O,O,X,O,O,X
SZTOIJL,O,X,O,O,O,X
SZTOLIJ,O,O,X,O,O,X
