sequence,v115@HhB8HeD8FeE8DeA8Jem/IvhFChBxiB/rBToB0sBFsB,v115@HhB8HeD8FeE8DeA8Jex/IvhFylBTjBWtBlrBfsB0sB,v115@HhB8HeD8FeE8DeA8Jex/IvhFylBTjBGnBFnB0rBXtB,v115@HhB8HeD8FeE8DeA8Jem/IvhFzgBCiBXjBctBxrBVxB,v115@HhB8HeD8FeE8DeA8Jem/IvhFzgBRiB1rBCtBctBXsB,v115@HhB8HeD8FeE8DeA8Jem/IvhFfmB0hBxiBzrBFtBCtB
IOLTSJZ,X,X,X,X,O,X
IOLTSZJ,X,X,X,X,O,X
IOLTZJS,X,X,X,X,O,X
IOLTZSJ,X,X,X,X,O,X
IOLJTSZ,O,O,X,X,O,X
IOLJTZS,O,O,X,X,O,X
IOLJSTZ,O,O,X,X,X,X
IOLJSZT,O,X,X,X,X,X
IOLJZTS,O,O,X,O,X,X
IOLJZST,O,X,X,O,X,X
IOLSTJZ,O,X,O,X,X,X
IOLSTZJ,X,X,O,X,X,X
IOLSJTZ,O,X,O,X,X,X
IOLSJZT,O,X,O,X,X,X
IOLSZTJ,O,X,O,X,X,X
IOLSZJT,O,X,O,X,X,X
IOLZTJS,O,X,X,O,X,X
IOLZTSJ,X,X,X,O,X,X
IOLZJTS,O,X,X,O,X,X
IOLZJST,O,X,O,O,X,X
IOLZSTJ,O,X,O,O,X,X
IOLZSJT,O,X,O,O,X,X
IOJTLSZ,O,O,X,X,O,X
IOJTLZS,O,O,X,X,O,X
IOJTSLZ,O,O,X,X,X,O
IOJTSZL,X,O,X,X,X,O
IOJTZLS,O,O,X,O,X,X
IOJTZSL,O,O,X,O,X,X
IOJLTSZ,O,O,X,X,O,X
IOJLTZS,O,O,X,X,O,X
IOJLSTZ,O,O,X,X,X,X
IOJLSZT,O,X,X,X,X,X
IOJLZTS,O,O,X,O,X,X
IOJLZST,O,X,X,O,X,X
IOJSTLZ,O,O,X,X,X,O
IOJSTZL,X,O,X,X,X,O
IOJSLTZ,O,O,X,X,X,X
IOJSLZT,O,X,X,X,X,X
IOJSZTL,O,X,X,O,X,O
IOJSZLT,O,X,X,O,X,O
IOJZTLS,O,O,X,O,X,X
IOJZTSL,O,O,X,O,X,X
IOJZLTS,O,O,X,O,X,X
IOJZLST,O,X,X,O,X,X
IOJZSTL,O,X,X,O,X,X
IOJZSLT,O,X,X,O,X,X
IOSTLJZ,O,X,O,X,X,O
IOSTLZJ,X,X,O,X,X,O
IOSTJLZ,O,X,O,X,X,O
IOSTJZL,X,X,X,X,X,O
IOSTZLJ,X,X,O,X,X,O
IOSTZJL,X,X,O,X,X,O
IOSLTJZ,O,X,O,X,X,X
IOSLTZJ,X,X,O,X,X,X
IOSLJTZ,O,X,O,X,X,X
IOSLJZT,O,X,O,X,X,X
IOSLZTJ,O,X,O,X,X,X
IOSLZJT,O,X,O,X,X,X
IOSJTLZ,O,X,O,X,X,O
IOSJTZL,X,X,X,X,X,O
IOSJLTZ,O,X,O,X,X,X
IOSJLZT,O,X,O,X,X,X
IOSJZTL,O,X,O,O,X,O
IOSJZLT,O,X,O,O,X,O
IOSZTLJ,O,X,O,O,X,O
IOSZTJL,O,X,O,O,X,O
IOSZLTJ,O,X,O,O,X,X
IOSZLJT,O,X,O,O,X,O
IOSZJTL,O,X,O,O,X,O
IOSZJLT,O,X,O,O,X,O
IOZTLJS,O,X,X,O,X,X
IOZTLSJ,X,X,X,O,X,X
IOZTJLS,O,X,X,O,X,X
IOZTJSL,O,X,X,O,X,X
IOZTSLJ,O,X,X,O,X,X
IOZTSJL,O,X,X,O,X,X
IOZLTJS,O,X,X,O,X,X
IOZLTSJ,X,X,X,O,X,X
IOZLJTS,O,X,X,O,X,X
IOZLJST,O,X,O,O,X,X
IOZLSTJ,O,X,O,O,X,X
IOZLSJT,O,X,O,O,X,X
IOZJTLS,O,X,X,O,X,X
IOZJTSL,O,X,X,O,X,X
IOZJLTS,O,X,X,O,X,X
IOZJLST,O,X,O,O,X,X
IOZJSTL,O,X,O,O,X,X
IOZJSLT,O,X,O,O,X,X
IOZSTLJ,O,X,O,O,X,X
IOZSTJL,O,X,O,O,X,X
IOZSLTJ,O,X,O,O,X,X
IOZSLJT,O,X,O,O,X,X
IOZSJTL,O,X,O,O,X,X
IOZSJLT,O,X,O,O,X,X
LTIJSZO,X,O,X,X,O,X
LTIJSOZ,X,O,X,X,O,X
LTIJZSO,X,O,X,X,O,X
LTIJZOS,X,O,X,X,O,X
LTIJOSZ,X,O,X,X,O,X
LTIJOZS,X,O,X,X,O,X
LTISJZO,X,O,X,X,O,X
LTISJOZ,X,O,O,X,O,X
LTISZJO,X,X,O,X,O,X
LTISZOJ,X,X,O,X,O,X
LTISOJZ,X,X,O,X,O,X
LTISOZJ,X,X,O,X,O,X
LTIZJSO,X,O,O,X,O,X
LTIZJOS,X,O,X,X,O,X
LTIZSJO,X,X,O,X,O,X
LTIZSOJ,X,X,O,X,O,X
LTIZOJS,X,X,X,X,O,X
LTIZOSJ,X,X,X,X,O,X
LTIOJSZ,X,O,X,X,O,X
LTIOJZS,X,O,X,X,O,X
LTIOSJZ,X,X,X,X,O,X
LTIOSZJ,X,X,X,X,O,X
LTIOZJS,X,X,X,X,O,X
LTIOZSJ,X,X,X,X,O,X
LTJISZO,X,O,X,X,O,X
LTJISOZ,X,O,X,X,O,X
LTJIZSO,X,O,X,X,O,X
LTJIZOS,X,O,X,X,O,X
LTJIOSZ,X,O,X,X,O,X
LTJIOZS,X,O,X,X,O,X
LTJSIZO,X,O,X,X,O,X
LTJSIOZ,X,O,X,X,O,X
LTJSZIO,X,O,X,X,O,X
LTJSZOI,O,O,X,X,O,X
LTJSOIZ,O,O,X,X,O,O
LTJSOZI,O,O,X,X,O,O
LTJZISO,X,O,X,X,O,X
LTJZIOS,X,O,X,X,O,X
LTJZSIO,X,O,X,X,O,X
LTJZSOI,X,O,X,X,O,X
LTJZOIS,O,O,X,X,O,X
LTJZOSI,X,O,X,X,O,X
LTJOISZ,O,O,X,X,O,X
LTJOIZS,O,O,X,X,O,X
LTJOSIZ,O,O,X,X,O,O
LTJOSZI,O,O,X,X,O,O
LTJOZIS,O,O,X,X,O,X
LTJOZSI,X,O,X,X,O,X
LTSIJZO,X,O,X,X,O,X
LTSIJOZ,X,O,O,X,O,X
LTSIZJO,X,X,O,X,O,X
LTSIZOJ,X,X,O,X,O,X
LTSIOJZ,X,X,O,X,O,X
LTSIOZJ,X,X,O,X,O,X
LTSJIZO,X,O,X,X,O,X
LTSJIOZ,X,O,O,X,O,X
LTSJZIO,X,O,X,X,O,X
LTSJZOI,O,O,X,X,O,X
LTSJOIZ,O,O,O,X,O,O
LTSJOZI,O,O,O,X,O,O
LTSZIJO,X,X,O,X,O,X
LTSZIOJ,X,X,O,X,O,X
LTSZJIO,X,X,O,X,O,X
LTSZJOI,O,X,O,X,O,X
LTSZOIJ,O,X,O,X,O,X
LTSZOJI,O,X,O,X,O,X
LTSOIJZ,O,X,O,X,O,O
LTSOIZJ,X,X,O,X,O,O
LTSOJIZ,O,X,O,X,O,O
LTSOJZI,O,X,O,X,O,O
LTSOZIJ,O,X,O,X,O,O
LTSOZJI,O,X,O,X,O,O
LTZIJSO,X,O,O,X,O,X
LTZIJOS,X,O,X,X,O,X
LTZISJO,X,X,O,X,O,X
LTZISOJ,X,X,O,X,O,X
LTZIOJS,X,X,X,X,O,X
LTZIOSJ,X,X,X,X,O,X
LTZJISO,X,O,O,X,O,X
LTZJIOS,X,O,X,X,O,X
LTZJSIO,X,O,O,X,O,X
LTZJSOI,X,O,O,X,O,X
LTZJOIS,O,O,X,X,O,X
LTZJOSI,X,O,X,X,O,X
LTZSIJO,X,X,O,X,O,X
LTZSIOJ,X,X,O,X,O,X
LTZSJIO,X,X,O,X,O,X
LTZSJOI,X,X,O,X,O,X
LTZSOIJ,X,X,O,X,O,X
LTZSOJI,X,X,O,X,O,X
LTZOIJS,O,X,X,X,O,X
LTZOISJ,X,X,X,X,O,X
LTZOJIS,O,X,X,X,O,X
LTZOJSI,X,X,X,X,O,X
LTZOSIJ,X,X,X,X,O,X
LTZOSJI,X,X,X,X,O,X
LTOIJSZ,O,O,X,X,O,X
LTOIJZS,O,O,X,X,O,X
LTOISJZ,X,X,X,X,O,X
LTOISZJ,X,X,X,X,O,X
LTOIZJS,X,X,X,X,O,X
LTOIZSJ,X,X,X,X,O,X
LTOJISZ,O,O,X,X,O,X
LTOJIZS,O,O,X,X,O,X
LTOJSIZ,O,O,X,X,O,O
LTOJSZI,O,O,X,X,O,O
LTOJZIS,O,O,X,X,O,X
LTOJZSI,X,O,X,X,O,X
LTOSIJZ,O,X,X,X,O,O
LTOSIZJ,X,X,X,X,O,O
LTOSJIZ,O,X,X,X,O,O
LTOSJZI,O,X,X,X,O,O
LTOSZIJ,O,X,X,X,O,O
LTOSZJI,O,X,X,X,O,O
LTOZIJS,O,X,X,X,O,X
LTOZISJ,X,X,X,X,O,X
LTOZJIS,O,X,X,X,O,X
LTOZJSI,X,X,X,X,O,X
LTOZSIJ,X,X,X,X,O,X
LTOZSJI,X,X,X,X,O,X
LITJSZO,X,O,X,X,O,X
LITJSOZ,X,O,X,X,O,X
LITJZSO,X,O,X,X,O,X
LITJZOS,X,O,X,X,O,X
LITJOSZ,X,O,X,X,O,X
LITJOZS,X,O,X,X,O,X
LITSJZO,X,O,X,X,O,X
LITSJOZ,X,O,O,X,O,X
LITSZJO,X,X,O,X,O,X
LITSZOJ,X,X,O,X,O,X
LITSOJZ,X,X,O,X,O,X
LITSOZJ,X,X,O,X,O,X
LITZJSO,X,O,O,X,O,X
LITZJOS,X,O,X,X,O,X
LITZSJO,X,X,O,X,O,X
LITZSOJ,X,X,O,X,O,X
LITZOJS,X,X,X,X,O,X
LITZOSJ,X,X,X,X,O,X
LITOJSZ,X,O,X,X,O,X
LITOJZS,X,O,X,X,O,X
LITOSJZ,X,X,X,X,O,X
LITOSZJ,X,X,X,X,O,X
LITOZJS,X,X,X,X,O,X
LITOZSJ,X,X,X,X,O,X
LIJTSZO,X,O,X,X,O,X
LIJTSOZ,X,O,X,X,O,X
LIJTZSO,X,O,X,X,O,X
LIJTZOS,X,O,X,X,O,X
LIJTOSZ,X,O,X,X,O,X
LIJTOZS,X,O,X,X,O,X
LIJSTZO,X,O,X,X,X,X
LIJSTOZ,X,O,O,X,X,X
LIJSZTO,X,X,O,X,X,X
LIJSZOT,O,X,O,X,X,X
LIJSOTZ,O,O,O,X,X,X
LIJSOZT,O,X,O,X,X,X
LIJZTSO,X,O,O,O,X,X
LIJZTOS,X,O,X,O,X,X
LIJZSTO,X,X,O,X,X,X
LIJZSOT,X,X,O,O,X,X
LIJZOTS,O,O,X,O,X,X
LIJZOST,O,X,O,O,X,X
LIJOTSZ,O,O,X,X,O,X
LIJOTZS,O,O,X,X,O,X
LIJOSTZ,O,O,X,X,X,X
LIJOSZT,O,X,X,X,X,X
LIJOZTS,O,O,X,O,X,X
LIJOZST,O,X,X,O,X,X
LISTJZO,X,O,X,X,X,X
LISTJOZ,X,O,O,X,X,X
LISTZJO,X,X,O,X,X,X
LISTZOJ,X,X,O,X,X,X
LISTOJZ,X,X,O,X,X,X
LISTOZJ,X,X,O,X,X,X
LISJTZO,X,O,X,X,X,X
LISJTOZ,X,O,O,X,X,X
LISJZTO,X,X,O,X,X,X
LISJZOT,O,X,O,X,X,X
LISJOTZ,O,O,O,X,X,X
LISJOZT,O,X,O,X,X,X
LISZTJO,X,X,O,X,X,X
LISZTOJ,X,X,O,X,X,X
LISZJTO,X,X,O,X,X,X
LISZJOT,O,X,O,X,X,X
LISZOTJ,O,X,O,X,X,X
LISZOJT,O,X,O,X,X,X
LISOTJZ,O,X,O,X,X,X
LISOTZJ,X,X,O,X,X,X
LISOJTZ,O,X,O,X,X,X
LISOJZT,O,X,O,X,X,X
LISOZTJ,O,X,O,X,X,X
LISOZJT,O,X,O,X,X,X
LIZTJSO,X,O,O,O,X,X
LIZTJOS,X,O,X,O,X,X
LIZTSJO,X,X,O,O,X,X
LIZTSOJ,X,X,O,O,X,X
LIZTOJS,X,X,X,O,X,X
LIZTOSJ,X,X,X,O,X,X
LIZJTSO,X,O,O,O,X,X
LIZJTOS,X,O,X,O,X,X
LIZJSTO,X,X,O,X,X,X
LIZJSOT,X,X,O,O,X,X
LIZJOTS,O,O,X,O,X,X
LIZJOST,O,X,O,O,X,X
LIZSTJO,X,X,O,X,X,X
LIZSTOJ,X,X,O,X,X,X
LIZSJTO,X,X,O,X,X,X
LIZSJOT,X,X,O,O,X,X
LIZSOTJ,X,X,O,O,X,X
LIZSOJT,X,X,O,O,X,X
LIZOTJS,O,X,X,O,X,X
LIZOTSJ,X,X,X,O,X,X
LIZOJTS,O,X,X,O,X,X
LIZOJST,O,X,O,O,X,X
LIZOSTJ,X,X,O,O,X,X
LIZOSJT,O,X,O,O,X,X
LIOTJSZ,O,O,X,X,O,X
LIOTJZS,O,O,X,X,O,X
LIOTSJZ,X,X,X,X,O,X
LIOTSZJ,X,X,X,X,O,X
LIOTZJS,X,X,X,X,O,X
LIOTZSJ,X,X,X,X,O,X
LIOJTSZ,O,O,X,X,O,X
LIOJTZS,O,O,X,X,O,X
LIOJSTZ,O,O,X,X,X,X
LIOJSZT,O,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X
LIOJZST,O,X,X,O,X,X
LIOSTJZ,O,X,O,X,X,X
LIOSTZJ,X,X,O,X,X,X
LIOSJTZ,O,X,O,X,X,X
LIOSJZT,O,X,O,X,X,X
LIOSZTJ,O,X,O,X,X,X
LIOSZJT,O,X,O,X,X,X
LIOZTJS,O,X,X,O,X,X
LIOZTSJ,X,X,X,O,X,X
LIOZJTS,O,X,X,O,X,X
LIOZJST,O,X,O,O,X,X
LIOZSTJ,X,X,O,O,X,X
LIOZSJT,O,X,O,O,X,X
LJTISZO,X,O,X,X,O,X
LJTISOZ,X,O,X,X,O,X
LJTIZSO,X,O,X,X,O,X
LJTIZOS,X,O,X,X,O,X
LJTIOSZ,X,O,X,X,O,X
LJTIOZS,X,O,X,X,O,X
LJTSIZO,X,O,X,X,O,X
LJTSIOZ,X,O,X,X,O,X
LJTSZIO,X,O,X,X,O,X
LJTSZOI,O,O,X,X,O,X
LJTSOIZ,O,O,X,X,O,O
LJTSOZI,O,O,X,X,O,O
LJTZISO,X,O,X,X,O,X
LJTZIOS,X,O,X,X,O,X
LJTZSIO,X,O,X,X,O,X
LJTZSOI,X,O,X,X,O,X
LJTZOIS,O,O,X,X,O,X
LJTZOSI,X,O,X,X,O,X
LJTOISZ,O,O,X,X,O,X
LJTOIZS,O,O,X,X,O,X
LJTOSIZ,O,O,X,X,O,O
LJTOSZI,O,O,X,X,O,O
LJTOZIS,O,O,X,X,O,X
LJTOZSI,X,O,X,X,O,X
LJITSZO,X,O,X,X,O,X
LJITSOZ,X,O,X,X,O,X
LJITZSO,X,O,X,X,O,X
LJITZOS,X,O,X,X,O,X
LJITOSZ,X,O,X,X,O,X
LJITOZS,X,O,X,X,O,X
LJISTZO,X,O,X,X,X,X
LJISTOZ,X,O,O,X,X,X
LJISZTO,X,X,O,X,X,X
LJISZOT,O,X,O,X,X,X
LJISOTZ,O,O,O,X,X,X
LJISOZT,O,X,O,X,X,X
LJIZTSO,X,O,O,O,X,X
LJIZTOS,X,O,X,O,X,X
LJIZSTO,X,X,O,X,X,X
LJIZSOT,X,X,O,O,X,X
LJIZOTS,O,O,X,O,X,X
LJIZOST,O,X,O,O,X,X
LJIOTSZ,O,O,X,X,O,X
LJIOTZS,O,O,X,X,O,X
LJIOSTZ,O,O,X,X,X,X
LJIOSZT,O,X,X,X,X,X
LJIOZTS,O,O,X,O,X,X
LJIOZST,O,X,X,O,X,X
LJSTIZO,X,O,X,X,O,X
LJSTIOZ,X,O,O,X,O,X
LJSTZIO,X,O,X,X,O,X
LJSTZOI,O,O,X,X,O,X
LJSTOIZ,O,O,O,X,O,O
LJSTOZI,O,O,O,X,O,O
LJSITZO,X,O,X,X,X,X
LJSITOZ,X,O,O,X,X,X
LJSIZTO,X,X,O,X,X,X
LJSIZOT,O,X,O,X,X,X
LJSIOTZ,O,O,O,X,X,X
LJSIOZT,O,X,O,X,X,X
LJSZTIO,X,X,O,X,X,X
LJSZTOI,O,X,O,X,X,X
LJSZITO,X,X,O,X,X,X
LJSZIOT,O,X,O,X,X,O
LJSZOTI,O,X,O,X,X,O
LJSZOIT,O,X,O,X,X,O
LJSOTIZ,O,O,O,X,O,O
LJSOTZI,O,O,O,X,O,O
LJSOITZ,O,O,O,X,X,X
LJSOIZT,O,X,O,X,X,X
LJSOZTI,O,X,O,X,X,O
LJSOZIT,O,X,O,X,X,O
LJZTISO,X,O,O,X,O,X
LJZTIOS,X,O,X,X,O,X
LJZTSIO,X,O,O,X,O,X
LJZTSOI,X,O,O,X,O,X
LJZTOIS,O,O,X,X,O,X
LJZTOSI,X,O,X,X,O,X
LJZITSO,X,O,O,O,X,X
LJZITOS,X,O,X,O,X,X
LJZISTO,X,X,O,X,X,X
LJZISOT,X,X,O,O,X,X
LJZIOTS,O,O,X,O,X,X
LJZIOST,O,X,O,O,X,X
LJZSTIO,X,X,O,X,X,X
LJZSTOI,O,X,O,X,X,X
LJZSITO,X,X,O,X,X,X
LJZSIOT,O,X,O,O,X,X
LJZSOTI,O,X,O,X,X,X
LJZSOIT,O,X,O,O,X,X
LJZOTIS,O,O,X,X,O,X
LJZOTSI,X,O,X,X,O,X
LJZOITS,O,O,X,O,X,X
LJZOIST,O,X,O,O,X,X
LJZOSTI,O,X,O,X,X,X
LJZOSIT,O,X,O,O,X,X
LJOTISZ,O,O,X,X,O,X
LJOTIZS,O,O,X,X,O,X
LJOTSIZ,O,O,X,X,O,O
LJOTSZI,O,O,X,X,O,O
LJOTZIS,O,O,X,X,O,X
LJOTZSI,X,O,X,X,O,X
LJOITSZ,O,O,X,X,O,X
LJOITZS,O,O,X,X,O,X
LJOISTZ,O,O,X,X,X,X
LJOISZT,O,X,X,X,X,X
LJOIZTS,O,O,X,O,X,X
LJOIZST,O,X,X,O,X,X
LJOSTIZ,O,O,X,X,O,O
LJOSTZI,O,O,X,X,O,O
LJOSITZ,O,O,X,X,X,X
LJOSIZT,O,X,X,X,X,X
LJOSZTI,O,X,X,X,X,O
LJOSZIT,O,X,X,X,X,O
LJOZTIS,O,O,X,X,O,X
LJOZTSI,X,O,X,X,O,X
LJOZITS,O,O,X,O,X,X
LJOZIST,O,X,X,O,X,X
LJOZSTI,O,X,X,X,X,X
LJOZSIT,O,X,X,O,X,X
LSTIJZO,X,O,X,X,O,X
LSTIJOZ,X,O,O,X,O,X
LSTIZJO,X,X,O,X,O,X
LSTIZOJ,X,X,O,X,O,X
LSTIOJZ,X,X,O,X,O,X
LSTIOZJ,X,X,O,X,O,X
LSTJIZO,X,O,X,X,O,X
LSTJIOZ,X,O,O,X,O,X
LSTJZIO,X,O,X,X,O,X
LSTJZOI,O,O,X,X,O,X
LSTJOIZ,O,O,O,X,O,O
LSTJOZI,O,O,O,X,O,O
LSTZIJO,X,X,O,X,O,X
LSTZIOJ,X,X,O,X,O,X
LSTZJIO,X,X,O,X,O,X
LSTZJOI,O,X,O,X,O,X
LSTZOIJ,O,X,O,X,O,X
LSTZOJI,O,X,O,X,O,X
LSTOIJZ,O,X,O,X,O,O
LSTOIZJ,X,X,O,X,O,O
LSTOJIZ,O,X,O,X,O,O
LSTOJZI,O,X,O,X,O,O
LSTOZIJ,O,X,O,X,O,O
LSTOZJI,O,X,O,X,O,O
LSITJZO,X,O,X,X,X,X
LSITJOZ,X,O,O,X,X,X
LSITZJO,X,X,O,X,X,X
LSITZOJ,X,X,O,X,X,X
LSITOJZ,X,X,O,X,X,X
LSITOZJ,X,X,O,X,X,X
LSIJTZO,X,O,X,X,X,X
LSIJTOZ,X,O,O,X,X,X
LSIJZTO,X,X,O,X,X,X
LSIJZOT,O,X,O,X,X,X
LSIJOTZ,O,O,O,X,X,X
LSIJOZT,O,X,O,X,X,X
LSIZTJO,X,X,O,X,X,X
LSIZTOJ,X,X,O,X,X,X
LSIZJTO,X,X,O,X,X,X
LSIZJOT,O,X,O,X,X,X
LSIZOTJ,O,X,O,X,X,X
LSIZOJT,O,X,O,X,X,X
LSIOTJZ,O,X,O,X,X,X
LSIOTZJ,X,X,O,X,X,X
LSIOJTZ,O,X,O,X,X,X
LSIOJZT,O,X,O,X,X,X
LSIOZTJ,O,X,O,X,X,X
LSIOZJT,O,X,O,X,X,X
LSJTIZO,X,O,X,X,O,X
LSJTIOZ,X,O,O,X,O,X
LSJTZIO,X,O,X,X,O,X
LSJTZOI,O,O,X,X,O,X
LSJTOIZ,O,O,O,X,O,O
LSJTOZI,O,O,O,X,O,O
LSJITZO,X,O,X,X,X,X
LSJITOZ,X,O,O,X,X,X
LSJIZTO,X,X,O,X,X,X
LSJIZOT,O,X,O,X,X,X
LSJIOTZ,O,O,O,X,X,X
LSJIOZT,O,X,O,X,X,X
LSJZTIO,X,X,O,X,X,X
LSJZTOI,O,X,O,X,X,X
LSJZITO,X,X,O,X,X,X
LSJZIOT,O,X,O,X,X,O
LSJZOTI,O,X,O,X,X,O
LSJZOIT,O,X,O,X,X,O
LSJOTIZ,O,O,O,X,O,O
LSJOTZI,O,O,O,X,O,O
LSJOITZ,O,O,O,X,X,X
LSJOIZT,O,X,O,X,X,X
LSJOZTI,O,X,O,X,X,O
LSJOZIT,O,X,O,X,X,O
LSZTIJO,X,X,O,X,X,X
LSZTIOJ,X,X,O,X,X,X
LSZTJIO,X,X,O,X,X,X
LSZTJOI,O,X,O,X,X,X
LSZTOIJ,O,X,O,X,X,X
LSZTOJI,O,X,O,X,X,X
LSZITJO,X,X,O,X,X,X
LSZITOJ,X,X,O,X,X,X
LSZIJTO,X,X,O,X,X,X
LSZIJOT,O,X,O,X,X,O
LSZIOTJ,O,X,O,X,X,X
LSZIOJT,O,X,O,X,X,X
LSZJTIO,X,X,O,X,X,X
LSZJTOI,O,X,O,X,X,X
LSZJITO,X,X,O,X,X,X
LSZJIOT,O,X,O,X,X,O
LSZJOTI,O,X,O,X,X,O
LSZJOIT,O,X,O,X,X,O
LSZOTIJ,O,X,O,X,X,O
LSZOTJI,O,X,O,X,X,O
LSZOITJ,O,X,O,X,X,X
LSZOIJT,O,X,O,X,X,O
LSZOJTI,O,X,O,X,X,O
LSZOJIT,O,X,O,X,X,O
LSOTIJZ,O,X,O,X,O,O
LSOTIZJ,X,X,O,X,O,O
LSOTJIZ,O,X,O,X,O,O
LSOTJZI,O,X,O,X,O,O
LSOTZIJ,O,X,O,X,O,O
LSOTZJI,O,X,O,X,O,O
LSOITJZ,O,X,O,X,X,X
LSOITZJ,X,X,O,X,X,X
LSOIJTZ,O,X,O,X,X,X
LSOIJZT,O,X,O,X,X,X
LSOIZTJ,O,X,O,X,X,X
LSOIZJT,O,X,O,X,X,X
LSOJTIZ,O,X,O,X,O,O
LSOJTZI,O,X,O,X,O,O
LSOJITZ,O,X,O,X,X,X
LSOJIZT,O,X,O,X,X,X
LSOJZTI,O,X,O,X,X,O
LSOJZIT,O,X,O,X,X,O
LSOZTIJ,O,X,O,X,X,O
LSOZTJI,O,X,O,X,X,O
LSOZITJ,O,X,O,X,X,X
LSOZIJT,O,X,O,X,X,O
LSOZJTI,O,X,O,X,X,O
LSOZJIT,O,X,O,X,X,O
LZTIJSO,X,O,O,X,O,X
LZTIJOS,X,O,X,X,O,X
LZTISJO,X,X,O,X,O,X
LZTISOJ,X,X,O,X,O,X
LZTIOJS,X,X,X,X,O,X
LZTIOSJ,X,X,X,X,O,X
LZTJISO,X,O,O,X,O,X
LZTJIOS,X,O,X,X,O,X
LZTJSIO,X,O,O,X,O,X
LZTJSOI,X,O,O,X,O,X
LZTJOIS,O,O,X,X,O,X
LZTJOSI,X,O,X,X,O,X
LZTSIJO,X,X,O,X,O,X
LZTSIOJ,X,X,O,X,O,X
LZTSJIO,X,X,O,X,O,X
LZTSJOI,X,X,O,X,O,X
LZTSOIJ,X,X,O,X,O,X
LZTSOJI,X,X,O,X,O,X
LZTOIJS,O,X,X,X,O,X
LZTOISJ,X,X,X,X,O,X
LZTOJIS,O,X,X,X,O,X
LZTOJSI,X,X,X,X,O,X
LZTOSIJ,X,X,X,X,O,X
LZTOSJI,X,X,X,X,O,X
LZITJSO,X,O,O,O,X,X
LZITJOS,X,O,X,O,X,X
LZITSJO,X,X,O,O,X,X
LZITSOJ,X,X,O,O,X,X
LZITOJS,X,X,X,O,X,X
LZITOSJ,X,X,X,O,X,X
LZIJTSO,X,O,O,O,X,X
LZIJTOS,X,O,X,O,X,X
LZIJSTO,X,X,O,X,X,X
LZIJSOT,X,X,O,O,X,X
LZIJOTS,O,O,X,O,X,X
LZIJOST,O,X,O,O,X,X
LZISTJO,X,X,O,X,X,X
LZISTOJ,X,X,O,X,X,X
LZISJTO,X,X,O,X,X,X
LZISJOT,X,X,O,O,X,X
LZISOTJ,X,X,O,O,X,X
LZISOJT,X,X,O,O,X,X
LZIOTJS,O,X,X,O,X,X
LZIOTSJ,X,X,X,O,X,X
LZIOJTS,O,X,X,O,X,X
LZIOJST,O,X,O,O,X,X
LZIOSTJ,X,X,O,O,X,X
LZIOSJT,O,X,O,O,X,X
LZJTISO,X,O,O,X,O,X
LZJTIOS,X,O,X,X,O,X
LZJTSIO,X,O,O,X,O,X
LZJTSOI,X,O,O,X,O,X
LZJTOIS,O,O,X,X,O,X
LZJTOSI,X,O,X,X,O,X
LZJITSO,X,O,O,O,X,X
LZJITOS,X,O,X,O,X,X
LZJISTO,X,X,O,X,X,X
LZJISOT,X,X,O,O,X,X
LZJIOTS,O,O,X,O,X,X
LZJIOST,O,X,O,O,X,X
LZJSTIO,X,X,O,X,X,X
LZJSTOI,O,X,O,X,X,X
LZJSITO,X,X,O,X,X,X
LZJSIOT,O,X,O,O,X,X
LZJSOTI,O,X,O,X,X,X
LZJSOIT,O,X,O,O,X,X
LZJOTIS,O,O,X,X,O,X
LZJOTSI,X,O,X,X,O,X
LZJOITS,O,O,X,O,X,X
LZJOIST,O,X,O,O,X,X
LZJOSTI,O,X,O,X,X,X
LZJOSIT,O,X,O,O,X,X
LZSTIJO,X,X,O,X,X,X
LZSTIOJ,X,X,O,X,X,X
LZSTJIO,X,X,O,X,X,X
LZSTJOI,O,X,O,X,X,X
LZSTOIJ,O,X,O,X,X,X
LZSTOJI,O,X,O,X,X,X
LZSITJO,X,X,O,X,X,X
LZSITOJ,X,X,O,X,X,X
LZSIJTO,X,X,O,X,X,X
LZSIJOT,O,X,O,O,X,X
LZSIOTJ,O,X,O,O,X,X
LZSIOJT,O,X,O,O,X,X
LZSJTIO,X,X,O,X,X,X
LZSJTOI,O,X,O,X,X,X
LZSJITO,X,X,O,X,X,X
LZSJIOT,O,X,O,O,X,X
LZSJOTI,O,X,O,X,X,X
LZSJOIT,O,X,O,O,X,X
LZSOTIJ,O,X,O,X,X,X
LZSOTJI,O,X,O,X,X,X
LZSOITJ,O,X,O,O,X,X
LZSOIJT,O,X,O,O,X,X
LZSOJTI,O,X,O,X,X,X
LZSOJIT,O,X,O,O,X,X
LZOTIJS,O,X,X,X,O,X
LZOTISJ,X,X,X,X,O,X
LZOTJIS,O,X,X,X,O,X
LZOTJSI,X,X,X,X,O,X
LZOTSIJ,X,X,X,X,O,X
LZOTSJI,X,X,X,X,O,X
LZOITJS,O,X,X,O,X,X
LZOITSJ,X,X,X,O,X,X
LZOIJTS,O,X,X,O,X,X
LZOIJST,O,X,O,O,X,X
LZOISTJ,O,X,O,O,X,X
LZOISJT,O,X,O,O,X,X
LZOJTIS,O,X,X,X,O,X
