sequence,v115@GhA8IeA8CeA8EeB8BeG8JeOEJvhFXgBVmBUiBaoBzp?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jel/IvhFUhBRiB/pBOqByw?BzsB,v115@GhA8IeA8CeA8EeB8BeG8JeT/IvhFOlBXhBVnBaoB0p?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jei/IvhFRhBFlBTmBmnB3n?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JexAJvhFmiBTkBilB3mB1s?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JeUBJvhFRiB/pBFlByrBzn?BmpB
JZSTLIO,X,O,X,X,X,X
JZSTLOI,X,O,X,O,X,X
JZSTOIL,X,O,O,O,X,X
JZSTOLI,X,O,X,O,X,X
JZSITLO,X,O,O,X,X,X
JZSITOL,X,O,O,X,X,X
JZSILTO,X,O,O,X,X,X
JZSILOT,X,O,O,X,X,X
JZSIOTL,X,O,O,X,X,X
JZSIOLT,X,O,O,X,X,X
JZSLTIO,X,O,X,X,X,X
JZSLTOI,X,O,X,X,X,X
JZSLITO,X,O,O,X,X,X
JZSLIOT,X,O,O,X,X,X
JZSLOTI,X,O,X,X,X,X
JZSLOIT,X,O,O,X,X,X
JZSOTIL,X,O,O,O,X,X
JZSOTLI,X,O,X,O,X,X
JZSOITL,X,O,O,O,X,X
JZSOILT,X,O,O,X,X,X
JZSOLTI,X,O,X,X,X,X
JZSOLIT,X,O,O,X,X,X
JZOTILS,X,X,O,O,X,X
JZOTISL,X,O,O,O,X,X
JZOTLIS,X,O,O,O,X,X
JZOTLSI,X,O,X,O,X,X
JZOTSIL,X,O,O,O,X,X
JZOTSLI,X,O,X,O,X,X
JZOITLS,X,X,O,O,X,X
JZOITSL,X,O,O,O,X,X
JZOILTS,X,O,O,O,X,X
JZOILST,X,O,O,X,X,X
JZOISTL,X,O,O,O,X,X
JZOISLT,X,O,O,X,X,X
JZOLTIS,X,O,O,O,X,X
JZOLTSI,X,O,X,O,X,X
JZOLITS,X,O,O,O,X,X
JZOLIST,X,O,O,X,X,X
JZOLSTI,X,O,X,X,X,X
JZOLSIT,X,O,O,X,X,X
JZOSTIL,X,O,O,O,X,X
JZOSTLI,X,O,X,O,X,X
JZOSITL,X,O,O,O,X,X
JZOSILT,X,O,O,X,X,X
JZOSLTI,X,O,X,X,X,X
JZOSLIT,X,O,O,X,X,X
JOTILSZ,O,O,X,O,O,X
JOTILZS,O,O,X,O,X,X
JOTISLZ,O,O,X,O,O,X
JOTISZL,O,O,X,X,X,X
JOTIZLS,O,X,X,O,X,X
JOTIZSL,O,O,X,O,X,X
JOTLISZ,O,O,X,O,O,X
JOTLIZS,O,O,X,O,X,X
JOTLSIZ,O,O,X,O,O,X
JOTLSZI,O,O,X,O,O,X
JOTLZIS,O,O,X,O,X,X
JOTLZSI,O,O,X,O,O,X
JOTSILZ,O,O,X,O,O,X
JOTSIZL,O,O,X,X,X,X
JOTSLIZ,O,O,X,O,O,X
JOTSLZI,O,O,X,O,O,X
JOTSZIL,O,O,X,X,X,X
JOTSZLI,O,O,X,X,O,X
JOTZILS,O,X,X,O,X,X
JOTZISL,O,O,X,O,X,X
JOTZLIS,O,O,X,O,X,X
JOTZLSI,O,O,X,O,O,X
JOTZSIL,O,O,X,O,X,X
JOTZSLI,O,O,X,O,O,X
JOITLSZ,O,O,X,O,X,X
JOITLZS,O,O,X,O,X,X
JOITSLZ,O,O,X,O,X,X
JOITSZL,O,O,X,X,X,X
JOITZLS,O,X,X,O,X,X
JOITZSL,O,O,X,O,X,X
JOILTSZ,O,O,X,O,X,X
JOILTZS,O,O,X,O,X,X
JOILSTZ,O,O,X,X,X,O
JOILSZT,O,O,X,X,X,O
JOILZTS,O,O,X,O,X,X
JOILZST,O,O,X,X,X,O
JOISTLZ,O,O,X,O,X,O
JOISTZL,O,O,X,X,X,X
JOISLTZ,O,O,X,X,X,O
JOISLZT,O,O,X,X,X,O
JOISZTL,O,O,X,O,X,X
JOISZLT,O,O,X,X,X,X
JOIZTLS,O,X,X,O,X,X
JOIZTSL,O,O,X,O,X,X
JOIZLTS,O,O,X,O,X,X
JOIZLST,O,O,X,X,X,X
JOIZSTL,O,O,X,O,X,X
JOIZSLT,O,O,X,X,X,X
JOLTISZ,O,O,X,O,O,X
JOLTIZS,O,O,X,O,X,X
JOLTSIZ,O,O,X,O,O,X
JOLTSZI,O,O,X,O,O,X
JOLTZIS,O,O,X,O,X,X
JOLTZSI,O,O,X,O,O,X
JOLITSZ,O,O,X,O,X,X
JOLITZS,O,O,X,O,X,X
JOLISTZ,O,O,X,X,O,O
JOLISZT,O,O,X,X,X,O
JOLIZTS,O,O,X,O,X,X
JOLIZST,O,O,X,X,X,O
JOLSTIZ,O,O,X,X,O,O
JOLSTZI,O,O,X,X,O,O
JOLSITZ,O,O,X,X,O,O
JOLSIZT,O,O,X,X,X,O
JOLSZTI,O,O,X,X,X,O
JOLSZIT,O,O,X,X,X,O
JOLZTIS,O,O,X,O,X,X
JOLZTSI,O,O,X,O,X,X
JOLZITS,O,O,X,O,X,X
JOLZIST,O,O,X,X,X,O
JOLZSTI,O,O,X,X,X,O
JOLZSIT,O,O,X,X,X,O
JOSTILZ,O,O,X,O,O,O
JOSTIZL,O,O,X,X,X,X
JOSTLIZ,O,O,X,O,O,O
JOSTLZI,O,O,X,O,O,O
JOSTZIL,O,O,X,X,X,X
JOSTZLI,O,O,X,X,O,O
JOSITLZ,O,O,X,O,X,O
JOSITZL,O,O,X,X,X,X
JOSILTZ,O,O,X,X,X,O
JOSILZT,O,O,X,X,X,O
JOSIZTL,O,O,X,O,X,X
JOSIZLT,O,O,X,X,X,X
JOSLTIZ,O,O,X,X,O,O
JOSLTZI,O,O,X,X,O,O
JOSLITZ,O,O,X,X,O,O
JOSLIZT,O,O,X,X,X,O
JOSLZTI,O,O,X,X,X,O
JOSLZIT,O,O,X,X,X,O
JOSZTIL,O,O,X,O,X,X
JOSZTLI,O,O,X,O,X,X
JOSZITL,O,O,X,O,X,X
JOSZILT,O,O,X,X,X,X
JOSZLTI,O,O,X,X,X,X
JOSZLIT,O,O,X,X,X,X
JOZTILS,O,X,X,O,X,X
JOZTISL,O,O,X,O,X,X
JOZTLIS,O,O,X,O,X,X
JOZTLSI,O,O,X,O,X,X
JOZTSIL,O,O,X,O,X,X
JOZTSLI,O,O,X,O,X,X
JOZITLS,O,X,X,O,X,X
JOZITSL,O,O,X,O,X,X
JOZILTS,O,O,X,O,X,X
JOZILST,O,O,X,X,X,X
JOZISTL,O,O,X,O,X,X
JOZISLT,O,O,X,X,X,X
JOZLTIS,O,O,X,O,X,X
JOZLTSI,O,O,X,O,X,X
JOZLITS,O,O,X,O,X,X
JOZLIST,O,O,X,X,X,X
JOZLSTI,O,O,X,X,X,X
JOZLSIT,O,O,X,X,X,X
JOZSTIL,O,O,X,O,X,X
JOZSTLI,O,O,X,O,X,X
JOZSITL,O,O,X,O,X,X
JOZSILT,O,O,X,X,X,X
JOZSLTI,O,O,X,X,X,X
JOZSLIT,O,O,X,X,X,X
STILJZO,O,O,O,X,O,X
STILJOZ,O,X,O,X,O,X
STILZJO,O,O,O,X,O,X
STILZOJ,O,O,O,X,O,O
STILOJZ,O,O,O,O,O,O
STILOZJ,O,O,O,X,O,O
STIJLZO,O,X,O,X,O,X
STIJLOZ,O,X,O,X,O,X
STIJZLO,O,X,O,X,O,X
STIJZOL,O,X,O,X,X,X
STIJOLZ,O,X,O,X,O,X
STIJOZL,O,X,O,X,X,X
STIZLJO,O,X,O,X,O,X
STIZLOJ,O,X,O,X,O,O
STIZJLO,O,X,O,X,O,X
STIZJOL,O,X,O,X,X,X
STIZOLJ,O,X,O,X,X,O
STIZOJL,O,X,O,X,X,X
STIOLJZ,O,O,O,O,O,O
STIOLZJ,O,O,O,X,O,O
STIOJLZ,O,O,O,O,O,O
STIOJZL,O,X,O,X,X,X
STIOZLJ,O,O,O,X,X,O
STIOZJL,O,X,O,X,X,X
STLIJZO,O,O,X,X,O,X
STLIJOZ,O,O,X,X,O,X
STLIZJO,O,O,X,X,O,X
STLIZOJ,O,O,X,X,O,O
STLIOJZ,O,O,X,O,O,O
STLIOZJ,O,O,X,X,O,O
STLJIZO,O,O,X,X,O,X
STLJIOZ,O,O,X,X,O,X
STLJZIO,O,O,X,X,O,X
STLJZOI,O,O,X,X,O,O
STLJOIZ,X,O,X,O,O,O
STLJOZI,O,O,X,O,O,O
STLZIJO,O,O,X,X,O,X
STLZIOJ,O,O,X,X,O,O
STLZJIO,O,O,X,X,O,X
STLZJOI,O,O,X,X,O,O
STLZOIJ,O,O,X,X,O,O
STLZOJI,O,O,X,X,O,O
STLOIJZ,O,O,X,O,O,O
STLOIZJ,O,O,X,X,O,O
STLOJIZ,O,O,X,O,O,O
STLOJZI,O,O,X,O,O,O
STLOZIJ,O,O,X,X,O,O
STLOZJI,O,O,X,X,O,O
STJILZO,O,O,O,X,O,X
STJILOZ,O,O,O,X,O,X
STJIZLO,O,O,O,X,O,X
STJIZOL,O,O,O,X,X,X
STJIOLZ,O,O,O,X,O,X
STJIOZL,O,O,O,X,X,X
STJLIZO,O,O,X,X,O,X
STJLIOZ,O,O,X,X,O,X
STJLZIO,O,O,X,X,O,X
STJLZOI,O,O,X,X,O,O
STJLOIZ,X,O,X,O,O,O
STJLOZI,O,O,X,O,O,O
STJZILO,O,O,O,X,O,X
STJZIOL,O,O,O,X,X,X
STJZLIO,O,O,X,X,O,X
STJZLOI,O,O,X,X,O,O
STJZOIL,O,O,O,X,X,X
STJZOLI,O,O,X,X,O,O
STJOILZ,O,O,X,O,O,O
STJOIZL,O,O,X,X,X,X
STJOLIZ,X,O,X,O,O,O
STJOLZI,O,O,X,O,O,O
STJOZIL,O,O,X,X,X,X
STJOZLI,O,O,X,X,O,O
STZILJO,O,X,O,X,O,X
STZILOJ,O,X,O,X,O,O
STZIJLO,O,X,O,X,O,X
STZIJOL,O,X,O,X,X,X
STZIOLJ,O,X,O,X,X,O
STZIOJL,O,X,O,X,X,X
STZLIJO,O,O,X,X,O,X
STZLIOJ,O,O,X,X,O,O
STZLJIO,O,O,X,X,O,X
STZLJOI,O,O,X,X,O,O
STZLOIJ,O,O,X,X,O,O
STZLOJI,O,O,X,X,O,O
STZJILO,O,X,O,X,O,X
STZJIOL,O,X,O,X,X,X
STZJLIO,O,X,X,X,O,X
STZJLOI,O,X,X,X,O,O
STZJOIL,O,X,O,X,X,X
STZJOLI,O,X,X,X,O,O
STZOILJ,O,O,O,X,X,O
STZOIJL,O,X,O,X,X,X
STZOLIJ,O,O,X,X,O,O
STZOLJI,O,O,X,X,O,O
STZOJIL,O,X,O,X,X,X
STZOJLI,O,X,X,X,O,O
STOILJZ,O,O,X,O,O,O
STOILZJ,O,O,X,X,O,O
STOIJLZ,O,O,X,O,O,O
STOIJZL,O,O,X,X,X,X
STOIZLJ,O,O,X,X,X,O
STOIZJL,O,X,X,X,X,X
STOLIJZ,O,O,X,O,O,O
STOLIZJ,O,O,X,X,O,O
STOLJIZ,O,O,X,O,O,O
STOLJZI,O,O,X,O,O,O
STOLZIJ,O,O,X,X,O,O
STOLZJI,O,O,X,X,O,O
STOJILZ,O,O,X,O,O,O
STOJIZL,O,O,X,X,X,X
STOJLIZ,O,O,X,O,O,O
STOJLZI,O,O,X,O,O,O
STOJZIL,O,O,X,X,X,X
STOJZLI,O,O,X,X,O,O
STOZILJ,O,O,X,X,X,O
STOZIJL,O,X,X,X,X,X
STOZLIJ,O,O,X,X,O,O
STOZLJI,O,O,X,X,O,O
STOZJIL,O,X,X,X,X,X
STOZJLI,O,X,X,X,O,O
SITLJZO,O,O,O,X,O,X
SITLJOZ,O,X,O,X,O,X
SITLZJO,O,O,O,X,O,X
SITLZOJ,O,O,O,X,O,O
SITLOJZ,O,O,O,X,O,O
SITLOZJ,O,O,O,X,O,O
SITJLZO,O,X,O,X,O,X
SITJLOZ,O,X,O,X,O,X
SITJZLO,O,X,O,X,O,X
SITJZOL,O,X,O,X,X,X
SITJOLZ,O,X,O,X,O,X
SITJOZL,O,X,O,X,X,X
SITZLJO,O,X,O,X,O,X
SITZLOJ,O,X,O,X,O,O
SITZJLO,O,X,O,X,O,X
SITZJOL,O,X,O,X,X,X
SITZOLJ,O,X,O,X,X,O
SITZOJL,O,X,O,X,X,X
SITOLJZ,O,O,O,X,O,O
SITOLZJ,O,O,O,X,O,O
SITOJLZ,O,O,O,X,O,O
SITOJZL,O,X,O,X,X,X
SITOZLJ,O,O,O,X,X,O
SITOZJL,O,X,O,X,X,X
SILTJZO,O,O,O,X,O,X
SILTJOZ,O,O,O,X,O,X
SILTZJO,O,O,O,X,O,X
SILTZOJ,O,O,O,X,O,O
SILTOJZ,O,O,O,X,O,O
SILTOZJ,O,O,O,X,O,O
SILJTZO,O,O,O,X,O,X
SILJTOZ,O,O,O,X,O,X
SILJZTO,O,O,O,X,X,X
SILJZOT,X,O,O,X,X,X
SILJOTZ,X,O,X,X,O,X
SILJOZT,X,O,X,X,X,X
SILZTJO,O,O,O,X,O,X
SILZTOJ,O,O,O,X,O,O
SILZJTO,O,O,O,X,X,X
SILZJOT,X,O,O,X,X,X
SILZOTJ,O,O,O,X,O,O
SILZOJT,O,O,O,X,X,O
SILOTJZ,O,O,X,X,O,O
SILOTZJ,O,O,X,X,O,O
SILOJTZ,O,O,X,X,O,O
SILOJZT,O,O,X,X,X,O
SILOZTJ,O,O,X,X,O,O
SILOZJT,O,O,X,X,X,O
SIJTLZO,O,O,O,X,O,X
SIJTLOZ,O,O,O,X,O,X
SIJTZLO,O,O,O,X,O,X
SIJTZOL,O,O,O,X,X,X
SIJTOLZ,O,O,O,X,O,X
SIJTOZL,O,O,O,X,X,X
SIJLTZO,O,O,O,X,O,X
SIJLTOZ,O,O,O,X,O,X
SIJLZTO,O,O,O,X,X,X
SIJLZOT,X,O,O,X,X,X
SIJLOTZ,X,O,X,X,O,X
SIJLOZT,X,O,X,X,X,X
SIJZTLO,O,O,O,X,X,X
SIJZTOL,O,O,O,X,X,X
SIJZLTO,O,O,O,X,X,X
SIJZLOT,X,O,O,X,X,X
SIJZOTL,X,O,O,X,X,X
SIJZOLT,X,O,O,X,X,X
SIJOTLZ,X,O,O,X,X,X
SIJOTZL,X,O,O,X,X,X
SIJOLTZ,X,O,X,X,X,X
SIJOLZT,X,O,X,X,X,X
SIJOZTL,X,O,O,X,X,X
SIJOZLT,X,O,O,X,X,X
SIZTLJO,O,X,O,X,O,X
SIZTLOJ,O,X,O,X,O,X
SIZTJLO,O,X,O,X,O,X
SIZTJOL,O,X,O,X,X,X
SIZTOLJ,O,X,O,X,X,X
SIZTOJL,O,X,O,X,X,X
SIZLTJO,O,X,O,X,O,X
SIZLTOJ,O,X,O,X,O,X
SIZLJTO,O,X,O,X,X,X
SIZLJOT,X,X,O,X,X,X
SIZLOTJ,O,X,O,X,O,X
SIZLOJT,O,X,O,X,X,X
SIZJTLO,O,X,O,X,X,X
SIZJTOL,O,X,O,X,X,X
SIZJLTO,O,X,O,X,X,X
SIZJLOT,X,X,O,X,X,X
SIZJOTL,X,X,O,X,X,X
SIZJOLT,X,X,O,X,X,X
SIZOTLJ,O,X,O,X,X,X
SIZOTJL,O,X,O,X,X,X
SIZOLTJ,O,X,O,X,X,X
SIZOLJT,O,X,O,X,X,X
SIZOJTL,O,X,O,X,X,X
SIZOJLT,O,X,O,X,X,X
SIOTLJZ,O,O,O,X,O,O
SIOTLZJ,O,O,O,X,O,O
SIOTJLZ,O,O,O,X,O,O
SIOTJZL,O,O,O,X,X,X
SIOTZLJ,O,O,O,X,X,O
SIOTZJL,O,X,O,X,X,X
SIOLTJZ,O,O,X,X,O,O
SIOLTZJ,O,O,X,X,O,O
SIOLJTZ,O,O,X,X,O,O
SIOLJZT,O,O,X,X,X,O
SIOLZTJ,O,O,X,X,O,O
SIOLZJT,O,O,X,X,X,O
SIOJTLZ,O,O,O,X,X,O
SIOJTZL,O,O,O,X,X,X
SIOJLTZ,O,O,X,X,X,O
SIOJLZT,O,O,X,X,X,O
SIOJZTL,O,O,O,X,X,X
SIOJZLT,O,O,O,X,X,X
SIOZTLJ,O,O,O,X,X,O
SIOZTJL,O,X,O,X,X,X
SIOZLTJ,O,O,O,X,X,O
SIOZLJT,O,O,O,X,X,O
SIOZJTL,O,O,O,X,X,X
SIOZJLT,O,O,O,X,X,X
SLTIJZO,O,O,X,X,O,X
SLTIJOZ,X,O,X,X,O,X
SLTIZJO,O,O,X,X,O,X
SLTIZOJ,X,O,X,X,O,O
SLTIOJZ,X,O,X,X,O,O
SLTIOZJ,X,O,X,X,O,O
SLTJIZO,O,O,X,X,O,X
SLTJIOZ,X,O,X,X,O,X
SLTJZIO,O,O,X,X,O,X
SLTJZOI,O,O,X,X,O,O
SLTJOIZ,X,O,X,X,O,O
SLTJOZI,O,O,X,X,O,O
SLTZIJO,O,O,X,X,O,X
SLTZIOJ,X,O,X,X,O,O
SLTZJIO,O,O,X,X,O,X
SLTZJOI,O,O,X,X,O,O
SLTZOIJ,O,O,X,X,O,O
SLTZOJI,O,O,X,X,O,O
SLTOIJZ,O,O,X,X,O,O
SLTOIZJ,O,O,X,X,O,O
SLTOJIZ,O,O,X,X,O,O
SLTOJZI,O,O,X,X,O,O
SLTOZIJ,O,O,X,X,O,O
SLTOZJI,O,O,X,X,O,O
SLITJZO,O,O,O,X,O,X
SLITJOZ,O,O,O,X,O,X
SLITZJO,O,O,O,X,O,X
SLITZOJ,O,O,O,X,O,O
SLITOJZ,O,O,O,X,O,O
SLITOZJ,O,O,O,X,O,O
SLIJTZO,O,O,O,X,O,X
SLIJTOZ,O,O,O,X,O,X
SLIJZTO,O,O,O,X,X,X
SLIJZOT,X,O,O,X,X,X
SLIJOTZ,X,O,X,X,O,X
SLIJOZT,X,O,X,X,X,X
SLIZTJO,O,O,O,X,O,X
SLIZTOJ,O,O,O,X,O,O
SLIZJTO,O,O,O,X,X,X
SLIZJOT,X,O,O,X,X,X
SLIZOTJ,O,O,O,X,O,O
SLIZOJT,O,O,O,X,X,O
SLIOTJZ,O,O,X,X,O,O
SLIOTZJ,O,O,X,X,O,O
SLIOJTZ,O,O,X,X,O,O
SLIOJZT,O,O,X,X,X,O
SLIOZTJ,O,O,X,X,O,O
SLIOZJT,O,O,X,X,X,O
SLJTIZO,O,O,X,X,O,X
SLJTIOZ,X,O,X,X,O,X
SLJTZIO,O,O,X,X,O,X
SLJTZOI,O,O,X,X,O,O
SLJTOIZ,X,O,X,X,O,O
SLJTOZI,O,O,X,X,O,O
SLJITZO,O,O,O,X,O,X
SLJITOZ,O,O,O,X,O,X
SLJIZTO,O,O,O,X,X,X
SLJIZOT,X,O,O,X,X,X
SLJIOTZ,X,O,X,X,O,X
SLJIOZT,X,O,X,X,X,X
SLJZTIO,X,O,X,X,X,X
SLJZTOI,X,O,X,X,X,O
SLJZITO,X,O,O,X,X,X
SLJZIOT,X,O,O,X,X,X
SLJZOTI,X,O,X,X,X,O
SLJZOIT,X,O,O,X,X,O
SLJOTIZ,X,O,X,X,O,O
SLJOTZI,X,O,X,X,O,O
SLJOITZ,X,O,X,X,O,O
SLJOIZT,X,O,X,X,X,O
SLJOZTI,X,O,X,X,X,O
SLJOZIT,X,O,X,X,X,O
SLZTIJO,X,O,X,X,O,X
SLZTIOJ,X,O,X,X,O,O
SLZTJIO,X,O,X,X,O,X
SLZTJOI,X,O,X,X,O,O
SLZTOIJ,X,O,X,X,O,O
SLZTOJI,X,O,X,X,O,O
SLZITJO,X,O,O,X,O,X
SLZITOJ,X,O,O,X,O,O
SLZIJTO,X,O,O,X,X,X
SLZIJOT,X,O,O,X,X,X
SLZIOTJ,X,O,O,X,O,O
SLZIOJT,X,O,O,X,X,O
SLZJTIO,X,O,X,X,X,X
SLZJTOI,X,O,X,X,X,O
SLZJITO,X,O,O,X,X,X
SLZJIOT,X,O,O,X,X,X
SLZJOTI,X,O,X,X,X,O
SLZJOIT,X,O,O,X,X,O
SLZOTIJ,X,O,X,X,O,O
SLZOTJI,X,O,X,X,O,O
SLZOITJ,X,O,O,X,O,O
SLZOIJT,X,O,O,X,X,O
SLZOJTI,X,O,X,X,X,O
SLZOJIT,X,O,O,X,X,O
SLOTIJZ,O,O,X,X,O,O
SLOTIZJ,O,O,X,X,O,O
SLOTJIZ,O,O,X,X,O,O
SLOTJZI,O,O,X,X,O,O
SLOTZIJ,O,O,X,X,O,O
SLOTZJI,O,O,X,X,O,O
SLOITJZ,O,O,X,X,O,O
SLOITZJ,O,O,X,X,O,O
SLOIJTZ,O,O,X,X,O,O
SLOIJZT,O,O,X,X,X,O
SLOIZTJ,O,O,X,X,O,O
SLOIZJT,O,O,X,X,X,O
SLOJTIZ,O,O,X,X,O,O
SLOJTZI,O,O,X,X,O,O
SLOJITZ,O,O,X,X,O,O
SLOJIZT,O,O,X,X,X,O
SLOJZTI,O,O,X,X,X,O
SLOJZIT,O,O,X,X,X,O
SLOZTIJ,O,O,X,X,O,O
SLOZTJI,O,O,X,X,O,O
SLOZITJ,O,O,X,X,O,O
SLOZIJT,O,O,X,X,X,O
SLOZJTI,O,O,X,X,X,O
SLOZJIT,O,O,X,X,X,O
SJTILZO,O,O,O,X,O,X
SJTILOZ,O,O,O,X,O,X
SJTIZLO,O,O,O,X,O,X
SJTIZOL,O,O,O,X,X,X
SJTIOLZ,O,O,O,X,O,X
SJTIOZL,O,O,O,X,X,X
SJTLIZO,O,O,X,X,O,X
SJTLIOZ,O,O,X,X,O,X
SJTLZIO,O,O,X,X,O,X
SJTLZOI,O,O,X,X,O,O
SJTLOIZ,X,O,X,O,O,O
SJTLOZI,O,O,X,O,O,O
SJTZILO,O,O,O,X,O,X
SJTZIOL,O,O,O,X,X,X
SJTZLIO,O,O,X,X,O,X
SJTZLOI,O,O,X,X,O,O
SJTZOIL,O,O,O,X,X,X
SJTZOLI,O,O,X,X,O,O
SJTOILZ,O,O,X,O,O,O
SJTOIZL,O,O,X,X,X,X
SJTOLIZ,X,O,X,O,O,O
SJTOLZI,O,O,X,O,O,O
SJTOZIL,O,O,X,X,X,X
SJTOZLI,O,O,X,X,O,O
SJITLZO,O,O,O,X,O,X
SJITLOZ,O,O,O,X,O,X
SJITZLO,O,O,O,X,O,X
SJITZOL,O,O,O,X,X,X
SJITOLZ,O,O,O,X,O,X
SJITOZL,O,O,O,X,X,X
SJILTZO,O,O,O,X,O,X
SJILTOZ,O,O,O,X,O,X
SJILZTO,O,O,O,X,X,X
SJILZOT,X,O,O,X,X,X
SJILOTZ,X,O,X,X,O,X
SJILOZT,X,O,X,X,X,X
SJIZTLO,O,O,O,X,X,X
SJIZTOL,O,O,O,X,X,X
SJIZLTO,O,O,O,X,X,X
SJIZLOT,X,O,O,X,X,X
SJIZOTL,X,O,O,X,X,X
SJIZOLT,X,O,O,X,X,X
SJIOTLZ,X,O,O,X,X,X
SJIOTZL,X,O,O,X,X,X
SJIOLTZ,X,O,X,X,X,X
SJIOLZT,X,O,X,X,X,X
SJIOZTL,X,O,O,X,X,X
SJIOZLT,X,O,O,X,X,X
SJLTIZO,O,O,X,X,O,X
SJLTIOZ,X,O,X,X,O,X
SJLTZIO,O,O,X,X,O,X
SJLTZOI,O,O,X,X,O,O
SJLTOIZ,X,O,X,X,O,O
SJLTOZI,O,O,X,X,O,O
SJLITZO,O,O,O,X,O,X
SJLITOZ,O,O,O,X,O,X
SJLIZTO,O,O,O,X,X,X
SJLIZOT,X,O,O,X,X,X
SJLIOTZ,X,O,X,X,O,X
SJLIOZT,X,O,X,X,X,X
SJLZTIO,X,O,X,X,X,X
SJLZTOI,X,O,X,X,X,O
SJLZITO,X,O,O,X,X,X
SJLZIOT,X,O,O,X,X,X
SJLZOTI,X,O,X,X,X,O
SJLZOIT,X,O,O,X,X,O
SJLOTIZ,X,O,X,X,O,O
SJLOTZI,X,O,X,X,O,O
SJLOITZ,X,O,X,X,O,O
SJLOIZT,X,O,X,X,X,O
SJLOZTI,X,O,X,X,X,O
SJLOZIT,X,O,X,X,X,O
SJZTILO,X,O,O,X,X,X
SJZTIOL,X,O,O,X,X,X
SJZTLIO,X,O,X,X,X,X
SJZTLOI,X,O,X,O,X,X
SJZTOIL,X,O,O,O,X,X
SJZTOLI,X,O,X,O,X,X
SJZITLO,X,O,O,X,X,X
SJZITOL,X,O,O,X,X,X
SJZILTO,X,O,O,X,X,X
SJZILOT,X,O,O,X,X,X
SJZIOTL,X,O,O,X,X,X
SJZIOLT,X,O,O,X,X,X
SJZLTIO,X,O,X,X,X,X
SJZLTOI,X,O,X,X,X,X
SJZLITO,X,O,O,X,X,X
SJZLIOT,X,O,O,X,X,X
SJZLOTI,X,O,X,X,X,X
SJZLOIT,X,O,O,X,X,X
SJZOTIL,X,O,O,O,X,X
SJZOTLI,X,O,X,O,X,X
SJZOITL,X,O,O,O,X,X
SJZOILT,X,O,O,X,X,X
SJZOLTI,X,O,X,X,X,X
SJZOLIT,X,O,O,X,X,X
SJOTILZ,X,O,X,O,O,O
SJOTIZL,X,O,X,X,X,X
SJOTLIZ,X,O,X,O,O,O
SJOTLZI,X,O,X,O,O,O
SJOTZIL,X,O,X,X,X,X
SJOTZLI,X,O,X,X,O,O
SJOITLZ,X,O,O,O,X,O
SJOITZL,X,O,O,X,X,X
SJOILTZ,X,O,X,X,X,O
SJOILZT,X,O,X,X,X,O
SJOIZTL,X,O,O,O,X,X
SJOIZLT,X,O,O,X,X,X
SJOLTIZ,X,O,X,X,O,O
SJOLTZI,X,O,X,X,O,O
SJOLITZ,X,O,X,X,O,O
SJOLIZT,X,O,X,X,X,O
SJOLZTI,X,O,X,X,X,O
SJOLZIT,X,O,X,X,X,O
SJOZTIL,X,O,O,O,X,X
SJOZTLI,X,O,X,O,X,X
SJOZITL,X,O,O,O,X,X
SJOZILT,X,O,O,X,X,X
SJOZLTI,X,O,X,X,X,X
SJOZLIT,X,O,O,X,X,X
SZTILJO,X,X,O,X,O,X
SZTILOJ,X,X,O,O,O,O
SZTIJLO,X,X,O,X,O,X
SZTIJOL,X,X,O,X,X,X
SZTIOLJ,X,X,O,O,X,O
SZTIOJL,X,X,O,O,X,X
SZTLIJO,X,O,X,X,O,X
SZTLIOJ,X,O,X,O,O,O
SZTLJIO,X,O,X,X,O,X
SZTLJOI,X,O,X,O,O,O
SZTLOIJ,X,O,X,O,O,O
SZTLOJI,X,O,X,O,O,O
SZTJILO,X,X,O,X,O,X
SZTJIOL,X,X,O,X,X,X
SZTJLIO,X,X,X,X,O,X
SZTJLOI,X,X,X,O,O,O
SZTJOIL,X,X,O,O,X,X
SZTJOLI,X,X,X,O,O,O
SZTOILJ,X,O,O,O,X,O
SZTOIJL,X,X,O,O,X,X
SZTOLIJ,X,O,X,O,O,O
SZTOLJI,X,O,X,O,O,O
SZTOJIL,X,X,O,O,X,X
SZTOJLI,X,X,X,O,O,O
SZITLJO,X,X,O,X,O,X
SZITLOJ,X,X,O,X,O,X
SZITJLO,X,X,O,X,O,X
SZITJOL,X,X,O,X,X,X
SZITOLJ,X,X,O,X,X,X
SZITOJL,X,X,O,X,X,X
SZILTJO,X,X,O,X,O,X
SZILTOJ,X,X,O,X,O,X
SZILJTO,X,X,O,X,X,X
SZILJOT,X,X,O,X,X,X
SZILOTJ,X,X,O,X,O,X
SZILOJT,X,X,O,X,X,X
SZIJTLO,X,X,O,X,X,X
SZIJTOL,X,X,O,X,X,X
SZIJLTO,X,X,O,X,X,X
SZIJLOT,X,X,O,X,X,X
SZIJOTL,X,X,O,X,X,X
SZIJOLT,X,X,O,X,X,X
SZIOTLJ,X,X,O,X,X,X
SZIOTJL,X,X,O,X,X,X
SZIOLTJ,X,X,O,X,X,X
