sequence,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFRhB/pBOqB8qBCn?BTsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhF/mBUiBikB1qBWv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBfsB6sB0p?BlqB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBSsBlpB3q?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhFihBTkBGnBlqBUs?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFzgB/pBKqBGnBRr?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jei/IvhFRhB1pB8qBzmB+s?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Je0/IvhFlgB2pBxmB3mBSv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhF/pBFlB8qBCnBTs?BmpB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhFRhByqB0pBGsB/q?BFsB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFanB/pBxlB+sBUm?BTqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFUhBanB/pB+sBxq?BTqB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhFypBzlBGsB/pBFs?BUqB
JTOIZLS,X,X,O,X,O,X,O,O,X,X,X,X,X
JTOIZSL,X,O,O,X,O,X,O,O,X,X,X,X,X
JTOLISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JTOLIZS,X,O,X,X,O,X,O,O,X,X,X,X,O
JTOLSIZ,O,O,O,O,X,X,O,O,X,X,O,X,O
JTOLSZI,O,O,O,O,X,X,O,O,X,X,O,X,O
JTOLZIS,X,O,O,X,X,X,O,O,X,X,X,X,O
JTOLZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
JTOSILZ,O,O,X,O,X,X,O,X,X,X,O,X,X
JTOSIZL,O,O,O,O,X,X,X,X,X,X,O,X,X
JTOSLIZ,O,O,X,O,X,X,O,X,X,X,O,X,X
JTOSLZI,O,O,X,O,X,X,O,X,X,X,O,X,X
JTOSZIL,O,O,O,O,X,X,O,X,X,X,O,X,X
JTOSZLI,O,O,O,O,X,X,O,X,X,X,O,X,X
JTOZILS,X,X,O,X,O,X,O,O,X,X,X,X,X
JTOZISL,X,O,O,X,O,X,O,O,X,X,X,X,X
JTOZLIS,X,O,O,X,O,X,O,O,X,X,X,X,X
JTOZLSI,X,O,O,X,O,X,O,X,X,X,X,X,X
JTOZSIL,X,O,O,X,O,X,O,O,X,X,X,X,X
JTOZSLI,X,O,O,X,O,X,O,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,O,X,X,X,X,X,O,X
JITLSOZ,X,O,X,X,X,O,X,X,X,X,X,O,X
JITLZSO,X,O,X,X,X,X,O,X,X,X,X,O,X
JITLZOS,X,O,X,X,X,X,O,X,X,X,X,X,X
JITLOSZ,X,O,X,X,X,O,O,X,X,X,X,X,X
JITLOZS,X,O,X,X,X,X,O,X,X,X,X,X,X
JITSLZO,X,O,X,X,X,O,X,X,X,X,X,O,X
JITSLOZ,X,O,X,X,X,O,X,X,X,X,X,O,X
JITSZLO,X,O,X,X,X,X,X,X,X,X,X,O,X
JITSZOL,X,O,X,X,X,X,X,X,X,X,X,O,X
JITSOLZ,X,O,X,X,X,O,X,X,X,X,X,O,X
JITSOZL,X,O,X,X,X,X,X,X,X,X,X,O,X
JITZLSO,X,X,X,X,X,X,O,X,X,X,X,O,X
JITZLOS,X,X,X,X,X,X,O,X,X,X,X,X,X
JITZSLO,X,O,X,X,X,X,O,X,X,X,X,O,X
JITZSOL,X,O,X,X,X,X,X,X,X,X,X,O,X
JITZOLS,X,X,X,X,X,X,O,X,X,X,X,X,X
JITZOSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JITOLSZ,X,O,X,X,X,O,O,X,X,X,X,X,X
JITOLZS,X,O,X,X,X,X,O,X,X,X,X,X,X
JITOSLZ,X,O,X,X,X,O,O,X,X,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,X,X,X,X,X,X
JITOZLS,X,X,X,X,X,X,O,X,X,X,X,X,X
JITOZSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,O,X,X,X,X,X,O,X
JILTSOZ,X,O,X,X,X,O,X,X,X,X,X,O,X
JILTZSO,X,O,X,X,X,X,X,X,X,X,X,O,X
JILTZOS,X,O,X,X,X,X,X,O,X,X,X,X,X
JILTOSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JILTOZS,X,O,X,X,X,X,X,O,X,X,X,X,X
JILSTZO,O,O,X,X,X,O,X,X,X,X,X,O,X
JILSTOZ,X,O,X,X,X,O,X,X,X,X,O,O,X
JILSZTO,X,X,X,X,X,O,X,X,X,X,X,O,X
JILSZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JILSOTZ,X,O,X,X,X,O,X,X,X,X,O,O,X
JILSOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JILZTSO,X,O,X,X,X,X,X,X,X,O,X,O,X
JILZTOS,X,O,X,X,X,X,X,O,X,O,X,X,X
JILZSTO,X,X,X,X,X,O,X,X,X,O,X,O,X
JILZSOT,X,X,X,X,X,O,X,X,X,O,X,O,X
JILZOTS,X,O,X,X,X,X,X,O,X,O,X,X,X
JILZOST,X,X,X,X,X,O,X,O,X,O,X,O,X
JILOTSZ,X,O,X,X,X,O,X,O,X,X,O,X,O
JILOTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
JILOSTZ,X,O,X,X,X,O,X,O,X,X,O,O,O
JILOSZT,X,X,X,X,X,O,X,O,X,X,O,O,X
JILOZTS,X,O,X,X,X,X,X,O,X,X,X,X,X
JILOZST,X,X,X,X,X,O,X,O,X,X,O,O,X
JISTLZO,O,X,X,X,X,O,X,X,X,X,X,O,X
JISTLOZ,X,X,X,X,X,O,X,X,X,X,O,O,X
JISTZLO,O,X,X,X,X,X,X,X,X,X,X,O,X
JISTZOL,O,X,X,X,X,X,X,X,X,X,X,O,X
JISTOLZ,O,X,X,X,X,O,X,X,X,X,O,O,X
JISTOZL,O,X,X,X,X,X,X,X,X,X,O,O,X
JISLTZO,O,X,X,X,X,O,X,X,X,X,X,O,X
JISLTOZ,X,X,X,X,X,O,X,X,X,X,O,O,X
JISLZTO,X,X,X,X,X,O,X,X,X,X,X,O,X
JISLZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JISLOTZ,X,X,X,X,X,O,X,X,X,X,O,O,X
JISLOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JISZTLO,X,X,X,X,X,X,X,X,X,X,X,O,X
JISZTOL,X,X,X,X,X,X,X,X,X,X,X,O,X
JISZLTO,X,X,X,X,X,O,X,X,X,X,X,O,X
JISZLOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JISZOTL,X,X,X,X,X,X,X,X,X,X,X,O,X
JISZOLT,X,X,X,X,X,O,X,X,X,X,X,O,X
JISOTLZ,O,X,X,X,X,O,X,X,X,X,O,O,X
JISOTZL,O,X,X,X,X,X,X,X,X,X,O,O,X
JISOLTZ,O,X,X,X,X,O,X,X,X,X,O,O,X
JISOLZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JISOZTL,X,X,X,X,X,X,X,X,X,X,O,O,X
JISOZLT,X,X,X,X,X,O,X,X,X,X,O,O,X
JIZTLSO,X,X,X,X,X,X,O,X,X,X,X,O,X
JIZTLOS,X,X,X,X,X,X,O,X,X,X,X,X,X
JIZTSLO,X,X,X,X,X,X,O,X,X,X,X,O,X
JIZTSOL,X,X,X,X,X,X,X,X,X,X,X,O,X
JIZTOLS,X,X,X,X,X,X,O,O,X,X,X,X,X
JIZTOSL,X,X,X,X,X,X,O,O,X,X,X,X,X
JIZLTSO,X,X,X,X,X,X,O,X,X,O,X,O,X
JIZLTOS,X,X,X,X,X,X,O,X,X,O,X,X,X
JIZLSTO,X,X,X,X,X,O,X,X,X,O,X,O,X
JIZLSOT,X,X,X,X,X,O,X,X,X,O,X,O,X
JIZLOTS,X,X,X,X,X,X,X,X,X,O,X,X,X
JIZLOST,X,X,X,X,X,O,X,X,X,O,X,O,X
JIZSTLO,X,X,X,X,X,X,O,X,X,X,X,O,X
JIZSTOL,X,X,X,X,X,X,X,X,X,X,X,O,X
JIZSLTO,X,X,X,X,X,O,X,X,X,X,X,O,X
JIZSLOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JIZSOTL,X,X,X,X,X,X,X,X,X,X,X,O,X
JIZSOLT,X,X,X,X,X,O,X,X,X,X,X,O,X
JIZOTLS,X,X,X,X,X,X,O,O,X,X,X,X,X
JIZOTSL,X,X,X,X,X,X,O,O,X,X,X,X,X
JIZOLTS,X,X,X,X,X,X,O,O,X,O,X,X,X
JIZOLST,X,X,X,X,X,O,X,X,X,O,X,O,X
JIZOSTL,X,X,X,X,X,X,O,O,X,X,X,O,X
JIZOSLT,X,X,X,X,X,O,X,X,X,X,X,O,X
JIOTLSZ,X,O,X,X,X,O,O,O,X,X,O,X,X
JIOTLZS,X,O,X,X,X,X,O,O,X,X,X,X,X
JIOTSLZ,X,O,X,X,X,O,O,X,X,X,O,X,X
JIOTSZL,X,O,X,X,X,X,X,O,X,X,O,X,X
JIOTZLS,X,X,X,X,X,X,O,O,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X,O,O,X,X,X,X,X
JIOLTSZ,X,O,X,X,X,O,O,O,X,X,O,X,O
JIOLTZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JIOLSTZ,O,O,X,X,X,O,X,O,X,X,O,O,O
JIOLSZT,X,X,X,X,X,O,X,O,X,X,O,O,X
JIOLZTS,X,O,X,X,X,X,O,O,X,X,X,X,X
JIOLZST,X,X,X,X,X,O,X,O,X,X,O,O,X
JIOSTLZ,O,X,X,X,X,O,O,X,X,X,O,O,X
JIOSTZL,O,X,X,X,X,X,X,O,X,X,O,O,X
JIOSLTZ,O,X,X,X,X,O,X,O,X,X,O,O,X
JIOSLZT,X,X,X,X,X,O,X,O,X,X,O,O,X
JIOSZTL,X,X,X,X,X,X,O,O,X,X,O,O,X
JIOSZLT,X,X,X,X,X,O,X,X,X,X,O,O,X
JIOZTLS,X,X,X,X,X,X,O,O,X,X,X,X,X
JIOZTSL,X,X,X,X,X,X,O,O,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,O,O,X,X,X,X,X
JIOZLST,X,X,X,X,X,O,X,O,X,X,O,O,X
JIOZSTL,X,X,X,X,X,X,O,O,X,X,O,O,X
JIOZSLT,X,X,X,X,X,O,X,X,X,X,O,O,X
JLTISZO,X,O,O,X,X,X,X,X,X,X,X,O,X
JLTISOZ,X,O,O,X,X,X,X,X,X,X,X,O,X
JLTIZSO,X,O,O,X,X,X,O,X,X,X,X,O,X
JLTIZOS,X,O,O,X,X,X,O,O,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
JLTIOZS,X,O,X,X,X,X,O,O,X,X,X,X,X
JLTSIZO,O,O,O,O,X,X,X,X,X,X,X,O,X
JLTSIOZ,X,O,O,O,X,X,X,X,X,X,O,O,X
JLTSZIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JLTSZOI,O,O,O,O,X,X,O,O,X,X,O,X,X
JLTSOIZ,X,O,O,O,X,X,O,O,X,X,O,O,X
JLTSOZI,O,O,O,O,X,X,O,O,X,X,O,X,X
JLTZISO,X,O,O,X,X,X,O,X,X,O,X,X,X
JLTZIOS,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTZSIO,X,O,O,X,X,X,O,X,X,O,X,X,X
JLTZSOI,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTZOIS,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTZOSI,X,O,O,X,X,X,O,O,X,O,X,X,X
JLTOISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JLTOIZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JLTOSIZ,X,O,O,O,X,X,O,O,X,X,O,X,O
JLTOSZI,X,O,O,O,X,X,O,O,X,X,O,X,O
JLTOZIS,X,O,O,X,X,X,O,O,X,X,X,X,O
JLTOZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
JLITSZO,X,O,X,X,X,O,X,X,X,X,X,O,X
JLITSOZ,X,O,X,X,X,O,X,X,X,X,X,O,X
JLITZSO,X,O,X,X,X,X,X,X,X,X,X,O,X
JLITZOS,X,O,X,X,X,X,X,O,X,X,X,X,X
JLITOSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JLITOZS,X,O,X,X,X,X,X,O,X,X,X,X,X
JLISTZO,O,O,X,X,X,O,X,X,X,X,X,O,X
JLISTOZ,X,O,X,X,X,O,X,X,X,X,O,O,X
JLISZTO,O,X,X,X,X,O,X,X,X,X,X,O,X
JLISZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JLISOTZ,X,O,X,X,X,O,X,X,X,X,O,O,X
JLISOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JLIZTSO,O,O,X,X,X,X,X,X,X,O,X,O,X
JLIZTOS,X,O,X,X,X,X,X,O,X,O,X,X,X
JLIZSTO,O,X,X,X,X,O,X,X,X,O,X,O,X
JLIZSOT,O,X,X,X,X,O,X,X,X,O,X,O,X
JLIZOTS,X,O,X,X,X,X,X,O,X,O,X,X,X
JLIZOST,O,X,X,X,X,O,X,O,X,O,X,O,X
JLIOTSZ,X,O,X,X,X,O,X,O,X,X,O,X,O
JLIOTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
JLIOSTZ,X,O,X,X,X,O,X,O,X,X,O,O,O
JLIOSZT,X,X,X,X,X,O,X,O,X,X,O,O,X
JLIOZTS,X,O,X,X,X,X,X,O,X,X,X,X,X
JLIOZST,X,X,X,X,X,O,X,O,X,X,O,O,X
JLSTIZO,O,O,O,O,X,O,X,X,X,X,X,O,X
JLSTIOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
JLSTZIO,O,O,O,O,X,X,X,X,X,X,X,O,X
JLSTZOI,O,O,O,O,X,X,X,O,X,X,O,X,X
JLSTOIZ,O,O,O,O,X,X,X,O,X,X,O,O,X
JLSTOZI,O,O,O,O,X,X,X,O,X,X,O,X,X
JLSITZO,O,O,O,O,X,O,X,X,X,X,X,O,X
JLSITOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
JLSIZTO,O,X,O,O,X,O,X,X,X,X,X,O,X
JLSIZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JLSIOTZ,X,O,X,O,X,O,X,X,X,X,O,O,X
JLSIOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JLSZTIO,O,X,O,O,X,X,X,X,X,O,X,O,X
JLSZTOI,O,X,O,O,X,X,X,O,X,O,O,X,X
JLSZITO,O,X,O,O,X,X,X,X,X,O,X,O,X
JLSZIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JLSZOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
JLSZOIT,O,X,X,X,X,X,X,O,X,O,O,X,X
JLSOTIZ,O,O,X,O,X,X,X,O,X,X,O,O,O
JLSOTZI,O,O,X,O,X,X,X,O,X,X,O,X,O
JLSOITZ,O,O,X,O,X,X,X,O,X,X,O,O,O
JLSOIZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JLSOZTI,O,X,X,X,X,X,X,O,X,X,O,X,O
JLSOZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
JLZTISO,O,O,O,X,X,X,O,X,X,O,X,X,X
JLZTIOS,X,O,O,X,X,X,O,O,X,O,X,X,X
JLZTSIO,O,O,O,X,X,X,O,X,X,O,X,X,X
JLZTSOI,O,O,O,X,X,X,O,O,X,O,X,X,X
JLZTOIS,X,O,O,X,X,X,O,O,X,O,X,X,X
JLZTOSI,X,O,O,X,X,X,O,O,X,O,X,X,X
JLZITSO,O,O,X,X,X,X,O,X,X,O,X,O,X
JLZITOS,X,O,X,X,X,X,O,O,X,O,X,X,X
JLZISTO,O,X,X,X,X,X,X,X,X,O,X,O,X
JLZISOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JLZIOTS,X,O,X,X,X,X,X,O,X,O,X,X,X
JLZIOST,O,X,X,X,X,X,X,O,X,O,X,O,X
JLZSTIO,O,X,O,X,X,X,X,X,X,O,X,O,X
JLZSTOI,O,X,O,X,X,X,X,O,X,O,O,X,X
JLZSITO,O,X,O,X,X,X,X,X,X,O,X,O,X
JLZSIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JLZSOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
JLZSOIT,O,X,X,X,X,X,X,O,X,O,O,X,X
JLZOTIS,X,O,O,X,X,X,O,O,X,O,X,X,O
JLZOTSI,X,O,O,X,X,X,O,O,X,O,X,X,O
JLZOITS,X,O,X,X,X,X,O,O,X,O,X,X,X
JLZOIST,O,X,X,X,X,X,X,O,X,O,O,X,X
JLZOSTI,O,X,O,X,X,X,X,O,X,O,O,X,O
JLZOSIT,O,X,X,X,X,X,X,O,X,O,O,X,X
JLOTISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JLOTIZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOTSIZ,O,O,X,X,X,X,O,O,X,X,O,X,O
JLOTSZI,O,O,X,X,X,X,O,O,X,X,O,X,O
JLOTZIS,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOTZSI,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOITSZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JLOITZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JLOISTZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JLOISZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JLOIZTS,X,O,X,X,X,X,O,O,X,X,X,X,X
JLOIZST,X,X,X,X,X,X,X,O,X,X,O,O,X
JLOSTIZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JLOSTZI,O,O,X,X,X,X,X,O,X,X,O,X,O
JLOSITZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JLOSIZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JLOSZTI,O,X,X,X,X,X,X,O,X,X,O,X,O
JLOSZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
JLOZTIS,X,O,X,X,X,X,O,O,X,O,X,X,O
JLOZTSI,X,O,X,X,X,X,O,O,X,O,X,X,O
JLOZITS,X,O,X,X,X,X,O,O,X,O,X,X,X
JLOZIST,X,X,X,X,X,X,X,O,X,O,O,X,X
JLOZSTI,O,X,X,X,X,X,X,O,X,O,O,X,O
JLOZSIT,X,X,X,X,X,X,X,O,X,O,O,X,X
JSTILZO,O,O,O,O,X,X,X,X,X,X,X,O,X
JSTILOZ,X,O,X,O,X,X,X,X,X,X,O,O,X
JSTIZLO,O,O,O,X,X,X,X,X,X,X,X,O,X
JSTIZOL,O,O,O,O,X,X,X,X,X,X,X,O,X
JSTIOLZ,O,O,X,O,X,X,X,X,X,X,O,O,X
JSTIOZL,O,O,O,O,X,X,X,X,X,X,O,O,X
JSTLIZO,O,O,O,O,X,O,X,X,X,X,X,O,X
JSTLIOZ,X,O,X,O,X,O,X,X,X,X,O,O,X
JSTLZIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JSTLZOI,O,O,O,O,X,X,O,X,X,X,O,X,X
JSTLOIZ,O,O,X,O,X,X,O,X,X,X,O,O,X
JSTLOZI,O,O,X,O,X,X,O,X,X,X,O,X,X
JSTZILO,O,O,O,X,X,X,O,X,X,X,X,O,X
JSTZIOL,O,O,O,O,X,X,X,X,X,X,X,O,X
JSTZLIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JSTZLOI,O,O,O,O,X,X,O,X,X,X,O,X,X
JSTZOIL,O,O,O,O,X,X,O,X,X,X,O,X,X
JSTZOLI,O,O,O,O,X,X,O,X,X,X,O,X,X
JSTOILZ,O,O,X,O,X,X,O,X,X,X,O,O,X
JSTOIZL,O,O,O,O,X,X,X,X,X,X,O,O,X
JSTOLIZ,O,O,X,O,X,X,O,X,X,X,O,O,X
JSTOLZI,O,O,X,O,X,X,O,X,X,X,O,X,X
JSTOZIL,O,O,O,O,X,X,O,X,X,X,O,X,X
JSTOZLI,O,O,O,O,X,X,O,X,X,X,O,X,X
JSITLZO,O,X,O,O,X,O,X,X,X,X,X,O,X
JSITLOZ,X,X,X,O,X,O,X,X,X,X,O,O,X
JSITZLO,O,X,O,X,X,X,X,X,X,X,X,O,X
JSITZOL,O,X,O,O,X,X,X,X,X,X,X,O,X
JSITOLZ,O,X,X,O,X,O,X,X,X,X,O,O,X
JSITOZL,O,X,O,O,X,X,X,X,X,X,O,O,X
JSILTZO,O,X,X,O,X,O,X,X,X,X,X,O,X
JSILTOZ,X,X,X,O,X,O,X,X,X,X,O,O,X
JSILZTO,X,X,X,O,X,O,X,X,X,X,X,O,X
JSILZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JSILOTZ,X,X,X,O,X,O,X,X,X,X,O,O,X
JSILOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JSIZTLO,X,X,O,X,X,X,X,X,X,X,X,O,X
JSIZTOL,X,X,O,O,X,X,X,X,X,X,X,O,X
JSIZLTO,X,X,X,X,X,O,X,X,X,X,X,O,X
JSIZLOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JSIZOTL,X,X,X,X,X,X,X,X,X,X,X,O,X
JSIZOLT,X,X,X,X,X,O,X,X,X,X,X,O,X
JSIOTLZ,O,X,X,O,X,O,X,X,X,X,O,O,X
JSIOTZL,O,X,X,O,X,X,X,X,X,X,O,O,X
JSIOLTZ,O,X,X,X,X,O,X,X,X,X,O,O,X
JSIOLZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JSIOZTL,X,X,X,X,X,X,X,X,X,X,O,O,X
JSIOZLT,X,X,X,X,X,O,X,X,X,X,O,O,X
JSLTIZO,O,O,X,O,X,O,X,X,X,X,X,O,X
JSLTIOZ,X,O,X,O,X,O,X,X,X,X,O,O,X
JSLTZIO,O,O,X,O,X,X,X,X,X,X,X,O,X
JSLTZOI,O,O,X,O,X,X,X,O,X,X,O,X,X
JSLTOIZ,O,O,X,O,X,X,X,O,X,X,O,O,X
JSLTOZI,O,O,X,O,X,X,X,O,X,X,O,X,X
JSLITZO,O,O,X,O,X,O,X,X,X,X,X,O,X
JSLITOZ,X,O,X,O,X,O,X,X,X,X,O,O,X
JSLIZTO,O,X,X,O,X,O,X,X,X,X,X,O,X
JSLIZOT,X,X,X,X,X,O,X,X,X,X,X,O,X
JSLIOTZ,X,O,X,O,X,O,X,X,X,X,O,O,X
JSLIOZT,X,X,X,X,X,O,X,X,X,X,O,O,X
JSLZTIO,O,X,X,O,X,X,X,X,X,O,X,O,X
JSLZTOI,O,X,X,O,X,X,X,O,X,O,O,X,X
JSLZITO,O,X,X,O,X,X,X,X,X,O,X,O,X
JSLZIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JSLZOTI,O,X,X,X,X,X,X,O,X,O,O,X,X
JSLZOIT,O,X,X,X,X,X,X,O,X,O,O,X,X
JSLOTIZ,O,O,X,O,X,X,X,O,X,X,O,O,O
JSLOTZI,O,O,X,O,X,X,X,O,X,X,O,X,O
JSLOITZ,O,O,X,O,X,X,X,O,X,X,O,O,O
JSLOIZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JSLOZTI,O,X,X,X,X,X,X,O,X,X,O,X,O
JSLOZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
JSZTILO,O,O,O,X,X,X,O,X,X,X,X,O,X
JSZTIOL,O,O,O,O,X,X,X,X,X,X,X,O,X
JSZTLIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JSZTLOI,O,O,O,O,X,X,O,X,X,X,O,X,X
JSZTOIL,O,O,O,O,X,X,O,O,X,X,O,X,X
JSZTOLI,O,O,O,O,X,X,O,X,O,X,O,X,X
JSZITLO,O,X,O,X,X,X,O,X,X,X,X,O,X
JSZITOL,O,X,O,O,X,X,X,X,X,X,X,O,X
JSZILTO,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZILOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZIOTL,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZIOLT,O,X,X,X,X,X,X,X,X,X,X,O,X
JSZLTIO,O,X,X,O,X,X,X,X,X,O,X,O,X
JSZLTOI,O,X,X,O,X,X,X,X,X,O,O,X,X
JSZLITO,O,X,X,O,X,X,X,X,X,O,X,O,X
JSZLIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JSZLOTI,O,X,X,X,X,X,X,X,X,O,O,X,X
JSZLOIT,O,X,X,X,X,X,X,X,X,O,O,X,X
JSZOTIL,O,X,O,X,X,X,O,O,X,X,O,X,X
JSZOTLI,O,X,O,X,X,X,O,X,O,X,O,X,X
JSZOITL,O,X,X,X,X,X,O,O,X,X,O,X,X
JSZOILT,O,X,X,X,X,X,X,X,X,X,O,X,X
JSZOLTI,O,X,X,X,X,X,X,X,O,O,O,X,X
JSZOLIT,O,X,X,X,X,X,X,X,O,O,O,X,X
JSOTILZ,O,O,X,O,X,X,O,X,X,X,O,O,X
JSOTIZL,O,O,X,O,X,X,X,X,X,X,O,O,X
JSOTLIZ,O,O,X,O,X,X,O,X,X,X,O,O,X
JSOTLZI,O,O,X,O,X,X,O,X,X,X,O,X,X
JSOTZIL,O,O,X,O,X,X,O,X,X,X,O,X,X
JSOTZLI,O,O,X,O,X,X,O,X,X,X,O,X,X
JSOITLZ,O,X,X,O,X,X,O,X,X,X,O,O,X
JSOITZL,O,X,X,O,X,X,X,O,X,X,O,O,X
JSOILTZ,O,X,X,X,X,X,X,O,X,X,O,O,X
JSOILZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JSOIZTL,X,X,X,X,X,X,O,O,X,X,O,O,X
JSOIZLT,X,X,X,X,X,X,X,X,X,X,O,O,X
JSOLTIZ,O,O,X,O,X,X,X,O,X,X,O,O,O
JSOLTZI,O,O,X,O,X,X,X,O,X,X,O,X,O
JSOLITZ,O,O,X,O,X,X,X,O,X,X,O,O,O
JSOLIZT,O,X,X,X,X,X,X,O,O,X,O,O,X
JSOLZTI,O,X,X,X,X,X,X,O,O,X,O,X,O
JSOLZIT,O,X,X,X,X,X,X,O,O,X,O,X,X
JSOZTIL,O,X,X,X,X,X,O,O,X,X,O,X,X
JSOZTLI,O,X,X,X,X,X,O,X,O,X,O,X,X
JSOZITL,O,X,X,X,X,X,O,O,X,X,O,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,X,O,X,X
JSOZLTI,O,X,X,X,X,X,X,X,O,X,O,X,X
JSOZLIT,O,X,X,X,X,X,X,X,O,X,O,X,X
JZTILSO,X,X,O,X,X,X,O,X,X,X,X,X,X
JZTILOS,X,X,O,X,O,X,O,X,X,X,X,X,X
JZTISLO,O,O,O,X,X,X,O,X,X,X,X,X,X
JZTISOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JZTIOLS,X,X,O,X,O,X,O,O,X,X,X,X,X
JZTIOSL,X,O,O,X,O,X,O,O,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,O,X,X,O,X,X,X
JZTLIOS,X,O,O,X,O,X,O,X,X,O,X,X,X
JZTLSIO,O,O,O,X,X,X,O,X,X,O,X,X,X
JZTLSOI,O,O,O,X,O,X,O,X,X,O,X,X,X
JZTLOIS,X,O,O,X,O,X,O,O,X,O,X,X,X
JZTLOSI,X,O,O,X,O,X,O,X,X,O,X,X,X
JZTSILO,O,O,O,X,X,X,O,X,X,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X
