sequence,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF0hB6nBupBzlBFl?B3rB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFThB6nBupBfrB8r?BFqB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFXhB6nBupBzmBFl?BUrB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF8lBfnB6nBupBFl?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeXAJvhFxhBSrBTnBlpBOp?BUrB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhBTiBWsBlpBUr?BipB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhB+nBypBFrB8r?BTpB,v115@FhB8HeB8HeB8BeB8BeD8JeRAJvhFGiB0lBVsBipB/p?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeFAJvhF8lBTiBipBxrB/p?B+rB,v115@FhB8HeB8HeB8BeB8BeD8JeFBJvhFxkBGnBypBXnBUr?BTpB
IOZTLSJ,X,X,O,X,O,X,X,X,X,X
IOZTJLS,O,X,O,X,X,X,X,X,X,X
IOZTJSL,X,X,O,O,X,X,X,X,X,X
IOZTSLJ,X,X,O,O,X,X,X,X,X,X
IOZTSJL,X,X,O,O,X,X,X,X,X,X
IOZLTJS,O,X,O,X,O,X,X,X,X,X
IOZLTSJ,X,X,O,X,O,X,X,X,X,X
IOZLJTS,O,X,O,X,X,X,X,X,O,X
IOZLJST,O,O,O,O,X,X,X,X,O,X
IOZLSTJ,X,O,O,O,X,X,X,X,O,X
IOZLSJT,O,O,O,O,X,X,X,X,O,X
IOZJTLS,O,X,O,X,X,X,X,X,X,X
IOZJTSL,X,X,O,O,X,X,X,X,X,X
IOZJLTS,O,X,O,X,X,X,X,X,X,X
IOZJLST,O,O,O,O,X,X,X,X,X,X
IOZJSTL,X,O,O,O,X,X,X,X,X,X
IOZJSLT,O,O,O,O,X,X,X,X,X,X
IOZSTLJ,X,O,O,O,X,X,X,X,X,X
IOZSTJL,X,O,O,O,X,X,X,X,X,X
IOZSLTJ,X,O,O,O,X,X,X,X,X,X
IOZSLJT,O,O,O,O,X,X,X,X,X,X
IOZSJTL,X,O,O,O,X,X,X,X,X,X
IOZSJLT,O,O,O,O,X,X,X,X,X,X
LTIJSZO,X,O,X,O,X,X,O,X,X,X
LTIJSOZ,O,X,X,X,X,X,X,X,X,X
LTIJZSO,X,O,X,X,X,X,O,O,X,X
LTIJZOS,X,X,X,X,X,X,O,X,X,X
LTIJOSZ,X,X,O,X,X,X,O,X,X,X
LTIJOZS,O,X,O,X,X,X,O,X,X,X
LTISJZO,X,O,X,O,X,X,O,X,X,X
LTISJOZ,O,X,X,X,X,X,X,X,X,X
LTISZJO,X,O,X,O,X,X,X,X,X,X
LTISZOJ,O,O,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,O,X,X,X,X,X
LTISOZJ,O,X,X,X,O,X,X,X,X,X
LTIZJSO,X,O,X,X,X,X,O,O,O,X
LTIZJOS,X,X,X,X,X,X,O,X,O,X
LTIZSJO,X,O,X,X,X,X,X,O,O,X
LTIZSOJ,X,O,X,X,X,X,X,O,O,X
LTIZOJS,X,X,X,X,X,X,X,O,X,X
LTIZOSJ,X,X,X,X,X,X,X,O,X,X
LTIOJSZ,X,X,O,X,O,X,X,X,X,X
LTIOJZS,O,X,O,X,O,X,O,X,X,X
LTIOSJZ,X,X,O,X,O,X,X,X,X,X
LTIOSZJ,X,X,X,X,O,X,X,X,X,X
LTIOZJS,O,X,X,X,O,X,X,X,X,X
LTIOZSJ,X,X,X,X,O,X,X,X,X,X
LTJISZO,X,O,X,O,X,X,O,X,X,X
LTJISOZ,O,X,X,X,X,X,X,X,X,X
LTJIZSO,X,O,X,X,X,X,O,O,X,X
LTJIZOS,X,X,X,X,X,X,O,X,X,X
LTJIOSZ,X,X,O,X,X,X,O,X,X,X
LTJIOZS,O,X,O,X,X,X,O,X,X,X
LTJSIZO,X,O,X,O,X,X,O,X,X,X
LTJSIOZ,O,X,X,X,X,X,X,X,X,X
LTJSZIO,X,O,X,O,X,X,O,O,X,X
LTJSZOI,X,O,X,X,X,X,O,O,X,X
LTJSOIZ,O,X,X,X,O,X,O,X,X,X
LTJSOZI,O,X,X,X,O,X,O,X,X,X
LTJZISO,X,O,X,X,X,X,O,O,X,X
LTJZIOS,X,X,X,X,X,X,O,X,X,X
LTJZSIO,X,O,X,X,X,X,O,O,X,X
LTJZSOI,X,O,X,X,X,X,O,O,X,X
LTJZOIS,X,X,X,X,X,X,O,O,X,X
LTJZOSI,X,X,X,X,X,X,O,O,X,X
LTJOISZ,X,X,O,X,O,X,O,X,X,X
LTJOIZS,O,X,O,X,O,X,O,X,X,X
LTJOSIZ,X,X,O,X,O,X,O,X,X,X
LTJOSZI,X,X,X,X,O,X,O,X,X,X
LTJOZIS,O,X,O,X,O,X,O,X,X,X
LTJOZSI,X,X,O,X,O,X,O,O,X,X
LTSIJZO,X,O,X,O,X,X,O,X,X,X
LTSIJOZ,O,X,X,X,X,X,X,X,X,X
LTSIZJO,X,O,X,O,X,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,X,O,X,X,X,X,X
LTSIOZJ,O,X,X,X,O,X,X,X,X,X
LTSJIZO,X,O,X,O,X,X,O,X,X,X
LTSJIOZ,O,X,X,X,X,X,X,X,X,X
LTSJZIO,X,O,X,O,X,X,O,O,X,X
LTSJZOI,X,O,X,X,X,X,O,O,X,X
LTSJOIZ,O,X,X,X,O,X,O,X,X,X
LTSJOZI,O,X,X,X,O,X,O,X,X,X
LTSZIJO,X,O,X,O,X,X,X,O,X,X
LTSZIOJ,O,O,X,X,X,X,X,O,X,X
LTSZJIO,X,O,X,O,X,X,X,O,X,X
LTSZJOI,X,O,X,X,X,X,X,O,X,X
LTSZOIJ,O,O,X,X,O,X,X,O,X,X
LTSZOJI,O,O,X,X,O,X,X,O,X,X
LTSOIJZ,O,X,X,X,O,X,X,X,X,X
LTSOIZJ,O,X,X,X,O,X,X,X,X,X
LTSOJIZ,O,X,X,X,O,X,X,X,X,X
LTSOJZI,O,X,X,X,O,X,X,X,X,X
LTSOZIJ,O,X,X,X,O,X,X,X,X,X
LTSOZJI,O,X,X,X,O,X,X,X,X,X
LTZIJSO,X,O,X,X,X,X,O,O,O,X
LTZIJOS,X,X,X,X,X,X,O,X,O,X
LTZISJO,X,O,X,X,X,X,X,O,O,X
LTZISOJ,X,O,X,X,X,X,X,O,O,X
LTZIOJS,X,X,X,X,X,X,X,O,X,X
LTZIOSJ,X,X,X,X,X,X,X,O,X,X
LTZJISO,X,O,X,X,X,O,O,O,X,X
LTZJIOS,X,X,X,X,X,O,O,X,X,X
LTZJSIO,X,O,X,X,X,O,O,O,X,X
LTZJSOI,X,O,X,X,X,O,O,O,X,X
LTZJOIS,X,X,X,X,X,O,O,O,X,X
LTZJOSI,X,X,X,X,X,O,O,O,X,X
LTZSIJO,X,O,X,X,X,O,X,O,X,X
LTZSIOJ,X,O,X,X,X,X,X,O,X,X
LTZSJIO,X,O,X,X,X,O,X,O,X,X
LTZSJOI,X,O,X,X,X,O,X,O,X,X
LTZSOIJ,X,O,X,X,O,X,X,O,X,X
LTZSOJI,X,O,X,X,O,X,X,O,X,X
LTZOIJS,X,X,X,X,O,X,X,O,X,X
LTZOISJ,X,X,X,X,O,X,X,O,X,X
LTZOJIS,X,X,X,X,O,X,X,O,X,X
LTZOJSI,X,X,X,X,O,X,X,O,X,X
LTZOSIJ,X,X,X,X,O,X,X,O,X,X
LTZOSJI,X,X,X,X,O,X,X,O,X,X
LTOIJSZ,X,X,O,X,O,X,X,X,X,X
LTOIJZS,O,X,O,X,O,X,O,X,X,X
LTOISJZ,X,X,O,X,O,X,X,X,X,X
LTOISZJ,X,X,X,X,O,X,X,X,X,X
LTOIZJS,O,X,X,X,O,X,X,X,X,X
LTOIZSJ,X,X,X,X,O,X,X,X,X,X
LTOJISZ,X,X,O,X,O,X,O,X,X,X
LTOJIZS,O,X,O,X,O,X,O,X,X,X
LTOJSIZ,X,X,O,X,O,X,O,X,X,X
LTOJSZI,X,X,X,X,O,X,O,X,X,X
LTOJZIS,O,X,O,X,O,X,O,X,X,X
LTOJZSI,X,X,O,X,O,X,O,O,X,X
LTOSIJZ,X,X,O,X,O,X,X,X,X,X
LTOSIZJ,X,X,X,X,O,X,X,X,X,X
LTOSJIZ,X,X,O,X,O,X,X,X,X,X
LTOSJZI,X,X,X,X,O,X,X,X,X,X
LTOSZIJ,X,X,X,X,O,X,X,X,X,X
LTOSZJI,X,X,X,X,O,X,X,X,X,X
LTOZIJS,O,X,X,X,O,X,X,O,X,X
LTOZISJ,X,X,X,X,O,X,X,O,X,X
LTOZJIS,O,X,X,X,O,X,X,O,X,X
LTOZJSI,X,X,X,X,O,X,X,O,X,X
LTOZSIJ,X,X,X,X,O,X,X,O,X,X
LTOZSJI,X,X,X,X,O,X,X,O,X,X
LITJSZO,X,O,X,O,X,X,O,X,X,X
LITJSOZ,O,X,X,X,X,X,X,X,X,X
LITJZSO,X,O,X,X,X,X,O,O,X,X
LITJZOS,X,X,X,X,X,X,O,X,X,X
LITJOSZ,X,X,O,X,X,X,O,X,X,X
LITJOZS,O,X,O,X,X,X,O,X,X,X
LITSJZO,X,O,X,O,X,X,O,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,X
LITSZJO,X,O,X,O,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,X,X
LITSOJZ,O,X,X,X,O,X,X,X,X,X
LITSOZJ,O,X,X,X,O,X,X,X,X,X
LITZJSO,X,O,X,X,X,X,O,O,O,X
LITZJOS,X,X,X,X,X,X,O,X,O,X
LITZSJO,X,O,X,X,X,X,X,O,O,X
LITZSOJ,X,O,X,X,X,X,X,O,O,X
LITZOJS,X,X,X,X,X,X,X,O,X,X
LITZOSJ,X,X,X,X,X,X,X,O,X,X
LITOJSZ,X,X,O,X,O,X,X,X,X,X
LITOJZS,O,X,O,X,O,X,O,X,X,X
LITOSJZ,X,X,O,X,O,X,X,X,X,X
LITOSZJ,X,X,X,X,O,X,X,X,X,X
LITOZJS,O,X,X,X,O,X,X,X,X,X
LITOZSJ,X,X,X,X,O,X,X,X,X,X
LIJTSZO,X,O,X,O,X,X,O,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,X
LIJTZSO,X,O,X,X,X,X,O,X,X,X
LIJTZOS,X,X,X,X,X,X,O,X,X,X
LIJTOSZ,X,X,O,X,X,X,O,X,X,X
LIJTOZS,O,X,O,X,X,X,O,X,X,X
LIJSTZO,X,O,X,O,X,X,O,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,X,O,X,X,X,X,X,X
LIJSZOT,O,O,X,O,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,X,X,X,X
LIJSOZT,O,O,O,O,X,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,O,X,O,X
LIJZTOS,X,X,X,X,X,X,O,X,O,X
LIJZSTO,X,O,X,O,X,X,X,X,O,X
LIJZSOT,O,O,O,O,X,X,X,X,O,X
LIJZOTS,O,X,O,X,X,X,X,X,O,X
LIJZOST,O,O,O,X,X,X,X,X,O,X
LIJOTSZ,X,X,O,X,X,X,X,X,X,X
LIJOTZS,O,X,O,X,X,X,O,X,X,X
LIJOSTZ,O,X,O,O,X,X,X,X,X,X
LIJOSZT,O,O,O,O,X,X,X,X,X,X
LIJOZTS,O,X,O,X,X,X,X,X,X,X
LIJOZST,O,O,O,O,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,X,O,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X
LISTZJO,X,O,X,O,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X
LISJTZO,X,O,X,O,X,X,O,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,X,O,X,X,X,X,X,X
LISJZOT,O,O,X,O,X,X,X,X,X,X
LISJOTZ,O,X,O,X,X,X,X,X,X,X
LISJOZT,O,O,O,O,X,X,X,X,X,X
LISZTJO,X,O,X,O,X,X,X,X,O,X
LISZTOJ,O,O,X,X,X,X,X,X,O,X
LISZJTO,X,O,X,O,X,X,X,X,O,X
LISZJOT,O,O,X,O,X,X,X,X,O,X
LISZOTJ,O,O,X,X,X,X,X,X,O,X
LISZOJT,O,O,X,O,X,X,X,X,O,X
LISOTJZ,O,X,O,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,O,X,X,X,X,X,X,X
LISOJZT,O,O,O,O,X,X,X,X,X,X
LISOZTJ,O,O,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,O,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,O,O,O,X
LIZTJOS,X,X,X,X,X,X,O,X,O,X
LIZTSJO,X,O,X,X,X,X,X,O,O,X
LIZTSOJ,X,O,X,X,X,X,X,O,O,X
LIZTOJS,X,X,X,X,X,X,X,O,X,X
LIZTOSJ,X,X,X,X,X,X,X,O,X,X
LIZJTSO,X,O,X,X,X,X,O,X,O,X
LIZJTOS,X,X,X,X,X,X,O,X,O,X
LIZJSTO,X,O,X,O,X,X,X,X,O,X
LIZJSOT,O,O,O,O,X,X,X,X,O,X
LIZJOTS,O,X,O,X,X,X,X,X,O,X
LIZJOST,O,O,O,X,X,X,X,X,O,X
LIZSTJO,X,O,X,O,X,X,X,X,O,X
LIZSTOJ,O,O,X,X,X,X,X,X,O,X
LIZSJTO,X,O,X,O,X,X,X,X,O,X
LIZSJOT,O,O,O,O,X,X,X,X,O,X
LIZSOTJ,O,O,O,X,X,X,X,X,O,X
LIZSOJT,O,O,O,O,X,X,X,X,O,X
LIZOTJS,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,X,X,X,X
LIZOJTS,O,X,O,X,X,X,X,X,O,X
LIZOJST,O,O,O,X,X,X,X,X,O,X
LIZOSTJ,X,O,O,X,X,X,X,X,O,X
LIZOSJT,O,O,O,X,X,X,X,X,O,X
LIOTJSZ,X,X,O,X,O,X,X,X,X,X
LIOTJZS,O,X,O,X,O,X,O,X,X,X
LIOTSJZ,X,X,O,X,O,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,X,X,X,X,X
LIOTZJS,O,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,O,X,O,X,X,X,X,X
LIOJTZS,O,X,O,X,O,X,O,X,X,X
LIOJSTZ,O,X,O,O,X,X,X,X,X,X
LIOJSZT,O,O,O,O,X,X,X,X,X,X
LIOJZTS,O,X,O,X,X,X,X,X,X,X
LIOJZST,O,O,O,O,X,X,X,X,X,X
LIOSTJZ,O,X,O,O,O,X,X,X,X,X
LIOSTZJ,O,X,X,O,O,X,X,X,X,X
LIOSJTZ,O,X,O,O,X,X,X,X,X,X
LIOSJZT,O,O,O,O,X,X,X,X,X,X
LIOSZTJ,O,O,X,O,X,X,X,X,X,X
LIOSZJT,O,O,O,O,X,X,X,X,X,X
LIOZTJS,O,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,X
LIOZJTS,O,X,O,X,X,X,X,X,O,X
LIOZJST,O,O,O,O,X,X,X,X,O,X
LIOZSTJ,X,O,X,O,X,X,X,X,O,X
LIOZSJT,O,O,O,O,X,X,X,X,O,X
LJTISZO,X,O,X,O,X,X,O,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,X,X,O,O,X,X
LJTIZOS,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,X,X,O,X,X,X,O,X,X,X
LJTIOZS,O,X,O,X,X,X,O,X,X,X
LJTSIZO,X,O,X,O,X,X,O,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X
LJTSZIO,X,O,X,O,X,X,O,O,X,X
LJTSZOI,X,O,X,X,X,X,O,O,X,X
LJTSOIZ,O,X,X,X,O,X,O,X,X,X
LJTSOZI,O,X,X,X,O,X,O,X,X,X
LJTZISO,X,O,X,X,X,X,O,O,X,X
LJTZIOS,X,X,X,X,X,X,O,X,X,X
LJTZSIO,X,O,X,X,X,X,O,O,X,X
LJTZSOI,X,O,X,X,X,X,O,O,X,X
LJTZOIS,X,X,X,X,X,X,O,O,X,X
LJTZOSI,X,X,X,X,X,X,O,O,X,X
LJTOISZ,X,X,O,X,O,X,O,X,X,X
LJTOIZS,O,X,O,X,O,X,O,X,X,X
LJTOSIZ,X,X,O,X,O,X,O,X,X,X
LJTOSZI,X,X,X,X,O,X,O,X,X,X
LJTOZIS,O,X,O,X,O,X,O,X,X,X
LJTOZSI,X,X,O,X,O,X,O,O,X,X
LJITSZO,X,O,X,O,X,X,O,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,X,X,X,O,X,X,X
LJITZOS,X,X,X,X,X,X,O,X,X,X
LJITOSZ,X,X,O,X,X,X,O,X,X,X
LJITOZS,O,X,O,X,X,X,O,X,X,X
LJISTZO,X,O,X,O,X,X,O,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,X,O,X,X,X,X,X,X
LJISZOT,O,O,X,O,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X,X
LJISOZT,O,O,O,O,X,X,X,X,X,X
LJIZTSO,X,O,X,X,X,X,O,X,O,X
LJIZTOS,X,X,X,X,X,X,O,X,O,X
LJIZSTO,X,O,X,O,X,X,X,X,O,X
LJIZSOT,O,O,O,O,X,X,X,X,O,X
LJIZOTS,O,X,O,X,X,X,X,X,O,X
LJIZOST,O,O,O,X,X,X,X,X,O,X
LJIOTSZ,X,X,O,X,X,X,X,X,X,X
LJIOTZS,O,X,O,X,X,X,O,X,X,X
LJIOSTZ,O,X,O,O,X,X,X,X,X,X
LJIOSZT,O,O,O,O,X,X,X,X,X,X
LJIOZTS,O,X,O,X,X,X,X,X,X,X
LJIOZST,O,O,O,O,X,X,X,X,X,X
LJSTIZO,X,O,X,O,X,X,O,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X
LJSTZIO,X,O,X,O,X,X,O,X,X,X
LJSTZOI,X,O,X,X,X,X,O,X,X,X
LJSTOIZ,O,X,X,X,X,X,O,X,X,X
LJSTOZI,O,X,X,X,X,X,O,X,X,X
LJSITZO,X,O,X,O,X,X,O,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X
LJSIZTO,X,O,X,O,X,X,X,X,X,X
LJSIZOT,O,O,X,O,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,X,X,X,X,X,X
LJSIOZT,O,O,O,O,X,X,X,X,X,X
LJSZTIO,X,O,X,O,X,X,X,X,X,X
LJSZTOI,X,O,X,X,X,X,X,X,X,X
LJSZITO,X,O,X,O,X,X,X,X,X,X
LJSZIOT,O,O,X,O,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,O,X,X,X,X,X,X
LJSOTIZ,O,X,O,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,O,X,X,X,X,X,X,X
LJSOIZT,O,O,O,O,X,X,X,X,X,X
LJSOZTI,O,O,O,X,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,X,X,X,X,X
LJZTISO,X,O,X,X,X,X,O,O,X,O
LJZTIOS,X,X,X,X,X,X,O,X,X,O
LJZTSIO,X,O,X,X,X,X,O,O,X,X
LJZTSOI,X,O,X,X,X,X,O,O,X,X
LJZTOIS,X,X,X,X,X,X,O,O,X,X
LJZTOSI,X,X,X,X,X,X,O,O,X,X
LJZITSO,X,O,X,X,X,X,O,X,O,O
LJZITOS,X,X,X,X,X,X,O,X,O,O
LJZISTO,X,O,X,O,X,X,X,X,O,X
LJZISOT,O,O,O,O,X,X,X,X,O,X
LJZIOTS,O,X,O,X,X,X,X,X,O,X
LJZIOST,O,O,O,X,X,X,X,X,O,X
LJZSTIO,X,O,X,O,X,X,X,X,X,X
LJZSTOI,X,O,X,X,X,X,X,X,X,X
LJZSITO,X,O,X,O,X,X,X,X,X,X
LJZSIOT,O,O,O,O,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,X,X,X,X,X
LJZOTIS,O,X,O,X,X,X,X,X,X,X
LJZOTSI,X,X,O,X,X,X,X,X,X,X
LJZOITS,O,X,O,X,X,X,X,X,X,X
LJZOIST,O,O,O,X,X,X,X,X,X,X
LJZOSTI,X,O,O,X,X,X,X,X,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X
LJOTISZ,X,X,O,X,O,X,O,X,X,X
LJOTIZS,O,X,O,X,O,X,O,X,X,X
LJOTSIZ,X,X,O,X,O,X,O,X,X,X
LJOTSZI,X,X,X,X,O,X,O,X,X,X
LJOTZIS,O,X,O,X,O,X,O,X,X,X
LJOTZSI,X,X,O,X,O,X,O,X,X,X
LJOITSZ,X,X,O,X,O,X,X,X,X,X
LJOITZS,O,X,O,X,O,X,O,X,X,X
LJOISTZ,O,X,O,O,X,X,X,X,X,X
LJOISZT,O,O,O,O,X,X,X,X,X,X
LJOIZTS,O,X,O,X,X,X,X,X,X,X
LJOIZST,O,O,O,O,X,X,X,X,X,X
LJOSTIZ,O,X,O,O,X,X,X,X,X,X
LJOSTZI,O,X,X,O,X,X,X,X,X,X
LJOSITZ,O,X,O,O,X,X,X,X,X,X
LJOSIZT,O,O,O,O,X,X,X,X,X,X
LJOSZTI,O,O,O,O,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X,X
LJOZTSI,X,X,O,X,X,X,X,X,X,X
LJOZITS,O,X,O,X,X,X,X,X,X,X
LJOZIST,O,O,O,O,X,X,X,X,X,X
LJOZSTI,X,O,O,O,X,X,X,X,X,X
LJOZSIT,O,O,O,O,X,X,X,X,X,X
LSTIJZO,X,O,X,O,X,X,O,X,X,X
LSTIJOZ,O,X,X,X,X,X,X,X,X,X
LSTIZJO,X,O,X,O,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,X,X,O,X,X,X,X,X
LSTIOZJ,O,X,X,X,O,X,X,X,X,X
LSTJIZO,X,O,X,O,X,X,O,X,X,X
LSTJIOZ,O,X,X,X,X,X,X,X,X,X
LSTJZIO,X,O,X,O,X,X,O,O,X,X
LSTJZOI,X,O,X,X,X,X,O,O,X,X
LSTJOIZ,O,X,X,X,O,X,O,X,X,X
LSTJOZI,O,X,X,X,O,X,O,X,X,X
LSTZIJO,X,O,X,O,X,X,X,O,X,X
LSTZIOJ,O,O,X,X,X,X,X,O,X,X
LSTZJIO,X,O,X,O,X,X,X,O,X,X
LSTZJOI,X,O,X,X,X,X,X,O,X,X
LSTZOIJ,O,O,X,X,O,X,X,O,X,X
LSTZOJI,O,O,X,X,O,X,X,O,X,X
LSTOIJZ,O,X,X,X,O,X,X,X,X,X
LSTOIZJ,O,X,X,X,O,X,X,X,X,X
LSTOJIZ,O,X,X,X,O,X,X,X,X,X
LSTOJZI,O,X,X,X,O,X,X,X,X,X
LSTOZIJ,O,X,X,X,O,X,X,X,X,X
LSTOZJI,O,X,X,X,O,X,X,X,X,X
LSITJZO,X,O,X,O,X,X,O,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X
LSITZJO,X,O,X,O,X,X,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X
LSIJTZO,X,O,X,O,X,X,O,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X
LSIJZTO,X,O,X,O,X,X,X,X,X,X
LSIJZOT,O,O,X,O,X,X,X,X,X,X
LSIJOTZ,O,X,O,X,X,X,X,X,X,X
LSIJOZT,O,O,O,O,X,X,X,X,X,X
LSIZTJO,X,O,X,O,X,X,X,X,O,X
LSIZTOJ,O,O,X,X,X,X,X,X,O,X
LSIZJTO,X,O,X,O,X,X,X,X,O,X
LSIZJOT,O,O,X,O,X,X,X,X,O,X
LSIZOTJ,O,O,X,X,X,X,X,X,O,X
LSIZOJT,O,O,X,O,X,X,X,X,O,X
LSIOTJZ,O,X,O,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,X,X,X,X
LSIOJZT,O,O,O,O,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,X,X,X,X,X,X
LSIOZJT,O,O,O,O,X,X,X,X,X,X
LSJTIZO,X,O,X,O,X,X,O,X,X,X
LSJTIOZ,O,X,X,X,X,X,X,X,X,X
LSJTZIO,X,O,X,O,X,X,O,X,X,X
LSJTZOI,X,O,X,X,X,X,O,X,X,X
LSJTOIZ,O,X,X,X,X,X,O,X,X,X
LSJTOZI,O,X,X,X,X,X,O,X,X,X
LSJITZO,X,O,X,O,X,X,O,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X
LSJIZTO,X,O,X,O,X,X,X,X,X,X
LSJIZOT,O,O,X,O,X,X,X,X,X,X
LSJIOTZ,O,X,O,X,X,X,X,X,X,X
LSJIOZT,O,O,O,O,X,X,X,X,X,X
LSJZTIO,X,O,X,O,X,X,X,X,X,X
LSJZTOI,X,O,X,X,X,X,X,X,X,X
LSJZITO,X,O,X,O,X,X,X,X,X,X
LSJZIOT,O,O,X,O,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,O,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,O,X,X,X,X,X,X,X
LSJOIZT,O,O,O,O,X,X,X,X,X,X
LSJOZTI,O,O,O,X,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X,X,X,X
LSZTIJO,X,O,X,O,X,X,X,O,X,X
LSZTIOJ,O,O,X,X,X,X,X,O,X,X
LSZTJIO,X,O,X,O,X,X,X,O,X,X
LSZTJOI,X,O,X,X,X,X,X,O,X,X
LSZTOIJ,O,O,X,X,X,X,X,O,X,X
LSZTOJI,O,O,X,X,X,X,X,O,X,X
LSZITJO,X,O,X,O,X,X,X,X,O,X
LSZITOJ,O,O,X,X,X,X,X,X,O,X
LSZIJTO,X,O,X,O,X,X,X,X,O,X
LSZIJOT,O,O,X,O,X,X,X,X,O,X
LSZIOTJ,O,O,X,X,X,X,X,X,O,X
LSZIOJT,O,O,X,O,X,X,X,X,O,X
LSZJTIO,X,O,X,O,X,X,X,X,X,X
LSZJTOI,X,O,X,X,X,X,X,X,X,X
LSZJITO,X,O,X,O,X,X,X,X,X,X
LSZJIOT,O,O,X,O,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,O,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X,X,X
LSZOIJT,O,O,X,O,X,X,X,X,X,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,O,X,X,X,X,X,X
LSOTIJZ,O,X,O,X,O,X,X,X,X,X
