sequence,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigB3hB?GjBcqBlnBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGiB?TjBcqBlmBXsB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGjB?cqBlmB3nBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeuEJvhF1lB0hB?xiBCoBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFXiBTjB?llBSsBOqB0rB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFGjBClB?0mBlnBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFFiBTjB?WqB6rBcsBXqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JexBJvhFTjBfqB?llBurBcsBCqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeTDJvhFRlBGnB?XnBFqBCqB0rB
LZJIOST,O,O,O,X,X,X,O,O,X
LZJSTIO,O,O,O,X,X,X,O,O,X
LZJSTOI,O,O,O,X,X,X,O,O,X
LZJSITO,O,O,O,X,X,X,O,O,X
LZJSIOT,O,O,O,X,X,X,O,O,X
LZJSOTI,O,O,O,X,X,X,O,O,X
LZJSOIT,O,O,O,X,X,X,O,O,X
LZJOTIS,O,O,X,X,X,X,O,X,X
LZJOTSI,O,O,X,X,X,X,O,X,X
LZJOITS,O,O,X,X,X,X,O,X,X
LZJOIST,O,O,O,X,X,X,O,O,X
LZJOSTI,O,O,O,X,X,X,O,O,X
LZJOSIT,O,O,O,X,X,X,O,O,X
LZSTIJO,O,O,O,O,X,O,X,X,X
LZSTIOJ,O,O,O,O,O,O,O,X,X
LZSTJIO,O,O,O,O,X,O,O,O,X
LZSTJOI,O,O,O,O,X,O,O,O,X
LZSTOIJ,O,O,O,O,O,O,O,X,X
LZSTOJI,O,O,O,O,X,O,O,O,X
LZSITJO,O,O,O,O,X,O,X,X,X
LZSITOJ,O,O,O,O,O,O,O,X,X
LZSIJTO,O,O,O,O,X,O,X,X,X
LZSIJOT,O,O,O,X,X,X,X,X,X
LZSIOTJ,O,O,O,X,O,O,O,X,X
LZSIOJT,O,O,O,X,X,X,X,X,X
LZSJTIO,O,O,O,O,X,O,O,O,X
LZSJTOI,O,O,O,O,X,O,O,O,X
LZSJITO,O,O,O,O,X,O,O,O,X
LZSJIOT,O,O,O,X,X,X,O,O,X
LZSJOTI,O,O,O,O,X,X,O,O,X
LZSJOIT,O,O,O,O,X,X,O,O,X
LZSOTIJ,O,O,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,X,O,O,O,X
LZSOITJ,O,O,O,O,O,O,O,X,X
LZSOIJT,O,O,O,O,X,X,X,X,X
LZSOJTI,O,O,O,O,X,X,O,O,X
LZSOJIT,O,O,O,O,X,X,O,O,X
LZOTIJS,O,O,X,O,X,X,O,X,X
LZOTISJ,O,O,O,O,O,X,O,X,X
LZOTJIS,O,O,X,O,X,X,O,X,X
LZOTJSI,O,O,X,O,X,X,O,X,X
LZOTSIJ,O,O,O,O,O,X,O,X,X
LZOTSJI,O,O,O,O,X,X,O,X,X
LZOITJS,O,O,X,O,X,X,O,X,X
LZOITSJ,O,O,O,O,O,X,O,X,X
LZOIJTS,O,O,X,O,X,X,O,X,X
LZOIJST,O,O,O,O,X,X,O,X,X
LZOISTJ,O,O,O,O,O,X,O,X,X
LZOISJT,O,O,O,O,X,X,X,X,X
LZOJTIS,O,O,X,O,X,X,O,X,X
LZOJTSI,O,O,X,O,X,X,O,X,X
LZOJITS,O,O,X,O,X,X,O,X,X
LZOJIST,O,O,O,O,X,X,O,O,X
LZOJSTI,O,O,O,O,X,X,O,O,X
LZOJSIT,O,O,O,O,X,X,O,O,X
LZOSTIJ,O,O,O,O,O,X,O,X,X
LZOSTJI,O,O,O,O,X,X,O,O,X
LZOSITJ,O,O,O,O,O,X,O,X,X
LZOSIJT,O,O,O,O,X,X,X,X,X
LZOSJTI,O,O,O,O,X,X,O,O,X
LZOSJIT,O,O,O,O,X,X,O,O,X
LOTIJSZ,O,X,X,O,O,X,X,X,O
LOTIJZS,O,O,X,O,X,X,X,X,X
LOTISJZ,O,X,X,O,O,X,X,X,X
LOTISZJ,O,X,X,O,O,X,X,X,X
LOTIZJS,O,O,X,O,X,X,O,X,X
LOTIZSJ,O,O,X,O,O,X,O,X,X
LOTJISZ,O,X,X,O,O,X,X,X,O
LOTJIZS,O,O,X,O,X,X,O,X,X
LOTJSIZ,O,X,X,O,O,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X
LOTJZIS,O,O,X,O,X,X,O,X,X
LOTJZSI,O,O,X,O,X,X,O,X,X
LOTSIJZ,O,X,X,O,O,X,X,X,X
LOTSIZJ,O,X,X,O,O,X,X,X,X
LOTSJIZ,O,X,X,O,O,X,X,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X
LOTSZIJ,O,X,X,O,O,X,X,X,X
LOTSZJI,O,X,X,O,X,X,X,X,X
LOTZIJS,O,O,X,O,X,X,O,X,X
LOTZISJ,O,O,X,O,O,X,O,X,X
LOTZJIS,O,O,X,O,X,X,O,X,X
LOTZJSI,O,O,X,O,X,X,O,X,X
LOTZSIJ,O,O,X,O,O,X,O,X,X
LOTZSJI,O,O,X,O,X,X,O,X,X
LOITJSZ,O,X,X,O,O,X,X,X,X
LOITJZS,O,O,X,O,X,X,X,X,X
LOITSJZ,O,X,X,O,O,X,X,X,X
LOITSZJ,O,X,X,O,O,X,X,X,X
LOITZJS,O,O,X,O,X,X,O,X,X
LOITZSJ,O,O,X,O,O,X,O,X,X
LOIJTSZ,X,X,X,O,O,X,X,X,O
LOIJTZS,X,X,X,O,X,X,O,X,X
LOIJSTZ,X,X,X,O,O,X,X,X,O
LOIJSZT,O,X,X,O,X,X,O,X,X
LOIJZTS,O,X,X,O,X,X,O,X,X
LOIJZST,O,X,X,O,X,X,O,X,X
LOISTJZ,O,O,X,O,O,X,X,X,X
LOISTZJ,O,O,X,O,O,X,X,X,X
LOISJTZ,X,X,X,O,O,X,X,X,X
LOISJZT,O,O,X,O,X,X,X,X,X
LOISZTJ,O,O,X,O,O,X,O,X,X
LOISZJT,O,O,X,O,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,O,X,X
LOIZTSJ,O,O,X,O,O,X,O,X,X
LOIZJTS,O,O,X,O,X,X,O,X,X
LOIZJST,O,O,X,O,X,X,O,X,X
LOIZSTJ,O,O,X,O,O,X,O,X,X
LOIZSJT,O,O,X,O,X,X,X,X,X
LOJTISZ,X,X,X,O,O,X,X,X,O
LOJTIZS,X,X,X,O,X,X,O,X,X
LOJTSIZ,X,X,X,O,O,X,X,X,X
LOJTSZI,X,X,X,O,X,X,X,X,X
LOJTZIS,X,X,X,O,X,X,O,X,X
LOJTZSI,X,X,X,O,X,X,O,X,X
LOJITSZ,X,X,X,O,O,X,X,X,O
LOJITZS,X,X,X,O,X,X,O,X,X
LOJISTZ,X,X,X,O,O,X,X,X,O
LOJISZT,O,X,X,O,X,X,O,X,X
LOJIZTS,O,X,X,O,X,X,O,X,X
LOJIZST,O,X,X,O,X,X,O,X,X
LOJSTIZ,X,X,X,O,O,X,X,X,X
LOJSTZI,X,X,X,O,X,X,X,X,X
LOJSITZ,X,X,X,O,O,X,X,X,X
LOJSIZT,O,X,X,O,X,X,O,X,X
LOJSZTI,O,X,X,O,X,X,O,X,X
LOJSZIT,O,X,X,O,X,X,O,X,X
LOJZTIS,O,X,X,O,X,X,O,X,X
LOJZTSI,O,X,X,O,X,X,O,X,X
LOJZITS,O,X,X,O,X,X,O,X,X
LOJZIST,O,X,X,O,X,X,O,X,X
LOJZSTI,O,X,X,O,X,X,O,X,X
LOJZSIT,O,X,X,O,X,X,O,X,X
LOSTIJZ,O,O,X,O,O,X,X,X,X
LOSTIZJ,O,O,X,O,O,X,X,X,X
LOSTJIZ,O,O,X,O,O,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X,X
LOSTZIJ,O,O,X,O,O,X,X,X,X
LOSTZJI,O,O,X,O,X,X,X,O,X
LOSITJZ,O,O,X,O,O,X,X,X,X
LOSITZJ,O,O,X,O,O,X,X,X,X
LOSIJTZ,X,X,X,O,O,X,X,X,X
LOSIJZT,O,O,X,O,X,X,X,X,X
LOSIZTJ,O,O,X,O,O,X,O,X,X
LOSIZJT,O,O,X,O,X,X,X,X,X
LOSJTIZ,X,X,X,O,O,X,X,X,X
LOSJTZI,X,X,X,O,X,X,X,X,X
LOSJITZ,X,X,X,O,O,X,X,X,X
LOSJIZT,O,O,X,O,X,X,O,X,X
LOSJZTI,O,O,X,O,X,X,O,X,X
LOSJZIT,O,O,X,O,X,X,O,X,X
LOSZTIJ,O,O,X,O,O,X,O,X,X
LOSZTJI,O,O,X,O,X,X,O,O,X
LOSZITJ,O,O,X,O,O,X,O,X,X
LOSZIJT,O,O,X,O,X,X,X,X,X
LOSZJTI,O,O,X,O,X,X,O,O,X
LOSZJIT,O,O,X,O,X,X,O,O,X
LOZTIJS,O,O,X,O,X,X,O,X,X
LOZTISJ,O,O,X,O,O,X,O,X,X
LOZTJIS,O,O,X,O,X,X,O,X,X
LOZTJSI,O,O,X,O,X,X,O,X,X
LOZTSIJ,O,O,X,O,O,X,O,X,X
LOZTSJI,O,O,X,O,X,X,O,X,X
LOZITJS,O,O,X,O,X,X,O,X,X
LOZITSJ,O,O,X,O,O,X,O,X,X
LOZIJTS,O,O,X,O,X,X,O,X,X
LOZIJST,O,O,X,O,X,X,O,X,X
LOZISTJ,O,O,X,O,O,X,O,X,X
LOZISJT,O,O,X,O,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,O,X,X
LOZJTSI,O,O,X,O,X,X,O,X,X
LOZJITS,O,O,X,O,X,X,O,X,X
LOZJIST,O,O,X,O,X,X,O,O,X
LOZJSTI,O,O,X,O,X,X,O,O,X
LOZJSIT,O,O,X,O,X,X,O,O,X
LOZSTIJ,O,O,X,O,O,X,O,X,X
LOZSTJI,O,O,X,O,X,X,O,O,X
LOZSITJ,O,O,X,O,O,X,O,X,X
LOZSIJT,O,O,X,O,X,X,X,X,X
LOZSJTI,O,O,X,O,X,X,O,O,X
LOZSJIT,O,O,X,O,X,X,O,O,X
JTILSZO,O,X,X,O,X,X,X,X,X
JTILSOZ,X,X,X,X,O,X,X,X,X
JTILZSO,O,O,X,O,X,X,O,X,X
JTILZOS,O,O,X,O,X,X,O,X,X
JTILOSZ,X,X,X,O,O,X,X,X,O
JTILOZS,X,O,X,O,X,X,O,X,X
JTISLZO,O,X,O,X,X,O,X,X,X
JTISLOZ,X,X,X,X,X,O,X,X,X
JTISZLO,O,O,O,X,X,O,X,X,X
JTISZOL,O,O,O,X,X,X,X,X,X
JTISOLZ,X,X,X,X,X,X,X,X,O
JTISOZL,O,O,O,X,X,X,X,X,O
JTIZLSO,O,O,O,O,X,X,X,X,X
JTIZLOS,O,O,X,O,X,X,O,X,X
JTIZSLO,O,O,O,O,X,O,X,X,X
JTIZSOL,O,O,O,X,X,X,O,X,X
JTIZOLS,O,O,X,O,X,X,O,X,X
JTIZOSL,O,O,X,X,X,X,O,X,O
JTIOLSZ,X,X,X,O,O,X,X,X,O
JTIOLZS,X,O,X,O,X,X,O,X,X
JTIOSLZ,X,X,X,X,X,X,X,X,O
JTIOSZL,O,O,X,X,X,X,X,X,O
JTIOZLS,O,O,X,O,X,X,O,X,X
JTIOZSL,O,O,X,O,X,X,O,X,O
JTLISZO,O,X,X,O,X,X,X,X,X
JTLISOZ,X,X,X,O,O,X,X,X,X
JTLIZSO,O,O,X,O,X,X,O,X,X
JTLIZOS,O,O,X,O,X,X,O,X,X
JTLIOSZ,X,X,X,O,O,X,X,X,O
JTLIOZS,X,O,X,O,X,X,O,X,X
JTLSIZO,O,X,X,O,X,O,X,X,X
JTLSIOZ,X,X,X,O,O,O,X,X,X
JTLSZIO,O,X,X,O,X,O,X,X,X
JTLSZOI,O,X,X,O,X,O,X,X,X
JTLSOIZ,X,X,X,O,O,O,X,X,X
JTLSOZI,X,X,X,O,X,O,X,X,X
JTLZISO,O,O,X,O,X,X,O,X,X
JTLZIOS,O,O,X,O,X,X,O,X,X
JTLZSIO,O,O,X,O,X,O,O,X,X
JTLZSOI,O,O,X,O,X,O,O,X,X
JTLZOIS,O,O,X,O,X,X,O,X,X
JTLZOSI,O,O,X,O,X,X,O,X,X
JTLOISZ,X,X,X,O,O,X,X,X,O
JTLOIZS,X,O,X,O,X,X,O,X,X
JTLOSIZ,X,X,X,O,O,X,X,X,X
JTLOSZI,X,X,X,O,X,X,X,X,X
JTLOZIS,X,O,X,O,X,X,O,X,X
JTLOZSI,X,O,X,O,X,X,O,X,X
JTSILZO,O,X,O,O,X,O,X,X,X
JTSILOZ,X,X,X,O,X,O,X,X,X
JTSIZLO,O,O,O,O,X,O,X,X,X
JTSIZOL,O,O,O,O,X,X,X,X,X
JTSIOLZ,X,X,X,O,X,X,X,X,O
JTSIOZL,O,O,O,O,X,X,X,X,O
JTSLIZO,O,X,O,O,X,O,X,X,X
JTSLIOZ,X,X,X,O,X,O,X,X,X
JTSLZIO,O,X,O,O,X,O,X,X,X
JTSLZOI,O,X,O,O,X,O,X,X,X
JTSLOIZ,X,X,X,O,X,O,X,X,X
JTSLOZI,X,X,X,O,X,O,X,X,X
JTSZILO,O,O,O,O,X,O,X,X,X
JTSZIOL,O,O,O,O,X,X,X,X,X
JTSZLIO,O,O,O,O,X,O,X,X,X
JTSZLOI,O,O,O,O,X,O,X,X,X
JTSZOIL,O,O,O,O,X,X,X,X,X
JTSZOLI,O,O,O,O,X,O,X,X,X
JTSOILZ,X,X,X,O,X,X,X,X,O
JTSOIZL,O,O,O,O,X,X,X,X,O
JTSOLIZ,X,X,X,O,X,O,X,X,X
JTSOLZI,X,X,X,O,X,O,X,X,X
JTSOZIL,O,O,O,O,X,X,X,X,X
JTSOZLI,O,O,O,O,X,O,X,X,X
JTZILSO,O,O,O,O,X,X,X,X,X
JTZILOS,O,O,X,O,X,X,O,X,X
JTZISLO,O,O,O,O,X,O,X,X,X
JTZISOL,O,O,O,O,X,X,O,X,X
JTZIOLS,O,O,X,O,X,X,O,X,X
JTZIOSL,O,O,X,X,X,X,O,X,O
JTZLISO,O,O,O,O,X,X,O,X,X
JTZLIOS,O,O,X,O,X,X,O,X,X
JTZLSIO,O,O,O,O,X,O,O,X,X
JTZLSOI,O,O,O,O,X,O,O,X,X
JTZLOIS,O,O,X,O,X,X,O,X,X
JTZLOSI,O,O,X,O,X,X,O,X,X
JTZSILO,O,O,O,O,X,O,X,X,X
JTZSIOL,O,O,O,O,X,X,O,X,X
JTZSLIO,O,O,O,O,X,O,X,X,X
JTZSLOI,O,O,O,O,X,O,X,X,X
JTZSOIL,O,O,O,O,X,X,O,X,X
JTZSOLI,O,O,O,O,X,O,X,X,X
JTZOILS,O,O,X,O,X,X,O,X,X
JTZOISL,O,O,X,O,X,X,O,X,O
JTZOLIS,O,O,X,O,X,X,O,X,X
JTZOLSI,O,O,X,O,X,X,O,X,X
JTZOSIL,O,O,X,O,X,X,O,X,X
JTZOSLI,O,O,X,O,X,O,X,X,X
JTOILSZ,X,X,X,O,O,X,X,X,O
JTOILZS,X,O,X,O,X,X,O,X,X
JTOISLZ,X,X,X,X,X,X,X,X,O
JTOISZL,O,O,X,X,X,X,X,X,O
JTOIZLS,O,O,X,O,X,X,O,X,X
JTOIZSL,O,O,X,O,X,X,O,X,O
JTOLISZ,X,X,X,O,O,X,X,X,O
JTOLIZS,X,O,X,O,X,X,O,X,X
JTOLSIZ,X,X,X,O,O,X,X,X,X
JTOLSZI,X,X,X,O,X,X,X,X,X
JTOLZIS,X,O,X,O,X,X,O,X,X
JTOLZSI,X,O,X,O,X,X,O,X,X
JTOSILZ,X,X,X,O,X,X,X,X,O
JTOSIZL,O,O,X,O,X,X,X,X,O
JTOSLIZ,X,X,X,O,X,O,X,X,X
JTOSLZI,X,X,X,O,X,O,X,X,X
JTOSZIL,O,O,X,O,X,X,X,X,X
JTOSZLI,O,O,X,O,X,O,X,X,X
JTOZILS,O,O,X,O,X,X,O,X,X
JTOZISL,O,O,X,O,X,X,O,X,O
JTOZLIS,O,O,X,O,X,X,O,X,X
JTOZLSI,O,O,X,O,X,X,O,X,X
JTOZSIL,O,O,X,O,X,X,O,X,X
JTOZSLI,O,O,X,O,X,O,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,O,X,X,X,X
JITLZSO,O,O,X,X,X,X,O,X,X
JITLZOS,O,O,X,X,X,X,O,X,X
JITLOSZ,X,X,X,X,O,X,X,X,O
JITLOZS,X,O,X,X,X,X,O,X,X
JITSLZO,O,X,O,X,X,O,X,X,X
JITSLOZ,X,X,X,X,X,O,X,X,X
JITSZLO,O,O,O,X,X,O,X,X,X
JITSZOL,O,O,O,X,X,X,X,X,X
JITSOLZ,X,X,X,X,X,X,X,X,O
JITSOZL,O,O,O,X,X,X,X,X,O
JITZLSO,O,O,O,X,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,O,X,X
JITZSLO,O,O,O,X,X,O,X,X,X
JITZSOL,O,O,O,X,X,X,O,X,X
JITZOLS,O,O,X,X,X,X,O,X,X
JITZOSL,O,O,X,X,X,X,O,X,O
JITOLSZ,X,X,X,X,O,X,X,X,O
JITOLZS,X,O,X,X,X,X,O,X,X
JITOSLZ,X,X,X,X,X,X,X,X,O
JITOSZL,O,O,X,X,X,X,X,X,O
JITOZLS,O,O,X,X,X,X,O,X,X
JITOZSL,O,O,X,X,X,X,O,X,O
JILTSZO,O,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,O,X,X,X,X
JILTZSO,O,X,X,X,X,X,O,X,X
JILTZOS,O,X,X,X,X,X,O,X,X
JILTOSZ,X,X,X,X,O,X,X,X,X
JILTOZS,X,X,X,X,X,X,O,X,X
JILSTZO,X,X,O,X,X,X,X,X,X
JILSTOZ,X,X,X,X,O,X,X,X,X
JILSZTO,O,X,O,X,X,X,O,X,X
JILSZOT,O,X,O,X,X,X,O,X,X
JILSOTZ,X,X,X,X,O,X,X,X,X
JILSOZT,X,X,X,X,X,X,O,X,X
JILZTSO,O,X,O,X,X,X,O,X,X
JILZTOS,O,X,X,X,X,X,O,X,X
JILZSTO,O,X,O,X,X,X,O,X,X
JILZSOT,O,X,O,X,X,X,O,X,X
JILZOTS,O,X,X,X,X,X,O,X,X
JILZOST,O,X,O,X,X,X,O,X,X
JILOTSZ,X,X,X,X,O,X,X,X,O
JILOTZS,X,X,X,X,X,X,O,X,X
JILOSTZ,X,X,X,X,O,X,X,X,O
JILOSZT,O,X,X,X,X,X,O,X,X
JILOZTS,O,X,X,X,X,X,O,X,X
JILOZST,O,X,X,X,X,X,O,X,X
JISTLZO,O,O,O,X,X,O,X,X,X
JISTLOZ,X,O,X,X,X,O,X,X,X
JISTZLO,O,O,O,X,X,O,X,X,X
JISTZOL,O,O,O,X,X,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X,X,X
JISTOZL,O,O,O,X,X,X,X,X,X
JISLTZO,X,X,O,X,X,O,X,X,X
JISLTOZ,X,X,X,X,X,O,X,X,X
JISLZTO,O,O,O,X,X,O,O,X,X
JISLZOT,O,O,O,X,X,X,O,X,X
JISLOTZ,X,X,X,X,X,O,X,X,X
JISLOZT,X,O,X,X,X,X,O,X,X
JISZTLO,O,O,O,X,X,X,X,X,X
JISZTOL,O,O,O,X,X,X,O,X,X
JISZLTO,O,O,O,X,X,X,X,X,X
JISZLOT,O,O,O,X,X,X,X,X,X
JISZOTL,O,O,O,X,X,X,O,X,X
JISZOLT,O,O,O,X,X,X,X,X,X
JISOTLZ,X,O,X,X,X,X,X,X,O
JISOTZL,O,O,O,X,X,X,X,X,O
JISOLTZ,X,X,X,X,X,X,X,X,O
JISOLZT,O,O,X,X,X,X,O,X,X
JISOZTL,O,O,O,X,X,X,O,X,O
JISOZLT,O,O,O,X,X,X,X,X,X
JIZTLSO,O,O,O,X,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,O,X,X
JIZTSLO,O,O,O,X,X,X,X,X,X
JIZTSOL,O,O,O,X,X,X,O,X,X
JIZTOLS,O,O,X,X,X,X,O,X,X
JIZTOSL,O,O,X,X,X,X,O,X,X
JIZLTSO,O,O,O,X,X,X,O,X,X
JIZLTOS,O,O,X,X,X,X,O,X,X
JIZLSTO,O,O,O,X,X,X,O,X,X
JIZLSOT,O,O,O,X,X,X,O,X,X
JIZLOTS,O,O,X,X,X,X,O,X,X
JIZLOST,O,O,O,X,X,X,O,X,X
JIZSTLO,O,O,O,X,X,X,X,X,X
JIZSTOL,O,O,O,X,X,X,O,X,X
JIZSLTO,O,O,O,X,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,O,X,X
JIZSOLT,O,O,O,X,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,O,X,X
JIZOTSL,O,O,X,X,X,X,O,X,O
JIZOLTS,O,O,X,X,X,X,O,X,X
JIZOLST,O,O,O,X,X,X,O,X,X
JIZOSTL,O,O,O,X,X,X,O,X,O
JIZOSLT,O,O,O,X,X,X,X,X,X
JIOTLSZ,O,X,X,X,O,X,X,X,O
JIOTLZS,O,O,X,X,X,X,O,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,O
JIOTSZL,O,O,X,X,X,X,X,X,O
JIOTZLS,O,O,X,X,X,X,O,X,X
JIOTZSL,O,O,X,X,X,X,O,X,O
JIOLTSZ,X,X,X,X,O,X,X,X,O
JIOLTZS,X,X,X,X,X,X,O,X,X
JIOLSTZ,X,X,X,X,O,X,X,X,O
JIOLSZT,O,X,X,X,X,X,O,X,X
JIOLZTS,O,X,X,X,X,X,O,X,X
JIOLZST,O,X,X,X,X,X,O,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,O
JIOSTZL,O,O,O,X,X,X,X,X,O
JIOSLTZ,X,X,X,X,X,X,X,X,O
JIOSLZT,O,O,X,X,X,X,O,X,X
JIOSZTL,O,O,O,X,X,X,O,X,O
JIOSZLT,O,O,O,X,X,X,X,X,X
JIOZTLS,O,O,X,X,X,X,O,X,X
JIOZTSL,O,O,X,X,X,X,O,X,O
JIOZLTS,O,O,X,X,X,X,O,X,X
JIOZLST,O,O,O,X,X,X,O,X,X
JIOZSTL,O,O,O,X,X,X,O,X,O
JIOZSLT,O,O,O,X,X,X,X,X,X
JLTISZO,O,X,X,O,X,X,X,X,X
JLTISOZ,X,X,X,O,O,X,X,X,X
JLTIZSO,O,X,X,O,X,X,O,X,X
JLTIZOS,O,X,X,O,X,X,O,X,X
JLTIOSZ,X,X,X,O,O,X,X,X,O
JLTIOZS,X,X,X,O,X,X,O,X,X
JLTSIZO,O,X,X,O,X,O,X,X,X
JLTSIOZ,X,X,X,O,O,O,X,X,X
JLTSZIO,O,X,X,O,X,O,X,X,X
JLTSZOI,O,X,X,O,X,O,X,X,X
JLTSOIZ,X,X,X,O,O,O,X,X,X
JLTSOZI,X,X,X,O,X,O,X,X,X
JLTZISO,O,X,X,O,X,X,O,X,X
JLTZIOS,O,X,X,O,X,X,O,X,X
JLTZSIO,O,X,X,O,X,O,O,X,X
JLTZSOI,O,X,X,O,X,O,O,X,X
JLTZOIS,O,X,X,O,X,X,O,X,X
JLTZOSI,O,X,X,O,X,X,O,X,X
JLTOISZ,X,X,X,O,O,X,X,X,O
JLTOIZS,X,X,X,O,X,X,O,X,X
JLTOSIZ,X,X,X,O,O,X,X,X,X
JLTOSZI,X,X,X,O,X,X,X,X,X
JLTOZIS,X,X,X,O,X,X,O,X,X
JLTOZSI,X,X,X,O,X,X,O,X,X
JLITSZO,O,X,X,O,X,X,X,X,X
JLITSOZ,X,X,X,O,O,X,X,X,X
JLITZSO,O,X,X,O,X,X,O,X,X
JLITZOS,O,X,X,O,X,X,O,X,X
JLITOSZ,X,X,X,X,O,X,X,X,X
JLITOZS,X,X,X,O,X,X,O,X,X
JLISTZO,X,X,O,O,X,X,X,X,X
JLISTOZ,X,X,X,O,O,X,X,X,X
JLISZTO,O,X,O,O,X,X,O,X,X
JLISZOT,O,X,O,X,X,X,O,X,X
JLISOTZ,X,X,X,O,O,X,X,X,X
JLISOZT,X,X,X,X,X,X,O,X,X
JLIZTSO,O,X,O,X,X,X,O,X,X
JLIZTOS,O,X,X,X,X,X,O,X,X
JLIZSTO,O,X,O,X,X,X,O,X,X
JLIZSOT,O,X,O,X,X,X,O,X,X
JLIZOTS,O,X,X,X,X,X,O,X,X
JLIZOST,O,X,O,X,X,X,O,X,X
JLIOTSZ,X,X,X,X,O,X,X,X,O
JLIOTZS,X,X,X,X,X,X,O,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,O
JLIOSZT,O,X,X,X,X,X,O,X,X
JLIOZTS,O,X,X,X,X,X,O,X,X
JLIOZST,O,X,X,X,X,X,O,X,X
JLSTIZO,X,X,O,O,X,O,X,X,X
JLSTIOZ,X,X,X,O,O,O,X,X,X
JLSTZIO,X,X,O,O,X,O,X,X,X
JLSTZOI,X,X,O,O,X,O,X,X,X
JLSTOIZ,X,X,X,O,O,O,X,X,X
JLSTOZI,X,X,X,O,X,O,X,X,X
JLSITZO,X,X,O,O,X,O,X,X,X
JLSITOZ,X,X,X,O,O,O,X,X,X
JLSIZTO,O,X,O,O,X,O,O,X,X
JLSIZOT,O,X,O,X,X,X,O,X,X
JLSIOTZ,X,X,X,O,O,O,X,X,X
JLSIOZT,X,X,X,O,X,X,O,X,X
JLSZTIO,O,X,O,O,X,O,O,X,X
JLSZTOI,X,X,O,O,X,O,O,X,X
JLSZITO,O,X,O,O,X,O,O,X,X
JLSZIOT,O,X,O,X,X,X,O,X,X
JLSZOTI,X,X,O,O,X,X,O,X,X
JLSZOIT,O,X,O,O,X,X,O,X,X
JLSOTIZ,X,X,X,O,O,O,X,X,X
JLSOTZI,X,X,X,O,X,O,X,X,X
JLSOITZ,X,X,X,O,O,O,X,X,X
JLSOIZT,X,X,X,O,X,X,O,X,X
JLSOZTI,X,X,X,O,X,X,O,X,X
JLSOZIT,X,X,X,O,X,X,O,X,X
JLZTISO,O,X,O,X,X,X,O,X,X
JLZTIOS,O,X,X,X,X,X,O,X,X
JLZTSIO,O,X,O,X,X,X,O,X,X
JLZTSOI,O,X,O,X,X,X,O,X,X
JLZTOIS,O,X,X,X,X,X,O,X,X
JLZTOSI,O,X,X,X,X,X,O,X,X
JLZITSO,O,X,O,X,X,X,O,X,X
JLZITOS,O,X,X,X,X,X,O,X,X
JLZISTO,O,X,O,X,X,X,O,X,X
JLZISOT,O,X,O,X,X,X,O,X,X
JLZIOTS,O,X,X,X,X,X,O,X,X
JLZIOST,O,X,O,X,X,X,O,X,X
JLZSTIO,O,X,O,X,X,X,O,X,X
JLZSTOI,O,X,O,X,X,X,O,X,X
JLZSITO,O,X,O,X,X,X,O,X,X
JLZSIOT,O,X,O,X,X,X,O,X,X
JLZSOTI,O,X,O,X,X,X,O,X,X
JLZSOIT,O,X,O,X,X,X,O,X,X
JLZOTIS,O,X,X,X,X,X,O,X,X
JLZOTSI,O,X,X,X,X,X,O,X,X
JLZOITS,O,X,X,X,X,X,O,X,X
JLZOIST,O,X,O,X,X,X,O,X,X
JLZOSTI,O,X,O,X,X,X,O,X,X
JLZOSIT,O,X,O,X,X,X,O,X,X
JLOTISZ,X,X,X,O,O,X,X,X,O
JLOTIZS,X,X,X,O,X,X,O,X,X
JLOTSIZ,X,X,X,O,O,X,X,X,X
JLOTSZI,X,X,X,O,X,X,X,X,X
