sequence,v115@RhB8DeE8DeE8Je1FJvhFxhBTjBCnBmqB/pBUqB,v115@RhB8DeE8DeE8JezAJvhFRiBSoB3mB0qBmpBlpB,v115@RhB8DeE8DeE8JeUAJvhFRhBSnBTjBVrB2vB/pB,v115@RhB8DeE8DeE8JeRAJvhFGiBTjBlmBiqB/pB0qB,v115@RhB8DeE8DeE8JeFAJvhFxhBTjBcqBerBCnB/pB,v115@RhB8DeE8DeE8JexBJvhFTjBmlBCnB0qB/pBFqB,v115@RhB8DeE8DeE8JefGJvhFxhBTjBCnB0qBmpBlpB,v115@RhB8DeE8DeE8JeGCJvhFTjBxkBlmB/qBarB0pB,v115@RhB8DeE8DeE8Je2EJvhFfmBSnBTjBUlBlmBRvB,v115@RhB8DeE8DeE8JeFAJvhFGjBUmBRnBTqB/pBirB,v115@RhB8DeE8DeE8JeTDJvhFmkBfrBxmBCnB0pBlqB
SLTOIZJ,X,X,X,O,X,X,X,X,X,X,X
SLTOJIZ,X,X,O,O,X,X,X,X,X,X,X
SLTOJZI,X,X,O,O,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,O,X,X,X,X,X,X,X
SLTOZJI,X,X,X,O,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,X,O,X,X
SLITZJO,X,O,X,X,X,X,X,X,X,X,X
SLITZOJ,X,O,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,X,X,O,X,X
SLITOZJ,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,O,X,X
SLIJZTO,O,O,X,X,O,X,X,X,X,X,X
SLIJZOT,O,O,X,X,O,X,X,X,O,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,O,X,O
SLIJOZT,O,X,X,X,O,X,X,X,O,X,O
SLIZTJO,X,O,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,O,X,X,X,X,X,X,X,X,X
SLIZJTO,X,O,X,X,X,O,X,X,X,X,X
SLIZJOT,X,O,X,X,X,O,X,X,O,X,X
SLIZOTJ,X,O,X,X,X,X,X,X,X,X,X
SLIZOJT,X,O,X,X,X,O,X,X,O,X,X
SLIOTJZ,X,X,X,X,X,X,X,X,O,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,O,X,O
SLIOJZT,O,X,X,X,O,X,X,X,O,X,O
SLIOZTJ,X,O,X,X,X,X,X,X,X,X,X
SLIOZJT,X,O,X,X,X,O,X,X,O,X,X
SLJTIZO,O,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,O,X,X
SLJIZTO,O,O,X,X,O,X,X,X,X,X,X
SLJIZOT,O,O,X,X,O,X,X,X,O,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,O,X,O
SLJIOZT,O,X,X,X,O,X,X,X,O,X,O
SLJZTIO,O,O,X,X,O,X,X,X,X,X,X
SLJZTOI,O,O,X,X,O,X,X,X,X,X,X
SLJZITO,O,O,X,X,O,X,X,X,X,X,X
SLJZIOT,O,O,X,X,O,X,X,X,X,X,X
SLJZOTI,O,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,X,X,O,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,O,X,O
SLJOIZT,O,X,X,X,O,X,X,X,O,X,O
SLJOZTI,O,X,X,X,O,X,X,X,X,X,X
SLJOZIT,O,X,X,X,O,X,X,X,X,X,X
SLZTIJO,X,O,X,X,X,X,O,X,X,X,X
SLZTIOJ,X,O,X,X,X,X,O,X,X,X,X
SLZTJIO,X,O,X,X,X,X,O,X,X,X,X
SLZTJOI,X,O,X,X,X,X,O,X,X,X,X
SLZTOIJ,X,O,X,X,X,X,O,X,X,X,X
SLZTOJI,X,O,X,X,X,X,O,X,X,X,X
SLZITJO,X,O,X,X,X,X,O,X,X,X,X
SLZITOJ,X,O,X,X,X,X,O,X,X,X,X
SLZIJTO,X,O,X,X,X,O,O,X,X,X,X
SLZIJOT,X,O,X,X,X,O,O,X,X,X,X
SLZIOTJ,X,O,X,X,X,X,O,X,X,X,X
SLZIOJT,X,O,X,X,X,O,O,X,X,X,X
SLZJTIO,X,O,X,X,X,O,O,X,X,X,X
SLZJTOI,X,O,X,X,X,O,O,X,X,X,X
SLZJITO,X,O,X,X,X,O,O,X,X,X,X
SLZJIOT,X,O,X,X,X,O,O,X,X,X,X
SLZJOTI,X,O,X,X,X,O,O,X,X,X,X
SLZJOIT,X,O,X,X,X,O,O,X,X,X,X
SLZOTIJ,X,O,X,X,X,X,O,X,X,X,X
SLZOTJI,X,O,X,X,X,X,O,X,X,X,X
SLZOITJ,X,O,X,X,X,X,O,X,X,X,X
SLZOIJT,X,O,X,X,X,O,O,X,X,X,X
SLZOJTI,X,O,X,X,X,O,O,X,X,X,X
SLZOJIT,X,O,X,X,X,O,O,X,X,X,X
SLOTIJZ,X,X,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,O,X,X,X,X,X,X,X
SLOTJIZ,X,X,O,O,X,X,X,X,X,X,X
SLOTJZI,X,X,O,O,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,O,X,X,X,X,X,X,X
SLOTZJI,X,X,X,O,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,X,X,X,X,O,X,X
SLOITZJ,X,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,O,X,O
SLOIJZT,O,X,X,X,O,X,X,X,O,X,O
SLOIZTJ,X,O,X,X,X,X,X,X,X,X,X
SLOIZJT,X,O,X,X,X,O,X,X,O,X,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,O,X,O
SLOJIZT,O,X,X,X,O,X,X,X,O,X,O
SLOJZTI,O,X,X,X,O,X,X,X,X,X,X
SLOJZIT,O,X,X,X,O,X,X,X,X,X,X
SLOZTIJ,X,O,X,X,X,X,O,X,X,X,X
SLOZTJI,X,O,X,X,X,X,O,X,X,X,X
SLOZITJ,X,O,X,X,X,X,O,X,X,X,X
SLOZIJT,X,O,X,X,X,O,O,X,X,X,X
SLOZJTI,X,O,X,X,X,O,O,X,X,X,X
SLOZJIT,X,O,X,X,X,O,O,X,X,X,X
SJTILZO,O,X,O,X,X,X,X,X,X,X,X
SJTILOZ,O,X,O,X,X,X,X,X,X,X,X
SJTIZLO,X,X,O,X,X,X,X,X,X,X,X
SJTIZOL,X,X,O,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,O,X,X,X,X,O,X,X,O
SJTIOZL,X,X,O,X,X,X,X,O,X,X,X
SJTLIZO,O,X,O,O,X,X,X,X,X,X,X
SJTLIOZ,O,X,O,O,X,X,X,X,X,X,X
SJTLZIO,O,X,O,O,X,X,X,X,X,X,X
SJTLZOI,O,X,O,O,X,X,X,X,X,X,X
SJTLOIZ,O,X,O,O,X,X,X,X,X,X,X
SJTLOZI,O,X,O,O,X,X,X,X,X,X,X
SJTZILO,X,X,O,X,X,X,X,X,X,X,X
SJTZIOL,X,X,O,X,X,X,X,X,X,X,X
SJTZLIO,X,X,O,X,X,X,X,X,X,X,X
SJTZLOI,X,X,O,X,X,X,X,X,X,X,X
SJTZOIL,X,X,O,X,X,X,X,X,X,X,X
SJTZOLI,X,X,O,X,X,X,X,X,X,X,X
SJTOILZ,X,X,O,X,X,X,X,O,X,X,O
SJTOIZL,X,X,O,X,X,X,X,O,X,X,X
SJTOLIZ,O,X,O,O,X,X,X,X,X,X,X
SJTOLZI,O,X,O,O,X,X,X,X,X,X,X
SJTOZIL,X,X,O,X,X,X,X,X,X,X,X
SJTOZLI,X,X,O,X,X,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,X,X,X,X,X,X
SJITLOZ,X,X,X,X,X,X,X,X,X,X,X
SJITZLO,X,X,X,X,X,X,X,X,X,X,X
SJITZOL,X,X,X,X,X,X,X,X,X,X,X
SJITOLZ,X,X,X,X,X,X,X,X,X,X,O
SJITOZL,X,X,X,X,X,X,X,X,X,X,X
SJILTZO,X,X,X,X,X,X,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,X,X,X,X,X
SJILZTO,X,O,X,X,O,X,X,X,X,X,X
SJILZOT,X,O,X,X,O,X,X,X,X,X,X
SJILOTZ,X,X,X,X,X,X,X,X,X,X,O
SJILOZT,X,X,X,X,O,X,X,X,X,X,O
SJIZTLO,X,O,X,X,X,X,X,X,X,X,X
SJIZTOL,X,O,X,X,X,X,X,X,X,X,X
SJIZLTO,X,O,X,X,O,X,X,X,X,X,X
SJIZLOT,X,O,X,X,O,X,X,X,X,X,X
SJIZOTL,X,O,X,X,X,X,X,X,X,X,X
SJIZOLT,X,O,X,X,X,X,X,X,X,X,O
SJIOTLZ,X,X,X,X,X,X,X,X,X,X,O
SJIOTZL,X,X,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,X,X,X,X,X,O
SJIOLZT,X,X,X,X,X,X,X,X,X,X,O
SJIOZTL,X,X,X,X,X,X,X,X,X,O,X
SJIOZLT,X,X,X,X,X,X,X,X,X,O,O
SJLTIZO,O,X,X,X,X,X,X,X,X,X,X
SJLTIOZ,O,X,X,X,X,X,X,X,X,X,X
SJLTZIO,O,X,X,X,X,X,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,X,X,X,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X,X,X,X
SJLITZO,O,X,X,X,X,X,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,X,X,O,X,X
SJLIZTO,O,O,X,X,O,X,X,X,X,X,X
SJLIZOT,O,O,X,X,O,X,X,X,O,X,X
SJLIOTZ,O,X,X,X,X,X,X,X,O,X,O
SJLIOZT,O,X,X,X,O,X,X,X,O,X,O
SJLZTIO,O,O,X,X,O,X,X,X,X,X,X
SJLZTOI,O,O,X,X,O,X,X,X,X,X,X
SJLZITO,O,O,X,X,O,X,X,X,X,X,X
SJLZIOT,O,O,X,X,O,X,X,X,X,X,X
SJLZOTI,O,O,X,X,O,X,X,X,X,X,X
SJLZOIT,O,O,X,X,O,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,X,X,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,X,X,X
SJLOITZ,O,X,X,X,X,X,X,X,O,X,O
SJLOIZT,O,X,X,X,O,X,X,X,O,X,O
SJLOZTI,O,X,X,X,O,X,X,X,X,X,X
SJLOZIT,O,X,X,X,O,X,X,X,X,X,X
SJZTILO,X,O,X,X,X,X,X,X,X,X,X
SJZTIOL,X,O,X,X,X,X,X,X,X,X,X
SJZTLIO,X,O,X,X,X,X,X,X,X,X,X
SJZTLOI,X,O,X,X,X,X,X,X,X,X,X
SJZTOIL,X,O,X,X,X,X,X,X,X,X,X
SJZTOLI,X,O,X,X,X,X,X,X,X,X,X
SJZITLO,X,O,X,X,X,X,X,X,X,X,X
SJZITOL,X,O,X,X,X,X,X,X,X,X,X
SJZILTO,X,O,X,X,O,X,X,X,X,X,X
SJZILOT,X,O,X,X,O,X,X,X,X,X,X
SJZIOTL,X,O,X,X,X,X,X,X,X,X,X
SJZIOLT,X,O,X,X,X,X,X,X,X,X,O
SJZLTIO,X,O,X,X,O,X,X,X,X,X,X
SJZLTOI,X,O,X,X,O,X,X,X,X,X,X
SJZLITO,X,O,X,X,O,X,X,X,X,X,X
SJZLIOT,X,O,X,X,O,X,X,X,X,X,X
SJZLOTI,X,O,X,X,O,X,X,X,X,X,X
SJZLOIT,X,O,X,X,O,X,X,X,X,X,X
SJZOTIL,X,O,X,X,X,X,X,X,X,X,X
SJZOTLI,X,O,X,X,X,X,X,X,X,X,X
SJZOITL,X,O,X,X,X,X,X,X,X,X,X
SJZOILT,X,O,X,X,X,X,X,X,X,X,O
SJZOLTI,X,O,X,X,O,X,X,X,X,X,X
SJZOLIT,X,O,X,X,O,X,X,X,X,X,X
SJOTILZ,X,X,O,X,X,X,X,O,X,X,O
SJOTIZL,X,X,O,X,X,X,X,O,X,X,X
SJOTLIZ,O,X,O,O,X,X,X,X,X,X,X
SJOTLZI,O,X,O,O,X,X,X,X,X,X,X
SJOTZIL,X,X,O,X,X,X,X,X,X,X,X
SJOTZLI,X,X,O,X,X,X,X,X,X,X,X
SJOITLZ,X,X,X,X,X,X,X,X,X,X,O
SJOITZL,X,X,X,X,X,X,X,X,X,X,X
SJOILTZ,X,X,X,X,X,X,X,X,X,X,O
SJOILZT,X,X,X,X,X,X,X,X,X,X,O
SJOIZTL,X,X,X,X,X,X,X,X,X,O,X
SJOIZLT,X,X,X,X,X,X,X,X,X,O,O
SJOLTIZ,O,X,X,X,X,X,X,X,X,X,X
SJOLTZI,O,X,X,X,X,X,X,X,X,X,X
SJOLITZ,O,X,X,X,X,X,X,X,O,X,O
SJOLIZT,O,X,X,X,O,X,X,X,O,X,O
SJOLZTI,O,X,X,X,O,X,X,X,X,X,X
SJOLZIT,O,X,X,X,O,X,X,X,X,X,X
SJOZTIL,X,X,X,X,X,X,X,X,X,X,X
SJOZTLI,X,X,X,X,X,X,X,X,X,X,X
SJOZITL,X,X,X,X,X,X,X,X,X,X,X
SJOZILT,X,X,X,X,X,X,X,X,X,X,O
SJOZLTI,X,X,X,X,O,X,X,X,X,X,X
SJOZLIT,X,X,X,X,O,X,X,X,X,X,X
SZTILJO,X,O,X,X,X,X,O,X,X,X,X
SZTILOJ,X,O,X,X,X,X,O,X,X,X,X
SZTIJLO,X,O,X,X,X,X,X,X,X,X,X
SZTIJOL,X,O,X,X,X,X,X,X,X,X,X
SZTIOLJ,X,O,X,X,X,X,X,X,X,X,X
SZTIOJL,X,O,X,X,X,X,X,X,X,X,X
SZTLIJO,X,O,X,X,X,X,O,X,X,X,X
SZTLIOJ,X,O,X,X,X,X,O,X,X,X,X
SZTLJIO,X,O,X,X,X,X,O,X,X,X,X
SZTLJOI,X,O,X,X,X,X,O,X,X,X,X
SZTLOIJ,X,O,X,X,X,X,O,X,X,X,X
SZTLOJI,X,O,X,X,X,X,O,X,X,X,X
SZTJILO,X,O,X,X,X,X,X,X,X,X,X
SZTJIOL,X,O,X,X,X,X,X,X,X,X,X
SZTJLIO,X,O,X,X,X,X,X,X,X,X,X
SZTJLOI,X,O,X,X,X,X,X,X,X,X,X
SZTJOIL,X,O,X,X,X,X,X,X,X,X,X
SZTJOLI,X,O,X,X,X,X,X,X,X,X,X
SZTOILJ,X,O,X,X,X,X,X,X,X,X,X
SZTOIJL,X,O,X,X,X,X,X,X,X,X,X
SZTOLIJ,X,O,X,X,X,X,O,X,X,X,X
SZTOLJI,X,O,X,X,X,X,O,X,X,X,X
SZTOJIL,X,O,X,X,X,X,X,X,X,X,X
SZTOJLI,X,O,X,X,X,X,X,X,X,X,X
SZITLJO,X,O,X,X,X,X,O,X,X,X,X
SZITLOJ,X,O,X,X,X,X,O,X,X,X,X
SZITJLO,X,O,X,X,X,X,X,X,X,X,X
SZITJOL,X,O,X,X,X,X,X,X,X,X,X
SZITOLJ,X,O,X,X,X,X,X,X,X,X,X
SZITOJL,X,O,X,X,X,X,X,X,X,X,X
SZILTJO,X,O,X,X,X,X,O,X,X,X,X
SZILTOJ,X,O,X,X,X,X,O,X,X,X,X
SZILJTO,X,O,X,X,X,X,O,X,X,X,X
SZILJOT,X,O,X,X,X,X,O,X,X,X,X
SZILOTJ,X,O,X,X,X,X,O,X,X,X,X
SZILOJT,X,O,X,X,X,X,O,X,X,X,X
SZIJTLO,X,O,X,X,X,X,X,X,X,X,X
SZIJTOL,X,O,X,X,X,X,X,X,X,X,X
SZIJLTO,X,O,X,X,X,X,O,X,X,X,X
SZIJLOT,X,O,X,X,X,X,O,X,X,X,X
SZIJOTL,X,O,X,X,X,X,X,X,X,X,X
SZIJOLT,X,O,X,X,X,X,X,X,X,X,O
SZIOTLJ,X,O,X,X,X,X,X,X,X,X,X
SZIOTJL,X,O,X,X,X,X,X,X,X,X,X
SZIOLTJ,X,O,X,X,X,X,O,X,X,X,X
SZIOLJT,X,O,X,X,X,X,O,X,X,X,X
SZIOJTL,X,O,X,X,X,X,X,X,X,X,X
SZIOJLT,X,O,X,X,X,X,X,X,X,X,O
SZLTIJO,X,O,X,X,X,X,O,X,X,X,X
SZLTIOJ,X,O,X,X,X,X,O,X,X,X,X
SZLTJIO,X,O,X,X,X,X,O,X,X,X,X
SZLTJOI,X,O,X,X,X,X,O,X,X,X,X
SZLTOIJ,X,O,X,X,X,X,O,X,X,X,X
SZLTOJI,X,O,X,X,X,X,O,X,X,X,X
SZLITJO,X,O,X,X,X,X,O,X,X,X,X
SZLITOJ,X,O,X,X,X,X,O,X,X,X,X
SZLIJTO,X,O,X,X,X,O,O,X,X,X,X
SZLIJOT,X,O,X,X,X,O,O,X,X,X,X
SZLIOTJ,X,O,X,X,X,X,O,X,X,X,X
SZLIOJT,X,O,X,X,X,O,O,X,X,X,X
SZLJTIO,X,O,X,X,X,O,O,X,X,X,X
SZLJTOI,X,O,X,X,X,O,O,X,X,X,X
SZLJITO,X,O,X,X,X,O,O,X,X,X,X
SZLJIOT,X,O,X,X,X,O,O,X,X,X,X
SZLJOTI,X,O,X,X,X,O,O,X,X,X,X
SZLJOIT,X,O,X,X,X,O,O,X,X,X,X
SZLOTIJ,X,O,X,X,X,X,O,X,X,X,X
SZLOTJI,X,O,X,X,X,X,O,X,X,X,X
SZLOITJ,X,O,X,X,X,X,O,X,X,X,X
SZLOIJT,X,O,X,X,X,O,O,X,X,X,X
SZLOJTI,X,O,X,X,X,O,O,X,X,X,X
SZLOJIT,X,O,X,X,X,O,O,X,X,X,X
SZJTILO,X,O,X,X,X,X,X,X,X,X,X
SZJTIOL,X,O,X,X,X,X,X,X,X,X,X
SZJTLIO,X,O,X,X,X,X,X,X,X,X,X
SZJTLOI,X,O,X,X,X,X,X,X,X,X,X
SZJTOIL,X,O,X,X,X,X,X,X,X,X,X
SZJTOLI,X,O,X,X,X,X,X,X,X,X,X
SZJITLO,X,O,X,X,X,X,X,X,X,X,X
SZJITOL,X,O,X,X,X,X,X,X,X,X,X
SZJILTO,X,O,X,X,O,O,O,X,X,X,X
SZJILOT,X,O,X,X,O,O,O,X,X,X,X
SZJIOTL,X,O,X,X,X,X,X,X,X,X,X
SZJIOLT,X,O,X,X,X,X,X,X,X,X,O
SZJLTIO,X,O,X,X,O,O,O,X,X,X,X
SZJLTOI,X,O,X,X,O,O,O,X,X,X,X
SZJLITO,X,O,X,X,O,O,O,X,X,X,X
SZJLIOT,X,O,X,X,O,O,O,X,X,X,X
SZJLOTI,X,O,X,X,O,O,O,X,X,X,X
SZJLOIT,X,O,X,X,O,O,O,X,X,X,X
SZJOTIL,X,O,X,X,X,X,X,X,X,X,X
SZJOTLI,X,O,X,X,X,X,X,X,X,X,X
SZJOITL,X,O,X,X,X,X,X,X,X,X,X
SZJOILT,X,O,X,X,X,X,X,X,X,X,O
SZJOLTI,X,O,X,X,O,O,O,X,X,X,X
SZJOLIT,X,O,X,X,O,O,O,X,X,X,X
SZOTILJ,X,O,X,X,X,X,X,X,X,X,X
SZOTIJL,X,O,X,X,X,X,X,X,X,X,X
SZOTLIJ,X,O,X,X,X,X,O,X,X,X,X
SZOTLJI,X,O,X,X,X,X,O,X,X,X,X
SZOTJIL,X,O,X,X,X,X,X,X,X,X,X
SZOTJLI,X,O,X,X,X,X,X,X,X,X,X
SZOITLJ,X,O,X,X,X,X,X,X,X,X,X
SZOITJL,X,O,X,X,X,X,X,X,X,X,X
SZOILTJ,X,O,X,X,X,X,O,X,X,X,X
SZOILJT,X,O,X,X,X,X,O,X,X,X,X
SZOIJTL,X,O,X,X,X,X,X,X,X,X,X
SZOIJLT,X,O,X,X,X,X,X,X,X,X,O
SZOLTIJ,X,O,X,X,X,X,O,X,X,X,X
SZOLTJI,X,O,X,X,X,X,O,X,X,X,X
SZOLITJ,X,O,X,X,X,X,O,X,X,X,X
SZOLIJT,X,O,X,X,X,O,O,X,X,X,X
SZOLJTI,X,O,X,X,X,O,O,X,X,X,X
SZOLJIT,X,O,X,X,X,O,O,X,X,X,X
SZOJTIL,X,O,X,X,X,X,X,X,X,X,X
SZOJTLI,X,O,X,X,X,X,X,X,X,X,X
SZOJITL,X,O,X,X,X,X,X,X,X,X,X
SZOJILT,X,O,X,X,X,X,X,X,X,X,O
SZOJLTI,X,O,X,X,O,O,O,X,X,X,X
SZOJLIT,X,O,X,X,O,O,O,X,X,X,X
SOTILJZ,X,X,X,X,X,X,X,X,X,X,X
SOTILZJ,X,X,X,X,X,X,X,X,X,X,X
SOTIJLZ,X,X,X,X,X,X,X,O,X,X,O
SOTIJZL,X,X,X,X,X,X,X,O,X,X,X
SOTIZLJ,X,X,X,X,X,X,X,X,X,X,X
SOTIZJL,X,X,X,X,X,X,X,X,X,X,X
SOTLIJZ,X,X,X,O,X,X,X,X,X,X,X
SOTLIZJ,X,X,X,O,X,X,X,X,X,X,X
SOTLJIZ,X,X,O,O,X,X,X,X,X,X,X
SOTLJZI,X,X,O,O,X,X,X,X,X,X,X
SOTLZIJ,X,X,X,O,X,X,X,X,X,X,X
SOTLZJI,X,X,X,O,X,X,X,X,X,X,X
SOTJILZ,X,X,O,X,X,X,X,O,X,X,O
SOTJIZL,X,X,O,X,X,X,X,O,X,X,X
SOTJLIZ,X,X,O,O,X,X,X,X,X,X,X
SOTJLZI,X,X,O,O,X,X,X,X,X,X,X
SOTJZIL,X,X,O,X,X,X,X,X,X,X,X
SOTJZLI,X,X,O,X,X,X,X,X,X,X,X
SOTZILJ,X,X,X,X,X,X,X,X,X,X,X
SOTZIJL,X,X,X,X,X,X,X,X,X,X,X
SOTZLIJ,X,X,X,X,X,X,X,X,X,X,X
SOTZLJI,X,X,X,X,X,X,X,X,X,X,X
SOTZJIL,X,X,X,X,X,X,X,X,X,X,X
SOTZJLI,X,X,X,X,X,X,X,X,X,X,X
SOITLJZ,X,X,X,X,X,X,X,X,X,X,X
SOITLZJ,X,X,X,X,X,X,X,X,X,X,X
SOITJLZ,X,X,X,X,X,X,X,O,X,X,O
SOITJZL,X,X,X,X,X,X,X,O,X,X,X
SOITZLJ,X,X,X,X,X,X,X,X,X,X,X
SOITZJL,X,X,X,X,X,X,X,X,X,X,X
SOILTJZ,X,X,X,X,X,X,X,X,X,X,X
SOILTZJ,X,X,X,X,X,X,X,X,X,X,X
SOILJTZ,X,X,X,X,X,X,X,X,X,X,O
SOILJZT,X,X,X,X,X,X,X,X,X,X,O
SOILZTJ,X,O,X,X,X,X,X,X,X,X,X
SOILZJT,X,O,X,X,X,X,X,X,X,X,X
SOIJTLZ,X,X,X,X,X,X,X,X,X,X,O
SOIJTZL,X,X,X,X,X,X,X,X,X,X,X
SOIJLTZ,X,X,X,X,X,X,X,X,X,X,O
SOIJLZT,X,X,X,X,X,X,X,X,X,X,O
SOIJZTL,X,X,X,X,X,X,X,X,X,O,X
SOIJZLT,X,X,X,X,X,X,X,X,X,O,O
SOIZTLJ,X,O,X,X,X,X,X,X,X,O,X
SOIZTJL,X,O,X,X,X,X,X,X,X,O,X
SOIZLTJ,X,O,X,X,X,X,X,X,X,O,X
SOIZLJT,X,O,X,X,X,X,X,X,X,O,X
SOIZJTL,X,O,X,X,X,X,X,X,X,O,X
SOIZJLT,X,O,X,X,X,X,X,X,X,O,O
SOLTIJZ,X,X,X,O,X,X,X,X,X,X,X
SOLTIZJ,X,X,X,O,X,X,X,X,X,X,X
SOLTJIZ,X,X,O,O,X,X,X,X,X,X,X
SOLTJZI,X,X,O,O,X,X,X,X,X,X,X
SOLTZIJ,X,X,X,O,X,X,X,X,X,X,X
SOLTZJI,X,X,X,O,X,X,X,X,X,X,X
SOLITJZ,X,X,X,X,X,X,X,X,O,X,X
SOLITZJ,X,X,X,X,X,X,X,X,X,X,X
SOLIJTZ,O,X,X,X,X,X,X,X,O,X,O
SOLIJZT,O,X,X,X,O,X,X,X,O,X,O
SOLIZTJ,X,O,X,X,X,X,X,X,X,X,X
SOLIZJT,X,O,X,X,X,O,X,X,O,X,X
SOLJTIZ,O,X,X,X,X,X,X,X,X,X,X
SOLJTZI,O,X,X,X,X,X,X,X,X,X,X
SOLJITZ,O,X,X,X,X,X,X,X,O,X,O
SOLJIZT,O,X,X,X,O,X,X,X,O,X,O
SOLJZTI,O,X,X,X,O,X,X,X,X,X,X
SOLJZIT,O,X,X,X,O,X,X,X,X,X,X
SOLZTIJ,X,O,X,X,X,X,O,X,X,X,X
SOLZTJI,X,O,X,X,X,X,O,X,X,X,X
SOLZITJ,X,O,X,X,X,X,O,X,X,X,X
SOLZIJT,X,O,X,X,X,O,O,X,X,X,X
SOLZJTI,X,O,X,X,X,O,O,X,X,X,X
SOLZJIT,X,O,X,X,X,O,O,X,X,X,X
SOJTILZ,X,X,O,X,X,X,X,O,X,X,O
SOJTIZL,X,X,O,X,X,X,X,O,X,X,X
SOJTLIZ,O,X,O,O,X,X,X,X,X,X,X
SOJTLZI,O,X,O,O,X,X,X,X,X,X,X
SOJTZIL,X,X,O,X,X,X,X,X,X,X,X
SOJTZLI,X,X,O,X,X,X,X,X,X,X,X
SOJITLZ,X,X,X,X,X,X,X,X,X,X,O
SOJITZL,X,X,X,X,X,X,X,X,X,X,X
SOJILTZ,X,X,X,X,X,X,X,X,X,X,O
SOJILZT,X,X,X,X,X,X,X,X,X,X,O
SOJIZTL,X,X,X,X,X,X,X,X,X,O,X
SOJIZLT,X,X,X,X,X,X,X,X,X,O,O
SOJLTIZ,O,X,X,X,X,X,X,X,X,X,X
SOJLTZI,O,X,X,X,X,X,X,X,X,X,X
SOJLITZ,O,X,X,X,X,X,X,X,O,X,O
SOJLIZT,O,X,X,X,O,X,X,X,O,X,O
SOJLZTI,O,X,X,X,O,X,X,X,X,X,X
SOJLZIT,O,X,X,X,O,X,X,X,X,X,X
SOJZTIL,X,X,X,X,X,X,X,X,X,X,X
SOJZTLI,X,X,X,X,X,X,X,X,X,X,X
SOJZITL,X,X,X,X,X,X,X,X,X,X,X
SOJZILT,X,X,X,X,X,X,X,X,X,X,O
SOJZLTI,X,X,X,X,O,X,X,X,X,X,X
SOJZLIT,X,X,X,X,O,X,X,X,X,X,X
SOZTILJ,X,O,X,X,X,X,X,X,X,O,X
SOZTIJL,X,O,X,X,X,X,X,X,X,O,X
SOZTLIJ,X,O,X,X,X,X,O,X,X,O,X
SOZTLJI,X,O,X,X,X,X,O,X,X,X,X
SOZTJIL,X,O,X,X,X,X,X,X,X,O,X
SOZTJLI,X,O,X,X,X,X,X,X,X,X,X
SOZITLJ,X,O,X,X,X,X,X,X,X,O,X
SOZITJL,X,O,X,X,X,X,X,X,X,O,X
SOZILTJ,X,O,X,X,X,X,O,X,X,O,X
SOZILJT,X,O,X,X,X,X,O,X,X,O,X
SOZIJTL,X,O,X,X,X,X,X,X,X,O,X
SOZIJLT,X,O,X,X,X,X,X,X,X,O,O
SOZLTIJ,X,O,X,X,X,X,O,X,X,O,X
