sequence,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBfoB6oBUq?BFrB,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBSoBUoBFq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBziB+oBfqBVr?B0qB,v115@MhB8CeA8EeB8BeB8CeE8Jex/IvhFihBziB+oBlkBcq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBGjBzkBUoBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Jem/IvhFRhBCjB0kBToBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFihBziB+oBxqB0q?BFqB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFUgBRhBCjBVrBTo?B2vB,v115@MhB8CeA8EeB8BeB8CeE8JeRBJvhFCjB0kBllBToBXr?BmpB
IJSLZOT,O,O,O,O,X,X,O,X,X
IJSLOTZ,X,O,O,X,X,X,O,X,X
IJSLOZT,X,O,O,O,X,X,O,X,X
IJSZTLO,O,X,X,O,X,X,O,X,X
IJSZTOL,O,X,X,O,X,X,O,X,X
IJSZLTO,O,X,X,O,X,X,O,X,X
IJSZLOT,O,O,O,O,X,X,O,X,X
IJSZOTL,O,X,X,O,X,X,O,X,X
IJSZOLT,O,O,O,O,X,X,O,X,X
IJSOTLZ,X,O,O,X,X,X,O,X,O
IJSOTZL,X,X,O,X,X,X,O,X,O
IJSOLTZ,X,O,O,X,X,X,O,X,O
IJSOLZT,X,O,O,O,X,X,O,X,X
IJSOZTL,X,X,X,O,X,X,O,X,X
IJSOZLT,X,O,O,O,X,X,O,X,X
IJZTLSO,X,X,X,O,O,O,X,X,X
IJZTLOS,X,X,O,O,O,O,X,X,X
IJZTSLO,O,X,O,O,O,X,X,X,X
IJZTSOL,O,X,O,O,O,X,X,X,X
IJZTOLS,X,X,O,O,O,O,X,X,X
IJZTOSL,O,X,O,O,O,X,X,X,X
IJZLTSO,X,X,X,O,O,O,X,X,X
IJZLTOS,X,X,X,O,O,O,X,X,X
IJZLSTO,O,X,X,X,O,O,O,X,X
IJZLSOT,O,X,X,O,O,O,O,X,X
IJZLOTS,X,X,O,O,O,O,X,X,X
IJZLOST,O,X,O,O,O,O,O,X,X
IJZSTLO,O,X,X,X,O,X,O,X,X
IJZSTOL,O,X,X,X,O,X,O,X,X
IJZSLTO,O,X,X,X,O,O,O,X,X
IJZSLOT,O,X,O,O,O,O,O,X,X
IJZSOTL,O,X,X,X,X,X,O,X,X
IJZSOLT,O,X,O,O,O,O,O,X,X
IJZOTLS,X,X,O,O,O,O,X,X,X
IJZOTSL,O,X,O,O,O,X,X,X,X
IJZOLTS,X,X,O,O,O,O,X,X,X
IJZOLST,O,X,O,O,O,O,O,X,X
IJZOSTL,O,X,X,X,X,X,O,X,X
IJZOSLT,O,X,O,O,O,O,O,X,X
IJOTLSZ,X,X,O,X,X,X,O,O,X
IJOTLZS,X,X,O,O,X,O,X,X,X
IJOTSLZ,X,X,O,X,X,X,O,O,X
IJOTSZL,X,X,O,O,X,X,O,O,X
IJOTZLS,X,X,O,O,X,O,X,X,X
IJOTZSL,X,X,O,O,X,O,X,X,X
IJOLTSZ,X,X,O,X,X,X,O,O,X
IJOLTZS,X,X,O,X,X,O,X,X,X
IJOLSTZ,X,X,O,X,X,X,O,X,O
IJOLSZT,X,X,O,O,X,X,O,X,X
IJOLZTS,X,X,O,O,O,O,X,X,X
IJOLZST,X,X,O,O,O,O,O,X,X
IJOSTLZ,X,X,O,X,X,X,O,X,O
IJOSTZL,X,X,O,X,X,X,O,X,O
IJOSLTZ,X,X,O,X,X,X,O,X,O
IJOSLZT,X,X,O,O,X,X,O,X,X
IJOSZTL,X,X,X,O,X,X,O,X,X
IJOSZLT,X,X,O,O,X,X,O,X,X
IJOZTLS,X,X,O,O,O,O,X,X,X
IJOZTSL,X,X,O,O,X,X,X,X,X
IJOZLTS,X,X,O,O,O,O,X,X,X
IJOZLST,X,X,O,O,O,O,O,X,X
IJOZSTL,X,X,X,X,X,X,O,X,X
IJOZSLT,X,X,O,O,O,O,O,X,X
ISTLJZO,O,O,O,X,X,X,O,O,X
ISTLJOZ,O,O,O,X,X,X,O,O,X
ISTLZJO,O,O,O,X,O,O,X,O,X
ISTLZOJ,O,O,X,X,X,X,X,O,O
ISTLOJZ,O,O,O,X,X,X,X,O,O
ISTLOZJ,O,O,X,X,X,X,X,O,O
ISTJLZO,O,O,O,X,X,X,O,O,X
ISTJLOZ,O,O,O,X,X,X,O,O,X
ISTJZLO,O,O,O,X,X,X,O,O,X
ISTJZOL,O,O,O,X,X,X,O,O,O
ISTJOLZ,O,O,O,X,X,X,O,O,O
ISTJOZL,O,O,O,X,X,X,O,O,O
ISTZLJO,O,O,O,X,O,O,X,O,X
ISTZLOJ,O,O,X,X,X,X,X,O,O
ISTZJLO,O,O,O,X,O,O,X,O,X
ISTZJOL,O,O,O,X,O,O,X,O,O
ISTZOLJ,O,O,X,X,O,O,X,O,O
ISTZOJL,O,O,X,X,O,O,X,O,O
ISTOLJZ,O,O,O,X,X,X,X,O,O
ISTOLZJ,O,O,X,X,O,O,X,O,O
ISTOJLZ,O,O,O,X,X,X,X,O,O
ISTOJZL,O,O,O,X,X,X,X,O,O
ISTOZLJ,O,O,X,X,O,O,X,O,O
ISTOZJL,O,O,X,X,O,O,X,O,O
ISLTJZO,O,O,O,X,X,X,O,O,X
ISLTJOZ,O,O,O,X,X,X,O,O,X
ISLTZJO,O,O,O,X,X,O,X,O,X
ISLTZOJ,O,O,X,X,X,X,X,O,O
ISLTOJZ,O,O,O,X,X,X,X,X,O
ISLTOZJ,O,O,X,X,X,X,X,O,O
ISLJTZO,O,O,O,X,X,X,O,X,X
ISLJTOZ,O,O,O,X,X,X,O,X,X
ISLJZTO,O,X,X,O,X,X,O,X,X
ISLJZOT,O,O,O,O,X,X,O,X,X
ISLJOTZ,X,O,O,X,X,X,O,X,X
ISLJOZT,X,O,O,O,X,X,O,X,X
ISLZTJO,O,O,X,O,X,X,X,X,X
ISLZTOJ,O,O,X,O,X,X,X,X,X
ISLZJTO,O,X,X,O,O,O,O,X,X
ISLZJOT,O,O,O,O,O,O,O,X,X
ISLZOTJ,O,X,X,X,X,X,X,X,X
ISLZOJT,O,O,X,O,X,X,X,X,X
ISLOTJZ,O,O,X,X,X,X,X,X,O
ISLOTZJ,O,O,X,X,X,X,X,X,O
ISLOJTZ,X,O,O,X,X,X,O,X,O
ISLOJZT,X,O,O,X,X,X,O,X,X
ISLOZTJ,O,X,X,X,X,X,X,X,O
ISLOZJT,O,O,X,X,X,X,X,X,X
ISJTLZO,O,O,O,X,X,X,O,X,X
ISJTLOZ,O,O,O,X,X,X,O,X,X
ISJTZLO,O,O,O,X,X,X,O,X,X
ISJTZOL,O,O,O,X,X,X,O,X,O
ISJTOLZ,O,O,O,X,X,X,O,X,O
ISJTOZL,O,O,O,X,X,X,O,X,O
ISJLTZO,O,O,O,X,X,X,O,X,X
ISJLTOZ,O,O,O,X,X,X,O,X,X
ISJLZTO,O,X,X,O,X,X,O,X,X
ISJLZOT,O,O,O,O,X,X,O,X,X
ISJLOTZ,X,O,O,X,X,X,O,X,X
ISJLOZT,X,O,O,O,X,X,O,X,X
ISJZTLO,O,X,X,O,X,X,O,X,X
ISJZTOL,O,X,X,O,X,X,O,X,X
ISJZLTO,O,X,X,O,X,X,O,X,X
ISJZLOT,O,O,O,O,X,X,O,X,X
ISJZOTL,O,X,X,O,X,X,O,X,X
ISJZOLT,O,O,O,O,X,X,O,X,X
ISJOTLZ,X,O,O,X,X,X,O,X,O
ISJOTZL,X,X,O,X,X,X,O,X,O
ISJOLTZ,X,O,O,X,X,X,O,X,O
ISJOLZT,X,O,O,O,X,X,O,X,X
ISJOZTL,X,X,X,O,X,X,O,X,X
ISJOZLT,X,O,O,O,X,X,O,X,X
ISZTLJO,O,O,X,O,O,X,X,X,X
ISZTLOJ,O,O,X,O,X,X,X,X,O
ISZTJLO,O,O,X,O,O,X,X,X,X
ISZTJOL,O,O,X,O,O,X,X,X,O
ISZTOLJ,O,O,X,O,O,X,X,X,O
ISZTOJL,O,O,X,O,O,X,X,X,O
ISZLTJO,O,O,X,O,X,X,X,X,X
ISZLTOJ,O,O,X,O,X,X,X,X,X
ISZLJTO,O,X,X,O,O,O,O,X,X
ISZLJOT,O,O,O,O,O,O,O,X,X
ISZLOTJ,O,X,X,X,X,X,X,X,X
ISZLOJT,O,O,X,O,X,X,X,X,X
ISZJTLO,O,X,X,O,O,X,O,X,X
ISZJTOL,O,X,X,O,O,X,O,X,X
ISZJLTO,O,X,X,O,O,O,O,X,X
ISZJLOT,O,O,O,O,O,O,O,X,X
ISZJOTL,O,X,X,O,X,X,O,X,X
ISZJOLT,O,O,O,O,O,O,O,X,X
ISZOTLJ,O,X,X,X,X,X,X,X,O
ISZOTJL,O,X,X,X,X,X,X,X,O
ISZOLTJ,O,X,X,X,X,X,X,X,O
ISZOLJT,O,O,X,O,O,O,X,X,X
ISZOJTL,O,X,X,O,X,X,X,X,X
ISZOJLT,O,O,X,O,O,O,X,X,X
ISOTLJZ,O,O,X,X,X,X,X,O,O
ISOTLZJ,O,O,X,X,X,O,X,O,O
ISOTJLZ,O,O,X,X,X,X,X,O,O
ISOTJZL,O,O,X,X,X,X,X,O,O
ISOTZLJ,O,O,X,X,X,O,X,O,O
ISOTZJL,O,O,X,X,X,O,X,O,O
ISOLTJZ,O,O,X,X,X,X,X,O,O
ISOLTZJ,O,O,X,X,X,O,X,O,O
ISOLJTZ,X,O,O,X,X,X,O,X,O
ISOLJZT,X,O,O,X,X,X,O,X,X
ISOLZTJ,O,X,X,X,X,X,X,X,O
ISOLZJT,O,O,X,X,O,O,X,X,X
ISOJTLZ,X,O,O,X,X,X,O,X,O
ISOJTZL,X,X,X,X,X,X,O,X,O
ISOJLTZ,X,O,O,X,X,X,O,X,O
ISOJLZT,X,O,O,X,X,X,O,X,X
ISOJZTL,X,X,X,X,X,X,O,X,X
ISOJZLT,X,O,O,X,X,X,O,X,X
ISOZTLJ,O,X,X,X,X,X,X,X,O
ISOZTJL,O,X,X,X,X,X,X,X,O
ISOZLTJ,O,X,X,X,X,X,X,X,O
ISOZLJT,O,O,X,X,O,O,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X,X
ISOZJLT,O,O,X,X,O,O,X,X,X
IZTLJSO,O,X,X,O,O,O,X,X,X
IZTLJOS,O,O,O,O,O,O,X,X,X
IZTLSJO,O,X,X,O,O,O,X,O,X
IZTLSOJ,O,X,X,X,X,X,X,O,X
IZTLOJS,O,O,X,O,O,O,X,X,X
IZTLOSJ,O,X,X,X,O,O,X,X,X
IZTJLSO,O,X,X,O,O,O,X,X,X
IZTJLOS,O,O,O,O,O,O,X,X,X
IZTJSLO,O,X,O,O,O,O,X,X,X
IZTJSOL,O,X,O,O,O,O,X,X,X
IZTJOLS,O,O,O,O,O,O,X,X,X
IZTJOSL,O,X,O,O,O,O,X,X,X
IZTSLJO,O,X,O,O,O,O,X,O,X
IZTSLOJ,O,X,X,X,X,X,X,O,X
IZTSJLO,O,X,O,O,O,O,X,O,X
IZTSJOL,O,X,O,O,O,O,X,O,X
IZTSOLJ,O,X,X,X,O,O,X,O,X
IZTSOJL,O,X,X,X,O,O,X,O,X
IZTOLJS,O,O,X,O,O,O,X,X,X
IZTOLSJ,O,X,X,X,O,O,X,O,O
IZTOJLS,O,O,X,O,O,O,X,X,X
IZTOJSL,O,X,X,O,O,O,X,X,X
IZTOSLJ,O,X,X,X,O,O,X,O,X
IZTOSJL,O,X,X,X,O,O,X,O,X
IZLTJSO,X,X,X,O,O,O,X,X,X
IZLTJOS,X,O,X,O,O,O,X,X,X
IZLTSJO,X,X,X,O,O,O,X,O,X
IZLTSOJ,X,X,X,X,X,X,X,O,X
IZLTOJS,X,O,X,O,O,O,X,X,X
IZLTOSJ,X,X,X,X,O,X,X,X,X
IZLJTSO,X,X,X,O,O,O,X,X,X
IZLJTOS,X,X,X,O,O,O,X,X,X
IZLJSTO,O,X,X,X,O,O,O,X,X
IZLJSOT,O,X,X,O,O,O,O,X,X
IZLJOTS,X,X,O,O,O,O,X,X,X
IZLJOST,O,X,O,O,O,O,O,X,X
IZLSTJO,O,O,X,X,X,X,X,X,X
IZLSTOJ,O,O,X,X,X,X,X,X,X
IZLSJTO,O,X,X,X,O,O,O,X,X
IZLSJOT,O,O,X,O,O,O,O,X,X
IZLSOTJ,O,X,X,X,X,X,X,X,X
IZLSOJT,O,O,X,X,X,X,X,X,X
IZLOTJS,X,X,X,X,O,O,X,X,X
IZLOTSJ,X,X,X,X,O,X,X,X,X
IZLOJTS,X,X,X,O,O,O,X,X,X
IZLOJST,O,X,X,O,O,O,X,X,X
IZLOSTJ,O,X,X,X,X,X,X,X,X
IZLOSJT,O,X,X,X,O,O,X,X,X
IZJTLSO,X,X,X,O,O,O,X,X,X
IZJTLOS,X,X,O,O,O,O,X,X,X
IZJTSLO,O,X,O,O,O,O,X,X,X
IZJTSOL,O,X,O,O,O,O,X,X,X
IZJTOLS,X,X,O,O,O,O,X,X,X
IZJTOSL,O,X,O,O,O,O,X,X,X
IZJLTSO,X,X,X,O,O,O,X,X,X
IZJLTOS,X,X,X,O,O,O,X,X,X
IZJLSTO,O,X,X,X,O,O,O,X,X
IZJLSOT,O,X,X,O,O,O,O,X,X
IZJLOTS,X,X,O,O,O,O,X,X,X
IZJLOST,O,X,O,O,O,O,O,X,X
IZJSTLO,O,X,X,X,O,X,O,X,X
IZJSTOL,O,X,X,X,O,X,O,X,X
IZJSLTO,O,X,X,X,O,O,O,X,X
IZJSLOT,O,X,O,O,O,O,O,X,X
IZJSOTL,O,X,X,X,X,X,O,X,X
IZJSOLT,O,X,O,O,O,O,O,X,X
IZJOTLS,X,X,O,O,O,O,X,X,X
IZJOTSL,O,X,O,O,O,O,X,X,X
IZJOLTS,X,X,O,O,O,O,X,X,X
IZJOLST,O,X,O,O,O,O,O,X,X
IZJOSTL,O,X,X,X,X,X,O,X,X
IZJOSLT,O,X,O,O,O,O,O,X,X
IZSTLJO,O,O,X,X,O,X,X,X,X
IZSTLOJ,O,O,X,X,X,X,X,X,O
IZSTJLO,O,O,X,X,O,X,X,X,X
IZSTJOL,O,O,X,X,O,X,X,X,O
IZSTOLJ,O,O,X,X,O,X,X,X,O
IZSTOJL,O,O,X,X,O,X,X,X,O
IZSLTJO,O,O,X,X,X,X,X,X,X
IZSLTOJ,O,O,X,X,X,X,X,X,X
IZSLJTO,O,X,X,X,O,O,O,X,X
IZSLJOT,O,O,O,O,O,O,O,X,X
IZSLOTJ,O,X,X,X,X,X,X,X,X
IZSLOJT,O,O,X,X,X,X,X,X,X
IZSJTLO,O,X,X,X,O,X,O,X,X
IZSJTOL,O,X,X,X,O,X,O,X,X
IZSJLTO,O,X,X,X,O,O,O,X,X
IZSJLOT,O,O,O,O,O,O,O,X,X
IZSJOTL,O,X,X,X,X,X,O,X,X
IZSJOLT,O,O,O,O,O,O,O,X,X
IZSOTLJ,O,X,X,X,X,X,X,X,O
IZSOTJL,O,X,X,X,X,X,X,X,O
IZSOLTJ,O,X,X,X,X,X,X,X,O
IZSOLJT,O,O,X,X,O,O,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X,X
IZSOJLT,O,O,X,X,O,O,X,X,X
IZOTLJS,O,X,X,X,O,O,X,X,X
IZOTLSJ,O,X,X,X,O,O,X,O,O
IZOTJLS,O,X,X,X,O,O,X,X,X
IZOTJSL,O,X,X,X,O,O,X,X,X
IZOTSLJ,O,X,X,X,O,O,X,O,X
IZOTSJL,O,X,X,X,O,O,X,O,X
IZOLTJS,X,X,X,X,O,O,X,X,X
IZOLTSJ,X,X,X,X,O,O,X,O,O
IZOLJTS,X,X,X,O,O,O,X,X,X
IZOLJST,O,X,X,O,O,O,X,X,X
IZOLSTJ,O,X,X,X,X,X,X,X,O
IZOLSJT,O,X,X,X,O,O,X,X,X
IZOJTLS,X,X,X,O,O,O,X,X,X
IZOJTSL,O,X,X,X,O,O,X,X,X
IZOJLTS,X,X,X,O,O,O,X,X,X
IZOJLST,O,X,X,O,O,O,X,X,X
IZOJSTL,O,X,X,X,X,X,X,X,X
IZOJSLT,O,X,X,O,O,O,X,X,X
IZOSTLJ,O,X,X,X,X,X,X,X,O
IZOSTJL,O,X,X,X,X,X,X,X,O
IZOSLTJ,O,X,X,X,X,X,X,X,O
IZOSLJT,O,X,X,X,O,O,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,O,O,X,X,X
IOTLJSZ,O,O,O,X,X,X,X,O,X
IOTLJZS,X,O,O,X,O,O,X,O,X
IOTLSJZ,O,O,X,X,X,X,X,O,O
IOTLSZJ,O,O,X,X,O,O,X,O,O
IOTLZJS,X,O,X,X,O,O,X,X,X
IOTLZSJ,X,X,X,X,O,O,X,O,X
IOTJLSZ,O,O,O,X,X,X,X,O,X
IOTJLZS,X,O,O,X,O,O,X,O,X
IOTJSLZ,O,O,O,X,X,X,X,O,X
IOTJSZL,O,X,O,X,X,X,X,O,X
IOTJZLS,X,O,O,X,O,O,X,O,X
IOTJZSL,O,X,O,X,O,O,X,O,X
IOTSLJZ,O,O,O,X,X,X,X,O,O
IOTSLZJ,O,O,X,X,O,O,X,O,O
IOTSJLZ,O,O,O,X,X,X,X,O,O
IOTSJZL,O,O,O,X,X,X,X,O,O
IOTSZLJ,O,O,X,X,O,O,X,O,O
IOTSZJL,O,O,X,X,O,O,X,O,O
IOTZLJS,O,O,X,X,O,O,X,X,X
IOTZLSJ,O,X,X,X,O,O,X,O,X
IOTZJLS,O,O,X,X,O,O,X,X,X
IOTZJSL,O,X,X,X,O,O,X,X,X
IOTZSLJ,O,X,X,X,O,O,X,O,X
IOTZSJL,O,X,X,X,O,O,X,O,X
IOLTJSZ,X,O,X,X,X,X,X,O,X
IOLTJZS,X,O,X,X,O,O,X,O,X
IOLTSJZ,X,O,X,X,X,X,X,O,O
IOLTSZJ,X,O,X,X,O,O,X,O,O
IOLTZJS,X,O,X,X,O,O,X,X,X
IOLTZSJ,X,X,X,X,O,O,X,O,X
IOLJTSZ,X,X,O,X,X,X,O,O,X
IOLJTZS,X,X,O,X,X,O,X,X,X
IOLJSTZ,X,X,O,X,X,X,O,X,O
IOLJSZT,X,X,O,X,X,X,O,X,X
IOLJZTS,X,X,O,X,O,O,X,X,X
IOLJZST,X,X,O,X,O,O,O,X,X
IOLSTJZ,X,O,X,X,X,X,X,O,O
IOLSTZJ,X,O,X,X,X,O,X,O,O
IOLSJTZ,X,O,X,X,X,X,O,X,O
IOLSJZT,X,O,X,X,X,X,O,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,O
IOLSZJT,X,O,X,X,O,O,X,X,X
IOLZTJS,X,X,X,X,O,O,X,X,X
IOLZTSJ,X,X,X,X,O,O,X,O,O
IOLZJTS,X,X,X,X,O,O,X,X,X
IOLZJST,X,X,X,X,O,O,X,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,O
IOLZSJT,X,X,X,X,O,O,X,X,X
IOJTLSZ,X,X,O,X,X,X,O,O,X
IOJTLZS,X,X,O,X,X,O,X,X,X
IOJTSLZ,X,X,O,X,X,X,O,O,X
IOJTSZL,X,X,O,X,X,X,O,O,X
IOJTZLS,X,X,O,X,X,O,X,X,X
IOJTZSL,X,X,O,X,X,O,X,X,X
IOJLTSZ,X,X,O,X,X,X,O,O,X
IOJLTZS,X,X,O,X,X,O,X,X,X
IOJLSTZ,X,X,O,X,X,X,O,X,O
IOJLSZT,X,X,O,X,X,X,O,X,X
IOJLZTS,X,X,O,X,O,O,X,X,X
IOJLZST,X,X,O,X,O,O,O,X,X
IOJSTLZ,X,X,O,X,X,X,O,X,O
IOJSTZL,X,X,O,X,X,X,O,X,O
IOJSLTZ,X,X,O,X,X,X,O,X,O
IOJSLZT,X,X,O,X,X,X,O,X,X
IOJSZTL,X,X,X,X,X,X,O,X,X
IOJSZLT,X,X,O,X,X,X,O,X,X
IOJZTLS,X,X,O,X,O,O,X,X,X
IOJZTSL,X,X,O,X,X,X,X,X,X
IOJZLTS,X,X,O,X,O,O,X,X,X
IOJZLST,X,X,O,X,O,O,O,X,X
IOJZSTL,X,X,X,X,X,X,O,X,X
IOJZSLT,X,X,O,X,O,O,O,X,X
IOSTLJZ,O,O,X,X,X,X,X,O,O
IOSTLZJ,O,O,X,X,X,O,X,O,O
IOSTJLZ,O,O,X,X,X,X,X,O,O
IOSTJZL,O,O,X,X,X,X,X,O,O
IOSTZLJ,O,O,X,X,X,O,X,O,O
IOSTZJL,O,O,X,X,X,O,X,O,O
IOSLTJZ,O,O,X,X,X,X,X,O,O
IOSLTZJ,O,O,X,X,X,O,X,O,O
IOSLJTZ,X,O,O,X,X,X,O,X,O
IOSLJZT,X,O,O,X,X,X,O,X,X
IOSLZTJ,O,X,X,X,X,X,X,X,O
IOSLZJT,O,O,X,X,O,O,X,X,X
IOSJTLZ,X,O,O,X,X,X,O,X,O
IOSJTZL,X,X,X,X,X,X,O,X,O
IOSJLTZ,X,O,O,X,X,X,O,X,O
IOSJLZT,X,O,O,X,X,X,O,X,X
IOSJZTL,X,X,X,X,X,X,O,X,X
IOSJZLT,X,O,O,X,X,X,O,X,X
IOSZTLJ,O,X,X,X,X,X,X,X,O
IOSZTJL,O,X,X,X,X,X,X,X,O
IOSZLTJ,O,X,X,X,X,X,X,X,O
IOSZLJT,O,O,X,X,O,O,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X,X
IOSZJLT,O,O,X,X,O,O,X,X,X
IOZTLJS,O,X,X,X,O,O,X,X,X
IOZTLSJ,O,X,X,X,O,O,X,O,O
IOZTJLS,O,X,X,X,O,O,X,X,X
IOZTJSL,O,X,X,X,O,O,X,X,X
IOZTSLJ,O,X,X,X,O,O,X,O,X
IOZTSJL,O,X,X,X,O,O,X,O,X
IOZLTJS,X,X,X,X,O,O,X,X,X
IOZLTSJ,X,X,X,X,O,O,X,O,O
IOZLJTS,X,X,X,X,O,O,X,X,X
IOZLJST,O,X,X,X,O,O,X,X,X
IOZLSTJ,O,X,X,X,X,X,X,X,O
IOZLSJT,O,X,X,X,O,O,X,X,X
IOZJTLS,X,X,X,X,O,O,X,X,X
IOZJTSL,O,X,X,X,O,O,X,X,X
IOZJLTS,X,X,X,X,O,O,X,X,X
IOZJLST,O,X,X,X,O,O,X,X,X
IOZJSTL,O,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,O,O,X,X,X
IOZSTLJ,O,X,X,X,X,X,X,X,O
IOZSTJL,O,X,X,X,X,X,X,X,O
IOZSLTJ,O,X,X,X,X,X,X,X,O
IOZSLJT,O,X,X,X,O,O,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,O,O,X,X,X
LTIJSZO,O,X,O,X,X,X,O,O,X
LTIJSOZ,O,O,O,X,X,X,O,O,X
LTIJZSO,X,X,X,O,O,O,X,O,X
LTIJZOS,X,O,O,O,O,O,X,X,X
LTIJOSZ,O,O,O,X,X,X,O,O,X
LTIJOZS,X,O,O,O,X,X,X,X,X
LTISJZO,O,O,O,X,X,X,O,O,X
LTISJOZ,O,O,O,X,X,X,O,O,X
LTISZJO,O,O,O,X,O,O,X,O,X
LTISZOJ,O,O,X,X,X,X,X,O,X
LTISOJZ,O,O,O,X,X,X,X,O,X
LTISOZJ,O,O,X,X,X,X,X,O,X
LTIZJSO,X,X,X,O,O,O,X,X,X
LTIZJOS,X,O,O,O,O,O,X,X,X
LTIZSJO,X,X,X,O,O,O,X,O,X
LTIZSOJ,X,X,X,X,X,X,X,O,X
LTIZOJS,X,O,X,O,O,O,X,X,X
LTIZOSJ,X,X,X,X,O,O,X,X,X
LTIOJSZ,O,O,O,X,X,X,X,O,X
LTIOJZS,X,O,O,X,O,O,X,X,X
LTIOSJZ,O,O,X,X,X,X,X,O,X
LTIOSZJ,O,O,X,X,O,O,X,O,X
LTIOZJS,X,O,X,X,O,O,X,X,X
LTIOZSJ,X,X,X,X,O,O,X,O,X
LTJISZO,O,X,O,X,X,X,O,O,X
LTJISOZ,O,O,O,X,X,X,O,O,X
LTJIZSO,X,X,X,O,O,O,X,O,X
LTJIZOS,X,O,O,O,O,O,X,X,X
LTJIOSZ,O,O,O,X,X,X,O,O,X
LTJIOZS,X,O,O,O,X,X,X,O,X
LTJSIZO,O,O,O,X,X,X,O,O,X
LTJSIOZ,O,O,O,X,X,X,O,O,X
LTJSZIO,O,O,O,O,X,X,X,O,X
LTJSZOI,O,O,O,O,X,X,X,O,X
LTJSOIZ,O,O,O,X,X,X,O,O,X
LTJSOZI,O,O,O,O,X,X,X,O,X
LTJZISO,X,X,X,O,O,O,X,O,X
LTJZIOS,X,O,O,O,O,O,X,X,X
LTJZSIO,X,X,X,O,O,O,X,O,X
LTJZSOI,X,X,X,O,X,X,X,O,X
LTJZOIS,X,O,O,O,O,O,X,X,X
LTJZOSI,X,O,X,O,X,X,X,X,X
LTJOISZ,O,O,O,X,X,X,O,O,X
LTJOIZS,X,O,O,O,X,X,X,O,X
LTJOSIZ,O,O,O,X,X,X,O,O,X
LTJOSZI,O,O,O,O,X,X,X,O,X
LTJOZIS,X,O,O,O,X,X,X,O,X
LTJOZSI,X,O,X,O,X,X,X,O,X
LTSIJZO,O,O,O,X,X,X,O,O,X
LTSIJOZ,O,O,O,X,X,X,O,O,X
LTSIZJO,O,O,O,X,O,O,X,O,X
LTSIZOJ,O,O,X,X,X,X,X,O,X
LTSIOJZ,O,O,O,X,X,X,X,O,X
LTSIOZJ,O,O,X,X,X,X,X,O,X
LTSJIZO,O,O,O,X,X,X,O,O,X
LTSJIOZ,O,O,O,X,X,X,O,O,X
LTSJZIO,O,O,O,O,X,X,X,O,X
LTSJZOI,O,O,O,O,X,X,X,O,X
LTSJOIZ,O,O,O,X,X,X,O,O,X
LTSJOZI,O,O,O,O,X,X,X,O,X
LTSZIJO,O,O,O,O,O,O,X,O,X
LTSZIOJ,O,O,X,O,X,X,X,O,X
LTSZJIO,O,O,O,O,O,O,X,O,X
LTSZJOI,O,O,O,O,X,X,X,O,X
LTSZOIJ,O,O,X,O,X,X,X,O,X
LTSZOJI,O,O,X,O,X,X,X,O,X
LTSOIJZ,O,O,O,X,X,X,X,O,X
LTSOIZJ,O,O,X,X,X,X,X,O,X
LTSOJIZ,O,O,O,X,X,X,X,O,X
LTSOJZI,O,O,O,X,X,X,X,O,X
LTSOZIJ,O,O,X,X,X,X,X,O,X
LTSOZJI,O,O,X,X,X,X,X,O,X
LTZIJSO,O,X,X,O,O,O,X,X,X
LTZIJOS,O,O,O,O,O,O,X,X,X
LTZISJO,O,X,X,O,O,O,X,O,X
LTZISOJ,O,X,X,X,X,X,X,O,X
LTZIOJS,O,O,X,O,O,O,X,X,X
LTZIOSJ,O,X,X,X,O,O,X,X,X
LTZJISO,O,X,X,O,O,O,X,O,X
LTZJIOS,O,O,O,O,O,O,X,X,X
LTZJSIO,O,X,X,O,O,O,X,O,X
LTZJSOI,O,X,X,O,X,X,X,O,X
LTZJOIS,O,O,O,O,O,O,X,X,X
LTZJOSI,O,O,X,O,O,O,X,X,X
LTZSIJO,O,O,X,O,O,O,X,O,X
LTZSIOJ,O,O,X,X,X,X,X,O,X
LTZSJIO,O,O,X,O,O,O,X,O,X
LTZSJOI,O,O,X,O,X,X,X,O,X
LTZSOIJ,O,O,X,X,X,X,X,O,X
LTZSOJI,O,O,X,X,X,X,X,X,X
LTZOIJS,O,O,X,O,O,O,X,X,X
LTZOISJ,O,X,X,X,O,O,X,X,X
