sequence,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFukB1lB0hB6?sBXqBzrB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFukB1lB0hBX?qBCsBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Je/EJvhFRgBFiBTlB0?mB2uBSxB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFCgB0hBllBz?pBGsBXsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Je2EJvhFRgB1mBcqBX?nBTpBSxB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBTkBllBy?uBGsBXsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBupB3lB6?sBzrBFqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBlkB3lB2?uBCsBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeT/IvhFxhBllBUnBi?pBWxBXqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBupB3lBC?sBFqBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBfqBllBT?nBWxBCqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBKpBfqBl?lBTnBWxB
LZJTSIO,X,O,O,X,O,X,X,O,O,O,X,O
LZJTSOI,X,O,O,X,O,O,X,O,O,X,X,O
LZJTOIS,X,X,O,X,O,O,X,X,O,X,X,X
LZJTOSI,X,X,O,X,O,O,X,O,O,X,X,X
LZJITSO,X,O,O,X,O,X,X,O,O,O,X,X
LZJITOS,X,X,O,X,O,O,X,X,O,X,X,X
LZJISTO,X,O,O,X,O,X,X,O,O,O,X,O
LZJISOT,X,X,O,X,X,X,X,X,O,O,X,X
LZJIOTS,X,X,O,X,O,O,X,X,O,X,X,X
LZJIOST,X,X,O,X,X,X,X,X,O,O,X,X
LZJSTIO,X,O,O,X,O,X,X,O,O,O,X,O
LZJSTOI,X,O,O,X,O,O,X,O,O,X,X,O
LZJSITO,X,O,O,X,O,X,X,O,O,O,X,O
LZJSIOT,X,X,O,X,X,X,X,X,O,O,X,X
LZJSOTI,X,X,O,X,X,O,X,O,O,X,X,O
LZJSOIT,X,X,O,X,X,X,X,X,O,O,X,X
LZJOTIS,X,X,O,X,O,O,X,X,O,X,X,X
LZJOTSI,X,X,O,X,O,O,X,O,O,X,X,X
LZJOITS,X,X,O,X,O,O,X,X,O,X,X,X
LZJOIST,X,X,O,X,O,X,X,X,O,O,X,X
LZJOSTI,X,X,O,X,O,O,X,O,O,X,X,O
LZJOSIT,X,X,O,X,O,X,X,X,O,O,X,X
LZSTIJO,X,O,X,X,O,X,X,O,X,O,X,O
LZSTIOJ,X,O,X,X,X,X,X,X,X,X,X,O
LZSTJIO,X,O,O,X,O,X,X,O,X,O,X,O
LZSTJOI,X,O,O,X,O,X,X,O,X,X,X,O
LZSTOIJ,X,O,X,X,O,X,X,X,X,X,X,O
LZSTOJI,X,O,O,X,O,X,X,O,X,X,X,O
LZSITJO,X,O,X,X,O,X,X,O,X,O,X,X
LZSITOJ,X,O,X,X,X,X,X,X,X,X,X,X
LZSIJTO,X,O,X,X,O,X,X,O,X,O,X,X
LZSIJOT,X,X,X,X,X,X,X,X,X,O,X,X
LZSIOTJ,X,O,X,X,X,X,X,X,X,X,X,X
LZSIOJT,X,X,X,X,X,X,X,X,X,O,X,X
LZSJTIO,X,O,O,X,O,X,X,O,X,O,X,O
LZSJTOI,X,O,O,X,O,X,X,O,X,X,X,O
LZSJITO,X,O,O,X,O,X,X,O,X,O,X,O
LZSJIOT,X,X,O,X,X,X,X,X,X,O,X,X
LZSJOTI,X,X,O,X,X,X,X,O,X,X,X,O
LZSJOIT,X,X,O,X,X,X,X,X,X,O,X,X
LZSOTIJ,X,O,X,X,O,X,X,X,X,X,X,X
LZSOTJI,X,O,O,X,O,X,X,O,X,X,X,X
LZSOITJ,X,O,X,X,O,X,X,X,X,X,X,X
LZSOIJT,X,X,X,X,O,X,X,X,X,O,X,X
LZSOJTI,X,X,O,X,O,X,X,O,X,X,X,X
LZSOJIT,X,X,O,X,O,X,X,X,X,O,X,X
LZOTIJS,X,X,O,X,O,O,X,X,X,X,X,X
LZOTISJ,X,O,X,X,O,O,X,X,X,X,X,X
LZOTJIS,X,X,O,X,O,O,X,X,O,X,X,X
LZOTJSI,X,X,O,X,O,O,X,X,O,X,X,X
LZOTSIJ,X,O,X,X,O,O,X,X,X,X,X,X
LZOTSJI,X,O,O,X,O,O,X,X,X,X,X,X
LZOITJS,X,X,O,X,O,X,X,X,X,X,X,X
LZOITSJ,X,O,X,X,O,X,X,X,X,X,X,X
LZOIJTS,X,X,O,X,O,X,X,X,X,X,X,X
LZOIJST,X,X,O,X,O,X,X,X,X,O,X,X
LZOISTJ,X,O,X,X,O,X,X,X,X,X,X,X
LZOISJT,X,X,X,X,O,X,X,X,X,O,X,X
LZOJTIS,X,X,O,X,O,O,X,X,O,X,X,X
LZOJTSI,X,X,O,X,O,O,X,O,O,X,X,X
LZOJITS,X,X,O,X,O,O,X,X,O,X,X,X
LZOJIST,X,X,O,X,O,X,X,X,O,O,X,X
LZOJSTI,X,X,O,X,O,O,X,O,O,X,X,X
LZOJSIT,X,X,O,X,O,X,X,X,O,O,X,X
LZOSTIJ,X,O,X,X,O,X,X,X,X,X,X,X
LZOSTJI,X,O,O,X,O,X,X,O,X,X,X,X
LZOSITJ,X,O,X,X,O,X,X,X,X,X,X,X
LZOSIJT,X,X,X,X,O,X,X,X,X,O,X,X
LZOSJTI,X,X,O,X,O,X,X,O,X,X,X,X
LZOSJIT,X,X,O,X,O,X,X,X,X,O,X,X
LOTIJSZ,X,X,O,O,X,O,X,X,X,X,X,X
LOTIJZS,O,X,X,O,X,O,X,X,O,X,X,X
LOTISJZ,O,O,X,O,X,O,X,X,X,X,X,X
LOTISZJ,O,O,X,O,X,O,X,X,X,X,X,X
LOTIZJS,O,X,X,O,O,O,X,X,X,X,X,X
LOTIZSJ,O,O,X,O,O,O,X,X,X,X,X,X
LOTJISZ,X,X,O,O,X,O,X,X,X,X,X,X
LOTJIZS,O,X,X,O,X,O,X,X,O,X,X,X
LOTJSIZ,X,X,O,O,X,O,X,X,X,X,X,X
LOTJSZI,X,X,O,O,X,O,X,X,O,X,X,X
LOTJZIS,O,X,O,O,O,O,X,X,O,X,X,X
LOTJZSI,X,X,O,O,O,O,X,X,O,X,X,X
LOTSIJZ,O,O,X,O,X,O,X,X,X,X,X,X
LOTSIZJ,O,O,X,O,X,O,X,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,O,X,X,X,X,X,X
LOTSJZI,O,O,O,O,X,O,X,X,O,X,X,X
LOTSZIJ,O,O,X,O,O,O,X,X,X,X,X,X
LOTSZJI,O,O,X,X,O,O,X,X,X,X,X,X
LOTZIJS,O,X,O,O,O,O,X,X,X,X,X,X
LOTZISJ,O,O,X,O,O,O,X,X,X,X,X,X
LOTZJIS,O,X,O,O,O,O,X,X,O,X,X,X
LOTZJSI,X,X,O,O,O,O,X,X,O,X,X,X
LOTZSIJ,O,O,X,O,O,O,X,X,X,X,X,X
LOTZSJI,O,O,O,X,O,O,X,X,X,X,X,X
LOITJSZ,X,X,O,O,X,O,X,X,X,X,X,X
LOITJZS,O,X,X,O,X,O,X,X,O,X,X,X
LOITSJZ,O,O,X,O,X,O,X,X,X,X,X,X
LOITSZJ,O,O,X,O,X,O,X,X,X,X,X,X
LOITZJS,O,X,X,O,O,O,X,X,X,X,X,X
LOITZSJ,O,O,X,O,O,O,X,X,X,X,X,X
LOIJTSZ,X,X,O,O,X,O,X,X,X,X,X,X
LOIJTZS,X,X,X,O,X,O,X,X,O,X,X,X
LOIJSTZ,X,X,O,X,X,X,X,X,X,X,X,X
LOIJSZT,X,X,O,X,X,X,O,X,X,O,X,X
LOIJZTS,X,X,O,O,X,O,X,X,O,X,X,X
LOIJZST,X,X,O,X,X,X,O,X,O,O,X,X
LOISTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X,X,X,X,X,X
LOISJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LOISJZT,X,X,X,X,X,X,O,X,X,O,X,X
LOISZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LOISZJT,X,X,X,X,X,X,O,X,X,O,X,X
LOIZTJS,O,X,O,X,O,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,X,O,X,X,X,X,X,X,X
LOIZJTS,X,X,O,X,O,X,X,X,X,X,X,X
LOIZJST,X,X,O,X,O,X,O,X,X,O,X,X
LOIZSTJ,O,O,X,X,O,X,X,X,X,X,X,X
LOIZSJT,X,X,X,X,O,X,O,X,X,O,X,X
LOJTISZ,X,X,O,O,X,O,X,X,X,X,X,X
LOJTIZS,X,X,X,O,X,O,X,X,O,X,X,X
LOJTSIZ,X,X,O,O,X,O,X,O,X,X,X,X
LOJTSZI,X,X,O,O,X,O,X,O,O,X,X,X
LOJTZIS,X,X,O,O,O,O,X,X,O,X,X,X
LOJTZSI,X,X,O,O,O,O,X,O,O,X,X,X
LOJITSZ,X,X,O,O,X,O,X,X,X,X,X,X
LOJITZS,X,X,X,O,X,O,X,X,O,X,X,X
LOJISTZ,X,X,O,X,X,X,X,X,X,X,X,X
LOJISZT,X,X,O,X,X,X,O,X,X,O,X,X
LOJIZTS,X,X,O,O,X,O,X,X,O,X,X,X
LOJIZST,X,X,O,X,X,X,O,X,O,O,X,X
LOJSTIZ,X,X,O,X,X,O,X,O,X,X,X,O
LOJSTZI,X,X,O,X,X,O,X,O,O,X,X,O
LOJSITZ,X,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,X,X,O,X,X,X,O,X,X,O,X,X
LOJSZTI,X,X,O,X,X,O,X,O,O,X,X,O
LOJSZIT,X,X,O,X,X,X,O,X,O,O,X,X
LOJZTIS,X,X,O,O,O,O,X,X,O,X,X,X
LOJZTSI,X,X,O,O,O,O,X,O,O,X,X,X
LOJZITS,X,X,O,O,O,O,X,X,O,X,X,X
LOJZIST,X,X,O,X,O,X,O,X,O,O,X,X
LOJZSTI,X,X,O,X,O,O,X,O,O,X,X,O
LOJZSIT,X,X,O,X,O,X,O,X,O,O,X,X
LOSTIJZ,O,O,X,X,X,O,X,X,X,X,X,O
LOSTIZJ,O,O,X,X,X,O,X,X,X,X,X,O
LOSTJIZ,O,O,O,X,X,O,X,X,X,X,X,O
LOSTJZI,O,O,O,X,X,O,X,X,O,X,X,O
LOSTZIJ,O,O,X,X,O,O,X,X,X,X,X,O
LOSTZJI,O,O,X,X,O,O,X,O,X,X,X,O
LOSITJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,X,O,X,X,O,X,X
LOSIZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LOSIZJT,X,X,X,X,X,X,O,X,X,O,X,X
LOSJTIZ,O,O,O,X,X,O,X,O,X,X,X,O
LOSJTZI,O,O,O,X,X,O,X,O,O,X,X,O
LOSJITZ,O,O,O,X,X,X,X,X,X,X,X,X
LOSJIZT,X,X,O,X,X,X,O,X,X,O,X,X
LOSJZTI,X,X,O,X,X,O,X,O,O,X,X,O
LOSJZIT,X,X,O,X,X,X,O,X,O,O,X,X
LOSZTIJ,O,O,X,X,O,X,X,X,X,X,X,X
LOSZTJI,O,O,O,X,O,X,X,O,X,X,X,X
LOSZITJ,O,O,X,X,O,X,X,X,X,X,X,X
LOSZIJT,X,X,X,X,O,X,O,X,X,O,X,X
LOSZJTI,X,X,O,X,O,X,X,O,X,X,X,X
LOSZJIT,X,X,O,X,O,X,O,X,X,O,X,X
LOZTIJS,O,X,O,X,O,O,X,X,X,X,X,X
LOZTISJ,O,O,X,X,O,O,X,X,X,X,X,X
LOZTJIS,O,X,O,X,O,O,X,X,O,X,X,X
LOZTJSI,X,X,O,X,O,O,X,X,O,X,X,X
LOZTSIJ,O,O,X,X,O,O,X,X,X,X,X,X
LOZTSJI,O,O,O,X,O,O,X,X,X,X,X,X
LOZITJS,O,X,O,X,O,X,X,X,X,X,X,X
LOZITSJ,O,O,X,X,O,X,X,X,X,X,X,X
LOZIJTS,X,X,O,X,O,X,X,X,X,X,X,X
LOZIJST,X,X,O,X,O,X,O,X,X,O,X,X
LOZISTJ,O,O,X,X,O,X,X,X,X,X,X,X
LOZISJT,X,X,X,X,O,X,O,X,X,O,X,X
LOZJTIS,X,X,O,X,O,O,X,X,O,X,X,X
LOZJTSI,X,X,O,X,O,O,X,O,O,X,X,X
LOZJITS,X,X,O,X,O,O,X,X,O,X,X,X
LOZJIST,X,X,O,X,O,X,O,X,O,O,X,X
LOZJSTI,X,X,O,X,O,O,X,O,O,X,X,X
LOZJSIT,X,X,O,X,O,X,O,X,O,O,X,X
LOZSTIJ,O,O,X,X,O,X,X,X,X,X,X,X
LOZSTJI,O,O,O,X,O,X,X,O,X,X,X,X
LOZSITJ,O,O,X,X,O,X,X,X,X,X,X,X
LOZSIJT,X,X,X,X,O,X,O,X,X,O,X,X
LOZSJTI,X,X,O,X,O,X,X,O,X,X,X,X
LOZSJIT,X,X,O,X,O,X,O,X,X,O,X,X
JTILSZO,X,O,X,X,X,X,X,O,X,O,X,X
JTILSOZ,X,O,X,X,X,X,X,O,X,X,X,X
JTILZSO,O,O,X,X,X,X,X,O,O,O,X,X
JTILZOS,O,X,X,X,X,O,X,X,O,X,X,X
JTILOSZ,X,X,X,X,X,O,X,X,X,X,X,X
JTILOZS,O,X,X,X,X,O,X,X,O,X,X,X
JTISLZO,O,O,O,X,X,X,X,O,X,O,O,X
JTISLOZ,O,O,O,X,X,X,X,O,X,X,X,X
JTISZLO,O,O,O,X,X,X,X,O,X,O,O,X
JTISZOL,O,O,O,X,X,X,O,O,X,X,O,X
JTISOLZ,O,O,O,X,X,X,X,O,X,X,X,X
JTISOZL,O,O,O,X,X,X,O,O,X,X,O,X
JTIZLSO,O,X,X,X,X,X,X,X,O,X,X,X
JTIZLOS,O,X,X,X,X,O,X,X,O,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X,O,X,O,X
JTIZSOL,O,O,X,X,X,X,X,X,X,X,O,X
JTIZOLS,O,X,X,O,X,X,X,X,O,X,X,X
JTIZOSL,O,X,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,X,X,X,X,X,X,X,X
JTIOLZS,O,X,X,O,X,X,X,X,X,X,X,X
JTIOSLZ,O,X,O,O,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,O,X,X,O,X,X,X,X,X
JTIOZLS,O,X,X,O,X,X,X,X,X,X,X,X
JTIOZSL,O,X,X,O,X,X,O,X,X,X,X,X
JTLISZO,X,O,O,X,X,X,X,O,X,O,X,X
JTLISOZ,X,O,O,X,X,X,X,O,X,X,X,X
JTLIZSO,O,O,X,X,X,X,X,O,O,O,X,X
JTLIZOS,O,X,X,X,X,O,X,X,O,X,X,X
JTLIOSZ,X,X,O,X,X,O,X,X,X,X,X,X
JTLIOZS,O,X,X,X,X,O,X,X,O,X,X,X
JTLSIZO,X,O,O,X,X,X,X,O,X,O,O,O
JTLSIOZ,X,O,O,X,X,X,X,O,X,X,X,O
JTLSZIO,X,O,O,X,X,X,X,O,O,O,O,O
JTLSZOI,X,O,O,X,X,O,X,O,O,X,X,O
JTLSOIZ,X,O,O,X,X,O,X,O,X,X,X,O
JTLSOZI,X,O,O,X,X,O,X,O,O,X,X,O
JTLZISO,O,O,O,X,X,X,X,O,O,O,X,X
JTLZIOS,O,X,O,X,X,O,X,X,O,X,X,X
JTLZSIO,X,O,O,X,X,X,X,O,O,O,O,O
JTLZSOI,X,O,O,X,X,O,X,O,O,X,X,O
JTLZOIS,X,X,O,O,X,O,X,X,O,X,X,X
JTLZOSI,X,X,O,O,X,O,X,O,O,X,X,X
JTLOISZ,X,X,O,O,X,O,X,X,X,X,X,X
JTLOIZS,O,X,X,O,X,O,X,X,O,X,X,X
JTLOSIZ,X,X,O,O,X,O,X,O,X,X,X,X
JTLOSZI,X,X,O,O,X,O,X,O,O,X,X,X
JTLOZIS,O,X,O,O,X,O,X,X,O,X,X,X
JTLOZSI,X,X,O,O,X,O,X,O,O,X,X,X
JTSILZO,O,O,O,X,X,X,X,O,X,O,O,X
JTSILOZ,O,O,O,X,X,X,X,O,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X,O,X,O,O,X
JTSIZOL,O,O,O,X,X,X,O,O,X,X,O,X
JTSIOLZ,O,O,O,X,X,X,X,O,X,X,X,X
JTSIOZL,O,O,O,X,X,X,O,O,X,X,O,X
JTSLIZO,O,O,O,X,X,X,X,O,X,O,O,X
JTSLIOZ,O,O,O,X,X,X,X,O,X,X,X,X
JTSLZIO,O,O,O,X,X,X,X,O,O,O,O,X
JTSLZOI,X,O,O,X,X,O,X,O,O,X,X,X
JTSLOIZ,O,O,O,X,X,O,X,O,X,X,X,X
JTSLOZI,O,O,O,X,X,O,X,O,O,X,X,X
JTSZILO,O,O,O,X,X,X,X,O,O,O,O,X
JTSZIOL,O,O,O,X,X,X,O,O,X,X,O,X
JTSZLIO,O,O,O,X,X,X,X,O,O,X,O,X
JTSZLOI,X,O,O,X,X,O,X,O,O,X,X,X
JTSZOIL,O,O,O,O,X,X,X,O,X,X,O,X
JTSZOLI,O,X,O,O,X,X,X,O,X,X,X,X
JTSOILZ,O,O,O,O,X,X,X,O,X,X,X,X
JTSOIZL,O,O,O,O,X,X,O,O,X,X,O,X
JTSOLIZ,O,O,O,O,X,X,X,O,X,X,X,X
JTSOLZI,O,O,O,O,X,X,X,O,X,X,X,X
JTSOZIL,O,O,O,O,X,X,O,O,X,X,O,X
JTSOZLI,O,X,O,O,X,X,X,O,X,X,X,X
JTZILSO,O,X,X,X,O,X,X,X,O,X,X,X
JTZILOS,O,X,X,X,O,O,X,X,O,X,X,X
JTZISLO,O,O,O,X,O,X,X,X,O,X,O,X
JTZISOL,O,O,O,X,X,X,X,X,X,X,O,X
JTZIOLS,O,X,X,O,O,X,X,X,O,X,X,X
JTZIOSL,O,X,O,O,X,X,X,X,X,X,X,X
JTZLISO,O,X,X,X,O,X,X,O,O,X,X,X
JTZLIOS,O,X,X,X,O,O,X,X,O,X,X,X
JTZLSIO,X,X,O,X,O,X,X,O,O,X,O,O
JTZLSOI,X,X,O,X,O,O,X,O,O,X,X,O
JTZLOIS,X,X,X,O,O,O,X,X,O,X,X,X
JTZLOSI,X,X,O,O,O,O,X,O,O,X,X,X
JTZSILO,O,O,O,X,O,X,X,O,O,X,O,X
JTZSIOL,O,O,O,X,X,X,X,O,X,X,O,X
JTZSLIO,O,O,O,X,O,X,X,O,O,X,O,X
JTZSLOI,X,X,O,X,O,O,X,O,O,X,X,X
JTZSOIL,O,O,O,O,X,X,X,O,X,X,O,X
JTZSOLI,X,X,O,O,X,X,X,O,X,X,X,X
JTZOILS,O,X,X,O,O,X,X,X,O,X,X,X
JTZOISL,O,X,O,O,O,X,X,X,X,X,X,X
JTZOLIS,O,X,X,O,O,O,X,X,O,X,X,X
JTZOLSI,X,X,O,O,O,O,X,X,O,X,X,X
JTZOSIL,O,X,O,O,O,X,X,X,X,X,O,X
JTZOSLI,X,X,O,O,O,X,X,X,X,X,X,X
JTOILSZ,X,X,X,O,X,X,X,X,X,X,X,X
JTOILZS,O,X,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,X,O,O,X,X,X,X,X,X,X,X
JTOISZL,O,X,O,O,X,X,O,X,X,X,X,X
JTOIZLS,O,X,X,O,X,X,X,X,X,X,X,X
JTOIZSL,O,X,X,O,X,X,O,X,X,X,X,X
JTOLISZ,X,X,O,O,X,O,X,X,X,X,X,X
JTOLIZS,O,X,X,O,X,O,X,X,O,X,X,X
JTOLSIZ,X,X,O,O,X,O,X,O,X,X,X,X
JTOLSZI,X,X,O,O,X,O,X,O,O,X,X,X
JTOLZIS,O,X,O,O,X,O,X,X,O,X,X,X
JTOLZSI,X,X,O,O,X,O,X,O,O,X,X,X
JTOSILZ,O,X,O,O,X,X,X,O,X,X,X,X
JTOSIZL,O,X,O,O,X,X,O,O,X,X,O,X
JTOSLIZ,O,X,O,O,X,X,X,O,X,X,X,X
JTOSLZI,O,X,O,O,X,X,X,O,X,X,X,X
JTOSZIL,O,X,O,O,X,X,O,O,X,X,O,X
JTOSZLI,O,X,O,O,X,X,X,O,X,X,X,X
JTOZILS,O,X,X,O,O,X,X,X,O,X,X,X
JTOZISL,O,X,O,O,O,X,O,X,X,X,X,X
JTOZLIS,O,X,X,O,O,O,X,X,O,X,X,X
JTOZLSI,X,X,O,O,O,O,X,X,O,X,X,X
JTOZSIL,O,X,O,O,O,X,O,X,X,X,O,X
JTOZSLI,O,X,O,O,O,X,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,O,X,O,X,X
JITLSOZ,X,O,X,X,X,X,X,O,X,X,X,X
JITLZSO,O,O,X,X,X,X,X,O,O,O,X,X
JITLZOS,O,X,X,X,X,O,X,X,O,X,X,X
JITLOSZ,X,X,X,X,X,O,X,X,X,X,X,X
JITLOZS,O,X,X,X,X,O,X,X,O,X,X,X
JITSLZO,O,O,O,X,X,X,X,O,X,O,O,X
JITSLOZ,O,O,O,X,X,X,X,O,X,X,X,X
JITSZLO,O,O,O,X,X,X,X,O,X,O,O,X
JITSZOL,O,O,O,X,X,X,O,O,X,X,O,X
JITSOLZ,O,O,O,X,X,X,X,O,X,X,X,X
JITSOZL,O,O,O,X,X,X,O,O,X,X,O,X
JITZLSO,O,X,X,X,X,X,X,X,O,X,X,X
JITZLOS,O,X,X,X,X,O,X,X,O,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,O,X,O,X
JITZSOL,O,O,X,X,X,X,X,X,X,X,O,X
JITZOLS,O,X,X,O,X,X,X,X,O,X,X,X
JITZOSL,O,X,X,O,X,X,X,X,X,X,X,X
JITOLSZ,X,X,X,O,X,X,X,X,X,X,X,X
JITOLZS,O,X,X,O,X,X,X,X,X,X,X,X
JITOSLZ,O,X,O,O,X,X,X,X,X,X,X,X
JITOSZL,O,X,O,O,X,X,O,X,X,X,X,X
JITOZLS,O,X,X,O,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,O,X,X,O,X,X,X,X,X
JILTSZO,X,O,O,X,X,X,X,O,X,O,X,X
JILTSOZ,X,O,O,X,X,X,X,O,X,X,X,X
JILTZSO,X,O,X,X,X,X,X,O,O,O,X,X
JILTZOS,X,X,X,X,X,O,X,X,O,X,X,X
JILTOSZ,X,X,O,X,X,O,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,O,X,X,O,X,X,X
JILSTZO,X,O,O,X,X,X,X,O,X,O,O,O
JILSTOZ,X,O,O,X,X,X,X,O,X,X,X,O
JILSZTO,X,O,O,X,X,X,X,O,X,O,O,O
JILSZOT,X,X,O,X,X,X,O,X,X,O,X,X
JILSOTZ,X,O,O,X,X,X,X,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,O,X,X,O,X,X
JILZTSO,X,O,O,X,X,X,X,O,O,O,X,X
JILZTOS,X,X,O,X,X,O,X,X,O,X,X,X
JILZSTO,X,O,O,X,X,X,X,O,O,O,O,O
JILZSOT,X,X,O,X,X,X,X,X,O,O,X,X
JILZOTS,X,X,O,O,X,O,X,X,O,X,X,X
JILZOST,X,X,O,X,X,X,X,X,O,O,X,X
JILOTSZ,X,X,O,O,X,O,X,X,X,X,X,X
JILOTZS,X,X,X,O,X,O,X,X,O,X,X,X
JILOSTZ,X,X,O,X,X,X,X,X,X,X,X,X
JILOSZT,X,X,O,X,X,X,O,X,X,O,X,X
JILOZTS,X,X,O,O,X,O,X,X,O,X,X,X
JILOZST,X,X,O,X,X,X,O,X,O,O,X,X
JISTLZO,O,O,O,X,X,X,X,O,X,O,O,X
JISTLOZ,O,O,O,X,X,X,X,O,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,O,X,O,O,X
JISTZOL,O,O,O,X,X,X,O,O,X,X,O,X
JISTOLZ,O,O,O,X,X,X,X,O,X,X,X,X
JISTOZL,O,O,O,X,X,X,O,O,X,X,O,X
JISLTZO,O,O,O,X,X,X,X,O,X,O,O,X
JISLTOZ,O,O,O,X,X,X,X,O,X,X,X,X
JISLZTO,X,O,O,X,X,X,X,O,X,O,O,X
JISLZOT,X,X,O,X,X,X,O,X,X,O,X,X
JISLOTZ,O,O,O,X,X,X,X,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,O,X,X,O,X,X
JISZTLO,O,O,O,X,X,X,X,O,X,O,O,X
JISZTOL,O,O,O,X,X,X,O,O,X,X,O,X
JISZLTO,X,O,O,X,X,X,X,X,X,O,O,X
JISZLOT,X,X,O,X,X,X,O,X,X,O,X,X
JISZOTL,O,X,O,O,X,X,O,X,X,X,O,X
JISZOLT,X,X,O,X,X,X,O,X,X,O,X,X
JISOTLZ,O,O,O,O,X,X,X,X,X,X,X,X
JISOTZL,O,O,O,O,X,X,O,X,X,X,O,X
JISOLTZ,O,O,O,X,X,X,X,X,X,X,X,X
JISOLZT,X,X,O,X,X,X,O,X,X,O,X,X
JISOZTL,O,X,O,O,X,X,O,X,X,X,O,X
JISOZLT,X,X,O,X,X,X,O,X,X,O,X,X
JIZTLSO,X,X,X,X,X,X,X,X,O,X,X,X
JIZTLOS,X,X,X,X,X,O,X,X,O,X,X,X
JIZTSLO,X,X,O,X,X,X,X,X,O,X,O,X
JIZTSOL,X,X,O,X,X,X,X,X,X,X,O,X
JIZTOLS,X,X,X,O,X,X,X,X,O,X,X,X
JIZTOSL,X,X,O,O,X,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,X,X,X,X,O,O,X,X
JIZLTOS,X,X,X,X,X,O,X,X,O,X,X,X
JIZLSTO,X,X,X,X,X,X,X,X,O,O,O,O
JIZLSOT,X,X,X,X,X,X,X,X,O,O,X,X
JIZLOTS,X,X,X,O,X,O,X,X,O,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,O,O,X,X
JIZSTLO,X,X,O,X,X,X,X,X,O,O,O,X
JIZSTOL,X,X,O,X,X,X,O,X,X,X,O,X
JIZSLTO,X,X,O,X,X,X,X,X,O,O,O,X
JIZSLOT,X,X,X,X,X,X,O,X,O,O,X,X
JIZSOTL,X,X,O,O,X,X,O,X,X,X,O,X
JIZSOLT,X,X,O,X,X,X,O,X,X,O,X,X
JIZOTLS,X,X,X,O,X,X,X,X,O,X,X,X
JIZOTSL,X,X,O,O,X,X,O,X,X,X,X,X
JIZOLTS,X,X,X,O,X,X,X,X,O,X,X,X
JIZOLST,X,X,X,X,X,X,O,X,O,X,X,X
JIZOSTL,X,X,O,O,X,X,O,X,X,X,O,X
JIZOSLT,X,X,O,X,X,X,O,X,X,X,X,X
JIOTLSZ,X,X,X,O,X,X,X,X,X,X,X,X
JIOTLZS,O,X,X,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,X,O,O,X,X,X,X,X,X,X,X
JIOTSZL,O,X,O,O,X,X,O,X,X,X,X,X
JIOTZLS,O,X,X,O,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,O,X,X,O,X,X,X,X,X
JIOLTSZ,X,X,O,O,X,X,X,X,X,X,X,X
JIOLTZS,X,X,X,O,X,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,X,X,X,X,X,X,X
JIOLSZT,X,X,O,X,X,X,O,X,X,O,X,X
JIOLZTS,X,X,O,O,X,X,X,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,O,X,X,O,X,X
JIOSTLZ,O,X,O,O,X,X,X,X,X,X,X,X
