sequence,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeqEJvhFTgB0hB?liB5oB3qB2wB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8Kez/IvhFqlBlhB?3iB5oBUqB2wB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeuEJvhF3gBcmB?liB5oBTqBywB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeGAJvhFliB5oB?zkB3qBirB0rB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeuEJvhFliB5oB?KqBzlBfsBUrB,v115@9gA8IeA8GeA8AeA8DeD8AeB8EeB8KeuEJvhFzgBliB?5oBKqBUrBfsB
SZILTOJ,O,O,X,X,X,X
SZILJTO,O,O,X,X,X,O
SZILJOT,O,O,X,X,X,O
SZILOTJ,O,O,X,X,X,X
SZILOJT,O,O,X,X,X,O
SZIJTLO,O,O,X,X,X,X
SZIJTOL,X,O,X,X,X,X
SZIJLTO,O,O,X,X,X,X
SZIJLOT,O,O,X,X,X,X
SZIJOTL,X,O,X,X,X,X
SZIJOLT,X,O,X,X,X,X
SZIOTLJ,O,O,O,O,X,X
SZIOTJL,X,O,O,O,X,X
SZIOLTJ,O,O,O,O,X,X
SZIOLJT,O,O,O,O,X,O
SZIOJTL,X,O,O,O,X,X
SZIOJLT,X,O,O,O,X,X
SZLTIJO,O,O,X,X,X,X
SZLTIOJ,O,O,X,X,X,X
SZLTJIO,O,O,X,X,X,X
SZLTJOI,O,O,X,X,X,X
SZLTOIJ,O,O,X,X,X,X
SZLTOJI,O,O,X,X,X,X
SZLITJO,O,O,X,X,X,X
SZLITOJ,O,O,X,X,X,X
SZLIJTO,O,O,X,X,X,O
SZLIJOT,O,O,X,X,X,O
SZLIOTJ,O,O,X,X,X,X
SZLIOJT,O,O,X,X,X,O
SZLJTIO,O,O,X,X,X,X
SZLJTOI,O,O,X,X,X,X
SZLJITO,O,O,X,X,X,O
SZLJIOT,O,O,X,X,X,O
SZLJOTI,O,O,X,X,X,X
SZLJOIT,O,O,X,X,X,O
SZLOTIJ,O,O,X,X,X,X
SZLOTJI,O,O,X,X,X,X
SZLOITJ,O,O,X,X,X,X
SZLOIJT,O,O,X,X,X,O
SZLOJTI,O,O,X,X,X,X
SZLOJIT,O,O,X,X,X,O
SZJTILO,O,O,X,X,X,X
SZJTIOL,X,O,X,X,X,X
SZJTLIO,O,O,X,X,X,X
SZJTLOI,O,O,X,X,X,X
SZJTOIL,X,O,X,X,X,X
SZJTOLI,X,O,X,X,X,X
SZJITLO,O,O,X,X,X,X
SZJITOL,X,O,X,X,X,X
SZJILTO,O,O,X,X,X,X
SZJILOT,O,O,X,X,X,X
SZJIOTL,X,O,X,X,X,X
SZJIOLT,X,O,X,X,X,X
SZJLTIO,O,O,X,X,X,X
SZJLTOI,O,O,X,X,X,X
SZJLITO,O,O,X,X,X,X
SZJLIOT,O,O,X,X,X,X
SZJLOTI,O,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X
SZJOTIL,X,O,X,X,X,X
SZJOTLI,X,O,X,X,X,X
SZJOITL,X,O,X,X,X,X
SZJOILT,X,O,X,X,X,X
SZJOLTI,X,O,X,X,X,X
SZJOLIT,X,O,X,X,X,X
SZOTILJ,O,O,O,O,X,X
SZOTIJL,X,O,O,O,X,X
SZOTLIJ,O,O,O,X,X,X
SZOTLJI,O,O,O,X,X,X
SZOTJIL,X,O,O,O,X,X
SZOTJLI,X,O,O,X,X,X
SZOITLJ,O,O,O,O,X,X
SZOITJL,X,O,O,O,X,X
SZOILTJ,O,O,O,O,X,X
SZOILJT,O,O,O,O,X,O
SZOIJTL,X,O,O,O,X,X
SZOIJLT,X,O,O,O,X,X
SZOLTIJ,O,O,O,X,X,X
SZOLTJI,O,O,O,X,X,X
SZOLITJ,O,O,O,X,X,X
SZOLIJT,O,O,O,X,X,O
SZOLJTI,O,O,O,X,X,X
SZOLJIT,O,O,O,X,X,O
SZOJTIL,X,O,O,O,X,X
SZOJTLI,X,O,O,X,X,X
SZOJITL,X,O,O,O,X,X
SZOJILT,X,O,O,O,X,X
SZOJLTI,X,O,O,X,X,X
SZOJLIT,X,O,O,X,X,X
SOTILJZ,O,X,X,O,X,X
SOTILZJ,O,X,X,O,X,X
SOTIJLZ,X,X,X,O,X,X
SOTIJZL,X,X,O,O,X,X
SOTIZLJ,O,O,O,O,X,X
SOTIZJL,X,O,O,O,X,X
SOTLIJZ,O,X,X,O,X,X
SOTLIZJ,O,X,X,O,X,X
SOTLJIZ,O,X,X,O,X,X
SOTLJZI,O,X,X,X,X,X
SOTLZIJ,O,X,X,X,X,X
SOTLZJI,O,X,X,X,X,X
SOTJILZ,X,X,X,O,X,X
SOTJIZL,X,X,O,O,X,X
SOTJLIZ,X,X,X,O,X,X
SOTJLZI,X,X,X,X,X,X
SOTJZIL,X,X,O,O,X,X
SOTJZLI,X,X,O,X,X,X
SOTZILJ,O,O,O,O,X,X
SOTZIJL,X,O,O,O,X,X
SOTZLIJ,O,O,O,X,X,X
SOTZLJI,O,O,O,X,X,X
SOTZJIL,X,O,O,O,X,X
SOTZJLI,X,O,O,X,X,X
SOITLJZ,O,X,X,O,X,X
SOITLZJ,O,X,X,O,X,X
SOITJLZ,X,X,X,O,X,X
SOITJZL,X,X,O,O,X,X
SOITZLJ,O,O,O,O,X,X
SOITZJL,X,O,O,O,X,X
SOILTJZ,O,X,X,O,X,X
SOILTZJ,O,X,X,O,X,X
SOILJTZ,O,X,X,O,X,X
SOILJZT,O,X,X,O,X,X
SOILZTJ,O,X,X,O,X,X
SOILZJT,O,X,X,O,X,X
SOIJTLZ,X,X,X,O,X,X
SOIJTZL,X,X,O,O,X,X
SOIJLTZ,X,X,X,O,X,X
SOIJLZT,X,X,X,O,X,X
SOIJZTL,X,X,O,O,X,X
SOIJZLT,X,X,O,O,X,X
SOIZTLJ,O,O,O,O,X,X
SOIZTJL,X,O,O,O,X,X
SOIZLTJ,O,O,O,O,X,X
SOIZLJT,O,O,O,O,X,X
SOIZJTL,X,O,O,O,X,X
SOIZJLT,X,O,O,O,X,X
SOLTIJZ,O,X,X,O,X,X
SOLTIZJ,O,X,X,O,X,X
SOLTJIZ,O,X,X,O,X,X
SOLTJZI,O,X,X,X,X,X
SOLTZIJ,O,X,X,X,X,X
SOLTZJI,O,X,X,X,X,X
SOLITJZ,O,X,X,O,X,X
SOLITZJ,O,X,X,O,X,X
SOLIJTZ,O,X,X,O,X,X
SOLIJZT,O,X,X,O,X,X
SOLIZTJ,O,X,X,O,X,X
SOLIZJT,O,X,X,O,X,X
SOLJTIZ,O,X,X,O,X,X
SOLJTZI,O,X,X,X,X,X
SOLJITZ,O,X,X,O,X,X
SOLJIZT,O,X,X,O,X,X
SOLJZTI,O,X,X,X,X,X
SOLJZIT,O,X,X,X,X,X
SOLZTIJ,O,X,X,X,X,X
SOLZTJI,O,X,X,X,X,X
SOLZITJ,O,X,X,X,X,X
SOLZIJT,O,X,X,X,X,X
SOLZJTI,O,X,X,X,X,X
SOLZJIT,O,X,X,X,X,X
SOJTILZ,X,X,X,O,X,X
SOJTIZL,X,X,O,O,X,X
SOJTLIZ,X,X,X,O,X,X
SOJTLZI,X,X,X,X,X,X
SOJTZIL,X,X,O,O,X,X
SOJTZLI,X,X,O,X,X,X
SOJITLZ,X,X,X,O,X,X
SOJITZL,X,X,O,O,X,X
SOJILTZ,X,X,X,O,X,X
SOJILZT,X,X,X,O,X,X
SOJIZTL,X,X,O,O,X,X
SOJIZLT,X,X,O,O,X,X
SOJLTIZ,X,X,X,O,X,X
SOJLTZI,X,X,X,X,X,X
SOJLITZ,X,X,X,O,X,X
SOJLIZT,X,X,X,O,X,X
SOJLZTI,X,X,X,X,X,X
SOJLZIT,X,X,X,X,X,X
SOJZTIL,X,X,O,O,X,X
SOJZTLI,X,X,O,X,X,X
SOJZITL,X,X,O,O,X,X
SOJZILT,X,X,O,O,X,X
SOJZLTI,X,X,O,X,X,X
SOJZLIT,X,X,O,X,X,X
SOZTILJ,O,O,O,O,X,X
SOZTIJL,X,O,O,O,X,X
SOZTLIJ,O,O,O,X,X,X
SOZTLJI,O,O,O,X,X,X
SOZTJIL,X,O,O,O,X,X
SOZTJLI,X,O,O,X,X,X
SOZITLJ,O,O,O,O,X,X
SOZITJL,X,O,O,O,X,X
SOZILTJ,O,O,O,O,X,X
SOZILJT,O,O,O,O,X,X
SOZIJTL,X,O,O,O,X,X
SOZIJLT,X,O,O,O,X,X
SOZLTIJ,O,O,O,X,X,X
SOZLTJI,O,O,O,X,X,X
SOZLITJ,O,O,O,X,X,X
SOZLIJT,O,O,O,X,X,X
SOZLJTI,O,O,O,X,X,X
SOZLJIT,O,O,O,X,X,X
SOZJTIL,X,O,O,O,X,X
SOZJTLI,X,O,O,X,X,X
SOZJITL,X,O,O,O,X,X
SOZJILT,X,O,O,O,X,X
SOZJLTI,X,O,O,X,X,X
SOZJLIT,X,O,O,X,X,X
ZTILJSO,O,O,X,X,X,O
ZTILJOS,X,O,X,X,O,O
ZTILSJO,O,O,X,X,X,X
ZTILSOJ,O,O,X,X,X,X
ZTILOJS,X,O,O,X,O,O
ZTILOSJ,O,O,O,X,X,X
ZTIJLSO,O,O,X,X,X,X
ZTIJLOS,X,O,X,X,O,X
ZTIJSLO,O,O,X,X,X,X
ZTIJSOL,X,O,X,X,X,X
ZTIJOLS,X,O,O,X,X,X
ZTIJOSL,X,O,O,X,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,O,O,X,X,X,X
ZTISJLO,O,O,X,X,X,X
ZTISJOL,X,O,X,X,X,X
ZTISOLJ,O,O,O,O,X,X
ZTISOJL,X,O,O,O,X,X
ZTIOLJS,X,O,O,X,X,O
ZTIOLSJ,O,O,O,X,X,X
ZTIOJLS,X,O,O,X,X,X
ZTIOJSL,X,O,O,X,X,X
ZTIOSLJ,O,O,O,O,X,X
ZTIOSJL,X,O,O,O,X,X
ZTLIJSO,O,O,X,X,X,O
ZTLIJOS,X,O,X,X,O,O
ZTLISJO,O,O,X,X,X,X
ZTLISOJ,O,O,X,X,X,X
ZTLIOJS,X,O,O,X,O,O
ZTLIOSJ,O,O,O,X,X,X
ZTLJISO,O,O,X,X,X,O
ZTLJIOS,X,O,X,X,O,O
ZTLJSIO,O,O,X,X,X,X
ZTLJSOI,O,O,X,X,X,X
ZTLJOIS,X,O,X,X,O,O
ZTLJOSI,X,O,X,X,X,X
ZTLSIJO,O,O,X,X,X,X
ZTLSIOJ,O,O,X,X,X,X
ZTLSJIO,O,O,X,X,X,X
ZTLSJOI,O,O,X,X,X,X
ZTLSOIJ,O,O,X,X,X,X
ZTLSOJI,O,O,X,X,X,X
ZTLOIJS,X,O,O,X,O,O
ZTLOISJ,O,O,O,X,X,X
ZTLOJIS,X,O,O,X,O,O
ZTLOJSI,X,O,O,X,X,X
ZTLOSIJ,O,O,O,X,X,X
ZTLOSJI,O,O,O,X,X,X
ZTJILSO,O,O,X,X,X,X
ZTJILOS,X,O,X,X,O,X
ZTJISLO,O,O,X,X,X,X
ZTJISOL,X,O,X,X,X,X
ZTJIOLS,X,O,O,X,X,X
ZTJIOSL,X,O,O,X,X,X
ZTJLISO,O,O,X,X,X,X
ZTJLIOS,X,O,X,X,O,X
ZTJLSIO,O,O,X,X,X,X
ZTJLSOI,O,O,X,X,X,X
ZTJLOIS,X,O,X,X,O,X
ZTJLOSI,X,O,X,X,X,X
ZTJSILO,O,O,X,X,X,X
ZTJSIOL,X,O,X,X,X,X
ZTJSLIO,O,O,X,X,X,X
ZTJSLOI,O,O,X,X,X,X
ZTJSOIL,X,O,X,X,X,X
ZTJSOLI,X,O,X,X,X,X
ZTJOILS,X,O,O,X,X,X
ZTJOISL,X,O,O,X,X,X
ZTJOLIS,X,O,O,X,X,X
ZTJOLSI,X,O,O,X,X,X
ZTJOSIL,X,O,O,X,X,X
ZTJOSLI,X,O,O,X,X,X
ZTSILJO,O,O,X,X,X,X
ZTSILOJ,O,O,X,X,X,X
ZTSIJLO,O,O,X,X,X,X
ZTSIJOL,X,O,X,X,X,X
ZTSIOLJ,O,O,O,O,X,X
ZTSIOJL,X,O,O,O,X,X
ZTSLIJO,O,O,X,X,X,X
ZTSLIOJ,O,O,X,X,X,X
ZTSLJIO,O,O,X,X,X,X
ZTSLJOI,O,O,X,X,X,X
ZTSLOIJ,O,O,X,X,X,X
ZTSLOJI,O,O,X,X,X,X
ZTSJILO,O,O,X,X,X,X
ZTSJIOL,X,O,X,X,X,X
ZTSJLIO,O,O,X,X,X,X
ZTSJLOI,O,O,X,X,X,X
ZTSJOIL,X,O,X,X,X,X
ZTSJOLI,X,O,X,X,X,X
ZTSOILJ,O,O,O,O,X,X
ZTSOIJL,X,O,O,O,X,X
ZTSOLIJ,O,O,O,X,X,X
ZTSOLJI,O,O,O,X,X,X
ZTSOJIL,X,O,O,O,X,X
ZTSOJLI,X,O,O,X,X,X
ZTOILJS,X,O,O,X,X,O
ZTOILSJ,O,O,O,X,X,X
ZTOIJLS,X,O,O,X,X,X
ZTOIJSL,X,O,O,X,X,X
ZTOISLJ,O,O,O,O,X,X
ZTOISJL,X,O,O,O,X,X
ZTOLIJS,X,O,O,X,X,O
ZTOLISJ,O,O,O,X,X,X
ZTOLJIS,X,O,O,X,X,O
ZTOLJSI,X,O,O,X,X,X
ZTOLSIJ,O,O,O,X,X,X
ZTOLSJI,O,O,O,X,X,X
ZTOJILS,X,O,O,X,X,X
ZTOJISL,X,O,O,X,X,X
ZTOJLIS,X,O,O,X,X,X
ZTOJLSI,X,O,O,X,X,X
ZTOJSIL,X,O,O,X,X,X
ZTOJSLI,X,O,O,X,X,X
ZTOSILJ,O,O,O,O,X,X
ZTOSIJL,X,O,O,O,X,X
ZTOSLIJ,O,O,O,X,X,X
ZTOSLJI,O,O,O,X,X,X
ZTOSJIL,X,O,O,O,X,X
ZTOSJLI,X,O,O,X,X,X
ZITLJSO,O,O,X,X,X,O
ZITLJOS,X,O,X,X,O,O
ZITLSJO,O,O,X,X,X,X
ZITLSOJ,O,O,X,X,X,X
ZITLOJS,X,O,O,X,O,O
ZITLOSJ,O,O,O,X,X,X
ZITJLSO,O,O,X,X,X,X
ZITJLOS,X,O,X,X,O,X
ZITJSLO,O,O,X,X,X,X
ZITJSOL,X,O,X,X,X,X
ZITJOLS,X,O,O,X,X,X
ZITJOSL,X,O,O,X,X,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,O,O,X,X,X,X
ZITSJLO,O,O,X,X,X,X
ZITSJOL,X,O,X,X,X,X
ZITSOLJ,O,O,O,O,X,X
ZITSOJL,X,O,O,O,X,X
ZITOLJS,X,O,O,X,X,O
ZITOLSJ,O,O,O,X,X,X
ZITOJLS,X,O,O,X,X,X
ZITOJSL,X,O,O,X,X,X
ZITOSLJ,O,O,O,O,X,X
ZITOSJL,X,O,O,O,X,X
ZILTJSO,O,O,X,X,X,O
ZILTJOS,X,O,X,X,O,O
ZILTSJO,O,O,X,X,X,X
ZILTSOJ,O,O,X,X,X,X
ZILTOJS,X,O,O,X,O,O
ZILTOSJ,O,O,O,X,X,X
ZILJTSO,O,O,X,X,X,O
ZILJTOS,X,O,X,X,O,O
ZILJSTO,O,O,X,X,X,O
ZILJSOT,O,O,X,X,X,O
ZILJOTS,X,O,X,X,O,O
ZILJOST,X,O,X,X,O,O
ZILSTJO,O,O,X,X,X,X
ZILSTOJ,O,O,X,X,X,X
ZILSJTO,O,O,X,X,X,O
ZILSJOT,O,O,X,X,X,O
ZILSOTJ,O,O,X,X,X,X
ZILSOJT,O,O,X,X,X,O
ZILOTJS,X,O,O,X,O,O
ZILOTSJ,O,O,O,X,X,X
ZILOJTS,X,O,O,X,O,O
ZILOJST,X,O,O,X,O,O
ZILOSTJ,O,O,O,X,X,X
ZILOSJT,O,O,O,X,X,O
ZIJTLSO,O,O,X,X,X,X
ZIJTLOS,X,O,X,X,O,X
ZIJTSLO,O,O,X,X,X,X
ZIJTSOL,X,O,X,X,X,X
ZIJTOLS,X,O,O,X,X,X
ZIJTOSL,X,O,O,X,X,X
ZIJLTSO,O,O,X,X,X,O
ZIJLTOS,X,O,X,X,O,O
ZIJLSTO,O,O,X,X,X,O
ZIJLSOT,O,O,X,X,X,O
ZIJLOTS,X,O,X,X,O,O
ZIJLOST,X,O,X,X,O,O
ZIJSTLO,O,O,X,X,X,X
ZIJSTOL,X,O,X,X,X,X
ZIJSLTO,O,O,X,X,X,X
ZIJSLOT,O,O,X,X,X,X
ZIJSOTL,X,O,X,X,X,X
ZIJSOLT,X,O,X,X,X,X
ZIJOTLS,X,O,O,X,X,X
ZIJOTSL,X,O,O,X,X,X
ZIJOLTS,X,O,O,X,X,O
ZIJOLST,X,O,O,X,X,O
ZIJOSTL,X,O,O,X,X,X
ZIJOSLT,X,O,O,X,X,X
ZISTLJO,O,O,X,X,X,X
ZISTLOJ,O,O,X,X,X,X
ZISTJLO,O,O,X,X,X,X
ZISTJOL,X,O,X,X,X,X
ZISTOLJ,O,O,O,O,X,X
ZISTOJL,X,O,O,O,X,X
ZISLTJO,O,O,X,X,X,X
ZISLTOJ,O,O,X,X,X,X
ZISLJTO,O,O,X,X,X,O
ZISLJOT,O,O,X,X,X,O
ZISLOTJ,O,O,X,X,X,X
ZISLOJT,O,O,X,X,X,O
ZISJTLO,O,O,X,X,X,X
ZISJTOL,X,O,X,X,X,X
ZISJLTO,O,O,X,X,X,X
ZISJLOT,O,O,X,X,X,X
ZISJOTL,X,O,X,X,X,X
ZISJOLT,X,O,X,X,X,X
ZISOTLJ,O,O,O,O,X,X
ZISOTJL,X,O,O,O,X,X
ZISOLTJ,O,O,O,O,X,X
ZISOLJT,O,O,O,O,X,O
ZISOJTL,X,O,O,O,X,X
ZISOJLT,X,O,O,O,X,X
ZIOTLJS,X,O,O,X,X,O
ZIOTLSJ,O,O,O,X,X,X
ZIOTJLS,X,O,O,X,X,X
ZIOTJSL,X,O,O,X,X,X
ZIOTSLJ,O,O,O,O,X,X
ZIOTSJL,X,O,O,O,X,X
ZIOLTJS,X,O,O,X,X,O
ZIOLTSJ,O,O,O,X,X,X
ZIOLJTS,X,O,O,X,X,O
ZIOLJST,X,O,O,X,X,O
ZIOLSTJ,O,O,O,X,X,X
ZIOLSJT,O,O,O,X,X,O
ZIOJTLS,X,O,O,X,X,X
ZIOJTSL,X,O,O,X,X,X
ZIOJLTS,X,O,O,X,X,O
ZIOJLST,X,O,O,X,X,O
ZIOJSTL,X,O,O,X,X,X
ZIOJSLT,X,O,O,X,X,X
ZIOSTLJ,O,O,O,O,X,X
ZIOSTJL,X,O,O,O,X,X
ZIOSLTJ,O,O,O,O,X,X
ZIOSLJT,O,O,O,O,X,O
ZIOSJTL,X,O,O,O,X,X
ZIOSJLT,X,O,O,O,X,X
ZLTIJSO,O,O,X,X,X,O
ZLTIJOS,X,O,X,X,O,O
ZLTISJO,O,O,X,X,X,X
ZLTISOJ,O,O,X,X,X,X
ZLTIOJS,X,O,O,X,O,O
ZLTIOSJ,O,O,O,X,X,X
ZLTJISO,O,O,X,X,X,O
ZLTJIOS,X,O,X,X,O,O
ZLTJSIO,O,O,X,X,X,X
ZLTJSOI,O,O,X,X,X,X
ZLTJOIS,X,O,X,X,O,O
ZLTJOSI,X,O,X,X,X,X
ZLTSIJO,O,O,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X
ZLTSJIO,O,O,X,X,X,X
ZLTSJOI,O,O,X,X,X,X
ZLTSOIJ,O,O,X,X,X,X
ZLTSOJI,O,O,X,X,X,X
ZLTOIJS,X,O,O,X,O,O
ZLTOISJ,O,O,O,X,X,X
ZLTOJIS,X,O,O,X,O,O
ZLTOJSI,X,O,O,X,X,X
ZLTOSIJ,O,O,O,X,X,X
ZLTOSJI,O,O,O,X,X,X
ZLITJSO,O,O,X,X,X,O
ZLITJOS,X,O,X,X,O,O
ZLITSJO,O,O,X,X,X,X
ZLITSOJ,O,O,X,X,X,X
ZLITOJS,X,O,O,X,O,O
ZLITOSJ,O,O,O,X,X,X
ZLIJTSO,O,O,X,X,X,O
ZLIJTOS,X,O,X,X,O,O
ZLIJSTO,O,O,X,X,X,O
ZLIJSOT,O,O,X,X,X,O
ZLIJOTS,X,O,X,X,O,O
ZLIJOST,X,O,X,X,O,O
ZLISTJO,O,O,X,X,X,X
ZLISTOJ,O,O,X,X,X,X
ZLISJTO,O,O,X,X,X,O
ZLISJOT,O,O,X,X,X,O
ZLISOTJ,O,O,X,X,X,X
ZLISOJT,O,O,X,X,X,O
ZLIOTJS,X,O,O,X,O,O
ZLIOTSJ,O,O,O,X,X,X
ZLIOJTS,X,O,O,X,O,O
ZLIOJST,X,O,O,X,O,O
ZLIOSTJ,O,O,O,X,X,X
ZLIOSJT,O,O,O,X,X,O
ZLJTISO,O,O,X,X,X,O
ZLJTIOS,X,O,X,X,O,O
ZLJTSIO,O,O,X,X,X,X
ZLJTSOI,O,O,X,X,X,X
ZLJTOIS,X,O,X,X,O,O
ZLJTOSI,X,O,X,X,X,X
ZLJITSO,O,O,X,X,X,O
ZLJITOS,X,O,X,X,O,O
ZLJISTO,O,O,X,X,X,O
ZLJISOT,O,O,X,X,X,O
ZLJIOTS,X,O,X,X,O,O
ZLJIOST,X,O,X,X,O,O
ZLJSTIO,O,O,X,X,X,X
ZLJSTOI,O,O,X,X,X,X
ZLJSITO,O,O,X,X,X,O
ZLJSIOT,O,O,X,X,X,O
ZLJSOTI,O,O,X,X,X,X
ZLJSOIT,O,O,X,X,X,O
ZLJOTIS,X,O,X,X,O,O
ZLJOTSI,X,O,X,X,X,X
ZLJOITS,X,O,X,X,O,O
ZLJOIST,X,O,X,X,O,O
ZLJOSTI,X,O,X,X,X,X
ZLJOSIT,X,O,X,X,X,O
ZLSTIJO,O,O,X,X,X,X
ZLSTIOJ,O,O,X,X,X,X
ZLSTJIO,O,O,X,X,X,X
ZLSTJOI,O,O,X,X,X,X
ZLSTOIJ,O,O,X,X,X,X
ZLSTOJI,O,O,X,X,X,X
ZLSITJO,O,O,X,X,X,X
ZLSITOJ,O,O,X,X,X,X
ZLSIJTO,O,O,X,X,X,O
ZLSIJOT,O,O,X,X,X,O
ZLSIOTJ,O,O,X,X,X,X
ZLSIOJT,O,O,X,X,X,O
ZLSJTIO,O,O,X,X,X,X
ZLSJTOI,O,O,X,X,X,X
ZLSJITO,O,O,X,X,X,O
ZLSJIOT,O,O,X,X,X,O
ZLSJOTI,O,O,X,X,X,X
ZLSJOIT,O,O,X,X,X,O
ZLSOTIJ,O,O,X,X,X,X
ZLSOTJI,O,O,X,X,X,X
ZLSOITJ,O,O,X,X,X,X
ZLSOIJT,O,O,X,X,X,O
ZLSOJTI,O,O,X,X,X,X
ZLSOJIT,O,O,X,X,X,O
ZLOTIJS,X,O,O,X,O,O
ZLOTISJ,O,O,O,X,X,X
ZLOTJIS,X,O,O,X,O,O
ZLOTJSI,X,O,O,X,X,X
ZLOTSIJ,O,O,O,X,X,X
ZLOTSJI,O,O,O,X,X,X
ZLOITJS,X,O,O,X,O,O
ZLOITSJ,O,O,O,X,X,X
ZLOIJTS,X,O,O,X,O,O
ZLOIJST,X,O,O,X,O,O
ZLOISTJ,O,O,O,X,X,X
ZLOISJT,O,O,O,X,X,O
ZLOJTIS,X,O,O,X,O,O
ZLOJTSI,X,O,O,X,X,X
ZLOJITS,X,O,O,X,O,O
ZLOJIST,X,O,O,X,O,O
ZLOJSTI,X,O,O,X,X,X
ZLOJSIT,X,O,O,X,X,O
ZLOSTIJ,O,O,O,X,X,X
ZLOSTJI,O,O,O,X,X,X
ZLOSITJ,O,O,O,X,X,X
ZLOSIJT,O,O,O,X,X,O
ZLOSJTI,O,O,O,X,X,X
ZLOSJIT,O,O,O,X,X,O
ZJTILSO,O,O,X,X,X,X
ZJTILOS,X,O,X,X,O,X
ZJTISLO,O,O,X,X,X,X
ZJTISOL,X,O,X,X,X,X
ZJTIOLS,X,O,O,X,X,X
ZJTIOSL,X,O,O,X,X,X
ZJTLISO,O,O,X,X,X,X
ZJTLIOS,X,O,X,X,O,X
ZJTLSIO,O,O,X,X,X,X
ZJTLSOI,O,O,X,X,X,X
ZJTLOIS,X,O,X,X,O,X
ZJTLOSI,X,O,X,X,X,X
ZJTSILO,O,O,X,X,X,X
ZJTSIOL,X,O,X,X,X,X
ZJTSLIO,O,O,X,X,X,X
ZJTSLOI,O,O,X,X,X,X
ZJTSOIL,X,O,X,X,X,X
ZJTSOLI,X,O,X,X,X,X
ZJTOILS,X,O,O,X,X,X
ZJTOISL,X,O,O,X,X,X
ZJTOLIS,X,O,O,X,X,X
ZJTOLSI,X,O,O,X,X,X
ZJTOSIL,X,O,O,X,X,X
ZJTOSLI,X,O,O,X,X,X
ZJITLSO,O,O,X,X,X,X
ZJITLOS,X,O,X,X,O,X
ZJITSLO,O,O,X,X,X,X
ZJITSOL,X,O,X,X,X,X
ZJITOLS,X,O,O,X,X,X
ZJITOSL,X,O,O,X,X,X
ZJILTSO,O,O,X,X,X,O
ZJILTOS,X,O,X,X,O,O
ZJILSTO,O,O,X,X,X,O
ZJILSOT,O,O,X,X,X,O
ZJILOTS,X,O,X,X,O,O
ZJILOST,X,O,X,X,O,O
ZJISTLO,O,O,X,X,X,X
ZJISTOL,X,O,X,X,X,X
ZJISLTO,O,O,X,X,X,X
ZJISLOT,O,O,X,X,X,X
ZJISOTL,X,O,X,X,X,X
ZJISOLT,X,O,X,X,X,X
ZJIOTLS,X,O,O,X,X,X
ZJIOTSL,X,O,O,X,X,X
ZJIOLTS,X,O,O,X,X,O
ZJIOLST,X,O,O,X,X,O
ZJIOSTL,X,O,O,X,X,X
ZJIOSLT,X,O,O,X,X,X
ZJLTISO,O,O,X,X,X,O
ZJLTIOS,X,O,X,X,O,O
ZJLTSIO,O,O,X,X,X,X
ZJLTSOI,O,O,X,X,X,X
ZJLTOIS,X,O,X,X,O,O
ZJLTOSI,X,O,X,X,X,X
ZJLITSO,O,O,X,X,X,O
ZJLITOS,X,O,X,X,O,O
ZJLISTO,O,O,X,X,X,O
ZJLISOT,O,O,X,X,X,O
ZJLIOTS,X,O,X,X,O,O
ZJLIOST,X,O,X,X,O,O
ZJLSTIO,O,O,X,X,X,X
ZJLSTOI,O,O,X,X,X,X
ZJLSITO,O,O,X,X,X,O
ZJLSIOT,O,O,X,X,X,O
ZJLSOTI,O,O,X,X,X,X
ZJLSOIT,O,O,X,X,X,O
ZJLOTIS,X,O,X,X,O,O
ZJLOTSI,X,O,X,X,X,X
ZJLOITS,X,O,X,X,O,O
ZJLOIST,X,O,X,X,O,O
ZJLOSTI,X,O,X,X,X,X
ZJLOSIT,X,O,X,X,X,O
ZJSTILO,O,O,X,X,X,X
ZJSTIOL,X,O,X,X,X,X
ZJSTLIO,O,O,X,X,X,X
ZJSTLOI,O,O,X,X,X,X
ZJSTOIL,X,O,X,X,X,X
ZJSTOLI,X,O,X,X,X,X
ZJSITLO,O,O,X,X,X,X
ZJSITOL,X,O,X,X,X,X
ZJSILTO,O,O,X,X,X,X
ZJSILOT,O,O,X,X,X,X
ZJSIOTL,X,O,X,X,X,X
ZJSIOLT,X,O,X,X,X,X
ZJSLTIO,O,O,X,X,X,X
ZJSLTOI,O,O,X,X,X,X
ZJSLITO,O,O,X,X,X,X
ZJSLIOT,O,O,X,X,X,X
ZJSLOTI,O,O,X,X,X,X
ZJSLOIT,O,O,X,X,X,X
ZJSOTIL,X,O,X,X,X,X
ZJSOTLI,X,O,X,X,X,X
ZJSOITL,X,O,X,X,X,X
ZJSOILT,X,O,X,X,X,X
ZJSOLTI,X,O,X,X,X,X
ZJSOLIT,X,O,X,X,X,X
