sequence,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?mhBziBqrBlsB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?6mBTiBeoBVxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8Jex/IvhFlhB3iB?OpBilB8sBzrB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflB0gB?lhBaoBTnBWxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8JeZEJvhFflBlgB?iiB0mBznBWxB,v115@GhA8IeA8AeA8AeB8DeA8AeD8CeB8Je1GJvhFxkBznB?OpBilB8rB3sB
ZJOTILS,X,X,O,O,X,X
ZJOTISL,X,X,O,O,X,X
ZJOTLIS,X,X,O,O,X,X
ZJOTLSI,X,X,O,O,X,X
ZJOTSIL,X,X,O,O,X,X
ZJOTSLI,X,X,O,O,X,X
ZJOITLS,X,X,O,O,X,X
ZJOITSL,X,X,O,O,X,X
ZJOILTS,X,X,O,O,X,X
ZJOILST,X,X,O,O,O,X
ZJOISTL,X,X,O,O,O,X
ZJOISLT,X,X,O,O,O,X
ZJOLTIS,X,X,O,O,X,X
ZJOLTSI,X,X,O,O,X,X
ZJOLITS,X,X,O,O,X,X
ZJOLIST,X,X,O,O,O,X
ZJOLSTI,X,X,O,O,O,X
ZJOLSIT,X,X,O,O,O,X
ZJOSTIL,X,X,O,O,O,X
ZJOSTLI,X,X,O,O,O,X
ZJOSITL,X,X,O,O,O,X
ZJOSILT,X,X,O,O,O,X
ZJOSLTI,X,X,O,O,O,X
ZJOSLIT,X,X,O,O,O,X
ZSTILJO,O,O,X,O,X,X
ZSTILOJ,O,O,X,O,O,X
ZSTIJLO,O,O,O,O,X,X
ZSTIJOL,X,O,O,O,O,X
ZSTIOLJ,O,O,X,O,O,X
ZSTIOJL,X,O,X,O,O,X
ZSTLIJO,O,O,O,O,X,X
ZSTLIOJ,O,O,O,O,O,X
ZSTLJIO,O,O,O,O,X,X
ZSTLJOI,O,O,O,O,X,X
ZSTLOIJ,O,O,O,O,O,X
ZSTLOJI,O,O,O,X,O,X
ZSTJILO,O,O,O,O,X,X
ZSTJIOL,X,O,O,O,O,X
ZSTJLIO,O,O,O,O,X,X
ZSTJLOI,O,O,O,O,X,X
ZSTJOIL,X,O,O,O,O,X
ZSTJOLI,X,O,O,O,O,X
ZSTOILJ,O,O,X,O,O,X
ZSTOIJL,X,O,X,O,O,X
ZSTOLIJ,O,O,X,O,O,X
ZSTOLJI,O,O,X,X,O,X
ZSTOJIL,X,O,O,O,O,X
ZSTOJLI,X,O,O,O,O,X
ZSITLJO,O,O,X,O,X,X
ZSITLOJ,O,O,X,O,O,X
ZSITJLO,O,O,O,O,X,X
ZSITJOL,X,O,O,O,O,X
ZSITOLJ,O,O,X,O,O,X
ZSITOJL,X,O,X,O,O,X
ZSILTJO,O,O,O,O,X,X
ZSILTOJ,O,O,O,O,O,X
ZSILJTO,O,O,O,O,X,X
ZSILJOT,O,X,O,O,X,X
ZSILOTJ,O,X,O,O,O,X
ZSILOJT,O,X,X,O,O,X
ZSIJTLO,O,O,O,O,X,X
ZSIJTOL,X,O,O,O,O,X
ZSIJLTO,O,O,O,O,X,X
ZSIJLOT,O,X,O,O,X,X
ZSIJOTL,X,O,O,O,O,X
ZSIJOLT,O,X,O,O,O,X
ZSIOTLJ,X,O,X,O,O,X
ZSIOTJL,X,O,X,O,O,X
ZSIOLTJ,O,X,X,O,O,X
ZSIOLJT,O,X,X,O,O,X
ZSIOJTL,X,O,X,O,O,X
ZSIOJLT,O,X,X,O,O,X
ZSLTIJO,O,O,O,O,X,X
ZSLTIOJ,O,O,O,O,O,X
ZSLTJIO,O,O,O,O,X,X
ZSLTJOI,O,O,O,O,X,X
ZSLTOIJ,O,O,O,O,O,X
ZSLTOJI,O,O,O,X,O,X
ZSLITJO,O,O,O,O,X,X
ZSLITOJ,O,O,O,O,O,X
ZSLIJTO,O,O,O,O,X,X
ZSLIJOT,O,X,O,O,X,X
ZSLIOTJ,O,X,O,O,O,X
ZSLIOJT,O,X,O,O,O,X
ZSLJTIO,O,O,O,O,X,X
ZSLJTOI,O,O,O,O,X,X
ZSLJITO,O,O,O,O,X,X
ZSLJIOT,O,X,O,O,X,X
ZSLJOTI,O,X,O,O,X,X
ZSLJOIT,O,X,O,O,X,X
ZSLOTIJ,O,X,O,O,O,X
ZSLOTJI,O,X,O,X,O,X
ZSLOITJ,O,X,O,O,O,X
ZSLOIJT,O,X,O,O,O,X
ZSLOJTI,O,X,O,O,O,X
ZSLOJIT,O,X,O,O,O,X
ZSJTILO,O,O,O,O,X,X
ZSJTIOL,X,O,O,O,O,X
ZSJTLIO,O,O,O,O,X,X
ZSJTLOI,O,O,O,O,X,X
ZSJTOIL,X,O,O,O,O,X
ZSJTOLI,X,O,O,O,O,X
ZSJITLO,O,O,O,O,X,X
ZSJITOL,X,O,O,O,O,X
ZSJILTO,O,O,O,O,X,X
ZSJILOT,O,X,O,O,X,X
ZSJIOTL,X,O,O,O,O,X
ZSJIOLT,O,X,O,O,O,X
ZSJLTIO,O,O,O,O,X,X
ZSJLTOI,O,O,O,O,X,X
ZSJLITO,O,O,O,O,X,X
ZSJLIOT,O,X,O,O,X,X
ZSJLOTI,O,X,O,O,X,X
ZSJLOIT,O,X,O,O,X,X
ZSJOTIL,X,O,O,O,O,X
ZSJOTLI,X,O,O,O,O,X
ZSJOITL,X,O,O,O,O,X
ZSJOILT,O,X,O,O,O,X
ZSJOLTI,O,X,O,O,O,X
ZSJOLIT,O,X,O,O,O,X
ZSOTILJ,X,O,X,O,O,X
ZSOTIJL,X,O,O,O,O,X
ZSOTLIJ,X,O,O,O,O,X
ZSOTLJI,X,O,O,X,O,X
ZSOTJIL,X,O,O,O,O,X
ZSOTJLI,X,O,O,O,O,X
ZSOITLJ,X,O,X,O,O,X
ZSOITJL,X,O,O,O,O,X
ZSOILTJ,O,X,O,O,O,X
ZSOILJT,O,X,O,O,O,X
ZSOIJTL,X,O,O,O,O,X
ZSOIJLT,O,X,O,O,O,X
ZSOLTIJ,O,X,O,O,O,X
ZSOLTJI,O,X,O,X,O,X
ZSOLITJ,O,X,O,O,O,X
ZSOLIJT,O,X,O,O,O,X
ZSOLJTI,O,X,O,O,O,X
ZSOLJIT,O,X,O,O,O,X
ZSOJTIL,X,O,O,O,O,X
ZSOJTLI,X,O,O,O,O,X
ZSOJITL,X,O,O,O,O,X
ZSOJILT,O,X,O,O,O,X
ZSOJLTI,O,X,O,O,O,X
ZSOJLIT,O,X,O,O,O,X
ZOTILJS,X,X,X,X,X,O
ZOTILSJ,X,X,X,X,O,O
ZOTIJLS,X,X,O,X,X,O
ZOTIJSL,X,X,O,X,X,O
ZOTISLJ,X,X,X,X,O,O
ZOTISJL,X,X,O,X,O,O
ZOTLIJS,X,X,O,X,X,X
ZOTLISJ,X,X,O,X,O,X
ZOTLJIS,X,X,O,X,X,X
ZOTLJSI,X,X,O,X,X,X
ZOTLSIJ,X,X,O,X,O,X
ZOTLSJI,X,X,O,X,O,X
ZOTJILS,X,X,O,X,X,X
ZOTJISL,X,X,O,X,X,X
ZOTJLIS,X,X,O,X,X,X
ZOTJLSI,X,X,O,X,X,X
ZOTJSIL,X,X,O,X,X,X
ZOTJSLI,X,X,O,X,X,X
ZOTSILJ,X,X,X,X,O,X
ZOTSIJL,X,X,O,X,O,X
ZOTSLIJ,X,X,O,X,O,X
ZOTSLJI,X,X,O,X,O,X
ZOTSJIL,X,X,O,X,O,X
ZOTSJLI,X,X,O,X,O,X
ZOITLJS,X,X,X,X,X,O
ZOITLSJ,X,X,X,X,O,O
ZOITJLS,X,X,O,X,X,O
ZOITJSL,X,X,O,X,X,O
ZOITSLJ,X,X,X,X,O,O
ZOITSJL,X,X,O,X,O,O
ZOILTJS,X,X,O,X,X,X
ZOILTSJ,X,X,O,X,O,X
ZOILJTS,X,X,O,X,X,X
ZOILJST,X,X,O,X,O,X
ZOILSTJ,X,X,O,X,O,X
ZOILSJT,X,X,O,X,O,X
ZOIJTLS,X,X,O,X,X,X
ZOIJTSL,X,X,O,X,X,X
ZOIJLTS,X,X,O,X,X,X
ZOIJLST,X,X,O,X,O,X
ZOIJSTL,X,X,O,X,O,X
ZOIJSLT,X,X,O,X,O,X
ZOISTLJ,X,X,X,X,O,X
ZOISTJL,X,X,O,X,O,X
ZOISLTJ,X,X,O,X,O,X
ZOISLJT,X,X,O,X,O,X
ZOISJTL,X,X,O,X,O,X
ZOISJLT,X,X,O,X,O,X
ZOLTIJS,X,X,O,X,X,X
ZOLTISJ,X,X,O,X,O,X
ZOLTJIS,X,X,O,X,X,X
ZOLTJSI,X,X,O,X,X,X
ZOLTSIJ,X,X,O,X,O,X
ZOLTSJI,X,X,O,X,O,X
ZOLITJS,X,X,O,X,X,X
ZOLITSJ,X,X,O,X,O,X
ZOLIJTS,X,X,O,X,X,X
ZOLIJST,X,X,O,X,O,X
ZOLISTJ,X,X,O,X,O,X
ZOLISJT,X,X,O,X,O,X
ZOLJTIS,X,X,O,X,X,X
ZOLJTSI,X,X,O,X,X,X
ZOLJITS,X,X,O,X,X,X
ZOLJIST,X,X,O,X,O,X
ZOLJSTI,X,X,O,X,O,X
ZOLJSIT,X,X,O,X,O,X
ZOLSTIJ,X,X,O,X,O,X
ZOLSTJI,X,X,O,X,O,X
ZOLSITJ,X,X,O,X,O,X
ZOLSIJT,X,X,O,X,O,X
ZOLSJTI,X,X,O,X,O,X
ZOLSJIT,X,X,O,X,O,X
ZOJTILS,X,X,O,X,X,X
ZOJTISL,X,X,O,X,X,X
ZOJTLIS,X,X,O,X,X,X
ZOJTLSI,X,X,O,X,X,X
ZOJTSIL,X,X,O,X,X,X
ZOJTSLI,X,X,O,X,X,X
ZOJITLS,X,X,O,X,X,X
ZOJITSL,X,X,O,X,X,X
ZOJILTS,X,X,O,X,X,X
ZOJILST,X,X,O,X,O,X
ZOJISTL,X,X,O,X,O,X
ZOJISLT,X,X,O,X,O,X
ZOJLTIS,X,X,O,X,X,X
ZOJLTSI,X,X,O,X,X,X
ZOJLITS,X,X,O,X,X,X
ZOJLIST,X,X,O,X,O,X
ZOJLSTI,X,X,O,X,O,X
ZOJLSIT,X,X,O,X,O,X
ZOJSTIL,X,X,O,X,O,X
ZOJSTLI,X,X,O,X,O,X
ZOJSITL,X,X,O,X,O,X
ZOJSILT,X,X,O,X,O,X
ZOJSLTI,X,X,O,X,O,X
ZOJSLIT,X,X,O,X,O,X
ZOSTILJ,X,X,X,X,O,X
ZOSTIJL,X,X,O,X,O,X
ZOSTLIJ,X,X,O,X,O,X
ZOSTLJI,X,X,O,X,O,X
ZOSTJIL,X,X,O,X,O,X
ZOSTJLI,X,X,O,X,O,X
ZOSITLJ,X,X,X,X,O,X
ZOSITJL,X,X,O,X,O,X
ZOSILTJ,X,X,O,X,O,X
ZOSILJT,X,X,O,X,O,X
ZOSIJTL,X,X,O,X,O,X
ZOSIJLT,X,X,O,X,O,X
ZOSLTIJ,X,X,O,X,O,X
ZOSLTJI,X,X,O,X,O,X
ZOSLITJ,X,X,O,X,O,X
ZOSLIJT,X,X,O,X,O,X
ZOSLJTI,X,X,O,X,O,X
ZOSLJIT,X,X,O,X,O,X
ZOSJTIL,X,X,O,X,O,X
ZOSJTLI,X,X,O,X,O,X
ZOSJITL,X,X,O,X,O,X
ZOSJILT,X,X,O,X,O,X
ZOSJLTI,X,X,O,X,O,X
ZOSJLIT,X,X,O,X,O,X
OTILJSZ,O,O,X,X,X,O
OTILJZS,O,O,X,X,X,O
OTILSJZ,O,O,X,X,X,O
OTILSZJ,O,O,X,X,X,O
OTILZJS,O,X,X,X,X,O
OTILZSJ,O,X,X,X,X,O
OTIJLSZ,O,O,O,X,X,O
OTIJLZS,O,O,O,X,X,O
OTIJSLZ,O,O,X,X,X,O
OTIJSZL,X,O,O,X,X,O
OTIJZLS,X,O,O,X,X,O
OTIJZSL,X,O,O,X,X,O
OTISLJZ,O,O,X,X,X,O
OTISLZJ,O,O,X,X,O,O
OTISJLZ,O,O,X,X,X,O
OTISJZL,X,O,X,X,O,O
OTISZLJ,O,O,X,X,O,O
OTISZJL,X,O,X,X,O,O
OTIZLJS,O,X,X,X,X,O
OTIZLSJ,O,X,X,X,O,O
OTIZJLS,X,X,O,X,X,O
OTIZJSL,X,X,O,X,X,O
OTIZSLJ,O,X,X,X,O,O
OTIZSJL,X,X,O,X,O,O
OTLIJSZ,O,O,O,X,X,O
OTLIJZS,O,O,O,X,X,O
OTLISJZ,O,O,X,X,X,O
OTLISZJ,O,O,O,X,X,O
OTLIZJS,O,X,O,X,X,O
OTLIZSJ,O,X,O,X,X,O
OTLJISZ,O,O,O,X,X,X
OTLJIZS,O,O,O,X,X,X
OTLJSIZ,O,O,O,X,X,X
OTLJSZI,O,O,O,X,X,X
OTLJZIS,O,O,O,X,X,X
OTLJZSI,O,O,O,X,X,X
OTLSIJZ,O,O,X,X,X,X
OTLSIZJ,O,O,O,X,X,X
OTLSJIZ,O,O,O,X,X,X
OTLSJZI,O,O,O,X,X,X
OTLSZIJ,O,O,O,X,X,X
OTLSZJI,O,O,O,X,X,X
OTLZIJS,O,X,O,X,X,X
OTLZISJ,O,X,O,X,X,X
OTLZJIS,O,X,O,X,X,X
OTLZJSI,O,X,O,X,X,X
OTLZSIJ,O,X,O,X,X,X
OTLZSJI,O,X,O,X,X,X
OTJILSZ,O,O,O,X,X,O
OTJILZS,O,O,O,X,X,O
OTJISLZ,O,O,X,X,X,O
OTJISZL,X,O,O,X,X,O
OTJIZLS,X,O,O,X,X,O
OTJIZSL,X,O,O,X,X,O
OTJLISZ,O,O,O,X,X,X
OTJLIZS,O,O,O,X,X,X
OTJLSIZ,O,O,O,X,X,X
OTJLSZI,O,O,O,X,X,X
OTJLZIS,O,O,O,X,X,X
OTJLZSI,O,O,O,X,X,X
OTJSILZ,O,O,X,X,X,X
OTJSIZL,X,O,O,X,X,X
OTJSLIZ,O,O,O,X,X,X
OTJSLZI,O,O,O,X,X,X
OTJSZIL,X,O,O,X,X,X
OTJSZLI,X,O,O,X,X,X
OTJZILS,X,O,O,X,X,X
OTJZISL,X,O,O,X,X,X
OTJZLIS,X,O,O,X,X,X
OTJZLSI,X,O,O,X,X,X
OTJZSIL,X,O,O,X,X,X
OTJZSLI,X,O,O,X,X,X
OTSILJZ,O,O,X,X,X,O
OTSILZJ,O,O,X,X,O,O
OTSIJLZ,O,O,X,X,X,O
OTSIJZL,X,O,X,X,O,O
OTSIZLJ,O,O,X,X,O,O
OTSIZJL,X,O,X,X,O,O
OTSLIJZ,O,O,X,X,X,X
OTSLIZJ,O,O,X,X,O,X
OTSLJIZ,O,O,X,X,X,X
OTSLJZI,O,O,X,X,X,X
OTSLZIJ,O,O,X,X,O,X
OTSLZJI,O,O,X,X,O,X
OTSJILZ,O,O,X,X,X,X
OTSJIZL,X,O,O,X,O,X
OTSJLIZ,O,O,O,X,X,X
OTSJLZI,O,O,O,X,X,X
OTSJZIL,X,O,O,X,O,X
OTSJZLI,X,O,O,X,O,X
OTSZILJ,O,O,X,X,O,X
OTSZIJL,X,O,O,X,O,X
OTSZLIJ,O,O,X,X,O,X
OTSZLJI,O,O,O,X,O,X
OTSZJIL,X,O,O,X,O,X
OTSZJLI,X,O,O,X,O,X
OTZILJS,O,X,X,X,X,O
OTZILSJ,O,X,X,X,O,O
OTZIJLS,X,X,O,X,X,O
OTZIJSL,X,X,O,X,X,O
OTZISLJ,O,X,X,X,O,O
OTZISJL,X,X,O,X,O,O
OTZLIJS,O,X,O,X,X,X
OTZLISJ,O,X,O,X,O,X
OTZLJIS,O,X,O,X,X,X
OTZLJSI,O,X,O,X,X,X
OTZLSIJ,O,X,O,X,O,X
OTZLSJI,O,X,O,X,O,X
OTZJILS,X,X,O,X,X,X
OTZJISL,X,X,O,X,X,X
OTZJLIS,X,X,O,X,X,X
OTZJLSI,X,X,O,X,X,X
OTZJSIL,X,X,O,X,X,X
OTZJSLI,X,X,O,X,X,X
OTZSILJ,O,X,X,X,O,X
OTZSIJL,X,X,O,X,O,X
OTZSLIJ,O,X,O,X,O,X
OTZSLJI,O,X,O,X,O,X
OTZSJIL,X,X,O,X,O,X
OTZSJLI,X,X,O,X,O,X
OITLJSZ,O,O,X,X,X,O
OITLJZS,O,O,X,X,X,O
OITLSJZ,O,O,X,X,X,O
OITLSZJ,O,O,X,X,X,O
OITLZJS,O,X,X,X,X,O
OITLZSJ,O,X,X,X,X,O
OITJLSZ,O,O,O,X,X,O
OITJLZS,O,O,O,X,X,O
OITJSLZ,O,O,X,X,X,O
OITJSZL,X,O,O,X,X,O
OITJZLS,X,O,O,X,X,O
OITJZSL,X,O,O,X,X,O
OITSLJZ,O,O,X,X,X,O
OITSLZJ,O,O,X,X,O,O
OITSJLZ,O,O,X,X,X,O
OITSJZL,X,O,X,X,O,O
OITSZLJ,O,O,X,X,O,O
OITSZJL,X,O,X,X,O,O
OITZLJS,O,X,X,X,X,O
OITZLSJ,O,X,X,X,O,O
OITZJLS,X,X,O,X,X,O
OITZJSL,X,X,O,X,X,O
OITZSLJ,O,X,X,X,O,O
OITZSJL,X,X,O,X,O,O
OILTJSZ,O,X,O,X,X,O
OILTJZS,O,X,O,X,X,O
OILTSJZ,O,X,X,X,X,O
OILTSZJ,O,X,O,X,X,O
OILTZJS,O,X,O,X,X,O
OILTZSJ,O,X,O,X,X,O
OILJTSZ,O,X,O,O,X,X
OILJTZS,O,X,O,X,X,X
OILJSTZ,O,X,O,O,X,X
OILJSZT,O,X,O,O,X,X
OILJZTS,X,X,O,X,X,X
OILJZST,X,X,O,X,X,X
OILSTJZ,O,X,X,X,X,X
OILSTZJ,O,X,O,X,O,X
OILSJTZ,O,X,X,O,X,X
OILSJZT,O,X,X,O,X,X
OILSZTJ,O,X,O,O,O,X
OILSZJT,O,X,O,O,O,X
OILZTJS,X,X,O,X,X,X
OILZTSJ,X,X,O,X,O,X
OILZJTS,X,X,O,X,X,X
OILZJST,X,X,O,X,O,X
OILZSTJ,X,X,O,X,O,X
OILZSJT,X,X,O,X,O,X
OIJTLSZ,X,O,O,O,X,O
OIJTLZS,X,O,O,O,X,O
OIJTSLZ,X,O,X,O,X,O
OIJTSZL,X,O,O,O,X,O
OIJTZLS,X,O,O,O,X,O
OIJTZSL,X,O,O,O,X,O
OIJLTSZ,X,X,O,O,X,X
OIJLTZS,X,X,O,O,X,X
OIJLSTZ,X,X,O,O,X,X
OIJLSZT,X,X,O,O,X,X
OIJLZTS,X,X,O,O,X,X
OIJLZST,X,X,O,O,X,X
OIJSTLZ,X,O,X,O,X,X
OIJSTZL,X,O,O,O,O,X
OIJSLTZ,X,X,O,O,X,X
OIJSLZT,X,X,O,O,X,X
OIJSZTL,X,O,O,O,O,X
OIJSZLT,X,X,O,O,O,X
OIJZTLS,X,X,O,O,X,X
OIJZTSL,X,X,O,O,X,X
OIJZLTS,X,X,O,O,X,X
OIJZLST,X,X,O,O,O,X
OIJZSTL,X,X,O,O,O,X
OIJZSLT,X,X,O,O,O,X
OISTLJZ,O,O,X,X,X,O
OISTLZJ,O,O,X,X,O,O
OISTJLZ,O,O,X,X,X,O
OISTJZL,X,O,X,X,O,O
OISTZLJ,O,O,X,X,O,O
OISTZJL,X,O,X,X,O,O
OISLTJZ,O,X,X,X,X,X
OISLTZJ,O,X,X,X,O,X
OISLJTZ,O,X,X,O,X,X
OISLJZT,O,X,X,O,X,X
OISLZTJ,O,X,X,O,O,X
OISLZJT,O,X,X,O,O,X
OISJTLZ,X,O,X,O,X,X
OISJTZL,X,O,X,O,O,X
OISJLTZ,X,X,X,O,X,X
OISJLZT,X,X,X,O,X,X
OISJZTL,X,O,X,O,O,X
OISJZLT,X,X,X,O,O,X
OISZTLJ,X,O,X,O,O,X
OISZTJL,X,O,X,O,O,X
OISZLTJ,O,X,X,O,O,X
OISZLJT,O,X,X,O,O,X
OISZJTL,X,O,X,O,O,X
OISZJLT,O,X,X,O,O,X
OIZTLJS,X,X,X,X,X,O
OIZTLSJ,X,X,X,X,O,O
OIZTJLS,X,X,O,X,X,O
OIZTJSL,X,X,O,X,X,O
OIZTSLJ,X,X,X,X,O,O
OIZTSJL,X,X,O,X,O,O
OIZLTJS,X,X,O,X,X,X
OIZLTSJ,X,X,O,X,O,X
OIZLJTS,X,X,O,X,X,X
OIZLJST,X,X,O,X,O,X
OIZLSTJ,X,X,O,X,O,X
OIZLSJT,X,X,O,X,O,X
OIZJTLS,X,X,O,X,X,X
OIZJTSL,X,X,O,X,X,X
OIZJLTS,X,X,O,X,X,X
OIZJLST,X,X,O,X,O,X
OIZJSTL,X,X,O,X,O,X
OIZJSLT,X,X,O,X,O,X
OIZSTLJ,X,X,X,X,O,X
OIZSTJL,X,X,O,X,O,X
OIZSLTJ,X,X,O,X,O,X
OIZSLJT,X,X,O,X,O,X
OIZSJTL,X,X,O,X,O,X
OIZSJLT,X,X,O,X,O,X
OLTIJSZ,O,X,O,X,X,O
OLTIJZS,O,X,O,X,X,O
OLTISJZ,O,X,X,X,X,O
OLTISZJ,O,X,O,X,X,O
OLTIZJS,O,X,O,X,X,O
OLTIZSJ,O,X,O,X,X,O
OLTJISZ,O,X,O,X,X,X
OLTJIZS,O,X,O,X,X,X
OLTJSIZ,O,X,O,X,X,X
OLTJSZI,O,X,O,X,X,X
OLTJZIS,O,X,O,X,X,X
OLTJZSI,O,X,O,X,X,X
OLTSIJZ,O,X,X,X,X,X
OLTSIZJ,O,X,O,X,X,X
OLTSJIZ,O,X,O,X,X,X
OLTSJZI,O,X,O,X,X,X
OLTSZIJ,O,X,O,X,X,X
OLTSZJI,O,X,O,X,X,X
OLTZIJS,O,X,O,X,X,X
OLTZISJ,O,X,O,X,X,X
OLTZJIS,O,X,O,X,X,X
OLTZJSI,O,X,O,X,X,X
OLTZSIJ,O,X,O,X,X,X
OLTZSJI,O,X,O,X,X,X
OLITJSZ,O,X,O,X,X,O
OLITJZS,O,X,O,X,X,O
OLITSJZ,O,X,X,X,X,O
OLITSZJ,O,X,O,X,X,O
OLITZJS,O,X,O,X,X,O
OLITZSJ,O,X,O,X,X,O
OLIJTSZ,O,X,O,O,X,X
OLIJTZS,O,X,O,X,X,X
OLIJSTZ,O,X,O,O,X,X
OLIJSZT,O,X,O,O,X,X
OLIJZTS,X,X,O,X,X,X
OLIJZST,X,X,O,X,X,X
OLISTJZ,O,X,X,X,X,X
OLISTZJ,O,X,O,X,O,X
OLISJTZ,O,X,X,O,X,X
OLISJZT,O,X,X,O,X,X
OLISZTJ,O,X,O,O,O,X
OLISZJT,O,X,O,O,O,X
OLIZTJS,X,X,O,X,X,X
OLIZTSJ,X,X,O,X,O,X
OLIZJTS,X,X,O,X,X,X
OLIZJST,X,X,O,X,O,X
OLIZSTJ,X,X,O,X,O,X
OLIZSJT,X,X,O,X,O,X
OLJTISZ,O,X,O,O,X,X
OLJTIZS,O,X,O,X,X,X
OLJTSIZ,O,X,O,O,X,X
OLJTSZI,O,X,O,O,X,X
OLJTZIS,O,X,O,X,X,X
OLJTZSI,O,X,O,X,X,X
OLJITSZ,O,X,O,O,X,X
OLJITZS,O,X,O,X,X,X
OLJISTZ,O,X,O,O,X,X
OLJISZT,O,X,O,O,X,X
OLJIZTS,X,X,O,X,X,X
OLJIZST,X,X,O,X,X,X
OLJSTIZ,O,X,O,O,X,X
OLJSTZI,O,X,O,O,X,X
OLJSITZ,O,X,O,O,X,X
OLJSIZT,O,X,O,O,X,X
OLJSZTI,O,X,O,O,X,X
OLJSZIT,O,X,O,O,X,X
OLJZTIS,X,X,O,X,X,X
OLJZTSI,X,X,O,X,X,X
OLJZITS,X,X,O,X,X,X
OLJZIST,X,X,O,X,X,X
OLJZSTI,X,X,O,X,X,X
OLJZSIT,X,X,O,X,X,X
OLSTIJZ,O,X,X,X,X,X
OLSTIZJ,O,X,O,X,O,X
OLSTJIZ,O,X,O,X,X,X
OLSTJZI,O,X,O,X,X,X
OLSTZIJ,O,X,O,X,O,X
OLSTZJI,O,X,O,X,O,X
OLSITJZ,O,X,X,X,X,X
OLSITZJ,O,X,O,X,O,X
OLSIJTZ,O,X,X,O,X,X
OLSIJZT,O,X,X,O,X,X
OLSIZTJ,O,X,O,O,O,X
OLSIZJT,O,X,O,O,O,X
OLSJTIZ,O,X,O,O,X,X
OLSJTZI,O,X,O,O,X,X
OLSJITZ,O,X,O,O,X,X
OLSJIZT,O,X,O,O,X,X
OLSJZTI,O,X,O,O,X,X
OLSJZIT,O,X,O,O,X,X
OLSZTIJ,O,X,O,O,O,X
OLSZTJI,O,X,O,X,O,X
OLSZITJ,O,X,O,O,O,X
OLSZIJT,O,X,O,O,O,X
OLSZJTI,O,X,O,O,O,X
OLSZJIT,O,X,O,O,O,X
OLZTIJS,X,X,O,X,X,X
OLZTISJ,X,X,O,X,O,X
OLZTJIS,X,X,O,X,X,X
OLZTJSI,X,X,O,X,X,X
OLZTSIJ,X,X,O,X,O,X
OLZTSJI,X,X,O,X,O,X
OLZITJS,X,X,O,X,X,X
OLZITSJ,X,X,O,X,O,X
OLZIJTS,X,X,O,X,X,X
OLZIJST,X,X,O,X,O,X
OLZISTJ,X,X,O,X,O,X
OLZISJT,X,X,O,X,O,X
OLZJTIS,X,X,O,X,X,X
OLZJTSI,X,X,O,X,X,X
OLZJITS,X,X,O,X,X,X
OLZJIST,X,X,O,X,O,X
OLZJSTI,X,X,O,X,O,X
OLZJSIT,X,X,O,X,O,X
OLZSTIJ,X,X,O,X,O,X
OLZSTJI,X,X,O,X,O,X
OLZSITJ,X,X,O,X,O,X
OLZSIJT,X,X,O,X,O,X
OLZSJTI,X,X,O,X,O,X
OLZSJIT,X,X,O,X,O,X
OJTILSZ,X,O,O,O,X,O
OJTILZS,X,O,O,O,X,O
OJTISLZ,X,O,X,O,X,O
OJTISZL,X,O,O,O,X,O
OJTIZLS,X,O,O,O,X,O
OJTIZSL,X,O,O,O,X,O
OJTLISZ,X,O,O,O,X,X
OJTLIZS,X,O,O,O,X,X
OJTLSIZ,X,O,O,O,X,X
OJTLSZI,X,O,O,O,X,X
OJTLZIS,X,O,O,O,X,X
OJTLZSI,X,O,O,O,X,X
OJTSILZ,X,O,X,O,X,X
OJTSIZL,X,O,O,O,X,X
OJTSLIZ,X,O,O,O,X,X
OJTSLZI,X,O,O,O,X,X
OJTSZIL,X,O,O,O,X,X
OJTSZLI,X,O,O,O,X,X
OJTZILS,X,O,O,O,X,X
OJTZISL,X,O,O,O,X,X
OJTZLIS,X,O,O,O,X,X
OJTZLSI,X,O,O,O,X,X
OJTZSIL,X,O,O,O,X,X
OJTZSLI,X,O,O,O,X,X
OJITLSZ,X,O,O,O,X,O
OJITLZS,X,O,O,O,X,O
OJITSLZ,X,O,X,O,X,O
OJITSZL,X,O,O,O,X,O
OJITZLS,X,O,O,O,X,O
OJITZSL,X,O,O,O,X,O
OJILTSZ,X,X,O,O,X,X
OJILTZS,X,X,O,O,X,X
OJILSTZ,X,X,O,O,X,X
OJILSZT,X,X,O,O,X,X
OJILZTS,X,X,O,O,X,X
OJILZST,X,X,O,O,X,X
OJISTLZ,X,O,X,O,X,X
OJISTZL,X,O,O,O,O,X
OJISLTZ,X,X,O,O,X,X
OJISLZT,X,X,O,O,X,X
OJISZTL,X,O,O,O,O,X
OJISZLT,X,X,O,O,O,X
OJIZTLS,X,X,O,O,X,X
OJIZTSL,X,X,O,O,X,X
OJIZLTS,X,X,O,O,X,X
OJIZLST,X,X,O,O,O,X
OJIZSTL,X,X,O,O,O,X
OJIZSLT,X,X,O,O,O,X
OJLTISZ,X,X,O,O,X,X
