sequence,v115@BhB8GeB8HeA8FeA8BeF8KeT/IvhFOlBliB5oB3mBys?B0pB,v115@BhB8GeB8HeA8FeA8BeF8KeT/IvhFOlB/nBaoB5oB1r?B0pB,v115@BhB8GeB8HeA8FeA8BeF8KeOEJvhFXgBynB5oB1rB0n?BzpB,v115@BhB8GeB8HeA8FeA8BeF8KeOFJvhF/nBaoB5oBTkB1r?B0pB,v115@BhB8GeB8HeA8FeA8BeF8KeOFJvhFliB5oBTkB3mBys?B0pB
OIJZTLS,O,O,O,X,X
OIJZTSL,O,O,O,O,X
OIJZLTS,O,O,X,X,X
OIJZLST,O,X,X,X,X
OIJZSTL,O,O,O,X,X
OIJZSLT,O,X,X,X,O
OISTLJZ,X,X,O,O,O
OISTLZJ,X,X,O,O,O
OISTJLZ,X,X,O,O,O
OISTJZL,O,X,O,O,X
OISTZLJ,O,X,O,O,X
OISTZJL,O,X,O,O,X
OISLTJZ,O,X,O,X,O
OISLTZJ,O,X,O,X,O
OISLJTZ,O,X,O,X,O
OISLJZT,O,X,X,X,O
OISLZTJ,O,X,X,X,O
OISLZJT,O,X,X,X,O
OISJTLZ,X,X,O,O,O
OISJTZL,O,X,O,O,X
OISJLTZ,O,X,O,X,O
OISJLZT,O,X,X,X,O
OISJZTL,O,X,O,X,X
OISJZLT,O,X,X,X,O
OISZTLJ,O,X,O,X,X
OISZTJL,O,X,O,X,X
OISZLTJ,O,X,X,X,O
OISZLJT,O,X,X,X,O
OISZJTL,O,X,O,X,X
OISZJLT,O,X,X,X,O
OIZTLJS,O,O,O,X,X
OIZTLSJ,O,O,O,X,X
OIZTJLS,O,O,O,X,X
OIZTJSL,O,O,O,O,X
OIZTSLJ,O,O,O,O,X
OIZTSJL,O,O,O,O,X
OIZLTJS,O,O,X,X,X
OIZLTSJ,O,O,X,X,X
OIZLJTS,O,O,X,X,X
OIZLJST,O,X,X,X,X
OIZLSTJ,O,X,X,X,X
OIZLSJT,O,X,X,X,X
OIZJTLS,O,O,O,X,X
OIZJTSL,O,O,O,O,X
OIZJLTS,O,O,X,X,X
OIZJLST,O,X,X,X,X
OIZJSTL,O,O,O,X,X
OIZJSLT,O,X,X,X,O
OIZSTLJ,O,O,O,X,X
OIZSTJL,O,O,O,X,X
OIZSLTJ,O,X,X,X,O
OIZSLJT,O,X,X,X,O
OIZSJTL,O,O,O,X,X
OIZSJLT,O,X,X,X,O
OLTIJSZ,X,X,O,O,X
OLTIJZS,O,X,O,X,X
OLTISJZ,X,X,O,O,X
OLTISZJ,X,X,O,O,X
OLTIZJS,O,X,O,X,X
OLTIZSJ,O,X,O,X,X
OLTJISZ,X,X,O,O,X
OLTJIZS,O,X,O,X,X
OLTJSIZ,X,X,O,O,X
OLTJSZI,X,X,O,O,X
OLTJZIS,O,X,O,X,X
OLTJZSI,O,X,O,X,X
OLTSIJZ,X,X,O,O,X
OLTSIZJ,X,X,O,O,X
OLTSJIZ,X,X,O,O,X
OLTSJZI,X,X,O,O,X
OLTSZIJ,X,X,O,O,X
OLTSZJI,X,X,O,O,X
OLTZIJS,O,X,O,X,X
OLTZISJ,O,X,O,X,X
OLTZJIS,O,X,O,X,X
OLTZJSI,O,X,O,X,X
OLTZSIJ,O,X,O,X,X
OLTZSJI,O,X,O,X,X
OLITJSZ,X,X,O,O,X
OLITJZS,O,X,O,X,X
OLITSJZ,X,X,O,O,X
OLITSZJ,X,X,O,O,X
OLITZJS,O,X,O,X,X
OLITZSJ,O,X,O,X,X
OLIJTSZ,X,X,O,O,X
OLIJTZS,O,X,O,X,X
OLIJSTZ,X,X,O,X,O
OLIJSZT,X,X,X,X,O
OLIJZTS,O,X,X,X,X
OLIJZST,O,X,X,X,X
OLISTJZ,X,X,O,X,O
OLISTZJ,X,X,O,X,O
OLISJTZ,X,X,O,X,O
OLISJZT,X,X,X,X,O
OLISZTJ,X,X,X,X,O
OLISZJT,X,X,X,X,O
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,X,X,X,X
OLIZJTS,O,X,X,X,X
OLIZJST,O,X,X,X,X
OLIZSTJ,O,X,X,X,X
OLIZSJT,O,X,X,X,X
OLJTISZ,X,X,O,O,X
OLJTIZS,O,X,O,X,X
OLJTSIZ,X,X,O,O,X
OLJTSZI,X,X,O,O,X
OLJTZIS,O,X,O,X,X
OLJTZSI,O,X,O,X,X
OLJITSZ,X,X,O,O,X
OLJITZS,O,X,O,X,X
OLJISTZ,X,X,O,X,O
OLJISZT,X,X,X,X,O
OLJIZTS,O,X,X,X,X
OLJIZST,O,X,X,X,X
OLJSTIZ,X,X,O,X,O
OLJSTZI,X,X,O,X,O
OLJSITZ,X,X,O,X,O
OLJSIZT,X,X,X,X,O
OLJSZTI,X,X,X,X,O
OLJSZIT,X,X,X,X,O
OLJZTIS,O,X,X,X,X
OLJZTSI,O,X,X,X,X
OLJZITS,O,X,X,X,X
OLJZIST,O,X,X,X,X
OLJZSTI,O,X,X,X,X
OLJZSIT,O,X,X,X,X
OLSTIJZ,X,X,O,X,O
OLSTIZJ,X,X,O,X,O
OLSTJIZ,X,X,O,X,O
OLSTJZI,X,X,O,X,O
OLSTZIJ,X,X,O,X,O
OLSTZJI,X,X,O,X,O
OLSITJZ,X,X,O,X,O
OLSITZJ,X,X,O,X,O
OLSIJTZ,X,X,O,X,O
OLSIJZT,X,X,X,X,O
OLSIZTJ,X,X,X,X,O
OLSIZJT,X,X,X,X,O
OLSJTIZ,X,X,O,X,O
OLSJTZI,X,X,O,X,O
OLSJITZ,X,X,O,X,O
OLSJIZT,X,X,X,X,O
OLSJZTI,X,X,X,X,O
OLSJZIT,X,X,X,X,O
OLSZTIJ,X,X,X,X,O
OLSZTJI,X,X,X,X,O
OLSZITJ,X,X,X,X,O
OLSZIJT,X,X,X,X,O
OLSZJTI,X,X,X,X,O
OLSZJIT,X,X,X,X,O
OLZTIJS,O,X,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,X,X,X,X
OLZTJSI,O,X,X,X,X
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,X,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,X,X,X,X
OLZIJST,O,X,X,X,X
OLZISTJ,O,X,X,X,X
OLZISJT,O,X,X,X,X
OLZJTIS,O,X,X,X,X
OLZJTSI,O,X,X,X,X
OLZJITS,O,X,X,X,X
OLZJIST,O,X,X,X,X
OLZJSTI,O,X,X,X,X
OLZJSIT,O,X,X,X,X
OLZSTIJ,O,X,X,X,X
OLZSTJI,O,X,X,X,X
OLZSITJ,O,X,X,X,X
OLZSIJT,O,X,X,X,X
OLZSJTI,O,X,X,X,X
OLZSJIT,O,X,X,X,X
OJTILSZ,X,X,O,O,X
OJTILZS,X,X,O,X,X
OJTISLZ,X,O,O,O,O
OJTISZL,X,O,O,O,X
OJTIZLS,X,O,O,X,X
OJTIZSL,X,O,O,O,X
OJTLISZ,X,X,O,O,X
OJTLIZS,X,X,O,X,X
OJTLSIZ,X,X,O,O,X
OJTLSZI,X,X,O,O,X
OJTLZIS,X,X,O,X,X
OJTLZSI,X,X,O,X,X
OJTSILZ,X,O,O,O,O
OJTSIZL,X,O,O,O,X
OJTSLIZ,X,O,O,O,O
OJTSLZI,X,O,O,O,O
OJTSZIL,X,O,O,O,X
OJTSZLI,X,O,O,O,X
OJTZILS,X,O,O,X,X
OJTZISL,X,O,O,O,X
OJTZLIS,X,O,O,X,X
OJTZLSI,X,O,O,X,X
OJTZSIL,X,O,O,O,X
OJTZSLI,X,O,O,O,X
OJITLSZ,X,X,O,O,X
OJITLZS,X,X,O,X,X
OJITSLZ,X,O,O,O,O
OJITSZL,X,O,O,O,X
OJITZLS,X,O,O,X,X
OJITZSL,X,O,O,O,X
OJILTSZ,X,X,O,O,X
OJILTZS,O,X,O,X,X
OJILSTZ,X,X,O,X,O
OJILSZT,X,X,X,X,O
OJILZTS,O,X,X,X,X
OJILZST,O,X,X,X,X
OJISTLZ,X,X,O,O,O
OJISTZL,O,X,O,O,X
OJISLTZ,O,X,O,X,O
OJISLZT,O,X,X,X,O
OJISZTL,O,X,O,X,X
OJISZLT,O,X,X,X,O
OJIZTLS,O,O,O,X,X
OJIZTSL,O,O,O,O,X
OJIZLTS,O,O,X,X,X
OJIZLST,O,X,X,X,X
OJIZSTL,O,O,O,X,X
OJIZSLT,O,X,X,X,O
OJLTISZ,X,X,O,O,X
OJLTIZS,O,X,O,X,X
OJLTSIZ,X,X,O,O,X
OJLTSZI,X,X,O,O,X
OJLTZIS,O,X,O,X,X
OJLTZSI,O,X,O,X,X
OJLITSZ,X,X,O,O,X
OJLITZS,O,X,O,X,X
OJLISTZ,X,X,O,X,O
OJLISZT,X,X,X,X,O
OJLIZTS,O,X,X,X,X
OJLIZST,O,X,X,X,X
OJLSTIZ,X,X,O,X,O
OJLSTZI,X,X,O,X,O
OJLSITZ,X,X,O,X,O
OJLSIZT,X,X,X,X,O
OJLSZTI,X,X,X,X,O
OJLSZIT,X,X,X,X,O
OJLZTIS,O,X,X,X,X
OJLZTSI,O,X,X,X,X
OJLZITS,O,X,X,X,X
OJLZIST,O,X,X,X,X
OJLZSTI,O,X,X,X,X
OJLZSIT,O,X,X,X,X
OJSTILZ,X,X,O,O,O
OJSTIZL,O,X,O,O,X
OJSTLIZ,X,X,O,O,O
OJSTLZI,X,X,O,O,O
OJSTZIL,O,X,O,O,X
OJSTZLI,O,X,O,O,X
OJSITLZ,X,X,O,O,O
OJSITZL,O,X,O,O,X
OJSILTZ,O,X,O,X,O
OJSILZT,O,X,X,X,O
OJSIZTL,O,X,O,X,X
OJSIZLT,O,X,X,X,O
OJSLTIZ,O,X,O,X,O
OJSLTZI,O,X,O,X,O
OJSLITZ,O,X,O,X,O
OJSLIZT,O,X,X,X,O
OJSLZTI,O,X,X,X,O
OJSLZIT,O,X,X,X,O
OJSZTIL,O,X,O,X,X
OJSZTLI,O,X,O,X,X
OJSZITL,O,X,O,X,X
OJSZILT,O,X,X,X,O
OJSZLTI,O,X,X,X,O
OJSZLIT,O,X,X,X,O
OJZTILS,O,O,O,X,X
OJZTISL,O,O,O,O,X
OJZTLIS,O,O,O,X,X
OJZTLSI,O,O,O,X,X
OJZTSIL,O,O,O,O,X
OJZTSLI,O,O,O,O,X
OJZITLS,O,O,O,X,X
OJZITSL,O,O,O,O,X
OJZILTS,O,O,X,X,X
OJZILST,O,X,X,X,X
OJZISTL,O,O,O,X,X
OJZISLT,O,X,X,X,O
OJZLTIS,O,O,X,X,X
OJZLTSI,O,O,X,X,X
OJZLITS,O,O,X,X,X
OJZLIST,O,X,X,X,X
OJZLSTI,O,X,X,X,X
OJZLSIT,O,X,X,X,X
OJZSTIL,O,O,O,X,X
OJZSTLI,O,O,O,X,X
OJZSITL,O,O,O,X,X
OJZSILT,O,X,X,X,O
OJZSLTI,O,X,X,X,O
OJZSLIT,O,X,X,X,O
OSTILJZ,X,X,O,O,O
OSTILZJ,X,X,O,O,O
OSTIJLZ,X,X,O,O,O
OSTIJZL,O,X,O,O,X
OSTIZLJ,O,X,O,O,X
OSTIZJL,O,X,O,O,X
OSTLIJZ,X,X,O,O,O
OSTLIZJ,X,X,O,O,O
OSTLJIZ,X,X,O,O,O
OSTLJZI,X,X,O,O,O
OSTLZIJ,X,X,O,O,O
OSTLZJI,X,X,O,O,O
OSTJILZ,X,X,O,O,O
OSTJIZL,O,X,O,O,X
OSTJLIZ,X,X,O,O,O
OSTJLZI,X,X,O,O,O
OSTJZIL,O,X,O,O,X
OSTJZLI,O,X,O,O,X
OSTZILJ,O,X,O,O,X
OSTZIJL,O,X,O,O,X
OSTZLIJ,O,X,O,O,X
OSTZLJI,O,X,O,O,X
OSTZJIL,O,X,O,O,X
OSTZJLI,O,X,O,O,X
OSITLJZ,X,X,O,O,O
OSITLZJ,X,X,O,O,O
OSITJLZ,X,X,O,O,O
OSITJZL,O,X,O,O,X
OSITZLJ,O,X,O,O,X
OSITZJL,O,X,O,O,X
OSILTJZ,O,X,O,X,O
OSILTZJ,O,X,O,X,O
OSILJTZ,O,X,O,X,O
OSILJZT,O,X,X,X,O
OSILZTJ,O,X,X,X,O
OSILZJT,O,X,X,X,O
OSIJTLZ,X,X,O,O,O
OSIJTZL,O,X,O,O,X
OSIJLTZ,O,X,O,X,O
OSIJLZT,O,X,X,X,O
OSIJZTL,O,X,O,X,X
OSIJZLT,O,X,X,X,O
OSIZTLJ,O,X,O,X,X
OSIZTJL,O,X,O,X,X
OSIZLTJ,O,X,X,X,O
OSIZLJT,O,X,X,X,O
OSIZJTL,O,X,O,X,X
OSIZJLT,O,X,X,X,O
OSLTIJZ,O,X,O,X,O
OSLTIZJ,O,X,O,X,O
OSLTJIZ,O,X,O,X,O
OSLTJZI,O,X,O,X,O
OSLTZIJ,O,X,O,X,O
OSLTZJI,O,X,O,X,O
OSLITJZ,O,X,O,X,O
OSLITZJ,O,X,O,X,O
OSLIJTZ,O,X,O,X,O
OSLIJZT,O,X,X,X,O
OSLIZTJ,O,X,X,X,O
OSLIZJT,O,X,X,X,O
OSLJTIZ,O,X,O,X,O
OSLJTZI,O,X,O,X,O
OSLJITZ,O,X,O,X,O
OSLJIZT,O,X,X,X,O
OSLJZTI,O,X,X,X,O
OSLJZIT,O,X,X,X,O
OSLZTIJ,O,X,X,X,O
OSLZTJI,O,X,X,X,O
OSLZITJ,O,X,X,X,O
OSLZIJT,O,X,X,X,O
OSLZJTI,O,X,X,X,O
OSLZJIT,O,X,X,X,O
OSJTILZ,X,X,O,O,O
OSJTIZL,O,X,O,O,X
OSJTLIZ,X,X,O,O,O
OSJTLZI,X,X,O,O,O
OSJTZIL,O,X,O,O,X
OSJTZLI,O,X,O,O,X
OSJITLZ,X,X,O,O,O
OSJITZL,O,X,O,O,X
OSJILTZ,O,X,O,X,O
OSJILZT,O,X,X,X,O
OSJIZTL,O,X,O,X,X
OSJIZLT,O,X,X,X,O
OSJLTIZ,O,X,O,X,O
OSJLTZI,O,X,O,X,O
OSJLITZ,O,X,O,X,O
OSJLIZT,O,X,X,X,O
OSJLZTI,O,X,X,X,O
OSJLZIT,O,X,X,X,O
OSJZTIL,O,X,O,X,X
OSJZTLI,O,X,O,X,X
OSJZITL,O,X,O,X,X
OSJZILT,O,X,X,X,O
OSJZLTI,O,X,X,X,O
OSJZLIT,O,X,X,X,O
OSZTILJ,O,X,O,X,X
OSZTIJL,O,X,O,X,X
OSZTLIJ,O,X,O,X,X
OSZTLJI,O,X,O,X,X
OSZTJIL,O,X,O,X,X
OSZTJLI,O,X,O,X,X
OSZITLJ,O,X,O,X,X
OSZITJL,O,X,O,X,X
OSZILTJ,O,X,X,X,O
OSZILJT,O,X,X,X,O
OSZIJTL,O,X,O,X,X
OSZIJLT,O,X,X,X,O
OSZLTIJ,O,X,X,X,O
OSZLTJI,O,X,X,X,O
OSZLITJ,O,X,X,X,O
OSZLIJT,O,X,X,X,O
OSZLJTI,O,X,X,X,O
OSZLJIT,O,X,X,X,O
OSZJTIL,O,X,O,X,X
OSZJTLI,O,X,O,X,X
OSZJITL,O,X,O,X,X
OSZJILT,O,X,X,X,O
OSZJLTI,O,X,X,X,O
OSZJLIT,O,X,X,X,O
OZTILJS,O,O,O,X,X
OZTILSJ,O,O,O,X,X
OZTIJLS,O,O,O,X,X
OZTIJSL,O,O,O,O,X
OZTISLJ,O,O,O,O,X
OZTISJL,O,O,O,O,X
OZTLIJS,O,O,O,X,X
OZTLISJ,O,O,O,X,X
OZTLJIS,O,O,O,X,X
OZTLJSI,O,O,O,X,X
OZTLSIJ,O,O,O,X,X
OZTLSJI,O,O,O,X,X
OZTJILS,O,O,O,X,X
OZTJISL,O,O,O,O,X
OZTJLIS,O,O,O,X,X
OZTJLSI,O,O,O,X,X
OZTJSIL,O,O,O,O,X
OZTJSLI,O,O,O,O,X
OZTSILJ,O,O,O,O,X
OZTSIJL,O,O,O,O,X
OZTSLIJ,O,O,O,O,X
OZTSLJI,O,O,O,O,X
OZTSJIL,O,O,O,O,X
OZTSJLI,O,O,O,O,X
OZITLJS,O,O,O,X,X
OZITLSJ,O,O,O,X,X
OZITJLS,O,O,O,X,X
OZITJSL,O,O,O,O,X
OZITSLJ,O,O,O,O,X
OZITSJL,O,O,O,O,X
OZILTJS,O,O,X,X,X
OZILTSJ,O,O,X,X,X
OZILJTS,O,O,X,X,X
OZILJST,O,X,X,X,X
OZILSTJ,O,X,X,X,X
OZILSJT,O,X,X,X,X
OZIJTLS,O,O,O,X,X
OZIJTSL,O,O,O,O,X
OZIJLTS,O,O,X,X,X
OZIJLST,O,X,X,X,X
OZIJSTL,O,O,O,X,X
OZIJSLT,O,X,X,X,O
OZISTLJ,O,O,O,X,X
OZISTJL,O,O,O,X,X
OZISLTJ,O,X,X,X,O
OZISLJT,O,X,X,X,O
OZISJTL,O,O,O,X,X
OZISJLT,O,X,X,X,O
OZLTIJS,O,O,X,X,X
OZLTISJ,O,O,X,X,X
OZLTJIS,O,O,X,X,X
OZLTJSI,O,O,X,X,X
OZLTSIJ,O,O,X,X,X
OZLTSJI,O,O,X,X,X
OZLITJS,O,O,X,X,X
OZLITSJ,O,O,X,X,X
OZLIJTS,O,O,X,X,X
OZLIJST,O,X,X,X,X
OZLISTJ,O,X,X,X,X
OZLISJT,O,X,X,X,X
OZLJTIS,O,O,X,X,X
OZLJTSI,O,O,X,X,X
OZLJITS,O,O,X,X,X
OZLJIST,O,X,X,X,X
OZLJSTI,O,X,X,X,X
OZLJSIT,O,X,X,X,X
OZLSTIJ,O,X,X,X,X
OZLSTJI,O,X,X,X,X
OZLSITJ,O,X,X,X,X
OZLSIJT,O,X,X,X,X
OZLSJTI,O,X,X,X,X
OZLSJIT,O,X,X,X,X
OZJTILS,O,O,O,X,X
OZJTISL,O,O,O,O,X
OZJTLIS,O,O,O,X,X
OZJTLSI,O,O,O,X,X
OZJTSIL,O,O,O,O,X
OZJTSLI,O,O,O,O,X
OZJITLS,O,O,O,X,X
OZJITSL,O,O,O,O,X
OZJILTS,O,O,X,X,X
OZJILST,O,X,X,X,X
OZJISTL,O,O,O,X,X
OZJISLT,O,X,X,X,O
OZJLTIS,O,O,X,X,X
OZJLTSI,O,O,X,X,X
OZJLITS,O,O,X,X,X
OZJLIST,O,X,X,X,X
OZJLSTI,O,X,X,X,X
OZJLSIT,O,X,X,X,X
OZJSTIL,O,O,O,X,X
OZJSTLI,O,O,O,X,X
OZJSITL,O,O,O,X,X
OZJSILT,O,X,X,X,O
OZJSLTI,O,X,X,X,O
OZJSLIT,O,X,X,X,O
OZSTILJ,O,O,O,X,X
OZSTIJL,O,O,O,X,X
OZSTLIJ,O,O,O,X,X
OZSTLJI,O,O,O,X,X
OZSTJIL,O,O,O,X,X
OZSTJLI,O,O,O,X,X
OZSITLJ,O,O,O,X,X
OZSITJL,O,O,O,X,X
OZSILTJ,O,X,X,X,O
OZSILJT,O,X,X,X,O
OZSIJTL,O,O,O,X,X
OZSIJLT,O,X,X,X,O
OZSLTIJ,O,X,X,X,O
OZSLTJI,O,X,X,X,O
OZSLITJ,O,X,X,X,O
OZSLIJT,O,X,X,X,O
OZSLJTI,O,X,X,X,O
OZSLJIT,O,X,X,X,O
OZSJTIL,O,O,O,X,X
OZSJTLI,O,O,O,X,X
OZSJITL,O,O,O,X,X
OZSJILT,O,X,X,X,O
OZSJLTI,O,X,X,X,O
OZSJLIT,O,X,X,X,O
