sequence,v115@QhA8BeA8EeH8BeB8Jem/IvhFChBxiBTkBXmBlnBUsB,v115@QhA8BeA8EeH8BeB8Jex/IvhF/mBanBFjBTkB0lB+sB,v115@QhA8BeA8EeH8BeB8JeOEJvhF8kBqlBThBxiBVsB3sB,v115@QhA8BeA8EeH8BeB8Jex/IvhF0hBXjBTkBllB6sBmrB,v115@QhA8BeA8EeH8BeB8JeKEJvhFzfBFhBxiBWrB3nBUsB,v115@QhA8BeA8EeH8BeB8Jei/IvhFzgBFjB3kBGnBRrBUsB,v115@QhA8BeA8EeH8BeB8JeOEJvhF8kBRhBzlBfsBlnBCtB
IZTOLJS,O,O,O,X,X,X,X
IZTOLSJ,O,X,O,X,X,X,X
IZTOJLS,O,O,O,X,X,X,X
IZTOJSL,O,O,X,X,X,O,X
IZTOSLJ,O,X,X,X,X,O,X
IZTOSJL,O,O,X,X,X,O,X
IZLTJSO,X,O,O,X,X,X,X
IZLTJOS,X,X,O,X,X,X,X
IZLTSJO,X,X,O,X,X,X,X
IZLTSOJ,X,X,O,X,X,X,X
IZLTOJS,X,X,O,X,X,X,X
IZLTOSJ,X,X,O,X,X,X,X
IZLJTSO,X,O,O,X,X,X,X
IZLJTOS,X,X,O,X,O,X,X
IZLJSTO,O,O,O,X,X,X,X
IZLJSOT,O,O,O,X,X,X,X
IZLJOTS,X,X,O,X,O,X,X
IZLJOST,X,X,O,X,X,X,X
IZLSTJO,O,O,O,X,X,X,X
IZLSTOJ,O,X,O,X,X,X,X
IZLSJTO,O,O,O,X,O,X,X
IZLSJOT,O,O,O,X,O,X,X
IZLSOTJ,O,X,X,X,X,X,X
IZLSOJT,O,O,O,X,O,X,X
IZLOTJS,X,X,O,X,X,X,X
IZLOTSJ,X,X,O,X,X,X,X
IZLOJTS,X,X,O,X,O,X,X
IZLOJST,O,X,O,X,X,X,X
IZLOSTJ,O,X,X,X,X,X,X
IZLOSJT,O,X,O,X,O,X,X
IZJTLSO,O,O,O,X,X,X,X
IZJTLOS,X,X,O,X,O,X,X
IZJTSLO,O,O,O,X,X,O,X
IZJTSOL,O,O,X,X,X,O,X
IZJTOLS,X,O,O,X,X,X,X
IZJTOSL,O,O,X,X,X,O,X
IZJLTSO,X,O,O,X,X,X,X
IZJLTOS,X,X,O,X,O,X,X
IZJLSTO,O,O,O,X,X,X,X
IZJLSOT,O,O,O,X,X,X,X
IZJLOTS,X,X,O,X,O,X,X
IZJLOST,X,X,O,X,X,X,X
IZJSTLO,O,O,O,X,X,O,X
IZJSTOL,O,O,X,X,X,O,O
IZJSLTO,O,O,O,X,X,O,X
IZJSLOT,O,O,O,X,X,O,X
IZJSOTL,O,O,X,X,X,O,O
IZJSOLT,O,O,X,X,X,O,O
IZJOTLS,X,O,O,X,X,X,X
IZJOTSL,O,O,X,X,X,O,O
IZJOLTS,X,O,O,X,X,X,X
IZJOLST,O,O,O,X,X,X,O
IZJOSTL,O,O,X,X,X,O,O
IZJOSLT,O,O,X,X,X,O,O
IZSTLJO,O,O,O,X,X,O,X
IZSTLOJ,O,X,O,X,X,O,X
IZSTJLO,O,O,O,X,X,O,X
IZSTJOL,O,O,X,X,X,O,O
IZSTOLJ,O,X,X,X,X,O,O
IZSTOJL,O,X,X,X,X,O,O
IZSLTJO,O,O,O,X,X,O,X
IZSLTOJ,O,X,O,X,X,O,X
IZSLJTO,O,O,O,X,O,O,X
IZSLJOT,O,O,O,X,O,O,X
IZSLOTJ,O,O,X,X,X,O,X
IZSLOJT,O,O,O,X,O,O,X
IZSJTLO,O,O,O,X,O,O,X
IZSJTOL,O,O,X,X,X,O,O
IZSJLTO,O,O,O,X,O,O,X
IZSJLOT,O,O,O,X,O,O,X
IZSJOTL,O,O,X,X,X,O,O
IZSJOLT,O,O,X,X,X,O,O
IZSOTLJ,O,O,X,X,X,O,O
IZSOTJL,O,O,X,X,X,O,O
IZSOLTJ,O,O,X,X,X,O,O
IZSOLJT,O,O,X,X,X,O,O
IZSOJTL,O,O,X,X,X,O,O
IZSOJLT,O,O,X,X,X,O,O
IZOTLJS,O,O,O,X,X,X,X
IZOTLSJ,O,X,O,X,X,X,X
IZOTJLS,O,O,O,X,X,X,X
IZOTJSL,O,O,X,X,X,O,O
IZOTSLJ,O,O,X,X,X,O,O
IZOTSJL,O,O,X,X,X,O,O
IZOLTJS,X,O,O,X,X,X,X
IZOLTSJ,X,X,O,X,X,X,X
IZOLJTS,X,O,O,X,X,X,X
IZOLJST,O,O,O,X,X,X,O
IZOLSTJ,O,O,X,X,X,X,O
IZOLSJT,O,O,O,X,X,X,O
IZOJTLS,O,O,O,X,X,X,X
IZOJTSL,O,O,X,X,X,O,O
IZOJLTS,X,O,O,X,X,X,X
IZOJLST,O,O,O,X,X,X,O
IZOJSTL,O,O,X,X,X,O,O
IZOJSLT,O,O,X,X,X,O,O
IZOSTLJ,O,O,X,X,X,O,O
IZOSTJL,O,O,X,X,X,O,O
IZOSLTJ,O,O,X,X,X,O,O
IZOSLJT,O,O,X,X,X,O,O
IZOSJTL,O,O,X,X,X,O,O
IZOSJLT,O,O,X,X,X,O,O
IOTLJSZ,O,O,X,O,X,O,X
IOTLJZS,X,O,O,O,X,X,X
IOTLSJZ,O,X,X,O,X,O,X
IOTLSZJ,O,X,O,O,X,O,X
IOTLZJS,X,O,O,O,X,X,X
IOTLZSJ,X,X,O,O,X,X,X
IOTJLSZ,O,O,X,O,X,O,X
IOTJLZS,X,O,O,O,X,X,X
IOTJSLZ,O,O,X,O,X,O,X
IOTJSZL,O,O,X,O,X,O,X
IOTJZLS,X,O,X,O,X,X,X
IOTJZSL,O,O,X,O,X,O,X
IOTSLJZ,O,O,X,O,X,O,X
IOTSLZJ,O,X,O,O,X,O,O
IOTSJLZ,O,O,X,O,X,O,X
IOTSJZL,O,O,X,O,X,O,O
IOTSZLJ,O,X,X,O,X,O,O
IOTSZJL,O,O,X,O,X,O,O
IOTZLJS,X,O,O,O,X,X,X
IOTZLSJ,X,X,O,O,X,X,X
IOTZJLS,X,O,O,O,X,X,X
IOTZJSL,O,O,X,O,X,O,O
IOTZSLJ,O,O,X,O,X,O,O
IOTZSJL,O,O,X,O,X,O,O
IOLTJSZ,O,O,X,O,O,O,X
IOLTJZS,X,O,O,O,O,X,X
IOLTSJZ,O,X,X,O,O,O,X
IOLTSZJ,O,X,O,O,X,O,X
IOLTZJS,X,O,O,O,X,X,X
IOLTZSJ,X,X,O,O,X,X,X
IOLJTSZ,O,O,X,X,O,O,X
IOLJTZS,X,O,X,X,O,X,X
IOLJSTZ,O,O,X,X,O,O,X
IOLJSZT,O,O,X,X,O,O,X
IOLJZTS,X,O,O,X,O,X,X
IOLJZST,O,O,O,X,X,X,X
IOLSTJZ,O,O,X,O,O,O,X
IOLSTZJ,X,X,X,O,X,O,O
IOLSJTZ,O,O,X,X,O,O,X
IOLSJZT,O,O,X,X,O,O,X
IOLSZTJ,X,X,X,X,X,O,O
IOLSZJT,O,O,O,X,O,O,O
IOLZTJS,X,O,O,X,X,X,X
IOLZTSJ,X,X,O,X,X,X,X
IOLZJTS,X,O,O,X,O,X,X
IOLZJST,O,O,O,X,X,X,O
IOLZSTJ,O,O,X,X,X,X,O
IOLZSJT,O,O,O,X,O,X,O
IOJTLSZ,O,O,X,O,O,O,X
IOJTLZS,X,O,X,O,O,X,X
IOJTSLZ,O,O,X,O,X,O,X
IOJTSZL,O,O,X,O,X,O,X
IOJTZLS,X,O,X,O,X,X,X
IOJTZSL,O,O,X,O,X,O,X
IOJLTSZ,O,O,X,X,O,O,X
IOJLTZS,X,O,X,X,O,X,X
IOJLSTZ,O,O,X,X,O,O,X
IOJLSZT,O,O,X,X,X,O,X
IOJLZTS,X,O,X,X,O,X,X
IOJLZST,O,O,X,X,X,X,X
IOJSTLZ,O,O,X,O,X,O,X
IOJSTZL,O,O,X,O,X,O,O
IOJSLTZ,O,O,X,X,X,O,X
IOJSLZT,O,O,X,X,X,O,X
IOJSZTL,O,O,X,O,X,O,O
IOJSZLT,O,O,X,X,X,O,O
IOJZTLS,O,O,X,O,X,X,X
IOJZTSL,O,O,X,O,X,O,O
IOJZLTS,X,O,X,X,X,X,X
IOJZLST,O,O,X,X,X,X,O
IOJZSTL,O,O,X,O,X,O,O
IOJZSLT,O,O,X,X,X,O,O
IOSTLJZ,O,O,X,O,X,O,X
IOSTLZJ,O,X,X,O,X,O,O
IOSTJLZ,O,O,X,O,X,O,X
IOSTJZL,O,O,X,O,X,O,O
IOSTZLJ,O,X,X,O,X,O,O
IOSTZJL,O,O,X,O,X,O,O
IOSLTJZ,O,O,X,O,O,O,X
IOSLTZJ,O,X,X,O,X,O,O
IOSLJTZ,O,O,X,X,O,O,X
IOSLJZT,O,O,X,X,O,O,X
IOSLZTJ,O,X,X,X,X,O,O
IOSLZJT,O,O,X,X,O,O,O
IOSJTLZ,O,O,X,O,O,O,X
IOSJTZL,O,O,X,O,X,O,O
IOSJLTZ,O,O,X,X,O,O,X
IOSJLZT,O,O,X,X,O,O,X
IOSJZTL,O,O,X,O,X,O,O
IOSJZLT,O,O,X,X,X,O,O
IOSZTLJ,O,O,X,O,X,O,O
IOSZTJL,O,O,X,O,X,O,O
IOSZLTJ,O,O,X,X,X,O,O
IOSZLJT,O,O,X,X,X,O,O
IOSZJTL,O,O,X,X,X,O,O
IOSZJLT,O,O,X,X,X,O,O
IOZTLJS,O,O,O,O,X,X,X
IOZTLSJ,O,X,O,O,X,X,X
IOZTJLS,O,O,O,O,X,X,X
IOZTJSL,O,O,X,O,X,O,O
IOZTSLJ,O,O,X,O,X,O,O
IOZTSJL,O,O,X,O,X,O,O
IOZLTJS,X,O,O,X,X,X,X
IOZLTSJ,X,X,O,X,X,X,X
IOZLJTS,X,O,O,X,X,X,X
IOZLJST,O,O,O,X,X,X,O
IOZLSTJ,O,O,X,X,X,X,O
IOZLSJT,O,O,O,X,X,X,O
IOZJTLS,O,O,O,X,X,X,X
IOZJTSL,O,O,X,X,X,O,O
IOZJLTS,X,O,O,X,X,X,X
IOZJLST,O,O,O,X,X,X,O
IOZJSTL,O,O,X,X,X,O,O
IOZJSLT,O,O,X,X,X,O,O
IOZSTLJ,O,O,X,O,X,O,O
IOZSTJL,O,O,X,O,X,O,O
IOZSLTJ,O,O,X,X,X,O,O
IOZSLJT,O,O,X,X,X,O,O
IOZSJTL,O,O,X,X,X,O,O
IOZSJLT,O,O,X,X,X,O,O
LTIJSZO,O,X,X,X,X,O,X
LTIJSOZ,O,X,X,X,O,O,X
LTIJZSO,X,X,O,X,X,X,X
LTIJZOS,X,X,O,X,O,X,X
LTIJOSZ,X,X,X,X,O,O,X
LTIJOZS,X,X,O,X,O,X,X
LTISJZO,O,X,X,X,O,O,X
LTISJOZ,O,X,X,X,O,O,X
LTISZJO,O,X,O,X,X,O,X
LTISZOJ,O,X,O,X,X,O,X
LTISOJZ,O,X,X,X,O,O,X
LTISOZJ,O,X,O,X,X,O,X
LTIZJSO,X,X,O,X,X,X,X
LTIZJOS,X,X,O,X,X,X,X
LTIZSJO,X,X,O,X,X,X,X
LTIZSOJ,X,X,O,X,X,X,X
LTIZOJS,X,X,O,X,X,X,X
LTIZOSJ,X,X,O,X,X,X,X
LTIOJSZ,O,X,X,X,O,O,X
LTIOJZS,X,X,O,X,O,X,X
LTIOSJZ,O,X,X,X,O,O,X
LTIOSZJ,O,X,O,X,X,O,X
LTIOZJS,X,X,O,X,X,X,X
LTIOZSJ,X,X,O,X,X,X,X
LTJISZO,O,X,X,X,O,X,X
LTJISOZ,O,O,X,X,O,X,X
LTJIZSO,X,X,O,X,X,X,X
LTJIZOS,X,X,O,X,O,X,X
LTJIOSZ,X,O,X,X,O,X,X
LTJIOZS,X,X,O,X,O,X,X
LTJSIZO,O,X,X,X,O,X,X
LTJSIOZ,O,O,X,X,O,X,X
LTJSZIO,O,X,X,X,O,X,X
LTJSZOI,X,O,X,O,O,X,X
LTJSOIZ,O,O,X,O,O,X,X
LTJSOZI,X,O,X,O,O,X,X
LTJZISO,X,O,O,X,X,X,X
LTJZIOS,X,X,O,X,O,X,X
LTJZSIO,X,O,O,X,O,X,X
LTJZSOI,X,O,O,O,O,X,X
LTJZOIS,X,O,O,O,O,X,X
LTJZOSI,X,O,O,O,O,X,X
LTJOISZ,X,O,X,O,O,X,X
LTJOIZS,X,O,O,O,O,X,X
LTJOSIZ,X,O,X,O,O,X,X
LTJOSZI,X,O,X,O,O,X,X
LTJOZIS,X,O,O,O,O,X,X
LTJOZSI,X,O,O,O,O,X,X
LTSIJZO,O,X,X,X,O,O,X
LTSIJOZ,O,X,X,X,O,O,X
LTSIZJO,O,X,O,X,X,O,X
LTSIZOJ,O,X,O,X,X,O,X
LTSIOJZ,O,X,X,X,O,O,X
LTSIOZJ,O,X,O,X,X,O,X
LTSJIZO,O,X,X,X,O,O,X
LTSJIOZ,O,X,X,X,O,O,X
LTSJZIO,O,X,X,X,O,X,X
LTSJZOI,X,X,X,O,O,X,X
LTSJOIZ,O,X,X,O,O,X,X
LTSJOZI,O,X,X,O,O,X,X
LTSZIJO,O,X,O,X,X,O,X
LTSZIOJ,O,X,O,X,X,O,X
LTSZJIO,O,X,O,X,X,X,X
LTSZJOI,X,X,O,X,X,X,X
LTSZOIJ,O,X,O,O,X,X,X
LTSZOJI,O,X,O,O,X,X,X
LTSOIJZ,O,X,X,O,O,O,X
LTSOIZJ,O,X,O,O,X,O,X
LTSOJIZ,O,X,X,O,O,X,X
LTSOJZI,O,X,X,O,O,X,X
LTSOZIJ,O,X,O,O,X,X,X
LTSOZJI,O,X,O,O,X,X,X
LTZIJSO,X,O,O,X,X,X,X
LTZIJOS,X,X,O,X,X,X,X
LTZISJO,X,X,O,X,X,X,X
LTZISOJ,X,X,O,X,X,X,X
LTZIOJS,X,X,O,X,X,X,X
LTZIOSJ,X,X,O,X,X,X,X
LTZJISO,X,O,O,X,X,X,X
LTZJIOS,X,X,O,X,X,X,X
LTZJSIO,X,O,O,X,X,X,X
LTZJSOI,X,O,O,O,X,X,X
LTZJOIS,X,O,O,O,X,X,X
LTZJOSI,X,O,O,O,X,X,X
LTZSIJO,X,X,O,X,X,X,X
LTZSIOJ,X,X,O,X,X,X,X
LTZSJIO,X,X,O,X,X,X,X
LTZSJOI,X,X,O,X,X,X,X
LTZSOIJ,X,X,O,O,X,X,X
LTZSOJI,X,X,O,O,X,X,X
LTZOIJS,X,O,O,O,X,X,X
LTZOISJ,X,X,O,O,X,X,X
LTZOJIS,X,O,O,O,X,X,X
LTZOJSI,X,O,O,O,X,X,X
LTZOSIJ,X,X,O,O,X,X,X
LTZOSJI,X,X,O,O,X,X,X
LTOIJSZ,O,O,X,O,O,X,X
LTOIJZS,X,O,O,O,O,X,X
LTOISJZ,O,X,X,O,O,X,X
LTOISZJ,O,X,O,O,X,X,X
LTOIZJS,X,O,O,O,X,X,X
LTOIZSJ,X,X,O,O,X,X,X
LTOJISZ,O,O,X,O,O,X,X
LTOJIZS,X,O,O,O,O,X,X
LTOJSIZ,O,O,X,O,O,X,X
LTOJSZI,O,O,X,O,O,X,X
LTOJZIS,X,O,O,O,O,X,X
LTOJZSI,X,O,O,O,O,X,X
LTOSIJZ,O,X,X,O,O,X,X
LTOSIZJ,O,X,O,O,X,X,X
LTOSJIZ,O,X,X,O,O,X,X
LTOSJZI,O,X,X,O,O,X,X
LTOSZIJ,O,X,O,O,X,X,X
LTOSZJI,O,X,O,O,X,X,X
LTOZIJS,X,O,O,O,X,X,X
LTOZISJ,X,X,O,O,X,X,X
LTOZJIS,X,O,O,O,X,X,X
LTOZJSI,X,O,O,O,X,X,X
LTOZSIJ,X,X,O,O,X,X,X
LTOZSJI,X,X,O,O,X,X,X
LITJSZO,O,X,X,X,X,O,X
LITJSOZ,O,X,X,X,O,O,X
LITJZSO,X,X,O,X,X,X,X
LITJZOS,X,X,O,X,O,X,X
LITJOSZ,X,X,X,X,O,O,X
LITJOZS,X,X,O,X,O,X,X
LITSJZO,O,X,X,X,O,O,X
LITSJOZ,O,X,X,X,O,O,X
LITSZJO,O,X,O,X,X,O,X
LITSZOJ,O,X,O,X,X,O,X
LITSOJZ,O,X,X,X,O,O,X
LITSOZJ,O,X,O,X,X,O,X
LITZJSO,X,X,O,X,X,X,X
LITZJOS,X,X,O,X,X,X,X
LITZSJO,X,X,O,X,X,X,X
LITZSOJ,X,X,O,X,X,X,X
LITZOJS,X,X,O,X,X,X,X
LITZOSJ,X,X,O,X,X,X,X
LITOJSZ,O,X,X,X,O,O,X
LITOJZS,X,X,O,X,O,X,X
LITOSJZ,O,X,X,X,O,O,X
LITOSZJ,O,X,O,X,X,O,X
LITOZJS,X,X,O,X,X,X,X
LITOZSJ,X,X,O,X,X,X,X
LIJTSZO,O,X,X,X,O,O,X
LIJTSOZ,O,X,X,X,O,O,X
LIJTZSO,X,X,O,X,X,X,X
LIJTZOS,X,X,O,X,O,X,X
LIJTOSZ,X,X,X,X,O,O,X
LIJTOZS,X,X,O,X,O,X,X
LIJSTZO,O,X,X,X,O,O,X
LIJSTOZ,O,X,X,X,O,O,X
LIJSZTO,O,X,X,X,O,O,X
LIJSZOT,O,X,X,X,O,O,X
LIJSOTZ,O,X,X,X,O,O,X
LIJSOZT,O,X,X,X,O,O,X
LIJZTSO,X,X,O,X,X,X,X
LIJZTOS,X,X,O,X,O,X,X
LIJZSTO,O,X,O,X,X,X,X
LIJZSOT,O,X,O,X,X,X,X
LIJZOTS,X,X,O,X,O,X,X
LIJZOST,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,O,O,X
LIJOTZS,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,O,O,X
LIJOSZT,X,X,X,X,O,O,X
LIJOZTS,X,X,O,X,O,X,X
LIJOZST,X,X,O,X,X,X,X
LISTJZO,O,X,X,X,O,O,X
LISTJOZ,O,X,X,X,O,O,X
LISTZJO,X,X,O,X,X,O,X
LISTZOJ,X,X,O,X,X,O,X
LISTOJZ,O,X,X,X,O,O,X
LISTOZJ,X,X,O,X,X,O,X
LISJTZO,O,X,X,X,O,O,X
LISJTOZ,O,X,X,X,O,O,X
LISJZTO,O,X,X,X,O,O,X
LISJZOT,O,X,X,X,O,O,X
LISJOTZ,O,X,X,X,O,O,X
LISJOZT,O,X,X,X,O,O,X
LISZTJO,X,X,O,X,X,O,X
LISZTOJ,X,X,O,X,X,O,X
LISZJTO,O,X,O,X,O,O,X
LISZJOT,O,X,O,X,O,O,X
LISZOTJ,X,X,X,X,X,O,X
LISZOJT,O,X,O,X,O,O,X
LISOTJZ,O,X,X,X,O,O,X
LISOTZJ,X,X,X,X,X,O,X
LISOJTZ,O,X,X,X,O,O,X
LISOJZT,O,X,X,X,O,O,X
LISOZTJ,X,X,X,X,X,O,X
LISOZJT,O,X,O,X,O,O,X
LIZTJSO,X,X,O,X,X,X,X
LIZTJOS,X,X,O,X,X,X,X
LIZTSJO,X,X,O,X,X,X,X
LIZTSOJ,X,X,O,X,X,X,X
LIZTOJS,X,X,O,X,X,X,X
LIZTOSJ,X,X,O,X,X,X,X
LIZJTSO,X,X,O,X,X,X,X
LIZJTOS,X,X,O,X,O,X,X
LIZJSTO,O,X,O,X,X,X,X
LIZJSOT,O,X,O,X,X,X,X
LIZJOTS,X,X,O,X,O,X,X
LIZJOST,X,X,O,X,X,X,X
LIZSTJO,O,X,O,X,X,X,X
LIZSTOJ,O,X,O,X,X,X,X
LIZSJTO,O,X,O,X,O,X,X
LIZSJOT,O,X,O,X,O,X,X
LIZSOTJ,O,X,X,X,X,X,X
LIZSOJT,O,X,O,X,O,X,X
LIZOTJS,X,X,O,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,X
LIZOJTS,X,X,O,X,O,X,X
LIZOJST,O,X,O,X,X,X,X
LIZOSTJ,O,X,X,X,X,X,X
LIZOSJT,O,X,O,X,O,X,X
LIOTJSZ,O,X,X,X,O,O,X
LIOTJZS,X,X,O,X,O,X,X
LIOTSJZ,O,X,X,X,O,O,X
LIOTSZJ,O,X,O,X,X,O,X
LIOTZJS,X,X,O,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,X
LIOJTSZ,O,X,X,X,O,O,X
LIOJTZS,X,X,X,X,O,X,X
LIOJSTZ,O,X,X,X,O,O,X
LIOJSZT,O,X,X,X,O,O,X
LIOJZTS,X,X,O,X,O,X,X
LIOJZST,O,X,O,X,X,X,X
LIOSTJZ,O,X,X,X,O,O,X
LIOSTZJ,X,X,X,X,X,O,X
LIOSJTZ,O,X,X,X,O,O,X
LIOSJZT,O,X,X,X,O,O,X
LIOSZTJ,X,X,X,X,X,O,X
LIOSZJT,O,X,O,X,O,O,X
LIOZTJS,X,X,O,X,X,X,X
LIOZTSJ,X,X,O,X,X,X,X
LIOZJTS,X,X,O,X,O,X,X
LIOZJST,O,X,O,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X
LIOZSJT,O,X,O,X,O,X,X
LJTISZO,O,X,X,X,O,X,X
LJTISOZ,O,O,X,X,O,X,X
LJTIZSO,X,X,O,X,X,X,X
LJTIZOS,X,X,O,X,O,X,X
LJTIOSZ,X,O,X,X,O,X,X
LJTIOZS,X,X,O,X,O,X,X
LJTSIZO,O,X,X,X,O,X,X
LJTSIOZ,O,O,X,X,O,X,X
LJTSZIO,O,X,X,X,O,X,X
LJTSZOI,X,O,X,O,O,X,X
LJTSOIZ,O,O,X,O,O,X,X
LJTSOZI,X,O,X,O,O,X,X
LJTZISO,X,O,O,X,X,X,X
LJTZIOS,X,X,O,X,O,X,X
LJTZSIO,X,O,O,X,O,X,X
LJTZSOI,X,O,O,O,O,X,X
LJTZOIS,X,O,O,O,O,X,X
LJTZOSI,X,O,O,O,O,X,X
LJTOISZ,X,O,X,O,O,X,X
LJTOIZS,X,O,O,O,O,X,X
LJTOSIZ,X,O,X,O,O,X,X
LJTOSZI,X,O,X,O,O,X,X
LJTOZIS,X,O,O,O,O,X,X
LJTOZSI,X,O,O,O,O,X,X
LJITSZO,O,X,X,X,O,X,X
LJITSOZ,O,O,X,X,O,X,X
LJITZSO,X,X,O,X,X,X,X
LJITZOS,X,X,O,X,O,X,X
LJITOSZ,X,O,X,X,O,X,X
LJITOZS,X,X,O,X,O,X,X
LJISTZO,O,X,X,X,O,X,X
LJISTOZ,O,O,X,X,O,X,X
LJISZTO,O,X,X,X,O,X,X
LJISZOT,O,X,X,X,O,X,X
LJISOTZ,O,O,X,X,O,X,X
LJISOZT,O,O,X,X,O,X,X
LJIZTSO,X,X,O,X,X,X,X
LJIZTOS,X,X,O,X,O,X,X
LJIZSTO,O,X,O,X,X,X,X
LJIZSOT,O,X,O,X,X,X,X
LJIZOTS,X,X,O,X,O,X,X
LJIZOST,X,X,O,X,X,X,X
LJIOTSZ,X,O,X,X,O,X,X
LJIOTZS,X,X,X,X,O,X,X
LJIOSTZ,X,O,X,X,O,X,X
LJIOSZT,X,O,X,X,O,X,X
LJIOZTS,X,X,O,X,O,X,X
LJIOZST,X,X,O,X,X,X,X
LJSTIZO,O,X,X,X,O,X,X
LJSTIOZ,O,O,X,X,O,X,X
LJSTZIO,O,X,X,X,O,X,X
LJSTZOI,O,O,X,O,O,X,X
LJSTOIZ,O,O,X,O,O,X,X
LJSTOZI,X,O,X,O,O,X,X
LJSITZO,O,X,X,X,O,X,X
LJSITOZ,O,O,X,X,O,X,X
LJSIZTO,O,X,X,X,O,X,X
LJSIZOT,O,X,X,X,O,X,X
LJSIOTZ,O,O,X,X,O,X,X
LJSIOZT,O,O,X,X,O,X,X
LJSZTIO,O,X,X,X,O,X,X
LJSZTOI,O,O,X,O,O,X,X
LJSZITO,O,X,X,X,O,X,X
LJSZIOT,O,X,X,X,O,X,X
LJSZOTI,O,O,X,O,O,X,X
LJSZOIT,O,O,X,X,O,X,X
LJSOTIZ,O,O,X,O,O,X,X
LJSOTZI,X,O,X,O,O,X,X
LJSOITZ,O,O,X,X,O,X,X
LJSOIZT,O,O,X,X,O,X,X
LJSOZTI,O,O,X,O,O,X,X
LJSOZIT,O,O,X,X,O,X,X
LJZTISO,O,O,O,X,X,X,X
LJZTIOS,X,X,O,X,O,X,X
LJZTSIO,O,O,O,X,O,X,X
LJZTSOI,O,O,O,O,O,X,X
LJZTOIS,X,O,O,O,O,X,X
LJZTOSI,X,O,O,O,O,X,X
LJZITSO,X,O,O,X,X,X,X
LJZITOS,X,X,O,X,O,X,X
LJZISTO,O,O,O,X,X,X,X
LJZISOT,O,O,O,X,X,X,X
LJZIOTS,X,X,O,X,O,X,X
LJZIOST,X,X,O,X,X,X,X
LJZSTIO,O,O,O,X,O,X,X
LJZSTOI,O,O,O,O,O,X,X
LJZSITO,O,O,O,X,O,X,X
LJZSIOT,O,O,O,X,O,X,X
LJZSOTI,O,O,O,O,O,X,X
LJZSOIT,O,O,O,X,O,X,X
LJZOTIS,X,O,O,O,O,X,X
LJZOTSI,X,O,O,O,O,X,X
LJZOITS,X,O,O,X,O,X,X
LJZOIST,X,O,O,X,X,X,X
LJZOSTI,X,O,O,O,O,X,X
LJZOSIT,X,O,O,X,O,X,X
LJOTISZ,X,O,X,O,O,X,X
LJOTIZS,X,O,O,O,O,X,X
LJOTSIZ,X,O,X,O,O,X,X
LJOTSZI,X,O,X,O,O,X,X
LJOTZIS,X,O,O,O,O,X,X
LJOTZSI,X,O,O,O,O,X,X
LJOITSZ,X,O,X,X,O,X,X
LJOITZS,X,O,X,X,O,X,X
LJOISTZ,X,O,X,X,O,X,X
LJOISZT,X,O,X,X,O,X,X
LJOIZTS,X,O,O,X,O,X,X
LJOIZST,X,O,O,X,X,X,X
LJOSTIZ,X,O,X,O,O,X,X
LJOSTZI,X,O,X,O,O,X,X
LJOSITZ,X,O,X,X,O,X,X
LJOSIZT,X,O,X,X,O,X,X
LJOSZTI,X,O,X,O,O,X,X
LJOSZIT,X,O,X,X,O,X,X
LJOZTIS,X,O,O,O,O,X,X
LJOZTSI,X,O,O,O,O,X,X
LJOZITS,X,O,O,X,O,X,X
LJOZIST,X,O,O,X,X,X,X
LJOZSTI,X,O,O,O,O,X,X
LJOZSIT,X,O,O,X,O,X,X
LSTIJZO,O,X,X,X,O,O,X
LSTIJOZ,O,X,X,X,O,O,X
LSTIZJO,O,X,O,X,X,O,X
LSTIZOJ,O,X,O,X,X,O,X
LSTIOJZ,O,X,X,X,O,O,X
LSTIOZJ,O,X,O,X,X,O,X
LSTJIZO,O,X,X,X,O,O,X
LSTJIOZ,O,O,X,X,O,O,X
LSTJZIO,O,X,X,X,O,X,X
LSTJZOI,O,O,X,O,O,X,X
LSTJOIZ,O,O,X,O,O,X,X
LSTJOZI,O,O,X,O,O,X,X
LSTZIJO,O,X,O,X,X,O,X
LSTZIOJ,O,X,O,X,X,O,X
LSTZJIO,O,X,O,X,X,X,X
LSTZJOI,O,X,O,X,X,X,O
LSTZOIJ,O,X,O,O,X,X,O
LSTZOJI,O,X,O,O,X,X,O
LSTOIJZ,O,O,X,O,O,O,X
LSTOIZJ,O,X,O,O,X,O,O
LSTOJIZ,O,O,X,O,O,X,X
LSTOJZI,O,O,X,O,O,X,X
LSTOZIJ,O,X,O,O,X,X,O
LSTOZJI,O,X,O,O,X,X,O
LSITJZO,O,X,X,X,O,O,X
LSITJOZ,O,X,X,X,O,O,X
LSITZJO,O,X,O,X,X,O,X
LSITZOJ,O,X,O,X,X,O,X
LSITOJZ,O,X,X,X,O,O,X
LSITOZJ,O,X,O,X,X,O,X
LSIJTZO,O,X,X,X,O,O,X
LSIJTOZ,O,O,X,X,O,O,X
LSIJZTO,O,X,X,X,O,O,X
LSIJZOT,O,X,X,X,O,O,X
LSIJOTZ,O,O,X,X,O,O,X
LSIJOZT,O,O,X,X,O,O,X
