sequence,v115@RhC8DeE8DeD8Jei/IvhFRhBcnBTjBGrBFqBXrB,v115@RhC8DeE8DeD8Jei/IvhFcnBTjBRlBFrBurB3qB,v115@RhC8DeE8DeD8Jex/IvhFlhBcnBTjBqqB/rBmpB,v115@RhC8DeE8DeD8Jei/IvhFxhBTjBFnBGrBfrBUqB,v115@RhC8DeE8DeD8Je2EJvhFxhBTjBXnBUrBCrBFqB,v115@RhC8DeE8DeD8Jex/IvhF8lBCiBTjBXnBVwBmpB,v115@RhC8DeE8DeD8Je2EJvhFSnBTjBRrBfrBUqBlrB
LSIZOTJ,X,X,O,X,O,X,X
LSIZOJT,X,X,O,X,O,X,O
LSIOTJZ,X,X,X,X,X,X,O
LSIOTZJ,X,O,O,X,X,O,X
LSIOJTZ,X,X,X,X,X,X,O
LSIOJZT,X,X,O,X,X,X,O
LSIOZTJ,X,X,O,X,O,X,X
LSIOZJT,X,X,O,X,O,X,O
LSJTIZO,X,X,X,O,X,X,X
LSJTIOZ,X,X,X,O,X,X,X
LSJTZIO,X,X,X,O,X,O,X
LSJTZOI,X,X,X,O,X,O,X
LSJTOIZ,X,X,X,O,X,X,X
LSJTOZI,X,X,X,O,X,O,X
LSJITZO,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,X,O
LSJIZTO,X,X,O,X,X,X,X
LSJIZOT,X,X,O,X,X,X,O
LSJIOTZ,X,X,X,X,X,X,O
LSJIOZT,X,X,O,X,X,X,O
LSJZTIO,O,X,O,X,O,X,X
LSJZTOI,O,X,O,X,O,X,X
LSJZITO,O,X,O,X,O,X,X
LSJZIOT,O,X,O,X,O,X,X
LSJZOTI,O,X,O,X,O,X,X
LSJZOIT,O,X,O,X,O,X,X
LSJOTIZ,X,X,X,O,X,X,X
LSJOTZI,X,X,X,O,X,O,X
LSJOITZ,X,X,X,X,X,X,O
LSJOIZT,X,X,O,X,X,X,O
LSJOZTI,O,X,O,X,O,X,X
LSJOZIT,O,X,O,X,O,X,X
LSZTIJO,X,O,O,X,O,O,X
LSZTIOJ,X,O,O,X,O,O,X
LSZTJIO,X,O,O,X,O,O,X
LSZTJOI,X,O,O,X,O,O,X
LSZTOIJ,X,O,O,X,O,O,X
LSZTOJI,X,O,O,X,O,O,X
LSZITJO,X,X,O,X,O,X,X
LSZITOJ,X,X,O,X,O,X,X
LSZIJTO,X,X,O,X,O,X,X
LSZIJOT,X,X,O,X,O,X,X
LSZIOTJ,X,X,O,X,O,X,X
LSZIOJT,O,X,O,X,O,X,X
LSZJTIO,O,X,O,X,O,X,X
LSZJTOI,O,X,O,X,O,X,X
LSZJITO,O,X,O,X,O,X,X
LSZJIOT,O,X,O,X,O,X,X
LSZJOTI,O,X,O,X,O,X,X
LSZJOIT,O,X,O,X,O,X,X
LSZOTIJ,X,O,O,X,O,O,X
LSZOTJI,X,O,O,X,O,O,X
LSZOITJ,X,X,O,X,O,X,X
LSZOIJT,O,X,O,X,O,X,X
LSZOJTI,O,X,O,X,O,X,X
LSZOJIT,O,X,O,X,O,X,X
LSOTIJZ,X,X,X,X,X,X,X
LSOTIZJ,X,O,O,X,X,O,X
LSOTJIZ,X,X,X,O,X,X,X
LSOTJZI,X,X,X,O,X,O,X
LSOTZIJ,X,O,O,X,X,O,X
LSOTZJI,X,O,O,X,X,O,X
LSOITJZ,X,X,X,X,X,X,O
LSOITZJ,X,O,O,X,X,O,X
LSOIJTZ,X,X,X,X,X,X,O
LSOIJZT,X,X,O,X,X,X,O
LSOIZTJ,X,X,O,X,O,X,X
LSOIZJT,X,X,O,X,O,X,O
LSOJTIZ,X,X,X,O,X,X,X
LSOJTZI,X,X,X,O,X,O,X
LSOJITZ,X,X,X,X,X,X,O
LSOJIZT,X,X,O,X,X,X,O
LSOJZTI,O,X,O,X,O,X,X
LSOJZIT,O,X,O,X,O,X,X
LSOZTIJ,X,O,O,X,O,O,X
LSOZTJI,X,O,O,X,O,O,X
LSOZITJ,X,X,O,X,O,X,X
LSOZIJT,O,X,O,X,O,X,X
LSOZJTI,O,X,O,X,O,X,X
LSOZJIT,O,X,O,X,O,X,X
LZTIJSO,X,O,X,X,X,X,X
LZTIJOS,X,O,X,X,X,X,X
LZTISJO,X,O,O,X,X,X,X
LZTISOJ,X,O,O,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X
LZTIOSJ,X,O,O,X,X,X,X
LZTJISO,O,O,X,O,X,X,X
LZTJIOS,O,O,X,O,X,X,X
LZTJSIO,O,O,X,O,X,X,X
LZTJSOI,O,O,X,O,X,X,X
LZTJOIS,O,O,X,O,X,X,X
LZTJOSI,O,O,X,O,X,X,X
LZTSIJO,X,O,O,X,X,X,X
LZTSIOJ,X,O,O,X,X,X,X
LZTSJIO,X,O,O,X,X,X,X
LZTSJOI,X,O,O,X,X,X,X
LZTSOIJ,X,O,O,X,X,X,X
LZTSOJI,X,O,O,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X
LZTOISJ,X,O,O,X,X,X,X
LZTOJIS,O,O,X,O,X,X,X
LZTOJSI,O,O,X,O,X,X,X
LZTOSIJ,X,O,O,X,X,X,X
LZTOSJI,X,O,O,X,X,X,X
LZITJSO,X,O,X,X,X,X,X
LZITJOS,X,O,X,X,X,X,X
LZITSJO,X,O,O,X,X,X,X
LZITSOJ,X,O,O,X,X,X,X
LZITOJS,O,O,X,X,X,X,X
LZITOSJ,X,O,O,X,X,X,X
LZIJTSO,O,X,X,X,X,X,X
LZIJTOS,O,X,X,X,X,X,X
LZIJSTO,O,X,O,X,X,X,X
LZIJSOT,O,X,O,X,X,X,O
LZIJOTS,O,X,X,X,X,X,X
LZIJOST,O,X,O,X,X,X,O
LZISTJO,X,X,O,X,X,X,X
LZISTOJ,X,X,O,X,X,X,X
LZISJTO,X,X,O,X,X,X,X
LZISJOT,X,X,O,X,X,X,O
LZISOTJ,X,X,O,X,X,X,X
LZISOJT,O,X,O,X,X,X,O
LZIOTJS,O,O,X,X,X,X,X
LZIOTSJ,X,O,O,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X
LZIOJST,O,X,O,X,X,X,O
LZIOSTJ,X,X,O,X,X,X,X
LZIOSJT,O,X,O,X,X,X,O
LZJTISO,O,O,X,O,X,X,X
LZJTIOS,O,O,X,O,X,X,X
LZJTSIO,O,O,X,O,X,X,X
LZJTSOI,O,O,X,O,X,X,X
LZJTOIS,O,O,X,O,X,X,X
LZJTOSI,O,O,X,O,X,X,X
LZJITSO,O,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X
LZJISTO,O,X,O,X,X,X,X
LZJISOT,O,X,O,X,X,X,O
LZJIOTS,O,X,X,X,X,X,X
LZJIOST,O,X,O,X,X,X,O
LZJSTIO,O,X,O,X,O,X,X
LZJSTOI,O,X,O,X,O,X,X
LZJSITO,O,X,O,X,O,X,X
LZJSIOT,O,X,O,X,O,X,X
LZJSOTI,O,X,O,X,O,X,X
LZJSOIT,O,X,O,X,O,X,X
LZJOTIS,O,O,X,O,X,X,X
LZJOTSI,O,O,X,O,X,X,X
LZJOITS,O,X,X,X,X,X,X
LZJOIST,O,X,O,X,X,X,O
LZJOSTI,O,X,O,X,O,X,X
LZJOSIT,O,X,O,X,O,X,X
LZSTIJO,X,O,O,X,O,X,X
LZSTIOJ,X,O,O,X,O,X,X
LZSTJIO,X,O,O,X,O,X,X
LZSTJOI,X,O,O,X,O,X,X
LZSTOIJ,X,O,O,X,O,X,X
LZSTOJI,X,O,O,X,O,X,X
LZSITJO,X,X,O,X,O,X,X
LZSITOJ,X,X,O,X,O,X,X
LZSIJTO,X,X,O,X,O,X,X
LZSIJOT,X,X,O,X,O,X,X
LZSIOTJ,X,X,O,X,O,X,X
LZSIOJT,O,X,O,X,O,X,X
LZSJTIO,O,X,O,X,O,X,X
LZSJTOI,O,X,O,X,O,X,X
LZSJITO,O,X,O,X,O,X,X
LZSJIOT,O,X,O,X,O,X,X
LZSJOTI,O,X,O,X,O,X,X
LZSJOIT,O,X,O,X,O,X,X
LZSOTIJ,X,O,O,X,O,X,X
LZSOTJI,X,O,O,X,O,X,X
LZSOITJ,X,X,O,X,O,X,X
LZSOIJT,O,X,O,X,O,X,X
LZSOJTI,O,X,O,X,O,X,X
LZSOJIT,O,X,O,X,O,X,X
LZOTIJS,O,O,X,X,X,X,X
LZOTISJ,X,O,O,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X
LZOTJSI,O,O,X,O,X,X,X
LZOTSIJ,X,O,O,X,X,X,X
LZOTSJI,X,O,O,X,X,X,X
LZOITJS,O,O,X,X,X,X,X
LZOITSJ,X,O,O,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X
LZOIJST,O,X,O,X,X,X,O
LZOISTJ,X,X,O,X,X,X,X
LZOISJT,O,X,O,X,X,X,O
LZOJTIS,O,O,X,O,X,X,X
LZOJTSI,O,O,X,O,X,X,X
LZOJITS,O,X,X,X,X,X,X
LZOJIST,O,X,O,X,X,X,O
LZOJSTI,O,X,O,X,O,X,X
LZOJSIT,O,X,O,X,O,X,X
LZOSTIJ,X,O,O,X,O,X,X
LZOSTJI,X,O,O,X,O,X,X
LZOSITJ,X,X,O,X,O,X,X
LZOSIJT,O,X,O,X,O,X,X
LZOSJTI,O,X,O,X,O,X,X
LZOSJIT,O,X,O,X,O,X,X
LOTIJSZ,X,X,X,O,X,X,O
LOTIJZS,X,O,X,O,X,X,X
LOTISJZ,X,X,X,X,X,X,O
LOTISZJ,X,O,O,X,X,X,X
LOTIZJS,X,O,X,X,X,X,X
LOTIZSJ,X,O,O,X,X,X,X
LOTJISZ,X,X,X,O,X,X,O
LOTJIZS,X,O,X,O,X,X,X
LOTJSIZ,X,X,X,O,X,X,X
LOTJSZI,X,X,X,O,X,X,X
LOTJZIS,O,O,X,O,X,X,X
LOTJZSI,O,O,X,O,X,X,X
LOTSIJZ,X,X,X,X,X,X,X
LOTSIZJ,X,O,O,X,X,O,X
LOTSJIZ,X,X,X,O,X,X,X
LOTSJZI,X,X,X,O,X,O,X
LOTSZIJ,X,O,O,X,X,O,X
LOTSZJI,X,O,O,X,X,O,X
LOTZIJS,O,O,X,X,X,X,X
LOTZISJ,X,O,O,X,X,O,X
LOTZJIS,O,O,X,O,X,X,X
LOTZJSI,O,O,X,O,X,X,X
LOTZSIJ,X,O,O,X,X,O,X
LOTZSJI,X,O,O,X,X,O,X
LOITJSZ,X,X,X,O,X,X,O
LOITJZS,X,O,X,O,X,X,X
LOITSJZ,X,X,X,X,X,X,O
LOITSZJ,X,O,O,X,X,X,X
LOITZJS,X,O,X,X,X,X,X
LOITZSJ,X,O,O,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,O
LOIJTZS,X,O,X,O,X,X,X
LOIJSTZ,X,X,X,X,X,X,O
LOIJSZT,X,X,O,X,X,X,O
LOIJZTS,O,X,X,X,X,X,X
LOIJZST,O,X,O,X,X,X,O
LOISTJZ,X,X,X,X,X,X,O
LOISTZJ,X,O,O,X,X,X,X
LOISJTZ,X,X,X,X,X,X,O
LOISJZT,X,X,O,X,X,X,O
LOISZTJ,X,X,O,X,X,X,X
LOISZJT,X,X,O,X,X,X,O
LOIZTJS,O,O,X,X,X,X,X
LOIZTSJ,X,O,O,X,X,X,X
LOIZJTS,O,X,X,X,X,X,X
LOIZJST,O,X,O,X,X,X,O
LOIZSTJ,X,X,O,X,X,X,X
LOIZSJT,O,X,O,X,X,X,O
LOJTISZ,X,X,X,O,X,X,O
LOJTIZS,X,O,X,O,X,X,X
LOJTSIZ,X,X,X,O,X,X,X
LOJTSZI,X,X,X,O,X,X,X
LOJTZIS,O,O,X,O,X,X,X
LOJTZSI,O,O,X,O,X,X,X
LOJITSZ,X,X,X,O,X,X,O
LOJITZS,X,O,X,O,X,X,X
LOJISTZ,X,X,X,X,X,X,O
LOJISZT,X,X,O,X,X,X,O
LOJIZTS,O,X,X,X,X,X,X
LOJIZST,O,X,O,X,X,X,O
LOJSTIZ,X,X,X,O,X,X,X
LOJSTZI,X,X,X,O,X,X,X
LOJSITZ,X,X,X,X,X,X,O
LOJSIZT,X,X,O,X,X,X,O
LOJSZTI,O,X,O,X,O,X,X
LOJSZIT,O,X,O,X,O,X,X
LOJZTIS,O,O,X,O,X,X,X
LOJZTSI,O,O,X,O,X,X,X
LOJZITS,O,X,X,X,X,X,X
LOJZIST,O,X,O,X,X,X,O
LOJZSTI,O,X,O,X,O,X,X
LOJZSIT,O,X,O,X,O,X,X
LOSTIJZ,X,X,X,X,X,X,X
LOSTIZJ,X,O,O,X,X,O,X
LOSTJIZ,X,X,X,O,X,X,X
LOSTJZI,X,X,X,O,X,O,X
LOSTZIJ,X,O,O,X,X,O,X
LOSTZJI,X,O,O,X,X,O,X
LOSITJZ,X,X,X,X,X,X,O
LOSITZJ,X,O,O,X,X,O,X
LOSIJTZ,X,X,X,X,X,X,O
LOSIJZT,X,X,O,X,X,X,O
LOSIZTJ,X,X,O,X,O,X,X
LOSIZJT,X,X,O,X,O,X,O
LOSJTIZ,X,X,X,O,X,X,X
LOSJTZI,X,X,X,O,X,O,X
LOSJITZ,X,X,X,X,X,X,O
LOSJIZT,X,X,O,X,X,X,O
LOSJZTI,O,X,O,X,O,X,X
LOSJZIT,O,X,O,X,O,X,X
LOSZTIJ,X,O,O,X,O,O,X
LOSZTJI,X,O,O,X,O,O,X
LOSZITJ,X,X,O,X,O,X,X
LOSZIJT,O,X,O,X,O,X,X
LOSZJTI,O,X,O,X,O,X,X
LOSZJIT,O,X,O,X,O,X,X
LOZTIJS,O,O,X,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X
LOZTJSI,O,O,X,O,X,X,X
LOZTSIJ,X,O,O,X,X,X,X
LOZTSJI,X,O,O,X,X,X,X
LOZITJS,O,O,X,X,X,X,X
LOZITSJ,X,O,O,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X
LOZIJST,O,X,O,X,X,X,O
LOZISTJ,X,X,O,X,X,X,X
LOZISJT,O,X,O,X,X,X,O
LOZJTIS,O,O,X,O,X,X,X
LOZJTSI,O,O,X,O,X,X,X
LOZJITS,O,X,X,X,X,X,X
LOZJIST,O,X,O,X,X,X,O
LOZJSTI,O,X,O,X,O,X,X
LOZJSIT,O,X,O,X,O,X,X
LOZSTIJ,X,O,O,X,O,X,X
LOZSTJI,X,O,O,X,O,X,X
LOZSITJ,X,X,O,X,O,X,X
LOZSIJT,O,X,O,X,O,X,X
LOZSJTI,O,X,O,X,O,X,X
LOZSJIT,O,X,O,X,O,X,X
JTILSZO,X,X,X,O,X,X,X
JTILSOZ,X,X,X,O,X,X,O
JTILZSO,X,O,X,O,X,X,X
JTILZOS,X,O,X,O,X,X,X
JTILOSZ,X,X,X,O,X,X,O
JTILOZS,X,O,X,O,X,X,X
JTISLZO,X,X,X,O,X,X,X
JTISLOZ,X,X,X,O,X,X,O
JTISZLO,X,X,X,O,X,X,X
JTISZOL,X,X,X,O,X,X,X
JTISOLZ,X,X,X,O,X,X,O
JTISOZL,X,X,X,O,X,X,X
JTIZLSO,X,O,X,O,X,X,X
JTIZLOS,X,O,X,O,X,X,X
JTIZSLO,X,O,X,O,X,X,X
JTIZSOL,X,O,X,O,X,X,X
JTIZOLS,X,O,X,O,X,X,X
JTIZOSL,X,O,X,O,X,X,X
JTIOLSZ,X,X,X,O,X,X,O
JTIOLZS,X,O,X,O,X,X,X
JTIOSLZ,X,X,X,O,X,X,O
JTIOSZL,X,X,X,O,X,X,X
JTIOZLS,X,O,X,O,X,X,X
JTIOZSL,X,O,X,O,X,X,X
JTLISZO,X,X,X,O,X,X,X
JTLISOZ,X,X,X,O,X,X,O
JTLIZSO,X,O,X,O,X,X,X
JTLIZOS,X,O,X,O,X,X,X
JTLIOSZ,X,X,X,O,X,X,O
JTLIOZS,X,O,X,O,X,X,X
JTLSIZO,X,X,X,O,X,X,X
JTLSIOZ,X,X,X,O,X,X,X
JTLSZIO,X,X,X,O,X,X,X
JTLSZOI,X,X,X,O,X,X,X
JTLSOIZ,X,X,X,O,X,X,X
JTLSOZI,X,X,X,O,X,X,X
JTLZISO,O,O,X,O,X,X,X
JTLZIOS,O,O,X,O,X,X,X
JTLZSIO,O,O,X,O,X,X,X
JTLZSOI,O,O,X,O,X,X,X
JTLZOIS,O,O,X,O,X,X,X
JTLZOSI,O,O,X,O,X,X,X
JTLOISZ,X,X,X,O,X,X,O
JTLOIZS,X,O,X,O,X,X,X
JTLOSIZ,X,X,X,O,X,X,X
JTLOSZI,X,X,X,O,X,X,X
JTLOZIS,O,O,X,O,X,X,X
JTLOZSI,O,O,X,O,X,X,X
JTSILZO,X,X,X,O,X,X,X
JTSILOZ,X,X,X,O,X,X,X
JTSIZLO,X,X,X,O,X,X,X
JTSIZOL,X,X,X,O,X,X,X
JTSIOLZ,X,X,X,O,X,X,X
JTSIOZL,X,X,X,O,X,X,X
JTSLIZO,X,X,X,O,X,X,X
JTSLIOZ,X,X,X,O,X,X,X
JTSLZIO,X,X,X,O,X,O,X
JTSLZOI,X,X,X,O,X,O,X
JTSLOIZ,X,X,X,O,X,X,X
JTSLOZI,X,X,X,O,X,O,X
JTSZILO,X,X,X,O,O,O,X
JTSZIOL,X,X,X,O,O,O,X
JTSZLIO,X,X,X,O,O,O,X
JTSZLOI,X,X,X,O,O,O,X
JTSZOIL,X,X,X,O,O,O,X
JTSZOLI,X,X,X,O,O,O,X
JTSOILZ,X,X,X,O,X,X,X
JTSOIZL,X,X,X,O,X,X,X
JTSOLIZ,X,X,X,O,X,X,X
JTSOLZI,X,X,X,O,X,O,X
JTSOZIL,X,X,X,O,O,O,X
JTSOZLI,X,X,X,O,O,O,X
JTZILSO,O,O,X,O,X,X,X
JTZILOS,O,O,X,O,X,X,X
JTZISLO,O,O,X,O,X,O,X
JTZISOL,O,O,X,O,X,O,X
JTZIOLS,O,O,X,O,X,X,X
JTZIOSL,O,O,X,O,X,O,X
JTZLISO,O,O,X,O,X,X,X
JTZLIOS,O,O,X,O,X,X,X
JTZLSIO,O,O,X,O,X,X,X
JTZLSOI,O,O,X,O,X,X,X
JTZLOIS,O,O,X,O,X,X,X
JTZLOSI,O,O,X,O,X,X,X
JTZSILO,O,O,X,O,O,O,X
JTZSIOL,O,O,X,O,O,O,X
JTZSLIO,O,O,X,O,O,O,X
JTZSLOI,O,O,X,O,O,O,X
JTZSOIL,O,O,X,O,O,O,X
JTZSOLI,O,O,X,O,O,O,X
JTZOILS,O,O,X,O,X,X,X
JTZOISL,O,O,X,O,X,O,X
JTZOLIS,O,O,X,O,X,X,X
JTZOLSI,O,O,X,O,X,X,X
JTZOSIL,O,O,X,O,O,O,X
JTZOSLI,O,O,X,O,O,O,X
JTOILSZ,X,X,X,O,X,X,O
JTOILZS,X,O,X,O,X,X,X
JTOISLZ,X,X,X,O,X,X,O
JTOISZL,X,X,X,O,X,X,X
JTOIZLS,X,O,X,O,X,X,X
JTOIZSL,X,O,X,O,X,X,X
JTOLISZ,X,X,X,O,X,X,O
JTOLIZS,X,O,X,O,X,X,X
JTOLSIZ,X,X,X,O,X,X,X
JTOLSZI,X,X,X,O,X,X,X
JTOLZIS,O,O,X,O,X,X,X
JTOLZSI,O,O,X,O,X,X,X
JTOSILZ,X,X,X,O,X,X,X
JTOSIZL,X,X,X,O,X,X,X
JTOSLIZ,X,X,X,O,X,X,X
JTOSLZI,X,X,X,O,X,O,X
JTOSZIL,X,X,X,O,O,O,X
JTOSZLI,X,X,X,O,O,O,X
JTOZILS,O,O,X,O,X,X,X
JTOZISL,O,O,X,O,X,O,X
JTOZLIS,O,O,X,O,X,X,X
JTOZLSI,O,O,X,O,X,X,X
JTOZSIL,O,O,X,O,O,O,X
JTOZSLI,O,O,X,O,O,O,X
JITLSZO,X,X,X,O,X,X,X
JITLSOZ,X,X,X,O,X,X,O
JITLZSO,X,O,X,O,X,X,X
JITLZOS,X,O,X,O,X,X,X
JITLOSZ,X,X,X,O,X,X,O
JITLOZS,X,O,X,O,X,X,X
JITSLZO,X,X,X,O,X,X,X
JITSLOZ,X,X,X,O,X,X,O
JITSZLO,X,X,X,O,X,X,X
JITSZOL,X,X,X,O,X,X,X
JITSOLZ,X,X,X,O,X,X,O
JITSOZL,X,X,X,O,X,X,X
JITZLSO,X,O,X,O,X,X,X
JITZLOS,X,O,X,O,X,X,X
JITZSLO,X,O,X,O,X,X,X
JITZSOL,X,O,X,O,X,X,X
JITZOLS,X,O,X,O,X,X,X
JITZOSL,X,O,X,O,X,X,X
JITOLSZ,X,X,X,O,X,X,O
JITOLZS,X,O,X,O,X,X,X
JITOSLZ,X,X,X,O,X,X,O
JITOSZL,X,X,X,O,X,X,X
JITOZLS,X,O,X,O,X,X,X
JITOZSL,X,O,X,O,X,X,X
JILTSZO,X,X,X,O,X,X,X
JILTSOZ,X,X,X,O,X,X,O
JILTZSO,X,O,X,O,X,X,X
JILTZOS,X,O,X,O,X,X,X
JILTOSZ,X,X,X,O,X,X,O
JILTOZS,X,O,X,O,X,X,X
JILSTZO,X,X,X,X,X,X,X
JILSTOZ,X,X,X,X,X,X,O
JILSZTO,X,X,X,X,X,X,X
JILSZOT,X,X,X,X,X,X,O
JILSOTZ,X,X,X,X,X,X,O
JILSOZT,X,X,X,X,X,X,O
JILZTSO,O,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X
JILZSTO,O,X,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,O
JILZOTS,O,X,X,X,X,X,X
JILZOST,O,X,X,X,X,X,O
JILOTSZ,X,X,X,O,X,X,O
JILOTZS,X,O,X,O,X,X,X
JILOSTZ,X,X,X,X,X,X,O
JILOSZT,X,X,X,X,X,X,O
JILOZTS,O,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,O
JISTLZO,X,X,X,X,X,X,X
JISTLOZ,X,X,X,X,X,X,O
JISTZLO,X,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,X,X
JISTOLZ,X,X,X,X,X,X,O
JISTOZL,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,X,X,X
JISLTOZ,X,X,X,X,X,X,O
JISLZTO,X,X,X,X,X,X,X
JISLZOT,X,X,X,X,X,X,O
JISLOTZ,X,X,X,X,X,X,O
JISLOZT,X,X,X,X,X,X,O
JISZTLO,X,X,X,X,O,X,X
JISZTOL,X,X,X,X,O,X,X
JISZLTO,X,X,X,X,O,X,X
JISZLOT,X,X,X,X,O,X,O
JISZOTL,X,X,X,X,O,X,X
JISZOLT,X,X,X,X,O,X,O
JISOTLZ,X,X,X,X,X,X,O
JISOTZL,X,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,X,O
JISOLZT,X,X,X,X,X,X,O
JISOZTL,X,X,X,X,O,X,X
JISOZLT,X,X,X,X,O,X,O
JIZTLSO,O,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X
JIZTSOL,O,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X
JIZLTSO,O,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X
JIZLSTO,O,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,O
JIZLOTS,O,X,X,X,X,X,X
JIZLOST,O,X,X,X,X,X,O
JIZSTLO,O,X,X,X,O,X,X
JIZSTOL,O,X,X,X,O,X,X
JIZSLTO,O,X,X,X,O,X,X
JIZSLOT,O,X,X,X,O,X,O
JIZSOTL,O,X,X,X,O,X,X
JIZSOLT,O,X,X,X,O,X,O
JIZOTLS,O,X,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,O
JIZOSTL,O,X,X,X,O,X,X
JIZOSLT,O,X,X,X,O,X,O
JIOTLSZ,X,X,X,O,X,X,O
JIOTLZS,X,O,X,O,X,X,X
JIOTSLZ,X,X,X,O,X,X,O
JIOTSZL,X,X,X,O,X,X,X
JIOTZLS,X,O,X,O,X,X,X
JIOTZSL,X,O,X,O,X,X,X
JIOLTSZ,X,X,X,O,X,X,O
JIOLTZS,X,O,X,O,X,X,X
JIOLSTZ,X,X,X,X,X,X,O
JIOLSZT,X,X,X,X,X,X,O
JIOLZTS,O,X,X,X,X,X,X
JIOLZST,O,X,X,X,X,X,O
JIOSTLZ,X,X,X,X,X,X,O
JIOSTZL,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,O
JIOSLZT,X,X,X,X,X,X,O
JIOSZTL,X,X,X,X,O,X,X
JIOSZLT,X,X,X,X,O,X,O
JIOZTLS,O,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X
JIOZLTS,O,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,O
JIOZSTL,O,X,X,X,O,X,X
JIOZSLT,O,X,X,X,O,X,O
JLTISZO,X,X,X,O,X,X,X
JLTISOZ,X,X,X,O,X,X,O
JLTIZSO,X,O,X,O,X,X,X
JLTIZOS,X,O,X,O,X,X,X
JLTIOSZ,X,X,X,O,X,X,O
JLTIOZS,X,O,X,O,X,X,X
JLTSIZO,X,X,X,O,X,X,X
JLTSIOZ,X,X,X,O,X,X,X
JLTSZIO,X,X,X,O,X,X,X
JLTSZOI,X,X,X,O,X,X,X
JLTSOIZ,X,X,X,O,X,X,X
JLTSOZI,X,X,X,O,X,X,X
JLTZISO,O,O,X,O,X,X,X
JLTZIOS,O,O,X,O,X,X,X
JLTZSIO,O,O,X,O,X,X,X
JLTZSOI,O,O,X,O,X,X,X
JLTZOIS,O,O,X,O,X,X,X
JLTZOSI,O,O,X,O,X,X,X
JLTOISZ,X,X,X,O,X,X,O
JLTOIZS,X,O,X,O,X,X,X
JLTOSIZ,X,X,X,O,X,X,X
JLTOSZI,X,X,X,O,X,X,X
JLTOZIS,O,O,X,O,X,X,X
JLTOZSI,O,O,X,O,X,X,X
JLITSZO,X,X,X,O,X,X,X
JLITSOZ,X,X,X,O,X,X,O
JLITZSO,X,O,X,O,X,X,X
JLITZOS,X,O,X,O,X,X,X
JLITOSZ,X,X,X,O,X,X,O
JLITOZS,X,O,X,O,X,X,X
JLISTZO,X,X,X,X,X,X,X
JLISTOZ,X,X,X,X,X,X,O
JLISZTO,X,X,O,X,X,X,X
JLISZOT,X,X,O,X,X,X,O
JLISOTZ,X,X,X,X,X,X,O
JLISOZT,X,X,O,X,X,X,O
JLIZTSO,O,X,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X
JLIZSTO,O,X,O,X,X,X,X
JLIZSOT,O,X,O,X,X,X,O
JLIZOTS,O,X,X,X,X,X,X
JLIZOST,O,X,O,X,X,X,O
JLIOTSZ,X,X,X,O,X,X,O
JLIOTZS,X,O,X,O,X,X,X
JLIOSTZ,X,X,X,X,X,X,O
JLIOSZT,X,X,O,X,X,X,O
JLIOZTS,O,X,X,X,X,X,X
JLIOZST,O,X,O,X,X,X,O
JLSTIZO,X,X,X,O,X,X,X
JLSTIOZ,X,X,X,O,X,X,X
JLSTZIO,X,X,X,O,X,X,X
JLSTZOI,X,X,X,O,X,X,X
JLSTOIZ,X,X,X,O,X,X,X
JLSTOZI,X,X,X,O,X,X,X
JLSITZO,X,X,X,X,X,X,X
JLSITOZ,X,X,X,X,X,X,O
JLSIZTO,X,X,O,X,X,X,X
JLSIZOT,X,X,O,X,X,X,O
JLSIOTZ,X,X,X,X,X,X,O
JLSIOZT,X,X,O,X,X,X,O
JLSZTIO,O,X,O,X,O,X,X
JLSZTOI,O,X,O,X,O,X,X
JLSZITO,O,X,O,X,O,X,X
JLSZIOT,O,X,O,X,O,X,X
JLSZOTI,O,X,O,X,O,X,X
