sequence,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jei/IvhF5l?BlhBziBcpBeqB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBziBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jex/IvhFlh?BziB0kB6qB2uB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je0/IvhF6l?BlhB2pBznB3sBxuB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBznBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je5FJvhFlh?BziBmkB0pB3sBipB
ZJSLOIT,O,X,O,X,X,O
ZJSOTIL,O,X,O,X,X,O
ZJSOTLI,O,X,O,X,X,O
ZJSOITL,O,X,O,X,X,O
ZJSOILT,O,X,O,X,X,O
ZJSOLTI,O,X,O,X,X,O
ZJSOLIT,O,X,O,X,X,O
ZJOTILS,O,X,X,X,X,X
ZJOTISL,O,X,O,X,X,O
ZJOTLIS,O,X,O,X,X,X
ZJOTLSI,O,X,O,X,X,X
ZJOTSIL,O,X,O,X,X,O
ZJOTSLI,O,X,O,X,X,O
ZJOITLS,O,X,X,X,X,X
ZJOITSL,O,X,O,X,X,O
ZJOILTS,O,X,X,X,X,X
ZJOILST,O,X,X,X,X,X
ZJOISTL,O,X,O,X,X,O
ZJOISLT,O,X,O,X,X,O
ZJOLTIS,O,X,O,X,X,X
ZJOLTSI,O,X,O,X,X,X
ZJOLITS,O,X,O,X,X,X
ZJOLIST,O,X,O,X,X,X
ZJOLSTI,O,X,O,X,X,X
ZJOLSIT,O,X,O,X,X,X
ZJOSTIL,O,X,O,X,X,O
ZJOSTLI,O,X,O,X,X,O
ZJOSITL,O,X,O,X,X,O
ZJOSILT,O,X,O,X,X,O
ZJOSLTI,O,X,O,X,X,O
ZJOSLIT,O,X,O,X,X,O
ZSTILJO,O,O,X,X,X,O
ZSTILOJ,O,O,X,X,X,O
ZSTIJLO,O,X,X,X,X,O
ZSTIJOL,O,X,X,X,X,O
ZSTIOLJ,O,O,X,X,X,O
ZSTIOJL,O,X,X,X,X,O
ZSTLIJO,O,O,X,X,X,O
ZSTLIOJ,O,O,O,X,X,O
ZSTLJIO,O,O,O,X,X,O
ZSTLJOI,O,O,O,X,X,O
ZSTLOIJ,O,O,O,X,X,O
ZSTLOJI,O,O,O,X,X,O
ZSTJILO,O,X,O,X,X,O
ZSTJIOL,O,X,O,X,X,O
ZSTJLIO,O,X,O,X,X,O
ZSTJLOI,O,X,O,X,X,O
ZSTJOIL,O,X,O,X,X,O
ZSTJOLI,O,X,O,X,X,O
ZSTOILJ,O,O,X,X,X,O
ZSTOIJL,O,X,X,X,X,O
ZSTOLIJ,O,O,O,X,X,O
ZSTOLJI,O,O,O,X,X,O
ZSTOJIL,O,X,O,X,X,O
ZSTOJLI,O,X,O,X,X,O
ZSITLJO,O,O,X,X,X,O
ZSITLOJ,O,O,X,X,X,O
ZSITJLO,O,X,X,X,X,O
ZSITJOL,O,X,X,X,X,O
ZSITOLJ,O,O,X,X,X,O
ZSITOJL,O,X,X,X,X,O
ZSILTJO,O,O,X,X,X,O
ZSILTOJ,O,O,X,X,X,O
ZSILJTO,O,O,X,X,X,O
ZSILJOT,O,O,X,X,X,O
ZSILOTJ,O,O,X,X,X,O
ZSILOJT,O,O,X,X,X,O
ZSIJTLO,O,X,X,X,X,O
ZSIJTOL,O,X,X,X,X,O
ZSIJLTO,O,X,X,X,X,O
ZSIJLOT,O,X,X,X,X,O
ZSIJOTL,O,X,X,X,X,O
ZSIJOLT,O,X,X,X,X,O
ZSIOTLJ,O,O,X,X,X,O
ZSIOTJL,O,X,X,X,X,O
ZSIOLTJ,O,O,X,X,X,O
ZSIOLJT,O,O,X,X,X,O
ZSIOJTL,O,X,X,X,X,O
ZSIOJLT,O,X,X,X,X,O
ZSLTIJO,O,O,X,X,X,O
ZSLTIOJ,O,O,O,X,X,O
ZSLTJIO,O,O,O,X,X,O
ZSLTJOI,O,O,O,X,X,O
ZSLTOIJ,O,O,O,X,X,O
ZSLTOJI,O,O,O,X,X,O
ZSLITJO,O,O,X,X,X,O
ZSLITOJ,O,O,O,X,X,O
ZSLIJTO,O,O,X,X,X,O
ZSLIJOT,O,O,X,X,X,O
ZSLIOTJ,O,O,O,X,X,O
ZSLIOJT,O,O,X,X,X,O
ZSLJTIO,O,O,O,X,X,O
ZSLJTOI,O,O,O,X,X,O
ZSLJITO,O,O,O,X,X,O
ZSLJIOT,O,O,O,X,X,O
ZSLJOTI,O,O,O,X,X,O
ZSLJOIT,O,O,O,X,X,O
ZSLOTIJ,O,O,O,X,X,O
ZSLOTJI,O,O,O,X,X,O
ZSLOITJ,O,O,O,X,X,O
ZSLOIJT,O,O,X,X,X,O
ZSLOJTI,O,O,O,X,X,O
ZSLOJIT,O,O,O,X,X,O
ZSJTILO,O,X,O,X,X,O
ZSJTIOL,O,X,O,X,X,O
ZSJTLIO,O,X,O,X,X,O
ZSJTLOI,O,X,O,X,X,O
ZSJTOIL,O,X,O,X,X,O
ZSJTOLI,O,X,O,X,X,O
ZSJITLO,O,X,O,X,X,O
ZSJITOL,O,X,O,X,X,O
ZSJILTO,O,X,O,X,X,O
ZSJILOT,O,X,O,X,X,O
ZSJIOTL,O,X,O,X,X,O
ZSJIOLT,O,X,O,X,X,O
ZSJLTIO,O,X,O,X,X,O
ZSJLTOI,O,X,O,X,X,O
ZSJLITO,O,X,O,X,X,O
ZSJLIOT,O,X,O,X,X,O
ZSJLOTI,O,X,O,X,X,O
ZSJLOIT,O,X,O,X,X,O
ZSJOTIL,O,X,O,X,X,O
ZSJOTLI,O,X,O,X,X,O
ZSJOITL,O,X,O,X,X,O
ZSJOILT,O,X,O,X,X,O
ZSJOLTI,O,X,O,X,X,O
ZSJOLIT,O,X,O,X,X,O
ZSOTILJ,O,O,X,X,X,O
ZSOTIJL,O,X,X,X,X,O
ZSOTLIJ,O,O,O,X,X,O
ZSOTLJI,O,O,O,X,X,O
ZSOTJIL,O,X,O,X,X,O
ZSOTJLI,O,X,O,X,X,O
ZSOITLJ,O,O,X,X,X,O
ZSOITJL,O,X,X,X,X,O
ZSOILTJ,O,O,X,X,X,O
ZSOILJT,O,O,X,X,X,O
ZSOIJTL,O,X,X,X,X,O
ZSOIJLT,O,X,X,X,X,O
ZSOLTIJ,O,O,O,X,X,O
ZSOLTJI,O,O,O,X,X,O
ZSOLITJ,O,O,O,X,X,O
ZSOLIJT,O,O,X,X,X,O
ZSOLJTI,O,O,O,X,X,O
ZSOLJIT,O,O,O,X,X,O
ZSOJTIL,O,X,O,X,X,O
ZSOJTLI,O,X,O,X,X,O
ZSOJITL,O,X,O,X,X,O
ZSOJILT,O,X,O,X,X,O
ZSOJLTI,O,X,O,X,X,O
ZSOJLIT,O,X,O,X,X,O
ZOTILJS,X,X,X,O,O,X
ZOTILSJ,X,X,X,X,O,X
ZOTIJLS,X,X,X,O,X,X
ZOTIJSL,X,X,X,O,X,O
ZOTISLJ,X,X,X,X,X,O
ZOTISJL,X,X,X,X,X,O
ZOTLIJS,X,X,X,X,O,X
ZOTLISJ,X,X,X,X,O,X
ZOTLJIS,O,X,X,X,O,X
ZOTLJSI,O,X,X,X,O,X
ZOTLSIJ,O,X,X,X,O,X
ZOTLSJI,O,X,X,X,O,X
ZOTJILS,O,X,X,X,X,X
ZOTJISL,O,X,X,X,X,O
ZOTJLIS,O,X,X,X,X,X
ZOTJLSI,O,X,X,X,X,X
ZOTJSIL,O,X,X,X,X,O
ZOTJSLI,O,X,X,X,X,O
ZOTSILJ,O,X,X,X,X,O
ZOTSIJL,O,X,X,X,X,O
ZOTSLIJ,O,X,X,X,X,O
ZOTSLJI,O,X,X,X,X,O
ZOTSJIL,O,X,X,X,X,O
ZOTSJLI,O,X,X,X,X,O
ZOITLJS,X,X,X,O,O,X
ZOITLSJ,X,X,X,X,O,X
ZOITJLS,X,X,X,O,X,X
ZOITJSL,X,X,X,O,X,O
ZOITSLJ,X,X,X,X,X,O
ZOITSJL,X,X,X,X,X,O
ZOILTJS,X,X,X,O,O,X
ZOILTSJ,X,X,X,X,O,X
ZOILJTS,X,X,X,O,O,X
ZOILJST,X,X,X,O,O,X
ZOILSTJ,X,X,X,X,O,X
ZOILSJT,X,X,X,X,O,X
ZOIJTLS,X,X,X,O,X,X
ZOIJTSL,X,X,X,O,X,O
ZOIJLTS,X,X,X,O,X,X
ZOIJLST,X,X,X,O,X,X
ZOIJSTL,X,X,X,O,X,O
ZOIJSLT,X,X,X,O,X,O
ZOISTLJ,X,X,X,X,X,O
ZOISTJL,X,X,X,X,X,O
ZOISLTJ,X,X,X,X,X,O
ZOISLJT,X,X,X,X,X,O
ZOISJTL,X,X,X,X,X,O
ZOISJLT,X,X,X,X,X,O
ZOLTIJS,X,X,X,X,O,X
ZOLTISJ,X,X,X,X,O,X
ZOLTJIS,O,X,X,X,O,X
ZOLTJSI,O,X,X,X,O,X
ZOLTSIJ,O,X,X,X,O,X
ZOLTSJI,O,X,X,X,O,X
ZOLITJS,X,X,X,X,O,X
ZOLITSJ,X,X,X,X,O,X
ZOLIJTS,X,X,X,X,O,X
ZOLIJST,X,X,X,X,O,X
ZOLISTJ,X,X,X,X,O,X
ZOLISJT,X,X,X,X,O,X
ZOLJTIS,O,X,X,X,O,X
ZOLJTSI,O,X,X,X,O,X
ZOLJITS,O,X,X,X,O,X
ZOLJIST,O,X,X,X,O,X
ZOLJSTI,O,X,X,X,O,X
ZOLJSIT,O,X,X,X,O,X
ZOLSTIJ,O,X,X,X,O,X
ZOLSTJI,O,X,X,X,O,X
ZOLSITJ,O,X,X,X,O,X
ZOLSIJT,O,X,X,X,O,X
ZOLSJTI,O,X,X,X,O,X
ZOLSJIT,O,X,X,X,O,X
ZOJTILS,O,X,X,X,X,X
ZOJTISL,O,X,X,X,X,O
ZOJTLIS,O,X,X,X,X,X
ZOJTLSI,O,X,X,X,X,X
ZOJTSIL,O,X,X,X,X,O
ZOJTSLI,O,X,X,X,X,O
ZOJITLS,O,X,X,X,X,X
ZOJITSL,O,X,X,X,X,O
ZOJILTS,O,X,X,X,X,X
ZOJILST,O,X,X,X,X,X
ZOJISTL,O,X,X,X,X,O
ZOJISLT,O,X,X,X,X,O
ZOJLTIS,O,X,X,X,X,X
ZOJLTSI,O,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X
ZOJLIST,O,X,X,X,X,X
ZOJLSTI,O,X,X,X,X,X
ZOJLSIT,O,X,X,X,X,X
ZOJSTIL,O,X,X,X,X,O
ZOJSTLI,O,X,X,X,X,O
ZOJSITL,O,X,X,X,X,O
ZOJSILT,O,X,X,X,X,O
ZOJSLTI,O,X,X,X,X,O
ZOJSLIT,O,X,X,X,X,O
ZOSTILJ,O,X,X,X,X,O
ZOSTIJL,O,X,X,X,X,O
ZOSTLIJ,O,X,X,X,X,O
ZOSTLJI,O,X,X,X,X,O
ZOSTJIL,O,X,X,X,X,O
ZOSTJLI,O,X,X,X,X,O
ZOSITLJ,O,X,X,X,X,O
ZOSITJL,O,X,X,X,X,O
ZOSILTJ,O,X,X,X,X,O
ZOSILJT,O,X,X,X,X,O
ZOSIJTL,O,X,X,X,X,O
ZOSIJLT,O,X,X,X,X,O
ZOSLTIJ,O,X,X,X,X,O
ZOSLTJI,O,X,X,X,X,O
ZOSLITJ,O,X,X,X,X,O
ZOSLIJT,O,X,X,X,X,O
ZOSLJTI,O,X,X,X,X,O
ZOSLJIT,O,X,X,X,X,O
ZOSJTIL,O,X,X,X,X,O
ZOSJTLI,O,X,X,X,X,O
ZOSJITL,O,X,X,X,X,O
ZOSJILT,O,X,X,X,X,O
ZOSJLTI,O,X,X,X,X,O
ZOSJLIT,O,X,X,X,X,O
OTILJSZ,X,X,X,O,X,X
OTILJZS,X,X,X,O,O,X
OTILSJZ,X,O,X,O,X,X
OTILSZJ,X,O,X,X,O,X
OTILZJS,X,O,X,O,O,X
OTILZSJ,X,O,X,X,O,X
OTIJLSZ,X,X,X,O,X,X
OTIJLZS,X,X,X,O,O,X
OTIJSLZ,O,X,X,O,X,X
OTIJSZL,O,X,X,O,X,X
OTIJZLS,O,X,X,O,X,X
OTIJZSL,O,X,X,O,X,X
OTISLJZ,O,O,X,O,X,X
OTISLZJ,X,O,X,X,O,O
OTISJLZ,O,O,X,O,X,X
OTISJZL,O,X,X,O,X,O
OTISZLJ,X,O,X,X,X,O
OTISZJL,O,X,X,X,X,O
OTIZLJS,X,X,X,O,O,X
OTIZLSJ,X,X,X,X,O,X
OTIZJLS,X,X,X,O,X,X
OTIZJSL,X,X,X,O,X,O
OTIZSLJ,X,X,X,X,X,O
OTIZSJL,X,X,X,X,X,O
OTLIJSZ,X,X,X,O,X,X
OTLIJZS,X,X,X,O,O,X
OTLISJZ,X,O,O,O,X,X
OTLISZJ,X,O,O,X,O,X
OTLIZJS,X,O,X,O,O,X
OTLIZSJ,X,O,X,X,O,X
OTLJISZ,X,X,O,X,X,X
OTLJIZS,X,X,X,X,O,X
OTLJSIZ,X,X,O,X,X,X
OTLJSZI,X,X,O,X,X,X
OTLJZIS,X,X,O,X,O,X
OTLJZSI,X,X,O,X,O,X
OTLSIJZ,X,O,O,X,X,X
OTLSIZJ,X,O,O,X,O,X
OTLSJIZ,X,O,O,X,X,X
OTLSJZI,X,O,O,X,X,X
OTLSZIJ,X,O,O,X,O,X
OTLSZJI,X,O,O,X,O,X
OTLZIJS,X,O,X,X,O,X
OTLZISJ,X,O,X,X,O,X
OTLZJIS,X,O,X,X,O,X
OTLZJSI,X,O,X,X,O,X
OTLZSIJ,X,O,X,X,O,X
OTLZSJI,X,O,X,X,O,X
OTJILSZ,X,X,X,O,X,X
OTJILZS,X,X,X,O,O,X
OTJISLZ,O,X,X,O,X,X
OTJISZL,O,X,X,O,X,X
OTJIZLS,O,X,X,O,X,X
OTJIZSL,O,X,X,O,X,X
OTJLISZ,X,X,O,X,X,X
OTJLIZS,X,X,X,X,O,X
OTJLSIZ,X,X,O,X,X,X
OTJLSZI,X,X,O,X,X,X
OTJLZIS,X,X,O,X,O,X
OTJLZSI,X,X,O,X,O,X
OTJSILZ,O,X,O,X,X,X
OTJSIZL,O,X,O,X,X,X
OTJSLIZ,O,X,O,X,X,X
OTJSLZI,O,X,O,X,X,X
OTJSZIL,O,X,O,X,X,X
OTJSZLI,O,X,O,X,X,X
OTJZILS,O,X,X,X,X,X
OTJZISL,O,X,O,X,X,X
OTJZLIS,O,X,O,X,X,X
OTJZLSI,O,X,O,X,X,X
OTJZSIL,O,X,O,X,X,X
OTJZSLI,O,X,O,X,X,X
OTSILJZ,O,O,O,O,X,X
OTSILZJ,X,O,O,X,O,O
OTSIJLZ,O,O,O,O,X,X
OTSIJZL,O,X,O,O,X,O
OTSIZLJ,O,O,X,X,X,O
OTSIZJL,O,X,X,X,X,O
OTSLIJZ,O,O,O,X,X,X
OTSLIZJ,X,O,O,X,O,O
OTSLJIZ,O,O,O,X,X,X
OTSLJZI,O,O,O,X,X,X
OTSLZIJ,O,O,O,X,O,O
OTSLZJI,O,O,O,X,O,O
OTSJILZ,O,O,O,X,X,X
OTSJIZL,O,X,O,X,X,O
OTSJLIZ,O,O,O,X,X,X
OTSJLZI,O,O,O,X,X,X
OTSJZIL,O,X,O,X,X,O
OTSJZLI,O,X,O,X,X,O
OTSZILJ,O,O,X,X,X,O
OTSZIJL,O,X,X,X,X,O
OTSZLIJ,O,O,O,X,X,O
OTSZLJI,O,O,O,X,X,O
OTSZJIL,O,X,O,X,X,O
OTSZJLI,O,X,O,X,X,O
OTZILJS,X,X,X,O,O,X
OTZILSJ,X,X,X,X,O,X
OTZIJLS,X,X,X,O,X,X
OTZIJSL,X,X,X,O,X,O
OTZISLJ,X,X,X,X,X,O
OTZISJL,X,X,X,X,X,O
OTZLIJS,X,X,X,X,O,X
OTZLISJ,X,X,X,X,O,X
OTZLJIS,O,X,X,X,O,X
OTZLJSI,O,X,X,X,O,X
OTZLSIJ,O,X,X,X,O,X
OTZLSJI,O,X,X,X,O,X
OTZJILS,O,X,X,X,X,X
OTZJISL,O,X,X,X,X,O
OTZJLIS,O,X,X,X,X,X
OTZJLSI,O,X,X,X,X,X
OTZJSIL,O,X,X,X,X,O
OTZJSLI,O,X,X,X,X,O
OTZSILJ,O,X,X,X,X,O
OTZSIJL,O,X,X,X,X,O
OTZSLIJ,O,X,X,X,X,O
OTZSLJI,O,X,X,X,X,O
OTZSJIL,O,X,X,X,X,O
OTZSJLI,O,X,X,X,X,O
OITLJSZ,X,X,X,O,X,X
OITLJZS,X,X,X,O,O,X
OITLSJZ,X,O,X,O,X,X
OITLSZJ,X,O,X,X,O,X
OITLZJS,X,O,X,O,O,X
OITLZSJ,X,O,X,X,O,X
OITJLSZ,X,X,X,O,X,X
OITJLZS,X,X,X,O,O,X
OITJSLZ,O,X,X,O,X,X
OITJSZL,O,X,X,O,X,X
OITJZLS,O,X,X,O,X,X
OITJZSL,O,X,X,O,X,X
OITSLJZ,O,O,X,O,X,X
OITSLZJ,X,O,X,X,O,O
OITSJLZ,O,O,X,O,X,X
OITSJZL,O,X,X,O,X,O
OITSZLJ,X,O,X,X,X,O
OITSZJL,O,X,X,X,X,O
OITZLJS,X,X,X,O,O,X
OITZLSJ,X,X,X,X,O,X
OITZJLS,X,X,X,O,X,X
OITZJSL,X,X,X,O,X,O
OITZSLJ,X,X,X,X,X,O
OITZSJL,X,X,X,X,X,O
OILTJSZ,X,X,X,O,X,X
OILTJZS,X,X,X,O,O,X
OILTSJZ,X,O,X,O,X,X
OILTSZJ,X,O,X,X,O,X
OILTZJS,X,O,X,O,O,X
OILTZSJ,X,O,X,X,O,X
OILJTSZ,X,X,X,O,X,X
OILJTZS,X,X,X,O,O,X
OILJSTZ,X,X,X,O,X,X
OILJSZT,X,X,X,O,X,X
OILJZTS,X,X,X,O,O,X
OILJZST,X,X,X,O,O,X
OILSTJZ,X,O,X,O,X,X
OILSTZJ,X,O,X,X,O,X
OILSJTZ,X,O,X,O,X,X
OILSJZT,X,O,X,O,X,X
OILSZTJ,X,O,X,X,O,X
OILSZJT,X,O,X,X,O,X
OILZTJS,X,O,X,O,O,X
OILZTSJ,X,O,X,X,O,X
OILZJTS,X,O,X,O,O,X
OILZJST,X,O,X,O,O,X
OILZSTJ,X,O,X,X,O,X
OILZSJT,X,O,X,X,O,X
OIJTLSZ,X,X,X,O,X,X
OIJTLZS,X,X,X,O,O,X
OIJTSLZ,O,X,X,O,X,X
OIJTSZL,O,X,X,O,X,X
OIJTZLS,O,X,X,O,X,X
OIJTZSL,O,X,X,O,X,X
OIJLTSZ,X,X,X,O,X,X
OIJLTZS,X,X,X,O,O,X
OIJLSTZ,X,X,X,O,X,X
OIJLSZT,X,X,X,O,X,X
OIJLZTS,X,X,X,O,O,X
OIJLZST,X,X,X,O,O,X
OIJSTLZ,O,X,X,O,X,X
OIJSTZL,O,X,X,O,X,X
OIJSLTZ,O,X,X,O,X,X
OIJSLZT,O,X,X,O,X,X
OIJSZTL,O,X,X,O,X,X
OIJSZLT,O,X,X,O,X,X
OIJZTLS,O,X,X,O,X,X
OIJZTSL,O,X,X,O,X,X
OIJZLTS,O,X,X,O,X,X
OIJZLST,O,X,X,O,X,X
OIJZSTL,O,X,X,O,X,X
OIJZSLT,O,X,X,O,X,X
OISTLJZ,O,O,X,O,X,X
OISTLZJ,X,O,X,X,O,O
OISTJLZ,O,O,X,O,X,X
OISTJZL,O,X,X,O,X,O
OISTZLJ,X,O,X,X,X,O
OISTZJL,O,X,X,X,X,O
OISLTJZ,O,O,X,O,X,X
OISLTZJ,X,O,X,X,O,O
OISLJTZ,O,O,X,O,X,X
OISLJZT,O,O,X,O,X,X
OISLZTJ,X,O,X,X,O,O
OISLZJT,X,O,X,X,O,O
OISJTLZ,O,O,X,O,X,X
OISJTZL,O,X,X,O,X,O
OISJLTZ,O,O,X,O,X,X
OISJLZT,O,O,X,O,X,X
OISJZTL,O,X,X,O,X,O
OISJZLT,O,X,X,O,X,O
OISZTLJ,X,O,X,X,X,O
OISZTJL,O,X,X,X,X,O
OISZLTJ,X,O,X,X,X,O
OISZLJT,X,O,X,X,X,O
OISZJTL,O,X,X,X,X,O
OISZJLT,O,X,X,X,X,O
OIZTLJS,X,X,X,O,O,X
OIZTLSJ,X,X,X,X,O,X
OIZTJLS,X,X,X,O,X,X
OIZTJSL,X,X,X,O,X,O
OIZTSLJ,X,X,X,X,X,O
OIZTSJL,X,X,X,X,X,O
OIZLTJS,X,X,X,O,O,X
OIZLTSJ,X,X,X,X,O,X
OIZLJTS,X,X,X,O,O,X
OIZLJST,X,X,X,O,O,X
OIZLSTJ,X,X,X,X,O,X
OIZLSJT,X,X,X,X,O,X
OIZJTLS,X,X,X,O,X,X
OIZJTSL,X,X,X,O,X,O
OIZJLTS,X,X,X,O,X,X
OIZJLST,X,X,X,O,X,X
OIZJSTL,X,X,X,O,X,O
OIZJSLT,X,X,X,O,X,O
OIZSTLJ,X,X,X,X,X,O
OIZSTJL,X,X,X,X,X,O
OIZSLTJ,X,X,X,X,X,O
OIZSLJT,X,X,X,X,X,O
OIZSJTL,X,X,X,X,X,O
OIZSJLT,X,X,X,X,X,O
OLTIJSZ,X,X,X,O,X,X
OLTIJZS,X,X,X,O,O,X
OLTISJZ,X,O,O,O,X,X
OLTISZJ,X,O,O,X,O,X
OLTIZJS,X,O,X,O,O,X
OLTIZSJ,X,O,X,X,O,X
OLTJISZ,X,X,O,X,X,X
OLTJIZS,X,X,X,X,O,X
OLTJSIZ,X,X,O,X,X,X
OLTJSZI,X,X,O,X,X,X
OLTJZIS,X,X,O,X,O,X
OLTJZSI,X,X,O,X,O,X
OLTSIJZ,X,O,O,X,X,X
OLTSIZJ,X,O,O,X,O,X
OLTSJIZ,X,O,O,X,X,X
OLTSJZI,X,O,O,X,X,X
OLTSZIJ,X,O,O,X,O,X
OLTSZJI,X,O,O,X,O,X
OLTZIJS,X,O,X,X,O,X
OLTZISJ,X,O,X,X,O,X
OLTZJIS,X,O,X,X,O,X
OLTZJSI,X,O,X,X,O,X
OLTZSIJ,X,O,X,X,O,X
OLTZSJI,X,O,X,X,O,X
OLITJSZ,X,X,X,O,X,X
OLITJZS,X,X,X,O,O,X
OLITSJZ,X,O,O,O,X,X
OLITSZJ,X,O,O,X,O,X
OLITZJS,X,O,X,O,O,X
OLITZSJ,X,O,X,X,O,X
OLIJTSZ,X,X,X,O,X,X
OLIJTZS,X,X,X,O,O,X
OLIJSTZ,X,X,X,O,X,X
OLIJSZT,X,X,X,O,X,X
OLIJZTS,X,X,X,O,O,X
OLIJZST,X,X,X,O,O,X
OLISTJZ,X,O,O,O,X,X
OLISTZJ,X,O,O,X,O,X
OLISJTZ,X,O,O,O,X,X
OLISJZT,X,O,X,O,X,X
OLISZTJ,X,O,O,X,O,X
OLISZJT,X,O,X,X,O,X
OLIZTJS,X,O,X,O,O,X
OLIZTSJ,X,O,X,X,O,X
OLIZJTS,X,O,X,O,O,X
OLIZJST,X,O,X,O,O,X
OLIZSTJ,X,O,X,X,O,X
OLIZSJT,X,O,X,X,O,X
OLJTISZ,X,X,O,X,X,X
OLJTIZS,X,X,X,X,O,X
OLJTSIZ,X,X,O,X,X,X
OLJTSZI,X,X,O,X,X,X
OLJTZIS,X,X,O,X,O,X
OLJTZSI,X,X,O,X,O,X
OLJITSZ,X,X,O,X,X,X
OLJITZS,X,X,X,X,O,X
OLJISTZ,X,X,O,X,X,X
OLJISZT,X,X,O,X,X,X
OLJIZTS,X,X,X,X,O,X
OLJIZST,X,X,X,X,O,X
OLJSTIZ,X,X,O,X,X,X
OLJSTZI,X,X,O,X,X,X
OLJSITZ,X,X,O,X,X,X
OLJSIZT,X,X,O,X,X,X
OLJSZTI,X,X,O,X,X,X
OLJSZIT,X,X,O,X,X,X
OLJZTIS,X,X,O,X,O,X
OLJZTSI,X,X,O,X,O,X
OLJZITS,X,X,O,X,O,X
OLJZIST,X,X,O,X,O,X
OLJZSTI,X,X,O,X,O,X
OLJZSIT,X,X,O,X,O,X
OLSTIJZ,X,O,O,X,X,X
OLSTIZJ,X,O,O,X,O,X
OLSTJIZ,X,O,O,X,X,X
OLSTJZI,X,O,O,X,X,X
OLSTZIJ,X,O,O,X,O,X
OLSTZJI,X,O,O,X,O,X
OLSITJZ,X,O,O,X,X,X
OLSITZJ,X,O,O,X,O,X
OLSIJTZ,X,O,O,X,X,X
OLSIJZT,X,O,O,X,X,X
OLSIZTJ,X,O,O,X,O,X
OLSIZJT,X,O,X,X,O,X
OLSJTIZ,X,O,O,X,X,X
OLSJTZI,X,O,O,X,X,X
OLSJITZ,X,O,O,X,X,X
OLSJIZT,X,O,O,X,X,X
OLSJZTI,X,O,O,X,X,X
OLSJZIT,X,O,O,X,X,X
OLSZTIJ,X,O,O,X,O,X
OLSZTJI,X,O,O,X,O,X
OLSZITJ,X,O,O,X,O,X
OLSZIJT,X,O,X,X,O,X
OLSZJTI,X,O,O,X,O,X
OLSZJIT,X,O,O,X,O,X
OLZTIJS,X,O,X,X,O,X
OLZTISJ,X,O,X,X,O,X
OLZTJIS,X,O,X,X,O,X
OLZTJSI,X,O,X,X,O,X
OLZTSIJ,X,O,X,X,O,X
OLZTSJI,X,O,X,X,O,X
OLZITJS,X,O,X,X,O,X
OLZITSJ,X,O,X,X,O,X
OLZIJTS,X,O,X,X,O,X
OLZIJST,X,O,X,X,O,X
OLZISTJ,X,O,X,X,O,X
OLZISJT,X,O,X,X,O,X
OLZJTIS,X,O,X,X,O,X
OLZJTSI,X,O,X,X,O,X
OLZJITS,X,O,X,X,O,X
OLZJIST,X,O,X,X,O,X
OLZJSTI,X,O,X,X,O,X
OLZJSIT,X,O,X,X,O,X
OLZSTIJ,X,O,X,X,O,X
OLZSTJI,X,O,X,X,O,X
OLZSITJ,X,O,X,X,O,X
OLZSIJT,X,O,X,X,O,X
OLZSJTI,X,O,X,X,O,X
OLZSJIT,X,O,X,X,O,X
OJTILSZ,X,X,X,O,X,X
OJTILZS,X,X,X,O,O,X
OJTISLZ,O,X,X,O,X,X
OJTISZL,O,X,X,O,X,X
OJTIZLS,O,X,X,O,X,X
OJTIZSL,O,X,X,O,X,X
OJTLISZ,X,X,O,X,X,X
OJTLIZS,X,X,X,X,O,X
OJTLSIZ,X,X,O,X,X,X
OJTLSZI,X,X,O,X,X,X
OJTLZIS,X,X,O,X,O,X
OJTLZSI,X,X,O,X,O,X
OJTSILZ,O,X,O,X,X,X
OJTSIZL,O,X,O,X,X,X
OJTSLIZ,O,X,O,X,X,X
OJTSLZI,O,X,O,X,X,X
OJTSZIL,O,X,O,X,X,X
OJTSZLI,O,X,O,X,X,X
OJTZILS,O,X,X,X,X,X
OJTZISL,O,X,O,X,X,X
OJTZLIS,O,X,O,X,X,X
OJTZLSI,O,X,O,X,X,X
OJTZSIL,O,X,O,X,X,X
OJTZSLI,O,X,O,X,X,X
OJITLSZ,X,X,X,O,X,X
OJITLZS,X,X,X,O,O,X
OJITSLZ,O,X,X,O,X,X
OJITSZL,O,X,X,O,X,X
OJITZLS,O,X,X,O,X,X
OJITZSL,O,X,X,O,X,X
OJILTSZ,X,X,X,O,X,X
OJILTZS,X,X,X,O,O,X
OJILSTZ,X,X,X,O,X,X
OJILSZT,X,X,X,O,X,X
OJILZTS,X,X,X,O,O,X
OJILZST,X,X,X,O,O,X
OJISTLZ,O,X,X,O,X,X
OJISTZL,O,X,X,O,X,X
OJISLTZ,O,X,X,O,X,X
OJISLZT,O,X,X,O,X,X
OJISZTL,O,X,X,O,X,X
