sequence,v115@GhA8IeA8EeA8CeB8BeG8Jei/IvhFRhBziBFlBXmB2s?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiB/pBaqBzq?B1xB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhFlhB3iBmkBzlBys?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiBTkByqB1s?BXqB,v115@GhA8IeA8EeA8CeB8BeG8JeOEJvhF0gBlhB3iBysBRq?BzpB,v115@GhA8IeA8EeA8CeB8BeG8Jem/IvhFfmBlhBaoBTnBxp?B0pB,v115@GhA8IeA8EeA8CeB8BeG8JeKEJvhFRhBcnBeoBFlBXm?BzpB
SIJOTLZ,O,X,X,X,X,O,X
SIJOTZL,O,X,X,X,X,O,X
SIJOLTZ,O,X,X,X,X,O,X
SIJOLZT,O,X,X,X,X,O,X
SIJOZTL,O,X,X,X,X,O,X
SIJOZLT,O,X,X,X,X,O,X
SIZTLJO,O,O,X,X,O,O,X
SIZTLOJ,O,O,X,X,O,X,X
SIZTJLO,O,O,X,X,O,O,X
SIZTJOL,O,O,X,X,X,O,X
SIZTOLJ,O,O,X,X,X,O,X
SIZTOJL,O,O,X,X,X,O,X
SIZLTJO,O,O,X,X,O,O,X
SIZLTOJ,O,O,X,X,O,X,X
SIZLJTO,O,O,X,X,O,O,X
SIZLJOT,O,X,X,X,O,X,X
SIZLOTJ,X,O,X,X,O,X,X
SIZLOJT,O,X,X,X,O,X,X
SIZJTLO,O,O,X,X,O,O,X
SIZJTOL,O,O,X,X,X,O,X
SIZJLTO,O,X,X,X,O,O,X
SIZJLOT,O,X,X,X,O,X,X
SIZJOTL,O,X,X,X,X,O,X
SIZJOLT,O,X,X,X,X,O,X
SIZOTLJ,O,O,X,X,X,O,X
SIZOTJL,O,O,X,X,X,O,X
SIZOLTJ,X,O,X,X,X,O,X
SIZOLJT,O,O,X,X,X,O,X
SIZOJTL,O,O,X,X,X,O,X
SIZOJLT,O,X,X,X,X,O,X
SIOTLJZ,O,O,X,X,X,O,X
SIOTLZJ,X,O,X,X,X,O,X
SIOTJLZ,O,O,X,X,X,O,X
SIOTJZL,O,O,X,X,X,O,X
SIOTZLJ,X,O,X,X,X,O,X
SIOTZJL,X,O,X,X,X,O,X
SIOLTJZ,X,O,X,X,X,O,X
SIOLTZJ,X,O,X,X,X,O,X
SIOLJTZ,X,O,X,X,X,O,X
SIOLJZT,X,O,X,X,X,O,X
SIOLZTJ,X,O,X,X,X,O,X
SIOLZJT,X,O,X,X,X,O,X
SIOJTLZ,O,O,X,X,X,O,X
SIOJTZL,O,O,X,X,X,O,X
SIOJLTZ,O,X,X,X,X,O,X
SIOJLZT,O,X,X,X,X,O,X
SIOJZTL,O,O,X,X,X,O,X
SIOJZLT,O,X,X,X,X,O,X
SIOZTLJ,O,O,X,X,X,O,X
SIOZTJL,O,O,X,X,X,O,X
SIOZLTJ,X,O,X,X,X,O,X
SIOZLJT,O,O,X,X,X,O,X
SIOZJTL,O,O,X,X,X,O,X
SIOZJLT,O,X,X,X,X,O,X
SLTIJZO,O,O,X,X,O,O,O
SLTIJOZ,O,O,X,X,O,O,X
SLTIZJO,O,O,O,X,O,O,X
SLTIZOJ,X,O,O,X,O,X,X
SLTIOJZ,O,O,O,X,O,O,X
SLTIOZJ,X,O,O,X,O,O,X
SLTJIZO,O,O,X,X,O,O,O
SLTJIOZ,O,O,X,X,O,O,X
SLTJZIO,O,O,O,X,O,X,O
SLTJZOI,O,O,O,O,X,X,O
SLTJOIZ,O,O,O,O,O,X,X
SLTJOZI,O,O,O,O,X,X,O
SLTZIJO,O,O,O,X,O,O,X
SLTZIOJ,X,O,O,X,O,X,X
SLTZJIO,O,O,O,X,O,X,O
SLTZJOI,O,O,O,O,X,X,O
SLTZOIJ,X,O,O,O,X,X,X
SLTZOJI,X,O,O,O,X,X,X
SLTOIJZ,O,O,O,O,O,O,X
SLTOIZJ,X,O,O,O,O,O,X
SLTOJIZ,O,O,O,O,O,O,X
SLTOJZI,O,O,O,O,X,X,O
SLTOZIJ,X,O,O,O,X,O,X
SLTOZJI,X,O,O,O,X,X,X
SLITJZO,O,O,X,X,O,O,O
SLITJOZ,O,O,X,X,O,O,X
SLITZJO,O,O,O,X,O,O,X
SLITZOJ,X,O,O,X,O,X,X
SLITOJZ,O,O,O,X,O,O,X
SLITOZJ,X,O,O,X,O,O,X
SLIJTZO,O,O,X,X,O,O,O
SLIJTOZ,O,O,X,X,O,O,X
SLIJZTO,O,O,X,X,O,O,O
SLIJZOT,O,X,X,X,O,X,O
SLIJOTZ,O,X,X,X,O,O,X
SLIJOZT,O,X,X,X,O,O,X
SLIZTJO,O,O,O,X,O,O,X
SLIZTOJ,O,O,O,X,O,X,X
SLIZJTO,O,O,O,X,O,O,X
SLIZJOT,O,X,O,X,O,X,X
SLIZOTJ,X,O,O,X,O,X,X
SLIZOJT,O,X,O,X,O,X,X
SLIOTJZ,X,O,O,X,O,O,X
SLIOTZJ,X,O,O,X,O,O,X
SLIOJTZ,X,O,O,X,O,O,X
SLIOJZT,X,O,X,X,O,O,X
SLIOZTJ,X,O,O,X,O,O,X
SLIOZJT,X,O,O,X,O,O,X
SLJTIZO,O,O,X,X,O,O,O
SLJTIOZ,O,O,X,X,O,O,X
SLJTZIO,O,O,O,X,O,X,O
SLJTZOI,O,O,O,X,X,X,O
SLJTOIZ,O,O,O,X,O,X,X
SLJTOZI,O,O,O,X,X,X,O
SLJITZO,O,O,X,X,O,O,O
SLJITOZ,O,O,X,X,O,O,X
SLJIZTO,O,O,X,X,O,O,O
SLJIZOT,O,X,X,X,O,X,O
SLJIOTZ,O,X,X,X,O,O,X
SLJIOZT,O,X,X,X,O,X,X
SLJZTIO,O,O,O,X,O,X,O
SLJZTOI,O,O,O,X,X,X,O
SLJZITO,O,O,O,X,O,X,O
SLJZIOT,O,X,O,X,O,X,O
SLJZOTI,O,X,O,X,X,X,O
SLJZOIT,O,X,O,X,X,X,O
SLJOTIZ,O,O,O,X,O,X,X
SLJOTZI,O,O,O,X,X,X,O
SLJOITZ,O,O,O,X,O,X,X
SLJOIZT,O,O,X,X,O,X,X
SLJOZTI,O,O,O,X,X,X,O
SLJOZIT,O,O,O,X,X,X,O
SLZTIJO,O,O,O,X,O,O,X
SLZTIOJ,O,O,O,X,O,X,X
SLZTJIO,O,O,O,X,O,X,O
SLZTJOI,O,O,O,O,X,X,O
SLZTOIJ,O,O,O,O,X,X,X
SLZTOJI,O,O,O,O,X,X,X
SLZITJO,O,O,O,X,O,O,X
SLZITOJ,O,O,O,X,O,X,X
SLZIJTO,O,O,O,X,O,O,X
SLZIJOT,O,X,O,X,O,X,X
SLZIOTJ,X,O,O,X,O,X,X
SLZIOJT,O,X,O,X,O,X,X
SLZJTIO,O,O,O,X,O,X,O
SLZJTOI,O,O,O,X,X,X,O
SLZJITO,O,O,O,X,O,X,O
SLZJIOT,O,X,O,X,O,X,O
SLZJOTI,O,X,O,X,X,X,O
SLZJOIT,O,X,O,X,X,X,O
SLZOTIJ,X,O,O,O,X,X,X
SLZOTJI,X,O,O,O,X,X,X
SLZOITJ,X,O,O,O,X,X,X
SLZOIJT,O,O,O,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X
SLOTIJZ,X,O,O,O,O,O,X
SLOTIZJ,X,O,O,O,O,O,X
SLOTJIZ,X,O,O,O,O,O,X
SLOTJZI,X,O,O,O,X,X,O
SLOTZIJ,X,O,O,O,X,O,X
SLOTZJI,X,O,O,O,X,X,X
SLOITJZ,X,O,O,O,O,O,X
SLOITZJ,X,O,O,O,O,O,X
SLOIJTZ,X,O,O,X,O,O,X
SLOIJZT,X,O,X,X,O,O,X
SLOIZTJ,X,O,O,O,O,O,X
SLOIZJT,X,O,O,X,O,O,X
SLOJTIZ,X,O,O,X,O,O,X
SLOJTZI,X,O,O,X,X,X,O
SLOJITZ,X,O,O,X,O,O,X
SLOJIZT,X,O,X,X,O,O,X
SLOJZTI,X,O,O,X,X,X,O
SLOJZIT,X,O,O,X,X,X,O
SLOZTIJ,X,O,O,O,X,O,X
SLOZTJI,X,O,O,O,X,X,X
SLOZITJ,X,O,O,O,X,O,X
SLOZIJT,X,O,O,X,X,O,X
SLOZJTI,X,O,O,X,X,X,X
SLOZJIT,X,O,O,X,X,X,X
SJTILZO,O,O,X,X,O,O,X
SJTILOZ,O,O,X,X,O,O,X
SJTIZLO,O,O,X,X,O,O,X
SJTIZOL,O,O,X,X,X,O,X
SJTIOLZ,O,O,X,X,X,O,X
SJTIOZL,O,O,X,X,X,O,X
SJTLIZO,O,O,X,X,O,O,O
SJTLIOZ,O,O,X,X,O,O,X
SJTLZIO,O,O,X,X,O,X,O
SJTLZOI,O,O,X,X,X,X,O
SJTLOIZ,O,O,X,X,O,X,X
SJTLOZI,O,O,X,X,X,X,O
SJTZILO,O,O,X,X,X,X,O
SJTZIOL,O,O,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,O
SJTZLOI,O,O,X,X,X,X,O
SJTZOIL,O,O,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X
SJTOILZ,O,O,X,X,X,O,X
SJTOIZL,O,O,X,X,X,O,X
SJTOLIZ,O,O,X,X,X,O,X
SJTOLZI,O,O,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X
SJITLZO,O,O,X,X,O,O,X
SJITLOZ,O,X,X,X,O,O,X
SJITZLO,O,O,X,X,O,O,X
SJITZOL,O,O,X,X,X,O,X
SJITOLZ,O,X,X,X,X,O,X
SJITOZL,O,O,X,X,X,O,X
SJILTZO,O,X,X,X,O,O,O
SJILTOZ,O,X,X,X,O,O,X
SJILZTO,O,X,X,X,O,O,O
SJILZOT,O,X,X,X,O,X,O
SJILOTZ,O,X,X,X,O,O,X
SJILOZT,O,X,X,X,O,O,X
SJIZTLO,O,O,X,X,O,O,O
SJIZTOL,O,O,X,X,X,O,X
SJIZLTO,O,X,X,X,O,O,O
SJIZLOT,O,X,X,X,O,X,O
SJIZOTL,O,X,X,X,X,O,X
SJIZOLT,O,X,X,X,X,O,O
SJIOTLZ,O,X,X,X,X,O,X
SJIOTZL,O,X,X,X,X,O,X
SJIOLTZ,O,X,X,X,X,O,X
SJIOLZT,O,X,X,X,X,O,X
SJIOZTL,O,X,X,X,X,O,X
SJIOZLT,O,X,X,X,X,O,X
SJLTIZO,O,O,X,X,O,O,O
SJLTIOZ,O,O,X,X,O,O,X
SJLTZIO,O,O,X,X,O,X,O
SJLTZOI,O,O,X,X,X,X,O
SJLTOIZ,O,O,X,X,O,X,X
SJLTOZI,O,O,X,X,X,X,O
SJLITZO,O,O,X,X,O,O,O
SJLITOZ,O,O,X,X,O,O,X
SJLIZTO,O,O,X,X,O,O,O
SJLIZOT,O,X,X,X,O,X,O
SJLIOTZ,O,X,X,X,O,O,X
SJLIOZT,O,X,X,X,O,X,X
SJLZTIO,O,O,X,X,O,X,O
SJLZTOI,O,O,X,X,X,X,O
SJLZITO,O,O,X,X,O,X,O
SJLZIOT,O,X,X,X,O,X,O
SJLZOTI,O,X,X,X,X,X,O
SJLZOIT,O,X,X,X,X,X,O
SJLOTIZ,O,O,X,X,O,X,X
SJLOTZI,O,O,X,X,X,X,O
SJLOITZ,O,O,X,X,O,X,X
SJLOIZT,O,O,X,X,O,X,X
SJLOZTI,O,O,X,X,X,X,O
SJLOZIT,O,O,X,X,X,X,O
SJZTILO,O,O,X,X,X,X,O
SJZTIOL,O,O,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,O
SJZTLOI,O,O,X,X,X,X,O
SJZTOIL,O,O,X,X,X,X,X
SJZTOLI,O,O,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,O
SJZITOL,O,O,X,X,X,X,X
SJZILTO,O,X,X,X,X,X,O
SJZILOT,O,X,X,X,X,X,O
SJZIOTL,O,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,O
SJZLTIO,O,O,X,X,X,X,O
SJZLTOI,O,O,X,X,X,X,O
SJZLITO,O,O,X,X,X,X,O
SJZLIOT,O,X,X,X,X,X,O
SJZLOTI,O,X,X,X,X,X,O
SJZLOIT,O,X,X,X,X,X,O
SJZOTIL,O,O,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X
SJZOILT,O,X,X,X,X,X,O
SJZOLTI,O,O,X,X,X,X,O
SJZOLIT,O,O,X,X,X,X,O
SJOTILZ,O,O,X,X,X,O,X
SJOTIZL,O,O,X,X,X,O,X
SJOTLIZ,O,O,X,X,X,O,X
SJOTLZI,O,O,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X
SJOITLZ,O,O,X,X,X,O,X
SJOITZL,O,O,X,X,X,O,X
SJOILTZ,O,X,X,X,X,O,X
SJOILZT,O,X,X,X,X,O,X
SJOIZTL,O,O,X,X,X,O,X
SJOIZLT,O,X,X,X,X,O,X
SJOLTIZ,O,O,X,X,X,O,X
SJOLTZI,O,O,X,X,X,X,O
SJOLITZ,O,O,X,X,X,O,X
SJOLIZT,O,O,X,X,X,O,X
SJOLZTI,O,O,X,X,X,X,O
SJOLZIT,O,O,X,X,X,X,O
SJOZTIL,O,O,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X
SJOZILT,O,X,X,X,X,X,O
SJOZLTI,O,O,X,X,X,X,O
SJOZLIT,O,O,X,X,X,X,O
SZTILJO,O,O,X,X,X,O,X
SZTILOJ,O,O,X,X,X,X,X
SZTIJLO,O,O,X,X,X,O,X
SZTIJOL,O,O,X,X,X,O,X
SZTIOLJ,O,O,X,X,X,O,X
SZTIOJL,O,O,X,X,X,O,X
SZTLIJO,O,O,O,X,X,O,X
SZTLIOJ,O,O,O,X,X,X,X
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,O,X,X,X
SZTLOIJ,O,O,O,O,X,X,X
SZTLOJI,O,O,O,O,X,X,X
SZTJILO,O,O,O,X,X,X,X
SZTJIOL,O,O,X,X,X,X,X
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,O,O,X,X,X
SZTJOIL,O,O,X,O,X,X,X
SZTJOLI,O,O,X,O,X,X,X
SZTOILJ,O,O,O,X,X,O,X
SZTOIJL,O,O,X,O,X,O,X
SZTOLIJ,O,O,O,O,X,O,X
SZTOLJI,O,O,O,O,X,X,X
SZTOJIL,O,O,O,O,X,X,X
SZTOJLI,O,O,O,O,X,X,X
SZITLJO,O,O,X,X,X,O,X
SZITLOJ,O,O,X,X,X,X,X
SZITJLO,O,O,X,X,X,O,X
SZITJOL,O,O,X,X,X,O,X
SZITOLJ,O,O,X,X,X,O,X
SZITOJL,O,O,X,X,X,O,X
SZILTJO,O,O,X,X,X,O,X
SZILTOJ,O,O,X,X,X,X,X
SZILJTO,O,O,X,X,X,O,X
SZILJOT,O,X,X,X,X,X,X
SZILOTJ,X,O,X,X,X,X,X
SZILOJT,O,X,X,X,X,X,X
SZIJTLO,O,O,X,X,X,O,X
SZIJTOL,O,O,X,X,X,O,X
SZIJLTO,O,X,X,X,X,O,X
SZIJLOT,O,X,X,X,X,X,X
SZIJOTL,O,X,X,X,X,O,X
SZIJOLT,O,X,X,X,X,O,X
SZIOTLJ,O,O,X,X,X,O,X
SZIOTJL,O,O,X,X,X,O,X
SZIOLTJ,X,O,X,X,X,O,X
SZIOLJT,O,O,X,X,X,O,X
SZIOJTL,O,O,X,X,X,O,X
SZIOJLT,O,X,X,X,X,O,X
SZLTIJO,O,O,O,X,X,O,X
SZLTIOJ,O,O,O,X,X,X,X
SZLTJIO,O,O,O,X,X,X,O
SZLTJOI,O,O,O,O,X,X,O
SZLTOIJ,O,O,O,O,X,X,X
SZLTOJI,O,O,O,O,X,X,X
SZLITJO,O,O,O,X,X,O,X
SZLITOJ,O,O,O,X,X,X,X
SZLIJTO,O,O,O,X,X,O,X
SZLIJOT,O,X,O,X,X,X,X
SZLIOTJ,X,O,O,X,X,X,X
SZLIOJT,O,X,O,X,X,X,X
SZLJTIO,O,O,O,X,X,X,O
SZLJTOI,O,O,O,X,X,X,O
SZLJITO,O,O,O,X,X,X,O
SZLJIOT,O,X,O,X,X,X,O
SZLJOTI,O,X,O,X,X,X,O
SZLJOIT,O,X,O,X,X,X,O
SZLOTIJ,X,O,O,O,X,X,X
SZLOTJI,X,O,O,O,X,X,X
SZLOITJ,X,O,O,O,X,X,X
SZLOIJT,O,O,O,X,X,X,X
SZLOJTI,O,O,O,X,X,X,X
SZLOJIT,O,O,O,X,X,X,X
SZJTILO,O,O,O,X,X,X,O
SZJTIOL,O,O,X,X,X,X,X
SZJTLIO,O,O,O,X,X,X,O
SZJTLOI,O,O,O,X,X,X,O
SZJTOIL,O,O,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X
SZJITLO,O,O,O,X,X,X,O
SZJITOL,O,O,X,X,X,X,X
SZJILTO,O,X,O,X,X,X,O
SZJILOT,O,X,O,X,X,X,O
SZJIOTL,O,X,X,X,X,X,X
SZJIOLT,O,X,X,X,X,X,O
SZJLTIO,O,O,O,X,X,X,O
SZJLTOI,O,O,O,X,X,X,O
SZJLITO,O,O,O,X,X,X,O
SZJLIOT,O,X,O,X,X,X,O
SZJLOTI,O,X,O,X,X,X,O
SZJLOIT,O,X,O,X,X,X,O
SZJOTIL,O,O,O,X,X,X,X
SZJOTLI,O,O,O,X,X,X,X
SZJOITL,O,O,O,X,X,X,X
SZJOILT,O,X,O,X,X,X,O
SZJOLTI,O,O,O,X,X,X,O
SZJOLIT,O,O,O,X,X,X,O
SZOTILJ,O,O,O,X,X,O,X
SZOTIJL,O,O,X,O,X,O,X
SZOTLIJ,O,O,O,O,X,O,X
SZOTLJI,O,O,O,O,X,X,X
SZOTJIL,O,O,O,O,X,X,X
SZOTJLI,O,O,O,O,X,X,X
SZOITLJ,O,O,O,X,X,O,X
SZOITJL,O,O,X,O,X,O,X
SZOILTJ,X,O,O,X,X,O,X
SZOILJT,O,O,O,X,X,O,X
SZOIJTL,O,O,X,X,X,O,X
SZOIJLT,O,X,X,X,X,O,X
SZOLTIJ,X,O,O,O,X,O,X
SZOLTJI,X,O,O,O,X,X,X
SZOLITJ,X,O,O,O,X,O,X
SZOLIJT,O,O,O,X,X,O,X
SZOLJTI,O,O,O,X,X,X,X
SZOLJIT,O,O,O,X,X,X,X
SZOJTIL,O,O,O,X,X,X,X
SZOJTLI,O,O,O,X,X,X,X
SZOJITL,O,O,O,X,X,X,X
SZOJILT,O,X,O,X,X,X,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,O,X,X,X,X
SOTILJZ,O,O,O,O,X,O,X
SOTILZJ,X,O,O,O,X,O,X
SOTIJLZ,O,O,X,O,X,O,X
SOTIJZL,O,O,X,O,X,O,X
SOTIZLJ,X,O,X,X,X,O,X
SOTIZJL,X,O,X,O,X,O,X
SOTLIJZ,O,O,O,O,X,O,X
SOTLIZJ,X,O,O,O,X,O,X
SOTLJIZ,O,O,O,O,X,O,X
SOTLJZI,O,O,O,O,X,X,X
SOTLZIJ,X,O,O,O,X,O,X
SOTLZJI,X,O,O,O,X,X,X
SOTJILZ,O,O,X,O,X,O,X
SOTJIZL,O,O,X,O,X,O,X
SOTJLIZ,O,O,X,O,X,O,X
SOTJLZI,O,O,X,O,X,X,X
SOTJZIL,O,O,X,O,X,X,X
SOTJZLI,O,O,X,O,X,X,X
SOTZILJ,X,O,O,X,X,O,X
SOTZIJL,X,O,X,O,X,O,X
SOTZLIJ,X,O,O,O,X,O,X
SOTZLJI,X,O,O,O,X,X,X
SOTZJIL,X,O,O,O,X,X,X
SOTZJLI,X,O,O,O,X,X,X
SOITLJZ,O,O,O,O,X,O,X
SOITLZJ,X,O,O,O,X,O,X
SOITJLZ,O,O,X,O,X,O,X
SOITJZL,O,O,X,O,X,O,X
SOITZLJ,X,O,X,X,X,O,X
SOITZJL,X,O,X,O,X,O,X
SOILTJZ,X,O,O,O,X,O,X
SOILTZJ,X,O,O,O,X,O,X
SOILJTZ,X,O,O,X,X,O,X
SOILJZT,X,O,X,X,X,O,X
SOILZTJ,X,O,O,O,X,O,X
SOILZJT,X,O,X,X,X,O,X
SOIJTLZ,O,O,X,X,X,O,X
SOIJTZL,O,O,X,X,X,O,X
SOIJLTZ,O,X,X,X,X,O,X
SOIJLZT,O,X,X,X,X,O,X
SOIJZTL,O,O,X,X,X,O,X
SOIJZLT,O,X,X,X,X,O,X
SOIZTLJ,O,O,X,X,X,O,X
SOIZTJL,O,O,X,O,X,O,X
SOIZLTJ,X,O,X,X,X,O,X
SOIZLJT,O,O,X,X,X,O,X
SOIZJTL,O,O,X,X,X,O,X
SOIZJLT,O,X,X,X,X,O,X
SOLTIJZ,X,O,O,O,X,O,X
SOLTIZJ,X,O,O,O,X,O,X
SOLTJIZ,X,O,O,O,X,O,X
SOLTJZI,X,O,O,O,X,X,O
SOLTZIJ,X,O,O,O,X,O,X
SOLTZJI,X,O,O,O,X,X,X
SOLITJZ,X,O,O,O,X,O,X
SOLITZJ,X,O,O,O,X,O,X
SOLIJTZ,X,O,O,X,X,O,X
SOLIJZT,X,O,X,X,X,O,X
SOLIZTJ,X,O,O,O,X,O,X
SOLIZJT,X,O,O,X,X,O,X
SOLJTIZ,X,O,O,X,X,O,X
SOLJTZI,X,O,O,X,X,X,O
SOLJITZ,X,O,O,X,X,O,X
SOLJIZT,X,O,X,X,X,O,X
SOLJZTI,X,O,O,X,X,X,O
SOLJZIT,X,O,O,X,X,X,O
SOLZTIJ,X,O,O,O,X,O,X
SOLZTJI,X,O,O,O,X,X,X
SOLZITJ,X,O,O,O,X,O,X
SOLZIJT,X,O,O,X,X,O,X
SOLZJTI,X,O,O,X,X,X,X
SOLZJIT,X,O,O,X,X,X,X
SOJTILZ,O,O,X,X,X,O,X
SOJTIZL,O,O,X,X,X,O,X
SOJTLIZ,O,O,X,X,X,O,X
SOJTLZI,O,O,X,X,X,X,X
SOJTZIL,O,O,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,X
SOJITLZ,O,O,X,X,X,O,X
SOJITZL,O,O,X,X,X,O,X
SOJILTZ,O,X,X,X,X,O,X
SOJILZT,O,X,X,X,X,O,X
SOJIZTL,O,O,X,X,X,O,X
SOJIZLT,O,X,X,X,X,O,X
SOJLTIZ,O,O,X,X,X,O,X
SOJLTZI,O,O,X,X,X,X,O
SOJLITZ,O,O,X,X,X,O,X
SOJLIZT,O,O,X,X,X,O,X
SOJLZTI,O,O,X,X,X,X,O
SOJLZIT,O,O,X,X,X,X,O
SOJZTIL,O,O,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X
SOJZILT,O,X,X,X,X,X,O
SOJZLTI,O,O,X,X,X,X,O
SOJZLIT,O,O,X,X,X,X,O
SOZTILJ,O,O,O,X,X,O,X
SOZTIJL,O,O,X,O,X,O,X
SOZTLIJ,O,O,O,O,X,O,X
SOZTLJI,O,O,O,O,X,X,X
SOZTJIL,O,O,O,O,X,X,X
SOZTJLI,O,O,O,O,X,X,X
SOZITLJ,O,O,O,X,X,O,X
SOZITJL,O,O,X,O,X,O,X
SOZILTJ,X,O,O,X,X,O,X
SOZILJT,O,O,O,X,X,O,X
SOZIJTL,O,O,X,X,X,O,X
SOZIJLT,O,X,X,X,X,O,X
SOZLTIJ,X,O,O,O,X,O,X
SOZLTJI,X,O,O,O,X,X,X
SOZLITJ,X,O,O,O,X,O,X
SOZLIJT,O,O,O,X,X,O,X
SOZLJTI,O,O,O,X,X,X,X
SOZLJIT,O,O,O,X,X,X,X
SOZJTIL,O,O,O,X,X,X,X
SOZJTLI,O,O,O,X,X,X,X
SOZJITL,O,O,O,X,X,X,X
SOZJILT,O,X,O,X,X,X,X
SOZJLTI,O,O,O,X,X,X,X
SOZJLIT,O,O,O,X,X,X,X
ZTILJSO,O,X,O,X,O,X,X
ZTILJOS,O,X,O,O,O,X,X
ZTILSJO,O,X,O,X,O,X,X
ZTILSOJ,O,X,O,X,O,X,X
ZTILOJS,O,X,O,O,O,X,X
ZTILOSJ,X,X,O,O,O,X,X
ZTIJLSO,O,X,O,X,O,X,X
ZTIJLOS,O,X,O,O,O,X,X
ZTIJSLO,O,O,O,X,O,X,X
ZTIJSOL,O,O,X,X,X,X,X
ZTIJOLS,O,O,O,O,O,X,X
ZTIJOSL,O,O,X,O,X,X,X
ZTISLJO,O,O,X,X,O,X,X
ZTISLOJ,O,O,X,X,O,X,X
ZTISJLO,O,O,X,X,O,X,X
ZTISJOL,O,O,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X
ZTIOLJS,O,O,O,O,O,X,X
ZTIOLSJ,X,X,O,O,O,X,X
ZTIOJLS,O,O,O,O,O,X,X
ZTIOJSL,O,O,O,O,X,X,X
ZTIOSLJ,X,O,O,X,X,X,X
ZTIOSJL,X,O,X,O,X,X,X
ZTLIJSO,O,X,O,X,O,X,X
ZTLIJOS,O,X,O,O,O,X,X
ZTLISJO,O,X,O,X,O,X,X
ZTLISOJ,O,X,O,X,O,X,X
ZTLIOJS,O,X,O,O,O,X,X
ZTLIOSJ,X,X,O,O,O,X,X
ZTLJISO,O,X,O,X,O,X,X
ZTLJIOS,O,X,O,O,O,X,X
ZTLJSIO,O,O,O,X,O,X,X
ZTLJSOI,O,O,O,O,X,X,X
ZTLJOIS,O,O,O,O,X,X,X
ZTLJOSI,O,O,O,O,X,X,X
ZTLSIJO,O,O,O,X,O,O,X
ZTLSIOJ,O,O,O,X,O,X,X
ZTLSJIO,O,O,O,X,O,X,X
ZTLSJOI,O,O,O,O,X,X,X
ZTLSOIJ,O,O,O,O,X,X,X
ZTLSOJI,O,O,O,O,X,X,X
ZTLOIJS,O,O,O,O,X,X,X
ZTLOISJ,X,X,O,O,X,X,X
ZTLOJIS,O,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,X,X,X
ZTLOSIJ,O,O,O,O,X,X,X
ZTLOSJI,O,O,O,O,X,X,X
ZTJILSO,O,X,O,X,O,X,X
ZTJILOS,O,X,O,O,O,X,X
ZTJISLO,O,O,O,X,O,X,X
ZTJISOL,O,O,X,X,X,X,X
ZTJIOLS,O,O,O,O,O,X,X
ZTJIOSL,O,O,X,O,X,X,X
ZTJLISO,O,X,O,X,O,X,X
ZTJLIOS,O,X,O,O,O,X,X
ZTJLSIO,O,O,O,X,O,X,X
ZTJLSOI,O,O,O,O,X,X,X
ZTJLOIS,O,O,O,O,X,X,X
ZTJLOSI,O,O,O,O,X,X,X
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,O,X,X,X
ZTJSOIL,O,O,X,O,X,X,X
ZTJSOLI,O,O,X,O,X,X,X
ZTJOILS,O,O,O,O,X,X,X
ZTJOISL,O,O,O,O,X,X,X
ZTJOLIS,O,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,X,X,X
ZTJOSIL,O,O,O,O,X,X,X
ZTJOSLI,O,O,O,O,X,X,X
ZTSILJO,O,O,X,X,X,O,X
ZTSILOJ,O,O,X,X,X,X,X
ZTSIJLO,O,O,X,X,X,O,X
ZTSIJOL,O,O,X,X,X,O,X
ZTSIOLJ,O,O,X,X,X,O,X
ZTSIOJL,O,O,X,X,X,O,X
ZTSLIJO,O,O,O,X,X,O,X
ZTSLIOJ,O,O,O,X,X,X,X
ZTSLJIO,O,O,O,X,X,X,X
