sequence,v115@FhB8HeB8HeC8BeB8BeC8Je0/IvhFlgB/pBxmBGnBiq?BzrB,v115@FhB8HeB8HeC8BeB8BeC8JeFBJvhFXiBxkBcsBikBzp?BGrB,v115@FhB8HeB8HeC8BeB8BeC8JeT/IvhFxgBXiBcsBlpBGr?BiqB,v115@FhB8HeB8HeC8BeB8BeC8Je0/IvhFxgBTiB/pBiqBFs?BGrB,v115@FhB8HeB8HeC8BeB8BeC8JeT/IvhF8lBCiBlpBxrBOq?BXsB,v115@FhB8HeB8HeC8BeB8BeC8Jem/IvhFfmBTiBxpBFsB6r?B0pB,v115@FhB8HeB8HeC8BeB8BeC8JeOEJvhFTgBFiBqpBcsBxq?B/rB,v115@FhB8HeB8HeC8BeB8BeC8Jel/IvhFThB6nB/pBesBxq?BcqB,v115@FhB8HeB8HeC8BeB8BeC8JelAJvhFTkB2qBxmBCnBXs?B0pB,v115@FhB8HeB8HeC8BeB8BeC8JeFBJvhFxkBSrBTnBmkB0p?BXsB,v115@FhB8HeB8HeC8BeB8BeC8JeRAJvhF1mB6nB0lBmpBzr?B/pB
ILJSZOT,X,X,X,X,X,X,O,O,X,X,X
ILJSOTZ,X,X,X,X,X,X,X,O,X,X,X
ILJSOZT,X,X,X,X,X,X,O,O,X,X,X
ILJZTSO,X,X,X,X,O,X,O,X,X,X,X
ILJZTOS,X,X,X,X,O,X,O,X,X,X,X
ILJZSTO,X,X,X,X,X,X,O,O,X,X,X
ILJZSOT,X,X,X,X,X,X,O,O,X,X,X
ILJZOTS,X,X,X,X,X,X,O,X,X,X,X
ILJZOST,X,X,X,X,X,X,O,O,X,X,X
ILJOTSZ,X,X,X,X,X,X,X,O,X,X,X
ILJOTZS,X,X,X,X,X,X,O,X,X,O,O
ILJOSTZ,X,X,X,X,X,X,X,O,X,X,X
ILJOSZT,X,X,X,X,X,X,O,O,X,X,X
ILJOZTS,X,X,X,X,X,X,O,X,X,X,X
ILJOZST,X,X,X,X,X,X,O,O,X,X,X
ILSTJZO,O,X,X,O,X,O,X,X,X,X,X
ILSTJOZ,X,X,X,O,X,O,X,X,X,X,X
ILSTZJO,O,X,X,O,O,O,X,X,X,X,X
ILSTZOJ,O,X,X,O,O,O,X,X,X,X,X
ILSTOJZ,O,X,X,O,X,O,X,X,X,X,X
ILSTOZJ,O,X,X,O,O,O,X,X,X,O,X
ILSJTZO,O,X,X,X,X,O,X,O,X,X,X
ILSJTOZ,X,X,X,X,X,O,X,O,X,X,X
ILSJZTO,O,X,X,X,X,X,O,O,X,X,X
ILSJZOT,X,X,X,X,X,X,O,O,X,X,X
ILSJOTZ,X,X,X,X,X,X,X,O,X,X,X
ILSJOZT,X,X,X,X,X,X,O,O,X,X,X
ILSZTJO,O,X,X,O,O,X,X,X,X,X,X
ILSZTOJ,O,X,X,O,O,X,X,X,X,X,X
ILSZJTO,O,X,X,O,X,X,O,X,X,X,X
ILSZJOT,X,X,X,X,X,X,O,X,X,X,X
ILSZOTJ,O,X,X,O,X,X,X,X,X,X,X
ILSZOJT,O,X,X,X,X,X,O,X,X,X,X
ILSOTJZ,O,X,X,X,X,X,X,X,X,X,X
ILSOTZJ,O,X,X,X,X,X,X,X,X,O,X
ILSOJTZ,O,X,X,X,X,X,X,O,X,X,X
ILSOJZT,O,X,X,X,X,X,O,O,X,X,X
ILSOZTJ,O,X,X,X,X,X,X,X,X,X,X
ILSOZJT,O,X,X,X,X,X,O,X,X,X,X
ILZTJSO,X,X,X,X,O,X,O,X,X,X,X
ILZTJOS,X,X,X,X,O,X,O,X,X,O,X
ILZTSJO,O,X,X,X,O,X,X,X,X,X,X
ILZTSOJ,O,X,X,X,O,X,X,X,X,O,X
ILZTOJS,X,X,X,X,O,X,O,X,X,O,X
ILZTOSJ,X,X,X,X,O,X,X,X,X,O,X
ILZJTSO,X,X,X,X,O,X,O,X,X,X,X
ILZJTOS,X,X,X,X,O,X,O,X,X,O,X
ILZJSTO,X,X,X,X,X,X,O,X,X,X,X
ILZJSOT,X,X,X,X,X,X,O,X,X,X,X
ILZJOTS,X,X,X,X,X,X,O,X,X,O,X
ILZJOST,X,X,X,X,X,X,O,X,X,X,X
ILZSTJO,O,X,X,X,O,X,X,X,X,X,X
ILZSTOJ,O,X,X,X,O,X,X,X,X,O,X
ILZSJTO,O,X,X,X,X,X,O,X,X,X,X
ILZSJOT,X,X,X,X,X,X,O,X,X,X,X
ILZSOTJ,O,X,X,X,X,X,X,X,X,O,X
ILZSOJT,X,X,X,X,X,X,O,X,X,X,X
ILZOTJS,X,X,X,X,O,X,O,X,X,O,X
ILZOTSJ,X,X,X,X,O,X,X,X,X,O,X
ILZOJTS,X,X,X,X,X,X,O,X,X,O,X
ILZOJST,X,X,X,X,X,X,O,X,X,X,X
ILZOSTJ,X,X,X,X,X,X,X,X,X,O,X
ILZOSJT,X,X,X,X,X,X,O,X,X,X,X
ILOTJSZ,O,X,X,X,X,X,X,X,X,X,X
ILOTJZS,X,X,X,X,O,X,O,X,X,O,O
ILOTSJZ,O,X,X,X,X,X,X,X,X,X,X
ILOTSZJ,O,X,X,X,O,X,X,X,X,O,X
ILOTZJS,X,X,X,X,O,X,O,X,X,O,O
ILOTZSJ,O,X,X,X,O,X,X,X,X,O,X
ILOJTSZ,O,X,X,X,X,X,X,O,X,X,X
ILOJTZS,X,X,X,X,X,X,O,X,X,O,O
ILOJSTZ,O,X,X,X,X,X,X,O,X,X,X
ILOJSZT,O,X,X,X,X,X,O,O,X,X,X
ILOJZTS,X,X,X,X,X,X,O,X,X,X,X
ILOJZST,X,X,X,X,X,X,O,O,X,X,X
ILOSTJZ,O,X,X,X,X,X,X,X,X,X,X
ILOSTZJ,O,X,X,X,X,X,X,X,X,O,X
ILOSJTZ,O,X,X,X,X,X,X,O,X,X,X
ILOSJZT,O,X,X,X,X,X,O,O,X,X,X
ILOSZTJ,O,X,X,X,X,X,X,X,X,X,X
ILOSZJT,O,X,X,X,X,X,O,X,X,X,X
ILOZTJS,X,X,X,X,O,X,O,X,X,O,X
ILOZTSJ,O,X,X,X,O,X,X,X,X,O,X
ILOZJTS,X,X,X,X,X,X,O,X,X,O,X
ILOZJST,X,X,X,X,X,X,O,X,X,X,X
ILOZSTJ,O,X,X,X,X,X,X,X,X,O,X
ILOZSJT,O,X,X,X,X,X,O,X,X,X,X
IJTLSZO,X,X,X,X,X,O,X,O,X,X,X
IJTLSOZ,X,X,X,X,X,O,X,O,X,X,X
IJTLZSO,X,O,X,X,O,X,X,X,X,X,X
IJTLZOS,X,X,X,X,O,X,X,X,X,X,X
IJTLOSZ,X,X,X,X,X,O,X,O,O,X,X
IJTLOZS,X,X,X,X,O,X,X,X,X,X,X
IJTSLZO,X,X,X,X,X,O,X,O,X,X,X
IJTSLOZ,X,X,X,X,X,O,X,O,O,X,X
IJTSZLO,X,O,X,X,X,O,X,X,X,X,X
IJTSZOL,X,O,X,X,X,O,X,X,O,X,X
IJTSOLZ,X,X,X,X,X,O,X,O,O,X,X
IJTSOZL,X,X,X,X,X,O,X,X,O,X,X
IJTZLSO,X,O,O,X,O,X,X,X,X,X,X
IJTZLOS,X,X,O,X,O,X,X,X,X,X,X
IJTZSLO,X,O,O,X,O,O,X,X,X,X,X
IJTZSOL,X,O,O,X,O,O,X,X,X,X,X
IJTZOLS,X,O,O,X,O,X,X,X,X,X,X
IJTZOSL,X,O,O,X,O,O,X,X,O,X,X
IJTOLSZ,X,X,X,X,X,O,X,O,O,X,X
IJTOLZS,X,O,X,X,O,X,X,X,X,X,X
IJTOSLZ,X,X,X,X,X,O,X,O,O,X,X
IJTOSZL,X,O,X,X,X,O,X,X,O,X,X
IJTOZLS,X,O,O,X,O,X,X,X,X,X,X
IJTOZSL,X,O,O,X,O,O,X,X,O,X,X
IJLTSZO,X,X,X,X,X,O,X,O,X,X,X
IJLTSOZ,X,X,X,X,X,O,X,O,X,X,X
IJLTZSO,X,O,X,X,O,X,O,X,X,X,X
IJLTZOS,X,X,X,X,O,X,O,X,X,X,X
IJLTOSZ,X,X,X,X,X,O,X,O,O,X,X
IJLTOZS,X,X,X,X,O,X,O,X,X,X,X
IJLSTZO,X,X,X,X,X,O,X,O,X,X,X
IJLSTOZ,X,X,X,X,X,O,X,O,X,X,X
IJLSZTO,X,X,X,X,X,X,O,O,X,X,X
IJLSZOT,X,X,X,X,X,X,O,O,X,X,X
IJLSOTZ,X,X,X,X,X,X,X,O,X,X,X
IJLSOZT,X,X,X,X,X,X,O,O,X,X,X
IJLZTSO,X,O,X,X,O,X,O,X,X,X,X
IJLZTOS,X,X,X,X,O,X,O,X,X,X,X
IJLZSTO,X,O,X,X,X,X,O,O,X,X,X
IJLZSOT,X,X,X,X,X,X,O,O,X,X,X
IJLZOTS,X,X,X,X,X,X,O,X,X,X,X
IJLZOST,X,X,X,X,X,X,O,O,X,X,X
IJLOTSZ,X,X,X,X,X,X,X,O,O,X,X
IJLOTZS,X,X,X,X,X,X,O,X,X,X,O
IJLOSTZ,X,X,X,X,X,X,X,O,X,X,X
IJLOSZT,X,X,X,X,X,X,O,O,X,X,X
IJLOZTS,X,X,X,X,X,X,O,X,X,X,X
IJLOZST,X,X,X,X,X,X,O,O,X,X,X
IJSTLZO,X,X,X,X,X,O,X,O,X,X,X
IJSTLOZ,X,X,X,X,X,O,X,O,O,X,X
IJSTZLO,X,O,X,X,X,O,X,X,X,X,X
IJSTZOL,X,O,X,X,X,O,X,X,O,X,X
IJSTOLZ,X,X,X,X,X,O,X,O,O,X,X
IJSTOZL,X,X,X,X,X,O,X,X,O,X,X
IJSLTZO,X,X,X,X,X,O,X,O,X,X,X
IJSLTOZ,X,X,X,X,X,O,X,O,O,X,X
IJSLZTO,X,X,X,X,X,X,X,O,X,X,X
IJSLZOT,X,X,X,X,X,X,X,O,X,X,X
IJSLOTZ,X,X,X,X,X,X,X,O,O,X,X
IJSLOZT,X,X,X,X,X,X,X,O,X,X,X
IJSZTLO,X,O,X,X,X,O,X,X,X,X,X
IJSZTOL,X,O,X,X,X,O,X,X,O,X,X
IJSZLTO,X,O,X,X,X,X,X,O,X,X,X
IJSZLOT,X,X,X,X,X,X,X,O,X,X,X
IJSZOTL,X,O,X,X,X,X,X,X,O,X,X
IJSZOLT,X,X,X,X,X,X,X,O,X,X,X
IJSOTLZ,X,X,X,X,X,O,X,O,O,X,X
IJSOTZL,X,X,X,X,X,O,X,X,O,X,X
IJSOLTZ,X,X,X,X,X,X,X,O,O,X,X
IJSOLZT,X,X,X,X,X,X,X,O,X,X,X
IJSOZTL,X,X,X,X,X,X,X,X,O,X,X
IJSOZLT,X,X,X,X,X,X,X,O,X,X,X
IJZTLSO,X,O,O,X,O,X,X,X,X,X,X
IJZTLOS,X,X,O,X,O,X,X,X,X,X,X
IJZTSLO,X,O,O,X,O,O,X,X,X,X,X
IJZTSOL,X,O,O,X,O,O,X,X,X,X,X
IJZTOLS,X,O,O,X,O,X,X,X,X,X,X
IJZTOSL,X,O,O,X,O,O,X,X,O,X,X
IJZLTSO,X,O,X,X,O,X,O,X,X,X,X
IJZLTOS,X,X,X,X,O,X,O,X,X,X,X
IJZLSTO,X,O,X,X,X,X,O,O,X,X,X
IJZLSOT,X,X,X,X,X,X,O,O,X,X,X
IJZLOTS,X,X,X,X,X,X,O,X,X,X,X
IJZLOST,X,X,X,X,X,X,O,O,X,X,X
IJZSTLO,X,O,O,X,X,O,X,X,X,X,X
IJZSTOL,X,O,O,X,X,O,X,X,X,X,X
IJZSLTO,X,O,O,X,X,X,X,O,X,X,X
IJZSLOT,X,X,X,X,X,X,X,O,X,X,X
IJZSOTL,X,O,O,X,X,X,X,X,X,X,X
IJZSOLT,X,O,X,X,X,X,X,O,X,X,X
IJZOTLS,X,O,X,X,X,X,X,X,X,X,O
IJZOTSL,X,O,X,X,X,X,X,X,O,X,X
IJZOLTS,X,O,X,X,X,X,O,X,X,X,X
IJZOLST,X,O,X,X,X,X,O,O,X,X,X
IJZOSTL,X,O,X,X,X,X,X,X,X,X,X
IJZOSLT,X,O,X,X,X,X,X,O,X,X,X
IJOTLSZ,X,X,X,X,X,O,X,O,O,X,X
IJOTLZS,X,O,X,X,X,X,X,X,X,X,O
IJOTSLZ,X,X,X,X,X,O,X,O,O,X,X
IJOTSZL,X,O,X,X,X,O,X,X,O,X,X
IJOTZLS,X,O,X,X,X,X,X,X,X,X,O
IJOTZSL,X,O,X,X,X,O,X,X,O,X,X
IJOLTSZ,X,X,X,X,X,X,X,O,O,X,X
IJOLTZS,X,O,X,X,X,X,O,X,X,X,O
IJOLSTZ,X,X,X,X,X,X,X,O,X,X,X
IJOLSZT,X,X,X,X,X,X,O,O,X,X,X
IJOLZTS,X,O,X,X,X,X,O,X,X,X,X
IJOLZST,X,O,X,X,X,X,O,O,X,X,X
IJOSTLZ,X,X,X,X,X,O,X,O,O,X,X
IJOSTZL,X,O,X,X,X,O,X,X,O,X,X
IJOSLTZ,X,X,X,X,X,X,X,O,O,X,X
IJOSLZT,X,X,X,X,X,X,X,O,X,X,X
IJOSZTL,X,O,X,X,X,X,X,X,O,X,X
IJOSZLT,X,O,X,X,X,X,X,O,X,X,X
IJOZTLS,X,O,X,X,X,X,X,X,X,X,O
IJOZTSL,X,O,X,X,X,X,X,X,O,X,X
IJOZLTS,X,O,X,X,X,X,O,X,X,X,X
IJOZLST,X,O,X,X,X,X,O,O,X,X,X
IJOZSTL,X,O,X,X,X,X,X,X,X,X,X
IJOZSLT,X,O,X,X,X,X,X,O,X,X,X
ISTLJZO,X,X,X,O,X,O,X,X,X,X,X
ISTLJOZ,X,X,X,O,X,O,X,X,O,X,X
ISTLZJO,X,X,X,O,O,O,X,X,X,X,X
ISTLZOJ,X,X,X,O,O,O,X,X,X,X,X
ISTLOJZ,X,X,X,O,X,O,X,X,X,X,X
ISTLOZJ,X,X,X,O,O,O,X,X,X,X,X
ISTJLZO,X,X,X,X,X,O,X,O,X,X,X
ISTJLOZ,X,X,X,X,X,O,X,O,O,X,X
ISTJZLO,X,X,X,X,X,O,X,X,X,X,X
ISTJZOL,X,X,X,X,X,O,X,X,O,X,X
ISTJOLZ,X,X,X,X,X,O,X,O,O,X,X
ISTJOZL,X,X,X,X,X,O,X,X,O,X,X
ISTZLJO,X,X,X,O,O,O,X,X,X,X,X
ISTZLOJ,X,X,X,O,O,O,X,X,X,X,X
ISTZJLO,X,X,X,O,O,O,X,X,X,X,X
ISTZJOL,X,X,X,X,O,O,X,X,O,X,X
ISTZOLJ,X,X,X,O,O,O,X,X,X,X,X
ISTZOJL,X,X,X,X,O,O,X,X,X,X,X
ISTOLJZ,X,X,X,O,X,O,X,X,X,X,X
ISTOLZJ,X,X,X,O,O,O,X,X,X,X,X
ISTOJLZ,X,X,X,X,X,O,X,O,O,X,X
ISTOJZL,X,X,X,X,X,O,X,X,O,X,X
ISTOZLJ,X,X,X,X,O,O,X,X,X,X,X
ISTOZJL,X,X,X,X,O,O,X,X,X,X,X
ISLTJZO,O,X,X,O,X,O,X,X,X,X,X
ISLTJOZ,X,X,X,O,X,O,X,X,O,X,X
ISLTZJO,O,X,X,O,O,O,X,X,X,X,X
ISLTZOJ,O,X,X,O,O,O,X,X,X,X,X
ISLTOJZ,O,X,X,O,X,O,X,X,X,X,X
ISLTOZJ,O,X,X,O,O,O,X,X,X,X,X
ISLJTZO,O,X,X,X,X,O,X,O,X,X,X
ISLJTOZ,X,X,X,X,X,O,X,O,O,X,X
ISLJZTO,O,X,X,X,X,X,O,O,X,X,X
ISLJZOT,X,X,X,X,X,X,O,O,X,X,X
ISLJOTZ,X,X,X,X,X,X,X,O,O,X,X
ISLJOZT,X,X,X,X,X,X,O,O,X,X,X
ISLZTJO,O,X,X,O,O,X,X,X,X,X,X
ISLZTOJ,O,X,X,O,O,X,X,X,X,X,X
ISLZJTO,O,X,X,O,X,X,O,X,X,X,X
ISLZJOT,X,X,X,X,X,X,O,X,X,X,X
ISLZOTJ,O,X,X,O,X,X,X,X,X,X,X
ISLZOJT,O,X,X,X,X,X,O,X,X,X,X
ISLOTJZ,O,X,X,X,X,X,X,X,X,X,X
ISLOTZJ,O,X,X,X,X,X,X,X,X,X,X
ISLOJTZ,O,X,X,X,X,X,X,O,O,X,X
ISLOJZT,O,X,X,X,X,X,O,O,X,X,X
ISLOZTJ,O,X,X,X,X,X,X,X,X,X,X
ISLOZJT,O,X,X,X,X,X,O,X,X,X,X
ISJTLZO,X,X,X,X,X,O,X,O,X,X,X
ISJTLOZ,X,X,X,X,X,O,X,O,O,X,X
ISJTZLO,X,X,X,X,X,O,X,X,X,X,X
ISJTZOL,X,X,X,X,X,O,X,X,O,X,X
ISJTOLZ,X,X,X,X,X,O,X,O,O,X,X
ISJTOZL,X,X,X,X,X,O,X,X,O,X,X
ISJLTZO,X,X,X,X,X,O,X,O,X,X,X
ISJLTOZ,X,X,X,X,X,O,X,O,O,X,X
ISJLZTO,X,X,X,X,X,X,X,O,X,X,X
ISJLZOT,X,X,X,X,X,X,X,O,X,X,X
ISJLOTZ,X,X,X,X,X,X,X,O,O,X,X
ISJLOZT,X,X,X,X,X,X,X,O,X,X,X
ISJZTLO,X,X,X,X,X,O,X,X,X,X,X
ISJZTOL,X,X,X,X,X,O,X,X,O,X,X
ISJZLTO,X,X,X,X,X,X,X,O,X,X,X
ISJZLOT,X,X,X,X,X,X,X,O,X,X,X
ISJZOTL,X,X,X,X,X,X,X,X,O,X,X
ISJZOLT,X,X,X,X,X,X,X,O,X,X,X
ISJOTLZ,X,X,X,X,X,O,X,O,O,X,X
ISJOTZL,X,X,X,X,X,O,X,X,O,X,X
ISJOLTZ,X,X,X,X,X,X,X,O,O,X,X
ISJOLZT,X,X,X,X,X,X,X,O,X,X,X
ISJOZTL,X,X,X,X,X,X,X,X,O,X,X
ISJOZLT,X,X,X,X,X,X,X,O,X,X,X
ISZTLJO,O,X,X,O,O,O,X,X,X,X,X
ISZTLOJ,O,X,X,O,O,O,X,X,X,X,X
ISZTJLO,X,X,X,O,O,O,X,X,X,X,X
ISZTJOL,X,X,X,X,O,O,X,X,O,X,X
ISZTOLJ,O,X,X,O,O,O,X,X,X,X,X
ISZTOJL,O,X,X,X,O,O,X,X,X,X,X
ISZLTJO,O,X,X,O,O,X,X,X,X,X,X
ISZLTOJ,O,X,X,O,O,X,X,X,X,X,X
ISZLJTO,O,X,X,O,X,X,O,X,X,X,X
ISZLJOT,X,X,X,X,X,X,O,X,X,X,X
ISZLOTJ,O,X,X,O,X,X,X,X,X,X,X
ISZLOJT,O,X,X,X,X,X,O,X,X,X,X
ISZJTLO,X,X,X,O,X,O,X,X,X,X,X
ISZJTOL,X,X,X,X,X,O,X,X,O,X,X
ISZJLTO,X,X,X,O,X,X,X,O,X,X,X
ISZJLOT,X,X,X,X,X,X,X,O,X,X,X
ISZJOTL,X,X,X,X,X,X,X,X,O,X,X
ISZJOLT,X,X,X,X,X,X,X,O,X,X,X
ISZOTLJ,O,X,X,O,X,X,X,X,X,X,X
ISZOTJL,O,X,X,X,X,X,X,X,X,X,X
ISZOLTJ,O,X,X,O,X,X,X,X,X,X,X
ISZOLJT,X,X,X,X,X,X,O,X,X,X,X
ISZOJTL,O,X,X,X,X,X,X,X,O,X,X
ISZOJLT,X,X,X,X,X,X,X,O,X,X,X
ISOTLJZ,O,X,X,X,X,O,X,X,X,X,X
ISOTLZJ,O,X,X,X,X,O,X,X,X,X,X
ISOTJLZ,X,X,X,X,X,O,X,O,O,X,X
ISOTJZL,O,X,X,X,X,O,X,X,O,X,X
ISOTZLJ,O,X,X,X,X,O,X,X,X,X,X
ISOTZJL,O,X,X,X,X,O,X,X,X,X,X
ISOLTJZ,O,X,X,X,X,X,X,X,X,X,X
ISOLTZJ,O,X,X,X,X,X,X,X,X,X,X
ISOLJTZ,O,X,X,X,X,X,X,O,O,X,X
ISOLJZT,O,X,X,X,X,X,O,O,X,X,X
ISOLZTJ,O,X,X,X,X,X,X,X,X,X,X
ISOLZJT,O,X,X,X,X,X,O,X,X,X,X
ISOJTLZ,X,X,X,X,X,O,X,O,O,X,X
ISOJTZL,O,X,X,X,X,O,X,X,O,X,X
ISOJLTZ,O,X,X,X,X,X,X,O,O,X,X
ISOJLZT,O,X,X,X,X,X,X,O,X,X,X
ISOJZTL,O,X,X,X,X,X,X,X,O,X,X
ISOJZLT,X,X,X,X,X,X,X,O,X,X,X
ISOZTLJ,O,X,X,X,X,X,X,X,X,X,X
ISOZTJL,O,X,X,X,X,X,X,X,X,X,X
ISOZLTJ,O,X,X,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,O,X,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X,O,X,X
ISOZJLT,X,X,X,X,X,X,X,O,X,X,X
IZTLJSO,X,X,X,X,O,X,O,X,X,X,X
IZTLJOS,X,X,X,X,O,X,O,X,X,O,X
IZTLSJO,X,X,X,X,O,X,X,X,X,X,X
IZTLSOJ,X,X,X,X,O,X,X,X,X,O,X
IZTLOJS,X,X,X,X,O,X,O,X,X,O,X
IZTLOSJ,X,X,X,X,O,X,X,X,X,O,X
IZTJLSO,X,X,O,X,O,X,X,X,X,X,X
IZTJLOS,X,X,O,X,O,X,X,X,X,O,X
IZTJSLO,X,X,O,X,O,O,X,X,X,X,X
IZTJSOL,X,X,O,X,O,O,X,X,X,X,X
IZTJOLS,X,X,O,X,O,X,X,X,X,X,X
IZTJOSL,X,X,O,X,O,O,X,X,X,X,X
IZTSLJO,X,X,O,X,O,O,X,X,X,X,X
IZTSLOJ,X,X,X,X,O,O,X,X,X,O,X
IZTSJLO,X,X,O,X,O,O,X,X,X,X,X
IZTSJOL,X,X,O,X,O,O,X,X,X,X,X
IZTSOLJ,X,X,X,X,O,O,X,X,X,X,X
IZTSOJL,X,X,O,X,O,O,X,X,X,X,X
IZTOLJS,X,X,X,X,O,X,O,X,X,O,X
IZTOLSJ,X,X,X,X,O,X,X,X,X,O,X
IZTOJLS,X,X,O,X,O,X,X,X,X,X,X
IZTOJSL,X,X,O,X,O,O,X,X,X,X,X
IZTOSLJ,X,X,X,X,O,O,X,X,X,X,X
IZTOSJL,X,X,X,X,O,O,X,X,X,X,X
IZLTJSO,X,X,X,X,O,X,O,X,X,X,X
IZLTJOS,X,X,X,X,O,X,O,X,X,O,X
IZLTSJO,X,X,X,X,O,X,X,X,X,X,X
IZLTSOJ,X,X,X,X,O,X,X,X,X,O,X
IZLTOJS,X,X,X,X,O,X,O,X,X,O,X
IZLTOSJ,X,X,X,X,O,X,X,X,X,O,X
IZLJTSO,X,X,X,X,O,X,O,X,X,X,X
IZLJTOS,X,X,X,X,O,X,O,X,X,O,X
IZLJSTO,X,X,X,X,X,X,O,X,X,X,X
IZLJSOT,X,X,X,X,X,X,O,X,X,X,X
IZLJOTS,X,X,X,X,X,X,O,X,X,O,X
IZLJOST,X,X,X,X,X,X,O,X,X,X,X
IZLSTJO,X,X,X,X,O,X,X,X,X,X,X
IZLSTOJ,X,X,X,X,O,X,X,X,X,O,X
IZLSJTO,X,X,X,X,X,X,O,X,X,X,X
IZLSJOT,X,X,X,X,X,X,O,X,X,X,X
IZLSOTJ,X,X,X,X,X,X,X,X,X,O,X
IZLSOJT,X,X,X,X,X,X,O,X,X,X,X
IZLOTJS,X,X,X,X,O,X,O,X,X,O,X
IZLOTSJ,X,X,X,X,O,X,X,X,X,O,X
IZLOJTS,X,X,X,X,X,X,O,X,X,O,X
IZLOJST,X,X,X,X,X,X,O,X,X,X,X
IZLOSTJ,X,X,X,X,X,X,X,X,X,O,X
IZLOSJT,X,X,X,X,X,X,O,X,X,X,X
IZJTLSO,X,O,O,X,O,X,X,X,X,X,X
IZJTLOS,X,X,O,X,O,X,X,X,X,O,X
IZJTSLO,X,O,O,X,O,O,X,X,X,X,X
IZJTSOL,X,O,O,X,O,O,X,X,X,X,X
IZJTOLS,X,O,O,X,O,X,X,X,X,X,X
IZJTOSL,X,O,O,X,O,O,X,X,X,X,X
IZJLTSO,X,O,X,X,O,X,O,X,X,X,X
IZJLTOS,X,X,X,X,O,X,O,X,X,O,X
IZJLSTO,X,O,X,X,X,X,O,O,X,X,X
IZJLSOT,X,X,X,X,X,X,O,O,X,X,X
IZJLOTS,X,X,X,X,X,X,O,X,X,O,X
IZJLOST,X,X,X,X,X,X,O,O,X,X,X
IZJSTLO,X,O,O,X,X,O,X,X,X,X,X
IZJSTOL,X,O,O,X,X,O,X,X,X,X,X
IZJSLTO,X,O,O,X,X,X,X,O,X,X,X
IZJSLOT,X,X,X,X,X,X,X,O,X,X,X
IZJSOTL,X,O,O,X,X,X,X,X,X,X,X
IZJSOLT,X,O,X,X,X,X,X,O,X,X,X
IZJOTLS,X,O,X,X,X,X,X,X,X,X,O
IZJOTSL,X,O,X,X,X,X,X,X,X,X,X
IZJOLTS,X,O,X,X,X,X,O,X,X,O,X
IZJOLST,X,O,X,X,X,X,O,O,X,X,X
IZJOSTL,X,O,X,X,X,X,X,X,X,X,X
IZJOSLT,X,O,X,X,X,X,X,O,X,X,X
IZSTLJO,X,X,O,X,O,O,X,X,X,X,X
IZSTLOJ,X,X,X,X,O,O,X,X,X,O,X
IZSTJLO,X,O,O,X,O,O,X,X,X,X,X
IZSTJOL,X,O,O,X,O,O,X,X,X,X,X
IZSTOLJ,X,O,X,X,O,O,X,X,X,X,X
IZSTOJL,X,O,O,X,O,O,X,X,X,X,X
IZSLTJO,X,X,O,X,O,X,X,X,X,X,X
IZSLTOJ,X,X,X,X,O,X,X,X,X,O,X
IZSLJTO,X,X,O,X,X,X,O,X,X,X,X
IZSLJOT,X,X,X,X,X,X,O,X,X,X,X
IZSLOTJ,X,X,X,X,X,X,X,X,X,O,X
IZSLOJT,X,X,X,X,X,X,O,X,X,X,X
IZSJTLO,X,O,O,X,X,O,X,X,X,X,X
IZSJTOL,X,O,O,X,X,O,X,X,X,X,X
IZSJLTO,X,O,O,X,X,X,X,O,X,X,X
IZSJLOT,X,X,X,X,X,X,X,O,X,X,X
IZSJOTL,X,O,O,X,X,X,X,X,X,X,X
IZSJOLT,X,O,X,X,X,X,X,O,X,X,X
IZSOTLJ,X,O,X,X,X,X,X,X,X,X,X
IZSOTJL,X,O,O,X,X,X,X,X,X,X,X
IZSOLTJ,X,O,X,X,X,X,X,X,X,O,X
IZSOLJT,X,X,X,X,X,X,O,X,X,X,X
IZSOJTL,X,O,O,X,X,X,X,X,X,X,X
IZSOJLT,X,X,X,X,X,X,X,O,X,X,X
IZOTLJS,X,X,X,X,O,X,O,X,X,O,O
IZOTLSJ,X,O,X,X,O,X,X,X,X,O,X
IZOTJLS,X,O,X,X,O,X,X,X,X,X,O
IZOTJSL,X,O,X,X,O,X,X,X,X,X,X
IZOTSLJ,X,O,X,X,O,X,X,X,X,X,X
IZOTSJL,X,O,X,X,O,X,X,X,X,X,X
IZOLTJS,X,X,X,X,O,X,O,X,X,O,X
IZOLTSJ,X,O,X,X,O,X,X,X,X,O,X
IZOLJTS,X,O,X,X,X,X,O,X,X,O,X
IZOLJST,X,O,X,X,X,X,O,X,X,X,X
IZOLSTJ,X,O,X,X,X,X,X,X,X,O,X
IZOLSJT,X,X,X,X,X,X,O,X,X,X,X
IZOJTLS,X,O,X,X,X,X,X,X,X,X,O
IZOJTSL,X,O,X,X,X,X,X,X,X,X,X
IZOJLTS,X,O,X,X,X,X,O,X,X,O,X
IZOJLST,X,O,X,X,X,X,O,O,X,X,X
IZOJSTL,X,O,X,X,X,X,X,X,X,X,X
IZOJSLT,X,O,X,X,X,X,X,O,X,X,X
IZOSTLJ,X,O,X,X,X,X,X,X,X,X,X
IZOSTJL,X,O,X,X,X,X,X,X,X,X,X
IZOSLTJ,X,O,X,X,X,X,X,X,X,O,X
