sequence,v115@vhGZEJXhB8mBzkB+tBSvB2wB,v115@vhG5DJ2kBaoB3lBTpB0rBWyB,v115@vhGSDJZkBupB3lBToB0rBWyB,v115@vhG+/I5jBaoB/qBUmBTpBWyB,v115@vhG/CJTjBxkBipBUrB2xBGtB,v115@vhG/CJOoBxkB+tBipBUrBTsB,v115@vhGT5IOoBKpBUmB/sB+tBRwB,v115@vhGT5I5oBOpB8pBCmBXnB2wB,v115@vhGT5I5oBOpB8pBfrB6rBOsB,v115@vhGaGJ8mB5oB/pBznBWwB2xB,v115@vhG3/I6oBRnBTpB2vBmrBUtB
ILSTOZJ,O,X,X,O,X,X,X,O,O,X,X
ILSJTZO,O,X,X,X,O,X,O,X,X,O,X
ILSJTOZ,O,X,X,X,O,X,O,X,X,O,X
ILSJZTO,O,X,X,X,O,X,O,O,O,O,X
ILSJZOT,O,X,X,O,O,O,O,O,O,O,X
ILSJOTZ,O,X,X,O,O,O,O,X,X,O,X
ILSJOZT,O,X,X,O,O,O,O,O,O,O,X
ILSZTJO,O,X,X,X,X,X,O,O,O,O,X
ILSZTOJ,O,O,X,O,X,X,X,O,O,X,X
ILSZJTO,O,X,X,X,O,X,O,O,O,O,X
ILSZJOT,O,O,X,O,O,O,O,O,O,O,X
ILSZOTJ,O,O,X,O,X,O,X,O,O,X,X
ILSZOJT,O,O,X,O,O,O,O,O,O,O,X
ILSOTJZ,O,X,X,O,O,O,X,X,X,X,X
ILSOTZJ,O,X,X,O,X,O,X,O,O,X,X
ILSOJTZ,O,X,X,O,O,O,O,X,X,O,X
ILSOJZT,O,O,X,O,O,O,O,O,O,O,X
ILSOZTJ,O,O,X,O,X,O,X,O,O,X,X
ILSOZJT,O,O,X,O,O,O,O,O,O,O,X
ILZTJSO,O,X,X,X,O,X,O,O,X,O,X
ILZTJOS,O,X,X,X,O,O,O,O,X,O,X
ILZTSJO,O,X,X,X,X,X,O,O,X,O,X
ILZTSOJ,O,O,X,X,X,X,X,O,X,X,X
ILZTOJS,O,O,X,X,O,O,X,O,X,X,X
ILZTOSJ,O,O,X,X,X,O,X,O,X,X,X
ILZJTSO,O,X,X,X,O,X,O,O,X,O,X
ILZJTOS,O,X,X,X,O,O,O,O,X,O,X
ILZJSTO,O,X,X,X,O,X,O,O,O,O,X
ILZJSOT,O,O,O,X,O,O,O,O,O,O,X
ILZJOTS,O,O,O,X,O,O,O,O,X,O,X
ILZJOST,O,O,O,X,O,O,O,O,O,O,X
ILZSTJO,O,X,X,X,X,X,O,O,O,O,X
ILZSTOJ,O,O,X,O,X,X,X,O,O,X,X
ILZSJTO,O,X,X,X,O,X,O,O,O,O,X
ILZSJOT,O,O,O,O,O,O,O,O,O,O,X
ILZSOTJ,O,O,O,O,X,O,X,O,O,X,X
ILZSOJT,O,O,O,O,O,O,O,O,O,O,X
ILZOTJS,O,O,O,X,O,O,X,O,X,X,X
ILZOTSJ,O,O,O,X,X,O,X,O,X,X,X
ILZOJTS,O,O,O,X,O,O,O,O,X,O,X
ILZOJST,O,O,O,O,O,O,O,O,O,O,X
ILZOSTJ,O,O,O,O,X,O,X,O,O,X,X
ILZOSJT,O,O,O,O,O,O,O,O,O,O,X
ILOTJSZ,O,X,X,O,O,O,X,X,X,X,X
ILOTJZS,O,O,O,X,O,O,X,X,X,X,X
ILOTSJZ,O,X,X,O,O,O,X,X,X,X,X
ILOTSZJ,O,X,X,O,X,O,X,O,O,X,X
ILOTZJS,O,O,O,X,O,O,X,O,X,X,X
ILOTZSJ,O,O,O,X,X,O,X,O,X,X,X
ILOJTSZ,O,X,X,O,O,O,O,X,X,O,X
ILOJTZS,O,O,O,X,O,O,O,X,X,O,X
ILOJSTZ,O,X,X,O,O,O,O,X,X,O,X
ILOJSZT,O,O,O,O,O,O,O,O,O,O,X
ILOJZTS,O,O,O,X,O,O,O,O,X,O,X
ILOJZST,O,O,O,O,O,O,O,O,O,O,X
ILOSTJZ,O,X,X,O,O,O,X,X,X,X,X
ILOSTZJ,O,X,X,O,X,O,X,O,O,X,X
ILOSJTZ,O,X,X,O,O,O,O,X,X,O,X
ILOSJZT,O,O,O,O,O,O,O,O,O,O,X
ILOSZTJ,O,O,O,O,X,O,X,O,O,X,X
ILOSZJT,O,O,O,O,O,O,O,O,O,O,X
ILOZTJS,O,O,O,X,O,O,X,O,X,X,X
ILOZTSJ,O,O,O,X,X,O,X,O,X,X,X
ILOZJTS,O,O,O,X,O,O,O,O,X,O,X
ILOZJST,O,O,O,O,O,O,O,O,O,O,X
ILOZSTJ,O,O,O,O,X,O,X,O,O,X,X
ILOZSJT,O,O,O,O,O,O,O,O,O,O,X
IJTLSZO,O,X,X,X,X,X,O,X,X,O,X
IJTLSOZ,O,X,X,X,X,X,O,X,X,O,X
IJTLZSO,O,X,X,X,X,X,O,X,X,O,X
IJTLZOS,O,X,X,X,X,X,O,X,X,O,X
IJTLOSZ,O,X,X,X,X,X,O,X,X,O,X
IJTLOZS,O,X,X,X,X,X,O,X,X,O,X
IJTSLZO,O,X,X,X,X,X,O,X,X,O,X
IJTSLOZ,O,X,X,X,X,X,O,X,X,O,X
IJTSZLO,O,X,X,X,X,X,O,O,X,O,X
IJTSZOL,X,X,X,X,X,X,O,O,X,O,X
IJTSOLZ,X,X,X,X,X,X,O,X,X,O,X
IJTSOZL,X,X,X,X,X,X,O,O,X,O,X
IJTZLSO,O,X,X,X,X,X,O,O,X,O,X
IJTZLOS,O,X,X,X,X,X,O,O,X,O,X
IJTZSLO,O,X,X,X,X,X,O,O,O,O,X
IJTZSOL,X,X,O,X,X,X,O,O,O,O,X
IJTZOLS,X,X,O,X,X,X,O,O,X,O,X
IJTZOSL,X,X,O,X,X,X,O,O,O,O,X
IJTOLSZ,X,X,X,X,X,X,O,X,X,O,X
IJTOLZS,X,X,O,X,X,X,O,X,X,O,X
IJTOSLZ,X,X,X,X,X,X,O,X,X,O,X
IJTOSZL,X,X,X,X,X,X,O,O,X,O,X
IJTOZLS,X,X,O,X,X,X,O,O,X,O,X
IJTOZSL,X,X,O,X,X,X,O,O,O,O,X
IJLTSZO,O,X,X,X,O,X,O,X,X,O,X
IJLTSOZ,O,X,X,X,O,X,O,X,X,O,X
IJLTZSO,O,X,X,X,O,X,O,X,X,O,X
IJLTZOS,O,X,X,X,O,O,O,X,X,O,X
IJLTOSZ,O,X,X,X,O,O,O,X,X,O,X
IJLTOZS,O,X,X,X,O,O,O,X,X,O,X
IJLSTZO,O,X,X,X,O,X,O,X,X,O,X
IJLSTOZ,O,X,X,X,O,X,O,X,X,O,X
IJLSZTO,O,X,X,X,O,X,O,O,O,O,X
IJLSZOT,O,X,X,O,O,O,O,O,O,O,X
IJLSOTZ,O,X,X,O,O,O,O,X,X,O,X
IJLSOZT,O,X,X,O,O,O,O,O,O,O,X
IJLZTSO,O,X,X,X,O,X,O,O,X,O,X
IJLZTOS,O,X,X,X,O,O,O,O,X,O,X
IJLZSTO,O,X,X,X,O,X,O,O,O,O,X
IJLZSOT,O,O,O,X,O,O,O,O,O,O,X
IJLZOTS,O,O,O,X,O,O,O,O,X,O,X
IJLZOST,O,O,O,X,O,O,O,O,O,O,X
IJLOTSZ,O,X,X,O,O,O,O,X,X,O,X
IJLOTZS,O,O,O,X,O,O,O,X,X,O,X
IJLOSTZ,O,X,X,O,O,O,O,X,X,O,X
IJLOSZT,O,O,O,O,O,O,O,O,O,O,X
IJLOZTS,O,O,O,X,O,O,O,O,X,O,X
IJLOZST,O,O,O,O,O,O,O,O,O,O,X
IJSTLZO,O,X,X,X,X,X,O,X,X,O,X
IJSTLOZ,O,X,X,X,X,X,O,X,X,O,X
IJSTZLO,O,X,X,X,X,X,O,O,X,O,X
IJSTZOL,X,X,X,X,X,X,O,O,X,O,X
IJSTOLZ,X,X,X,X,X,X,O,X,X,O,X
IJSTOZL,X,X,X,X,X,X,O,O,X,O,X
IJSLTZO,O,X,X,X,O,X,O,X,X,O,X
IJSLTOZ,O,X,X,X,O,X,O,X,X,O,X
IJSLZTO,O,X,X,X,O,X,O,O,O,O,X
IJSLZOT,O,X,X,O,O,X,O,O,O,O,X
IJSLOTZ,O,X,X,O,O,X,O,X,X,O,X
IJSLOZT,O,X,X,O,O,X,O,O,O,O,X
IJSZTLO,O,X,X,X,X,X,O,O,O,O,X
IJSZTOL,X,X,O,X,X,X,O,O,O,O,X
IJSZLTO,O,X,X,X,O,X,O,O,O,O,X
IJSZLOT,O,X,O,O,O,X,O,O,O,O,X
IJSZOTL,X,X,O,O,X,X,O,O,O,O,X
IJSZOLT,O,X,O,O,O,X,O,O,O,O,X
IJSOTLZ,X,X,X,O,X,X,O,X,X,O,X
IJSOTZL,X,X,X,O,X,X,O,O,X,O,X
IJSOLTZ,O,X,X,O,O,X,O,X,X,O,X
IJSOLZT,O,X,O,O,O,X,O,O,O,O,X
IJSOZTL,X,X,O,O,X,X,O,O,O,O,X
IJSOZLT,O,X,O,O,O,X,O,O,O,O,X
IJZTLSO,O,X,X,X,X,X,O,O,X,O,X
IJZTLOS,O,X,X,X,X,X,O,O,X,O,O
IJZTSLO,O,X,X,X,X,X,O,O,O,O,X
IJZTSOL,X,X,O,X,X,X,O,O,O,O,X
IJZTOLS,X,X,O,X,X,X,O,O,X,O,O
IJZTOSL,X,X,O,X,X,X,O,O,O,O,O
IJZLTSO,O,X,X,X,O,X,O,O,X,O,X
IJZLTOS,O,X,X,X,O,O,O,O,X,O,O
IJZLSTO,O,X,X,X,O,X,O,O,O,O,X
IJZLSOT,O,O,O,X,O,O,O,O,O,O,O
IJZLOTS,O,O,O,X,O,O,O,O,X,O,O
IJZLOST,O,O,O,X,O,O,O,O,O,O,O
IJZSTLO,O,X,X,X,X,X,O,O,O,O,X
IJZSTOL,X,X,O,X,X,X,O,O,O,O,X
IJZSLTO,O,X,X,X,O,X,O,O,O,O,X
IJZSLOT,O,O,O,X,O,X,O,O,O,O,O
IJZSOTL,X,O,O,X,X,X,O,O,O,O,O
IJZSOLT,O,O,O,X,O,X,O,O,O,O,O
IJZOTLS,X,O,O,X,X,X,O,O,X,O,O
IJZOTSL,X,O,O,X,X,X,O,O,O,O,O
IJZOLTS,O,O,O,X,O,O,O,O,X,O,O
IJZOLST,O,O,O,X,O,O,O,O,O,O,O
IJZOSTL,X,O,O,X,X,X,O,O,O,O,O
IJZOSLT,O,O,O,X,O,O,O,O,O,O,O
IJOTLSZ,X,X,X,O,X,X,O,X,X,O,X
IJOTLZS,X,O,O,X,X,X,O,X,X,O,X
IJOTSLZ,X,X,X,O,X,X,O,X,X,O,X
IJOTSZL,X,X,X,O,X,X,O,O,X,O,X
IJOTZLS,X,O,O,X,X,X,O,O,X,O,X
IJOTZSL,X,O,O,X,X,X,O,O,O,O,X
IJOLTSZ,O,X,X,O,O,O,O,X,X,O,X
IJOLTZS,O,O,O,X,O,O,O,X,X,O,X
IJOLSTZ,O,X,X,O,O,O,O,X,X,O,X
IJOLSZT,O,O,O,O,O,O,O,O,O,O,X
IJOLZTS,O,O,O,X,O,O,O,O,X,O,X
IJOLZST,O,O,O,O,O,O,O,O,O,O,X
IJOSTLZ,X,X,X,O,X,X,O,X,X,O,X
IJOSTZL,X,X,X,O,X,X,O,O,X,O,X
IJOSLTZ,O,X,X,O,O,O,O,X,X,O,X
IJOSLZT,O,O,O,O,O,O,O,O,O,O,X
IJOSZTL,X,O,O,O,X,X,O,O,O,O,O
IJOSZLT,O,O,O,O,O,O,O,O,O,O,O
IJOZTLS,X,O,O,X,X,X,O,O,X,O,O
IJOZTSL,X,O,O,X,X,X,O,O,O,O,O
IJOZLTS,O,O,O,X,O,O,O,O,X,O,O
IJOZLST,O,O,O,O,O,O,O,O,O,O,O
IJOZSTL,X,O,O,O,X,X,O,O,O,O,O
IJOZSLT,O,O,O,O,O,O,O,O,O,O,O
ISTLJZO,O,X,X,X,X,X,O,X,X,O,X
ISTLJOZ,O,X,X,X,X,X,O,X,X,O,X
ISTLZJO,O,X,X,X,X,X,O,O,O,O,X
ISTLZOJ,O,X,X,O,X,X,X,O,O,X,X
ISTLOJZ,O,X,X,O,X,X,X,X,X,X,X
ISTLOZJ,O,X,X,O,X,X,X,O,O,X,X
ISTJLZO,O,X,X,X,X,X,O,X,X,O,X
ISTJLOZ,O,X,X,X,X,X,O,X,X,O,X
ISTJZLO,O,X,X,X,X,X,O,O,X,O,X
ISTJZOL,X,X,X,X,X,X,O,O,X,O,X
ISTJOLZ,X,X,X,X,X,X,O,X,X,O,X
ISTJOZL,X,X,X,X,X,X,O,O,X,O,X
ISTZLJO,O,X,X,X,X,X,O,O,O,O,X
ISTZLOJ,O,X,X,O,X,X,X,O,O,X,X
ISTZJLO,O,X,X,X,X,X,O,O,O,O,X
ISTZJOL,X,X,X,X,X,X,O,O,O,O,X
ISTZOLJ,X,X,X,O,X,X,X,O,O,X,X
ISTZOJL,X,X,X,O,X,X,X,O,O,O,X
ISTOLJZ,X,X,X,O,X,X,X,X,X,X,X
ISTOLZJ,X,X,X,O,X,X,X,O,O,X,X
ISTOJLZ,X,X,X,O,X,X,X,X,X,O,X
ISTOJZL,X,X,X,O,X,X,X,O,X,O,X
ISTOZLJ,X,X,X,O,X,X,X,O,O,X,X
ISTOZJL,X,X,X,O,X,X,X,O,O,O,X
ISLTJZO,O,X,X,X,O,X,O,X,X,O,X
ISLTJOZ,O,X,X,X,O,X,O,X,X,O,X
ISLTZJO,O,X,X,X,X,X,O,O,O,O,X
ISLTZOJ,O,X,X,O,X,X,X,O,O,X,X
ISLTOJZ,O,X,X,O,O,X,X,X,X,X,X
ISLTOZJ,O,X,X,O,X,X,X,O,O,X,X
ISLJTZO,O,X,X,X,O,X,O,X,X,O,X
ISLJTOZ,O,X,X,X,O,X,O,X,X,O,X
ISLJZTO,O,X,X,X,O,X,O,O,O,O,X
ISLJZOT,O,X,X,O,O,X,O,O,O,O,X
ISLJOTZ,O,X,X,O,O,X,O,X,X,O,X
ISLJOZT,O,X,X,O,O,X,O,O,O,O,X
ISLZTJO,O,X,X,X,X,X,O,O,O,O,X
ISLZTOJ,O,O,X,O,X,X,X,O,O,X,X
ISLZJTO,O,X,X,X,O,X,O,O,O,O,X
ISLZJOT,O,O,X,O,O,X,O,O,O,O,X
ISLZOTJ,O,O,X,O,X,X,X,O,O,X,X
ISLZOJT,O,O,X,O,O,X,O,O,O,O,X
ISLOTJZ,O,X,X,O,O,X,X,X,X,X,X
ISLOTZJ,O,X,X,O,X,X,X,O,O,X,X
ISLOJTZ,O,X,X,O,O,X,O,X,X,O,X
ISLOJZT,O,O,X,O,O,X,O,O,O,O,X
ISLOZTJ,O,O,X,O,X,X,X,O,O,X,X
ISLOZJT,O,O,X,O,O,X,O,O,O,O,X
ISJTLZO,O,X,X,X,X,X,O,X,X,O,X
ISJTLOZ,O,X,X,X,X,X,O,X,X,O,X
ISJTZLO,O,X,X,X,X,X,O,O,X,O,X
ISJTZOL,X,X,X,X,X,X,O,O,X,O,X
ISJTOLZ,X,X,X,X,X,X,O,X,X,O,X
ISJTOZL,X,X,X,X,X,X,O,O,X,O,X
ISJLTZO,O,X,X,X,O,X,O,X,X,O,X
ISJLTOZ,O,X,X,X,O,X,O,X,X,O,X
ISJLZTO,O,X,X,X,O,X,O,O,O,O,X
ISJLZOT,O,X,X,O,O,X,O,O,O,O,X
ISJLOTZ,O,X,X,O,O,X,O,X,X,O,X
ISJLOZT,O,X,X,O,O,X,O,O,O,O,X
ISJZTLO,O,X,X,X,X,X,O,O,O,O,X
ISJZTOL,X,X,O,X,X,X,O,O,O,O,X
ISJZLTO,O,X,X,X,O,X,O,O,O,O,X
ISJZLOT,O,X,O,O,O,X,O,O,O,O,X
ISJZOTL,X,X,O,O,X,X,O,O,O,O,X
ISJZOLT,O,X,O,O,O,X,O,O,O,O,X
ISJOTLZ,X,X,X,O,X,X,O,X,X,O,X
ISJOTZL,X,X,X,O,X,X,O,O,X,O,X
ISJOLTZ,O,X,X,O,O,X,O,X,X,O,X
ISJOLZT,O,X,O,O,O,X,O,O,O,O,X
ISJOZTL,X,X,O,O,X,X,O,O,O,O,X
ISJOZLT,O,X,O,O,O,X,O,O,O,O,X
ISZTLJO,O,X,X,X,X,X,O,O,O,O,X
ISZTLOJ,O,O,X,O,X,X,X,O,O,X,X
ISZTJLO,O,X,X,X,X,X,O,O,O,O,X
ISZTJOL,X,X,O,X,X,X,O,O,O,O,X
ISZTOLJ,X,O,O,O,X,X,X,O,O,X,X
ISZTOJL,X,O,O,O,X,X,X,O,O,O,X
ISZLTJO,O,X,X,X,X,X,O,O,O,O,X
ISZLTOJ,O,O,X,O,X,X,X,O,O,X,X
ISZLJTO,O,X,X,X,X,X,O,O,O,O,X
ISZLJOT,O,O,O,O,X,X,O,O,O,O,X
ISZLOTJ,O,O,O,O,X,X,X,O,O,X,X
ISZLOJT,O,O,O,O,X,X,O,O,O,O,X
ISZJTLO,O,X,X,X,X,X,O,O,O,O,X
ISZJTOL,X,X,O,X,X,X,O,O,O,O,X
ISZJLTO,O,X,X,X,X,X,O,O,O,O,X
ISZJLOT,O,O,O,O,X,X,O,O,O,O,X
ISZJOTL,X,O,O,O,X,X,O,O,O,O,X
ISZJOLT,O,O,O,O,X,X,O,O,O,O,X
ISZOTLJ,X,O,O,O,X,X,X,O,O,X,X
ISZOTJL,X,O,O,O,X,X,X,O,O,O,X
ISZOLTJ,O,O,O,O,X,X,X,O,O,X,X
ISZOLJT,O,O,O,O,X,X,O,O,O,O,X
ISZOJTL,X,O,O,O,X,X,O,O,O,O,X
ISZOJLT,O,O,O,O,X,X,O,O,O,O,X
ISOTLJZ,X,X,X,O,X,X,X,X,X,X,X
ISOTLZJ,X,X,X,O,X,X,X,O,O,X,X
ISOTJLZ,X,X,X,O,X,X,X,X,X,O,X
ISOTJZL,X,X,X,O,X,X,X,O,X,O,X
ISOTZLJ,X,X,X,O,X,X,X,O,O,X,X
ISOTZJL,X,X,X,O,X,X,X,O,O,O,X
ISOLTJZ,O,X,X,O,O,X,X,X,X,X,X
ISOLTZJ,O,X,X,O,X,X,X,O,O,X,X
ISOLJTZ,O,X,X,O,O,X,O,X,X,O,X
ISOLJZT,O,O,O,O,O,X,O,O,O,O,X
ISOLZTJ,O,O,O,O,X,X,X,O,O,X,X
ISOLZJT,O,O,O,O,O,X,O,O,O,O,X
ISOJTLZ,X,X,X,O,X,X,O,X,X,O,X
ISOJTZL,X,X,X,O,X,X,O,O,X,O,X
ISOJLTZ,O,X,X,O,O,X,O,X,X,O,X
ISOJLZT,O,O,O,O,O,X,O,O,O,O,X
ISOJZTL,X,O,O,O,X,X,O,O,O,O,X
ISOJZLT,O,O,O,O,O,X,O,O,O,O,X
ISOZTLJ,X,O,O,O,X,X,X,O,O,X,X
ISOZTJL,X,O,O,O,X,X,X,O,O,O,X
ISOZLTJ,O,O,O,O,X,X,X,O,O,X,X
ISOZLJT,O,O,O,O,X,X,O,O,O,O,X
ISOZJTL,X,O,O,O,X,X,O,O,O,O,X
ISOZJLT,O,O,O,O,X,X,O,O,O,O,X
IZTLJSO,O,X,X,X,X,X,O,O,X,O,X
IZTLJOS,O,X,X,X,X,X,O,O,X,O,O
IZTLSJO,O,X,X,X,X,X,O,O,X,O,X
IZTLSOJ,O,O,X,X,X,X,X,O,X,X,X
IZTLOJS,O,O,X,X,X,X,X,O,X,X,O
IZTLOSJ,O,O,X,X,X,X,X,O,X,X,O
IZTJLSO,O,X,X,X,X,X,O,O,X,O,X
IZTJLOS,O,X,X,X,X,X,O,O,X,O,O
IZTJSLO,O,X,X,X,X,X,O,O,O,O,X
IZTJSOL,X,X,O,X,X,X,O,O,O,O,X
IZTJOLS,X,X,O,X,X,X,O,O,X,O,O
IZTJOSL,X,X,O,X,X,X,O,O,O,O,O
IZTSLJO,O,X,X,X,X,X,O,O,O,O,X
IZTSLOJ,O,O,X,X,X,X,X,O,O,X,X
IZTSJLO,O,X,X,X,X,X,O,O,O,O,X
IZTSJOL,X,X,O,X,X,X,O,O,O,O,X
IZTSOLJ,X,O,O,X,X,X,X,O,O,X,X
IZTSOJL,X,O,O,X,X,X,X,O,O,O,X
IZTOLJS,X,O,O,X,X,X,X,O,X,X,O
IZTOLSJ,X,O,O,X,X,X,X,O,X,X,O
IZTOJLS,X,O,O,X,X,X,X,O,X,O,O
IZTOJSL,X,O,O,X,X,X,X,O,O,O,O
IZTOSLJ,X,O,O,X,X,X,X,O,O,X,O
IZTOSJL,X,O,O,X,X,X,X,O,O,O,O
IZLTJSO,O,X,X,X,O,X,O,O,X,O,X
IZLTJOS,O,X,X,X,O,O,O,O,X,O,O
IZLTSJO,O,X,X,X,X,X,O,O,X,O,X
IZLTSOJ,O,O,X,X,X,X,X,O,X,X,X
IZLTOJS,O,O,X,X,O,O,X,O,X,X,O
IZLTOSJ,O,O,X,X,X,O,X,O,X,X,O
IZLJTSO,O,X,X,X,O,X,O,O,X,O,X
IZLJTOS,O,X,X,X,O,O,O,O,X,O,O
IZLJSTO,O,X,X,X,O,X,O,O,O,O,X
IZLJSOT,O,O,O,X,O,O,O,O,O,O,O
IZLJOTS,O,O,O,X,O,O,O,O,X,O,O
IZLJOST,O,O,O,X,O,O,O,O,O,O,O
IZLSTJO,O,X,X,X,X,X,O,O,O,O,X
IZLSTOJ,O,O,X,O,X,X,X,O,O,X,X
IZLSJTO,O,X,X,X,O,X,O,O,O,O,X
IZLSJOT,O,O,O,O,O,O,O,O,O,O,O
IZLSOTJ,O,O,O,O,X,O,X,O,O,X,O
IZLSOJT,O,O,O,O,O,O,O,O,O,O,O
IZLOTJS,O,O,O,X,O,O,X,O,X,X,O
IZLOTSJ,O,O,O,X,X,O,X,O,X,X,O
IZLOJTS,O,O,O,X,O,O,O,O,X,O,O
IZLOJST,O,O,O,O,O,O,O,O,O,O,O
IZLOSTJ,O,O,O,O,X,O,X,O,O,X,O
IZLOSJT,O,O,O,O,O,O,O,O,O,O,O
IZJTLSO,O,X,X,X,X,X,O,O,X,O,X
IZJTLOS,O,X,X,X,X,X,O,O,X,O,O
IZJTSLO,O,X,X,X,X,X,O,O,O,O,X
IZJTSOL,X,X,O,X,X,X,O,O,O,O,X
IZJTOLS,X,X,O,X,X,X,O,O,X,O,O
IZJTOSL,X,X,O,X,X,X,O,O,O,O,O
IZJLTSO,O,X,X,X,O,X,O,O,X,O,X
IZJLTOS,O,X,X,X,O,O,O,O,X,O,O
IZJLSTO,O,X,X,X,O,X,O,O,O,O,X
IZJLSOT,O,O,O,X,O,O,O,O,O,O,O
IZJLOTS,O,O,O,X,O,O,O,O,X,O,O
IZJLOST,O,O,O,X,O,O,O,O,O,O,O
IZJSTLO,O,X,X,X,X,X,O,O,O,O,X
IZJSTOL,X,X,O,X,X,X,O,O,O,O,X
IZJSLTO,O,X,X,X,O,X,O,O,O,O,X
IZJSLOT,O,O,O,X,O,X,O,O,O,O,O
IZJSOTL,X,O,O,X,X,X,O,O,O,O,O
IZJSOLT,O,O,O,X,O,X,O,O,O,O,O
IZJOTLS,X,O,O,X,X,X,O,O,X,O,O
IZJOTSL,X,O,O,X,X,X,O,O,O,O,O
IZJOLTS,O,O,O,X,O,O,O,O,X,O,O
IZJOLST,O,O,O,X,O,O,O,O,O,O,O
IZJOSTL,X,O,O,X,X,X,O,O,O,O,O
IZJOSLT,O,O,O,X,O,O,O,O,O,O,O
IZSTLJO,O,X,X,X,X,X,O,O,O,O,X
IZSTLOJ,O,O,X,O,X,X,X,O,O,X,X
IZSTJLO,O,X,X,X,X,X,O,O,O,O,X
IZSTJOL,X,X,O,X,X,X,O,O,O,O,X
IZSTOLJ,X,O,O,O,X,X,X,O,O,X,X
IZSTOJL,X,O,O,O,X,X,X,O,O,O,X
IZSLTJO,O,X,X,X,X,X,O,O,O,O,X
IZSLTOJ,O,O,X,O,X,X,X,O,O,X,X
IZSLJTO,O,X,X,X,X,X,O,O,O,O,X
IZSLJOT,O,O,O,O,X,X,O,O,O,O,O
IZSLOTJ,O,O,O,O,X,X,X,O,O,X,O
IZSLOJT,O,O,O,O,X,X,O,O,O,O,O
IZSJTLO,O,X,X,X,X,X,O,O,O,O,X
IZSJTOL,X,X,O,X,X,X,O,O,O,O,X
IZSJLTO,O,X,X,X,X,X,O,O,O,O,X
IZSJLOT,O,O,O,O,X,X,O,O,O,O,O
IZSJOTL,X,O,O,O,X,X,O,O,O,O,O
IZSJOLT,O,O,O,O,X,X,O,O,O,O,O
IZSOTLJ,X,O,O,O,X,X,X,O,O,X,O
IZSOTJL,X,O,O,O,X,X,X,O,O,O,O
IZSOLTJ,O,O,O,O,X,X,X,O,O,X,O
IZSOLJT,O,O,O,O,X,X,O,O,O,O,O
IZSOJTL,X,O,O,O,X,X,O,O,O,O,O
IZSOJLT,O,O,O,O,X,X,O,O,O,O,O
IZOTLJS,X,O,O,X,X,X,X,O,X,X,O
IZOTLSJ,X,O,O,X,X,X,X,O,X,X,O
IZOTJLS,X,O,O,X,X,X,X,O,X,O,O
IZOTJSL,X,O,O,X,X,X,X,O,O,O,O
IZOTSLJ,X,O,O,X,X,X,X,O,O,X,O
IZOTSJL,X,O,O,X,X,X,X,O,O,O,O
IZOLTJS,O,O,O,X,O,O,X,O,X,X,O
IZOLTSJ,O,O,O,X,X,O,X,O,X,X,O
IZOLJTS,O,O,O,X,O,O,O,O,X,O,O
IZOLJST,O,O,O,O,O,O,O,O,O,O,O
IZOLSTJ,O,O,O,O,X,O,X,O,O,X,O
IZOLSJT,O,O,O,O,O,O,O,O,O,O,O
IZOJTLS,X,O,O,X,X,X,O,O,X,O,O
IZOJTSL,X,O,O,X,X,X,O,O,O,O,O
IZOJLTS,O,O,O,X,O,O,O,O,X,O,O
IZOJLST,O,O,O,O,O,O,O,O,O,O,O
IZOJSTL,X,O,O,O,X,X,O,O,O,O,O
IZOJSLT,O,O,O,O,O,O,O,O,O,O,O
IZOSTLJ,X,O,O,O,X,X,X,O,O,X,O
IZOSTJL,X,O,O,O,X,X,X,O,O,O,O
IZOSLTJ,O,O,O,O,X,O,X,O,O,X,O
IZOSLJT,O,O,O,O,X,O,O,O,O,O,O
IZOSJTL,X,O,O,O,X,X,O,O,O,O,O
IZOSJLT,O,O,O,O,X,O,O,O,O,O,O
IOTLJSZ,X,X,X,O,X,X,X,X,X,X,X
IOTLJZS,X,O,O,X,X,X,X,X,X,X,X
IOTLSJZ,X,X,X,O,X,X,X,X,X,X,X
IOTLSZJ,X,X,X,O,X,X,X,O,O,X,X
IOTLZJS,X,O,O,X,X,X,X,O,X,X,X
IOTLZSJ,X,O,O,X,X,X,X,O,X,X,X
IOTJLSZ,X,X,X,O,X,X,X,X,X,O,X
IOTJLZS,X,O,O,X,X,X,X,X,X,O,X
IOTJSLZ,X,X,X,O,X,X,X,X,X,O,X
IOTJSZL,X,X,X,O,X,X,X,O,X,O,X
IOTJZLS,X,O,O,X,X,X,X,O,X,O,X
IOTJZSL,X,O,O,X,X,X,X,O,O,O,X
IOTSLJZ,X,X,X,O,X,X,X,X,X,X,X
IOTSLZJ,X,X,X,O,X,X,X,O,O,X,X
IOTSJLZ,X,X,X,O,X,X,X,X,X,O,X
IOTSJZL,X,X,X,O,X,X,X,O,X,O,X
IOTSZLJ,X,X,X,O,X,X,X,O,O,X,X
IOTSZJL,X,X,X,O,X,X,X,O,O,O,X
IOTZLJS,X,O,O,X,X,X,X,O,X,X,X
IOTZLSJ,X,O,O,X,X,X,X,O,X,X,X
IOTZJLS,X,O,O,X,X,X,X,O,X,O,X
IOTZJSL,X,O,O,X,X,X,X,O,O,O,X
IOTZSLJ,X,O,O,X,X,X,X,O,O,X,X
IOTZSJL,X,O,O,X,X,X,X,O,O,O,X
IOLTJSZ,O,X,X,O,O,O,X,X,X,X,X
