sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
JLSZTIO,O,X,X,O,O,X,O
JLSZTOI,O,X,X,O,O,X,O
JLSZITO,O,X,X,O,O,X,O
JLSZIOT,O,X,X,O,O,X,X
JLSZOTI,O,X,X,O,O,O,X
JLSZOIT,O,X,X,O,O,O,X
JLSOTIZ,O,X,X,O,X,O,X
JLSOTZI,O,X,X,O,X,O,X
JLSOITZ,O,X,X,O,X,O,X
JLSOIZT,O,X,X,X,O,O,X
JLSOZTI,O,X,X,O,O,O,X
JLSOZIT,O,X,X,O,O,O,X
JLZTISO,O,X,O,O,X,X,O
JLZTIOS,X,X,O,O,X,X,O
JLZTSIO,O,X,O,O,X,X,O
JLZTSOI,O,X,X,O,X,X,O
JLZTOIS,O,X,O,O,X,X,O
JLZTOSI,O,X,X,O,X,X,O
JLZITSO,O,X,O,O,X,X,O
JLZITOS,X,X,O,O,X,X,O
JLZISTO,O,X,X,O,O,X,O
JLZISOT,O,X,X,O,O,X,X
JLZIOTS,O,X,X,O,X,X,O
JLZIOST,O,X,X,O,O,X,X
JLZSTIO,O,X,X,O,O,X,O
JLZSTOI,O,X,X,O,O,X,O
JLZSITO,O,X,X,O,O,X,O
JLZSIOT,O,X,X,O,O,X,X
JLZSOTI,O,X,X,O,O,X,X
JLZSOIT,O,X,X,O,O,X,X
JLZOTIS,O,X,X,O,X,X,O
JLZOTSI,O,X,X,O,X,X,O
JLZOITS,O,X,X,O,X,X,O
JLZOIST,O,X,X,O,O,X,X
JLZOSTI,O,X,X,O,O,X,X
JLZOSIT,O,X,X,O,O,X,X
JLOTISZ,X,X,X,O,X,X,X
JLOTIZS,X,X,X,O,X,X,X
JLOTSIZ,X,X,X,O,X,X,X
JLOTSZI,X,X,X,O,X,X,X
JLOTZIS,X,X,X,O,X,X,X
JLOTZSI,X,X,X,O,X,X,X
JLOITSZ,X,X,X,O,X,X,X
JLOITZS,X,X,X,O,X,X,X
JLOISTZ,O,X,X,O,X,O,X
JLOISZT,O,X,X,X,O,O,X
JLOIZTS,O,X,X,O,X,X,O
JLOIZST,O,X,X,O,O,X,X
JLOSTIZ,O,X,X,O,X,O,X
JLOSTZI,O,X,X,O,X,O,X
JLOSITZ,O,X,X,O,X,O,X
JLOSIZT,O,X,X,X,O,O,X
JLOSZTI,O,X,X,O,O,O,X
JLOSZIT,O,X,X,O,O,O,X
JLOZTIS,O,X,X,O,X,X,O
JLOZTSI,O,X,X,O,X,X,O
JLOZITS,O,X,X,O,X,X,O
JLOZIST,O,X,X,O,O,X,X
JLOZSTI,O,X,X,O,O,X,X
JLOZSIT,O,X,X,O,O,X,X
JSTILZO,X,O,O,X,X,X,X
JSTILOZ,X,O,O,O,X,X,X
JSTIZLO,O,O,X,X,X,X,X
JSTIZOL,O,O,X,X,X,X,X
JSTIOLZ,X,O,X,X,X,X,X
JSTIOZL,X,O,X,X,X,X,X
JSTLIZO,O,O,O,X,X,X,X
JSTLIOZ,X,O,O,O,X,X,X
JSTLZIO,O,O,O,O,X,X,X
JSTLZOI,O,O,X,O,X,X,X
JSTLOIZ,O,O,X,O,X,O,X
JSTLOZI,O,O,X,O,X,O,X
JSTZILO,O,O,O,O,X,X,X
JSTZIOL,O,O,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X
JSTZLOI,O,O,X,O,X,X,X
JSTZOIL,O,O,X,X,X,X,X
JSTZOLI,O,O,X,O,X,X,X
JSTOILZ,X,O,X,X,X,O,X
JSTOIZL,X,O,X,X,X,O,X
JSTOLIZ,X,O,X,O,X,O,X
JSTOLZI,X,O,X,O,X,O,X
JSTOZIL,X,O,X,X,X,O,X
JSTOZLI,X,O,X,O,X,O,X
JSITLZO,X,O,O,X,X,X,X
JSITLOZ,X,O,O,O,X,X,X
JSITZLO,O,O,X,X,X,X,X
JSITZOL,O,O,X,X,X,X,X
JSITOLZ,X,O,X,X,X,X,X
JSITOZL,X,O,X,X,X,X,X
JSILTZO,O,O,X,X,X,X,X
JSILTOZ,X,O,X,O,X,X,X
JSILZTO,O,O,X,X,O,X,O
JSILZOT,O,X,X,X,O,X,X
JSILOTZ,X,X,X,O,X,O,X
JSILOZT,X,X,X,X,O,O,X
JSIZTLO,O,O,O,X,O,X,X
JSIZTOL,O,O,X,X,X,X,X
JSIZLTO,O,O,X,X,O,X,O
JSIZLOT,O,X,X,X,O,X,X
JSIZOTL,O,X,X,X,X,X,X
JSIZOLT,O,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,O,X
JSIOTZL,X,X,X,X,X,O,X
JSIOLTZ,X,X,X,X,X,O,X
JSIOLZT,X,X,X,X,X,O,X
JSIOZTL,X,X,X,X,X,O,X
JSIOZLT,X,X,X,X,X,O,X
JSLTIZO,O,O,X,X,X,X,X
JSLTIOZ,X,O,X,O,X,X,X
JSLTZIO,O,O,X,O,X,X,X
JSLTZOI,O,O,X,O,X,X,X
JSLTOIZ,O,O,X,O,X,O,X
JSLTOZI,O,O,X,O,X,O,X
JSLITZO,O,O,X,X,X,X,X
JSLITOZ,X,O,X,O,X,X,X
JSLIZTO,O,O,X,X,O,X,O
JSLIZOT,O,X,X,X,O,X,X
JSLIOTZ,X,X,X,O,X,O,X
JSLIOZT,X,X,X,X,O,O,X
JSLZTIO,O,O,X,O,O,X,O
JSLZTOI,O,O,X,O,O,X,O
JSLZITO,O,O,X,O,O,X,O
JSLZIOT,O,X,X,O,O,X,X
JSLZOTI,O,O,X,O,O,O,X
JSLZOIT,O,X,X,O,O,O,X
JSLOTIZ,O,X,X,O,X,O,X
JSLOTZI,O,X,X,O,X,O,X
JSLOITZ,O,X,X,O,X,O,X
JSLOIZT,O,X,X,X,O,O,X
JSLOZTI,O,X,X,O,O,O,X
JSLOZIT,O,X,X,O,O,O,X
JSZTILO,O,O,O,O,O,X,X
JSZTIOL,O,O,X,X,X,X,X
JSZTLIO,O,O,O,O,O,X,X
JSZTLOI,O,O,X,O,O,X,X
JSZTOIL,O,O,X,X,X,X,X
JSZTOLI,O,O,X,O,O,X,X
JSZITLO,O,O,O,O,O,X,X
JSZITOL,O,O,X,X,X,X,X
JSZILTO,O,O,X,O,O,X,O
JSZILOT,O,X,X,O,O,X,X
JSZIOTL,O,X,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X,X
JSZLTIO,O,O,X,O,O,X,O
JSZLTOI,O,O,X,O,O,X,O
JSZLITO,O,O,X,O,O,X,O
JSZLIOT,O,X,X,O,O,X,X
JSZLOTI,O,O,X,O,O,O,X
JSZLOIT,O,X,X,O,O,O,X
JSZOTIL,O,O,X,X,X,O,X
JSZOTLI,O,O,X,O,O,O,X
JSZOITL,O,X,X,X,X,O,X
JSZOILT,O,X,X,X,X,O,X
JSZOLTI,O,O,X,O,O,O,X
JSZOLIT,O,X,X,O,O,O,X
JSOTILZ,X,X,X,X,X,O,X
JSOTIZL,X,X,X,X,X,O,X
JSOTLIZ,X,X,X,O,X,O,X
JSOTLZI,X,X,X,O,X,O,X
JSOTZIL,X,X,X,X,X,O,X
JSOTZLI,X,X,X,O,X,O,X
JSOITLZ,X,X,X,X,X,O,X
JSOITZL,X,X,X,X,X,O,X
JSOILTZ,O,X,X,X,X,O,X
JSOILZT,O,X,X,X,X,O,X
JSOIZTL,O,X,X,X,X,O,X
JSOIZLT,O,X,X,X,X,O,X
JSOLTIZ,O,X,X,O,X,O,X
JSOLTZI,O,X,X,O,X,O,X
JSOLITZ,O,X,X,O,X,O,X
JSOLIZT,O,X,X,X,O,O,X
JSOLZTI,O,X,X,O,O,O,X
JSOLZIT,O,X,X,O,O,O,X
JSOZTIL,O,X,X,X,X,O,X
JSOZTLI,O,X,X,O,O,O,X
JSOZITL,O,X,X,X,X,O,X
JSOZILT,O,X,X,X,X,O,X
JSOZLTI,O,X,X,O,O,O,X
JSOZLIT,O,X,X,O,O,O,X
JZTILSO,O,O,O,O,X,X,O
JZTILOS,X,O,O,O,X,X,O
JZTISLO,O,O,O,O,X,X,X
JZTISOL,O,O,X,X,X,X,X
JZTIOLS,O,O,O,O,X,X,X
JZTIOSL,O,O,O,X,X,X,X
JZTLISO,O,O,O,O,X,X,O
JZTLIOS,X,O,O,O,X,X,O
JZTLSIO,O,O,O,O,X,X,O
JZTLSOI,O,O,X,O,X,X,O
JZTLOIS,O,O,O,O,X,X,O
JZTLOSI,O,O,O,O,X,X,O
JZTSILO,O,O,O,O,X,X,X
JZTSIOL,O,O,X,X,X,X,X
JZTSLIO,O,O,O,O,X,X,X
JZTSLOI,O,O,X,O,X,X,X
JZTSOIL,O,O,X,X,X,X,X
JZTSOLI,O,O,X,O,X,X,X
JZTOILS,O,O,O,O,X,X,X
JZTOISL,O,O,O,X,X,X,X
JZTOLIS,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,X,X,X
JZTOSIL,O,O,O,X,X,X,X
JZTOSLI,O,O,O,O,X,X,X
JZITLSO,O,O,O,O,X,X,O
JZITLOS,X,O,O,O,X,X,O
JZITSLO,O,O,O,O,X,X,X
JZITSOL,O,O,X,X,X,X,X
JZITOLS,O,O,O,O,X,X,X
JZITOSL,O,O,O,X,X,X,X
JZILTSO,O,X,O,O,X,X,O
JZILTOS,X,X,O,O,X,X,O
JZILSTO,O,X,X,O,O,X,O
JZILSOT,O,X,X,O,O,X,X
JZILOTS,O,X,X,O,X,X,O
JZILOST,O,X,X,O,O,X,X
JZISTLO,O,O,O,O,O,X,X
JZISTOL,O,O,X,X,X,X,X
JZISLTO,O,O,X,O,O,X,O
JZISLOT,O,X,X,O,O,X,X
JZISOTL,O,X,X,X,X,X,X
JZISOLT,O,X,X,X,X,X,X
JZIOTLS,O,X,O,O,X,X,X
JZIOTSL,O,X,O,X,X,X,X
JZIOLTS,O,X,O,O,X,X,O
JZIOLST,O,X,X,O,X,X,X
JZIOSTL,O,X,O,X,X,X,X
JZIOSLT,O,X,X,X,X,X,X
JZLTISO,O,X,O,O,X,X,O
JZLTIOS,X,X,O,O,X,X,O
JZLTSIO,O,X,O,O,X,X,O
JZLTSOI,O,X,X,O,X,X,O
JZLTOIS,O,X,O,O,X,X,O
JZLTOSI,O,X,X,O,X,X,O
JZLITSO,O,X,O,O,X,X,O
JZLITOS,X,X,O,O,X,X,O
JZLISTO,O,X,X,O,O,X,O
JZLISOT,O,X,X,O,O,X,X
JZLIOTS,O,X,X,O,X,X,O
JZLIOST,O,X,X,O,O,X,X
JZLSTIO,O,X,X,O,O,X,O
JZLSTOI,O,X,X,O,O,X,O
JZLSITO,O,X,X,O,O,X,O
JZLSIOT,O,X,X,O,O,X,X
JZLSOTI,O,X,X,O,O,X,X
JZLSOIT,O,X,X,O,O,X,X
JZLOTIS,O,X,X,O,X,X,O
JZLOTSI,O,X,X,O,X,X,O
JZLOITS,O,X,X,O,X,X,O
JZLOIST,O,X,X,O,O,X,X
JZLOSTI,O,X,X,O,O,X,X
JZLOSIT,O,X,X,O,O,X,X
JZSTILO,O,O,O,O,O,X,X
JZSTIOL,O,O,X,X,X,X,X
JZSTLIO,O,O,O,O,O,X,X
JZSTLOI,O,O,X,O,O,X,X
JZSTOIL,O,O,X,X,X,X,X
JZSTOLI,O,O,X,O,O,X,X
JZSITLO,O,O,O,O,O,X,X
JZSITOL,O,O,X,X,X,X,X
JZSILTO,O,O,X,O,O,X,O
JZSILOT,O,X,X,O,O,X,X
JZSIOTL,O,X,X,X,X,X,X
JZSIOLT,O,X,X,X,X,X,X
JZSLTIO,O,O,X,O,O,X,O
JZSLTOI,O,O,X,O,O,X,O
JZSLITO,O,O,X,O,O,X,O
JZSLIOT,O,X,X,O,O,X,X
JZSLOTI,O,O,X,O,O,O,X
JZSLOIT,O,X,X,O,O,O,X
JZSOTIL,O,O,X,X,X,O,X
JZSOTLI,O,O,X,O,O,O,X
JZSOITL,O,X,X,X,X,O,X
JZSOILT,O,X,X,X,X,O,X
JZSOLTI,O,O,X,O,O,O,X
JZSOLIT,O,X,X,O,O,O,X
JZOTILS,O,O,O,O,X,X,X
JZOTISL,O,O,O,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X
JZOTLSI,O,O,O,O,X,X,X
JZOTSIL,O,O,O,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X
JZOITLS,O,X,O,O,X,X,X
JZOITSL,O,X,O,X,X,X,X
JZOILTS,O,X,O,O,X,X,O
JZOILST,O,X,X,O,X,X,X
JZOISTL,O,X,O,X,X,O,X
JZOISLT,O,X,X,X,X,O,X
JZOLTIS,O,X,O,O,X,X,O
JZOLTSI,O,X,O,O,X,X,O
JZOLITS,O,X,O,O,X,X,O
JZOLIST,O,X,X,O,O,X,X
JZOLSTI,O,X,X,O,O,X,X
JZOLSIT,O,X,X,O,O,X,X
JZOSTIL,O,O,O,X,X,O,X
JZOSTLI,O,O,O,O,O,O,X
JZOSITL,O,X,O,X,X,O,X
JZOSILT,O,X,X,X,X,O,X
JZOSLTI,O,O,X,O,O,O,X
JZOSLIT,O,X,X,O,O,O,X
JOTILSZ,X,X,O,O,X,X,X
JOTILZS,X,X,O,O,X,X,X
JOTISLZ,X,X,O,X,X,O,X
JOTISZL,X,X,X,X,X,O,X
JOTIZLS,X,X,O,O,X,X,X
JOTIZSL,X,X,O,X,X,X,X
JOTLISZ,X,X,O,O,X,X,X
JOTLIZS,X,X,O,O,X,X,X
JOTLSIZ,X,X,O,O,X,X,X
JOTLSZI,X,X,O,O,X,X,X
JOTLZIS,X,X,O,O,X,X,X
JOTLZSI,X,X,O,O,X,X,X
JOTSILZ,X,X,O,X,X,O,X
JOTSIZL,X,X,X,X,X,O,X
JOTSLIZ,X,X,O,O,X,O,X
JOTSLZI,X,X,O,O,X,O,X
JOTSZIL,X,X,O,X,X,O,X
JOTSZLI,X,X,O,O,X,O,X
JOTZILS,X,X,O,O,X,X,X
JOTZISL,X,X,O,X,X,X,X
JOTZLIS,X,X,O,O,X,X,X
JOTZLSI,X,X,O,O,X,X,X
JOTZSIL,X,X,O,X,X,X,X
JOTZSLI,X,X,O,O,X,X,X
JOITLSZ,X,X,O,O,X,X,X
JOITLZS,X,X,O,O,X,X,X
JOITSLZ,X,X,O,X,X,O,X
JOITSZL,X,X,X,X,X,O,X
JOITZLS,X,X,O,O,X,X,X
JOITZSL,X,X,O,X,X,X,X
JOILTSZ,X,X,O,O,X,X,X
JOILTZS,X,X,O,O,X,X,X
JOILSTZ,O,X,X,O,X,O,X
JOILSZT,O,X,X,X,X,O,X
JOILZTS,O,X,O,O,X,X,O
JOILZST,O,X,X,O,X,X,X
JOISTLZ,X,X,O,X,X,O,X
JOISTZL,X,X,X,X,X,O,X
JOISLTZ,O,X,X,X,X,O,X
JOISLZT,O,X,X,X,X,O,X
JOISZTL,O,X,O,X,X,O,X
JOISZLT,O,X,X,X,X,O,X
JOIZTLS,O,X,O,O,X,X,X
JOIZTSL,O,X,O,X,X,X,X
JOIZLTS,O,X,O,O,X,X,O
JOIZLST,O,X,X,O,X,X,X
JOIZSTL,O,X,O,X,X,O,X
JOIZSLT,O,X,X,X,X,O,X
JOLTISZ,X,X,O,O,X,X,X
JOLTIZS,X,X,O,O,X,X,X
JOLTSIZ,X,X,O,O,X,X,X
JOLTSZI,X,X,O,O,X,X,X
JOLTZIS,X,X,O,O,X,X,X
JOLTZSI,X,X,O,O,X,X,X
JOLITSZ,X,X,O,O,X,X,X
JOLITZS,X,X,O,O,X,X,X
JOLISTZ,O,X,X,O,X,O,X
JOLISZT,O,X,X,X,O,O,X
JOLIZTS,O,X,O,O,X,X,O
JOLIZST,O,X,X,O,O,X,X
JOLSTIZ,O,X,X,O,X,O,X
JOLSTZI,O,X,X,O,X,O,X
JOLSITZ,O,X,X,O,X,O,X
JOLSIZT,O,X,X,X,O,O,X
JOLSZTI,O,X,X,O,O,O,X
JOLSZIT,O,X,X,O,O,O,X
JOLZTIS,O,X,O,O,X,X,O
JOLZTSI,O,X,O,O,X,X,O
JOLZITS,O,X,O,O,X,X,O
JOLZIST,O,X,X,O,O,X,X
JOLZSTI,O,X,X,O,O,X,X
JOLZSIT,O,X,X,O,O,X,X
JOSTILZ,X,X,O,X,X,O,X
JOSTIZL,X,X,X,X,X,O,X
JOSTLIZ,X,X,O,O,X,O,X
JOSTLZI,X,X,O,O,X,O,X
JOSTZIL,X,X,O,X,X,O,X
JOSTZLI,X,X,O,O,X,O,X
JOSITLZ,X,X,O,X,X,O,X
JOSITZL,X,X,X,X,X,O,X
JOSILTZ,O,X,X,X,X,O,X
JOSILZT,O,X,X,X,X,O,X
JOSIZTL,O,X,O,X,X,O,X
JOSIZLT,O,X,X,X,X,O,X
JOSLTIZ,O,X,X,O,X,O,X
JOSLTZI,O,X,X,O,X,O,X
JOSLITZ,O,X,X,O,X,O,X
JOSLIZT,O,X,X,X,O,O,X
JOSLZTI,O,X,X,O,O,O,X
JOSLZIT,O,X,X,O,O,O,X
JOSZTIL,O,X,O,X,X,O,X
JOSZTLI,O,X,O,O,O,O,X
JOSZITL,O,X,O,X,X,O,X
JOSZILT,O,X,X,X,X,O,X
JOSZLTI,O,X,X,O,O,O,X
JOSZLIT,O,X,X,O,O,O,X
JOZTILS,O,X,O,O,X,X,X
JOZTISL,O,X,O,X,X,X,X
JOZTLIS,O,X,O,O,X,X,X
JOZTLSI,O,X,O,O,X,X,X
JOZTSIL,O,X,O,X,X,X,X
JOZTSLI,O,X,O,O,X,X,X
JOZITLS,O,X,O,O,X,X,X
JOZITSL,O,X,O,X,X,X,X
JOZILTS,O,X,O,O,X,X,O
JOZILST,O,X,X,O,X,X,X
JOZISTL,O,X,O,X,X,O,X
JOZISLT,O,X,X,X,X,O,X
JOZLTIS,O,X,O,O,X,X,O
JOZLTSI,O,X,O,O,X,X,O
JOZLITS,O,X,O,O,X,X,O
JOZLIST,O,X,X,O,O,X,X
JOZLSTI,O,X,X,O,O,X,X
JOZLSIT,O,X,X,O,O,X,X
JOZSTIL,O,X,O,X,X,O,X
JOZSTLI,O,X,O,O,O,O,X
JOZSITL,O,X,O,X,X,O,X
JOZSILT,O,X,X,X,X,O,X
JOZSLTI,O,X,X,O,O,O,X
JOZSLIT,O,X,X,O,O,O,X
STILJZO,O,O,O,X,X,X,X
STILJOZ,X,O,O,X,X,X,X
STILZJO,O,O,X,X,O,X,X
STILZOJ,O,O,X,X,O,X,X
STILOJZ,O,O,O,X,X,O,X
STILOZJ,O,O,X,X,O,X,X
STIJLZO,X,O,O,X,X,X,X
STIJLOZ,X,O,O,X,X,X,X
STIJZLO,O,O,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X
STIJOLZ,X,O,X,X,X,X,X
STIJOZL,X,O,X,X,X,X,X
STIZLJO,O,O,X,X,O,X,X
STIZLOJ,O,O,X,X,O,X,X
STIZJLO,O,O,X,X,O,X,X
STIZJOL,O,O,X,X,X,X,X
STIZOLJ,X,O,X,X,O,X,X
STIZOJL,O,O,X,X,X,X,X
STIOLJZ,X,O,O,X,X,O,X
STIOLZJ,X,O,X,X,X,X,X
STIOJLZ,X,O,O,X,X,O,X
STIOJZL,X,O,X,X,X,O,X
STIOZLJ,X,O,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X
STLIJZO,O,O,O,X,X,X,X
STLIJOZ,X,O,O,X,X,X,X
STLIZJO,O,O,X,X,O,X,X
STLIZOJ,O,O,X,X,O,X,X
STLIOJZ,O,O,O,X,X,O,X
STLIOZJ,O,O,X,X,O,X,X
STLJIZO,O,O,O,X,X,X,X
STLJIOZ,X,O,O,X,X,X,X
STLJZIO,O,O,O,X,X,X,X
STLJZOI,O,O,X,X,X,X,X
STLJOIZ,O,O,X,X,X,O,X
STLJOZI,O,O,X,X,X,O,X
STLZIJO,O,O,O,X,O,X,X
STLZIOJ,O,O,O,X,O,X,X
STLZJIO,O,O,O,X,O,X,X
STLZJOI,O,O,X,X,O,X,X
STLZOIJ,O,O,O,X,O,X,X
STLZOJI,O,O,O,X,O,X,X
STLOIJZ,O,O,O,X,X,O,X
STLOIZJ,O,O,X,X,O,X,X
STLOJIZ,O,O,O,X,X,O,X
STLOJZI,O,O,O,X,X,O,X
STLOZIJ,O,O,O,X,O,X,X
STLOZJI,O,O,O,X,O,X,X
STJILZO,X,O,O,X,X,X,X
STJILOZ,X,O,O,X,X,X,X
STJIZLO,O,O,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,X
STJIOLZ,X,O,X,X,X,X,X
STJIOZL,X,O,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,X
STJLIOZ,X,O,O,X,X,X,X
STJLZIO,O,O,O,X,X,X,X
STJLZOI,O,O,X,X,X,X,X
STJLOIZ,O,O,X,X,X,O,X
STJLOZI,O,O,X,X,X,O,X
STJZILO,O,O,O,X,X,X,X
STJZIOL,O,O,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X
STJZLOI,O,O,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X
STJZOLI,O,O,X,X,X,X,X
STJOILZ,X,O,X,X,X,O,X
STJOIZL,X,O,X,X,X,O,X
STJOLIZ,X,O,X,X,X,O,X
STJOLZI,X,O,X,X,X,O,X
STJOZIL,X,O,X,X,X,O,X
STJOZLI,X,O,X,X,X,O,X
STZILJO,O,O,O,X,O,X,X
STZILOJ,O,O,O,X,O,X,X
STZIJLO,O,O,O,X,O,X,X
STZIJOL,O,O,X,X,X,X,X
STZIOLJ,X,O,O,X,O,X,X
STZIOJL,O,O,O,X,X,X,X
STZLIJO,O,O,O,X,O,X,X
STZLIOJ,O,O,O,X,O,X,X
STZLJIO,O,O,O,X,O,X,X
STZLJOI,O,O,X,X,O,X,X
STZLOIJ,O,O,O,X,O,X,X
STZLOJI,O,O,O,X,O,X,X
STZJILO,O,O,O,X,O,X,X
STZJIOL,O,O,X,X,X,X,X
STZJLIO,O,O,O,X,O,X,X
STZJLOI,O,O,X,X,O,X,X
STZJOIL,O,O,X,X,X,X,X
STZJOLI,O,O,X,X,O,X,X
STZOILJ,O,O,O,X,O,X,X
STZOIJL,O,O,O,X,X,X,X
STZOLIJ,O,O,O,X,O,X,X
STZOLJI,O,O,O,X,O,X,X
STZOJIL,O,O,O,X,X,X,X
STZOJLI,O,O,O,X,O,X,X
STOILJZ,O,O,O,X,X,O,X
STOILZJ,O,O,X,X,X,X,X
STOIJLZ,X,O,O,X,X,O,X
STOIJZL,X,O,X,X,X,O,X
STOIZLJ,O,O,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X
STOLIJZ,O,O,O,X,X,O,X
STOLIZJ,O,O,X,X,O,X,X
STOLJIZ,O,O,O,X,X,O,X
STOLJZI,O,O,O,X,X,O,X
STOLZIJ,O,O,O,X,O,X,X
STOLZJI,O,O,O,X,O,X,X
STOJILZ,X,O,O,X,X,O,X
STOJIZL,X,O,X,X,X,O,X
STOJLIZ,X,O,O,X,X,O,X
STOJLZI,X,O,O,X,X,O,X
STOJZIL,X,O,O,X,X,O,X
STOJZLI,X,O,O,X,X,O,X
STOZILJ,O,O,O,X,O,X,X
STOZIJL,O,O,O,X,X,X,X
STOZLIJ,O,O,O,X,O,X,X
STOZLJI,O,O,O,X,O,X,X
STOZJIL,O,O,O,X,X,X,X
STOZJLI,O,O,O,X,O,X,X
SITLJZO,O,O,O,X,X,X,X
SITLJOZ,X,O,O,X,X,X,X
SITLZJO,O,O,X,X,O,X,X
SITLZOJ,O,O,X,X,O,X,X
SITLOJZ,O,O,O,X,X,O,X
SITLOZJ,O,O,X,X,O,X,X
SITJLZO,X,O,O,X,X,X,X
SITJLOZ,X,O,O,X,X,X,X
SITJZLO,O,O,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X
SITZLJO,O,O,X,X,O,X,X
SITZLOJ,O,O,X,X,O,X,X
SITZJLO,O,O,X,X,O,X,X
SITZJOL,O,O,X,X,X,X,X
SITZOLJ,X,O,X,X,O,X,X
SITZOJL,O,O,X,X,X,X,X
SITOLJZ,X,O,O,X,X,O,X
SITOLZJ,X,O,X,X,X,X,X
SITOJLZ,X,O,O,X,X,O,X
SITOJZL,X,O,X,X,X,O,X
SITOZLJ,X,O,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X
SILTJZO,O,O,X,X,X,X,X
SILTJOZ,X,O,X,X,X,X,X
SILTZJO,O,O,X,X,O,X,X
SILTZOJ,O,O,X,X,O,X,X
SILTOJZ,O,O,X,X,X,O,X
SILTOZJ,O,O,X,X,O,X,X
SILJTZO,O,O,X,X,X,X,X
SILJTOZ,X,O,X,O,X,X,X
SILJZTO,O,O,X,X,O,X,O
SILJZOT,O,X,X,X,O,X,X
SILJOTZ,X,X,X,O,X,O,X
SILJOZT,X,X,X,X,O,O,X
SILZTJO,O,O,X,X,O,X,O
SILZTOJ,O,O,X,X,O,X,X
SILZJTO,O,O,X,O,O,X,O
SILZJOT,O,X,X,O,O,X,X
SILZOTJ,O,O,X,X,O,X,X
SILZOJT,O,X,X,O,O,O,X
SILOTJZ,O,O,X,X,X,O,X
SILOTZJ,O,O,X,X,O,X,X
SILOJTZ,O,X,X,O,X,O,X
SILOJZT,O,X,X,X,O,O,X
SILOZTJ,O,O,X,X,O,X,X
SILOZJT,O,X,X,O,O,O,X
SIJTLZO,X,O,O,X,X,X,X
SIJTLOZ,X,O,O,O,X,X,X
SIJTZLO,O,O,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,X
SIJLTOZ,X,O,X,O,X,X,X
SIJLZTO,O,O,X,X,O,X,O
SIJLZOT,O,X,X,X,O,X,X
SIJLOTZ,X,X,X,O,X,O,X
SIJLOZT,X,X,X,X,O,O,X
SIJZTLO,O,O,O,X,O,X,X
SIJZTOL,O,O,X,X,X,X,X
SIJZLTO,O,O,X,X,O,X,O
SIJZLOT,O,X,X,X,O,X,X
SIJZOTL,O,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X
SIJOTZL,X,X,X,X,X,O,X
SIJOLTZ,X,X,X,X,X,O,X
SIJOLZT,X,X,X,X,X,O,X
SIJOZTL,X,X,X,X,X,O,X
SIJOZLT,X,X,X,X,X,O,X
SIZTLJO,O,O,O,X,O,X,X
SIZTLOJ,O,O,O,X,O,X,X
SIZTJLO,O,O,O,X,O,X,X
SIZTJOL,O,O,X,X,X,X,X
SIZTOLJ,X,O,O,X,O,X,X
SIZTOJL,O,O,O,X,X,X,X
SIZLTJO,O,O,X,X,O,X,O
SIZLTOJ,O,O,X,X,O,X,X
SIZLJTO,O,O,X,O,O,X,O
SIZLJOT,O,X,X,O,O,X,X
SIZLOTJ,O,O,X,X,O,X,X
SIZLOJT,O,X,X,O,O,O,X
SIZJTLO,O,O,O,O,O,X,X
SIZJTOL,O,O,X,X,X,X,X
SIZJLTO,O,O,X,O,O,X,O
SIZJLOT,O,X,X,O,O,X,X
SIZJOTL,O,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X
SIZOTLJ,O,O,O,X,O,X,X
