sequence,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem6IvhFzbB/iB?ajB5jB0fBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Je//IvhFagBzbB?mdB5jB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbBxdB?XgB0iB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbByiB?5jBXgB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFygBmdB?5jB0iBXgBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem7IvhFTdBxfB?XjB0fB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jex6IvhFygB/iB?0fBTjBGoBlsB
LSTIZJO,O,O,O,O,O,X,O
LSTIZOJ,O,O,O,O,O,X,O
LSTIOJZ,O,O,O,O,X,X,X
LSTIOZJ,O,O,O,O,O,X,O
LSTJIZO,O,O,O,O,X,X,X
LSTJIOZ,O,O,O,O,X,X,X
LSTJZIO,O,O,O,O,X,X,O
LSTJZOI,O,O,O,O,X,X,O
LSTJOIZ,O,O,O,O,X,X,X
LSTJOZI,O,O,O,O,X,X,O
LSTZIJO,O,O,O,O,O,X,O
LSTZIOJ,O,O,O,O,O,X,O
LSTZJIO,O,O,O,O,O,X,O
LSTZJOI,O,O,O,O,O,X,O
LSTZOIJ,O,O,O,O,O,X,O
LSTZOJI,O,O,O,O,O,X,O
LSTOIJZ,O,O,O,O,X,X,X
LSTOIZJ,O,O,O,O,O,X,O
LSTOJIZ,O,O,O,O,X,X,X
LSTOJZI,O,O,O,O,X,X,O
LSTOZIJ,O,O,O,O,O,X,O
LSTOZJI,O,O,O,O,O,X,O
LSITJZO,X,O,X,O,X,X,X
LSITJOZ,X,O,O,O,X,X,X
LSITZJO,O,O,X,O,O,X,O
LSITZOJ,O,O,X,O,O,X,O
LSITOJZ,X,O,O,O,X,X,X
LSITOZJ,O,O,X,O,O,X,O
LSIJTZO,X,O,X,O,X,X,X
LSIJTOZ,X,O,O,O,X,X,X
LSIJZTO,O,O,O,X,X,X,X
LSIJZOT,O,O,O,O,X,X,X
LSIJOTZ,X,O,O,O,X,X,X
LSIJOZT,O,O,O,O,X,X,X
LSIZTJO,O,O,O,X,X,X,O
LSIZTOJ,O,O,O,X,X,X,O
LSIZJTO,O,O,O,X,X,X,O
LSIZJOT,O,O,O,O,O,X,X
LSIZOTJ,O,O,O,X,X,X,O
LSIZOJT,O,O,O,O,O,X,X
LSIOTJZ,X,O,O,O,X,X,X
LSIOTZJ,O,O,X,O,O,X,X
LSIOJTZ,X,O,O,O,X,X,X
LSIOJZT,O,O,O,O,X,X,X
LSIOZTJ,O,O,O,X,X,X,X
LSIOZJT,O,O,O,O,O,X,X
LSJTIZO,X,O,O,O,X,X,X
LSJTIOZ,X,O,O,O,X,X,X
LSJTZIO,X,O,O,O,X,X,O
LSJTZOI,X,O,O,O,X,X,O
LSJTOIZ,X,O,O,O,X,X,X
LSJTOZI,X,O,O,O,X,X,O
LSJITZO,X,O,X,O,X,X,X
LSJITOZ,X,O,O,O,X,X,X
LSJIZTO,O,O,O,X,X,X,X
LSJIZOT,O,O,O,O,X,X,X
LSJIOTZ,X,O,O,O,X,X,X
LSJIOZT,O,O,O,O,X,X,X
LSJZTIO,O,O,O,X,X,X,O
LSJZTOI,O,O,O,X,X,X,O
LSJZITO,O,O,O,X,X,X,O
LSJZIOT,O,O,O,O,X,X,X
LSJZOTI,O,O,O,X,X,X,X
LSJZOIT,O,O,O,O,X,X,X
LSJOTIZ,X,O,O,O,X,X,X
LSJOTZI,X,O,O,O,X,X,X
LSJOITZ,X,O,O,O,X,X,X
LSJOIZT,O,O,O,O,X,X,X
LSJOZTI,O,O,O,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X
LSZTIJO,O,O,O,X,X,X,O
LSZTIOJ,O,O,O,X,X,X,O
LSZTJIO,O,O,O,X,X,X,O
LSZTJOI,O,O,O,X,X,X,O
LSZTOIJ,O,O,O,X,X,X,O
LSZTOJI,O,O,O,X,X,X,O
LSZITJO,O,O,O,X,X,X,O
LSZITOJ,O,O,O,X,X,X,O
LSZIJTO,O,O,O,X,X,X,O
LSZIJOT,O,O,O,O,O,X,X
LSZIOTJ,O,O,O,X,X,X,O
LSZIOJT,O,O,O,O,O,X,X
LSZJTIO,O,O,O,X,X,X,O
LSZJTOI,O,O,O,X,X,X,O
LSZJITO,O,O,O,X,X,X,O
LSZJIOT,O,O,O,O,O,X,X
LSZJOTI,O,O,O,X,X,X,X
LSZJOIT,O,O,O,O,O,X,X
LSZOTIJ,O,O,O,X,X,X,O
LSZOTJI,O,O,O,X,X,X,O
LSZOITJ,O,O,O,X,X,X,O
LSZOIJT,O,O,O,O,O,X,X
LSZOJTI,O,O,O,X,X,X,X
LSZOJIT,O,O,O,O,O,X,X
LSOTIJZ,O,O,O,O,X,X,X
LSOTIZJ,O,O,O,O,O,X,O
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,O,O,X,X,O
LSOTZIJ,O,O,O,O,O,X,O
LSOTZJI,O,O,O,O,O,X,O
LSOITJZ,X,O,O,O,X,X,X
LSOITZJ,O,O,X,O,O,X,X
LSOIJTZ,X,O,O,O,X,X,X
LSOIJZT,O,O,O,O,X,X,X
LSOIZTJ,O,O,O,X,X,X,X
LSOIZJT,O,O,O,O,O,X,X
LSOJTIZ,X,O,O,O,X,X,X
LSOJTZI,X,O,O,O,X,X,X
LSOJITZ,X,O,O,O,X,X,X
LSOJIZT,O,O,O,O,X,X,X
LSOJZTI,O,O,O,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X
LSOZTIJ,O,O,O,X,X,X,O
LSOZTJI,O,O,O,X,X,X,O
LSOZITJ,O,O,O,X,X,X,O
LSOZIJT,O,O,O,O,O,X,X
LSOZJTI,O,O,O,X,X,X,X
LSOZJIT,O,O,O,O,O,X,X
LZTIJSO,O,X,O,X,O,X,O
LZTIJOS,O,X,O,X,O,X,O
LZTISJO,O,X,O,X,O,X,O
LZTISOJ,O,X,O,X,O,X,O
LZTIOJS,O,X,O,X,O,X,O
LZTIOSJ,O,X,X,X,O,X,O
LZTJISO,O,X,O,X,O,X,O
LZTJIOS,O,X,O,X,O,X,O
LZTJSIO,O,X,O,X,O,X,O
LZTJSOI,O,X,O,X,O,X,O
LZTJOIS,O,X,O,X,O,X,O
LZTJOSI,O,X,X,X,O,X,O
LZTSIJO,O,X,O,X,O,X,O
LZTSIOJ,O,X,O,X,O,X,O
LZTSJIO,O,X,O,X,O,X,O
LZTSJOI,O,X,O,X,O,X,O
LZTSOIJ,O,X,O,X,O,X,O
LZTSOJI,O,X,O,X,O,X,O
LZTOIJS,O,X,O,X,O,X,O
LZTOISJ,O,X,X,X,O,X,O
LZTOJIS,O,X,O,X,O,X,O
LZTOJSI,O,X,X,X,O,X,O
LZTOSIJ,O,X,X,X,O,X,O
LZTOSJI,O,X,X,X,O,X,O
LZITJSO,O,X,O,X,O,X,O
LZITJOS,O,X,O,X,O,X,O
LZITSJO,O,X,O,X,O,X,O
LZITSOJ,O,X,O,X,O,X,O
LZITOJS,O,X,O,X,O,X,O
LZITOSJ,O,X,X,X,O,X,O
LZIJTSO,O,X,O,X,X,X,O
LZIJTOS,O,X,O,X,O,X,O
LZIJSTO,O,O,O,X,X,X,O
LZIJSOT,O,O,O,O,O,X,X
LZIJOTS,O,X,O,X,O,X,X
LZIJOST,O,O,O,X,O,X,X
LZISTJO,O,O,O,X,X,X,O
LZISTOJ,O,O,O,X,X,X,O
LZISJTO,O,O,O,X,X,X,O
LZISJOT,O,O,O,O,O,X,X
LZISOTJ,O,O,O,X,X,X,O
LZISOJT,O,O,O,O,O,X,X
LZIOTJS,O,X,O,X,O,X,O
LZIOTSJ,O,X,X,X,O,X,O
LZIOJTS,O,X,O,X,O,X,X
LZIOJST,O,O,O,X,O,X,X
LZIOSTJ,O,O,O,X,X,X,O
LZIOSJT,O,O,O,X,O,X,X
LZJTISO,O,X,O,X,X,X,O
LZJTIOS,O,X,O,X,O,X,O
LZJTSIO,O,X,O,X,X,X,O
LZJTSOI,O,X,O,X,X,X,O
LZJTOIS,O,X,O,X,O,X,O
LZJTOSI,O,X,X,X,X,X,O
LZJITSO,O,X,O,X,X,X,O
LZJITOS,O,X,O,X,O,X,O
LZJISTO,O,O,O,X,X,X,O
LZJISOT,O,O,O,O,O,X,X
LZJIOTS,O,X,O,X,O,X,X
LZJIOST,O,O,O,X,O,X,X
LZJSTIO,O,O,O,X,X,X,O
LZJSTOI,O,O,O,X,X,X,O
LZJSITO,O,O,O,X,X,X,O
LZJSIOT,O,O,O,O,O,X,X
LZJSOTI,O,O,O,X,X,X,X
LZJSOIT,O,O,O,O,O,X,X
LZJOTIS,O,X,O,X,O,X,X
LZJOTSI,O,X,X,X,X,X,X
LZJOITS,O,X,O,X,O,X,X
LZJOIST,O,O,O,X,O,X,X
LZJOSTI,O,O,O,X,X,X,X
LZJOSIT,O,O,O,X,O,X,X
LZSTIJO,O,O,O,X,X,X,O
LZSTIOJ,O,O,O,X,X,X,O
LZSTJIO,O,O,O,X,X,X,O
LZSTJOI,O,O,O,X,X,X,O
LZSTOIJ,O,O,O,X,X,X,O
LZSTOJI,O,O,O,X,X,X,O
LZSITJO,O,O,O,X,X,X,O
LZSITOJ,O,O,O,X,X,X,O
LZSIJTO,O,O,O,X,X,X,O
LZSIJOT,O,O,O,O,O,X,X
LZSIOTJ,O,O,O,X,X,X,O
LZSIOJT,O,O,O,O,O,X,X
LZSJTIO,O,O,O,X,X,X,O
LZSJTOI,O,O,O,X,X,X,O
LZSJITO,O,O,O,X,X,X,O
LZSJIOT,O,O,O,O,O,X,X
LZSJOTI,O,O,O,X,X,X,X
LZSJOIT,O,O,O,O,O,X,X
LZSOTIJ,O,O,O,X,X,X,O
LZSOTJI,O,O,O,X,X,X,O
LZSOITJ,O,O,O,X,X,X,O
LZSOIJT,O,O,O,O,O,X,X
LZSOJTI,O,O,O,X,X,X,X
LZSOJIT,O,O,O,O,O,X,X
LZOTIJS,O,X,O,X,O,X,O
LZOTISJ,O,X,X,X,O,X,O
LZOTJIS,O,X,O,X,O,X,O
LZOTJSI,O,X,X,X,O,X,O
LZOTSIJ,O,X,X,X,O,X,O
LZOTSJI,O,X,X,X,O,X,O
LZOITJS,O,X,O,X,O,X,O
LZOITSJ,O,X,X,X,O,X,O
LZOIJTS,O,X,O,X,O,X,X
LZOIJST,O,O,O,X,O,X,X
LZOISTJ,O,O,O,X,X,X,O
LZOISJT,O,O,O,X,O,X,X
LZOJTIS,O,X,O,X,O,X,X
LZOJTSI,O,X,X,X,X,X,X
LZOJITS,O,X,O,X,O,X,X
LZOJIST,O,O,O,X,O,X,X
LZOJSTI,O,O,O,X,X,X,X
LZOJSIT,O,O,O,X,O,X,X
LZOSTIJ,O,O,O,X,X,X,O
LZOSTJI,O,O,O,X,X,X,O
LZOSITJ,O,O,O,X,X,X,O
LZOSIJT,O,O,O,X,O,X,X
LZOSJTI,O,O,O,X,X,X,X
LZOSJIT,O,O,O,X,O,X,X
LOTIJSZ,X,X,O,X,X,O,X
LOTIJZS,X,X,O,X,O,X,X
LOTISJZ,O,O,O,X,X,O,X
LOTISZJ,O,O,X,X,O,X,O
LOTIZJS,O,O,O,X,O,X,O
LOTIZSJ,O,O,O,X,O,X,O
LOTJISZ,X,X,O,X,X,O,X
LOTJIZS,X,X,O,X,O,X,X
LOTJSIZ,X,X,O,X,X,O,X
LOTJSZI,X,X,O,X,X,X,O
LOTJZIS,X,X,O,X,O,X,O
LOTJZSI,X,X,O,X,O,X,O
LOTSIJZ,O,O,O,X,X,O,X
LOTSIZJ,O,O,X,X,O,X,O
LOTSJIZ,O,O,O,X,X,O,X
LOTSJZI,O,O,O,X,X,X,O
LOTSZIJ,O,O,O,X,O,X,O
LOTSZJI,O,O,O,X,O,X,O
LOTZIJS,O,O,O,X,O,X,O
LOTZISJ,O,O,O,X,O,X,O
LOTZJIS,O,O,O,X,O,X,O
LOTZJSI,O,O,O,X,O,X,O
LOTZSIJ,O,O,O,X,O,X,O
LOTZSJI,O,O,O,X,O,X,O
LOITJSZ,X,X,O,X,X,O,X
LOITJZS,X,X,O,X,O,X,X
LOITSJZ,O,O,X,X,X,O,X
LOITSZJ,O,O,X,X,O,X,X
LOITZJS,O,O,X,X,O,X,X
LOITZSJ,O,O,X,X,O,X,X
LOIJTSZ,X,X,O,X,X,O,X
LOIJTZS,X,X,O,X,O,X,X
LOIJSTZ,X,X,O,O,X,X,X
LOIJSZT,X,X,O,O,X,X,X
LOIJZTS,X,X,O,X,O,X,X
LOIJZST,X,X,O,X,O,X,X
LOISTJZ,X,O,O,O,X,X,X
LOISTZJ,O,O,X,X,O,X,X
LOISJTZ,X,O,O,O,X,X,X
LOISJZT,O,O,O,O,X,X,X
LOISZTJ,O,O,X,X,X,X,X
LOISZJT,O,O,O,O,O,X,X
LOIZTJS,O,X,O,X,O,X,X
LOIZTSJ,O,X,X,X,O,X,X
LOIZJTS,O,X,O,X,O,X,X
LOIZJST,O,O,O,X,O,X,X
LOIZSTJ,O,O,X,X,X,X,X
LOIZSJT,O,O,O,X,O,X,X
LOJTISZ,X,X,O,X,X,O,X
LOJTIZS,X,X,O,X,O,X,X
LOJTSIZ,X,X,O,X,X,O,X
LOJTSZI,X,X,O,X,X,X,X
LOJTZIS,X,X,O,X,O,X,X
LOJTZSI,X,X,O,X,O,X,X
LOJITSZ,X,X,O,X,X,O,X
LOJITZS,X,X,O,X,O,X,X
LOJISTZ,X,X,O,O,X,X,X
LOJISZT,X,X,O,O,X,X,X
LOJIZTS,X,X,O,X,O,X,X
LOJIZST,X,X,O,X,O,X,X
LOJSTIZ,X,X,O,O,X,X,X
LOJSTZI,X,X,O,X,X,X,X
LOJSITZ,X,X,O,O,X,X,X
LOJSIZT,X,X,O,O,X,X,X
LOJSZTI,X,X,O,X,X,X,X
LOJSZIT,X,X,O,O,X,X,X
LOJZTIS,X,X,O,X,O,X,X
LOJZTSI,X,X,X,X,X,X,X
LOJZITS,X,X,O,X,O,X,X
LOJZIST,X,X,O,X,O,X,X
LOJZSTI,X,X,O,X,X,X,X
LOJZSIT,X,X,O,X,O,X,X
LOSTIJZ,O,O,O,O,X,X,X
LOSTIZJ,O,O,X,X,O,X,O
LOSTJIZ,O,O,O,O,X,X,X
LOSTJZI,O,O,O,X,X,X,O
LOSTZIJ,O,O,O,X,O,X,O
LOSTZJI,O,O,O,X,O,X,O
LOSITJZ,X,O,O,O,X,X,X
LOSITZJ,O,O,X,X,O,X,X
LOSIJTZ,X,O,O,O,X,X,X
LOSIJZT,O,O,O,O,X,X,X
LOSIZTJ,O,O,O,X,X,X,X
LOSIZJT,O,O,O,O,O,X,X
LOSJTIZ,X,O,O,O,X,X,X
LOSJTZI,X,O,O,X,X,X,X
LOSJITZ,X,O,O,O,X,X,X
LOSJIZT,O,O,O,O,X,X,X
LOSJZTI,O,O,O,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X
LOSZTIJ,O,O,O,X,X,X,O
LOSZTJI,O,O,O,X,X,X,O
LOSZITJ,O,O,O,X,X,X,O
LOSZIJT,O,O,O,O,O,X,X
LOSZJTI,O,O,O,X,X,X,X
LOSZJIT,O,O,O,O,O,X,X
LOZTIJS,O,X,O,X,O,X,O
LOZTISJ,O,X,X,X,O,X,O
LOZTJIS,O,X,O,X,O,X,O
LOZTJSI,O,X,X,X,O,X,O
LOZTSIJ,O,X,X,X,O,X,O
LOZTSJI,O,X,X,X,O,X,O
LOZITJS,O,X,O,X,O,X,O
LOZITSJ,O,X,X,X,O,X,O
LOZIJTS,O,X,O,X,O,X,X
LOZIJST,O,O,O,X,O,X,X
LOZISTJ,O,O,O,X,X,X,O
LOZISJT,O,O,O,X,O,X,X
LOZJTIS,O,X,O,X,O,X,X
LOZJTSI,O,X,X,X,X,X,X
LOZJITS,O,X,O,X,O,X,X
LOZJIST,O,O,O,X,O,X,X
LOZJSTI,O,O,O,X,X,X,X
LOZJSIT,O,O,O,X,O,X,X
LOZSTIJ,O,O,O,X,X,X,O
LOZSTJI,O,O,O,X,X,X,O
LOZSITJ,O,O,O,X,X,X,O
LOZSIJT,O,O,O,X,O,X,X
LOZSJTI,O,O,O,X,X,X,X
LOZSJIT,O,O,O,X,O,X,X
JTILSZO,X,X,O,O,X,X,X
JTILSOZ,X,X,O,O,X,O,X
JTILZSO,X,X,O,O,O,X,X
JTILZOS,X,X,O,X,O,X,X
JTILOSZ,X,X,O,O,X,O,X
JTILOZS,X,X,O,X,O,X,X
JTISLZO,O,O,O,O,X,X,X
JTISLOZ,O,O,O,O,X,O,X
JTISZLO,O,O,O,O,X,X,X
JTISZOL,O,O,O,O,X,O,X
JTISOLZ,O,O,O,O,X,O,X
JTISOZL,O,O,O,O,X,O,X
JTIZLSO,O,O,O,O,O,X,X
JTIZLOS,O,O,O,X,O,X,X
JTIZSLO,O,O,O,O,O,X,X
JTIZSOL,O,O,O,O,O,O,X
JTIZOLS,O,O,O,X,O,X,X
JTIZOSL,O,O,O,X,O,O,X
JTIOLSZ,X,X,O,O,X,O,X
JTIOLZS,X,X,O,X,O,X,X
JTIOSLZ,O,O,X,O,X,O,X
JTIOSZL,O,O,X,O,X,O,X
JTIOZLS,O,O,O,X,O,X,X
JTIOZSL,O,O,O,X,O,O,X
JTLISZO,X,X,O,O,X,X,X
JTLISOZ,X,X,O,O,X,O,X
JTLIZSO,X,X,O,O,O,X,X
JTLIZOS,X,X,O,X,O,X,X
JTLIOSZ,X,X,O,O,X,O,X
JTLIOZS,X,X,O,X,O,X,X
JTLSIZO,X,X,O,O,X,X,X
JTLSIOZ,X,X,O,O,X,O,X
JTLSZIO,X,X,O,O,X,X,O
JTLSZOI,X,X,O,O,X,X,O
JTLSOIZ,X,X,O,O,X,O,X
JTLSOZI,X,X,O,O,X,X,O
JTLZISO,X,X,O,O,O,X,O
JTLZIOS,X,X,O,X,O,X,O
JTLZSIO,X,X,O,O,O,X,O
JTLZSOI,X,X,O,O,O,X,O
JTLZOIS,X,X,O,X,O,X,O
JTLZOSI,X,X,O,X,O,X,O
JTLOISZ,X,X,O,O,X,O,X
JTLOIZS,X,X,O,X,O,X,X
JTLOSIZ,X,X,O,O,X,O,X
JTLOSZI,X,X,O,O,X,X,O
JTLOZIS,X,X,O,X,O,X,O
JTLOZSI,X,X,O,X,O,X,O
JTSILZO,O,O,O,O,X,X,X
JTSILOZ,O,O,O,O,X,O,X
JTSIZLO,O,O,O,O,X,X,X
JTSIZOL,O,O,O,O,X,O,X
JTSIOLZ,O,O,O,O,X,O,X
JTSIOZL,O,O,O,O,X,O,X
JTSLIZO,O,O,O,O,X,X,X
JTSLIOZ,O,O,O,O,X,O,X
JTSLZIO,O,O,O,O,X,X,O
JTSLZOI,O,O,O,O,X,X,O
JTSLOIZ,O,O,O,O,X,O,X
JTSLOZI,O,O,O,O,X,X,O
JTSZILO,O,O,O,O,X,X,O
JTSZIOL,O,O,O,O,X,O,O
JTSZLIO,O,O,O,O,X,X,O
JTSZLOI,O,O,O,O,X,X,O
JTSZOIL,O,O,O,O,X,O,O
JTSZOLI,O,O,O,O,X,X,O
JTSOILZ,O,O,O,O,X,O,X
JTSOIZL,O,O,O,O,X,O,X
JTSOLIZ,O,O,O,O,X,O,X
JTSOLZI,O,O,O,O,X,X,O
JTSOZIL,O,O,O,O,X,O,O
JTSOZLI,O,O,O,O,X,X,O
JTZILSO,O,O,O,O,O,X,O
JTZILOS,O,O,O,X,O,X,O
JTZISLO,O,O,O,O,O,X,O
JTZISOL,O,O,O,O,O,O,O
JTZIOLS,O,O,O,X,O,X,O
JTZIOSL,O,O,O,X,O,O,O
JTZLISO,O,O,O,O,O,X,O
JTZLIOS,O,O,O,X,O,X,O
JTZLSIO,O,O,O,O,O,X,O
JTZLSOI,O,O,O,O,O,X,O
JTZLOIS,O,O,O,X,O,X,O
JTZLOSI,O,O,O,X,O,X,O
JTZSILO,O,O,O,O,O,X,O
JTZSIOL,O,O,O,O,O,O,O
JTZSLIO,O,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,X,O
JTZSOIL,O,O,O,O,O,O,O
JTZSOLI,O,O,O,O,O,X,O
JTZOILS,O,O,O,X,O,X,O
JTZOISL,O,O,O,X,O,O,O
JTZOLIS,O,O,O,X,O,X,O
JTZOLSI,O,O,O,X,O,X,O
JTZOSIL,O,O,O,X,O,O,O
JTZOSLI,O,O,O,X,O,X,O
JTOILSZ,X,X,O,O,X,O,X
JTOILZS,X,X,O,X,O,X,X
JTOISLZ,O,O,X,O,X,O,X
JTOISZL,O,O,X,O,X,O,X
JTOIZLS,O,O,O,X,O,X,X
JTOIZSL,O,O,O,X,O,O,X
JTOLISZ,X,X,O,O,X,O,X
JTOLIZS,X,X,O,X,O,X,X
JTOLSIZ,X,X,O,O,X,O,X
JTOLSZI,X,X,O,O,X,X,O
JTOLZIS,X,X,O,X,O,X,O
JTOLZSI,X,X,O,X,O,X,O
JTOSILZ,O,O,O,O,X,O,X
JTOSIZL,O,O,O,O,X,O,X
JTOSLIZ,O,O,O,O,X,O,X
JTOSLZI,O,O,O,O,X,X,O
JTOSZIL,O,O,O,O,X,O,O
JTOSZLI,O,O,O,O,X,X,O
JTOZILS,O,O,O,X,O,X,O
JTOZISL,O,O,O,X,O,O,O
JTOZLIS,O,O,O,X,O,X,O
JTOZLSI,O,O,O,X,O,X,O
JTOZSIL,O,O,O,X,O,O,O
JTOZSLI,O,O,O,X,O,X,O
JITLSZO,X,X,O,O,X,X,X
JITLSOZ,X,X,O,O,X,O,X
JITLZSO,X,X,O,O,O,X,X
JITLZOS,X,X,O,X,O,X,X
JITLOSZ,X,X,O,O,X,O,X
JITLOZS,X,X,O,X,O,X,X
JITSLZO,O,O,O,O,X,X,X
JITSLOZ,O,O,O,O,X,O,X
JITSZLO,O,O,O,O,X,X,X
JITSZOL,O,O,O,O,X,O,X
JITSOLZ,O,O,O,O,X,O,X
JITSOZL,O,O,O,O,X,O,X
JITZLSO,O,O,O,O,O,X,X
JITZLOS,O,O,O,X,O,X,X
JITZSLO,O,O,O,O,O,X,X
JITZSOL,O,O,O,O,O,O,X
JITZOLS,O,O,O,X,O,X,X
JITZOSL,O,O,O,X,O,O,X
JITOLSZ,X,X,O,O,X,O,X
JITOLZS,X,X,O,X,O,X,X
JITOSLZ,O,O,X,O,X,O,X
JITOSZL,O,O,X,O,X,O,X
JITOZLS,O,O,O,X,O,X,X
JITOZSL,O,O,O,X,O,O,X
JILTSZO,X,X,X,O,X,X,X
JILTSOZ,X,X,O,O,X,O,X
JILTZSO,X,X,X,O,O,X,X
JILTZOS,X,X,X,X,O,X,X
JILTOSZ,X,X,O,O,X,O,X
JILTOZS,X,X,O,X,O,X,X
JILSTZO,X,X,X,O,X,X,X
JILSTOZ,X,X,O,O,X,X,X
JILSZTO,X,X,O,X,X,X,X
JILSZOT,X,X,O,O,X,X,X
JILSOTZ,X,X,O,O,X,X,X
JILSOZT,X,X,O,O,X,X,X
JILZTSO,X,X,O,X,X,X,X
JILZTOS,X,X,O,X,O,X,X
JILZSTO,X,X,O,X,X,X,X
JILZSOT,X,X,O,O,O,X,X
JILZOTS,X,X,O,X,O,X,X
JILZOST,X,X,O,X,O,X,X
JILOTSZ,X,X,O,X,X,O,X
JILOTZS,X,X,O,X,O,X,X
JILOSTZ,X,X,O,O,X,X,X
JILOSZT,X,X,O,O,X,X,X
JILOZTS,X,X,O,X,O,X,X
JILOZST,X,X,O,X,O,X,X
JISTLZO,X,O,O,O,X,X,X
JISTLOZ,X,O,O,O,X,O,X
JISTZLO,X,O,O,O,X,X,X
JISTZOL,X,O,O,O,X,O,X
JISTOLZ,X,O,O,O,X,O,X
JISTOZL,X,O,O,O,X,O,X
JISLTZO,X,O,X,O,X,X,X
JISLTOZ,X,O,O,O,X,X,X
JISLZTO,O,O,O,X,X,X,X
JISLZOT,O,O,O,O,X,X,X
JISLOTZ,X,O,O,O,X,X,X
JISLOZT,O,O,O,O,X,X,X
JISZTLO,O,O,X,O,X,X,X
JISZTOL,O,O,O,O,X,X,X
JISZLTO,O,O,O,X,X,X,X
JISZLOT,O,O,O,O,X,X,X
JISZOTL,O,O,O,O,X,X,X
JISZOLT,O,O,O,O,X,X,X
JISOTLZ,X,O,O,O,X,O,X
JISOTZL,X,O,O,O,X,O,X
JISOLTZ,X,O,O,O,X,X,X
JISOLZT,O,O,O,O,X,X,X
JISOZTL,O,O,O,O,X,X,X
JISOZLT,O,O,O,O,X,X,X
JIZTLSO,O,X,X,O,X,X,X
JIZTLOS,O,X,X,X,O,X,X
JIZTSLO,O,O,X,O,X,X,X
JIZTSOL,O,O,O,O,X,O,X
JIZTOLS,O,X,O,X,O,X,X
JIZTOSL,O,O,O,X,X,O,X
JIZLTSO,O,X,O,X,X,X,X
JIZLTOS,O,X,O,X,O,X,X
JIZLSTO,O,O,O,X,X,X,X
JIZLSOT,O,O,O,O,O,X,X
JIZLOTS,O,X,O,X,O,X,X
JIZLOST,O,O,O,X,O,X,X
JIZSTLO,O,O,X,O,X,X,X
JIZSTOL,O,O,O,O,X,X,X
JIZSLTO,O,O,O,X,X,X,X
JIZSLOT,O,O,O,O,O,X,X
JIZSOTL,O,O,O,O,X,X,X
JIZSOLT,O,O,O,O,O,X,X
JIZOTLS,O,X,O,X,O,X,X
JIZOTSL,O,O,O,X,X,O,X
JIZOLTS,O,X,O,X,O,X,X
JIZOLST,O,O,O,X,O,X,X
JIZOSTL,O,O,O,X,X,X,X
JIZOSLT,O,O,O,X,O,X,X
JIOTLSZ,X,X,O,O,X,O,X
JIOTLZS,X,X,O,X,O,X,X
JIOTSLZ,O,O,X,O,X,O,X
JIOTSZL,O,O,X,O,X,O,X
JIOTZLS,O,O,O,X,O,X,X
JIOTZSL,O,O,O,X,O,O,X
JIOLTSZ,X,X,O,X,X,O,X
JIOLTZS,X,X,O,X,O,X,X
JIOLSTZ,X,X,O,O,X,X,X
JIOLSZT,X,X,O,O,X,X,X
JIOLZTS,X,X,O,X,O,X,X
JIOLZST,X,X,O,X,O,X,X
JIOSTLZ,X,O,X,O,X,O,X
JIOSTZL,X,O,X,O,X,O,X
JIOSLTZ,X,O,X,O,X,X,X
JIOSLZT,O,O,X,O,X,X,X
JIOSZTL,O,O,X,O,X,X,X
JIOSZLT,O,O,X,O,X,X,X
JIOZTLS,O,X,O,X,O,X,X
JIOZTSL,O,O,O,X,X,O,X
JIOZLTS,O,X,O,X,O,X,X
JIOZLST,O,O,O,X,O,X,X
JIOZSTL,O,O,O,X,X,X,X
JIOZSLT,O,O,O,X,O,X,X
JLTISZO,X,X,O,O,X,X,X
JLTISOZ,X,X,O,O,X,O,X
JLTIZSO,X,X,O,O,O,X,X
JLTIZOS,X,X,O,X,O,X,X
JLTIOSZ,X,X,O,O,X,O,X
JLTIOZS,X,X,O,X,O,X,X
JLTSIZO,X,X,O,O,X,X,X
JLTSIOZ,X,X,O,O,X,O,X
JLTSZIO,X,X,O,O,X,X,O
JLTSZOI,X,X,O,O,X,X,O
JLTSOIZ,X,X,O,O,X,O,X
JLTSOZI,X,X,O,O,X,X,O
JLTZISO,X,X,O,O,O,X,O
JLTZIOS,X,X,O,X,O,X,O
JLTZSIO,X,X,O,O,O,X,O
JLTZSOI,X,X,O,O,O,X,O
JLTZOIS,X,X,O,X,O,X,O
JLTZOSI,X,X,O,X,O,X,O
JLTOISZ,X,X,O,O,X,O,X
JLTOIZS,X,X,O,X,O,X,X
JLTOSIZ,X,X,O,O,X,O,X
