sequence,v115@UhA8EeB8BeB8BeC8JeOEJvhGXgBdmB5mBiiBcoBcsB?zpB,v115@UhA8EeB8BeB8BeC8Jex/IvhGXhBdnBunBcoBikBzpB?0rB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUhBRiBSoBXlB2sB0rB?zpB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUgBRhBCjBmmBXoBzpB?0rB,v115@UhA8EeB8BeB8BeC8Je0/IvhGdmBRiBcoB/pBqrBTnB?OqB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBamBRiBcoBWsB0pB?XsB,v115@UhA8EeB8BeB8BeC8JeXAJvhGdmBRiBcoB2pBSsBzrB?0pB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBCjBmmBXoB0pB?0rB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBunBcoB/rBasB?0pB
ZILOZTSJ,O,O,X,X,O,O,X,X,X
ZILOZJTS,O,O,X,X,X,X,X,X,X
ZILOZJST,O,X,X,X,X,X,X,X,X
ZILOZSTJ,O,O,X,X,O,X,X,X,X
ZILOZSJT,O,X,X,X,O,X,X,X,X
ZIJTLSZO,O,X,O,O,X,O,X,O,X
ZIJTLSOZ,X,X,O,O,X,X,O,O,X
ZIJTLZSO,O,X,O,O,X,O,X,O,X
ZIJTLZOS,O,X,O,X,X,O,X,O,O
ZIJTLOSZ,X,X,O,X,X,X,O,X,X
ZIJTLOZS,X,X,O,X,X,O,O,X,X
ZIJTSLZO,O,X,O,O,X,O,X,O,O
ZIJTSLOZ,X,X,O,O,X,X,O,O,O
ZIJTSZLO,O,X,O,O,X,O,X,O,O
ZIJTSZOL,O,X,O,O,X,O,X,O,O
ZIJTSOLZ,X,X,O,O,X,X,X,O,X
ZIJTSOZL,O,X,O,O,X,X,X,O,O
ZIJTZLSO,O,X,O,O,X,O,X,O,X
ZIJTZLOS,O,X,O,X,X,O,X,O,O
ZIJTZSLO,O,X,O,O,X,O,X,O,O
ZIJTZSOL,O,X,O,O,X,O,X,O,O
ZIJTZOLS,O,X,O,X,X,O,X,O,O
ZIJTZOSL,O,X,O,O,X,O,X,O,O
ZIJTOLSZ,O,X,O,O,X,X,X,X,X
ZIJTOLZS,O,X,O,O,X,O,X,X,X
ZIJTOSLZ,O,X,O,O,X,X,X,O,X
ZIJTOSZL,O,X,O,O,X,X,X,O,X
ZIJTOZLS,O,X,O,O,X,O,X,O,O
ZIJTOZSL,O,X,O,O,X,O,X,O,O
ZIJLTSZO,O,X,O,O,X,O,X,O,X
ZIJLTSOZ,X,X,O,O,X,X,O,O,X
ZIJLTZSO,O,O,O,O,X,O,X,O,X
ZIJLTZOS,O,O,O,X,X,O,X,O,X
ZIJLTOSZ,X,X,O,X,X,X,O,X,X
ZIJLTOZS,X,X,O,X,X,O,O,X,X
ZIJLSTZO,X,X,O,O,X,O,X,O,X
ZIJLSTOZ,X,X,O,O,X,X,O,O,X
ZIJLSZTO,X,O,O,O,X,O,X,O,X
ZIJLSZOT,X,X,O,O,X,X,X,O,X
ZIJLSOTZ,X,X,O,O,X,X,X,O,X
ZIJLSOZT,X,X,O,O,X,X,X,O,X
ZIJLZTSO,O,O,O,X,X,O,X,O,X
ZIJLZTOS,O,O,O,X,X,O,X,O,X
ZIJLZSTO,O,O,O,X,X,O,X,O,X
ZIJLZSOT,X,X,O,X,X,X,X,O,X
ZIJLZOTS,O,O,O,X,X,O,X,X,X
ZIJLZOST,X,X,O,X,X,X,X,X,X
ZIJLOTSZ,X,X,O,O,X,X,X,X,X
ZIJLOTZS,X,X,O,O,X,O,X,X,X
ZIJLOSTZ,X,X,O,O,X,X,X,X,X
ZIJLOSZT,X,X,O,O,X,X,X,X,X
ZIJLOZTS,X,O,O,X,X,O,X,X,X
ZIJLOZST,X,X,O,X,X,X,X,X,X
ZIJSTLZO,O,X,O,O,X,O,X,O,O
ZIJSTLOZ,X,X,O,O,X,X,O,O,O
ZIJSTZLO,O,X,O,O,X,O,X,O,O
ZIJSTZOL,O,X,O,O,X,O,X,O,O
ZIJSTOLZ,X,X,O,O,X,X,X,O,X
ZIJSTOZL,O,X,O,O,X,X,X,O,O
ZIJSLTZO,X,X,O,O,X,O,X,O,O
ZIJSLTOZ,X,X,O,O,X,X,O,O,O
ZIJSLZTO,X,X,O,O,X,O,X,O,O
ZIJSLZOT,X,X,O,O,X,X,X,O,O
ZIJSLOTZ,X,X,O,O,X,X,X,O,O
ZIJSLOZT,X,X,O,O,X,X,X,O,O
ZIJSZTLO,O,X,O,O,X,O,X,O,O
ZIJSZTOL,O,X,O,O,X,O,X,O,O
ZIJSZLTO,O,X,O,O,X,O,X,O,O
ZIJSZLOT,X,X,O,O,X,X,X,O,O
ZIJSZOTL,X,X,O,O,X,O,X,O,O
ZIJSZOLT,X,X,O,O,X,X,X,O,O
ZIJSOTLZ,X,X,O,O,X,X,X,O,X
ZIJSOTZL,X,X,O,O,X,X,X,O,O
ZIJSOLTZ,X,X,O,O,X,X,X,O,X
ZIJSOLZT,X,X,O,O,X,X,X,O,X
ZIJSOZTL,X,X,O,O,X,X,X,O,O
ZIJSOZLT,X,X,O,O,X,X,X,O,X
ZIJZTLSO,O,O,O,O,X,O,X,O,X
ZIJZTLOS,O,O,O,X,X,O,X,O,O
ZIJZTSLO,O,O,O,O,X,O,X,O,O
ZIJZTSOL,O,O,O,O,X,O,X,O,O
ZIJZTOLS,O,O,O,X,X,O,X,O,O
ZIJZTOSL,O,O,O,O,X,O,X,O,O
ZIJZLTSO,O,O,O,X,X,O,X,O,X
ZIJZLTOS,O,O,O,X,X,O,X,O,X
ZIJZLSTO,O,O,O,X,X,O,X,O,X
ZIJZLSOT,X,X,O,X,X,X,X,O,X
ZIJZLOTS,O,O,O,X,X,O,X,X,X
ZIJZLOST,O,X,O,X,X,X,X,X,X
ZIJZSTLO,O,X,O,O,X,O,X,O,O
ZIJZSTOL,O,X,O,O,X,O,X,O,O
ZIJZSLTO,O,X,O,O,X,O,X,O,O
ZIJZSLOT,X,X,O,O,X,X,X,O,O
ZIJZSOTL,X,X,O,O,X,O,X,O,O
ZIJZSOLT,X,X,O,O,X,X,X,O,O
ZIJZOTLS,O,O,O,O,X,O,X,O,O
ZIJZOTSL,O,O,O,O,X,O,X,O,O
ZIJZOLTS,O,O,O,X,X,O,X,X,X
ZIJZOLST,O,O,O,X,X,X,X,X,X
ZIJZOSTL,O,X,O,O,X,O,X,O,O
ZIJZOSLT,O,X,O,O,X,X,X,O,O
ZIJOTLSZ,O,X,O,O,X,X,X,X,X
ZIJOTLZS,O,X,O,O,X,O,X,X,X
ZIJOTSLZ,O,X,O,O,X,X,X,O,X
ZIJOTSZL,O,X,O,O,X,X,X,O,X
ZIJOTZLS,O,X,O,O,X,O,X,O,X
ZIJOTZSL,O,X,O,O,X,O,X,O,X
ZIJOLTSZ,O,X,O,O,X,X,X,X,X
ZIJOLTZS,O,O,O,O,X,O,X,X,X
ZIJOLSTZ,X,X,O,O,X,X,X,X,X
ZIJOLSZT,X,O,O,O,X,X,X,X,X
ZIJOLZTS,O,O,O,X,X,O,X,X,X
ZIJOLZST,O,O,O,X,X,X,X,X,X
ZIJOSTLZ,O,X,O,O,X,X,X,O,X
ZIJOSTZL,O,X,O,O,X,X,X,O,X
ZIJOSLTZ,X,X,O,O,X,X,X,O,X
ZIJOSLZT,X,X,O,O,X,X,X,O,X
ZIJOSZTL,O,X,O,O,X,X,X,O,X
ZIJOSZLT,O,X,O,O,X,X,X,O,X
ZIJOZTLS,O,O,O,O,X,O,X,O,X
ZIJOZTSL,O,O,O,O,X,O,X,O,X
ZIJOZLTS,O,O,O,X,X,O,X,X,X
ZIJOZLST,O,O,O,X,X,X,X,X,X
ZIJOZSTL,O,X,O,O,X,O,X,O,X
ZIJOZSLT,O,X,O,O,X,X,X,O,X
ZISTLJZO,O,O,O,O,X,X,X,O,O
ZISTLJOZ,X,X,O,O,X,X,X,O,O
ZISTLZJO,O,O,O,O,X,X,X,O,O
ZISTLZOJ,O,O,X,O,O,O,X,O,O
ZISTLOJZ,X,X,X,X,O,X,X,O,O
ZISTLOZJ,X,O,X,X,O,X,X,O,O
ZISTJLZO,O,X,O,O,X,O,X,O,O
ZISTJLOZ,X,X,O,O,X,X,X,O,O
ZISTJZLO,O,O,O,O,X,O,X,O,O
ZISTJZOL,O,O,O,O,X,O,X,O,O
ZISTJOLZ,X,X,O,O,X,X,X,O,X
ZISTJOZL,O,X,O,O,X,X,X,O,O
ZISTZLJO,O,O,O,O,X,X,X,O,O
ZISTZLOJ,O,O,X,O,O,O,X,O,O
ZISTZJLO,O,O,O,O,X,O,X,O,O
ZISTZJOL,O,O,O,O,X,O,X,O,O
ZISTZOLJ,O,O,X,O,X,O,X,O,O
ZISTZOJL,O,O,X,X,X,O,X,O,O
ZISTOLJZ,O,O,X,X,X,X,X,O,O
ZISTOLZJ,O,O,X,X,X,X,X,O,O
ZISTOJLZ,O,X,X,X,X,X,X,O,X
ZISTOJZL,O,O,X,X,X,X,X,X,O
ZISTOZLJ,O,O,X,X,X,X,X,O,O
ZISTOZJL,O,O,X,X,X,X,X,O,O
ZISLTJZO,X,O,O,O,X,X,X,O,O
ZISLTJOZ,X,X,O,O,X,X,X,O,O
ZISLTZJO,X,O,O,O,X,X,X,O,O
ZISLTZOJ,X,O,X,O,O,O,X,O,O
ZISLTOJZ,X,X,X,X,O,X,X,O,O
ZISLTOZJ,X,O,X,X,O,X,X,O,O
ZISLJTZO,X,O,O,O,X,X,X,O,O
ZISLJTOZ,X,X,O,O,X,X,X,O,O
ZISLJZTO,X,O,O,O,X,X,X,O,O
ZISLJZOT,X,X,O,O,X,X,X,O,O
ZISLJOTZ,X,X,O,O,X,X,X,O,O
ZISLJOZT,X,X,O,O,X,X,X,O,O
ZISLZTJO,X,O,O,X,X,X,X,O,O
ZISLZTOJ,X,O,X,X,O,O,X,O,O
ZISLZJTO,X,O,O,X,X,X,X,O,O
ZISLZJOT,X,X,O,X,X,X,X,O,O
ZISLZOTJ,X,O,X,X,O,X,X,O,O
ZISLZOJT,X,X,X,X,O,X,X,O,O
ZISLOTJZ,X,X,X,O,O,X,X,O,O
ZISLOTZJ,X,O,X,O,O,X,X,O,O
ZISLOJTZ,X,X,X,O,O,X,X,X,O
ZISLOJZT,X,X,X,O,O,X,X,X,O
ZISLOZTJ,X,O,X,X,O,X,X,O,O
ZISLOZJT,X,X,X,X,O,X,X,O,O
ZISJTLZO,O,X,O,O,X,O,X,O,O
ZISJTLOZ,X,X,O,O,X,X,X,O,O
ZISJTZLO,O,O,O,O,X,O,X,O,O
ZISJTZOL,O,O,O,O,X,O,X,O,O
ZISJTOLZ,X,X,O,O,X,X,X,O,X
ZISJTOZL,O,X,O,O,X,X,X,O,O
ZISJLTZO,X,X,O,O,X,O,X,O,O
ZISJLTOZ,X,X,O,O,X,X,X,O,O
ZISJLZTO,X,X,O,O,X,O,X,O,O
ZISJLZOT,X,X,O,O,X,X,X,O,O
ZISJLOTZ,X,X,O,O,X,X,X,O,O
ZISJLOZT,X,X,O,O,X,X,X,O,O
ZISJZTLO,O,O,O,O,X,O,X,O,O
ZISJZTOL,O,O,O,O,X,O,X,O,O
ZISJZLTO,O,X,O,O,X,O,X,O,O
ZISJZLOT,X,X,O,O,X,X,X,O,O
ZISJZOTL,X,X,O,O,X,O,X,O,O
ZISJZOLT,X,X,O,O,X,X,X,O,O
ZISJOTLZ,X,X,O,O,X,X,X,O,X
ZISJOTZL,X,X,O,O,X,X,X,O,O
ZISJOLTZ,X,X,O,O,X,X,X,O,X
ZISJOLZT,X,X,O,O,X,X,X,O,X
ZISJOZTL,X,X,O,O,X,X,X,O,O
ZISJOZLT,X,X,O,O,X,X,X,O,X
ZISZTLJO,O,O,O,X,X,X,X,O,O
ZISZTLOJ,O,O,X,X,O,O,X,O,O
ZISZTJLO,O,O,O,X,X,O,X,O,O
ZISZTJOL,O,O,O,X,X,O,X,O,O
ZISZTOLJ,O,O,X,X,X,O,X,O,O
ZISZTOJL,O,O,X,X,X,O,X,O,O
ZISZLTJO,O,O,O,X,X,X,X,O,O
ZISZLTOJ,O,O,X,X,O,O,X,O,O
ZISZLJTO,O,O,O,X,X,X,X,O,O
ZISZLJOT,X,X,O,X,X,X,X,O,O
ZISZLOTJ,O,O,X,X,O,X,X,O,O
ZISZLOJT,O,X,X,X,O,X,X,O,O
ZISZJTLO,O,O,O,X,X,O,X,O,O
ZISZJTOL,O,O,O,X,X,O,X,O,O
ZISZJLTO,O,X,O,X,X,O,X,O,O
ZISZJLOT,X,X,O,X,X,X,X,O,O
ZISZJOTL,X,X,O,X,X,O,X,O,O
ZISZJOLT,X,X,O,X,X,X,X,O,O
ZISZOTLJ,O,O,X,X,X,O,X,O,O
ZISZOTJL,O,O,X,X,X,O,X,O,O
ZISZOLTJ,O,O,X,X,O,X,X,O,O
ZISZOLJT,O,O,X,X,O,X,X,O,O
ZISZOJTL,O,O,X,X,X,O,X,O,O
ZISZOJLT,O,X,X,X,X,X,X,O,O
ZISOTLJZ,O,O,X,O,X,X,X,O,O
ZISOTLZJ,O,O,X,O,X,X,X,O,O
ZISOTJLZ,O,X,X,O,X,X,X,O,X
ZISOTJZL,O,O,X,O,X,X,X,X,O
ZISOTZLJ,O,O,X,O,X,X,X,O,O
ZISOTZJL,O,O,X,O,X,X,X,O,O
ZISOLTJZ,X,O,X,O,O,X,X,O,O
ZISOLTZJ,X,O,X,O,O,X,X,O,O
ZISOLJTZ,X,O,X,O,O,X,X,X,X
ZISOLJZT,X,O,X,O,O,X,X,X,X
ZISOLZTJ,X,O,X,X,O,X,X,O,O
ZISOLZJT,X,O,X,X,O,X,X,O,O
ZISOJTLZ,O,X,X,O,X,X,X,X,X
ZISOJTZL,O,O,X,O,X,X,X,X,O
ZISOJLTZ,X,X,X,O,X,X,X,X,X
ZISOJLZT,X,X,X,O,X,X,X,X,X
ZISOJZTL,O,O,X,O,X,X,X,X,O
ZISOJZLT,O,X,X,O,X,X,X,X,X
ZISOZTLJ,O,O,X,X,X,X,X,O,O
ZISOZTJL,O,O,X,X,X,X,X,O,O
ZISOZLTJ,O,O,X,X,O,X,X,O,O
ZISOZLJT,O,O,X,X,O,X,X,O,O
ZISOZJTL,O,O,X,X,X,X,X,O,O
ZISOZJLT,O,X,X,X,X,X,X,O,O
ZIZTLJSO,O,O,O,X,X,O,X,O,X
ZIZTLJOS,O,O,O,X,X,O,X,O,O
ZIZTLSJO,O,O,O,X,X,X,X,O,X
ZIZTLSOJ,O,O,X,X,X,O,X,O,X
ZIZTLOJS,O,O,X,X,X,O,X,O,O
ZIZTLOSJ,O,O,X,X,X,O,X,O,X
ZIZTJLSO,O,O,O,X,X,O,X,O,X
ZIZTJLOS,O,O,O,X,X,O,X,O,O
ZIZTJSLO,O,O,O,X,X,O,X,O,O
ZIZTJSOL,O,O,O,X,X,O,X,O,O
ZIZTJOLS,O,O,O,X,X,O,X,O,O
ZIZTJOSL,O,O,O,X,X,O,X,O,O
ZIZTSLJO,O,O,O,X,X,X,X,O,O
ZIZTSLOJ,O,O,X,X,X,O,X,O,O
ZIZTSJLO,O,O,O,X,X,O,X,O,O
ZIZTSJOL,O,O,O,X,X,O,X,O,O
ZIZTSOLJ,O,O,X,X,X,O,X,O,O
ZIZTSOJL,O,O,X,X,X,O,X,O,O
ZIZTOLJS,O,O,X,X,X,O,X,O,O
ZIZTOLSJ,O,O,X,X,X,O,X,O,X
ZIZTOJLS,O,O,X,X,X,O,X,O,O
ZIZTOJSL,O,O,X,X,X,O,X,O,O
ZIZTOSLJ,O,O,X,X,X,O,X,O,O
ZIZTOSJL,O,O,X,X,X,O,X,O,O
ZIZLTJSO,O,O,O,X,X,O,X,X,X
ZIZLTJOS,O,O,O,X,X,O,X,X,X
ZIZLTSJO,O,O,O,X,X,X,X,X,X
ZIZLTSOJ,O,O,X,X,X,O,X,X,X
ZIZLTOJS,O,O,X,X,X,O,X,X,X
ZIZLTOSJ,O,O,X,X,X,O,X,X,X
ZIZLJTSO,O,O,O,X,X,O,X,X,X
ZIZLJTOS,O,O,O,X,X,O,X,X,X
ZIZLJSTO,O,O,O,X,X,O,X,X,X
ZIZLJSOT,X,X,O,X,X,X,X,X,X
ZIZLJOTS,O,O,O,X,X,O,X,X,X
ZIZLJOST,O,X,O,X,X,X,X,X,X
ZIZLSTJO,O,O,O,X,X,X,X,X,X
ZIZLSTOJ,O,O,X,X,X,O,X,X,X
ZIZLSJTO,O,O,O,X,X,X,X,X,X
ZIZLSJOT,X,X,O,X,X,X,X,X,X
ZIZLSOTJ,O,O,X,X,X,X,X,X,X
ZIZLSOJT,O,X,X,X,X,X,X,X,X
ZIZLOTJS,O,O,X,X,X,O,X,X,X
ZIZLOTSJ,O,O,X,X,X,O,X,X,X
ZIZLOJTS,O,O,X,X,X,O,X,X,X
ZIZLOJST,O,X,X,X,X,X,X,X,X
ZIZLOSTJ,O,O,X,X,X,X,X,X,X
ZIZLOSJT,O,X,X,X,X,X,X,X,X
ZIZJTLSO,O,O,O,X,X,O,X,O,X
ZIZJTLOS,O,O,O,X,X,O,X,O,O
ZIZJTSLO,O,O,O,X,X,O,X,O,O
ZIZJTSOL,O,O,O,X,X,O,X,O,O
ZIZJTOLS,O,O,O,X,X,O,X,O,O
ZIZJTOSL,O,O,O,X,X,O,X,O,O
ZIZJLTSO,O,O,O,X,X,O,X,O,X
ZIZJLTOS,O,O,O,X,X,O,X,O,X
ZIZJLSTO,O,O,O,X,X,O,X,O,X
ZIZJLSOT,X,X,O,X,X,X,X,O,X
ZIZJLOTS,O,O,O,X,X,O,X,X,X
ZIZJLOST,O,X,O,X,X,X,X,X,X
ZIZJSTLO,O,X,O,X,X,O,X,O,O
ZIZJSTOL,O,X,O,X,X,O,X,O,O
ZIZJSLTO,O,X,O,X,X,O,X,O,O
ZIZJSLOT,X,X,O,X,X,X,X,O,O
ZIZJSOTL,X,X,O,X,X,O,X,O,O
ZIZJSOLT,X,X,O,X,X,X,X,O,O
ZIZJOTLS,O,O,O,X,X,O,X,O,O
ZIZJOTSL,O,O,O,X,X,O,X,O,O
ZIZJOLTS,O,O,O,X,X,O,X,X,X
ZIZJOLST,O,O,O,X,X,X,X,X,X
ZIZJOSTL,O,X,O,X,X,O,X,O,O
ZIZJOSLT,O,X,O,X,X,X,X,O,O
ZIZSTLJO,O,O,O,X,X,X,X,O,O
ZIZSTLOJ,O,O,X,X,X,O,X,O,O
ZIZSTJLO,O,O,O,X,X,O,X,O,O
ZIZSTJOL,O,O,O,X,X,O,X,O,O
ZIZSTOLJ,O,O,X,X,X,O,X,O,O
ZIZSTOJL,O,O,X,X,X,O,X,O,O
ZIZSLTJO,O,O,O,X,X,X,X,O,O
ZIZSLTOJ,O,O,X,X,X,O,X,O,O
ZIZSLJTO,O,O,O,X,X,X,X,O,O
ZIZSLJOT,X,X,O,X,X,X,X,O,O
ZIZSLOTJ,O,O,X,X,X,X,X,O,O
ZIZSLOJT,O,X,X,X,X,X,X,O,O
ZIZSJTLO,O,O,O,X,X,O,X,O,O
ZIZSJTOL,O,O,O,X,X,O,X,O,O
ZIZSJLTO,O,X,O,X,X,O,X,O,O
ZIZSJLOT,X,X,O,X,X,X,X,O,O
ZIZSJOTL,X,X,O,X,X,O,X,O,O
ZIZSJOLT,X,X,O,X,X,X,X,O,O
ZIZSOTLJ,O,O,X,X,X,O,X,O,O
ZIZSOTJL,O,O,X,X,X,O,X,O,O
ZIZSOLTJ,O,O,X,X,X,X,X,O,O
ZIZSOLJT,O,O,X,X,X,X,X,O,O
ZIZSOJTL,O,O,X,X,X,O,X,O,O
ZIZSOJLT,O,X,X,X,X,X,X,O,O
ZIZOTLJS,O,O,X,X,X,O,X,O,O
ZIZOTLSJ,O,O,X,X,X,O,X,O,X
ZIZOTJLS,O,O,X,X,X,O,X,O,O
ZIZOTJSL,O,O,X,X,X,O,X,O,O
ZIZOTSLJ,O,O,X,X,X,O,X,O,O
ZIZOTSJL,O,O,X,X,X,O,X,O,O
ZIZOLTJS,O,O,X,X,X,O,X,X,X
ZIZOLTSJ,O,O,X,X,X,O,X,X,X
ZIZOLJTS,O,O,X,X,X,O,X,X,X
ZIZOLJST,O,O,X,X,X,X,X,X,X
ZIZOLSTJ,O,O,X,X,X,X,X,X,X
ZIZOLSJT,O,O,X,X,X,X,X,X,X
ZIZOJTLS,O,O,X,X,X,O,X,O,O
ZIZOJTSL,O,O,X,X,X,O,X,O,O
ZIZOJLTS,O,O,X,X,X,O,X,X,X
ZIZOJLST,O,O,X,X,X,X,X,X,X
ZIZOJSTL,O,X,X,X,X,O,X,O,O
ZIZOJSLT,O,X,X,X,X,X,X,O,O
ZIZOSTLJ,O,O,X,X,X,O,X,O,O
ZIZOSTJL,O,O,X,X,X,O,X,O,O
ZIZOSLTJ,O,O,X,X,X,X,X,O,O
ZIZOSLJT,O,O,X,X,X,X,X,O,O
ZIZOSJTL,O,O,X,X,X,O,X,O,O
ZIZOSJLT,O,X,X,X,X,X,X,O,O
ZIOTLJSZ,O,O,X,X,X,X,X,X,X
ZIOTLJZS,O,O,X,X,X,O,X,X,X
ZIOTLSJZ,O,O,X,X,X,X,X,O,X
ZIOTLSZJ,O,O,X,X,X,X,X,O,O
ZIOTLZJS,O,O,X,X,X,O,X,O,O
ZIOTLZSJ,O,O,X,X,X,O,X,O,X
ZIOTJLSZ,O,X,X,O,X,X,X,X,X
ZIOTJLZS,O,X,X,O,X,O,X,X,X
ZIOTJSLZ,O,X,X,O,X,X,X,O,X
ZIOTJSZL,O,X,X,O,X,X,X,X,O
ZIOTJZLS,O,X,X,O,X,O,X,O,O
ZIOTJZSL,O,X,X,O,X,O,X,O,O
ZIOTSLJZ,O,O,X,O,X,X,X,O,O
ZIOTSLZJ,O,O,X,O,X,X,X,O,O
ZIOTSJLZ,O,X,X,O,X,X,X,O,X
ZIOTSJZL,O,O,X,O,X,X,X,X,O
ZIOTSZLJ,O,O,X,O,X,X,X,O,O
ZIOTSZJL,O,O,X,O,X,X,X,O,O
ZIOTZLJS,O,O,X,O,X,O,X,O,O
ZIOTZLSJ,O,O,X,O,X,O,X,O,X
ZIOTZJLS,O,O,X,O,X,O,X,O,O
ZIOTZJSL,O,O,X,O,X,O,X,O,O
ZIOTZSLJ,O,O,X,O,X,O,X,O,O
ZIOTZSJL,O,O,X,O,X,O,X,O,O
ZIOLTJSZ,O,O,X,X,O,X,X,X,X
ZIOLTJZS,O,O,X,X,X,X,X,X,X
ZIOLTSJZ,O,O,X,X,O,X,X,X,X
ZIOLTSZJ,O,O,X,X,O,X,X,X,X
ZIOLTZJS,O,O,X,X,X,O,X,X,X
ZIOLTZSJ,O,O,X,X,O,O,X,X,X
ZIOLJTSZ,O,O,X,X,O,X,X,X,X
ZIOLJTZS,O,O,X,X,X,X,X,X,X
ZIOLJSTZ,X,O,X,X,O,X,X,X,X
ZIOLJSZT,X,O,X,X,O,X,X,X,X
ZIOLJZTS,O,O,X,X,X,X,X,X,X
ZIOLJZST,O,O,X,X,X,X,X,X,X
ZIOLSTJZ,X,O,X,X,O,X,X,X,X
ZIOLSTZJ,X,O,X,X,O,X,X,X,X
ZIOLSJTZ,X,O,X,X,O,X,X,X,X
ZIOLSJZT,X,O,X,X,O,X,X,X,X
ZIOLSZTJ,X,O,X,X,O,X,X,X,X
ZIOLSZJT,X,O,X,X,O,X,X,X,X
ZIOLZTJS,O,O,X,X,X,O,X,X,X
ZIOLZTSJ,O,O,X,X,O,O,X,X,X
ZIOLZJTS,O,O,X,X,X,X,X,X,X
ZIOLZJST,O,O,X,X,X,X,X,X,X
ZIOLZSTJ,O,O,X,X,O,X,X,X,X
ZIOLZSJT,O,O,X,X,O,X,X,X,X
ZIOJTLSZ,O,X,X,O,X,X,X,X,X
ZIOJTLZS,O,X,X,O,X,O,X,X,X
ZIOJTSLZ,O,X,X,O,X,X,X,X,X
ZIOJTSZL,O,X,X,O,X,X,X,X,X
ZIOJTZLS,O,X,X,O,X,O,X,X,X
ZIOJTZSL,O,X,X,O,X,O,X,X,X
ZIOJLTSZ,O,X,X,O,X,X,X,X,X
ZIOJLTZS,O,O,X,O,X,O,X,X,X
ZIOJLSTZ,X,X,X,O,X,X,X,X,X
ZIOJLSZT,X,O,X,O,X,X,X,X,X
ZIOJLZTS,O,O,X,X,X,O,X,X,X
ZIOJLZST,O,O,X,X,X,X,X,X,X
ZIOJSTLZ,O,X,X,O,X,X,X,X,X
ZIOJSTZL,O,X,X,O,X,X,X,X,X
ZIOJSLTZ,X,X,X,O,X,X,X,X,X
ZIOJSLZT,X,X,X,O,X,X,X,X,X
ZIOJSZTL,O,X,X,O,X,X,X,X,X
ZIOJSZLT,O,X,X,O,X,X,X,X,X
ZIOJZTLS,O,O,X,O,X,O,X,X,X
ZIOJZTSL,O,O,X,O,X,O,X,X,X
ZIOJZLTS,O,O,X,X,X,O,X,X,X
ZIOJZLST,O,O,X,X,X,X,X,X,X
ZIOJZSTL,O,X,X,O,X,O,X,X,X
ZIOJZSLT,O,X,X,O,X,X,X,X,X
ZIOSTLJZ,O,O,X,O,X,X,X,O,O
ZIOSTLZJ,O,O,X,O,X,X,X,O,O
ZIOSTJLZ,O,X,X,O,X,X,X,O,X
ZIOSTJZL,O,O,X,O,X,X,X,X,O
ZIOSTZLJ,O,O,X,O,X,X,X,O,O
ZIOSTZJL,O,O,X,O,X,X,X,O,O
ZIOSLTJZ,X,O,X,O,O,X,X,O,O
ZIOSLTZJ,X,O,X,O,O,X,X,O,O
ZIOSLJTZ,X,O,X,O,O,X,X,X,X
ZIOSLJZT,X,O,X,O,O,X,X,X,X
ZIOSLZTJ,X,O,X,X,O,X,X,O,O
ZIOSLZJT,X,O,X,X,O,X,X,O,O
ZIOSJTLZ,O,X,X,O,X,X,X,X,X
ZIOSJTZL,O,O,X,O,X,X,X,X,X
ZIOSJLTZ,X,X,X,O,X,X,X,X,X
ZIOSJLZT,X,X,X,O,X,X,X,X,X
ZIOSJZTL,O,O,X,O,X,X,X,X,X
ZIOSJZLT,O,X,X,O,X,X,X,X,X
ZIOSZTLJ,O,O,X,X,X,X,X,O,O
ZIOSZTJL,O,O,X,X,X,X,X,O,O
ZIOSZLTJ,O,O,X,X,O,X,X,O,O
ZIOSZLJT,O,O,X,X,O,X,X,O,O
ZIOSZJTL,O,O,X,X,X,X,X,O,O
ZIOSZJLT,O,X,X,X,X,X,X,O,O
ZIOZTLJS,O,O,X,X,X,O,X,O,O
ZIOZTLSJ,O,O,X,X,X,O,X,O,X
ZIOZTJLS,O,O,X,X,X,O,X,O,O
ZIOZTJSL,O,O,X,X,X,O,X,O,O
ZIOZTSLJ,O,O,X,X,X,O,X,O,O
ZIOZTSJL,O,O,X,X,X,O,X,O,O
ZIOZLTJS,O,O,X,X,X,O,X,X,X
ZIOZLTSJ,O,O,X,X,X,O,X,X,X
ZIOZLJTS,O,O,X,X,X,O,X,X,X
ZIOZLJST,O,O,X,X,X,X,X,X,X
ZIOZLSTJ,O,O,X,X,X,X,X,X,X
ZIOZLSJT,O,O,X,X,X,X,X,X,X
ZIOZJTLS,O,O,X,X,X,O,X,O,O
ZIOZJTSL,O,O,X,X,X,O,X,O,O
ZIOZJLTS,O,O,X,X,X,O,X,X,X
ZIOZJLST,O,O,X,X,X,X,X,X,X
ZIOZJSTL,O,X,X,X,X,O,X,O,O
ZIOZJSLT,O,X,X,X,X,X,X,O,O
ZIOZSTLJ,O,O,X,X,X,O,X,O,O
ZIOZSTJL,O,O,X,X,X,O,X,O,O
ZIOZSLTJ,O,O,X,X,X,X,X,O,O
ZIOZSLJT,O,O,X,X,X,X,X,O,O
