sequence,v115@UhA8EeB8BeB8BeC8JeOEJvhGXgBdmB5mBiiBcoBcsB?zpB,v115@UhA8EeB8BeB8BeC8Jex/IvhGXhBdnBunBcoBikBzpB?0rB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUhBRiBSoBXlB2sB0rB?zpB,v115@UhA8EeB8BeB8BeC8JeNEJvhGUgBRhBCjBmmBXoBzpB?0rB,v115@UhA8EeB8BeB8BeC8Je0/IvhGdmBRiBcoB/pBqrBTnB?OqB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBamBRiBcoBWsB0pB?XsB,v115@UhA8EeB8BeB8BeC8JeXAJvhGdmBRiBcoB2pBSsBzrB?0pB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBCjBmmBXoB0pB?0rB,v115@UhA8EeB8BeB8BeC8JeT/IvhGNlBRhBunBcoB/rBasB?0pB
ZSZTJOIL,O,O,O,O,X,O,X,O,O
ZSZTJOLI,O,O,O,O,X,O,X,O,O
ZSZTOILJ,O,O,X,O,X,O,X,O,O
ZSZTOIJL,O,O,X,X,X,O,X,O,O
ZSZTOLIJ,O,O,X,O,O,O,X,O,O
ZSZTOLJI,O,O,O,O,O,O,X,O,O
ZSZTOJIL,O,O,O,O,X,O,X,O,O
ZSZTOJLI,O,O,O,O,X,O,X,O,O
ZSZITLJO,O,O,O,X,X,X,X,O,O
ZSZITLOJ,O,O,X,X,O,O,X,O,O
ZSZITJLO,O,O,O,X,X,O,X,O,O
ZSZITJOL,O,O,O,X,X,O,X,O,O
ZSZITOLJ,O,O,X,X,X,O,X,O,O
ZSZITOJL,O,O,X,X,X,O,X,O,O
ZSZILTJO,O,O,O,X,X,X,X,O,O
ZSZILTOJ,O,O,X,X,O,O,X,O,O
ZSZILJTO,O,O,O,X,X,X,X,O,O
ZSZILJOT,X,X,O,X,X,X,X,O,O
ZSZILOTJ,O,O,X,X,O,X,X,O,O
ZSZILOJT,O,X,X,X,O,X,X,O,O
ZSZIJTLO,O,O,O,X,X,O,X,O,O
ZSZIJTOL,O,O,O,X,X,O,X,O,O
ZSZIJLTO,O,X,O,X,X,O,X,O,O
ZSZIJLOT,X,X,O,X,X,X,X,O,O
ZSZIJOTL,X,X,O,X,X,O,X,O,O
ZSZIJOLT,X,X,O,X,X,X,X,O,O
ZSZIOTLJ,O,O,X,X,X,O,X,O,O
ZSZIOTJL,O,O,X,X,X,O,X,O,O
ZSZIOLTJ,O,O,X,X,O,X,X,O,O
ZSZIOLJT,O,O,X,X,O,X,X,O,O
ZSZIOJTL,O,O,X,X,X,O,X,O,O
ZSZIOJLT,O,X,X,X,X,X,X,O,O
ZSZLTIJO,O,O,O,O,X,X,X,O,O
ZSZLTIOJ,O,O,X,O,O,O,X,O,O
ZSZLTJIO,O,O,O,O,X,O,X,O,O
ZSZLTJOI,O,O,O,O,O,O,X,O,O
ZSZLTOIJ,O,O,X,O,O,O,X,O,O
ZSZLTOJI,O,O,O,O,O,O,X,O,O
ZSZLITJO,O,O,O,X,X,X,X,O,O
ZSZLITOJ,O,O,X,X,O,O,X,O,O
ZSZLIJTO,O,O,O,X,X,X,X,O,O
ZSZLIJOT,X,X,O,X,X,X,X,O,O
ZSZLIOTJ,O,O,X,X,O,X,X,O,O
ZSZLIOJT,O,X,X,X,O,X,X,O,O
ZSZLJTIO,O,O,O,O,X,O,X,O,O
ZSZLJTOI,O,O,O,O,O,O,X,O,O
ZSZLJITO,O,O,O,O,X,O,X,O,O
ZSZLJIOT,X,X,O,O,X,X,X,O,O
ZSZLJOTI,X,X,O,O,O,X,X,O,O
ZSZLJOIT,X,X,O,O,O,X,X,O,O
ZSZLOTIJ,O,O,X,O,O,X,X,O,O
ZSZLOTJI,O,O,O,O,O,X,X,O,O
ZSZLOITJ,O,O,X,X,O,X,X,O,O
ZSZLOIJT,O,O,X,X,O,X,X,O,O
ZSZLOJTI,O,O,O,O,O,X,X,O,O
ZSZLOJIT,O,O,O,O,O,X,X,O,O
ZSZJTILO,O,O,O,O,X,O,X,O,O
ZSZJTIOL,O,O,O,O,X,O,X,O,O
ZSZJTLIO,O,O,O,O,X,O,X,O,O
ZSZJTLOI,O,O,O,O,O,O,X,O,O
ZSZJTOIL,O,O,O,O,X,O,X,O,O
ZSZJTOLI,O,O,O,O,X,O,X,O,O
ZSZJITLO,O,O,O,O,X,O,X,O,O
ZSZJITOL,O,O,O,O,X,O,X,O,O
ZSZJILTO,O,X,O,O,X,O,X,O,O
ZSZJILOT,X,X,O,O,X,X,X,O,O
ZSZJIOTL,X,X,O,O,X,O,X,O,O
ZSZJIOLT,X,X,O,O,X,X,X,O,O
ZSZJLTIO,O,O,O,O,X,O,X,O,O
ZSZJLTOI,O,O,O,O,O,O,X,O,O
ZSZJLITO,O,O,O,O,X,O,X,O,O
ZSZJLIOT,X,X,O,O,X,X,X,O,O
ZSZJLOTI,X,X,O,O,O,X,X,O,O
ZSZJLOIT,X,X,O,O,O,X,X,O,O
ZSZJOTIL,X,O,O,O,X,O,X,O,O
ZSZJOTLI,X,O,O,O,X,O,X,O,O
ZSZJOITL,X,O,O,O,X,O,X,O,O
ZSZJOILT,X,X,O,O,X,X,X,O,O
ZSZJOLTI,X,O,O,O,O,X,X,O,O
ZSZJOLIT,X,O,O,O,O,X,X,O,O
ZSZOTILJ,O,O,X,O,X,O,X,O,O
ZSZOTIJL,O,O,X,O,X,O,X,O,O
ZSZOTLIJ,O,O,X,O,O,O,X,O,O
ZSZOTLJI,O,O,O,O,O,O,X,O,O
ZSZOTJIL,O,O,O,O,X,O,X,O,O
ZSZOTJLI,O,O,O,O,X,O,X,O,O
ZSZOITLJ,O,O,X,X,X,O,X,O,O
ZSZOITJL,O,O,X,X,X,O,X,O,O
ZSZOILTJ,O,O,X,X,O,X,X,O,O
ZSZOILJT,O,O,X,X,O,X,X,O,O
ZSZOIJTL,O,O,X,X,X,O,X,O,O
ZSZOIJLT,O,X,X,X,X,X,X,O,O
ZSZOLTIJ,O,O,X,O,O,X,X,O,O
ZSZOLTJI,O,O,O,O,O,X,X,O,O
ZSZOLITJ,O,O,X,X,O,X,X,O,O
ZSZOLIJT,O,O,X,X,O,X,X,O,O
ZSZOLJTI,O,O,O,O,O,X,X,O,O
ZSZOLJIT,O,O,O,O,O,X,X,O,O
ZSZOJTIL,O,O,O,O,X,O,X,O,O
ZSZOJTLI,O,O,O,O,X,O,X,O,O
ZSZOJITL,O,O,O,O,X,O,X,O,O
ZSZOJILT,O,X,O,O,X,X,X,O,O
ZSZOJLTI,O,O,O,O,O,X,X,O,O
ZSZOJLIT,O,O,O,O,O,X,X,O,O
ZSOTILJZ,O,O,X,O,X,X,X,O,O
ZSOTILZJ,O,O,X,O,X,X,X,O,O
ZSOTIJLZ,O,X,X,O,X,X,X,O,X
ZSOTIJZL,O,O,X,O,X,X,X,X,O
ZSOTIZLJ,O,O,X,O,X,X,X,O,O
ZSOTIZJL,O,O,X,O,X,X,X,O,O
ZSOTLIJZ,O,O,X,O,O,X,X,O,O
ZSOTLIZJ,O,O,X,O,O,X,X,O,O
ZSOTLJIZ,O,O,O,O,O,X,X,O,O
ZSOTLJZI,O,O,O,O,O,O,X,O,O
ZSOTLZIJ,O,O,X,O,O,O,X,O,O
ZSOTLZJI,O,O,O,O,O,O,X,O,O
ZSOTJILZ,O,X,O,O,X,X,X,O,X
ZSOTJIZL,O,O,O,O,X,X,X,O,O
ZSOTJLIZ,O,O,O,O,X,X,X,O,O
ZSOTJLZI,O,O,O,O,X,O,X,O,O
ZSOTJZIL,O,O,O,O,X,O,X,O,O
ZSOTJZLI,O,O,O,O,X,O,X,O,O
ZSOTZILJ,O,O,X,O,X,O,X,O,O
ZSOTZIJL,O,O,X,O,X,O,X,O,O
ZSOTZLIJ,O,O,X,O,O,O,X,O,O
ZSOTZLJI,O,O,O,O,O,O,X,O,O
ZSOTZJIL,O,O,O,O,X,O,X,O,O
ZSOTZJLI,O,O,O,O,X,O,X,O,O
ZSOITLJZ,O,O,X,O,X,X,X,O,O
ZSOITLZJ,O,O,X,O,X,X,X,O,O
ZSOITJLZ,O,X,X,O,X,X,X,O,X
ZSOITJZL,O,O,X,O,X,X,X,X,O
ZSOITZLJ,O,O,X,O,X,X,X,O,O
ZSOITZJL,O,O,X,O,X,X,X,O,O
ZSOILTJZ,X,O,X,O,O,X,X,O,O
ZSOILTZJ,X,O,X,O,O,X,X,O,O
ZSOILJTZ,X,O,X,O,O,X,X,X,X
ZSOILJZT,X,O,X,O,O,X,X,X,X
ZSOILZTJ,X,O,X,X,O,X,X,O,O
ZSOILZJT,X,O,X,X,O,X,X,O,O
ZSOIJTLZ,O,X,X,O,X,X,X,X,X
ZSOIJTZL,O,O,X,O,X,X,X,X,O
ZSOIJLTZ,X,X,X,O,X,X,X,X,X
ZSOIJLZT,X,X,X,O,X,X,X,X,X
ZSOIJZTL,O,O,X,O,X,X,X,X,O
ZSOIJZLT,O,X,X,O,X,X,X,X,X
ZSOIZTLJ,O,O,X,X,X,X,X,O,O
ZSOIZTJL,O,O,X,X,X,X,X,O,O
ZSOIZLTJ,O,O,X,X,O,X,X,O,O
ZSOIZLJT,O,O,X,X,O,X,X,O,O
ZSOIZJTL,O,O,X,X,X,X,X,O,O
ZSOIZJLT,O,X,X,X,X,X,X,O,O
ZSOLTIJZ,O,O,X,O,O,X,X,O,O
ZSOLTIZJ,O,O,X,O,O,X,X,O,O
ZSOLTJIZ,O,O,O,O,O,X,X,O,O
ZSOLTJZI,O,O,O,O,O,X,X,O,O
ZSOLTZIJ,O,O,X,O,O,X,X,O,O
ZSOLTZJI,O,O,O,O,O,X,X,O,O
ZSOLITJZ,X,O,X,O,O,X,X,O,O
ZSOLITZJ,X,O,X,O,O,X,X,O,O
ZSOLIJTZ,X,O,X,O,O,X,X,X,O
ZSOLIJZT,X,O,X,O,O,X,X,X,O
ZSOLIZTJ,X,O,X,X,O,X,X,O,O
ZSOLIZJT,X,O,X,X,O,X,X,O,O
ZSOLJTIZ,O,O,O,O,O,X,X,O,O
ZSOLJTZI,O,O,O,O,O,X,X,O,O
ZSOLJITZ,X,O,O,O,O,X,X,O,O
ZSOLJIZT,X,O,O,O,O,X,X,O,O
ZSOLJZTI,O,O,O,O,O,X,X,O,O
ZSOLJZIT,O,O,O,O,O,X,X,O,O
ZSOLZTIJ,O,O,X,O,O,X,X,O,O
ZSOLZTJI,O,O,O,O,O,X,X,O,O
ZSOLZITJ,O,O,X,X,O,X,X,O,O
ZSOLZIJT,O,O,X,X,O,X,X,O,O
ZSOLZJTI,O,O,O,O,O,X,X,O,O
ZSOLZJIT,O,O,O,O,O,X,X,O,O
ZSOJTILZ,O,X,O,O,X,X,X,O,X
ZSOJTIZL,O,O,O,O,X,X,X,O,O
ZSOJTLIZ,O,O,O,O,X,X,X,O,O
ZSOJTLZI,O,O,O,O,X,O,X,O,O
ZSOJTZIL,O,O,O,O,X,O,X,O,O
ZSOJTZLI,O,O,O,O,X,O,X,O,O
ZSOJITLZ,O,X,O,O,X,X,X,O,X
ZSOJITZL,O,O,O,O,X,X,X,O,O
ZSOJILTZ,X,X,O,O,X,X,X,O,X
ZSOJILZT,X,X,O,O,X,X,X,O,X
ZSOJIZTL,O,O,O,O,X,X,X,O,O
ZSOJIZLT,O,X,O,O,X,X,X,O,X
ZSOJLTIZ,O,O,O,O,O,X,X,O,O
ZSOJLTZI,O,O,O,O,O,X,X,O,O
ZSOJLITZ,X,O,O,O,O,X,X,O,O
ZSOJLIZT,X,O,O,O,O,X,X,O,O
ZSOJLZTI,O,O,O,O,O,X,X,O,O
ZSOJLZIT,O,O,O,O,O,X,X,O,O
ZSOJZTIL,O,O,O,O,X,O,X,O,O
ZSOJZTLI,O,O,O,O,X,O,X,O,O
ZSOJZITL,O,O,O,O,X,O,X,O,O
ZSOJZILT,O,X,O,O,X,X,X,O,O
ZSOJZLTI,O,O,O,O,O,X,X,O,O
ZSOJZLIT,O,O,O,O,O,X,X,O,O
ZSOZTILJ,O,O,X,O,X,O,X,O,O
ZSOZTIJL,O,O,X,O,X,O,X,O,O
ZSOZTLIJ,O,O,X,O,O,O,X,O,O
ZSOZTLJI,O,O,O,O,O,O,X,O,O
ZSOZTJIL,O,O,O,O,X,O,X,O,O
ZSOZTJLI,O,O,O,O,X,O,X,O,O
ZSOZITLJ,O,O,X,X,X,O,X,O,O
ZSOZITJL,O,O,X,X,X,O,X,O,O
ZSOZILTJ,O,O,X,X,O,X,X,O,O
ZSOZILJT,O,O,X,X,O,X,X,O,O
ZSOZIJTL,O,O,X,X,X,O,X,O,O
ZSOZIJLT,O,X,X,X,X,X,X,O,O
ZSOZLTIJ,O,O,X,O,O,X,X,O,O
ZSOZLTJI,O,O,O,O,O,X,X,O,O
ZSOZLITJ,O,O,X,X,O,X,X,O,O
ZSOZLIJT,O,O,X,X,O,X,X,O,O
ZSOZLJTI,O,O,O,O,O,X,X,O,O
ZSOZLJIT,O,O,O,O,O,X,X,O,O
ZSOZJTIL,O,O,O,O,X,O,X,O,O
ZSOZJTLI,O,O,O,O,X,O,X,O,O
ZSOZJITL,O,O,O,O,X,O,X,O,O
ZSOZJILT,O,X,O,O,X,X,X,O,O
ZSOZJLTI,O,O,O,O,O,X,X,O,O
ZSOZJLIT,O,O,O,O,O,X,X,O,O
ZZTILJSO,O,O,O,O,X,O,X,O,X
ZZTILJOS,O,O,O,X,X,O,X,O,O
ZZTILSJO,O,O,O,O,X,X,X,O,X
ZZTILSOJ,O,O,X,O,X,O,X,O,X
ZZTILOJS,O,O,X,X,X,O,X,O,O
ZZTILOSJ,O,O,X,X,X,O,X,O,X
ZZTIJLSO,O,O,O,O,X,O,X,O,X
ZZTIJLOS,O,O,O,X,X,O,X,O,O
ZZTIJSLO,O,O,O,O,X,O,X,O,O
ZZTIJSOL,O,O,O,O,X,O,X,O,O
ZZTIJOLS,O,O,O,X,X,O,X,O,O
ZZTIJOSL,O,O,O,O,X,O,X,O,O
ZZTISLJO,O,O,O,O,X,X,X,O,O
ZZTISLOJ,O,O,X,O,X,O,X,O,O
ZZTISJLO,O,O,O,O,X,O,X,O,O
ZZTISJOL,O,O,O,O,X,O,X,O,O
ZZTISOLJ,O,O,X,O,X,O,X,O,O
ZZTISOJL,O,O,X,X,X,O,X,O,O
ZZTIOLJS,O,O,X,X,X,O,X,O,O
ZZTIOLSJ,O,O,X,X,X,O,X,O,X
ZZTIOJLS,O,O,X,X,X,O,X,O,O
ZZTIOJSL,O,O,X,O,X,O,X,O,O
ZZTIOSLJ,O,O,X,O,X,O,X,O,O
ZZTIOSJL,O,O,X,X,X,O,X,O,O
ZZTLIJSO,O,O,O,O,X,O,X,O,X
ZZTLIJOS,O,O,O,X,X,O,X,O,O
ZZTLISJO,O,O,O,O,X,X,X,O,X
ZZTLISOJ,O,O,X,O,X,O,X,O,X
ZZTLIOJS,O,O,X,X,X,O,X,O,O
ZZTLIOSJ,O,O,X,X,X,O,X,O,X
ZZTLJISO,O,O,O,O,X,O,X,O,X
ZZTLJIOS,O,O,O,X,X,O,X,O,O
ZZTLJSIO,O,O,O,O,X,O,X,O,O
ZZTLJSOI,O,O,O,O,X,O,O,O,O
ZZTLJOIS,O,O,O,X,X,O,O,O,O
ZZTLJOSI,O,O,O,X,X,O,O,O,O
ZZTLSIJO,O,O,O,O,X,X,X,O,O
ZZTLSIOJ,O,O,X,O,O,O,X,O,O
ZZTLSJIO,O,O,O,O,X,O,X,O,O
ZZTLSJOI,O,O,O,O,O,O,O,O,O
ZZTLSOIJ,O,O,X,O,O,O,X,O,O
ZZTLSOJI,O,O,O,O,O,O,X,O,O
ZZTLOIJS,O,O,X,X,X,O,X,O,O
ZZTLOISJ,O,O,X,X,O,O,X,O,X
ZZTLOJIS,O,O,O,X,X,O,X,O,O
ZZTLOJSI,O,O,O,X,X,O,X,O,O
ZZTLOSIJ,O,O,X,X,O,O,X,O,O
ZZTLOSJI,O,O,O,X,O,O,X,O,O
ZZTJILSO,O,O,O,O,X,O,X,O,X
ZZTJILOS,O,O,O,X,X,O,X,O,O
ZZTJISLO,O,O,O,O,X,O,X,O,O
ZZTJISOL,O,O,O,O,X,O,X,O,O
ZZTJIOLS,O,O,O,X,X,O,X,O,O
ZZTJIOSL,O,O,O,O,X,O,X,O,O
ZZTJLISO,O,O,O,O,X,O,X,O,X
ZZTJLIOS,O,O,O,X,X,O,X,O,O
ZZTJLSIO,O,O,O,O,X,O,X,O,O
ZZTJLSOI,O,O,O,O,X,O,O,O,O
ZZTJLOIS,O,O,O,X,X,O,O,O,O
ZZTJLOSI,O,O,O,X,X,O,O,O,O
ZZTJSILO,O,O,O,O,X,O,X,O,O
ZZTJSIOL,O,O,O,O,X,O,X,O,O
ZZTJSLIO,O,O,O,O,X,O,X,O,O
ZZTJSLOI,O,O,O,O,X,O,O,O,O
ZZTJSOIL,O,O,O,O,X,O,X,O,O
ZZTJSOLI,O,O,O,O,X,O,X,O,O
ZZTJOILS,O,O,O,X,X,O,X,O,O
ZZTJOISL,O,O,O,O,X,O,X,O,O
ZZTJOLIS,O,O,O,X,X,O,X,O,O
ZZTJOLSI,O,O,O,X,X,O,X,O,O
ZZTJOSIL,O,O,O,O,X,O,X,O,O
ZZTJOSLI,O,O,O,O,X,O,X,O,O
ZZTSILJO,O,O,O,O,X,X,X,O,O
ZZTSILOJ,O,O,X,O,O,O,X,O,O
ZZTSIJLO,O,O,O,O,X,O,X,O,O
ZZTSIJOL,O,O,O,O,X,O,X,O,O
ZZTSIOLJ,O,O,X,O,X,O,X,O,O
ZZTSIOJL,O,O,X,X,X,O,X,O,O
ZZTSLIJO,O,O,O,O,X,X,X,O,O
ZZTSLIOJ,O,O,X,O,O,O,X,O,O
ZZTSLJIO,O,O,O,O,X,O,X,O,O
ZZTSLJOI,O,O,O,O,O,O,O,O,O
ZZTSLOIJ,O,O,X,O,O,O,X,O,O
ZZTSLOJI,O,O,O,O,O,O,X,O,O
ZZTSJILO,O,O,O,O,X,O,X,O,O
ZZTSJIOL,O,O,O,O,X,O,X,O,O
ZZTSJLIO,O,O,O,O,X,O,X,O,O
ZZTSJLOI,O,O,O,O,O,O,O,O,O
ZZTSJOIL,O,O,O,O,X,O,X,O,O
ZZTSJOLI,O,O,O,O,X,O,X,O,O
ZZTSOILJ,O,O,X,O,X,O,X,O,O
ZZTSOIJL,O,O,X,X,X,O,X,O,O
ZZTSOLIJ,O,O,X,O,O,O,X,O,O
ZZTSOLJI,O,O,O,O,O,O,X,O,O
ZZTSOJIL,O,O,O,O,X,O,X,O,O
ZZTSOJLI,O,O,O,O,X,O,X,O,O
ZZTOILJS,O,O,X,X,X,O,X,O,O
ZZTOILSJ,O,O,X,X,X,O,X,O,X
ZZTOIJLS,O,O,X,X,X,O,X,O,O
ZZTOIJSL,O,O,X,O,X,O,X,O,O
ZZTOISLJ,O,O,X,O,X,O,X,O,O
ZZTOISJL,O,O,X,X,X,O,X,O,O
ZZTOLIJS,O,O,X,X,X,O,X,O,O
ZZTOLISJ,O,O,X,X,X,O,X,O,X
ZZTOLJIS,O,O,O,X,X,O,X,O,O
ZZTOLJSI,O,O,O,X,X,O,X,O,O
ZZTOLSIJ,O,O,X,X,X,O,X,O,O
ZZTOLSJI,O,O,O,X,X,O,X,O,O
ZZTOJILS,O,O,O,X,X,O,X,O,O
ZZTOJISL,O,O,O,O,X,O,X,O,O
ZZTOJLIS,O,O,O,X,X,O,X,O,O
ZZTOJLSI,O,O,O,X,X,O,X,O,O
ZZTOJSIL,O,O,O,O,X,O,X,O,O
ZZTOJSLI,O,O,O,O,X,O,X,O,O
ZZTOSILJ,O,O,X,O,X,O,X,O,O
ZZTOSIJL,O,O,X,X,X,O,X,O,O
ZZTOSLIJ,O,O,X,O,X,O,X,O,O
ZZTOSLJI,O,O,O,O,X,O,X,O,O
ZZTOSJIL,O,O,O,O,X,O,X,O,O
ZZTOSJLI,O,O,O,O,X,O,X,O,O
ZZITLJSO,O,O,O,X,X,O,X,O,X
ZZITLJOS,O,O,O,X,X,O,X,O,O
ZZITLSJO,O,O,O,X,X,X,X,O,X
ZZITLSOJ,O,O,X,X,X,O,X,O,X
ZZITLOJS,O,O,X,X,X,O,X,O,O
ZZITLOSJ,O,O,X,X,X,O,X,O,X
ZZITJLSO,O,O,O,X,X,O,X,O,X
ZZITJLOS,O,O,O,X,X,O,X,O,O
ZZITJSLO,O,O,O,X,X,O,X,O,O
ZZITJSOL,O,O,O,X,X,O,X,O,O
ZZITJOLS,O,O,O,X,X,O,X,O,O
ZZITJOSL,O,O,O,X,X,O,X,O,O
ZZITSLJO,O,O,O,X,X,X,X,O,O
ZZITSLOJ,O,O,X,X,X,O,X,O,O
ZZITSJLO,O,O,O,X,X,O,X,O,O
ZZITSJOL,O,O,O,X,X,O,X,O,O
ZZITSOLJ,O,O,X,X,X,O,X,O,O
ZZITSOJL,O,O,X,X,X,O,X,O,O
ZZITOLJS,O,O,X,X,X,O,X,O,O
ZZITOLSJ,O,O,X,X,X,O,X,O,X
ZZITOJLS,O,O,X,X,X,O,X,O,O
ZZITOJSL,O,O,X,X,X,O,X,O,O
ZZITOSLJ,O,O,X,X,X,O,X,O,O
ZZITOSJL,O,O,X,X,X,O,X,O,O
ZZILTJSO,O,O,O,X,X,O,X,X,X
ZZILTJOS,O,O,O,X,X,O,X,X,X
ZZILTSJO,O,O,O,X,X,X,X,X,X
ZZILTSOJ,O,O,X,X,X,O,X,X,X
ZZILTOJS,O,O,X,X,X,O,X,X,X
ZZILTOSJ,O,O,X,X,X,O,X,X,X
ZZILJTSO,O,O,O,X,X,O,X,X,X
ZZILJTOS,O,O,O,X,X,O,X,X,X
ZZILJSTO,O,O,O,X,X,O,X,X,X
ZZILJSOT,X,X,O,X,X,X,X,X,X
ZZILJOTS,O,O,O,X,X,O,X,X,X
ZZILJOST,O,X,O,X,X,X,X,X,X
ZZILSTJO,O,O,O,X,X,X,X,X,X
ZZILSTOJ,O,O,X,X,X,O,X,X,X
ZZILSJTO,O,O,O,X,X,X,X,X,X
ZZILSJOT,X,X,O,X,X,X,X,X,X
ZZILSOTJ,O,O,X,X,X,X,X,X,X
ZZILSOJT,O,X,X,X,X,X,X,X,X
ZZILOTJS,O,O,X,X,X,O,X,X,X
ZZILOTSJ,O,O,X,X,X,O,X,X,X
ZZILOJTS,O,O,X,X,X,O,X,X,X
ZZILOJST,O,X,X,X,X,X,X,X,X
ZZILOSTJ,O,O,X,X,X,X,X,X,X
ZZILOSJT,O,X,X,X,X,X,X,X,X
ZZIJTLSO,O,O,O,X,X,O,X,O,X
ZZIJTLOS,O,O,O,X,X,O,X,O,O
ZZIJTSLO,O,O,O,X,X,O,X,O,O
ZZIJTSOL,O,O,O,X,X,O,X,O,O
ZZIJTOLS,O,O,O,X,X,O,X,O,O
ZZIJTOSL,O,O,O,X,X,O,X,O,O
ZZIJLTSO,O,O,O,X,X,O,X,O,X
ZZIJLTOS,O,O,O,X,X,O,X,O,X
ZZIJLSTO,O,O,O,X,X,O,X,O,X
ZZIJLSOT,X,X,O,X,X,X,X,O,X
ZZIJLOTS,O,O,O,X,X,O,X,X,X
ZZIJLOST,O,X,O,X,X,X,X,X,X
ZZIJSTLO,O,X,O,X,X,O,X,O,O
ZZIJSTOL,O,X,O,X,X,O,X,O,O
ZZIJSLTO,O,X,O,X,X,O,X,O,O
ZZIJSLOT,X,X,O,X,X,X,X,O,O
ZZIJSOTL,X,X,O,X,X,O,X,O,O
ZZIJSOLT,X,X,O,X,X,X,X,O,O
ZZIJOTLS,O,O,O,X,X,O,X,O,O
ZZIJOTSL,O,O,O,X,X,O,X,O,O
ZZIJOLTS,O,O,O,X,X,O,X,X,X
ZZIJOLST,O,O,O,X,X,X,X,X,X
ZZIJOSTL,O,X,O,X,X,O,X,O,O
ZZIJOSLT,O,X,O,X,X,X,X,O,O
ZZISTLJO,O,O,O,X,X,X,X,O,O
ZZISTLOJ,O,O,X,X,X,O,X,O,O
ZZISTJLO,O,O,O,X,X,O,X,O,O
ZZISTJOL,O,O,O,X,X,O,X,O,O
ZZISTOLJ,O,O,X,X,X,O,X,O,O
ZZISTOJL,O,O,X,X,X,O,X,O,O
ZZISLTJO,O,O,O,X,X,X,X,O,O
ZZISLTOJ,O,O,X,X,X,O,X,O,O
ZZISLJTO,O,O,O,X,X,X,X,O,O
ZZISLJOT,X,X,O,X,X,X,X,O,O
ZZISLOTJ,O,O,X,X,X,X,X,O,O
ZZISLOJT,O,X,X,X,X,X,X,O,O
ZZISJTLO,O,O,O,X,X,O,X,O,O
ZZISJTOL,O,O,O,X,X,O,X,O,O
ZZISJLTO,O,X,O,X,X,O,X,O,O
ZZISJLOT,X,X,O,X,X,X,X,O,O
ZZISJOTL,X,X,O,X,X,O,X,O,O
ZZISJOLT,X,X,O,X,X,X,X,O,O
ZZISOTLJ,O,O,X,X,X,O,X,O,O
ZZISOTJL,O,O,X,X,X,O,X,O,O
ZZISOLTJ,O,O,X,X,X,X,X,O,O
ZZISOLJT,O,O,X,X,X,X,X,O,O
ZZISOJTL,O,O,X,X,X,O,X,O,O
ZZISOJLT,O,X,X,X,X,X,X,O,O
ZZIOTLJS,O,O,X,X,X,O,X,O,O
ZZIOTLSJ,O,O,X,X,X,O,X,O,X
ZZIOTJLS,O,O,X,X,X,O,X,O,O
ZZIOTJSL,O,O,X,X,X,O,X,O,O
ZZIOTSLJ,O,O,X,X,X,O,X,O,O
ZZIOTSJL,O,O,X,X,X,O,X,O,O
ZZIOLTJS,O,O,X,X,X,O,X,X,X
ZZIOLTSJ,O,O,X,X,X,O,X,X,X
ZZIOLJTS,O,O,X,X,X,O,X,X,X
ZZIOLJST,O,O,X,X,X,X,X,X,X
ZZIOLSTJ,O,O,X,X,X,X,X,X,X
ZZIOLSJT,O,O,X,X,X,X,X,X,X
ZZIOJTLS,O,O,X,X,X,O,X,O,O
ZZIOJTSL,O,O,X,X,X,O,X,O,O
ZZIOJLTS,O,O,X,X,X,O,X,X,X
ZZIOJLST,O,O,X,X,X,X,X,X,X
ZZIOJSTL,O,X,X,X,X,O,X,O,O
ZZIOJSLT,O,X,X,X,X,X,X,O,O
ZZIOSTLJ,O,O,X,X,X,O,X,O,O
ZZIOSTJL,O,O,X,X,X,O,X,O,O
ZZIOSLTJ,O,O,X,X,X,X,X,O,O
ZZIOSLJT,O,O,X,X,X,X,X,O,O
ZZIOSJTL,O,O,X,X,X,O,X,O,O
ZZIOSJLT,O,X,X,X,X,X,X,O,O
ZZLTIJSO,O,O,O,X,X,O,X,O,X
ZZLTIJOS,O,O,O,X,X,O,X,O,O
ZZLTISJO,O,O,O,X,X,X,X,O,X
ZZLTISOJ,O,O,X,X,X,O,X,O,X
ZZLTIOJS,O,O,X,X,X,O,X,O,O
ZZLTIOSJ,O,O,X,X,X,O,X,O,X
ZZLTJISO,O,O,O,X,X,O,X,O,X
ZZLTJIOS,O,O,O,X,X,O,X,O,O
ZZLTJSIO,O,O,O,X,X,O,X,O,O
ZZLTJSOI,O,O,O,X,X,O,O,O,O
ZZLTJOIS,O,O,O,X,X,O,O,O,O
ZZLTJOSI,O,O,O,X,X,O,O,O,O
ZZLTSIJO,O,O,O,X,X,X,X,O,O
ZZLTSIOJ,O,O,X,X,O,O,X,O,O
ZZLTSJIO,O,O,O,X,X,O,X,O,O
ZZLTSJOI,O,O,O,X,O,O,O,O,O
ZZLTSOIJ,O,O,X,X,O,O,X,O,O
ZZLTSOJI,O,O,O,X,O,O,X,O,O
ZZLTOIJS,O,O,X,X,X,O,X,O,O
ZZLTOISJ,O,O,X,X,O,O,X,O,X
ZZLTOJIS,O,O,O,X,X,O,X,O,O
ZZLTOJSI,O,O,O,X,X,O,X,O,O
