sequence,v115@QhB8FeE8CeE8Je/EJvhFUgBGhBxiBNrBinBTqB,v115@QhB8FeE8CeE8JeT/IvhF/lBGhBxiBNrBinBUqB,v115@QhB8FeE8CeE8Je/EJvhFUgB9mBxiBinBzlB2vB,v115@QhB8FeE8CeE8JeT/IvhF9mBOnBXjBRqB0qBiqB,v115@QhB8FeE8CeE8Jem/IvhFtlBxhBXjB0kBzmByvB,v115@QhB8FeE8CeE8Je3AJvhF9mBxiB0kBinBzqBmpB
LZOSTIJ,O,O,X,X,O,O
LZOSTJI,O,O,X,X,O,O
LZOSITJ,O,O,X,X,O,O
LZOSIJT,O,O,X,X,O,X
LZOSJTI,O,O,X,X,O,X
LZOSJIT,O,O,X,X,O,X
LOTIJSZ,O,X,O,O,O,O
LOTIJZS,O,O,X,O,O,O
LOTISJZ,O,X,O,O,O,O
LOTISZJ,O,O,O,X,O,O
LOTIZJS,O,O,X,X,O,O
LOTIZSJ,O,O,X,X,O,O
LOTJISZ,O,X,O,O,O,O
LOTJIZS,O,O,X,O,O,O
LOTJSIZ,O,X,O,O,O,O
LOTJSZI,O,X,O,X,O,O
LOTJZIS,O,O,X,X,O,O
LOTJZSI,O,O,X,X,O,O
LOTSIJZ,O,X,O,O,O,O
LOTSIZJ,O,O,O,X,O,O
LOTSJIZ,O,X,O,O,O,O
LOTSJZI,O,X,O,X,O,O
LOTSZIJ,O,O,O,X,O,O
LOTSZJI,O,O,O,X,O,O
LOTZIJS,O,O,X,X,O,O
LOTZISJ,O,O,X,X,O,O
LOTZJIS,O,O,X,X,O,O
LOTZJSI,O,O,X,X,O,O
LOTZSIJ,O,O,X,X,O,O
LOTZSJI,O,O,X,X,O,O
LOITJSZ,O,X,O,O,O,O
LOITJZS,O,O,X,O,O,O
LOITSJZ,O,X,O,O,O,O
LOITSZJ,O,O,O,X,O,O
LOITZJS,O,O,X,X,O,O
LOITZSJ,O,O,X,X,O,O
LOIJTSZ,O,X,O,O,O,O
LOIJTZS,O,O,X,O,O,O
LOIJSTZ,O,X,O,O,O,X
LOIJSZT,O,X,O,X,O,X
LOIJZTS,X,O,X,X,O,O
LOIJZST,X,O,X,X,O,X
LOISTJZ,O,X,O,O,O,O
LOISTZJ,O,O,O,X,O,O
LOISJTZ,O,X,O,O,O,X
LOISJZT,O,X,O,X,O,X
LOISZTJ,O,O,O,X,O,O
LOISZJT,O,O,O,X,O,X
LOIZTJS,O,O,X,X,O,O
LOIZTSJ,O,O,X,X,O,O
LOIZJTS,X,O,X,X,O,O
LOIZJST,X,O,X,X,O,X
LOIZSTJ,O,O,X,X,O,O
LOIZSJT,O,O,X,X,O,X
LOJTISZ,O,X,O,O,O,O
LOJTIZS,O,O,X,O,O,O
LOJTSIZ,O,X,O,O,O,O
LOJTSZI,O,X,O,X,O,O
LOJTZIS,O,O,X,X,O,O
LOJTZSI,O,O,X,X,O,O
LOJITSZ,O,X,O,O,O,O
LOJITZS,O,O,X,O,O,O
LOJISTZ,O,X,O,O,O,X
LOJISZT,O,X,O,X,O,X
LOJIZTS,X,O,X,X,O,O
LOJIZST,X,O,X,X,O,X
LOJSTIZ,O,X,O,O,O,X
LOJSTZI,O,X,O,X,O,X
LOJSITZ,O,X,O,O,O,X
LOJSIZT,O,X,O,X,O,X
LOJSZTI,O,X,O,X,O,X
LOJSZIT,O,X,O,X,O,X
LOJZTIS,X,O,X,X,O,O
LOJZTSI,X,O,X,X,O,O
LOJZITS,X,O,X,X,O,O
LOJZIST,X,O,X,X,O,X
LOJZSTI,X,O,X,X,O,X
LOJZSIT,X,O,X,X,O,X
LOSTIJZ,O,X,O,O,O,O
LOSTIZJ,O,O,O,X,O,O
LOSTJIZ,O,X,O,O,O,O
LOSTJZI,O,X,O,X,O,O
LOSTZIJ,O,O,O,X,O,O
LOSTZJI,O,O,O,X,O,O
LOSITJZ,O,X,O,O,O,O
LOSITZJ,O,O,O,X,O,O
LOSIJTZ,O,X,O,O,O,X
LOSIJZT,O,X,O,X,O,X
LOSIZTJ,O,O,O,X,O,O
LOSIZJT,O,O,O,X,O,X
LOSJTIZ,O,X,O,O,O,X
LOSJTZI,O,X,O,X,O,X
LOSJITZ,O,X,O,O,O,X
LOSJIZT,O,X,O,X,O,X
LOSJZTI,O,X,O,X,O,X
LOSJZIT,O,X,O,X,O,X
LOSZTIJ,O,O,O,X,O,O
LOSZTJI,O,O,O,X,O,O
LOSZITJ,O,O,O,X,O,O
LOSZIJT,O,O,O,X,O,X
LOSZJTI,O,O,O,X,O,X
LOSZJIT,O,O,O,X,O,X
LOZTIJS,O,O,X,X,O,O
LOZTISJ,O,O,X,X,O,O
LOZTJIS,O,O,X,X,O,O
LOZTJSI,O,O,X,X,O,O
LOZTSIJ,O,O,X,X,O,O
LOZTSJI,O,O,X,X,O,O
LOZITJS,O,O,X,X,O,O
LOZITSJ,O,O,X,X,O,O
LOZIJTS,X,O,X,X,O,O
LOZIJST,X,O,X,X,O,X
LOZISTJ,O,O,X,X,O,O
LOZISJT,O,O,X,X,O,X
LOZJTIS,X,O,X,X,O,O
LOZJTSI,X,O,X,X,O,O
LOZJITS,X,O,X,X,O,O
LOZJIST,X,O,X,X,O,X
LOZJSTI,X,O,X,X,O,X
LOZJSIT,X,O,X,X,O,X
LOZSTIJ,O,O,X,X,O,O
LOZSTJI,O,O,X,X,O,O
LOZSITJ,O,O,X,X,O,O
LOZSIJT,O,O,X,X,O,X
LOZSJTI,O,O,X,X,O,X
LOZSJIT,O,O,X,X,O,X
JTILSZO,O,X,O,O,X,X
JTILSOZ,O,X,O,O,X,X
JTILZSO,O,X,O,O,X,X
JTILZOS,O,X,X,O,X,X
JTILOSZ,O,X,O,O,X,X
JTILOZS,O,X,X,O,X,X
JTISLZO,O,X,O,O,X,X
JTISLOZ,O,X,O,O,X,X
JTISZLO,O,X,O,O,X,X
JTISZOL,O,X,X,O,X,X
JTISOLZ,O,X,X,O,X,X
JTISOZL,O,X,X,O,X,X
JTIZLSO,X,X,X,O,X,X
JTIZLOS,X,X,X,O,X,X
JTIZSLO,O,O,X,O,X,X
JTIZSOL,O,O,X,O,X,X
JTIZOLS,X,X,X,O,X,X
JTIZOSL,O,O,X,O,X,X
JTIOLSZ,O,X,X,O,X,X
JTIOLZS,O,X,X,O,X,X
JTIOSLZ,O,X,X,O,X,X
JTIOSZL,O,X,X,O,X,X
JTIOZLS,X,X,X,O,X,X
JTIOZSL,O,O,X,O,X,X
JTLISZO,O,X,O,O,X,X
JTLISOZ,O,X,O,O,X,X
JTLIZSO,O,O,O,O,X,X
JTLIZOS,O,O,X,O,X,X
JTLIOSZ,O,X,O,O,X,O
JTLIOZS,O,O,X,O,X,O
JTLSIZO,O,X,O,O,X,X
JTLSIOZ,O,X,O,O,X,X
JTLSZIO,O,X,O,X,X,X
JTLSZOI,O,X,O,X,X,X
JTLSOIZ,O,X,O,O,X,X
JTLSOZI,O,X,O,X,X,X
JTLZISO,O,O,O,X,X,X
JTLZIOS,O,O,X,X,X,X
JTLZSIO,O,O,O,X,X,X
JTLZSOI,O,O,O,X,X,X
JTLZOIS,O,O,X,X,X,X
JTLZOSI,O,O,X,X,X,X
JTLOISZ,O,X,O,O,X,O
JTLOIZS,O,O,X,O,X,O
JTLOSIZ,O,X,O,O,X,O
JTLOSZI,O,X,O,X,X,O
JTLOZIS,O,O,X,X,X,O
JTLOZSI,O,O,X,X,X,O
JTSILZO,O,X,O,O,X,X
JTSILOZ,O,X,O,O,X,X
JTSIZLO,O,X,O,O,X,X
JTSIZOL,O,X,X,O,X,X
JTSIOLZ,O,X,X,O,X,X
JTSIOZL,O,X,X,O,X,X
JTSLIZO,O,X,O,O,X,X
JTSLIOZ,O,X,O,O,X,X
JTSLZIO,O,X,O,X,X,X
JTSLZOI,O,X,O,X,X,X
JTSLOIZ,O,X,O,O,X,X
JTSLOZI,O,X,O,X,X,X
JTSZILO,O,X,O,O,X,X
JTSZIOL,O,X,X,O,X,X
JTSZLIO,O,X,O,X,X,X
JTSZLOI,O,X,O,X,X,X
JTSZOIL,O,X,X,O,X,X
JTSZOLI,O,X,O,X,X,X
JTSOILZ,O,X,X,O,X,X
JTSOIZL,O,X,X,O,X,X
JTSOLIZ,O,X,O,O,X,X
JTSOLZI,O,X,O,X,X,X
JTSOZIL,O,X,X,O,X,X
JTSOZLI,O,X,O,X,X,X
JTZILSO,X,X,X,O,X,X
JTZILOS,X,X,X,O,X,X
JTZISLO,O,O,X,O,X,X
JTZISOL,O,O,X,O,X,X
JTZIOLS,X,X,X,O,X,X
JTZIOSL,O,O,X,O,X,X
JTZLISO,O,O,O,X,X,X
JTZLIOS,O,O,X,X,X,X
JTZLSIO,O,O,O,X,X,X
JTZLSOI,O,O,O,X,X,X
JTZLOIS,O,O,X,X,X,X
JTZLOSI,O,O,X,X,X,X
JTZSILO,O,O,O,O,X,X
JTZSIOL,O,O,X,O,X,X
JTZSLIO,O,O,O,X,X,X
JTZSLOI,O,O,O,X,X,X
JTZSOIL,O,O,X,O,X,X
JTZSOLI,O,O,O,X,X,X
JTZOILS,X,X,X,O,X,X
JTZOISL,O,O,X,O,X,X
JTZOLIS,O,O,X,X,X,X
JTZOLSI,O,O,X,X,X,X
JTZOSIL,O,O,X,O,X,X
JTZOSLI,O,O,X,X,X,X
JTOILSZ,O,X,X,O,X,X
JTOILZS,O,X,X,O,X,X
JTOISLZ,O,X,X,O,X,X
JTOISZL,O,X,X,O,X,X
JTOIZLS,X,X,X,O,X,X
JTOIZSL,O,O,X,O,X,X
JTOLISZ,O,X,O,O,X,O
JTOLIZS,O,O,X,O,X,O
JTOLSIZ,O,X,O,O,X,O
JTOLSZI,O,X,O,X,X,O
JTOLZIS,O,O,X,X,X,O
JTOLZSI,O,O,X,X,X,O
JTOSILZ,O,X,X,O,X,X
JTOSIZL,O,X,X,O,X,X
JTOSLIZ,O,X,O,O,X,O
JTOSLZI,O,X,O,X,X,O
JTOSZIL,O,X,X,O,X,X
JTOSZLI,O,X,O,X,X,O
JTOZILS,X,X,X,O,X,X
JTOZISL,O,O,X,O,X,X
JTOZLIS,O,O,X,X,X,O
JTOZLSI,O,O,X,X,X,O
JTOZSIL,O,O,X,O,X,X
JTOZSLI,O,O,X,X,X,O
JITLSZO,O,X,O,O,X,X
JITLSOZ,X,X,O,O,X,X
JITLZSO,X,X,O,O,X,X
JITLZOS,X,X,X,O,X,X
JITLOSZ,O,X,O,O,X,X
JITLOZS,X,X,X,O,X,X
JITSLZO,O,X,O,O,X,X
JITSLOZ,X,X,O,O,X,X
JITSZLO,O,X,O,O,X,X
JITSZOL,O,X,X,O,X,X
JITSOLZ,O,X,X,O,X,X
JITSOZL,O,X,X,O,X,X
JITZLSO,X,X,X,O,X,X
JITZLOS,X,X,X,O,X,X
JITZSLO,O,O,X,O,X,X
JITZSOL,O,O,X,O,X,X
JITZOLS,X,X,X,O,X,X
JITZOSL,O,O,X,O,X,X
JITOLSZ,O,X,X,O,X,X
JITOLZS,X,X,X,O,X,X
JITOSLZ,O,X,X,O,X,X
JITOSZL,O,X,X,O,X,X
JITOZLS,X,X,X,O,X,X
JITOZSL,O,O,X,O,X,X
JILTSZO,O,X,O,O,X,X
JILTSOZ,O,X,O,O,X,X
JILTZSO,O,O,O,O,X,X
JILTZOS,O,O,X,O,X,X
JILTOSZ,O,X,O,O,X,O
JILTOZS,O,O,X,O,X,O
JILSTZO,O,X,O,O,X,X
JILSTOZ,O,X,O,O,X,X
JILSZTO,O,X,O,X,X,X
JILSZOT,X,X,O,X,X,X
JILSOTZ,O,X,O,O,X,X
JILSOZT,O,X,O,X,X,X
JILZTSO,X,O,O,X,X,X
JILZTOS,X,O,X,X,X,X
JILZSTO,X,O,O,X,X,X
JILZSOT,X,O,O,X,X,X
JILZOTS,X,O,X,X,X,O
JILZOST,X,O,X,X,X,X
JILOTSZ,O,X,O,O,X,O
JILOTZS,O,O,X,O,X,O
JILOSTZ,O,X,O,O,X,X
JILOSZT,O,X,O,X,X,X
JILOZTS,X,O,X,X,X,O
JILOZST,X,O,X,X,X,X
JISTLZO,O,X,O,O,X,X
JISTLOZ,X,X,O,O,X,X
JISTZLO,O,X,O,O,X,X
JISTZOL,O,X,X,O,X,X
JISTOLZ,O,X,X,O,X,X
JISTOZL,O,X,X,O,X,X
JISLTZO,O,X,O,O,X,X
JISLTOZ,O,X,O,O,X,X
JISLZTO,O,X,O,X,X,X
JISLZOT,X,X,O,X,X,X
JISLOTZ,O,X,O,O,X,X
JISLOZT,O,X,O,X,X,X
JISZTLO,O,X,O,O,X,X
JISZTOL,O,X,X,O,X,X
JISZLTO,O,X,O,X,X,X
JISZLOT,X,X,O,X,X,X
JISZOTL,X,X,X,O,X,X
JISZOLT,X,X,O,X,X,X
JISOTLZ,O,X,X,O,X,X
JISOTZL,O,X,X,O,X,X
JISOLTZ,O,X,O,O,X,X
JISOLZT,O,X,O,X,X,X
JISOZTL,O,X,X,O,X,X
JISOZLT,O,X,O,X,X,X
JIZTLSO,X,X,X,O,X,X
JIZTLOS,X,X,X,O,X,X
JIZTSLO,X,O,X,O,X,X
JIZTSOL,X,O,X,O,X,X
JIZTOLS,X,X,X,O,X,X
JIZTOSL,X,O,X,O,X,X
JIZLTSO,X,O,O,X,X,X
JIZLTOS,X,O,X,X,X,X
JIZLSTO,X,O,O,X,X,X
JIZLSOT,X,O,O,X,X,X
JIZLOTS,X,O,X,X,X,O
JIZLOST,X,O,X,X,X,X
JIZSTLO,X,O,O,O,X,X
JIZSTOL,X,O,X,O,X,X
JIZSLTO,X,O,O,X,X,X
JIZSLOT,X,O,O,X,X,X
JIZSOTL,X,O,X,O,X,X
JIZSOLT,X,O,O,X,X,X
JIZOTLS,X,X,X,O,X,X
JIZOTSL,X,O,X,O,X,X
JIZOLTS,X,O,X,X,X,O
JIZOLST,X,O,X,X,X,X
JIZOSTL,X,O,X,O,X,X
JIZOSLT,X,O,X,X,X,X
JIOTLSZ,O,X,X,O,X,X
JIOTLZS,X,X,X,O,X,X
JIOTSLZ,O,X,X,O,X,X
JIOTSZL,O,X,X,O,X,X
JIOTZLS,X,X,X,O,X,X
JIOTZSL,O,O,X,O,X,X
JIOLTSZ,O,X,O,O,X,O
JIOLTZS,O,O,X,O,X,O
JIOLSTZ,O,X,O,O,X,X
JIOLSZT,O,X,O,X,X,X
JIOLZTS,X,O,X,X,X,O
JIOLZST,X,O,X,X,X,X
JIOSTLZ,O,X,X,O,X,X
JIOSTZL,O,X,X,O,X,X
JIOSLTZ,O,X,O,O,X,X
JIOSLZT,O,X,O,X,X,X
JIOSZTL,O,X,X,O,X,X
JIOSZLT,O,X,O,X,X,X
JIOZTLS,X,X,X,O,X,X
JIOZTSL,X,O,X,O,X,X
JIOZLTS,X,O,X,X,X,O
JIOZLST,X,O,X,X,X,X
JIOZSTL,X,O,X,O,X,X
JIOZSLT,X,O,X,X,X,X
JLTISZO,O,X,O,O,O,X
JLTISOZ,O,X,O,O,X,X
JLTIZSO,O,O,O,O,O,X
JLTIZOS,O,O,X,O,O,X
JLTIOSZ,O,X,O,O,X,O
JLTIOZS,O,O,X,O,X,O
JLTSIZO,O,X,O,O,O,X
JLTSIOZ,O,X,O,O,X,X
JLTSZIO,O,X,O,X,O,X
JLTSZOI,O,X,O,X,O,X
JLTSOIZ,O,X,O,O,O,X
JLTSOZI,O,X,O,X,O,X
JLTZISO,O,O,O,X,O,X
JLTZIOS,O,O,X,X,O,X
JLTZSIO,O,O,O,X,O,X
JLTZSOI,O,O,O,X,O,X
JLTZOIS,O,O,X,X,O,X
JLTZOSI,O,O,X,X,O,X
JLTOISZ,O,X,O,O,O,O
JLTOIZS,O,O,X,O,O,O
JLTOSIZ,O,X,O,O,O,O
JLTOSZI,O,X,O,X,O,O
JLTOZIS,O,O,X,X,O,O
JLTOZSI,O,O,X,X,O,O
JLITSZO,O,X,O,O,X,X
JLITSOZ,O,X,O,O,X,X
JLITZSO,O,O,O,O,X,X
JLITZOS,O,O,X,O,X,X
JLITOSZ,O,X,O,O,X,O
JLITOZS,O,O,X,O,X,O
JLISTZO,O,X,O,O,X,X
JLISTOZ,O,X,O,O,X,X
JLISZTO,O,X,O,X,X,X
JLISZOT,X,X,O,X,X,X
JLISOTZ,O,X,O,O,X,X
JLISOZT,O,X,O,X,X,X
JLIZTSO,X,O,O,X,X,X
JLIZTOS,X,O,X,X,X,X
JLIZSTO,X,O,O,X,X,X
JLIZSOT,X,O,O,X,X,X
JLIZOTS,X,O,X,X,X,O
JLIZOST,X,O,X,X,X,X
JLIOTSZ,O,X,O,O,X,O
JLIOTZS,O,O,X,O,X,O
JLIOSTZ,O,X,O,O,X,X
JLIOSZT,O,X,O,X,X,X
JLIOZTS,X,O,X,X,X,O
JLIOZST,X,O,X,X,X,X
JLSTIZO,O,X,O,O,O,X
JLSTIOZ,O,X,O,O,X,X
JLSTZIO,O,X,O,X,O,X
JLSTZOI,O,X,O,X,O,X
JLSTOIZ,O,X,O,O,O,X
JLSTOZI,O,X,O,X,O,X
JLSITZO,O,X,O,O,O,X
JLSITOZ,O,X,O,O,X,X
JLSIZTO,O,X,O,X,O,X
JLSIZOT,X,X,O,X,X,X
JLSIOTZ,O,X,O,O,X,X
JLSIOZT,O,X,O,X,X,X
JLSZTIO,O,X,O,X,O,X
JLSZTOI,O,X,O,X,O,X
JLSZITO,O,X,O,X,O,X
JLSZIOT,X,X,O,X,O,X
JLSZOTI,X,X,O,X,O,X
JLSZOIT,X,X,O,X,O,X
JLSOTIZ,O,X,O,O,O,X
JLSOTZI,O,X,O,X,O,X
JLSOITZ,O,X,O,O,O,X
JLSOIZT,O,X,O,X,O,X
JLSOZTI,O,X,O,X,O,X
JLSOZIT,O,X,O,X,O,X
JLZTISO,X,O,O,X,O,X
JLZTIOS,X,O,X,X,O,X
JLZTSIO,X,O,O,X,O,X
JLZTSOI,X,O,O,X,O,X
JLZTOIS,X,O,X,X,O,X
JLZTOSI,X,O,X,X,O,X
JLZITSO,X,O,O,X,O,X
JLZITOS,X,O,X,X,O,X
JLZISTO,X,O,O,X,O,X
JLZISOT,X,O,O,X,O,X
JLZIOTS,X,O,X,X,O,O
JLZIOST,X,O,X,X,O,X
JLZSTIO,X,O,O,X,O,X
JLZSTOI,X,O,O,X,O,X
JLZSITO,X,O,O,X,O,X
JLZSIOT,X,O,O,X,O,X
JLZSOTI,X,O,O,X,O,X
JLZSOIT,X,O,O,X,O,X
JLZOTIS,X,O,X,X,O,O
JLZOTSI,X,O,X,X,O,O
JLZOITS,X,O,X,X,O,O
JLZOIST,X,O,X,X,O,X
JLZOSTI,X,O,X,X,O,X
JLZOSIT,X,O,X,X,O,X
JLOTISZ,O,X,O,O,O,O
JLOTIZS,O,O,X,O,O,O
JLOTSIZ,O,X,O,O,O,O
JLOTSZI,O,X,O,X,O,O
JLOTZIS,O,O,X,X,O,O
JLOTZSI,O,O,X,X,O,O
JLOITSZ,O,X,O,O,O,O
JLOITZS,O,O,X,O,O,O
JLOISTZ,O,X,O,O,O,X
JLOISZT,O,X,O,X,O,X
JLOIZTS,X,O,X,X,O,O
JLOIZST,X,O,X,X,O,X
JLOSTIZ,O,X,O,O,O,X
JLOSTZI,O,X,O,X,O,X
JLOSITZ,O,X,O,O,O,X
JLOSIZT,O,X,O,X,O,X
JLOSZTI,O,X,O,X,O,X
JLOSZIT,O,X,O,X,O,X
JLOZTIS,X,O,X,X,O,O
JLOZTSI,X,O,X,X,O,O
JLOZITS,X,O,X,X,O,O
JLOZIST,X,O,X,X,O,X
JLOZSTI,X,O,X,X,O,X
JLOZSIT,X,O,X,X,O,X
JSTILZO,O,X,O,O,X,X
JSTILOZ,O,X,O,O,X,X
JSTIZLO,O,X,O,O,X,X
JSTIZOL,O,X,X,O,X,X
JSTIOLZ,O,X,X,O,X,X
JSTIOZL,O,X,X,O,X,X
JSTLIZO,O,X,O,O,X,X
JSTLIOZ,O,X,O,O,X,X
JSTLZIO,O,X,O,X,X,X
JSTLZOI,O,X,O,X,X,X
JSTLOIZ,O,X,O,O,X,X
JSTLOZI,O,X,O,X,X,X
JSTZILO,O,X,O,O,X,X
JSTZIOL,O,X,X,O,X,X
JSTZLIO,O,X,O,X,X,X
JSTZLOI,O,X,O,X,X,X
JSTZOIL,O,X,X,O,X,X
JSTZOLI,O,X,O,X,X,X
JSTOILZ,O,X,X,O,X,X
JSTOIZL,O,X,X,O,X,X
JSTOLIZ,O,X,O,O,X,X
JSTOLZI,O,X,O,X,X,X
JSTOZIL,O,X,X,O,X,X
JSTOZLI,O,X,O,X,X,X
JSITLZO,O,X,O,O,X,X
JSITLOZ,X,X,O,O,X,X
JSITZLO,O,X,O,O,X,X
JSITZOL,O,X,X,O,X,X
JSITOLZ,O,X,X,O,X,X
JSITOZL,O,X,X,O,X,X
JSILTZO,O,X,O,O,O,X
JSILTOZ,O,X,O,O,X,X
JSILZTO,O,X,O,X,O,X
JSILZOT,X,X,O,X,X,X
JSILOTZ,O,X,O,O,X,X
JSILOZT,O,X,O,X,X,X
JSIZTLO,O,X,O,O,X,X
JSIZTOL,O,X,X,O,X,X
JSIZLTO,O,X,O,X,X,X
JSIZLOT,X,X,O,X,X,X
JSIZOTL,X,X,X,O,X,X
JSIZOLT,X,X,O,X,X,X
JSIOTLZ,O,X,X,O,X,X
JSIOTZL,O,X,X,O,X,X
JSIOLTZ,O,X,O,O,O,X
JSIOLZT,O,X,O,X,O,X
JSIOZTL,O,X,X,O,X,X
JSIOZLT,O,X,O,X,O,X
JSLTIZO,O,X,O,O,O,X
JSLTIOZ,O,X,O,O,X,X
JSLTZIO,O,X,O,X,O,X
JSLTZOI,O,X,O,X,O,X
JSLTOIZ,O,X,O,O,O,X
JSLTOZI,O,X,O,X,O,X
JSLITZO,O,X,O,O,O,X
JSLITOZ,O,X,O,O,X,X
JSLIZTO,O,X,O,X,O,X
JSLIZOT,X,X,O,X,X,X
JSLIOTZ,O,X,O,O,X,X
JSLIOZT,O,X,O,X,X,X
JSLZTIO,O,X,O,X,O,X
JSLZTOI,O,X,O,X,O,X
JSLZITO,O,X,O,X,O,X
JSLZIOT,X,X,O,X,O,X
JSLZOTI,X,X,O,X,O,X
JSLZOIT,X,X,O,X,O,X
JSLOTIZ,O,X,O,O,O,X
JSLOTZI,O,X,O,X,O,X
JSLOITZ,O,X,O,O,O,X
JSLOIZT,O,X,O,X,O,X
JSLOZTI,O,X,O,X,O,X
JSLOZIT,O,X,O,X,O,X
JSZTILO,O,X,O,O,X,X
JSZTIOL,O,X,X,O,X,X
JSZTLIO,O,X,O,X,X,X
JSZTLOI,O,X,O,X,X,X
JSZTOIL,O,X,X,O,X,X
JSZTOLI,O,X,O,X,O,X
JSZITLO,O,X,O,O,X,X
JSZITOL,O,X,X,O,X,X
JSZILTO,O,X,O,X,X,X
JSZILOT,X,X,O,X,X,X
JSZIOTL,X,X,X,O,X,X
JSZIOLT,X,X,O,X,O,X
JSZLTIO,O,X,O,X,X,X
JSZLTOI,O,X,O,X,X,X
JSZLITO,O,X,O,X,X,X
JSZLIOT,X,X,O,X,X,X
JSZLOTI,X,X,O,X,O,X
JSZLOIT,X,X,O,X,O,X
JSZOTIL,X,X,X,O,X,X
JSZOTLI,X,X,O,X,O,X
JSZOITL,X,X,X,O,X,X
JSZOILT,X,X,O,X,O,X
JSZOLTI,X,X,O,X,O,X
JSZOLIT,X,X,O,X,O,X
JSOTILZ,O,X,X,O,X,X
JSOTIZL,O,X,X,O,X,X
JSOTLIZ,O,X,O,O,X,X
JSOTLZI,O,X,O,X,X,X
JSOTZIL,O,X,X,O,X,X
JSOTZLI,O,X,O,X,X,X
JSOITLZ,O,X,X,O,X,X
JSOITZL,O,X,X,O,X,X
JSOILTZ,O,X,O,O,O,X
JSOILZT,O,X,O,X,O,X
JSOIZTL,O,X,X,O,X,X
JSOIZLT,O,X,O,X,O,X
JSOLTIZ,O,X,O,O,O,X
JSOLTZI,O,X,O,X,O,X
JSOLITZ,O,X,O,O,O,X
JSOLIZT,O,X,O,X,O,X
JSOLZTI,O,X,O,X,O,X
JSOLZIT,O,X,O,X,O,X
JSOZTIL,O,X,X,O,X,X
JSOZTLI,O,X,O,X,O,X
JSOZITL,O,X,X,O,X,X
JSOZILT,O,X,O,X,O,X
JSOZLTI,O,X,O,X,O,X
JSOZLIT,O,X,O,X,O,X
JZTILSO,X,X,X,O,X,X
JZTILOS,X,X,X,O,X,X
JZTISLO,X,O,X,O,X,X
JZTISOL,X,O,X,O,X,X
JZTIOLS,X,X,X,O,X,X
JZTIOSL,X,O,X,O,X,X
JZTLISO,X,O,O,X,X,X
JZTLIOS,X,O,X,X,X,X
JZTLSIO,X,O,O,X,X,X
JZTLSOI,X,O,O,X,X,X
JZTLOIS,X,O,X,X,X,X
JZTLOSI,X,O,X,X,X,X
JZTSILO,X,O,O,O,X,X
JZTSIOL,X,O,X,O,X,X
JZTSLIO,X,O,O,X,X,X
JZTSLOI,X,O,O,X,X,X
JZTSOIL,X,O,X,O,X,X
JZTSOLI,X,O,O,X,O,X
JZTOILS,X,X,X,O,X,X
JZTOISL,X,O,X,O,X,X
JZTOLIS,X,O,X,X,O,X
JZTOLSI,X,O,X,X,O,X
JZTOSIL,X,O,X,O,X,X
JZTOSLI,X,O,X,X,O,X
JZITLSO,X,X,X,O,X,X
JZITLOS,X,X,X,O,X,X
JZITSLO,X,O,X,O,X,X
JZITSOL,X,O,X,O,X,X
JZITOLS,X,X,X,O,X,X
JZITOSL,X,O,X,O,X,X
JZILTSO,X,O,O,X,X,X
JZILTOS,X,O,X,X,X,X
JZILSTO,X,O,O,X,X,X
JZILSOT,X,O,O,X,X,X
JZILOTS,X,O,X,X,X,O
JZILOST,X,O,X,X,X,X
JZISTLO,X,O,O,O,X,X
JZISTOL,X,O,X,O,X,X
JZISLTO,X,O,O,X,X,X
JZISLOT,X,O,O,X,X,X
JZISOTL,X,O,X,O,X,X
JZISOLT,X,O,O,X,O,X
JZIOTLS,X,X,X,O,X,X
JZIOTSL,X,O,X,O,X,X
JZIOLTS,X,O,X,X,O,O
JZIOLST,X,O,X,X,O,X
JZIOSTL,X,O,X,O,X,X
JZIOSLT,X,O,X,X,O,X
JZLTISO,X,O,O,X,X,X
JZLTIOS,X,O,X,X,X,X
JZLTSIO,X,O,O,X,X,X
JZLTSOI,X,O,O,X,X,X
JZLTOIS,X,O,X,X,X,X
JZLTOSI,X,O,X,X,X,X
JZLITSO,X,O,O,X,X,X
JZLITOS,X,O,X,X,X,X
JZLISTO,X,O,O,X,X,X
JZLISOT,X,O,O,X,X,X
JZLIOTS,X,O,X,X,X,O
JZLIOST,X,O,X,X,X,X
JZLSTIO,X,O,O,X,X,X
JZLSTOI,X,O,O,X,X,X
JZLSITO,X,O,O,X,X,X
JZLSIOT,X,O,O,X,X,X
JZLSOTI,X,O,O,X,O,X
JZLSOIT,X,O,O,X,O,X
JZLOTIS,X,O,X,X,O,O
JZLOTSI,X,O,X,X,O,O
JZLOITS,X,O,X,X,O,O
JZLOIST,X,O,X,X,O,X
JZLOSTI,X,O,X,X,O,X
JZLOSIT,X,O,X,X,O,X
JZSTILO,X,O,O,O,X,X
JZSTIOL,X,O,X,O,X,X
JZSTLIO,X,O,O,X,X,X
JZSTLOI,X,O,O,X,X,X
JZSTOIL,X,O,X,O,X,X
JZSTOLI,X,O,O,X,O,X
JZSITLO,X,O,O,O,X,X
JZSITOL,X,O,X,O,X,X
JZSILTO,X,O,O,X,X,X
JZSILOT,X,O,O,X,X,X
JZSIOTL,X,O,X,O,X,X
JZSIOLT,X,O,O,X,O,X
JZSLTIO,X,O,O,X,X,X
JZSLTOI,X,O,O,X,X,X
JZSLITO,X,O,O,X,X,X
