sequence,v115@HhA8AeA8GeC8GeB8BeE8Kel/IvhFqmBmiB5oBzlB0n?B3qB,v115@HhA8AeA8GeC8GeB8BeE8Kel/IvhFUiBaoB5oBzlBWs?B3qB,v115@HhA8AeA8GeC8GeB8BeE8Kel/IvhFzgBqmBmiB5oB0n?B3qB,v115@HhA8AeA8GeC8GeB8BeE8Kel/IvhFzgBUiBaoB5oBWs?B3qB
ZOITLJS,O,O,O,X
ZOITLSJ,O,X,O,X
ZOITJLS,O,O,O,X
ZOITJSL,O,O,X,X
ZOITSLJ,O,X,X,X
ZOITSJL,O,X,X,X
ZOILTJS,O,O,O,X
ZOILTSJ,O,X,O,X
ZOILJTS,O,O,O,X
ZOILJST,O,O,O,X
ZOILSTJ,O,X,O,X
ZOILSJT,O,X,O,X
ZOIJTLS,O,O,O,X
ZOIJTSL,O,O,X,X
ZOIJLTS,O,O,O,X
ZOIJLST,O,O,O,X
ZOIJSTL,O,O,X,X
ZOIJSLT,O,O,X,X
ZOISTLJ,O,X,X,X
ZOISTJL,O,X,X,X
ZOISLTJ,O,X,X,X
ZOISLJT,O,X,X,X
ZOISJTL,O,X,X,X
ZOISJLT,O,X,X,X
ZOLTIJS,O,O,O,X
ZOLTISJ,O,X,O,X
ZOLTJIS,O,O,O,X
ZOLTJSI,O,O,O,X
ZOLTSIJ,O,X,O,X
ZOLTSJI,O,X,O,X
ZOLITJS,O,O,O,X
ZOLITSJ,O,X,O,X
ZOLIJTS,O,O,O,X
ZOLIJST,O,O,O,X
ZOLISTJ,O,X,O,X
ZOLISJT,O,X,O,X
ZOLJTIS,O,O,O,X
ZOLJTSI,O,O,O,X
ZOLJITS,O,O,O,X
ZOLJIST,O,O,O,X
ZOLJSTI,O,O,O,X
ZOLJSIT,O,O,O,X
ZOLSTIJ,O,X,O,X
ZOLSTJI,O,X,O,X
ZOLSITJ,O,X,O,X
ZOLSIJT,O,X,O,X
ZOLSJTI,O,X,O,X
ZOLSJIT,O,X,O,X
ZOJTILS,O,O,O,X
ZOJTISL,O,O,X,X
ZOJTLIS,O,O,O,X
ZOJTLSI,O,O,O,X
ZOJTSIL,O,O,X,X
ZOJTSLI,O,O,X,X
ZOJITLS,O,O,O,X
ZOJITSL,O,O,X,X
ZOJILTS,O,O,O,X
ZOJILST,O,O,O,X
ZOJISTL,O,O,X,X
ZOJISLT,O,O,X,X
ZOJLTIS,O,O,O,X
ZOJLTSI,O,O,O,X
ZOJLITS,O,O,O,X
ZOJLIST,O,O,O,X
ZOJLSTI,O,O,O,X
ZOJLSIT,O,O,O,X
ZOJSTIL,O,O,X,X
ZOJSTLI,O,O,X,X
ZOJSITL,O,O,X,X
ZOJSILT,O,O,X,X
ZOJSLTI,O,O,X,X
ZOJSLIT,O,O,X,X
ZOSTILJ,O,X,X,X
ZOSTIJL,O,X,X,X
ZOSTLIJ,O,X,X,X
ZOSTLJI,O,X,X,X
ZOSTJIL,O,X,X,X
ZOSTJLI,O,X,X,X
ZOSITLJ,O,X,X,X
ZOSITJL,O,X,X,X
ZOSILTJ,O,X,X,X
ZOSILJT,O,X,X,X
ZOSIJTL,O,X,X,X
ZOSIJLT,O,X,X,X
ZOSLTIJ,O,X,X,X
ZOSLTJI,O,X,X,X
ZOSLITJ,O,X,X,X
ZOSLIJT,O,X,X,X
ZOSLJTI,O,X,X,X
ZOSLJIT,O,X,X,X
ZOSJTIL,O,X,X,X
ZOSJTLI,O,X,X,X
ZOSJITL,O,X,X,X
ZOSJILT,O,X,X,X
ZOSJLTI,O,X,X,X
ZOSJLIT,O,X,X,X
OTILJSZ,X,O,X,O
OTILJZS,O,O,X,O
OTILSJZ,X,O,O,X
OTILSZJ,O,X,O,X
OTILZJS,O,O,O,X
OTILZSJ,O,X,O,X
OTIJLSZ,X,O,X,O
OTIJLZS,O,O,X,O
OTIJSLZ,X,O,X,O
OTIJSZL,X,O,X,O
OTIJZLS,O,O,X,O
OTIJZSL,O,O,X,O
OTISLJZ,X,O,X,X
OTISLZJ,O,X,X,X
OTISJLZ,X,O,X,X
OTISJZL,X,O,X,X
OTISZLJ,O,X,X,X
OTISZJL,O,X,X,X
OTIZLJS,O,O,O,X
OTIZLSJ,O,X,O,X
OTIZJLS,O,O,O,X
OTIZJSL,O,O,X,X
OTIZSLJ,O,X,X,X
OTIZSJL,O,X,X,X
OTLIJSZ,X,O,X,O
OTLIJZS,O,O,X,O
OTLISJZ,X,O,O,X
OTLISZJ,O,X,O,X
OTLIZJS,O,O,O,X
OTLIZSJ,O,X,O,X
OTLJISZ,X,O,X,O
OTLJIZS,O,O,X,O
OTLJSIZ,X,O,X,O
OTLJSZI,X,O,X,O
OTLJZIS,O,O,X,O
OTLJZSI,O,O,X,O
OTLSIJZ,X,O,O,X
OTLSIZJ,O,X,O,X
OTLSJIZ,X,O,O,X
OTLSJZI,X,O,O,X
OTLSZIJ,O,X,O,X
OTLSZJI,O,X,O,X
OTLZIJS,O,O,O,X
OTLZISJ,O,X,O,X
OTLZJIS,O,O,O,X
OTLZJSI,O,O,O,X
OTLZSIJ,O,X,O,X
OTLZSJI,O,X,O,X
OTJILSZ,X,O,X,O
OTJILZS,O,O,X,O
OTJISLZ,X,O,X,O
OTJISZL,X,O,X,O
OTJIZLS,O,O,X,O
OTJIZSL,O,O,X,O
OTJLISZ,X,O,X,O
OTJLIZS,O,O,X,O
OTJLSIZ,X,O,X,O
OTJLSZI,X,O,X,O
OTJLZIS,O,O,X,O
OTJLZSI,O,O,X,O
OTJSILZ,X,O,X,O
OTJSIZL,X,O,X,O
OTJSLIZ,X,O,X,O
OTJSLZI,X,O,X,O
OTJSZIL,X,O,X,O
OTJSZLI,X,O,X,O
OTJZILS,O,O,X,O
OTJZISL,O,O,X,O
OTJZLIS,O,O,X,O
OTJZLSI,O,O,X,O
OTJZSIL,O,O,X,O
OTJZSLI,O,O,X,O
OTSILJZ,X,O,X,X
OTSILZJ,O,X,X,X
OTSIJLZ,X,O,X,X
OTSIJZL,X,O,X,X
OTSIZLJ,O,X,X,X
OTSIZJL,O,X,X,X
OTSLIJZ,X,O,X,X
OTSLIZJ,O,X,X,X
OTSLJIZ,X,O,X,X
OTSLJZI,X,O,X,X
OTSLZIJ,O,X,X,X
OTSLZJI,O,X,X,X
OTSJILZ,X,O,X,X
OTSJIZL,X,O,X,X
OTSJLIZ,X,O,X,X
OTSJLZI,X,O,X,X
OTSJZIL,X,O,X,X
OTSJZLI,X,O,X,X
OTSZILJ,O,X,X,X
OTSZIJL,O,X,X,X
OTSZLIJ,O,X,X,X
OTSZLJI,O,X,X,X
OTSZJIL,O,X,X,X
OTSZJLI,O,X,X,X
OTZILJS,O,O,O,X
OTZILSJ,O,X,O,X
OTZIJLS,O,O,O,X
OTZIJSL,O,O,X,X
OTZISLJ,O,X,X,X
OTZISJL,O,X,X,X
OTZLIJS,O,O,O,X
OTZLISJ,O,X,O,X
OTZLJIS,O,O,O,X
OTZLJSI,O,O,O,X
OTZLSIJ,O,X,O,X
OTZLSJI,O,X,O,X
OTZJILS,O,O,O,X
OTZJISL,O,O,X,X
OTZJLIS,O,O,O,X
OTZJLSI,O,O,O,X
OTZJSIL,O,O,X,X
OTZJSLI,O,O,X,X
OTZSILJ,O,X,X,X
OTZSIJL,O,X,X,X
OTZSLIJ,O,X,X,X
OTZSLJI,O,X,X,X
OTZSJIL,O,X,X,X
OTZSJLI,O,X,X,X
OITLJSZ,X,O,X,O
OITLJZS,O,O,X,O
OITLSJZ,X,O,O,X
OITLSZJ,O,X,O,X
OITLZJS,O,O,O,X
OITLZSJ,O,X,O,X
OITJLSZ,X,O,X,O
OITJLZS,O,O,X,O
OITJSLZ,X,O,X,O
OITJSZL,X,O,X,O
OITJZLS,O,O,X,O
OITJZSL,O,O,X,O
OITSLJZ,X,O,X,X
OITSLZJ,O,X,X,X
OITSJLZ,X,O,X,X
OITSJZL,X,O,X,X
OITSZLJ,O,X,X,X
OITSZJL,O,X,X,X
OITZLJS,O,O,O,X
OITZLSJ,O,X,O,X
OITZJLS,O,O,O,X
OITZJSL,O,O,X,X
OITZSLJ,O,X,X,X
OITZSJL,O,X,X,X
OILTJSZ,X,O,X,O
OILTJZS,O,O,X,O
OILTSJZ,X,O,O,X
OILTSZJ,O,X,O,X
OILTZJS,O,O,O,X
OILTZSJ,O,X,O,X
OILJTSZ,X,O,X,O
OILJTZS,O,O,X,O
OILJSTZ,X,O,X,O
OILJSZT,X,O,X,O
OILJZTS,O,O,X,O
OILJZST,O,O,X,O
OILSTJZ,X,O,O,X
OILSTZJ,O,X,O,X
OILSJTZ,X,O,O,X
OILSJZT,X,O,O,X
OILSZTJ,O,X,O,X
OILSZJT,O,X,O,X
OILZTJS,O,O,O,X
OILZTSJ,O,X,O,X
OILZJTS,O,O,O,X
OILZJST,O,O,O,X
OILZSTJ,O,X,O,X
OILZSJT,O,X,O,X
OIJTLSZ,X,O,X,O
OIJTLZS,O,O,X,O
OIJTSLZ,X,O,X,O
OIJTSZL,X,O,X,O
OIJTZLS,O,O,X,O
OIJTZSL,O,O,X,O
OIJLTSZ,X,O,X,O
OIJLTZS,O,O,X,O
OIJLSTZ,X,O,X,O
OIJLSZT,X,O,X,O
OIJLZTS,O,O,X,O
OIJLZST,O,O,X,O
OIJSTLZ,X,O,X,O
OIJSTZL,X,O,X,O
OIJSLTZ,X,O,X,O
OIJSLZT,X,O,X,O
OIJSZTL,X,O,X,O
OIJSZLT,X,O,X,O
OIJZTLS,O,O,X,O
OIJZTSL,O,O,X,O
OIJZLTS,O,O,X,O
OIJZLST,O,O,X,O
OIJZSTL,O,O,X,O
OIJZSLT,O,O,X,O
OISTLJZ,X,O,X,X
OISTLZJ,O,X,X,X
OISTJLZ,X,O,X,X
OISTJZL,X,O,X,X
OISTZLJ,O,X,X,X
OISTZJL,O,X,X,X
OISLTJZ,X,O,X,X
OISLTZJ,O,X,X,X
OISLJTZ,X,O,X,X
OISLJZT,X,O,X,X
OISLZTJ,O,X,X,X
OISLZJT,O,X,X,X
OISJTLZ,X,O,X,X
OISJTZL,X,O,X,X
OISJLTZ,X,O,X,X
OISJLZT,X,O,X,X
OISJZTL,X,O,X,X
OISJZLT,X,O,X,X
OISZTLJ,O,X,X,X
OISZTJL,O,X,X,X
OISZLTJ,O,X,X,X
OISZLJT,O,X,X,X
OISZJTL,O,X,X,X
OISZJLT,O,X,X,X
OIZTLJS,O,O,O,X
OIZTLSJ,O,X,O,X
OIZTJLS,O,O,O,X
OIZTJSL,O,O,X,X
OIZTSLJ,O,X,X,X
OIZTSJL,O,X,X,X
OIZLTJS,O,O,O,X
OIZLTSJ,O,X,O,X
OIZLJTS,O,O,O,X
OIZLJST,O,O,O,X
OIZLSTJ,O,X,O,X
OIZLSJT,O,X,O,X
OIZJTLS,O,O,O,X
OIZJTSL,O,O,X,X
OIZJLTS,O,O,O,X
OIZJLST,O,O,O,X
OIZJSTL,O,O,X,X
OIZJSLT,O,O,X,X
OIZSTLJ,O,X,X,X
OIZSTJL,O,X,X,X
OIZSLTJ,O,X,X,X
OIZSLJT,O,X,X,X
OIZSJTL,O,X,X,X
OIZSJLT,O,X,X,X
OLTIJSZ,X,O,X,O
OLTIJZS,O,O,X,O
OLTISJZ,X,O,O,X
OLTISZJ,O,X,O,X
OLTIZJS,O,O,O,X
OLTIZSJ,O,X,O,X
OLTJISZ,X,O,X,O
OLTJIZS,O,O,X,O
OLTJSIZ,X,O,X,O
OLTJSZI,X,O,X,O
OLTJZIS,O,O,X,O
OLTJZSI,O,O,X,O
OLTSIJZ,X,O,O,X
OLTSIZJ,O,X,O,X
OLTSJIZ,X,O,O,X
OLTSJZI,X,O,O,X
OLTSZIJ,O,X,O,X
OLTSZJI,O,X,O,X
OLTZIJS,O,O,O,X
OLTZISJ,O,X,O,X
OLTZJIS,O,O,O,X
OLTZJSI,O,O,O,X
OLTZSIJ,O,X,O,X
OLTZSJI,O,X,O,X
OLITJSZ,X,O,X,O
OLITJZS,O,O,X,O
OLITSJZ,X,O,O,X
OLITSZJ,O,X,O,X
OLITZJS,O,O,O,X
OLITZSJ,O,X,O,X
OLIJTSZ,X,O,X,O
OLIJTZS,O,O,X,O
OLIJSTZ,X,O,X,O
OLIJSZT,X,O,X,O
OLIJZTS,O,O,X,O
OLIJZST,O,O,X,O
OLISTJZ,X,O,O,X
OLISTZJ,O,X,O,X
OLISJTZ,X,O,O,X
OLISJZT,X,O,O,X
OLISZTJ,O,X,O,X
OLISZJT,O,X,O,X
OLIZTJS,O,O,O,X
OLIZTSJ,O,X,O,X
OLIZJTS,O,O,O,X
OLIZJST,O,O,O,X
OLIZSTJ,O,X,O,X
OLIZSJT,O,X,O,X
OLJTISZ,X,O,X,O
OLJTIZS,O,O,X,O
OLJTSIZ,X,O,X,O
OLJTSZI,X,O,X,O
OLJTZIS,O,O,X,O
OLJTZSI,O,O,X,O
OLJITSZ,X,O,X,O
OLJITZS,O,O,X,O
OLJISTZ,X,O,X,O
OLJISZT,X,O,X,O
OLJIZTS,O,O,X,O
OLJIZST,O,O,X,O
OLJSTIZ,X,O,X,O
OLJSTZI,X,O,X,O
OLJSITZ,X,O,X,O
OLJSIZT,X,O,X,O
OLJSZTI,X,O,X,O
OLJSZIT,X,O,X,O
OLJZTIS,O,O,X,O
OLJZTSI,O,O,X,O
OLJZITS,O,O,X,O
OLJZIST,O,O,X,O
OLJZSTI,O,O,X,O
OLJZSIT,O,O,X,O
OLSTIJZ,X,O,O,X
OLSTIZJ,O,X,O,X
OLSTJIZ,X,O,O,X
OLSTJZI,X,O,O,X
OLSTZIJ,O,X,O,X
OLSTZJI,O,X,O,X
OLSITJZ,X,O,O,X
OLSITZJ,O,X,O,X
OLSIJTZ,X,O,O,X
OLSIJZT,X,O,O,X
OLSIZTJ,O,X,O,X
OLSIZJT,O,X,O,X
OLSJTIZ,X,O,O,X
OLSJTZI,X,O,O,X
OLSJITZ,X,O,O,X
OLSJIZT,X,O,O,X
OLSJZTI,X,O,O,X
OLSJZIT,X,O,O,X
OLSZTIJ,O,X,O,X
OLSZTJI,O,X,O,X
OLSZITJ,O,X,O,X
OLSZIJT,O,X,O,X
OLSZJTI,O,X,O,X
OLSZJIT,O,X,O,X
OLZTIJS,O,O,O,X
OLZTISJ,O,X,O,X
OLZTJIS,O,O,O,X
OLZTJSI,O,O,O,X
OLZTSIJ,O,X,O,X
OLZTSJI,O,X,O,X
OLZITJS,O,O,O,X
OLZITSJ,O,X,O,X
OLZIJTS,O,O,O,X
OLZIJST,O,O,O,X
OLZISTJ,O,X,O,X
OLZISJT,O,X,O,X
OLZJTIS,O,O,O,X
OLZJTSI,O,O,O,X
OLZJITS,O,O,O,X
OLZJIST,O,O,O,X
OLZJSTI,O,O,O,X
OLZJSIT,O,O,O,X
OLZSTIJ,O,X,O,X
OLZSTJI,O,X,O,X
OLZSITJ,O,X,O,X
OLZSIJT,O,X,O,X
OLZSJTI,O,X,O,X
OLZSJIT,O,X,O,X
OJTILSZ,X,O,X,O
OJTILZS,O,O,X,O
OJTISLZ,X,O,X,O
OJTISZL,X,O,X,O
OJTIZLS,O,O,X,O
OJTIZSL,O,O,X,O
OJTLISZ,X,O,X,O
OJTLIZS,O,O,X,O
OJTLSIZ,X,O,X,O
OJTLSZI,X,O,X,O
OJTLZIS,O,O,X,O
OJTLZSI,O,O,X,O
OJTSILZ,X,O,X,O
OJTSIZL,X,O,X,O
OJTSLIZ,X,O,X,O
OJTSLZI,X,O,X,O
OJTSZIL,X,O,X,O
OJTSZLI,X,O,X,O
OJTZILS,O,O,X,O
OJTZISL,O,O,X,O
OJTZLIS,O,O,X,O
OJTZLSI,O,O,X,O
OJTZSIL,O,O,X,O
OJTZSLI,O,O,X,O
OJITLSZ,X,O,X,O
OJITLZS,O,O,X,O
OJITSLZ,X,O,X,O
OJITSZL,X,O,X,O
OJITZLS,O,O,X,O
OJITZSL,O,O,X,O
OJILTSZ,X,O,X,O
OJILTZS,O,O,X,O
OJILSTZ,X,O,X,O
OJILSZT,X,O,X,O
OJILZTS,O,O,X,O
OJILZST,O,O,X,O
OJISTLZ,X,O,X,O
OJISTZL,X,O,X,O
OJISLTZ,X,O,X,O
OJISLZT,X,O,X,O
OJISZTL,X,O,X,O
OJISZLT,X,O,X,O
OJIZTLS,O,O,X,O
OJIZTSL,O,O,X,O
OJIZLTS,O,O,X,O
OJIZLST,O,O,X,O
OJIZSTL,O,O,X,O
OJIZSLT,O,O,X,O
OJLTISZ,X,O,X,O
OJLTIZS,O,O,X,O
OJLTSIZ,X,O,X,O
OJLTSZI,X,O,X,O
OJLTZIS,O,O,X,O
OJLTZSI,O,O,X,O
OJLITSZ,X,O,X,O
OJLITZS,O,O,X,O
OJLISTZ,X,O,X,O
OJLISZT,X,O,X,O
OJLIZTS,O,O,X,O
OJLIZST,O,O,X,O
OJLSTIZ,X,O,X,O
OJLSTZI,X,O,X,O
OJLSITZ,X,O,X,O
OJLSIZT,X,O,X,O
OJLSZTI,X,O,X,O
OJLSZIT,X,O,X,O
OJLZTIS,O,O,X,O
OJLZTSI,O,O,X,O
OJLZITS,O,O,X,O
OJLZIST,O,O,X,O
OJLZSTI,O,O,X,O
OJLZSIT,O,O,X,O
OJSTILZ,X,O,X,O
OJSTIZL,X,O,X,O
OJSTLIZ,X,O,X,O
OJSTLZI,X,O,X,O
OJSTZIL,X,O,X,O
OJSTZLI,X,O,X,O
OJSITLZ,X,O,X,O
OJSITZL,X,O,X,O
OJSILTZ,X,O,X,O
OJSILZT,X,O,X,O
OJSIZTL,X,O,X,O
OJSIZLT,X,O,X,O
OJSLTIZ,X,O,X,O
OJSLTZI,X,O,X,O
OJSLITZ,X,O,X,O
OJSLIZT,X,O,X,O
OJSLZTI,X,O,X,O
OJSLZIT,X,O,X,O
OJSZTIL,X,O,X,O
OJSZTLI,X,O,X,O
OJSZITL,X,O,X,O
OJSZILT,X,O,X,O
OJSZLTI,X,O,X,O
OJSZLIT,X,O,X,O
OJZTILS,O,O,X,O
OJZTISL,O,O,X,O
OJZTLIS,O,O,X,O
OJZTLSI,O,O,X,O
OJZTSIL,O,O,X,O
OJZTSLI,O,O,X,O
OJZITLS,O,O,X,O
OJZITSL,O,O,X,O
OJZILTS,O,O,X,O
OJZILST,O,O,X,O
OJZISTL,O,O,X,O
OJZISLT,O,O,X,O
OJZLTIS,O,O,X,O
OJZLTSI,O,O,X,O
OJZLITS,O,O,X,O
OJZLIST,O,O,X,O
OJZLSTI,O,O,X,O
OJZLSIT,O,O,X,O
OJZSTIL,O,O,X,O
OJZSTLI,O,O,X,O
OJZSITL,O,O,X,O
OJZSILT,O,O,X,O
OJZSLTI,O,O,X,O
OJZSLIT,O,O,X,O
OSTILJZ,X,O,X,X
OSTILZJ,O,X,X,X
OSTIJLZ,X,O,X,X
OSTIJZL,X,O,X,X
OSTIZLJ,O,X,X,X
OSTIZJL,O,X,X,X
OSTLIJZ,X,O,X,X
OSTLIZJ,O,X,X,X
OSTLJIZ,X,O,X,X
OSTLJZI,X,O,X,X
OSTLZIJ,O,X,X,X
OSTLZJI,O,X,X,X
OSTJILZ,X,O,X,X
OSTJIZL,X,O,X,X
OSTJLIZ,X,O,X,X
OSTJLZI,X,O,X,X
OSTJZIL,X,O,X,X
OSTJZLI,X,O,X,X
OSTZILJ,O,X,X,X
OSTZIJL,O,X,X,X
OSTZLIJ,O,X,X,X
OSTZLJI,O,X,X,X
OSTZJIL,O,X,X,X
OSTZJLI,O,X,X,X
OSITLJZ,X,O,X,X
OSITLZJ,O,X,X,X
OSITJLZ,X,O,X,X
OSITJZL,X,O,X,X
OSITZLJ,O,X,X,X
OSITZJL,O,X,X,X
OSILTJZ,X,O,X,X
OSILTZJ,O,X,X,X
OSILJTZ,X,O,X,X
OSILJZT,X,O,X,X
OSILZTJ,O,X,X,X
OSILZJT,O,X,X,X
OSIJTLZ,X,O,X,X
OSIJTZL,X,O,X,X
OSIJLTZ,X,O,X,X
OSIJLZT,X,O,X,X
OSIJZTL,X,O,X,X
OSIJZLT,X,O,X,X
OSIZTLJ,O,X,X,X
OSIZTJL,O,X,X,X
OSIZLTJ,O,X,X,X
OSIZLJT,O,X,X,X
OSIZJTL,O,X,X,X
OSIZJLT,O,X,X,X
OSLTIJZ,X,O,X,X
OSLTIZJ,O,X,X,X
OSLTJIZ,X,O,X,X
OSLTJZI,X,O,X,X
OSLTZIJ,O,X,X,X
OSLTZJI,O,X,X,X
OSLITJZ,X,O,X,X
OSLITZJ,O,X,X,X
OSLIJTZ,X,O,X,X
OSLIJZT,X,O,X,X
OSLIZTJ,O,X,X,X
OSLIZJT,O,X,X,X
OSLJTIZ,X,O,X,X
OSLJTZI,X,O,X,X
OSLJITZ,X,O,X,X
OSLJIZT,X,O,X,X
OSLJZTI,X,O,X,X
OSLJZIT,X,O,X,X
OSLZTIJ,O,X,X,X
OSLZTJI,O,X,X,X
OSLZITJ,O,X,X,X
OSLZIJT,O,X,X,X
OSLZJTI,O,X,X,X
OSLZJIT,O,X,X,X
OSJTILZ,X,O,X,X
OSJTIZL,X,O,X,X
OSJTLIZ,X,O,X,X
OSJTLZI,X,O,X,X
OSJTZIL,X,O,X,X
OSJTZLI,X,O,X,X
OSJITLZ,X,O,X,X
OSJITZL,X,O,X,X
OSJILTZ,X,O,X,X
OSJILZT,X,O,X,X
OSJIZTL,X,O,X,X
OSJIZLT,X,O,X,X
OSJLTIZ,X,O,X,X
OSJLTZI,X,O,X,X
OSJLITZ,X,O,X,X
OSJLIZT,X,O,X,X
OSJLZTI,X,O,X,X
OSJLZIT,X,O,X,X
OSJZTIL,X,O,X,X
OSJZTLI,X,O,X,X
OSJZITL,X,O,X,X
OSJZILT,X,O,X,X
OSJZLTI,X,O,X,X
OSJZLIT,X,O,X,X
OSZTILJ,O,X,X,X
OSZTIJL,O,X,X,X
OSZTLIJ,O,X,X,X
OSZTLJI,O,X,X,X
OSZTJIL,O,X,X,X
OSZTJLI,O,X,X,X
OSZITLJ,O,X,X,X
OSZITJL,O,X,X,X
OSZILTJ,O,X,X,X
OSZILJT,O,X,X,X
OSZIJTL,O,X,X,X
OSZIJLT,O,X,X,X
OSZLTIJ,O,X,X,X
OSZLTJI,O,X,X,X
OSZLITJ,O,X,X,X
OSZLIJT,O,X,X,X
OSZLJTI,O,X,X,X
OSZLJIT,O,X,X,X
OSZJTIL,O,X,X,X
OSZJTLI,O,X,X,X
OSZJITL,O,X,X,X
OSZJILT,O,X,X,X
OSZJLTI,O,X,X,X
OSZJLIT,O,X,X,X
OZTILJS,O,O,O,X
OZTILSJ,O,X,O,X
OZTIJLS,O,O,O,X
OZTIJSL,O,O,X,X
OZTISLJ,O,X,X,X
OZTISJL,O,X,X,X
OZTLIJS,O,O,O,X
OZTLISJ,O,X,O,X
OZTLJIS,O,O,O,X
OZTLJSI,O,O,O,X
OZTLSIJ,O,X,O,X
OZTLSJI,O,X,O,X
OZTJILS,O,O,O,X
OZTJISL,O,O,X,X
OZTJLIS,O,O,O,X
OZTJLSI,O,O,O,X
OZTJSIL,O,O,X,X
OZTJSLI,O,O,X,X
OZTSILJ,O,X,X,X
OZTSIJL,O,X,X,X
OZTSLIJ,O,X,X,X
OZTSLJI,O,X,X,X
OZTSJIL,O,X,X,X
OZTSJLI,O,X,X,X
OZITLJS,O,O,O,X
OZITLSJ,O,X,O,X
OZITJLS,O,O,O,X
OZITJSL,O,O,X,X
OZITSLJ,O,X,X,X
OZITSJL,O,X,X,X
OZILTJS,O,O,O,X
OZILTSJ,O,X,O,X
OZILJTS,O,O,O,X
OZILJST,O,O,O,X
OZILSTJ,O,X,O,X
OZILSJT,O,X,O,X
OZIJTLS,O,O,O,X
OZIJTSL,O,O,X,X
OZIJLTS,O,O,O,X
OZIJLST,O,O,O,X
OZIJSTL,O,O,X,X
OZIJSLT,O,O,X,X
OZISTLJ,O,X,X,X
OZISTJL,O,X,X,X
OZISLTJ,O,X,X,X
OZISLJT,O,X,X,X
OZISJTL,O,X,X,X
OZISJLT,O,X,X,X
OZLTIJS,O,O,O,X
OZLTISJ,O,X,O,X
OZLTJIS,O,O,O,X
OZLTJSI,O,O,O,X
OZLTSIJ,O,X,O,X
OZLTSJI,O,X,O,X
OZLITJS,O,O,O,X
OZLITSJ,O,X,O,X
OZLIJTS,O,O,O,X
OZLIJST,O,O,O,X
OZLISTJ,O,X,O,X
OZLISJT,O,X,O,X
OZLJTIS,O,O,O,X
OZLJTSI,O,O,O,X
OZLJITS,O,O,O,X
OZLJIST,O,O,O,X
OZLJSTI,O,O,O,X
OZLJSIT,O,O,O,X
OZLSTIJ,O,X,O,X
OZLSTJI,O,X,O,X
OZLSITJ,O,X,O,X
OZLSIJT,O,X,O,X
OZLSJTI,O,X,O,X
OZLSJIT,O,X,O,X
OZJTILS,O,O,O,X
OZJTISL,O,O,X,X
OZJTLIS,O,O,O,X
OZJTLSI,O,O,O,X
OZJTSIL,O,O,X,X
OZJTSLI,O,O,X,X
OZJITLS,O,O,O,X
OZJITSL,O,O,X,X
OZJILTS,O,O,O,X
OZJILST,O,O,O,X
OZJISTL,O,O,X,X
OZJISLT,O,O,X,X
OZJLTIS,O,O,O,X
OZJLTSI,O,O,O,X
OZJLITS,O,O,O,X
OZJLIST,O,O,O,X
OZJLSTI,O,O,O,X
OZJLSIT,O,O,O,X
OZJSTIL,O,O,X,X
OZJSTLI,O,O,X,X
OZJSITL,O,O,X,X
OZJSILT,O,O,X,X
OZJSLTI,O,O,X,X
OZJSLIT,O,O,X,X
OZSTILJ,O,X,X,X
OZSTIJL,O,X,X,X
OZSTLIJ,O,X,X,X
OZSTLJI,O,X,X,X
OZSTJIL,O,X,X,X
OZSTJLI,O,X,X,X
OZSITLJ,O,X,X,X
OZSITJL,O,X,X,X
OZSILTJ,O,X,X,X
OZSILJT,O,X,X,X
OZSIJTL,O,X,X,X
OZSIJLT,O,X,X,X
OZSLTIJ,O,X,X,X
OZSLTJI,O,X,X,X
OZSLITJ,O,X,X,X
OZSLIJT,O,X,X,X
OZSLJTI,O,X,X,X
OZSLJIT,O,X,X,X
OZSJTIL,O,X,X,X
OZSJTLI,O,X,X,X
OZSJITL,O,X,X,X
OZSJILT,O,X,X,X
OZSJLTI,O,X,X,X
OZSJLIT,O,X,X,X
