sequence,v115@vhGfDJ5jBcpBeqBzqBCsBVyB,v115@vhGZEJXiBzkBUmBSvBVxBGtB,v115@vhG0AJ5oB3mBznBipB1vB2xB,v115@vhGZEJukB/oBcrBTnBVvByxB,v115@vhGcEJaoB5oBTlB/rBWvB1xB,v115@vhG5DJ6mBcpBTnBXqB2wBVyB,v115@vhGZ/IOmBTlB/tB1uBSwB0sB
LZJSITO,O,O,O,O,O,O,O
LZJSIOT,O,O,O,O,O,O,O
LZJSOTI,O,O,O,O,O,O,O
LZJSOIT,O,O,O,O,O,O,O
LZJOTIS,O,O,O,O,O,O,O
LZJOTSI,O,O,O,O,O,O,O
LZJOITS,O,O,O,O,O,O,O
LZJOIST,O,O,O,O,O,O,O
LZJOSTI,O,O,O,O,O,O,O
LZJOSIT,O,O,O,O,O,O,O
LZSTIJO,O,O,O,O,X,X,O
LZSTIOJ,O,O,X,O,X,X,O
LZSTJIO,O,O,O,O,X,X,O
LZSTJOI,O,O,O,O,X,X,O
LZSTOIJ,O,O,X,O,X,X,O
LZSTOJI,O,O,X,O,X,X,O
LZSITJO,O,O,O,O,X,X,O
LZSITOJ,O,O,X,O,X,X,O
LZSIJTO,O,O,O,O,O,O,O
LZSIJOT,O,O,O,O,O,O,O
LZSIOTJ,O,O,X,O,X,X,O
LZSIOJT,O,O,O,O,X,O,O
LZSJTIO,O,O,O,O,O,O,O
LZSJTOI,O,O,O,O,O,O,O
LZSJITO,O,O,O,O,O,O,O
LZSJIOT,O,O,O,O,O,O,O
LZSJOTI,O,O,O,O,O,O,O
LZSJOIT,O,O,O,O,O,O,O
LZSOTIJ,O,O,X,O,X,X,O
LZSOTJI,O,O,X,O,X,X,O
LZSOITJ,O,O,X,O,X,X,O
LZSOIJT,O,O,O,O,X,O,O
LZSOJTI,O,O,O,O,X,O,O
LZSOJIT,O,O,O,O,X,O,O
LZOTIJS,O,O,X,O,X,X,O
LZOTISJ,O,O,X,O,X,X,O
LZOTJIS,O,O,X,O,X,X,O
LZOTJSI,O,O,X,O,X,X,O
LZOTSIJ,O,O,X,O,X,X,O
LZOTSJI,O,O,X,O,X,X,O
LZOITJS,O,O,X,O,X,X,O
LZOITSJ,O,O,X,O,X,X,O
LZOIJTS,O,O,O,O,X,O,O
LZOIJST,O,O,O,O,X,O,O
LZOISTJ,O,O,X,O,X,X,O
LZOISJT,O,O,O,O,X,O,O
LZOJTIS,O,O,O,O,X,O,O
LZOJTSI,O,O,O,O,X,O,O
LZOJITS,O,O,O,O,X,O,O
LZOJIST,O,O,O,O,X,O,O
LZOJSTI,O,O,O,O,X,O,O
LZOJSIT,O,O,O,O,X,O,O
LZOSTIJ,O,O,X,O,X,X,O
LZOSTJI,O,O,X,O,X,X,O
LZOSITJ,O,O,X,O,X,X,O
LZOSIJT,O,O,O,O,X,O,O
LZOSJTI,O,O,O,O,X,O,O
LZOSJIT,O,O,O,O,X,O,O
LOTIJSZ,O,O,X,O,X,X,O
LOTIJZS,O,O,X,O,X,X,O
LOTISJZ,O,O,X,O,X,X,O
LOTISZJ,O,O,X,O,X,X,O
LOTIZJS,O,O,X,O,X,X,O
LOTIZSJ,O,O,X,O,X,X,O
LOTJISZ,O,O,X,O,X,X,O
LOTJIZS,O,O,X,O,X,X,O
LOTJSIZ,O,O,X,O,X,X,O
LOTJSZI,O,O,X,O,X,X,O
LOTJZIS,O,O,X,O,X,X,O
LOTJZSI,O,O,X,O,X,X,O
LOTSIJZ,O,O,X,O,X,X,O
LOTSIZJ,O,O,X,O,X,X,O
LOTSJIZ,O,O,X,O,X,X,O
LOTSJZI,O,O,X,O,X,X,O
LOTSZIJ,O,O,X,O,X,X,O
LOTSZJI,O,O,X,O,X,X,O
LOTZIJS,O,O,X,O,X,X,O
LOTZISJ,O,O,X,O,X,X,O
LOTZJIS,O,O,X,O,X,X,O
LOTZJSI,O,O,X,O,X,X,O
LOTZSIJ,O,O,X,O,X,X,O
LOTZSJI,O,O,X,O,X,X,O
LOITJSZ,O,O,X,O,X,X,O
LOITJZS,O,O,X,O,X,X,O
LOITSJZ,O,O,X,O,X,X,O
LOITSZJ,O,O,X,O,X,X,O
LOITZJS,O,O,X,O,X,X,O
LOITZSJ,O,O,X,O,X,X,O
LOIJTSZ,O,O,O,O,O,O,O
LOIJTZS,O,O,O,O,O,O,O
LOIJSTZ,O,O,O,O,O,O,O
LOIJSZT,O,O,O,O,O,O,O
LOIJZTS,O,O,O,O,O,O,O
LOIJZST,O,O,O,O,O,O,O
LOISTJZ,O,O,X,O,X,X,O
LOISTZJ,O,O,X,O,X,X,O
LOISJTZ,O,O,O,O,O,O,O
LOISJZT,O,O,O,O,O,O,O
LOISZTJ,O,O,X,O,X,X,O
LOISZJT,O,O,O,O,X,O,O
LOIZTJS,O,O,X,O,X,X,O
LOIZTSJ,O,O,X,O,X,X,O
LOIZJTS,O,O,O,O,X,O,O
LOIZJST,O,O,O,O,X,O,O
LOIZSTJ,O,O,X,O,X,X,O
LOIZSJT,O,O,O,O,X,O,O
LOJTISZ,O,O,O,O,O,O,O
LOJTIZS,O,O,O,O,O,O,O
LOJTSIZ,O,O,O,O,O,O,O
LOJTSZI,O,O,O,O,O,O,O
LOJTZIS,O,O,O,O,O,O,O
LOJTZSI,O,O,O,O,O,O,O
LOJITSZ,O,O,O,O,O,O,O
LOJITZS,O,O,O,O,O,O,O
LOJISTZ,O,O,O,O,O,O,O
LOJISZT,O,O,O,O,O,O,O
LOJIZTS,O,O,O,O,O,O,O
LOJIZST,O,O,O,O,O,O,O
LOJSTIZ,O,O,O,O,O,O,O
LOJSTZI,O,O,O,O,O,O,O
LOJSITZ,O,O,O,O,O,O,O
LOJSIZT,O,O,O,O,O,O,O
LOJSZTI,O,O,O,O,O,O,O
LOJSZIT,O,O,O,O,O,O,O
LOJZTIS,O,O,O,O,O,O,O
LOJZTSI,O,O,O,O,O,O,O
LOJZITS,O,O,O,O,O,O,O
LOJZIST,O,O,O,O,O,O,O
LOJZSTI,O,O,O,O,O,O,O
LOJZSIT,O,O,O,O,O,O,O
LOSTIJZ,O,O,X,O,X,X,O
LOSTIZJ,O,O,X,O,X,X,O
LOSTJIZ,O,O,X,O,X,X,O
LOSTJZI,O,O,X,O,X,X,O
LOSTZIJ,O,O,X,O,X,X,O
LOSTZJI,O,O,X,O,X,X,O
LOSITJZ,O,O,X,O,X,X,O
LOSITZJ,O,O,X,O,X,X,O
LOSIJTZ,O,O,O,O,O,O,O
LOSIJZT,O,O,O,O,O,O,O
LOSIZTJ,O,O,X,O,X,X,O
LOSIZJT,O,O,O,O,X,O,O
LOSJTIZ,O,O,O,O,O,O,O
LOSJTZI,O,O,O,O,O,O,O
LOSJITZ,O,O,O,O,O,O,O
LOSJIZT,O,O,O,O,O,O,O
LOSJZTI,O,O,O,O,O,O,O
LOSJZIT,O,O,O,O,O,O,O
LOSZTIJ,O,O,X,O,X,X,O
LOSZTJI,O,O,X,O,X,X,O
LOSZITJ,O,O,X,O,X,X,O
LOSZIJT,O,O,O,O,X,O,O
LOSZJTI,O,O,O,O,X,O,O
LOSZJIT,O,O,O,O,X,O,O
LOZTIJS,O,O,X,O,X,X,O
LOZTISJ,O,O,X,O,X,X,O
LOZTJIS,O,O,X,O,X,X,O
LOZTJSI,O,O,X,O,X,X,O
LOZTSIJ,O,O,X,O,X,X,O
LOZTSJI,O,O,X,O,X,X,O
LOZITJS,O,O,X,O,X,X,O
LOZITSJ,O,O,X,O,X,X,O
LOZIJTS,O,O,O,O,X,O,O
LOZIJST,O,O,O,O,X,O,O
LOZISTJ,O,O,X,O,X,X,O
LOZISJT,O,O,O,O,X,O,O
LOZJTIS,O,O,O,O,X,O,O
LOZJTSI,O,O,O,O,X,O,O
LOZJITS,O,O,O,O,X,O,O
LOZJIST,O,O,O,O,X,O,O
LOZJSTI,O,O,O,O,X,O,O
LOZJSIT,O,O,O,O,X,O,O
LOZSTIJ,O,O,X,O,X,X,O
LOZSTJI,O,O,X,O,X,X,O
LOZSITJ,O,O,X,O,X,X,O
LOZSIJT,O,O,O,O,X,O,O
LOZSJTI,O,O,O,O,X,O,O
LOZSJIT,O,O,O,O,X,O,O
JTILSZO,O,O,O,O,O,O,X
JTILSOZ,O,O,O,O,O,O,X
JTILZSO,O,O,O,O,O,O,X
JTILZOS,O,O,O,O,O,O,X
JTILOSZ,O,O,O,O,O,O,X
JTILOZS,O,O,O,O,O,O,X
JTISLZO,O,O,O,X,O,O,X
JTISLOZ,O,O,O,X,O,O,X
JTISZLO,O,O,O,X,O,O,X
JTISZOL,O,X,O,X,O,O,X
JTISOLZ,O,X,O,X,O,O,X
JTISOZL,O,X,O,X,O,O,X
JTIZLSO,O,O,O,O,O,O,X
JTIZLOS,O,O,O,O,O,O,X
JTIZSLO,O,O,O,X,O,O,X
JTIZSOL,O,X,O,X,O,O,X
JTIZOLS,O,X,O,X,O,O,X
JTIZOSL,O,X,O,X,O,O,X
JTIOLSZ,O,X,O,X,O,O,X
JTIOLZS,O,X,O,X,O,O,X
JTIOSLZ,O,X,O,X,O,O,X
JTIOSZL,O,X,O,X,O,O,X
JTIOZLS,O,X,O,X,O,O,X
JTIOZSL,O,X,O,X,O,O,X
JTLISZO,O,O,O,O,O,O,X
JTLISOZ,O,O,O,O,O,O,X
JTLIZSO,O,O,O,O,O,O,X
JTLIZOS,O,O,O,O,O,O,X
JTLIOSZ,O,O,O,O,O,O,X
JTLIOZS,O,O,O,O,O,O,X
JTLSIZO,O,O,O,O,O,O,X
JTLSIOZ,O,O,O,O,O,O,X
JTLSZIO,O,O,O,O,O,O,X
JTLSZOI,O,O,O,O,O,O,X
JTLSOIZ,O,O,O,O,O,O,X
JTLSOZI,O,O,O,O,O,O,X
JTLZISO,O,O,O,O,O,O,X
JTLZIOS,O,O,O,O,O,O,X
JTLZSIO,O,O,O,O,O,O,X
JTLZSOI,O,O,O,O,O,O,X
JTLZOIS,O,O,O,O,O,O,X
JTLZOSI,O,O,O,O,O,O,X
JTLOISZ,O,O,O,O,O,O,X
JTLOIZS,O,O,O,O,O,O,X
JTLOSIZ,O,O,O,O,O,O,X
JTLOSZI,O,O,O,O,O,O,X
JTLOZIS,O,O,O,O,O,O,X
JTLOZSI,O,O,O,O,O,O,X
JTSILZO,O,O,O,X,O,O,X
JTSILOZ,O,O,O,X,O,O,X
JTSIZLO,O,O,O,X,O,O,X
JTSIZOL,O,X,O,X,O,O,X
JTSIOLZ,O,X,O,X,O,O,X
JTSIOZL,O,X,O,X,O,O,X
JTSLIZO,O,O,O,X,O,O,X
JTSLIOZ,O,O,O,X,O,O,X
JTSLZIO,O,O,O,X,O,O,X
JTSLZOI,O,O,O,X,O,O,X
JTSLOIZ,O,O,O,X,O,O,X
JTSLOZI,O,O,O,X,O,O,X
JTSZILO,O,O,O,X,O,O,X
JTSZIOL,O,X,O,X,O,O,X
JTSZLIO,O,O,O,X,O,O,X
JTSZLOI,O,O,O,X,O,O,X
JTSZOIL,O,X,O,X,O,O,X
JTSZOLI,O,X,O,X,O,O,X
JTSOILZ,O,X,O,X,O,O,X
JTSOIZL,O,X,O,X,O,O,X
JTSOLIZ,O,X,O,X,O,O,X
JTSOLZI,O,X,O,X,O,O,X
JTSOZIL,O,X,O,X,O,O,X
JTSOZLI,O,X,O,X,O,O,X
JTZILSO,O,O,O,O,O,O,X
JTZILOS,O,O,O,O,O,O,X
JTZISLO,O,O,O,X,O,O,X
JTZISOL,O,X,O,X,O,O,X
JTZIOLS,O,X,O,X,O,O,X
JTZIOSL,O,X,O,X,O,O,X
JTZLISO,O,O,O,O,O,O,X
JTZLIOS,O,O,O,O,O,O,X
JTZLSIO,O,O,O,O,O,O,X
JTZLSOI,O,O,O,O,O,O,X
JTZLOIS,O,O,O,O,O,O,X
JTZLOSI,O,O,O,O,O,O,X
JTZSILO,O,O,O,X,O,O,X
JTZSIOL,O,X,O,X,O,O,X
JTZSLIO,O,O,O,X,O,O,X
JTZSLOI,O,O,O,X,O,O,X
JTZSOIL,O,X,O,X,O,O,X
JTZSOLI,O,X,O,X,O,O,X
JTZOILS,O,X,O,X,O,O,X
JTZOISL,O,X,O,X,O,O,X
JTZOLIS,O,X,O,X,O,O,X
JTZOLSI,O,X,O,X,O,O,X
JTZOSIL,O,X,O,X,O,O,X
JTZOSLI,O,X,O,X,O,O,X
JTOILSZ,O,X,O,X,O,O,X
JTOILZS,O,X,O,X,O,O,X
JTOISLZ,O,X,O,X,O,O,X
JTOISZL,O,X,O,X,O,O,X
JTOIZLS,O,X,O,X,O,O,X
JTOIZSL,O,X,O,X,O,O,X
JTOLISZ,O,X,O,X,O,O,X
JTOLIZS,O,X,O,X,O,O,X
JTOLSIZ,O,X,O,X,O,O,X
JTOLSZI,O,X,O,X,O,O,X
JTOLZIS,O,X,O,X,O,O,X
JTOLZSI,O,X,O,X,O,O,X
JTOSILZ,O,X,O,X,O,O,X
JTOSIZL,O,X,O,X,O,O,X
JTOSLIZ,O,X,O,X,O,O,X
JTOSLZI,O,X,O,X,O,O,X
JTOSZIL,O,X,O,X,O,O,X
JTOSZLI,O,X,O,X,O,O,X
JTOZILS,O,X,O,X,O,O,X
JTOZISL,O,X,O,X,O,O,X
JTOZLIS,O,X,O,X,O,O,X
JTOZLSI,O,X,O,X,O,O,X
JTOZSIL,O,X,O,X,O,O,X
JTOZSLI,O,X,O,X,O,O,X
JITLSZO,O,O,O,O,O,O,X
JITLSOZ,O,O,O,O,O,O,X
JITLZSO,O,O,O,O,O,O,X
JITLZOS,O,O,O,O,O,O,X
JITLOSZ,O,O,O,O,O,O,X
JITLOZS,O,O,O,O,O,O,X
JITSLZO,O,O,O,X,O,O,X
JITSLOZ,O,O,O,X,O,O,X
JITSZLO,O,O,O,X,O,O,X
JITSZOL,O,X,O,X,O,O,X
JITSOLZ,O,X,O,X,O,O,X
JITSOZL,O,X,O,X,O,O,X
JITZLSO,O,O,O,O,O,O,X
JITZLOS,O,O,O,O,O,O,X
JITZSLO,O,O,O,X,O,O,X
JITZSOL,O,X,O,X,O,O,X
JITZOLS,O,X,O,X,O,O,X
JITZOSL,O,X,O,X,O,O,X
JITOLSZ,O,X,O,X,O,O,X
JITOLZS,O,X,O,X,O,O,X
JITOSLZ,O,X,O,X,O,O,X
JITOSZL,O,X,O,X,O,O,X
JITOZLS,O,X,O,X,O,O,X
JITOZSL,O,X,O,X,O,O,X
JILTSZO,O,O,O,O,O,O,O
JILTSOZ,O,O,O,O,O,O,O
JILTZSO,O,O,O,O,O,O,O
JILTZOS,O,O,O,O,O,O,O
JILTOSZ,O,O,O,O,O,O,O
JILTOZS,O,O,O,O,O,O,O
JILSTZO,O,O,O,O,O,O,O
JILSTOZ,O,O,O,O,O,O,O
JILSZTO,O,O,O,O,O,O,O
JILSZOT,O,O,O,O,O,O,O
JILSOTZ,O,O,O,O,O,O,O
JILSOZT,O,O,O,O,O,O,O
JILZTSO,O,O,O,O,O,O,O
JILZTOS,O,O,O,O,O,O,O
JILZSTO,O,O,O,O,O,O,O
JILZSOT,O,O,O,O,O,O,O
JILZOTS,O,O,O,O,O,O,O
JILZOST,O,O,O,O,O,O,O
JILOTSZ,O,O,O,O,O,O,O
JILOTZS,O,O,O,O,O,O,O
JILOSTZ,O,O,O,O,O,O,O
JILOSZT,O,O,O,O,O,O,O
JILOZTS,O,O,O,O,O,O,O
JILOZST,O,O,O,O,O,O,O
JISTLZO,O,O,O,X,O,O,X
JISTLOZ,O,O,O,X,O,O,X
JISTZLO,O,O,O,X,O,O,X
JISTZOL,O,X,O,X,O,O,X
JISTOLZ,O,X,O,X,O,O,X
JISTOZL,O,X,O,X,O,O,X
JISLTZO,O,O,O,O,O,O,O
JISLTOZ,O,O,O,O,O,O,O
JISLZTO,O,O,O,O,O,O,O
JISLZOT,O,O,O,O,O,O,O
JISLOTZ,O,O,O,O,O,O,O
JISLOZT,O,O,O,O,O,O,O
JISZTLO,O,O,O,X,O,O,X
JISZTOL,O,X,O,X,O,O,X
JISZLTO,O,O,O,O,O,O,O
JISZLOT,O,O,O,O,O,O,O
JISZOTL,O,X,O,X,O,O,X
JISZOLT,O,O,O,X,O,O,O
JISOTLZ,O,X,O,X,O,O,X
JISOTZL,O,X,O,X,O,O,X
JISOLTZ,O,O,O,X,O,O,O
JISOLZT,O,O,O,X,O,O,O
JISOZTL,O,X,O,X,O,O,X
JISOZLT,O,O,O,X,O,O,O
JIZTLSO,O,O,O,O,O,O,X
JIZTLOS,O,O,O,O,O,O,X
JIZTSLO,O,O,O,X,O,O,X
JIZTSOL,O,X,O,X,O,O,X
JIZTOLS,O,X,O,X,O,O,X
JIZTOSL,O,X,O,X,O,O,X
JIZLTSO,O,O,O,O,O,O,O
JIZLTOS,O,O,O,O,O,O,O
JIZLSTO,O,O,O,O,O,O,O
JIZLSOT,O,O,O,O,O,O,O
JIZLOTS,O,O,O,O,O,O,O
JIZLOST,O,O,O,O,O,O,O
JIZSTLO,O,O,O,X,O,O,X
JIZSTOL,O,X,O,X,O,O,X
JIZSLTO,O,O,O,O,O,O,O
JIZSLOT,O,O,O,O,O,O,O
JIZSOTL,O,X,O,X,O,O,X
JIZSOLT,O,O,O,X,O,O,O
JIZOTLS,O,X,O,X,O,O,X
JIZOTSL,O,X,O,X,O,O,X
JIZOLTS,O,O,O,O,O,O,O
JIZOLST,O,O,O,O,O,O,O
JIZOSTL,O,X,O,X,O,O,X
JIZOSLT,O,O,O,X,O,O,O
JIOTLSZ,O,X,O,X,O,O,X
JIOTLZS,O,X,O,X,O,O,X
JIOTSLZ,O,X,O,X,O,O,X
JIOTSZL,O,X,O,X,O,O,X
JIOTZLS,O,X,O,X,O,O,X
JIOTZSL,O,X,O,X,O,O,X
JIOLTSZ,O,O,O,O,O,O,O
JIOLTZS,O,O,O,O,O,O,O
JIOLSTZ,O,O,O,O,O,O,O
JIOLSZT,O,O,O,O,O,O,O
JIOLZTS,O,O,O,O,O,O,O
JIOLZST,O,O,O,O,O,O,O
JIOSTLZ,O,X,O,X,O,O,X
JIOSTZL,O,X,O,X,O,O,X
JIOSLTZ,O,O,O,X,O,O,O
JIOSLZT,O,O,O,X,O,O,O
JIOSZTL,O,X,O,X,O,O,X
JIOSZLT,O,O,O,X,O,O,O
JIOZTLS,O,X,O,X,O,O,X
JIOZTSL,O,X,O,X,O,O,X
JIOZLTS,O,O,O,O,O,O,O
JIOZLST,O,O,O,O,O,O,O
JIOZSTL,O,X,O,X,O,O,X
JIOZSLT,O,O,O,X,O,O,O
JLTISZO,O,O,O,O,O,O,O
JLTISOZ,O,O,O,O,O,O,O
JLTIZSO,O,O,O,O,O,O,O
JLTIZOS,O,O,O,O,O,O,O
JLTIOSZ,O,O,O,O,O,O,O
JLTIOZS,O,O,O,O,O,O,O
JLTSIZO,O,O,O,O,O,O,O
JLTSIOZ,O,O,O,O,O,O,O
JLTSZIO,O,O,O,O,O,O,O
JLTSZOI,O,O,O,O,O,O,O
JLTSOIZ,O,O,O,O,O,O,O
JLTSOZI,O,O,O,O,O,O,O
JLTZISO,O,O,O,O,O,O,O
JLTZIOS,O,O,O,O,O,O,O
JLTZSIO,O,O,O,O,O,O,O
JLTZSOI,O,O,O,O,O,O,O
JLTZOIS,O,O,O,O,O,O,O
JLTZOSI,O,O,O,O,O,O,O
JLTOISZ,O,O,O,O,O,O,O
JLTOIZS,O,O,O,O,O,O,O
JLTOSIZ,O,O,O,O,O,O,O
JLTOSZI,O,O,O,O,O,O,O
JLTOZIS,O,O,O,O,O,O,O
JLTOZSI,O,O,O,O,O,O,O
JLITSZO,O,O,O,O,O,O,O
JLITSOZ,O,O,O,O,O,O,O
JLITZSO,O,O,O,O,O,O,O
JLITZOS,O,O,O,O,O,O,O
JLITOSZ,O,O,O,O,O,O,O
JLITOZS,O,O,O,O,O,O,O
JLISTZO,O,O,O,O,O,O,O
JLISTOZ,O,O,O,O,O,O,O
JLISZTO,O,O,O,O,O,O,O
JLISZOT,O,O,O,O,O,O,O
JLISOTZ,O,O,O,O,O,O,O
JLISOZT,O,O,O,O,O,O,O
JLIZTSO,O,O,O,O,O,O,O
JLIZTOS,O,O,O,O,O,O,O
JLIZSTO,O,O,O,O,O,O,O
JLIZSOT,O,O,O,O,O,O,O
JLIZOTS,O,O,O,O,O,O,O
JLIZOST,O,O,O,O,O,O,O
JLIOTSZ,O,O,O,O,O,O,O
JLIOTZS,O,O,O,O,O,O,O
JLIOSTZ,O,O,O,O,O,O,O
JLIOSZT,O,O,O,O,O,O,O
JLIOZTS,O,O,O,O,O,O,O
JLIOZST,O,O,O,O,O,O,O
JLSTIZO,O,O,O,O,O,O,O
JLSTIOZ,O,O,O,O,O,O,O
JLSTZIO,O,O,O,O,O,O,O
JLSTZOI,O,O,O,O,O,O,O
JLSTOIZ,O,O,O,O,O,O,O
JLSTOZI,O,O,O,O,O,O,O
JLSITZO,O,O,O,O,O,O,O
JLSITOZ,O,O,O,O,O,O,O
JLSIZTO,O,O,O,O,O,O,O
JLSIZOT,O,O,O,O,O,O,O
JLSIOTZ,O,O,O,O,O,O,O
JLSIOZT,O,O,O,O,O,O,O
JLSZTIO,O,O,O,O,O,O,O
JLSZTOI,O,O,O,O,O,O,O
JLSZITO,O,O,O,O,O,O,O
JLSZIOT,O,O,O,O,O,O,O
JLSZOTI,O,O,O,O,O,O,O
JLSZOIT,O,O,O,O,O,O,O
JLSOTIZ,O,O,O,O,O,O,O
JLSOTZI,O,O,O,O,O,O,O
JLSOITZ,O,O,O,O,O,O,O
JLSOIZT,O,O,O,O,O,O,O
JLSOZTI,O,O,O,O,O,O,O
JLSOZIT,O,O,O,O,O,O,O
JLZTISO,O,O,O,O,O,O,O
JLZTIOS,O,O,O,O,O,O,O
JLZTSIO,O,O,O,O,O,O,O
JLZTSOI,O,O,O,O,O,O,O
JLZTOIS,O,O,O,O,O,O,O
JLZTOSI,O,O,O,O,O,O,O
JLZITSO,O,O,O,O,O,O,O
JLZITOS,O,O,O,O,O,O,O
JLZISTO,O,O,O,O,O,O,O
JLZISOT,O,O,O,O,O,O,O
JLZIOTS,O,O,O,O,O,O,O
JLZIOST,O,O,O,O,O,O,O
JLZSTIO,O,O,O,O,O,O,O
JLZSTOI,O,O,O,O,O,O,O
JLZSITO,O,O,O,O,O,O,O
JLZSIOT,O,O,O,O,O,O,O
JLZSOTI,O,O,O,O,O,O,O
JLZSOIT,O,O,O,O,O,O,O
JLZOTIS,O,O,O,O,O,O,O
JLZOTSI,O,O,O,O,O,O,O
JLZOITS,O,O,O,O,O,O,O
JLZOIST,O,O,O,O,O,O,O
JLZOSTI,O,O,O,O,O,O,O
JLZOSIT,O,O,O,O,O,O,O
JLOTISZ,O,O,O,O,O,O,O
JLOTIZS,O,O,O,O,O,O,O
JLOTSIZ,O,O,O,O,O,O,O
JLOTSZI,O,O,O,O,O,O,O
JLOTZIS,O,O,O,O,O,O,O
JLOTZSI,O,O,O,O,O,O,O
JLOITSZ,O,O,O,O,O,O,O
JLOITZS,O,O,O,O,O,O,O
JLOISTZ,O,O,O,O,O,O,O
JLOISZT,O,O,O,O,O,O,O
JLOIZTS,O,O,O,O,O,O,O
JLOIZST,O,O,O,O,O,O,O
JLOSTIZ,O,O,O,O,O,O,O
JLOSTZI,O,O,O,O,O,O,O
JLOSITZ,O,O,O,O,O,O,O
JLOSIZT,O,O,O,O,O,O,O
JLOSZTI,O,O,O,O,O,O,O
JLOSZIT,O,O,O,O,O,O,O
JLOZTIS,O,O,O,O,O,O,O
JLOZTSI,O,O,O,O,O,O,O
JLOZITS,O,O,O,O,O,O,O
JLOZIST,O,O,O,O,O,O,O
JLOZSTI,O,O,O,O,O,O,O
JLOZSIT,O,O,O,O,O,O,O
JSTILZO,O,O,O,X,O,O,X
JSTILOZ,O,O,O,X,O,O,X
JSTIZLO,O,O,O,X,O,O,X
JSTIZOL,O,X,O,X,O,O,X
JSTIOLZ,O,X,O,X,O,O,X
JSTIOZL,O,X,O,X,O,O,X
JSTLIZO,O,O,O,X,O,O,X
JSTLIOZ,O,O,O,X,O,O,X
JSTLZIO,O,O,O,X,O,O,X
JSTLZOI,O,O,O,X,O,O,X
JSTLOIZ,O,O,O,X,O,O,X
JSTLOZI,O,O,O,X,O,O,X
JSTZILO,O,O,O,X,O,O,X
JSTZIOL,O,X,O,X,O,O,X
JSTZLIO,O,O,O,X,O,O,X
JSTZLOI,O,O,O,X,O,O,X
JSTZOIL,O,X,O,X,O,O,X
JSTZOLI,O,X,O,X,O,O,X
JSTOILZ,O,X,O,X,O,O,X
JSTOIZL,O,X,O,X,O,O,X
JSTOLIZ,O,X,O,X,O,O,X
JSTOLZI,O,X,O,X,O,O,X
JSTOZIL,O,X,O,X,O,O,X
JSTOZLI,O,X,O,X,O,O,X
JSITLZO,O,O,O,X,O,O,X
JSITLOZ,O,O,O,X,O,O,X
JSITZLO,O,O,O,X,O,O,X
JSITZOL,O,X,O,X,O,O,X
JSITOLZ,O,X,O,X,O,O,X
JSITOZL,O,X,O,X,O,O,X
JSILTZO,O,O,O,O,O,O,O
JSILTOZ,O,O,O,O,O,O,O
JSILZTO,O,O,O,O,O,O,O
JSILZOT,O,O,O,O,O,O,O
JSILOTZ,O,O,O,O,O,O,O
JSILOZT,O,O,O,O,O,O,O
JSIZTLO,O,O,O,X,O,O,X
JSIZTOL,O,X,O,X,O,O,X
JSIZLTO,O,O,O,O,O,O,O
JSIZLOT,O,O,O,O,O,O,O
JSIZOTL,O,X,O,X,O,O,X
JSIZOLT,O,O,O,X,O,O,O
JSIOTLZ,O,X,O,X,O,O,X
JSIOTZL,O,X,O,X,O,O,X
JSIOLTZ,O,O,O,X,O,O,O
JSIOLZT,O,O,O,X,O,O,O
JSIOZTL,O,X,O,X,O,O,X
JSIOZLT,O,O,O,X,O,O,O
JSLTIZO,O,O,O,O,O,O,O
JSLTIOZ,O,O,O,O,O,O,O
JSLTZIO,O,O,O,O,O,O,O
JSLTZOI,O,O,O,O,O,O,O
JSLTOIZ,O,O,O,O,O,O,O
JSLTOZI,O,O,O,O,O,O,O
JSLITZO,O,O,O,O,O,O,O
JSLITOZ,O,O,O,O,O,O,O
JSLIZTO,O,O,O,O,O,O,O
JSLIZOT,O,O,O,O,O,O,O
JSLIOTZ,O,O,O,O,O,O,O
JSLIOZT,O,O,O,O,O,O,O
JSLZTIO,O,O,O,O,O,O,O
JSLZTOI,O,O,O,O,O,O,O
JSLZITO,O,O,O,O,O,O,O
JSLZIOT,O,O,O,O,O,O,O
JSLZOTI,O,O,O,O,O,O,O
JSLZOIT,O,O,O,O,O,O,O
JSLOTIZ,O,O,O,O,O,O,O
JSLOTZI,O,O,O,O,O,O,O
JSLOITZ,O,O,O,O,O,O,O
JSLOIZT,O,O,O,O,O,O,O
JSLOZTI,O,O,O,O,O,O,O
JSLOZIT,O,O,O,O,O,O,O
JSZTILO,O,O,O,X,O,O,X
JSZTIOL,O,X,O,X,O,O,X
JSZTLIO,O,O,O,X,O,O,X
JSZTLOI,O,O,O,X,O,O,X
JSZTOIL,O,X,O,X,O,O,X
JSZTOLI,O,X,O,X,O,O,X
JSZITLO,O,O,O,X,O,O,X
JSZITOL,O,X,O,X,O,O,X
JSZILTO,O,O,O,O,O,O,O
JSZILOT,O,O,O,O,O,O,O
JSZIOTL,O,X,O,X,O,O,X
JSZIOLT,O,O,O,X,O,O,O
JSZLTIO,O,O,O,O,O,O,O
JSZLTOI,O,O,O,O,O,O,O
JSZLITO,O,O,O,O,O,O,O
JSZLIOT,O,O,O,O,O,O,O
JSZLOTI,O,O,O,O,O,O,O
JSZLOIT,O,O,O,O,O,O,O
JSZOTIL,O,X,O,X,O,O,X
JSZOTLI,O,X,O,X,O,O,X
JSZOITL,O,X,O,X,O,O,X
