sequence,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFufBcgBzcBC?eBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBzcBuiBc?jBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8Jex6IvhFCdBTeBOkBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFWgBCdBTeB0?iBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBWiBTeBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeT7IvhFCdB0fBxiBO?kBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JecAJvhFWiBxdBTfBX?jBikBFqB
SIJLZTO,O,O,O,X,X,X,O
SIJLZOT,O,O,O,O,O,X,X
SIJLOTZ,O,X,O,X,O,X,X
SIJLOZT,O,O,O,X,O,X,X
SIJZTLO,O,O,O,X,X,X,O
SIJZTOL,O,O,O,X,X,X,O
SIJZLTO,O,O,O,X,X,X,O
SIJZLOT,O,O,O,O,O,X,X
SIJZOTL,O,O,O,X,X,X,O
SIJZOLT,O,O,O,O,O,X,X
SIJOTLZ,O,X,O,X,O,X,O
SIJOTZL,O,X,X,X,O,X,O
SIJOLTZ,O,X,O,X,O,X,X
SIJOLZT,O,O,O,X,O,X,X
SIJOZTL,O,O,O,X,X,X,O
SIJOZLT,O,O,O,X,O,X,X
SIZTLJO,O,O,X,O,X,X,O
SIZTLOJ,O,O,O,O,X,X,O
SIZTJLO,O,O,X,O,X,X,O
SIZTJOL,O,O,X,O,X,X,O
SIZTOLJ,O,O,O,O,X,X,O
SIZTOJL,O,O,X,O,X,X,O
SIZLTJO,O,O,X,O,X,X,O
SIZLTOJ,O,O,O,O,X,X,O
SIZLJTO,O,O,O,X,X,X,O
SIZLJOT,O,O,O,O,O,X,X
SIZLOTJ,O,O,O,O,X,X,X
SIZLOJT,O,O,O,O,O,X,X
SIZJTLO,O,O,O,X,X,X,O
SIZJTOL,O,O,O,X,X,X,O
SIZJLTO,O,O,O,X,X,X,O
SIZJLOT,O,O,O,O,O,X,X
SIZJOTL,O,O,O,X,X,X,O
SIZJOLT,O,O,O,O,O,X,X
SIZOTLJ,O,O,O,O,X,X,O
SIZOTJL,O,O,X,O,X,X,O
SIZOLTJ,O,O,O,O,X,X,X
SIZOLJT,O,O,O,O,O,X,X
SIZOJTL,O,O,O,X,X,X,O
SIZOJLT,O,O,O,O,O,X,X
SIOTLJZ,O,O,O,X,O,X,O
SIOTLZJ,O,O,O,X,O,O,O
SIOTJLZ,O,O,X,X,O,X,O
SIOTJZL,O,O,X,X,O,X,O
SIOTZLJ,O,O,X,X,O,O,O
SIOTZJL,O,O,X,X,O,X,O
SIOLTJZ,O,X,O,X,O,X,X
SIOLTZJ,O,O,O,X,X,O,X
SIOLJTZ,O,X,O,X,O,X,X
SIOLJZT,O,O,O,X,O,X,X
SIOLZTJ,O,O,O,X,X,X,X
SIOLZJT,O,O,O,X,O,X,X
SIOJTLZ,O,X,O,X,O,X,O
SIOJTZL,O,X,X,X,O,X,O
SIOJLTZ,O,X,O,X,O,X,X
SIOJLZT,O,O,O,X,O,X,X
SIOJZTL,O,O,X,X,X,X,O
SIOJZLT,O,O,O,X,O,X,X
SIOZTLJ,O,O,O,X,X,X,O
SIOZTJL,O,O,X,X,X,X,O
SIOZLTJ,O,O,O,X,X,X,X
SIOZLJT,O,O,O,X,O,X,X
SIOZJTL,O,O,X,X,X,X,O
SIOZJLT,O,O,O,X,O,X,X
SLTIJZO,O,X,O,O,X,X,O
SLTIJOZ,O,X,O,X,O,X,O
SLTIZJO,O,O,O,O,X,X,O
SLTIZOJ,O,O,O,O,X,O,O
SLTIOJZ,O,X,O,X,O,X,O
SLTIOZJ,O,O,O,X,X,O,O
SLTJIZO,O,X,O,O,X,X,O
SLTJIOZ,O,X,O,X,O,X,O
SLTJZIO,O,X,O,O,X,X,O
SLTJZOI,O,X,O,O,X,X,O
SLTJOIZ,O,X,O,X,O,X,O
SLTJOZI,O,X,O,X,X,X,O
SLTZIJO,O,O,O,O,X,X,O
SLTZIOJ,O,O,O,O,X,O,O
SLTZJIO,O,O,O,O,X,X,O
SLTZJOI,O,O,O,O,X,X,O
SLTZOIJ,O,O,O,O,X,O,O
SLTZOJI,O,O,O,O,X,X,O
SLTOIJZ,O,X,O,X,O,X,O
SLTOIZJ,O,O,O,X,X,O,O
SLTOJIZ,O,X,O,X,O,X,O
SLTOJZI,O,X,O,X,X,X,O
SLTOZIJ,O,O,O,X,X,O,O
SLTOZJI,O,O,O,X,X,X,O
SLITJZO,O,X,X,O,X,X,O
SLITJOZ,O,X,X,X,O,X,O
SLITZJO,O,O,X,O,X,X,O
SLITZOJ,O,O,O,O,X,O,O
SLITOJZ,O,X,O,X,O,X,O
SLITOZJ,O,O,O,X,X,O,O
SLIJTZO,O,X,O,X,X,X,O
SLIJTOZ,O,X,O,X,O,X,O
SLIJZTO,O,O,O,X,X,X,O
SLIJZOT,O,O,O,O,O,X,X
SLIJOTZ,O,X,O,X,O,X,X
SLIJOZT,O,O,O,X,O,X,X
SLIZTJO,O,O,X,O,X,X,O
SLIZTOJ,O,O,O,O,X,X,O
SLIZJTO,O,O,O,X,X,X,O
SLIZJOT,O,O,O,O,O,X,X
SLIZOTJ,O,O,O,O,X,X,X
SLIZOJT,O,O,O,O,O,X,X
SLIOTJZ,O,X,O,X,O,X,X
SLIOTZJ,O,O,O,X,X,O,X
SLIOJTZ,O,X,O,X,O,X,X
SLIOJZT,O,O,O,X,O,X,X
SLIOZTJ,O,O,O,X,X,X,X
SLIOZJT,O,O,O,X,O,X,X
SLJTIZO,O,X,O,X,X,X,O
SLJTIOZ,O,X,O,X,O,X,O
SLJTZIO,O,X,O,X,X,X,O
SLJTZOI,O,X,O,X,X,X,O
SLJTOIZ,O,X,O,X,O,X,O
SLJTOZI,O,X,X,X,X,X,O
SLJITZO,O,X,O,X,X,X,O
SLJITOZ,O,X,O,X,O,X,O
SLJIZTO,O,O,O,X,X,X,O
SLJIZOT,O,O,O,O,O,X,X
SLJIOTZ,O,X,O,X,O,X,X
SLJIOZT,O,O,O,X,O,X,X
SLJZTIO,O,O,O,X,X,X,O
SLJZTOI,O,O,O,X,X,X,O
SLJZITO,O,O,O,X,X,X,O
SLJZIOT,O,O,O,O,O,X,X
SLJZOTI,O,O,O,X,X,X,X
SLJZOIT,O,O,O,O,O,X,X
SLJOTIZ,O,X,O,X,O,X,X
SLJOTZI,O,X,X,X,X,X,X
SLJOITZ,O,X,O,X,O,X,X
SLJOIZT,O,O,O,X,O,X,X
SLJOZTI,O,O,O,X,X,X,X
SLJOZIT,O,O,O,X,O,X,X
SLZTIJO,O,O,O,O,X,X,O
SLZTIOJ,O,O,O,O,X,X,O
SLZTJIO,O,O,O,O,X,X,O
SLZTJOI,O,O,O,O,X,X,O
SLZTOIJ,O,O,O,O,X,X,O
SLZTOJI,O,O,O,O,X,X,O
SLZITJO,O,O,X,O,X,X,O
SLZITOJ,O,O,O,O,X,X,O
SLZIJTO,O,O,O,X,X,X,O
SLZIJOT,O,O,O,O,O,X,X
SLZIOTJ,O,O,O,O,X,X,X
SLZIOJT,O,O,O,O,O,X,X
SLZJTIO,O,O,O,X,X,X,O
SLZJTOI,O,O,O,X,X,X,O
SLZJITO,O,O,O,X,X,X,O
SLZJIOT,O,O,O,O,O,X,X
SLZJOTI,O,O,O,X,X,X,X
SLZJOIT,O,O,O,O,O,X,X
SLZOTIJ,O,O,O,O,X,X,X
SLZOTJI,O,O,O,O,X,X,X
SLZOITJ,O,O,O,O,X,X,X
SLZOIJT,O,O,O,O,O,X,X
SLZOJTI,O,O,O,X,X,X,X
SLZOJIT,O,O,O,O,O,X,X
SLOTIJZ,O,X,O,X,O,X,X
SLOTIZJ,O,O,O,X,X,O,X
SLOTJIZ,O,X,O,X,O,X,X
SLOTJZI,O,X,O,X,X,X,X
SLOTZIJ,O,O,O,X,X,O,X
SLOTZJI,O,O,O,X,X,X,X
SLOITJZ,O,X,O,X,O,X,X
SLOITZJ,O,O,O,X,X,O,X
SLOIJTZ,O,X,O,X,O,X,X
SLOIJZT,O,O,O,X,O,X,X
SLOIZTJ,O,O,O,X,X,X,X
SLOIZJT,O,O,O,X,O,X,X
SLOJTIZ,O,X,O,X,O,X,X
SLOJTZI,O,X,X,X,X,X,X
SLOJITZ,O,X,O,X,O,X,X
SLOJIZT,O,O,O,X,O,X,X
SLOJZTI,O,O,O,X,X,X,X
SLOJZIT,O,O,O,X,O,X,X
SLOZTIJ,O,O,O,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X
SLOZITJ,O,O,O,X,X,X,X
SLOZIJT,O,O,O,X,O,X,X
SLOZJTI,O,O,O,X,X,X,X
SLOZJIT,O,O,O,X,O,X,X
SJTILZO,O,X,O,X,O,X,O
SJTILOZ,O,X,O,X,O,X,O
SJTIZLO,O,X,O,X,O,X,O
SJTIZOL,O,X,O,X,O,X,O
SJTIOLZ,O,X,O,X,O,X,O
SJTIOZL,O,X,X,X,O,X,O
SJTLIZO,O,X,O,X,O,X,O
SJTLIOZ,O,X,O,X,O,X,O
SJTLZIO,O,X,O,X,O,X,O
SJTLZOI,O,X,O,X,O,X,O
SJTLOIZ,O,X,O,X,O,X,O
SJTLOZI,O,X,X,X,O,X,O
SJTZILO,O,X,O,X,O,X,O
SJTZIOL,O,X,O,X,O,X,O
SJTZLIO,O,X,O,X,O,X,O
SJTZLOI,O,X,O,X,O,X,O
SJTZOIL,O,X,O,X,O,X,O
SJTZOLI,O,X,O,X,O,X,O
SJTOILZ,O,X,O,X,O,X,O
SJTOIZL,O,X,X,X,O,X,O
SJTOLIZ,O,X,O,X,O,X,O
SJTOLZI,O,X,X,X,O,X,O
SJTOZIL,O,X,X,X,O,X,O
SJTOZLI,O,X,X,X,O,X,O
SJITLZO,O,X,O,X,O,X,O
SJITLOZ,O,X,O,X,O,X,O
SJITZLO,O,X,O,X,O,X,O
SJITZOL,O,X,O,X,O,X,O
SJITOLZ,O,X,O,X,O,X,O
SJITOZL,O,X,X,X,O,X,O
SJILTZO,O,X,O,X,X,X,O
SJILTOZ,O,X,O,X,O,X,O
SJILZTO,O,O,O,X,X,X,O
SJILZOT,O,O,O,O,O,X,X
SJILOTZ,O,X,O,X,O,X,X
SJILOZT,O,O,O,X,O,X,X
SJIZTLO,O,O,O,X,X,X,O
SJIZTOL,O,O,O,X,X,X,O
SJIZLTO,O,O,O,X,X,X,O
SJIZLOT,O,O,O,O,O,X,X
SJIZOTL,O,O,O,X,X,X,O
SJIZOLT,O,O,O,O,O,X,X
SJIOTLZ,O,X,O,X,O,X,O
SJIOTZL,O,X,X,X,O,X,O
SJIOLTZ,O,X,O,X,O,X,X
SJIOLZT,O,O,O,X,O,X,X
SJIOZTL,O,O,O,X,X,X,O
SJIOZLT,O,O,O,X,O,X,X
SJLTIZO,O,X,O,X,X,X,O
SJLTIOZ,O,X,O,X,O,X,O
SJLTZIO,O,X,O,X,X,X,O
SJLTZOI,O,X,O,X,X,X,O
SJLTOIZ,O,X,O,X,O,X,O
SJLTOZI,O,X,X,X,X,X,O
SJLITZO,O,X,O,X,X,X,O
SJLITOZ,O,X,O,X,O,X,O
SJLIZTO,O,O,O,X,X,X,O
SJLIZOT,O,O,O,O,O,X,X
SJLIOTZ,O,X,O,X,O,X,X
SJLIOZT,O,O,O,X,O,X,X
SJLZTIO,O,O,O,X,X,X,O
SJLZTOI,O,O,O,X,X,X,O
SJLZITO,O,O,O,X,X,X,O
SJLZIOT,O,O,O,O,O,X,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,O,O,O,O,X,X
SJLOTIZ,O,X,O,X,O,X,X
SJLOTZI,O,X,X,X,X,X,X
SJLOITZ,O,X,O,X,O,X,X
SJLOIZT,O,O,O,X,O,X,X
SJLOZTI,O,O,O,X,X,X,X
SJLOZIT,O,O,O,X,O,X,X
SJZTILO,O,O,O,X,X,X,O
SJZTIOL,O,O,O,X,X,X,O
SJZTLIO,O,O,O,X,X,X,O
SJZTLOI,O,O,O,X,X,X,O
SJZTOIL,O,O,O,X,X,X,O
SJZTOLI,O,O,O,X,X,X,O
SJZITLO,O,O,O,X,X,X,O
SJZITOL,O,O,O,X,X,X,O
SJZILTO,O,O,O,X,X,X,O
SJZILOT,O,O,O,O,O,X,X
SJZIOTL,O,O,O,X,X,X,O
SJZIOLT,O,O,O,O,O,X,X
SJZLTIO,O,O,O,X,X,X,O
SJZLTOI,O,O,O,X,X,X,O
SJZLITO,O,O,O,X,X,X,O
SJZLIOT,O,O,O,O,O,X,X
SJZLOTI,O,O,O,X,X,X,X
SJZLOIT,O,O,O,O,O,X,X
SJZOTIL,O,O,O,X,X,X,O
SJZOTLI,O,O,O,X,X,X,O
SJZOITL,O,O,O,X,X,X,O
SJZOILT,O,O,O,O,O,X,X
SJZOLTI,O,O,O,X,X,X,X
SJZOLIT,O,O,O,O,O,X,X
SJOTILZ,O,X,O,X,O,X,O
SJOTIZL,O,X,X,X,O,X,O
SJOTLIZ,O,X,O,X,O,X,O
SJOTLZI,O,X,X,X,O,X,O
SJOTZIL,O,X,X,X,O,X,O
SJOTZLI,O,X,X,X,O,X,O
SJOITLZ,O,X,O,X,O,X,O
SJOITZL,O,X,X,X,O,X,O
SJOILTZ,O,X,O,X,O,X,X
SJOILZT,O,O,O,X,O,X,X
SJOIZTL,O,O,O,X,X,X,O
SJOIZLT,O,O,O,X,O,X,X
SJOLTIZ,O,X,O,X,O,X,X
SJOLTZI,O,X,X,X,X,X,X
SJOLITZ,O,X,O,X,O,X,X
SJOLIZT,O,O,O,X,O,X,X
SJOLZTI,O,O,O,X,X,X,X
SJOLZIT,O,O,O,X,O,X,X
SJOZTIL,O,O,O,X,X,X,O
SJOZTLI,O,O,O,X,X,X,O
SJOZITL,O,O,O,X,X,X,O
SJOZILT,O,O,O,X,O,X,X
SJOZLTI,O,O,O,X,X,X,X
SJOZLIT,O,O,O,X,O,X,X
SZTILJO,O,O,O,O,X,X,O
SZTILOJ,O,O,O,O,X,X,O
SZTIJLO,O,O,O,O,X,X,O
SZTIJOL,O,O,O,O,X,X,O
SZTIOLJ,O,O,O,O,X,X,O
SZTIOJL,O,O,O,O,X,X,O
SZTLIJO,O,O,O,O,X,X,O
SZTLIOJ,O,O,O,O,X,X,O
SZTLJIO,O,O,O,O,X,X,O
SZTLJOI,O,O,O,O,X,X,O
SZTLOIJ,O,O,O,O,X,X,O
SZTLOJI,O,O,O,O,X,X,O
SZTJILO,O,O,O,O,X,X,O
SZTJIOL,O,O,O,O,X,X,O
SZTJLIO,O,O,O,O,X,X,O
SZTJLOI,O,O,O,O,X,X,O
SZTJOIL,O,O,O,O,X,X,O
SZTJOLI,O,O,O,O,X,X,O
SZTOILJ,O,O,O,O,X,X,O
SZTOIJL,O,O,O,O,X,X,O
SZTOLIJ,O,O,O,O,X,X,O
SZTOLJI,O,O,O,O,X,X,O
SZTOJIL,O,O,O,O,X,X,O
SZTOJLI,O,O,O,O,X,X,O
SZITLJO,O,O,X,O,X,X,O
SZITLOJ,O,O,O,O,X,X,O
SZITJLO,O,O,X,O,X,X,O
SZITJOL,O,O,X,O,X,X,O
SZITOLJ,O,O,O,O,X,X,O
SZITOJL,O,O,X,O,X,X,O
SZILTJO,O,O,X,O,X,X,O
SZILTOJ,O,O,O,O,X,X,O
SZILJTO,O,O,O,X,X,X,O
SZILJOT,O,O,O,O,O,X,X
SZILOTJ,O,O,O,O,X,X,X
SZILOJT,O,O,O,O,O,X,X
SZIJTLO,O,O,O,X,X,X,O
SZIJTOL,O,O,O,X,X,X,O
SZIJLTO,O,O,O,X,X,X,O
SZIJLOT,O,O,O,O,O,X,X
SZIJOTL,O,O,O,X,X,X,O
SZIJOLT,O,O,O,O,O,X,X
SZIOTLJ,O,O,O,O,X,X,O
SZIOTJL,O,O,X,O,X,X,O
SZIOLTJ,O,O,O,O,X,X,X
SZIOLJT,O,O,O,O,O,X,X
SZIOJTL,O,O,O,X,X,X,O
SZIOJLT,O,O,O,O,O,X,X
SZLTIJO,O,O,O,O,X,X,O
SZLTIOJ,O,O,O,O,X,X,O
SZLTJIO,O,O,O,O,X,X,O
SZLTJOI,O,O,O,O,X,X,O
SZLTOIJ,O,O,O,O,X,X,O
SZLTOJI,O,O,O,O,X,X,O
SZLITJO,O,O,X,O,X,X,O
SZLITOJ,O,O,O,O,X,X,O
SZLIJTO,O,O,O,X,X,X,O
SZLIJOT,O,O,O,O,O,X,X
SZLIOTJ,O,O,O,O,X,X,X
SZLIOJT,O,O,O,O,O,X,X
SZLJTIO,O,O,O,X,X,X,O
SZLJTOI,O,O,O,X,X,X,O
SZLJITO,O,O,O,X,X,X,O
SZLJIOT,O,O,O,O,O,X,X
SZLJOTI,O,O,O,X,X,X,X
SZLJOIT,O,O,O,O,O,X,X
SZLOTIJ,O,O,O,O,X,X,X
SZLOTJI,O,O,O,O,X,X,X
SZLOITJ,O,O,O,O,X,X,X
SZLOIJT,O,O,O,O,O,X,X
SZLOJTI,O,O,O,X,X,X,X
SZLOJIT,O,O,O,O,O,X,X
SZJTILO,O,O,O,X,X,X,O
SZJTIOL,O,O,O,X,X,X,O
SZJTLIO,O,O,O,X,X,X,O
SZJTLOI,O,O,O,X,X,X,O
SZJTOIL,O,O,O,X,X,X,O
SZJTOLI,O,O,O,X,X,X,O
SZJITLO,O,O,O,X,X,X,O
SZJITOL,O,O,O,X,X,X,O
SZJILTO,O,O,O,X,X,X,O
SZJILOT,O,O,O,O,O,X,X
SZJIOTL,O,O,O,X,X,X,O
SZJIOLT,O,O,O,O,O,X,X
SZJLTIO,O,O,O,X,X,X,O
SZJLTOI,O,O,O,X,X,X,O
SZJLITO,O,O,O,X,X,X,O
SZJLIOT,O,O,O,O,O,X,X
SZJLOTI,O,O,O,X,X,X,X
SZJLOIT,O,O,O,O,O,X,X
SZJOTIL,O,O,O,X,X,X,O
SZJOTLI,O,O,O,X,X,X,O
SZJOITL,O,O,O,X,X,X,O
SZJOILT,O,O,O,O,O,X,X
SZJOLTI,O,O,O,X,X,X,X
SZJOLIT,O,O,O,O,O,X,X
SZOTILJ,O,O,O,O,X,X,O
SZOTIJL,O,O,O,O,X,X,O
SZOTLIJ,O,O,O,O,X,X,O
SZOTLJI,O,O,O,O,X,X,O
SZOTJIL,O,O,O,O,X,X,O
SZOTJLI,O,O,O,O,X,X,O
SZOITLJ,O,O,O,O,X,X,O
SZOITJL,O,O,X,O,X,X,O
SZOILTJ,O,O,O,O,X,X,X
SZOILJT,O,O,O,O,O,X,X
SZOIJTL,O,O,O,X,X,X,O
SZOIJLT,O,O,O,O,O,X,X
SZOLTIJ,O,O,O,O,X,X,X
SZOLTJI,O,O,O,O,X,X,X
SZOLITJ,O,O,O,O,X,X,X
SZOLIJT,O,O,O,O,O,X,X
SZOLJTI,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,O,X,X
SZOJTIL,O,O,O,X,X,X,O
SZOJTLI,O,O,O,X,X,X,O
SZOJITL,O,O,O,X,X,X,O
SZOJILT,O,O,O,O,O,X,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,O,X,X
SOTILJZ,O,O,O,X,O,X,O
SOTILZJ,O,O,O,X,O,O,O
SOTIJLZ,O,O,O,X,O,X,O
SOTIJZL,O,O,O,X,O,X,O
SOTIZLJ,O,O,O,X,O,O,O
SOTIZJL,O,O,X,X,O,X,O
SOTLIJZ,O,O,O,X,O,X,O
SOTLIZJ,O,O,O,X,O,O,O
SOTLJIZ,O,O,O,X,O,X,O
SOTLJZI,O,O,O,X,O,X,O
SOTLZIJ,O,O,O,X,O,O,O
SOTLZJI,O,O,O,X,O,X,O
SOTJILZ,O,O,O,X,O,X,O
SOTJIZL,O,O,O,X,O,X,O
SOTJLIZ,O,O,O,X,O,X,O
SOTJLZI,O,O,O,X,O,X,O
SOTJZIL,O,O,O,X,O,X,O
SOTJZLI,O,O,O,X,O,X,O
SOTZILJ,O,O,O,X,O,O,O
SOTZIJL,O,O,X,X,O,X,O
SOTZLIJ,O,O,O,X,O,O,O
SOTZLJI,O,O,O,X,O,X,O
SOTZJIL,O,O,O,X,O,X,O
SOTZJLI,O,O,O,X,O,X,O
SOITLJZ,O,O,O,X,O,X,O
SOITLZJ,O,O,O,X,O,O,O
SOITJLZ,O,O,X,X,O,X,O
SOITJZL,O,O,X,X,O,X,O
SOITZLJ,O,O,X,X,O,O,O
SOITZJL,O,O,X,X,O,X,O
SOILTJZ,O,X,O,X,O,X,X
SOILTZJ,O,O,O,X,X,O,X
SOILJTZ,O,X,O,X,O,X,X
SOILJZT,O,O,O,X,O,X,X
SOILZTJ,O,O,O,X,X,X,X
SOILZJT,O,O,O,X,O,X,X
SOIJTLZ,O,X,O,X,O,X,O
SOIJTZL,O,X,X,X,O,X,O
SOIJLTZ,O,X,O,X,O,X,X
SOIJLZT,O,O,O,X,O,X,X
SOIJZTL,O,O,X,X,X,X,O
SOIJZLT,O,O,O,X,O,X,X
SOIZTLJ,O,O,O,X,X,X,O
SOIZTJL,O,O,X,X,X,X,O
SOIZLTJ,O,O,O,X,X,X,X
SOIZLJT,O,O,O,X,O,X,X
SOIZJTL,O,O,X,X,X,X,O
SOIZJLT,O,O,O,X,O,X,X
SOLTIJZ,O,X,O,X,O,X,X
SOLTIZJ,O,O,O,X,X,O,X
SOLTJIZ,O,X,O,X,O,X,X
SOLTJZI,O,X,O,X,X,X,X
SOLTZIJ,O,O,O,X,X,O,X
SOLTZJI,O,O,O,X,X,X,X
SOLITJZ,O,X,O,X,O,X,X
SOLITZJ,O,O,O,X,X,O,X
SOLIJTZ,O,X,O,X,O,X,X
SOLIJZT,O,O,O,X,O,X,X
SOLIZTJ,O,O,O,X,X,X,X
SOLIZJT,O,O,O,X,O,X,X
SOLJTIZ,O,X,O,X,O,X,X
SOLJTZI,O,X,X,X,X,X,X
SOLJITZ,O,X,O,X,O,X,X
SOLJIZT,O,O,O,X,O,X,X
SOLJZTI,O,O,O,X,X,X,X
SOLJZIT,O,O,O,X,O,X,X
SOLZTIJ,O,O,O,X,X,X,X
SOLZTJI,O,O,O,X,X,X,X
SOLZITJ,O,O,O,X,X,X,X
SOLZIJT,O,O,O,X,O,X,X
SOLZJTI,O,O,O,X,X,X,X
SOLZJIT,O,O,O,X,O,X,X
SOJTILZ,O,X,O,X,O,X,O
SOJTIZL,O,X,X,X,O,X,O
SOJTLIZ,O,X,O,X,O,X,O
SOJTLZI,O,X,X,X,O,X,O
SOJTZIL,O,X,X,X,O,X,O
SOJTZLI,O,X,X,X,O,X,O
SOJITLZ,O,X,O,X,O,X,O
SOJITZL,O,X,X,X,O,X,O
SOJILTZ,O,X,O,X,O,X,X
SOJILZT,O,O,O,X,O,X,X
SOJIZTL,O,O,O,X,X,X,O
SOJIZLT,O,O,O,X,O,X,X
SOJLTIZ,O,X,O,X,O,X,X
SOJLTZI,O,X,X,X,X,X,X
SOJLITZ,O,X,O,X,O,X,X
SOJLIZT,O,O,O,X,O,X,X
SOJLZTI,O,O,O,X,X,X,X
SOJLZIT,O,O,O,X,O,X,X
SOJZTIL,O,O,O,X,X,X,O
SOJZTLI,O,O,O,X,X,X,O
SOJZITL,O,O,O,X,X,X,O
SOJZILT,O,O,O,X,O,X,X
SOJZLTI,O,O,O,X,X,X,X
SOJZLIT,O,O,O,X,O,X,X
SOZTILJ,O,O,O,X,X,X,O
SOZTIJL,O,O,X,X,X,X,O
SOZTLIJ,O,O,O,X,X,X,O
SOZTLJI,O,O,O,X,X,X,O
SOZTJIL,O,O,O,X,X,X,O
SOZTJLI,O,O,O,X,X,X,O
SOZITLJ,O,O,O,X,X,X,O
SOZITJL,O,O,X,X,X,X,O
SOZILTJ,O,O,O,X,X,X,X
SOZILJT,O,O,O,X,O,X,X
SOZIJTL,O,O,O,X,X,X,O
SOZIJLT,O,O,O,X,O,X,X
SOZLTIJ,O,O,O,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X
SOZLITJ,O,O,O,X,X,X,X
SOZLIJT,O,O,O,X,O,X,X
SOZLJTI,O,O,O,X,X,X,X
SOZLJIT,O,O,O,X,O,X,X
SOZJTIL,O,O,O,X,X,X,O
SOZJTLI,O,O,O,X,X,X,O
SOZJITL,O,O,O,X,X,X,O
SOZJILT,O,O,O,X,O,X,X
SOZJLTI,O,O,O,X,X,X,X
SOZJLIT,O,O,O,X,O,X,X
ZTILJSO,O,O,O,O,X,X,X
ZTILJOS,O,O,O,O,X,O,X
ZTILSJO,O,O,O,O,X,X,X
ZTILSOJ,O,O,O,O,X,O,X
ZTILOJS,O,O,O,O,X,O,X
ZTILOSJ,O,O,O,O,X,O,X
ZTIJLSO,O,O,O,O,X,X,X
ZTIJLOS,O,O,O,O,X,O,X
ZTIJSLO,O,O,O,O,O,X,O
ZTIJSOL,O,O,O,O,O,X,O
ZTIJOLS,O,O,O,O,X,O,X
ZTIJOSL,O,O,O,O,O,X,O
ZTISLJO,O,O,O,O,O,X,O
ZTISLOJ,O,O,O,O,O,O,O
ZTISJLO,O,O,O,O,O,X,O
ZTISJOL,O,O,O,O,O,X,O
ZTISOLJ,O,O,O,O,O,O,O
ZTISOJL,O,O,O,O,O,X,O
ZTIOLJS,O,O,O,O,X,O,X
ZTIOLSJ,O,O,O,O,X,O,X
ZTIOJLS,O,O,O,O,X,O,X
ZTIOJSL,O,O,O,O,O,X,O
ZTIOSLJ,O,O,O,O,O,O,O
ZTIOSJL,O,O,O,O,O,X,O
ZTLIJSO,O,O,O,O,X,X,X
ZTLIJOS,O,O,O,O,X,O,X
ZTLISJO,O,O,O,O,X,X,X
ZTLISOJ,O,O,O,O,X,O,X
ZTLIOJS,O,O,O,O,X,O,X
ZTLIOSJ,O,O,O,O,X,O,X
ZTLJISO,O,O,O,O,X,X,X
ZTLJIOS,O,O,O,O,X,O,X
ZTLJSIO,O,O,O,O,X,X,O
ZTLJSOI,O,O,O,O,X,X,O
ZTLJOIS,O,O,O,O,X,O,X
ZTLJOSI,O,O,O,O,X,X,O
ZTLSIJO,O,O,O,O,X,X,O
ZTLSIOJ,O,O,O,O,X,O,O
ZTLSJIO,O,O,O,O,X,X,O
ZTLSJOI,O,O,O,O,X,X,O
ZTLSOIJ,O,O,O,O,X,O,O
ZTLSOJI,O,O,O,O,X,X,O
ZTLOIJS,O,O,O,O,X,O,X
ZTLOISJ,O,O,O,O,X,O,X
ZTLOJIS,O,O,O,O,X,O,X
ZTLOJSI,O,O,O,O,X,X,O
ZTLOSIJ,O,O,O,O,X,O,O
ZTLOSJI,O,O,O,O,X,X,O
ZTJILSO,O,O,O,O,X,X,X
ZTJILOS,O,O,O,O,X,O,X
ZTJISLO,O,O,O,O,O,X,O
ZTJISOL,O,O,O,O,O,X,O
ZTJIOLS,O,O,O,O,X,O,X
ZTJIOSL,O,O,O,O,O,X,O
ZTJLISO,O,O,O,O,X,X,X
ZTJLIOS,O,O,O,O,X,O,X
ZTJLSIO,O,O,O,O,X,X,O
ZTJLSOI,O,O,O,O,X,X,O
ZTJLOIS,O,O,O,O,X,O,X
ZTJLOSI,O,O,O,O,X,X,O
ZTJSILO,O,O,O,O,O,X,O
ZTJSIOL,O,O,O,O,O,X,O
ZTJSLIO,O,O,O,O,O,X,O
ZTJSLOI,O,O,O,O,O,X,O
ZTJSOIL,O,O,O,O,O,X,O
ZTJSOLI,O,O,O,O,O,X,O
ZTJOILS,O,O,O,O,X,O,X
ZTJOISL,O,O,O,O,O,X,O
ZTJOLIS,O,O,O,O,X,O,X
ZTJOLSI,O,O,O,O,X,X,O
