sequence,v115@vhG8/IZkBasBGoBzpBXrBzsB,v115@vhGfDJ5oBikBuqBzpB0rBzsB,v115@vhGc/I5oB6rBTnBetBTpB3qB,v115@vhG/DJZkBqpBTlBOrBUsBTtB,v115@vhGT/IihBcqB3mB+tBTpBRwB,v115@vhGGBJTjBKpBUmB/sBTtBRwB,v115@vhGT/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBTjBKpBGsBTtBRwB,v115@vhGz/IihBcqB3mB+tBTpBRwB,v115@vhGGBJziBKpBUmB/sBTtBRwB,v115@vhGz/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBziBKpBGsBTtBRwB,v115@vhGSDJxkB/rB8sB+tBTpBTqB,v115@vhG2/IKpBfqBcrBxnBTsBTtB
ZIJOTSL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
ZIJOLTS,O,O,O,O,X,O,O,O,X,X,O,O,O,X
ZIJOLST,O,O,O,O,O,O,O,O,O,O,O,O,O,X
ZIJOSTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
ZIJOSLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
ZISTLJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZISTLOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
ZISTJLO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZISTJOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
ZISTOLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZISTOJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZISLTJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZISLTOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
ZISLJTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZISLJOT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
ZISLOTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,X
ZISLOJT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
ZISJTLO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZISJTOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
ZISJLTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZISJLOT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
ZISJOTL,O,O,O,X,O,O,X,O,O,O,X,O,X,X
ZISJOLT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
ZISOTLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZISOTJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZISOLTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,X
ZISOLJT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
ZISOJTL,O,O,O,X,O,O,X,O,O,O,X,O,X,X
ZISOJLT,O,O,O,O,O,O,O,O,O,O,O,O,X,X
ZIOTLJS,O,O,X,X,X,O,O,X,X,X,O,X,X,O
ZIOTLSJ,O,O,X,X,X,O,O,X,X,X,O,X,X,O
ZIOTJLS,O,O,X,X,X,O,O,X,X,X,O,X,X,X
ZIOTJSL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZIOTSLJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZIOTSJL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
ZIOLTJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZIOLTSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZIOLJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
ZIOLJST,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZIOLSTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
ZIOLSJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZIOJTLS,O,O,O,X,X,O,O,O,X,X,O,O,O,X
ZIOJTSL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
ZIOJLTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
ZIOJLST,O,O,O,O,O,O,O,O,O,O,O,O,O,O
ZIOJSTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
ZIOJSLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
ZIOSTLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZIOSTJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZIOSLTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
ZIOSLJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZIOSJTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
ZIOSJLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
ZLTIJSO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTIJOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTISJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTISOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTIOJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLTIOSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZLTJISO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTJIOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTJSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTJSOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZLTJOIS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLTJOSI,X,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLTSIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTSJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTSJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZLTSOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLTSOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLTOIJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLTOISJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLTOJIS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLTOJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLTOSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLTOSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLITJSO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
ZLITJOS,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZLITSJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
ZLITSOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLITOJS,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZLITOSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,X
ZLIJTSO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
ZLIJTOS,X,O,O,O,X,O,O,O,X,X,O,O,X,X
ZLIJSTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZLIJSOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZLIJOTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
ZLIJOST,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZLISTJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZLISTOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
ZLISJTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
ZLISJOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZLISOTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
ZLISOJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZLIOTJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZLIOTSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZLIOJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
ZLIOJST,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZLIOSTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
ZLIOSJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
ZLJTISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
ZLJTIOS,X,O,O,O,X,X,X,O,X,X,X,O,X,X
ZLJTSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLJTSOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZLJTOIS,X,O,O,O,X,X,X,O,X,X,X,O,X,O
ZLJTOSI,X,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLJITSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
ZLJITOS,X,O,O,O,X,X,O,O,X,X,O,O,X,X
ZLJISTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
ZLJISOT,O,O,O,O,O,X,O,O,O,X,O,O,X,O
ZLJIOTS,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZLJIOST,O,O,O,O,O,X,O,O,O,X,O,O,X,O
ZLJSTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZLJSITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
ZLJSIOT,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZLJSOTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLJSOIT,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZLJOTIS,O,O,O,O,X,X,X,O,X,X,X,O,X,O
ZLJOTSI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLJOITS,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZLJOIST,O,O,O,O,O,X,O,O,O,X,O,O,X,O
ZLJOSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLJOSIT,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZLSTIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSTIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSTJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSTJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZLSTOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLSTOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZLSITJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
ZLSITOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZLSIJTO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
ZLSIJOT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
ZLSIOTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
ZLSIOJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
ZLSJTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZLSJITO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
ZLSJIOT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
ZLSJOTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLSJOIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
ZLSOTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLSOTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLSOITJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
ZLSOIJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
ZLSOJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLSOJIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
ZLOTIJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOTISJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOTJIS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOTJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOTSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOTSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOITJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZLOITSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
ZLOIJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
ZLOIJST,O,O,O,O,O,O,O,O,O,X,O,O,X,O
ZLOISTJ,O,O,X,O,O,O,O,X,O,X,O,X,X,O
ZLOISJT,O,O,O,O,O,O,O,O,O,X,O,O,X,O
ZLOJTIS,O,O,O,O,X,X,X,O,X,X,X,O,X,O
ZLOJTSI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLOJITS,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZLOJIST,O,O,O,O,O,X,O,O,O,X,O,O,X,O
ZLOJSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLOJSIT,O,O,O,O,X,X,O,O,X,X,O,O,X,O
ZLOSTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOSTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZLOSITJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
ZLOSIJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
ZLOSJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZLOSJIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
ZJTILSO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
ZJTILOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
ZJTISLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
ZJTISOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
ZJTIOLS,X,O,O,X,X,X,X,O,X,X,X,O,O,X
ZJTIOSL,X,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJTLISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
ZJTLIOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
ZJTLSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZJTLOIS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
ZJTLOSI,X,O,O,O,X,X,X,X,X,X,X,X,O,X
ZJTSILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZJTSOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJTSOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJTOILS,X,O,O,X,X,X,X,O,X,X,X,O,O,X
ZJTOISL,X,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJTOLIS,X,O,O,X,X,X,X,O,X,X,X,O,O,X
ZJTOLSI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJTOSIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJTOSLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJITLSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
ZJITLOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
ZJITSLO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
ZJITSOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
ZJITOLS,X,O,O,X,X,X,O,O,X,X,O,O,O,X
ZJITOSL,X,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJILTSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
ZJILTOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
ZJILSTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
ZJILSOT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZJILOTS,O,O,O,O,X,X,O,O,X,X,O,O,O,X
ZJILOST,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZJISTLO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
ZJISTOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
ZJISLTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
ZJISLOT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZJISOTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJISOLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZJIOTLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
ZJIOTSL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJIOLTS,O,O,O,O,X,X,O,O,X,X,O,O,O,X
ZJIOLST,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZJIOSTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJIOSLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZJLTISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
ZJLTIOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
ZJLTSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZJLTOIS,X,O,O,O,X,X,X,O,X,X,X,O,O,O
ZJLTOSI,X,O,O,O,X,X,X,X,X,X,X,X,O,O
ZJLITSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
ZJLITOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
ZJLISTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
ZJLISOT,O,O,O,O,O,X,O,O,O,X,O,O,O,O
ZJLIOTS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJLIOST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
ZJLSTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
ZJLSITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
ZJLSIOT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJLSOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
ZJLSOIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJLOTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
ZJLOTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
ZJLOITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJLOIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
ZJLOSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
ZJLOSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJSTILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZJSTOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJSTOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJSITLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
ZJSITOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
ZJSILTO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
ZJSILOT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
ZJSIOTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJSIOLT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
ZJSLTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZJSLITO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
ZJSLIOT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
ZJSLOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZJSLOIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
ZJSOTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJSOTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJSOITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJSOILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
ZJSOLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZJSOLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
ZJOTILS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
ZJOTISL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJOTLIS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
ZJOTLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJOTSIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJOTSLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJOITLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
ZJOITSL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJOILTS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJOILST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
ZJOISTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJOISLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
ZJOLTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
ZJOLTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
ZJOLITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJOLIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
ZJOLSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
ZJOLSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
ZJOSTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJOSTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
ZJOSITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
ZJOSILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
ZJOSLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
ZJOSLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
ZSTILJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTILOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTIJLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTIJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTLJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTLOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTJILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOIJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSITLJO,X,X,O,O,O,O,X,X,O,O,X,X,X,X
ZSITLOJ,O,X,X,O,O,O,X,X,O,O,X,X,X,X
ZSITJLO,X,X,O,O,O,O,X,X,O,O,X,X,X,X
ZSITJOL,X,O,O,X,O,O,X,X,O,O,X,X,X,X
ZSITOLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSITOJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSILTJO,X,X,O,O,O,O,X,X,O,O,X,X,X,X
ZSILTOJ,O,X,X,O,O,O,X,X,O,O,X,X,X,X
ZSILJTO,X,X,O,O,O,O,X,X,O,O,X,X,X,X
ZSILJOT,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZSILOTJ,O,O,X,O,O,O,X,X,O,O,X,X,X,X
ZSILOJT,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZSIJTLO,X,X,O,O,O,O,X,X,O,O,X,X,X,X
ZSIJTOL,X,O,O,X,O,O,X,X,O,O,X,X,X,X
ZSIJLTO,X,X,O,O,O,O,X,X,O,O,X,X,X,X
ZSIJLOT,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZSIJOTL,O,O,O,X,O,O,X,X,O,O,X,X,X,X
ZSIJOLT,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZSIOTLJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSIOTJL,O,O,X,X,O,O,X,X,O,O,X,X,X,X
ZSIOLTJ,O,O,X,O,O,O,X,X,O,O,X,X,X,X
ZSIOLJT,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZSIOJTL,O,O,O,X,O,O,X,X,O,O,X,X,X,X
ZSIOJLT,O,O,O,O,O,O,X,X,O,O,X,X,X,X
ZSLTIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLTIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSLTJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSLTOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLTOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSLITJO,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSLITOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X
ZSLIJTO,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSLIJOT,O,O,O,O,X,O,X,X,X,O,X,X,X,O
ZSLIOTJ,O,O,X,O,X,O,X,X,X,O,X,X,X,O
ZSLIOJT,O,O,O,O,X,O,X,X,X,O,X,X,X,O
ZSLJTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSLJITO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSLJOTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSLJOIT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSLOTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLOTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLOITJ,O,O,X,O,X,O,X,X,X,O,X,X,X,O
ZSLOIJT,O,O,O,O,X,O,X,X,X,O,X,X,X,O
ZSLOJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSLOJIT,O,O,O,O,X,X,X,X,X,X,X,X,X,O
ZSJTILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
ZSJTOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
