sequence,v115@vhG/DJZkBClBOrBXqBUsBTtB,v115@vhGfDJ5oB/pBaqBuqB0rBzsB,v115@vhGz7IZkBXmB0nB6tBWvB3rB,v115@vhHKAJziBcpB3mB+tBXqBlsBRwB,v115@vhGz8IylBcpB3mB+tBXqBRwB,v115@vhGZEJXiBupBUmBTqBXsBSyB,v115@vhGfCJ5oB/pBaqBznBWwBUsB
LSJITOZ,X,X,O,X,O,O,X
LSJIZTO,X,X,O,O,O,X,O
LSJIZOT,O,O,O,O,O,O,O
LSJIOTZ,O,O,O,X,O,O,X
LSJIOZT,O,O,O,O,O,O,X
LSJZTIO,X,X,O,X,X,X,O
LSJZTOI,X,X,O,X,X,X,O
LSJZITO,X,X,O,O,O,X,O
LSJZIOT,O,O,O,O,O,O,O
LSJZOTI,O,O,O,X,X,O,O
LSJZOIT,O,O,O,X,X,O,O
LSJOTIZ,O,O,O,X,X,O,X
LSJOTZI,O,O,O,X,X,O,X
LSJOITZ,O,O,O,X,X,O,X
LSJOIZT,O,O,O,X,X,O,X
LSJOZTI,O,O,O,X,X,O,X
LSJOZIT,O,O,O,X,X,O,X
LSZTIJO,X,X,O,X,X,X,O
LSZTIOJ,X,X,O,X,X,O,O
LSZTJIO,X,X,O,X,X,X,O
LSZTJOI,X,X,O,X,X,X,O
LSZTOIJ,X,X,O,X,X,O,O
LSZTOJI,X,X,O,X,X,O,O
LSZITJO,X,X,O,O,O,X,O
LSZITOJ,X,X,O,X,O,O,O
LSZIJTO,X,X,O,O,O,X,O
LSZIJOT,O,O,O,O,O,O,O
LSZIOTJ,O,O,O,X,O,O,O
LSZIOJT,O,O,O,O,O,O,O
LSZJTIO,X,X,O,X,X,X,O
LSZJTOI,X,X,O,X,X,X,O
LSZJITO,X,X,O,O,O,X,O
LSZJIOT,O,O,O,O,O,O,O
LSZJOTI,O,O,O,X,X,O,O
LSZJOIT,O,O,O,X,X,O,O
LSZOTIJ,O,O,O,X,X,O,O
LSZOTJI,O,O,O,X,X,O,O
LSZOITJ,O,O,O,X,X,O,O
LSZOIJT,O,O,O,X,X,O,O
LSZOJTI,O,O,O,X,X,O,O
LSZOJIT,O,O,O,X,X,O,O
LSOTIJZ,O,O,O,X,X,O,X
LSOTIZJ,O,O,O,X,X,O,X
LSOTJIZ,O,O,O,X,X,O,X
LSOTJZI,O,O,O,X,X,O,X
LSOTZIJ,O,O,O,X,X,O,X
LSOTZJI,O,O,O,X,X,O,X
LSOITJZ,O,O,O,X,X,O,X
LSOITZJ,O,O,O,X,X,O,X
LSOIJTZ,O,O,O,X,X,O,X
LSOIJZT,O,O,O,X,X,O,X
LSOIZTJ,O,O,O,X,X,O,X
LSOIZJT,O,O,O,X,X,O,X
LSOJTIZ,O,O,O,X,X,O,X
LSOJTZI,O,O,O,X,X,O,X
LSOJITZ,O,O,O,X,X,O,X
LSOJIZT,O,O,O,X,X,O,X
LSOJZTI,O,O,O,X,X,O,X
LSOJZIT,O,O,O,X,X,O,X
LSOZTIJ,O,O,O,X,X,O,X
LSOZTJI,O,O,O,X,X,O,X
LSOZITJ,O,O,O,X,X,O,X
LSOZIJT,O,O,O,X,X,O,X
LSOZJTI,O,O,O,X,X,O,X
LSOZJIT,O,O,O,X,X,O,X
LZTIJSO,X,X,O,O,O,X,O
LZTIJOS,O,O,X,X,X,X,O
LZTISJO,X,X,O,O,O,X,O
LZTISOJ,X,X,O,X,O,O,O
LZTIOJS,O,O,X,X,X,O,O
LZTIOSJ,O,O,X,X,X,O,O
LZTJISO,X,X,O,O,O,X,O
LZTJIOS,O,O,X,X,X,X,O
LZTJSIO,X,X,O,X,X,X,O
LZTJSOI,X,X,O,X,X,X,O
LZTJOIS,O,O,X,X,X,X,O
LZTJOSI,O,O,X,X,X,X,O
LZTSIJO,X,X,O,X,X,X,O
LZTSIOJ,X,X,O,X,X,O,O
LZTSJIO,X,X,O,X,X,X,O
LZTSJOI,X,X,O,X,X,X,O
LZTSOIJ,X,X,O,X,X,O,O
LZTSOJI,X,X,O,X,X,O,O
LZTOIJS,O,O,X,X,X,O,O
LZTOISJ,O,O,X,X,X,O,O
LZTOJIS,O,O,X,X,X,O,O
LZTOJSI,O,O,X,X,X,O,O
LZTOSIJ,O,O,X,X,X,O,O
LZTOSJI,O,O,X,X,X,O,O
LZITJSO,X,X,O,O,O,X,O
LZITJOS,O,O,X,X,X,X,O
LZITSJO,X,X,O,O,O,X,O
LZITSOJ,X,X,O,X,O,O,O
LZITOJS,O,O,X,X,X,O,O
LZITOSJ,O,O,X,X,X,O,O
LZIJTSO,X,X,O,O,O,X,O
LZIJTOS,O,O,X,X,X,X,O
LZIJSTO,X,X,O,O,O,X,O
LZIJSOT,O,O,O,O,O,O,O
LZIJOTS,O,O,X,X,X,O,O
LZIJOST,O,O,O,O,O,O,O
LZISTJO,X,X,O,O,O,X,O
LZISTOJ,X,X,O,X,O,O,O
LZISJTO,X,X,O,O,O,X,O
LZISJOT,O,O,O,O,O,O,O
LZISOTJ,O,O,O,X,O,O,O
LZISOJT,O,O,O,O,O,O,O
LZIOTJS,O,O,X,X,X,O,O
LZIOTSJ,O,O,X,X,X,O,O
LZIOJTS,O,O,X,X,X,O,O
LZIOJST,O,O,O,O,O,O,O
LZIOSTJ,O,O,O,X,O,O,O
LZIOSJT,O,O,O,O,O,O,O
LZJTISO,X,X,O,O,O,X,O
LZJTIOS,O,O,X,X,X,X,O
LZJTSIO,X,X,O,X,X,X,O
LZJTSOI,X,X,O,X,X,X,O
LZJTOIS,O,O,X,X,X,X,O
LZJTOSI,O,O,X,X,X,X,O
LZJITSO,X,X,O,O,O,X,O
LZJITOS,O,O,X,X,X,X,O
LZJISTO,X,X,O,O,O,X,O
LZJISOT,O,O,O,O,O,O,O
LZJIOTS,O,O,X,X,X,O,O
LZJIOST,O,O,O,O,O,O,O
LZJSTIO,X,X,O,X,X,X,O
LZJSTOI,X,X,O,X,X,X,O
LZJSITO,X,X,O,O,O,X,O
LZJSIOT,O,O,O,O,O,O,O
LZJSOTI,O,O,O,X,X,O,O
LZJSOIT,O,O,O,X,X,O,O
LZJOTIS,O,O,X,X,X,O,O
LZJOTSI,O,O,X,X,X,O,O
LZJOITS,O,O,X,X,X,O,O
LZJOIST,O,O,O,O,O,O,O
LZJOSTI,O,O,O,X,X,O,O
LZJOSIT,O,O,O,X,X,O,O
LZSTIJO,X,X,O,X,X,X,O
LZSTIOJ,X,X,O,X,X,O,O
LZSTJIO,X,X,O,X,X,X,O
LZSTJOI,X,X,O,X,X,X,O
LZSTOIJ,X,X,O,X,X,O,O
LZSTOJI,X,X,O,X,X,O,O
LZSITJO,X,X,O,O,O,X,O
LZSITOJ,X,X,O,X,O,O,O
LZSIJTO,X,X,O,O,O,X,O
LZSIJOT,O,O,O,O,O,O,O
LZSIOTJ,O,O,O,X,O,O,O
LZSIOJT,O,O,O,O,O,O,O
LZSJTIO,X,X,O,X,X,X,O
LZSJTOI,X,X,O,X,X,X,O
LZSJITO,X,X,O,O,O,X,O
LZSJIOT,O,O,O,O,O,O,O
LZSJOTI,O,O,O,X,X,O,O
LZSJOIT,O,O,O,X,X,O,O
LZSOTIJ,O,O,O,X,X,O,O
LZSOTJI,O,O,O,X,X,O,O
LZSOITJ,O,O,O,X,X,O,O
LZSOIJT,O,O,O,X,X,O,O
LZSOJTI,O,O,O,X,X,O,O
LZSOJIT,O,O,O,X,X,O,O
LZOTIJS,O,O,X,X,X,O,O
LZOTISJ,O,O,X,X,X,O,O
LZOTJIS,O,O,X,X,X,O,O
LZOTJSI,O,O,X,X,X,O,O
LZOTSIJ,O,O,X,X,X,O,O
LZOTSJI,O,O,X,X,X,O,O
LZOITJS,O,O,X,X,X,O,O
LZOITSJ,O,O,X,X,X,O,O
LZOIJTS,O,O,X,X,X,O,O
LZOIJST,O,O,O,O,O,O,O
LZOISTJ,O,O,O,X,O,O,O
LZOISJT,O,O,O,O,O,O,O
LZOJTIS,O,O,X,X,X,O,O
LZOJTSI,O,O,X,X,X,O,O
LZOJITS,O,O,X,X,X,O,O
LZOJIST,O,O,O,O,O,O,O
LZOJSTI,O,O,O,X,X,O,O
LZOJSIT,O,O,O,X,X,O,O
LZOSTIJ,O,O,O,X,X,O,O
LZOSTJI,O,O,O,X,X,O,O
LZOSITJ,O,O,O,X,X,O,O
LZOSIJT,O,O,O,X,X,O,O
LZOSJTI,O,O,O,X,X,O,O
LZOSJIT,O,O,O,X,X,O,O
LOTIJSZ,O,O,X,X,X,O,X
LOTIJZS,O,O,X,X,X,O,X
LOTISJZ,O,O,X,X,X,O,X
LOTISZJ,O,O,X,X,X,O,X
LOTIZJS,O,O,X,X,X,O,X
LOTIZSJ,O,O,X,X,X,O,X
LOTJISZ,O,O,X,X,X,O,X
LOTJIZS,O,O,X,X,X,O,X
LOTJSIZ,O,O,X,X,X,O,X
LOTJSZI,O,O,X,X,X,O,X
LOTJZIS,O,O,X,X,X,O,X
LOTJZSI,O,O,X,X,X,O,X
LOTSIJZ,O,O,X,X,X,O,X
LOTSIZJ,O,O,X,X,X,O,X
LOTSJIZ,O,O,X,X,X,O,X
LOTSJZI,O,O,X,X,X,O,X
LOTSZIJ,O,O,X,X,X,O,X
LOTSZJI,O,O,X,X,X,O,X
LOTZIJS,O,O,X,X,X,O,X
LOTZISJ,O,O,X,X,X,O,X
LOTZJIS,O,O,X,X,X,O,X
LOTZJSI,O,O,X,X,X,O,X
LOTZSIJ,O,O,X,X,X,O,X
LOTZSJI,O,O,X,X,X,O,X
LOITJSZ,O,O,X,X,X,O,X
LOITJZS,O,O,X,X,X,O,X
LOITSJZ,O,O,X,X,X,O,X
LOITSZJ,O,O,X,X,X,O,X
LOITZJS,O,O,X,X,X,O,X
LOITZSJ,O,O,X,X,X,O,X
LOIJTSZ,O,O,X,X,X,O,X
LOIJTZS,O,O,X,X,X,O,X
LOIJSTZ,O,O,O,X,O,O,X
LOIJSZT,O,O,O,O,O,O,X
LOIJZTS,O,O,X,X,X,O,O
LOIJZST,O,O,O,O,O,O,O
LOISTJZ,O,O,O,X,O,O,X
LOISTZJ,O,O,O,X,O,O,X
LOISJTZ,O,O,O,X,O,O,X
LOISJZT,O,O,O,O,O,O,X
LOISZTJ,O,O,O,X,O,O,X
LOISZJT,O,O,O,O,O,O,X
LOIZTJS,O,O,X,X,X,O,O
LOIZTSJ,O,O,X,X,X,O,O
LOIZJTS,O,O,X,X,X,O,O
LOIZJST,O,O,O,O,O,O,O
LOIZSTJ,O,O,O,X,O,O,O
LOIZSJT,O,O,O,O,O,O,O
LOJTISZ,O,O,X,X,X,O,X
LOJTIZS,O,O,X,X,X,O,X
LOJTSIZ,O,O,X,X,X,O,X
LOJTSZI,O,O,X,X,X,O,X
LOJTZIS,O,O,X,X,X,O,X
LOJTZSI,O,O,X,X,X,O,X
LOJITSZ,O,O,X,X,X,O,X
LOJITZS,O,O,X,X,X,O,X
LOJISTZ,O,O,O,X,O,O,X
LOJISZT,O,O,O,O,O,O,X
LOJIZTS,O,O,X,X,X,O,O
LOJIZST,O,O,O,O,O,O,O
LOJSTIZ,O,O,O,X,X,O,X
LOJSTZI,O,O,O,X,X,O,X
LOJSITZ,O,O,O,X,X,O,X
LOJSIZT,O,O,O,X,X,O,X
LOJSZTI,O,O,O,X,X,O,X
LOJSZIT,O,O,O,X,X,O,X
LOJZTIS,O,O,X,X,X,O,O
LOJZTSI,O,O,X,X,X,O,O
LOJZITS,O,O,X,X,X,O,O
LOJZIST,O,O,O,O,O,O,O
LOJZSTI,O,O,O,X,X,O,O
LOJZSIT,O,O,O,X,X,O,O
LOSTIJZ,O,O,O,X,X,O,X
LOSTIZJ,O,O,O,X,X,O,X
LOSTJIZ,O,O,O,X,X,O,X
LOSTJZI,O,O,O,X,X,O,X
LOSTZIJ,O,O,O,X,X,O,X
LOSTZJI,O,O,O,X,X,O,X
LOSITJZ,O,O,O,X,X,O,X
LOSITZJ,O,O,O,X,X,O,X
LOSIJTZ,O,O,O,X,X,O,X
LOSIJZT,O,O,O,X,X,O,X
LOSIZTJ,O,O,O,X,X,O,X
LOSIZJT,O,O,O,X,X,O,X
LOSJTIZ,O,O,O,X,X,O,X
LOSJTZI,O,O,O,X,X,O,X
LOSJITZ,O,O,O,X,X,O,X
LOSJIZT,O,O,O,X,X,O,X
LOSJZTI,O,O,O,X,X,O,X
LOSJZIT,O,O,O,X,X,O,X
LOSZTIJ,O,O,O,X,X,O,X
LOSZTJI,O,O,O,X,X,O,X
LOSZITJ,O,O,O,X,X,O,X
LOSZIJT,O,O,O,X,X,O,X
LOSZJTI,O,O,O,X,X,O,X
LOSZJIT,O,O,O,X,X,O,X
LOZTIJS,O,O,X,X,X,O,O
LOZTISJ,O,O,X,X,X,O,O
LOZTJIS,O,O,X,X,X,O,O
LOZTJSI,O,O,X,X,X,O,O
LOZTSIJ,O,O,X,X,X,O,O
LOZTSJI,O,O,X,X,X,O,O
LOZITJS,O,O,X,X,X,O,O
LOZITSJ,O,O,X,X,X,O,O
LOZIJTS,O,O,X,X,X,O,O
LOZIJST,O,O,O,O,O,O,O
LOZISTJ,O,O,O,X,O,O,O
LOZISJT,O,O,O,O,O,O,O
LOZJTIS,O,O,X,X,X,O,O
LOZJTSI,O,O,X,X,X,O,O
LOZJITS,O,O,X,X,X,O,O
LOZJIST,O,O,O,O,O,O,O
LOZJSTI,O,O,O,X,X,O,O
LOZJSIT,O,O,O,X,X,O,O
LOZSTIJ,O,O,O,X,X,O,O
LOZSTJI,O,O,O,X,X,O,O
LOZSITJ,O,O,O,X,X,O,O
LOZSIJT,O,O,O,X,X,O,O
LOZSJTI,O,O,O,X,X,O,O
LOZSJIT,O,O,O,X,X,O,O
JTILSZO,X,X,O,O,O,X,X
JTILSOZ,X,X,O,X,O,O,X
JTILZSO,X,X,O,O,O,X,O
JTILZOS,O,O,X,X,X,X,O
JTILOSZ,O,O,O,X,X,O,X
JTILOZS,O,O,X,X,X,O,X
JTISLZO,X,X,O,O,O,X,X
JTISLOZ,X,X,O,X,O,O,X
JTISZLO,X,X,O,O,O,X,X
JTISZOL,X,X,O,X,O,X,X
JTISOLZ,X,X,O,X,O,O,X
JTISOZL,X,X,O,X,O,O,X
JTIZLSO,X,X,O,O,O,X,O
JTIZLOS,O,O,X,X,X,X,O
JTIZSLO,X,X,O,O,O,X,O
JTIZSOL,X,X,O,X,O,X,O
JTIZOLS,O,O,X,X,X,X,O
JTIZOSL,O,O,X,X,X,X,O
JTIOLSZ,O,O,O,X,X,O,X
JTIOLZS,O,O,X,X,X,O,X
JTIOSLZ,O,O,O,X,X,O,X
JTIOSZL,O,O,O,X,X,O,X
JTIOZLS,O,O,X,X,X,O,X
JTIOZSL,O,O,X,X,X,O,X
JTLISZO,X,X,O,O,O,X,X
JTLISOZ,X,X,O,X,O,O,X
JTLIZSO,X,X,O,O,O,X,O
JTLIZOS,O,O,X,X,X,X,O
JTLIOSZ,O,O,O,X,X,O,X
JTLIOZS,O,O,X,X,X,O,X
JTLSIZO,X,X,O,X,X,X,X
JTLSIOZ,X,X,O,X,X,O,X
JTLSZIO,X,X,O,X,X,X,X
JTLSZOI,X,X,O,X,X,X,X
JTLSOIZ,X,X,O,X,X,O,X
JTLSOZI,X,X,O,X,X,O,X
JTLZISO,X,X,O,O,O,X,O
JTLZIOS,O,O,X,X,X,X,O
JTLZSIO,X,X,O,X,X,X,O
JTLZSOI,X,X,O,X,X,X,O
JTLZOIS,O,O,X,X,X,X,O
JTLZOSI,O,O,X,X,X,X,O
JTLOISZ,O,O,O,X,X,O,X
JTLOIZS,O,O,X,X,X,O,X
JTLOSIZ,O,O,O,X,X,O,X
JTLOSZI,O,O,O,X,X,O,X
JTLOZIS,O,O,X,X,X,O,X
JTLOZSI,O,O,X,X,X,O,X
JTSILZO,X,X,O,X,X,X,X
JTSILOZ,X,X,O,X,X,O,X
JTSIZLO,X,X,O,X,X,X,X
JTSIZOL,X,X,O,X,X,X,X
JTSIOLZ,X,X,O,X,X,O,X
JTSIOZL,X,X,O,X,X,O,X
JTSLIZO,X,X,O,X,X,X,X
JTSLIOZ,X,X,O,X,X,O,X
JTSLZIO,X,X,O,X,X,X,X
JTSLZOI,X,X,O,X,X,X,X
JTSLOIZ,X,X,O,X,X,O,X
JTSLOZI,X,X,O,X,X,O,X
JTSZILO,X,X,O,X,X,X,X
JTSZIOL,X,X,O,X,X,X,X
JTSZLIO,X,X,O,X,X,X,X
JTSZLOI,X,X,O,X,X,X,X
JTSZOIL,X,X,O,X,X,X,X
JTSZOLI,X,X,O,X,X,X,X
JTSOILZ,X,X,O,X,X,O,X
JTSOIZL,X,X,O,X,X,O,X
JTSOLIZ,X,X,O,X,X,O,X
JTSOLZI,X,X,O,X,X,O,X
JTSOZIL,X,X,O,X,X,O,X
JTSOZLI,X,X,O,X,X,O,X
JTZILSO,X,X,O,O,O,X,O
JTZILOS,O,O,X,X,X,X,O
JTZISLO,X,X,O,O,O,X,O
JTZISOL,X,X,O,X,O,X,O
JTZIOLS,O,O,X,X,X,X,O
JTZIOSL,O,O,X,X,X,X,O
JTZLISO,X,X,O,O,O,X,O
JTZLIOS,O,O,X,X,X,X,O
JTZLSIO,X,X,O,X,X,X,O
JTZLSOI,X,X,O,X,X,X,O
JTZLOIS,O,O,X,X,X,X,O
JTZLOSI,O,O,X,X,X,X,O
JTZSILO,X,X,O,X,X,X,O
JTZSIOL,X,X,O,X,X,X,O
JTZSLIO,X,X,O,X,X,X,O
JTZSLOI,X,X,O,X,X,X,O
JTZSOIL,X,X,O,X,X,X,O
JTZSOLI,X,X,O,X,X,X,O
JTZOILS,O,O,X,X,X,X,O
JTZOISL,O,O,X,X,X,X,O
JTZOLIS,O,O,X,X,X,X,O
JTZOLSI,O,O,X,X,X,X,O
JTZOSIL,O,O,X,X,X,X,O
JTZOSLI,O,O,X,X,X,X,O
JTOILSZ,O,O,O,X,X,O,X
JTOILZS,O,O,X,X,X,O,X
JTOISLZ,O,O,O,X,X,O,X
JTOISZL,O,O,O,X,X,O,X
JTOIZLS,O,O,X,X,X,O,X
JTOIZSL,O,O,X,X,X,O,X
JTOLISZ,O,O,O,X,X,O,X
JTOLIZS,O,O,X,X,X,O,X
JTOLSIZ,O,O,O,X,X,O,X
JTOLSZI,O,O,O,X,X,O,X
JTOLZIS,O,O,X,X,X,O,X
JTOLZSI,O,O,X,X,X,O,X
JTOSILZ,O,O,O,X,X,O,X
JTOSIZL,O,O,O,X,X,O,X
JTOSLIZ,O,O,O,X,X,O,X
JTOSLZI,O,O,O,X,X,O,X
JTOSZIL,O,O,O,X,X,O,X
JTOSZLI,O,O,O,X,X,O,X
JTOZILS,O,O,X,X,X,O,X
JTOZISL,O,O,X,X,X,O,X
JTOZLIS,O,O,X,X,X,O,X
JTOZLSI,O,O,X,X,X,O,X
JTOZSIL,O,O,X,X,X,O,X
JTOZSLI,O,O,X,X,X,O,X
JITLSZO,X,X,O,O,O,X,X
JITLSOZ,X,X,O,X,O,O,X
JITLZSO,X,X,O,O,O,X,O
JITLZOS,O,O,X,X,X,X,O
JITLOSZ,O,O,O,X,O,O,X
JITLOZS,O,O,X,X,X,O,X
JITSLZO,X,X,O,O,O,X,X
JITSLOZ,X,X,O,X,O,O,X
JITSZLO,X,X,O,O,O,X,X
JITSZOL,X,X,O,X,O,X,X
JITSOLZ,X,X,O,X,O,O,X
JITSOZL,X,X,O,X,O,O,X
JITZLSO,X,X,O,O,O,X,O
JITZLOS,O,O,X,X,X,X,O
JITZSLO,X,X,O,O,O,X,O
JITZSOL,X,X,O,X,O,X,O
JITZOLS,O,O,X,X,X,X,O
JITZOSL,O,O,X,X,X,X,O
JITOLSZ,O,O,O,X,O,O,X
JITOLZS,O,O,X,X,X,O,X
JITOSLZ,O,O,O,X,O,O,X
JITOSZL,O,O,O,X,O,O,X
JITOZLS,O,O,X,X,X,O,X
JITOZSL,O,O,X,X,X,O,X
JILTSZO,X,X,O,O,O,X,X
JILTSOZ,X,X,O,X,O,O,X
JILTZSO,X,X,O,O,O,X,O
JILTZOS,O,O,X,X,X,X,O
JILTOSZ,O,O,O,X,O,O,X
JILTOZS,O,O,X,X,X,O,X
JILSTZO,X,X,O,O,O,X,X
JILSTOZ,X,X,O,X,O,O,X
JILSZTO,X,X,O,O,O,X,O
JILSZOT,O,O,O,O,O,O,O
JILSOTZ,O,O,O,X,O,O,X
JILSOZT,O,O,O,O,O,O,X
JILZTSO,X,X,O,O,O,X,O
JILZTOS,O,O,X,X,X,X,O
JILZSTO,X,X,O,O,O,X,O
JILZSOT,O,O,O,O,O,O,O
JILZOTS,O,O,X,X,X,O,O
JILZOST,O,O,O,O,O,O,O
JILOTSZ,O,O,O,X,O,O,X
JILOTZS,O,O,X,X,X,O,X
JILOSTZ,O,O,O,X,O,O,X
JILOSZT,O,O,O,O,O,O,X
JILOZTS,O,O,X,X,X,O,O
JILOZST,O,O,O,O,O,O,O
JISTLZO,X,X,O,O,O,X,X
JISTLOZ,X,X,O,X,O,O,X
JISTZLO,X,X,O,O,O,X,X
JISTZOL,X,X,O,X,O,X,X
JISTOLZ,X,X,O,X,O,O,X
JISTOZL,X,X,O,X,O,O,X
JISLTZO,X,X,O,O,O,X,X
JISLTOZ,X,X,O,X,O,O,X
JISLZTO,X,X,O,O,O,X,O
JISLZOT,O,O,O,O,O,O,O
JISLOTZ,O,O,O,X,O,O,X
JISLOZT,O,O,O,O,O,O,X
JISZTLO,X,X,O,O,O,X,O
JISZTOL,X,X,O,X,O,X,O
JISZLTO,X,X,O,O,O,X,O
JISZLOT,O,O,O,O,O,O,O
JISZOTL,O,O,O,X,O,O,O
JISZOLT,O,O,O,O,O,O,O
JISOTLZ,O,O,O,X,O,O,X
JISOTZL,O,O,O,X,O,O,X
JISOLTZ,O,O,O,X,O,O,X
JISOLZT,O,O,O,O,O,O,X
JISOZTL,O,O,O,X,O,O,X
JISOZLT,O,O,O,O,O,O,X
JIZTLSO,X,X,O,O,O,X,O
JIZTLOS,O,O,X,X,X,X,O
JIZTSLO,X,X,O,O,O,X,O
JIZTSOL,X,X,O,X,O,X,O
JIZTOLS,O,O,X,X,X,X,O
JIZTOSL,O,O,X,X,X,X,O
JIZLTSO,X,X,O,O,O,X,O
JIZLTOS,O,O,X,X,X,X,O
JIZLSTO,X,X,O,O,O,X,O
JIZLSOT,O,O,O,O,O,O,O
JIZLOTS,O,O,X,X,X,O,O
JIZLOST,O,O,O,O,O,O,O
JIZSTLO,X,X,O,O,O,X,O
JIZSTOL,X,X,O,X,O,X,O
JIZSLTO,X,X,O,O,O,X,O
JIZSLOT,O,O,O,O,O,O,O
JIZSOTL,O,O,O,X,O,O,O
JIZSOLT,O,O,O,O,O,O,O
JIZOTLS,O,O,X,X,X,O,O
JIZOTSL,O,O,X,X,X,O,O
JIZOLTS,O,O,X,X,X,O,O
JIZOLST,O,O,O,O,O,O,O
JIZOSTL,O,O,O,X,O,O,O
JIZOSLT,O,O,O,O,O,O,O
JIOTLSZ,O,O,O,X,O,O,X
JIOTLZS,O,O,X,X,X,O,X
JIOTSLZ,O,O,O,X,O,O,X
JIOTSZL,O,O,O,X,O,O,X
JIOTZLS,O,O,X,X,X,O,X
JIOTZSL,O,O,X,X,X,O,X
JIOLTSZ,O,O,O,X,O,O,X
JIOLTZS,O,O,X,X,X,O,X
JIOLSTZ,O,O,O,X,O,O,X
JIOLSZT,O,O,O,O,O,O,X
JIOLZTS,O,O,X,X,X,O,O
JIOLZST,O,O,O,O,O,O,O
JIOSTLZ,O,O,O,X,O,O,X
JIOSTZL,O,O,O,X,O,O,X
JIOSLTZ,O,O,O,X,O,O,X
JIOSLZT,O,O,O,O,O,O,X
JIOSZTL,O,O,O,X,O,O,X
JIOSZLT,O,O,O,O,O,O,X
JIOZTLS,O,O,X,X,X,O,O
JIOZTSL,O,O,X,X,X,O,O
JIOZLTS,O,O,X,X,X,O,O
JIOZLST,O,O,O,O,O,O,O
JIOZSTL,O,O,O,X,O,O,O
JIOZSLT,O,O,O,O,O,O,O
JLTISZO,X,X,O,O,O,X,X
JLTISOZ,X,X,O,X,O,O,X
JLTIZSO,X,X,O,O,O,X,O
JLTIZOS,O,O,X,X,X,X,O
JLTIOSZ,O,O,O,X,X,O,X
JLTIOZS,O,O,X,X,X,O,X
JLTSIZO,X,X,O,X,X,X,X
JLTSIOZ,X,X,O,X,X,O,X
JLTSZIO,X,X,O,X,X,X,X
JLTSZOI,X,X,O,X,X,X,X
JLTSOIZ,X,X,O,X,X,O,X
JLTSOZI,X,X,O,X,X,O,X
JLTZISO,X,X,O,O,O,X,O
JLTZIOS,O,O,X,X,X,X,O
JLTZSIO,X,X,O,X,X,X,O
JLTZSOI,X,X,O,X,X,X,O
JLTZOIS,O,O,X,X,X,X,O
JLTZOSI,O,O,X,X,X,X,O
JLTOISZ,O,O,O,X,X,O,X
JLTOIZS,O,O,X,X,X,O,X
JLTOSIZ,O,O,O,X,X,O,X
JLTOSZI,O,O,O,X,X,O,X
JLTOZIS,O,O,X,X,X,O,X
JLTOZSI,O,O,X,X,X,O,X
JLITSZO,X,X,O,O,O,X,X
JLITSOZ,X,X,O,X,O,O,X
JLITZSO,X,X,O,O,O,X,O
JLITZOS,O,O,X,X,X,X,O
JLITOSZ,O,O,O,X,X,O,X
JLITOZS,O,O,X,X,X,O,X
JLISTZO,X,X,O,O,O,X,X
JLISTOZ,X,X,O,X,O,O,X
JLISZTO,X,X,O,O,O,X,O
JLISZOT,O,O,O,O,O,O,O
JLISOTZ,O,O,O,X,O,O,X
JLISOZT,O,O,O,O,O,O,X
JLIZTSO,X,X,O,O,O,X,O
JLIZTOS,O,O,X,X,X,X,O
JLIZSTO,X,X,O,O,O,X,O
JLIZSOT,O,O,O,O,O,O,O
JLIZOTS,O,O,X,X,X,O,O
JLIZOST,O,O,O,O,O,O,O
JLIOTSZ,O,O,O,X,X,O,X
JLIOTZS,O,O,X,X,X,O,X
JLIOSTZ,O,O,O,X,O,O,X
JLIOSZT,O,O,O,O,O,O,X
JLIOZTS,O,O,X,X,X,O,O
JLIOZST,O,O,O,O,O,O,O
JLSTIZO,X,X,O,X,X,X,X
JLSTIOZ,X,X,O,X,X,O,X
JLSTZIO,X,X,O,X,X,X,X
JLSTZOI,X,X,O,X,X,X,X
JLSTOIZ,X,X,O,X,X,O,X
JLSTOZI,X,X,O,X,X,O,X
JLSITZO,X,X,O,O,O,X,X
JLSITOZ,X,X,O,X,O,O,X
JLSIZTO,X,X,O,O,O,X,O
JLSIZOT,O,O,O,O,O,O,O
JLSIOTZ,O,O,O,X,O,O,X
JLSIOZT,O,O,O,O,O,O,X
JLSZTIO,X,X,O,X,X,X,O
JLSZTOI,X,X,O,X,X,X,O
JLSZITO,X,X,O,O,O,X,O
JLSZIOT,O,O,O,O,O,O,O
JLSZOTI,O,O,O,X,X,O,O
JLSZOIT,O,O,O,X,X,O,O
JLSOTIZ,O,O,O,X,X,O,X
JLSOTZI,O,O,O,X,X,O,X
JLSOITZ,O,O,O,X,X,O,X
JLSOIZT,O,O,O,X,X,O,X
JLSOZTI,O,O,O,X,X,O,X
JLSOZIT,O,O,O,X,X,O,X
JLZTISO,X,X,O,O,O,X,O
JLZTIOS,O,O,X,X,X,X,O
JLZTSIO,X,X,O,X,X,X,O
JLZTSOI,X,X,O,X,X,X,O
JLZTOIS,O,O,X,X,X,X,O
JLZTOSI,O,O,X,X,X,X,O
JLZITSO,X,X,O,O,O,X,O
JLZITOS,O,O,X,X,X,X,O
JLZISTO,X,X,O,O,O,X,O
JLZISOT,O,O,O,O,O,O,O
JLZIOTS,O,O,X,X,X,O,O
JLZIOST,O,O,O,O,O,O,O
JLZSTIO,X,X,O,X,X,X,O
