sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SSITOLJZ,O,O,X,X,X,O,X,O,O
SSITOLZJ,O,O,X,X,X,O,X,O,O
SSITOJLZ,O,O,X,X,X,O,X,O,O
SSITOJZL,O,O,X,X,X,O,X,O,X
SSITOZLJ,O,O,X,X,X,O,X,O,O
SSITOZJL,O,O,X,X,X,O,X,O,O
SSILTJZO,O,O,O,X,X,O,X,O,X
SSILTJOZ,O,O,O,X,X,O,X,O,O
SSILTZJO,O,O,O,X,X,O,X,O,O
SSILTZOJ,O,O,O,X,X,O,X,O,O
SSILTOJZ,O,O,O,X,X,O,X,O,O
SSILTOZJ,O,O,O,X,X,O,X,O,O
SSILJTZO,O,O,O,X,X,O,X,O,X
SSILJTOZ,O,O,O,X,X,O,X,O,X
SSILJZTO,O,O,O,X,X,O,X,O,X
SSILJZOT,X,X,O,X,X,X,X,O,X
SSILJOTZ,O,O,O,X,X,O,X,X,X
SSILJOZT,O,X,O,X,X,X,X,X,X
SSILZTJO,O,X,O,X,X,O,X,O,O
SSILZTOJ,O,X,O,X,X,O,X,O,O
SSILZJTO,O,X,O,X,X,O,X,O,O
SSILZJOT,X,X,O,X,X,X,X,O,O
SSILZOTJ,X,X,O,X,X,O,X,O,O
SSILZOJT,X,X,O,X,X,X,X,O,O
SSILOTJZ,O,O,O,X,X,O,X,O,O
SSILOTZJ,O,O,O,X,X,O,X,O,O
SSILOJTZ,O,O,O,X,X,O,X,X,X
SSILOJZT,O,O,O,X,X,X,X,X,X
SSILOZTJ,O,X,O,X,X,O,X,O,O
SSILOZJT,O,X,O,X,X,X,X,O,O
SSIJTLZO,O,O,O,X,X,O,X,X,X
SSIJTLOZ,O,O,O,X,X,O,X,X,X
SSIJTZLO,O,O,O,X,X,X,X,X,X
SSIJTZOL,O,O,X,X,X,O,X,X,X
SSIJTOLZ,O,O,X,X,X,O,X,X,X
SSIJTOZL,O,O,X,X,X,O,X,X,X
SSIJLTZO,O,O,O,X,X,O,X,X,X
SSIJLTOZ,O,O,O,X,X,O,X,X,X
SSIJLZTO,O,O,O,X,X,O,X,X,X
SSIJLZOT,X,X,O,X,X,X,X,X,X
SSIJLOTZ,O,O,O,X,X,O,X,X,X
SSIJLOZT,O,X,O,X,X,X,X,X,X
SSIJZTLO,O,O,O,X,X,X,X,X,X
SSIJZTOL,O,O,X,X,X,O,X,X,X
SSIJZLTO,O,O,O,X,X,X,X,X,X
SSIJZLOT,X,X,O,X,X,X,X,X,X
SSIJZOTL,O,O,X,X,X,X,X,X,X
SSIJZOLT,O,X,X,X,X,X,X,X,X
SSIJOTLZ,O,O,X,X,X,O,X,X,X
SSIJOTZL,O,O,X,X,X,O,X,X,X
SSIJOLTZ,O,O,X,X,X,O,X,X,X
SSIJOLZT,O,X,X,X,X,X,X,X,X
SSIJOZTL,O,O,X,X,X,X,X,X,X
SSIJOZLT,O,X,X,X,X,X,X,X,X
SSIZTLJO,O,O,O,X,X,O,X,O,O
SSIZTLOJ,O,O,O,X,X,O,X,O,O
SSIZTJLO,O,O,O,X,X,X,X,O,O
SSIZTJOL,O,O,X,X,X,O,X,O,O
SSIZTOLJ,O,O,X,X,X,O,X,O,O
SSIZTOJL,O,O,X,X,X,O,X,O,O
SSIZLTJO,O,O,O,X,X,O,X,O,O
SSIZLTOJ,O,O,O,X,X,O,X,O,O
SSIZLJTO,O,X,O,X,X,O,X,O,O
SSIZLJOT,X,X,O,X,X,X,X,O,O
SSIZLOTJ,X,X,O,X,X,O,X,O,O
SSIZLOJT,X,X,O,X,X,X,X,O,O
SSIZJTLO,O,O,O,X,X,X,X,O,O
SSIZJTOL,O,O,X,X,X,O,X,O,O
SSIZJLTO,O,O,O,X,X,X,X,O,O
SSIZJLOT,X,X,O,X,X,X,X,O,O
SSIZJOTL,O,O,X,X,X,X,X,O,O
SSIZJOLT,O,X,X,X,X,X,X,O,O
SSIZOTLJ,O,O,X,X,X,O,X,O,O
SSIZOTJL,O,O,X,X,X,O,X,O,O
SSIZOLTJ,O,O,X,X,X,O,X,O,O
SSIZOLJT,O,X,X,X,X,X,X,O,O
SSIZOJTL,O,O,X,X,X,X,X,O,O
SSIZOJLT,O,O,X,X,X,X,X,O,O
SSIOTLJZ,O,O,X,X,X,O,X,O,O
SSIOTLZJ,O,O,X,X,X,O,X,O,O
SSIOTJLZ,O,O,X,X,X,O,X,O,O
SSIOTJZL,O,O,X,X,X,O,X,O,X
SSIOTZLJ,O,O,X,X,X,O,X,O,O
SSIOTZJL,O,O,X,X,X,O,X,O,O
SSIOLTJZ,O,O,X,X,X,O,X,O,O
SSIOLTZJ,O,O,X,X,X,O,X,O,O
SSIOLJTZ,O,O,X,X,X,O,X,X,X
SSIOLJZT,O,O,X,X,X,X,X,X,X
SSIOLZTJ,O,X,X,X,X,O,X,O,O
SSIOLZJT,O,X,X,X,X,X,X,O,O
SSIOJTLZ,O,O,X,X,X,O,X,X,X
SSIOJTZL,O,O,X,X,X,O,X,X,X
SSIOJLTZ,O,O,X,X,X,O,X,X,X
SSIOJLZT,O,O,X,X,X,X,X,X,X
SSIOJZTL,O,O,X,X,X,X,X,X,X
SSIOJZLT,O,O,X,X,X,X,X,X,X
SSIOZTLJ,O,O,X,X,X,O,X,O,O
SSIOZTJL,O,O,X,X,X,O,X,O,O
SSIOZLTJ,O,O,X,X,X,O,X,O,O
SSIOZLJT,O,X,X,X,X,X,X,O,O
SSIOZJTL,O,O,X,X,X,X,X,O,O
SSIOZJLT,O,O,X,X,X,X,X,O,O
SSLTIJZO,O,O,O,O,X,O,X,O,X
SSLTIJOZ,O,O,O,X,X,O,X,O,O
SSLTIZJO,O,O,O,O,X,O,X,O,O
SSLTIZOJ,O,O,O,O,X,O,X,O,O
SSLTIOJZ,O,O,O,X,X,O,X,O,O
SSLTIOZJ,O,O,O,O,X,O,X,O,O
SSLTJIZO,O,O,O,O,X,O,X,O,X
SSLTJIOZ,O,O,O,X,X,O,X,O,O
SSLTJZIO,O,O,O,O,X,O,X,O,O
SSLTJZOI,O,O,O,O,X,O,O,O,O
SSLTJOIZ,O,O,O,X,X,O,O,O,O
SSLTJOZI,O,O,O,X,X,O,O,O,O
SSLTZIJO,O,O,O,O,X,O,X,O,O
SSLTZIOJ,O,O,O,O,X,O,X,O,O
SSLTZJIO,O,O,O,O,X,O,X,O,O
SSLTZJOI,O,O,O,O,X,O,O,O,O
SSLTZOIJ,O,O,O,O,X,O,X,O,O
SSLTZOJI,O,O,O,O,X,O,X,O,O
SSLTOIJZ,O,O,O,X,X,O,X,O,O
SSLTOIZJ,O,O,O,O,X,O,X,O,O
SSLTOJIZ,O,O,O,X,X,O,X,O,O
SSLTOJZI,O,O,O,X,X,O,X,O,O
SSLTOZIJ,O,O,O,O,X,O,X,O,O
SSLTOZJI,O,O,O,O,X,O,X,O,O
SSLITJZO,O,O,O,O,X,O,X,O,X
SSLITJOZ,O,O,O,X,X,O,X,O,O
SSLITZJO,O,O,O,O,X,O,X,O,O
SSLITZOJ,O,O,O,O,X,O,X,O,O
SSLITOJZ,O,O,O,X,X,O,X,O,O
SSLITOZJ,O,O,O,O,X,O,X,O,O
SSLIJTZO,O,O,O,X,X,O,X,O,X
SSLIJTOZ,O,O,O,X,X,O,X,O,X
SSLIJZTO,O,O,O,X,X,O,X,O,X
SSLIJZOT,X,X,O,X,X,X,X,O,X
SSLIJOTZ,O,O,O,X,X,O,X,X,X
SSLIJOZT,O,X,O,X,X,X,X,X,X
SSLIZTJO,O,X,O,O,X,O,X,O,O
SSLIZTOJ,O,X,O,O,X,O,X,O,O
SSLIZJTO,O,X,O,O,X,O,X,O,O
SSLIZJOT,X,X,O,O,X,X,X,O,O
SSLIZOTJ,X,X,O,O,X,O,X,O,O
SSLIZOJT,X,X,O,O,X,X,X,O,O
SSLIOTJZ,O,O,O,O,X,O,X,O,O
SSLIOTZJ,O,O,O,O,X,O,X,O,O
SSLIOJTZ,O,O,O,X,X,O,X,X,X
SSLIOJZT,O,O,O,X,X,X,X,X,X
SSLIOZTJ,O,X,O,O,X,O,X,O,O
SSLIOZJT,O,X,O,O,X,X,X,O,O
SSLJTIZO,O,O,O,X,X,O,X,O,X
SSLJTIOZ,O,O,O,X,X,O,X,O,O
SSLJTZIO,O,O,O,X,X,O,X,O,O
SSLJTZOI,O,O,O,X,X,O,O,O,O
SSLJTOIZ,O,O,O,X,X,O,O,O,O
SSLJTOZI,O,O,O,X,X,O,O,O,O
SSLJITZO,O,O,O,X,X,O,X,O,X
SSLJITOZ,O,O,O,X,X,O,X,O,X
SSLJIZTO,O,O,O,X,X,O,X,O,X
SSLJIZOT,X,X,O,X,X,X,X,O,X
SSLJIOTZ,O,O,O,X,X,O,X,X,X
SSLJIOZT,O,X,O,X,X,X,X,X,X
SSLJZTIO,O,O,O,X,X,O,X,O,O
SSLJZTOI,O,O,O,X,X,O,O,O,O
SSLJZITO,O,O,O,X,X,O,X,O,O
SSLJZIOT,X,X,O,X,X,X,X,O,O
SSLJZOTI,X,X,O,X,X,X,X,O,O
SSLJZOIT,X,X,O,X,X,X,X,O,O
SSLJOTIZ,O,O,O,X,X,O,X,O,O
SSLJOTZI,O,O,O,X,X,O,X,O,O
SSLJOITZ,O,O,O,X,X,O,X,X,X
SSLJOIZT,O,O,O,X,X,X,X,X,X
SSLJOZTI,O,O,O,X,X,X,X,O,O
SSLJOZIT,O,O,O,X,X,X,X,O,O
SSLZTIJO,O,O,O,O,X,O,X,O,O
SSLZTIOJ,O,O,O,O,X,O,X,O,O
SSLZTJIO,O,O,O,O,X,O,X,O,O
SSLZTJOI,O,O,O,O,X,O,O,O,O
SSLZTOIJ,O,O,O,O,X,O,X,O,O
SSLZTOJI,O,O,O,O,X,O,X,O,O
SSLZITJO,O,O,O,O,X,O,X,O,O
SSLZITOJ,O,O,O,O,X,O,X,O,O
SSLZIJTO,O,X,O,O,X,O,X,O,O
SSLZIJOT,X,X,O,O,X,X,X,O,O
SSLZIOTJ,X,X,O,O,X,O,X,O,O
SSLZIOJT,X,X,O,O,X,X,X,O,O
SSLZJTIO,O,O,O,O,X,O,X,O,O
SSLZJTOI,O,O,O,O,X,O,O,O,O
SSLZJITO,O,O,O,O,X,O,X,O,O
SSLZJIOT,X,X,O,O,X,X,X,O,O
SSLZJOTI,X,X,O,O,X,X,X,O,O
SSLZJOIT,X,X,O,O,X,X,X,O,O
SSLZOTIJ,X,O,O,O,X,O,X,O,O
SSLZOTJI,X,O,O,O,X,O,X,O,O
SSLZOITJ,X,O,O,O,X,O,X,O,O
SSLZOIJT,X,X,O,O,X,X,X,O,O
SSLZOJTI,X,O,O,O,X,X,X,O,O
SSLZOJIT,X,O,O,O,X,X,X,O,O
SSLOTIJZ,O,O,O,O,X,O,X,O,O
SSLOTIZJ,O,O,O,O,X,O,X,O,O
SSLOTJIZ,O,O,O,O,X,O,X,O,O
SSLOTJZI,O,O,O,O,X,O,X,O,O
SSLOTZIJ,O,O,O,O,X,O,X,O,O
SSLOTZJI,O,O,O,O,X,O,X,O,O
SSLOITJZ,O,O,O,O,X,O,X,O,O
SSLOITZJ,O,O,O,O,X,O,X,O,O
SSLOIJTZ,O,O,O,X,X,O,X,X,X
SSLOIJZT,O,O,O,X,X,X,X,X,X
SSLOIZTJ,O,X,O,O,X,O,X,O,O
SSLOIZJT,O,X,O,O,X,X,X,O,O
SSLOJTIZ,O,O,O,X,X,O,X,O,O
SSLOJTZI,O,O,O,X,X,O,X,O,O
SSLOJITZ,O,O,O,X,X,O,X,X,X
SSLOJIZT,O,O,O,X,X,X,X,X,X
SSLOJZTI,O,O,O,X,X,X,X,O,O
SSLOJZIT,O,O,O,X,X,X,X,O,O
SSLOZTIJ,O,O,O,O,X,O,X,O,O
SSLOZTJI,O,O,O,O,X,O,X,O,O
SSLOZITJ,O,O,O,O,X,O,X,O,O
SSLOZIJT,O,X,O,O,X,X,X,O,O
SSLOZJTI,O,O,O,O,X,X,X,O,O
SSLOZJIT,O,O,O,O,X,X,X,O,O
SSJTILZO,O,O,O,X,X,O,X,O,X
SSJTILOZ,O,O,O,X,X,O,X,O,O
SSJTIZLO,O,O,O,X,X,X,X,O,X
SSJTIZOL,O,O,X,X,X,O,X,O,X
SSJTIOLZ,O,O,X,X,X,O,X,O,O
SSJTIOZL,O,O,X,X,X,O,X,O,X
SSJTLIZO,O,O,O,X,X,O,X,O,X
SSJTLIOZ,O,O,O,X,X,O,X,O,O
SSJTLZIO,O,O,O,X,X,O,X,O,O
SSJTLZOI,O,O,O,X,X,O,O,O,O
SSJTLOIZ,O,O,O,X,X,O,O,O,O
SSJTLOZI,O,O,O,X,X,O,O,O,O
SSJTZILO,O,O,O,X,X,X,X,O,O
SSJTZIOL,O,O,X,X,O,O,X,O,O
SSJTZLIO,O,O,O,X,X,O,X,O,O
SSJTZLOI,O,O,O,X,O,O,O,O,O
SSJTZOIL,O,O,X,X,O,O,X,O,O
SSJTZOLI,O,O,O,X,O,O,X,O,O
SSJTOILZ,O,O,X,X,X,O,X,O,O
SSJTOIZL,O,O,X,X,O,O,X,O,X
SSJTOLIZ,O,O,O,X,X,O,X,O,O
SSJTOLZI,O,O,O,X,X,O,X,O,O
SSJTOZIL,O,O,X,X,O,O,X,O,O
SSJTOZLI,O,O,O,X,O,O,X,O,O
SSJITLZO,O,O,O,X,X,O,X,X,X
SSJITLOZ,O,O,O,X,X,O,X,X,X
SSJITZLO,O,O,O,X,X,X,X,X,X
SSJITZOL,O,O,X,X,X,O,X,X,X
SSJITOLZ,O,O,X,X,X,O,X,X,X
SSJITOZL,O,O,X,X,X,O,X,X,X
SSJILTZO,O,O,O,X,X,O,X,X,X
SSJILTOZ,O,O,O,X,X,O,X,X,X
SSJILZTO,O,O,O,X,X,O,X,X,X
SSJILZOT,X,X,O,X,X,X,X,X,X
SSJILOTZ,O,O,O,X,X,O,X,X,X
SSJILOZT,O,X,O,X,X,X,X,X,X
SSJIZTLO,O,O,O,X,X,X,X,X,X
SSJIZTOL,O,O,X,X,X,O,X,X,X
SSJIZLTO,O,O,O,X,X,X,X,X,X
SSJIZLOT,X,X,O,X,X,X,X,X,X
SSJIZOTL,O,O,X,X,X,X,X,X,X
SSJIZOLT,O,X,X,X,X,X,X,X,X
SSJIOTLZ,O,O,X,X,X,O,X,X,X
SSJIOTZL,O,O,X,X,X,O,X,X,X
SSJIOLTZ,O,O,X,X,X,O,X,X,X
SSJIOLZT,O,X,X,X,X,X,X,X,X
SSJIOZTL,O,O,X,X,X,X,X,X,X
SSJIOZLT,O,X,X,X,X,X,X,X,X
SSJLTIZO,O,O,O,X,X,O,X,O,X
SSJLTIOZ,O,O,O,X,X,O,X,O,O
SSJLTZIO,O,O,O,X,X,O,X,O,O
SSJLTZOI,O,O,O,X,X,O,O,O,O
SSJLTOIZ,O,O,O,X,X,O,O,O,O
SSJLTOZI,O,O,O,X,X,O,O,O,O
SSJLITZO,O,O,O,X,X,O,X,O,X
SSJLITOZ,O,O,O,X,X,O,X,O,X
SSJLIZTO,O,O,O,X,X,O,X,O,X
SSJLIZOT,X,X,O,X,X,X,X,O,X
SSJLIOTZ,O,O,O,X,X,O,X,X,X
SSJLIOZT,O,X,O,X,X,X,X,X,X
SSJLZTIO,O,O,O,X,X,O,X,O,O
SSJLZTOI,O,O,O,X,X,O,O,O,O
SSJLZITO,O,O,O,X,X,O,X,O,O
SSJLZIOT,X,X,O,X,X,X,X,O,O
SSJLZOTI,X,X,O,X,X,X,X,O,O
SSJLZOIT,X,X,O,X,X,X,X,O,O
SSJLOTIZ,O,O,O,X,X,O,X,O,O
SSJLOTZI,O,O,O,X,X,O,X,O,O
SSJLOITZ,O,O,O,X,X,O,X,X,X
SSJLOIZT,O,O,O,X,X,X,X,X,X
SSJLOZTI,O,O,O,X,X,X,X,O,O
SSJLOZIT,O,O,O,X,X,X,X,O,O
SSJZTILO,O,O,O,X,X,X,X,O,O
SSJZTIOL,O,O,X,X,O,O,X,O,O
SSJZTLIO,O,O,O,X,X,O,X,O,O
SSJZTLOI,O,O,O,X,O,O,X,O,O
SSJZTOIL,O,O,X,X,O,O,X,O,O
SSJZTOLI,O,O,O,X,O,O,X,O,O
SSJZITLO,O,O,O,X,X,X,X,O,O
SSJZITOL,O,O,X,X,O,O,X,O,O
SSJZILTO,O,O,O,X,X,X,X,O,O
SSJZILOT,X,X,O,X,X,X,X,O,O
SSJZIOTL,O,O,X,X,O,X,X,O,O
SSJZIOLT,O,X,X,X,O,X,X,O,O
SSJZLTIO,O,O,O,X,X,O,X,O,O
SSJZLTOI,O,O,O,X,O,O,X,O,O
SSJZLITO,O,O,O,X,X,O,X,O,O
SSJZLIOT,X,X,O,X,X,X,X,O,O
SSJZLOTI,X,X,O,X,O,X,X,O,O
SSJZLOIT,X,X,O,X,O,X,X,O,O
SSJZOTIL,O,O,X,X,O,X,X,O,O
SSJZOTLI,O,O,O,X,O,X,X,O,O
SSJZOITL,O,O,X,X,O,X,X,O,O
SSJZOILT,O,O,X,X,O,X,X,O,O
SSJZOLTI,O,O,O,X,O,X,X,O,O
SSJZOLIT,O,O,O,X,O,X,X,O,O
SSJOTILZ,O,O,X,X,X,O,X,O,O
SSJOTIZL,O,O,X,X,O,O,X,O,X
SSJOTLIZ,O,O,O,X,X,O,X,O,O
SSJOTLZI,O,O,O,X,X,O,X,O,O
SSJOTZIL,O,O,X,X,O,O,X,O,O
SSJOTZLI,O,O,O,X,O,O,X,O,O
SSJOITLZ,O,O,X,X,X,O,X,X,X
SSJOITZL,O,O,X,X,O,O,X,X,X
SSJOILTZ,O,O,X,X,X,O,X,X,X
SSJOILZT,O,O,X,X,X,X,X,X,X
SSJOIZTL,O,O,X,X,O,X,X,X,X
SSJOIZLT,O,O,X,X,O,X,X,X,X
SSJOLTIZ,O,O,O,X,X,O,X,O,O
SSJOLTZI,O,O,O,X,X,O,X,O,O
SSJOLITZ,O,O,O,X,X,O,X,X,X
SSJOLIZT,O,O,O,X,X,X,X,X,X
SSJOLZTI,O,O,O,X,X,X,X,O,O
SSJOLZIT,O,O,O,X,X,X,X,O,O
SSJOZTIL,O,O,X,X,O,X,X,O,O
SSJOZTLI,O,O,O,X,O,X,X,O,O
SSJOZITL,O,O,X,X,O,X,X,O,O
SSJOZILT,O,O,X,X,O,X,X,O,O
SSJOZLTI,O,O,O,X,O,X,X,O,O
SSJOZLIT,O,O,O,X,O,X,X,O,O
SSZTILJO,O,O,O,O,X,O,X,O,O
SSZTILOJ,O,O,O,O,X,O,X,O,O
SSZTIJLO,O,O,O,O,X,X,X,O,O
SSZTIJOL,O,O,X,O,O,O,X,O,O
SSZTIOLJ,O,O,X,X,X,O,X,O,O
SSZTIOJL,O,O,X,O,X,O,X,O,O
SSZTLIJO,O,O,O,O,X,O,X,O,O
SSZTLIOJ,O,O,O,O,X,O,X,O,O
SSZTLJIO,O,O,O,O,X,O,X,O,O
SSZTLJOI,O,O,O,O,O,O,X,O,O
SSZTLOIJ,O,O,O,O,X,O,X,O,O
SSZTLOJI,O,O,O,O,X,O,X,O,O
SSZTJILO,O,O,O,O,X,X,X,O,O
SSZTJIOL,O,O,X,O,O,O,X,O,O
SSZTJLIO,O,O,O,O,X,O,X,O,O
SSZTJLOI,O,O,O,O,O,O,X,O,O
SSZTJOIL,O,O,X,O,O,O,X,O,O
SSZTJOLI,O,O,O,O,O,O,X,O,O
SSZTOILJ,O,O,X,X,X,O,X,O,O
SSZTOIJL,O,O,X,O,X,O,X,O,O
SSZTOLIJ,O,O,O,O,X,O,X,O,O
SSZTOLJI,O,O,O,O,X,O,X,O,O
SSZTOJIL,O,O,X,O,O,O,X,O,O
SSZTOJLI,O,O,O,O,O,O,X,O,O
SSZITLJO,O,O,O,X,X,O,X,O,O
SSZITLOJ,O,O,O,X,X,O,X,O,O
SSZITJLO,O,O,O,X,X,X,X,O,O
SSZITJOL,O,O,X,X,O,O,X,O,O
SSZITOLJ,O,O,X,X,X,O,X,O,O
SSZITOJL,O,O,X,X,X,O,X,O,O
SSZILTJO,O,O,O,X,X,O,X,O,O
SSZILTOJ,O,O,O,X,X,O,X,O,O
SSZILJTO,O,X,O,X,X,O,X,O,O
SSZILJOT,X,X,O,X,X,X,X,O,O
SSZILOTJ,X,X,O,X,X,O,X,O,O
SSZILOJT,X,X,O,X,X,X,X,O,O
SSZIJTLO,O,O,O,X,X,X,X,O,O
SSZIJTOL,O,O,X,X,O,O,X,O,O
SSZIJLTO,O,O,O,X,X,X,X,O,O
SSZIJLOT,X,X,O,X,X,X,X,O,O
SSZIJOTL,O,O,X,X,O,X,X,O,O
SSZIJOLT,O,X,X,X,O,X,X,O,O
SSZIOTLJ,O,O,X,X,X,O,X,O,O
SSZIOTJL,O,O,X,X,X,O,X,O,O
SSZIOLTJ,O,O,X,X,X,O,X,O,O
SSZIOLJT,O,X,X,X,X,X,X,O,O
SSZIOJTL,O,O,X,X,O,X,X,O,O
SSZIOJLT,O,O,X,X,O,X,X,O,O
SSZLTIJO,O,O,O,O,X,O,X,O,O
SSZLTIOJ,O,O,O,O,X,O,X,O,O
SSZLTJIO,O,O,O,O,X,O,X,O,O
SSZLTJOI,O,O,O,O,O,O,X,O,O
SSZLTOIJ,O,O,O,O,X,O,X,O,O
SSZLTOJI,O,O,O,O,X,O,X,O,O
SSZLITJO,O,O,O,O,X,O,X,O,O
SSZLITOJ,O,O,O,O,X,O,X,O,O
SSZLIJTO,O,X,O,O,X,O,X,O,O
SSZLIJOT,X,X,O,O,X,X,X,O,O
SSZLIOTJ,X,X,O,O,X,O,X,O,O
SSZLIOJT,X,X,O,O,X,X,X,O,O
SSZLJTIO,O,O,O,O,X,O,X,O,O
SSZLJTOI,O,O,O,O,O,O,X,O,O
SSZLJITO,O,O,O,O,X,O,X,O,O
SSZLJIOT,X,X,O,O,X,X,X,O,O
SSZLJOTI,X,X,O,O,O,X,X,O,O
SSZLJOIT,X,X,O,O,O,X,X,O,O
SSZLOTIJ,X,O,O,O,X,O,X,O,O
SSZLOTJI,X,O,O,O,X,O,X,O,O
SSZLOITJ,X,O,O,O,X,O,X,O,O
SSZLOIJT,X,X,O,O,X,X,X,O,O
SSZLOJTI,X,O,O,O,O,X,X,O,O
SSZLOJIT,X,O,O,O,O,X,X,O,O
SSZJTILO,O,O,O,O,X,X,X,O,O
SSZJTIOL,O,O,X,O,O,O,X,O,O
SSZJTLIO,O,O,O,O,X,O,X,O,O
SSZJTLOI,O,O,O,O,O,O,X,O,O
SSZJTOIL,O,O,X,O,O,O,X,O,O
SSZJTOLI,O,O,O,O,O,O,X,O,O
SSZJITLO,O,O,O,X,X,X,X,O,O
SSZJITOL,O,O,X,X,O,O,X,O,O
SSZJILTO,O,O,O,X,X,X,X,O,O
SSZJILOT,X,X,O,X,X,X,X,O,O
SSZJIOTL,O,O,X,X,O,X,X,O,O
SSZJIOLT,O,X,X,X,O,X,X,O,O
SSZJLTIO,O,O,O,O,X,O,X,O,O
SSZJLTOI,O,O,O,O,O,O,X,O,O
SSZJLITO,O,O,O,O,X,O,X,O,O
SSZJLIOT,X,X,O,O,X,X,X,O,O
SSZJLOTI,X,X,O,O,O,X,X,O,O
SSZJLOIT,X,X,O,O,O,X,X,O,O
SSZJOTIL,O,O,X,O,O,X,X,O,O
SSZJOTLI,O,O,O,O,O,X,X,O,O
SSZJOITL,O,O,X,X,O,X,X,O,O
SSZJOILT,O,O,X,X,O,X,X,O,O
SSZJOLTI,O,O,O,O,O,X,X,O,O
SSZJOLIT,O,O,O,O,O,X,X,O,O
SSZOTILJ,O,O,X,O,X,O,X,O,O
SSZOTIJL,O,O,X,O,X,O,X,O,O
SSZOTLIJ,O,O,O,O,X,O,X,O,O
SSZOTLJI,O,O,O,O,X,O,X,O,O
SSZOTJIL,O,O,X,O,O,O,X,O,O
SSZOTJLI,O,O,O,O,O,O,X,O,O
SSZOITLJ,O,O,X,X,X,O,X,O,O
SSZOITJL,O,O,X,X,X,O,X,O,O
SSZOILTJ,O,O,X,X,X,O,X,O,O
SSZOILJT,O,X,X,X,X,X,X,O,O
SSZOIJTL,O,O,X,X,O,X,X,O,O
SSZOIJLT,O,O,X,X,O,X,X,O,O
SSZOLTIJ,O,O,O,O,X,O,X,O,O
SSZOLTJI,O,O,O,O,X,O,X,O,O
SSZOLITJ,O,O,O,O,X,O,X,O,O
SSZOLIJT,O,X,O,O,X,X,X,O,O
SSZOLJTI,O,O,O,O,O,X,X,O,O
SSZOLJIT,O,O,O,O,O,X,X,O,O
SSZOJTIL,O,O,X,O,O,X,X,O,O
SSZOJTLI,O,O,O,O,O,X,X,O,O
SSZOJITL,O,O,X,X,O,X,X,O,O
SSZOJILT,O,O,X,X,O,X,X,O,O
SSZOJLTI,O,O,O,O,O,X,X,O,O
SSZOJLIT,O,O,O,O,O,X,X,O,O
SSOTILJZ,O,O,X,O,X,O,X,O,O
SSOTILZJ,O,O,X,O,X,O,X,O,O
SSOTIJLZ,O,O,X,O,X,O,X,O,O
SSOTIJZL,O,O,X,O,X,O,X,O,X
SSOTIZLJ,O,O,X,O,X,O,X,O,O
SSOTIZJL,O,O,X,O,X,O,X,O,O
SSOTLIJZ,O,O,O,O,X,O,X,O,O
SSOTLIZJ,O,O,O,O,X,O,X,O,O
SSOTLJIZ,O,O,O,O,X,O,X,O,O
SSOTLJZI,O,O,O,O,X,O,X,O,O
SSOTLZIJ,O,O,O,O,X,O,X,O,O
SSOTLZJI,O,O,O,O,X,O,X,O,O
SSOTJILZ,O,O,X,O,X,O,X,O,O
SSOTJIZL,O,O,X,O,X,O,X,O,X
SSOTJLIZ,O,O,O,O,X,O,X,O,O
SSOTJLZI,O,O,O,O,X,O,X,O,O
SSOTJZIL,O,O,X,O,X,O,X,O,O
SSOTJZLI,O,O,O,O,X,O,X,O,O
SSOTZILJ,O,O,X,O,X,O,X,O,O
SSOTZIJL,O,O,X,O,X,O,X,O,O
SSOTZLIJ,O,O,O,O,X,O,X,O,O
SSOTZLJI,O,O,O,O,X,O,X,O,O
SSOTZJIL,O,O,X,O,X,O,X,O,O
SSOTZJLI,O,O,O,O,X,O,X,O,O
SSOITLJZ,O,O,X,X,X,O,X,O,O
SSOITLZJ,O,O,X,X,X,O,X,O,O
SSOITJLZ,O,O,X,X,X,O,X,O,O
SSOITJZL,O,O,X,X,X,O,X,O,X
SSOITZLJ,O,O,X,X,X,O,X,O,O
SSOITZJL,O,O,X,X,X,O,X,O,O
SSOILTJZ,O,O,X,X,X,O,X,O,O
SSOILTZJ,O,O,X,X,X,O,X,O,O
SSOILJTZ,O,O,X,X,X,O,X,X,X
SSOILJZT,O,O,X,X,X,X,X,X,X
SSOILZTJ,O,X,X,X,X,O,X,O,O
SSOILZJT,O,X,X,X,X,X,X,O,O
SSOIJTLZ,O,O,X,X,X,O,X,X,X
