sequence,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGGgBZmBtmB0iB6o?B/qBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBtlB0hBxiBGo?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je2EJvhGRgB3hB9oBSqB0n?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB3iB9oB0kBCm?BXrBzsB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmBXjBTlBer?BctB6sB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBumB9nBTjByq?BXtB0qB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGRgBtmB0iB2qBSt?BzqBXtB,v115@RhA8EeA8CeC8BeB8BeA8Jem/IvhGRhB9nBTjB0kBCm?BXrBXtB,v115@RhA8EeA8CeC8BeB8BeA8Je/EJvhGalBRhB9nBTjBuq?BcrBXtB
SIJSTOLZ,O,O,X,X,X,O,X,X,X
SIJSTOZL,O,O,X,X,X,O,X,X,X
SIJSLTZO,O,O,O,X,X,O,X,X,X
SIJSLTOZ,O,O,O,X,X,O,X,X,X
SIJSLZTO,O,O,O,X,X,O,X,X,X
SIJSLZOT,X,X,O,X,X,X,X,X,X
SIJSLOTZ,O,O,O,X,X,O,X,X,X
SIJSLOZT,O,X,O,X,X,X,X,X,X
SIJSZTLO,O,O,O,X,X,X,X,X,X
SIJSZTOL,O,O,X,X,X,O,X,X,X
SIJSZLTO,O,O,O,X,X,X,X,X,X
SIJSZLOT,X,X,O,X,X,X,X,X,X
SIJSZOTL,O,O,X,X,X,X,X,X,X
SIJSZOLT,O,X,X,X,X,X,X,X,X
SIJSOTLZ,O,O,X,X,X,O,X,X,X
SIJSOTZL,O,O,X,X,X,O,X,X,X
SIJSOLTZ,O,O,X,X,X,O,X,X,X
SIJSOLZT,O,X,X,X,X,X,X,X,X
SIJSOZTL,O,O,X,X,X,X,X,X,X
SIJSOZLT,O,X,X,X,X,X,X,X,X
SIJZTLSO,X,O,O,X,X,X,X,X,X
SIJZTLOS,X,X,O,X,X,X,X,X,X
SIJZTSLO,X,O,O,X,X,X,X,X,X
SIJZTSOL,X,O,X,X,O,O,X,X,X
SIJZTOLS,X,X,X,X,O,X,X,X,X
SIJZTOSL,X,O,X,X,O,X,X,X,X
SIJZLTSO,X,O,O,X,X,X,X,X,X
SIJZLTOS,X,X,O,X,X,X,X,X,X
SIJZLSTO,X,O,O,X,X,X,X,X,X
SIJZLSOT,X,X,O,X,X,X,X,X,X
SIJZLOTS,X,X,O,X,X,X,X,X,X
SIJZLOST,X,X,O,X,X,X,X,X,X
SIJZSTLO,X,O,O,X,X,X,X,X,X
SIJZSTOL,X,O,X,X,O,O,X,X,X
SIJZSLTO,X,O,O,X,X,X,X,X,X
SIJZSLOT,X,X,O,X,X,X,X,X,X
SIJZSOTL,X,O,X,X,O,X,X,X,X
SIJZSOLT,X,X,X,X,O,X,X,X,X
SIJZOTLS,X,X,X,X,O,X,X,X,X
SIJZOTSL,X,O,X,X,O,X,X,X,X
SIJZOLTS,X,X,X,X,O,X,X,X,X
SIJZOLST,X,X,X,X,O,X,X,X,X
SIJZOSTL,X,O,X,X,O,X,X,X,X
SIJZOSLT,X,X,X,X,O,X,X,X,X
SIJOTLSZ,O,X,X,X,X,X,X,X,X
SIJOTLZS,O,X,X,X,O,X,X,X,X
SIJOTSLZ,O,O,X,X,X,O,X,X,X
SIJOTSZL,O,O,X,X,O,O,X,X,X
SIJOTZLS,O,X,X,X,O,X,X,X,X
SIJOTZSL,O,O,X,X,O,X,X,X,X
SIJOLTSZ,O,X,X,X,X,X,X,X,X
SIJOLTZS,O,X,X,X,O,X,X,X,X
SIJOLSTZ,O,O,X,X,X,X,X,X,X
SIJOLSZT,O,X,X,X,X,X,X,X,X
SIJOLZTS,X,X,X,X,O,X,X,X,X
SIJOLZST,X,X,X,X,O,X,X,X,X
SIJOSTLZ,O,O,X,X,X,O,X,X,X
SIJOSTZL,O,O,X,X,O,O,X,X,X
SIJOSLTZ,O,O,X,X,X,X,X,X,X
SIJOSLZT,O,X,X,X,X,X,X,X,X
SIJOSZTL,O,O,X,X,O,X,X,X,X
SIJOSZLT,O,X,X,X,O,X,X,X,X
SIJOZTLS,X,X,X,X,O,X,X,X,X
SIJOZTSL,X,O,X,X,O,X,X,X,X
SIJOZLTS,X,X,X,X,O,X,X,X,X
SIJOZLST,X,X,X,X,O,X,X,X,X
SIJOZSTL,X,O,X,X,O,X,X,X,X
SIJOZSLT,X,X,X,X,O,X,X,X,X
SISTLJZO,O,O,O,X,X,O,X,O,X
SISTLJOZ,O,O,O,X,X,O,X,O,O
SISTLZJO,O,O,O,X,X,O,X,O,O
SISTLZOJ,O,O,O,X,X,O,X,O,O
SISTLOJZ,O,O,O,X,X,O,X,O,O
SISTLOZJ,O,O,O,X,X,O,X,O,O
SISTJLZO,O,O,O,X,X,O,X,O,X
SISTJLOZ,O,O,O,X,X,O,X,O,O
SISTJZLO,O,O,O,X,X,X,X,O,X
SISTJZOL,O,O,X,X,X,O,X,O,X
SISTJOLZ,O,O,X,X,X,O,X,O,O
SISTJOZL,O,O,X,X,X,O,X,O,X
SISTZLJO,O,O,O,X,X,O,X,O,O
SISTZLOJ,O,O,O,X,X,O,X,O,O
SISTZJLO,O,O,O,X,X,X,X,O,O
SISTZJOL,O,O,X,X,X,O,X,O,O
SISTZOLJ,O,O,X,X,X,O,X,O,O
SISTZOJL,O,O,X,X,X,O,X,O,O
SISTOLJZ,O,O,X,X,X,O,X,O,O
SISTOLZJ,O,O,X,X,X,O,X,O,O
SISTOJLZ,O,O,X,X,X,O,X,O,O
SISTOJZL,O,O,X,X,X,O,X,O,X
SISTOZLJ,O,O,X,X,X,O,X,O,O
SISTOZJL,O,O,X,X,X,O,X,O,O
SISLTJZO,O,O,O,X,X,O,X,O,X
SISLTJOZ,O,O,O,X,X,O,X,O,O
SISLTZJO,O,O,O,X,X,O,X,O,O
SISLTZOJ,O,O,O,X,X,O,X,O,O
SISLTOJZ,O,O,O,X,X,O,X,O,O
SISLTOZJ,O,O,O,X,X,O,X,O,O
SISLJTZO,O,O,O,X,X,O,X,O,X
SISLJTOZ,O,O,O,X,X,O,X,O,X
SISLJZTO,O,O,O,X,X,O,X,O,X
SISLJZOT,X,X,O,X,X,X,X,O,X
SISLJOTZ,O,O,O,X,X,O,X,X,X
SISLJOZT,O,X,O,X,X,X,X,X,X
SISLZTJO,O,X,O,X,X,O,X,O,O
SISLZTOJ,O,X,O,X,X,O,X,O,O
SISLZJTO,O,X,O,X,X,O,X,O,O
SISLZJOT,X,X,O,X,X,X,X,O,O
SISLZOTJ,X,X,O,X,X,O,X,O,O
SISLZOJT,X,X,O,X,X,X,X,O,O
SISLOTJZ,O,O,O,X,X,O,X,O,O
SISLOTZJ,O,O,O,X,X,O,X,O,O
SISLOJTZ,O,O,O,X,X,O,X,X,X
SISLOJZT,O,O,O,X,X,X,X,X,X
SISLOZTJ,O,X,O,X,X,O,X,O,O
SISLOZJT,O,X,O,X,X,X,X,O,O
SISJTLZO,O,O,O,X,X,O,X,X,X
SISJTLOZ,O,O,O,X,X,O,X,X,X
SISJTZLO,O,O,O,X,X,X,X,X,X
SISJTZOL,O,O,X,X,X,O,X,X,X
SISJTOLZ,O,O,X,X,X,O,X,X,X
SISJTOZL,O,O,X,X,X,O,X,X,X
SISJLTZO,O,O,O,X,X,O,X,X,X
SISJLTOZ,O,O,O,X,X,O,X,X,X
SISJLZTO,O,O,O,X,X,O,X,X,X
SISJLZOT,X,X,O,X,X,X,X,X,X
SISJLOTZ,O,O,O,X,X,O,X,X,X
SISJLOZT,O,X,O,X,X,X,X,X,X
SISJZTLO,O,O,O,X,X,X,X,X,X
SISJZTOL,O,O,X,X,X,O,X,X,X
SISJZLTO,O,O,O,X,X,X,X,X,X
SISJZLOT,X,X,O,X,X,X,X,X,X
SISJZOTL,O,O,X,X,X,X,X,X,X
SISJZOLT,O,X,X,X,X,X,X,X,X
SISJOTLZ,O,O,X,X,X,O,X,X,X
SISJOTZL,O,O,X,X,X,O,X,X,X
SISJOLTZ,O,O,X,X,X,O,X,X,X
SISJOLZT,O,X,X,X,X,X,X,X,X
SISJOZTL,O,O,X,X,X,X,X,X,X
SISJOZLT,O,X,X,X,X,X,X,X,X
SISZTLJO,O,O,O,X,X,O,X,O,O
SISZTLOJ,O,O,O,X,X,O,X,O,O
SISZTJLO,O,O,O,X,X,X,X,O,O
SISZTJOL,O,O,X,X,X,O,X,O,O
SISZTOLJ,O,O,X,X,X,O,X,O,O
SISZTOJL,O,O,X,X,X,O,X,O,O
SISZLTJO,O,O,O,X,X,O,X,O,O
SISZLTOJ,O,O,O,X,X,O,X,O,O
SISZLJTO,O,X,O,X,X,O,X,O,O
SISZLJOT,X,X,O,X,X,X,X,O,O
SISZLOTJ,X,X,O,X,X,O,X,O,O
SISZLOJT,X,X,O,X,X,X,X,O,O
SISZJTLO,O,O,O,X,X,X,X,O,O
SISZJTOL,O,O,X,X,X,O,X,O,O
SISZJLTO,O,O,O,X,X,X,X,O,O
SISZJLOT,X,X,O,X,X,X,X,O,O
SISZJOTL,O,O,X,X,X,X,X,O,O
SISZJOLT,O,X,X,X,X,X,X,O,O
SISZOTLJ,O,O,X,X,X,O,X,O,O
SISZOTJL,O,O,X,X,X,O,X,O,O
SISZOLTJ,O,O,X,X,X,O,X,O,O
SISZOLJT,O,X,X,X,X,X,X,O,O
SISZOJTL,O,O,X,X,X,X,X,O,O
SISZOJLT,O,O,X,X,X,X,X,O,O
SISOTLJZ,O,O,X,X,X,O,X,O,O
SISOTLZJ,O,O,X,X,X,O,X,O,O
SISOTJLZ,O,O,X,X,X,O,X,O,O
SISOTJZL,O,O,X,X,X,O,X,O,X
SISOTZLJ,O,O,X,X,X,O,X,O,O
SISOTZJL,O,O,X,X,X,O,X,O,O
SISOLTJZ,O,O,X,X,X,O,X,O,O
SISOLTZJ,O,O,X,X,X,O,X,O,O
SISOLJTZ,O,O,X,X,X,O,X,X,X
SISOLJZT,O,O,X,X,X,X,X,X,X
SISOLZTJ,O,X,X,X,X,O,X,O,O
SISOLZJT,O,X,X,X,X,X,X,O,O
SISOJTLZ,O,O,X,X,X,O,X,X,X
SISOJTZL,O,O,X,X,X,O,X,X,X
SISOJLTZ,O,O,X,X,X,O,X,X,X
SISOJLZT,O,O,X,X,X,X,X,X,X
SISOJZTL,O,O,X,X,X,X,X,X,X
SISOJZLT,O,O,X,X,X,X,X,X,X
SISOZTLJ,O,O,X,X,X,O,X,O,O
SISOZTJL,O,O,X,X,X,O,X,O,O
SISOZLTJ,O,O,X,X,X,O,X,O,O
SISOZLJT,O,X,X,X,X,X,X,O,O
SISOZJTL,O,O,X,X,X,X,X,O,O
SISOZJLT,O,O,X,X,X,X,X,O,O
SIZTLJSO,O,X,O,O,X,O,X,O,O
SIZTLJOS,X,X,O,O,X,X,X,O,O
SIZTLSJO,O,O,O,O,X,O,X,O,O
SIZTLSOJ,O,O,O,O,X,O,X,O,O
SIZTLOJS,X,X,O,O,X,X,X,O,X
SIZTLOSJ,O,X,O,O,X,X,X,O,O
SIZTJLSO,O,O,O,O,X,X,X,O,O
SIZTJLOS,X,X,O,O,X,X,X,O,O
SIZTJSLO,O,O,O,O,X,X,X,O,O
SIZTJSOL,O,O,X,O,O,O,X,O,O
SIZTJOLS,X,X,X,X,O,X,X,O,O
SIZTJOSL,X,O,X,X,O,X,X,O,O
SIZTSLJO,O,O,O,O,X,O,X,O,O
SIZTSLOJ,O,O,O,O,X,O,X,O,O
SIZTSJLO,O,O,O,O,X,X,X,O,O
SIZTSJOL,O,O,X,O,O,O,X,O,O
SIZTSOLJ,O,O,X,X,X,O,X,O,O
SIZTSOJL,O,O,X,O,X,O,X,O,O
SIZTOLJS,O,X,X,X,X,X,X,O,X
SIZTOLSJ,O,O,X,X,X,X,X,X,O
SIZTOJLS,O,O,X,X,X,X,X,O,O
SIZTOJSL,O,O,X,X,X,X,X,O,O
SIZTOSLJ,O,O,X,X,X,X,X,O,O
SIZTOSJL,O,O,X,X,X,X,X,O,O
SIZLTJSO,O,X,O,O,X,O,X,O,O
SIZLTJOS,X,X,O,O,X,X,X,O,O
SIZLTSJO,O,O,O,O,X,O,X,O,O
SIZLTSOJ,O,O,O,O,X,O,X,O,O
SIZLTOJS,X,X,O,O,X,X,X,O,X
SIZLTOSJ,O,X,O,O,X,X,X,O,O
SIZLJTSO,X,X,O,O,X,O,X,O,O
SIZLJTOS,X,X,O,O,X,X,X,O,O
SIZLJSTO,X,X,O,O,X,O,X,O,O
SIZLJSOT,X,X,O,O,X,X,X,O,O
SIZLJOTS,X,X,O,O,X,X,X,O,O
SIZLJOST,X,X,O,O,X,X,X,O,O
SIZLSTJO,O,O,O,O,X,O,X,O,O
SIZLSTOJ,O,O,O,O,X,O,X,O,O
SIZLSJTO,O,X,O,O,X,O,X,O,O
SIZLSJOT,X,X,O,O,X,X,X,O,O
SIZLSOTJ,X,X,O,O,X,O,X,O,O
SIZLSOJT,X,X,O,O,X,X,X,O,O
SIZLOTJS,X,X,O,O,X,X,X,O,X
SIZLOTSJ,X,X,O,O,X,X,X,O,O
SIZLOJTS,X,X,O,O,X,X,X,O,X
SIZLOJST,X,X,O,O,X,X,X,O,X
SIZLOSTJ,X,X,O,O,X,X,X,O,O
SIZLOSJT,X,X,O,O,X,X,X,O,X
SIZJTLSO,X,O,O,O,X,X,X,O,O
SIZJTLOS,X,X,O,O,X,X,X,O,O
SIZJTSLO,X,O,O,O,X,X,X,O,O
SIZJTSOL,X,O,X,O,O,O,X,O,O
SIZJTOLS,X,X,X,X,O,X,X,O,O
SIZJTOSL,X,O,X,X,O,X,X,O,O
SIZJLTSO,X,O,O,O,X,X,X,O,O
SIZJLTOS,X,X,O,O,X,X,X,O,O
SIZJLSTO,X,O,O,O,X,X,X,O,O
SIZJLSOT,X,X,O,O,X,X,X,O,O
SIZJLOTS,X,X,O,O,X,X,X,O,O
SIZJLOST,X,X,O,O,X,X,X,O,O
SIZJSTLO,X,O,O,X,X,X,X,O,O
SIZJSTOL,X,O,X,X,O,O,X,O,O
SIZJSLTO,X,O,O,X,X,X,X,O,O
SIZJSLOT,X,X,O,X,X,X,X,O,O
SIZJSOTL,X,O,X,X,O,X,X,O,O
SIZJSOLT,X,X,X,X,O,X,X,O,O
SIZJOTLS,X,X,X,O,O,X,X,O,O
SIZJOTSL,X,O,X,O,O,X,X,O,O
SIZJOLTS,X,X,X,O,O,X,X,X,O
SIZJOLST,X,X,X,O,O,X,X,X,O
SIZJOSTL,X,O,X,X,O,X,X,O,O
SIZJOSLT,X,X,X,X,O,X,X,O,O
SIZSTLJO,O,O,O,X,X,O,X,O,O
SIZSTLOJ,O,O,O,X,X,O,X,O,O
SIZSTJLO,O,O,O,X,X,X,X,O,O
SIZSTJOL,O,O,X,X,O,O,X,O,O
SIZSTOLJ,O,O,X,X,X,O,X,O,O
SIZSTOJL,O,O,X,X,X,O,X,O,O
SIZSLTJO,O,O,O,X,X,O,X,O,O
SIZSLTOJ,O,O,O,X,X,O,X,O,O
SIZSLJTO,O,X,O,X,X,O,X,O,O
SIZSLJOT,X,X,O,X,X,X,X,O,O
SIZSLOTJ,X,X,O,X,X,O,X,O,O
SIZSLOJT,X,X,O,X,X,X,X,O,O
SIZSJTLO,O,O,O,X,X,X,X,O,O
SIZSJTOL,O,O,X,X,O,O,X,O,O
SIZSJLTO,O,O,O,X,X,X,X,O,O
SIZSJLOT,X,X,O,X,X,X,X,O,O
SIZSJOTL,O,O,X,X,O,X,X,O,O
SIZSJOLT,O,X,X,X,O,X,X,O,O
SIZSOTLJ,O,O,X,X,X,O,X,O,O
SIZSOTJL,O,O,X,X,X,O,X,O,O
SIZSOLTJ,O,O,X,X,X,O,X,O,O
SIZSOLJT,O,X,X,X,X,X,X,O,O
SIZSOJTL,O,O,X,X,O,X,X,O,O
SIZSOJLT,O,O,X,X,O,X,X,O,O
SIZOTLJS,O,X,X,O,X,X,X,O,X
SIZOTLSJ,O,O,X,O,X,X,X,X,O
SIZOTJLS,O,O,X,O,X,X,X,O,O
SIZOTJSL,O,O,X,O,X,X,X,O,O
SIZOTSLJ,O,O,X,O,X,X,X,O,O
SIZOTSJL,O,O,X,O,X,X,X,O,O
SIZOLTJS,O,X,X,O,X,X,X,X,X
SIZOLTSJ,O,O,X,O,X,X,X,X,O
SIZOLJTS,X,X,X,O,X,X,X,X,X
SIZOLJST,X,X,X,O,X,X,X,X,X
SIZOLSTJ,O,O,X,O,X,X,X,X,O
SIZOLSJT,O,X,X,O,X,X,X,X,X
SIZOJTLS,X,O,X,O,O,X,X,O,O
SIZOJTSL,X,O,X,O,O,X,X,O,O
SIZOJLTS,X,O,X,O,O,X,X,X,X
SIZOJLST,X,O,X,O,O,X,X,X,X
SIZOJSTL,X,O,X,X,O,X,X,O,O
SIZOJSLT,X,O,X,X,O,X,X,O,O
SIZOSTLJ,O,O,X,X,X,X,X,O,O
SIZOSTJL,O,O,X,X,X,X,X,O,O
SIZOSLTJ,O,O,X,X,X,X,X,O,O
SIZOSLJT,O,X,X,X,X,X,X,O,O
SIZOSJTL,O,O,X,X,O,X,X,O,O
SIZOSJLT,O,O,X,X,O,X,X,O,O
SIOTLJSZ,O,X,X,O,X,O,X,X,X
SIOTLJZS,O,X,X,O,X,X,X,X,X
SIOTLSJZ,O,X,X,O,X,O,X,O,O
SIOTLSZJ,O,X,X,O,X,O,X,O,O
SIOTLZJS,O,X,X,O,X,X,X,O,X
SIOTLZSJ,O,X,X,O,X,X,X,X,O
SIOTJLSZ,O,O,X,X,X,O,X,X,X
SIOTJLZS,O,O,X,X,X,X,X,X,X
SIOTJSLZ,O,O,X,X,X,O,X,O,O
SIOTJSZL,O,O,X,X,X,O,X,O,X
SIOTJZLS,O,O,X,X,X,X,X,O,X
SIOTJZSL,O,O,X,X,X,X,X,O,O
SIOTSLJZ,O,O,X,O,X,O,X,O,O
SIOTSLZJ,O,O,X,O,X,O,X,O,O
SIOTSJLZ,O,O,X,O,X,O,X,O,O
SIOTSJZL,O,O,X,O,X,O,X,O,X
SIOTSZLJ,O,O,X,O,X,O,X,O,O
SIOTSZJL,O,O,X,O,X,O,X,O,O
SIOTZLJS,O,X,X,O,X,X,X,O,X
SIOTZLSJ,O,O,X,O,X,X,X,X,O
SIOTZJLS,O,O,X,O,X,X,X,O,O
SIOTZJSL,O,O,X,O,X,X,X,O,O
SIOTZSLJ,O,O,X,O,X,X,X,O,O
SIOTZSJL,O,O,X,O,X,X,X,O,O
SIOLTJSZ,O,X,X,O,X,O,X,X,X
SIOLTJZS,O,X,X,O,X,X,X,X,X
SIOLTSJZ,O,X,X,O,X,O,X,X,X
SIOLTSZJ,O,X,X,O,X,O,X,X,X
SIOLTZJS,O,X,X,O,X,X,X,X,X
SIOLTZSJ,O,X,X,O,X,X,X,X,X
SIOLJTSZ,O,O,X,O,X,O,X,X,X
SIOLJTZS,O,X,X,O,X,X,X,X,X
SIOLJSTZ,O,O,X,X,X,O,X,X,X
SIOLJSZT,O,O,X,X,X,X,X,X,X
SIOLJZTS,X,X,X,O,X,X,X,X,X
SIOLJZST,X,O,X,O,X,X,X,X,X
SIOLSTJZ,O,O,X,O,X,O,X,X,X
SIOLSTZJ,O,O,X,O,X,O,X,X,X
SIOLSJTZ,O,O,X,X,X,O,X,X,X
SIOLSJZT,O,O,X,X,X,X,X,X,X
SIOLSZTJ,O,X,X,O,X,O,X,X,X
SIOLSZJT,O,X,X,O,X,X,X,X,X
SIOLZTJS,O,X,X,O,X,X,X,X,X
SIOLZTSJ,O,X,X,O,X,X,X,X,X
SIOLZJTS,X,X,X,O,X,X,X,X,X
SIOLZJST,X,X,X,O,X,X,X,X,X
SIOLZSTJ,O,X,X,O,X,X,X,X,X
SIOLZSJT,O,X,X,O,X,X,X,X,X
SIOJTLSZ,O,O,X,X,X,X,X,X,X
SIOJTLZS,O,O,X,X,O,X,X,X,X
SIOJTSLZ,O,O,X,X,X,O,X,X,X
SIOJTSZL,O,O,X,X,O,O,X,X,X
SIOJTZLS,O,O,X,X,O,X,X,X,X
SIOJTZSL,O,O,X,X,O,X,X,X,X
SIOJLTSZ,O,O,X,X,X,X,X,X,X
SIOJLTZS,O,O,X,X,O,X,X,X,X
SIOJLSTZ,O,O,X,X,X,X,X,X,X
SIOJLSZT,O,O,X,X,X,X,X,X,X
SIOJLZTS,X,O,X,X,O,X,X,X,X
SIOJLZST,X,O,X,X,O,X,X,X,X
SIOJSTLZ,O,O,X,X,X,O,X,X,X
SIOJSTZL,O,O,X,X,O,O,X,X,X
SIOJSLTZ,O,O,X,X,X,X,X,X,X
SIOJSLZT,O,O,X,X,X,X,X,X,X
SIOJSZTL,O,O,X,X,O,X,X,X,X
SIOJSZLT,O,O,X,X,O,X,X,X,X
SIOJZTLS,X,O,X,X,O,X,X,X,X
SIOJZTSL,X,O,X,X,O,X,X,X,X
SIOJZLTS,X,O,X,X,O,X,X,X,X
SIOJZLST,X,O,X,X,O,X,X,X,X
SIOJZSTL,X,O,X,X,O,X,X,X,X
SIOJZSLT,X,O,X,X,O,X,X,X,X
SIOSTLJZ,O,O,X,X,X,O,X,O,O
SIOSTLZJ,O,O,X,X,X,O,X,O,O
SIOSTJLZ,O,O,X,X,X,O,X,O,O
SIOSTJZL,O,O,X,X,X,O,X,O,X
SIOSTZLJ,O,O,X,X,X,O,X,O,O
SIOSTZJL,O,O,X,X,X,O,X,O,O
SIOSLTJZ,O,O,X,X,X,O,X,O,O
SIOSLTZJ,O,O,X,X,X,O,X,O,O
SIOSLJTZ,O,O,X,X,X,O,X,X,X
SIOSLJZT,O,O,X,X,X,X,X,X,X
SIOSLZTJ,O,X,X,X,X,O,X,O,O
SIOSLZJT,O,X,X,X,X,X,X,O,O
SIOSJTLZ,O,O,X,X,X,O,X,X,X
SIOSJTZL,O,O,X,X,X,O,X,X,X
SIOSJLTZ,O,O,X,X,X,O,X,X,X
SIOSJLZT,O,O,X,X,X,X,X,X,X
SIOSJZTL,O,O,X,X,X,X,X,X,X
SIOSJZLT,O,O,X,X,X,X,X,X,X
SIOSZTLJ,O,O,X,X,X,O,X,O,O
SIOSZTJL,O,O,X,X,X,O,X,O,O
SIOSZLTJ,O,O,X,X,X,O,X,O,O
SIOSZLJT,O,X,X,X,X,X,X,O,O
SIOSZJTL,O,O,X,X,X,X,X,O,O
SIOSZJLT,O,O,X,X,X,X,X,O,O
SIOZTLJS,O,X,X,O,X,X,X,O,X
SIOZTLSJ,O,O,X,O,X,X,X,X,O
SIOZTJLS,O,O,X,O,X,X,X,O,O
SIOZTJSL,O,O,X,O,X,X,X,O,O
SIOZTSLJ,O,O,X,O,X,X,X,O,O
SIOZTSJL,O,O,X,O,X,X,X,O,O
SIOZLTJS,O,X,X,O,X,X,X,X,X
SIOZLTSJ,O,O,X,O,X,X,X,X,X
SIOZLJTS,X,X,X,O,X,X,X,X,X
SIOZLJST,X,X,X,O,X,X,X,X,X
SIOZLSTJ,O,O,X,O,X,X,X,X,X
SIOZLSJT,O,X,X,O,X,X,X,X,X
SIOZJTLS,X,O,X,O,O,X,X,O,O
SIOZJTSL,X,O,X,O,O,X,X,O,O
SIOZJLTS,X,O,X,O,O,X,X,X,X
SIOZJLST,X,O,X,O,O,X,X,X,X
SIOZJSTL,X,O,X,X,O,X,X,O,O
SIOZJSLT,X,O,X,X,O,X,X,O,O
SIOZSTLJ,O,O,X,X,X,X,X,O,O
SIOZSTJL,O,O,X,X,X,X,X,O,O
SIOZSLTJ,O,O,X,X,X,X,X,O,O
SIOZSLJT,O,X,X,X,X,X,X,O,O
SIOZSJTL,O,O,X,X,O,X,X,O,O
SIOZSJLT,O,O,X,X,O,X,X,O,O
SLTIJSZO,O,X,O,O,X,O,X,O,X
SLTIJSOZ,O,X,O,X,X,O,X,O,O
SLTIJZSO,O,X,O,O,X,O,X,O,X
SLTIJZOS,X,X,O,O,X,X,O,O,X
SLTIJOSZ,X,X,O,X,X,O,O,X,X
SLTIJOZS,X,X,O,X,X,X,O,X,X
SLTISJZO,O,X,O,O,X,O,X,O,X
SLTISJOZ,O,X,O,X,X,O,X,O,O
SLTISZJO,O,X,O,O,X,O,X,O,O
SLTISZOJ,O,X,O,O,X,O,X,O,O
SLTISOJZ,O,X,O,X,X,O,X,O,O
SLTISOZJ,O,X,O,O,X,O,X,O,O
SLTIZJSO,O,X,O,O,X,O,X,O,O
SLTIZJOS,X,X,O,O,X,X,O,O,O
SLTIZSJO,O,X,O,O,X,O,X,O,O
SLTIZSOJ,O,X,O,O,X,O,X,O,O
SLTIZOJS,X,X,O,O,X,X,X,O,X
SLTIZOSJ,O,X,O,O,X,X,X,O,O
SLTIOJSZ,O,X,O,O,X,O,X,X,X
SLTIOJZS,O,X,O,O,X,X,X,X,X
SLTIOSJZ,O,X,O,O,X,O,X,O,O
SLTIOSZJ,O,X,O,O,X,O,X,O,O
SLTIOZJS,O,X,O,O,X,X,X,O,X
SLTIOZSJ,O,X,O,O,X,X,X,O,O
SLTJISZO,O,O,O,O,X,O,X,O,X
SLTJISOZ,O,O,O,X,X,O,X,O,O
SLTJIZSO,O,O,O,O,X,O,X,O,X
SLTJIZOS,X,X,O,O,X,X,O,O,X
SLTJIOSZ,X,X,O,X,X,O,O,X,X
SLTJIOZS,X,X,O,X,X,X,O,X,X
SLTJSIZO,O,O,O,O,X,O,X,O,X
SLTJSIOZ,O,O,O,X,X,O,X,O,O
SLTJSZIO,O,O,O,O,X,O,X,O,O
SLTJSZOI,O,O,O,O,X,O,O,O,O
SLTJSOIZ,O,O,O,X,X,O,O,O,O
SLTJSOZI,O,O,O,X,X,O,O,O,O
SLTJZISO,O,O,O,O,X,O,X,O,O
SLTJZIOS,X,X,O,O,X,X,O,O,O
SLTJZSIO,O,O,O,O,X,O,X,O,O
SLTJZSOI,O,O,O,O,O,O,O,O,O
SLTJZOIS,X,X,O,O,O,X,O,O,O
SLTJZOSI,X,X,O,O,O,O,O,O,O
SLTJOISZ,X,X,O,X,X,O,O,X,X
SLTJOIZS,X,X,O,X,O,X,O,X,X
SLTJOSIZ,X,X,O,X,X,O,O,X,X
SLTJOSZI,X,X,O,X,X,O,O,X,X
SLTJOZIS,X,X,O,X,O,X,O,X,X
SLTJOZSI,X,X,O,X,O,O,O,X,X
SLTSIJZO,O,O,O,O,X,O,X,O,X
SLTSIJOZ,O,O,O,X,X,O,X,O,O
SLTSIZJO,O,O,O,O,X,O,X,O,O
SLTSIZOJ,O,O,O,O,X,O,X,O,O
SLTSIOJZ,O,O,O,X,X,O,X,O,O
SLTSIOZJ,O,O,O,O,X,O,X,O,O
SLTSJIZO,O,O,O,O,X,O,X,O,X
SLTSJIOZ,O,O,O,X,X,O,X,O,O
SLTSJZIO,O,O,O,O,X,O,X,O,O
SLTSJZOI,O,O,O,O,X,O,O,O,O
SLTSJOIZ,O,O,O,X,X,O,O,O,O
SLTSJOZI,O,O,O,X,X,O,O,O,O
SLTSZIJO,O,O,O,O,X,O,X,O,O
SLTSZIOJ,O,O,O,O,X,O,X,O,O
SLTSZJIO,O,O,O,O,X,O,X,O,O
SLTSZJOI,O,O,O,O,X,O,O,O,O
SLTSZOIJ,O,O,O,O,X,O,X,O,O
SLTSZOJI,O,O,O,O,X,O,X,O,O
SLTSOIJZ,O,O,O,X,X,O,X,O,O
SLTSOIZJ,O,O,O,O,X,O,X,O,O
SLTSOJIZ,O,O,O,X,X,O,X,O,O
SLTSOJZI,O,O,O,X,X,O,X,O,O
SLTSOZIJ,O,O,O,O,X,O,X,O,O
SLTSOZJI,O,O,O,O,X,O,X,O,O
