sequence,v115@9gB8HeB8HeB8HeB8AeA8AeB8BeA8JeZFJvhFulBfnB?0iB6oBNrBzsB,v115@9gB8HeB8HeB8HeB8AeA8AeB8BeA8JeZFJvhFulBzhB?foB6oBNrB0sB,v115@9gB8HeB8HeB8HeB8AeA8AeB8BeA8JeZFJvhFChB8mB?+nBTjBdrBXtB,v115@9gB8HeB8HeB8HeB8AeA8AeB8BeA8JeiAJvhFRiB9oB?cqBOrBXnBzsB,v115@9gB8HeB8HeB8HeB8AeA8AeB8BeA8JeZFJvhFulB3hB?9oB0nBirBzsB
ZIJLOST,X,X,X,O,O
ZIJSTLO,X,O,O,O,X
ZIJSTOL,X,O,O,O,X
ZIJSLTO,X,O,O,O,X
ZIJSLOT,X,O,O,X,X
ZIJSOTL,X,O,O,X,X
ZIJSOLT,X,O,O,X,X
ZIJOTLS,O,O,O,O,X
ZIJOTSL,O,O,O,O,X
ZIJOLTS,O,X,X,O,X
ZIJOLST,X,X,X,O,X
ZIJOSTL,X,O,O,O,X
ZIJOSLT,X,O,O,O,X
ZISTLJO,O,O,O,O,X
ZISTLOJ,O,O,O,O,X
ZISTJLO,O,O,O,O,X
ZISTJOL,O,O,O,O,X
ZISTOLJ,O,O,O,O,X
ZISTOJL,O,O,O,X,X
ZISLTJO,O,O,O,O,X
ZISLTOJ,O,O,O,O,X
ZISLJTO,O,O,O,X,X
ZISLJOT,X,O,O,X,X
ZISLOTJ,O,O,X,X,X
ZISLOJT,X,O,X,X,X
ZISJTLO,O,O,O,O,X
ZISJTOL,O,O,O,O,X
ZISJLTO,O,O,O,O,X
ZISJLOT,X,O,O,X,X
ZISJOTL,X,O,O,X,X
ZISJOLT,X,O,O,X,X
ZISOTLJ,O,O,O,X,X
ZISOTJL,O,O,O,X,X
ZISOLTJ,O,O,X,X,X
ZISOLJT,O,O,X,X,X
ZISOJTL,O,O,O,X,X
ZISOJLT,O,O,O,X,X
ZIOTLJS,O,O,O,O,X
ZIOTLSJ,O,O,O,O,X
ZIOTJLS,O,O,O,O,X
ZIOTJSL,O,O,O,O,X
ZIOTSLJ,O,O,O,O,X
ZIOTSJL,O,O,O,O,X
ZIOLTJS,O,O,X,O,X
ZIOLTSJ,O,O,X,O,X
ZIOLJTS,O,X,X,O,X
ZIOLJST,O,X,X,O,X
ZIOLSTJ,O,O,X,O,X
ZIOLSJT,O,O,X,X,X
ZIOJTLS,O,O,O,O,X
ZIOJTSL,O,O,O,O,X
ZIOJLTS,O,X,X,O,X
ZIOJLST,O,X,X,O,X
ZIOJSTL,O,O,O,O,X
ZIOJSLT,O,O,O,O,X
ZIOSTLJ,O,O,O,O,X
ZIOSTJL,O,O,O,O,X
ZIOSLTJ,O,O,X,O,X
ZIOSLJT,O,O,X,X,X
ZIOSJTL,O,O,O,O,X
ZIOSJLT,O,O,O,O,X
ZLTIJSO,O,O,O,O,O
ZLTIJOS,O,O,O,O,O
ZLTISJO,O,O,O,O,O
ZLTISOJ,O,O,O,O,O
ZLTIOJS,O,O,O,O,O
ZLTIOSJ,O,O,O,O,O
ZLTJISO,O,O,O,O,O
ZLTJIOS,O,O,O,O,O
ZLTJSIO,O,O,O,O,O
ZLTJSOI,O,O,O,O,O
ZLTJOIS,O,O,O,O,O
ZLTJOSI,O,O,O,O,O
ZLTSIJO,O,O,O,O,O
ZLTSIOJ,O,O,O,O,O
ZLTSJIO,O,O,O,O,O
ZLTSJOI,O,O,O,O,O
ZLTSOIJ,O,O,O,O,O
ZLTSOJI,O,O,O,X,O
ZLTOIJS,O,O,O,O,O
ZLTOISJ,O,O,O,O,O
ZLTOJIS,O,O,O,O,O
ZLTOJSI,O,O,O,O,O
ZLTOSIJ,O,O,O,O,O
ZLTOSJI,O,O,O,O,O
ZLITJSO,O,O,O,O,O
ZLITJOS,O,O,O,O,O
ZLITSJO,O,O,O,O,O
ZLITSOJ,O,O,O,O,O
ZLITOJS,O,O,O,O,O
ZLITOSJ,O,O,O,O,O
ZLIJTSO,O,X,O,O,O
ZLIJTOS,O,X,O,O,O
ZLIJSTO,X,X,O,O,O
ZLIJSOT,X,X,O,X,O
ZLIJOTS,O,X,X,O,O
ZLIJOST,X,X,X,O,O
ZLISTJO,O,O,O,O,O
ZLISTOJ,O,O,O,O,O
ZLISJTO,O,O,O,X,O
ZLISJOT,X,O,O,X,O
ZLISOTJ,O,O,X,X,O
ZLISOJT,X,O,X,X,O
ZLIOTJS,O,O,X,O,O
ZLIOTSJ,O,O,X,O,O
ZLIOJTS,O,X,X,O,O
ZLIOJST,O,X,X,O,O
ZLIOSTJ,O,O,X,O,O
ZLIOSJT,O,O,X,X,O
ZLJTISO,O,X,O,O,O
ZLJTIOS,O,X,O,O,O
ZLJTSIO,O,X,O,O,O
ZLJTSOI,O,X,O,O,O
ZLJTOIS,O,X,O,O,O
ZLJTOSI,O,X,O,O,O
ZLJITSO,O,X,O,O,O
ZLJITOS,O,X,O,O,O
ZLJISTO,X,X,O,O,O
ZLJISOT,X,X,O,X,O
ZLJIOTS,O,X,X,O,O
ZLJIOST,X,X,X,O,O
ZLJSTIO,X,X,O,O,O
ZLJSTOI,X,X,O,O,O
ZLJSITO,X,X,O,O,O
ZLJSIOT,X,X,O,X,O
ZLJSOTI,X,X,O,O,O
ZLJSOIT,X,X,O,O,O
ZLJOTIS,O,X,X,O,O
ZLJOTSI,O,X,X,O,O
ZLJOITS,O,X,X,O,O
ZLJOIST,X,X,X,O,O
ZLJOSTI,X,X,X,O,O
ZLJOSIT,X,X,X,O,O
ZLSTIJO,O,O,O,O,O
ZLSTIOJ,O,O,O,O,O
ZLSTJIO,O,O,O,O,O
ZLSTJOI,O,O,O,O,O
ZLSTOIJ,O,O,O,O,O
ZLSTOJI,O,O,O,X,O
ZLSITJO,O,O,O,O,O
ZLSITOJ,O,O,O,O,O
ZLSIJTO,O,O,O,X,O
ZLSIJOT,X,O,O,X,O
ZLSIOTJ,O,O,X,X,O
ZLSIOJT,X,O,X,X,O
ZLSJTIO,O,O,O,O,O
ZLSJTOI,O,O,O,O,O
ZLSJITO,O,O,O,O,O
ZLSJIOT,X,O,O,X,O
ZLSJOTI,X,O,O,O,O
ZLSJOIT,X,O,O,O,O
ZLSOTIJ,O,O,X,O,O
ZLSOTJI,O,O,X,O,O
ZLSOITJ,O,O,X,O,O
ZLSOIJT,X,O,X,X,O
ZLSOJTI,X,O,X,O,O
ZLSOJIT,X,O,X,O,O
ZLOTIJS,O,O,X,O,O
ZLOTISJ,O,O,X,O,O
ZLOTJIS,O,O,X,O,O
ZLOTJSI,O,O,X,O,O
ZLOTSIJ,O,O,X,O,O
ZLOTSJI,O,O,X,O,O
ZLOITJS,O,O,X,O,O
ZLOITSJ,O,O,X,O,O
ZLOIJTS,O,X,X,O,O
ZLOIJST,O,X,X,O,O
ZLOISTJ,O,O,X,O,O
ZLOISJT,O,O,X,X,O
ZLOJTIS,O,X,X,O,O
ZLOJTSI,O,X,X,O,O
ZLOJITS,O,X,X,O,O
ZLOJIST,O,X,X,O,O
ZLOJSTI,O,X,X,O,O
ZLOJSIT,O,X,X,O,O
ZLOSTIJ,O,O,X,O,O
ZLOSTJI,O,O,X,O,O
ZLOSITJ,O,O,X,O,O
ZLOSIJT,O,O,X,X,O
ZLOSJTI,O,O,X,O,O
ZLOSJIT,O,O,X,O,O
ZJTILSO,O,O,O,O,O
ZJTILOS,O,O,O,O,O
ZJTISLO,O,O,O,O,X
ZJTISOL,O,O,O,O,X
ZJTIOLS,O,O,O,O,X
ZJTIOSL,O,O,O,X,X
ZJTLISO,O,O,O,O,O
ZJTLIOS,O,O,O,O,O
ZJTLSIO,O,O,O,O,O
ZJTLSOI,O,O,O,O,O
ZJTLOIS,O,O,O,O,O
ZJTLOSI,O,O,O,O,O
ZJTSILO,O,O,O,O,X
ZJTSIOL,O,O,O,O,X
ZJTSLIO,O,O,O,O,X
ZJTSLOI,O,O,O,O,X
ZJTSOIL,O,O,O,O,X
ZJTSOLI,O,O,O,O,X
ZJTOILS,O,O,O,O,X
ZJTOISL,O,O,O,O,X
ZJTOLIS,O,O,O,O,X
ZJTOLSI,O,O,O,O,X
ZJTOSIL,O,O,O,O,X
ZJTOSLI,O,O,O,O,X
ZJITLSO,O,O,O,O,O
ZJITLOS,O,O,O,O,O
ZJITSLO,O,O,O,O,X
ZJITSOL,O,O,O,O,X
ZJITOLS,O,O,O,O,X
ZJITOSL,O,O,O,X,X
ZJILTSO,O,X,O,O,O
ZJILTOS,O,X,O,O,O
ZJILSTO,X,X,O,O,O
ZJILSOT,X,X,O,X,O
ZJILOTS,O,X,X,O,O
ZJILOST,X,X,X,O,O
ZJISTLO,X,O,O,O,X
ZJISTOL,X,O,O,O,X
ZJISLTO,X,O,O,O,X
ZJISLOT,X,O,O,X,X
ZJISOTL,X,O,O,X,X
ZJISOLT,X,O,O,X,X
ZJIOTLS,O,O,O,O,X
ZJIOTSL,O,O,O,O,X
ZJIOLTS,O,X,X,O,X
ZJIOLST,X,X,X,O,X
ZJIOSTL,X,O,O,O,X
ZJIOSLT,X,O,O,O,X
ZJLTISO,O,X,O,O,O
ZJLTIOS,O,X,O,O,O
ZJLTSIO,O,X,O,O,O
ZJLTSOI,O,X,O,O,O
ZJLTOIS,O,X,O,O,O
ZJLTOSI,O,X,O,O,O
ZJLITSO,O,X,O,O,O
ZJLITOS,O,X,O,O,O
ZJLISTO,X,X,O,O,O
ZJLISOT,X,X,O,X,O
ZJLIOTS,O,X,X,O,O
ZJLIOST,X,X,X,O,O
ZJLSTIO,X,X,O,O,O
ZJLSTOI,X,X,O,O,O
ZJLSITO,X,X,O,O,O
ZJLSIOT,X,X,O,X,O
ZJLSOTI,X,X,O,O,O
ZJLSOIT,X,X,O,O,O
ZJLOTIS,O,X,X,O,O
ZJLOTSI,O,X,X,O,O
ZJLOITS,O,X,X,O,O
ZJLOIST,X,X,X,O,O
ZJLOSTI,X,X,X,O,O
ZJLOSIT,X,X,X,O,O
ZJSTILO,X,O,O,O,X
ZJSTIOL,X,O,O,O,X
ZJSTLIO,X,O,O,O,X
ZJSTLOI,X,O,O,O,X
ZJSTOIL,X,O,O,O,X
ZJSTOLI,X,O,O,O,X
ZJSITLO,X,O,O,O,X
ZJSITOL,X,O,O,O,X
ZJSILTO,X,O,O,O,X
ZJSILOT,X,O,O,X,X
ZJSIOTL,X,O,O,X,X
ZJSIOLT,X,O,O,X,X
ZJSLTIO,X,O,O,O,X
ZJSLTOI,X,O,O,O,X
ZJSLITO,X,O,O,O,X
ZJSLIOT,X,O,O,X,X
ZJSLOTI,X,O,O,O,X
ZJSLOIT,X,O,O,O,X
ZJSOTIL,X,O,O,O,X
ZJSOTLI,X,O,O,O,X
ZJSOITL,X,O,O,O,X
ZJSOILT,X,O,O,O,X
ZJSOLTI,X,O,O,O,X
ZJSOLIT,X,O,O,O,X
ZJOTILS,O,O,O,O,X
ZJOTISL,O,O,O,O,X
ZJOTLIS,O,O,O,O,X
ZJOTLSI,O,O,O,O,X
ZJOTSIL,O,O,O,O,X
ZJOTSLI,O,O,O,O,X
ZJOITLS,O,O,O,O,X
ZJOITSL,O,O,O,O,X
ZJOILTS,O,X,X,O,X
ZJOILST,X,X,X,O,X
ZJOISTL,X,O,O,O,X
ZJOISLT,X,O,O,O,X
ZJOLTIS,O,X,X,O,X
ZJOLTSI,O,X,X,O,X
ZJOLITS,O,X,X,O,X
ZJOLIST,X,X,X,O,X
ZJOLSTI,X,X,X,O,X
ZJOLSIT,X,X,X,O,X
ZJOSTIL,X,O,O,O,X
ZJOSTLI,X,O,O,O,X
ZJOSITL,X,O,O,O,X
ZJOSILT,X,O,O,O,X
ZJOSLTI,X,O,O,O,X
ZJOSLIT,X,O,O,O,X
ZSTILJO,O,O,O,O,X
ZSTILOJ,O,O,O,O,X
ZSTIJLO,O,O,O,O,X
ZSTIJOL,O,O,O,O,X
ZSTIOLJ,O,O,O,O,X
ZSTIOJL,O,O,O,X,X
ZSTLIJO,O,O,O,O,X
ZSTLIOJ,O,O,O,O,X
ZSTLJIO,O,O,O,O,X
ZSTLJOI,O,O,O,O,X
ZSTLOIJ,O,O,O,O,X
ZSTLOJI,O,O,O,X,X
ZSTJILO,O,O,O,O,X
ZSTJIOL,O,O,O,O,X
ZSTJLIO,O,O,O,O,X
ZSTJLOI,O,O,O,O,X
ZSTJOIL,O,O,O,O,X
ZSTJOLI,O,O,O,O,X
ZSTOILJ,O,O,O,O,X
ZSTOIJL,O,O,O,X,X
ZSTOLIJ,O,O,O,O,X
ZSTOLJI,O,O,O,X,X
ZSTOJIL,O,O,O,O,X
ZSTOJLI,O,O,O,O,X
ZSITLJO,O,O,O,O,X
ZSITLOJ,O,O,O,O,X
ZSITJLO,O,O,O,O,X
ZSITJOL,O,O,O,O,X
ZSITOLJ,O,O,O,O,X
ZSITOJL,O,O,O,X,X
ZSILTJO,O,O,O,O,X
ZSILTOJ,O,O,O,O,X
ZSILJTO,O,O,O,X,X
ZSILJOT,X,O,O,X,X
ZSILOTJ,O,O,X,X,X
ZSILOJT,X,O,X,X,X
ZSIJTLO,O,O,O,O,X
ZSIJTOL,O,O,O,O,X
ZSIJLTO,O,O,O,O,X
ZSIJLOT,X,O,O,X,X
ZSIJOTL,X,O,O,X,X
ZSIJOLT,X,O,O,X,X
ZSIOTLJ,O,O,O,X,X
ZSIOTJL,O,O,O,X,X
ZSIOLTJ,O,O,X,X,X
ZSIOLJT,O,O,X,X,X
ZSIOJTL,O,O,O,X,X
ZSIOJLT,O,O,O,X,X
ZSLTIJO,O,O,O,O,X
ZSLTIOJ,O,O,O,O,X
ZSLTJIO,O,O,O,O,X
ZSLTJOI,O,O,O,O,X
ZSLTOIJ,O,O,O,O,X
ZSLTOJI,O,O,O,X,X
ZSLITJO,O,O,O,O,X
ZSLITOJ,O,O,O,O,X
ZSLIJTO,O,O,O,X,X
ZSLIJOT,X,O,O,X,X
ZSLIOTJ,O,O,X,X,X
ZSLIOJT,X,O,X,X,X
ZSLJTIO,O,O,O,O,X
ZSLJTOI,O,O,O,O,X
ZSLJITO,O,O,O,O,X
ZSLJIOT,X,O,O,X,X
ZSLJOTI,X,O,O,O,X
ZSLJOIT,X,O,O,O,X
ZSLOTIJ,O,O,X,O,X
ZSLOTJI,O,O,X,O,X
ZSLOITJ,O,O,X,O,X
ZSLOIJT,X,O,X,X,X
ZSLOJTI,X,O,X,O,X
ZSLOJIT,X,O,X,O,X
ZSJTILO,O,O,O,O,X
ZSJTIOL,O,O,O,O,X
ZSJTLIO,O,O,O,O,X
ZSJTLOI,O,O,O,O,X
ZSJTOIL,O,O,O,O,X
ZSJTOLI,O,O,O,O,X
ZSJITLO,O,O,O,O,X
ZSJITOL,O,O,O,O,X
ZSJILTO,O,O,O,O,X
ZSJILOT,X,O,O,X,X
ZSJIOTL,X,O,O,X,X
ZSJIOLT,X,O,O,X,X
ZSJLTIO,O,O,O,O,X
ZSJLTOI,O,O,O,O,X
ZSJLITO,O,O,O,O,X
ZSJLIOT,X,O,O,X,X
ZSJLOTI,X,O,O,O,X
ZSJLOIT,X,O,O,O,X
ZSJOTIL,X,O,O,O,X
ZSJOTLI,X,O,O,O,X
ZSJOITL,X,O,O,O,X
ZSJOILT,X,O,O,O,X
ZSJOLTI,X,O,O,O,X
ZSJOLIT,X,O,O,O,X
ZSOTILJ,O,O,O,O,X
ZSOTIJL,O,O,O,O,X
ZSOTLIJ,O,O,O,O,X
ZSOTLJI,O,O,O,O,X
ZSOTJIL,O,O,O,O,X
ZSOTJLI,O,O,O,O,X
ZSOITLJ,O,O,O,O,X
ZSOITJL,O,O,O,O,X
ZSOILTJ,O,O,X,O,X
ZSOILJT,O,O,X,X,X
ZSOIJTL,O,O,O,O,X
ZSOIJLT,O,O,O,O,X
ZSOLTIJ,O,O,X,O,X
ZSOLTJI,O,O,X,O,X
ZSOLITJ,O,O,X,O,X
ZSOLIJT,O,O,X,X,X
ZSOLJTI,O,O,X,O,X
ZSOLJIT,O,O,X,O,X
ZSOJTIL,O,O,O,O,X
ZSOJTLI,O,O,O,O,X
ZSOJITL,O,O,O,O,X
ZSOJILT,O,O,O,O,X
ZSOJLTI,O,O,O,O,X
ZSOJLIT,O,O,O,O,X
ZOTILJS,O,O,O,O,X
ZOTILSJ,O,O,O,O,X
ZOTIJLS,O,O,O,O,X
ZOTIJSL,O,O,O,O,X
ZOTISLJ,O,O,O,O,X
ZOTISJL,O,O,O,O,X
ZOTLIJS,O,O,O,O,X
ZOTLISJ,O,O,O,O,X
ZOTLJIS,O,O,O,O,X
ZOTLJSI,O,O,O,O,X
ZOTLSIJ,O,O,O,O,X
ZOTLSJI,O,O,O,O,X
ZOTJILS,O,O,O,O,X
ZOTJISL,O,O,O,O,X
ZOTJLIS,O,O,O,O,X
ZOTJLSI,O,O,O,O,X
ZOTJSIL,O,O,O,O,X
ZOTJSLI,O,O,O,O,X
ZOTSILJ,O,O,O,O,X
ZOTSIJL,O,O,O,O,X
ZOTSLIJ,O,O,O,O,X
ZOTSLJI,O,O,O,O,X
ZOTSJIL,O,O,O,O,X
ZOTSJLI,O,O,O,O,X
ZOITLJS,O,O,O,O,X
ZOITLSJ,O,O,O,O,X
ZOITJLS,O,O,O,O,X
ZOITJSL,O,O,O,O,X
ZOITSLJ,O,O,O,O,X
ZOITSJL,O,O,O,O,X
ZOILTJS,O,O,X,O,X
ZOILTSJ,O,O,X,O,X
ZOILJTS,O,X,X,O,X
ZOILJST,O,X,X,O,X
ZOILSTJ,O,O,X,O,X
ZOILSJT,O,O,X,X,X
ZOIJTLS,O,O,O,O,X
ZOIJTSL,O,O,O,O,X
ZOIJLTS,O,X,X,O,X
ZOIJLST,O,X,X,O,X
ZOIJSTL,O,O,O,O,X
ZOIJSLT,O,O,O,O,X
ZOISTLJ,O,O,O,O,X
ZOISTJL,O,O,O,O,X
ZOISLTJ,O,O,X,O,X
ZOISLJT,O,O,X,X,X
ZOISJTL,O,O,O,O,X
ZOISJLT,O,O,O,O,X
ZOLTIJS,O,O,X,O,X
ZOLTISJ,O,O,X,O,X
ZOLTJIS,O,O,X,O,X
ZOLTJSI,O,O,X,O,X
ZOLTSIJ,O,O,X,O,X
ZOLTSJI,O,O,X,O,X
ZOLITJS,O,O,X,O,X
ZOLITSJ,O,O,X,O,X
ZOLIJTS,O,X,X,O,X
ZOLIJST,O,X,X,O,X
ZOLISTJ,O,O,X,O,X
ZOLISJT,O,O,X,X,X
ZOLJTIS,O,X,X,O,X
ZOLJTSI,O,X,X,O,X
ZOLJITS,O,X,X,O,X
ZOLJIST,O,X,X,O,X
ZOLJSTI,O,X,X,O,X
ZOLJSIT,O,X,X,O,X
ZOLSTIJ,O,O,X,O,X
ZOLSTJI,O,O,X,O,X
ZOLSITJ,O,O,X,O,X
ZOLSIJT,O,O,X,X,X
ZOLSJTI,O,O,X,O,X
ZOLSJIT,O,O,X,O,X
ZOJTILS,O,O,O,O,X
ZOJTISL,O,O,O,O,X
ZOJTLIS,O,O,O,O,X
ZOJTLSI,O,O,O,O,X
ZOJTSIL,O,O,O,O,X
ZOJTSLI,O,O,O,O,X
ZOJITLS,O,O,O,O,X
ZOJITSL,O,O,O,O,X
ZOJILTS,O,X,X,O,X
ZOJILST,O,X,X,O,X
ZOJISTL,O,O,O,O,X
ZOJISLT,O,O,O,O,X
ZOJLTIS,O,X,X,O,X
ZOJLTSI,O,X,X,O,X
ZOJLITS,O,X,X,O,X
ZOJLIST,O,X,X,O,X
ZOJLSTI,O,X,X,O,X
ZOJLSIT,O,X,X,O,X
ZOJSTIL,O,O,O,O,X
ZOJSTLI,O,O,O,O,X
ZOJSITL,O,O,O,O,X
ZOJSILT,O,O,O,O,X
ZOJSLTI,O,O,O,O,X
ZOJSLIT,O,O,O,O,X
ZOSTILJ,O,O,O,O,X
ZOSTIJL,O,O,O,O,X
ZOSTLIJ,O,O,O,O,X
ZOSTLJI,O,O,O,O,X
ZOSTJIL,O,O,O,O,X
ZOSTJLI,O,O,O,O,X
ZOSITLJ,O,O,O,O,X
ZOSITJL,O,O,O,O,X
ZOSILTJ,O,O,X,O,X
ZOSILJT,O,O,X,X,X
ZOSIJTL,O,O,O,O,X
ZOSIJLT,O,O,O,O,X
ZOSLTIJ,O,O,X,O,X
ZOSLTJI,O,O,X,O,X
ZOSLITJ,O,O,X,O,X
ZOSLIJT,O,O,X,X,X
ZOSLJTI,O,O,X,O,X
ZOSLJIT,O,O,X,O,X
ZOSJTIL,O,O,O,O,X
ZOSJTLI,O,O,O,O,X
ZOSJITL,O,O,O,O,X
ZOSJILT,O,O,O,O,X
ZOSJLTI,O,O,O,O,X
ZOSJLIT,O,O,O,O,X
OTILJSZ,O,X,X,X,O
OTILJZS,O,O,X,O,O
OTILSJZ,O,X,X,X,O
OTILSZJ,O,X,O,O,O
OTILZJS,O,O,O,O,O
OTILZSJ,O,O,O,O,O
OTIJLSZ,O,X,X,X,O
OTIJLZS,O,O,X,O,O
OTIJSLZ,O,X,O,O,X
OTIJSZL,O,O,O,O,X
OTIJZLS,O,O,O,O,X
OTIJZSL,O,O,O,O,X
OTISLJZ,O,X,O,X,X
OTISLZJ,O,X,O,O,X
OTISJLZ,O,X,O,O,X
OTISJZL,O,O,O,O,X
OTISZLJ,O,O,O,O,X
OTISZJL,O,O,O,O,X
OTIZLJS,O,O,O,O,X
OTIZLSJ,O,O,O,O,X
OTIZJLS,O,O,O,O,X
OTIZJSL,O,O,O,O,X
OTIZSLJ,O,O,O,O,X
OTIZSJL,O,O,O,O,X
OTLIJSZ,O,X,X,X,O
OTLIJZS,O,O,X,O,O
OTLISJZ,O,X,X,X,O
OTLISZJ,O,X,O,O,O
OTLIZJS,O,O,O,O,O
OTLIZSJ,O,O,O,O,O
OTLJISZ,O,X,X,X,O
OTLJIZS,O,O,X,O,O
OTLJSIZ,O,X,X,O,O
OTLJSZI,O,X,X,O,O
OTLJZIS,O,O,X,O,O
OTLJZSI,O,O,X,O,O
OTLSIJZ,O,X,X,X,O
OTLSIZJ,O,X,O,O,O
OTLSJIZ,O,X,X,O,O
OTLSJZI,O,X,X,O,O
OTLSZIJ,O,X,O,O,O
OTLSZJI,O,X,O,O,O
OTLZIJS,O,O,O,O,O
OTLZISJ,O,O,O,O,O
OTLZJIS,O,O,O,O,O
OTLZJSI,O,O,O,O,O
OTLZSIJ,O,O,O,O,O
OTLZSJI,O,O,O,O,O
OTJILSZ,O,X,X,X,O
OTJILZS,O,O,X,O,O
OTJISLZ,O,X,O,O,X
OTJISZL,O,O,O,O,X
OTJIZLS,O,O,O,O,X
OTJIZSL,O,O,O,O,X
OTJLISZ,O,X,X,X,O
OTJLIZS,O,O,X,O,O
OTJLSIZ,O,X,X,O,O
OTJLSZI,O,X,X,O,O
OTJLZIS,O,O,X,O,O
OTJLZSI,O,O,X,O,O
OTJSILZ,O,X,O,O,X
OTJSIZL,O,O,O,O,X
OTJSLIZ,O,X,O,O,X
OTJSLZI,O,X,O,O,X
OTJSZIL,O,O,O,O,X
OTJSZLI,O,O,O,O,X
OTJZILS,O,O,O,O,X
OTJZISL,O,O,O,O,X
OTJZLIS,O,O,O,O,X
OTJZLSI,O,O,O,O,X
OTJZSIL,O,O,O,O,X
OTJZSLI,O,O,O,O,X
OTSILJZ,O,X,O,X,X
OTSILZJ,O,X,O,O,X
OTSIJLZ,O,X,O,O,X
OTSIJZL,O,O,O,O,X
OTSIZLJ,O,O,O,O,X
OTSIZJL,O,O,O,O,X
OTSLIJZ,O,X,O,X,X
OTSLIZJ,O,X,O,O,X
OTSLJIZ,O,X,O,O,X
OTSLJZI,O,X,O,O,X
OTSLZIJ,O,X,O,O,X
OTSLZJI,O,X,O,O,X
OTSJILZ,O,X,O,O,X
OTSJIZL,O,O,O,O,X
OTSJLIZ,O,X,O,O,X
OTSJLZI,O,X,O,O,X
OTSJZIL,O,O,O,O,X
OTSJZLI,O,O,O,O,X
OTSZILJ,O,O,O,O,X
OTSZIJL,O,O,O,O,X
OTSZLIJ,O,O,O,O,X
OTSZLJI,O,O,O,O,X
OTSZJIL,O,O,O,O,X
OTSZJLI,O,O,O,O,X
OTZILJS,O,O,O,O,X
OTZILSJ,O,O,O,O,X
OTZIJLS,O,O,O,O,X
OTZIJSL,O,O,O,O,X
OTZISLJ,O,O,O,O,X
OTZISJL,O,O,O,O,X
OTZLIJS,O,O,O,O,X
OTZLISJ,O,O,O,O,X
OTZLJIS,O,O,O,O,X
OTZLJSI,O,O,O,O,X
OTZLSIJ,O,O,O,O,X
OTZLSJI,O,O,O,O,X
OTZJILS,O,O,O,O,X
OTZJISL,O,O,O,O,X
OTZJLIS,O,O,O,O,X
OTZJLSI,O,O,O,O,X
OTZJSIL,O,O,O,O,X
OTZJSLI,O,O,O,O,X
OTZSILJ,O,O,O,O,X
OTZSIJL,O,O,O,O,X
OTZSLIJ,O,O,O,O,X
OTZSLJI,O,O,O,O,X
OTZSJIL,O,O,O,O,X
OTZSJLI,O,O,O,O,X
OITLJSZ,O,X,X,X,O
OITLJZS,O,O,X,O,O
OITLSJZ,O,X,X,X,O
OITLSZJ,O,X,O,O,O
OITLZJS,O,O,O,O,O
OITLZSJ,O,O,O,O,O
OITJLSZ,O,X,X,X,O
OITJLZS,O,O,X,O,O
OITJSLZ,O,X,O,O,X
OITJSZL,O,O,O,O,X
OITJZLS,O,O,O,O,X
OITJZSL,O,O,O,O,X
OITSLJZ,O,X,O,X,X
OITSLZJ,O,X,O,O,X
OITSJLZ,O,X,O,O,X
OITSJZL,O,O,O,O,X
OITSZLJ,O,O,O,O,X
OITSZJL,O,O,O,O,X
OITZLJS,O,O,O,O,X
OITZLSJ,O,O,O,O,X
OITZJLS,O,O,O,O,X
OITZJSL,O,O,O,O,X
OITZSLJ,O,O,O,O,X
OITZSJL,O,O,O,O,X
OILTJSZ,O,X,X,X,O
OILTJZS,O,X,X,X,O
OILTSJZ,O,X,X,X,O
OILTSZJ,O,X,X,X,O
OILTZJS,O,X,X,X,O
OILTZSJ,O,X,X,X,O
OILJTSZ,O,X,X,X,O
OILJTZS,O,X,X,X,O
OILJSTZ,O,X,X,X,O
OILJSZT,O,X,X,X,O
OILJZTS,O,X,X,X,O
OILJZST,O,X,X,X,O
OILSTJZ,O,X,X,X,O
OILSTZJ,O,X,X,X,O
OILSJTZ,O,X,X,X,O
OILSJZT,O,X,X,X,O
OILSZTJ,O,X,X,X,O
OILSZJT,O,X,X,X,O
OILZTJS,O,X,X,X,O
OILZTSJ,O,X,X,X,O
OILZJTS,O,X,X,X,O
OILZJST,O,X,X,X,O
OILZSTJ,O,X,X,X,O
OILZSJT,O,X,X,X,O
OIJTLSZ,O,X,X,X,O
OIJTLZS,O,O,X,O,O
OIJTSLZ,O,X,O,O,X
OIJTSZL,O,O,O,O,X
OIJTZLS,O,O,O,O,X
OIJTZSL,O,O,O,O,X
OIJLTSZ,O,X,X,X,O
OIJLTZS,O,X,X,X,O
OIJLSTZ,O,X,X,X,O
OIJLSZT,O,X,X,X,O
OIJLZTS,O,X,X,X,O
OIJLZST,O,X,X,X,O
OIJSTLZ,O,X,O,O,X
OIJSTZL,O,X,O,O,X
OIJSLTZ,O,X,O,X,X
OIJSLZT,O,X,O,X,X
OIJSZTL,O,X,O,O,X
OIJSZLT,O,X,O,O,X
OIJZTLS,O,X,O,O,X
OIJZTSL,O,X,O,O,X
OIJZLTS,O,X,X,O,X
OIJZLST,O,X,X,O,X
OIJZSTL,O,X,O,O,X
OIJZSLT,O,X,O,O,X
OISTLJZ,O,X,O,X,X
OISTLZJ,O,X,O,O,X
OISTJLZ,O,X,O,O,X
OISTJZL,O,X,O,O,X
OISTZLJ,O,X,O,O,X
OISTZJL,O,X,O,O,X
