sequence,v115@RhC8EeA8AeE8AeC8KeT/IvhF/lBamB8nB5oBurBFsB,v115@RhC8EeA8AeE8AeC8KeT/IvhF2lBXiB8nB5oBCmBlrB,v115@RhC8EeA8AeE8AeC8KeT/IvhF/lBUhBynB5oBGnBlrB,v115@RhC8EeA8AeE8AeC8KeT/IvhF/lBUhBxnBGnB6tBlrB
ZOLSJTI,O,X,X,X
ZOLSJIT,O,O,O,X
ZOJTILS,X,O,X,X
ZOJTISL,O,O,X,X
ZOJTLIS,X,O,X,X
ZOJTLSI,X,O,X,X
ZOJTSIL,O,O,X,X
ZOJTSLI,O,O,X,X
ZOJITLS,X,O,X,X
ZOJITSL,O,O,X,X
ZOJILTS,X,O,X,X
ZOJILST,O,O,X,X
ZOJISTL,O,O,X,X
ZOJISLT,O,O,X,X
ZOJLTIS,X,O,X,X
ZOJLTSI,X,O,X,X
ZOJLITS,X,O,X,X
ZOJLIST,O,O,X,X
ZOJLSTI,O,X,X,X
ZOJLSIT,O,O,X,X
ZOJSTIL,O,O,X,X
ZOJSTLI,O,O,X,X
ZOJSITL,O,O,X,X
ZOJSILT,O,O,X,X
ZOJSLTI,O,X,X,X
ZOJSLIT,O,O,X,X
ZOSTILJ,O,O,O,O
ZOSTIJL,O,O,O,O
ZOSTLIJ,O,O,O,O
ZOSTLJI,O,O,O,X
ZOSTJIL,O,O,O,O
ZOSTJLI,O,O,O,X
ZOSITLJ,O,O,O,O
ZOSITJL,O,O,O,O
ZOSILTJ,O,X,O,O
ZOSILJT,O,O,O,O
ZOSIJTL,O,O,X,O
ZOSIJLT,O,O,O,O
ZOSLTIJ,O,X,O,X
ZOSLTJI,O,X,O,X
ZOSLITJ,O,X,O,O
ZOSLIJT,O,O,O,O
ZOSLJTI,O,X,X,X
ZOSLJIT,O,O,O,X
ZOSJTIL,O,O,X,X
ZOSJTLI,O,O,X,X
ZOSJITL,O,O,X,O
ZOSJILT,O,O,O,O
ZOSJLTI,O,X,X,X
ZOSJLIT,O,O,O,X
OTILJSZ,X,X,O,X
OTILJZS,X,O,X,X
OTILSJZ,X,X,O,X
OTILSZJ,X,X,O,O
OTILZJS,X,O,X,X
OTILZSJ,X,O,O,X
OTIJLSZ,X,X,O,X
OTIJLZS,X,O,X,X
OTIJSLZ,O,X,O,X
OTIJSZL,O,O,O,O
OTIJZLS,X,O,X,X
OTIJZSL,O,O,X,X
OTISLJZ,O,X,O,X
OTISLZJ,O,X,O,O
OTISJLZ,O,X,O,X
OTISJZL,O,O,O,O
OTISZLJ,O,O,O,O
OTISZJL,O,O,O,O
OTIZLJS,X,O,X,X
OTIZLSJ,X,O,O,X
OTIZJLS,X,O,X,X
OTIZJSL,O,O,X,X
OTIZSLJ,O,O,O,O
OTIZSJL,O,O,O,O
OTLIJSZ,X,X,O,X
OTLIJZS,X,O,X,X
OTLISJZ,X,X,O,X
OTLISZJ,X,X,O,O
OTLIZJS,X,O,X,X
OTLIZSJ,X,O,O,X
OTLJISZ,X,X,O,X
OTLJIZS,X,O,X,X
OTLJSIZ,X,X,O,X
OTLJSZI,X,X,O,X
OTLJZIS,X,O,X,X
OTLJZSI,X,O,X,X
OTLSIJZ,X,X,O,X
OTLSIZJ,X,X,O,O
OTLSJIZ,X,X,O,X
OTLSJZI,X,X,O,X
OTLSZIJ,X,X,O,O
OTLSZJI,X,X,O,X
OTLZIJS,X,O,X,X
OTLZISJ,X,O,O,X
OTLZJIS,X,O,X,X
OTLZJSI,X,O,X,X
OTLZSIJ,X,O,O,X
OTLZSJI,X,O,O,X
OTJILSZ,X,X,O,X
OTJILZS,X,O,X,X
OTJISLZ,O,X,O,X
OTJISZL,O,O,O,O
OTJIZLS,X,O,X,X
OTJIZSL,O,O,X,X
OTJLISZ,X,X,O,X
OTJLIZS,X,O,X,X
OTJLSIZ,X,X,O,X
OTJLSZI,X,X,O,X
OTJLZIS,X,O,X,X
OTJLZSI,X,O,X,X
OTJSILZ,O,X,O,X
OTJSIZL,O,O,O,O
OTJSLIZ,O,X,O,X
OTJSLZI,O,X,O,X
OTJSZIL,O,O,O,O
OTJSZLI,O,O,O,X
OTJZILS,X,O,X,X
OTJZISL,O,O,X,X
OTJZLIS,X,O,X,X
OTJZLSI,X,O,X,X
OTJZSIL,O,O,X,X
OTJZSLI,O,O,X,X
OTSILJZ,O,X,O,X
OTSILZJ,O,X,O,O
OTSIJLZ,O,X,O,X
OTSIJZL,O,O,O,O
OTSIZLJ,O,O,O,O
OTSIZJL,O,O,O,O
OTSLIJZ,O,X,O,X
OTSLIZJ,O,X,O,O
OTSLJIZ,O,X,O,X
OTSLJZI,O,X,O,X
OTSLZIJ,O,X,O,O
OTSLZJI,O,X,O,X
OTSJILZ,O,X,O,X
OTSJIZL,O,O,O,O
OTSJLIZ,O,X,O,X
OTSJLZI,O,X,O,X
OTSJZIL,O,O,O,O
OTSJZLI,O,O,O,X
OTSZILJ,O,O,O,O
OTSZIJL,O,O,O,O
OTSZLIJ,O,O,O,O
OTSZLJI,O,O,O,X
OTSZJIL,O,O,O,O
OTSZJLI,O,O,O,X
OTZILJS,X,O,X,X
OTZILSJ,X,O,O,X
OTZIJLS,X,O,X,X
OTZIJSL,O,O,X,X
OTZISLJ,O,O,O,O
OTZISJL,O,O,O,O
OTZLIJS,X,O,X,X
OTZLISJ,X,O,O,X
OTZLJIS,X,O,X,X
OTZLJSI,X,O,X,X
OTZLSIJ,X,O,O,X
OTZLSJI,X,O,O,X
OTZJILS,X,O,X,X
OTZJISL,O,O,X,X
OTZJLIS,X,O,X,X
OTZJLSI,X,O,X,X
OTZJSIL,O,O,X,X
OTZJSLI,O,O,X,X
OTZSILJ,O,O,O,O
OTZSIJL,O,O,O,O
OTZSLIJ,O,O,O,O
OTZSLJI,O,O,O,X
OTZSJIL,O,O,O,O
OTZSJLI,O,O,O,X
OITLJSZ,X,X,O,X
OITLJZS,X,O,X,X
OITLSJZ,X,X,O,X
OITLSZJ,X,X,O,O
OITLZJS,X,O,X,X
OITLZSJ,X,O,O,X
OITJLSZ,X,X,O,X
OITJLZS,X,O,X,X
OITJSLZ,O,X,O,X
OITJSZL,O,O,O,O
OITJZLS,X,O,X,X
OITJZSL,O,O,X,X
OITSLJZ,O,X,O,X
OITSLZJ,O,X,O,O
OITSJLZ,O,X,O,X
OITSJZL,O,O,O,O
OITSZLJ,O,O,O,O
OITSZJL,O,O,O,O
OITZLJS,X,O,X,X
OITZLSJ,X,O,O,X
OITZJLS,X,O,X,X
OITZJSL,O,O,X,X
OITZSLJ,O,O,O,O
OITZSJL,O,O,O,O
OILTJSZ,X,X,O,X
OILTJZS,X,O,X,X
OILTSJZ,X,X,O,X
OILTSZJ,X,X,O,O
OILTZJS,X,O,X,X
OILTZSJ,X,O,O,X
OILJTSZ,X,X,O,X
OILJTZS,X,O,X,X
OILJSTZ,O,X,O,X
OILJSZT,O,X,O,X
OILJZTS,X,O,X,X
OILJZST,O,O,X,X
OILSTJZ,O,X,O,X
OILSTZJ,O,X,O,O
OILSJTZ,O,X,O,X
OILSJZT,O,X,O,X
OILSZTJ,O,X,O,O
OILSZJT,O,X,O,O
OILZTJS,X,O,X,X
OILZTSJ,X,O,O,X
OILZJTS,X,O,X,X
OILZJST,O,O,X,X
OILZSTJ,O,X,O,X
OILZSJT,O,O,O,X
OIJTLSZ,X,X,O,X
OIJTLZS,X,O,X,X
OIJTSLZ,O,X,O,X
OIJTSZL,O,O,O,O
OIJTZLS,X,O,X,X
OIJTZSL,O,O,X,X
OIJLTSZ,X,X,O,X
OIJLTZS,X,O,X,X
OIJLSTZ,O,X,O,X
OIJLSZT,O,X,O,X
OIJLZTS,X,O,X,X
OIJLZST,O,O,X,X
OIJSTLZ,O,X,O,X
OIJSTZL,O,O,O,O
OIJSLTZ,O,X,O,X
OIJSLZT,O,X,O,X
OIJSZTL,O,O,X,O
OIJSZLT,O,O,O,O
OIJZTLS,X,O,X,X
OIJZTSL,O,O,X,X
OIJZLTS,X,O,X,X
OIJZLST,O,O,X,X
OIJZSTL,O,O,X,X
OIJZSLT,O,O,X,X
OISTLJZ,O,X,O,X
OISTLZJ,O,X,O,O
OISTJLZ,O,X,O,X
OISTJZL,O,O,O,O
OISTZLJ,O,O,O,O
OISTZJL,O,O,O,O
OISLTJZ,O,X,O,X
OISLTZJ,O,X,O,O
OISLJTZ,O,X,O,X
OISLJZT,O,X,O,X
OISLZTJ,O,X,O,O
OISLZJT,O,X,O,O
OISJTLZ,O,X,O,X
OISJTZL,O,O,O,O
OISJLTZ,O,X,O,X
OISJLZT,O,X,O,X
OISJZTL,O,O,X,O
OISJZLT,O,O,O,O
OISZTLJ,O,O,O,O
OISZTJL,O,O,O,O
OISZLTJ,O,X,O,O
OISZLJT,O,O,O,O
OISZJTL,O,O,X,O
OISZJLT,O,O,O,O
OIZTLJS,X,O,X,X
OIZTLSJ,X,O,O,X
OIZTJLS,X,O,X,X
OIZTJSL,O,O,X,X
OIZTSLJ,O,O,O,O
OIZTSJL,O,O,O,O
OIZLTJS,X,O,X,X
OIZLTSJ,X,O,O,X
OIZLJTS,X,O,X,X
OIZLJST,O,O,X,X
OIZLSTJ,O,X,O,X
OIZLSJT,O,O,O,X
OIZJTLS,X,O,X,X
OIZJTSL,O,O,X,X
OIZJLTS,X,O,X,X
OIZJLST,O,O,X,X
OIZJSTL,O,O,X,X
OIZJSLT,O,O,X,X
OIZSTLJ,O,O,O,O
OIZSTJL,O,O,O,O
OIZSLTJ,O,X,O,O
OIZSLJT,O,O,O,O
OIZSJTL,O,O,X,O
OIZSJLT,O,O,O,O
OLTIJSZ,X,X,O,X
OLTIJZS,X,O,X,X
OLTISJZ,X,X,O,X
OLTISZJ,X,X,O,O
OLTIZJS,X,O,X,X
OLTIZSJ,X,O,O,X
OLTJISZ,X,X,O,X
OLTJIZS,X,O,X,X
OLTJSIZ,X,X,O,X
OLTJSZI,X,X,O,X
OLTJZIS,X,O,X,X
OLTJZSI,X,O,X,X
OLTSIJZ,X,X,O,X
OLTSIZJ,X,X,O,O
OLTSJIZ,X,X,O,X
OLTSJZI,X,X,O,X
OLTSZIJ,X,X,O,O
OLTSZJI,X,X,O,X
OLTZIJS,X,O,X,X
OLTZISJ,X,O,O,X
OLTZJIS,X,O,X,X
OLTZJSI,X,O,X,X
OLTZSIJ,X,O,O,X
OLTZSJI,X,O,O,X
OLITJSZ,X,X,O,X
OLITJZS,X,O,X,X
OLITSJZ,X,X,O,X
OLITSZJ,X,X,O,O
OLITZJS,X,O,X,X
OLITZSJ,X,O,O,X
OLIJTSZ,X,X,O,X
OLIJTZS,X,O,X,X
OLIJSTZ,O,X,O,X
OLIJSZT,O,X,O,X
OLIJZTS,X,O,X,X
OLIJZST,O,O,X,X
OLISTJZ,O,X,O,X
OLISTZJ,O,X,O,O
OLISJTZ,O,X,O,X
OLISJZT,O,X,O,X
OLISZTJ,O,X,O,O
OLISZJT,O,X,O,O
OLIZTJS,X,O,X,X
OLIZTSJ,X,O,O,X
OLIZJTS,X,O,X,X
OLIZJST,O,O,X,X
OLIZSTJ,O,X,O,X
OLIZSJT,O,O,O,X
OLJTISZ,X,X,O,X
OLJTIZS,X,O,X,X
OLJTSIZ,X,X,O,X
OLJTSZI,X,X,O,X
OLJTZIS,X,O,X,X
OLJTZSI,X,O,X,X
OLJITSZ,X,X,O,X
OLJITZS,X,O,X,X
OLJISTZ,O,X,O,X
OLJISZT,O,X,O,X
OLJIZTS,X,O,X,X
OLJIZST,O,O,X,X
OLJSTIZ,O,X,O,X
OLJSTZI,O,X,O,X
OLJSITZ,O,X,O,X
OLJSIZT,O,X,O,X
OLJSZTI,O,X,X,X
OLJSZIT,O,X,O,X
OLJZTIS,X,O,X,X
OLJZTSI,X,O,X,X
OLJZITS,X,O,X,X
OLJZIST,O,O,X,X
OLJZSTI,O,X,X,X
OLJZSIT,O,O,X,X
OLSTIJZ,O,X,O,X
OLSTIZJ,O,X,O,O
OLSTJIZ,O,X,O,X
OLSTJZI,O,X,O,X
OLSTZIJ,O,X,O,O
OLSTZJI,O,X,O,X
OLSITJZ,O,X,O,X
OLSITZJ,O,X,O,O
OLSIJTZ,O,X,O,X
OLSIJZT,O,X,O,X
OLSIZTJ,O,X,O,O
OLSIZJT,O,X,O,O
OLSJTIZ,O,X,O,X
OLSJTZI,O,X,O,X
OLSJITZ,O,X,O,X
OLSJIZT,O,X,O,X
OLSJZTI,O,X,X,X
OLSJZIT,O,X,O,X
OLSZTIJ,O,X,O,X
OLSZTJI,O,X,O,X
OLSZITJ,O,X,O,O
OLSZIJT,O,X,O,O
OLSZJTI,O,X,X,X
OLSZJIT,O,X,O,X
OLZTIJS,X,O,X,X
OLZTISJ,X,O,O,X
OLZTJIS,X,O,X,X
OLZTJSI,X,O,X,X
OLZTSIJ,X,O,O,X
OLZTSJI,X,O,O,X
OLZITJS,X,O,X,X
OLZITSJ,X,O,O,X
OLZIJTS,X,O,X,X
OLZIJST,O,O,X,X
OLZISTJ,O,X,O,X
OLZISJT,O,O,O,X
OLZJTIS,X,O,X,X
OLZJTSI,X,O,X,X
OLZJITS,X,O,X,X
OLZJIST,O,O,X,X
OLZJSTI,O,X,X,X
OLZJSIT,O,O,X,X
OLZSTIJ,O,X,O,X
OLZSTJI,O,X,O,X
OLZSITJ,O,X,O,X
OLZSIJT,O,O,O,X
OLZSJTI,O,X,X,X
OLZSJIT,O,O,O,X
OJTILSZ,X,X,O,X
OJTILZS,X,O,X,X
OJTISLZ,O,X,O,X
OJTISZL,O,O,O,O
OJTIZLS,X,O,X,X
OJTIZSL,O,O,X,X
OJTLISZ,X,X,O,X
OJTLIZS,X,O,X,X
OJTLSIZ,X,X,O,X
OJTLSZI,X,X,O,X
OJTLZIS,X,O,X,X
OJTLZSI,X,O,X,X
OJTSILZ,O,X,O,X
OJTSIZL,O,O,O,O
OJTSLIZ,O,X,O,X
OJTSLZI,O,X,O,X
OJTSZIL,O,O,O,O
OJTSZLI,O,O,O,X
OJTZILS,X,O,X,X
OJTZISL,O,O,X,X
OJTZLIS,X,O,X,X
OJTZLSI,X,O,X,X
OJTZSIL,O,O,X,X
OJTZSLI,O,O,X,X
OJITLSZ,X,X,O,X
OJITLZS,X,O,X,X
OJITSLZ,O,X,O,X
OJITSZL,O,O,O,O
OJITZLS,X,O,X,X
OJITZSL,O,O,X,X
OJILTSZ,X,X,O,X
OJILTZS,X,O,X,X
OJILSTZ,O,X,O,X
OJILSZT,O,X,O,X
OJILZTS,X,O,X,X
OJILZST,O,O,X,X
OJISTLZ,O,X,O,X
OJISTZL,O,O,O,O
OJISLTZ,O,X,O,X
OJISLZT,O,X,O,X
OJISZTL,O,O,X,O
OJISZLT,O,O,O,O
OJIZTLS,X,O,X,X
OJIZTSL,O,O,X,X
OJIZLTS,X,O,X,X
OJIZLST,O,O,X,X
OJIZSTL,O,O,X,X
OJIZSLT,O,O,X,X
OJLTISZ,X,X,O,X
OJLTIZS,X,O,X,X
OJLTSIZ,X,X,O,X
OJLTSZI,X,X,O,X
OJLTZIS,X,O,X,X
OJLTZSI,X,O,X,X
OJLITSZ,X,X,O,X
OJLITZS,X,O,X,X
OJLISTZ,O,X,O,X
OJLISZT,O,X,O,X
OJLIZTS,X,O,X,X
OJLIZST,O,O,X,X
OJLSTIZ,O,X,O,X
OJLSTZI,O,X,O,X
OJLSITZ,O,X,O,X
OJLSIZT,O,X,O,X
OJLSZTI,O,X,X,X
OJLSZIT,O,X,O,X
OJLZTIS,X,O,X,X
OJLZTSI,X,O,X,X
OJLZITS,X,O,X,X
OJLZIST,O,O,X,X
OJLZSTI,O,X,X,X
OJLZSIT,O,O,X,X
OJSTILZ,O,X,O,X
OJSTIZL,O,O,O,O
OJSTLIZ,O,X,O,X
OJSTLZI,O,X,O,X
OJSTZIL,O,O,O,O
OJSTZLI,O,O,O,X
OJSITLZ,O,X,O,X
OJSITZL,O,O,O,O
OJSILTZ,O,X,O,X
OJSILZT,O,X,O,X
OJSIZTL,O,O,X,O
OJSIZLT,O,O,O,O
OJSLTIZ,O,X,O,X
OJSLTZI,O,X,O,X
OJSLITZ,O,X,O,X
OJSLIZT,O,X,O,X
OJSLZTI,O,X,X,X
OJSLZIT,O,X,O,X
OJSZTIL,O,O,X,X
OJSZTLI,O,O,X,X
OJSZITL,O,O,X,O
OJSZILT,O,O,O,O
OJSZLTI,O,X,X,X
OJSZLIT,O,O,O,X
OJZTILS,X,O,X,X
OJZTISL,O,O,X,X
OJZTLIS,X,O,X,X
OJZTLSI,X,O,X,X
OJZTSIL,O,O,X,X
OJZTSLI,O,O,X,X
OJZITLS,X,O,X,X
OJZITSL,O,O,X,X
OJZILTS,X,O,X,X
OJZILST,O,O,X,X
OJZISTL,O,O,X,X
OJZISLT,O,O,X,X
OJZLTIS,X,O,X,X
OJZLTSI,X,O,X,X
OJZLITS,X,O,X,X
OJZLIST,O,O,X,X
OJZLSTI,O,X,X,X
OJZLSIT,O,O,X,X
OJZSTIL,O,O,X,X
OJZSTLI,O,O,X,X
OJZSITL,O,O,X,X
OJZSILT,O,O,X,X
OJZSLTI,O,X,X,X
OJZSLIT,O,O,X,X
OSTILJZ,O,X,O,X
OSTILZJ,O,X,O,O
OSTIJLZ,O,X,O,X
OSTIJZL,O,O,O,O
OSTIZLJ,O,O,O,O
OSTIZJL,O,O,O,O
OSTLIJZ,O,X,O,X
OSTLIZJ,O,X,O,O
OSTLJIZ,O,X,O,X
OSTLJZI,O,X,O,X
OSTLZIJ,O,X,O,O
OSTLZJI,O,X,O,X
OSTJILZ,O,X,O,X
OSTJIZL,O,O,O,O
OSTJLIZ,O,X,O,X
OSTJLZI,O,X,O,X
OSTJZIL,O,O,O,O
OSTJZLI,O,O,O,X
OSTZILJ,O,O,O,O
OSTZIJL,O,O,O,O
OSTZLIJ,O,O,O,O
OSTZLJI,O,O,O,X
OSTZJIL,O,O,O,O
OSTZJLI,O,O,O,X
OSITLJZ,O,X,O,X
OSITLZJ,O,X,O,O
OSITJLZ,O,X,O,X
OSITJZL,O,O,O,O
OSITZLJ,O,O,O,O
OSITZJL,O,O,O,O
OSILTJZ,O,X,O,X
OSILTZJ,O,X,O,O
OSILJTZ,O,X,O,X
OSILJZT,O,X,O,X
OSILZTJ,O,X,O,O
OSILZJT,O,X,O,O
OSIJTLZ,O,X,O,X
OSIJTZL,O,O,O,O
OSIJLTZ,O,X,O,X
OSIJLZT,O,X,O,X
OSIJZTL,O,O,X,O
OSIJZLT,O,O,O,O
OSIZTLJ,O,O,O,O
OSIZTJL,O,O,O,O
OSIZLTJ,O,X,O,O
OSIZLJT,O,O,O,O
OSIZJTL,O,O,X,O
OSIZJLT,O,O,O,O
OSLTIJZ,O,X,O,X
OSLTIZJ,O,X,O,O
OSLTJIZ,O,X,O,X
OSLTJZI,O,X,O,X
OSLTZIJ,O,X,O,O
OSLTZJI,O,X,O,X
OSLITJZ,O,X,O,X
OSLITZJ,O,X,O,O
OSLIJTZ,O,X,O,X
OSLIJZT,O,X,O,X
OSLIZTJ,O,X,O,O
OSLIZJT,O,X,O,O
OSLJTIZ,O,X,O,X
OSLJTZI,O,X,O,X
OSLJITZ,O,X,O,X
OSLJIZT,O,X,O,X
OSLJZTI,O,X,X,X
OSLJZIT,O,X,O,X
OSLZTIJ,O,X,O,X
OSLZTJI,O,X,O,X
OSLZITJ,O,X,O,O
OSLZIJT,O,X,O,O
OSLZJTI,O,X,X,X
OSLZJIT,O,X,O,X
OSJTILZ,O,X,O,X
OSJTIZL,O,O,O,O
OSJTLIZ,O,X,O,X
OSJTLZI,O,X,O,X
OSJTZIL,O,O,O,O
OSJTZLI,O,O,O,X
OSJITLZ,O,X,O,X
OSJITZL,O,O,O,O
OSJILTZ,O,X,O,X
OSJILZT,O,X,O,X
OSJIZTL,O,O,X,O
OSJIZLT,O,O,O,O
OSJLTIZ,O,X,O,X
OSJLTZI,O,X,O,X
OSJLITZ,O,X,O,X
OSJLIZT,O,X,O,X
OSJLZTI,O,X,X,X
OSJLZIT,O,X,O,X
OSJZTIL,O,O,X,X
OSJZTLI,O,O,X,X
OSJZITL,O,O,X,O
OSJZILT,O,O,O,O
OSJZLTI,O,X,X,X
OSJZLIT,O,O,O,X
OSZTILJ,O,O,O,O
OSZTIJL,O,O,O,O
OSZTLIJ,O,O,O,O
OSZTLJI,O,O,O,X
OSZTJIL,O,O,O,O
OSZTJLI,O,O,O,X
OSZITLJ,O,O,O,O
OSZITJL,O,O,O,O
OSZILTJ,O,X,O,O
OSZILJT,O,O,O,O
OSZIJTL,O,O,X,O
OSZIJLT,O,O,O,O
OSZLTIJ,O,X,O,X
OSZLTJI,O,X,O,X
OSZLITJ,O,X,O,O
OSZLIJT,O,O,O,O
OSZLJTI,O,X,X,X
OSZLJIT,O,O,O,X
OSZJTIL,O,O,X,X
OSZJTLI,O,O,X,X
OSZJITL,O,O,X,O
OSZJILT,O,O,O,O
OSZJLTI,O,X,X,X
OSZJLIT,O,O,O,X
OZTILJS,X,O,X,X
OZTILSJ,X,O,O,X
OZTIJLS,X,O,X,X
OZTIJSL,O,O,X,X
OZTISLJ,O,O,O,O
OZTISJL,O,O,O,O
OZTLIJS,X,O,X,X
OZTLISJ,X,O,O,X
OZTLJIS,X,O,X,X
OZTLJSI,X,O,X,X
OZTLSIJ,X,O,O,X
OZTLSJI,X,O,O,X
OZTJILS,X,O,X,X
OZTJISL,O,O,X,X
OZTJLIS,X,O,X,X
OZTJLSI,X,O,X,X
OZTJSIL,O,O,X,X
OZTJSLI,O,O,X,X
OZTSILJ,O,O,O,O
OZTSIJL,O,O,O,O
OZTSLIJ,O,O,O,O
OZTSLJI,O,O,O,X
OZTSJIL,O,O,O,O
OZTSJLI,O,O,O,X
OZITLJS,X,O,X,X
OZITLSJ,X,O,O,X
OZITJLS,X,O,X,X
OZITJSL,O,O,X,X
OZITSLJ,O,O,O,O
OZITSJL,O,O,O,O
OZILTJS,X,O,X,X
OZILTSJ,X,O,O,X
OZILJTS,X,O,X,X
OZILJST,O,O,X,X
OZILSTJ,O,X,O,X
OZILSJT,O,O,O,X
OZIJTLS,X,O,X,X
OZIJTSL,O,O,X,X
OZIJLTS,X,O,X,X
OZIJLST,O,O,X,X
OZIJSTL,O,O,X,X
OZIJSLT,O,O,X,X
OZISTLJ,O,O,O,O
OZISTJL,O,O,O,O
OZISLTJ,O,X,O,O
OZISLJT,O,O,O,O
OZISJTL,O,O,X,O
OZISJLT,O,O,O,O
OZLTIJS,X,O,X,X
OZLTISJ,X,O,O,X
OZLTJIS,X,O,X,X
OZLTJSI,X,O,X,X
OZLTSIJ,X,O,O,X
OZLTSJI,X,O,O,X
OZLITJS,X,O,X,X
OZLITSJ,X,O,O,X
OZLIJTS,X,O,X,X
OZLIJST,O,O,X,X
OZLISTJ,O,X,O,X
OZLISJT,O,O,O,X
OZLJTIS,X,O,X,X
OZLJTSI,X,O,X,X
OZLJITS,X,O,X,X
OZLJIST,O,O,X,X
OZLJSTI,O,X,X,X
OZLJSIT,O,O,X,X
OZLSTIJ,O,X,O,X
OZLSTJI,O,X,O,X
OZLSITJ,O,X,O,X
OZLSIJT,O,O,O,X
OZLSJTI,O,X,X,X
OZLSJIT,O,O,O,X
OZJTILS,X,O,X,X
OZJTISL,O,O,X,X
OZJTLIS,X,O,X,X
OZJTLSI,X,O,X,X
OZJTSIL,O,O,X,X
OZJTSLI,O,O,X,X
OZJITLS,X,O,X,X
OZJITSL,O,O,X,X
OZJILTS,X,O,X,X
OZJILST,O,O,X,X
OZJISTL,O,O,X,X
OZJISLT,O,O,X,X
OZJLTIS,X,O,X,X
OZJLTSI,X,O,X,X
OZJLITS,X,O,X,X
OZJLIST,O,O,X,X
OZJLSTI,O,X,X,X
OZJLSIT,O,O,X,X
OZJSTIL,O,O,X,X
OZJSTLI,O,O,X,X
OZJSITL,O,O,X,X
OZJSILT,O,O,X,X
OZJSLTI,O,X,X,X
OZJSLIT,O,O,X,X
OZSTILJ,O,O,O,O
OZSTIJL,O,O,O,O
OZSTLIJ,O,O,O,O
OZSTLJI,O,O,O,X
OZSTJIL,O,O,O,O
OZSTJLI,O,O,O,X
OZSITLJ,O,O,O,O
OZSITJL,O,O,O,O
OZSILTJ,O,X,O,O
OZSILJT,O,O,O,O
OZSIJTL,O,O,X,O
OZSIJLT,O,O,O,O
OZSLTIJ,O,X,O,X
OZSLTJI,O,X,O,X
OZSLITJ,O,X,O,O
OZSLIJT,O,O,O,O
OZSLJTI,O,X,X,X
OZSLJIT,O,O,O,X
OZSJTIL,O,O,X,X
OZSJTLI,O,O,X,X
OZSJITL,O,O,X,O
OZSJILT,O,O,O,O
OZSJLTI,O,X,X,X
OZSJLIT,O,O,O,X
