sequence,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBRhBCjBlmBToBmqB,v115@RhA8EeB8BeD8AeE8Jex/IvhFXhB8mBCjBlkBToBmqB,v115@RhA8EeB8BeD8AeE8Je/EJvhFUgBFhBxiBCnBToBmqB,v115@RhA8EeB8BeD8AeE8Jem/IvhFFhBxiB0kBfrBCsBTtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFelBSoBRmBfrBlrBUtB,v115@RhA8EeB8BeD8AeE8JeT/IvhFxgBymBGjBXlBUoBFrB,v115@RhA8EeB8BeD8AeE8Je/EJvhFRgBzhBGjBilBUoBFrB,v115@RhA8EeB8BeD8AeE8JemAJvhFzhBfoB6oBxkB0kBFrB
ZLJSOIT,O,O,O,O,X,O,O,X
ZLJOTIS,X,O,O,O,X,O,O,X
ZLJOTSI,X,O,O,O,X,O,O,X
ZLJOITS,X,O,O,O,O,O,X,X
ZLJOIST,X,O,O,O,O,O,O,X
ZLJOSTI,X,O,O,O,X,O,O,X
ZLJOSIT,X,O,O,O,X,O,O,X
ZLSTIJO,O,O,O,O,X,O,O,X
ZLSTIOJ,O,O,O,O,X,O,O,X
ZLSTJIO,O,O,O,O,X,O,O,X
ZLSTJOI,O,O,O,O,X,O,O,X
ZLSTOIJ,O,O,O,O,X,O,O,X
ZLSTOJI,X,O,O,O,X,O,O,X
ZLSITJO,O,O,O,O,X,O,O,X
ZLSITOJ,O,O,O,O,X,O,O,X
ZLSIJTO,O,O,O,O,X,O,O,X
ZLSIJOT,O,O,O,O,X,O,O,X
ZLSIOTJ,O,O,O,O,X,O,O,X
ZLSIOJT,O,O,O,O,X,O,O,X
ZLSJTIO,O,O,O,O,X,O,O,X
ZLSJTOI,O,O,O,O,X,O,O,X
ZLSJITO,O,O,O,O,X,O,O,X
ZLSJIOT,O,O,O,O,X,O,O,X
ZLSJOTI,O,O,O,O,X,O,O,X
ZLSJOIT,O,O,O,O,X,O,O,X
ZLSOTIJ,O,O,O,O,X,O,O,X
ZLSOTJI,X,O,O,O,X,O,O,X
ZLSOITJ,O,O,O,O,X,O,O,X
ZLSOIJT,O,O,O,O,X,O,O,X
ZLSOJTI,O,O,O,O,X,O,O,X
ZLSOJIT,O,O,O,O,X,O,O,X
ZLOTIJS,X,O,O,O,X,O,O,X
ZLOTISJ,X,O,O,O,X,O,O,X
ZLOTJIS,X,O,O,O,X,O,O,X
ZLOTJSI,X,O,O,O,X,O,O,X
ZLOTSIJ,X,O,O,O,X,O,O,X
ZLOTSJI,X,O,O,O,X,O,O,X
ZLOITJS,X,O,O,O,X,O,X,X
ZLOITSJ,X,O,O,O,X,O,X,X
ZLOIJTS,X,O,O,O,O,O,X,X
ZLOIJST,X,O,O,O,O,O,O,X
ZLOISTJ,X,O,O,O,X,O,O,X
ZLOISJT,X,O,O,O,X,O,O,X
ZLOJTIS,X,O,O,O,X,O,O,X
ZLOJTSI,X,O,O,O,X,O,O,X
ZLOJITS,X,O,O,O,O,O,X,X
ZLOJIST,X,O,O,O,O,O,O,X
ZLOJSTI,X,O,O,O,X,O,O,X
ZLOJSIT,X,O,O,O,X,O,O,X
ZLOSTIJ,X,O,O,O,X,O,O,X
ZLOSTJI,X,O,O,O,X,O,O,X
ZLOSITJ,X,O,O,O,X,O,O,X
ZLOSIJT,X,O,O,O,X,O,O,X
ZLOSJTI,X,O,O,O,X,O,O,X
ZLOSJIT,X,O,O,O,X,O,O,X
ZJTILSO,O,O,X,X,X,O,O,X
ZJTILOS,X,O,X,X,X,O,O,X
ZJTISLO,O,O,X,X,X,O,O,X
ZJTISOL,O,O,X,X,X,O,O,X
ZJTIOLS,O,O,X,X,X,O,O,X
ZJTIOSL,O,O,X,X,X,X,O,X
ZJTLISO,O,O,O,O,X,O,O,X
ZJTLIOS,X,O,X,X,X,O,O,X
ZJTLSIO,O,O,O,O,X,O,O,X
ZJTLSOI,O,O,O,O,X,O,O,X
ZJTLOIS,X,O,O,O,X,O,O,X
ZJTLOSI,X,O,O,O,X,O,O,X
ZJTSILO,O,O,O,O,X,O,O,X
ZJTSIOL,O,O,O,O,X,O,O,X
ZJTSLIO,O,O,O,O,X,O,O,X
ZJTSLOI,O,O,O,O,X,O,O,X
ZJTSOIL,O,O,O,O,X,O,O,X
ZJTSOLI,O,O,O,O,X,O,O,X
ZJTOILS,O,O,X,O,X,O,O,X
ZJTOISL,O,O,O,O,X,X,O,X
ZJTOLIS,O,O,X,O,X,O,O,X
ZJTOLSI,O,O,X,O,X,O,O,X
ZJTOSIL,O,O,O,O,X,O,O,X
ZJTOSLI,O,O,O,O,X,O,O,X
ZJITLSO,X,O,X,X,X,O,O,X
ZJITLOS,X,O,X,X,X,O,O,X
ZJITSLO,X,O,X,X,X,O,O,X
ZJITSOL,X,O,X,X,X,O,O,X
ZJITOLS,X,O,X,X,X,O,O,X
ZJITOSL,X,O,X,X,X,X,O,X
ZJILTSO,X,O,X,O,X,O,X,X
ZJILTOS,X,O,X,X,X,O,X,X
ZJILSTO,X,O,X,O,X,O,O,X
ZJILSOT,X,O,X,O,X,O,O,X
ZJILOTS,X,X,X,O,O,O,X,X
ZJILOST,X,X,X,O,O,O,O,X
ZJISTLO,X,O,X,O,X,O,O,X
ZJISTOL,X,O,X,O,X,O,O,X
ZJISLTO,X,O,X,O,X,O,O,X
ZJISLOT,X,O,X,O,X,O,O,X
ZJISOTL,X,O,X,O,X,O,O,X
ZJISOLT,X,O,X,O,X,O,O,X
ZJIOTLS,X,O,X,O,X,O,O,X
ZJIOTSL,X,O,X,O,X,X,O,X
ZJIOLTS,X,O,X,O,O,O,X,X
ZJIOLST,X,O,X,O,O,O,O,X
ZJIOSTL,X,O,X,O,X,O,O,X
ZJIOSLT,X,O,X,O,X,O,O,X
ZJLTISO,O,O,O,O,X,O,O,X
ZJLTIOS,X,O,X,X,X,O,O,X
ZJLTSIO,O,O,O,O,X,O,O,X
ZJLTSOI,O,O,O,O,X,O,O,X
ZJLTOIS,X,O,O,O,X,O,O,X
ZJLTOSI,X,O,O,O,X,O,O,X
ZJLITSO,X,O,O,O,X,O,X,X
ZJLITOS,X,O,X,X,X,O,X,X
ZJLISTO,X,O,O,O,X,O,O,X
ZJLISOT,X,O,O,O,X,O,O,X
ZJLIOTS,X,X,X,O,O,O,X,X
ZJLIOST,X,X,X,O,O,O,O,X
ZJLSTIO,O,O,O,O,X,O,O,X
ZJLSTOI,O,O,O,O,X,O,O,X
ZJLSITO,O,O,O,O,X,O,O,X
ZJLSIOT,O,O,O,O,X,O,O,X
ZJLSOTI,O,O,O,O,X,O,O,X
ZJLSOIT,O,O,O,O,X,O,O,X
ZJLOTIS,X,O,O,O,X,O,O,X
ZJLOTSI,X,O,O,O,X,O,O,X
ZJLOITS,X,O,O,O,O,O,X,X
ZJLOIST,X,O,O,O,O,O,O,X
ZJLOSTI,X,O,O,O,X,O,O,X
ZJLOSIT,X,O,O,O,X,O,O,X
ZJSTILO,O,O,O,O,X,O,O,X
ZJSTIOL,O,O,O,O,X,O,O,X
ZJSTLIO,O,O,O,O,X,O,O,X
ZJSTLOI,O,O,O,O,X,O,O,X
ZJSTOIL,O,O,O,O,X,O,O,X
ZJSTOLI,O,O,O,O,X,O,O,X
ZJSITLO,O,O,O,O,X,O,O,X
ZJSITOL,O,O,O,O,X,O,O,X
ZJSILTO,O,O,O,O,X,O,O,X
ZJSILOT,O,O,O,O,X,O,O,X
ZJSIOTL,O,O,O,O,X,O,O,X
ZJSIOLT,O,O,O,O,X,O,O,X
ZJSLTIO,O,O,O,O,X,O,O,X
ZJSLTOI,O,O,O,O,X,O,O,X
ZJSLITO,O,O,O,O,X,O,O,X
ZJSLIOT,O,O,O,O,X,O,O,X
ZJSLOTI,O,O,O,O,X,O,O,X
ZJSLOIT,O,O,O,O,X,O,O,X
ZJSOTIL,O,O,O,O,X,O,O,X
ZJSOTLI,O,O,O,O,X,O,O,X
ZJSOITL,O,O,O,O,X,O,O,X
ZJSOILT,O,O,O,O,X,O,O,X
ZJSOLTI,O,O,O,O,X,O,O,X
ZJSOLIT,O,O,O,O,X,O,O,X
ZJOTILS,O,O,X,O,X,O,O,X
ZJOTISL,O,O,O,O,X,X,O,X
ZJOTLIS,O,O,X,O,X,O,O,X
ZJOTLSI,O,O,X,O,X,O,O,X
ZJOTSIL,O,O,O,O,X,O,O,X
ZJOTSLI,O,O,O,O,X,O,O,X
ZJOITLS,X,O,X,O,X,O,O,X
ZJOITSL,X,O,O,O,X,X,O,X
ZJOILTS,X,O,O,O,O,O,X,X
ZJOILST,X,O,O,O,O,O,O,X
ZJOISTL,X,O,O,O,X,O,O,X
ZJOISLT,X,O,O,O,X,O,O,X
ZJOLTIS,O,O,O,O,X,O,O,X
ZJOLTSI,O,O,O,O,X,O,O,X
ZJOLITS,X,O,O,O,O,O,X,X
ZJOLIST,X,O,O,O,O,O,O,X
ZJOLSTI,O,O,O,O,X,O,O,X
ZJOLSIT,O,O,O,O,X,O,O,X
ZJOSTIL,O,O,O,O,X,O,O,X
ZJOSTLI,O,O,O,O,X,O,O,X
ZJOSITL,O,O,O,O,X,O,O,X
ZJOSILT,O,O,O,O,X,O,O,X
ZJOSLTI,O,O,O,O,X,O,O,X
ZJOSLIT,O,O,O,O,X,O,O,X
ZSTILJO,O,O,O,O,X,O,O,O
ZSTILOJ,O,O,O,O,X,O,O,O
ZSTIJLO,O,O,X,O,X,O,O,O
ZSTIJOL,O,O,X,O,X,O,O,O
ZSTIOLJ,O,O,O,O,X,O,O,O
ZSTIOJL,O,O,O,O,X,O,O,O
ZSTLIJO,O,O,O,O,X,O,O,O
ZSTLIOJ,O,O,O,O,X,O,O,O
ZSTLJIO,O,O,O,O,X,O,O,O
ZSTLJOI,O,O,O,O,X,O,O,O
ZSTLOIJ,O,O,O,O,X,O,O,O
ZSTLOJI,O,O,O,O,X,O,O,O
ZSTJILO,O,O,O,O,X,O,O,O
ZSTJIOL,O,O,O,O,X,O,O,O
ZSTJLIO,O,O,O,O,X,O,O,O
ZSTJLOI,O,O,O,O,X,O,O,O
ZSTJOIL,O,O,O,O,X,O,O,O
ZSTJOLI,O,O,O,O,X,O,O,O
ZSTOILJ,O,O,O,O,X,O,O,O
ZSTOIJL,O,O,O,O,X,O,O,O
ZSTOLIJ,O,O,O,O,X,O,O,O
ZSTOLJI,O,O,O,O,X,O,O,O
ZSTOJIL,O,O,O,O,X,O,O,O
ZSTOJLI,O,O,O,O,X,O,O,O
ZSITLJO,O,O,O,O,X,O,O,O
ZSITLOJ,O,O,O,O,X,O,O,O
ZSITJLO,O,O,X,O,X,O,O,O
ZSITJOL,O,O,X,O,X,O,O,O
ZSITOLJ,O,O,O,O,X,O,O,O
ZSITOJL,O,O,O,O,X,O,O,O
ZSILTJO,O,O,O,O,X,O,O,O
ZSILTOJ,O,O,O,O,X,O,O,O
ZSILJTO,O,O,O,O,X,O,O,X
ZSILJOT,O,O,O,O,X,O,O,O
ZSILOTJ,O,O,O,O,X,O,O,X
ZSILOJT,O,O,O,O,X,O,O,O
ZSIJTLO,O,O,O,O,X,O,O,X
ZSIJTOL,O,O,O,O,X,O,O,X
ZSIJLTO,O,O,O,O,X,O,O,X
ZSIJLOT,O,O,O,O,X,O,O,O
ZSIJOTL,O,O,O,O,X,O,O,X
ZSIJOLT,O,O,O,O,X,O,O,O
ZSIOTLJ,O,O,O,O,X,O,O,X
ZSIOTJL,O,O,O,O,X,O,O,X
ZSIOLTJ,O,O,O,O,X,O,O,X
ZSIOLJT,O,O,O,O,X,O,O,O
ZSIOJTL,O,O,O,O,X,O,O,X
ZSIOJLT,O,O,O,O,X,O,O,O
ZSLTIJO,O,O,O,O,X,O,O,O
ZSLTIOJ,O,O,O,O,X,O,O,O
ZSLTJIO,O,O,O,O,X,O,O,O
ZSLTJOI,O,O,O,O,X,O,O,O
ZSLTOIJ,O,O,O,O,X,O,O,O
ZSLTOJI,O,O,O,O,X,O,O,O
ZSLITJO,O,O,O,O,X,O,O,O
ZSLITOJ,O,O,O,O,X,O,O,O
ZSLIJTO,O,O,O,O,X,O,O,X
ZSLIJOT,O,O,O,O,X,O,O,O
ZSLIOTJ,O,O,O,O,X,O,O,X
ZSLIOJT,O,O,O,O,X,O,O,O
ZSLJTIO,O,O,O,O,X,O,O,X
ZSLJTOI,O,O,O,O,X,O,O,X
ZSLJITO,O,O,O,O,X,O,O,X
ZSLJIOT,O,O,O,O,X,O,O,X
ZSLJOTI,O,O,O,O,X,O,O,X
ZSLJOIT,O,O,O,O,X,O,O,X
ZSLOTIJ,O,O,O,O,X,O,O,O
ZSLOTJI,O,O,O,O,X,O,O,O
ZSLOITJ,O,O,O,O,X,O,O,X
ZSLOIJT,O,O,O,O,X,O,O,O
ZSLOJTI,O,O,O,O,X,O,O,X
ZSLOJIT,O,O,O,O,X,O,O,X
ZSJTILO,O,O,O,O,X,O,O,X
ZSJTIOL,O,O,O,O,X,O,O,X
ZSJTLIO,O,O,O,O,X,O,O,X
ZSJTLOI,O,O,O,O,X,O,O,X
ZSJTOIL,O,O,O,O,X,O,O,X
ZSJTOLI,O,O,O,O,X,O,O,X
ZSJITLO,O,O,O,O,X,O,O,X
ZSJITOL,O,O,O,O,X,O,O,X
ZSJILTO,O,O,O,O,X,O,O,X
ZSJILOT,O,O,O,O,X,O,O,X
ZSJIOTL,O,O,O,O,X,O,O,X
ZSJIOLT,O,O,O,O,X,O,O,X
ZSJLTIO,O,O,O,O,X,O,O,X
ZSJLTOI,O,O,O,O,X,O,O,X
ZSJLITO,O,O,O,O,X,O,O,X
ZSJLIOT,O,O,O,O,X,O,O,X
ZSJLOTI,O,O,O,O,X,O,O,X
ZSJLOIT,O,O,O,O,X,O,O,X
ZSJOTIL,O,O,O,O,X,O,O,X
ZSJOTLI,O,O,O,O,X,O,O,X
ZSJOITL,O,O,O,O,X,O,O,X
ZSJOILT,O,O,O,O,X,O,O,X
ZSJOLTI,O,O,O,O,X,O,O,X
ZSJOLIT,O,O,O,O,X,O,O,X
ZSOTILJ,O,O,O,O,X,O,O,O
ZSOTIJL,O,O,O,O,X,O,O,O
ZSOTLIJ,O,O,O,O,X,O,O,O
ZSOTLJI,O,O,O,O,X,O,O,O
ZSOTJIL,O,O,O,O,X,O,O,O
ZSOTJLI,O,O,O,O,X,O,O,O
ZSOITLJ,O,O,O,O,X,O,O,X
ZSOITJL,O,O,O,O,X,O,O,X
ZSOILTJ,O,O,O,O,X,O,O,X
ZSOILJT,O,O,O,O,X,O,O,O
ZSOIJTL,O,O,O,O,X,O,O,X
ZSOIJLT,O,O,O,O,X,O,O,O
ZSOLTIJ,O,O,O,O,X,O,O,O
ZSOLTJI,O,O,O,O,X,O,O,O
ZSOLITJ,O,O,O,O,X,O,O,X
ZSOLIJT,O,O,O,O,X,O,O,O
ZSOLJTI,O,O,O,O,X,O,O,X
ZSOLJIT,O,O,O,O,X,O,O,X
ZSOJTIL,O,O,O,O,X,O,O,X
ZSOJTLI,O,O,O,O,X,O,O,X
ZSOJITL,O,O,O,O,X,O,O,X
ZSOJILT,O,O,O,O,X,O,O,X
ZSOJLTI,O,O,O,O,X,O,O,X
ZSOJLIT,O,O,O,O,X,O,O,X
ZOTILJS,O,O,X,O,X,O,O,X
ZOTILSJ,O,O,X,O,X,O,O,X
ZOTIJLS,O,O,X,O,X,O,O,X
ZOTIJSL,O,O,X,O,X,X,O,O
ZOTISLJ,O,O,X,O,X,X,O,O
ZOTISJL,O,O,X,O,X,X,O,O
ZOTLIJS,O,O,X,O,X,O,O,X
ZOTLISJ,O,O,X,O,X,O,O,X
ZOTLJIS,O,O,X,O,X,O,O,X
ZOTLJSI,O,O,X,O,X,O,O,X
ZOTLSIJ,O,O,X,O,X,O,O,X
ZOTLSJI,O,O,X,O,X,O,O,X
ZOTJILS,O,O,X,O,X,O,O,X
ZOTJISL,O,O,X,O,X,X,O,O
ZOTJLIS,O,O,X,O,X,O,O,X
ZOTJLSI,O,O,X,O,X,O,O,X
ZOTJSIL,O,O,X,O,X,O,O,O
ZOTJSLI,O,O,X,O,X,O,O,O
ZOTSILJ,O,O,X,O,X,O,O,O
ZOTSIJL,O,O,X,O,X,O,O,O
ZOTSLIJ,O,O,X,O,X,O,O,O
ZOTSLJI,O,O,X,O,X,O,O,O
ZOTSJIL,O,O,X,O,X,O,O,O
ZOTSJLI,O,O,X,O,X,O,O,O
ZOITLJS,X,O,X,O,X,O,O,X
ZOITLSJ,X,O,X,O,X,O,O,X
ZOITJLS,X,O,X,O,X,O,O,X
ZOITJSL,X,O,X,O,X,X,O,X
ZOITSLJ,X,O,X,O,X,X,O,X
ZOITSJL,X,O,X,O,X,X,O,X
ZOILTJS,X,O,O,O,X,O,X,X
ZOILTSJ,X,O,O,O,X,O,X,X
ZOILJTS,X,O,O,O,O,O,X,X
ZOILJST,X,O,O,O,O,O,O,X
ZOILSTJ,X,O,O,O,X,O,O,X
ZOILSJT,X,O,O,O,X,O,O,X
ZOIJTLS,X,O,X,O,X,O,O,X
ZOIJTSL,X,O,O,O,X,X,O,X
ZOIJLTS,X,O,O,O,O,O,X,X
ZOIJLST,X,O,O,O,O,O,O,X
ZOIJSTL,X,O,O,O,X,O,O,X
ZOIJSLT,X,O,O,O,X,O,O,O
ZOISTLJ,X,O,O,O,X,O,O,X
ZOISTJL,X,O,O,O,X,O,O,X
ZOISLTJ,X,O,O,O,X,O,O,X
ZOISLJT,X,O,O,O,X,O,O,O
ZOISJTL,X,O,O,O,X,O,O,X
ZOISJLT,X,O,O,O,X,O,O,O
ZOLTIJS,O,O,O,O,X,O,O,X
ZOLTISJ,O,O,O,O,X,O,O,X
ZOLTJIS,O,O,O,O,X,O,O,X
ZOLTJSI,O,O,O,O,X,O,O,X
ZOLTSIJ,O,O,O,O,X,O,O,X
ZOLTSJI,O,O,O,O,X,O,O,X
ZOLITJS,X,O,O,O,X,O,X,X
ZOLITSJ,X,O,O,O,X,O,X,X
ZOLIJTS,X,O,O,O,O,O,X,X
ZOLIJST,X,O,O,O,O,O,O,X
ZOLISTJ,X,O,O,O,X,O,O,X
ZOLISJT,X,O,O,O,X,O,O,X
ZOLJTIS,O,O,O,O,X,O,O,X
ZOLJTSI,O,O,O,O,X,O,O,X
ZOLJITS,X,O,O,O,O,O,X,X
ZOLJIST,X,O,O,O,O,O,O,X
ZOLJSTI,O,O,O,O,X,O,O,X
ZOLJSIT,O,O,O,O,X,O,O,X
ZOLSTIJ,O,O,O,O,X,O,O,X
ZOLSTJI,O,O,O,O,X,O,O,X
ZOLSITJ,O,O,O,O,X,O,O,X
ZOLSIJT,O,O,O,O,X,O,O,X
ZOLSJTI,O,O,O,O,X,O,O,X
ZOLSJIT,O,O,O,O,X,O,O,X
ZOJTILS,O,O,X,O,X,O,O,X
ZOJTISL,O,O,O,O,X,X,O,X
ZOJTLIS,O,O,X,O,X,O,O,X
ZOJTLSI,O,O,X,O,X,O,O,X
ZOJTSIL,O,O,O,O,X,O,O,X
ZOJTSLI,O,O,O,O,X,O,O,X
ZOJITLS,X,O,X,O,X,O,O,X
ZOJITSL,X,O,O,O,X,X,O,X
ZOJILTS,X,O,O,O,O,O,X,X
ZOJILST,X,O,O,O,O,O,O,X
ZOJISTL,X,O,O,O,X,O,O,X
ZOJISLT,X,O,O,O,X,O,O,X
ZOJLTIS,O,O,O,O,X,O,O,X
ZOJLTSI,O,O,O,O,X,O,O,X
ZOJLITS,X,O,O,O,O,O,X,X
ZOJLIST,X,O,O,O,O,O,O,X
ZOJLSTI,O,O,O,O,X,O,O,X
ZOJLSIT,O,O,O,O,X,O,O,X
ZOJSTIL,O,O,O,O,X,O,O,X
ZOJSTLI,O,O,O,O,X,O,O,X
ZOJSITL,O,O,O,O,X,O,O,X
ZOJSILT,O,O,O,O,X,O,O,X
ZOJSLTI,O,O,O,O,X,O,O,X
ZOJSLIT,O,O,O,O,X,O,O,X
ZOSTILJ,O,O,O,O,X,O,O,O
ZOSTIJL,O,O,O,O,X,O,O,O
ZOSTLIJ,O,O,O,O,X,O,O,O
ZOSTLJI,O,O,O,O,X,O,O,O
ZOSTJIL,O,O,O,O,X,O,O,O
ZOSTJLI,O,O,O,O,X,O,O,O
ZOSITLJ,O,O,O,O,X,O,O,X
ZOSITJL,O,O,O,O,X,O,O,X
ZOSILTJ,O,O,O,O,X,O,O,X
ZOSILJT,O,O,O,O,X,O,O,O
ZOSIJTL,O,O,O,O,X,O,O,X
ZOSIJLT,O,O,O,O,X,O,O,O
ZOSLTIJ,O,O,O,O,X,O,O,O
ZOSLTJI,O,O,O,O,X,O,O,O
ZOSLITJ,O,O,O,O,X,O,O,X
ZOSLIJT,O,O,O,O,X,O,O,O
ZOSLJTI,O,O,O,O,X,O,O,X
ZOSLJIT,O,O,O,O,X,O,O,X
ZOSJTIL,O,O,O,O,X,O,O,X
ZOSJTLI,O,O,O,O,X,O,O,X
ZOSJITL,O,O,O,O,X,O,O,X
ZOSJILT,O,O,O,O,X,O,O,X
ZOSJLTI,O,O,O,O,X,O,O,X
ZOSJLIT,O,O,O,O,X,O,O,X
OTILJSZ,O,X,O,X,O,X,X,O
OTILJZS,O,O,O,X,O,O,X,X
OTILSJZ,O,X,O,O,X,X,O,O
OTILSZJ,O,O,O,O,X,O,O,O
OTILZJS,O,O,O,O,X,O,O,X
OTILZSJ,O,O,O,O,X,O,O,X
OTIJLSZ,O,X,O,X,O,X,X,O
OTIJLZS,O,O,O,X,O,X,X,X
OTIJSLZ,O,X,O,X,X,X,X,O
OTIJSZL,O,X,O,X,X,X,X,O
OTIJZLS,O,O,X,X,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X,O
OTISLJZ,O,X,O,O,X,X,O,O
OTISLZJ,O,O,O,O,X,X,O,O
OTISJLZ,O,X,O,X,X,X,X,O
OTISJZL,O,X,O,O,X,X,O,O
OTISZLJ,O,O,O,O,X,X,O,O
OTISZJL,O,O,O,O,X,X,O,O
OTIZLJS,O,O,X,O,X,O,O,X
OTIZLSJ,O,O,X,O,X,O,O,X
OTIZJLS,O,O,X,O,X,O,O,X
OTIZJSL,O,O,X,O,X,X,O,O
OTIZSLJ,O,O,X,O,X,X,O,O
OTIZSJL,O,O,X,O,X,X,O,O
OTLIJSZ,O,X,O,X,O,X,X,O
OTLIJZS,O,O,O,X,O,O,X,X
OTLISJZ,O,X,O,O,X,O,O,O
OTLISZJ,O,O,O,O,X,O,O,O
OTLIZJS,O,O,O,O,X,O,O,X
OTLIZSJ,O,O,O,O,X,O,O,X
OTLJISZ,O,O,O,X,O,X,X,O
OTLJIZS,O,O,O,X,O,O,X,X
OTLJSIZ,O,O,O,X,X,X,O,O
OTLJSZI,O,O,O,X,X,X,O,O
OTLJZIS,O,O,O,X,X,O,O,X
OTLJZSI,O,O,O,X,X,O,O,X
OTLSIJZ,O,X,O,O,X,O,O,O
OTLSIZJ,O,O,O,O,X,O,O,O
OTLSJIZ,O,X,O,O,X,O,O,O
OTLSJZI,O,X,O,O,X,O,O,O
OTLSZIJ,O,O,O,O,X,O,O,O
OTLSZJI,O,O,O,O,X,O,O,O
OTLZIJS,O,O,O,O,X,O,O,X
OTLZISJ,O,O,O,O,X,O,O,X
OTLZJIS,O,O,O,O,X,O,O,X
OTLZJSI,O,O,O,O,X,O,O,X
OTLZSIJ,O,O,O,O,X,O,O,X
OTLZSJI,O,O,O,O,X,O,O,X
OTJILSZ,O,O,O,X,O,X,X,O
OTJILZS,O,O,O,X,O,X,X,X
OTJISLZ,O,O,O,X,X,X,X,O
OTJISZL,O,O,O,X,X,X,X,O
OTJIZLS,O,O,X,X,X,X,X,X
OTJIZSL,O,O,O,X,X,X,X,O
OTJLISZ,O,O,O,X,O,X,X,O
OTJLIZS,O,O,O,X,O,O,X,X
OTJLSIZ,O,O,O,X,X,X,O,O
OTJLSZI,O,O,O,X,X,X,O,O
OTJLZIS,O,O,O,X,X,O,O,X
OTJLZSI,O,O,O,X,X,O,O,X
OTJSILZ,O,O,O,X,X,X,X,O
OTJSIZL,O,O,O,X,X,X,O,O
OTJSLIZ,O,O,O,X,X,X,O,O
OTJSLZI,O,O,O,X,X,X,O,O
OTJSZIL,O,O,O,X,X,X,O,O
OTJSZLI,O,O,O,X,X,X,O,O
OTJZILS,O,O,X,X,X,O,O,X
OTJZISL,O,O,O,X,X,X,O,O
OTJZLIS,O,O,X,X,X,O,O,X
OTJZLSI,O,O,X,X,X,O,O,X
OTJZSIL,O,O,O,X,X,X,O,O
OTJZSLI,O,O,O,X,X,O,O,O
OTSILJZ,O,X,O,O,X,O,O,O
OTSILZJ,O,O,O,O,X,O,O,O
OTSIJLZ,O,X,O,X,X,O,X,O
OTSIJZL,O,X,O,O,X,O,O,O
OTSIZLJ,O,O,O,O,X,O,O,O
OTSIZJL,O,O,O,O,X,O,O,O
OTSLIJZ,O,X,O,O,X,O,O,O
OTSLIZJ,O,O,O,O,X,O,O,O
OTSLJIZ,O,X,O,O,X,O,O,O
OTSLJZI,O,X,O,O,X,O,O,O
OTSLZIJ,O,O,O,O,X,O,O,O
OTSLZJI,O,O,O,O,X,O,O,O
OTSJILZ,O,X,O,X,X,O,X,O
OTSJIZL,O,X,O,O,X,O,O,O
OTSJLIZ,O,X,O,X,X,O,O,O
OTSJLZI,O,X,O,X,X,O,O,O
OTSJZIL,O,X,O,O,X,O,O,O
OTSJZLI,O,X,O,O,X,O,O,O
OTSZILJ,O,O,O,O,X,O,O,O
OTSZIJL,O,O,O,O,X,O,O,O
OTSZLIJ,O,O,O,O,X,O,O,O
OTSZLJI,O,O,O,O,X,O,O,O
OTSZJIL,O,O,O,O,X,O,O,O
OTSZJLI,O,O,O,O,X,O,O,O
OTZILJS,O,O,X,O,X,O,O,X
OTZILSJ,O,O,X,O,X,O,O,X
OTZIJLS,O,O,X,O,X,O,O,X
OTZIJSL,O,O,X,O,X,X,O,O
OTZISLJ,O,O,X,O,X,X,O,O
OTZISJL,O,O,X,O,X,X,O,O
OTZLIJS,O,O,X,O,X,O,O,X
OTZLISJ,O,O,X,O,X,O,O,X
OTZLJIS,O,O,X,O,X,O,O,X
OTZLJSI,O,O,X,O,X,O,O,X
OTZLSIJ,O,O,X,O,X,O,O,X
OTZLSJI,O,O,X,O,X,O,O,X
OTZJILS,O,O,X,O,X,O,O,X
OTZJISL,O,O,X,O,X,X,O,O
OTZJLIS,O,O,X,O,X,O,O,X
OTZJLSI,O,O,X,O,X,O,O,X
OTZJSIL,O,O,X,O,X,O,O,O
OTZJSLI,O,O,X,O,X,O,O,O
OTZSILJ,O,O,X,O,X,O,O,O
OTZSIJL,O,O,X,O,X,O,O,O
OTZSLIJ,O,O,X,O,X,O,O,O
OTZSLJI,O,O,X,O,X,O,O,O
OTZSJIL,O,O,X,O,X,O,O,O
OTZSJLI,O,O,X,O,X,O,O,O
OITLJSZ,O,X,O,X,O,X,X,O
OITLJZS,O,O,O,X,O,O,X,X
OITLSJZ,O,X,O,O,X,X,O,O
OITLSZJ,O,O,O,O,X,O,O,O
OITLZJS,O,O,O,O,X,O,O,X
OITLZSJ,O,O,O,O,X,O,O,X
OITJLSZ,O,X,O,X,O,X,X,O
OITJLZS,O,O,O,X,O,X,X,X
OITJSLZ,O,X,O,X,X,X,X,O
OITJSZL,O,X,O,X,X,X,X,O
OITJZLS,O,O,X,X,X,X,X,X
OITJZSL,O,O,O,X,X,X,X,O
OITSLJZ,O,X,O,O,X,X,O,O
OITSLZJ,O,O,O,O,X,X,O,O
OITSJLZ,O,X,O,X,X,X,X,O
OITSJZL,O,X,O,O,X,X,O,O
OITSZLJ,O,O,O,O,X,X,O,O
OITSZJL,O,O,O,O,X,X,O,O
OITZLJS,O,O,X,O,X,O,O,X
OITZLSJ,O,O,X,O,X,O,O,X
