sequence,v115@ThB8EeF8AeD8Jem/IvhFRhB3iBcoBTkBFmBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhBCjBTkBmlB8rBXtB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB
ZLOSTIJ,O,O,O,O,X,O,O,X
ZLOSTJI,O,O,O,O,X,O,O,X
ZLOSITJ,O,O,O,O,X,O,O,X
ZLOSIJT,O,O,O,O,X,O,O,X
ZLOSJTI,O,O,O,O,X,O,O,X
ZLOSJIT,O,O,O,O,X,O,O,X
ZJTILSO,O,X,O,O,X,O,O,O
ZJTILOS,O,X,O,X,X,O,O,O
ZJTISLO,O,O,O,O,X,O,O,O
ZJTISOL,O,O,O,O,X,O,O,O
ZJTIOLS,O,X,O,O,X,O,O,O
ZJTIOSL,O,X,O,O,X,O,O,O
ZJTLISO,O,X,O,O,X,O,O,O
ZJTLIOS,O,X,O,X,X,O,O,O
ZJTLSIO,O,X,O,O,X,O,O,O
ZJTLSOI,O,X,O,O,X,O,O,O
ZJTLOIS,O,X,O,O,X,O,O,O
ZJTLOSI,O,X,O,O,X,O,O,O
ZJTSILO,O,O,O,O,X,O,O,O
ZJTSIOL,O,O,O,O,X,O,O,O
ZJTSLIO,O,O,O,O,X,O,O,O
ZJTSLOI,O,O,O,O,X,O,O,O
ZJTSOIL,O,O,O,O,X,O,O,O
ZJTSOLI,O,X,O,O,X,O,O,O
ZJTOILS,O,X,O,O,X,O,O,O
ZJTOISL,O,X,O,O,X,O,O,O
ZJTOLIS,O,X,O,O,X,O,O,O
ZJTOLSI,O,X,O,O,X,O,O,O
ZJTOSIL,O,X,O,O,X,O,O,O
ZJTOSLI,O,X,O,O,X,O,O,O
ZJITLSO,O,X,O,O,X,X,O,O
ZJITLOS,O,X,O,X,X,X,O,O
ZJITSLO,O,X,O,O,X,O,O,O
ZJITSOL,O,X,O,O,X,O,O,O
ZJITOLS,X,X,O,O,X,X,O,O
ZJITOSL,O,X,O,O,X,O,O,O
ZJILTSO,O,X,O,O,X,X,X,O
ZJILTOS,O,X,O,X,X,X,X,O
ZJILSTO,O,X,O,O,X,O,O,X
ZJILSOT,O,X,O,O,X,O,O,O
ZJILOTS,X,X,O,X,O,X,X,O
ZJILOST,X,X,O,X,O,O,O,O
ZJISTLO,O,X,O,O,X,O,O,O
ZJISTOL,O,X,O,O,X,O,O,O
ZJISLTO,O,X,O,O,X,O,O,X
ZJISLOT,O,X,O,O,X,O,O,O
ZJISOTL,O,X,O,O,X,O,O,X
ZJISOLT,O,X,O,O,X,O,O,O
ZJIOTLS,X,X,O,O,X,X,X,O
ZJIOTSL,X,X,O,O,X,O,O,O
ZJIOLTS,X,X,O,O,O,X,X,O
ZJIOLST,X,X,O,O,O,O,O,O
ZJIOSTL,X,X,O,O,X,O,O,X
ZJIOSLT,X,X,O,O,X,O,O,O
ZJLTISO,O,O,O,O,X,X,X,O
ZJLTIOS,O,X,O,X,X,X,X,O
ZJLTSIO,O,O,O,O,X,X,X,O
ZJLTSOI,O,O,O,O,X,X,X,O
ZJLTOIS,O,X,O,O,X,X,X,O
ZJLTOSI,O,X,O,O,X,X,X,O
ZJLITSO,O,X,O,O,X,X,X,O
ZJLITOS,O,X,O,X,X,X,X,O
ZJLISTO,O,X,O,O,X,O,O,X
ZJLISOT,O,X,O,O,X,O,O,O
ZJLIOTS,X,X,O,X,O,X,X,O
ZJLIOST,X,X,O,X,O,O,O,O
ZJLSTIO,O,O,O,O,X,O,O,X
ZJLSTOI,O,O,O,O,X,O,O,X
ZJLSITO,O,O,O,O,X,O,O,X
ZJLSIOT,O,O,O,O,X,O,O,X
ZJLSOTI,O,O,O,O,X,O,O,X
ZJLSOIT,O,O,O,O,X,O,O,X
ZJLOTIS,O,X,O,O,X,X,X,O
ZJLOTSI,O,X,O,O,X,X,X,O
ZJLOITS,O,X,O,O,O,X,X,O
ZJLOIST,O,X,O,O,O,O,O,O
ZJLOSTI,O,X,O,O,X,O,O,X
ZJLOSIT,O,X,O,O,X,O,O,X
ZJSTILO,O,O,O,O,X,O,O,O
ZJSTIOL,O,O,O,O,X,O,O,O
ZJSTLIO,O,O,O,O,X,O,O,O
ZJSTLOI,O,O,O,O,X,O,O,O
ZJSTOIL,O,O,O,O,X,O,O,O
ZJSTOLI,O,X,O,O,X,O,O,O
ZJSITLO,O,O,O,O,X,O,O,O
ZJSITOL,O,O,O,O,X,O,O,O
ZJSILTO,O,O,O,O,X,O,O,X
ZJSILOT,O,O,O,O,X,O,O,O
ZJSIOTL,O,O,O,O,X,O,O,X
ZJSIOLT,O,O,O,O,X,O,O,O
ZJSLTIO,O,O,O,O,X,O,O,X
ZJSLTOI,O,O,O,O,X,O,O,X
ZJSLITO,O,O,O,O,X,O,O,X
ZJSLIOT,O,O,O,O,X,O,O,X
ZJSLOTI,O,O,O,O,X,O,O,X
ZJSLOIT,O,O,O,O,X,O,O,X
ZJSOTIL,O,O,O,O,X,O,O,O
ZJSOTLI,O,X,O,O,X,O,O,O
ZJSOITL,O,O,O,O,X,O,O,X
ZJSOILT,O,O,O,O,X,O,O,O
ZJSOLTI,O,O,O,O,X,O,O,X
ZJSOLIT,O,O,O,O,X,O,O,X
ZJOTILS,O,X,O,O,X,O,O,O
ZJOTISL,O,X,O,O,X,O,O,O
ZJOTLIS,O,X,O,O,X,O,O,O
ZJOTLSI,O,X,O,O,X,O,O,O
ZJOTSIL,O,X,O,O,X,O,O,O
ZJOTSLI,O,X,O,O,X,O,O,O
ZJOITLS,O,X,O,O,X,X,X,O
ZJOITSL,O,X,O,O,X,O,O,O
ZJOILTS,O,X,O,O,O,X,X,O
ZJOILST,O,X,O,O,O,O,O,O
ZJOISTL,O,X,O,O,X,O,O,X
ZJOISLT,O,X,O,O,X,O,O,O
ZJOLTIS,O,X,O,O,X,X,X,O
ZJOLTSI,O,X,O,O,X,X,X,O
ZJOLITS,O,X,O,O,O,X,X,O
ZJOLIST,O,X,O,O,O,O,O,O
ZJOLSTI,O,X,O,O,X,O,O,X
ZJOLSIT,O,X,O,O,X,O,O,X
ZJOSTIL,O,X,O,O,X,O,O,O
ZJOSTLI,O,X,O,O,X,O,O,O
ZJOSITL,O,X,O,O,X,O,O,X
ZJOSILT,O,X,O,O,X,O,O,O
ZJOSLTI,O,X,O,O,X,O,O,X
ZJOSLIT,O,X,O,O,X,O,O,X
ZSTILJO,O,O,X,O,X,O,O,O
ZSTILOJ,O,O,X,O,X,O,O,O
ZSTIJLO,O,O,O,O,X,O,O,O
ZSTIJOL,O,O,O,O,X,O,O,O
ZSTIOLJ,O,O,O,O,X,O,O,O
ZSTIOJL,O,O,O,O,X,O,O,O
ZSTLIJO,O,O,O,O,X,O,O,O
ZSTLIOJ,O,O,O,O,X,O,O,O
ZSTLJIO,O,O,O,O,X,O,O,O
ZSTLJOI,O,O,O,O,X,O,O,O
ZSTLOIJ,O,O,O,O,X,O,O,O
ZSTLOJI,O,O,O,O,X,O,O,O
ZSTJILO,O,O,O,O,X,O,O,O
ZSTJIOL,O,O,O,O,X,O,O,O
ZSTJLIO,O,O,O,O,X,O,O,O
ZSTJLOI,O,O,O,O,X,O,O,O
ZSTJOIL,O,O,O,O,X,O,O,O
ZSTJOLI,O,O,O,O,X,O,O,O
ZSTOILJ,O,O,O,O,X,O,O,O
ZSTOIJL,O,O,O,O,X,O,O,O
ZSTOLIJ,O,O,O,O,X,O,O,O
ZSTOLJI,O,O,O,O,X,O,O,O
ZSTOJIL,O,O,O,O,X,O,O,O
ZSTOJLI,O,O,O,O,X,O,O,O
ZSITLJO,O,O,X,O,X,O,O,O
ZSITLOJ,O,O,X,O,X,O,O,O
ZSITJLO,O,O,O,O,X,O,O,O
ZSITJOL,O,O,O,O,X,O,O,O
ZSITOLJ,O,O,O,O,X,O,O,O
ZSITOJL,O,O,O,O,X,O,O,O
ZSILTJO,O,O,O,O,X,O,O,X
ZSILTOJ,O,O,O,O,X,O,O,X
ZSILJTO,O,O,O,O,X,O,O,X
ZSILJOT,O,O,O,O,X,O,O,O
ZSILOTJ,O,O,O,O,X,O,O,X
ZSILOJT,O,O,O,O,X,O,O,O
ZSIJTLO,O,O,O,O,X,O,O,O
ZSIJTOL,O,O,O,O,X,O,O,O
ZSIJLTO,O,O,O,O,X,O,O,X
ZSIJLOT,O,O,O,O,X,O,O,O
ZSIJOTL,O,O,O,O,X,O,O,X
ZSIJOLT,O,O,O,O,X,O,O,O
ZSIOTLJ,O,O,O,O,X,O,O,X
ZSIOTJL,O,O,O,O,X,O,O,X
ZSIOLTJ,O,O,O,O,X,O,O,X
ZSIOLJT,O,O,O,O,X,O,O,O
ZSIOJTL,O,O,O,O,X,O,O,X
ZSIOJLT,O,O,O,O,X,O,O,O
ZSLTIJO,O,O,O,O,X,O,O,X
ZSLTIOJ,O,O,O,O,X,O,O,X
ZSLTJIO,O,O,O,O,X,O,O,X
ZSLTJOI,O,O,O,O,X,O,O,X
ZSLTOIJ,O,O,O,O,X,O,O,X
ZSLTOJI,O,O,O,O,X,O,O,X
ZSLITJO,O,O,O,O,X,O,O,X
ZSLITOJ,O,O,O,O,X,O,O,X
ZSLIJTO,O,O,O,O,X,O,O,X
ZSLIJOT,O,O,O,O,X,O,O,X
ZSLIOTJ,O,O,O,O,X,O,O,X
ZSLIOJT,O,O,O,O,X,O,O,X
ZSLJTIO,O,O,O,O,X,O,O,X
ZSLJTOI,O,O,O,O,X,O,O,X
ZSLJITO,O,O,O,O,X,O,O,X
ZSLJIOT,O,O,O,O,X,O,O,X
ZSLJOTI,O,O,O,O,X,O,O,X
ZSLJOIT,O,O,O,O,X,O,O,X
ZSLOTIJ,O,O,O,O,X,O,O,X
ZSLOTJI,O,O,O,O,X,O,O,X
ZSLOITJ,O,O,O,O,X,O,O,X
ZSLOIJT,O,O,O,O,X,O,O,X
ZSLOJTI,O,O,O,O,X,O,O,X
ZSLOJIT,O,O,O,O,X,O,O,X
ZSJTILO,O,O,O,O,X,O,O,O
ZSJTIOL,O,O,O,O,X,O,O,O
ZSJTLIO,O,O,O,O,X,O,O,O
ZSJTLOI,O,O,O,O,X,O,O,O
ZSJTOIL,O,O,O,O,X,O,O,O
ZSJTOLI,O,O,O,O,X,O,O,O
ZSJITLO,O,O,O,O,X,O,O,O
ZSJITOL,O,O,O,O,X,O,O,O
ZSJILTO,O,O,O,O,X,O,O,X
ZSJILOT,O,O,O,O,X,O,O,O
ZSJIOTL,O,O,O,O,X,O,O,X
ZSJIOLT,O,O,O,O,X,O,O,O
ZSJLTIO,O,O,O,O,X,O,O,X
ZSJLTOI,O,O,O,O,X,O,O,X
ZSJLITO,O,O,O,O,X,O,O,X
ZSJLIOT,O,O,O,O,X,O,O,X
ZSJLOTI,O,O,O,O,X,O,O,X
ZSJLOIT,O,O,O,O,X,O,O,X
ZSJOTIL,O,O,O,O,X,O,O,O
ZSJOTLI,O,O,O,O,X,O,O,O
ZSJOITL,O,O,O,O,X,O,O,X
ZSJOILT,O,O,O,O,X,O,O,O
ZSJOLTI,O,O,O,O,X,O,O,X
ZSJOLIT,O,O,O,O,X,O,O,X
ZSOTILJ,O,O,O,O,X,O,O,O
ZSOTIJL,O,O,O,O,X,O,O,O
ZSOTLIJ,O,O,O,O,X,O,O,O
ZSOTLJI,O,O,O,O,X,O,O,O
ZSOTJIL,O,O,O,O,X,O,O,O
ZSOTJLI,O,O,O,O,X,O,O,O
ZSOITLJ,O,O,O,O,X,O,O,X
ZSOITJL,O,O,O,O,X,O,O,X
ZSOILTJ,O,O,O,O,X,O,O,X
ZSOILJT,O,O,O,O,X,O,O,O
ZSOIJTL,O,O,O,O,X,O,O,X
ZSOIJLT,O,O,O,O,X,O,O,O
ZSOLTIJ,O,O,O,O,X,O,O,X
ZSOLTJI,O,O,O,O,X,O,O,X
ZSOLITJ,O,O,O,O,X,O,O,X
ZSOLIJT,O,O,O,O,X,O,O,X
ZSOLJTI,O,O,O,O,X,O,O,X
ZSOLJIT,O,O,O,O,X,O,O,X
ZSOJTIL,O,O,O,O,X,O,O,O
ZSOJTLI,O,O,O,O,X,O,O,O
ZSOJITL,O,O,O,O,X,O,O,X
ZSOJILT,O,O,O,O,X,O,O,O
ZSOJLTI,O,O,O,O,X,O,O,X
ZSOJLIT,O,O,O,O,X,O,O,X
ZOTILJS,O,X,O,X,X,O,X,O
ZOTILSJ,O,X,O,O,X,O,O,O
ZOTIJLS,O,X,O,O,X,O,O,O
ZOTIJSL,O,O,O,O,X,O,O,O
ZOTISLJ,O,O,O,O,X,O,O,O
ZOTISJL,O,O,O,O,X,O,O,O
ZOTLIJS,O,X,O,X,X,O,X,O
ZOTLISJ,O,X,O,O,X,O,O,O
ZOTLJIS,O,X,O,X,X,O,O,O
ZOTLJSI,O,X,O,X,X,O,O,O
ZOTLSIJ,O,X,O,O,X,O,O,O
ZOTLSJI,O,X,O,O,X,O,O,O
ZOTJILS,O,X,O,O,X,O,O,O
ZOTJISL,O,O,O,O,X,O,O,O
ZOTJLIS,O,X,O,O,X,O,O,O
ZOTJLSI,O,X,O,O,X,O,O,O
ZOTJSIL,O,O,O,O,X,O,O,O
ZOTJSLI,O,O,O,O,X,O,O,O
ZOTSILJ,O,O,O,O,X,O,O,O
ZOTSIJL,O,O,O,O,X,O,O,O
ZOTSLIJ,O,O,O,O,X,O,O,O
ZOTSLJI,O,O,O,O,X,O,O,O
ZOTSJIL,O,O,O,O,X,O,O,O
ZOTSJLI,O,O,O,O,X,O,O,O
ZOITLJS,O,X,O,X,X,O,X,O
ZOITLSJ,O,X,O,O,X,O,O,O
ZOITJLS,O,X,O,O,X,O,O,O
ZOITJSL,O,X,O,O,X,O,O,O
ZOITSLJ,O,X,O,O,X,O,O,O
ZOITSJL,O,X,O,O,X,O,O,O
ZOILTJS,O,X,O,X,X,X,X,O
ZOILTSJ,O,X,O,O,X,X,X,X
ZOILJTS,O,X,O,O,O,X,X,O
ZOILJST,O,X,O,O,O,O,X,O
ZOILSTJ,O,X,O,O,X,O,O,X
ZOILSJT,O,X,O,O,X,O,O,O
ZOIJTLS,O,X,O,O,X,X,X,O
ZOIJTSL,O,X,O,O,X,O,O,O
ZOIJLTS,O,X,O,O,O,X,X,O
ZOIJLST,O,X,O,O,O,O,O,O
ZOIJSTL,O,X,O,O,X,O,O,X
ZOIJSLT,O,X,O,O,X,O,O,O
ZOISTLJ,O,X,O,O,X,O,O,X
ZOISTJL,O,X,O,O,X,O,O,X
ZOISLTJ,O,X,O,O,X,O,O,X
ZOISLJT,O,X,O,O,X,O,O,O
ZOISJTL,O,X,O,O,X,O,O,X
ZOISJLT,O,X,O,O,X,O,O,O
ZOLTIJS,O,O,O,X,X,O,X,O
ZOLTISJ,O,O,O,O,X,O,O,O
ZOLTJIS,O,O,O,X,X,O,O,O
ZOLTJSI,O,O,O,X,X,O,O,O
ZOLTSIJ,O,O,O,O,X,O,O,O
ZOLTSJI,O,O,O,O,X,O,O,O
ZOLITJS,O,X,O,X,X,X,X,O
ZOLITSJ,O,X,O,O,X,X,X,X
ZOLIJTS,O,X,O,O,O,X,X,O
ZOLIJST,O,X,O,O,O,O,X,O
ZOLISTJ,O,X,O,O,X,O,O,X
ZOLISJT,O,X,O,O,X,O,O,O
ZOLJTIS,O,O,O,O,X,X,X,O
ZOLJTSI,O,O,O,O,X,X,X,O
ZOLJITS,O,X,O,O,O,X,X,O
ZOLJIST,O,X,O,O,O,O,O,O
ZOLJSTI,O,O,O,O,X,O,O,X
ZOLJSIT,O,O,O,O,X,O,O,X
ZOLSTIJ,O,O,O,O,X,O,O,X
ZOLSTJI,O,O,O,O,X,O,O,X
ZOLSITJ,O,O,O,O,X,O,O,X
ZOLSIJT,O,O,O,O,X,O,O,X
ZOLSJTI,O,O,O,O,X,O,O,X
ZOLSJIT,O,O,O,O,X,O,O,X
ZOJTILS,O,X,O,O,X,O,O,O
ZOJTISL,O,O,O,O,X,O,O,O
ZOJTLIS,O,X,O,O,X,O,O,O
ZOJTLSI,O,X,O,O,X,O,O,O
ZOJTSIL,O,O,O,O,X,O,O,O
ZOJTSLI,O,O,O,O,X,O,O,O
ZOJITLS,O,X,O,O,X,X,X,O
ZOJITSL,O,X,O,O,X,O,O,O
ZOJILTS,O,X,O,O,O,X,X,O
ZOJILST,O,X,O,O,O,O,O,O
ZOJISTL,O,X,O,O,X,O,O,X
ZOJISLT,O,X,O,O,X,O,O,O
ZOJLTIS,O,O,O,O,X,X,X,O
ZOJLTSI,O,O,O,O,X,X,X,O
ZOJLITS,O,X,O,O,O,X,X,O
ZOJLIST,O,X,O,O,O,O,O,O
ZOJLSTI,O,O,O,O,X,O,O,X
ZOJLSIT,O,O,O,O,X,O,O,X
ZOJSTIL,O,O,O,O,X,O,O,O
ZOJSTLI,O,O,O,O,X,O,O,O
ZOJSITL,O,O,O,O,X,O,O,X
ZOJSILT,O,O,O,O,X,O,O,O
ZOJSLTI,O,O,O,O,X,O,O,X
ZOJSLIT,O,O,O,O,X,O,O,X
ZOSTILJ,O,O,O,O,X,O,O,O
ZOSTIJL,O,O,O,O,X,O,O,O
ZOSTLIJ,O,O,O,O,X,O,O,O
ZOSTLJI,O,O,O,O,X,O,O,O
ZOSTJIL,O,O,O,O,X,O,O,O
ZOSTJLI,O,O,O,O,X,O,O,O
ZOSITLJ,O,O,O,O,X,O,O,X
ZOSITJL,O,O,O,O,X,O,O,X
ZOSILTJ,O,O,O,O,X,O,O,X
ZOSILJT,O,O,O,O,X,O,O,O
ZOSIJTL,O,O,O,O,X,O,O,X
ZOSIJLT,O,O,O,O,X,O,O,O
ZOSLTIJ,O,O,O,O,X,O,O,X
ZOSLTJI,O,O,O,O,X,O,O,X
ZOSLITJ,O,O,O,O,X,O,O,X
ZOSLIJT,O,O,O,O,X,O,O,X
ZOSLJTI,O,O,O,O,X,O,O,X
ZOSLJIT,O,O,O,O,X,O,O,X
ZOSJTIL,O,O,O,O,X,O,O,O
ZOSJTLI,O,O,O,O,X,O,O,O
ZOSJITL,O,O,O,O,X,O,O,X
ZOSJILT,O,O,O,O,X,O,O,O
ZOSJLTI,O,O,O,O,X,O,O,X
ZOSJLIT,O,O,O,O,X,O,O,X
OTILJSZ,O,O,O,X,O,X,X,X
OTILJZS,O,X,O,X,O,X,X,O
OTILSJZ,O,O,X,X,X,X,X,X
OTILSZJ,O,O,O,X,X,X,X,O
OTILZJS,O,X,O,X,X,X,X,O
OTILZSJ,O,X,O,X,X,X,X,O
OTIJLSZ,O,O,O,X,O,O,X,X
OTIJLZS,O,X,O,X,O,X,X,O
OTIJSLZ,O,O,O,O,X,O,O,X
OTIJSZL,O,O,O,O,X,O,O,X
OTIJZLS,O,X,O,O,X,X,O,O
OTIJZSL,O,O,O,O,X,O,O,O
OTISLJZ,O,O,X,O,X,O,O,X
OTISLZJ,O,O,X,O,X,X,O,O
OTISJLZ,O,O,X,O,X,O,O,X
OTISJZL,O,O,X,O,X,O,O,X
OTISZLJ,O,O,X,O,X,X,O,O
OTISZJL,O,O,X,O,X,X,O,O
OTIZLJS,O,X,O,X,X,X,X,O
OTIZLSJ,O,X,O,O,X,X,O,O
OTIZJLS,O,X,O,O,X,X,O,O
OTIZJSL,O,O,O,O,X,X,O,O
OTIZSLJ,O,O,O,O,X,X,O,O
OTIZSJL,O,O,O,O,X,X,O,O
OTLIJSZ,O,O,O,X,O,X,X,X
OTLIJZS,O,O,O,X,O,X,X,O
OTLISJZ,O,O,X,X,X,X,X,X
OTLISZJ,O,O,O,X,X,X,X,O
OTLIZJS,O,O,O,X,X,X,X,O
OTLIZSJ,O,O,O,X,X,X,X,O
OTLJISZ,O,O,O,X,O,O,X,X
OTLJIZS,O,O,O,X,O,X,X,O
OTLJSIZ,O,O,O,X,X,O,O,X
OTLJSZI,O,O,O,X,X,O,O,X
OTLJZIS,O,O,O,X,X,X,O,O
OTLJZSI,O,O,O,X,X,X,O,O
OTLSIJZ,O,O,X,X,X,O,O,X
OTLSIZJ,O,O,O,X,X,X,O,O
OTLSJIZ,O,O,X,X,X,O,O,X
OTLSJZI,O,O,X,X,X,O,O,X
OTLSZIJ,O,O,O,X,X,X,O,O
OTLSZJI,O,O,O,X,X,O,O,O
OTLZIJS,O,O,O,X,X,X,X,O
OTLZISJ,O,O,O,X,X,X,O,O
OTLZJIS,O,O,O,X,X,X,O,O
OTLZJSI,O,O,O,X,X,X,O,O
OTLZSIJ,O,O,O,X,X,X,O,O
OTLZSJI,O,O,O,X,X,X,O,O
OTJILSZ,O,O,O,X,O,O,X,X
OTJILZS,O,X,O,X,O,X,X,O
OTJISLZ,O,O,O,O,X,O,O,X
OTJISZL,O,O,O,O,X,O,O,X
OTJIZLS,O,X,O,O,X,O,O,O
OTJIZSL,O,O,O,O,X,O,O,O
OTJLISZ,O,O,O,X,O,O,X,X
OTJLIZS,O,O,O,X,O,X,X,O
OTJLSIZ,O,O,O,X,X,O,O,X
OTJLSZI,O,O,O,X,X,O,O,X
OTJLZIS,O,O,O,X,X,X,O,O
OTJLZSI,O,O,O,X,X,X,O,O
OTJSILZ,O,O,O,O,X,O,O,X
OTJSIZL,O,O,O,O,X,O,O,X
OTJSLIZ,O,O,O,O,X,O,O,X
OTJSLZI,O,O,O,O,X,O,O,X
OTJSZIL,O,O,O,O,X,O,O,X
OTJSZLI,O,O,O,O,X,O,O,X
OTJZILS,O,X,O,O,X,O,O,O
OTJZISL,O,O,O,O,X,O,O,O
OTJZLIS,O,X,O,O,X,O,O,O
OTJZLSI,O,X,O,O,X,O,O,O
OTJZSIL,O,O,O,O,X,O,O,O
OTJZSLI,O,O,O,O,X,O,O,O
OTSILJZ,O,O,X,O,X,O,O,X
OTSILZJ,O,O,X,O,X,X,O,O
OTSIJLZ,O,O,X,O,X,O,O,X
OTSIJZL,O,O,X,O,X,O,O,X
OTSIZLJ,O,O,X,O,X,X,O,O
OTSIZJL,O,O,X,O,X,X,O,O
OTSLIJZ,O,O,X,O,X,O,O,X
OTSLIZJ,O,O,X,O,X,X,O,O
OTSLJIZ,O,O,X,O,X,O,O,X
OTSLJZI,O,O,X,O,X,O,O,X
OTSLZIJ,O,O,X,O,X,O,O,O
OTSLZJI,O,O,X,O,X,O,O,O
OTSJILZ,O,O,X,O,X,O,O,X
OTSJIZL,O,O,X,O,X,O,O,X
OTSJLIZ,O,O,X,O,X,O,O,X
OTSJLZI,O,O,X,O,X,O,O,X
OTSJZIL,O,O,X,O,X,O,O,X
OTSJZLI,O,O,X,O,X,O,O,X
OTSZILJ,O,O,X,O,X,O,O,O
OTSZIJL,O,O,X,O,X,O,O,O
OTSZLIJ,O,O,X,O,X,O,O,O
OTSZLJI,O,O,X,O,X,O,O,O
OTSZJIL,O,O,X,O,X,O,O,O
OTSZJLI,O,O,X,O,X,O,O,O
OTZILJS,O,X,O,X,X,O,X,O
OTZILSJ,O,X,O,O,X,O,O,O
OTZIJLS,O,X,O,O,X,O,O,O
OTZIJSL,O,O,O,O,X,O,O,O
OTZISLJ,O,O,O,O,X,O,O,O
OTZISJL,O,O,O,O,X,O,O,O
OTZLIJS,O,X,O,X,X,O,X,O
OTZLISJ,O,X,O,O,X,O,O,O
OTZLJIS,O,X,O,X,X,O,O,O
OTZLJSI,O,X,O,X,X,O,O,O
OTZLSIJ,O,X,O,O,X,O,O,O
OTZLSJI,O,X,O,O,X,O,O,O
OTZJILS,O,X,O,O,X,O,O,O
OTZJISL,O,O,O,O,X,O,O,O
OTZJLIS,O,X,O,O,X,O,O,O
OTZJLSI,O,X,O,O,X,O,O,O
OTZJSIL,O,O,O,O,X,O,O,O
OTZJSLI,O,O,O,O,X,O,O,O
OTZSILJ,O,O,O,O,X,O,O,O
OTZSIJL,O,O,O,O,X,O,O,O
OTZSLIJ,O,O,O,O,X,O,O,O
OTZSLJI,O,O,O,O,X,O,O,O
OTZSJIL,O,O,O,O,X,O,O,O
OTZSJLI,O,O,O,O,X,O,O,O
OITLJSZ,O,O,O,X,O,X,X,X
OITLJZS,O,X,O,X,O,X,X,O
OITLSJZ,O,O,X,X,X,X,X,X
OITLSZJ,O,O,O,X,X,X,X,O
OITLZJS,O,X,O,X,X,X,X,O
OITLZSJ,O,X,O,X,X,X,X,O
OITJLSZ,O,O,O,X,O,O,X,X
OITJLZS,O,X,O,X,O,X,X,O
OITJSLZ,O,O,O,O,X,O,O,X
OITJSZL,O,O,O,O,X,O,O,X
OITJZLS,O,X,O,O,X,X,O,O
OITJZSL,O,O,O,O,X,O,O,O
OITSLJZ,O,O,X,O,X,O,O,X
OITSLZJ,O,O,X,O,X,X,O,O
OITSJLZ,O,O,X,O,X,O,O,X
OITSJZL,O,O,X,O,X,O,O,X
OITSZLJ,O,O,X,O,X,X,O,O
OITSZJL,O,O,X,O,X,X,O,O
OITZLJS,O,X,O,X,X,X,X,O
OITZLSJ,O,X,O,O,X,X,O,O
OITZJLS,O,X,O,O,X,X,O,O
OITZJSL,O,O,O,O,X,X,O,O
OITZSLJ,O,O,O,O,X,X,O,O
OITZSJL,O,O,O,O,X,X,O,O
OILTJSZ,O,O,O,X,O,X,X,X
OILTJZS,O,O,O,X,O,X,X,X
OILTSJZ,O,O,X,X,X,X,X,X
OILTSZJ,O,O,O,X,X,X,X,X
OILTZJS,O,O,O,X,X,X,X,O
OILTZSJ,O,O,O,X,X,X,X,X
OILJTSZ,O,O,O,X,O,X,X,X
OILJTZS,O,O,O,X,O,X,X,X
OILJSTZ,X,O,O,O,O,X,X,X
OILJSZT,X,O,O,O,O,X,X,X
OILJZTS,O,X,O,O,O,X,X,O
OILJZST,O,X,O,O,O,X,X,O
OILSTJZ,X,O,X,O,X,X,X,X
OILSTZJ,X,O,O,O,X,X,X,X
OILSJTZ,X,O,O,O,O,X,X,X
OILSJZT,X,O,O,O,O,X,X,X
OILSZTJ,X,O,O,O,X,X,X,X
OILSZJT,X,O,O,O,X,X,X,O
OILZTJS,O,X,O,X,X,X,X,O
OILZTSJ,O,X,O,O,X,X,X,X
OILZJTS,O,X,O,O,O,X,X,O
OILZJST,O,X,O,O,O,X,X,O
OILZSTJ,O,X,O,O,X,X,X,X
OILZSJT,O,X,O,O,X,X,X,O
OIJTLSZ,O,O,O,X,O,O,X,X
OIJTLZS,O,X,O,X,O,X,X,X
OIJTSLZ,O,O,O,O,X,O,X,X
OIJTSZL,O,O,O,O,X,O,X,X
OIJTZLS,O,X,O,O,X,X,X,X
OIJTZSL,O,O,O,O,X,O,X,X
OIJLTSZ,O,O,O,X,O,X,X,X
OIJLTZS,O,O,O,X,O,X,X,X
OIJLSTZ,X,O,O,O,O,O,X,X
OIJLSZT,X,O,O,O,O,O,X,X
OIJLZTS,O,X,O,O,O,X,X,O
OIJLZST,O,X,O,O,O,X,X,O
OIJSTLZ,X,O,O,O,X,O,X,X
OIJSTZL,X,O,O,O,X,O,X,X
OIJSLTZ,X,O,O,O,O,O,X,X
OIJSLZT,X,O,O,O,O,O,O,X
OIJSZTL,X,O,O,O,X,O,O,X
OIJSZLT,X,O,O,O,X,O,O,X
OIJZTLS,O,X,O,O,X,X,X,O
OIJZTSL,O,X,O,O,X,O,O,X
OIJZLTS,O,X,O,O,O,X,X,O
OIJZLST,O,X,O,O,O,O,O,O
OIJZSTL,O,X,O,O,X,O,O,X
OIJZSLT,O,X,O,O,X,O,O,O
