sequence,v115@ThB8EeF8AeD8Jem/IvhFRhB3iBcoBTkBFmBCsB,v115@ThB8EeF8AeD8Jem/IvhFfmB0hBxiBTkBFoBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhB3iBcoBTkBmlBCsB,v115@ThB8EeF8AeD8Jex/IvhFlhBCjBTkBmlB8rBXtB,v115@ThB8EeF8AeD8Je2EJvhFqnBTjBRmB3kBFmB8rB,v115@ThB8EeF8AeD8Jei/IvhFWmBxhBTjB3kB0nBlrB,v115@ThB8EeF8AeD8Jei/IvhFzgBRiBcoB3kBGnBlrB,v115@ThB8EeF8AeD8JeOEJvhF8kBzgBCiBxnBXoBlrB
ISLZTJO,X,O,X,O,X,O,O,X
ISLZTOJ,X,O,X,O,X,O,O,X
ISLZJTO,X,O,X,O,X,O,O,X
ISLZJOT,X,O,X,O,X,O,O,O
ISLZOTJ,X,O,X,O,X,O,O,X
ISLZOJT,X,O,X,O,X,O,O,O
ISLOTJZ,X,O,X,O,X,O,O,X
ISLOTZJ,X,O,X,O,X,X,O,X
ISLOJTZ,X,O,X,O,O,O,X,X
ISLOJZT,X,O,X,O,O,O,O,X
ISLOZTJ,X,O,X,O,X,O,O,X
ISLOZJT,X,O,X,O,X,O,O,O
ISJTLZO,X,O,X,O,X,O,X,X
ISJTLOZ,X,O,X,X,X,O,X,X
ISJTZLO,X,O,X,O,X,O,X,X
ISJTZOL,X,O,X,O,X,O,X,X
ISJTOLZ,X,O,X,X,X,O,X,X
ISJTOZL,X,O,X,X,X,X,X,X
ISJLTZO,X,O,X,O,X,O,X,X
ISJLTOZ,X,O,X,X,X,O,X,X
ISJLZTO,X,O,X,O,X,O,O,X
ISJLZOT,X,O,X,O,X,O,O,X
ISJLOTZ,X,X,X,O,O,O,X,X
ISJLOZT,X,X,X,O,O,O,O,X
ISJZTLO,X,O,X,O,X,O,O,X
ISJZTOL,X,O,X,O,X,O,O,X
ISJZLTO,X,O,X,O,X,O,O,X
ISJZLOT,X,O,X,O,X,O,O,X
ISJZOTL,X,O,X,O,X,O,O,X
ISJZOLT,X,O,X,O,X,O,O,X
ISJOTLZ,X,X,X,O,X,O,X,X
ISJOTZL,X,X,X,O,X,O,X,X
ISJOLTZ,X,X,X,O,O,O,X,X
ISJOLZT,X,X,X,O,O,O,O,X
ISJOZTL,X,X,X,O,X,O,O,X
ISJOZLT,X,X,X,O,X,O,O,X
ISZTLJO,X,O,X,O,X,O,O,O
ISZTLOJ,X,O,X,O,X,O,O,O
ISZTJLO,X,O,X,O,X,O,O,O
ISZTJOL,X,O,X,O,X,O,O,O
ISZTOLJ,X,O,X,O,X,O,O,O
ISZTOJL,X,O,X,O,X,O,O,O
ISZLTJO,X,O,X,O,X,O,O,X
ISZLTOJ,X,O,X,O,X,O,O,X
ISZLJTO,X,O,X,O,X,O,O,X
ISZLJOT,X,O,X,O,X,O,O,O
ISZLOTJ,X,O,X,O,X,O,O,X
ISZLOJT,X,O,X,O,X,O,O,O
ISZJTLO,X,O,X,O,X,O,O,O
ISZJTOL,X,O,X,O,X,O,O,O
ISZJLTO,X,O,X,O,X,O,O,X
ISZJLOT,X,O,X,O,X,O,O,O
ISZJOTL,X,O,X,O,X,O,O,X
ISZJOLT,X,O,X,O,X,O,O,O
ISZOTLJ,X,O,X,O,X,O,O,X
ISZOTJL,X,O,X,O,X,O,O,X
ISZOLTJ,X,O,X,O,X,O,O,X
ISZOLJT,X,O,X,O,X,O,O,O
ISZOJTL,X,O,X,O,X,O,O,X
ISZOJLT,X,O,X,O,X,O,O,O
ISOTLJZ,X,O,X,O,X,O,O,X
ISOTLZJ,X,O,X,O,X,X,O,X
ISOTJLZ,X,O,X,O,X,O,O,X
ISOTJZL,X,O,X,O,X,O,O,X
ISOTZLJ,X,O,X,O,X,X,O,X
ISOTZJL,X,O,X,O,X,X,O,X
ISOLTJZ,X,O,X,O,X,O,O,X
ISOLTZJ,X,O,X,O,X,X,O,X
ISOLJTZ,X,O,X,O,O,O,X,X
ISOLJZT,X,O,X,O,O,O,O,X
ISOLZTJ,X,O,X,O,X,O,O,X
ISOLZJT,X,O,X,O,X,O,O,O
ISOJTLZ,X,O,X,O,X,O,X,X
ISOJTZL,X,O,X,O,X,O,X,X
ISOJLTZ,X,O,X,O,O,O,X,X
ISOJLZT,X,O,X,O,O,O,O,X
ISOJZTL,X,O,X,O,X,O,O,X
ISOJZLT,X,O,X,O,X,O,O,X
ISOZTLJ,X,O,X,O,X,O,O,X
ISOZTJL,X,O,X,O,X,O,O,X
ISOZLTJ,X,O,X,O,X,O,O,X
ISOZLJT,X,O,X,O,X,O,O,O
ISOZJTL,X,O,X,O,X,O,O,X
ISOZJLT,X,O,X,O,X,O,O,O
IZTLJSO,O,X,X,X,X,O,O,O
IZTLJOS,O,X,X,X,X,O,O,O
IZTLSJO,O,X,X,X,X,O,O,O
IZTLSOJ,O,X,X,X,X,O,O,O
IZTLOJS,O,X,X,X,X,O,X,O
IZTLOSJ,O,X,X,X,X,O,O,O
IZTJLSO,O,X,X,O,X,O,O,O
IZTJLOS,O,X,X,X,X,O,O,O
IZTJSLO,O,X,X,O,X,O,O,O
IZTJSOL,O,X,X,O,X,O,O,O
IZTJOLS,O,X,X,O,X,O,O,O
IZTJOSL,O,X,X,O,X,O,O,O
IZTSLJO,O,X,X,O,X,O,O,O
IZTSLOJ,O,X,X,O,X,O,O,O
IZTSJLO,O,X,X,O,X,O,O,O
IZTSJOL,O,X,X,O,X,O,O,O
IZTSOLJ,O,X,X,O,X,O,O,O
IZTSOJL,O,X,X,O,X,O,O,O
IZTOLJS,O,X,X,X,X,O,X,O
IZTOLSJ,O,X,X,O,X,O,O,O
IZTOJLS,O,X,X,X,X,O,O,O
IZTOJSL,O,X,X,O,X,O,O,O
IZTOSLJ,O,X,X,O,X,O,O,O
IZTOSJL,O,X,X,O,X,O,O,O
IZLTJSO,O,X,O,X,X,X,O,O
IZLTJOS,O,X,O,X,X,X,O,O
IZLTSJO,O,X,O,X,X,X,O,O
IZLTSOJ,O,X,O,X,X,X,O,O
IZLTOJS,O,X,O,X,X,X,X,O
IZLTOSJ,O,X,O,X,X,X,O,O
IZLJTSO,O,X,O,X,X,X,X,O
IZLJTOS,O,X,O,X,X,X,X,O
IZLJSTO,O,X,O,X,X,O,O,X
IZLJSOT,O,X,O,X,X,O,O,O
IZLJOTS,X,X,O,X,O,X,X,O
IZLJOST,X,X,O,X,O,O,O,O
IZLSTJO,O,X,O,X,X,O,O,X
IZLSTOJ,O,X,O,X,X,O,O,X
IZLSJTO,O,X,O,X,X,O,O,X
IZLSJOT,O,X,O,X,X,O,O,O
IZLSOTJ,O,X,O,X,X,O,O,X
IZLSOJT,O,X,O,X,X,O,O,O
IZLOTJS,O,X,O,X,X,X,X,O
IZLOTSJ,O,X,O,X,X,X,X,X
IZLOJTS,O,X,O,X,O,X,X,O
IZLOJST,O,X,O,X,O,O,X,O
IZLOSTJ,O,X,O,X,X,O,O,X
IZLOSJT,O,X,O,X,X,O,O,O
IZJTLSO,O,X,O,O,X,X,O,O
IZJTLOS,O,X,O,X,X,X,O,O
IZJTSLO,O,X,O,O,X,O,O,O
IZJTSOL,O,X,O,O,X,O,O,O
IZJTOLS,X,X,O,O,X,X,O,O
IZJTOSL,O,X,O,O,X,O,O,O
IZJLTSO,O,X,O,O,X,X,X,O
IZJLTOS,O,X,O,X,X,X,X,O
IZJLSTO,O,X,O,O,X,O,O,X
IZJLSOT,O,X,O,O,X,O,O,O
IZJLOTS,X,X,O,X,O,X,X,O
IZJLOST,X,X,O,X,O,O,O,O
IZJSTLO,O,X,O,O,X,O,O,O
IZJSTOL,O,X,O,O,X,O,O,O
IZJSLTO,O,X,O,O,X,O,O,X
IZJSLOT,O,X,O,O,X,O,O,O
IZJSOTL,O,X,O,O,X,O,O,X
IZJSOLT,O,X,O,O,X,O,O,O
IZJOTLS,X,X,O,O,X,X,X,O
IZJOTSL,X,X,O,O,X,O,O,O
IZJOLTS,X,X,O,O,O,X,X,O
IZJOLST,X,X,O,O,O,O,O,O
IZJOSTL,X,X,O,O,X,O,O,X
IZJOSLT,X,X,O,O,X,O,O,O
IZSTLJO,O,X,X,O,X,O,O,O
IZSTLOJ,O,X,X,O,X,O,O,O
IZSTJLO,O,X,O,O,X,O,O,O
IZSTJOL,O,X,O,O,X,O,O,O
IZSTOLJ,O,X,O,O,X,O,O,O
IZSTOJL,O,X,O,O,X,O,O,O
IZSLTJO,O,X,O,O,X,O,O,X
IZSLTOJ,O,X,O,O,X,O,O,X
IZSLJTO,O,X,O,O,X,O,O,X
IZSLJOT,O,X,O,O,X,O,O,O
IZSLOTJ,O,X,O,O,X,O,O,X
IZSLOJT,O,X,O,O,X,O,O,O
IZSJTLO,O,X,O,O,X,O,O,O
IZSJTOL,O,X,O,O,X,O,O,O
IZSJLTO,O,X,O,O,X,O,O,X
IZSJLOT,O,X,O,O,X,O,O,O
IZSJOTL,O,X,O,O,X,O,O,X
IZSJOLT,O,X,O,O,X,O,O,O
IZSOTLJ,O,X,O,O,X,O,O,X
IZSOTJL,O,X,O,O,X,O,O,X
IZSOLTJ,O,X,O,O,X,O,O,X
IZSOLJT,O,X,O,O,X,O,O,O
IZSOJTL,O,X,O,O,X,O,O,X
IZSOJLT,O,X,O,O,X,O,O,O
IZOTLJS,O,X,O,X,X,O,X,O
IZOTLSJ,O,X,O,O,X,O,O,O
IZOTJLS,O,X,O,O,X,O,O,O
IZOTJSL,O,X,O,O,X,O,O,O
IZOTSLJ,O,X,O,O,X,O,O,O
IZOTSJL,O,X,O,O,X,O,O,O
IZOLTJS,O,X,O,X,X,X,X,O
IZOLTSJ,O,X,O,O,X,X,X,X
IZOLJTS,O,X,O,O,O,X,X,O
IZOLJST,O,X,O,O,O,O,X,O
IZOLSTJ,O,X,O,O,X,O,O,X
IZOLSJT,O,X,O,O,X,O,O,O
IZOJTLS,O,X,O,O,X,X,X,O
IZOJTSL,O,X,O,O,X,O,O,O
IZOJLTS,O,X,O,O,O,X,X,O
IZOJLST,O,X,O,O,O,O,O,O
IZOJSTL,O,X,O,O,X,O,O,X
IZOJSLT,O,X,O,O,X,O,O,O
IZOSTLJ,O,X,O,O,X,O,O,X
IZOSTJL,O,X,O,O,X,O,O,X
IZOSLTJ,O,X,O,O,X,O,O,X
IZOSLJT,O,X,O,O,X,O,O,O
IZOSJTL,O,X,O,O,X,O,O,X
IZOSJLT,O,X,O,O,X,O,O,O
IOTLJSZ,O,O,O,X,O,X,X,X
IOTLJZS,O,X,O,X,O,X,X,O
IOTLSJZ,O,O,X,X,X,X,X,X
IOTLSZJ,O,O,O,X,X,X,X,O
IOTLZJS,O,X,O,X,X,X,X,O
IOTLZSJ,O,X,O,X,X,X,X,O
IOTJLSZ,O,O,O,X,O,O,X,X
IOTJLZS,O,X,O,X,O,X,X,O
IOTJSLZ,O,O,O,O,X,O,O,X
IOTJSZL,O,O,O,O,X,O,O,X
IOTJZLS,O,X,O,O,X,X,O,O
IOTJZSL,O,O,O,O,X,O,O,O
IOTSLJZ,O,O,X,O,X,O,O,X
IOTSLZJ,O,O,X,O,X,X,O,O
IOTSJLZ,O,O,X,O,X,O,O,X
IOTSJZL,O,O,X,O,X,O,O,X
IOTSZLJ,O,O,X,O,X,X,O,O
IOTSZJL,O,O,X,O,X,X,O,O
IOTZLJS,O,X,O,X,X,X,X,O
IOTZLSJ,O,X,O,O,X,X,O,O
IOTZJLS,O,X,O,O,X,X,O,O
IOTZJSL,O,O,O,O,X,X,O,O
IOTZSLJ,O,O,O,O,X,X,O,O
IOTZSJL,O,O,O,O,X,X,O,O
IOLTJSZ,O,O,O,X,O,X,X,X
IOLTJZS,O,O,O,X,O,X,X,X
IOLTSJZ,O,O,X,X,X,X,X,X
IOLTSZJ,O,O,O,X,X,X,X,X
IOLTZJS,O,O,O,X,X,X,X,O
IOLTZSJ,O,O,O,X,X,X,X,X
IOLJTSZ,O,O,O,X,O,X,X,X
IOLJTZS,O,O,O,X,O,X,X,X
IOLJSTZ,X,O,O,O,O,X,X,X
IOLJSZT,X,O,O,O,O,X,X,X
IOLJZTS,O,X,O,O,O,X,X,O
IOLJZST,O,X,O,O,O,X,X,O
IOLSTJZ,X,O,X,O,X,X,X,X
IOLSTZJ,X,O,O,O,X,X,X,X
IOLSJTZ,X,O,O,O,O,X,X,X
IOLSJZT,X,O,O,O,O,X,X,X
IOLSZTJ,X,O,O,O,X,X,X,X
IOLSZJT,X,O,O,O,X,X,X,O
IOLZTJS,O,X,O,X,X,X,X,O
IOLZTSJ,O,X,O,O,X,X,X,X
IOLZJTS,O,X,O,O,O,X,X,O
IOLZJST,O,X,O,O,O,X,X,O
IOLZSTJ,O,X,O,O,X,X,X,X
IOLZSJT,O,X,O,O,X,X,X,O
IOJTLSZ,O,O,O,X,O,O,X,X
IOJTLZS,O,X,O,X,O,X,X,X
IOJTSLZ,O,O,O,O,X,O,X,X
IOJTSZL,O,O,O,O,X,O,X,X
IOJTZLS,O,X,O,O,X,X,X,X
IOJTZSL,O,O,O,O,X,O,X,X
IOJLTSZ,O,O,O,X,O,X,X,X
IOJLTZS,O,O,O,X,O,X,X,X
IOJLSTZ,X,O,O,O,O,O,X,X
IOJLSZT,X,O,O,O,O,O,X,X
IOJLZTS,O,X,O,O,O,X,X,O
IOJLZST,O,X,O,O,O,X,X,O
IOJSTLZ,X,O,O,O,X,O,X,X
IOJSTZL,X,O,O,O,X,O,X,X
IOJSLTZ,X,O,O,O,O,O,X,X
IOJSLZT,X,O,O,O,O,O,O,X
IOJSZTL,X,O,O,O,X,O,O,X
IOJSZLT,X,O,O,O,X,O,O,X
IOJZTLS,O,X,O,O,X,X,X,O
IOJZTSL,O,X,O,O,X,O,O,X
IOJZLTS,O,X,O,O,O,X,X,O
IOJZLST,O,X,O,O,O,O,O,O
IOJZSTL,O,X,O,O,X,O,O,X
IOJZSLT,O,X,O,O,X,O,O,O
IOSTLJZ,X,O,X,O,X,O,O,X
IOSTLZJ,X,O,X,O,X,X,O,X
IOSTJLZ,X,O,X,O,X,O,O,X
IOSTJZL,X,O,X,O,X,O,O,X
IOSTZLJ,X,O,X,O,X,X,O,X
IOSTZJL,X,O,X,O,X,X,O,X
IOSLTJZ,X,O,X,O,X,O,O,X
IOSLTZJ,X,O,O,O,X,X,O,X
IOSLJTZ,X,O,O,O,O,O,X,X
IOSLJZT,X,O,O,O,O,O,O,X
IOSLZTJ,X,O,O,O,X,O,O,X
IOSLZJT,X,O,O,O,X,O,O,O
IOSJTLZ,X,O,O,O,X,O,X,X
IOSJTZL,X,O,O,O,X,O,X,X
IOSJLTZ,X,O,O,O,O,O,X,X
IOSJLZT,X,O,O,O,O,O,O,X
IOSJZTL,X,O,O,O,X,O,O,X
IOSJZLT,X,O,O,O,X,O,O,X
IOSZTLJ,X,O,O,O,X,O,O,X
IOSZTJL,X,O,O,O,X,O,O,X
IOSZLTJ,X,O,O,O,X,O,O,X
IOSZLJT,X,O,O,O,X,O,O,O
IOSZJTL,X,O,O,O,X,O,O,X
IOSZJLT,X,O,O,O,X,O,O,O
IOZTLJS,O,X,O,X,X,O,X,O
IOZTLSJ,O,X,O,O,X,O,O,O
IOZTJLS,O,X,O,O,X,O,O,O
IOZTJSL,O,X,O,O,X,O,O,O
IOZTSLJ,O,X,O,O,X,O,O,O
IOZTSJL,O,X,O,O,X,O,O,O
IOZLTJS,O,X,O,X,X,X,X,O
IOZLTSJ,O,X,O,O,X,X,X,X
IOZLJTS,O,X,O,O,O,X,X,O
IOZLJST,O,X,O,O,O,O,X,O
IOZLSTJ,O,X,O,O,X,O,O,X
IOZLSJT,O,X,O,O,X,O,O,O
IOZJTLS,O,X,O,O,X,X,X,O
IOZJTSL,O,X,O,O,X,O,O,O
IOZJLTS,O,X,O,O,O,X,X,O
IOZJLST,O,X,O,O,O,O,O,O
IOZJSTL,O,X,O,O,X,O,O,X
IOZJSLT,O,X,O,O,X,O,O,O
IOZSTLJ,O,X,O,O,X,O,O,X
IOZSTJL,O,X,O,O,X,O,O,X
IOZSLTJ,O,X,O,O,X,O,O,X
IOZSLJT,O,X,O,O,X,O,O,O
IOZSJTL,O,X,O,O,X,O,O,X
IOZSJLT,O,X,O,O,X,O,O,O
LTIJSZO,O,O,O,X,X,X,X,X
LTIJSOZ,X,O,X,X,X,X,X,X
LTIJZSO,O,O,O,X,X,X,X,O
LTIJZOS,O,X,O,X,X,X,X,O
LTIJOSZ,O,O,O,X,O,X,X,X
LTIJOZS,O,O,O,X,O,X,X,O
LTISJZO,O,O,X,X,X,X,X,X
LTISJOZ,X,O,X,X,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,O
LTISZOJ,O,O,X,X,X,X,X,O
LTISOJZ,O,O,X,X,X,X,X,X
LTISOZJ,O,O,X,X,X,X,X,O
LTIZJSO,O,O,O,X,X,X,X,O
LTIZJOS,O,X,O,X,X,X,X,O
LTIZSJO,O,O,O,X,X,X,X,O
LTIZSOJ,O,O,O,X,X,X,X,O
LTIZOJS,O,O,O,X,X,X,X,O
LTIZOSJ,O,O,O,X,X,X,X,O
LTIOJSZ,O,O,X,X,O,X,X,X
LTIOJZS,O,O,O,X,O,X,X,O
LTIOSJZ,O,O,X,X,X,X,X,X
LTIOSZJ,O,O,O,X,X,X,X,O
LTIOZJS,O,O,O,X,X,X,X,O
LTIOZSJ,O,O,O,X,X,X,X,O
LTJISZO,O,O,O,X,X,O,X,X
LTJISOZ,X,O,X,X,X,O,X,X
LTJIZSO,O,O,O,X,X,O,X,O
LTJIZOS,O,X,O,X,X,O,X,O
LTJIOSZ,O,O,O,X,O,O,X,X
LTJIOZS,O,O,O,X,O,X,X,O
LTJSIZO,O,O,O,X,X,O,O,X
LTJSIOZ,X,O,X,X,X,O,O,X
LTJSZIO,O,O,O,X,X,O,O,X
LTJSZOI,O,O,O,X,X,O,O,X
LTJSOIZ,X,O,O,X,X,O,O,X
LTJSOZI,X,O,O,X,X,O,O,X
LTJZISO,O,O,O,X,X,O,O,O
LTJZIOS,O,X,O,X,X,O,O,O
LTJZSIO,O,O,O,X,X,O,O,O
LTJZSOI,O,O,O,X,X,O,O,O
LTJZOIS,O,X,O,X,X,O,O,O
LTJZOSI,O,X,O,X,X,O,O,O
LTJOISZ,O,O,O,X,O,O,X,X
LTJOIZS,O,O,O,X,O,X,X,O
LTJOSIZ,O,O,O,X,X,O,O,X
LTJOSZI,O,O,O,X,X,O,O,X
LTJOZIS,O,O,O,X,X,X,O,O
LTJOZSI,O,O,O,X,X,X,O,O
LTSIJZO,O,O,X,X,X,O,O,X
LTSIJOZ,X,O,X,X,X,O,O,X
LTSIZJO,O,O,X,X,X,O,O,O
LTSIZOJ,O,O,X,X,X,O,O,O
LTSIOJZ,O,O,X,X,X,O,O,X
LTSIOZJ,O,O,X,X,X,X,O,O
LTSJIZO,O,O,O,X,X,O,O,X
LTSJIOZ,X,O,X,X,X,O,O,X
LTSJZIO,O,O,O,X,X,O,O,X
LTSJZOI,O,O,O,X,X,O,O,X
LTSJOIZ,X,O,O,X,X,O,O,X
LTSJOZI,X,O,O,X,X,O,O,X
LTSZIJO,O,O,O,X,X,O,O,O
LTSZIOJ,O,O,O,X,X,O,O,O
LTSZJIO,O,O,O,X,X,O,O,O
LTSZJOI,O,O,O,X,X,O,O,O
LTSZOIJ,O,O,O,X,X,O,O,O
LTSZOJI,O,O,O,X,X,O,O,O
LTSOIJZ,O,O,X,X,X,O,O,X
LTSOIZJ,O,O,O,X,X,X,O,O
LTSOJIZ,O,O,X,X,X,O,O,X
LTSOJZI,O,O,X,X,X,O,O,X
LTSOZIJ,O,O,O,X,X,O,O,O
LTSOZJI,O,O,O,X,X,O,O,O
LTZIJSO,O,O,O,X,X,O,O,O
LTZIJOS,O,X,O,X,X,O,O,O
LTZISJO,O,O,O,X,X,O,O,O
LTZISOJ,O,O,O,X,X,O,O,O
LTZIOJS,O,O,O,X,X,O,X,O
LTZIOSJ,O,O,O,X,X,O,O,O
LTZJISO,O,O,O,X,X,O,O,O
LTZJIOS,O,X,O,X,X,O,O,O
LTZJSIO,O,O,O,X,X,O,O,O
LTZJSOI,O,O,O,X,X,O,O,O
LTZJOIS,O,X,O,X,X,O,O,O
LTZJOSI,O,X,O,X,X,O,O,O
LTZSIJO,O,O,O,X,X,O,O,O
LTZSIOJ,O,O,O,X,X,O,O,O
LTZSJIO,O,O,O,X,X,O,O,O
LTZSJOI,O,O,O,X,X,O,O,O
LTZSOIJ,O,O,O,X,X,O,O,O
LTZSOJI,O,O,O,X,X,O,O,O
LTZOIJS,O,O,O,X,X,O,X,O
LTZOISJ,O,O,O,X,X,O,O,O
LTZOJIS,O,O,O,X,X,O,O,O
LTZOJSI,O,O,O,X,X,O,O,O
LTZOSIJ,O,O,O,X,X,O,O,O
LTZOSJI,O,O,O,X,X,O,O,O
LTOIJSZ,O,O,O,X,O,X,X,X
LTOIJZS,O,O,O,X,O,X,X,O
LTOISJZ,O,O,X,X,X,X,X,X
LTOISZJ,O,O,O,X,X,X,X,O
LTOIZJS,O,O,O,X,X,X,X,O
LTOIZSJ,O,O,O,X,X,X,X,O
LTOJISZ,O,O,O,X,O,O,X,X
LTOJIZS,O,O,O,X,O,X,X,O
LTOJSIZ,O,O,O,X,X,O,O,X
LTOJSZI,O,O,O,X,X,O,O,X
LTOJZIS,O,O,O,X,X,X,O,O
LTOJZSI,O,O,O,X,X,X,O,O
LTOSIJZ,O,O,X,X,X,O,O,X
LTOSIZJ,O,O,O,X,X,X,O,O
LTOSJIZ,O,O,X,X,X,O,O,X
LTOSJZI,O,O,X,X,X,O,O,X
LTOSZIJ,O,O,O,X,X,X,O,O
LTOSZJI,O,O,O,X,X,O,O,O
LTOZIJS,O,O,O,X,X,X,X,O
LTOZISJ,O,O,O,X,X,X,O,O
LTOZJIS,O,O,O,X,X,X,O,O
LTOZJSI,O,O,O,X,X,X,O,O
LTOZSIJ,O,O,O,X,X,X,O,O
LTOZSJI,O,O,O,X,X,X,O,O
LITJSZO,O,O,O,X,X,X,X,X
LITJSOZ,X,O,X,X,X,X,X,X
LITJZSO,O,O,O,X,X,X,X,O
LITJZOS,O,X,O,X,X,X,X,O
LITJOSZ,O,O,O,X,O,X,X,X
LITJOZS,O,O,O,X,O,X,X,O
LITSJZO,O,O,X,X,X,X,X,X
LITSJOZ,X,O,X,X,X,X,X,X
LITSZJO,O,O,X,X,X,X,X,O
LITSZOJ,O,O,X,X,X,X,X,O
LITSOJZ,O,O,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,O
LITZJSO,O,O,O,X,X,X,X,O
LITZJOS,O,X,O,X,X,X,X,O
LITZSJO,O,O,O,X,X,X,X,O
LITZSOJ,O,O,O,X,X,X,X,O
LITZOJS,O,O,O,X,X,X,X,O
LITZOSJ,O,O,O,X,X,X,X,O
LITOJSZ,O,O,X,X,O,X,X,X
LITOJZS,O,O,O,X,O,X,X,O
LITOSJZ,O,O,X,X,X,X,X,X
LITOSZJ,O,O,O,X,X,X,X,O
LITOZJS,O,O,O,X,X,X,X,O
LITOZSJ,O,O,O,X,X,X,X,O
LIJTSZO,O,O,O,X,X,X,X,X
LIJTSOZ,X,O,X,X,X,X,X,X
LIJTZSO,O,O,O,X,X,X,X,X
LIJTZOS,O,X,O,X,X,X,X,X
LIJTOSZ,X,O,O,X,O,X,X,X
LIJTOZS,O,X,O,X,O,X,X,X
LIJSTZO,X,O,O,X,X,X,X,X
LIJSTOZ,X,O,X,X,X,X,X,X
LIJSZTO,X,O,O,X,X,X,X,X
LIJSZOT,X,O,O,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,X,X
LIJSOZT,X,X,X,X,O,X,X,X
LIJZTSO,O,X,O,X,X,X,X,X
LIJZTOS,O,X,O,X,X,X,X,O
LIJZSTO,O,X,O,X,X,X,X,X
LIJZSOT,O,X,O,X,X,X,X,O
LIJZOTS,X,X,O,X,O,X,X,O
LIJZOST,X,X,O,X,O,X,X,O
LIJOTSZ,X,X,O,X,O,X,X,X
LIJOTZS,X,X,O,X,O,X,X,X
LIJOSTZ,X,X,O,X,O,X,X,X
LIJOSZT,X,X,O,X,O,X,X,X
LIJOZTS,X,X,O,X,O,X,X,O
LIJOZST,X,X,O,X,O,X,X,O
LISTJZO,X,O,X,X,X,X,X,X
LISTJOZ,X,O,X,X,X,X,X,X
LISTZJO,X,O,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X
LISTOJZ,X,O,X,X,X,X,X,X
LISTOZJ,X,O,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X
LISJTOZ,X,O,X,X,X,X,X,X
LISJZTO,X,O,X,X,X,X,X,X
LISJZOT,X,O,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,X,X,X
LISJOZT,X,X,X,X,O,X,X,X
LISZTJO,X,O,X,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X
LISZJTO,X,O,X,X,X,X,X,X
LISZJOT,X,O,X,X,X,X,X,O
LISZOTJ,X,O,X,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,O
LISOTJZ,X,O,X,X,X,X,X,X
LISOTZJ,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,X,O,X,X,X
LISOJZT,X,O,X,X,O,X,X,X
LISOZTJ,X,O,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,O
LIZTJSO,O,X,O,X,X,X,X,O
LIZTJOS,O,X,O,X,X,X,X,O
LIZTSJO,O,X,O,X,X,X,X,O
LIZTSOJ,O,X,O,X,X,X,X,O
LIZTOJS,O,X,O,X,X,X,X,O
LIZTOSJ,O,X,O,X,X,X,X,O
LIZJTSO,O,X,O,X,X,X,X,O
LIZJTOS,O,X,O,X,X,X,X,O
LIZJSTO,O,X,O,X,X,X,X,X
LIZJSOT,O,X,O,X,X,X,X,O
LIZJOTS,X,X,O,X,O,X,X,O
LIZJOST,X,X,O,X,O,X,X,O
LIZSTJO,O,X,O,X,X,X,X,X
LIZSTOJ,O,X,O,X,X,X,X,X
LIZSJTO,O,X,O,X,X,X,X,X
LIZSJOT,O,X,O,X,X,X,X,O
LIZSOTJ,O,X,O,X,X,X,X,X
LIZSOJT,O,X,O,X,X,X,X,O
LIZOTJS,O,X,O,X,X,X,X,O
LIZOTSJ,O,X,O,X,X,X,X,X
LIZOJTS,O,X,O,X,O,X,X,O
LIZOJST,O,X,O,X,O,X,X,O
LIZOSTJ,O,X,O,X,X,X,X,X
LIZOSJT,O,X,O,X,X,X,X,O
LIOTJSZ,O,O,O,X,O,X,X,X
LIOTJZS,O,O,O,X,O,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,X
LIOTZJS,O,O,O,X,X,X,X,O
LIOTZSJ,O,O,O,X,X,X,X,X
LIOJTSZ,O,O,O,X,O,X,X,X
LIOJTZS,O,O,O,X,O,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,X
LIOJSZT,X,O,O,X,O,X,X,X
LIOJZTS,O,X,O,X,O,X,X,O
LIOJZST,O,X,O,X,O,X,X,O
LIOSTJZ,X,O,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,X,X,X,X
LIOSJTZ,X,O,O,X,O,X,X,X
LIOSJZT,X,O,O,X,O,X,X,X
LIOSZTJ,X,O,O,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,X,O
LIOZTJS,O,X,O,X,X,X,X,O
LIOZTSJ,O,X,O,X,X,X,X,X
LIOZJTS,O,X,O,X,O,X,X,O
LIOZJST,O,X,O,X,O,X,X,O
LIOZSTJ,O,X,O,X,X,X,X,X
LIOZSJT,O,X,O,X,X,X,X,O
