sequence,v115@RhA8BeA8AeB8CeG8AeA8Kei/IvhFfmB0hBmiB5oBzk?BtsB,v115@RhA8BeA8AeB8CeG8AeA8Kei/IvhFfmB0hBxiBzkBus?B9tB,v115@RhA8BeA8AeB8CeG8AeA8KeT/IvhFelBfmB0hBdoB5o?B6sB,v115@RhA8BeA8AeB8CeG8AeA8KeT/IvhF0hBxiBmlBtsB6t?BXqB,v115@RhA8BeA8AeB8CeG8AeA8KeT/IvhF0hBdoB5oBmlBXl?B6sB
ZIJOSLT,X,X,O,X,X
ZISTLJO,O,X,O,X,X
ZISTLOJ,O,X,X,X,X
ZISTJLO,O,X,O,X,X
ZISTJOL,O,X,O,X,O
ZISTOLJ,O,X,X,X,X
ZISTOJL,O,X,O,X,O
ZISLTJO,O,X,O,X,X
ZISLTOJ,O,X,X,X,X
ZISLJTO,O,X,O,X,X
ZISLJOT,X,X,O,X,X
ZISLOTJ,O,X,X,X,X
ZISLOJT,O,X,X,X,X
ZISJTLO,O,X,O,X,X
ZISJTOL,O,X,O,X,O
ZISJLTO,O,X,O,X,X
ZISJLOT,X,X,O,X,X
ZISJOTL,O,X,O,X,O
ZISJOLT,O,X,O,X,X
ZISOTLJ,O,X,X,X,X
ZISOTJL,O,X,O,X,O
ZISOLTJ,O,X,X,X,X
ZISOLJT,O,X,X,X,X
ZISOJTL,O,X,O,X,O
ZISOJLT,O,X,O,X,X
ZIOTLJS,O,X,X,O,O
ZIOTLSJ,O,X,X,O,X
ZIOTJLS,O,X,X,O,O
ZIOTJSL,O,X,O,X,O
ZIOTSLJ,O,X,X,X,X
ZIOTSJL,O,X,X,X,O
ZIOLTJS,O,X,X,X,O
ZIOLTSJ,O,X,X,X,X
ZIOLJTS,X,X,X,X,O
ZIOLJST,X,X,X,X,X
ZIOLSTJ,O,X,X,X,X
ZIOLSJT,O,X,X,X,X
ZIOJTLS,X,X,X,O,O
ZIOJTSL,X,X,O,X,O
ZIOJLTS,X,X,X,X,O
ZIOJLST,X,X,X,X,X
ZIOJSTL,X,X,O,X,O
ZIOJSLT,X,X,O,X,X
ZIOSTLJ,O,X,X,X,X
ZIOSTJL,O,X,X,X,O
ZIOSLTJ,O,X,X,X,X
ZIOSLJT,O,X,X,X,X
ZIOSJTL,O,X,X,X,O
ZIOSJLT,O,X,X,X,X
ZLTIJSO,O,X,X,O,X
ZLTIJOS,X,X,X,O,O
ZLTISJO,O,O,X,O,X
ZLTISOJ,O,O,X,O,X
ZLTIOJS,X,X,X,O,O
ZLTIOSJ,X,X,X,O,X
ZLTJISO,O,O,X,O,X
ZLTJIOS,X,X,X,O,O
ZLTJSIO,O,O,X,O,X
ZLTJSOI,O,O,X,O,X
ZLTJOIS,X,X,X,O,O
ZLTJOSI,X,X,X,O,X
ZLTSIJO,O,O,X,O,X
ZLTSIOJ,O,O,X,O,X
ZLTSJIO,O,O,X,O,X
ZLTSJOI,O,O,X,O,X
ZLTSOIJ,O,O,X,O,X
ZLTSOJI,O,O,X,O,X
ZLTOIJS,X,X,X,O,O
ZLTOISJ,X,X,X,O,X
ZLTOJIS,X,X,X,O,O
ZLTOJSI,X,X,X,O,X
ZLTOSIJ,X,X,X,O,X
ZLTOSJI,X,X,X,O,X
ZLITJSO,O,X,X,X,X
ZLITJOS,X,X,X,X,O
ZLITSJO,O,X,X,X,X
ZLITSOJ,O,X,X,X,X
ZLITOJS,X,X,X,X,O
ZLITOSJ,X,X,X,X,X
ZLIJTSO,X,X,X,X,X
ZLIJTOS,X,X,X,X,O
ZLIJSTO,X,X,X,X,X
ZLIJSOT,X,X,X,X,X
ZLIJOTS,X,X,X,X,O
ZLIJOST,X,X,X,X,X
ZLISTJO,O,X,X,X,X
ZLISTOJ,O,X,X,X,X
ZLISJTO,O,X,X,X,X
ZLISJOT,X,X,X,X,X
ZLISOTJ,O,X,X,X,X
ZLISOJT,X,X,X,X,X
ZLIOTJS,X,X,X,X,O
ZLIOTSJ,X,X,X,X,X
ZLIOJTS,X,X,X,X,O
ZLIOJST,X,X,X,X,X
ZLIOSTJ,X,X,X,X,X
ZLIOSJT,X,X,X,X,X
ZLJTISO,X,X,X,O,X
ZLJTIOS,X,X,X,O,O
ZLJTSIO,X,X,X,O,X
ZLJTSOI,X,X,X,O,X
ZLJTOIS,X,X,X,O,O
ZLJTOSI,X,X,X,O,X
ZLJITSO,X,X,X,X,X
ZLJITOS,X,X,X,X,O
ZLJISTO,X,X,X,X,X
ZLJISOT,X,X,X,X,X
ZLJIOTS,X,X,X,X,O
ZLJIOST,X,X,X,X,X
ZLJSTIO,X,X,X,X,X
ZLJSTOI,X,X,X,X,X
ZLJSITO,X,X,X,X,X
ZLJSIOT,X,X,X,X,X
ZLJSOTI,X,X,X,X,X
ZLJSOIT,X,X,X,X,X
ZLJOTIS,X,X,X,O,O
ZLJOTSI,X,X,X,O,X
ZLJOITS,X,X,X,X,O
ZLJOIST,X,X,X,X,X
ZLJOSTI,X,X,X,X,X
ZLJOSIT,X,X,X,X,X
ZLSTIJO,O,O,X,X,X
ZLSTIOJ,O,O,X,X,X
ZLSTJIO,O,O,X,X,X
ZLSTJOI,O,O,X,X,X
ZLSTOIJ,O,O,X,X,X
ZLSTOJI,O,O,X,X,X
ZLSITJO,O,O,X,X,X
ZLSITOJ,O,O,X,X,X
ZLSIJTO,O,O,X,X,X
ZLSIJOT,X,O,X,X,X
ZLSIOTJ,O,O,X,X,X
ZLSIOJT,X,O,X,X,X
ZLSJTIO,O,O,X,X,X
ZLSJTOI,O,O,X,X,X
ZLSJITO,O,O,X,X,X
ZLSJIOT,X,O,X,X,X
ZLSJOTI,X,X,X,X,X
ZLSJOIT,X,X,X,X,X
ZLSOTIJ,O,O,X,X,X
ZLSOTJI,O,O,X,X,X
ZLSOITJ,O,O,X,X,X
ZLSOIJT,X,O,X,X,X
ZLSOJTI,X,X,X,X,X
ZLSOJIT,X,X,X,X,X
ZLOTIJS,X,X,X,O,O
ZLOTISJ,X,X,X,O,X
ZLOTJIS,X,X,X,O,O
ZLOTJSI,X,X,X,O,X
ZLOTSIJ,X,X,X,O,X
ZLOTSJI,X,X,X,O,X
ZLOITJS,X,X,X,X,O
ZLOITSJ,X,X,X,X,X
ZLOIJTS,X,X,X,X,O
ZLOIJST,X,X,X,X,X
ZLOISTJ,X,X,X,X,X
ZLOISJT,X,X,X,X,X
ZLOJTIS,X,X,X,O,O
ZLOJTSI,X,X,X,O,X
ZLOJITS,X,X,X,X,O
ZLOJIST,X,X,X,X,X
ZLOJSTI,X,X,X,X,X
ZLOJSIT,X,X,X,X,X
ZLOSTIJ,X,X,X,X,X
ZLOSTJI,X,X,X,X,X
ZLOSITJ,X,X,X,X,X
ZLOSIJT,X,X,X,X,X
ZLOSJTI,X,X,X,X,X
ZLOSJIT,X,X,X,X,X
ZJTILSO,X,X,X,O,X
ZJTILOS,X,X,X,O,O
ZJTISLO,X,X,O,X,X
ZJTISOL,X,X,O,X,O
ZJTIOLS,X,X,X,O,O
ZJTIOSL,X,X,O,X,O
ZJTLISO,X,X,X,O,X
ZJTLIOS,X,X,X,O,O
ZJTLSIO,X,X,X,O,X
ZJTLSOI,X,X,X,O,X
ZJTLOIS,X,X,X,O,O
ZJTLOSI,X,X,X,O,X
ZJTSILO,X,X,O,X,X
ZJTSIOL,X,X,O,X,O
ZJTSLIO,X,X,O,O,X
ZJTSLOI,X,X,O,O,X
ZJTSOIL,X,X,O,X,O
ZJTSOLI,X,X,O,O,X
ZJTOILS,X,X,X,O,O
ZJTOISL,X,X,O,X,O
ZJTOLIS,X,X,X,O,O
ZJTOLSI,X,X,X,O,X
ZJTOSIL,X,X,O,X,O
ZJTOSLI,X,X,O,O,X
ZJITLSO,X,X,X,O,X
ZJITLOS,X,X,X,O,O
ZJITSLO,X,X,O,X,X
ZJITSOL,X,X,O,X,O
ZJITOLS,X,X,X,O,O
ZJITOSL,X,X,O,X,O
ZJILTSO,X,X,X,X,X
ZJILTOS,X,X,X,X,O
ZJILSTO,X,X,X,X,X
ZJILSOT,X,X,X,X,X
ZJILOTS,X,X,X,X,O
ZJILOST,X,X,X,X,X
ZJISTLO,X,X,O,X,X
ZJISTOL,X,X,O,X,O
ZJISLTO,X,X,O,X,X
ZJISLOT,X,X,O,X,X
ZJISOTL,X,X,O,X,O
ZJISOLT,X,X,O,X,X
ZJIOTLS,X,X,X,O,O
ZJIOTSL,X,X,O,X,O
ZJIOLTS,X,X,X,X,O
ZJIOLST,X,X,X,X,X
ZJIOSTL,X,X,O,X,O
ZJIOSLT,X,X,O,X,X
ZJLTISO,X,X,X,O,X
ZJLTIOS,X,X,X,O,O
ZJLTSIO,X,X,X,O,X
ZJLTSOI,X,X,X,O,X
ZJLTOIS,X,X,X,O,O
ZJLTOSI,X,X,X,O,X
ZJLITSO,X,X,X,X,X
ZJLITOS,X,X,X,X,O
ZJLISTO,X,X,X,X,X
ZJLISOT,X,X,X,X,X
ZJLIOTS,X,X,X,X,O
ZJLIOST,X,X,X,X,X
ZJLSTIO,X,X,X,X,X
ZJLSTOI,X,X,X,X,X
ZJLSITO,X,X,X,X,X
ZJLSIOT,X,X,X,X,X
ZJLSOTI,X,X,X,X,X
ZJLSOIT,X,X,X,X,X
ZJLOTIS,X,X,X,O,O
ZJLOTSI,X,X,X,O,X
ZJLOITS,X,X,X,X,O
ZJLOIST,X,X,X,X,X
ZJLOSTI,X,X,X,X,X
ZJLOSIT,X,X,X,X,X
ZJSTILO,X,X,O,X,X
ZJSTIOL,X,X,O,X,O
ZJSTLIO,X,X,O,O,X
ZJSTLOI,X,X,O,O,X
ZJSTOIL,X,X,O,X,O
ZJSTOLI,X,X,O,O,X
ZJSITLO,X,X,O,X,X
ZJSITOL,X,X,O,X,O
ZJSILTO,X,X,O,X,X
ZJSILOT,X,X,O,X,X
ZJSIOTL,X,X,O,X,O
ZJSIOLT,X,X,O,X,X
ZJSLTIO,X,X,O,X,X
ZJSLTOI,X,X,O,X,X
ZJSLITO,X,X,O,X,X
ZJSLIOT,X,X,O,X,X
ZJSLOTI,X,X,O,X,X
ZJSLOIT,X,X,O,X,X
ZJSOTIL,X,X,O,X,O
ZJSOTLI,X,X,O,O,X
ZJSOITL,X,X,O,X,O
ZJSOILT,X,X,O,X,X
ZJSOLTI,X,X,O,X,X
ZJSOLIT,X,X,O,X,X
ZJOTILS,X,X,X,O,O
ZJOTISL,X,X,O,X,O
ZJOTLIS,X,X,X,O,O
ZJOTLSI,X,X,X,O,X
ZJOTSIL,X,X,O,X,O
ZJOTSLI,X,X,O,O,X
ZJOITLS,X,X,X,O,O
ZJOITSL,X,X,O,X,O
ZJOILTS,X,X,X,X,O
ZJOILST,X,X,X,X,X
ZJOISTL,X,X,O,X,O
ZJOISLT,X,X,O,X,X
ZJOLTIS,X,X,X,O,O
ZJOLTSI,X,X,X,O,X
ZJOLITS,X,X,X,X,O
ZJOLIST,X,X,X,X,X
ZJOLSTI,X,X,X,X,X
ZJOLSIT,X,X,X,X,X
ZJOSTIL,X,X,O,X,O
ZJOSTLI,X,X,O,O,X
ZJOSITL,X,X,O,X,O
ZJOSILT,X,X,O,X,X
ZJOSLTI,X,X,O,X,X
ZJOSLIT,X,X,O,X,X
ZSTILJO,O,O,O,X,X
ZSTILOJ,O,O,X,X,X
ZSTIJLO,O,O,O,X,X
ZSTIJOL,O,O,O,X,O
ZSTIOLJ,O,O,X,X,X
ZSTIOJL,O,O,O,X,O
ZSTLIJO,O,O,O,O,X
ZSTLIOJ,O,O,X,O,X
ZSTLJIO,O,O,O,O,X
ZSTLJOI,O,O,O,O,X
ZSTLOIJ,O,O,X,O,X
ZSTLOJI,O,O,X,O,X
ZSTJILO,O,O,O,X,X
ZSTJIOL,O,O,O,X,O
ZSTJLIO,O,O,O,O,X
ZSTJLOI,O,O,O,O,X
ZSTJOIL,O,O,O,X,O
ZSTJOLI,O,O,O,O,X
ZSTOILJ,O,O,X,X,X
ZSTOIJL,O,O,O,X,O
ZSTOLIJ,O,O,X,O,X
ZSTOLJI,O,O,X,O,X
ZSTOJIL,O,O,O,X,O
ZSTOJLI,O,O,O,O,X
ZSITLJO,O,O,O,X,X
ZSITLOJ,O,O,X,X,X
ZSITJLO,O,O,O,X,X
ZSITJOL,O,O,O,X,O
ZSITOLJ,O,O,X,X,X
ZSITOJL,O,O,O,X,O
ZSILTJO,O,O,O,X,X
ZSILTOJ,O,O,X,X,X
ZSILJTO,O,O,O,X,X
ZSILJOT,X,O,O,X,X
ZSILOTJ,O,O,X,X,X
ZSILOJT,O,O,X,X,X
ZSIJTLO,O,X,O,X,X
ZSIJTOL,O,X,O,X,O
ZSIJLTO,O,O,O,X,X
ZSIJLOT,X,O,O,X,X
ZSIJOTL,O,X,O,X,O
ZSIJOLT,O,O,O,X,X
ZSIOTLJ,O,O,X,X,X
ZSIOTJL,O,O,O,X,O
ZSIOLTJ,O,O,X,X,X
ZSIOLJT,O,O,X,X,X
ZSIOJTL,O,X,O,X,O
ZSIOJLT,O,O,O,X,X
ZSLTIJO,O,O,O,X,X
ZSLTIOJ,O,O,X,X,X
ZSLTJIO,O,O,O,X,X
ZSLTJOI,O,O,O,X,X
ZSLTOIJ,O,O,X,X,X
ZSLTOJI,O,O,X,X,X
ZSLITJO,O,O,O,X,X
ZSLITOJ,O,O,X,X,X
ZSLIJTO,O,O,O,X,X
ZSLIJOT,X,O,O,X,X
ZSLIOTJ,O,O,X,X,X
ZSLIOJT,O,O,X,X,X
ZSLJTIO,O,O,O,X,X
ZSLJTOI,O,O,O,X,X
ZSLJITO,O,O,O,X,X
ZSLJIOT,X,O,O,X,X
ZSLJOTI,X,X,O,X,X
ZSLJOIT,X,X,O,X,X
ZSLOTIJ,O,O,X,X,X
ZSLOTJI,O,O,X,X,X
ZSLOITJ,O,O,X,X,X
ZSLOIJT,O,O,X,X,X
ZSLOJTI,O,O,X,X,X
ZSLOJIT,O,O,X,X,X
ZSJTILO,O,O,O,X,X
ZSJTIOL,O,O,O,X,O
ZSJTLIO,O,O,O,O,X
ZSJTLOI,O,O,O,O,X
ZSJTOIL,O,O,O,X,O
ZSJTOLI,O,O,O,O,X
ZSJITLO,O,X,O,X,X
ZSJITOL,O,X,O,X,O
ZSJILTO,O,O,O,X,X
ZSJILOT,X,O,O,X,X
ZSJIOTL,O,X,O,X,O
ZSJIOLT,O,O,O,X,X
ZSJLTIO,O,O,O,X,X
ZSJLTOI,O,O,O,X,X
ZSJLITO,O,O,O,X,X
ZSJLIOT,X,O,O,X,X
ZSJLOTI,X,X,O,X,X
ZSJLOIT,X,X,O,X,X
ZSJOTIL,O,O,O,X,O
ZSJOTLI,O,O,O,O,X
ZSJOITL,O,X,O,X,O
ZSJOILT,O,O,O,X,X
ZSJOLTI,O,O,O,X,X
ZSJOLIT,O,O,O,X,X
ZSOTILJ,O,O,X,X,X
ZSOTIJL,O,O,O,X,O
ZSOTLIJ,O,O,X,O,X
ZSOTLJI,O,O,X,O,X
ZSOTJIL,O,O,O,X,O
ZSOTJLI,O,O,O,O,X
ZSOITLJ,O,O,X,X,X
ZSOITJL,O,O,O,X,O
ZSOILTJ,O,O,X,X,X
ZSOILJT,O,O,X,X,X
ZSOIJTL,O,X,O,X,O
ZSOIJLT,O,O,O,X,X
ZSOLTIJ,O,O,X,X,X
ZSOLTJI,O,O,X,X,X
ZSOLITJ,O,O,X,X,X
ZSOLIJT,O,O,X,X,X
ZSOLJTI,O,O,X,X,X
ZSOLJIT,O,O,X,X,X
ZSOJTIL,O,O,O,X,O
ZSOJTLI,O,O,O,O,X
ZSOJITL,O,X,O,X,O
ZSOJILT,O,O,O,X,X
ZSOJLTI,O,O,O,X,X
ZSOJLIT,O,O,O,X,X
ZOTILJS,O,X,X,O,O
ZOTILSJ,O,O,X,O,X
ZOTIJLS,O,X,X,O,O
ZOTIJSL,O,X,O,X,O
ZOTISLJ,O,O,X,X,X
ZOTISJL,O,O,X,X,O
ZOTLIJS,O,X,X,O,O
ZOTLISJ,O,O,X,O,X
ZOTLJIS,O,O,X,O,O
ZOTLJSI,O,O,X,O,X
ZOTLSIJ,O,O,X,O,X
ZOTLSJI,O,O,X,O,X
ZOTJILS,O,O,X,O,O
ZOTJISL,O,O,O,X,O
ZOTJLIS,O,O,X,O,O
ZOTJLSI,O,O,X,O,X
ZOTJSIL,O,O,O,X,O
ZOTJSLI,O,O,O,O,X
ZOTSILJ,O,O,X,X,X
ZOTSIJL,O,O,X,X,O
ZOTSLIJ,O,O,X,O,X
ZOTSLJI,O,O,X,O,X
ZOTSJIL,O,O,X,X,O
ZOTSJLI,O,O,X,O,X
ZOITLJS,O,X,X,O,O
ZOITLSJ,O,X,X,O,X
ZOITJLS,O,X,X,O,O
ZOITJSL,O,X,O,X,O
ZOITSLJ,O,X,X,X,X
ZOITSJL,O,X,X,X,O
ZOILTJS,O,X,X,X,O
ZOILTSJ,O,X,X,X,X
ZOILJTS,X,X,X,X,O
ZOILJST,X,X,X,X,X
ZOILSTJ,O,X,X,X,X
ZOILSJT,O,X,X,X,X
ZOIJTLS,X,X,X,O,O
ZOIJTSL,X,X,O,X,O
ZOIJLTS,X,X,X,X,O
ZOIJLST,X,X,X,X,X
ZOIJSTL,X,X,O,X,O
ZOIJSLT,X,X,O,X,X
ZOISTLJ,O,X,X,X,X
ZOISTJL,O,X,X,X,O
ZOISLTJ,O,X,X,X,X
ZOISLJT,O,X,X,X,X
ZOISJTL,O,X,X,X,O
ZOISJLT,O,X,X,X,X
ZOLTIJS,O,X,X,O,O
ZOLTISJ,O,O,X,O,X
ZOLTJIS,O,O,X,O,O
ZOLTJSI,O,O,X,O,X
ZOLTSIJ,O,O,X,O,X
ZOLTSJI,O,O,X,O,X
ZOLITJS,O,X,X,X,O
ZOLITSJ,O,X,X,X,X
ZOLIJTS,X,X,X,X,O
ZOLIJST,X,X,X,X,X
ZOLISTJ,O,X,X,X,X
ZOLISJT,O,X,X,X,X
ZOLJTIS,X,X,X,O,O
ZOLJTSI,X,X,X,O,X
ZOLJITS,X,X,X,X,O
ZOLJIST,X,X,X,X,X
ZOLJSTI,X,X,X,X,X
ZOLJSIT,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X
ZOLSTJI,O,O,X,X,X
ZOLSITJ,O,O,X,X,X
ZOLSIJT,O,O,X,X,X
ZOLSJTI,O,O,X,X,X
ZOLSJIT,O,O,X,X,X
ZOJTILS,X,X,X,O,O
ZOJTISL,X,X,O,X,O
ZOJTLIS,X,X,X,O,O
ZOJTLSI,X,X,X,O,X
ZOJTSIL,X,X,O,X,O
ZOJTSLI,X,X,O,O,X
ZOJITLS,X,X,X,O,O
ZOJITSL,X,X,O,X,O
ZOJILTS,X,X,X,X,O
ZOJILST,X,X,X,X,X
ZOJISTL,X,X,O,X,O
ZOJISLT,X,X,O,X,X
ZOJLTIS,X,X,X,O,O
ZOJLTSI,X,X,X,O,X
ZOJLITS,X,X,X,X,O
ZOJLIST,X,X,X,X,X
ZOJLSTI,X,X,X,X,X
ZOJLSIT,X,X,X,X,X
ZOJSTIL,X,X,O,X,O
ZOJSTLI,X,X,O,O,X
ZOJSITL,X,X,O,X,O
ZOJSILT,X,X,O,X,X
ZOJSLTI,X,X,O,X,X
ZOJSLIT,X,X,O,X,X
ZOSTILJ,O,O,X,X,X
ZOSTIJL,O,O,X,X,O
ZOSTLIJ,O,O,X,O,X
ZOSTLJI,O,O,X,O,X
ZOSTJIL,O,O,X,X,O
ZOSTJLI,O,O,X,O,X
ZOSITLJ,O,O,X,X,X
ZOSITJL,O,O,X,X,O
ZOSILTJ,O,O,X,X,X
ZOSILJT,O,O,X,X,X
ZOSIJTL,O,X,X,X,O
ZOSIJLT,O,O,X,X,X
ZOSLTIJ,O,O,X,X,X
ZOSLTJI,O,O,X,X,X
ZOSLITJ,O,O,X,X,X
ZOSLIJT,O,O,X,X,X
ZOSLJTI,O,O,X,X,X
ZOSLJIT,O,O,X,X,X
ZOSJTIL,O,O,X,X,O
ZOSJTLI,O,O,X,O,X
ZOSJITL,O,X,X,X,O
ZOSJILT,O,O,X,X,X
ZOSJLTI,O,O,X,X,X
ZOSJLIT,O,O,X,X,X
OTILJSZ,O,O,O,O,X
OTILJZS,O,O,X,O,O
OTILSJZ,O,O,X,O,X
OTILSZJ,O,O,X,O,X
OTILZJS,O,X,X,O,O
OTILZSJ,O,O,X,O,X
OTIJLSZ,O,O,O,O,X
OTIJLZS,O,O,X,O,O
OTIJSLZ,O,O,O,X,X
OTIJSZL,O,O,O,X,O
OTIJZLS,O,O,X,O,O
OTIJZSL,O,O,O,X,O
OTISLJZ,O,O,X,X,X
OTISLZJ,O,O,X,X,X
OTISJLZ,O,O,O,X,X
OTISJZL,O,O,O,X,O
OTISZLJ,O,O,X,X,X
OTISZJL,O,O,O,X,O
OTIZLJS,O,X,X,O,O
OTIZLSJ,O,O,X,O,X
OTIZJLS,O,X,X,O,O
OTIZJSL,O,X,O,X,O
OTIZSLJ,O,O,X,X,X
OTIZSJL,O,O,X,X,O
OTLIJSZ,O,O,O,O,X
OTLIJZS,O,O,X,O,O
OTLISJZ,O,O,X,O,X
OTLISZJ,O,O,X,O,X
OTLIZJS,O,X,X,O,O
OTLIZSJ,O,O,X,O,X
OTLJISZ,O,O,O,O,X
OTLJIZS,O,O,X,O,O
OTLJSIZ,O,O,O,O,X
OTLJSZI,O,O,O,O,X
OTLJZIS,O,O,X,O,O
OTLJZSI,O,O,X,O,X
OTLSIJZ,O,O,X,O,X
OTLSIZJ,O,O,X,O,X
OTLSJIZ,O,O,X,O,X
OTLSJZI,O,O,X,O,X
OTLSZIJ,O,O,X,O,X
OTLSZJI,O,O,X,O,X
OTLZIJS,O,X,X,O,O
OTLZISJ,O,O,X,O,X
OTLZJIS,O,O,X,O,O
OTLZJSI,O,O,X,O,X
OTLZSIJ,O,O,X,O,X
OTLZSJI,O,O,X,O,X
OTJILSZ,O,O,O,O,X
OTJILZS,O,O,X,O,O
OTJISLZ,O,O,O,X,X
OTJISZL,O,O,O,X,O
OTJIZLS,O,O,X,O,O
OTJIZSL,O,O,O,X,O
OTJLISZ,O,O,O,O,X
OTJLIZS,O,O,X,O,O
OTJLSIZ,O,O,O,O,X
OTJLSZI,O,O,O,O,X
OTJLZIS,O,O,X,O,O
OTJLZSI,O,O,X,O,X
OTJSILZ,O,O,O,X,X
OTJSIZL,O,O,O,X,O
OTJSLIZ,O,O,O,O,X
OTJSLZI,O,O,O,O,X
OTJSZIL,O,O,O,X,O
OTJSZLI,O,O,O,O,X
OTJZILS,O,O,X,O,O
OTJZISL,O,O,O,X,O
OTJZLIS,O,O,X,O,O
OTJZLSI,O,O,X,O,X
OTJZSIL,O,O,O,X,O
OTJZSLI,O,O,O,O,X
OTSILJZ,O,O,X,X,X
OTSILZJ,O,O,X,X,X
OTSIJLZ,O,O,O,X,X
OTSIJZL,O,O,O,X,O
OTSIZLJ,O,O,X,X,X
OTSIZJL,O,O,O,X,O
OTSLIJZ,O,O,X,O,X
OTSLIZJ,O,O,X,O,X
OTSLJIZ,O,O,X,O,X
OTSLJZI,O,O,X,O,X
OTSLZIJ,O,O,X,O,X
OTSLZJI,O,O,X,O,X
OTSJILZ,O,O,O,X,X
OTSJIZL,O,O,O,X,O
OTSJLIZ,O,O,O,O,X
OTSJLZI,O,O,O,O,X
OTSJZIL,O,O,O,X,O
OTSJZLI,O,O,O,O,X
OTSZILJ,O,O,X,X,X
OTSZIJL,O,O,O,X,O
OTSZLIJ,O,O,X,O,X
OTSZLJI,O,O,X,O,X
OTSZJIL,O,O,O,X,O
OTSZJLI,O,O,O,O,X
OTZILJS,O,X,X,O,O
OTZILSJ,O,O,X,O,X
OTZIJLS,O,X,X,O,O
OTZIJSL,O,X,O,X,O
OTZISLJ,O,O,X,X,X
OTZISJL,O,O,X,X,O
OTZLIJS,O,X,X,O,O
OTZLISJ,O,O,X,O,X
OTZLJIS,O,O,X,O,O
OTZLJSI,O,O,X,O,X
OTZLSIJ,O,O,X,O,X
OTZLSJI,O,O,X,O,X
OTZJILS,O,O,X,O,O
OTZJISL,O,O,O,X,O
OTZJLIS,O,O,X,O,O
OTZJLSI,O,O,X,O,X
OTZJSIL,O,O,O,X,O
OTZJSLI,O,O,O,O,X
OTZSILJ,O,O,X,X,X
OTZSIJL,O,O,X,X,O
OTZSLIJ,O,O,X,O,X
OTZSLJI,O,O,X,O,X
OTZSJIL,O,O,X,X,O
OTZSJLI,O,O,X,O,X
OITLJSZ,O,O,O,O,X
OITLJZS,O,O,X,O,O
OITLSJZ,O,O,X,O,X
OITLSZJ,O,O,X,O,X
OITLZJS,O,X,X,O,O
OITLZSJ,O,O,X,O,X
OITJLSZ,O,O,O,O,X
OITJLZS,O,O,X,O,O
OITJSLZ,O,O,O,X,X
OITJSZL,O,O,O,X,O
OITJZLS,O,O,X,O,O
OITJZSL,O,O,O,X,O
OITSLJZ,O,O,X,X,X
OITSLZJ,O,O,X,X,X
OITSJLZ,O,O,O,X,X
OITSJZL,O,O,O,X,O
OITSZLJ,O,O,X,X,X
OITSZJL,O,O,O,X,O
OITZLJS,O,X,X,O,O
OITZLSJ,O,O,X,O,X
OITZJLS,O,X,X,O,O
OITZJSL,O,X,O,X,O
OITZSLJ,O,O,X,X,X
OITZSJL,O,O,X,X,O
OILTJSZ,O,O,O,X,X
OILTJZS,O,O,X,X,O
OILTSJZ,O,O,X,X,X
OILTSZJ,O,O,X,X,X
OILTZJS,O,X,X,X,O
OILTZSJ,O,O,X,X,X
OILJTSZ,O,X,O,X,X
OILJTZS,O,X,X,X,O
OILJSTZ,O,X,O,X,X
OILJSZT,O,X,O,X,X
OILJZTS,X,X,X,X,O
OILJZST,X,X,X,X,X
OILSTJZ,O,O,X,X,X
OILSTZJ,O,O,X,X,X
OILSJTZ,O,X,X,X,X
OILSJZT,O,X,X,X,X
OILSZTJ,O,O,X,X,X
OILSZJT,O,O,X,X,X
OILZTJS,O,X,X,X,O
OILZTSJ,O,X,X,X,X
OILZJTS,X,X,X,X,O
OILZJST,X,X,X,X,X
OILZSTJ,O,X,X,X,X
OILZSJT,O,X,X,X,X
OIJTLSZ,O,X,O,O,X
OIJTLZS,O,X,X,O,O
OIJTSLZ,O,X,O,X,X
OIJTSZL,O,X,O,X,O
OIJTZLS,O,X,X,O,O
OIJTZSL,O,X,O,X,O
OIJLTSZ,O,X,O,X,X
OIJLTZS,O,X,X,X,O
OIJLSTZ,O,X,O,X,X
OIJLSZT,O,X,O,X,X
OIJLZTS,X,X,X,X,O
OIJLZST,X,X,X,X,X
OIJSTLZ,O,X,O,X,X
OIJSTZL,O,X,O,X,O
OIJSLTZ,O,X,O,X,X
OIJSLZT,O,X,O,X,X
OIJSZTL,O,X,O,X,O
OIJSZLT,O,X,O,X,X
OIJZTLS,X,X,X,O,O
OIJZTSL,X,X,O,X,O
OIJZLTS,X,X,X,X,O
OIJZLST,X,X,X,X,X
OIJZSTL,X,X,O,X,O
OIJZSLT,X,X,O,X,X
OISTLJZ,O,O,X,X,X
OISTLZJ,O,O,X,X,X
OISTJLZ,O,O,O,X,X
OISTJZL,O,O,O,X,O
OISTZLJ,O,O,X,X,X
OISTZJL,O,O,O,X,O
OISLTJZ,O,O,X,X,X
OISLTZJ,O,O,X,X,X
OISLJTZ,O,X,X,X,X
OISLJZT,O,X,X,X,X
OISLZTJ,O,O,X,X,X
OISLZJT,O,O,X,X,X
OISJTLZ,O,X,O,X,X
OISJTZL,O,X,O,X,O
OISJLTZ,O,X,O,X,X
OISJLZT,O,X,O,X,X
OISJZTL,O,X,O,X,O
OISJZLT,O,X,O,X,X
OISZTLJ,O,O,X,X,X
OISZTJL,O,O,O,X,O
OISZLTJ,O,O,X,X,X
