sequence,v115@ThB8AeA8DeI8KeOEJvhF8kBfmBlhBaoB5oBTsB,v115@ThB8AeA8DeI8KeKEJvhFzfBfmB0hBmiB5oB1xB,v115@ThB8AeA8DeI8Kex/IvhFlhBcnBTkBmlB6tBXtB,v115@ThB8AeA8DeI8Kem/IvhFRhBcnBTkBFmBXoB6tB,v115@ThB8AeA8DeI8Kem/IvhFfmB0hBliB5oBTpByxB,v115@ThB8AeA8DeI8KeKEJvhFzfBfmBlhBcnBeoB5oB
LZOJSIT,O,X,O,X,O,O
LZOSTIJ,O,O,X,O,O,O
LZOSTJI,O,O,X,O,O,O
LZOSITJ,O,O,X,X,O,O
LZOSIJT,O,O,O,X,O,O
LZOSJTI,O,O,O,O,O,O
LZOSJIT,O,O,O,X,O,O
LOTIJSZ,X,O,O,X,O,O
LOTIJZS,X,O,O,O,O,O
LOTISJZ,O,O,X,X,O,O
LOTISZJ,O,O,X,X,O,X
LOTIZJS,O,O,O,O,O,X
LOTIZSJ,O,O,X,O,O,X
LOTJISZ,X,O,O,X,O,O
LOTJIZS,X,O,O,O,O,O
LOTJSIZ,X,O,O,X,O,O
LOTJSZI,X,O,O,O,O,O
LOTJZIS,X,O,O,O,O,O
LOTJZSI,X,O,O,O,O,O
LOTSIJZ,O,O,X,X,O,O
LOTSIZJ,O,O,X,X,O,O
LOTSJIZ,O,O,X,X,O,O
LOTSJZI,O,O,X,O,O,O
LOTSZIJ,O,O,X,O,O,O
LOTSZJI,O,O,X,O,O,O
LOTZIJS,O,O,O,O,O,X
LOTZISJ,O,O,X,O,O,X
LOTZJIS,O,O,O,O,O,O
LOTZJSI,O,O,O,O,O,O
LOTZSIJ,O,O,X,O,O,O
LOTZSJI,O,O,X,O,O,O
LOITJSZ,X,O,O,X,O,O
LOITJZS,X,O,O,X,O,O
LOITSJZ,O,O,X,X,O,O
LOITSZJ,O,O,X,X,O,X
LOITZJS,O,O,O,X,O,X
LOITZSJ,O,O,X,X,O,X
LOIJTSZ,X,O,O,X,O,O
LOIJTZS,X,O,O,X,O,O
LOIJSTZ,O,O,O,X,O,O
LOIJSZT,O,O,O,X,O,O
LOIJZTS,O,X,O,X,O,O
LOIJZST,O,X,O,X,O,O
LOISTJZ,O,O,X,X,O,O
LOISTZJ,O,O,X,X,O,O
LOISJTZ,O,O,O,X,O,O
LOISJZT,O,O,O,X,O,O
LOISZTJ,O,O,X,X,O,O
LOISZJT,O,O,O,X,O,O
LOIZTJS,O,O,O,X,O,X
LOIZTSJ,O,O,X,X,O,X
LOIZJTS,O,X,O,X,O,O
LOIZJST,O,X,O,X,O,O
LOIZSTJ,O,O,X,X,O,O
LOIZSJT,O,O,O,X,O,O
LOJTISZ,X,O,O,X,O,O
LOJTIZS,X,O,O,O,O,O
LOJTSIZ,X,O,O,X,O,O
LOJTSZI,X,O,O,O,O,O
LOJTZIS,X,O,O,O,O,O
LOJTZSI,X,O,O,O,O,O
LOJITSZ,X,O,O,X,O,O
LOJITZS,X,O,O,X,O,O
LOJISTZ,O,O,O,X,O,O
LOJISZT,O,O,O,X,O,O
LOJIZTS,O,X,O,X,O,O
LOJIZST,O,X,O,X,O,O
LOJSTIZ,O,O,O,X,O,O
LOJSTZI,O,O,O,O,O,O
LOJSITZ,O,O,O,X,O,O
LOJSIZT,O,O,O,X,O,O
LOJSZTI,O,O,O,O,O,O
LOJSZIT,O,O,O,X,O,O
LOJZTIS,O,X,O,O,O,O
LOJZTSI,O,X,O,O,O,O
LOJZITS,O,X,O,X,O,O
LOJZIST,O,X,O,X,O,O
LOJZSTI,O,X,O,O,O,O
LOJZSIT,O,X,O,X,O,O
LOSTIJZ,O,O,X,X,O,O
LOSTIZJ,O,O,X,X,O,O
LOSTJIZ,O,O,X,X,O,O
LOSTJZI,O,O,X,O,O,O
LOSTZIJ,O,O,X,O,O,O
LOSTZJI,O,O,X,O,O,O
LOSITJZ,O,O,X,X,O,O
LOSITZJ,O,O,X,X,O,O
LOSIJTZ,O,O,O,X,O,O
LOSIJZT,O,O,O,X,O,O
LOSIZTJ,O,O,X,X,O,O
LOSIZJT,O,O,O,X,O,O
LOSJTIZ,O,O,O,X,O,O
LOSJTZI,O,O,O,O,O,O
LOSJITZ,O,O,O,X,O,O
LOSJIZT,O,O,O,X,O,O
LOSJZTI,O,O,O,O,O,O
LOSJZIT,O,O,O,X,O,O
LOSZTIJ,O,O,X,O,O,O
LOSZTJI,O,O,X,O,O,O
LOSZITJ,O,O,X,X,O,O
LOSZIJT,O,O,O,X,O,O
LOSZJTI,O,O,O,O,O,O
LOSZJIT,O,O,O,X,O,O
LOZTIJS,O,O,O,O,O,X
LOZTISJ,O,O,X,O,O,X
LOZTJIS,O,O,O,O,O,O
LOZTJSI,O,O,O,O,O,O
LOZTSIJ,O,O,X,O,O,O
LOZTSJI,O,O,X,O,O,O
LOZITJS,O,O,O,X,O,X
LOZITSJ,O,O,X,X,O,X
LOZIJTS,O,X,O,X,O,O
LOZIJST,O,X,O,X,O,O
LOZISTJ,O,O,X,X,O,O
LOZISJT,O,O,O,X,O,O
LOZJTIS,O,X,O,O,O,O
LOZJTSI,O,X,O,O,O,O
LOZJITS,O,X,O,X,O,O
LOZJIST,O,X,O,X,O,O
LOZJSTI,O,X,O,O,O,O
LOZJSIT,O,X,O,X,O,O
LOZSTIJ,O,O,X,O,O,O
LOZSTJI,O,O,X,O,O,O
LOZSITJ,O,O,X,X,O,O
LOZSIJT,O,O,O,X,O,O
LOZSJTI,O,O,O,O,O,O
LOZSJIT,O,O,O,X,O,O
JTILSZO,X,O,X,X,O,O
JTILSOZ,X,O,X,X,O,O
JTILZSO,X,O,X,X,O,O
JTILZOS,X,O,O,X,X,O
JTILOSZ,X,O,O,X,O,O
JTILOZS,X,O,O,X,X,O
JTISLZO,X,O,X,X,O,O
JTISLOZ,X,O,X,X,O,O
JTISZLO,X,O,X,X,O,O
JTISZOL,X,O,X,X,O,O
JTISOLZ,X,O,X,X,X,X
JTISOZL,X,O,X,X,X,X
JTIZLSO,X,O,X,X,X,O
JTIZLOS,X,O,O,X,X,O
JTIZSLO,X,O,X,X,X,O
JTIZSOL,X,O,X,O,X,O
JTIZOLS,X,X,O,O,X,X
JTIZOSL,X,X,O,O,X,X
JTIOLSZ,X,O,O,X,X,X
JTIOLZS,X,O,O,O,X,X
JTIOSLZ,X,O,O,X,X,X
JTIOSZL,X,O,O,O,X,X
JTIOZLS,X,X,O,O,X,X
JTIOZSL,X,X,O,O,X,X
JTLISZO,X,O,X,X,O,O
JTLISOZ,X,O,X,X,O,O
JTLIZSO,X,O,X,X,O,O
JTLIZOS,X,O,O,X,X,O
JTLIOSZ,X,O,O,X,O,O
JTLIOZS,X,O,O,X,X,O
JTLSIZO,X,O,X,X,O,O
JTLSIOZ,X,O,X,X,O,O
JTLSZIO,X,O,X,X,O,O
JTLSZOI,X,O,O,X,O,O
JTLSOIZ,X,O,O,X,O,O
JTLSOZI,X,O,O,X,O,O
JTLZISO,X,O,X,X,O,O
JTLZIOS,X,O,O,X,X,O
JTLZSIO,X,O,X,X,O,O
JTLZSOI,X,O,O,X,O,O
JTLZOIS,X,O,O,X,X,O
JTLZOSI,X,O,O,X,X,O
JTLOISZ,X,O,O,X,O,O
JTLOIZS,X,O,O,X,X,O
JTLOSIZ,X,O,O,X,O,O
JTLOSZI,X,O,O,X,O,O
JTLOZIS,X,O,O,X,X,O
JTLOZSI,X,O,O,X,X,O
JTSILZO,X,O,X,X,O,O
JTSILOZ,X,O,X,X,O,O
JTSIZLO,X,O,X,X,O,O
JTSIZOL,X,O,X,X,O,O
JTSIOLZ,X,O,X,X,X,X
JTSIOZL,X,O,X,X,X,X
JTSLIZO,X,O,X,X,O,O
JTSLIOZ,X,O,X,X,O,O
JTSLZIO,X,O,X,X,O,O
JTSLZOI,X,O,O,X,O,O
JTSLOIZ,X,O,O,X,O,O
JTSLOZI,X,O,O,X,O,O
JTSZILO,X,O,X,X,O,O
JTSZIOL,X,O,X,O,O,O
JTSZLIO,X,O,X,X,O,O
JTSZLOI,X,O,O,X,O,O
JTSZOIL,X,O,O,O,O,O
JTSZOLI,X,O,O,O,X,O
JTSOILZ,X,O,O,X,X,X
JTSOIZL,X,O,O,O,X,X
JTSOLIZ,X,O,O,X,X,X
JTSOLZI,X,O,O,O,X,X
JTSOZIL,X,O,O,O,X,X
JTSOZLI,X,O,O,O,X,X
JTZILSO,X,O,X,X,X,O
JTZILOS,X,O,O,X,X,O
JTZISLO,X,O,X,X,X,O
JTZISOL,X,O,X,O,X,O
JTZIOLS,X,X,O,O,X,X
JTZIOSL,X,X,O,O,X,X
JTZLISO,X,O,X,X,X,O
JTZLIOS,X,O,O,X,X,O
JTZLSIO,X,O,X,X,X,O
JTZLSOI,X,O,O,X,X,O
JTZLOIS,X,O,O,X,X,O
JTZLOSI,X,O,O,X,X,O
JTZSILO,X,O,X,X,X,O
JTZSIOL,X,O,X,O,X,O
JTZSLIO,X,O,X,X,X,O
JTZSLOI,X,O,O,X,X,O
JTZSOIL,X,O,O,O,X,O
JTZSOLI,X,O,O,O,X,O
JTZOILS,X,X,O,O,X,X
JTZOISL,X,X,O,O,X,X
JTZOLIS,X,X,O,O,X,X
JTZOLSI,X,X,O,O,X,X
JTZOSIL,X,X,O,O,X,X
JTZOSLI,X,X,O,O,X,X
JTOILSZ,X,O,O,X,X,X
JTOILZS,X,O,O,O,X,X
JTOISLZ,X,O,O,X,X,X
JTOISZL,X,O,O,O,X,X
JTOIZLS,X,X,O,O,X,X
JTOIZSL,X,X,O,O,X,X
JTOLISZ,X,O,O,X,X,X
JTOLIZS,X,O,O,O,X,X
JTOLSIZ,X,O,O,X,X,X
JTOLSZI,X,O,O,O,X,X
JTOLZIS,X,O,O,O,X,X
JTOLZSI,X,O,O,O,X,X
JTOSILZ,X,O,O,X,X,X
JTOSIZL,X,O,O,O,X,X
JTOSLIZ,X,O,O,X,X,X
JTOSLZI,X,O,O,O,X,X
JTOSZIL,X,O,O,O,X,X
JTOSZLI,X,O,O,O,X,X
JTOZILS,X,X,O,O,X,X
JTOZISL,X,X,O,O,X,X
JTOZLIS,X,X,O,O,X,X
JTOZLSI,X,X,O,O,X,X
JTOZSIL,X,X,O,O,X,X
JTOZSLI,X,X,O,O,X,X
JITLSZO,X,O,X,X,O,O
JITLSOZ,X,O,X,X,O,O
JITLZSO,X,O,X,X,O,O
JITLZOS,X,O,O,X,X,O
JITLOSZ,X,O,O,X,O,O
JITLOZS,X,O,O,X,X,O
JITSLZO,X,O,X,X,O,O
JITSLOZ,X,O,X,X,O,O
JITSZLO,X,O,X,X,O,O
JITSZOL,X,O,X,X,O,O
JITSOLZ,X,O,X,X,X,X
JITSOZL,X,O,X,X,X,X
JITZLSO,X,O,X,X,X,O
JITZLOS,X,O,O,X,X,O
JITZSLO,X,O,X,X,X,O
JITZSOL,X,O,X,X,X,O
JITZOLS,X,X,O,X,X,X
JITZOSL,X,X,O,X,X,X
JITOLSZ,X,O,O,X,X,X
JITOLZS,X,O,O,X,X,X
JITOSLZ,X,O,O,X,X,X
JITOSZL,X,O,O,X,X,X
JITOZLS,X,X,O,X,X,X
JITOZSL,X,X,O,X,X,X
JILTSZO,X,O,X,X,O,O
JILTSOZ,X,O,X,X,O,O
JILTZSO,X,O,X,X,O,O
JILTZOS,X,O,O,X,X,O
JILTOSZ,X,O,O,X,O,O
JILTOZS,X,O,O,X,O,O
JILSTZO,O,O,X,X,O,O
JILSTOZ,X,O,X,X,O,O
JILSZTO,O,O,X,X,O,O
JILSZOT,O,O,X,X,O,O
JILSOTZ,X,O,X,X,O,O
JILSOZT,X,O,X,X,O,O
JILZTSO,O,X,X,X,O,O
JILZTOS,X,X,O,X,X,O
JILZSTO,O,X,X,X,O,O
JILZSOT,O,X,X,X,O,O
JILZOTS,X,X,O,X,X,O
JILZOST,O,X,O,X,X,O
JILOTSZ,X,O,O,X,O,O
JILOTZS,X,O,O,X,O,O
JILOSTZ,X,O,O,X,O,O
JILOSZT,X,O,O,X,O,O
JILOZTS,X,X,O,X,O,O
JILOZST,X,X,O,X,O,O
JISTLZO,O,O,X,X,O,O
JISTLOZ,X,O,X,X,O,O
JISTZLO,O,O,X,X,O,O
JISTZOL,O,O,X,X,O,O
JISTOLZ,O,O,X,X,X,X
JISTOZL,O,O,X,X,X,X
JISLTZO,O,O,X,X,O,O
JISLTOZ,X,O,X,X,O,O
JISLZTO,O,O,X,X,O,O
JISLZOT,O,O,X,X,O,O
JISLOTZ,X,O,X,X,O,O
JISLOZT,X,O,X,X,O,O
JISZTLO,O,O,X,X,O,O
JISZTOL,O,O,X,X,O,O
JISZLTO,O,O,X,X,O,O
JISZLOT,O,O,X,X,O,O
JISZOTL,O,X,X,X,O,O
JISZOLT,O,X,X,X,O,O
JISOTLZ,O,X,X,X,O,X
JISOTZL,O,X,X,X,O,X
JISOLTZ,O,X,X,X,O,O
JISOLZT,O,X,X,X,O,O
JISOZTL,O,X,X,X,O,O
JISOZLT,O,X,X,X,O,O
JIZTLSO,O,X,X,X,X,O
JIZTLOS,X,X,O,X,X,O
JIZTSLO,O,X,X,X,X,O
JIZTSOL,O,X,X,X,X,O
JIZTOLS,O,X,O,X,X,X
JIZTOSL,O,X,O,X,X,X
JIZLTSO,O,X,X,X,O,O
JIZLTOS,X,X,O,X,X,O
JIZLSTO,O,X,X,X,O,O
JIZLSOT,O,X,X,X,O,O
JIZLOTS,O,X,O,X,X,O
JIZLOST,O,X,O,X,X,O
JIZSTLO,O,X,X,X,O,O
JIZSTOL,O,X,X,X,O,O
JIZSLTO,O,X,X,X,O,O
JIZSLOT,O,X,X,X,O,O
JIZSOTL,O,X,X,X,O,O
JIZSOLT,O,X,X,X,O,O
JIZOTLS,O,X,O,X,X,X
JIZOTSL,O,X,O,X,X,X
JIZOLTS,O,X,O,X,X,O
JIZOLST,O,X,O,X,X,O
JIZOSTL,O,X,O,X,X,O
JIZOSLT,O,X,O,X,X,O
JIOTLSZ,X,X,O,X,O,X
JIOTLZS,X,X,O,X,O,X
JIOTSLZ,X,X,O,X,O,X
JIOTSZL,X,X,O,X,O,X
JIOTZLS,X,X,O,X,X,X
JIOTZSL,X,X,O,X,X,X
JIOLTSZ,X,X,O,X,O,O
JIOLTZS,X,X,O,X,O,O
JIOLSTZ,O,X,O,X,O,O
JIOLSZT,O,X,O,X,O,O
JIOLZTS,O,X,O,X,O,O
JIOLZST,O,X,O,X,O,O
JIOSTLZ,O,X,O,X,O,X
JIOSTZL,O,X,O,X,O,X
JIOSLTZ,O,X,O,X,O,O
JIOSLZT,O,X,O,X,O,O
JIOSZTL,O,X,O,X,O,O
JIOSZLT,O,X,O,X,O,O
JIOZTLS,O,X,O,X,X,X
JIOZTSL,O,X,O,X,X,X
JIOZLTS,O,X,O,X,O,O
JIOZLST,O,X,O,X,O,O
JIOZSTL,O,X,O,X,O,O
JIOZSLT,O,X,O,X,O,O
JLTISZO,X,O,X,X,O,O
JLTISOZ,X,O,X,X,O,O
JLTIZSO,X,O,X,X,O,O
JLTIZOS,X,O,O,X,X,O
JLTIOSZ,X,O,O,X,O,O
JLTIOZS,X,O,O,X,O,O
JLTSIZO,X,O,X,X,O,O
JLTSIOZ,X,O,X,X,O,O
JLTSZIO,X,O,X,X,O,O
JLTSZOI,X,O,O,X,O,O
JLTSOIZ,X,O,O,X,O,O
JLTSOZI,X,O,O,X,O,O
JLTZISO,X,O,X,X,O,O
JLTZIOS,X,O,O,X,X,O
JLTZSIO,X,O,X,X,O,O
JLTZSOI,X,O,O,X,O,O
JLTZOIS,X,O,O,X,X,O
JLTZOSI,X,O,O,X,X,O
JLTOISZ,X,O,O,X,O,O
JLTOIZS,X,O,O,X,O,O
JLTOSIZ,X,O,O,X,O,O
JLTOSZI,X,O,O,X,O,O
JLTOZIS,X,O,O,X,O,O
JLTOZSI,X,O,O,X,O,O
JLITSZO,X,O,X,X,O,O
JLITSOZ,X,O,X,X,O,O
JLITZSO,X,O,X,X,O,O
JLITZOS,X,O,O,X,X,O
JLITOSZ,X,O,O,X,O,O
JLITOZS,X,O,O,X,O,O
JLISTZO,O,O,X,X,O,O
JLISTOZ,X,O,X,X,O,O
JLISZTO,O,O,X,X,O,O
JLISZOT,O,O,X,X,O,O
JLISOTZ,X,O,X,X,O,O
JLISOZT,X,O,X,X,O,O
JLIZTSO,O,X,X,X,O,O
JLIZTOS,X,X,O,X,X,O
JLIZSTO,O,X,X,X,O,O
JLIZSOT,O,X,X,X,O,O
JLIZOTS,X,X,O,X,X,O
JLIZOST,O,X,O,X,X,O
JLIOTSZ,X,O,O,X,O,O
JLIOTZS,X,O,O,X,O,O
JLIOSTZ,X,O,O,X,O,O
JLIOSZT,X,O,O,X,O,O
JLIOZTS,X,X,O,X,O,O
JLIOZST,X,X,O,X,O,O
JLSTIZO,O,O,X,X,O,O
JLSTIOZ,X,O,X,X,O,O
JLSTZIO,O,O,X,X,O,O
JLSTZOI,O,O,O,X,O,O
JLSTOIZ,X,O,O,X,O,O
JLSTOZI,X,O,O,X,O,O
JLSITZO,O,O,X,X,O,O
JLSITOZ,X,O,X,X,O,O
JLSIZTO,O,O,X,X,O,O
JLSIZOT,O,O,X,X,O,O
JLSIOTZ,X,O,X,X,O,O
JLSIOZT,X,O,X,X,O,O
JLSZTIO,O,O,X,X,O,O
JLSZTOI,O,O,O,X,O,O
JLSZITO,O,O,X,X,O,O
JLSZIOT,O,O,X,X,O,O
JLSZOTI,O,O,O,X,O,O
JLSZOIT,O,O,O,X,O,O
JLSOTIZ,X,O,O,X,O,O
JLSOTZI,X,O,O,X,O,O
JLSOITZ,X,O,O,X,O,O
JLSOIZT,X,O,O,X,O,O
JLSOZTI,X,O,O,X,O,O
JLSOZIT,X,O,O,X,O,O
JLZTISO,O,X,X,X,O,O
JLZTIOS,X,X,O,X,X,O
JLZTSIO,O,X,X,X,O,O
JLZTSOI,O,X,O,X,O,O
JLZTOIS,X,X,O,X,X,O
JLZTOSI,X,X,O,X,X,O
JLZITSO,O,X,X,X,O,O
JLZITOS,X,X,O,X,X,O
JLZISTO,O,X,X,X,O,O
JLZISOT,O,X,X,X,O,O
JLZIOTS,X,X,O,X,X,O
JLZIOST,O,X,O,X,X,O
JLZSTIO,O,X,X,X,O,O
JLZSTOI,O,X,O,X,O,O
JLZSITO,O,X,X,X,O,O
JLZSIOT,O,X,X,X,O,O
JLZSOTI,O,X,O,X,O,O
JLZSOIT,O,X,O,X,O,O
JLZOTIS,X,X,O,X,X,O
JLZOTSI,X,X,O,X,X,O
JLZOITS,X,X,O,X,X,O
JLZOIST,O,X,O,X,X,O
JLZOSTI,O,X,O,X,X,O
JLZOSIT,O,X,O,X,X,O
JLOTISZ,X,O,O,X,O,O
JLOTIZS,X,O,O,X,O,O
JLOTSIZ,X,O,O,X,O,O
JLOTSZI,X,O,O,X,O,O
JLOTZIS,X,O,O,X,O,O
JLOTZSI,X,O,O,X,O,O
JLOITSZ,X,O,O,X,O,O
JLOITZS,X,O,O,X,O,O
JLOISTZ,X,O,O,X,O,O
JLOISZT,X,O,O,X,O,O
JLOIZTS,X,X,O,X,O,O
JLOIZST,X,X,O,X,O,O
JLOSTIZ,X,O,O,X,O,O
JLOSTZI,X,O,O,X,O,O
JLOSITZ,X,O,O,X,O,O
JLOSIZT,X,O,O,X,O,O
JLOSZTI,X,O,O,X,O,O
JLOSZIT,X,O,O,X,O,O
JLOZTIS,X,X,O,X,O,O
JLOZTSI,X,X,O,X,O,O
JLOZITS,X,X,O,X,O,O
JLOZIST,X,X,O,X,O,O
JLOZSTI,X,X,O,X,O,O
JLOZSIT,X,X,O,X,O,O
JSTILZO,O,O,X,X,O,O
JSTILOZ,X,O,X,X,O,O
JSTIZLO,O,O,X,X,O,O
JSTIZOL,O,O,X,X,O,O
JSTIOLZ,O,O,X,X,X,X
JSTIOZL,O,O,X,X,X,X
JSTLIZO,O,O,X,X,O,O
JSTLIOZ,X,O,X,X,O,O
JSTLZIO,O,O,X,X,O,O
JSTLZOI,O,O,O,X,O,O
JSTLOIZ,X,O,O,X,O,O
JSTLOZI,X,O,O,X,O,O
JSTZILO,O,O,X,X,O,O
JSTZIOL,O,O,X,O,O,O
JSTZLIO,O,O,X,X,O,O
JSTZLOI,O,O,O,X,O,O
JSTZOIL,O,O,O,O,O,O
JSTZOLI,O,O,O,O,X,O
JSTOILZ,O,O,O,X,X,X
JSTOIZL,O,O,O,O,X,X
JSTOLIZ,O,O,O,X,X,X
JSTOLZI,O,O,O,O,X,X
JSTOZIL,O,O,O,O,X,X
JSTOZLI,O,O,O,O,X,X
JSITLZO,O,O,X,X,O,O
JSITLOZ,X,O,X,X,O,O
JSITZLO,O,O,X,X,O,O
JSITZOL,O,O,X,X,O,O
JSITOLZ,O,O,X,X,X,X
JSITOZL,O,O,X,X,X,X
JSILTZO,O,O,X,X,O,O
JSILTOZ,X,O,X,X,O,O
JSILZTO,O,O,X,X,O,O
JSILZOT,O,O,X,X,O,O
JSILOTZ,X,O,X,X,O,O
JSILOZT,X,O,X,X,O,O
JSIZTLO,O,O,X,X,O,O
JSIZTOL,O,O,X,X,O,O
JSIZLTO,O,O,X,X,O,O
JSIZLOT,O,O,X,X,O,O
JSIZOTL,O,X,X,X,O,O
JSIZOLT,O,X,X,X,O,O
JSIOTLZ,O,X,X,X,O,X
JSIOTZL,O,X,X,X,O,X
JSIOLTZ,O,X,X,X,O,O
JSIOLZT,O,X,X,X,O,O
JSIOZTL,O,X,X,X,O,O
JSIOZLT,O,X,X,X,O,O
JSLTIZO,O,O,X,X,O,O
JSLTIOZ,X,O,X,X,O,O
JSLTZIO,O,O,X,X,O,O
JSLTZOI,O,O,O,X,O,O
JSLTOIZ,X,O,O,X,O,O
JSLTOZI,X,O,O,X,O,O
JSLITZO,O,O,X,X,O,O
JSLITOZ,X,O,X,X,O,O
JSLIZTO,O,O,X,X,O,O
JSLIZOT,O,O,X,X,O,O
JSLIOTZ,X,O,X,X,O,O
JSLIOZT,X,O,X,X,O,O
JSLZTIO,O,O,X,X,O,O
JSLZTOI,O,O,O,X,O,O
JSLZITO,O,O,X,X,O,O
JSLZIOT,O,O,X,X,O,O
JSLZOTI,O,O,O,X,O,O
JSLZOIT,O,O,O,X,O,O
JSLOTIZ,X,O,O,X,O,O
JSLOTZI,X,O,O,X,O,O
JSLOITZ,X,O,O,X,O,O
JSLOIZT,X,O,O,X,O,O
JSLOZTI,X,O,O,X,O,O
JSLOZIT,X,O,O,X,O,O
JSZTILO,O,O,X,X,O,O
JSZTIOL,O,O,X,O,O,O
JSZTLIO,O,O,X,X,O,O
JSZTLOI,O,O,O,X,O,O
JSZTOIL,O,O,O,O,O,O
JSZTOLI,O,O,O,O,O,O
JSZITLO,O,O,X,X,O,O
JSZITOL,O,O,X,X,O,O
JSZILTO,O,O,X,X,O,O
JSZILOT,O,O,X,X,O,O
JSZIOTL,O,X,X,X,O,O
JSZIOLT,O,X,X,X,O,O
JSZLTIO,O,O,X,X,O,O
JSZLTOI,O,O,O,X,O,O
JSZLITO,O,O,X,X,O,O
JSZLIOT,O,O,X,X,O,O
JSZLOTI,O,O,O,X,O,O
JSZLOIT,O,O,O,X,O,O
JSZOTIL,O,X,O,O,O,O
JSZOTLI,O,X,O,O,O,O
JSZOITL,O,X,O,O,O,O
JSZOILT,O,X,O,X,O,O
JSZOLTI,O,X,O,O,O,O
JSZOLIT,O,X,O,X,O,O
JSOTILZ,O,X,O,X,O,X
JSOTIZL,O,X,O,O,O,X
JSOTLIZ,O,X,O,X,O,X
JSOTLZI,O,X,O,O,O,X
JSOTZIL,O,X,O,O,O,X
JSOTZLI,O,X,O,O,O,X
JSOITLZ,O,X,O,X,O,X
JSOITZL,O,X,O,O,O,X
JSOILTZ,O,X,O,X,O,O
JSOILZT,O,X,O,X,O,O
JSOIZTL,O,X,O,O,O,O
JSOIZLT,O,X,O,X,O,O
JSOLTIZ,O,X,O,X,O,O
JSOLTZI,O,X,O,O,O,O
JSOLITZ,O,X,O,X,O,O
JSOLIZT,O,X,O,X,O,O
JSOLZTI,O,X,O,O,O,O
JSOLZIT,O,X,O,X,O,O
JSOZTIL,O,X,O,O,O,O
JSOZTLI,O,X,O,O,O,O
JSOZITL,O,X,O,O,O,O
JSOZILT,O,X,O,X,O,O
JSOZLTI,O,X,O,O,O,O
JSOZLIT,O,X,O,X,O,O
JZTILSO,O,X,X,X,X,O
JZTILOS,X,X,O,X,X,O
JZTISLO,O,X,X,X,X,O
JZTISOL,O,X,X,O,X,O
JZTIOLS,O,X,O,O,X,X
JZTIOSL,O,X,O,O,X,X
JZTLISO,O,X,X,X,X,O
JZTLIOS,X,X,O,X,X,O
JZTLSIO,O,X,X,X,X,O
JZTLSOI,O,X,O,X,X,O
JZTLOIS,X,X,O,X,X,O
JZTLOSI,X,X,O,X,X,O
JZTSILO,O,X,X,X,X,O
JZTSIOL,O,X,X,O,X,O
JZTSLIO,O,X,X,X,X,O
JZTSLOI,O,X,O,X,X,O
JZTSOIL,O,X,O,O,X,O
JZTSOLI,O,X,O,O,X,O
JZTOILS,O,X,O,O,X,X
JZTOISL,O,X,O,O,X,X
JZTOLIS,O,X,O,O,X,X
JZTOLSI,O,X,O,O,X,X
JZTOSIL,O,X,O,O,X,X
JZTOSLI,O,X,O,O,X,X
JZITLSO,O,X,X,X,X,O
JZITLOS,X,X,O,X,X,O
JZITSLO,O,X,X,X,X,O
JZITSOL,O,X,X,X,X,O
JZITOLS,O,X,O,X,X,X
JZITOSL,O,X,O,X,X,X
JZILTSO,O,X,X,X,O,O
JZILTOS,X,X,O,X,X,O
JZILSTO,O,X,X,X,O,O
JZILSOT,O,X,X,X,O,O
JZILOTS,O,X,O,X,X,O
JZILOST,O,X,O,X,X,O
JZISTLO,O,X,X,X,O,O
JZISTOL,O,X,X,X,O,O
JZISLTO,O,X,X,X,O,O
JZISLOT,O,X,X,X,O,O
JZISOTL,O,X,X,X,O,O
JZISOLT,O,X,X,X,O,O
JZIOTLS,O,X,O,X,X,X
JZIOTSL,O,X,O,X,X,X
JZIOLTS,O,X,O,X,X,O
JZIOLST,O,X,O,X,X,O
JZIOSTL,O,X,O,X,X,O
JZIOSLT,O,X,O,X,X,O
JZLTISO,O,X,X,X,O,O
JZLTIOS,X,X,O,X,X,O
JZLTSIO,O,X,X,X,O,O
JZLTSOI,O,X,O,X,O,O
JZLTOIS,X,X,O,X,X,O
JZLTOSI,X,X,O,X,X,O
JZLITSO,O,X,X,X,O,O
JZLITOS,X,X,O,X,X,O
JZLISTO,O,X,X,X,O,O
JZLISOT,O,X,X,X,O,O
JZLIOTS,O,X,O,X,X,O
JZLIOST,O,X,O,X,X,O
JZLSTIO,O,X,X,X,O,O
JZLSTOI,O,X,O,X,O,O
JZLSITO,O,X,X,X,O,O
JZLSIOT,O,X,X,X,O,O
JZLSOTI,O,X,O,X,O,O
JZLSOIT,O,X,O,X,O,O
JZLOTIS,O,X,O,X,X,O
JZLOTSI,O,X,O,X,X,O
JZLOITS,O,X,O,X,X,O
JZLOIST,O,X,O,X,X,O
JZLOSTI,O,X,O,X,X,O
JZLOSIT,O,X,O,X,X,O
JZSTILO,O,X,X,X,O,O
JZSTIOL,O,X,X,O,O,O
JZSTLIO,O,X,X,X,O,O
JZSTLOI,O,X,O,X,O,O
JZSTOIL,O,X,O,O,O,O
JZSTOLI,O,X,O,O,X,O
JZSITLO,O,X,X,X,O,O
JZSITOL,O,X,X,X,O,O
JZSILTO,O,X,X,X,O,O
JZSILOT,O,X,X,X,O,O
JZSIOTL,O,X,X,X,O,O
JZSIOLT,O,X,X,X,O,O
JZSLTIO,O,X,X,X,O,O
JZSLTOI,O,X,O,X,O,O
