sequence,v115@HhA8IeC8FeF8CeB8Jex/IvhFihB3iBcoBGlB9rBTsB,v115@HhA8IeC8FeF8CeB8Jex/IvhFihBcnBTjBGlB9rB3sB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmB3iBcoBGlBzmBSxB,v115@HhA8IeC8FeF8CeB8Je0/IvhF6lBNmBTjBRsBXsBGsB,v115@HhA8IeC8FeF8CeB8Je0/IvhFxgBdnBCjBzlBXoBWxB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmBUiBGlBXoBzrBCtB
SZLTOJI,O,O,O,X,O,X
SZLITJO,O,O,O,O,X,X
SZLITOJ,O,O,X,O,X,X
SZLIJTO,O,O,O,X,X,X
SZLIJOT,X,O,O,X,X,X
SZLIOTJ,X,O,X,O,X,X
SZLIOJT,X,O,O,X,O,X
SZLJTIO,O,O,O,X,X,X
SZLJTOI,O,O,O,X,X,X
SZLJITO,O,O,O,X,X,X
SZLJIOT,X,O,O,X,X,X
SZLJOTI,X,O,O,X,O,X
SZLJOIT,X,O,O,X,O,X
SZLOTIJ,X,O,X,O,X,X
SZLOTJI,X,O,O,X,O,X
SZLOITJ,X,O,X,O,X,X
SZLOIJT,X,O,O,X,O,X
SZLOJTI,X,O,O,X,O,X
SZLOJIT,X,O,O,X,O,X
SZJTILO,O,O,O,X,O,X
SZJTIOL,O,O,O,X,O,X
SZJTLIO,O,O,O,X,O,X
SZJTLOI,O,O,O,X,O,X
SZJTOIL,O,O,O,X,O,X
SZJTOLI,O,O,O,X,O,X
SZJITLO,O,O,O,X,O,X
SZJITOL,O,O,O,X,O,X
SZJILTO,O,O,O,X,O,X
SZJILOT,X,O,O,X,O,X
SZJIOTL,O,O,O,X,O,O
SZJIOLT,O,O,O,X,O,X
SZJLTIO,O,O,O,X,O,X
SZJLTOI,O,O,O,X,O,X
SZJLITO,O,O,O,X,O,X
SZJLIOT,X,O,O,X,O,X
SZJLOTI,X,O,O,X,O,X
SZJLOIT,X,O,O,X,O,X
SZJOTIL,O,O,O,X,O,O
SZJOTLI,O,O,O,X,O,O
SZJOITL,O,O,O,X,O,O
SZJOILT,O,O,O,X,O,X
SZJOLTI,O,O,O,X,O,X
SZJOLIT,O,O,O,X,O,X
SZOTILJ,O,O,X,O,X,X
SZOTIJL,O,O,X,X,O,O
SZOTLIJ,O,O,X,O,X,X
SZOTLJI,O,O,X,X,O,O
SZOTJIL,O,O,O,X,O,O
SZOTJLI,O,O,O,X,O,O
SZOITLJ,O,O,X,O,X,X
SZOITJL,O,O,X,X,O,O
SZOILTJ,O,O,X,O,X,X
SZOILJT,O,O,O,X,O,X
SZOIJTL,O,O,O,X,O,O
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,O,X,O,X,X
SZOLTJI,O,O,O,X,O,O
SZOLITJ,O,O,X,O,X,X
SZOLIJT,O,O,O,X,O,X
SZOLJTI,O,O,O,X,O,X
SZOLJIT,O,O,O,X,O,X
SZOJTIL,O,O,O,X,O,O
SZOJTLI,O,O,O,X,O,O
SZOJITL,O,O,O,X,O,O
SZOJILT,O,O,O,X,O,X
SZOJLTI,O,O,O,X,O,X
SZOJLIT,O,O,O,X,O,X
SOTILJZ,X,X,X,O,X,X
SOTILZJ,O,O,X,O,X,X
SOTIJLZ,X,O,X,X,O,O
SOTIJZL,X,O,X,X,O,O
SOTIZLJ,O,O,X,O,X,X
SOTIZJL,O,O,X,X,O,O
SOTLIJZ,X,X,X,O,X,X
SOTLIZJ,O,O,X,O,X,X
SOTLJIZ,O,O,X,X,O,O
SOTLJZI,O,O,X,X,O,O
SOTLZIJ,O,O,X,O,X,X
SOTLZJI,O,O,X,X,O,O
SOTJILZ,O,O,X,X,O,O
SOTJIZL,O,O,X,X,O,O
SOTJLIZ,O,O,X,X,O,O
SOTJLZI,O,O,X,X,O,O
SOTJZIL,O,O,X,X,O,O
SOTJZLI,O,O,X,X,O,O
SOTZILJ,O,O,X,O,X,X
SOTZIJL,O,O,X,X,O,O
SOTZLIJ,O,O,X,O,X,X
SOTZLJI,O,O,X,X,O,O
SOTZJIL,O,O,X,X,O,O
SOTZJLI,O,O,X,X,O,O
SOITLJZ,X,X,X,O,X,X
SOITLZJ,O,O,X,O,X,X
SOITJLZ,X,O,X,X,O,O
SOITJZL,X,O,X,X,O,O
SOITZLJ,O,O,X,O,X,X
SOITZJL,O,O,X,X,O,O
SOILTJZ,X,X,X,O,X,X
SOILTZJ,X,O,X,O,X,X
SOILJTZ,X,O,X,X,O,O
SOILJZT,X,O,X,X,O,X
SOILZTJ,X,O,X,O,X,X
SOILZJT,X,O,X,X,O,X
SOIJTLZ,O,O,X,X,O,O
SOIJTZL,O,O,X,X,O,O
SOIJLTZ,X,O,X,X,O,O
SOIJLZT,X,O,X,X,O,X
SOIJZTL,O,O,X,X,O,O
SOIJZLT,O,O,X,X,O,X
SOIZTLJ,O,O,X,O,X,X
SOIZTJL,O,O,X,X,O,O
SOIZLTJ,O,O,X,O,X,X
SOIZLJT,O,O,X,X,O,X
SOIZJTL,O,O,X,X,O,O
SOIZJLT,O,O,X,X,O,X
SOLTIJZ,X,X,X,O,X,X
SOLTIZJ,X,O,X,O,X,X
SOLTJIZ,X,O,X,X,O,O
SOLTJZI,X,O,X,X,O,O
SOLTZIJ,X,O,X,O,X,X
SOLTZJI,X,O,X,X,O,O
SOLITJZ,X,X,X,O,X,X
SOLITZJ,X,O,X,O,X,X
SOLIJTZ,X,O,X,X,O,O
SOLIJZT,X,O,X,X,O,X
SOLIZTJ,X,O,X,O,X,X
SOLIZJT,X,O,X,X,O,X
SOLJTIZ,X,O,X,X,O,O
SOLJTZI,X,O,X,X,O,O
SOLJITZ,X,O,X,X,O,O
SOLJIZT,X,O,X,X,O,X
SOLJZTI,X,O,X,X,O,X
SOLJZIT,X,O,X,X,O,X
SOLZTIJ,X,O,X,O,X,X
SOLZTJI,X,O,X,X,O,O
SOLZITJ,X,O,X,O,X,X
SOLZIJT,X,O,X,X,O,X
SOLZJTI,X,O,X,X,O,X
SOLZJIT,X,O,X,X,O,X
SOJTILZ,O,O,X,X,O,O
SOJTIZL,O,O,X,X,O,O
SOJTLIZ,O,O,X,X,O,O
SOJTLZI,O,O,X,X,O,O
SOJTZIL,O,O,X,X,O,O
SOJTZLI,O,O,X,X,O,O
SOJITLZ,O,O,X,X,O,O
SOJITZL,O,O,X,X,O,O
SOJILTZ,X,O,X,X,O,O
SOJILZT,X,O,X,X,O,X
SOJIZTL,O,O,X,X,O,O
SOJIZLT,O,O,X,X,O,X
SOJLTIZ,X,O,X,X,O,O
SOJLTZI,X,O,X,X,O,O
SOJLITZ,X,O,X,X,O,O
SOJLIZT,X,O,X,X,O,X
SOJLZTI,X,O,X,X,O,X
SOJLZIT,X,O,X,X,O,X
SOJZTIL,O,O,X,X,O,O
SOJZTLI,O,O,X,X,O,O
SOJZITL,O,O,X,X,O,O
SOJZILT,O,O,X,X,O,X
SOJZLTI,O,O,X,X,O,X
SOJZLIT,O,O,X,X,O,X
SOZTILJ,O,O,X,O,X,X
SOZTIJL,O,O,X,X,O,O
SOZTLIJ,O,O,X,O,X,X
SOZTLJI,O,O,X,X,O,O
SOZTJIL,O,O,X,X,O,O
SOZTJLI,O,O,X,X,O,O
SOZITLJ,O,O,X,O,X,X
SOZITJL,O,O,X,X,O,O
SOZILTJ,O,O,X,O,X,X
SOZILJT,O,O,X,X,O,X
SOZIJTL,O,O,X,X,O,O
SOZIJLT,O,O,X,X,O,X
SOZLTIJ,O,O,X,O,X,X
SOZLTJI,O,O,X,X,O,O
SOZLITJ,O,O,X,O,X,X
SOZLIJT,O,O,X,X,O,X
SOZLJTI,O,O,X,X,O,X
SOZLJIT,O,O,X,X,O,X
SOZJTIL,O,O,X,X,O,O
SOZJTLI,O,O,X,X,O,O
SOZJITL,O,O,X,X,O,O
SOZJILT,O,O,X,X,O,X
SOZJLTI,O,O,X,X,O,X
SOZJLIT,O,O,X,X,O,X
ZTILJSO,O,X,O,O,X,X
ZTILJOS,O,X,O,O,X,X
ZTILSJO,O,X,O,O,X,X
ZTILSOJ,O,X,X,O,X,X
ZTILOJS,O,X,X,O,X,X
ZTILOSJ,O,X,X,O,X,X
ZTIJLSO,O,X,O,O,O,X
ZTIJLOS,O,X,O,O,X,X
ZTIJSLO,O,X,O,X,O,X
ZTIJSOL,O,X,O,X,O,X
ZTIJOLS,O,X,O,O,X,X
ZTIJOSL,O,X,O,X,O,X
ZTISLJO,O,O,O,O,X,X
ZTISLOJ,O,O,X,O,X,X
ZTISJLO,O,O,O,X,X,X
ZTISJOL,O,O,O,X,X,X
ZTISOLJ,O,O,X,O,X,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,O,X,X,O,X,X
ZTIOLSJ,O,X,X,O,X,X
ZTIOJLS,O,X,X,O,O,X
ZTIOJSL,O,X,X,X,O,X
ZTIOSLJ,O,O,X,O,X,X
ZTIOSJL,O,O,X,X,O,X
ZTLIJSO,O,X,O,O,X,X
ZTLIJOS,O,X,O,O,X,X
ZTLISJO,O,X,O,O,X,X
ZTLISOJ,O,X,X,O,X,X
ZTLIOJS,O,X,X,O,X,X
ZTLIOSJ,O,X,X,O,X,X
ZTLJISO,O,X,O,O,X,X
ZTLJIOS,O,X,O,O,X,X
ZTLJSIO,O,X,O,X,X,X
ZTLJSOI,O,X,O,X,X,X
ZTLJOIS,O,X,O,O,X,X
ZTLJOSI,O,X,O,X,X,X
ZTLSIJO,O,X,O,O,X,X
ZTLSIOJ,O,X,X,O,X,X
ZTLSJIO,O,X,O,X,X,X
ZTLSJOI,O,X,O,X,X,X
ZTLSOIJ,O,X,X,O,X,X
ZTLSOJI,O,X,O,X,X,X
ZTLOIJS,O,X,X,O,X,X
ZTLOISJ,O,X,X,O,X,X
ZTLOJIS,O,X,O,O,X,X
ZTLOJSI,O,X,O,X,X,X
ZTLOSIJ,O,X,X,O,X,X
ZTLOSJI,O,X,O,X,X,X
ZTJILSO,O,X,O,O,O,X
ZTJILOS,O,X,O,O,X,X
ZTJISLO,O,O,O,X,O,X
ZTJISOL,O,O,O,X,O,X
ZTJIOLS,O,X,O,O,O,O
ZTJIOSL,O,O,O,X,O,O
ZTJLISO,O,X,O,O,O,X
ZTJLIOS,O,X,O,O,X,X
ZTJLSIO,O,X,O,X,O,X
ZTJLSOI,O,X,O,X,O,X
ZTJLOIS,O,X,O,O,O,X
ZTJLOSI,O,X,O,X,O,X
ZTJSILO,O,O,O,X,O,X
ZTJSIOL,O,O,O,X,O,X
ZTJSLIO,O,O,O,X,O,X
ZTJSLOI,O,O,O,X,O,X
ZTJSOIL,O,O,O,X,O,X
ZTJSOLI,O,O,O,X,O,X
ZTJOILS,O,X,O,O,O,O
ZTJOISL,O,O,O,X,O,O
ZTJOLIS,O,X,O,O,O,O
ZTJOLSI,O,X,O,X,O,O
ZTJOSIL,O,O,O,X,O,O
ZTJOSLI,O,O,O,X,O,O
ZTSILJO,O,O,O,O,X,X
ZTSILOJ,O,O,X,O,X,X
ZTSIJLO,O,O,O,X,X,X
ZTSIJOL,O,O,O,X,X,X
ZTSIOLJ,O,O,X,O,X,X
ZTSIOJL,O,O,X,X,X,X
ZTSLIJO,O,O,O,O,X,X
ZTSLIOJ,O,O,X,O,X,X
ZTSLJIO,O,O,O,X,X,X
ZTSLJOI,O,O,O,X,X,X
ZTSLOIJ,O,O,X,O,X,X
ZTSLOJI,O,O,O,X,O,X
ZTSJILO,O,O,O,X,X,X
ZTSJIOL,O,O,O,X,X,X
ZTSJLIO,O,O,O,X,X,X
ZTSJLOI,O,O,O,X,X,X
ZTSJOIL,O,O,O,X,X,X
ZTSJOLI,O,O,O,X,X,X
ZTSOILJ,O,O,X,O,X,X
ZTSOIJL,O,O,X,X,O,X
ZTSOLIJ,O,O,X,O,X,X
ZTSOLJI,O,O,X,X,O,X
ZTSOJIL,O,O,O,X,O,X
ZTSOJLI,O,O,O,X,O,X
ZTOILJS,O,X,X,O,X,X
ZTOILSJ,O,X,X,O,X,X
ZTOIJLS,O,X,X,O,O,O
ZTOIJSL,O,X,X,X,O,O
ZTOISLJ,O,O,X,O,X,X
ZTOISJL,O,O,X,X,O,O
ZTOLIJS,O,X,X,O,X,X
ZTOLISJ,O,X,X,O,X,X
ZTOLJIS,O,X,O,O,X,O
ZTOLJSI,O,X,O,X,X,O
ZTOLSIJ,O,X,X,O,X,X
ZTOLSJI,O,X,O,X,X,O
ZTOJILS,O,X,O,O,O,O
ZTOJISL,O,O,O,X,O,O
ZTOJLIS,O,X,O,O,O,O
ZTOJLSI,O,X,O,X,O,O
ZTOJSIL,O,O,O,X,O,O
ZTOJSLI,O,O,O,X,O,O
ZTOSILJ,O,O,X,O,X,X
ZTOSIJL,O,O,X,X,O,O
ZTOSLIJ,O,O,X,O,X,X
ZTOSLJI,O,O,X,X,O,O
ZTOSJIL,O,O,O,X,O,O
ZTOSJLI,O,O,O,X,O,O
ZITLJSO,O,X,O,O,X,X
ZITLJOS,O,X,O,O,X,X
ZITLSJO,O,X,O,O,X,X
ZITLSOJ,O,X,X,O,X,X
ZITLOJS,O,X,X,O,X,X
ZITLOSJ,O,X,X,O,X,X
ZITJLSO,O,X,O,O,O,X
ZITJLOS,O,X,O,O,X,X
ZITJSLO,O,X,O,X,O,X
ZITJSOL,O,X,O,X,O,X
ZITJOLS,O,X,O,O,X,X
ZITJOSL,O,X,O,X,O,X
ZITSLJO,O,O,O,O,X,X
ZITSLOJ,O,O,X,O,X,X
ZITSJLO,O,O,O,X,X,X
ZITSJOL,O,O,O,X,X,X
ZITSOLJ,O,O,X,O,X,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,O,X,X,O,X,X
ZITOLSJ,O,X,X,O,X,X
ZITOJLS,O,X,X,O,O,X
ZITOJSL,O,X,X,X,O,X
ZITOSLJ,O,O,X,O,X,X
ZITOSJL,O,O,X,X,O,X
ZILTJSO,O,X,O,O,X,X
ZILTJOS,X,X,O,O,X,X
ZILTSJO,O,X,O,O,X,X
ZILTSOJ,O,X,X,O,X,X
ZILTOJS,O,X,X,O,X,X
ZILTOSJ,O,X,X,O,X,X
ZILJTSO,O,X,O,O,O,X
ZILJTOS,O,X,O,O,X,X
ZILJSTO,O,X,O,X,O,X
ZILJSOT,X,X,O,X,X,X
ZILJOTS,O,X,O,O,X,X
ZILJOST,O,X,O,X,X,X
ZILSTJO,O,X,O,O,X,X
ZILSTOJ,O,X,X,O,X,X
ZILSJTO,O,X,O,X,X,X
ZILSJOT,X,X,O,X,X,X
ZILSOTJ,X,X,X,O,X,X
ZILSOJT,X,X,O,X,X,X
ZILOTJS,O,X,X,O,X,X
ZILOTSJ,O,X,X,O,X,X
ZILOJTS,O,X,O,O,O,X
ZILOJST,O,X,O,X,O,X
ZILOSTJ,O,X,X,O,X,X
ZILOSJT,O,X,O,X,O,X
ZIJTLSO,O,X,O,O,O,X
ZIJTLOS,O,X,O,O,X,X
ZIJTSLO,O,O,O,X,O,X
ZIJTSOL,O,O,O,X,O,X
ZIJTOLS,O,X,O,O,O,O
ZIJTOSL,O,O,O,X,O,O
ZIJLTSO,O,X,O,O,O,X
ZIJLTOS,O,X,O,O,X,X
ZIJLSTO,O,X,O,X,O,X
ZIJLSOT,X,X,O,X,X,X
ZIJLOTS,O,X,O,O,X,X
ZIJLOST,O,X,O,X,X,X
ZIJSTLO,O,O,O,X,O,X
ZIJSTOL,O,O,O,X,O,X
ZIJSLTO,O,O,O,X,O,X
ZIJSLOT,X,O,O,X,O,X
ZIJSOTL,O,O,O,X,O,O
ZIJSOLT,O,O,O,X,O,X
ZIJOTLS,O,X,O,O,O,O
ZIJOTSL,O,O,O,X,O,O
ZIJOLTS,O,X,O,O,O,X
ZIJOLST,O,X,O,X,O,X
ZIJOSTL,O,O,O,X,O,O
ZIJOSLT,O,O,O,X,O,X
ZISTLJO,O,O,O,O,X,X
ZISTLOJ,O,O,X,O,X,X
ZISTJLO,O,O,O,X,X,X
ZISTJOL,O,O,O,X,X,X
ZISTOLJ,O,O,X,O,X,X
ZISTOJL,O,O,X,X,X,X
ZISLTJO,O,O,O,O,X,X
ZISLTOJ,O,O,X,O,X,X
ZISLJTO,O,O,O,X,X,X
ZISLJOT,X,O,O,X,X,X
ZISLOTJ,X,O,X,O,X,X
ZISLOJT,X,O,O,X,O,X
ZISJTLO,O,O,O,X,O,X
ZISJTOL,O,O,O,X,O,X
ZISJLTO,O,O,O,X,O,X
ZISJLOT,X,O,O,X,X,X
ZISJOTL,O,O,O,X,O,O
ZISJOLT,O,O,O,X,X,X
ZISOTLJ,O,O,X,O,X,X
ZISOTJL,O,O,X,X,O,X
ZISOLTJ,O,O,X,O,X,X
ZISOLJT,O,O,O,X,O,X
ZISOJTL,O,O,O,X,O,O
ZISOJLT,O,O,O,X,O,X
ZIOTLJS,O,X,X,O,X,X
ZIOTLSJ,O,X,X,O,X,X
ZIOTJLS,O,X,X,O,O,X
ZIOTJSL,O,X,X,X,O,X
ZIOTSLJ,O,O,X,O,X,X
ZIOTSJL,O,O,X,X,O,X
ZIOLTJS,O,X,X,O,X,X
ZIOLTSJ,O,X,X,O,X,X
ZIOLJTS,O,X,O,O,O,X
ZIOLJST,O,X,O,X,O,X
ZIOLSTJ,O,X,X,O,X,X
ZIOLSJT,O,X,O,X,O,X
ZIOJTLS,O,X,O,O,O,O
ZIOJTSL,O,O,O,X,O,O
ZIOJLTS,O,X,O,O,O,X
ZIOJLST,O,X,O,X,O,X
ZIOJSTL,O,O,O,X,O,O
ZIOJSLT,O,O,O,X,O,X
ZIOSTLJ,O,O,X,O,X,X
ZIOSTJL,O,O,X,X,O,X
ZIOSLTJ,O,O,X,O,X,X
ZIOSLJT,O,O,O,X,O,X
ZIOSJTL,O,O,O,X,O,O
ZIOSJLT,O,O,O,X,O,X
ZLTIJSO,O,X,O,O,X,X
ZLTIJOS,O,X,O,O,X,X
ZLTISJO,O,X,O,O,X,X
ZLTISOJ,O,X,X,O,X,X
ZLTIOJS,O,X,X,O,X,X
ZLTIOSJ,O,X,X,O,X,X
ZLTJISO,O,X,O,O,X,X
ZLTJIOS,O,X,O,O,X,X
ZLTJSIO,O,X,O,X,X,X
ZLTJSOI,O,X,O,X,X,X
ZLTJOIS,O,X,O,O,X,X
ZLTJOSI,O,X,O,X,X,X
ZLTSIJO,O,X,O,O,X,X
ZLTSIOJ,O,X,X,O,X,X
ZLTSJIO,O,X,O,X,X,X
ZLTSJOI,O,X,O,X,X,X
ZLTSOIJ,O,X,X,O,X,X
ZLTSOJI,O,X,O,X,X,X
ZLTOIJS,O,X,X,O,X,X
ZLTOISJ,O,X,X,O,X,X
ZLTOJIS,O,X,O,O,X,X
ZLTOJSI,O,X,O,X,X,X
ZLTOSIJ,O,X,X,O,X,X
ZLTOSJI,O,X,O,X,X,X
ZLITJSO,O,X,O,O,X,X
ZLITJOS,X,X,O,O,X,X
ZLITSJO,O,X,O,O,X,X
ZLITSOJ,O,X,X,O,X,X
ZLITOJS,O,X,X,O,X,X
ZLITOSJ,O,X,X,O,X,X
ZLIJTSO,O,X,O,O,O,X
ZLIJTOS,O,X,O,O,X,X
ZLIJSTO,O,X,O,X,O,X
ZLIJSOT,X,X,O,X,X,X
ZLIJOTS,O,X,O,O,X,X
ZLIJOST,O,X,O,X,X,X
ZLISTJO,O,X,O,O,X,X
ZLISTOJ,O,X,X,O,X,X
ZLISJTO,O,X,O,X,X,X
ZLISJOT,X,X,O,X,X,X
ZLISOTJ,X,X,X,O,X,X
ZLISOJT,X,X,O,X,X,X
ZLIOTJS,O,X,X,O,X,X
ZLIOTSJ,O,X,X,O,X,X
ZLIOJTS,O,X,O,O,O,X
ZLIOJST,O,X,O,X,O,X
ZLIOSTJ,O,X,X,O,X,X
ZLIOSJT,O,X,O,X,O,X
ZLJTISO,O,X,O,O,O,X
ZLJTIOS,O,X,O,O,X,X
ZLJTSIO,O,X,O,X,O,X
ZLJTSOI,O,X,O,X,O,X
ZLJTOIS,O,X,O,O,O,X
ZLJTOSI,O,X,O,X,O,X
ZLJITSO,O,X,O,O,O,X
ZLJITOS,O,X,O,O,X,X
ZLJISTO,O,X,O,X,O,X
ZLJISOT,X,X,O,X,X,X
ZLJIOTS,O,X,O,O,X,X
ZLJIOST,O,X,O,X,X,X
ZLJSTIO,O,X,O,X,O,X
ZLJSTOI,O,X,O,X,O,X
ZLJSITO,O,X,O,X,O,X
ZLJSIOT,X,X,O,X,O,X
ZLJSOTI,X,X,O,X,O,X
ZLJSOIT,X,X,O,X,O,X
ZLJOTIS,O,X,O,O,O,X
ZLJOTSI,O,X,O,X,O,X
ZLJOITS,O,X,O,O,O,X
ZLJOIST,O,X,O,X,O,X
ZLJOSTI,O,X,O,X,O,X
ZLJOSIT,O,X,O,X,O,X
ZLSTIJO,O,X,O,O,X,X
ZLSTIOJ,O,X,X,O,X,X
ZLSTJIO,O,X,O,X,X,X
ZLSTJOI,O,X,O,X,X,X
ZLSTOIJ,O,X,X,O,X,X
ZLSTOJI,O,X,O,X,O,X
ZLSITJO,O,X,O,O,X,X
ZLSITOJ,O,X,X,O,X,X
ZLSIJTO,O,X,O,X,X,X
ZLSIJOT,X,X,O,X,X,X
ZLSIOTJ,X,X,X,O,X,X
ZLSIOJT,X,X,O,X,O,X
ZLSJTIO,O,X,O,X,X,X
ZLSJTOI,O,X,O,X,X,X
ZLSJITO,O,X,O,X,X,X
ZLSJIOT,X,X,O,X,X,X
ZLSJOTI,X,X,O,X,O,X
ZLSJOIT,X,X,O,X,O,X
ZLSOTIJ,X,X,X,O,X,X
ZLSOTJI,X,X,O,X,O,X
ZLSOITJ,X,X,X,O,X,X
ZLSOIJT,X,X,O,X,O,X
ZLSOJTI,X,X,O,X,O,X
ZLSOJIT,X,X,O,X,O,X
ZLOTIJS,O,X,X,O,X,X
ZLOTISJ,O,X,X,O,X,X
ZLOTJIS,O,X,O,O,X,X
ZLOTJSI,O,X,O,X,X,X
ZLOTSIJ,O,X,X,O,X,X
ZLOTSJI,O,X,O,X,X,X
ZLOITJS,O,X,X,O,X,X
ZLOITSJ,O,X,X,O,X,X
ZLOIJTS,O,X,O,O,O,X
ZLOIJST,O,X,O,X,O,X
ZLOISTJ,O,X,X,O,X,X
ZLOISJT,O,X,O,X,O,X
ZLOJTIS,O,X,O,O,O,X
ZLOJTSI,O,X,O,X,O,X
ZLOJITS,O,X,O,O,O,X
ZLOJIST,O,X,O,X,O,X
ZLOJSTI,O,X,O,X,O,X
ZLOJSIT,O,X,O,X,O,X
ZLOSTIJ,O,X,X,O,X,X
ZLOSTJI,O,X,O,X,O,X
ZLOSITJ,O,X,X,O,X,X
ZLOSIJT,O,X,O,X,O,X
ZLOSJTI,O,X,O,X,O,X
ZLOSJIT,O,X,O,X,O,X
ZJTILSO,O,X,O,O,O,X
ZJTILOS,O,X,O,O,X,X
ZJTISLO,O,O,O,X,O,X
ZJTISOL,O,O,O,X,O,X
ZJTIOLS,O,X,O,O,O,O
ZJTIOSL,O,O,O,X,O,O
ZJTLISO,O,X,O,O,O,X
ZJTLIOS,O,X,O,O,X,X
ZJTLSIO,O,X,O,X,O,X
ZJTLSOI,O,X,O,X,O,X
ZJTLOIS,O,X,O,O,O,X
ZJTLOSI,O,X,O,X,O,X
ZJTSILO,O,O,O,X,O,X
ZJTSIOL,O,O,O,X,O,X
ZJTSLIO,O,O,O,X,O,X
ZJTSLOI,O,O,O,X,O,X
ZJTSOIL,O,O,O,X,O,X
ZJTSOLI,O,O,O,X,O,X
ZJTOILS,O,X,O,O,O,O
ZJTOISL,O,O,O,X,O,O
ZJTOLIS,O,X,O,O,O,O
ZJTOLSI,O,X,O,X,O,O
ZJTOSIL,O,O,O,X,O,O
ZJTOSLI,O,O,O,X,O,O
ZJITLSO,O,X,O,O,O,X
ZJITLOS,O,X,O,O,X,X
ZJITSLO,O,O,O,X,O,X
ZJITSOL,O,O,O,X,O,X
ZJITOLS,O,X,O,O,O,O
ZJITOSL,O,O,O,X,O,O
ZJILTSO,O,X,O,O,O,X
ZJILTOS,O,X,O,O,X,X
ZJILSTO,O,X,O,X,O,X
ZJILSOT,X,X,O,X,X,X
ZJILOTS,O,X,O,O,X,X
ZJILOST,O,X,O,X,X,X
ZJISTLO,O,O,O,X,O,X
ZJISTOL,O,O,O,X,O,X
ZJISLTO,O,O,O,X,O,X
ZJISLOT,X,O,O,X,O,X
ZJISOTL,O,O,O,X,O,O
ZJISOLT,O,O,O,X,O,X
ZJIOTLS,O,X,O,O,O,O
ZJIOTSL,O,O,O,X,O,O
ZJIOLTS,O,X,O,O,O,X
ZJIOLST,O,X,O,X,O,X
ZJIOSTL,O,O,O,X,O,O
ZJIOSLT,O,O,O,X,O,X
ZJLTISO,O,X,O,O,O,X
ZJLTIOS,O,X,O,O,X,X
ZJLTSIO,O,X,O,X,O,X
ZJLTSOI,O,X,O,X,O,X
ZJLTOIS,O,X,O,O,O,X
ZJLTOSI,O,X,O,X,O,X
ZJLITSO,O,X,O,O,O,X
ZJLITOS,O,X,O,O,X,X
ZJLISTO,O,X,O,X,O,X
ZJLISOT,X,X,O,X,X,X
ZJLIOTS,O,X,O,O,X,X
ZJLIOST,O,X,O,X,X,X
ZJLSTIO,O,X,O,X,O,X
ZJLSTOI,O,X,O,X,O,X
ZJLSITO,O,X,O,X,O,X
ZJLSIOT,X,X,O,X,O,X
ZJLSOTI,X,X,O,X,O,X
ZJLSOIT,X,X,O,X,O,X
ZJLOTIS,O,X,O,O,O,X
ZJLOTSI,O,X,O,X,O,X
ZJLOITS,O,X,O,O,O,X
ZJLOIST,O,X,O,X,O,X
ZJLOSTI,O,X,O,X,O,X
ZJLOSIT,O,X,O,X,O,X
ZJSTILO,O,O,O,X,O,X
ZJSTIOL,O,O,O,X,O,X
ZJSTLIO,O,O,O,X,O,X
ZJSTLOI,O,O,O,X,O,X
ZJSTOIL,O,O,O,X,O,X
ZJSTOLI,O,O,O,X,O,X
ZJSITLO,O,O,O,X,O,X
ZJSITOL,O,O,O,X,O,X
ZJSILTO,O,O,O,X,O,X
ZJSILOT,X,O,O,X,O,X
ZJSIOTL,O,O,O,X,O,O
ZJSIOLT,O,O,O,X,O,X
ZJSLTIO,O,O,O,X,O,X
ZJSLTOI,O,O,O,X,O,X
ZJSLITO,O,O,O,X,O,X
ZJSLIOT,X,O,O,X,O,X
ZJSLOTI,X,O,O,X,O,X
ZJSLOIT,X,O,O,X,O,X
ZJSOTIL,O,O,O,X,O,O
ZJSOTLI,O,O,O,X,O,O
ZJSOITL,O,O,O,X,O,O
ZJSOILT,O,O,O,X,O,X
ZJSOLTI,O,O,O,X,O,X
ZJSOLIT,O,O,O,X,O,X
ZJOTILS,O,X,O,O,O,O
ZJOTISL,O,O,O,X,O,O
ZJOTLIS,O,X,O,O,O,O
ZJOTLSI,O,X,O,X,O,O
ZJOTSIL,O,O,O,X,O,O
ZJOTSLI,O,O,O,X,O,O
ZJOITLS,O,X,O,O,O,O
ZJOITSL,O,O,O,X,O,O
ZJOILTS,O,X,O,O,O,X
ZJOILST,O,X,O,X,O,X
ZJOISTL,O,O,O,X,O,O
ZJOISLT,O,O,O,X,O,X
ZJOLTIS,O,X,O,O,O,X
ZJOLTSI,O,X,O,X,O,X
ZJOLITS,O,X,O,O,O,X
ZJOLIST,O,X,O,X,O,X
ZJOLSTI,O,X,O,X,O,X
ZJOLSIT,O,X,O,X,O,X
ZJOSTIL,O,O,O,X,O,O
ZJOSTLI,O,O,O,X,O,O
ZJOSITL,O,O,O,X,O,O
ZJOSILT,O,O,O,X,O,X
ZJOSLTI,O,O,O,X,O,X
ZJOSLIT,O,O,O,X,O,X
ZSTILJO,O,O,O,O,X,X
