sequence,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhFzbBUdB3fBWnBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhF3bBuhB1kB8lBTn?BxuB,v115@6gC8HeB8HeE8AeF8DeF8JeO/IvhF8fBzbBqhB/iBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Je06IvhFlbB3cB2kBTiBCm?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jel6IvhF3bBzcB2kB8lBSs?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jem6IvhFCcB/iBTfB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jeu/IvhFcgBXhBTiBSvBZk?BlrB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFzaBWhB/iB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFzcB3fBSnBllB8q?B2uB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFlcBTiBCmBOpB8p?B3qB,v115@6gC8HeB8HeE8AeF8DeF8Jez6IvhFCcB/iB0hBllBZk?BWvB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFxbB/iB0hBllB+p?BTqB
LZOITSJ,X,O,X,X,O,X,O,X,X,O,X,X
LZOIJTS,X,O,X,X,O,X,O,X,X,X,X,X
LZOIJST,X,O,X,X,O,X,O,X,X,X,X,X
LZOISTJ,X,O,X,X,O,X,O,X,X,X,X,X
LZOISJT,X,O,X,X,O,X,O,X,X,X,X,X
LZOJTIS,X,X,X,X,O,X,O,X,X,O,X,X
LZOJTSI,X,X,X,X,O,X,O,X,X,X,X,X
LZOJITS,X,O,X,X,O,X,O,X,X,O,X,X
LZOJIST,X,O,X,X,O,X,O,X,X,X,X,X
LZOJSTI,X,X,X,X,O,X,O,X,X,X,X,X
LZOJSIT,X,O,X,X,O,X,O,X,X,X,X,X
LZOSTIJ,X,X,X,X,O,X,O,X,O,X,X,X
LZOSTJI,X,X,X,X,O,X,O,O,O,X,X,X
LZOSITJ,X,O,X,X,O,X,O,O,X,X,X,X
LZOSIJT,X,O,X,X,O,X,O,X,X,X,X,X
LZOSJTI,X,X,X,X,O,X,O,X,X,X,X,X
LZOSJIT,X,O,X,X,O,X,O,X,X,X,X,X
LOTIJSZ,X,O,X,O,O,X,X,O,X,O,X,X
LOTIJZS,X,O,X,O,O,X,O,X,X,O,X,X
LOTISJZ,X,O,X,O,X,X,X,O,O,X,X,X
LOTISZJ,X,O,X,O,X,X,O,X,O,X,X,X
LOTIZJS,X,O,X,O,O,X,O,X,X,O,X,X
LOTIZSJ,X,O,X,O,O,X,O,X,X,O,X,X
LOTJISZ,X,O,X,O,O,X,X,O,X,O,X,X
LOTJIZS,X,O,X,O,O,X,O,X,X,O,X,X
LOTJSIZ,X,O,X,O,O,O,X,O,O,O,X,X
LOTJSZI,X,O,X,X,O,O,X,O,O,O,X,X
LOTJZIS,X,O,X,X,O,X,O,X,X,O,X,X
LOTJZSI,X,O,X,X,O,X,O,O,X,O,X,X
LOTSIJZ,X,O,X,O,X,O,X,O,O,X,X,X
LOTSIZJ,X,O,X,O,X,X,O,O,O,X,X,X
LOTSJIZ,X,O,X,O,X,O,X,O,O,O,X,X
LOTSJZI,X,O,X,X,X,O,X,O,O,O,X,X
LOTSZIJ,X,O,X,O,X,X,O,X,O,O,X,X
LOTSZJI,X,O,X,X,X,O,O,O,O,O,X,X
LOTZIJS,X,O,X,O,O,X,O,X,X,O,X,X
LOTZISJ,X,O,X,O,O,X,O,X,X,O,X,X
LOTZJIS,X,O,X,X,X,X,O,X,X,O,X,X
LOTZJSI,X,O,X,X,X,X,O,O,X,O,X,X
LOTZSIJ,X,O,X,O,O,X,O,X,O,O,X,X
LOTZSJI,X,O,X,X,O,X,O,O,O,O,X,X
LOITJSZ,X,O,X,O,O,X,X,O,X,O,X,X
LOITJZS,X,O,X,O,O,X,O,X,X,O,X,X
LOITSJZ,X,O,X,O,X,X,X,O,O,X,X,X
LOITSZJ,X,O,X,O,X,X,O,X,O,X,X,X
LOITZJS,X,O,X,O,O,X,O,X,X,O,X,X
LOITZSJ,X,O,X,O,O,X,O,X,X,O,X,X
LOIJTSZ,X,O,X,O,O,X,X,X,X,O,X,X
LOIJTZS,X,O,X,O,O,X,O,X,X,O,X,X
LOIJSTZ,X,X,X,O,O,X,X,X,X,O,X,X
LOIJSZT,X,X,X,O,O,X,O,X,X,X,X,X
LOIJZTS,X,O,X,O,O,X,O,X,X,O,X,X
LOIJZST,X,O,X,O,O,X,O,X,X,O,X,X
LOISTJZ,X,X,X,O,X,X,X,O,O,X,X,X
LOISTZJ,X,X,X,O,X,X,O,O,O,X,X,X
LOISJTZ,X,X,X,O,O,X,X,O,X,X,X,X
LOISJZT,X,X,X,O,O,X,O,X,X,X,X,X
LOISZTJ,X,X,X,O,O,X,O,O,X,X,X,X
LOISZJT,X,X,X,O,O,X,O,X,X,X,X,X
LOIZTJS,X,O,X,O,O,X,O,X,X,O,X,X
LOIZTSJ,X,O,X,O,O,X,O,X,X,O,X,X
LOIZJTS,X,O,X,O,O,X,O,X,X,O,X,X
LOIZJST,X,O,X,O,O,X,O,X,X,O,X,X
LOIZSTJ,X,O,X,O,O,X,O,X,X,O,X,X
LOIZSJT,X,O,X,O,O,X,O,X,X,X,X,X
LOJTISZ,X,O,X,O,O,X,X,O,X,O,X,X
LOJTIZS,X,O,X,O,O,X,O,X,X,O,X,X
LOJTSIZ,X,O,X,O,O,O,X,O,O,O,X,X
LOJTSZI,X,O,X,O,O,O,X,O,O,O,X,X
LOJTZIS,X,O,X,O,O,X,O,X,X,O,X,X
LOJTZSI,X,O,X,O,O,X,O,O,X,O,X,X
LOJITSZ,X,O,X,O,O,X,X,X,X,O,X,X
LOJITZS,X,O,X,O,O,X,O,X,X,O,X,X
LOJISTZ,X,X,X,O,O,X,X,X,X,O,X,X
LOJISZT,X,X,X,O,O,X,O,X,X,X,X,X
LOJIZTS,X,O,X,O,O,X,O,X,X,O,X,X
LOJIZST,X,O,X,O,O,X,O,X,X,O,X,X
LOJSTIZ,X,X,X,O,O,O,X,O,O,O,X,X
LOJSTZI,X,X,X,O,O,O,X,O,O,O,X,X
LOJSITZ,X,X,X,O,O,O,X,O,X,O,X,X
LOJSIZT,X,X,X,O,O,O,O,X,X,X,X,X
LOJSZTI,X,X,X,O,O,O,O,X,X,O,X,X
LOJSZIT,X,X,X,O,O,O,O,X,X,O,X,X
LOJZTIS,X,X,X,O,O,X,O,X,X,O,X,X
LOJZTSI,X,X,X,O,O,X,O,X,X,O,X,X
LOJZITS,X,O,X,O,O,X,O,X,X,O,X,X
LOJZIST,X,O,X,O,O,X,O,X,X,O,X,X
LOJZSTI,X,X,X,O,O,X,O,X,X,O,X,X
LOJZSIT,X,O,X,O,O,X,O,X,X,O,X,X
LOSTIJZ,X,X,X,O,X,O,X,O,O,X,X,X
LOSTIZJ,X,X,X,O,X,X,O,O,O,X,X,X
LOSTJIZ,X,X,X,O,X,O,X,O,O,O,X,X
LOSTJZI,X,X,X,O,X,O,X,O,O,O,X,X
LOSTZIJ,X,X,X,O,X,X,O,X,O,O,X,X
LOSTZJI,X,X,X,X,X,O,O,O,O,O,X,X
LOSITJZ,X,X,X,O,X,O,X,O,O,X,X,X
LOSITZJ,X,X,X,O,X,O,O,O,O,X,X,X
LOSIJTZ,X,X,X,O,O,O,X,O,X,X,X,X
LOSIJZT,X,X,X,O,O,O,O,X,X,X,X,X
LOSIZTJ,X,X,X,O,O,O,O,O,X,X,X,X
LOSIZJT,X,X,X,O,O,O,O,X,X,X,X,X
LOSJTIZ,X,X,X,O,O,O,X,O,O,O,X,X
LOSJTZI,X,X,X,O,O,O,X,O,O,O,X,X
LOSJITZ,X,X,X,O,O,O,X,O,X,O,X,X
LOSJIZT,X,X,X,O,O,O,O,X,X,X,X,X
LOSJZTI,X,X,X,O,O,O,O,X,X,O,X,X
LOSJZIT,X,X,X,O,O,O,O,X,X,O,X,X
LOSZTIJ,X,X,X,O,O,O,O,X,O,O,X,O
LOSZTJI,X,X,X,X,O,O,O,O,O,O,X,O
LOSZITJ,X,X,X,O,O,O,O,O,X,O,X,X
LOSZIJT,X,X,X,O,O,O,O,X,X,X,X,X
LOSZJTI,X,X,X,X,O,O,O,X,X,O,X,X
LOSZJIT,X,X,X,X,O,O,O,X,X,O,X,X
LOZTIJS,X,X,X,O,O,X,O,X,X,O,X,X
LOZTISJ,X,X,X,O,O,X,O,X,X,O,X,X
LOZTJIS,X,X,X,X,X,X,O,X,X,O,X,X
LOZTJSI,X,X,X,X,X,X,O,O,X,O,X,X
LOZTSIJ,X,X,X,O,O,X,O,X,O,O,X,X
LOZTSJI,X,X,X,X,O,X,O,O,O,O,X,X
LOZITJS,X,O,X,O,O,X,O,X,X,O,X,X
LOZITSJ,X,O,X,O,O,X,O,X,X,O,X,X
LOZIJTS,X,O,X,O,O,X,O,X,X,O,X,X
LOZIJST,X,O,X,O,O,X,O,X,X,O,X,X
LOZISTJ,X,O,X,O,O,X,O,X,X,O,X,X
LOZISJT,X,O,X,O,O,X,O,X,X,X,X,X
LOZJTIS,X,X,X,X,O,X,O,X,X,O,X,X
LOZJTSI,X,X,X,X,O,X,O,X,X,O,X,X
LOZJITS,X,O,X,X,O,X,O,X,X,O,X,X
LOZJIST,X,O,X,X,O,X,O,X,X,O,X,X
LOZJSTI,X,X,X,X,O,X,O,X,X,O,X,X
LOZJSIT,X,O,X,X,O,X,O,X,X,O,X,X
LOZSTIJ,X,X,X,O,O,X,O,X,O,O,X,X
LOZSTJI,X,X,X,X,O,X,O,O,O,O,X,X
LOZSITJ,X,O,X,O,O,X,O,O,X,O,X,X
LOZSIJT,X,O,X,O,O,X,O,X,X,X,X,X
LOZSJTI,X,X,X,X,O,X,O,X,X,O,X,X
LOZSJIT,X,O,X,X,O,X,O,X,X,O,X,X
JTILSZO,O,O,X,X,O,O,X,O,X,X,O,X
JTILSOZ,O,X,X,X,O,O,X,O,X,X,O,X
JTILZSO,O,O,X,X,O,X,X,O,X,X,X,X
JTILZOS,O,O,X,X,O,X,X,O,X,X,X,X
JTILOSZ,O,X,X,X,O,X,X,O,X,X,O,X
JTILOZS,O,O,X,X,O,X,X,O,X,X,X,X
JTISLZO,O,O,O,X,X,O,X,O,X,X,O,X
JTISLOZ,O,X,O,X,X,O,X,O,X,X,O,X
JTISZLO,O,O,O,X,X,O,X,O,X,X,O,X
JTISZOL,O,O,O,X,X,X,X,X,X,X,O,X
JTISOLZ,O,X,X,X,X,O,X,O,X,X,O,X
JTISOZL,O,X,X,X,X,O,X,X,X,X,O,X
JTIZLSO,O,O,O,X,O,X,X,O,X,X,X,X
JTIZLOS,O,O,X,X,O,X,X,O,X,X,X,X
JTIZSLO,O,O,O,X,O,O,X,O,X,X,O,X
JTIZSOL,O,O,O,X,X,X,X,X,X,X,O,X
JTIZOLS,O,O,X,X,X,X,X,X,X,X,X,X
JTIZOSL,O,O,O,X,X,X,X,X,X,X,O,X
JTIOLSZ,O,X,X,X,X,O,X,O,X,X,O,X
JTIOLZS,O,O,X,X,X,X,X,O,X,X,X,X
JTIOSLZ,O,X,X,X,X,O,X,O,X,X,O,X
JTIOSZL,O,X,X,X,X,O,X,X,X,X,O,X
JTIOZLS,O,O,X,X,X,X,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,O,X,X,X,X,O,X
JTLISZO,O,O,X,O,O,X,X,O,X,X,O,X
JTLISOZ,O,X,X,X,O,X,X,O,X,X,O,X
JTLIZSO,O,O,X,O,O,X,X,O,X,X,X,X
JTLIZOS,O,O,X,X,O,X,O,O,X,X,X,X
JTLIOSZ,O,X,X,X,O,X,X,O,X,X,O,X
JTLIOZS,O,O,X,X,O,X,O,O,X,X,X,X
JTLSIZO,O,O,X,O,O,O,X,O,O,X,O,X
JTLSIOZ,O,X,X,X,O,O,X,O,O,X,O,X
JTLSZIO,O,O,X,O,O,O,X,X,O,X,O,X
JTLSZOI,O,O,X,O,O,O,X,X,O,X,O,X
JTLSOIZ,O,X,X,X,O,O,X,X,O,X,O,X
JTLSOZI,O,X,X,O,O,O,X,X,O,X,O,X
JTLZISO,O,O,X,O,O,X,X,X,X,X,X,X
JTLZIOS,O,O,X,X,O,X,O,X,X,X,X,X
JTLZSIO,O,O,X,O,O,X,X,X,X,X,X,X
JTLZSOI,O,O,X,O,O,X,X,X,X,X,X,X
JTLZOIS,O,O,X,X,O,X,O,X,X,X,X,X
JTLZOSI,O,O,X,O,O,X,O,X,X,X,X,X
JTLOISZ,O,O,X,X,O,X,X,X,X,X,O,X
JTLOIZS,O,O,X,X,O,X,O,X,X,X,X,X
JTLOSIZ,O,O,X,X,O,X,X,X,O,X,O,X
JTLOSZI,O,O,X,O,O,X,X,X,O,X,O,X
JTLOZIS,O,O,X,X,O,X,O,X,X,X,X,X
JTLOZSI,O,O,X,O,O,X,O,X,X,X,X,X
JTSILZO,O,O,O,X,X,O,X,O,X,X,O,X
JTSILOZ,O,X,O,X,X,O,X,O,X,X,O,X
JTSIZLO,O,O,O,X,X,O,X,O,X,X,O,X
JTSIZOL,O,O,O,X,X,X,X,X,X,X,O,X
JTSIOLZ,O,X,X,X,X,O,X,O,X,X,O,X
JTSIOZL,O,X,X,X,X,O,X,X,X,X,O,X
JTSLIZO,O,O,O,X,O,O,X,O,O,X,O,X
JTSLIOZ,O,X,O,X,O,O,X,O,O,X,O,X
JTSLZIO,O,O,O,X,O,O,X,X,O,X,O,X
JTSLZOI,O,O,O,X,O,O,X,X,O,X,O,X
JTSLOIZ,O,X,O,X,O,O,X,X,O,X,O,X
JTSLOZI,O,X,O,X,O,O,X,X,O,X,O,X
JTSZILO,O,O,O,X,O,X,X,O,X,X,O,X
JTSZIOL,O,X,O,X,X,X,X,X,X,X,O,X
JTSZLIO,O,O,O,X,O,O,X,X,X,X,O,X
JTSZLOI,O,O,O,X,O,O,X,X,X,X,O,X
JTSZOIL,O,X,X,X,X,X,X,X,X,X,O,X
JTSZOLI,O,O,O,X,O,X,X,X,X,X,O,X
JTSOILZ,O,X,X,X,X,X,X,O,X,X,O,X
JTSOIZL,O,X,X,X,X,X,X,X,X,X,O,X
JTSOLIZ,O,X,X,X,X,O,X,X,X,X,O,X
JTSOLZI,O,X,X,X,X,O,X,X,X,X,O,X
JTSOZIL,O,X,X,X,X,X,X,X,X,X,O,X
JTSOZLI,O,X,X,X,X,X,X,X,X,X,O,X
JTZILSO,O,O,O,O,O,X,X,O,X,X,X,X
JTZILOS,O,O,X,X,O,X,X,O,X,X,X,X
JTZISLO,O,O,O,X,O,X,X,O,X,X,O,X
JTZISOL,O,O,O,X,X,X,X,X,X,X,O,X
JTZIOLS,O,O,X,X,X,X,X,X,X,X,X,X
JTZIOSL,O,O,O,O,X,X,X,X,X,X,O,X
JTZLISO,O,O,X,O,O,X,X,X,X,X,X,X
JTZLIOS,O,O,X,X,O,X,X,X,X,X,X,X
JTZLSIO,O,O,O,O,O,X,X,X,X,X,X,X
JTZLSOI,O,O,O,O,O,X,X,X,X,X,X,X
JTZLOIS,O,O,X,X,O,X,X,X,X,X,X,X
JTZLOSI,O,O,X,O,O,X,X,X,X,X,X,X
JTZSILO,O,O,O,X,O,X,X,O,X,X,O,X
JTZSIOL,O,O,O,X,X,X,X,X,X,X,O,X
JTZSLIO,O,O,O,O,O,O,X,X,X,X,O,X
JTZSLOI,O,O,O,O,O,O,X,X,X,X,O,X
JTZSOIL,O,O,X,O,X,X,X,X,X,X,O,X
JTZSOLI,O,O,O,O,O,X,X,X,X,X,O,X
JTZOILS,O,O,X,O,X,X,X,X,X,X,X,X
JTZOISL,O,O,X,O,X,X,X,X,X,X,O,X
JTZOLIS,O,O,X,O,O,X,X,X,X,X,X,X
JTZOLSI,O,O,X,O,O,X,X,X,X,X,X,X
JTZOSIL,O,O,X,O,X,X,X,X,X,X,O,X
JTZOSLI,O,O,O,O,O,X,X,X,X,X,O,X
JTOILSZ,O,O,X,O,X,X,X,O,X,X,O,X
JTOILZS,O,O,X,O,X,X,X,O,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,O,X,X,O,X
JTOISZL,O,O,X,O,X,X,X,X,X,X,O,X
JTOIZLS,O,O,X,O,X,X,X,X,X,X,X,X
JTOIZSL,O,O,X,O,X,X,X,X,X,X,O,X
JTOLISZ,O,O,X,X,O,X,X,X,X,X,O,X
JTOLIZS,O,O,X,X,O,X,O,X,X,X,X,X
JTOLSIZ,O,O,X,O,O,X,X,X,X,X,O,X
JTOLSZI,O,O,X,O,O,X,X,X,X,X,O,X
JTOLZIS,O,O,X,O,O,X,O,X,X,X,X,X
JTOLZSI,O,O,X,O,O,X,O,X,X,X,X,X
JTOSILZ,O,O,X,O,X,X,X,O,X,X,O,X
JTOSIZL,O,O,X,O,X,X,X,X,X,X,O,X
JTOSLIZ,O,O,X,O,X,O,X,X,X,X,O,X
JTOSLZI,O,O,X,O,X,O,X,X,X,X,O,X
JTOSZIL,O,O,X,O,X,X,X,X,X,X,O,X
JTOSZLI,O,O,X,O,X,X,X,X,X,X,O,X
JTOZILS,O,O,X,O,X,X,X,X,X,X,X,X
JTOZISL,O,O,X,O,X,X,X,X,X,X,O,X
JTOZLIS,O,O,X,O,O,X,X,X,X,X,X,X
JTOZLSI,O,O,X,O,O,X,X,X,X,X,X,X
JTOZSIL,O,O,X,O,X,X,X,X,X,X,O,X
JTOZSLI,O,O,X,O,O,X,X,X,X,X,O,X
JITLSZO,O,O,X,X,O,X,X,X,X,X,X,X
JITLSOZ,O,X,X,X,O,X,X,X,X,X,X,X
JITLZSO,O,O,X,X,O,X,X,X,X,X,X,X
JITLZOS,O,O,X,X,O,X,X,X,X,X,X,X
JITLOSZ,O,X,X,X,O,X,X,X,X,X,X,X
JITLOZS,O,O,X,X,O,X,X,X,X,X,X,X
JITSLZO,O,O,X,X,X,X,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X,X,X,X
JITSZLO,O,O,X,X,X,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X,X,X,X,X,X
JITSOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JITSOZL,O,X,X,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,X,X,O,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,O,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,X,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,X,X,X,X,X,X,X,X
JITOLZS,O,O,X,X,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,X,X,X,X,X,X
JITOZLS,O,O,X,X,X,X,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X,X,X,X,X
JILTSZO,O,O,X,O,O,X,X,X,X,X,X,X
JILTSOZ,O,X,X,X,O,X,X,X,X,X,X,X
JILTZSO,O,O,X,O,O,X,X,X,X,X,X,X
JILTZOS,O,O,X,X,O,X,O,X,X,X,X,X
JILTOSZ,O,X,X,X,O,X,X,X,X,X,X,X
JILTOZS,O,O,X,X,O,X,O,X,X,X,X,X
JILSTZO,O,X,X,O,O,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,O,X,X,X,X,X,X,X
JILSZTO,O,X,X,O,O,X,X,X,X,X,X,X
JILSZOT,O,X,X,X,O,X,O,X,X,X,X,X
JILSOTZ,O,X,X,X,O,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,O,X,O,X,X,X,X,X
JILZTSO,O,O,X,O,O,X,X,X,X,X,X,X
JILZTOS,O,O,X,X,O,X,O,X,X,X,X,X
JILZSTO,O,O,X,O,O,X,X,X,X,X,X,X
JILZSOT,O,X,X,X,O,X,O,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,O,X,X,X,X,X
JILZOST,X,X,X,X,O,X,O,X,X,X,X,X
JILOTSZ,X,X,X,X,O,X,X,X,X,X,X,X
JILOTZS,X,X,X,X,O,X,O,X,X,X,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,X,X,X
JILOSZT,X,X,X,X,O,X,O,X,X,X,X,X
JILOZTS,X,X,X,X,O,X,O,X,X,X,X,X
JILOZST,X,X,X,X,O,X,O,X,X,X,X,X
JISTLZO,O,O,O,X,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X,X,X,X,X
JISTZOL,O,O,O,X,X,X,X,X,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X,X,X,X
JISTOZL,O,X,X,X,X,X,X,X,X,X,X,X
JISLTZO,O,X,O,X,X,X,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,X,X,X,X,X,X,X
JISLZOT,O,X,O,X,X,X,X,X,X,X,X,X
JISLOTZ,O,X,X,X,X,X,X,X,X,X,X,X
JISLOZT,O,X,O,X,X,X,X,X,X,X,X,X
JISZTLO,O,O,O,X,X,X,X,X,X,X,X,X
JISZTOL,O,O,O,X,X,X,X,X,X,X,X,X
JISZLTO,O,O,O,X,X,X,X,X,X,X,X,X
JISZLOT,O,X,O,X,X,X,X,X,X,X,X,X
JISZOTL,O,O,O,X,X,X,X,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,X,X,X,X,X,X
JISOTLZ,O,X,X,X,X,X,X,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,X,X,X,X,X,X
JISOZTL,O,X,O,X,X,X,X,X,X,X,X,X
JISOZLT,O,X,O,X,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,O,O,X,X,X,X,X,X,X
JIZTLOS,O,O,X,X,O,X,X,X,X,X,X,X
JIZTSLO,O,O,O,X,O,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,X,X,X,X,X,X,X
JIZTOLS,O,O,X,X,X,X,X,X,X,X,X,X
JIZTOSL,O,O,X,O,X,X,X,X,X,X,X,X
JIZLTSO,O,O,X,O,O,X,X,X,X,X,X,X
JIZLTOS,O,O,X,X,O,X,X,X,X,X,X,X
JIZLSTO,O,O,X,O,O,X,X,X,X,X,X,X
JIZLSOT,O,X,X,X,O,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,O,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,O,X,X,X,X,X,X,X
JIZSTLO,O,O,O,X,O,X,X,X,X,X,X,X
JIZSTOL,O,O,O,X,X,X,X,X,X,X,X,X
JIZSLTO,O,O,O,X,O,X,X,X,X,X,X,X
JIZSLOT,O,X,O,X,O,X,X,X,X,X,X,X
JIZSOTL,O,O,O,X,X,X,X,X,X,X,X,X
JIZSOLT,O,X,O,X,X,X,X,X,X,X,X,X
JIZOTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,O,X,X,X,X,X,X,X,X
JIZOLTS,X,X,X,O,X,X,X,X,X,X,X,X
JIZOLST,X,X,X,O,X,X,X,X,X,X,X,X
JIZOSTL,O,O,X,O,X,X,X,X,X,X,X,X
JIZOSLT,O,X,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOTSZL,O,X,X,O,X,X,X,X,X,X,X,X
JIOTZLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOTZSL,O,O,X,O,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,X,X,X,X
JIOLTZS,X,X,X,O,X,X,O,X,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X,X,X,X,X,X
JIOLSZT,X,X,X,O,X,X,O,X,X,X,X,X
JIOLZTS,X,X,X,O,X,X,O,X,X,X,X,X
JIOLZST,X,X,X,O,X,X,O,X,X,X,X,X
JIOSTLZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOSTZL,O,X,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,O,X,X,X,X,X,X,X,X
JIOZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,O,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,O,X,X,X,X,X,X,X,X
JIOZSTL,O,O,X,O,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,O,X,X,X,X,X,X,X,X
JLTISZO,O,O,X,O,O,X,X,X,X,O,X,X
JLTISOZ,O,X,X,O,O,X,X,O,X,O,X,X
JLTIZSO,O,O,X,O,O,X,X,X,X,O,X,X
JLTIZOS,O,O,X,O,O,X,O,X,X,O,X,X
JLTIOSZ,O,X,X,O,O,X,X,O,X,O,X,X
JLTIOZS,O,O,X,O,O,X,O,X,X,O,X,X
JLTSIZO,O,O,X,O,O,X,X,X,O,O,X,X
JLTSIOZ,O,X,X,O,O,X,X,O,O,O,X,X
JLTSZIO,O,O,X,O,O,X,X,X,O,O,X,X
JLTSZOI,O,O,X,O,O,X,X,O,O,X,X,X
JLTSOIZ,O,X,X,X,O,X,X,O,O,X,X,X
JLTSOZI,O,X,X,O,O,X,X,O,O,X,X,X
JLTZISO,O,O,X,O,O,X,X,X,X,O,X,X
JLTZIOS,O,O,X,X,O,X,O,X,X,O,X,X
JLTZSIO,O,O,X,O,O,X,X,X,X,O,X,X
JLTZSOI,O,O,X,O,O,X,X,O,X,X,X,X
JLTZOIS,O,X,X,X,O,X,O,X,X,O,X,X
JLTZOSI,O,O,X,O,O,X,O,O,X,X,X,X
JLTOISZ,O,X,X,X,O,X,X,O,X,O,X,X
JLTOIZS,O,O,X,X,O,X,O,X,X,O,X,X
JLTOSIZ,O,X,X,X,O,X,X,O,O,X,X,X
JLTOSZI,O,X,X,O,O,X,X,O,O,X,X,X
JLTOZIS,O,X,X,X,O,X,O,X,X,O,X,X
JLTOZSI,O,O,X,O,O,X,O,O,X,X,X,X
JLITSZO,O,O,X,O,O,X,X,X,X,O,X,X
JLITSOZ,O,X,X,O,O,X,X,X,X,O,X,X
JLITZSO,O,O,X,O,O,X,X,X,X,O,X,X
JLITZOS,O,O,X,O,O,X,O,X,X,O,X,X
JLITOSZ,O,X,X,O,O,X,X,X,X,O,X,X
JLITOZS,O,O,X,O,O,X,O,X,X,O,X,X
JLISTZO,O,X,X,O,O,X,X,X,X,O,X,X
JLISTOZ,O,X,X,O,O,X,X,X,X,O,X,X
JLISZTO,O,X,X,O,O,X,X,X,X,X,X,X
JLISZOT,O,X,X,O,O,X,O,X,X,X,X,X
JLISOTZ,O,X,X,O,O,X,X,X,X,X,X,X
JLISOZT,O,X,X,O,O,X,O,X,X,X,X,X
JLIZTSO,O,O,X,O,O,X,X,X,X,O,X,X
JLIZTOS,O,O,X,O,O,X,O,X,X,O,X,X
JLIZSTO,O,O,X,O,O,X,X,X,X,O,X,X
JLIZSOT,O,X,X,O,O,X,O,X,X,X,X,X
JLIZOTS,X,X,X,O,O,X,O,X,X,O,X,X
JLIZOST,X,X,X,O,O,X,O,X,X,X,X,X
JLIOTSZ,X,X,X,O,O,X,X,X,X,O,X,X
