sequence,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFXcB8hBCeB2?lBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFOhB8hBfjB6?jBTgBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhFicBGeBTgB3?hBUjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF8hBzdB+jBi?gBXhBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF8hBWjBigBX?hBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jex6IvhF2hBSjBTgB3?hBUjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jem6IvhFCdBUhBxiB3?gBTjBFtB,v115@9gB8HeB8DeB8BeG8CeH8AeA8Jem6IvhFCdB3gBxiBU?hBTjBFtB
ISTOZJL,O,O,O,X,X,X,X,X
ISLTJZO,X,X,O,O,O,X,X,O
ISLTJOZ,X,X,X,O,X,X,X,O
ISLTZJO,X,O,O,O,O,X,X,X
ISLTZOJ,X,X,O,X,X,X,X,X
ISLTOJZ,X,X,O,X,X,X,X,X
ISLTOZJ,X,O,O,X,X,X,X,X
ISLJTZO,X,X,O,X,X,X,X,O
ISLJTOZ,X,X,X,X,X,X,X,O
ISLJZTO,O,O,O,X,O,X,O,O
ISLJZOT,O,O,O,X,O,X,O,O
ISLJOTZ,X,X,X,X,X,X,X,O
ISLJOZT,X,O,X,X,X,X,X,O
ISLZTJO,O,O,O,O,O,X,X,X
ISLZTOJ,O,X,O,X,X,X,X,X
ISLZJTO,O,O,O,X,O,X,O,O
ISLZJOT,O,O,O,X,O,X,O,O
ISLZOTJ,O,O,O,X,X,X,X,X
ISLZOJT,O,O,O,X,X,X,X,X
ISLOTJZ,X,X,O,X,X,X,X,X
ISLOTZJ,X,O,O,X,X,X,X,X
ISLOJTZ,X,X,O,X,X,O,X,O
ISLOJZT,X,O,O,X,X,O,X,O
ISLOZTJ,X,O,O,X,X,X,X,X
ISLOZJT,X,O,O,X,X,X,X,X
ISJTLZO,O,X,O,X,X,X,X,O
ISJTLOZ,X,X,X,X,X,X,X,O
ISJTZLO,O,X,O,X,X,X,X,O
ISJTZOL,O,X,O,X,X,X,X,X
ISJTOLZ,O,X,X,X,X,X,X,O
ISJTOZL,O,X,X,X,X,X,X,X
ISJLTZO,X,X,O,X,X,X,X,O
ISJLTOZ,X,X,X,X,X,X,X,O
ISJLZTO,O,O,O,X,O,X,O,O
ISJLZOT,O,O,O,X,O,X,O,O
ISJLOTZ,X,X,X,X,X,X,X,O
ISJLOZT,X,O,X,X,X,X,X,O
ISJZTLO,O,O,O,X,X,X,X,X
ISJZTOL,O,X,X,X,X,X,X,X
ISJZLTO,O,O,O,X,O,X,O,O
ISJZLOT,O,O,O,X,O,X,O,O
ISJZOTL,O,X,X,X,X,X,X,X
ISJZOLT,O,O,O,X,X,X,X,X
ISJOTLZ,X,X,X,X,X,X,X,X
ISJOTZL,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,X,O
ISJOLZT,X,O,X,X,X,X,X,O
ISJOZTL,X,O,X,X,X,X,X,X
ISJOZLT,X,O,X,X,X,X,X,X
ISZTLJO,O,O,O,O,O,X,X,X
ISZTLOJ,O,O,O,X,X,X,X,X
ISZTJLO,O,O,O,O,O,X,X,X
ISZTJOL,O,O,O,O,X,X,X,X
ISZTOLJ,O,O,O,X,X,X,X,X
ISZTOJL,O,O,O,X,X,X,X,X
ISZLTJO,O,O,O,O,O,X,X,X
ISZLTOJ,O,X,O,X,X,X,X,X
ISZLJTO,O,O,O,X,O,X,O,O
ISZLJOT,O,O,O,X,O,X,O,O
ISZLOTJ,O,O,O,X,X,X,X,X
ISZLOJT,O,O,O,X,X,X,X,X
ISZJTLO,O,O,O,X,X,X,X,X
ISZJTOL,O,O,X,X,X,X,X,X
ISZJLTO,O,O,O,X,O,X,O,O
ISZJLOT,O,O,O,X,O,X,O,O
ISZJOTL,O,O,O,X,X,X,X,X
ISZJOLT,O,O,O,X,X,X,X,X
ISZOTLJ,O,O,O,X,X,X,X,X
ISZOTJL,O,O,O,X,X,X,X,X
ISZOLTJ,O,O,O,X,X,X,X,X
ISZOLJT,O,O,O,X,X,X,X,X
ISZOJTL,X,O,O,X,X,X,X,X
ISZOJLT,X,O,O,X,X,X,X,X
ISOTLJZ,X,O,O,X,X,O,X,X
ISOTLZJ,X,O,O,X,X,X,X,X
ISOTJLZ,X,O,O,X,X,O,X,X
ISOTJZL,X,O,O,X,X,X,X,X
ISOTZLJ,X,O,O,X,X,X,X,X
ISOTZJL,X,O,O,X,X,X,X,X
ISOLTJZ,X,X,O,X,X,X,X,X
ISOLTZJ,X,O,O,X,X,X,X,X
ISOLJTZ,X,X,O,X,X,O,X,O
ISOLJZT,X,O,O,X,X,O,X,O
ISOLZTJ,X,O,O,X,X,X,X,X
ISOLZJT,X,O,O,X,X,X,X,X
ISOJTLZ,X,X,O,X,X,O,X,X
ISOJTZL,X,X,O,X,X,X,X,X
ISOJLTZ,X,X,O,X,X,O,X,O
ISOJLZT,X,O,O,X,X,O,X,O
ISOJZTL,X,O,O,X,X,X,X,X
ISOJZLT,X,O,O,X,X,X,X,X
ISOZTLJ,X,O,O,X,X,X,X,X
ISOZTJL,X,O,O,X,X,X,X,X
ISOZLTJ,X,O,O,X,X,X,X,X
ISOZLJT,X,O,O,X,X,X,X,X
ISOZJTL,X,O,O,X,X,X,X,X
ISOZJLT,X,O,O,X,X,X,X,X
IZTLJSO,O,O,O,O,O,X,O,X
IZTLJOS,O,X,O,O,O,X,O,X
IZTLSJO,O,O,O,O,O,X,O,X
IZTLSOJ,O,O,O,X,X,X,X,X
IZTLOJS,O,X,O,O,O,O,O,X
IZTLOSJ,O,X,O,X,X,X,X,X
IZTJLSO,O,O,O,O,O,X,O,X
IZTJLOS,O,X,O,O,O,X,O,X
IZTJSLO,O,O,O,O,O,X,O,X
IZTJSOL,O,O,O,O,X,X,X,X
IZTJOLS,O,O,O,O,O,X,O,X
IZTJOSL,O,O,O,O,X,X,X,X
IZTSLJO,O,O,O,O,O,X,O,X
IZTSLOJ,O,O,O,X,X,X,X,X
IZTSJLO,O,O,O,O,O,X,O,X
IZTSJOL,O,O,O,O,X,X,X,X
IZTSOLJ,O,O,O,X,X,X,X,X
IZTSOJL,O,O,O,X,X,X,X,X
IZTOLJS,O,O,O,O,O,O,O,X
IZTOLSJ,O,O,O,X,X,X,X,X
IZTOJLS,O,O,O,O,O,O,O,X
IZTOJSL,O,O,O,O,X,X,X,X
IZTOSLJ,O,O,O,X,X,X,X,X
IZTOSJL,O,O,O,X,X,X,X,X
IZLTJSO,O,O,X,O,O,X,O,X
IZLTJOS,O,X,X,O,O,X,O,X
IZLTSJO,O,O,X,O,O,X,O,X
IZLTSOJ,O,O,X,X,X,X,X,X
IZLTOJS,O,X,X,O,O,X,O,X
IZLTOSJ,O,X,X,X,X,X,X,X
IZLJTSO,O,O,X,O,O,X,O,X
IZLJTOS,O,X,X,O,O,X,O,X
IZLJSTO,O,O,O,X,O,X,O,O
IZLJSOT,O,O,O,X,O,X,O,O
IZLJOTS,X,X,X,X,O,X,O,X
IZLJOST,O,X,O,X,O,X,O,X
IZLSTJO,O,O,O,O,O,X,X,X
IZLSTOJ,O,X,X,X,X,X,X,X
IZLSJTO,O,O,O,X,O,X,O,O
IZLSJOT,O,O,O,X,O,X,O,O
IZLSOTJ,O,X,X,X,X,X,X,X
IZLSOJT,O,O,O,X,X,X,X,X
IZLOTJS,X,X,X,O,O,X,X,X
IZLOTSJ,X,X,X,X,X,X,X,X
IZLOJTS,X,X,X,X,O,O,O,X
IZLOJST,O,X,O,X,O,O,O,X
IZLOSTJ,O,X,O,X,X,X,X,X
IZLOSJT,O,X,O,X,X,X,X,X
IZJTLSO,O,O,X,O,O,X,O,X
IZJTLOS,O,X,X,O,O,X,O,X
IZJTSLO,O,O,O,O,O,X,O,X
IZJTSOL,O,O,X,O,X,X,X,X
IZJTOLS,O,O,X,O,O,X,O,X
IZJTOSL,O,O,O,O,X,X,X,X
IZJLTSO,O,O,X,O,O,X,O,X
IZJLTOS,O,X,X,O,O,X,O,X
IZJLSTO,O,O,O,X,O,X,O,O
IZJLSOT,O,O,O,X,O,X,O,O
IZJLOTS,X,X,X,X,O,X,O,X
IZJLOST,O,X,O,X,O,X,O,X
IZJSTLO,O,O,O,X,X,X,X,X
IZJSTOL,O,O,X,X,X,X,X,X
IZJSLTO,O,O,O,X,O,X,O,O
IZJSLOT,O,O,O,X,O,X,O,O
IZJSOTL,O,O,O,X,X,X,X,X
IZJSOLT,O,O,O,X,X,X,X,X
IZJOTLS,O,O,X,X,X,X,X,X
IZJOTSL,O,O,O,X,X,X,X,X
IZJOLTS,X,O,X,X,O,X,O,X
IZJOLST,O,O,O,X,O,X,O,X
IZJOSTL,O,O,O,X,X,X,X,X
IZJOSLT,O,O,O,X,X,X,X,X
IZSTLJO,O,O,O,O,O,X,X,X
IZSTLOJ,O,O,O,X,X,X,X,X
IZSTJLO,O,O,O,O,O,X,X,X
IZSTJOL,O,O,O,O,X,X,X,X
IZSTOLJ,O,O,O,X,X,X,X,X
IZSTOJL,O,O,O,X,X,X,X,X
IZSLTJO,O,O,O,O,O,X,X,X
IZSLTOJ,O,X,O,X,X,X,X,X
IZSLJTO,O,O,O,X,O,X,O,O
IZSLJOT,O,O,O,X,O,X,O,O
IZSLOTJ,O,O,O,X,X,X,X,X
IZSLOJT,O,O,O,X,X,X,X,X
IZSJTLO,O,O,O,X,X,X,X,X
IZSJTOL,O,O,X,X,X,X,X,X
IZSJLTO,O,O,O,X,O,X,O,O
IZSJLOT,O,O,O,X,O,X,O,O
IZSJOTL,O,O,O,X,X,X,X,X
IZSJOLT,O,O,O,X,X,X,X,X
IZSOTLJ,O,O,O,X,X,X,X,X
IZSOTJL,O,O,O,X,X,X,X,X
IZSOLTJ,O,O,O,X,X,X,X,X
IZSOLJT,O,O,O,X,X,X,X,X
IZSOJTL,X,O,O,X,X,X,X,X
IZSOJLT,X,O,O,X,X,X,X,X
IZOTLJS,O,O,O,O,O,O,X,X
IZOTLSJ,O,O,O,X,X,X,X,X
IZOTJLS,O,O,O,O,O,O,X,X
IZOTJSL,O,O,O,O,X,X,X,X
IZOTSLJ,O,O,O,X,X,X,X,X
IZOTSJL,O,O,O,X,X,X,X,X
IZOLTJS,X,O,X,O,O,X,X,X
IZOLTSJ,X,O,X,X,X,X,X,X
IZOLJTS,X,O,X,X,O,O,O,X
IZOLJST,O,O,O,X,O,O,O,X
IZOLSTJ,O,O,O,X,X,X,X,X
IZOLSJT,O,O,O,X,X,X,X,X
IZOJTLS,O,O,X,X,X,O,X,X
IZOJTSL,O,O,O,X,X,X,X,X
IZOJLTS,X,O,X,X,O,O,O,X
IZOJLST,O,O,O,X,O,O,O,X
IZOJSTL,O,O,O,X,X,X,X,X
IZOJSLT,O,O,O,X,X,X,X,X
IZOSTLJ,O,O,O,X,X,X,X,X
IZOSTJL,O,O,O,X,X,X,X,X
IZOSLTJ,O,O,O,X,X,X,X,X
IZOSLJT,O,O,O,X,X,X,X,X
IZOSJTL,X,O,O,X,X,X,X,X
IZOSJLT,X,O,O,X,X,X,X,X
IOTLJSZ,O,X,X,O,X,O,X,X
IOTLJZS,O,X,X,O,O,O,X,X
IOTLSJZ,O,O,O,X,X,O,X,X
IOTLSZJ,O,O,O,X,X,X,X,X
IOTLZJS,O,O,O,O,O,O,X,X
IOTLZSJ,O,O,O,X,X,X,X,X
IOTJLSZ,O,X,X,O,X,O,X,X
IOTJLZS,O,X,X,O,O,O,X,X
IOTJSLZ,O,O,O,O,X,O,X,X
IOTJSZL,O,O,O,O,X,X,X,X
IOTJZLS,O,O,O,O,O,O,X,X
IOTJZSL,O,O,O,O,X,X,X,X
IOTSLJZ,O,O,O,X,X,O,X,X
IOTSLZJ,O,O,O,X,X,X,X,X
IOTSJLZ,O,O,O,X,X,O,X,X
IOTSJZL,O,O,O,X,X,X,X,X
IOTSZLJ,O,O,O,X,X,X,X,X
IOTSZJL,O,O,O,X,X,X,X,X
IOTZLJS,O,O,O,O,O,O,X,X
IOTZLSJ,O,O,O,X,X,X,X,X
IOTZJLS,O,O,O,O,O,O,X,X
IOTZJSL,O,O,O,O,X,X,X,X
IOTZSLJ,O,O,O,X,X,X,X,X
IOTZSJL,O,O,O,X,X,X,X,X
IOLTJSZ,X,X,X,O,X,O,X,X
IOLTJZS,X,X,X,O,O,O,X,X
IOLTSJZ,X,O,O,X,X,O,X,X
IOLTSZJ,X,O,O,X,X,X,X,X
IOLTZJS,X,O,O,O,O,O,X,X
IOLTZSJ,X,O,O,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,O,X,X
IOLJTZS,X,X,X,X,X,O,X,X
IOLJSTZ,X,X,X,X,X,O,X,O
IOLJSZT,X,X,X,X,X,O,X,O
IOLJZTS,X,X,X,X,O,O,O,X
IOLJZST,O,X,X,X,O,O,O,X
IOLSTJZ,X,X,O,X,X,X,X,X
IOLSTZJ,X,O,O,X,X,X,X,X
IOLSJTZ,X,X,O,X,X,O,X,O
IOLSJZT,X,O,O,X,X,O,X,O
IOLSZTJ,X,O,O,X,X,X,X,X
IOLSZJT,X,O,O,X,X,X,X,X
IOLZTJS,X,O,X,O,O,X,X,X
IOLZTSJ,X,O,X,X,X,X,X,X
IOLZJTS,X,O,X,X,O,O,O,X
IOLZJST,O,O,O,X,O,O,O,X
IOLZSTJ,O,O,O,X,X,X,X,X
IOLZSJT,O,O,O,X,X,X,X,X
IOJTLSZ,O,X,X,X,X,O,X,X
IOJTLZS,O,X,X,X,X,O,X,X
IOJTSLZ,O,O,O,X,X,O,X,X
IOJTSZL,O,O,O,X,X,X,X,X
IOJTZLS,O,O,O,X,X,O,X,X
IOJTZSL,O,O,O,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,O,X,X
IOJLTZS,X,X,X,X,X,O,X,X
IOJLSTZ,X,X,X,X,X,O,X,O
IOJLSZT,X,X,X,X,X,O,X,O
IOJLZTS,X,X,X,X,O,O,O,X
IOJLZST,O,X,X,X,O,O,O,X
IOJSTLZ,X,X,O,X,X,O,X,X
IOJSTZL,X,X,O,X,X,X,X,X
IOJSLTZ,X,X,O,X,X,O,X,O
IOJSLZT,X,O,O,X,X,O,X,O
IOJSZTL,X,O,O,X,X,X,X,X
IOJSZLT,X,O,O,X,X,X,X,X
IOJZTLS,O,O,X,X,X,O,X,X
IOJZTSL,O,O,O,X,X,X,X,X
IOJZLTS,X,O,X,X,O,O,O,X
IOJZLST,O,O,O,X,O,O,O,X
IOJZSTL,O,O,O,X,X,X,X,X
IOJZSLT,O,O,O,X,X,X,X,X
IOSTLJZ,X,O,O,X,X,O,X,X
IOSTLZJ,X,O,O,X,X,X,X,X
IOSTJLZ,X,O,O,X,X,O,X,X
IOSTJZL,X,O,O,X,X,X,X,X
IOSTZLJ,X,O,O,X,X,X,X,X
IOSTZJL,X,O,O,X,X,X,X,X
IOSLTJZ,X,X,O,X,X,X,X,X
IOSLTZJ,X,O,O,X,X,X,X,X
IOSLJTZ,X,X,O,X,X,O,X,O
IOSLJZT,X,O,O,X,X,O,X,O
IOSLZTJ,X,O,O,X,X,X,X,X
IOSLZJT,X,O,O,X,X,X,X,X
IOSJTLZ,X,X,O,X,X,O,X,X
IOSJTZL,X,X,O,X,X,X,X,X
IOSJLTZ,X,X,O,X,X,O,X,O
IOSJLZT,X,O,O,X,X,O,X,O
IOSJZTL,X,O,O,X,X,X,X,X
IOSJZLT,X,O,O,X,X,X,X,X
IOSZTLJ,X,O,O,X,X,X,X,X
IOSZTJL,X,O,O,X,X,X,X,X
IOSZLTJ,X,O,O,X,X,X,X,X
IOSZLJT,X,O,O,X,X,X,X,X
IOSZJTL,X,O,O,X,X,X,X,X
IOSZJLT,X,O,O,X,X,X,X,X
IOZTLJS,O,O,O,O,O,O,X,X
IOZTLSJ,O,O,O,X,X,X,X,X
IOZTJLS,O,O,O,O,O,O,X,X
IOZTJSL,O,O,O,O,X,X,X,X
IOZTSLJ,O,O,O,X,X,X,X,X
IOZTSJL,O,O,O,X,X,X,X,X
IOZLTJS,X,O,X,O,O,X,X,X
IOZLTSJ,X,O,X,X,X,X,X,X
IOZLJTS,X,O,X,X,O,O,O,X
IOZLJST,O,O,O,X,O,O,O,X
IOZLSTJ,O,O,O,X,X,X,X,X
IOZLSJT,O,O,O,X,X,X,X,X
IOZJTLS,O,O,X,X,X,O,X,X
IOZJTSL,O,O,O,X,X,X,X,X
IOZJLTS,X,O,X,X,O,O,O,X
IOZJLST,O,O,O,X,O,O,O,X
IOZJSTL,O,O,O,X,X,X,X,X
IOZJSLT,O,O,O,X,X,X,X,X
IOZSTLJ,O,O,O,X,X,X,X,X
IOZSTJL,O,O,O,X,X,X,X,X
IOZSLTJ,O,O,O,X,X,X,X,X
IOZSLJT,O,O,O,X,X,X,X,X
IOZSJTL,X,O,O,X,X,X,X,X
IOZSJLT,X,O,O,X,X,X,X,X
LTIJSZO,O,X,X,O,O,X,O,O
LTIJSOZ,X,X,X,O,X,X,X,O
LTIJZSO,O,X,X,O,O,X,O,O
LTIJZOS,O,X,X,O,O,X,O,X
LTIJOSZ,O,X,X,O,X,O,X,O
LTIJOZS,O,X,X,O,O,O,O,X
LTISJZO,O,O,O,O,O,X,O,O
LTISJOZ,X,O,X,O,X,X,X,O
LTISZJO,O,O,O,O,O,X,O,O
LTISZOJ,O,O,O,X,X,X,X,X
LTISOJZ,X,O,X,X,X,O,X,O
LTISOZJ,X,O,O,X,X,X,X,X
LTIZJSO,O,O,O,O,O,X,O,O
LTIZJOS,O,X,O,O,O,X,O,X
LTIZSJO,O,O,O,O,O,X,O,O
LTIZSOJ,O,O,O,X,X,X,X,X
LTIZOJS,O,X,O,O,O,O,O,X
LTIZOSJ,O,X,O,X,X,X,X,X
LTIOJSZ,O,X,X,O,X,O,X,O
LTIOJZS,O,X,X,O,O,O,O,X
LTIOSJZ,O,O,O,X,X,O,X,O
LTIOSZJ,O,O,O,X,X,X,X,X
LTIOZJS,O,O,O,O,O,O,O,X
LTIOZSJ,O,O,O,X,X,X,X,X
LTJISZO,O,X,X,O,O,X,O,O
LTJISOZ,X,X,X,O,X,X,X,O
LTJIZSO,O,X,X,O,O,X,O,O
LTJIZOS,O,X,X,O,O,X,O,X
LTJIOSZ,O,X,X,O,X,O,X,O
LTJIOZS,O,X,X,O,O,O,O,X
LTJSIZO,O,X,X,O,O,X,X,O
LTJSIOZ,X,X,X,O,X,X,X,O
LTJSZIO,O,X,X,O,O,X,X,X
LTJSZOI,O,X,X,O,O,X,X,X
LTJSOIZ,X,X,X,O,X,O,X,X
LTJSOZI,X,X,X,O,X,O,X,X
LTJZISO,O,X,X,O,O,X,O,X
LTJZIOS,O,X,X,O,O,X,O,X
LTJZSIO,O,X,X,O,O,X,O,X
LTJZSOI,O,X,X,O,O,X,X,X
LTJZOIS,O,X,X,O,O,O,O,X
LTJZOSI,O,X,X,O,O,O,X,X
LTJOISZ,O,X,X,O,X,O,X,X
LTJOIZS,O,X,X,O,O,O,X,X
LTJOSIZ,O,X,X,O,X,O,X,X
LTJOSZI,O,X,X,O,X,O,X,X
LTJOZIS,O,X,X,O,O,O,X,X
LTJOZSI,O,X,X,O,O,O,X,X
LTSIJZO,O,O,O,O,O,X,X,O
LTSIJOZ,X,O,X,O,X,X,X,O
LTSIZJO,O,O,O,O,O,X,X,O
LTSIZOJ,O,O,O,X,X,X,X,X
LTSIOJZ,X,O,O,X,X,O,X,O
LTSIOZJ,X,O,O,X,X,X,X,X
LTSJIZO,O,O,O,O,O,X,X,O
LTSJIOZ,X,O,X,O,X,X,X,O
LTSJZIO,O,O,O,O,O,X,X,X
LTSJZOI,O,O,O,O,O,X,X,X
LTSJOIZ,X,O,O,O,X,O,X,X
LTSJOZI,X,O,O,O,X,O,X,X
LTSZIJO,O,O,O,O,O,X,X,X
LTSZIOJ,O,O,O,X,X,X,X,X
LTSZJIO,O,O,O,O,O,X,X,X
LTSZJOI,O,O,O,O,O,X,X,X
LTSZOIJ,O,O,O,X,X,X,X,X
LTSZOJI,O,O,O,X,X,X,X,X
LTSOIJZ,X,O,O,X,X,O,X,X
LTSOIZJ,X,O,O,X,X,X,X,X
LTSOJIZ,X,O,O,X,X,O,X,X
LTSOJZI,X,O,O,X,X,O,X,X
LTSOZIJ,X,O,O,X,X,X,X,X
LTSOZJI,X,O,O,X,X,X,X,X
LTZIJSO,O,O,O,O,O,X,O,X
LTZIJOS,O,X,O,O,O,X,O,X
LTZISJO,O,O,O,O,O,X,O,X
LTZISOJ,O,O,O,X,X,X,X,X
LTZIOJS,O,X,O,O,O,O,O,X
LTZIOSJ,O,X,O,X,X,X,X,X
LTZJISO,O,O,O,O,O,X,O,X
LTZJIOS,O,X,O,O,O,X,O,X
LTZJSIO,O,O,O,O,O,X,O,X
LTZJSOI,O,O,O,O,O,X,X,X
LTZJOIS,O,O,O,O,O,O,O,X
LTZJOSI,O,O,O,O,O,O,X,X
LTZSIJO,O,O,O,O,O,X,O,X
LTZSIOJ,O,O,O,X,X,X,X,X
LTZSJIO,O,O,O,O,O,X,O,X
LTZSJOI,O,O,O,O,O,X,X,X
LTZSOIJ,O,O,O,X,X,X,X,X
LTZSOJI,O,O,O,X,X,X,X,X
LTZOIJS,O,O,O,O,O,O,O,X
LTZOISJ,O,O,O,X,X,X,X,X
LTZOJIS,O,O,O,O,O,O,O,X
LTZOJSI,O,O,O,O,O,O,X,X
LTZOSIJ,O,O,O,X,X,X,X,X
LTZOSJI,O,O,O,X,X,X,X,X
LTOIJSZ,O,X,X,O,X,O,X,X
LTOIJZS,O,X,X,O,O,O,X,X
LTOISJZ,O,O,O,X,X,O,X,X
LTOISZJ,O,O,O,X,X,X,X,X
LTOIZJS,O,O,O,O,O,O,X,X
LTOIZSJ,O,O,O,X,X,X,X,X
LTOJISZ,O,X,X,O,X,O,X,X
LTOJIZS,O,X,X,O,O,O,X,X
LTOJSIZ,O,X,X,O,X,O,X,X
LTOJSZI,O,X,X,O,X,O,X,X
LTOJZIS,O,X,X,O,O,O,X,X
LTOJZSI,O,X,X,O,O,O,X,X
LTOSIJZ,O,O,O,X,X,O,X,X
LTOSIZJ,O,O,O,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,O,X,X
LTOSJZI,O,O,O,X,X,O,X,X
LTOSZIJ,O,O,O,X,X,X,X,X
LTOSZJI,O,O,O,X,X,X,X,X
LTOZIJS,O,O,O,O,O,O,X,X
LTOZISJ,O,O,O,X,X,X,X,X
LTOZJIS,O,O,O,O,O,O,X,X
LTOZJSI,O,O,O,O,O,O,X,X
LTOZSIJ,O,O,O,X,X,X,X,X
LTOZSJI,O,O,O,X,X,X,X,X
LITJSZO,O,X,X,O,O,X,X,O
LITJSOZ,X,X,X,O,X,X,X,O
LITJZSO,O,X,X,O,O,X,O,X
LITJZOS,O,X,X,O,O,X,O,X
LITJOSZ,O,X,X,O,X,O,X,X
LITJOZS,O,X,X,O,O,O,X,X
LITSJZO,O,O,O,O,O,X,X,O
LITSJOZ,X,O,X,O,X,X,X,O
LITSZJO,O,O,O,O,O,X,X,X
LITSZOJ,O,O,O,X,X,X,X,X
LITSOJZ,X,O,X,X,X,O,X,X
LITSOZJ,X,O,O,X,X,X,X,X
LITZJSO,O,O,O,O,O,X,O,X
LITZJOS,O,X,O,O,O,X,O,X
LITZSJO,O,O,O,O,O,X,X,X
LITZSOJ,O,O,O,X,X,X,X,X
LITZOJS,O,X,O,O,O,O,X,X
LITZOSJ,O,X,O,X,X,X,X,X
LITOJSZ,O,X,X,O,X,O,X,X
LITOJZS,O,X,X,O,O,O,X,X
LITOSJZ,O,O,O,X,X,O,X,X
LITOSZJ,O,O,O,X,X,X,X,X
LITOZJS,O,O,O,O,O,O,X,X
LITOZSJ,O,O,O,X,X,X,X,X
LIJTSZO,O,X,X,O,O,X,X,O
LIJTSOZ,X,X,X,O,X,X,X,O
LIJTZSO,O,X,X,O,O,X,O,X
LIJTZOS,O,X,X,O,O,X,O,X
LIJTOSZ,O,X,X,O,X,X,X,X
LIJTOZS,O,X,X,O,O,X,X,X
LIJSTZO,X,X,X,X,X,X,X,O
LIJSTOZ,X,X,X,X,X,X,X,O
LIJSZTO,O,X,X,X,O,X,O,O
LIJSZOT,O,X,X,X,O,X,O,O
LIJSOTZ,X,X,X,X,X,X,X,O
LIJSOZT,X,X,X,X,X,X,X,O
LIJZTSO,O,X,X,O,O,X,O,X
LIJZTOS,O,X,X,O,O,X,O,X
LIJZSTO,O,X,X,X,O,X,O,O
LIJZSOT,O,X,X,X,O,X,O,O
LIJZOTS,X,X,X,X,O,X,O,X
LIJZOST,O,X,X,X,O,X,O,X
LIJOTSZ,X,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,X,O,X,O
LIJOSZT,X,X,X,X,X,O,X,O
LIJOZTS,X,X,X,X,O,O,O,X
LIJOZST,O,X,X,X,O,O,O,X
LISTJZO,X,X,O,O,O,X,X,O
LISTJOZ,X,X,X,O,X,X,X,O
LISTZJO,X,O,O,O,O,X,X,X
LISTZOJ,X,X,O,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X
LISTOZJ,X,O,O,X,X,X,X,X
LISJTZO,X,X,O,X,X,X,X,O
LISJTOZ,X,X,X,X,X,X,X,O
LISJZTO,O,O,O,X,O,X,O,O
LISJZOT,O,O,O,X,O,X,O,O
LISJOTZ,X,X,X,X,X,X,X,O
LISJOZT,X,O,X,X,X,X,X,O
LISZTJO,O,O,O,O,O,X,X,X
LISZTOJ,O,X,O,X,X,X,X,X
LISZJTO,O,O,O,X,O,X,O,O
LISZJOT,O,O,O,X,O,X,O,O
LISZOTJ,O,O,X,X,X,X,X,X
LISZOJT,O,O,O,X,X,X,X,X
LISOTJZ,X,X,X,X,X,X,X,X
LISOTZJ,X,O,O,X,X,X,X,X
LISOJTZ,X,X,X,X,X,O,X,O
LISOJZT,X,O,X,X,X,O,X,O
LISOZTJ,X,O,X,X,X,X,X,X
LISOZJT,X,O,O,X,X,X,X,X
LIZTJSO,O,O,X,O,O,X,O,X
LIZTJOS,O,X,X,O,O,X,O,X
LIZTSJO,O,O,X,O,O,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X
LIZTOJS,O,X,X,O,O,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X
LIZJTSO,O,O,X,O,O,X,O,X
LIZJTOS,O,X,X,O,O,X,O,X
LIZJSTO,O,O,O,X,O,X,O,O
LIZJSOT,O,O,O,X,O,X,O,O
LIZJOTS,X,X,X,X,O,X,O,X
LIZJOST,O,X,O,X,O,X,O,X
LIZSTJO,O,O,O,O,O,X,X,X
LIZSTOJ,O,X,X,X,X,X,X,X
LIZSJTO,O,O,O,X,O,X,O,O
LIZSJOT,O,O,O,X,O,X,O,O
LIZSOTJ,O,X,X,X,X,X,X,X
LIZSOJT,O,O,O,X,X,X,X,X
LIZOTJS,X,X,X,O,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,O,O,X
LIZOJST,O,X,O,X,O,O,O,X
LIZOSTJ,O,X,O,X,X,X,X,X
LIZOSJT,O,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,O,X,X
LIOTJZS,X,X,X,O,O,O,X,X
LIOTSJZ,X,O,O,X,X,O,X,X
LIOTSZJ,X,O,O,X,X,X,X,X
LIOTZJS,X,O,O,O,O,O,X,X
LIOTZSJ,X,O,O,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,X,X
