sequence,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBciBTeBWsBFo?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBqiBTeB8mB+t?BlsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFUdBGeB6mB/oBTn?BVyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF8iB+jBlhB/sBCn?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFGdBlhB6oBXnB8s?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBFeBTiBcoBWs?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFXeBSoBUnBlmBTt?BGsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFFdBXeB0hBSoBGs?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cB+jBliBzmBCt?BUtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBCtBct?BGtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFlhBcnBTjBCnBGt?BXtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBGtBct?BCtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF+jBlhB3iBzmBCt?BUtB
LTJOSIZ,O,X,O,X,X,O,X,X,O,X,X,X,O
LTJOSZI,O,X,O,X,X,O,X,X,O,X,X,X,X
LTJOZIS,O,X,O,X,X,O,X,X,O,X,X,X,X
LTJOZSI,O,X,O,X,X,O,X,X,O,X,X,X,X
LTSIJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LTSIJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTSIZJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSIZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSIOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LTSJIOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTSJZIO,O,X,O,X,O,O,X,X,X,X,X,X,O
LTSJZOI,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSJOIZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LTSJOZI,O,X,O,X,X,O,X,X,X,X,X,X,X
LTSZIJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSZIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSZJIO,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSZJOI,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSZOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LTSZOJI,O,X,O,X,O,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,X,O,X,X,O,X,X,X,X,X,X,O
LTZIJOS,O,X,X,X,X,O,X,X,X,X,O,X,X
LTZISJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZISOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZIOJS,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZIOSJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZJISO,O,X,O,X,X,O,X,X,X,X,X,X,O
LTZJIOS,O,X,X,X,X,O,X,X,X,X,O,X,X
LTZJSIO,O,X,O,X,X,O,X,X,X,X,X,X,O
LTZJSOI,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZJOIS,O,X,X,X,X,O,X,X,X,X,O,X,X
LTZJOSI,O,X,X,X,X,O,X,X,X,X,X,X,X
LTZSIJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZSIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZSJIO,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZSJOI,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZSOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZSOJI,O,X,O,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZOISJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZOJIS,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZOJSI,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LTZOSJI,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,X,X,X,X,X,X,X,O
LTOIJZS,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LTOIZJS,O,X,O,X,X,X,X,X,X,O,X,X,X
LTOIZSJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LTOJISZ,O,X,O,X,X,X,X,X,O,X,X,X,O
LTOJIZS,O,X,O,O,X,X,X,X,O,X,X,X,X
LTOJSIZ,O,X,O,X,X,X,X,X,O,X,X,X,O
LTOJSZI,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOJZIS,O,X,O,O,X,X,X,X,O,X,X,X,X
LTOJZSI,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOSIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LTOSJIZ,O,X,O,O,X,X,X,X,O,X,X,X,X
LTOSJZI,O,X,O,O,X,X,X,X,O,X,X,X,X
LTOSZIJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,X,O,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LITJSOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LITJZSO,O,X,O,X,X,O,X,X,X,X,X,X,O
LITJZOS,O,X,X,X,X,O,X,X,X,X,X,X,X
LITJOSZ,O,X,O,X,X,O,X,X,O,X,X,X,O
LITJOZS,O,X,O,X,X,O,X,X,O,X,X,X,X
LITSJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LITSJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LITSZJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LITSZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LITSOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,X,O,X,X,O,X,X,X,X,X,X,O
LITZJOS,O,X,X,X,X,O,X,X,X,X,O,X,X
LITZSJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LITZSOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LITZOJS,O,X,O,X,X,O,X,X,X,X,X,X,X
LITZOSJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LITOJSZ,O,X,O,X,X,X,X,X,X,X,X,X,O
LITOJZS,O,X,O,O,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LITOZJS,O,X,O,X,X,X,X,X,X,O,X,X,X
LITOZSJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LIJTSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJTSOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJTZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJTZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
LIJTOSZ,O,O,O,X,X,O,X,X,O,X,X,X,O
LIJTOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LIJSTZO,O,X,X,X,X,O,X,O,X,X,X,X,O
LIJSTOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
LIJSZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LIJSZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LIJSOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LIJZTSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LIJZTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LIJZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LIJZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIJZOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
LIJZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LIJOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,O
LIJOTZS,O,O,O,X,X,O,X,O,O,X,X,X,X
LIJOSTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LIJOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
LIJOZTS,O,X,O,X,X,O,X,O,O,O,O,O,X
LIJOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
LISTJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LISTJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LISTZJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LISTZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LISTOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LISJTOZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LISJZTO,O,O,X,X,X,O,X,X,X,X,X,X,O
LISJZOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,O,X,X,O,X,X,X,O
LISJOZT,O,X,X,X,X,O,X,X,O,X,X,X,X
LISZTJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LISZTOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,O,O,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
LISOJTZ,X,X,X,O,X,O,X,X,X,X,X,X,X
LISOJZT,O,X,X,O,X,O,X,X,X,O,X,O,X
LISOZTJ,X,X,O,X,X,O,X,X,X,O,X,X,X
LISOZJT,X,X,X,X,X,O,X,X,X,O,X,X,X
LIZTJSO,O,X,O,X,X,O,X,O,X,X,X,X,O
LIZTJOS,O,X,X,X,X,O,X,O,X,X,O,X,X
LIZTSJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZTSOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZTOJS,O,X,O,X,X,O,X,O,X,X,X,X,X
LIZTOSJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LIZJTSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LIZJTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LIZJSTO,O,O,X,X,O,O,X,O,X,X,X,X,O
LIZJSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZJOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
LIZJOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LIZSTJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,O,O,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOTJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LIZOTSJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LIZOJTS,X,X,O,X,X,O,O,O,X,O,X,X,X
LIZOJST,X,X,X,X,X,O,O,O,X,O,X,X,X
LIZOSTJ,X,X,O,X,O,O,O,O,X,O,X,X,X
LIZOSJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LIOTJSZ,O,X,O,X,X,X,X,O,X,X,X,X,O
LIOTJZS,O,X,O,O,X,X,X,O,X,X,X,X,X
LIOTSJZ,O,X,O,O,X,X,X,O,X,X,X,X,X
LIOTSZJ,O,X,O,X,X,X,O,O,X,O,X,X,X
LIOTZJS,O,X,O,X,X,X,O,O,X,O,X,X,X
LIOTZSJ,O,X,O,X,X,X,O,O,X,O,X,X,X
LIOJTSZ,O,X,O,X,X,O,X,O,O,X,X,X,O
LIOJTZS,O,X,O,O,X,O,X,O,O,X,X,X,X
LIOJSTZ,X,X,X,O,X,O,X,O,O,X,X,X,O
LIOJSZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LIOJZTS,O,X,O,O,X,O,O,O,O,O,X,O,X
LIOJZST,O,X,X,X,X,O,O,O,O,O,X,O,X
LIOSTJZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,O,O,X,O,X,X,X
LIOSJTZ,X,X,X,O,X,O,X,O,O,X,X,X,X
LIOSJZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LIOSZTJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOSZJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LIOZTJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOZTSJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOZJTS,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOZJST,X,X,X,X,X,O,O,O,X,O,X,X,X
LIOZSTJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOZSJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LJTISZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTISOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTIZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTIZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTIOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTSIZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTSIOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTSZIO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTSZOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LJTSOIZ,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTSOZI,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTZIOS,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTZSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJTZSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LJTZOIS,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTZOSI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJTOISZ,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTOIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOSIZ,O,O,O,X,X,O,X,X,O,X,X,X,O
LJTOSZI,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZIS,O,O,O,X,X,O,X,X,O,X,X,X,X
LJTOZSI,O,O,O,X,X,O,X,X,O,X,X,X,X
LJITSZO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJITSOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
LJITZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJITZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
LJITOSZ,O,O,O,X,X,O,X,X,O,X,X,X,O
LJITOZS,O,O,O,X,X,O,X,X,O,X,X,X,X
LJISTZO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJISTOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
LJISZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJISZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJISOTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJISOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJIZTSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJIZTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LJIZSTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJIZSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJIZOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
LJIZOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LJIOTSZ,O,O,O,X,X,O,X,O,O,X,X,X,O
LJIOTZS,O,O,O,X,X,O,X,O,O,X,X,X,X
LJIOSTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJIOSZT,O,X,X,X,X,O,X,O,O,O,X,O,X
LJIOZTS,O,X,O,X,X,O,X,O,O,O,O,O,X
LJIOZST,O,X,X,X,X,O,X,O,O,O,X,O,X
LJSTIZO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJSTIOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
LJSTZIO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJSTZOI,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,O,X,O,X,X,X,X,O
LJSTOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,O,X,O,X,X,X,X,O
LJSITOZ,O,X,X,X,X,O,X,O,X,X,X,X,O
LJSIZTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJSIZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJSIOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJSZTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJSZTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJSZITO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJSZIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSZOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSZOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJSOTZI,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSOITZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJSOIZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJSOZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJSOZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZTISO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJZTIOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LJZTSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJZTSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LJZTOIS,O,O,X,X,X,O,X,O,X,X,O,X,X
LJZTOSI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJZITSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LJZITOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LJZISTO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJZISOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZIOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
LJZIOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZSTIO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJZSTOI,O,O,X,X,X,O,X,O,X,X,X,X,X
LJZSITO,O,O,X,X,X,O,X,O,X,X,X,X,O
LJZSIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZSOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZSOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LJZOTIS,O,X,O,X,X,O,X,O,O,X,O,X,X
LJZOTSI,O,X,O,X,X,O,X,O,O,X,X,X,X
LJZOITS,O,X,O,X,X,O,X,O,O,X,O,X,X
LJZOIST,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZOSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJZOSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOTISZ,O,O,O,X,X,O,X,O,O,X,X,X,O
LJOTIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOTSIZ,O,O,O,X,X,O,X,O,O,X,X,X,O
LJOTSZI,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOTZIS,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOTZSI,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOITSZ,O,O,O,X,X,O,X,O,O,X,X,X,O
LJOITZS,O,O,O,X,X,O,X,O,O,X,X,X,X
LJOISTZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJOISZT,O,X,X,X,X,O,X,O,O,O,X,O,X
LJOIZTS,O,X,O,X,X,O,X,O,O,O,O,O,X
LJOIZST,O,X,X,X,X,O,X,O,O,O,X,O,X
LJOSTIZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJOSTZI,X,X,X,X,X,O,X,O,O,X,X,X,X
LJOSITZ,X,X,X,X,X,O,X,O,O,X,X,X,O
LJOSIZT,O,X,X,X,X,O,X,O,O,O,X,O,X
LJOSZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOSZIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOZTIS,O,X,O,X,X,O,X,O,O,X,O,X,X
LJOZTSI,O,X,O,X,X,O,X,O,O,X,X,X,X
LJOZITS,O,X,O,X,X,O,X,O,O,X,O,X,X
LJOZIST,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOZSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOZSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LSTIJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LSTIJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSTIZJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTIZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTIOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LSTJIOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSTJZIO,O,X,O,X,O,O,X,X,X,X,X,X,O
LSTJZOI,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTJOIZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSTJOZI,O,X,O,X,X,O,X,X,X,X,X,X,X
LSTZIJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZJIO,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZJOI,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZOJI,O,X,O,X,O,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTOJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,O,X,O,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
LSITJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LSITZJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LSITZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LSITOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LSIJTOZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LSIJZTO,O,O,X,X,X,O,X,X,X,X,X,X,O
LSIJZOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,O,X,X,O,X,X,X,O
LSIJOZT,O,X,X,X,X,O,X,X,O,X,X,X,X
LSIZTJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LSIZTOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSIZJTO,O,O,X,X,O,O,X,X,X,X,X,X,X
LSIZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
LSIOJTZ,X,X,X,O,X,O,X,X,X,X,X,X,X
LSIOJZT,O,X,X,O,X,O,X,X,X,O,X,O,X
LSIOZTJ,X,X,O,X,X,O,X,X,X,O,X,X,X
LSIOZJT,X,X,X,X,X,O,X,X,X,O,X,X,X
LSJTIZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LSJTIOZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LSJTZIO,O,X,X,X,X,O,X,X,X,X,X,X,O
LSJTZOI,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LSJTOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJITZO,O,X,X,X,X,O,X,X,X,X,X,X,O
LSJITOZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LSJIZTO,O,O,X,X,X,O,X,X,X,X,X,X,O
LSJIZOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,O,X,X,O,X,X,X,O
LSJIOZT,O,X,X,X,X,O,X,X,O,X,X,X,X
LSJZTIO,O,O,X,X,X,O,X,X,X,X,X,X,O
LSJZTOI,O,O,X,X,X,O,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,O,X,X,X,X,X,X,O
LSJZIOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJZOTI,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,X,O,X,X,O,X,X,X,O
LSJOTZI,X,X,X,X,X,O,X,X,O,X,X,X,X
LSJOITZ,X,X,X,X,X,O,X,X,O,X,X,X,O
LSJOIZT,O,X,X,X,X,O,X,X,O,X,X,X,X
LSJOZTI,O,X,X,X,X,O,X,X,O,X,X,X,X
LSJOZIT,O,X,X,X,X,O,X,X,O,X,X,X,X
LSZTIJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZTIOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZTJIO,X,X,O,X,O,O,X,X,X,X,X,X,X
