sequence,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Jez7IvhFqhBmdB?5jB0iB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Jez7IvhFUdBajB?5jBWnB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeqBJvhFmdB5jB?zgB0iB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeU9IvhFajB5jB?zgBWnB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeF8IvhFxdB+lB?3hBcnBTjBCtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeR8IvhF1iB6jB?+lBThB/sBUtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeC8IvhFTdBejB?5jB0hB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeaBJvhFFdB5jB?+lBfnBznB8sB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeC8IvhF2iB5jB?0hBziB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeyCJvhF5jBzgB?WnB8sB3qBFsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeU9IvhFChBTjB?xmB3lBGoBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Je/CJvhF+lB0hB?TjBFhBxsBCtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Je08IvhFxdBVmB?CjB/sBTtB+qB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Je/CJvhFFhBTjB?+lB0hBxsBCtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JezAJvhFRiBUnB?FoB6oB3lBGsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Jez7IvhFRiB3lB?UnBFoB6oBGsB
JOISZLT,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
JOIZTLS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOIZTSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
JOIZLTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOIZLST,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
JOIZSTL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JOIZSLT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
JOLTISZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLTIZS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JOLTSZI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTZSI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOLITZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLISZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLSTZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLSIZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLSZTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JOLZTIS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JOSTILZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSTIZL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X
JOSTLZI,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
JOSTZIL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSITZL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSILZT,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSLTIZ,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X
JOSLTZI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
JOSLITZ,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
JOSLIZT,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSZTIL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSZITL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZLTI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSZLIT,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZTILS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
JOZTISL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZTLIS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZTLSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZITSL,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOZILTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOZILST,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
JOZISTL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
JOZISLT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
JOZLTIS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZLTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZLIST,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
JOZLSTI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
JOZSTIL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
JOZSILT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
JOZSLTI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZSLIT,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
STILJZO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STILZJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STILOJZ,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
STILOZJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STIJLZO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STIJLOZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STIJZLO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIJZOL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIJOLZ,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
STIJOZL,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
STIZLJO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STIZJLO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STIZJOL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STIZOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STIOLJZ,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
STIOLZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
STIOJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STIOJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STIOZLJ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STIOZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLIJZO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLIZJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STLOIZJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOJIZ,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
STLOJZI,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
STLOZIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STLOZJI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STJILZO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
STJIZLO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJIZOL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJIOLZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STJIOZL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
STJLZIO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
STJLOZI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZILO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZLIO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZLOI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZOIL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZOLI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOILZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X
STJOLZI,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
STJOZIL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O
STZILOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STZIJLO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O
STZIJOL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
STZIOLJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
STZIOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLIJO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STZLIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STZLJOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZJILO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STZJIOL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STZJLOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STZOIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STZOLJI,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X
STZOJIL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STZOJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STOILZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
STOIJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STOIZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STOLIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLJIZ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STOLJZI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STOLZIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZJI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOJILZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
STOJIZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
STOJLZI,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STOJZIL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STOZIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STOZLJI,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
STOZJIL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SITLOJZ,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITJLZO,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SITJZLO,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X
SITJOLZ,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
SITJOZL,X,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X
SITZLJO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SITZJLO,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
SITZJOL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SITZOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOLJZ,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X
SITOLZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SITOJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SITOJZL,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
SITOZLJ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SITOZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILJTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILJOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILZTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZJTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILOTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJTZLO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
SIJTOZL,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
SIJLTZO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJLZTO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJZTLO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SIJZLTO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X
SIJZOTL,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SIJZOLT,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
SIJOTZL,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
SIJOLTZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X
SIJOZTL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJOZLT,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SIZTLJO,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIZTJLO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SIZTJOL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZLTJO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIZLJTO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZJTLO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SIZJLTO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X
SIZJOTL,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SIZJOLT,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOJTL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIOTLJZ,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
SIOTLZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SIOTJZL,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIOLTZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SIOLJZT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
SIOJLTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZLT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SLTIJZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
