sequence,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFCbBTcBeiBXgBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFygBzcBOkBfqB0q?BlrB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFqfBmbBzcB0gB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFGbB/hBaiBzfBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFVhBaiBUgBfqBTr?BGqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFmcBKkBzfBFhBcq?B3rB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFWgBicBzhBXgBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeT6IvhF/gBRcBOmB8mBik?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jel6IvhFRcBKkBXgBmhBcq?BTrB,v115@6gC8GeC8GeC8FeF8AeG8JeR8IvhF/kBFgBmhBcqBTr?BipB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBckBTgB2mB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFTfB/lBFhB8mBim?BmpB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBXhB8mBTkB2q?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhF8gBzcB2kBlmB3k?BiqB,v115@6gC8GeC8GeC8FeF8AeG8JecAJvhF2hBTfBRmBikB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBFgB2mBTkBcq?B3rB
LTOIZSJ,X,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
LTOJISZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOJIZS,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X
LTOJSIZ,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOJSZI,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LTOJZIS,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X
LTOJZSI,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,X
LTOSIJZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LTOSJZI,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LTOSZIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
LTOSZJI,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X
LTOZIJS,X,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X
LTOZISJ,X,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
LTOZJIS,X,O,O,O,X,X,X,O,O,X,O,X,X,O,X,X
LTOZJSI,X,O,O,O,X,X,X,O,O,X,O,X,X,O,X,X
LTOZSIJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X
LTOZSJI,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X
LITJSZO,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJSOZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJZSO,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LITJZOS,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X
LITJOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
LITSJZO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X
LITZJOS,O,X,O,X,X,O,O,X,O,X,X,X,X,O,O,X
LITZSJO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LITZOJS,X,X,O,O,X,O,O,X,O,X,X,X,X,O,O,X
LITZOSJ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LITOJSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LITOJZS,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X
LITOSJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X
LITOZSJ,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LIJTSZO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZSO,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJTZOS,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
LIJTOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
LIJSTZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIJSZOT,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LIJZTSO,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIJZTOS,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X
LIJZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIJZSOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJZOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LIJOZST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZTJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X
LIZTJOS,O,X,X,X,X,O,O,O,O,X,X,X,X,O,O,X
LIZTSJO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LIZTOJS,X,X,X,O,X,O,O,O,O,X,X,X,X,O,O,X
LIZTOSJ,X,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X
LIZJTSO,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LIZJTOS,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X
LIZJSTO,O,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X
LIZJSOT,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
LIZJOST,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIZSTJO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X
LIZSJTO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZSJOT,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X
LIZOJTS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTIZOS,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTIOSZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTSIZO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZIO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTSZOI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTSOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTZISO,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTZIOS,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTZSIO,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTZSOI,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTZOIS,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTZOSI,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTOISZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOIZS,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTOSIZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTOZIS,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJTOZSI,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJITSZO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSOZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJITZOS,O,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJITOSZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
LJISTZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJISTOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LJISZOT,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X
LJIZTOS,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X
LJIZSTO,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X
LJIZSOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
LJIZOST,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LJIOTSZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LJIOSTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LJIOZTS,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
LJIOZST,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSTIZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSTZIO,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LJSTZOI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LJSTOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LJSITZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSITOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSIZTO,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LJSIZOT,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LJSZTIO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LJSZTOI,X,O,X,X,X,O,X,O,O,O,X,O,X,O,X,X
LJSZITO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LJSZIOT,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LJSZOTI,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJSZOIT,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJSOTIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X
LJSOZTI,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X,X
LJSOZIT,X,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X
LJZTISO,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJZTIOS,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJZTSIO,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJZTSOI,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LJZTOIS,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJZTOSI,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJZITSO,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X
LJZITOS,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X
LJZISTO,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJZISOT,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,O
LJZIOST,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
LJZSTIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LJZSTOI,O,X,X,X,X,O,X,O,O,O,X,O,X,O,X,X
LJZSITO,O,X,X,X,X,O,X,O,O,X,O,X,X,O,X,X
LJZSIOT,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X
LJZSOTI,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZSOIT,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZOTIS,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,O
LJZOTSI,O,X,X,X,X,O,X,O,O,X,X,X,O,O,X,O
LJZOITS,O,X,X,X,X,O,X,X,O,X,O,X,O,O,X,O
LJZOIST,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,O
LJZOSTI,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZOSIT,O,X,X,X,X,O,X,O,O,X,X,O,O,X,X,O
LJOTISZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
LJOTSIZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOTSZI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJOTZIS,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LJOTZSI,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LJOITSZ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LJOISTZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O
LJOIZTS,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O
LJOIZST,O,X,X,X,X,X,X,X,O,O,X,O,O,X,X,O
LJOSTIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,O,O,X,O,O,O,X,O,X,X,X,O
LJOSZTI,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X
LJOSZIT,X,X,X,X,O,O,X,O,O,O,X,O,O,X,X,X
LJOZTIS,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,O
LJOZTSI,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,O
LJOZITS,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O
LJOZIST,O,X,X,X,X,X,X,O,O,O,X,O,O,X,X,O
LJOZSTI,O,X,X,X,X,X,X,O,O,O,X,O,O,X,X,X
LJOZSIT,O,X,X,X,X,X,X,O,O,O,X,O,O,X,X,O
LSTIJZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTJIZO,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTJIOZ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTJZIO,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X
LSTJZOI,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LSTJOIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LSTZIJO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTZJIO,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
LSTZJOI,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTZOIJ,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTZOJI,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
LSTOIJZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LSTOJZI,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LSTOZIJ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSTOZJI,X,O,O,X,O,O,X,O,O,X,X,X,X,O,X,X
LSITJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSITZJO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJZTO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZTJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSIOZJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJTIZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJTZIO,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LSJTZOI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LSJTOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LSJITZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJITOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJIZTO,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LSJIZOT,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LSJZTIO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LSJZTOI,X,O,X,X,X,O,X,O,O,O,X,O,X,O,X,X
LSJZITO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LSJZIOT,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LSJZOTI,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LSJZOIT,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LSJOTIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJOIZT,X,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X
