sequence,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcB5jB?FiB8nB6rBmsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?UiBGjB6rBVyB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBldB?5jBUiBeoB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcB0dB?6jBxmBVtBurB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?8nB+oBlmBCsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?FiB8nB+oB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhF5jBFhB?XiB8nB6rBmsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFxdBFhB?XiB8nB+oB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFxcBFhB?0iB6oBurBXtB
JSTOILZ,X,O,O,O,O,X,X,X,X
JSTOIZL,X,O,O,O,O,O,X,X,O
JSTOLIZ,X,O,O,O,O,X,X,X,X
JSTOLZI,X,O,O,O,O,X,X,X,O
JSTOZIL,X,O,O,X,O,O,O,O,O
JSTOZLI,X,O,O,O,O,O,X,O,O
JSITLZO,X,X,O,O,X,X,X,X,X
JSITLOZ,X,X,O,O,O,X,X,X,X
JSITZLO,X,X,O,O,O,X,X,X,X
JSITZOL,X,X,O,O,O,X,X,X,X
JSITOLZ,X,X,O,O,O,X,X,X,X
JSITOZL,X,X,O,O,O,O,X,X,X
JSILTZO,X,X,O,X,X,X,X,X,X
JSILTOZ,X,X,O,X,X,O,X,X,X
JSILZTO,X,X,O,X,X,X,X,X,X
JSILZOT,X,X,O,X,X,O,X,X,X
JSILOTZ,X,X,O,X,O,O,X,X,X
JSILOZT,X,X,O,X,O,O,X,X,X
JSIZTLO,X,X,O,X,O,O,X,O,X
JSIZTOL,X,X,O,X,O,O,X,O,X
JSIZLTO,X,X,O,X,X,O,X,O,X
JSIZLOT,X,X,O,X,O,O,X,O,X
JSIZOTL,X,X,O,X,O,O,X,O,X
JSIZOLT,X,X,O,X,O,O,X,O,X
JSIOTLZ,X,X,O,O,O,X,X,X,X
JSIOTZL,X,X,O,O,O,O,X,X,X
JSIOLTZ,X,X,O,X,O,O,X,X,X
JSIOLZT,X,X,O,X,O,O,X,X,X
JSIOZTL,X,X,O,X,O,O,X,O,X
JSIOZLT,X,X,O,X,O,O,X,O,X
JSLTIZO,X,X,O,X,X,X,X,X,X
JSLTIOZ,X,X,O,X,O,O,X,X,X
JSLTZIO,X,X,O,X,O,O,X,X,O
JSLTZOI,X,X,O,X,O,O,X,X,O
JSLTOIZ,X,X,O,X,O,O,X,X,X
JSLTOZI,X,X,O,X,O,O,X,X,O
JSLITZO,X,X,O,X,X,X,X,X,X
JSLITOZ,X,X,O,X,X,O,X,X,X
JSLIZTO,X,X,O,X,X,O,X,X,X
JSLIZOT,X,X,O,X,X,O,X,X,X
JSLIOTZ,X,X,O,X,O,O,X,X,X
JSLIOZT,X,X,O,X,O,O,X,X,X
JSLZTIO,X,X,O,X,X,O,X,X,O
JSLZTOI,X,X,O,X,X,O,X,X,O
JSLZITO,X,X,O,X,X,O,X,X,X
JSLZIOT,X,X,O,X,O,O,X,X,X
JSLZOTI,X,X,O,X,X,O,X,X,O
JSLZOIT,X,X,O,X,O,O,X,X,X
JSLOTIZ,X,X,O,X,O,O,X,X,X
JSLOTZI,X,X,O,X,O,O,X,X,O
JSLOITZ,X,X,O,X,O,O,X,X,X
JSLOIZT,X,X,O,X,O,O,X,X,X
JSLOZTI,X,X,O,X,X,O,X,X,O
JSLOZIT,X,X,O,X,O,O,X,X,X
JSZTILO,X,O,O,X,O,O,X,O,O
JSZTIOL,X,O,O,X,O,O,O,O,O
JSZTLIO,X,O,O,X,O,O,X,O,O
JSZTLOI,X,O,O,X,O,O,X,O,O
JSZTOIL,X,O,O,X,O,O,O,O,O
JSZTOLI,X,O,O,X,O,O,X,O,O
JSZITLO,X,X,O,X,O,O,X,O,X
JSZITOL,X,X,O,X,O,O,O,O,X
JSZILTO,X,X,O,X,X,O,X,O,X
JSZILOT,X,X,O,X,O,O,X,O,X
JSZIOTL,X,O,O,X,O,O,O,O,X
JSZIOLT,X,X,O,X,O,O,X,O,X
JSZLTIO,X,X,O,X,X,O,X,O,O
JSZLTOI,X,X,O,X,X,O,X,O,O
JSZLITO,X,X,O,X,X,O,X,O,X
JSZLIOT,X,X,O,X,O,O,X,O,X
JSZLOTI,X,X,O,X,X,O,X,O,O
JSZLOIT,X,X,O,X,O,O,X,O,X
JSZOTIL,X,O,O,X,O,O,O,O,O
JSZOTLI,X,O,O,X,O,O,X,O,O
JSZOITL,X,O,O,X,O,O,O,O,X
JSZOILT,X,X,O,X,O,O,X,O,X
JSZOLTI,X,X,O,X,X,O,X,O,O
JSZOLIT,X,X,O,X,O,O,X,O,X
JSOTILZ,X,O,O,O,O,X,X,X,X
JSOTIZL,X,O,O,O,O,O,X,X,O
JSOTLIZ,X,O,O,O,O,X,X,X,X
JSOTLZI,X,O,O,O,O,X,X,X,O
JSOTZIL,X,O,O,X,O,O,O,O,O
JSOTZLI,X,O,O,O,O,O,X,O,O
JSOITLZ,X,X,O,O,O,X,X,X,X
JSOITZL,X,X,O,O,O,O,X,X,X
JSOILTZ,X,X,O,X,O,O,X,X,X
JSOILZT,X,X,O,X,O,O,X,X,X
JSOIZTL,X,X,O,X,O,O,X,O,X
JSOIZLT,X,X,O,X,O,O,X,O,X
JSOLTIZ,X,X,O,X,O,O,X,X,X
JSOLTZI,X,X,O,X,O,O,X,X,O
JSOLITZ,X,X,O,X,O,O,X,X,X
JSOLIZT,X,X,O,X,O,O,X,X,X
JSOLZTI,X,X,O,X,X,O,X,X,O
JSOLZIT,X,X,O,X,O,O,X,X,X
JSOZTIL,X,O,O,X,O,O,O,O,O
JSOZTLI,X,O,O,X,O,O,X,O,O
JSOZITL,X,O,O,X,O,O,O,O,X
JSOZILT,X,X,O,X,O,O,X,O,X
JSOZLTI,X,X,O,X,X,O,X,O,O
JSOZLIT,X,X,O,X,O,O,X,O,X
JZTILSO,X,O,O,X,O,O,X,X,O
JZTILOS,X,O,O,X,O,O,X,X,O
JZTISLO,X,O,O,X,O,O,X,O,O
JZTISOL,X,O,O,X,O,O,O,O,O
JZTIOLS,X,O,O,X,O,O,X,X,O
JZTIOSL,X,O,O,X,O,O,O,O,O
JZTLISO,X,O,O,X,O,O,X,X,O
JZTLIOS,X,O,O,X,O,O,X,X,O
JZTLSIO,X,O,O,X,O,O,X,O,O
JZTLSOI,X,O,O,X,O,O,X,O,O
JZTLOIS,X,O,O,X,O,O,X,X,O
JZTLOSI,X,O,O,X,O,O,X,O,O
JZTSILO,X,O,O,X,O,O,X,O,O
JZTSIOL,X,O,O,X,O,O,O,O,O
JZTSLIO,X,O,O,X,O,O,X,O,O
JZTSLOI,X,O,O,X,O,O,X,O,O
JZTSOIL,X,O,O,X,O,O,O,O,O
JZTSOLI,X,O,O,X,O,O,X,O,O
JZTOILS,X,O,O,X,O,O,X,X,O
JZTOISL,X,O,O,X,O,O,O,O,O
JZTOLIS,X,O,O,X,O,O,X,X,O
JZTOLSI,X,O,O,X,O,O,X,O,O
JZTOSIL,X,O,O,X,O,O,O,O,O
JZTOSLI,X,O,O,X,O,O,X,O,O
JZITLSO,X,X,O,X,O,O,X,X,O
JZITLOS,X,X,O,X,O,O,X,X,O
JZITSLO,X,X,O,X,O,O,X,O,O
JZITSOL,X,X,O,X,O,O,O,O,O
JZITOLS,X,X,O,X,O,O,X,X,O
JZITOSL,X,X,O,X,O,O,O,O,O
JZILTSO,O,X,O,X,O,O,X,X,O
JZILTOS,O,X,O,X,O,O,X,X,O
JZILSTO,O,X,O,X,X,O,X,O,X
JZILSOT,O,X,O,X,O,O,X,O,X
JZILOTS,O,X,O,X,O,O,X,X,O
JZILOST,O,X,O,X,O,O,X,O,X
JZISTLO,X,X,O,X,O,O,X,O,X
JZISTOL,X,X,O,X,O,O,O,O,X
JZISLTO,X,X,O,X,X,O,X,O,X
JZISLOT,X,X,O,X,O,O,X,O,X
JZISOTL,X,O,O,X,O,O,O,O,X
JZISOLT,X,X,O,X,O,O,X,O,X
JZIOTLS,X,X,O,X,O,O,X,X,O
JZIOTSL,X,X,O,X,O,O,O,O,O
JZIOLTS,O,X,O,X,O,O,X,X,O
JZIOLST,O,X,O,X,O,O,X,O,X
JZIOSTL,X,O,O,X,O,O,O,O,X
JZIOSLT,X,X,O,X,O,O,X,O,X
JZLTISO,O,X,O,X,O,O,X,X,O
JZLTIOS,O,X,O,X,O,O,X,X,O
JZLTSIO,O,X,O,X,O,O,X,O,O
JZLTSOI,O,X,O,X,O,O,X,O,O
JZLTOIS,O,X,O,X,O,O,X,X,O
JZLTOSI,O,X,O,X,O,O,X,O,O
JZLITSO,O,X,O,X,O,O,X,X,O
JZLITOS,O,X,O,X,O,O,X,X,O
JZLISTO,O,X,O,X,X,O,X,O,X
JZLISOT,O,X,O,X,O,O,X,O,X
JZLIOTS,O,X,O,X,O,O,X,X,O
JZLIOST,O,X,O,X,O,O,X,O,X
JZLSTIO,O,X,O,X,X,O,X,O,O
JZLSTOI,O,X,O,X,X,O,X,O,O
JZLSITO,O,X,O,X,X,O,X,O,X
JZLSIOT,O,X,O,X,O,O,X,O,X
JZLSOTI,O,X,O,X,X,O,X,O,O
JZLSOIT,O,X,O,X,O,O,X,O,X
JZLOTIS,O,X,O,X,O,O,X,X,O
JZLOTSI,O,X,O,X,O,O,X,O,O
JZLOITS,O,X,O,X,O,O,X,X,O
JZLOIST,O,X,O,X,O,O,X,O,X
JZLOSTI,O,X,O,X,X,O,X,O,O
JZLOSIT,O,X,O,X,O,O,X,O,X
JZSTILO,X,O,O,X,O,O,X,O,O
JZSTIOL,X,O,O,X,O,O,O,O,O
JZSTLIO,X,O,O,X,O,O,X,O,O
JZSTLOI,X,O,O,X,O,O,X,O,O
JZSTOIL,X,O,O,X,O,O,O,O,O
JZSTOLI,X,O,O,X,O,O,X,O,O
JZSITLO,X,X,O,X,O,O,X,O,X
JZSITOL,X,X,O,X,O,O,O,O,X
JZSILTO,X,X,O,X,X,O,X,O,X
JZSILOT,X,X,O,X,O,O,X,O,X
JZSIOTL,X,O,O,X,O,O,O,O,X
JZSIOLT,X,X,O,X,O,O,X,O,X
JZSLTIO,X,X,O,X,X,O,X,O,O
JZSLTOI,X,X,O,X,X,O,X,O,O
JZSLITO,X,X,O,X,X,O,X,O,X
JZSLIOT,X,X,O,X,O,O,X,O,X
JZSLOTI,X,X,O,X,X,O,X,O,O
JZSLOIT,X,X,O,X,O,O,X,O,X
JZSOTIL,X,O,O,X,O,O,O,O,O
JZSOTLI,X,O,O,X,O,O,X,O,O
JZSOITL,X,O,O,X,O,O,O,O,X
JZSOILT,X,X,O,X,O,O,X,O,X
JZSOLTI,X,X,O,X,X,O,X,O,O
JZSOLIT,X,X,O,X,O,O,X,O,X
JZOTILS,X,O,O,X,O,O,X,X,O
JZOTISL,X,O,O,X,O,O,O,O,O
JZOTLIS,X,O,O,X,O,O,X,X,O
JZOTLSI,X,O,O,X,O,O,X,O,O
JZOTSIL,X,O,O,X,O,O,O,O,O
JZOTSLI,X,O,O,X,O,O,X,O,O
JZOITLS,X,X,O,X,O,O,X,X,O
JZOITSL,X,X,O,X,O,O,O,O,O
JZOILTS,O,X,O,X,O,O,X,X,O
JZOILST,O,X,O,X,O,O,X,O,X
JZOISTL,X,O,O,X,O,O,O,O,X
JZOISLT,X,X,O,X,O,O,X,O,X
JZOLTIS,O,X,O,X,O,O,X,X,O
JZOLTSI,O,X,O,X,O,O,X,O,O
JZOLITS,O,X,O,X,O,O,X,X,O
JZOLIST,O,X,O,X,O,O,X,O,X
JZOLSTI,O,X,O,X,X,O,X,O,O
JZOLSIT,O,X,O,X,O,O,X,O,X
JZOSTIL,X,O,O,X,O,O,O,O,O
JZOSTLI,X,O,O,X,O,O,X,O,O
JZOSITL,X,O,O,X,O,O,O,O,X
JZOSILT,X,X,O,X,O,O,X,O,X
JZOSLTI,X,X,O,X,X,O,X,O,O
JZOSLIT,X,X,O,X,O,O,X,O,X
JOTILSZ,X,O,O,O,O,O,X,X,X
JOTILZS,X,O,O,O,X,X,X,X,O
JOTISLZ,X,O,O,O,O,X,X,X,X
JOTISZL,X,O,O,O,O,O,X,X,O
JOTIZLS,X,O,O,O,O,O,X,X,O
JOTIZSL,X,O,O,O,O,O,O,O,O
JOTLISZ,X,O,O,O,O,O,X,X,X
JOTLIZS,X,O,O,O,X,X,X,X,O
JOTLSIZ,X,O,O,O,O,O,X,X,X
JOTLSZI,X,O,O,O,O,O,X,X,O
JOTLZIS,X,O,O,O,O,O,X,X,O
JOTLZSI,X,O,O,O,O,O,X,O,O
JOTSILZ,X,O,O,O,O,X,X,X,X
JOTSIZL,X,O,O,O,O,O,X,X,O
JOTSLIZ,X,O,O,O,O,X,X,X,X
JOTSLZI,X,O,O,O,O,X,X,X,O
JOTSZIL,X,O,O,X,O,O,O,O,O
JOTSZLI,X,O,O,O,O,O,X,O,O
JOTZILS,X,O,O,O,O,O,X,X,O
JOTZISL,X,O,O,O,O,O,O,O,O
JOTZLIS,X,O,O,O,O,O,X,X,O
JOTZLSI,X,O,O,O,O,O,X,O,O
JOTZSIL,X,O,O,X,O,O,O,O,O
JOTZSLI,X,O,O,O,O,O,X,O,O
JOITLSZ,X,X,O,O,O,O,X,X,X
JOITLZS,X,X,O,O,X,X,X,X,O
JOITSLZ,X,X,O,O,O,X,X,X,X
JOITSZL,X,X,O,O,O,O,X,X,O
JOITZLS,X,X,O,O,O,O,X,X,O
JOITZSL,X,X,O,O,O,O,O,O,O
JOILTSZ,X,X,O,X,O,O,X,X,X
JOILTZS,X,X,O,X,X,X,X,X,O
JOILSTZ,X,X,O,X,O,O,X,X,X
JOILSZT,O,X,O,X,O,O,X,X,X
JOILZTS,O,X,O,X,O,O,X,X,O
JOILZST,O,X,O,X,O,O,X,O,X
JOISTLZ,X,X,O,O,O,X,X,X,X
JOISTZL,X,X,O,O,O,O,X,X,X
JOISLTZ,X,X,O,X,O,O,X,X,X
JOISLZT,X,X,O,X,O,O,X,X,X
JOISZTL,X,X,O,X,O,O,X,O,X
JOISZLT,X,X,O,X,O,O,X,O,X
JOIZTLS,X,X,O,X,O,O,X,X,O
JOIZTSL,X,X,O,X,O,O,O,O,O
JOIZLTS,O,X,O,X,O,O,X,X,O
JOIZLST,O,X,O,X,O,O,X,O,X
JOIZSTL,X,X,O,X,O,O,O,O,X
JOIZSLT,X,X,O,X,O,O,X,O,X
JOLTISZ,X,O,O,X,O,O,X,X,X
JOLTIZS,X,O,O,X,X,X,X,X,O
JOLTSIZ,X,O,O,X,O,O,X,X,X
JOLTSZI,O,O,O,X,O,O,X,X,O
JOLTZIS,O,O,O,X,O,O,X,X,O
JOLTZSI,O,O,O,X,O,O,X,O,O
JOLITSZ,X,X,O,X,O,O,X,X,X
JOLITZS,X,X,O,X,X,X,X,X,O
JOLISTZ,X,X,O,X,O,O,X,X,X
JOLISZT,O,X,O,X,O,O,X,X,X
JOLIZTS,O,X,O,X,O,O,X,X,O
JOLIZST,O,X,O,X,O,O,X,O,X
JOLSTIZ,X,O,O,X,O,O,X,X,X
JOLSTZI,O,O,O,X,O,O,X,X,O
JOLSITZ,X,X,O,X,O,O,X,X,X
JOLSIZT,O,X,O,X,O,O,X,X,X
JOLSZTI,O,O,O,X,X,O,X,X,O
JOLSZIT,O,O,O,X,O,O,X,X,X
JOLZTIS,O,O,O,X,O,O,X,X,O
JOLZTSI,O,O,O,X,O,O,X,O,O
JOLZITS,O,X,O,X,O,O,X,X,O
JOLZIST,O,O,O,X,O,O,X,O,X
JOLZSTI,O,O,O,X,X,O,X,O,O
JOLZSIT,O,O,O,X,O,O,X,O,X
JOSTILZ,X,O,O,O,O,X,X,X,X
JOSTIZL,X,O,O,O,O,O,X,X,O
JOSTLIZ,X,O,O,O,O,X,X,X,X
JOSTLZI,X,O,O,O,O,X,X,X,O
JOSTZIL,X,O,O,X,O,O,O,O,O
JOSTZLI,X,O,O,O,O,O,X,O,O
JOSITLZ,X,X,O,O,O,X,X,X,X
JOSITZL,X,X,O,O,O,O,X,X,X
JOSILTZ,X,X,O,X,O,O,X,X,X
JOSILZT,X,X,O,X,O,O,X,X,X
JOSIZTL,X,X,O,X,O,O,X,O,X
JOSIZLT,X,X,O,X,O,O,X,O,X
JOSLTIZ,X,X,O,X,O,O,X,X,X
JOSLTZI,X,X,O,X,O,O,X,X,O
JOSLITZ,X,X,O,X,O,O,X,X,X
JOSLIZT,X,X,O,X,O,O,X,X,X
JOSLZTI,X,X,O,X,X,O,X,X,O
JOSLZIT,X,X,O,X,O,O,X,X,X
JOSZTIL,X,O,O,X,O,O,O,O,O
JOSZTLI,X,O,O,X,O,O,X,O,O
JOSZITL,X,O,O,X,O,O,O,O,X
JOSZILT,X,X,O,X,O,O,X,O,X
JOSZLTI,X,X,O,X,X,O,X,O,O
JOSZLIT,X,X,O,X,O,O,X,O,X
JOZTILS,X,O,O,X,O,O,X,X,O
JOZTISL,X,O,O,X,O,O,O,O,O
JOZTLIS,X,O,O,X,O,O,X,X,O
JOZTLSI,X,O,O,X,O,O,X,O,O
JOZTSIL,X,O,O,X,O,O,O,O,O
JOZTSLI,X,O,O,X,O,O,X,O,O
JOZITLS,X,X,O,X,O,O,X,X,O
JOZITSL,X,X,O,X,O,O,O,O,O
JOZILTS,O,X,O,X,O,O,X,X,O
JOZILST,O,X,O,X,O,O,X,O,X
JOZISTL,X,O,O,X,O,O,O,O,X
JOZISLT,X,X,O,X,O,O,X,O,X
JOZLTIS,O,X,O,X,O,O,X,X,O
JOZLTSI,O,X,O,X,O,O,X,O,O
JOZLITS,O,X,O,X,O,O,X,X,O
JOZLIST,O,X,O,X,O,O,X,O,X
JOZLSTI,O,X,O,X,X,O,X,O,O
JOZLSIT,O,X,O,X,O,O,X,O,X
JOZSTIL,X,O,O,X,O,O,O,O,O
JOZSTLI,X,O,O,X,O,O,X,O,O
JOZSITL,X,O,O,X,O,O,O,O,X
JOZSILT,X,X,O,X,O,O,X,O,X
JOZSLTI,X,X,O,X,X,O,X,O,O
JOZSLIT,X,X,O,X,O,O,X,O,X
STILJZO,X,X,X,O,X,X,X,X,X
STILJOZ,X,X,X,O,X,X,X,X,X
STILZJO,X,X,X,O,X,X,X,X,X
STILZOJ,X,X,X,O,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,X,X,X
STILOZJ,X,X,X,O,X,X,X,X,X
STIJLZO,X,X,X,O,X,X,X,X,X
STIJLOZ,X,O,O,O,O,X,X,X,X
STIJZLO,X,O,O,O,O,X,X,X,X
STIJZOL,X,O,O,O,O,X,X,X,X
STIJOLZ,X,O,O,O,O,X,X,X,X
STIJOZL,X,O,O,O,O,X,X,X,X
STIZLJO,X,X,X,O,X,X,X,X,X
STIZLOJ,X,O,X,O,X,X,O,X,X
STIZJLO,X,O,X,O,X,X,X,X,X
STIZJOL,X,O,X,O,X,X,O,X,X
STIZOLJ,X,O,X,O,X,X,O,X,X
STIZOJL,X,O,X,O,X,X,O,X,X
STIOLJZ,X,X,X,O,X,X,X,X,X
STIOLZJ,X,X,X,O,X,X,X,X,X
STIOJLZ,X,O,O,O,O,X,X,X,X
STIOJZL,X,O,O,O,O,X,X,X,X
STIOZLJ,X,O,X,O,X,X,O,X,X
STIOZJL,X,O,X,O,X,X,O,X,X
STLIJZO,X,O,X,O,X,X,X,X,X
STLIJOZ,X,O,X,O,X,X,X,X,X
STLIZJO,X,O,X,O,X,X,X,X,X
STLIZOJ,X,O,X,O,X,X,X,X,X
STLIOJZ,X,O,X,O,X,X,X,X,X
STLIOZJ,X,O,X,O,X,X,X,X,X
STLJIZO,X,O,X,O,X,X,X,X,X
STLJIOZ,X,O,X,O,O,X,X,X,X
STLJZIO,X,O,X,X,O,X,X,X,X
STLJZOI,X,O,X,O,O,X,X,X,X
STLJOIZ,X,O,X,O,O,X,X,X,X
STLJOZI,X,O,X,O,O,X,X,X,X
STLZIJO,X,O,X,O,X,X,X,X,X
STLZIOJ,X,O,X,O,X,X,O,X,X
STLZJIO,X,O,X,X,X,X,X,X,X
STLZJOI,X,O,X,O,X,X,X,X,X
STLZOIJ,X,O,X,O,X,X,O,X,X
STLZOJI,X,O,X,O,X,X,X,X,X
STLOIJZ,X,O,X,O,X,X,X,X,X
STLOIZJ,X,O,X,O,X,X,X,X,X
STLOJIZ,X,O,X,O,O,X,X,X,X
STLOJZI,X,O,X,O,O,X,X,X,X
STLOZIJ,X,O,X,O,X,X,O,X,X
STLOZJI,X,O,X,O,X,X,X,X,X
STJILZO,X,O,X,O,X,X,X,X,X
STJILOZ,X,O,O,O,O,X,X,X,X
STJIZLO,X,O,O,O,O,X,X,X,X
STJIZOL,X,O,O,O,O,X,X,X,X
STJIOLZ,X,O,O,O,O,X,X,X,X
STJIOZL,X,O,O,O,O,O,X,X,X
STJLIZO,X,O,X,O,X,X,X,X,X
STJLIOZ,X,O,O,O,O,X,X,X,X
STJLZIO,X,O,X,X,O,X,X,X,X
STJLZOI,X,O,X,O,O,X,X,X,X
STJLOIZ,X,O,O,O,O,X,X,X,X
STJLOZI,X,O,X,O,O,X,X,X,X
STJZILO,X,O,O,X,O,O,X,O,X
STJZIOL,X,O,O,X,O,O,O,O,X
STJZLIO,X,O,O,X,O,O,X,O,X
STJZLOI,X,O,O,O,O,O,X,O,X
STJZOIL,X,O,O,X,O,O,O,O,X
STJZOLI,X,O,O,O,O,O,X,O,X
STJOILZ,X,O,O,O,O,X,X,X,X
STJOIZL,X,O,O,O,O,O,X,X,X
STJOLIZ,X,O,O,O,O,X,X,X,X
STJOLZI,X,O,X,O,O,X,X,X,X
STJOZIL,X,O,O,X,O,O,O,O,X
STJOZLI,X,O,O,O,O,O,X,O,X
STZILJO,X,X,X,O,X,X,X,X,X
STZILOJ,X,O,X,O,X,X,O,X,X
STZIJLO,X,O,X,O,X,X,X,X,X
STZIJOL,X,O,X,O,X,X,O,X,X
STZIOLJ,X,O,X,O,X,X,O,X,X
STZIOJL,X,O,X,O,X,X,O,X,X
STZLIJO,X,X,X,O,X,X,X,X,X
STZLIOJ,X,O,X,O,X,X,O,X,X
STZLJIO,X,O,X,X,X,X,X,X,X
STZLJOI,X,O,X,O,X,X,X,X,X
STZLOIJ,X,O,X,O,X,X,O,X,X
STZLOJI,X,O,X,O,X,X,X,X,X
STZJILO,X,O,O,X,O,X,X,X,X
STZJIOL,X,O,O,X,O,X,O,X,X
STZJLIO,X,O,O,X,O,X,X,X,X
STZJLOI,X,O,O,O,O,X,X,X,X
STZJOIL,X,O,O,X,O,X,O,X,X
STZJOLI,X,O,O,O,O,X,X,X,X
STZOILJ,X,O,X,O,X,X,O,X,X
STZOIJL,X,O,X,O,X,X,O,X,X
STZOLIJ,X,O,X,O,X,X,O,X,X
STZOLJI,X,O,X,O,X,X,X,X,X
STZOJIL,X,O,O,X,O,X,O,X,X
STZOJLI,X,O,O,O,O,X,X,X,X
STOILJZ,X,X,X,O,X,X,X,X,X
STOILZJ,X,X,X,O,X,X,X,X,X
STOIJLZ,X,O,O,O,O,X,X,X,X
STOIJZL,X,O,O,O,O,X,X,X,X
STOIZLJ,X,O,X,O,X,X,O,X,X
STOIZJL,X,O,X,O,X,X,O,X,X
STOLIJZ,X,O,X,O,X,X,X,X,X
STOLIZJ,X,O,X,O,X,X,X,X,X
STOLJIZ,X,O,X,O,O,X,X,X,X
STOLJZI,X,O,X,O,O,X,X,X,X
STOLZIJ,X,O,X,O,X,X,O,X,X
STOLZJI,X,O,X,O,X,X,X,X,X
STOJILZ,X,O,O,O,O,X,X,X,X
STOJIZL,X,O,O,O,O,O,X,X,X
STOJLIZ,X,O,O,O,O,X,X,X,X
STOJLZI,X,O,X,O,O,X,X,X,X
STOJZIL,X,O,O,X,O,O,O,O,X
STOJZLI,X,O,O,O,O,O,X,O,X
STOZILJ,X,O,X,O,X,X,O,X,X
STOZIJL,X,O,X,O,X,X,O,X,X
STOZLIJ,X,O,X,O,X,X,O,X,X
STOZLJI,X,O,X,O,X,X,X,X,X
STOZJIL,X,O,O,X,O,X,O,X,X
STOZJLI,X,O,O,O,O,X,X,X,X
SITLJZO,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X
SITLZJO,X,X,X,O,X,X,X,X,X
SITLZOJ,X,X,X,O,X,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X,X
SITJLZO,X,X,X,O,X,X,X,X,X
SITJLOZ,X,O,O,O,O,X,X,X,X
SITJZLO,X,O,O,O,O,X,X,X,X
SITJZOL,X,O,O,O,O,X,X,X,X
SITJOLZ,X,O,O,O,O,X,X,X,X
SITJOZL,X,O,O,O,O,X,X,X,X
SITZLJO,X,X,X,O,X,X,X,X,X
SITZLOJ,X,O,X,O,X,X,O,X,X
SITZJLO,X,O,X,O,X,X,X,X,X
SITZJOL,X,O,X,O,X,X,O,X,X
SITZOLJ,X,O,X,O,X,X,O,X,X
SITZOJL,X,O,X,O,X,X,O,X,X
SITOLJZ,X,X,X,O,X,X,X,X,X
SITOLZJ,X,X,X,O,X,X,X,X,X
SITOJLZ,X,O,O,O,O,X,X,X,X
SITOJZL,X,O,O,O,O,X,X,X,X
SITOZLJ,X,O,X,O,X,X,O,X,X
SITOZJL,X,O,X,O,X,X,O,X,X
SILTJZO,X,X,O,O,X,X,X,X,X
SILTJOZ,X,X,O,O,X,X,X,X,X
SILTZJO,O,X,X,O,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X
SILTOJZ,X,X,O,O,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X
SILJTZO,X,X,O,X,X,X,X,X,X
SILJTOZ,X,X,O,X,X,X,X,X,X
SILJZTO,O,X,O,X,X,X,X,X,X
SILJZOT,O,X,O,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,X,X
SILJOZT,O,X,O,X,X,X,X,X,X
SILZTJO,O,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X,X
SILZJTO,O,X,O,X,X,X,X,X,X
SILZJOT,O,X,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X,X
SILOTJZ,X,X,O,O,X,X,X,X,X
SILOTZJ,O,X,X,O,X,X,X,X,X
SILOJTZ,X,X,O,X,X,X,X,X,X
SILOJZT,O,X,O,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,X,X,X
SIJTLZO,X,X,O,O,X,X,X,X,X
SIJTLOZ,X,X,O,O,O,X,X,X,X
SIJTZLO,X,X,O,O,O,X,X,X,X
SIJTZOL,X,X,O,O,O,X,X,X,X
SIJTOLZ,X,X,O,O,O,X,X,X,X
SIJTOZL,X,X,O,O,O,O,X,X,X
SIJLTZO,X,X,O,X,X,X,X,X,X
SIJLTOZ,X,X,O,X,X,X,X,X,X
SIJLZTO,X,X,O,X,X,X,X,X,X
SIJLZOT,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,O,X,X,X,X
SIJLOZT,X,X,O,X,O,O,X,X,X
SIJZTLO,X,X,O,X,X,O,X,X,X
SIJZTOL,X,X,O,X,O,O,X,X,X
SIJZLTO,X,X,O,X,X,X,X,X,X
SIJZLOT,X,X,O,X,O,O,X,X,X
