sequence,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFxcB6jBXhBF?nB8sBmsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFxcB6jBXhBl?iBUnBetB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jei7IvhFWiBxdBzgBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBSiBTeB2?mBFoB0sB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFehBRdBCiB/?sBFoBctB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jex7IvhF6iBTeB0gBl?hB/sBOtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFehBCdBxiBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBGeBihBU?jBFnBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jem8IvhFSjBxgB0gBF?nBXoBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jem8IvhFfjB6jBxgB0?gBFnBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBThBliB2?sBctBCtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhF2hBXeBcoBR?mBqsBFsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je2AJvhFCdBxiBzgBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jei7IvhFFdBzgBfnB5?nBcoBOtB
JOZSLIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
STILJZO,X,X,X,O,O,O,X,O,O,O,X,X,X,X
STILJOZ,X,X,X,O,O,O,X,X,O,O,X,X,X,X
STILZJO,O,X,X,X,X,O,X,O,O,O,X,X,X,X
STILZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
STILOJZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STILOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STIJLZO,X,O,X,O,O,O,X,O,O,O,X,X,X,X
STIJLOZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
STIJZLO,X,O,X,O,X,O,X,O,O,O,X,X,X,X
STIJZOL,X,O,X,O,X,O,X,O,X,X,X,X,X,O
STIJOLZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STIJOZL,X,O,X,O,X,O,X,X,X,X,X,X,X,O
STIZLJO,O,X,X,O,X,O,X,O,O,O,X,X,X,X
STIZLOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
STIZJLO,O,O,X,O,X,O,X,O,O,O,X,X,X,X
STIZJOL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
STIZOLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STIZOJL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
STIOLJZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STIOLZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STIOJLZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STIOJZL,X,O,X,O,X,O,X,O,X,X,O,X,X,O
STIOZLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STIOZJL,O,O,X,X,X,X,X,O,X,X,X,X,X,O
STLIJZO,X,X,X,O,O,O,X,O,O,O,X,X,X,X
STLIJOZ,X,X,X,O,O,O,X,X,O,O,X,X,X,X
STLIZJO,O,X,X,X,X,O,X,O,O,O,X,X,X,X
STLIZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
STLIOJZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STLIOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STLJIZO,X,O,X,O,O,O,X,O,O,O,X,X,X,X
STLJIOZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
STLJZIO,O,O,X,O,O,O,X,O,O,O,X,X,X,X
STLJZOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
STLJOIZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
STLJOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,X,X,O,X,O,O,O,X,X,X,X
STLZIOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STLZJIO,O,X,O,O,O,O,X,O,O,O,X,X,X,X
STLZJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
STLZOIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STLZOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
STLOIJZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STLOIZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STLOJIZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STLOJZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
STLOZIJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
STLOZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
STJILZO,X,O,X,O,O,O,X,O,O,O,X,X,X,X
STJILOZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
STJIZLO,X,O,X,O,X,O,X,O,O,O,X,X,X,X
STJIZOL,X,O,X,O,X,O,X,O,X,X,X,X,X,O
STJIOLZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STJIOZL,X,O,X,O,X,O,X,X,X,X,X,X,X,O
STJLIZO,X,O,X,O,O,O,X,O,O,O,X,X,X,X
STJLIOZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
STJLZIO,O,O,X,O,O,O,X,O,O,O,X,X,X,X
STJLZOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
STJLOIZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
STJLOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
STJZILO,X,O,X,O,X,O,O,O,O,O,X,X,O,X
STJZIOL,X,O,X,O,X,O,O,O,X,X,O,X,X,X
STJZLIO,X,O,X,O,O,O,O,O,O,O,X,X,O,X
STJZLOI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
STJZOIL,X,O,X,O,X,O,O,O,X,X,O,X,X,X
STJZOLI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
STJOILZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STJOIZL,X,O,X,O,X,O,X,X,X,X,O,X,X,O
STJOLIZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
STJOLZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
STJOZIL,X,O,X,O,X,O,O,X,X,X,O,X,X,X
STJOZLI,X,O,X,O,O,O,O,X,X,X,O,X,X,X
STZILJO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
STZILOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
STZIJLO,O,O,X,O,X,O,O,O,O,O,X,X,O,X
STZIJOL,O,O,X,O,X,O,O,O,X,X,X,X,X,O
STZIOLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZIOJL,O,O,X,O,X,O,O,O,X,X,X,X,X,O
STZLIJO,O,X,X,O,X,O,O,O,O,O,X,X,O,X
STZLIOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STZLJIO,O,X,O,O,O,O,O,O,O,O,X,X,O,X
STZLJOI,O,X,X,O,O,O,O,O,X,X,X,X,X,X
STZLOIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
STZLOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
STZJILO,O,O,O,O,X,O,O,O,O,O,X,X,O,X
STZJIOL,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,O,O,O,O,O,X,X,O,X
STZJLOI,O,O,X,O,O,O,O,O,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZJOLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
STZOILJ,O,X,O,O,X,O,X,X,X,X,X,X,X,O
STZOIJL,O,O,O,O,X,O,O,O,X,X,X,X,X,O
STZOLIJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
STZOLJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
STOILJZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STOILZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STOIJLZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STOIJZL,X,O,X,O,X,O,X,O,X,X,O,X,X,O
STOIZLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STOIZJL,O,O,X,X,X,X,X,O,X,X,X,X,X,O
STOLIJZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STOLIZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
STOLJIZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STOLJZI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
STOLZIJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
STOLZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
STOJILZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STOJIZL,X,O,X,O,X,O,X,O,X,X,O,X,X,O
STOJLIZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
STOJLZI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
STOJZIL,X,O,X,O,X,O,O,O,X,X,O,X,X,X
STOJZLI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
STOZILJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
STOZIJL,O,O,O,X,X,O,O,O,X,X,X,X,X,O
STOZLIJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
STOZLJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
STOZJIL,O,O,O,O,X,O,O,O,X,X,X,X,X,X
STOZJLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
SITLJZO,X,X,X,O,O,O,X,O,O,O,X,X,X,X
SITLJOZ,X,X,X,O,O,O,X,X,O,O,X,X,X,X
SITLZJO,O,X,X,X,X,O,X,O,O,O,X,X,X,X
SITLZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SITLOJZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
SITLOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SITJLZO,X,O,X,O,O,O,X,O,O,O,X,X,X,X
SITJLOZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
SITJZLO,X,O,X,O,X,O,X,O,O,O,X,X,X,X
SITJZOL,X,O,X,O,X,O,X,O,X,X,X,X,X,O
SITJOLZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
SITJOZL,X,O,X,O,X,O,X,X,X,X,X,X,X,O
SITZLJO,O,X,X,O,X,O,X,O,O,O,X,X,X,X
SITZLOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SITZJLO,O,O,X,O,X,O,X,O,O,O,X,X,X,X
SITZJOL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SITZOLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O
SITZOJL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SITOLJZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
SITOLZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SITOJLZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
SITOJZL,X,O,X,O,X,O,X,O,X,X,O,X,X,O
SITOZLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SITOZJL,O,O,X,X,X,X,X,O,X,X,X,X,X,O
SILTJZO,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SILTJOZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X
SILTZJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
SILTZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SILTOJZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
SILTOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SILJTZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
SILJTOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SILJZTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SILJZOT,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SILJOTZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
SILZTJO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SILZTOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,O
SILZJTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SILZJOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
SILZOTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SILZOJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
SILOTJZ,X,O,X,X,O,X,X,O,X,O,X,X,X,O
SILOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SILOJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
SILOJZT,O,O,X,X,X,X,X,O,X,O,O,O,X,O
SILOZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SILOZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
SIJTLZO,X,O,X,O,O,O,X,O,O,O,X,X,X,X
SIJTLOZ,X,O,X,O,O,O,X,X,O,O,X,X,X,X
SIJTZLO,X,O,X,O,X,O,X,O,O,O,X,X,X,X
SIJTZOL,X,O,X,O,X,O,X,O,X,X,X,X,X,O
SIJTOLZ,X,O,X,O,O,O,X,X,O,O,X,X,X,O
SIJTOZL,X,O,X,O,X,O,X,X,X,X,X,X,X,O
SIJLTZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
SIJLTOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SIJLZTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SIJLZOT,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SIJLOTZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
SIJZTLO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SIJZTOL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SIJZLTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SIJZLOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SIJZOTL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SIJZOLT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SIJOTLZ,X,O,X,O,O,O,X,O,X,O,X,X,X,O
SIJOTZL,X,O,X,O,X,O,X,O,X,X,O,X,X,O
SIJOLTZ,X,O,X,O,O,O,X,X,X,O,X,X,X,O
SIJOLZT,O,O,X,O,X,O,X,O,X,O,O,O,X,O
SIJOZTL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SIJOZLT,O,O,X,O,X,O,X,O,X,O,O,X,X,O
SIZTLJO,O,X,X,O,X,O,X,O,O,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SIZTJLO,O,O,X,O,X,O,X,O,O,X,X,X,X,X
SIZTJOL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZTOLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O
SIZTOJL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZLTJO,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SIZLJTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SIZLJOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZLOJT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
SIZJTLO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SIZJTOL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZJLTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SIZJLOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SIZJOTL,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZJOLT,O,O,X,O,X,O,X,O,X,X,X,X,X,O
SIZOTLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SIZOTJL,O,O,X,O,X,X,X,O,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZOLJT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
SIZOJTL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SIZOJLT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
SIOTLJZ,X,O,X,O,O,X,X,O,O,O,X,X,X,O
SIOTLZJ,O,X,X,O,X,X,X,O,X,O,X,X,X,O
SIOTJLZ,X,O,X,O,O,X,X,O,O,O,X,X,X,O
SIOTJZL,X,O,X,X,X,X,X,O,X,O,O,X,X,O
SIOTZLJ,O,X,X,O,X,X,X,O,X,O,X,X,X,O
SIOTZJL,O,O,X,X,X,X,X,O,X,O,X,X,X,O
SIOLTJZ,X,O,X,X,O,X,X,O,X,O,X,X,X,O
SIOLTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOLJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
SIOLJZT,O,O,X,X,X,X,X,O,X,O,O,O,X,O
SIOLZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SIOLZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
SIOJTLZ,X,O,X,O,O,X,X,O,X,O,X,X,X,O
SIOJTZL,X,O,X,O,X,X,X,O,X,X,O,X,X,O
SIOJLTZ,X,O,X,O,O,X,X,X,X,O,X,X,X,O
SIOJLZT,O,O,X,O,X,X,X,O,X,O,O,O,X,O
SIOJZTL,O,O,X,O,X,X,X,O,X,X,O,X,X,O
SIOJZLT,O,O,X,O,X,X,X,O,X,O,O,X,X,O
SIOZTLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SIOZTJL,O,O,X,O,X,X,X,O,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOZLJT,O,O,X,X,X,X,X,O,X,O,X,X,X,O
SIOZJTL,O,O,X,O,X,X,X,O,X,X,O,X,X,O
SIOZJLT,O,O,X,O,X,X,X,O,X,O,O,X,X,O
SLTIJZO,X,X,X,O,O,O,X,O,O,X,X,X,X,X
SLTIJOZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X
SLTIZJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
SLTIZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SLTIOJZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
SLTIOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SLTJIZO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
SLTJIOZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
SLTJZIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
SLTJZOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
SLTJOIZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
SLTJOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SLTZJIO,O,X,O,O,O,O,X,O,O,X,X,X,X,X
SLTZJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
SLTZOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
SLTOIJZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
SLTOIZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SLTOJIZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
SLTOJZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
SLTOZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
SLITJZO,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SLITJOZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X
SLITZJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
SLITZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
SLITOJZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
SLITOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
SLIJTZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
SLIJTOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SLIJZTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SLIJZOT,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SLIJOTZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SLIJOZT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
SLIZTJO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SLIZTOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,O
SLIZJTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SLIZJOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
SLIZOTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SLIZOJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
SLIOTJZ,X,O,X,X,O,X,X,O,X,O,X,X,X,O
SLIOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SLIOJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
SLIOJZT,O,O,X,X,X,X,X,O,X,O,O,O,X,O
SLIOZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SLIOZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
SLJTIZO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
SLJTIOZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
SLJTZIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
SLJTZOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
SLJTOIZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
SLJTOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLJITZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
SLJITOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SLJIZTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLJIZOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SLJIOZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SLJZTIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
SLJZTOI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
SLJZITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLJZIOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SLJZOTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
SLJZOIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
SLJOTIZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SLJOTZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
SLJOITZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SLJOIZT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
SLJOZTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
SLJOZIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
SLZTIJO,O,X,X,O,X,O,X,O,O,X,X,O,X,X
SLZTIOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SLZTJIO,O,X,O,O,O,O,X,O,O,X,X,X,X,X
SLZTJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SLZTOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
SLZITJO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
SLZITOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,O
SLZIJTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
SLZIJOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
SLZIOTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SLZIOJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
SLZJTIO,O,O,O,O,O,O,X,O,X,X,X,X,X,X
SLZJTOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
SLZJITO,X,O,O,O,X,O,X,O,X,X,X,O,X,X
SLZJIOT,O,O,O,O,X,O,X,O,X,X,X,O,X,X
SLZJOTI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
SLZJOIT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
SLZOTIJ,O,X,X,X,X,O,X,O,X,X,X,O,X,O
SLZOTJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SLZOIJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
SLZOJTI,O,O,X,X,O,O,X,O,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
SLOTIJZ,X,O,X,X,O,O,X,O,O,O,X,X,X,O
SLOTIZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SLOTJIZ,X,O,X,X,O,O,X,O,O,O,X,X,X,O
SLOTJZI,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SLOTZIJ,O,X,O,X,X,O,X,O,X,O,X,X,X,O
SLOTZJI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
SLOITJZ,X,O,X,X,O,X,X,O,X,O,X,X,X,O
SLOITZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SLOIJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
SLOIJZT,O,O,X,X,X,X,X,O,X,O,O,O,X,O
SLOIZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SLOIZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
SLOJTIZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O
SLOJTZI,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SLOJITZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O
SLOJIZT,O,O,X,X,X,O,X,O,X,O,O,X,X,O
SLOJZTI,O,O,X,X,O,O,X,O,X,X,O,X,X,X
SLOJZIT,O,O,X,X,X,O,X,O,X,X,O,X,X,O
SLOZTIJ,O,X,O,X,X,O,X,O,X,O,X,O,X,O
SLOZTJI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
SLOZITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
SLOZIJT,O,O,X,X,X,O,X,O,X,O,X,O,X,O
SLOZJTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
SLOZJIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
SJTILZO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
SJTILOZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
SJTIZLO,X,O,X,O,X,O,X,O,O,X,X,X,X,X
SJTIZOL,X,O,X,O,X,O,X,O,X,X,X,X,X,O
SJTIOLZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
SJTIOZL,X,O,X,O,X,O,X,X,X,X,X,X,X,O
SJTLIZO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
SJTLIOZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
